van	din	van	din	ADP	ADP;ACC
belgische	belgiene	belgisch	belgian	ADJ	ADJ;INDF;FEM;PL
indeling	detaliere	indeling	detaliere	N;MASC+FEM;SG	N;INDF;FEM;SG
indeling	layout	indeling	layout	N;MASC+FEM;SG	N;INDF;MASC;SG
indeling	aranjament	indeling	aranjament	N;MASC+FEM;SG	N;INDF;MASC;SG
indeling	clasificare	indeling	clasificare	N;MASC+FEM;SG	N;INDF;FEM;SG
indeling	clasificarea	indeling	clasificare	N;MASC+FEM;SG	N;DEF;FEM;SG
indeling	formatul	indeling	format	N;MASC+FEM;SG	N;DEF;MASC;SG
indeling	format	indeling	format	N;MASC+FEM;SG	N;INDF;MASC;SG
serie	serie	serie	serie	N;MASC+FEM;SG	N;INDF;FEM;SG
serie	seria	serie	serie	N;MASC+FEM;SG	N;DEF;FEM;SG
rol	rolul	rol	rol	N;MASC+FEM;SG	N;DEF;MASC;SG
rol	rol	rol	rol	N;MASC+FEM;SG	N;INDF;MASC;SG
rol	pergament	rol	pergament	N;MASC+FEM;SG	N;INDF;MASC;SG
rol	derulare	rol	derulare	N;MASC+FEM;SG	N;INDF;FEM;SG
rol	defilare	rol	defilare	N;MASC+FEM;SG	N;INDF;FEM;SG
rol	rola	rol	rola	N;MASC+FEM;SG	N;DEF;FEM;SG
rol	roll	rol	roll	N;MASC+FEM;SG	N;INDF;MASC;SG
figuur	figura	figuur	figură	N;MASC+FEM;SG	N;DEF;FEM;SG
figuur	figura	figuur	figură	N;MASC+FEM;SG	N;DEF;FEM;SG
oorlog	razboi	oorlog	razboi	N;MASC+FEM;SG	N;INDF;MASC;SG
oorlog	razboiul	oorlog	razboi	N;MASC+FEM;SG	N;DEF;MASC;SG
oorlog	razboi	oorlog	razboi	N;MASC+FEM;SG	N;INDF;MASC;SG
geschiedenis	istoricul	geschiedenis	istoric	N;MASC+FEM;SG	N;DEF;MASC;SG
geschiedenis	istorie	geschiedenis	istorie	N;MASC+FEM;SG	N;INDF;FEM;SG
geschiedenis	istoria	geschiedenis	istorie	N;MASC+FEM;SG	N;DEF;FEM;SG
vervolgens	ulterior	vervolgens	ulterior	ADV	ADV
landen	tarile	land	tare	N;PL	N;DEF;FEM;PL
landen	tarile	land	tare	N;PL	N;DEF;FEM;PL
huis	house	huis	hou	N;NEUT;SG	N;INDF;MASC;SG
huis	casa	huis	casă	N;NEUT;SG	N;DEF;FEM;SG
huis	casa	huis	casă	N;NEUT;SG	N;DEF;FEM;SG
huis	casa	huis	casă	N;NEUT;SG	N;DEF;FEM;SG
shift	tura	shift	tură	N;MASC+FEM;SG	N;DEF;FEM;SG
shift	tura	shift	tură	N;MASC+FEM;SG	N;DEF;FEM;SG
finale	finala	finale	finală	N;MASC+FEM;SG	N;DEF;FEM;SG
finale	final	finale	final	N;MASC+FEM;SG	N;INDF;MASC;SG
finale	finala	finale	finală	N;MASC+FEM;SG	N;DEF;FEM;SG
finale	finala	finale	finală	N;MASC+FEM;SG	N;DEF;FEM;SG
opgericht	stabiliti	oprichten	stabiliti	V;V.PTCP	V;IND;PL;2;IPFV;FIN
nationale	national	nationaal	national	ADJ	ADJ;INDF;MASC;SG
nationale	national	nationaal	national	ADJ	ADJ;INDF;MASC;SG
nationale	national	nationaal	national	ADJ	ADJ;INDF;MASC;SG
amerikaans	american	amerikaans	american	ADJ	ADJ;INDF;MASC;SG
europese	europene	Europees	european	ADJ	ADJ;INDF;FEM;PL
europese	europeni	Europees	european	ADJ	ADJ;INDF;MASC;PL
europese	european	Europees	european	ADJ	ADJ;INDF;MASC;SG
boek	cartii	boek	carte	N;NEUT;SG	N;DEF;FEM;SG
boek	cartea	boek	carte	N;NEUT;SG	N;DEF;FEM;SG
boek	carte	boek	carte	N;NEUT;SG	N;INDF;FEM;SG
stadium	stadion	stadium	stadion	N;NEUT;SG	N;INDF;MASC;SG
stadium	stadionul	stadium	stadion	N;NEUT;SG	N;DEF;MASC;SG
stadium	etapa	stadium	etapă	N;NEUT;SG	N;DEF;FEM;SG
stadium	etapa	stadium	etapă	N;NEUT;SG	N;DEF;FEM;SG
stadium	stadiul	stadium	stadiu	N;NEUT;SG	N;DEF;MASC;SG
altijd	mereu	altijd	mereu	ADV	ADV
vrouw	femeie	vrouw	femeie	N;MASC+FEM;SG	N;INDF;FEM;SG
vrouw	femeie	vrouw	femeie	N;MASC+FEM;SG	N;INDF;FEM;SG
vrouw	femela	vrouw	femelă	N;MASC+FEM;SG	N;DEF;FEM;SG
vrouw	femela	vrouw	femelă	N;MASC+FEM;SG	N;DEF;FEM;SG
vrouw	sotie	vrouw	sotie	N;MASC+FEM;SG	N;INDF;FEM;SG
vrouw	sotia	vrouw	sotie	N;MASC+FEM;SG	N;DEF;FEM;SG
vrouw	sotia	vrouw	sotie	N;MASC+FEM;SG	N;DEF;FEM;SG
vrouw	sotie	vrouw	sotie	N;MASC+FEM;SG	N;INDF;FEM;SG
vrouw	nevasta	vrouw	nevastă	N;MASC+FEM;SG	N;DEF;FEM;SG
vele	multe	veel	mult	PRO	PRO;FEM;PL;3
soms	uneori	soms	uneori	ADV	ADV
dood	moarta	dood	moarte	ADJ	ADJ;DEF;FEM;SG
dood	mort	dood	mort	ADJ	ADJ;INDF;MASC;SG
vijf	cinci	vijf	cinci	NUM	NUM;PL
muziek	muzica	muziek	muzică	N;MASC+FEM;SG	N;DEF;FEM;SG
muziek	muzica	muziek	muzică	N;MASC+FEM;SG	N;DEF;FEM;SG
partij	party	partij	party	N;MASC+FEM;SG	N;INDF;MASC;SG
partij	petrecere	partij	petrecere	N;MASC+FEM;SG	N;INDF;FEM;SG
partij	partid	partij	partid	N;MASC+FEM;SG	N;INDF;MASC;SG
partij	lot	partij	lot	N;MASC+FEM;SG	N;INDF;MASC;SG
partij	lotul	partij	lot	N;MASC+FEM;SG	N;DEF;MASC;SG
geval	caz	geval	caz	N;NEUT;SG	N;INDF;MASC;SG
geval	cazul	geval	caz	N;NEUT;SG	N;DEF;MASC;SG
voetballer	fotbalistul	voetballer	fotbalist	N;MASC+FEM;SG	N;DEF;MASC;SG
voetballer	fotbalist	voetballer	fotbalist	N;MASC+FEM;SG	N;INDF;MASC;SG
wereld	lumea	wereld	lume	N;MASC+FEM;SG	N;DEF;FEM;SG
wereld	lume	wereld	lume	N;MASC+FEM;SG	N;INDF;FEM;SG
einde	final	einde	final	N;NEUT;SG	N;INDF;MASC;SG
geschreven	scrise	schrijven	scrie	V;V.PTCP	V;IND;SG;3;PST;FIN
informatie	informatie	informatie	informatie	N;MASC+FEM;SG	N;INDF;FEM;SG
lange	lung	lang	lung	ADJ	ADJ;INDF;MASC;SG
lange	lunga	lang	lung	ADJ	ADJ;DEF;FEM;SG
kinderen	copii	kind	copil	N;PL	N;INDF;MASC;PL
kinderen	copiii	kind	copil	N;PL	N;DEF;MASC;PL
kinderen	copii	kind	copil	N;PL	N;INDF;MASC;PL
kinderen	copiii	kind	copil	N;PL	N;DEF;MASC;PL
open	deschis	open	deschis	ADJ	ADJ;INDF;MASC;SG
bekende	cunoscut	bekend	cunoscut	ADJ	ADJ;INDF;MASC;SG
bekende	cunoscuta	bekend	cunoscuta	ADJ	ADJ;DEF;FEM;SG
bekende	cunoscute	bekend	cunoscut	ADJ	ADJ;INDF;FEM;PL
bekende	marturisit	bekend	marturisit	ADJ	ADJ;INDF;MASC;SG
bekende	marturisit	bekend	marturisit	ADJ	ADJ;INDF;MASC;SG
united	united	united	united	N;NEUT;SG	N;INDF;MASC;SG
eerder	anterior	eerder	anterior	ADV	ADV
museum	muzeul	museum	muzeu	N;NEUT;SG	N;DEF;MASC;SG
museum	museum	museum	museum	N;NEUT;SG	N;INDF;MASC;SG
museum	muzeu	museum	muzeu	N;NEUT;SG	N;INDF;MASC;SG
snel	rapida	snel	rapida	ADJ	ADJ;DEF;FEM;SG
eind	final	eind	final	N;NEUT;SG	N;INDF;MASC;SG
departement	departamentul	departement	departament	N;NEUT;SG	N;DEF;MASC;SG
departement	departament	departement	departament	N;NEUT;SG	N;INDF;MASC;SG
lichaam	body	lichaam	body	N;NEUT;SG	N;INDF;MASC;SG
lichaam	organism	lichaam	organism	N;NEUT;SG	N;INDF;MASC;SG
lichaam	corp	lichaam	corp	N;NEUT;SG	N;INDF;MASC;SG
lichaam	corpul	lichaam	corp	N;NEUT;SG	N;DEF;MASC;SG
lichaam	trup	lichaam	trup	N;NEUT;SG	N;INDF;MASC;SG
census	recensamantului	census	recensamant	N;NEUT;SG	N;DEF;MASC;SG
census	recensamantul	census	recensamant	N;NEUT;SG	N;DEF;MASC;SG
census	recensamant	census	recensamant	N;NEUT;SG	N;INDF;MASC;SG
iemand	oricine	iemand	oricine	PRO;3	PRO;SG;3
iemand	cineva	iemand	cineva	PRO;3	PRO;SG;3
iemand	cineva	iemand	cineva	PRO;3	PRO;SG;3
wedstrijd	joc	wedstrijd	joc	N;MASC+FEM;SG	N;INDF;MASC;SG
wedstrijd	jocul	wedstrijd	joc	N;MASC+FEM;SG	N;DEF;MASC;SG
wedstrijd	concurs	wedstrijd	concurs	N;MASC+FEM;SG	N;INDF;MASC;SG
valt	cade	vallen	cădea	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
britse	britanic	brits	britanic	ADJ	ADJ;INDF;MASC;SG
britse	britanici	brits	britanic	ADJ	ADJ;INDF;MASC;PL
taxonomische	taxonomice	taxonomisch	taxonomic	ADJ	ADJ;INDF;FEM;PL
school	scoala	school	scoală	N;MASC+FEM;SG	N;DEF;FEM;SG
school	scoala	school	scoală	N;MASC+FEM;SG	N;DEF;FEM;SG
school	scoala	school	scoală	N;MASC+FEM;SG	N;DEF;FEM;SG
school	scoala	school	scoală	N;MASC+FEM;SG	N;DEF;FEM;SG
school	scoala	school	scoală	N;MASC+FEM;SG	N;DEF;FEM;SG
versie	versiunea	versie	versiune	N;MASC+FEM;SG	N;DEF;FEM;SG
versie	versiune	versie	versiune	N;MASC+FEM;SG	N;INDF;FEM;SG
eiland	insula	eiland	insulă	N;NEUT;SG	N;DEF;FEM;SG
eiland	insula	eiland	insulă	N;NEUT;SG	N;DEF;FEM;SG
des	des	des	des	ADV	ADV
geeft	intoarce	geven	intoarce	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
diverse	diverse	divers	divers	ADJ	ADJ;INDF;FEM;PL
diverse	diverse	divers	divers	ADJ	ADJ;INDF;FEM;PL
dier	animalul	dier	animal	N;NEUT;SG	N;DEF;MASC;SG
dier	animal	dier	animal	N;NEUT;SG	N;INDF;MASC;SG
duits	german	duits	german	ADJ	ADJ;INDF;MASC;SG
lijn	linia	lijn	linie	N;MASC+FEM;SG	N;DEF;FEM;SG
lijn	linie	lijn	linie	N;MASC+FEM;SG	N;INDF;FEM;SG
slag	lupta	slag	luptă	N;MASC+FEM;SG	N;DEF;FEM;SG
slag	batalia	slag	batalie	N;MASC+FEM;SG	N;DEF;FEM;SG
slag	batalie	slag	batalie	N;MASC+FEM;SG	N;INDF;FEM;SG
arrondissement	arondismentul	arrondissement	arondisment	N;NEUT;SG	N;DEF;MASC;SG
anders	altfel	anders	altfel	ADV	ADV
park	park	park	park	N;NEUT;SG	N;INDF;MASC;SG
park	parc	park	parc	N;NEUT;SG	N;INDF;MASC;SG
park	parcul	park	parc	N;NEUT;SG	N;DEF;MASC;SG
vrij	liberi	vrij	liber	ADJ	ADJ;INDF;MASC;PL
vrij	gratuit	vrij	gratuit	ADJ	ADJ;INDF;MASC;SG
belangrijke	importante	belangrijk	important	ADJ	ADJ;INDF;FEM;PL
belangrijke	importanta	belangrijk	important	ADJ	ADJ;DEF;FEM;SG
belangrijke	importanta	belangrijk	important	ADJ	ADJ;DEF;FEM;SG
leger	armata	leger	armată	N;NEUT;SG	N;DEF;FEM;SG
leger	armata	leger	armată	N;NEUT;SG	N;DEF;FEM;SG
leger	army	leger	army	N;NEUT;SG	N;INDF;MASC;SG
overleden	murit	overlijden	muri	V;V.PTCP	V;MASC;SG;V.PTCP
oost	est	oost	est	N;MASC+FEM;SG	N;INDF;MASC;SG
oost	estul	oost	est	N;MASC+FEM;SG	N;DEF;MASC;SG
spelers	jucatori	speler	jucator	N;PL	N;INDF;MASC;PL
spelers	jucatori	speler	jucator	N;PL	N;INDF;MASC;PL
spelers	jucatorii	speler	jucator	N;PL	N;DEF;MASC;PL
single	single	single	single	N;MASC+FEM;SG	N;INDF;MASC;SG
leden	membrii	lid	membru	N;PL	N;DEF;MASC;PL
leden	membri	lid	membru	N;PL	N;INDF;MASC;PL
bureau	agentia	bureau	agentie	N;NEUT;SG	N;DEF;FEM;SG
bureau	agentie	bureau	agentie	N;NEUT;SG	N;INDF;FEM;SG
bureau	agentie	bureau	agentie	N;NEUT;SG	N;INDF;FEM;SG
bureau	agentia	bureau	agentie	N;NEUT;SG	N;DEF;FEM;SG
bureau	biroul	bureau	birou	N;NEUT;SG	N;DEF;MASC;SG
bureau	oficiu	bureau	oficiu	N;NEUT;SG	N;INDF;MASC;SG
bureau	biroul	bureau	birou	N;NEUT;SG	N;DEF;MASC;SG
bureau	oficiul	bureau	oficiu	N;NEUT;SG	N;DEF;MASC;SG
bureau	birou	bureau	birou	N;NEUT;SG	N;INDF;MASC;SG
wetenschappelijk	stiintifica	wetenschappelijk	stiintifica	ADJ	ADJ;DEF;FEM;SG
wetenschappelijk	stiintific	wetenschappelijk	stiintific	ADJ	ADJ;INDF;MASC;SG
wetenschappelijk	stiintific	wetenschappelijk	stiintific	ADJ	ADJ;INDF;MASC;SG
onderdeel	componenta	onderdeel	componenta	N;NEUT;SG	N;DEF;FEM;SG
onderdeel	componenta	onderdeel	componenta	N;NEUT;SG	N;DEF;FEM;SG
delen	distribuie	delen	distribui	V;NFIN	V;IND;3;PRS;FIN
bijna	aproape	bijna	aproape	ADV	ADV
omgeving	mediul	omgeving	mediu	N;MASC+FEM;SG	N;DEF;MASC;SG
bedrijf	companie	bedrijf	companie	N;NEUT;SG	N;INDF;FEM;SG
bedrijf	compania	bedrijf	companie	N;NEUT;SG	N;DEF;FEM;SG
bedrijf	business	bedrijf	business	N;NEUT;SG	N;INDF;MASC;SG
bedrijf	afacere	bedrijf	afacere	N;NEUT;SG	N;INDF;FEM;SG
bedrijf	afacerea	bedrijf	afacere	N;NEUT;SG	N;DEF;FEM;SG
vrouwen	femele	vrouw	femelă	N;PL	N;INDF;FEM;PL
vrouwen	femelele	vrouw	femelă	N;PL	N;DEF;FEM;PL
vrouwen	femeile	vrouw	femeie	N;PL	N;DEF;FEM;PL
vrouwen	femei	vrouw	femeie	N;PL	N;INDF;FEM;PL
vrouwen	femeilor	vrouw	femeie	N;PL	N;DEF;FEM;PL
oud	vechi	oud	vechi	ADJ	ADJ;INDF;MASC;SG
oud	veche	oud	vechi	ADJ	ADJ;INDF;FEM;SG
schip	nava	schip	navă	N;NEUT;SG	N;DEF;FEM;SG
schip	nava	schip	navă	N;NEUT;SG	N;DEF;FEM;SG
schip	vapor	schip	vapor	N;NEUT;SG	N;INDF;MASC;SG
schip	corabie	schip	corabie	N;NEUT;SG	N;INDF;FEM;SG
county	judetul	county	judet	N;MASC+FEM;SG	N;DEF;MASC;SG
county	comitatul	county	comitat	N;MASC+FEM;SG	N;DEF;MASC;SG
county	judetul	county	judet	N;MASC+FEM;SG	N;DEF;MASC;SG
hoge	inalta	hoog	inalta	ADJ	ADJ;DEF;FEM;SG
hoge	inalta	hoog	inalta	ADJ	ADJ;DEF;FEM;SG
onderzoek	ancheta	onderzoek	anchetă	N;NEUT;SG	N;DEF;FEM;SG
onderzoek	ancheta	onderzoek	anchetă	N;NEUT;SG	N;DEF;FEM;SG
onderzoek	cercetare	onderzoek	cercetare	N;NEUT;SG	N;INDF;FEM;SG
onderzoek	cercetarea	onderzoek	cercetare	N;NEUT;SG	N;DEF;FEM;SG
maria	mary	maria	mary	N;MASC+FEM;SG	N;INDF;MASC;SG
maria	maria	maria	maria	N;MASC+FEM;SG	N;DEF;FEM;SG
sterk	puternica	sterk	puternic	ADJ	ADJ;DEF;FEM;SG
sterk	puternic	sterk	puternic	ADJ	ADJ;INDF;MASC;SG
sterk	puternica	sterk	puternic	ADJ	ADJ;DEF;FEM;SG
sommige	unele	sommig	unul	PRO	PRO;FEM;PL;3
sommige	unii	sommig	unul	PRO	PRO;MASC;PL;3
functie	functia	functie	functie	N;MASC+FEM;SG	N;DEF;FEM;SG
functie	functia	functie	functie	N;MASC+FEM;SG	N;DEF;FEM;SG
functie	caracteristica	functie	caracteristică	N;MASC+FEM;SG	N;DEF;FEM;SG
functie	caracteristica	functie	caracteristică	N;MASC+FEM;SG	N;DEF;FEM;SG
functie	trasatura	functie	trasatură	N;MASC+FEM;SG	N;DEF;FEM;SG
zee	marea	zee	mare	N;MASC+FEM;SG	N;DEF;FEM;SG
voormalige	fosta	voormalig	fost	ADJ	ADJ;DEF;FEM;SG
punten	puncte	punt	punct	N;PL	N;INDF;FEM;PL
algemeen	generale	algemeen	general	ADJ	ADJ;INDF;FEM;PL
algemeen	general	algemeen	general	ADJ	ADJ;INDF;MASC;SG
dagen	zilele	dag	zi	N;PL	N;DEF;FEM;PL
dagen	zile	dag	zi	N;PL	N;INDF;FEM;PL
korte	scurta	kort	scurta	ADJ	ADJ;DEF;FEM;SG
korte	scurta	kort	scurta	ADJ	ADJ;DEF;FEM;SG
korte	scurte	kort	scurt	ADJ	ADJ;INDF;FEM;PL
korte	scurta	kort	scurta	ADJ	ADJ;DEF;FEM;SG
mannen	barbatii	mannen	barbat	N;PL	N;DEF;MASC;PL
taal	limba	taal	limbă	N;MASC+FEM;SG	N;DEF;FEM;SG
taal	limba	taal	limbă	N;MASC+FEM;SG	N;DEF;FEM;SG
taal	limbaj	taal	limbaj	N;MASC+FEM;SG	N;INDF;MASC;SG
taal	limbajul	taal	limbaj	N;MASC+FEM;SG	N;DEF;MASC;SG
generaal	generalul	generaal	general	N;MASC+FEM;SG	N;DEF;MASC;SG
leeftijd	varsta	leeftijd	varsta	N;MASC+FEM;SG	N;DEF;FEM;SG
leeftijd	varsta	leeftijd	varsta	N;MASC+FEM;SG	N;DEF;FEM;SG
leeftijd	varsta	leeftijd	varsta	N;MASC+FEM;SG	N;DEF;FEM;SG
moment	moment	moment	moment	N;NEUT;SG	N;INDF;MASC;SG
moment	momentul	moment	moment	N;NEUT;SG	N;DEF;MASC;SG
president	presedintele	president	presedinte	N;MASC+FEM;SG	N;DEF;MASC;SG
president	presedinte	president	presedinte	N;MASC+FEM;SG	N;INDF;MASC;SG
president	presedintele	president	presedinte	N;MASC+FEM;SG	N;DEF;MASC;SG
president	presedinte	president	presedinte	N;MASC+FEM;SG	N;INDF;MASC;SG
president	presedinte	president	presedinte	N;MASC+FEM;SG	N;INDF;MASC;SG
programma	program	programma	program	N;NEUT;SG	N;INDF;MASC;SG
programma	programul	programma	program	N;NEUT;SG	N;DEF;MASC;SG
programma	program	programma	program	N;NEUT;SG	N;INDF;MASC;SG
programma	programul	programma	program	N;NEUT;SG	N;DEF;MASC;SG
nodig	necesara	nodig	necesar	ADJ	ADJ;DEF;FEM;SG
nodig	necesare	nodig	necesar	ADJ	ADJ;INDF;FEM;PL
nodig	necesara	nodig	necesar	ADJ	ADJ;DEF;FEM;SG
wapen	arma	wapen	armă	N;NEUT;SG	N;DEF;FEM;SG
wapen	arma	wapen	armă	N;NEUT;SG	N;DEF;FEM;SG
wapen	pistol	wapen	pistol	N;NEUT;SG	N;INDF;MASC;SG
wapen	arma	wapen	armă	N;NEUT;SG	N;DEF;FEM;SG
wapen	arma	wapen	armă	N;NEUT;SG	N;DEF;FEM;SG
klein	mic	klein	mic	ADJ	ADJ;INDF;MASC;SG
klein	mica	klein	mic	ADJ	ADJ;DEF;FEM;SG
klein	mici	klein	mic	ADJ	ADJ;INDF;PL
klein	mic	klein	mic	ADJ	ADJ;INDF;MASC;SG
verhaal	poveste	verhaal	poveste	N;NEUT;SG	N;INDF;FEM;SG
verhaal	story	verhaal	story	N;NEUT;SG	N;INDF;MASC;SG
verhaal	povestea	verhaal	poveste	N;NEUT;SG	N;DEF;FEM;SG
noorden	nordul	noorden	nord	N;NEUT;SG	N;DEF;MASC;SG
noorden	nord	noorden	nord	N;NEUT;SG	N;INDF;MASC;SG
foto	fotografie	foto	fotografie	N;MASC+FEM;SG	N;INDF;FEM;SG
foto	fotografia	foto	fotografie	N;MASC+FEM;SG	N;DEF;FEM;SG
foto	poza	foto	poză	N;MASC+FEM;SG	N;DEF;FEM;SG
foto	poza	foto	poză	N;MASC+FEM;SG	N;DEF;FEM;SG
foto	poza	foto	poză	N;MASC+FEM;SG	N;DEF;FEM;SG
foto	imagine	foto	imagine	N;MASC+FEM;SG	N;INDF;FEM;SG
gewone	ordinar	gewoon	ordinar	ADJ	ADJ;INDF;MASC;SG
gewone	obisnuit	gewoon	obisnui	ADJ	ADJ;INDF;MASC;SG
gewone	ordinare	gewoon	ordinare	ADJ	ADJ;INDF;FEM;PL
gewone	obisnuita	gewoon	obisnuit	ADJ	ADJ;DEF;FEM;SG
wedstrijden	concursuri	wedstrijd	concurs	N;PL	N;INDF;FEM;PL
wedstrijden	meciuri	wedstrijd	meci	N;PL	N;INDF;FEM;PL
wedstrijden	chibrituri	wedstrijd	chibritură	N;PL	N;INDF;FEM;PL
wedstrijden	concursuri	wedstrijd	concurs	N;PL	N;INDF;FEM;PL
politicus	politician	politicus	politician	N;MASC+FEM;SG	N;INDF;MASC;SG
burgemeester	primarul	burgemeester	primar	N;MASC+FEM;SG	N;DEF;MASC;SG
burgemeester	primar	burgemeester	primar	N;MASC+FEM;SG	N;INDF;MASC;SG
bronnen	sursele	bron	sursă	N;PL	N;DEF;FEM;PL
bronnen	surse	bron	sursă	N;PL	N;INDF;FEM;PL
bronnen	resursele	bron	resursă	N;PL	N;DEF;FEM;PL
bronnen	resurse	bron	resursă	N;PL	N;INDF;FEM;PL
bronnen	arcuri	bron	arc	N;PL	N;INDF;FEM;PL
bronnen	izvoare	bron	izvor	N;PL	N;INDF;FEM;PL
belgisch	belgiana	belgisch	belgiană	ADJ	ADJ;DEF;FEM;SG
belgisch	belgieni	belgisch	belgian	ADJ	ADJ;INDF;MASC;PL
belgisch	belgiene	belgisch	belgian	ADJ	ADJ;INDF;FEM;PL
totaal	totala	totaal	total	ADJ	ADJ;DEF;FEM;SG
gedeelte	parte	gedeelte	parte	N;NEUT;SG	N;INDF;FEM;SG
gedeelte	partea	gedeelte	parte	N;NEUT;SG	N;DEF;FEM;SG
minister	ministru	minister	ministru	N;MASC+FEM;SG	N;INDF;MASC;SG
minister	ministrul	minister	ministru	N;MASC+FEM;SG	N;DEF;MASC;SG
dochter	fica	dochter	fice	N;MASC+FEM;SG	N;DEF;FEM;SG
dochter	fiica	dochter	fiică	N;MASC+FEM;SG	N;DEF;FEM;SG
dochter	fiica	dochter	fiică	N;MASC+FEM;SG	N;DEF;FEM;SG
houden	pastreaza	houden	pastreză	V;NFIN	V;IND;SG;3;IPFV;FIN
kampioen	champ	kampioen	champ	N;MASC+FEM;SG	N;INDF;MASC;SG
kampioen	campion	kampioen	campion	N;MASC+FEM;SG	N;INDF;MASC;SG
kampioen	campioana	kampioen	campioană	N;MASC+FEM;SG	N;DEF;FEM;SG
kampioen	campioana	kampioen	campioană	N;MASC+FEM;SG	N;DEF;FEM;SG
kampioen	campionul	kampioen	campion	N;MASC+FEM;SG	N;DEF;MASC;SG
elk	fiecare	elk	fiecare	PRO	PRO;SG;3
elk	fiecare	elk	fiecare	PRO	PRO;SG;3
basis	baza	basis	bază	N;MASC+FEM;SG	N;DEF;FEM;SG
basis	baza	basis	bază	N;MASC+FEM;SG	N;DEF;FEM;SG
kop	titlu	kop	titlu	N;MASC+FEM;SG	N;INDF;MASC;SG
kop	antet	kop	antet	N;MASC+FEM;SG	N;INDF;MASC;SG
acteur	actor	acteur	actor	N;MASC+FEM;SG	N;INDF;MASC;SG
acteur	actorul	acteur	actor	N;MASC+FEM;SG	N;DEF;MASC;SG
toernooi	turneul	toernooi	turneu	N;NEUT;SG	N;DEF;MASC;SG
toernooi	turneu	toernooi	turneu	N;NEUT;SG	N;INDF;MASC;SG
toernooi	turnir	toernooi	turnir	N;NEUT;SG	N;INDF;MASC;SG
woord	cuvint	woord	cuvint	N;NEUT;SG	N;INDF;MASC;SG
woord	word	woord	word	N;NEUT;SG	N;INDF;MASC;SG
woord	cuvant	woord	cuvant	N;NEUT;SG	N;INDF;MASC;SG
woord	cuvant	woord	cuvant	N;NEUT;SG	N;INDF;MASC;SG
regering	guvernul	regering	guvern	N;MASC+FEM;SG	N;DEF;MASC;SG
regering	guvernare	regering	guvernare	N;MASC+FEM;SG	N;INDF;FEM;SG
regering	guvern	regering	guvern	N;MASC+FEM;SG	N;INDF;MASC;SG
zuiden	sud	zuiden	sud	N;NEUT;SG	N;INDF;MASC;SG
zuiden	south	zuiden	south	N;NEUT;SG	N;INDF;MASC;SG
zuiden	sudul	zuiden	sud	N;NEUT;SG	N;DEF;MASC;SG
rijk	bogata	rijk	bogat	ADJ	ADJ;DEF;FEM;SG
rijk	bogata	rijk	bogat	ADJ	ADJ;DEF;FEM;SG
rijk	bogat	rijk	bogat	ADJ	ADJ;INDF;MASC;SG
uur	ora	uur	oră	N;NEUT;SG	N;DEF;FEM;SG
uur	ora	uur	oră	N;NEUT;SG	N;DEF;FEM;SG
extra	suplimentare	extra	suplimentar	ADJ	ADJ;INDF;FEM;PL
extra	suplimentar	extra	suplimentar	ADJ	ADJ;INDF;MASC;SG
extra	suplimentar	extra	suplimentar	ADJ	ADJ;INDF;MASC;SG
kasteel	castle	kasteel	castle	N;NEUT;SG	N;INDF;MASC;SG
kasteel	castel	kasteel	castel	N;NEUT;SG	N;INDF;MASC;SG
kasteel	castelul	kasteel	castel	N;NEUT;SG	N;DEF;MASC;SG
verloop	gradient	verloop	gradient	N;NEUT;SG	N;INDF;MASC;SG
categorie	categoria	categorie	categorie	N;MASC+FEM;SG	N;DEF;FEM;SG
categorie	categorie	categorie	categorie	N;MASC+FEM;SG	N;INDF;FEM;SG
reden	motivul	reden	motiv	N;MASC+FEM;SG	N;DEF;MASC;SG
reden	motiv	reden	motiv	N;MASC+FEM;SG	N;INDF;MASC;SG
gebruiken	folosind	gebruiken	folosi	V;NFIN	V;V.MSDR
gebruiken	utilizeaza	gebruiken	utilizează	V;NFIN	V;IND;SG;3;IPFV;FIN
gebruiken	foloseste	gebruiken	folosest	V;NFIN	V;IND;SG;3;PRS;FIN
manier	way	manier	way	N;MASC+FEM;SG	N;INDF;MASC;SG
alles	totul	alles	tot	PRO;3	PRO;MASC;SG;3
alles	toate	alles	tot	PRO;3	PRO;FEM;PL;3
alles	tot	alles	tot	PRO;3	PRO;MASC;SG;3
kort	scurta	kort	scurta	ADJ	ADJ;DEF;FEM;SG
kort	scurta	kort	scurta	ADJ	ADJ;DEF;FEM;SG
kort	scurte	kort	scurt	ADJ	ADJ;INDF;FEM;PL
kort	scurta	kort	scurta	ADJ	ADJ;DEF;FEM;SG
moeder	mama	moeder	mamă	N;MASC+FEM;SG	N;DEF;FEM;SG
moeder	mama	moeder	mamă	N;MASC+FEM;SG	N;DEF;FEM;SG
moeder	mama	moeder	mamă	N;MASC+FEM;SG	N;DEF;FEM;SG
moeder	mama	moeder	mamă	N;MASC+FEM;SG	N;DEF;FEM;SG
schrijver	scriitorul	schrijver	scriitor	N;MASC+FEM;SG	N;DEF;MASC;SG
schrijver	scriitor	schrijver	scriitor	N;MASC+FEM;SG	N;INDF;MASC;SG
schrijver	autor	schrijver	autor	N;MASC+FEM;SG	N;INDF;MASC;SG
schrijver	autorul	schrijver	autor	N;MASC+FEM;SG	N;DEF;MASC;SG
