sound	geluid	sound	geluid	N	N;NEUT;SG
crecer	groeiend	crecer	groeien	V;NFIN	V;V.PTCP
crecer	groeien	crecer	groeien	V;NFIN	V;NFIN
sismo	aardbeving	sismo	aardbeving	N;MASC;SG	N;MASC+FEM;SG
sismo	beving	sismo	beving	N;MASC;SG	N;MASC+FEM;SG
luchas	gevechten	lucha	gevecht	N;FEM;PL	N;PL
helena	helena	heleno	helena	N;FEM;SG	N;MASC+FEM;SG
helena	helena	heleno	helena	N;FEM;SG	N;MASC+FEM;SG
trasera	achterste	trasero	achter	ADJ;FEM;SG	ADJ
apreciar	waardeer	apreciar	waardeer	V;NFIN	V;SG;PRS;FIN
apreciar	waarderen	apreciar	waarderen	V;NFIN	V;NFIN
discutir	bespreken	discutir	bespreken	V;NFIN	V;NFIN
discutir	bespreek	discutir	bespreken	V;NFIN	V;SG;PRS;FIN
recuperó	herwonnen	recuperar	herwinnen	V;IND;SG;3;PST;FIN	V;V.PTCP
gabriela	gabriella	gabriela	gabriella	N;FEM;SG	N;MASC+FEM;SG
gabriela	gabriela	gabriela	gabriela	N;FEM;SG	N;MASC+FEM;SG
coordinador	coördinator	coordinador	coördinator	N;MASC;SG	N;MASC+FEM;SG
terrorismo	terreur	terrorismo	terreur	N;MASC;SG	N;MASC+FEM;SG
terrorismo	verschrikking	terrorismo	verschrikking	N;MASC;SG	N;MASC+FEM;SG
terrorismo	terrorisme	terrorismo	terrorisme	N;MASC;SG	N;NEUT;SG
terrorismo	terrorist	terrorismo	terrorist	N;MASC;SG	N;MASC+FEM;SG
poderosa	machtig	poderoso	machtig	ADJ;FEM;SG	ADJ
poderosa	machtige	poderoso	machtig	ADJ;FEM;SG	ADJ
poderosa	machtig	poderoso	machtig	ADJ;FEM;SG	ADJ
poderosa	krachtig	poderoso	krachtig	ADJ;FEM;SG	ADJ
poderosa	krachtige	poderoso	krachtig	ADJ;FEM;SG	ADJ
capturar	vangen	capturar	vangen	V;NFIN	V;NFIN
capturar	vastleggen	capturar	vastleggen	V;NFIN	V;NFIN
capturar	vangen	capturar	vangen	V;NFIN	V;NFIN
capturar	vastleggen	capturar	vastleggen	V;NFIN	V;NFIN
adquiere	verwerven	adquirir	verwerven	V;IND;SG;3;PRS;FIN	V;NFIN
adquiere	verwerft	adquirir	verwerven	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
adquiere	verkrijgt	adquirir	verkrijgen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
niega	ontkent	negar	ontkennen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
defecto	defect	defecto	defect	N;MASC;SG	N;NEUT;SG
viajeros	reizigers	viajero	reiziger	N;MASC;PL	N;PL
viajeros	reizigers	viajero	reiziger	N;MASC;PL	N;PL
sobrevivir	overleven	sobrevivir	overleven	V;NFIN	V;NFIN
sobrevivir	overleef	sobrevivir	overleef	V;NFIN	V;SG;PRS;FIN
sobrevivir	voortbestaan	sobrevivir	voortbestaan	V;NFIN	V;NFIN
sobrevivir	overleven	sobrevivir	overleven	V;NFIN	V;NFIN
sobrevivir	overleven	sobrevivir	overleven	V;NFIN	V;NFIN
ferrari	ferrari	ferrari	ferrari	N;MASC;SG	N;MASC+FEM;SG
experimento	experiment	experimento	experiment	N;MASC;SG	N;NEUT;SG
adolescentes	pubers	adolescente	puber	N;PL	N;PL
adolescentes	tieners	adolescente	tiener	N;PL	N;PL
adolescentes	tienerjaren	adolescente	tienerjaar	N;PL	N;PL
adolescentes	tieners	adolescente	tiener	N;PL	N;PL
adolescentes	adolescenten	adolescente	adolescent	N;PL	N;PL
adolescentes	pubers	adolescente	puber	N;PL	N;PL
habituales	gebruikelijke	habitual	gebruikelijk	ADJ;PL	ADJ
habituales	gebruikelijk	habitual	gebruikelijk	ADJ;PL	ADJ
brooklyn	brooklyn	brookly	brooklyn	N;MASC;SG	N;MASC+FEM;SG
comunica	communiceert	comunicar	communiceren	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
impedir	voorkomen	impedir	voorkomen	V;NFIN	V;NFIN
impedir	voorkom	impedir	voorkom	V;NFIN	V;SG;PRS;FIN
impedir	belemmeren	impedir	belemmeren	V;NFIN	V;NFIN
lienzo	canvas	lienzo	canvas	N;MASC;SG	N;NEUT;SG
lienzo	doek	lienzo	doek	N;MASC;SG	N;NEUT;SG
ascendió	opgestegen	ascender	opstijgen	V;IND;SG;3;PST;FIN	V;V.PTCP
taekwondo	taekwondo	taekwondo	taekwondo	N;MASC;SG	N;MASC+FEM;SG
solidaridad	solidariteit	solidaridad	solidariteit	N;FEM;SG	N;MASC+FEM;SG
gard	gard	gard	gard	N;MASC;SG	N;MASC+FEM;SG
accesible	bereikbaar	accesible	bereikbaar	ADJ;SG	ADJ
accesible	toegankelijke	accesible	toegankelijk	ADJ;SG	ADJ
accesible	toegankelijk	accesible	toegankelijk	ADJ;SG	ADJ
accesible	betaalbaar	accesible	betaalbaar	ADJ;SG	ADJ
accesible	betaalbare	accesible	betaalbaar	ADJ;SG	ADJ
aporte	input	aporte	input	N;MASC;SG	N;MASC+FEM;SG
aporte	invoer	aporte	invoer	N;MASC;SG	N;MASC+FEM;SG
aporte	bijdrage	aporte	bijdrage	N;MASC;SG	N;MASC+FEM;SG
castigo	bestraffing	castigo	bestraffing	N;MASC;SG	N;MASC+FEM;SG
castigo	straf	castigo	straf	N;MASC;SG	N;MASC+FEM;SG
complejidad	complexiteit	complejidad	complexiteit	N;FEM;SG	N;MASC+FEM;SG
head	hoofd	head	hoofd	N	N;NEUT;SG
head	head	head	head	N	N;MASC+FEM;SG
nordeste	noordoost	nordeste	noordoost	N;MASC;SG	N;MASC+FEM;SG
nordeste	noordoosten	nordeste	noordoosten	N;MASC;SG	N;NEUT;SG
gallo	lul	gallo	lul	N;MASC;SG	N;MASC+FEM;SG
gallo	pik	gallo	pik	N;MASC;SG	N;MASC+FEM;SG
gallo	haan	gallo	haan	N;MASC;SG	N;MASC+FEM;SG
gallo	gallo	gallo	gallo	N;MASC;SG	N;MASC+FEM;SG
gallo	haan	gallo	haan	N;MASC;SG	N;MASC+FEM;SG
parlamentarias	parlementaire	parlamentario	parlementair	ADJ;FEM;PL	ADJ
parlamentarias	parlementair	parlamentario	parlementair	ADJ;FEM;PL	ADJ
exportación	uitvoer	exportación	uitvoer	N;FEM;SG	N;MASC+FEM;SG
exportación	export	exportación	export	N;FEM;SG	N;MASC+FEM;SG
exportación	uitvoer	exportación	uitvoer	N;FEM;SG	N;MASC+FEM;SG
exportación	export	exportación	export	N;FEM;SG	N;MASC+FEM;SG
colectiva	collectief	colectivo	collectief	ADJ;FEM;SG	ADJ
colectiva	collectieve	colectivo	collectief	ADJ;FEM;SG	ADJ
susana	susannah	susano	susannah	N;FEM;SG	N;MASC+FEM;SG
susana	susana	susano	susana	N;FEM;SG	N;MASC+FEM;SG
susana	suzanne	susano	suzanne	N;FEM;SG	N;MASC+FEM;SG
susana	susanna	susano	susanna	N;FEM;SG	N;MASC+FEM;SG
susana	susan	susano	susan	N;FEM;SG	N;MASC+FEM;SG
hambre	hongersnood	hambre	hongersnood	N;FEM;SG	N;MASC+FEM;SG
hambre	honger	hambre	honger	N;FEM;SG	N;MASC+FEM;SG
hambre	honger	hambre	honger	N;FEM;SG	N;MASC+FEM;SG
residuos	afvalstoffen	residuo	afvalstof	N;MASC;PL	N;PL
residuos	residuen	residuo	residuen	N;MASC;PL	N;PL
residuos	afvalstoffen	residuo	afvalstof	N;MASC;PL	N;PL
socialismo	socialisme	socialismo	socialisme	N;MASC;SG	N;NEUT;SG
directorio	map	directorio	map	N;MASC;SG	N;MASC+FEM;SG
square	plein	square	plein	N;MASC;SG	N;NEUT;SG
leones	leeuwen	león	leeuw	N;MASC;PL	N;PL
leones	lions	león	lion	N;MASC;PL	N;PL
amy	amy	amy	amy	N;FEM;SG	N;MASC+FEM;SG
prohibición	ban	prohibición	ban	N;FEM;SG	N;MASC+FEM;SG
prohibición	verbod	prohibición	verbod	N;FEM;SG	N;NEUT;SG
prohibición	drooglegging	prohibición	drooglegging	N;FEM;SG	N;MASC+FEM;SG
prohibición	verbod	prohibición	verbod	N;FEM;SG	N;NEUT;SG
autovía	autovía	autovía	autovía	N;FEM;SG	N;MASC+FEM;SG
autovía	snelweg	autovía	snelweg	N;FEM;SG	N;MASC+FEM;SG
leonor	eleonora	leonor	eleonora	N;FEM;SG	N;MASC+FEM;SG
leonor	leonor	leonor	leonor	N;FEM;SG	N;MASC+FEM;SG
habitan	bewonen	habitar	bewonen	V;IND;PL;3;PRS;FIN	V;NFIN
irregular	oneven	irregular	oneven	ADJ;SG	ADJ
irregular	ongelijk	irregular	ongelijk	ADJ;SG	ADJ
irregular	ongelijke	irregular	ongelijk	ADJ;SG	ADJ
irregular	onregelmatig	irregular	onregelmatig	ADJ;SG	ADJ
irregular	onregelmatige	irregular	onregelmatig	ADJ;SG	ADJ
escudos	schermen	escudo	scherm	N;MASC;PL	N;PL
escudos	schilden	escudo	schilden	N;MASC;PL	N;PL
operar	opereren	operar	opereren	V;NFIN	V;NFIN
operar	opereren	operar	opereren	V;NFIN	V;NFIN
films	films	film	film	N;MASC;PL	N;PL
terapia	therapie	terapia	therapie	N;FEM;SG	N;MASC+FEM;SG
famosas	beroemde	famoso	beroemd	ADJ;FEM;PL	ADJ
famosas	beroemd	famoso	beroemd	ADJ;FEM;PL	ADJ
fallo	mislukking	fallo	mislukking	N;MASC;SG	N;MASC+FEM;SG
fallo	mislukkeling	fallo	mislukkeling	N;MASC;SG	N;MASC+FEM;SG
barro	modder	barro	modder	N;MASC;SG	N;MASC+FEM;SG
barro	klei	barro	klei	N;MASC;SG	N;MASC+FEM;SG
barro	clay	barro	clay	N;MASC;SG	N;MASC+FEM;SG
banca	bench	banca	bench	N;FEM;SG	N;MASC+FEM;SG
banca	bankje	banca	bank	N;FEM;SG	N;NEUT;SG
banca	bankwezen	banca	bankwezen	N;FEM;SG	N;NEUT;SG
banca	banca	banca	banca	N;FEM;SG	N;MASC+FEM;SG
banca	bankier	banca	bankier	N;FEM;SG	N;MASC+FEM;SG
banca	bank	banca	bank	N;FEM;SG	N;MASC+FEM;SG
únicas	unieke	único	uniek	ADJ;FEM;PL	ADJ
únicas	uniek	único	uniek	ADJ;FEM;PL	ADJ
luchadores	worstelaars	luchador	worstelaar	N;MASC;PL	N;PL
luchadores	strijders	luchador	strijder	N;MASC;PL	N;PL
luchadores	vechters	luchador	vechter	N;MASC;PL	N;PL
luchadores	fighters	luchador	fighter	N;MASC;PL	N;PL
luchadores	boksers	luchador	bokser	N;MASC;PL	N;PL
stuttgart	stuttgart	stuttgart	stuttgart	N;MASC;SG	N;MASC+FEM;SG
riesgos	gevaren	riesgo	gevaar	N;MASC;PL	N;PL
acosta	acosta	acostar	acosta	N;MASC;SG	N;MASC+FEM;SG
apellidos	achternamen	apellido	achternamen	N;MASC;PL	N;PL
polaca	pools	polaco	pools	ADJ;FEM;SG	ADJ
polaca	poolse	polaco	pools	ADJ;FEM;SG	ADJ
class	klasse	clas	klasse	N;FEM;SG	N;MASC+FEM;SG
class	class	clas	class	N;FEM;SG	N;MASC+FEM;SG
class	klas	clas	klas	N;FEM;SG	N;MASC+FEM;SG
presentadora	presentator	presentador	presentator	N;FEM;SG	N;MASC+FEM;SG
presentadora	presentatrice	presentador	presentatrice	N;FEM;SG	N;MASC+FEM;SG
comisario	commissaris	comisario	commissaris	N;MASC;SG	N;MASC+FEM;SG
comisario	sherrif	comisario	sherrif	N;MASC;SG	N;MASC+FEM;SG
comisario	sheriff	comisario	sheriff	N;MASC;SG	N;MASC+FEM;SG
comisario	commissaris	comisario	commissaris	N;MASC;SG	N;MASC+FEM;SG
comisario	inspecteur	comisario	inspecteur	N;MASC;SG	N;MASC+FEM;SG
comisario	maarschalk	comisario	maarschalk	N;MASC;SG	N;MASC+FEM;SG
comisario	marshal	comisario	marshal	N;MASC;SG	N;MASC+FEM;SG
decenas	tientallen	decena	tiental	N;FEM;PL	N;PL
decenas	tienen	decena	tienen	N;FEM;PL	N;PL
decenas	tientallen	decena	tiental	N;FEM;PL	N;PL
campana	bell	campana	bell	N;FEM;SG	N;MASC+FEM;SG
pib	bnp	pib	bnp	N;MASC;SG	N;NEUT;SG
pib	bbp	pib	bbp	N;MASC;SG	N;NEUT;SG
tía	tante	tía	tante	N;FEM;SG	N;MASC+FEM;SG
tía	tante	tía	tante	N;FEM;SG	N;MASC+FEM;SG
tía	tante	tía	tante	N;FEM;SG	N;MASC+FEM;SG
rivalidad	wedijver	rivalidad	wedijver	N;FEM;SG	N;MASC+FEM;SG
rivalidad	rivaliteit	rivalidad	rivaliteit	N;FEM;SG	N;MASC+FEM;SG
húmedo	vochtige	húmedo	vochtig	ADJ;MASC;SG	ADJ
húmedo	vochtig	húmedo	vochtig	ADJ;MASC;SG	ADJ
húmedo	vochtig	húmedo	vochtig	ADJ;MASC;SG	ADJ
húmedo	natte	húmedo	nat	ADJ;MASC;SG	ADJ
húmedo	nat	húmedo	nat	ADJ;MASC;SG	ADJ
embajadores	ambassadeurs	embajador	ambassadeur	N;MASC;PL	N;PL
hospitales	ziekenhuizen	hospital	ziekenhuis	N;MASC;PL	N;PL
astronomía	astronomie	astronomía	astronomie	N;FEM;SG	N;MASC+FEM;SG
leal	trouwe	leal	trouw	ADJ;SG	ADJ
leal	loyaal	leal	loyaal	ADJ;SG	ADJ
leal	trouw	leal	trouw	ADJ;SG	ADJ
leal	loyale	leal	loyaal	ADJ;SG	ADJ
terroristas	terroristen	terrorista	terrorist	N;PL	N;PL
visuales	visueel	visual	visueel	ADJ;PL	ADJ
visuales	visuele	visual	visueel	ADJ;PL	ADJ
establecimientos	inrichtingen	establecimiento	inrichting	N;MASC;PL	N;PL
recopilación	compilatie	recopilación	compilatie	N;FEM;SG	N;MASC+FEM;SG
comisiones	provisies	comisión	provisie	N;FEM;PL	N;PL
comisiones	commissies	comisión	commissie	N;FEM;PL	N;PL
comisiones	commissies	comisión	commissie	N;FEM;PL	N;PL
comisiones	comités	comisión	comités	N;FEM;PL	N;PL
detención	arrestatie	detención	arrestatie	N;FEM;SG	N;MASC+FEM;SG
detención	aanhouding	detención	aanhouding	N;FEM;SG	N;MASC+FEM;SG
detención	detentie	detención	detentie	N;FEM;SG	N;MASC+FEM;SG
detención	bewaring	detención	bewaring	N;FEM;SG	N;MASC+FEM;SG
algoritmo	algoritme	algoritmo	algoritme	N;MASC;SG	N;NEUT;SG
inversiones	beleggingen	inversión	belegging	N;FEM;PL	N;PL
inversiones	investeringen	inversión	investering	N;FEM;PL	N;PL
inversiones	investeringen	inversión	investering	N;FEM;PL	N;PL
criaturas	wezens	criatura	wezen	N;FEM;PL	N;PL
criaturas	schepsels	criatura	schepsel	N;FEM;PL	N;PL
mercancías	goederen	mercancía	goederen	N;FEM;PL	N;PL
mercancías	grondstoffen	mercancía	grondstof	N;FEM;PL	N;PL
construye	bouwt	construir	bouwen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
construye	bouwen	construir	bouwen	V;IND;SG;3;PRS;FIN	V;NFIN
construye	opbouwen	construir	opbouwen	V;IND;SG;3;PRS;FIN	V;NFIN
jennifer	jennifer	jennifer	jennifer	N;FEM;SG	N;MASC+FEM;SG
agregar	toevoegen	agregar	toevoegen	V;NFIN	V;NFIN
agregar	toevoegen	agregar	toevoegen	V;NFIN	V;NFIN
agregar	voeg	agregar	voegen	V;NFIN	V;SG;PRS;FIN
marinas	jachthavens	marina	jachthaven	N;FEM;PL	N;PL
tela	doek	tela	doek	N;FEM;SG	N;NEUT;SG
tela	stof	tela	stof	N;FEM;SG	N;MASC+FEM;SG
tela	weefsel	tela	weefsel	N;FEM;SG	N;NEUT;SG
lorca	lorca	lorca	lorca	N;FEM;SG	N;MASC+FEM;SG
serra	serra	ser	serra	N;FEM;SG	N;MASC+FEM;SG
refugiados	vluchtelingen	refugiado	vluchteling	N;MASC;PL	N;PL
refugiados	vluchtelingen	refugiado	vluchteling	N;MASC;PL	N;PL
cantera	steengroeve	cantera	steengroeve	N;FEM;SG	N;MASC+FEM;SG
cantera	groeve	cantera	groev	N;FEM;SG	N;MASC+FEM;SG
mancomunidad	commonwealth	mancomunidad	commonwealth	N;FEM;SG	N;MASC+FEM;SG
mancomunidad	gemenebest	mancomunidad	gemenebest	N;FEM;SG	N;NEUT;SG
harold	harold	harold	harold	N;MASC;SG	N;MASC+FEM;SG
descubridor	ontdekker	descubridor	ontdekker	N;MASC;SG	N;MASC+FEM;SG
énfasis	nadruk	énfasis	nadruk	N;MASC	N;MASC+FEM;SG
énfasis	klemtoon	énfasis	klemtoon	N;MASC	N;MASC+FEM;SG
almagro	almagro	almagro	almagro	N;MASC;SG	N;MASC+FEM;SG
brothers	brothers	brothers	brother	N;MASC;PL	N;PL
brothers	broeders	brothers	broeder	N;MASC;PL	N;PL
brothers	broertjes	brothers	broer	N;MASC;PL	N;PL
brothers	gebroeders	brothers	gebroeder	N;MASC;PL	N;PL
brothers	broers	brothers	broer	N;MASC;PL	N;PL
potter	potter	potter	potter	N;MASC;SG	N;MASC+FEM;SG
circo	cirque	circo	cirque	N;MASC;SG	N;MASC+FEM;SG
circo	circus	circo	circus	N;MASC;SG	N;NEUT;SG
robo	diefstal	robo	diefstal	N;MASC;SG	N;MASC+FEM;SG
robo	robo	robo	robo	N;MASC;SG	N;MASC+FEM;SG
robo	beroving	robo	beroving	N;MASC;SG	N;MASC+FEM;SG
robo	roofoverval	robo	roofoverval	N;MASC;SG	N;NEUT;SG
robo	overval	robo	overval	N;MASC;SG	N;MASC+FEM;SG
robo	diefstal	robo	diefstal	N;MASC;SG	N;MASC+FEM;SG
robo	inbraak	robo	inbraak	N;MASC;SG	N;MASC+FEM;SG
robo	steel	robo	steel	N;MASC;SG	N;MASC+FEM;SG
radial	radiale	radial	radiaal	ADJ;SG	ADJ
contactos	contacten	contacto	contact	N;MASC;PL	N;PL
contactos	contactpersonen	contacto	contactpersoon	N;MASC;PL	N;PL
exploradores	scouts	explorador	scouts	N;MASC;PL	N;PL
exploradores	verkenners	explorador	verkenner	N;MASC;PL	N;PL
exploradores	ontdekkingsreizigers	explorador	ontdekkingsreiziger	N;MASC;PL	N;PL
exploradores	verkenners	explorador	verkenner	N;MASC;PL	N;PL
hudson	hudson	hudson	hudson	N;MASC;SG	N;MASC+FEM;SG
pampa	pampa	pampa	pampa	N;FEM;SG	N;MASC+FEM;SG
flauta	fluit	flauta	fluit	N;FEM;SG	N;MASC+FEM;SG
hormigón	beton	hormigón	beton	N;MASC;SG	N;NEUT;SG
autoría	auteurschap	autoría	auteurschap	N;FEM;SG	N;NEUT;SG
pinto	pinto	pinto	pinto	N;MASC;SG	N;MASC+FEM;SG
jugaron	gespeelde	jugar	spelen	V;IND;PL;3;PST;FIN	V;V.PTCP
jugaron	afgespeeld	jugar	afspelen	V;IND;PL;3;PST;FIN	V;V.PTCP
jugaron	gespeeld	jugar	spelen	V;IND;PL;3;PST;FIN	V;V.PTCP
odio	haat	odio	haat	N;MASC;SG	N;MASC+FEM;SG
odio	hekel	odio	hekel	N;MASC;SG	N;MASC+FEM;SG
odio	haat	odio	haat	N;MASC;SG	N;MASC+FEM;SG
cauca	cauca	cauca	cauca	N;MASC;SG	N;MASC+FEM;SG
nocturno	nachtelijke	nocturno	nachtelijk	ADJ;MASC;SG	ADJ
celta	celtic	celta	celtic	N;SG	N;MASC+FEM;SG
consultas	raadplegingen	consulta	raadpleging	N;FEM;PL	N;PL
consultas	consultaties	consulta	consultatie	N;FEM;PL	N;PL
comprobar	controleren	comprobar	controleren	V;NFIN	V;NFIN
comprobar	check	comprobar	check	V;NFIN	V;SG;PRS;FIN
comprobar	controleer	comprobar	controleer	V;NFIN	V;SG;PRS;FIN
prosa	proza	prosa	proza	N;FEM;SG	N;NEUT;SG
radicales	radicaal	radical	radicaal	ADJ;PL	ADJ
radicales	radicale	radical	radicaal	ADJ;PL	ADJ
condena	veroordeling	condena	veroordeling	N;FEM;SG	N;MASC+FEM;SG
connecticut	connecticut	connecticut	connecticut	N;MASC;SG	N;MASC+FEM;SG
saboya	savoye	saber	savoye	N;FEM;SG	N;MASC+FEM;SG
saboya	savoy	saber	savoy	N;FEM;SG	N;NEUT;SG
saboya	savoie	saber	savoie	N;FEM;SG	N;MASC+FEM;SG
religiones	religies	religión	religie	N;FEM;PL	N;PL
lealtad	loyaliteit	lealtad	loyaliteit	N;FEM;SG	N;MASC+FEM;SG
compañera	kamergenoot	compañera	kamergenoot	N;FEM;SG	N;MASC+FEM;SG
compañera	huisgenoot	compañera	huisgenoot	N;FEM;SG	N;MASC+FEM;SG
compañera	huisgenote	compañera	huisgenote	N;FEM;SG	N;MASC+FEM;SG
compañera	metgezel	compañera	metgezel	N;FEM;SG	N;MASC+FEM;SG
morris	morris	morri	morris	N;SG	N;MASC+FEM;SG
paolo	paolo	paolo	paolo	N;MASC;SG	N;MASC+FEM;SG
start	begin	start	begin	N	N;NEUT;SG
funcional	functioneel	funcional	functioneel	ADJ;SG	ADJ
funcional	functionele	funcional	functioneel	ADJ;SG	ADJ
disparos	schietpartijen	disparo	schietpartij	N;MASC;PL	N;PL
disparos	geweerschoten	disparo	geweerschoot	N;MASC;PL	N;PL
disparos	schoten	disparo	schot	N;MASC;PL	N;PL
disparos	schoten	disparo	schot	N;MASC;PL	N;PL
disparos	shots	disparo	shot	N;MASC;PL	N;PL
disparos	schoten	disparo	schot	N;MASC;PL	N;PL
disparos	geweerschoten	disparo	geweerschoot	N;MASC;PL	N;PL
disparos	schoten	disparo	schot	N;MASC;PL	N;PL
cayo	cayo	cayo	cayo	N;MASC;SG	N;MASC+FEM;SG
cayo	cay	cayo	cay	N;MASC;SG	N;MASC+FEM;SG
melbourne	melbourne	melbourne	melbourn	N;MASC;SG	N;MASC+FEM;SG
máscara	masker	máscara	masker	N;FEM;SG	N;NEUT;SG
activista	activist	activista	activist	N;SG	N;MASC+FEM;SG
michelle	michelle	michelle	michelen	N;FEM;SG	N;MASC+FEM;SG
avanzar	oprukken	avanzar	oprukken	V;NFIN	V;NFIN
puro	puur	puro	puur	ADJ;MASC;SG	ADJ
puro	zuiver	puro	zuiver	ADJ;MASC;SG	ADJ
puro	zuivere	puro	zuiver	ADJ;MASC;SG	ADJ
tomas	schoten	toma	schot	N;FEM;PL	N;PL
tomas	shots	toma	shot	N;FEM;PL	N;PL
separada	aparte	separado	apart	ADJ;FEM;SG;V.PTCP	ADJ
separada	apart	separado	apart	ADJ;FEM;SG;V.PTCP	ADJ
comprensión	inzicht	comprensión	inzicht	N;FEM;SG	N;NEUT;SG
comprensión	begrip	comprensión	begrip	N;FEM;SG	N;NEUT;SG
mónaco	monaco	mónaco	monaco	N;MASC;SG	N;MASC+FEM;SG
medicinales	geneeskrachtige	medicinal	geneeskrachtig	ADJ;PL	ADJ
expediciones	expedities	expedición	expeditie	N;FEM;PL	N;PL
compleja	complexe	complejo	complex	ADJ;FEM;SG	ADJ
compleja	ingewikkeld	complejo	ingewikkeld	ADJ;FEM;SG	ADJ
ontario	ontario	ontario	ontario	N;MASC;SG	N;MASC+FEM;SG
trilogía	trilogie	trilogía	trilogie	N;FEM;SG	N;MASC+FEM;SG
concejal	raadslid	concejal	raadslid	N;MASC;SG	N;NEUT;SG
concejal	wethouder	concejal	wethouder	N;MASC;SG	N;MASC+FEM;SG
concejal	gemeenteraadslid	concejal	gemeenteraadslid	N;MASC;SG	N;NEUT;SG
concejal	raadslid	concejal	raadslid	N;MASC;SG	N;NEUT;SG
concejal	raadslid	concejal	raadslid	N;MASC;SG	N;NEUT;SG
concejal	wethouder	concejal	wethouder	N;MASC;SG	N;MASC+FEM;SG
concejal	gemeenteraadslid	concejal	gemeenteraadslid	N;MASC;SG	N;NEUT;SG
concejal	raadslid	concejal	raadslid	N;MASC;SG	N;NEUT;SG
chocolate	chocola	chocolate	chocola	N;MASC;SG	N;MASC+FEM;SG
chocolate	chocolate	chocolate	chocolaat	N;MASC;SG	N;MASC+FEM;SG
chocolate	chocolade	chocolate	chocolade	N;MASC;SG	N;MASC+FEM;SG
calzada	causeway	calzada	causeway	N;FEM;SG	N;MASC+FEM;SG
terminada	klaar	terminado	klaar	ADJ;FEM;SG;V.PTCP	ADJ
conservar	bewaren	conservar	bewaren	V;NFIN	V;NFIN
conservar	behouden	conservar	behouden	V;NFIN	V;V.PTCP
conservar	houd	conservar	houden	V;NFIN	V;SG;PRS;FIN
conservar	houden	conservar	houden	V;NFIN	V;NFIN
berkeley	berkeley	berkeley	berkeley	N;FEM;SG	N;MASC+FEM;SG
inmediata	onmiddellijk	inmediato	onmiddellijk	ADJ;FEM;SG	ADJ
inmediata	onmiddellijke	inmediato	onmiddellijk	ADJ;FEM;SG	ADJ
riego	irrigatie	riego	irrigatie	N;MASC;SG	N;MASC+FEM;SG
jacobo	jacob	jacobo	jacob	N;MASC;SG	N;MASC+FEM;SG
jacobo	jakob	jacobo	jakob	N;MASC;SG	N;MASC+FEM;SG
jacobo	jacobus	jacobo	jacobus	N;MASC;SG	N;MASC+FEM;SG
jacobo	jacobo	jacobo	jacobo	N;MASC;SG	N;MASC+FEM;SG
piernas	beentjes	pierna	been	N;FEM;PL	N;PL
piernas	poten	pierna	poten	N;FEM;PL	N;PL
piernas	benen	pierna	been	N;FEM;PL	N;PL
dramático	dramatische	dramático	dramatisch	ADJ;MASC;SG	ADJ
dramático	dramatisch	dramático	dramatisch	ADJ;MASC;SG	ADJ
músculo	spier	músculo	spier	N;MASC;SG	N;MASC+FEM;SG
sul	sul	sul	sul	N;FEM;SG	N;MASC+FEM;SG
atleta	sporter	atleta	sporter	N;SG	N;MASC+FEM;SG
atleta	atlete	atleta	atlete	N;SG	N;MASC+FEM;SG
atleta	atleet	atleta	atleet	N;SG	N;MASC+FEM;SG
bonus	bonus	bonu	bonus	N	N;MASC+FEM;SG
perdón	gratie	perdón	gratie	N;MASC;SG	N;MASC+FEM;SG
paquete	perceel	paquete	perceel	N;SG	N;NEUT;SG
paquete	pakketje	paquete	pakket	N;SG	N;NEUT;SG
paquete	pakje	paquete	pak	N;SG	N;NEUT;SG
paquete	pakket	paquete	pakket	N;SG	N;NEUT;SG
paquete	arrangement	paquete	arrangement	N;SG	N;NEUT;SG
paquete	bundel	paquete	bundel	N;SG	N;MASC+FEM;SG
paquete	roedel	paquete	roedel	N;SG	N;MASC+FEM;SG
paquete	verpakking	paquete	verpakking	N;SG	N;MASC+FEM;SG
paquete	pack	paquete	pack	N;SG	N;MASC+FEM;SG
busto	buste	busto	bust	N;MASC;SG	N;MASC+FEM;SG
desconocida	onbekende	desconocido	onbekend	ADJ;FEM;SG;V.PTCP	ADJ
desconocida	onbekend	desconocido	onbekend	ADJ;FEM;SG;V.PTCP	ADJ
especialistas	specialisten	especialista	specialist	N;PL	N;PL
opuesto	tegengesteld	opuesto	tegengesteld	ADJ;MASC;SG;V.PTCP	ADJ
mono	mono	mono	mono	N;MASC;SG	N;MASC+FEM;SG
mono	pfeiffer	mono	pfeiffer	N;MASC;SG	N;MASC+FEM;SG
mono	aapje	mono	aap	N;MASC;SG	N;NEUT;SG
mono	aap	mono	aap	N;MASC;SG	N;MASC+FEM;SG
mono	monkey	mono	monkey	N;MASC;SG	N;MASC+FEM;SG
trastornos	stoornissen	trastorno	stoornis	N;MASC;PL	N;PL
trastornos	aandoeningen	trastorno	aandoening	N;MASC;PL	N;PL
rehabilitación	afkickkliniek	rehabilitación	afkickkliniek	N;FEM;SG	N;NEUT;SG
rehabilitación	revalidatie	rehabilitación	revalidatie	N;FEM;SG	N;MASC+FEM;SG
