dihormati	respekteras	dihormati	respektera	V;SG;PASS	V;IND;PRS;FIN;PASS
penawaran	deal	pentawaran	deal	N;SG	N;NOM;INDF;MASC+FEM;SG
penawaran	erbjudandet	pentawaran	erbjudande	N;SG	N;NOM;DEF;NEUT;SG
penawaran	bud	pentawaran	bud	N;SG	N;NOM;INDF;NEUT;SG
penawaran	budgivning	pentawaran	budgivning	N;SG	N;NOM;INDF;MASC+FEM;SG
pengalihan	omdirigering	penalihan	omdirigering	N;SG	N;NOM;INDF;MASC+FEM;SG
pengalihan	omdirigering	penalihan	omdirigering	N;SG	N;NOM;INDF;MASC+FEM;SG
pengalihan	avledning	penalihan	avledning	N;SG	N;NOM;INDF;MASC+FEM;SG
kalsium	kalcium	kalsium	kalcium	N	N;NOM;INDF;NEUT;SG
teror	terror	teror	terrora	N;SG	N;NOM;INDF;MASC+FEM;SG
teror	skräck	teror	skräck	N;SG	N;NOM;INDF;MASC+FEM;SG
waralaba	franchise	waralaba	franchise	N;SG	N;NOM;INDF;MASC+FEM;SG
tingkah	infall	tingkah	infall	N;SG	N;NOM;INDF;NEUT;SG
tingkah	beteende	tingkah	beteende	N;SG	N;NOM;INDF;NEUT;SG
tingkah	uppförande	tingkah	uppförande	N;SG	N;NOM;INDF;NEUT;SG
ketahanan	uthållighet	ketahanan	uthållighet	N;SG	N;NOM;INDF;MASC+FEM;SG
ketahanan	motståndskraft	ketahanan	motståndskraft	N;SG	N;NOM;INDF;MASC+FEM;SG
ketahanan	motstånd	ketahanan	motstånd	N;SG	N;NOM;INDF;NEUT;SG
ketahanan	motståndskraft	ketahanan	motståndskraft	N;SG	N;NOM;INDF;MASC+FEM;SG
ketahanan	resistens	ketahanan	resist	N;SG	N;NOM;INDF;MASC+FEM;SG
ketahanan	motståndsrörelsen	ketahanan	motståndsrörelse	N;SG	N;NOM;DEF;MASC+FEM;SG
ketahanan	beständighet	ketahanan	beständighet	N;SG	N;NOM;INDF;MASC+FEM;SG
beku	glasyr	beku	glasyr	N;SG	N;NOM;INDF;MASC+FEM;SG
beku	frost	beku	frost	N;SG	N;NOM;INDF;MASC+FEM;SG
desktop	skrivbord	desktop	skrivbord	N;SG	N;NOM;INDF;NEUT;SG
desktop	skrivbordet	desktop	skrivbord	N;SG	N;NOM;DEF;NEUT;SG
desktop	desktop	desktop	desktop	N;SG	N;NOM;INDF;MASC+FEM;SG
desktop	skrivbord	desktop	skrivbord	N;SG	N;NOM;INDF;NEUT;SG
metabolisme	metabolism	metabolisme	metabolism	N;SG	N;NOM;INDF;MASC+FEM;SG
metabolisme	ämnesomsättning	metabolisme	ämnesomsättning	N;SG	N;NOM;INDF;MASC+FEM;SG
mediawiki	mediawiki	mediawiki	mediawiki	N	N;NOM;INDF;MASC+FEM;SG
surel	mail	surel	mail	N	N;NOM;INDF;NEUT;SG
surel	post	surel	post	N	N;NOM;INDF;MASC+FEM;SG
surel	brev	surel	brev	N	N;NOM;INDF;NEUT;SG
surel	mejl	surel	mejl	N	N;NOM;INDF;NEUT;SG
diakhiri	avslutades	diakhiri	avsluta	V;SG;PASS	V;IND;PST;FIN;PASS
tren	trend	tren	trend	N;SG	N;NOM;INDF;MASC+FEM;SG
tren	tendens	tren	tendens	N;SG	N;NOM;INDF;MASC+FEM;SG
tren	trenden	tren	trende	N;SG	N;NOM;DEF;MASC+FEM;SG
aluminium	aluminium	aluminium	aluminium	N;SG	N;NOM;INDF;MASC+FEM;SG
aluminium	aluminium	aluminium	aluminium	N;SG	N;NOM;INDF;MASC+FEM;SG
ranah	domäner	ranah	domän	N	N;NOM;INDF;MASC+FEM;PL
ranah	domän	ranah	domän	N	N;NOM;INDF;MASC+FEM;SG
ranah	domänen	ranah	domän	N	N;NOM;DEF;MASC+FEM;SG
natrium	natrium	natrium	natrium	N	N;NOM;INDF;NEUT;SG
banteng	tjur	banteng	tjur	N;SG	N;NOM;INDF;MASC+FEM;SG
banteng	bull	banteng	bull	N;SG	N;NOM;INDF;MASC+FEM;SG
turbin	turbin	turbin	turbin	N;SG	N;NOM;INDF;MASC+FEM;SG
kabin	stugor	kabin	stuga	N	N;NOM;INDF;MASC+FEM;PL
kabin	hytter	kabin	hytta	N	N;NOM;INDF;MASC+FEM;PL
kabin	hytt	kabin	hytt	N	N;NOM;INDF;MASC+FEM;SG
kabin	stugan	kabin	stuga	N	N;NOM;DEF;MASC+FEM;SG
kabin	stuga	kabin	stuga	N	N;NOM;INDF;MASC+FEM;SG
shogun	shogun	shogun	shogun	N	N;NOM;INDF;MASC+FEM;SG
gencatan	vapenstillestånd	gencatan	vapenstillestånd	N;SG	N;NOM;INDF;NEUT;SG
gencatan	vapenvila	gencatan	vapenvil	N;SG	N;NOM;INDF;MASC+FEM;SG
hyundai	hyundai	hyundai	hyundai	N	N;NOM;INDF;MASC+FEM;SG
daur	kretslopp	daur	kretslopp	N;SG	N;NOM;INDF;NEUT;SG
daur	cykel	daur	cykel	N;SG	N;NOM;INDF;MASC+FEM;SG
komputasi	beräkning	komputasi	beräkning	N;SG	N;NOM;INDF;MASC+FEM;SG
komputasi	databehandling	komputasi	databehandling	N;SG	N;NOM;INDF;MASC+FEM;SG
piramida	pyramid	piramida	pyramid	N	N;NOM;INDF;MASC+FEM;SG
piramida	pyramider	piramida	pyramid	N	N;NOM;INDF;MASC+FEM;PL
piramida	pyramiderna	piramida	pyramid	N	N;NOM;DEF;MASC+FEM;PL
struktural	strukturell	struktural	strukturell	N;SG	N;NOM;INDF;MASC+FEM;SG
semut	myra	semut	myra	N;SG	N;NOM;INDF;MASC+FEM;SG
mengamankan	säkrar	menamankan	säker	V;SG;ACT	V;IND;PRS;FIN;ACT
percetakan	utskrift	percetakan	utskrift	N;SG	N;NOM;INDF;MASC+FEM;SG
percetakan	tryckeri	percetakan	tryckeri	N;SG	N;NOM;INDF;NEUT;SG
percetakan	tryckning	percetakan	tryckning	N;SG	N;NOM;INDF;MASC+FEM;SG
percetakan	skrivaren	percetakan	skrivare	N;SG	N;NOM;DEF;MASC+FEM;SG
denominasi	valör	denominasi	valör	N;SG	N;NOM;INDF;MASC+FEM;SG
denominasi	benämning	denominasi	benämning	N;SG	N;NOM;INDF;MASC+FEM;SG
motivasi	motivation	motivasi	motivation	N;SG	N;NOM;INDF;MASC+FEM;SG
motivasi	motivering	motivasi	motivering	N;SG	N;NOM;INDF;MASC+FEM;SG
motivasi	motivationen	motivasi	motivation	N;SG	N;NOM;DEF;MASC+FEM;SG
kas	kassa	kas	kassa	N;SG	N;NOM;INDF;MASC+FEM;SG
kas	kontant	kas	kontant	N;SG	N;NOM;INDF;MASC+FEM;SG
kas	cash	kas	cash	N;SG	N;NOM;INDF;MASC+FEM;SG
teknisi	ingenjör	teknisi	ingenjör	N;SG	N;NOM;INDF;MASC+FEM;SG
indikator	indikator	indikator	indikator	N;SG	N;NOM;INDF;MASC+FEM;SG
helium	helium	helium	helium	N	N;NOM;INDF;NEUT;SG
kemarahan	vrede	kemarahan	vrede	N;SG	N;NOM;INDF;MASC+FEM;SG
kemarahan	ilska	kemarahan	ilska	N;SG	N;NOM;INDF;MASC+FEM;SG
kemarahan	fury	kemarahan	fury	N;SG	N;NOM;INDF;MASC+FEM;SG
kemarahan	raseri	kemarahan	raseri	N;SG	N;NOM;INDF;NEUT;SG
kemarahan	upprördhet	kemarahan	upprördhet	N;SG	N;NOM;INDF;MASC+FEM;SG
kemarahan	skandal	kemarahan	skandal	N;SG	N;NOM;INDF;MASC+FEM;SG
kemarahan	indignation	kemarahan	indignation	N;SG	N;NOM;INDF;MASC+FEM;SG
kemarahan	vrede	kemarahan	vrede	N;SG	N;NOM;INDF;MASC+FEM;SG
kemarahan	raseri	kemarahan	raseri	N;SG	N;NOM;INDF;NEUT;SG
kemarahan	ilska	kemarahan	ilska	N;SG	N;NOM;INDF;MASC+FEM;SG
notaris	notarie	notaris	notarie	N	N;NOM;INDF;MASC+FEM;SG
pembeli	köparen	penbeli	köpare	N;SG	N;NOM;DEF;MASC+FEM;SG
mengobati	behandlar	menobati	behandla	V;SG;ACT	V;IND;PRS;FIN;ACT
mengobati	behandla	menobati	behandla	V;SG;ACT	V;IMP;FIN;ACT
sunting	edit	sunting	edit	N	N;NOM;INDF;MASC+FEM;SG
taat	lydig	taat	lydig	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
berbau	stank	berbau	stank	V;SG;ACT	V;IMP;FIN;ACT
kuna	kuna	kuna	kuna	N	N;NOM;INDF;MASC+FEM;SG
kehamilan	graviditet	kehamilan	graviditet	N;SG	N;NOM;INDF;MASC+FEM;SG
usman	usman	usman	usman	N;SG	N;NOM;INDF;MASC+FEM;SG
memerangi	bekämpar	menperangi	bekämpa	V;SG;ACT	V;IND;PRS;FIN;ACT
balas	svara	balas	svara	V;SG;ACT	V;IMP;FIN;ACT
emisi	emission	emisi	emission	N;SG	N;NOM;INDF;MASC+FEM;SG
keberanian	kurage	keberanian	kurage	N;SG	N;NOM;INDF;NEUT;SG
keberanian	modet	keberanian	modet	N;SG	N;NOM;DEF;NEUT;SG
keberanian	mod	keberanian	mod	N;SG	N;NOM;INDF;NEUT;SG
keberanian	djärvhet	keberanian	djärvhet	N;SG	N;NOM;INDF;MASC+FEM;SG
keberanian	tapperhet	keberanian	tapperhet	N;SG	N;NOM;INDF;MASC+FEM;SG
keberanian	mod	keberanian	mod	N;SG	N;NOM;INDF;NEUT;SG
sekte	kult	sekte	kult	N	N;NOM;INDF;MASC+FEM;SG
sekte	sekt	sekte	sek	N	N;NOM;INDF;MASC+FEM;SG
sekte	sekt	sekte	sek	N	N;NOM;INDF;MASC+FEM;SG
sekte	sekter	sekte	sekt	N	N;NOM;INDF;MASC+FEM;PL
melodi	melodi	melodi	melodi	N;SG	N;NOM;INDF;MASC+FEM;SG
melodi	melodin	melodi	melodin	N;SG	N;NOM;DEF;MASC+FEM;SG
tangki	stridsvagn	tangki	stridsvagn	N;SG	N;NOM;INDF;NEUT;SG
tangki	tank	tangki	tank	N;SG	N;NOM;INDF;MASC+FEM;SG
saingan	rival	saingan	rival	N;SG	N;NOM;INDF;MASC+FEM;SG
haliclona	haliclona	haliclona	haliclon	N	N;NOM;INDF;MASC+FEM;SG
antologi	anthology	antologi	anthology	N	N;NOM;INDF;MASC+FEM;SG
keemasan	golden	keemasan	gold	N;SG	N;NOM;DEF;MASC+FEM;SG
keemasan	gyllene	keemasan	gylle	N;SG	N;NOM;INDF;MASC+FEM;SG
fluida	vätska	fluida	vätsk	N	N;NOM;INDF;MASC+FEM;SG
anumerta	postum	anumerta	postum	N	N;NOM;INDF;MASC+FEM;SG
anumerta	postumt	anumerta	postumt	N	N;NOM;INDF;MASC+FEM;SG
pesanan	ordningsföljd	pesanan	ordningsföljd	N;SG	N;NOM;INDF;MASC+FEM;SG
pesanan	beställning	pesanan	beställning	N;SG	N;NOM;INDF;MASC+FEM;SG
pesanan	ordning	pesanan	ordning	N;SG	N;NOM;INDF;MASC+FEM;SG
pesanan	order	pesanan	ord	N;SG	N;NOM;INDF;MASC+FEM;SG
restorasi	restaurering	restorasi	restaurering	N;SG	N;NOM;INDF;MASC+FEM;SG
restorasi	återställning	restorasi	återställning	N;SG	N;NOM;INDF;MASC+FEM;SG
restorasi	återupprättande	restorasi	återupprättande	N;SG	N;NOM;INDF;NEUT;SG
persediaan	förråd	persediaan	förråd	N;SG	N;NOM;INDF;NEUT;SG
martir	martyrer	martir	martyr	N	N;NOM;INDF;MASC+FEM;PL
martir	martyr	martir	martyr	N	N;NOM;INDF;MASC+FEM;SG
menggambar	dra	mengambar	dra	V;SG;ACT	V;IMP;FIN;ACT
menggambar	rita	mengambar	rita	V;SG;ACT	V;IMP;FIN;ACT
menggambar	rita	mengambar	rita	V;SG;ACT	V;IMP;FIN;ACT
menggambar	ritar	mengambar	rita	V;SG;ACT	V;IND;PRS;FIN;ACT
beristirahat	vilar	beristirahat	vila	V;SG;ACT	V;IND;PRS;FIN;ACT
beristirahat	vila	beristirahat	vila	V;SG;ACT	V;IMP;FIN;ACT
glass	glas	glass	glas	N	N;NOM;INDF;NEUT;SG
psikologis	psykolog	psikologis	psykolog	N;SG	N;NOM;INDF;MASC+FEM;SG
kromosom	kromosom	kromosom	kromosom	N;SG	N;NOM;INDF;MASC+FEM;SG
konsol	konsoler	konsol	konsol	N	N;NOM;INDF;MASC+FEM;PL
konsol	konsol	konsol	konsol	N	N;NOM;INDF;MASC+FEM;SG
konsol	konsolen	konsol	konsol	N	N;NOM;DEF;MASC+FEM;SG
merekrut	rekrytera	menrekrut	rekrytera	V;SG;ACT	V;IMP;FIN;ACT
merekrut	rekryterar	menrekrut	rekrytera	V;SG;ACT	V;IND;PRS;FIN;ACT
merekrut	rekrytera	menrekrut	rekrytera	V;SG;ACT	V;IMP;FIN;ACT
merekrut	värva	menrekrut	värva	V;SG;ACT	V;IMP;FIN;ACT
angkut	transport	angkut	transport	N;SG;ACT	N;NOM;INDF;MASC+FEM;SG
pakan	flöde	pakan	flö	N;SG	N;NOM;INDF;NEUT;SG
pakan	foder	pakan	for	N;SG	N;NOM;INDF;NEUT;SG
landak	piggsvin	landak	piggsvin	N	N;NOM;INDF;NEUT;SG
landak	igelkottar	landak	igelkotta	N	N;NOM;INDF;MASC+FEM;PL
landak	igelkott	landak	igelkott	N	N;NOM;INDF;MASC+FEM;SG
fermentasi	jästa	fermentasi	jästa	N;SG	N;NOM;INDF;MASC+FEM;SG
fermentasi	jäst	fermentasi	jäst	N;SG	N;NOM;INDF;NEUT;SG
fermentasi	jäsning	fermentasi	jäsning	N;SG	N;NOM;INDF;MASC+FEM;SG
fermentasi	fermentering	fermentasi	fermentering	N;SG	N;NOM;INDF;MASC+FEM;SG
mendapati	hittade	mendapati	hitta	V;SG;ACT	V;IND;PST;FIN;ACT
meditasi	meditation	meditasi	meditation	N;SG	N;NOM;INDF;MASC+FEM;SG
kuis	frågesport	kuis	frågesport	N	N;NOM;INDF;MASC+FEM;SG
kuis	quiz	kuis	quiz	N	N;NOM;INDF;NEUT;SG
kuis	frågesport	kuis	frågesport	N	N;NOM;INDF;MASC+FEM;SG
kuis	quiz	kuis	quiz	N	N;NOM;INDF;NEUT;SG
kotoran	bajs	kotoran	bajs	N;SG	N;NOM;INDF;NEUT;SG
kotoran	smuts	kotoran	smuts	N;SG	N;NOM;INDF;MASC+FEM;SG
kotoran	snusk	kotoran	snusk	N;SG	N;NOM;INDF;NEUT;SG
kotoran	smuts	kotoran	smuts	N;SG	N;NOM;INDF;MASC+FEM;SG
kotoran	jord	kotoran	jord	N;SG	N;NOM;INDF;MASC+FEM;SG
kotoran	avföring	kotoran	avföring	N;SG	N;NOM;INDF;MASC+FEM;SG
kotoran	bajs	kotoran	bajs	N;SG	N;NOM;INDF;NEUT;SG
kotoran	skit	kotoran	skit	N;SG	N;NOM;INDF;NEUT;SG
keberatan	invändning	keberatan	invändning	N;SG	N;NOM;INDF;MASC+FEM;SG
keberatan	invändningen	keberatan	invändning	N;SG	N;NOM;DEF;MASC+FEM;SG
agenda	dagordning	agenda	dagordning	N;SG	N;NOM;INDF;MASC+FEM;SG
agenda	dagordningen	agenda	dagordning	N;SG	N;NOM;DEF;MASC+FEM;SG
agenda	agenda	agenda	agend	N;SG	N;NOM;INDF;MASC+FEM;SG
agenda	agendan	agenda	agenda	N;SG	N;NOM;DEF;NEUT;SG
transistor	transistorer	transistor	transistor	N	N;NOM;INDF;MASC+FEM;PL
transistor	transistor	transistor	transistor	N	N;NOM;INDF;MASC+FEM;SG
membenci	avskydde	menbenci	avskydd	V;SG;ACT	V;IND;PST;FIN;ACT
membenci	hatade	menbenci	hata	V;SG;ACT	V;PST;V.PTCP;ACT
membenci	hata	menbenci	hata	V;SG;ACT	V;IMP;FIN;ACT
membenci	hata	menbenci	hata	V;SG;ACT	V;IMP;FIN;ACT
membenci	hatar	menbenci	hata	V;SG;ACT	V;IND;PRS;FIN;ACT
membenci	hatar	menbenci	hata	V;SG;ACT	V;IND;PRS;FIN;ACT
sheila	sheila	sheila	sheila	N	N;NOM;INDF;MASC+FEM;SG
penganiayaan	förödelse	penaniayaan	förödelse	N;SG	N;NOM;INDF;MASC+FEM;SG
penganiayaan	förföljelse	penaniayaan	förföljelse	N;SG	N;NOM;INDF;MASC+FEM;SG
penganiayaan	förföljelsen	penaniayaan	förföljelse	N;SG	N;NOM;DEF;MASC+FEM;SG
pedas	kryddig	pedas	kryddig	N;SG	N;NOM;INDF;MASC+FEM;SG
pelantikan	induktion	penlantikan	induktion	N;SG	N;NOM;INDF;MASC+FEM;SG
pelantikan	invigning	penlantikan	invigning	N;SG	N;NOM;INDF;MASC+FEM;SG
stabilitas	stabilitet	stabilitas	stabilitet	N;SG	N;NOM;INDF;MASC+FEM;SG
antropologi	antropologi	antropologi	antropologi	N	N;NOM;INDF;MASC+FEM;SG
hutang	skuldsättning	hutang	skuldsättning	N;SG	N;NOM;INDF;MASC+FEM;SG
hutang	skuld	hutang	skuld	N;SG	N;NOM;INDF;MASC+FEM;SG
membujuk	övertyga	menbujuk	övertyga	V;SG;ACT	V;IMP;NFIN;ACT
membujuk	övertala	menbujuk	övertala	V;SG;ACT	V;IMP;NFIN;ACT
membujuk	övertala	menbujuk	övertala	V;SG;ACT	V;IMP;NFIN;ACT
degradasi	nedbrytning	degradasi	nedbrytning	N;SG	N;NOM;INDF;MASC+FEM;SG
