цинка	جست	цинк	جست	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
божественная	ربّانی	божественный	ربّانی	ADJ;NOM;FEM;SG	ADJ
божественная	متبرک	божественный	متبرک	ADJ;NOM;FEM;SG	ADJ
бедность	کمتری	бедность	کمتری	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
бедность	کمتری	бедность	کمتری	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
жидкий	شفاف	жидкий	شفاف	ADJ;NOM;MASC;SG	ADJ
жидкий	ُسریلی	жидкий	ُسریلی	ADJ;NOM;MASC;SG	ADJ
жидкий	شفاف	жидкий	شفاف	ADJ;NOM;MASC;SG	ADJ
жидкий	ُسریلی	жидкий	ُسریلی	ADJ;NOM;MASC;SG	ADJ
глупость	حماقت	глупость	حماقت	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
пух	اداکاری	пух	اداکاری	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
жесткие	سخت	жесткий	سخت	ADJ;NOM;PL	ADJ
жесткие	سخت	жесткий	سخت	ADJ;NOM;PL	ADJ
терминатор	مختتم	терминатор	مختتم	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
терминатор	ختم	терминатор	ختم	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
жестокой	شدید	жестокий	شدید	ADJ;INS;FEM;SG	ADJ
жестокой	سخت	жестокий	سخت	ADJ;INS;FEM;SG	ADJ
опасное	خطرناک	опасный	خطرناک	ADJ;NOM;NEUT;SG	ADJ
систематического	عادی	систематический	عادی	ADJ;GEN;MASC;SG	ADJ
систематического	باقاعدہ	систематический	باقاعدہ	ADJ;GEN;MASC;SG	ADJ
поглощение	انہماک	поглощение	انہماک	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
поглощение	استغراق	поглощение	استغراق	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
плагиат	خیال	плагиат	خیال	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
желтый	بزدلانہ.	желтый	بزدلانہ.	ADJ;NOM;MASC;SG	ADJ
желтый	بزدلانہ.	желтый	بزدلانہ.	ADJ;NOM;MASC;SG	ADJ
смертельный	مہلک	смертельный	مہلک	ADJ;NOM;MASC;SG	ADJ
желтые	بزدلانہ.	желтый	بزدلانہ.	ADJ;NOM;PL	ADJ
желтые	بزدلانہ.	желтый	بزدلانہ.	ADJ;NOM;PL	ADJ
служанка	ملازم	служанка	ملازم	N;ANIM;NOM;FEM;SG	N;NOM;MASC;SG;3
скажи	بتانا	сказать	بتا	V;PFV;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
скажи	بولنا	сказать	بول	V;PFV;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
серьезный	اہم	серьезный	اہم	ADJ;NOM;MASC;SG	ADJ
серьезный	معقول.	серьезный	معقول.	ADJ;NOM;MASC;SG	ADJ
серьезный	معتبر	серьезный	معتبر	ADJ;NOM;MASC;SG	ADJ
серьезный	اہم	серьезный	اہم	ADJ;NOM;MASC;SG	ADJ
серьезный	معقول.	серьезный	معقول.	ADJ;NOM;MASC;SG	ADJ
серьезный	معتبر	серьезный	معتبر	ADJ;NOM;MASC;SG	ADJ
серьезный	سنجیدہ	серьезный	سنجیدہ	ADJ;NOM;MASC;SG	ADJ
апокалипсис	وحی	апокалипсис	وحی	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
спровоцировать	چھیڑنا	провоцировать	چھیڑ	V;PFV;NFIN;ACT	V;NFIN;ACT
обладание	عملداری.	обладание	عملداریؤ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
обладание	جائیداد	обладание	جائیداد	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
обладание	دولت	обладание	دولت	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
обладание	اثاثہ	обладание	اثاثہ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
обладание	عملداری.	обладание	عملداریؤ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
обладание	قبضہ	обладание	قبضہ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
обладание	جائیداد	обладание	جائیداد	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
обладание	دولت	обладание	دولت	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
обладание	اثاثہ	обладание	اثاثہ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
геометрических	ہموار	геометрический	ہموار	ADJ;GEN;PL	ADJ
веселый	مرغوب	веселый	مرغوب	ADJ;NOM;MASC;SG	ADJ
веселый	خوشگوار	веселый	خوشگوار	ADJ;NOM;MASC;SG	ADJ
четвертой	چوتھا	четвертый	چوتھا	ADJ;INS;FEM;SG	ADJ
элементарной	لازمی	элементарный	لازمی	ADJ;INS;FEM;SG	ADJ
элементарной	بنیادی	элементарный	بنیادی	ADJ;INS;FEM;SG	ADJ
элементарной	ناگزیر	элементарный	ناگزیر	ADJ;INS;FEM;SG	ADJ
дыра	پیالی	дыра	پیالی	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
дыра	سوراخ	дыра	سوراخ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
дыра	نالی	дыра	نالی	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
дыра	پیالی	дыра	پیالی	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
дыра	سوراخ	дыра	سوراخ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
дыра	نالی	дыра	نالی	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
увольнение	خاتمہ	увольнение	خاتمہ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
увольнение	اختتام.	увольнение	اختتام.	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
увольнение	برخاستگی	увольнение	برخاستگی	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
холод	جوش	холод	جوش	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
холод	جذبہ	холод	جذبہ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
холод	مہر	холод	مہر	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
холод	زکام	холод	زکام	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
холод	یکلخت	холод	یکلخت	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
холод	جوش	холод	جوش	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
холод	سرد	холод	سرد	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
холод	جذبہ	холод	جذبہ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
холод	نزلہ	холод	نزلہ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
холод	مہر	холод	مہر	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
холод	زکام	холод	زکام	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
холод	یکلخت	холод	یکلخت	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
нарисовать	پہنچنا	нарисовать	پہنچ	V;PFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
нарисовать	بڑھنا	нарисовать	بڑھ	V;PFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
нарисовать	چلنا	нарисовать	چل	V;PFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
нарисовать	لکھنا	нарисовать	لکھ	V;PFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
нарисовать	کھینچنے	нарисовать	کھینچ	V;PFV;NFIN;ACT	V;NFIN
коллективное	متفقہ	коллективный	متفقہ	ADJ;NOM;NEUT;SG	ADJ
коллективное	مشترک	коллективный	مشترک	ADJ;NOM;NEUT;SG	ADJ
коллективное	عمومی	коллективный	عمومی	ADJ;NOM;NEUT;SG	ADJ
коллективное	اجتماعی	коллективный	اجتماعی	ADJ;NOM;NEUT;SG	ADJ
коллективное	مجموعی	коллективный	مجموعی	ADJ;NOM;NEUT;SG	ADJ
коллективное	متفقہ	коллективный	متفقہ	ADJ;NOM;NEUT;SG	ADJ
коллективное	مشترک	коллективный	مشترک	ADJ;NOM;NEUT;SG	ADJ
коллективное	عمومی	коллективный	عمومی	ADJ;NOM;NEUT;SG	ADJ
коллективное	اجتماعی	коллективный	اجتماعی	ADJ;NOM;NEUT;SG	ADJ
бесконечное	زبردست	бесконечный	زبردست	ADJ;NOM;NEUT;SG	ADJ
бесконечное	زبردست	бесконечный	زبردست	ADJ;NOM;NEUT;SG	ADJ
бесконечное	لامتناہی	бесконечный	لامتناہی	ADJ;NOM;NEUT;SG	ADJ
свиток	دستاویز	свиток	دستاویز	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
свиток	پارچہ	свиток	پارچہ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
атрибут	امتیاز	атрибут	امتیاز	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
атрибут	خصوصیت	атрибут	خصوصیت	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
атрибут	صفت	атрибут	صفت	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
бегать	چالو	бегать	چالو	V;IPFV;NFIN;ACT	V;ACT
амплитуда	چوڑائی	амплитуда	چوڑائی	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
амплитуда	کشادگی	амплитуда	کشادگی	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
предсказание	خصوصیت	предсказание	خصوصیت	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
предсказание	خصوصیت	предсказание	خصوصیت	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
регулярная	منظم	регулярный	منظم	ADJ;NOM;FEM;SG	ADJ
регулярная	مستقل	регулярный	مستقل	ADJ;NOM;FEM;SG	ADJ
регулярная	مربوط	регулярный	مربوط	ADJ;NOM;FEM;SG	ADJ
регулярная	مکمل	регулярный	مکمل	ADJ;NOM;FEM;SG	ADJ
законность	استحقاق	законность	استحقاق	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
законность	جواز	законность	جواز	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
частичный	متعصب	частичный	متعصب	ADJ;NOM;MASC;SG	ADJ
частичный	نامکمل	частичный	نامکمل	ADJ;NOM;MASC;SG	ADJ
частичный	جانبدار	частичный	جانبدار	ADJ;NOM;MASC;SG	ADJ
материя	مرئی	материя	مرئی	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
материя	نفس	материя	نفس	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
материя	معاملہ	материя	معاملہ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
материя	مرئی	материя	مرئی	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
материя	نفس	материя	نفس	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
материя	معاملہ	материя	معاملہ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
очевидная	آشکار	очевидный	آشکار	ADJ;NOM;FEM;SG	ADJ
очевидная	واضح	очевидный	واضح	ADJ;NOM;FEM;SG	ADJ
очевидная	آشکار	очевидный	آشکار	ADJ;NOM;FEM;SG	ADJ
очевидная	عیاں	очевидный	عیاں	ADJ;NOM;FEM;SG	ADJ
очевидная	واضح	очевидный	واضح	ADJ;NOM;FEM;SG	ADJ
рвота	استفراغ	рвота	استفراغ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
рвота	قے	рвота	قے	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
рвота	استفراغ	рвота	استفراغ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
рвота	قے	рвота	قے	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
частое	تیز	частый	تیز	ADJ;NOM;NEUT;SG	ADJ
частое	عادی	частый	عادی	ADJ;NOM;NEUT;SG	ADJ
суровый	ناملائم	суровый	ناملائم	ADJ;NOM;MASC;SG	ADJ
суровый	ناخوشگوار.	суровый	ناخوشگوار.	ADJ;NOM;MASC;SG	ADJ
суровый	ظالمانہ.	суровый	ظالمانہ.	ADJ;NOM;MASC;SG	ADJ
суровый	ناملائم	суровый	ناملائم	ADJ;NOM;MASC;SG	ADJ
суровый	ناخوشگوار.	суровый	ناخوشگوار.	ADJ;NOM;MASC;SG	ADJ
суровый	ظالمانہ.	суровый	ظالمانہ.	ADJ;NOM;MASC;SG	ADJ
суровый	سخت	суровый	سخت	ADJ;NOM;MASC;SG	ADJ
бун	مرحمت	бун	مرحمت		
осознание	شعور	осознание	شعور	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
осознание	شعور	осознание	شعور	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
осознание	آگاہی	осознание	آگاہی	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
расхождение	اختلاف	расхождение	اختلاف	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
четвертая	چوتھا	четвертый	چوتھا	ADJ;NOM;FEM;SG	ADJ
стенд	خانہ	стенд	خانہ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
стенд	قیام.	стенд	قیام.	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
ярлык	کارڈ	ярлык	کارڈ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
декор	آرائش	декор	آرائش	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
злокачественных	خبیث	злокачественный	خبیث	ADJ;GEN;PL	ADJ
злокачественных	مہلک	злокачественный	مہلک	ADJ;GEN;PL	ADJ
вдохновение	اصول	вдохновение	اصول	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
вдохновение	شخص	вдохновение	شخص	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
вдохновение	وحی	вдохновение	وحی	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
пирог	انڈا	пирог	انڈا	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
символическое	علامتی	символический	علامتی	ADJ;NOM;NEUT;SG	ADJ
результативность	اثر	результативность	اثر	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
оплатить	چکانا.	оплатить	چکان	V;PFV;NFIN;ACT	V;PFV;MASC;PL;V.PTCP;ACT
оплатить	چکانا.	оплатить	چکان	V;PFV;NFIN;ACT	V;PFV;MASC;PL;V.PTCP;ACT
юрисдикция	عملداری.	юрисдикция	عملداریؤ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
недостаточное	ناکافی	недостаточный	ناکافی	ADJ;NOM;NEUT;SG	ADJ
престиж	عزت	престиж	عزت	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
престиж	رسوخ	престиж	رسوخ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
престиж	اقتدار	престиж	اقتدار	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
престиж	عزت	престиж	عزت	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
престиж	وقار	престиж	وقار	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
престиж	رسوخ	престиж	رسوخ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
престиж	اقتدار	престиж	اقتدار	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
недостаточная	ناکافی	недостаточный	ناکافی	ADJ;NOM;FEM;SG	ADJ
допрос	سوال	допрос	سوال	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
допрос	استفسار.	допрос	استفسار.	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
прыгать	اچھلنا	прыгать	اچھل	V;IPFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
прыгать	چڑھنا	прыгать	چڑھ	V;IPFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
прыгать	اچھلنا	прыгать	اچھل	V;IPFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
прыгать	چڑھنا	прыгать	چڑھ	V;IPFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
телеграф	دوڑ	телеграф	دوڑ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
кинжал	طباعت	кинжал	طباعت	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
тьма	ظلمت	тьма	ظلمت	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
тьма	ظلمت	тьма	ظلمت	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
функционер	کارکن	функционер	کارکن	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
афганская	افغانی	афганский	افغانی	ADJ;NOM;FEM;SG	ADJ
динь	جلسہ	динь	جلسہ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
динь	تقریب	динь	تقریب	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
предпринимательство	مہم	предпринимательство	مہم	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
жилье	تحفظ	жилье	تحفظ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
жилье	خطرے	жилье	خطرہ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
жилье	آڑ	жилье	آڑ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
жилье	بچاؤ	жилье	بچاؤ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
жилье	پناہ	жилье	پناہ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
жилье	تحفظ	жилье	تحفظ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
жилье	خطرے	жилье	خطرہ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
жилье	آڑ	жилье	آڑ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
жилье	بچاؤ	жилье	بچاؤ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
проституция	تخریب	проституция	تخریب	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
консолидации	استحکام	консолидация	استحکام	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
квест	مدعا	квест	مدعا	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
квест	مقصد	квест	مقصد	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
квест	جستجو	квест	جستجو	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
квест	تلاش	квест	تلاش	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
квест	مدعا	квест	مدعا	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
квест	مقصد	квест	مقصد	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
квест	جستجو	квест	جستجو	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
секретная	پوشیدہ	секретный	پوشیدہ	ADJ;NOM;FEM;SG	ADJ
взрослая	بالغ	взрослый	بالغ	ADJ;NOM;FEM;SG	ADJ
охват	مقصد	охват	مقصد	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
охват	دسترس	охват	دسترس	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
охват	رسائی	охват	رسائی	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
охват	دسترس	охват	دسترس	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
ударить	سیدھا	ударить	سیدھا	V;PFV;NFIN;ACT	V;ACT
демонстрировать	سمجھانا	демонстрировать	سمجھا	V;IPFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
сорвать	لوٹنا.	срыть	لوٹنا.	V;PFV;NFIN;ACT	V;NFIN
сорвать	کھینچنا	срыть	کھینچ	V;PFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
сорвать	نوچنا	срыть	نوچ	V;PFV;NFIN;ACT	V;NFIN;ACT
сорвать	لوٹنا.	срыть	لوٹنا.	V;PFV;NFIN;ACT	V;NFIN
сорвать	کھینچنا	срыть	کھینچ	V;PFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
деградации	تذلیل	деградация	تذلیل	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
медленный	تدریجی	медленный	تدریجی	ADJ;NOM;MASC;SG	ADJ
медленный	تدریجی	медленный	تدریجی	ADJ;NOM;MASC;SG	ADJ
фактические	صحیح	фактический	صحیح	ADJ;NOM;PL	ADJ
фактические	موجود	фактический	موجود	ADJ;NOM;PL	ADJ
фактические	اصلی	фактический	اصلی	ADJ;NOM;PL	ADJ
фактические	حاضر	фактический	حاضر	ADJ;NOM;PL	ADJ
фактические	موجود	фактический	موجود	ADJ;NOM;PL	ADJ
фактические	حقیقی	фактический	حقیقی	ADJ;NOM;PL	ADJ
фактические	اصلی	фактический	اصلی	ADJ;NOM;PL	ADJ
фактические	حاضر	фактический	حاضر	ADJ;NOM;PL	ADJ
великолепная	شاندار	великолепный	شاندار	ADJ;NOM;FEM;SG	ADJ
избыток	زیادتی	избыток	زیادتی	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
гибкость	لچکداری	гибкость	لچکداری	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
джой	تسلی	джой	تسلی	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;3
джой	تسلی	джой	تسلی	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;3
борода	داڑھی	борода	داڑھی	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
бесконечные	لامتناہی	бесконечный	لامتناہی	ADJ;NOM;PL	ADJ
аллегория	علامت	аллегория	علامت	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
аллегория	نظم	аллегория	نظم	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
аллегория	مجاز	аллегория	مجاز	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
аллегория	علامت	аллегория	علامت	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
аллегория	نظم	аллегория	نظم	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
терпение	استقلال	терпение	استقلال	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
терпение	ہمت	терпение	ہمت	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
терпение	تکلیف	терпение	تکلیف	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
терпение	درگزر	терпение	درگزر	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
терпение	ضبط	терпение	ضبط	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
терпение	تحمل	терпение	تحمل	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
терпение	استقلال	терпение	استقلال	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
терпение	صبر	терпение	صبر	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
терпение	ہمت	терпение	ہمت	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
терпение	تکلیف	терпение	تکلیف	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
терпение	درگزر	терпение	درگزر	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
терпение	ضبط	терпение	ضبط	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
терпение	تحمل	терпение	تحمل	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
благотворительная	خیراتی	благотворительный	خیراتی	ADJ;NOM;FEM;SG	ADJ
корова	بات	корова	بات	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;3
восхищение	تعریف	восхищение	تعریف	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
раскрывать	بتانا	раскрывать	بتا	V;IPFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
иммунной	مستثنیٰ	иммунный	مستثنیٰ	ADJ;INS;FEM;SG	ADJ
прощение	معافی	прощение	معافی	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
погибнуть	بگڑنا	погибнуть	بگڑ	V;PFV;NFIN;ACT	V;NFIN
бланк	قاعدہ	бланк	قاعدہ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
бланк	جنس	бланк	جنس	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
бланк	نقشہ	бланк	نقشہ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
бланк	خاکہ	бланк	خاکہ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
бланк	قسم	бланк	قسم	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
бланк	جماعت	бланк	جماعت	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
бланк	ضابطہ	бланк	ضابطہ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
бланк	رسم	бланк	رسم	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
бланк	قاعدہ	бланк	قاعدہ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
бланк	جنس	бланк	جنس	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
бланк	نقشہ	бланк	نقشہ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
бланк	خاکہ	бланк	خاکہ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
бланк	قسم	бланк	قسم	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
бланк	جماعت	бланк	جماعت	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
бланк	ضابطہ	бланк	ضابطہ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
бланк	رسم	бланк	رسم	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
бланк	شکل	бланк	شکل	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
светского	مذہبی	светский	مذہبی	ADJ;GEN;MASC;SG	ADJ
светского	روحانی	светский	روحانی	ADJ;GEN;MASC;SG	ADJ
игрушка	شبیہہ	игрушка	شبیہہ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
громкий	اونچا	громкий	اونچا	ADJ;NOM;MASC;SG	ADJ;MASC;SG
громкий	تیز	громкий	تیز	ADJ;NOM;MASC;SG	ADJ
расскажите	کہنا	рассказать	کہہ	V;PFV;IMP;PL;2;FIN;ACT	V;MASC;NFIN
утрата	نقصان	утрата	نقصان	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
утрата	نقصان	утрата	نقصان	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
утрата	ضرر	утрата	ضرر	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
прозрачность	منشا	прозрачность	منشا	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
прозрачность	غرض	прозрачность	غرض	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
прозрачность	منشا	прозрачность	منشا	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
прозрачность	غرض	прозрачность	غرض	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
прозрачность	شفافیت	прозрачность	شفافیت	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
дефект	عیب	дефект	عیب	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
дефект	نقص	дефект	نقص	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
дефект	عیب	дефект	عیب	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
дефект	کوتاہی	дефект	کوتاہی	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
дефект	نقص	дефект	نقص	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
