nie	ne	nie	ne	PART	PART
streek	regija	streek	regija	N;SG	N;NOM;FEM;SG
rivier	reka	rivier	reka	N;SG	N;NOM;FEM;SG
rivier	reki	rivier	reka	N;SG	N;DAT;FEM;SG
mees	najbolj	baie	najbolj	ADV;RL	ADV;RL
ses	šest	ses	šest	NUM	NUM;NOM;PL
grond	zemlja	grond	zemlja	N;SG	N;NOM;FEM;SG
grond	umazanija	grond	umazanija	N;SG	N;NOM;FEM;SG
grond	dežela	grond	dežela	N;SG	N;NOM;FEM;SG
grond	kopno	grond	kopno	N;SG	N;NOM;NEUT;SG
grond	zemljišče	grond	zemljišče	N;SG	N;NOM;NEUT;SG
grond	zemljo	grond	zemlja	N;SG	N;ACC;FEM;SG
spesies	vrste	spesie	vrsta	N;PL	N;NOM;FEM;PL
beroep	poklic	beroep	poklic	N;SG	N;NOM;MASC;SG
lede	člane	lid	član	N;PL	N;ACC;MASC;PL
lede	poslanci	lid	poslanec	N;PL	N;NOM;MASC;PL
lede	članice	lid	članica	N;PL	N;NOM;FEM;PL
lede	člani	lid	član	N;PL	N;NOM;MASC;PL
historiese	zgodovinski	histories	zgodovinski	ADJ;NOM	ADJ;NOM;MASC;SG
historiese	zgodovinska	histories	zgodovinski	ADJ;NOM	ADJ;NOM;FEM;SG
historiese	zgodovinsko	histories	zgodovinski	ADJ;NOM	ADJ;NOM;NEUT;SG
historiese	zgodovinski	histories	zgodovinski	ADJ;NOM	ADJ;NOM;MASC;SG
historiese	zgodovinsko	histories	zgodovinski	ADJ;NOM	ADJ;NOM;NEUT;SG
historiese	zgodovinska	histories	zgodovinski	ADJ;NOM	ADJ;NOM;FEM;SG
historiese	zgodovinske	histories	zgodovinski	ADJ;NOM	ADJ;NOM;FEM;PL
minister	ministrica	minister	ministrica	N;SG	N;NOM;FEM;SG
minister	minister	minister	minister	N;SG	N;NOM;MASC;SG
span	ekipa	span	ekipa	N;SG	N;NOM;FEM;SG
span	team	span	teama	N;SG	N;NOM;MASC;SG
ontwikkeling	razvoj	ontwikkeling	razvoj	N;SG	N;NOM;MASC;SG
dele	deli	deel	del	N;PL	N;NOM;MASC;PL
distrik	okrožje	distrik	okrožje	N;SG	N;NOM;NEUT;SG
gewen	pridobil	wen	pridobiti	V;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
gewen	zmagali	wen	zmagati	V;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP
gewen	zmagala	wen	zmagati	V;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP
gewen	zmagal	wen	zmagati	V;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
god	boga	god	bog	N;SG	N;ACC;MASC;SG
god	bog	god	bog	N;SG	N;NOM;MASC;SG
pad	pot	pad	pot	N;SG	N;NOM;FEM;SG
pad	cesta	pad	cesta	N;SG	N;NOM;FEM;SG
militêre	vojaška	militêr	vojaški	ADJ;NOM	ADJ;NOM;FEM;SG
militêre	vojaški	militêr	vojaški	ADJ;NOM	ADJ;NOM;MASC;SG
militêre	vojaško	militêr	vojaški	ADJ;NOM	ADJ;NOM;NEUT;SG
inligting	obveščanje	inligting	obveščanje	N;SG	N;NOM;NEUT;SG
inligting	informacija	inligting	informacija	N;SG	N;NOM;FEM;SG
inligting	podatek	inligting	podatek	N;SG	N;NOM;MASC;SG
veroorsaak	povzročila	veroorsaak	povzročiti	V;PRS	V;PFV;FEM;SG;V.PTCP
veroorsaak	povzročil	veroorsaak	povzročiti	V;PRS	V;PFV;MASC;SG;V.PTCP
ontdek	odkriti	ontdek	odkriti	V;PRS	V;PFV;NFIN
ontdek	odkrili	ontdek	odkriti	V;PRS	V;PFV;MASC;PL;V.PTCP
oorspronklike	prvotna	oorspronklik	prvoten	ADJ;NOM	ADJ;NOM;FEM;SG
oorspronklike	izvirno	oorspronklik	izviren	ADJ;NOM	ADJ;NOM;NEUT;SG
oorspronklike	prvotni	oorspronklik	prvoten	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
katolieke	katoliško	katoliek	katoliški	ADJ;NOM	ADJ;NOM;NEUT;SG
katolieke	katoliški	katoliek	katoliški	ADJ;NOM	ADJ;NOM;MASC;SG
katolieke	katoliška	katoliek	katoliški	ADJ;NOM	ADJ;NOM;FEM;SG
boek	knjigo	boek	knjiga	N;SG	N;ACC;FEM;SG
boek	knjiga	boek	knjiga	N;SG	N;NOM;FEM;SG
artikels	členi	artikel	člen	N;PL	N;NOM;MASC;PL
artikels	članki	artikel	članek	N;PL	N;NOM;MASC;PL
artikels	izdelki	artikel	izdelek	N;PL	N;NOM;MASC;PL
artikels	poglavji	artikel	poglavje	N;PL	N;NOM;NEUT;PL
artikels	oddelki	artikel	oddelek	N;PL	N;NOM;MASC;PL
aanvanklik	sprva	aanvanklik	sprva	ADV	ADV
aanvanklik	prvotno	aanvanklik	prvotno	ADV	ADV
kalender	koledar	kalender	koledar	N;SG	N;NOM;MASC;SG
wet	pravo	wet	pravo	N;SG	N;NOM;NEUT;SG
wet	zakon	wet	zakon	N;SG	N;NOM;MASC;SG
wet	dejanje	wet	dejanje	N;SG	N;NOM;NEUT;SG
wet	akt	wet	akt	N;SG	N;NOM;MASC;SG
val	spusti	val	spustiti	V;PRS	V;PFV;IND;SG;3;PRS;FIN
val	izpusti	val	izpustiti	V;PRS	V;PFV;IND;SG;3;PRS;FIN
val	padlo	val	pasti	V;PRS	V;PFV;NEUT;SG;V.PTCP
val	padel	val	pasti	V;PRS	V;PFV;MASC;SG;V.PTCP
predikant	duhovščina	predikant	duhovščina	N;SG	N;NOM;FEM;SG
omgewing	okolje	omgewing	okolje	N;SG	N;NOM;NEUT;SG
omgewing	območje	omgewing	območje	N;SG	N;NOM;NEUT;SG
omgewing	površina	omgewing	površina	N;SG	N;NOM;FEM;SG
omgewing	področje	omgewing	področje	N;SG	N;NOM;NEUT;SG
lid	članica	lid	članica	N;SG	N;NOM;FEM;SG
lid	član	lid	član	N;SG	N;NOM;MASC;SG
lid	poslanec	lid	poslanec	N;SG	N;NOM;MASC;SG
voormalige	nekdanje	voormalig	nekdanji	ADJ;NOM	ADJ;NOM;FEM;PL
voormalige	nekdanja	voormalig	nekdanji	ADJ;NOM	ADJ;NOM;FEM;SG
voormalige	nekdanji	voormalig	nekdanji	ADJ;NOM	ADJ;NOM;MASC;SG
grens	meja	grens	meja	N;SG	N;NOM;FEM;SG
grens	mejo	grens	meja	N;SG	N;ACC;FEM;SG
grens	meji	grens	meja	N;SG	N;NOM;FEM;SG
skeidsregter	sodnik	skeidsregter	sodnik	N;SG	N;NOM;MASC;SG
ouderdom	starost	ouderdom	starost	N;SG	N;NOM;FEM;SG
diens	storitev	diens	storitev	N;SG	N;NOM;FEM;SG
diens	servis	diens	servis	N;SG	N;NOM;MASC;SG
noordelike	severovzhodno	noordelik	severovzhoden	ADJ;NOM	ADJ;NOM;NEUT;SG
noordelike	severna	noordelik	severen	ADJ;NOM	ADJ;NOM;FEM;SG
noordelike	severni	noordelik	severen	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
noordelike	severne	noordelik	severen	ADJ;NOM	ADJ;NOM;FEM;PL
vind	poišči	vind	poiskati	V;PRS	V;PFV;IMP;SG;2;FIN
vind	najdi	vind	najdi	V;PRS	V;PFV;IMP;SG;2;FIN
woorde	besed	woord	beseda	N;PL	N;GEN;FEM;PL
woorde	besede	woord	beseda	N;PL	N;NOM;FEM;PL
verkiesing	izvolitev	verkiesing	izvolitev	N;SG	N;NOM;FEM;SG
verbind	poveži	verbind	povežiti	V;PRS	V;PFV;IND;SG;2;PRS;FIN
geval	case	geval	cas	N;SG	N;NOM;MASC;SG
geval	zaboj	geval	zaboj	N;SG	N;NOM;MASC;SG
geval	primer	geval	primer	N;SG	N;NOM;MASC;SG
unie	union	unie	union	N;SG	N;NOM;MASC;SG
unie	unije	unie	unija	N;SG	N;GEN;FEM;SG
unie	unija	unie	unija	N;SG	N;NOM;FEM;SG
unie	sindikat	unie	sindikat	N;SG	N;NOM;MASC;SG
griekse	grk	grieks	grk	N;SG	N;NOM;MASC;SG
werke	zaposlitve	werk	zaposlitev	N;PL	N;NOM;FEM;PL
sterre	iskrice	sterr	iskrica	N;PL	N;NOM;FEM;PL
sterre	bari	sterr	bar	N;PL	N;NOM;MASC;PL
sterre	rešetke	sterr	rešetek	N;PL	N;ACC;MASC;PL
sterre	bare	sterr	bar	N;PL	N;ACC;MASC;PL
sterre	palice	sterr	palica	N;PL	N;NOM;FEM;PL
sterre	zvezde	sterr	zvezda	N;PL	N;NOM;FEM;PL
sterre	zvezdice	sterr	zvezdica	N;PL	N;NOM;FEM;PL
sterre	zvezd	sterr	zvezda	N;PL	N;GEN;FEM;PL
slag	bitka	slag	bitka	N;SG	N;NOM;FEM;SG
slag	bitko	slag	bitko	N;SG	N;ACC;FEM;SG
deelstaat	stanje	deelstaat	stanje	N;SG	N;NOM;NEUT;SG
deelstaat	država	deelstaat	država	N;SG	N;NOM;FEM;SG
oseaan	ocean	oseaan	ocean	N;SG	N;NOM;MASC;SG
help	pomagajte	help	pomagati	V;PRS	V;IMP;PL;2;FIN
museum	muzej	museum	muzej	N;SG	N;NOM;MASC;SG
probeer	poizkusi	probeer	poizkus	V;PRS	V;PFV;IND;PL;2;FIN
bome	dreves	bome	drevo	N;PL	N;GEN;NEUT;PL
bome	drevesa	bome	drevo	N;PL	N;NOM;NEUT;PL
kilometer	kilometer	kilometer	kilometer	N;SG	N;NOM;MASC;SG
stelsel	sistem	stelsel	sistem	N;SG	N;NOM;MASC;SG
raad	svetovanje	raad	svetovanje	N;SG	N;NOM;NEUT;SG
raad	nasvet	raad	nasvet	N;SG	N;NOM;MASC;SG
raad	svet	raad	svet	N;SG	N;NOM;MASC;SG
raad	sveta	raad	svet	N;SG	N;NOM;MASC;SG
dorpe	mesta	dorpe	mesto	N;PL	N;NOM;NEUT;PL
dorpe	mest	dorpe	mesto	N;PL	N;GEN;NEUT;PL
stede	mest	stede	mesto	N;PL	N;GEN;NEUT;PL
stede	mesta	stede	mesto	N;PL	N;NOM;NEUT;PL
stede	mesti	stede	mesto	N;PL	N;NOM;NEUT;PL
klub	klub	klub	klub	N;SG	N;NOM;MASC;SG
klub	club	klub	club	N;SG	N;NOM;MASC;SG
vader	oče	vader	oče	N;SG	N;NOM;MASC;SG
ster	zvezdica	ster	zvezdica	N;SG	N;NOM;FEM;SG
ster	zvezdo	ster	zvezda	N;SG	N;ACC;FEM;SG
ster	zvezda	ster	zvezda	N;SG	N;NOM;FEM;SG
vanuit	iz	vanuit	iz	ADP	ADP;GEN
vanuit	od	vanuit	od	ADP	ADP;GEN
skakel	poveži	skakel	povežiti	V;PRS	V;PFV;IND;SG;2;PRS;FIN
skakel	pokliči	skakel	poklic	V;PRS	V;PFV;IMP;SG;2;FIN
skakel	pokličite	skakel	poklicati	V;PRS	V;PFV;IMP;PL;2;FIN
genus	rodu	genus	rod	N;SG	N;GEN;MASC;SG
genus	rod	genus	rod	N;SG	N;NOM;MASC;SG
weke	tedne	week	teden	N;PL	N;ACC;MASC;PL
weke	tednov	week	teden	N;PL	N;GEN;MASC;PL
weke	tedni	week	teden	N;PL	N;NOM;MASC;PL
weke	tednih	week	teden	N;PL	N;ESS;MASC;PL
lyk	zgleda	lyk	zgledati		
vergadering	seji	vergadering	seja	N;SG	N;NOM;FEM;SG
vergadering	srečanje	vergadering	srečanje	N;SG	N;NOM;NEUT;SG
vergadering	sestanek	vergadering	sestanek	N;SG	N;NOM;MASC;SG
orde	red	orde	red	N;SG	N;NOM;MASC;SG
orde	naročilo	orde	naročiti	N;SG	N;NOM;NEUT;SG
loop	hodi	loop	hoditi	V;PRS	V;IPFV;IND;SG;3;PRS;FIN
nooit	nikdar	nooit	nikdar	ADV	ADV
nooit	nikoli	nooit	nikoli	ADV	ADV
antieke	starodavni	antiek	starodaven	ADJ;NOM	ADJ;NOM;MASC;SG
antieke	starodavna	antiek	starodaven	ADJ;NOM	ADJ;NOM;FEM;SG
antieke	starodavne	antiek	starodaven	ADJ;NOM	ADJ;NOM;FEM;PL
antieke	starodavno	antiek	starodaven	ADJ;NOM	ADJ;NOM;NEUT;SG
uitgawe	izdaja	uitgawe	izdajati	N;SG	N;NOM;FEM;SG
verkry	pridobi	verkry	pridobiti	V;PRS	V;PFV;IND;SG;3;PRS;FIN
verkry	pridobijo	verkry	pridobiti	V;PRS	V;PFV;IND;PL;3;PRS;FIN
voël	ptica	voël	ptica	N;SG	N;NOM;FEM;SG
voël	ptiček	voël	ptiček	N;SG	N;NOM;MASC;SG
voël	ptič	voël	ptič	N;SG	N;NOM;MASC;SG
vierde	četrto	vierde	četrti	ADJ;NOM	ADJ;NOM;NEUT;SG
vierde	četrta	vierde	četrti	ADJ;NOM	ADJ;NOM;FEM;SG
vierde	četrti	vierde	četrti	ADJ;NOM	ADJ;NOM;MASC;SG
hoër	višja	hoog	visok	ADJ;NOM;CMPR	ADJ;NOM;CMPR;FEM;SG
hoër	višji	hoog	visok	ADJ;NOM;CMPR	ADJ;NOM;DEF;CMPR;MASC;SG
hoër	višje	hoog	visok	ADJ;NOM;CMPR	ADJ;NOM;CMPR;NEUT;SG
groei	rast	groei	rast	N;SG	N;NOM;FEM;SG
foto	photo	foto	phota	N;SG	N;NOM;MASC;SG
foto	foto	foto	foto	N;SG	N;NOM;MASC;SG
foto	fotografijo	foto	fotografija	N;SG	N;ACC;FEM;SG
foto	fotografija	foto	fotografija	N;SG	N;NOM;FEM;SG
verloor	izgubil	verloor	izgubiti	V;PRS	V;PFV;MASC;SG;V.PTCP
sewe	sedem	sewe	sedem	NUM	NUM;NOM;PL
oorspronklik	prvotno	oorspronklik	prvotno	ADV	ADV
voorbeeld	vzorec	voorbeeld	vzorec	N;SG	N;NOM;MASC;SG
voorbeeld	zgled	voorbeeld	zgled	N;SG	N;NOM;MASC;SG
voorbeeld	primer	voorbeeld	primer	N;SG	N;NOM;MASC;SG
voorsitter	stol	voorsitter	stol	N;SG	N;NOM;MASC;SG
sterf	umreti	sterf	umreti	V;PRS	V;PFV;NFIN
sterf	umrl	sterf	umreti	V;PRS	V;PFV;MASC;SG;V.PTCP
bevestig	potrdi	bevestig	potrd	V;PRS	V;PFV;IND;SG;3;PRS;FIN
klas	razred	klas	razred	N;SG	N;NOM;MASC;SG
klas	pouk	klas	pouk	N;SG	N;NOM;MASC;SG
vertoon	razkril	vertoon	razkriti	V;PRS	V;PFV;MASC;SG;V.PTCP
vertoon	razkrili	vertoon	razkriti	V;PRS	V;PFV;MASC;PL;V.PTCP
vertoon	razkriti	vertoon	razkriti	V;PRS	V;PFV;NFIN
altyd	vedno	altyd	vedno	ADV	ADV
altyd	zmeraj	altyd	zmeraj	ADV	ADV
txt	txt	txt	txt	N;SG	N;NOM;MASC;SG
punt	dot	punt	dot	N;SG	N;NOM;MASC;SG
punt	piko	punt	pika	N;SG	N;ACC;FEM;SG
punt	pika	punt	pika	N;SG	N;NOM;FEM;SG
punt	točka	punt	točka	N;SG	N;NOM;FEM;SG
punt	point	punt	point	N;SG	N;NOM;MASC;SG
punt	točko	punt	točka	N;SG	N;ACC;FEM;SG
vroue	ženskam	vrou	ženska	N;PL	N;DAT;FEM;PL
vroue	žensk	vrou	ženska	N;PL	N;GEN;FEM;PL
vroue	ženske	vrou	ženska	N;PL	N;NOM;FEM;PL
betrokke	zaročen	betrek	zaročen	ADJ;NOM	ADJ;NOM;INDF;MASC;SG;V.PTCP
betrokke	zaročena	betrek	zaročen	ADJ;NOM	ADJ;NOM;FEM;SG;V.PTCP
week	teden	week	teden	N;SG	N;INAN;ACC;MASC;SG
stadium	faza	stadium	faza	N;SG	N;NOM;FEM;SG
stadium	oder	stadium	oder	N;SG	N;NOM;MASC;SG
geskep	ustvaril	skep	ustvariti	V;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
openbare	javna	openbaar	javen	ADJ;NOM	ADJ;NOM;FEM;SG
akteur	igralec	akteur	igralec	N;SG	N;NOM;MASC;SG
natuurlike	naravni	natuurlik	naraven	ADJ;NOM	ADJ;NOM;MASC;SG
natuurlike	naraven	natuurlik	naraven	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
natuurlike	naravno	natuurlik	naraven	ADJ;NOM	ADJ;NOM;NEUT;SG
natuurlike	naravna	natuurlik	naraven	ADJ;NOM	ADJ;NOM;FEM;SG
natuurlike	naravne	natuurlik	naraven	ADJ;NOM	ADJ;NOM;FEM;PL
amptelik	uradno	amptelik	uradno	ADV	ADV
loopbaan	kariera	loopbaan	kariera	N;SG	N;NOM;FEM;SG
loopbaan	kariero	loopbaan	kariera	N;SG	N;ACC;FEM;SG
skep	ustvarjati	skep	ustvarjati	V;PRS	V;IPFV;NFIN
skep	ustvariti	skep	ustvariti	V;PRS	V;PFV;NFIN
skep	ustvari	skep	ustvariti	V;PRS	V;PFV;IND;SG;3;PRS;FIN
olimpiese	olimpijski	olimpies	olimpijski	ADJ;NOM	ADJ;NOM;MASC;PL
dogter	hčerka	dogter	hčerka	N;SG	N;NOM;FEM;SG
dogter	hči	dogter	hči	N;SG	N;NOM;FEM;SG
dra	nositi	dra	nositi	V;PRS	V;IPFV;NFIN
dra	prispevati	dra	prispevati	V;PRS	V;NFIN
verteenwoordig	predstavljal	verteenwoordig	predstavljati	V;PRS	V;IPFV;MASC;SG;V.PTCP
verteenwoordig	predstavlja	verteenwoordig	predstavljati	V;PRS	V;IPFV;IND;SG;3;PRS;FIN
verteenwoordig	zastopa	verteenwoordig	zastop	V;PRS	V;IPFV;IND;SG;3;PRS;FIN
verteenwoordig	zastopati	verteenwoordig	zastopati	V;PRS	V;IPFV;NFIN
verteenwoordig	predstavljajo	verteenwoordig	predstavljati	V;PRS	V;IPFV;IND;PL;3;PRS;FIN
boeke	knjige	boeke	knjiga	N;PL	N;NOM;FEM;PL
boeke	knjig	boeke	knjiga	N;PL	N;GEN;FEM;PL
geplaas	objavil	plaas	objaviti	V;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
etniese	etnične	etnies	etničen	ADJ;NOM	ADJ;NOM;FEM;PL
kus	obalo	kus	obala	N;SG	N;ACC;FEM;SG
kus	obala	kus	obala	N;SG	N;NOM;FEM;SG
gepubliseer	živeti	publiseer	živeti	V;PST;V.PTCP	V;IPFV;NFIN
gepubliseer	živel	publiseer	živeti	V;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
gepubliseer	živeli	publiseer	živeti	V;PST;V.PTCP	V;IPFV;MASC;PL;V.PTCP
gepubliseer	živela	publiseer	živeti	V;PST;V.PTCP	V;IPFV;FEM;SG;V.PTCP
super	super	super	super		
bring	prinesi	bring	prinesti	V;PRS	V;PFV;IMP;SG;2;FIN
geld	denar	geld	denar	N;SG	N;NOM;MASC;SG
verdere	nadaljnje	verder	nadaljnji	ADJ;NOM	ADJ;NOM;NEUT;SG
leier	vodja	leier	vodja	N;SG	N;NOM;MASC;SG
leier	leader	leier	leader	N;SG	N;NOM;MASC;SG
boom	drevo	boom	drevo	N;SG	N;NOM;NEUT;SG
boom	boom	boom	biti	N;SG	N;NOM;MASC;SG
boom	bum	boom	bum	N;SG	N;NOM;MASC;SG
rolprent	film	rolprent	film	N;SG	N;NOM;MASC;SG
rolprent	film	rolprent	film	N;SG	N;NOM;MASC;SG
westelike	zahodna	westelik	zahoden	ADJ;NOM	ADJ;NOM;FEM;SG
westelike	zahodni	westelik	zahoden	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
tradisionele	tradicionalna	tradisioneel	tradicionalen	ADJ;NOM	ADJ;NOM;FEM;SG
tradisionele	tradicionalni	tradisioneel	tradicionalen	ADJ;NOM	ADJ;NOM;MASC;SG
tradisionele	tradicionalne	tradisioneel	tradicionalen	ADJ;NOM	ADJ;NOM;FEM;PL
tradisionele	tradicionalen	tradisioneel	tradicionalen	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
verdeel	razdeli	verdeel	razdeti	V;PRS	V;PFV;IND;SG;3;PRS;FIN
beweging	predlog	beweging	predlog	N;SG	N;NOM;MASC;SG
beweging	gibanje	beweging	gibanje	N;SG	N;NOM;NEUT;SG
beweging	premikanje	beweging	premikanje	N;SG	N;NOM;NEUT;SG
beweging	gibanje	beweging	gibanje	N;SG	N;NOM;NEUT;SG
japannese	japonski	japannees	japonski	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
japannese	japonsko	japannees	japonski	ADJ;NOM	ADJ;NOM;NEUT;SG
japannese	japonska	japannees	japonski	ADJ;NOM	ADJ;NOM;FEM;SG
diere	živali	dier	žival	N;PL	N;NOM;FEM;PL
beter	bolje	goed	dobro	ADV;CMPR	ADV;CMPR
punte	točk	punt	točka	N;PL	N;GEN;FEM;PL
punte	točke	punt	točka	N;PL	N;NOM;FEM;PL
kulturele	kulturno	kultureel	kulturen	ADJ;NOM	ADJ;NOM;NEUT;SG
kulturele	kulturne	kultureel	kulturen	ADJ;NOM	ADJ;NOM;FEM;PL
kulturele	kulturni	kultureel	kulturen	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
kulturele	kulturna	kultureel	kulturen	ADJ;NOM	ADJ;NOM;FEM;SG
liggaam	truplo	liggaam	truplo	N;SG	N;NOM;NEUT;SG
liggaam	body	liggaam	body	N;SG	N;NOM;MASC;SG
liggaam	telo	liggaam	telo	N;SG	N;NOM;NEUT;SG
wen	zmagala	wen	zmagati	V;PRS	V;PFV;FEM;SG;V.PTCP
wen	zmagal	wen	zmagati	V;PRS	V;PFV;MASC;SG;V.PTCP
basis	baza	basis	baza	N;SG	N;NOM;FEM;SG
basis	osnova	basis	osnova	N;SG	N;NOM;FEM;SG
basis	oporišče	basis	oporišče	N;SG	N;NOM;NEUT;SG
verlaat	zapusti	verlaat	zapustiti	V;PRS	V;PFV;IND;SG;3;PRS;FIN
magte	sile	mag	sila	N;PL	N;NOM;FEM;PL
goewerneur	guverner	goewerneur	guverner	N;SG	N;NOM;MASC;SG
kultuur	kulturo	kultuur	kultura	N;SG	N;ACC;FEM;SG
kultuur	kultura	kultuur	kultura	N;SG	N;NOM;FEM;SG
kaart	zemljevid	kaart	zemljevid	N;SG	N;NOM;MASC;SG
oorsprong	izvor	oorsprong	izvor	N;SG	N;NOM;MASC;SG
oorsprong	poreklo	oorsprong	poreklo	N;SG	N;NOM;NEUT;SG
kennis	znanec	kennis	znanec	N;SG	N;NOM;MASC;SG
kennis	poznavanje	kennis	poznavanje	N;SG	N;NOM;NEUT;SG
kennis	znanje	kennis	znanje	N;SG	N;NOM;NEUT;SG
parlement	parlament	parlement	parlament	N;SG	N;NOM;MASC;SG
sosiale	socialno	sosiaal	socialen	ADJ;NOM	ADJ;NOM;NEUT;SG
sosiale	družabni	sosiaal	družaben	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
sosiale	družabno	sosiaal	družabno	ADJ;NOM	ADJ;NOM;NEUT;SG
sosiale	socialne	sosiaal	socialen	ADJ;NOM	ADJ;NOM;FEM;PL
sosiale	socialna	sosiaal	socialen	ADJ;NOM	ADJ;NOM;FEM;SG
sosiale	družbena	sosiaal	družben	ADJ;NOM	ADJ;NOM;FEM;SG
geboue	stavbe	bou	stavba	N;PL	N;NOM;FEM;PL
geboue	stavb	bou	stavba	N;PL	N;GEN;FEM;PL
geboue	poslopja	bou	poslopje	N;PL	N;NOM;NEUT;PL
geboue	zgradbe	bou	zgradba	N;PL	N;NOM;FEM;PL
gebring	prinesel	bring	prinesti	V;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
stem	glasujte	stem	glasovati	V;PRS	V;IMP;PL;2;FIN
vroeër	prej	vroeg	prej	ADV;CMPR	ADV;CMPR
energie	energija	energie	energija	N;SG	N;NOM;FEM;SG
energie	energijo	energie	energija	N;SG	N;ACC;FEM;SG
energie	energetika	energie	energetika	N;SG	N;NOM;FEM;SG
boere	kmetovalci	boer	kmetovalec	N;PL	N;NOM;MASC;PL
boere	kmete	boer	kmet	N;PL	N;ACC;MASC;PL
boere	kmetje	boer	kmet	N;PL	N;NOM;MASC;PL
boere	kmeti	boer	kmet	N;PL	N;NOM;MASC;PL
prys	cena	prys	cena	N;SG	N;NOM;FEM;SG
prys	nagrada	prys	nagrada	N;SG	N;NOM;FEM;SG
prys	nagrado	prys	nagrada	N;SG	N;ACC;FEM;SG
ligging	lokacija	ligging	lokacija	N;SG	N;NOM;FEM;SG
ligging	lokacijo	ligging	lokacija	N;SG	N;ACC;FEM;SG
broer	bratec	broer	bratec	N;SG	N;NOM;MASC;SG
broer	brat	broer	brat	N;SG	N;NOM;MASC;SG
studente	dijaki	student	dijak	N;PL	N;NOM;MASC;PL
studente	študentje	student	študent	N;PL	N;NOM;MASC;PL
studente	študenti	student	študent	N;PL	N;NOM;MASC;PL
studente	študente	student	študent	N;PL	N;ACC;MASC;PL
studente	učenci	student	učenec	N;PL	N;NOM;MASC;PL
gemeenskap	družbo	gemeenskap	družba	N;SG	N;ACC;FEM;SG
gemeenskap	društvo	gemeenskap	društvo	N;SG	N;NOM;NEUT;SG
gemeenskap	družba	gemeenskap	družba	N;SG	N;NOM;FEM;SG
gemeenskap	skupnost	gemeenskap	skupnost	N;SG	N;NOM;FEM;SG
berg	gora	berg	gora	N;SG	N;NOM;FEM;SG
berg	planina	berg	planina	N;SG	N;NOM;FEM;SG
berg	goro	berg	gora	N;SG	N;ACC;FEM;SG
berlyn	berlin	berlyn	berlin	N;SG	N;NOM;MASC;SG
oppervlak	površino	oppervlak	površina	N;SG	N;ACC;FEM;SG
oppervlak	površje	oppervlak	površje	N;SG	N;NOM;NEUT;SG
oppervlak	ploskev	oppervlak	ploskv	N;SG	N;GEN;MASC;SG
bronne	vire	bron	vir	N;PL	N;ACC;MASC;PL
bronne	viri	bron	vir	N;PL	N;NOM;MASC;PL
beleid	politika	beleid	politika	N;SG	N;NOM;FEM;SG
album	album	album	album	N;SG	N;NOM;MASC;SG
album	albuma	album	album	N;SG	N;GEN;MASC;SG
voorheen	predhodno	voorheen	predhodno	ADV	ADV
vertrek	odhod	vertrek	odhod	N;SG	N;NOM;MASC;SG
iets	nekaj	iets	nekaj	PRO	PRO;ACC;NEUT;SG
meerderheid	večina	meerderheid	večina	N;SG	N;NOM;FEM;SG
meerderheid	večini	meerderheid	večina	N;SG	N;DAT;FEM;SG
asië	azija	asië	azija	N;SG	N;NOM;FEM;SG
lees	preberite	lees	prebrati	V;PRS	V;PFV;IMP;PL;2;FIN
onderwys	izobrazba	onderwys	izobrazba	N;SG	N;NOM;FEM;SG
onderwys	izobraževanja	onderwys	izobraževanje	N;SG	N;GEN;NEUT;SG
onderwys	izobraževanje	onderwys	izobraževanje	N;SG	N;NOM;NEUT;SG
periode	obdobje	periode	obdobje	N;SG	N;NOM;NEUT;SG
agt	osem	agt	osem	NUM	NUM;NOM;PL
lengte	dolžina	lengte	dolžina	N;SG	N;NOM;FEM;SG
manier	pot	manier	pot	N;SG	N;NOM;FEM;SG
manier	način	manier	način	N;SG	N;NOM;MASC;SG
buitelandse	tuje	buitelands	tuj	ADJ;NOM	ADJ;NOM;FEM;PL
buitelandse	tuja	buitelands	tuj	ADJ;NOM	ADJ;NOM;FEM;SG
buitelandse	tuji	buitelands	tuj	ADJ;NOM	ADJ;NOM;MASC;PL
aangebied	ponudil	aanbied	ponuditi	V;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
aangebied	gostil	aanbied	gostiti	V;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
aangebied	gostila	aanbied	gostiti	V;PST;V.PTCP	V;IPFV;FEM;SG;V.PTCP
verskeidenheid	raznolikosti	verskeidenheid	raznolikost	N;SG	N;GEN;FEM;SG
verskeidenheid	raznovrstnost	verskeidenheid	raznovrstnost	N;SG	N;NOM;FEM;SG
