den	میرا	den	میں	PRO;DEF;MASC+FEM;SG	PRO;NOM;SG;1
bild	خاکہ	bild	خاکہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
göra	دیکھنا	göra	دیکھ	V;IMP;FIN;ACT	V;NFIN
göra	بچارنا	göra	بچار	V;IMP;FIN;ACT	V;NFIN;ACT
göra	پکانا	göra	پکانا	V;IMP;FIN;ACT	V;MASC;SG;V.PTCP;ACT
göra	بخشنا	göra	بخشنا	V;IMP;FIN;ACT	V;SG;ACT
göra	سنوارنا	göra	سنوار	V;IMP;FIN;ACT	V;MASC;SG;NFIN;ACT
göra	کارروائی.	göra	کارروائی.	V;IMP;FIN;ACT	V;PFV;FEM;SG;V.PTCP;ACT
göra	دیکھنا	göra	دیکھ	V;IMP;FIN;ACT	V;NFIN
göra	بچارنا	göra	بچار	V;IMP;FIN;ACT	V;NFIN;ACT
göra	پکانا	göra	پکانا	V;IMP;FIN;ACT	V;MASC;SG;V.PTCP;ACT
göra	بخشنا	göra	بخشنا	V;IMP;FIN;ACT	V;SG;ACT
göra	کرنا	göra	کر	V;IMP;FIN;ACT	V;MASC;SG;NFIN;ACT
göra	سنوارنا	göra	سنوار	V;IMP;FIN;ACT	V;MASC;SG;NFIN;ACT
göra	کارروائی.	göra	کارروائی.	V;IMP;FIN;ACT	V;PFV;FEM;SG;V.PTCP;ACT
göra	پکانا	göra	پکانا	V;IMP;FIN;ACT	V;MASC;SG;V.PTCP;ACT
göra	سمجھنا	göra	سمجھ	V;IMP;FIN;ACT	V;MASC;SG;NFIN;ACT
göra	پکانا	göra	پکانا	V;IMP;FIN;ACT	V;MASC;SG;V.PTCP;ACT
göra	سمجھنا	göra	سمجھ	V;IMP;FIN;ACT	V;MASC;SG;NFIN;ACT
göra	بنانا	göra	بنا	V;IMP;FIN;ACT	V;MASC;SG;NFIN;ACT
band	پٹی	band	پٹی	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
rock	دولت	rock	دولت	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
sista	سابقہ	sista	سابقہ	ADJ;NOM;DEF;RL	ADJ
sista	واحد	sista	واحد	ADJ;NOM;DEF;RL	ADJ
sista	سابقہ	sista	سابقہ	ADJ;NOM;DEF;RL	ADJ
sista	واحد	sista	واحد	ADJ;NOM;DEF;RL	ADJ
hett	مشتاقانہ.	hett	مشتاقانہ.	ADJ;NOM;INDF;NEUT;SG	ADJ
hett	برانگیختہ	hett	برانگیختہ	ADJ;NOM;INDF;NEUT;SG	ADJ
hett	سرگرم	hett	سرگرم	ADJ;NOM;INDF;NEUT;SG	ADJ
höjd	بلند	höja	بلند	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ
höjd	بلند	höja	بلند	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ
säsongen	گرمی	säsong	گرمی	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
poäng	نمبر	poäng	نمبر	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
poäng	لکیر	poäng	لکیر	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
poäng	سلسلہ	poäng	سلسلہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
poäng	سطر	poäng	سطر	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
poäng	برتر	poäng	برتر	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
poäng	نشان	poäng	نشان	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
poäng	معاملہ	poäng	معاملہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
poäng	سرا	poäng	سرا	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
poäng	تفصیل	poäng	تفصیل	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
poäng	نکتہ	poäng	نکتہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
poäng	فائدہ	poäng	فائدہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
poäng	خصوصیت	poäng	خصوصیت	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
poäng	امتیاز	poäng	امتیاز	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
poäng	مصلحت	poäng	مصلحت	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
poäng	محل	poäng	محل	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
poäng	درجہ	poäng	درجہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
poäng	معاملہ	poäng	معاملہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
poäng	سرا	poäng	سرا	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
poäng	تفصیل	poäng	تفصیل	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
poäng	نکتہ	poäng	نکتہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
poäng	فائدہ	poäng	فائدہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
poäng	خصوصیت	poäng	خصوصیت	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
poäng	امتیاز	poäng	امتیاز	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
poäng	مصلحت	poäng	مصلحت	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
poäng	محل	poäng	محل	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
poäng	درجہ	poäng	درجہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
poäng	معاملہ	poäng	معاملہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
sätt	کاروبار	sätt	کاروبار	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
sätt	لحاظ	sätt	لحاظ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
sätt	قسم	sätt	قسم	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
sätt	پیشہ	sätt	پیشہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
sätt	سڑک	sätt	سڑک	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
sätt	کاروبار	sätt	کاروبار	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
sätt	لحاظ	sätt	لحاظ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
sätt	قسم	sätt	قسم	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
sätt	راستہ	sätt	راستہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
sätt	پیشہ	sätt	پیشہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
sätt	سڑک	sätt	سڑک	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
sätt	طریقہ	sätt	طریقہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
stad	بلدیہ	stad	بلدیہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
area	رقبہ	are	رقبہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
franska	سوئزرلینڈ	fransk	سوئزرلینڈ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
vilken	کس	vilken	کون	PRO;INDF;MASC+FEM;SG	PRO;NOM;SG;3
fall	حادثہ	fall	حادثہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
fall	واقعہ	fall	واقعہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
fall	معاملہ	fall	معاملہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
fall	تال	fall	تال	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
fall	زوال	fall	زوال	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
fall	تال	fall	تال	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
tiden	دور	tid	دور	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
tiden	عہد	tid	عہد	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
tiden	دور	tid	دور	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
bästa	پسندیدہ	bra	پسندیدہ	ADJ;NOM;DEF;RL	ADJ
bästa	چیدہ	bra	چیدہ	ADJ;NOM;DEF;RL	ADJ
style	باریک	style	باریک	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
style	انداز	style	انداز	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
style	وضع	style	وضع	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
style	باریک	style	باریک	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
artikeln	مضمون	artikel	مضمون	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
främst	خصوصاً	främst	خصوصاً	ADV;RL	ADV
slutet	تباہی	slut	تباہی	N;NOM;DEF;NEUT;SG	N;NOM;MASC;SG;3
slutet	جواز	slut	جواز	N;NOM;DEF;NEUT;SG	N;NOM;MASC;SG;3
annan	دوسرا	annan	دوسرا	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
film	فلم	film	فلم	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
språk	زبان	språk	زبان	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
språk	زبان	språk	زبان	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
nuvarande	عصری	nuvarande	عصری	ADJ;NOM;PRS;V.PTCP	ADJ
stort	بڑا	stor	بڑا	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;SG
stort	اہم	stor	اہم	ADJ;NOM;INDF;NEUT;SG	ADJ
stort	نمایاں	stor	نمایاں	ADJ;NOM;INDF;NEUT;SG	ADJ
sång	گیت	sång	گیت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sång	شاعری	sång	شاعری	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
samband	نقطہ	samband	نقطہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
samband	سرا	samband	سرا	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
samband	ساتھی	samband	ساتھی	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
samband	اتصال	samband	اتصال	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
samband	موضوع	samband	موضوع	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
samband	معاملہ	samband	معاملہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
samband	نقطہ	samband	نقطہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
samband	سرا	samband	سرا	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
samband	واسطہ	samband	واسطہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
samband	ساتھی	samband	ساتھی	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
samband	اتصال	samband	اتصال	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
samband	موضوع	samband	موضوع	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
samband	میل	samband	میل	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
samband	معاملہ	samband	معاملہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
samband	ارتباط	samband	ارتباط	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
samband	رشتہ	samband	رشتہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
egen	مخصوص-	egen	مخصوص-	ADJ;NOM;MASC+FEM;SG	ADJ
egen	امتیازی	egen	امتیازی	ADJ;NOM;MASC+FEM;SG	ADJ
egen	مخصوص-	egen	مخصوص-	ADJ;NOM;MASC+FEM;SG	ADJ
egen	امتیازی	egen	امتیازی	ADJ;NOM;MASC+FEM;SG	ADJ
tredje	تیسرا	tre	تیسرا	ADJ;NOM	ADJ;NOM;MASC;SG
art	طبقہ	art	طبقہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
art	نوع	art	نوع	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
riket	دائرہ	rike	دائرہ	N;NOM;DEF;NEUT;SG	N;NOM;MASC;SG;3
sidan	پہلو	sida	پہلو	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
sidan	عنصر	sida	عنصر	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
sidan	تحتی	sida	تحتی	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
sidan	رخ	sida	رخ	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
sidan	کھیل	sida	کھیل	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
sidan	کردار	sida	کردار	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
sidan	بازو	sida	بازو	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
sidan	پہلو	sida	پہلو	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
sidan	عنصر	sida	عنصر	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
sidan	تحتی	sida	تحتی	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
sidan	رخ	sida	رخ	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
sidan	کھیل	sida	کھیل	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
sidan	کردار	sida	کردار	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
sidan	بازو	sida	بازو	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
resultat	قصہ	resultat	قصہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
resultat	قضیہ	resultat	قضیہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
resultat	حاصل	resultat	حاصل	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
resultat	حاصل	resultat	حاصل	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
resultat	نتیجہ	resultat	نتیجہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
enda	متحد	enda	متحد	ADJ;NOM	ADJ
enda	متحد	enda	متحد	ADJ;NOM	ADJ
kända	نامور	känd	نامور	ADJ;NOM;PL;PST;V.PTCP	ADJ
form	انداز	form	انداز	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
form	صورت	form	صورت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
form	انداز	form	انداز	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
form	صورت	form	صورت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
form	قاعدہ	form	قاعدہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
form	جنس	form	جنس	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
form	نقشہ	form	نقشہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
form	خاکہ	form	خاکہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
form	قسم	form	قسم	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
form	جماعت	form	جماعت	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
form	ضابطہ	form	ضابطہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
form	رسم	form	رسم	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
form	قاعدہ	form	قاعدہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
form	جنس	form	جنس	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
form	نقشہ	form	نقشہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
form	خاکہ	form	خاکہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
form	قسم	form	قسم	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
form	جماعت	form	جماعت	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
form	ضابطہ	form	ضابطہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
form	رسم	form	رسم	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
form	شکل	form	شکل	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
historia	کہانی	historia	کہانی	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
historia	تذکرہ	historia	تذکرہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
historia	تواریخ	historia	تواریخ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
låten	گیت	låt	گیت	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
låten	شاعری	låt	شاعری	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
albumet	البم	album	البم	N;NOM;DEF;NEUT;SG	N;NOM;MASC;SG;3
lång	فرضی	lång	فرضی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
lång	فرضی	lång	فرضی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
lång	لمبا	lång	لمبا	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC
album	البم	album	البم	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
little	مقدار	littal	مقدار	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
little	قدقامت	littal	قدقامت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
little	مقدار	littal	مقدار	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
little	قدقامت	littal	قدقامت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
division	جنس	division	جنس	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
division	اختلاف	division	اختلاف	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
city	بلدیہ	city	بلدیہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
dag	یوم	dag	یوم	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
dag	دن	dag	دن	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
dag	دور	dag	دور	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
dag	یوم	dag	یوم	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
dag	دن	dag	دن	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
dag	دور	dag	دور	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
dag	روز	dag	روز	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
året	زمانہ	år	زمانہ	N;NOM;DEF;NEUT;SG	N;NOM;MASC;SG;3
året	برس	år	برس	N;NOM;DEF;NEUT;SG	N;NOM;MASC;SG;3
gruppen	گروہ	grupp	گروہ	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
gruppen	جمعیت	grupp	جمعیت	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
gruppen	گروہ	grupp	گروہ	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
gruppen	جمعیت	grupp	جمعیت	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
gruppen	جماعت	grupp	جماعت	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
seed	ورثا	seed	ورثا	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
seed	اولاد	seed	اولاد	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
peak	قیمت	peak	قیمت	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
peak	شرح	peak	شرح	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
peak	خوبی	peak	خوبی	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
peak	قسم	peak	قسم	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bort	مسلسل	bort	مسلسل	ADV	ADV
bort	التزاماً	bort	التزاماً	ADV	ADV
ledamot	ٹکڑا	ledamot	ٹکڑا	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
liv	زندگی	liv	زندگی	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
liv	موقع	liv	موقع	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
liv	اتفاق	liv	اتفاق	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
liv	اعمال	liv	اعمال	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
liv	زندگی	liv	زندگی	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
liv	موقع	liv	موقع	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
liv	اتفاق	liv	اتفاق	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
liv	اعمال	liv	اعمال	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
liv	حیات	liv	شریک_حیات	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
område	رقبہ	område	رقبہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
min	میرا	jag	میں	PRO;DEF;MASC+FEM;SG	PRO;NOM;SG;1
översättning	تقریر	översättning	تقریر	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
kanske	شاید	kanske	شاید	ADV	ADV
världen	زمانے	värld	زمانہ	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
far	موجد	far	موجد	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
far	والد	far	والد	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ytterligare	آگے	ytterlig	آگے	ADV;CMPR	ADV;NOM;MASC;SG;3
guld	زر	guld	زر	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
dotter	دختر	dott	دختر	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
dotter	بیٹی	dott	بیٹی	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
dotter	دختر	dott	دختر	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
god	مناسب	god	مناسب	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
god	اچھا	god	اچھا	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
god	مفید	god	مفید	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
god	موافق	god	موافق	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
god	معقول	god	معقول	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
god	دلچسپ	god	دلچسپ	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
god	پُرکشش	god	پُرکشش	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
grupp	گروہ	grupp	گروہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
grupp	جمعیت	grupp	جمعیت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
grupp	گروہ	grupp	گروہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
grupp	جمعیت	grupp	جمعیت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
grupp	جماعت	grupp	جماعت	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
väl	غالباً	väl	غالباً	ADV	ADV
väl	شاید	väl	شاید	ADV	ADV
rätt	استحقاق	rätt	استحقاق	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
rätt	استحقاق	rätt	استحقاق	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
rätt	کردار	rätt	کردار	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
rätt	کردار	rätt	کردار	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
roll	ڈرامے	roll	ڈرامہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
hjälp	علاج	hjälp	علاج	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
hjälp	مدد	hjälp	مدد	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
hjälp	علاج	hjälp	علاج	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kriget	بیماری	krig	بیماری	N;NOM;DEF;NEUT;SG	N;NOM;FEM;SG;3
klassen	انداز	klass	انداز	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
klassen	وضعداری	klass	وضعداری	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
klassen	ڈویژن	klass	ڈویژن	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
kort	تحقیراً	kort	تحقیراً	ADV	ADV
serie	رسالہ	serie	رسالہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
brittisk	برطانوی	brittisk	برطانوی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
fransk	بری	fransk	بری	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;FEM
tal	تقریر	tal	تقریر	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
tal	ٹولی	tal	ٹولی	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
tal	کمپنی	tal	کمپنی	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
tal	گروہ	tal	گروہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
tal	جماعت	tal	جماعت	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
tal	رقص	tal	رقص	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
world	زمانے	world	زمانہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
august	گرامی	august	گرامی	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
head	فرد	head	فرد	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
head	اسم	head	اسم	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
head	سربراہ	head	سربراہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
head	فرد	head	فرد	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
head	اسم	head	اسم	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
egna	مخصوص-	egen	مخصوص-	ADJ;NOM;PL	ADJ
egna	امتیازی	egen	امتیازی	ADJ;NOM;PL	ADJ
egna	مخصوص-	egen	مخصوص-	ADJ;NOM;PL	ADJ
egna	امتیازی	egen	امتیازی	ADJ;NOM;PL	ADJ
nytt	جدید	ny	جدید	ADJ;NOM;INDF;NEUT;SG	ADJ
nytt	جدید	ny	جدید	ADJ;NOM;INDF;NEUT;SG	ADJ
brittiska	برطانوی	brittisk	برطانوی	ADJ;NOM;PL	ADJ
klubben	گروہ	klubb	گروہ	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
klubben	گروہ	klubb	گروہ	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
yta	رقبہ	yta	رقبہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
vatten	سینچنا.	vatten	سینچنا.	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
