que	که	que	که	CONJ	CONJ
campo	اردو	campo	اردو	N;MASC;SG	N;SG
campo	کمپ	campo	کمپ	N;MASC;SG	N;SG
campo	کامپو	campo	کامپو	N;MASC;SG	N;SG
isla	آیلند	isla	آیلند	N;FEM;SG	N;SG
isla	جزیره	isla	جزیره	N;FEM;SG	N;SG
isla	اسلا	isla	اسلاً	N;FEM;SG	N;SG
conocido	معلوم	conocido	معلوم	ADJ;MASC;SG;V.PTCP	ADJ
http	http	http	http	N	N;SG
países	کشورها	país	کشور	N;MASC;PL	N;PL
frente	جبهه	frente	جبهه	N	N;SG
frente	جلو	frente	جلو	N	N;SG
frente	پیشانی	frente	None	N	N;SG
frente	پیشونی	frente	None	N	N;SG
frente	پیشانیش	frente	پیشانیش	N	N;SG
frente	براو	frente	براو	N	N;SG
antonio	آنتونیو	antonio	آنتونیو	N;MASC;SG	N;SG
director	director	director	director	N;MASC;SG	N;SG
director	کارگردان	director	کارگردان	N;MASC;SG	N;SG
días	روزها	día	روز	N;MASC;PL	N;PL
días	روزهایی	día	روز	N;MASC;PL	N;PL
días	روزای	día	روزا	N;MASC;PL	N;PL
días	روزهای	día	روز	N;MASC;PL	N;PL
versión	نسخۀ	versión	نسخۀ	N;FEM;SG	N;SG
versión	نسخه	versión	نسخه	N;FEM;SG	N;SG
actual	جاری	actual	جاری	ADJ;SG	ADJ
momento	زمانبندی	momento	زمانبندی	N;MASC;SG	N;SG
momento	لحظه	momento	لحظه	N;MASC;SG	N;SG
momento	گشتاور	momento	گشتاور	N;MASC;SG	N;SG
lista	فهرست	lista	فهرست	N;FEM;SG	N;SG
densidad	تراکم	densidad	None	N;FEM;SG	N;SG
densidad	چگالی	densidad	چگالی	N;FEM;SG	N;SG
campeonato	قهرمانی	campeonato	قهرمانی	N;MASC;SG	N;SG
tarde	دیر	tarde	دیر	ADV	ADV
ejército	ارتش	ejército	ارتش	N;MASC;SG	N;SG
ejército	نظامی	ejército	نظام	N;MASC;SG	N;SG
ejército	ارتشی	ejército	ارتشی	N;MASC;SG	N;SG
ejército	لشگر	ejército	لشگر	N;MASC;SG	N;SG
ejército	ارتش	ejército	ارتش	N;MASC;SG	N;SG
ejército	ارتشی	ejército	ارتشی	N;MASC;SG	N;SG
ejército	سپاه	ejército	سپاه	N;MASC;SG	N;SG
ejército	لشکر	ejército	None	N;MASC;SG	N;SG
porque	چون	porque	چون	CONJ	CONJ
estación	پاسگاه	estación	پاسگاه	N;FEM;SG	N;SG
estación	ایستگاه	estación	ایستگاه	N;FEM;SG	N;SG
observatorio	رصد	observatorio	رصد	N;MASC;SG	N;SG
observatorio	رصدخانه	observatorio	رصدخانه	N;MASC;SG	N;SG
desarrollo	توسعه	desarrollo	توسعه	N;MASC;SG	N;SG
escuela	مدرسه	escuela	مدرسه	N;FEM;SG	N;SG
escuela	مکتب	escuela	مکتب	N;FEM;SG	N;SG
programa	برنامۀ	programa	برنامۀ	N;MASC;SG	N;SG
programa	پروگرام	programa	پروگرام	N;MASC;SG	N;SG
programa	برنامه	programa	برنامه	N;MASC;SG	N;SG
programa	برنامه	programa	برنامه	N;MASC;SG	N;SG
importante	مهم	importante	مهم	ADJ;SG	ADJ
último	واپسین	último	واپسین	ADJ;MASC;SG	ADJ;RL
último	آخرین	último	آخرین	ADJ;MASC;SG	ADJ;RL
último	اخرین	último	اخرین	ADJ;MASC;SG	ADJ;RL
último	جدیدترین	último	None	ADJ;MASC;SG	ADJ;RL
último	آخرین	último	آخرین	ADJ;MASC;SG	ADJ;RL
uso	استعمال	uso	None	N;MASC;SG	N;SG
uso	کاربرد	uso	کاربرد	N;MASC;SG	N;SG
juegos	بازیهای	juego	None	N;MASC;PL	N;PL
juegos	بازیها	juego	بازی	N;MASC;PL	N;PL
base	پایه	base	پایه	N;SG	N;SG
base	مبنا	base	مبنا	N;SG	N;SG
base	پایگاه	base	None	N;SG	N;SG
punto	پونتو	punto	پونتو	N;MASC;SG	N;SG
punto	دات	punto	دات#ده	N;MASC;SG	N;SG
punto	نکته	punto	نکته	N;MASC;SG	N;SG
punto	نقطه	punto	نقطه	N;MASC;SG	N;SG
punto	پوینت	punto	پوینت	N;MASC;SG	N;SG
posición	موضع	posición	موضع	N;FEM;SG	N;SG
posición	موقعیت	posición	موقعیت	N;FEM;SG	N;SG
alemania	آلمان	alemania	آلمان	N;FEM;SG	N;SG
alemania	ورماخت	alemania	ورماخت	N;FEM;SG	N;SG
ubicación	کاریابی	ubicación	کاریابی	N;FEM;SG	N;SG
ubicación	محل	ubicación	محل	N;FEM;SG	N;SG
ubicación	مکان	ubicación	مکان	N;FEM;SG	N;SG
grupos	گروهها	grupo	گروه	N;MASC;PL	N;PL
miembros	اعضای	miembro	عضو	N;MASC;PL	N;PL
miembros	اعضا	miembro	عضو	N;MASC;PL	N;PL
pedro	پدرو	pedro	پدرو	N;MASC;SG	N;SG
pedro	پتر	pedro	پتر	N;MASC;SG	N;SG
pedro	پیتر	pedro	پیتر	N;MASC;SG	N;SG
pedro	پطرس	pedro	پطرس	N;MASC;SG	N;SG
capital	پایتخت	capital	پایتخت	N;FEM;SG	N;SG
capital	سرمایه	capital	سرمایه	N;FEM;SG	N;SG
primeros	اول	primero	اول	ADJ;MASC;PL	ADJ
primeros	نخستین	primero	نخستین	ADJ;MASC;PL	ADJ;RL
teatro	theater	teatro	theater	N;MASC;SG	N;SG
cualquier	هر	cualquiera	هر	DET;SG	DET
manera	راه	manera	راه	N;FEM;SG	N;SG
laboratorio	آزمایشگاهی	laboratorio	آزمایشگاهی	N;MASC;SG	N;SG
laboratorio	لابراتوار	laboratorio	لابراتوار	N;MASC;SG	N;SG
laboratorio	آزمایشگاه	laboratorio	آزمایشگاه	N;MASC;SG	N;SG
laboratorio	آزمایشگاه	laboratorio	آزمایشگاه	N;MASC;SG	N;SG
laboratorio	ازمایشگاه	laboratorio	ازمایشگاه	N;MASC;SG	N;SG
socorro	امداد	socorro	امداد	N;MASC;SG	N;SG
libro	کتاب	libro	کتاب	N;MASC;SG	N;SG
libro	کتابی	libro	کتاب	N;MASC;SG	N;SG
estudios	مطالعات	estudio	مطالعه	N;MASC;PL	N;PL
diferentes	متفاوت	diferente	متفاوت	ADJ;PL	ADJ
barcelona	بارسلون	barcelona	بارسلون	N;FEM;SG	N;SG
barcelona	بارسلونا	barcelona	بارسلونا	N;FEM;SG	N;SG
nivel	تراز	nivel	تراز	N;MASC;SG	N;SG
nivel	لول	nivel	None	N;MASC;SG	N;SG
nivel	سطح	nivel	سطح	N;MASC;SG	N;SG
mayoría	اکثریت	mayoría	اکثریت	N;FEM;SG	N;SG
unión	یونیون	unión	یونیون	N;FEM;SG	N;SG
unión	اتحادیه	unión	اتحادیه	N;FEM;SG	N;SG
unión	اتحاد	unión	اتحاد	N;FEM;SG	N;SG
edad	عصر	edad	عصر	N;FEM;SG	N;SG
edad	سنی	edad	سنی	N;FEM;SG	N;SG
edad	سن	edad	سن	N;FEM;SG	N;SG
artículos	مقالات	artículo	مقاله	N;MASC;PL	N;PL
artículos	موارد	artículo	مورد	N;MASC;PL	N;PL
juego	بازی	juego	بازی	N;MASC;SG	N;SG
juego	گیم	juego	گیم	N;MASC;SG	N;SG
juego	قماربازی	juego	قماربازی	N;MASC;SG	N;SG
juego	قمار	juego	قمار	N;MASC;SG	N;SG
arte	arts	arte	arts	N;SG	N;SG
arte	هنر	arte	هنر	N;SG	N;SG
arte	art	arte	art	N;SG	N;SG
arte	هنر	arte	هنر	N;SG	N;SG
arte	آرت	arte	آرت	N;SG	N;SG
especies	گونههای	especie	گونه	N;FEM;PL	N;PL
europa	اروپای	europa	اروپا	N;FEM;SG	N;SG
europa	اروپا	europa	اروپا	N;FEM;SG	N;SG
europa	اروپا	europa	اروپا	N;FEM;SG	N;SG
estilo	سبک	estilo	سبک	N;MASC;SG	N;SG
estilo	styling	estilo	styling	N;MASC;SG	N;SG
cine	سینما	cine	سینما	N;MASC;SG	N;SG
cine	سینمای	cine	سینما	N;MASC;SG	N;SG
cine	cinema	cine	cinema	N;MASC;SG	N;SG
cine	فیلمی	cine	فیلم	N;MASC;SG	N;SG
cine	فیلم	cine	فیلم	N;MASC;SG	N;SG
cine	سینما	cine	سینما	N;MASC;SG	N;SG
cine	فیلم	cine	فیلم	N;MASC;SG	N;SG
cine	فیلم	cine	فیلم	N;MASC;SG	N;SG
proyecto	پروژه	proyecto	پروژه	N;MASC;SG	N;SG
center	سنتر	center	سنتر	N;MASC;SG	N;SG
center	مرکزش	center	مرکزش	N;MASC;SG	N;SG
center	مرکز	center	مرکز	N;MASC;SG	N;SG
selección	گزینش	selección	گزینش	N;FEM;SG	N;SG
costa	کوستا	costa	کوستا	N;FEM;SG	N;SG
costa	کاستا	costa	کاستا	N;FEM;SG	N;SG
costa	کوست	costa	کوست	N;FEM;SG	N;SG
equipos	تجهیزات	equipo	تجهیزات	N;MASC;PL	N;PL
equipos	وسایل	equipo	وسیله	N;MASC;PL	N;PL
equipos	تیمهای	equipo	تیم	N;MASC;PL	N;PL
origen	خاستگاه	origen	None	N;MASC;SG	N;SG
origen	مبدأ	origen	None	N;MASC;SG	N;SG
origen	منشأ	origen	منشأ	N;MASC;SG	N;SG
origen	مبدا	origen	مبدا	N;MASC;SG	N;SG
origen	مبدأ	origen	None	N;MASC;SG	N;SG
origen	متن	origen	متن	N;MASC;SG	N;SG
origen	منبع	origen	منبع	N;MASC;SG	N;SG
código	کد	código	کرد#کن	N;MASC;SG	N;SG
museo	موزه	museo	موزه	N;MASC;SG	N;SG
puntos	نقاط	punto	نقطه	N;MASC;PL	N;PL
américa	آمریکای	américa	آمریکا	N;FEM;SG	N;SG
américa	امریکا	américa	امریکا	N;FEM;SG	N;SG
américa	آمریکا	américa	آمریکا	N;FEM;SG	N;SG
producción	خروجی	producción	خروجی	N;FEM;SG	N;SG
producción	تولید	producción	تولید	N;FEM;SG	N;SG
wikipedia	ویکیپدیا	wikipedia	ویکیپدیا	N;FEM;SG	N;SG
wikipedia	ویکیپدیای	wikipedia	ویکیپدیا	N;FEM;SG	N;SG
plantas	گیاهان	planta	گیاه	N;FEM;PL	N;PL
siempre	همیشه	siempre	همیشه	ADV	ADV
oro	زرین	oro	None	N;MASC;SG	N;SG
oro	گلدن	oro	گلدن	N;MASC;SG	N;SG
oro	طلائی	oro	طلایی	N;MASC;SG	N;SG
oro	طلای	oro	طلا	N;MASC;SG	N;SG
oro	gold	oro	gold	N;MASC;SG	N;SG
oro	طلا	oro	طلا	N;MASC;SG	N;SG
oro	گلد	oro	گلد	N;MASC;SG	N;SG
oro	زرین	oro	None	N;MASC;SG	N;SG
posteriormente	بعدها	posteriormente	بعد	ADV	ADV
posteriormente	بعداً	posteriormente	بعداً	ADV	ADV
casi	تقریباً	casi	تقریباً	ADV	ADV
casi	تقریبا	casi	None	ADV	ADV
construcción	ساختن	construcción	ساختن	N;FEM;SG	N;SG
construcción	ساختمانی	construcción	ساختمان	N;FEM;SG	N;SG
construcción	ساختمان	construcción	ساختمان	N;FEM;SG	N;SG
construcción	ساخت	construcción	ساخت	N;FEM;SG	N;SG
construcción	سازندگی	construcción	سازندگی	N;FEM;SG	N;SG
construcción	ساختمان	construcción	ساختمان	N;FEM;SG	N;SG
francés	فرنچ	francés	فرنچ	N;MASC;SG	N;SG
francés	فرانسه	francés	فرانسه	N;MASC;SG	N;SG
francés	فرانسوی	francés	فرانسوی	N;MASC;SG	N;SG
cultura	تمدن	cultura	تمدن	N;FEM;SG	N;SG
cultura	فرهنگی	cultura	فرهنگی	N;FEM;SG	N;SG
cultura	فرهنگ	cultura	فرهنگ	N;FEM;SG	N;SG
cultura	فرهنگی	cultura	فرهنگی	N;FEM;SG	N;SG
santiago	جیمز	santiago	جیمز	N;MASC;SG	N;SG
santiago	خامس	santiago	خامس	N;MASC;SG	N;SG
santiago	سانتیاگو	santiago	سانتیاگو	N;MASC;SG	N;SG
estudio	تحصیل	estudio	تحصیل	N;MASC;SG	N;SG
estudio	مطالعه	estudio	مطالعه	N;MASC;SG	N;SG
estudio	studio	estudio	studio	N;MASC;SG	N;SG
estudio	استودیو	estudio	استودیو	N;MASC;SG	N;SG
estudio	استدیو	estudio	استدیو	N;MASC;SG	N;SG
principales	اصلی	principal	اصلی	ADJ;PL	ADJ
usuario	کاربر	usuario	کاربر	N;MASC;SG	N;SG
finalmente	سرانجام	finalmente	سرانجام	ADV	ADV
finalmente	بالاخره	finalmente	بالاخره	ADV	ADV
finalmente	بلاخره	finalmente	بلاخره	ADV	ADV
cinco	پنج	cinco	پنج	NUM;PL	NUM
anterior	قبلی	anterior	قبل	ADJ;SG	ADJ
cargo	محموله	cargo	محموله	N;MASC;SG	N;SG
cargo	اتهام	cargo	اتهام	N;MASC;SG	N;SG
cargo	شارژ	cargo	شارژ	N;MASC;SG	N;SG
batalla	رزم	batalla	رزم	N;FEM;SG	N;SG
batalla	کارزار	batalla	کارزار	N;FEM;SG	N;SG
batalla	بتل	batalla	بتل	N;FEM;SG	N;SG
batalla	نبرد	batalla	None	N;FEM;SG	N;SG
derecho	قانون	derecho	قانون	N;MASC;SG	N;SG
imagen	تصویر	imagen	تصویر	N;FEM;SG	N;SG
imagen	نگاره	imagen	نگاره	N;FEM;SG	N;SG
gracias	تشکر	gracias	تشکر	N	N;SG
gracias	سپاس	gracias	سپاس	N	N;SG
gracias	ممنون	gracias	None	N	N;SG
gracias	تشکر	gracias	تشکر	N	N;SG
puerto	پورتو	puerto	پورتو	N;MASC;SG	N;SG
puerto	درگاه	puerto	درگاه	N;MASC;SG	N;SG
puerto	بندر	puerto	بندر	N;MASC;SG	N;SG
puerto	بندرگاه	puerto	بندرگاه	N;MASC;SG	N;SG
puerto	هاربر	puerto	هاربر	N;MASC;SG	N;SG
torneo	تورنومنت	torneo	تورنومنت	N;MASC;SG	N;SG
torneo	تورنمنت	torneo	تورنمنت	N;MASC;SG	N;SG
mucho	بسیار	mucho	بسیار	ADV	ADV
social	اجتماعی	social	اجتماعی	ADJ;SG	ADJ
comunidad	اجتماع	comunidad	None	N;FEM;SG	N;SG
comunidad	ملتی	comunidad	ملت	N;FEM;SG	N;SG
comunidad	جامعه	comunidad	جامعه	N;FEM;SG	N;SG
comunidad	انجمن	comunidad	انجمن	N;FEM;SG	N;SG
comunidad	امت	comunidad	امت	N;FEM;SG	N;SG
fin	پایان	fin	پایان	N;MASC;SG	N;SG
acuerdo	توافقنامه	acuerdo	توافقنامه	N;MASC;SG	N;SG
acuerdo	موافقتنامه	acuerdo	موافقتنامه	N;MASC;SG	N;SG
acuerdo	قرارداد	acuerdo	قرارداد	N;MASC;SG	N;SG
acuerdo	توافق	acuerdo	توافق	N;MASC;SG	N;SG
acuerdo	توافق	acuerdo	توافق	N;MASC;SG	N;SG
lado	پهلو	lado	پهلو	N;MASC;SG	N;SG
lado	طرف	lado	طرف	N;MASC;SG	N;SG
colombia	کلمبیا	colombia	کلمبیا	N;FEM;SG	N;SG
colombia	کلمبیایی	colombia	کلمبیایی	N;FEM;SG	N;SG
colombia	کلمبیا	colombia	کلمبیا	N;FEM;SG	N;SG
servicio	خدمت	servicio	خدمت	N;MASC;SG	N;SG
servicio	سرویس	servicio	سرویس	N;MASC;SG	N;SG
rock	سنگی	rock	سنگی	N;MASC;SG	N;SG
rock	صخره	rock	None	N;MASC;SG	N;SG
rock	راک	rock	راک	N;MASC;SG	N;SG
político	سیاسی	político	سیاسی	ADJ;MASC;SG	ADJ
películas	فیلمهایی	película	فیلم	N;FEM;PL	N;PL
películas	فیلمهای	película	فیلم	N;FEM;PL	N;PL
películas	فیلمهایی	película	فیلم	N;FEM;PL	N;PL
películas	فیلمها	película	فیلم	N;FEM;PL	N;PL
fuera	بیرون	fuera	بیرون	ADV	ADV;ESS
pesar	پشیمانی	pesar	پشیمانی	N	N;SG
pesar	تاسف	pesar	None	N	N;SG
hoy	امروز	hoy	امروز	ADV	ADV
tal	تل	tal	تل	N	N;SG
tal	تال	tal	تال	N	N;SG
alto	بلند	alto	بلند	ADJ;MASC;SG	ADJ
cuerpo	بدن	cuerpo	بدن	N;MASC;SG	N;SG
cuerpo	بدنی	cuerpo	بدنی	N;MASC;SG	N;SG
cuerpo	بدنه	cuerpo	بدنه	N;MASC;SG	N;SG
cuerpo	جسم	cuerpo	جسم	N;MASC;SG	N;SG
cuerpo	b	cuerpo	b	N;MASC;SG	N;SG
sino	ولی	sino	ولی	CONJ	CONJ
sino	اما	sino	اما	CONJ	CONJ
disco	آلبوم	disco	آلبوم	N;MASC;SG	N;SG
disco	دیسکو	disco	دیسکو	N;MASC;SG	N;SG
disco	دیسک	disco	دیسک	N;MASC;SG	N;SG
disco	دیسک	disco	دیسک	N;MASC;SG	N;SG
sociedad	اجتماع	sociedad	None	N;FEM;SG	N;SG
sociedad	جامعه	sociedad	جامعه	N;FEM;SG	N;SG
sociedad	انجمن	sociedad	انجمن	N;FEM;SG	N;SG
sociedad	شراکت	sociedad	شراکت	N;FEM;SG	N;SG
sociedad	همکاری	sociedad	همکاری	N;FEM;SG	N;SG
sociedad	شرکتی	sociedad	None	N;FEM;SG	N;SG
sociedad	سوسیداد	sociedad	None	N;FEM;SG	N;SG
tema	مبحث	tema	مبحث	N;MASC;SG	N;SG
tema	موضوع	tema	موضوع	N;MASC;SG	N;SG
tema	چهره	tema	چهره	N;MASC;SG	N;SG
tema	چهرۀ	tema	چهرۀ	N;MASC;SG	N;SG
tema	تم	tema	تم	N;MASC;SG	N;SG
tema	سوژه	tema	None	N;MASC;SG	N;SG
tema	فاعل	tema	None	N;MASC;SG	N;SG
tema	موضوع	tema	موضوع	N;MASC;SG	N;SG
dirección	قبله	dirección	قبله	N;FEM;SG	N;SG
dirección	مدیریت	dirección	مدیریت	N;FEM;SG	N;SG
dirección	آدرس	dirección	آدرس	N;FEM;SG	N;SG
dirección	نشانی	dirección	None	N;FEM;SG	N;SG
hombres	مردانی	hombre	مردانی	N;MASC;PL	N;PL
hombres	مردها	hombre	مرد	N;MASC;PL	N;PL
hombres	مردان	hombre	مرد	N;MASC;PL	N;PL
última	واپسین	último	واپسین	ADJ;FEM;SG	ADJ;RL
última	آخرین	último	آخرین	ADJ;FEM;SG	ADJ;RL
última	اخرین	último	اخرین	ADJ;FEM;SG	ADJ;RL
última	جدیدترین	último	None	ADJ;FEM;SG	ADJ;RL
última	آخرین	último	آخرین	ADJ;FEM;SG	ADJ;RL
original	اصلی	original	اصلی	ADJ;SG	ADJ
estadio	آرنا	estadio	آرنا	N;MASC;SG	N;SG
estadio	ورزشگاه	estadio	ورزشگاه	N;MASC;SG	N;SG
estadio	ورزشگاه	estadio	ورزشگاه	N;MASC;SG	N;SG
ley	قانون	ley	قانون	N;FEM;SG	N;SG
ley	عمل	ley	عمل	N;FEM;SG	N;SG
oeste	وست	oeste	None	N;MASC;SG	N;SG
oeste	باختر	oeste	باخت#باز	N;MASC;SG	N;SG
oeste	غرب	oeste	غرب	N;MASC;SG	N;SG
oeste	وسترن	oeste	وسترن	N;MASC;SG	N;SG
mujeres	زنانی	mujer	None	N;FEM;PL	N;PL
mujeres	زنها	mujer	None	N;FEM;PL	N;PL
mujeres	زنان	mujer	زن	N;FEM;PL	N;PL
incluso	حتی	incluso	حتی	ADV	ADV
cambio	تغییر	cambio	تغییر	N;MASC;SG	N;SG
cambio	معاوضه	cambio	معاوضه	N;MASC;SG	N;SG
cambio	تبادل	cambio	تبادل	N;MASC;SG	N;SG
cambio	مبادله	cambio	مبادله	N;MASC;SG	N;SG
style	سبک	style	سبک	N	N;SG
jugador	بازیکن	jugador	بازیکن	N;MASC;SG	N;SG
jugador	قمارباز	jugador	قمارباز	N;MASC;SG	N;SG
jugador	gamer	jugador	gamer	N;MASC;SG	N;SG
instituto	موسسه	instituto	None	N;MASC;SG	N;SG
instituto	مؤسسه	instituto	مؤسسه	N;MASC;SG	N;SG
instituto	انستیتو	instituto	انستیتو	N;MASC;SG	N;SG
público	مخاطب	público	مخاطب	N;MASC;SG	N;SG
público	همگانی	público	همگانی	N;MASC;SG	N;SG
público	public	público	public	N;MASC;SG	N;SG
miembro	عضو	miembro	عضو	N;MASC;SG	N;SG
miembro	عضوی	miembro	عضو	N;MASC;SG	N;SG
superior	برتر	superior	برتر	ADJ;SG	ADJ;CMPR
superior	بالاتری	superior	بالا	ADJ;SG	ADJ;CMPR
superior	بالاتر	superior	بالا	ADJ;SG	ADJ;CMPR
media	رسانه	media	رسانه	N;FEM;SG	N;SG
media	میانگین	media	میانگین	N;FEM;SG	N;SG
california	california	california	california	N;FEM;SG	N;SG
california	کالیفرنیا	california	None	N;FEM;SG	N;SG
parque	park	parque	park	N;MASC;SG	N;SG
parque	پارک	parque	None	N;MASC;SG	N;SG
llegó	آمد	llegar	آمد#آ	V;IND;SG;3;PST;FIN	V;SG;3;PST
archivo	بایگانی	archivo	بایگانی	N;MASC;SG	N;SG
archivo	پرونده	archivo	پرونده	N;MASC;SG	N;SG
archivo	بایگانی	archivo	بایگانی	N;MASC;SG	N;SG
radio	رادیویی	radio	رادیویی	N;FEM;SG	N;SG
radio	رادیو	radio	رادیو	N;FEM;SG	N;SG
radio	بیسیم	radio	دیست#ییس	N;FEM;SG	N;SG
ahora	اکنون	ahora	اکنون	ADV	ADV
ahora	الان	ahora	الان	ADV	ADV
ahora	حالا	ahora	حالا	ADV	ADV
world	جهان	world	جهان	N	N;SG
world	دنیا	world	دنیا	N	N;SG
world	جهانی	world	جهانی	N	N;SG
cruz	کروز	cruz	کروز	N;FEM;SG	N;SG
cruz	کروس	cruz	کروس	N;FEM;SG	N;SG
cruz	صلیب	cruz	صلیب	N;FEM;SG	N;SG
cruz	کراس	cruz	کراس	N;FEM;SG	N;SG
cruz	عبور	cruz	عبور	N;FEM;SG	N;SG
cabo	کیپ	cabo	کیپ	N;MASC;SG	N;SG
cabo	شنل	cabo	شنل	N;MASC;SG	N;SG
cabo	دماغه	cabo	دماغه	N;MASC;SG	N;SG
cabo	کابو	cabo	کابو	N;MASC;SG	N;SG
brasil	برزیل	brasil	برزیل	N;SG	N;SG
brasil	برازیل	brasil	برازیل	N;SG	N;SG
red	شبکه	red	شبکه	N;FEM;SG	N;SG
red	network	red	network	N;FEM;SG	N;SG
red	توری	red	توری	N;FEM;SG	N;SG
red	گرید	red	گرفت#گرد	N;FEM;SG	N;SG
red	شبکه	red	شبکه	N;FEM;SG	N;SG
red	تور	red	تور	N;FEM;SG	N;SG
red	net	red	net	N;FEM;SG	N;SG
red	رد	red	رد	N;FEM;SG	N;SG
red	قرمز	red	قرمز	N;FEM;SG	N;SG
red	سرخ	red	سرخ	N;FEM;SG	N;SG
aquí	اینجا	aquí	اینجا	ADV	ADV;ESS
canal	کانال	canal	None	N;MASC;SG	N;SG
canal	مجرا	canal	None	N;MASC;SG	N;SG
canal	مجرای	canal	None	N;MASC;SG	N;SG
canal	کانال	canal	None	N;MASC;SG	N;SG
canal	مجرا	canal	None	N;MASC;SG	N;SG
canal	مجرای	canal	None	N;MASC;SG	N;SG
canal	چنل	canal	چنل	N;MASC;SG	N;SG
canal	channel	canal	channel	N;MASC;SG	N;SG
movimiento	حرکت	movimiento	حرکت	N;MASC;SG	N;SG
movimiento	جنبش	movimiento	جنبش	N;MASC;SG	N;SG
movimiento	تحرک	movimiento	تحرک	N;MASC;SG	N;SG
movimiento	نهضت	movimiento	نهضت	N;MASC;SG	N;SG
revista	مجله	revista	مجله	N;FEM;SG	N;SG
revista	ژورنال	revista	ژورنال	N;FEM;SG	N;SG
revista	مجله	revista	مجله	N;FEM;SG	N;SG
revista	نشریه	revista	نشریه	N;FEM;SG	N;SG
éxito	کامیابی	éxito	کامیابی	N;MASC;SG	N;SG
éxito	success	éxito	success	N;MASC;SG	N;SG
éxito	موفقیت	éxito	موفقیت	N;MASC;SG	N;SG
relación	نسبتی	relación	نسبت	N;FEM;SG	N;SG
relación	ارتباط	relación	ارتباط	N;FEM;SG	N;SG
relación	رابطه	relación	رابطه	N;FEM;SG	N;SG
relación	رابطه	relación	رابطه	N;FEM;SG	N;SG
elecciones	انتخاباتی	elección	انتخابات	N;FEM;PL	N;PL
elecciones	انتخابات	elección	انتخابات	N;FEM;PL	N;PL
elecciones	انتخابات	elección	انتخابات	N;FEM;PL	N;PL
plaza	پلازا	plaza	پلاز	N;FEM;SG	N;SG
plaza	مربع	plaza	مربع	N;FEM;SG	N;SG
plaza	میدان	plaza	میدان	N;FEM;SG	N;SG
grande	بزرگ	grande	بزرگ	ADJ;SG	ADJ
grande	درشت	grande	درشت	ADJ;SG	ADJ
grande	بزرگ	grande	بزرگ	ADJ;SG	ADJ
distribución	توزیع	distribución	توزیع	N;FEM;SG	N;SG
compañía	شرکت	compañía	شرکت	N;FEM;SG	N;SG
compañía	company	compañía	None	N;FEM;SG	N;SG
compañía	کمپانی	compañía	کمپانی	N;FEM;SG	N;SG
islas	جزایر	isla	جزایر	N;FEM;PL	N;PL
proceso	فرایند	proceso	فرایند	N;MASC;SG	N;SG
proceso	پروسه	proceso	پروسه	N;MASC;SG	N;SG
proceso	فرآیند	proceso	فرآیند	N;MASC;SG	N;SG
proceso	روند	proceso	روند	N;MASC;SG	N;SG
territorio	قلمروی	territorio	قلمروی	N;MASC;SG	N;SG
territorio	قلمرو	territorio	قلمرو	N;MASC;SG	N;SG
dice	میگوید	decir	گفت#گو	V;IND;SG;3;PRS;FIN	V;SG;3;PRS
hombre	انسان	hombre	انسان	N;MASC;SG	N;SG
hombre	مَرد	hombre	مَرد	N;MASC;SG	N;SG
hombre	مرد	hombre	مرد	N;MASC;SG	N;SG
león	شیر	león	شیر	N;MASC;SG	N;SG
león	لئون	león	لئون	N;MASC;SG	N;SG
león	لیون	león	لیون	N;MASC;SG	N;SG
león	لئو	león	لئو	N;MASC;SG	N;SG
león	leo	león	leo	N;MASC;SG	N;SG
voz	صدا	voz	صدا	N;FEM;SG	N;SG
voz	صدای	voz	صدا	N;FEM;SG	N;SG
década	دهه	década	دهه	N;FEM;SG	N;SG
madre	مادر	madre	مادر	N;FEM;SG	N;SG
madre	مادری	madre	مادر	N;FEM;SG	N;SG
organización	سازمان	organización	سازمان	N;FEM;SG	N;SG
organización	سازماندهی	organización	سازماندهی	N;FEM;SG	N;SG
organización	سازمان	organización	سازمان	N;FEM;SG	N;SG
organización	سازماندهی	organización	سازماندهی	N;FEM;SG	N;SG
organización	سازماندهی	organización	سازماندهی	N;FEM;SG	N;SG
monte	کوه	monte	کوه	N;MASC;SG	N;SG
monte	طور	monte	طور	N;MASC;SG	N;SG
monte	مونته	monte	مونته	N;MASC;SG	N;SG
aún	همچنان	aún	همچنان	ADV	ADV
aún	هنوزم	aún	هنوزم	ADV	ADV
aún	هنوز	aún	هنوز	ADV	ADV
decir	بگویید	decir	None	V;NFIN	V;SBJV;PL;2;PRS
decir	بگو	decir	None	V;NFIN	V;IMP;SG;2
decir	بگویم	decir	گفت#گو	V;NFIN	V;SBJV;PL;1;PRS
decir	بگو	decir	None	V;NFIN	V;IMP;SG;2
goles	اهداف	gol	هدف	N;MASC;PL	N;PL
victoria	ویکتوریا	victoria	ویکتوریا	N;FEM;SG	N;SG
