catégorie	категорія	catégorie	категорія	N;FEM;SG	N;INAN;NOM;FEM;SG
située	розташовано	situer	розташовано	V;FEM;SG;PST;V.PTCP	V;PFV;IND;0;FIN
points	крапок	point	крапка	N;MASC;PL	N;INAN;GEN;FEM;PL
points	крапки	point	крапка	N;MASC;PL	N;INAN;NOM;FEM;PL
points	точки	point	точка	N;MASC;PL	N;INAN;NOM;FEM;PL
points	очки	point	очка	N;MASC;PL	N;INAN;NOM;MASC;PL
points	пункти	point	пункт	N;MASC;PL	N;INAN;NOM;MASC;PL
points	очок	point	очок	N;MASC;PL	N;INAN;GEN;FEM;PL
points	балів	point	бал	N;MASC;PL	N;INAN;GEN;MASC;PL
rue	вулиця	rue	вулиця	N;FEM;SG	N;INAN;NOM;FEM;SG
chef	шеф	chef	шеф	N;MASC;SG	N;ANIM;NOM;MASC;SG
chef	шеф	chef	шеф	N;MASC;SG	N;ANIM;NOM;MASC;SG
chef	вождь	chef	вождь	N;MASC;SG	N;ANIM;NOM;MASC;SG
père	тато	père	тато	N;MASC;SG	N;ANIM;NOM;MASC;SG
père	батька	père	батько	N;MASC;SG	N;ANIM;ACC;MASC;SG
père	батько	père	батько	N;MASC;SG	N;ANIM;NOM;MASC;SG
père	батьку	père	батько	N;MASC;SG	N;ANIM;VOC;MASC;SG
père	отець	père	отець	N;MASC;SG	N;ANIM;NOM;MASC;SG
exemple	приклад	exemple	приклад	N;MASC;SG	N;INAN;NOM;MASC;SG
trouve	знаходить	trouver	знаходити	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
rapport	скарга	rapport	скарга	N;MASC;SG	N;INAN;NOM;FEM;SG
rapport	звіт	rapport	звіт	N;MASC;SG	N;INAN;NOM;MASC;SG
art	мистецтво	art	мистецтво	N;MASC;SG	N;INAN;NOM;NEUT;SG
canton	кантон	canton	кантон	N;MASC;SG	N;INAN;NOM;MASC;SG
dernier	останній	dernier	останній	ADJ;MASC;SG	ADJ;NOM;MASC;SG
dernier	остання	dernier	останній	ADJ;MASC;SG	ADJ;NOM;FEM;SG
dernier	останнє	dernier	останній	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
dernier	остання	dernier	останній	ADJ;MASC;SG	ADJ;NOM;FEM;SG
type	типу	type	тип	N;MASC;SG	N;INAN;NOM;MASC;SG
type	тип	type	тип	N;MASC;SG	N;INAN;NOM;MASC;SG
habitants	мешканці	habitant	мешканець	N;MASC;PL	N;ANIM;NOM;MASC;PL
habitants	мешканці	habitant	мешканець	N;MASC;PL	N;ANIM;NOM;MASC;PL
habitants	мешканців	habitant	мешканець	N;MASC;PL	N;ANIM;ACC;MASC;PL
point	точка	point	точка	N;MASC;SG	N;INAN;NOM;FEM;SG
point	точку	point	точка	N;MASC;SG	N;INAN;ACC;FEM;SG
compte	кількість	compte	кількість	N;MASC;SG	N;INAN;NOM;FEM;SG
compte	відлік	compte	відлік	N;MASC;SG	N;INAN;NOM;MASC;SG
compte	рахунок	compte	рахунок	N;MASC;SG	N;INAN;NOM;MASC;SG
période	строк	période	строк	N;FEM;SG	N;INAN;NOM;MASC;SG
période	період	période	період	N;FEM;SG	N;INAN;NOM;MASC;SG
armée	армії	armée	армія	N;FEM;SG	N;INAN;GEN;FEM;SG
armée	армія	armée	армія	N;FEM;SG	N;INAN;NOM;FEM;SG
armée	військо	armée	військо	N;FEM;SG	N;INAN;NOM;NEUT;SG
eau	вода	eau	вода	N;FEM;SG	N;INAN;NOM;FEM;SG
marie	марічка	marier	марічка	N;FEM;SG	N;ANIM;NOM;FEM;SG
marie	маріє	marier	маріти	N;FEM;SG	N;ANIM;NOM;FEM;SG
discuter	обговоримо	discuter	обговорити	V;NFIN	V;PFV;IND;PL;1;FUT;FIN
discuter	обговорювати	discuter	обговорювати	V;NFIN	V;IPFV;NFIN
discuter	обговорити	discuter	обговорити	V;NFIN	V;PFV;NFIN
projet	проект	projet	проект	N;MASC;SG	N;INAN;NOM;MASC;SG
chaque	кожен	chaque	кожний	DET;FEM;SG	DET;NOM;MASC;SG
chaque	кожну	chaque	кожний	DET;FEM;SG	DET;ACC;FEM;SG
chaque	кожного	chaque	кожний	DET;FEM;SG	DET;GEN;MASC;SG
chaque	кожен	chaque	кожний	DET;FEM;SG	DET;NOM;MASC;SG
chaque	кожна	chaque	кожний	DET;FEM;SG	DET;NOM;FEM;SG
province	провінція	province	провінція	N;FEM;SG	N;INAN;NOM;FEM;SG
international	міжнародний	international	міжнародний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
international	міжнародна	international	міжнародний	ADJ;MASC;SG	ADJ;NOM;FEM;SG
international	міжнародне	international	міжнародний	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
conseil	консультант	conseil	консультант	N;MASC;SG	N;ANIM;NOM;MASC;SG
conseil	консалтинг	conseil	консалтинг	N;MASC;SG	N;INAN;NOM;MASC;SG
conseil	консультування	conseil	консультування	N;MASC;SG	N;INAN;NOM;NEUT;SG
conseil	порада	conseil	порада	N;MASC;SG	N;INAN;NOM;FEM;SG
conseil	пораду	conseil	пораду	N;MASC;SG	N;INAN;ACC;FEM;SG
conseil	рада	conseil	рада	N;MASC;SG	N;INAN;NOM;FEM;SG
maison	будинок	maison	будинок	N;FEM;SG	N;INAN;NOM;MASC;SG
maison	дім	maison	дім	N;FEM;SG	N;INAN;NOM;MASC;SG
maison	домівка	maison	домівка	N;FEM;SG	N;INAN;NOM;FEM;SG
demande	запит	demande	запит	N;FEM;SG	N;INAN;NOM;MASC;SG
fonction	функція	fonction	функція	N;FEM;SG	N;INAN;NOM;FEM;SG
fonction	функцію	fonction	функція	N;FEM;SG	N;INAN;ACC;FEM;SG
toujours	завжди	toujours	завжди	ADV	ADV
toujours	ще	toujours	ще	ADV	ADV
toujours	надалі	toujours	надалі	ADV	ADV
toujours	досі	toujours	досі	ADV	ADV
doit	мусить	devoir	мусити	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
doit	має	devoir	мати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
production	продакшн	production	продакшн	N;FEM;SG	N;INAN;NOM;MASC;SG
production	виробництво	production	виробництво	N;FEM;SG	N;INAN;NOM;NEUT;SG
production	продукція	production	продукція	N;FEM;SG	N;INAN;NOM;FEM;SG
certains	дехто	certain	дехто	PRO;MASC;PL	PRO;ANIM;NOM
membre	член	membre	член	N;MASC;SG	N;ANIM;NOM;MASC;SG
membre	учасник	membre	учасник	N;MASC;SG	N;ANIM;NOM;MASC;SG
membre	учасника	membre	учасник	N;MASC;SG	N;ANIM;ACC;MASC;SG
membre	члена	membre	член	N;MASC;SG	N;ANIM;ACC;MASC;SG
près	поблизу	près	поблизу	ADV	ADV
près	поруч	près	поруч	ADV	ADV
près	близько	près	близько	ADV	ADV
rôle	роль	rôle	роль	N;MASC;SG	N;INAN;NOM;FEM;SG
meilleur	краща	meilleur	кращий	ADJ;MASC;SG	ADJ;NOM;RL;FEM;SG
meilleur	кращий	meilleur	кращий	ADJ;MASC;SG	ADJ;NOM;CMPR;MASC;SG
meilleur	найкраща	meilleur	найкращий	ADJ;MASC;SG	ADJ;NOM;RL;FEM;SG
meilleur	найкращий	meilleur	найкращий	ADJ;MASC;SG	ADJ;NOM;CMPR;MASC;SG
droit	право	droit	право	N;MASC;SG	N;INAN;NOM;NEUT;SG
droit	закон	droit	закон	N;MASC;SG	N;INAN;NOM;MASC;SG
droit	право	droit	право	N;MASC;SG	N;INAN;NOM;NEUT;SG
mois	місяця	mois	місяць	N;MASC;SG	N;INAN;GEN;MASC;SG
mois	місяць	mois	місяць	N;MASC;SG	N;INAN;NOM;MASC;SG
île	острів	île	острів	N;FEM;SG	N;INAN;NOM;MASC;SG
république	республіка	république	республіка	N;FEM;SG	N;INAN;NOM;FEM;SG
service	служба	service	служба	N;MASC;SG	N;INAN;NOM;FEM;SG
service	послуга	service	послуга	N;MASC;SG	N;INAN;NOM;FEM;SG
service	сервіс	service	сервес	N;MASC;SG	N;INAN;NOM;MASC;SG
score	рахунок	score	рахунок	N;MASC;SG	N;INAN;NOM;MASC;SG
score	результат	score	результат	N;MASC;SG	N;INAN;NOM;MASC;SG
score	оцінка	score	оцінка	N;MASC;SG	N;INAN;NOM;FEM;SG
ensuite	потім	ensuite	потім	ADV	ADV
ensuite	тоді	ensuite	тоді	ADV	ADV
langue	мова	langue	мова	N;FEM;SG	N;INAN;NOM;FEM;SG
langue	мову	langue	мова	N;FEM;SG	N;INAN;ACC;FEM;SG
dit	сказала	dire	сказати	V;MASC;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
dit	сказав	dire	сказати	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
dit	казав	dire	казати	V;MASC;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
gouvernement	правління	gouvernement	правління	N;MASC;SG	N;INAN;NOM;NEUT;SG
gouvernement	уряд	gouvernement	уряд	N;MASC;SG	N;INAN;NOM;MASC;SG
center	центр	center	центр	N;MASC;SG	N;INAN;NOM;MASC;SG
elles	вони	il	вони	PRO;FEM;PL;3	PRO;NOM;PL;3
petit	малий	petit	малий	ADJ;MASC;SG	ADJ;NOM;MASC;SG
petit	маленька	petit	маленький	ADJ;MASC;SG	ADJ;NOM;FEM;SG
petit	маленький	petit	маленький	ADJ;MASC;SG	ADJ;NOM;MASC;SG
argent	срібла	argent	срібло	N;MASC;SG	N;INAN;NOM;NEUT;SG
argent	срібло	argent	срібло	N;MASC;SG	N;INAN;NOM;NEUT;SG
souvent	часто	souvent	часто	ADV	ADV
souvent	часто	souvent	часто	ADV	ADV
style	стиль	style	стиль	N;MASC;SG	N;INAN;NOM;MASC;SG
face	обличчя	face	обличчя	N;FEM;SG	N;INAN;NOM;NEUT;SG
face	обличчям	face	обличчя	N;FEM;SG	N;INAN;INS;NEUT;SG
olympiques	олімпійські	olympique	олімпійський	ADJ;MASC;PL	ADJ;NOM;PL
ministre	міністр	ministre	міністр	N;MASC;SG	N;ANIM;NOM;MASC;SG
ministre	міністру	ministre	міністр	N;MASC;SG	N;ANIM;DAT;MASC;SG
mondiale	світовий	mondial	світовий	ADJ;FEM;SG	ADJ;NOM;MASC;SG
mondiale	глобальний	mondial	глобальний	ADJ;FEM;SG	ADJ;NOM;MASC;SG
ensemble	разом	ensemble	разом	ADV	ADV
théâtre	театрі	théâtre	театр	N;MASC;SG	N;INAN;DAT;MASC;SG
théâtre	театр	théâtre	театр	N;MASC;SG	N;INAN;NOM;MASC;SG
théâtre	театр	théâtre	театр	N;MASC;SG	N;INAN;NOM;MASC;SG
épisode	епізод	épisode	епізод	N;MASC;SG	N;INAN;NOM;MASC;SG
scène	сцена	scène	сцена	N;FEM;SG	N;INAN;NOM;FEM;SG
scène	стадія	scène	стадія	N;FEM;SG	N;INAN;NOM;FEM;SG
situé	розташовано	situer	розташовано	V;MASC;SG;PST;V.PTCP	V;PFV;IND;0;FIN
musée	музей	musée	музей	N;MASC;SG	N;INAN;NOM;MASC;SG
troisième	третій	troisième	третій	ADJ;MASC;SG	ADJ;NOM;MASC;SG
troisième	третя	troisième	третій	ADJ;MASC;SG	ADJ;NOM;FEM;SG
auteur	автор	auteur	автор	N;MASC;SG	N;ANIM;NOM;MASC;SG
auteur	автора	auteur	автор	N;MASC;SG	N;ANIM;NOM;MASC;SG
auteur	автором	auteur	автор	N;MASC;SG	N;ANIM;INS;MASC;SG
auteur	письменник	auteur	письменник	N;MASC;SG	N;ANIM;NOM;MASC;SG
système	система	système	система	N;MASC;SG	N;INAN;NOM;FEM;SG
création	створення	création	створення	N;FEM;SG	N;INAN;NOM;NEUT;SG
création	витвір	création	витвір	N;FEM;SG	N;INAN;NOM;MASC;SG
stade	естадіо	stade	естадіо	N;MASC;SG	N;INAN;NOM;MASC;SG
stade	стадіон	stade	стадіон	N;MASC;SG	N;INAN;NOM;MASC;SG
stade	стедіум	stade	стедія	N;MASC;SG	N;INAN;NOM;MASC;SG
stade	стадія	stade	стадія	N;MASC;SG	N;INAN;NOM;FEM;SG
tard	пізно	tard	пізно	ADV	ADV
tard	запізно	tard	запізно	ADV	ADV
reste	залишитися	rester	залишитися	V;IND;SG;3;PRS;FIN	V;PFV;NFIN
reste	залишатися	rester	залишатися	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN
seconde	другий	second	другий	ADJ;FEM;SG	ADJ;NOM;MASC;SG
seconde	друге	second	другий	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
roman	роман	roman	роман	N;MASC;SG	N;INAN;NOM;MASC;SG
jours	днів	jour	день	N;MASC;PL	N;INAN;GEN;MASC;PL
jours	дні	jour	день	N;MASC;PL	N;INAN;NOM;MASC;PL
édition	правка	édition	правка	N;FEM;SG	N;INAN;NOM;FEM;SG
édition	редакція	édition	редакція	N;FEM;SG	N;INAN;NOM;FEM;SG
édition	видання	édition	видання	N;FEM;SG	N;INAN;NOM;NEUT;SG
édition	редагування	édition	редагування	N;FEM;SG	N;INAN;NOM;NEUT;SG
édition	монтаж	édition	монтаж	N;FEM;SG	N;INAN;NOM;MASC;SG
édition	видавництво	édition	видавництво	N;FEM;SG	N;INAN;NOM;NEUT;SG
édition	оприлюднення	édition	оприлюднення	N;FEM;SG	N;INAN;NOM;NEUT;SG
édition	публікацією	édition	публікація	N;FEM;SG	N;INAN;INS;FEM;SG
édition	публікація	édition	публікація	N;FEM;SG	N;INAN;NOM;FEM;SG
édition	публікування	édition	публікування	N;FEM;SG	N;INAN;NOM;NEUT;SG
éditions	редакціях	édition	редакція	N;FEM;PL	N;INAN;ESS;FEM;PL
historique	історичний	historique	історичний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
historique	історичної	historique	історичний	ADJ;MASC;SG	ADJ;GEN;FEM;SG
historique	історична	historique	історичний	ADJ;MASC;SG	ADJ;NOM;FEM;SG
historique	історичне	historique	історичний	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
permet	дозволяє	permettre	дозволяти	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
permet	допускає	permettre	допускати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
âge	вік	âge	вік	N;MASC;SG	N;INAN;NOM;MASC;SG
âge	ера	âge	ера	N;MASC;SG	N;INAN;NOM;FEM;SG
âge	доба	âge	доба	N;MASC;SG	N;INAN;NOM;FEM;SG
officiel	офіційна	officiel	офіційний	ADJ;MASC;SG	ADJ;NOM;FEM;SG
officiel	офіційний	officiel	офіційний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
officiel	офіційне	officiel	офіційний	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
environ	приблизно	environ	приблизно	ADV	ADV
effet	ефект	effet	ефект	N;MASC;SG	N;INAN;NOM;MASC;SG
version	версія	version	версія	N;FEM;SG	N;INAN;NOM;FEM;SG
membres	учасники	membre	учасник	N;MASC;PL	N;ANIM;NOM;MASC;PL
membres	члени	membre	член	N;MASC;PL	N;ANIM;NOM;MASC;PL
niveau	рівень	niveau	рівень	N;MASC;SG	N;INAN;NOM;MASC;SG
champion	чемпіон	champion	чемпіон	N;MASC;SG	N;ANIM;NOM;MASC;SG
espèce	виді	espèce	вид	N;FEM;SG	N;INAN;DAT;MASC;SG
espèce	вид	espèce	вид	N;FEM;SG	N;INAN;NOM;MASC;SG
raison	причина	raison	причина	N;FEM;SG	N;INAN;NOM;FEM;SG
raison	привід	raison	привід	N;FEM;SG	N;INAN;NOM;MASC;SG
modèle	модель	modèle	модель	N;MASC;SG	N;INAN;NOM;FEM;SG
modèle	шаблон	modèle	шаблон	N;MASC;SG	N;INAN;NOM;MASC;SG
travail	робота	travail	робота	N;MASC;SG	N;INAN;NOM;FEM;SG
travail	роботу	travail	робота	N;MASC;SG	N;INAN;ACC;FEM;SG
femme	жінка	femme	жінка	N;FEM;SG	N;ANIM;NOM;FEM;SG
femme	самка	femme	самка	N;FEM;SG	N;ANIM;NOM;FEM;SG
femme	жінка	femme	жінка	N;FEM;SG	N;ANIM;NOM;FEM;SG
femme	дружині	femme	дружина	N;FEM;SG	N;ANIM;DAT;FEM;SG
femme	дружина	femme	дружина	N;FEM;SG	N;ANIM;NOM;FEM;SG
déjà	уже	déjà	уже	ADV	ADV
déjà	вже	déjà	вже	ADV	ADV
bas	низький	bas	низький	ADJ;MASC;SG	ADJ;NOM;MASC;SG
bas	низька	bas	низький	ADJ;MASC;SG	ADJ;NOM;FEM;SG
texte	текст	texte	текст	N;MASC;SG	N;INAN;NOM;MASC;SG
terre	землею	terre	земля	N;FEM;SG	N;INAN;INS;FEM;SG
terre	земля	terre	земля	N;FEM;SG	N;INAN;NOM;FEM;SG
terre	земля	terre	земля	N;FEM;SG	N;INAN;NOM;FEM;SG
terre	ґрунту	terre	ґрунт	N;FEM;SG	N;INAN;GEN;MASC;SG
terre	ґрунт	terre	ґрунт	N;FEM;SG	N;INAN;NOM;MASC;SG
terre	земля	terre	земля	N;FEM;SG	N;INAN;NOM;FEM;SG
compétition	конкуренції	compétition	конкуренція	N;FEM;SG	N;INAN;GEN;FEM;SG
allemand	німець	allemand	німець	N;MASC;SG	N;ANIM;NOM;MASC;SG
britannique	британська	britannique	британський	ADJ;MASC;SG	ADJ;NOM;FEM;SG
porte	брама	porte	брама	N;FEM;SG	N;INAN;NOM;FEM;SG
porte	вивіз	porte	вивіз	N;FEM;SG	N;INAN;NOM;MASC;SG
hommes	чоловіки	homme	чоловік	N;MASC;PL	N;ANIM;NOM;MASC;PL
hommes	самці	homme	самка	N;MASC;PL	N;ANIM;NOM;MASC;PL
bataille	битва	bataille	битво	N;FEM;SG	N;INAN;NOM;FEM;SG
bataille	бій	bataille	бій	N;FEM;SG	N;INAN;NOM;MASC;SG
corps	тіло	corps	тіло	N;MASC;SG	N;INAN;NOM;NEUT;SG
corps	тіла	corps	тіло	N;MASC;SG	N;INAN;NOM;NEUT;SG
corps	корпус	corps	корпус	N;MASC;SG	N;INAN;NOM;MASC;SG
siège	облога	siège	облогий	N;MASC;SG	N;INAN;NOM;FEM;SG
siège	штаб	siège	штаб	N;MASC;SG	N;INAN;NOM;MASC;SG
siège	місце	siège	місце	N;MASC;SG	N;INAN;NOM;NEUT;SG
personnes	осіб	personne	особа	N;FEM;PL	N;ANIM;ACC;FEM;PL
personnes	особи	personne	особа	N;FEM;PL	N;ANIM;NOM;FEM;PL
personnes	людей	personne	людина	N;FEM;PL	N;ANIM;ACC;FEM;PL
personnes	люди	personne	людина	N;FEM;PL	N;ANIM;NOM;FEM;PL
nommé	названо	nommer	назвати	V;MASC;SG;PST;V.PTCP	V;PFV;IND;0;FIN
nommé	призначив	nommer	призначити	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
route	маршрут	route	маршрут	N;FEM;SG	N;INAN;NOM;MASC;SG
route	дорога	route	дорога	N;FEM;SG	N;INAN;NOM;FEM;SG
finale	фінал	finale	фінал	N;FEM;SG	N;INAN;NOM;MASC;SG
finale	фінал	finale	фінал	N;FEM;SG	N;INAN;NOM;MASC;SG
jeune	молода	jeune	молодий	ADJ;MASC;SG	ADJ;NOM;FEM;SG
jeune	молодою	jeune	молодий	ADJ;MASC;SG	ADJ;INS;FEM;SG
jeune	молодий	jeune	молодий	ADJ;MASC;SG	ADJ;NOM;MASC;SG
jeune	молодим	jeune	молодий	ADJ;MASC;SG	ADJ;INS;NEUT;SG
match	гра	match	гра	N;MASC;SG	N;INAN;NOM;FEM;SG
match	гру	match	гра	N;MASC;SG	N;INAN;ACC;FEM;SG
match	збіг	match	збігти	N;MASC;SG	N;INAN;NOM;MASC;SG
match	відповідність	match	відповідність	N;MASC;SG	N;INAN;NOM;FEM;SG
match	матч	match	матч	N;MASC;SG	N;INAN;NOM;MASC;SG
match	двобій	match	двобія	N;MASC;SG	N;INAN;NOM;MASC;SG
royaume	царство	royaume	царство	N;MASC;SG	N;INAN;NOM;NEUT;SG
royaume	королівство	royaume	королівство	N;MASC;SG	N;INAN;NOM;NEUT;SG
royaume	королівства	royaume	королівство	N;MASC;SG	N;INAN;NOM;NEUT;SG
long	довгий	long	довгий	ADJ;MASC;SG	ADJ;NOM;MASC;SG
long	довга	long	довга	ADJ;MASC;SG	ADJ;NOM;FEM;SG
latitude	широта	latitude	широта	N;FEM;SG	N;INAN;NOM;FEM;SG
base	основа	base	основа	N;FEM;SG	N;INAN;NOM;FEM;SG
base	база	base	база	N;FEM;SG	N;INAN;NOM;FEM;SG
base	основою	base	основа	N;FEM;SG	N;INAN;INS;FEM;SG
base	базис	base	базис	N;FEM;SG	N;INAN;NOM;MASC;SG
études	студій	étude	студія	N;FEM;PL	N;INAN;GEN;FEM;PL
communauté	громада	communauté	громада	N;FEM;SG	N;INAN;NOM;FEM;SG
communauté	спільнота	communauté	спільнота	N;FEM;SG	N;INAN;NOM;FEM;SG
association	асоціація	association	асоціація	N;FEM;SG	N;INAN;NOM;FEM;SG
militaire	військовий	militaire	військовий	ADJ;MASC;SG	ADJ;NOM;MASC;SG
section	розділ	section	розділ	N;FEM;SG	N;INAN;NOM;MASC;SG
section	секція	section	секція	N;FEM;SG	N;INAN;NOM;FEM;SG
longitude	довгота	longitude	довгота	N;FEM;SG	N;INAN;NOM;FEM;SG
bronze	бронза	bronze	бронза	N;MASC;SG	N;INAN;NOM;FEM;SG
livre	книжка	livre	книжка	N;MASC;SG	N;INAN;NOM;FEM;SG
livre	книга	livre	книга	N;MASC;SG	N;INAN;NOM;FEM;SG
livre	фунт	livre	фунт	N;MASC;SG	N;INAN;NOM;MASC;SG
américaine	американський	américain	американський	ADJ;FEM;SG	ADJ;NOM;MASC;SG
américaine	американська	américain	американський	ADJ;FEM;SG	ADJ;NOM;FEM;SG
américaine	американської	américain	американський	ADJ;FEM;SG	ADJ;GEN;FEM;SG
haut	високий	haut	високий	ADJ;MASC;SG	ADJ;NOM;MASC;SG
haut	висока	haut	високий	ADJ;MASC;SG	ADJ;NOM;FEM;SG
haut	значне	haut	значний	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
haut	високе	haut	високий	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
haut	верхній	haut	верхній	ADJ;MASC;SG	ADJ;NOM;MASC;SG
suisse	швейцарський	suisse	швейцарський	ADJ;MASC;SG	ADJ;NOM;MASC;SG
suisse	швейцарська	suisse	швейцарський	ADJ;MASC;SG	ADJ;NOM;FEM;SG
suivant	стежать	suivre	стежати	V;PRS;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN
beaucoup	багато	beaucoup	багато	ADV	ADV
beaucoup	багато	beaucoup	багато	ADV	ADV
beaucoup	сильно	beaucoup	сильно	ADV	ADV
dire	скажуть	dire	сказати	V;NFIN	V;PFV;IND;PL;3;FUT;FIN
dire	кажу	dire	казати	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
dire	сказати	dire	сказати	V;NFIN	V;PFV;NFIN
dire	кажеш	dire	казати	V;NFIN	V;IPFV;IND;SG;2;PRS;FIN
parmi	серед	parmi	серед	ADP	ADP;GEN
fille	дівчинка	fille	дівчинка	N;FEM;SG	N;ANIM;NOM;FEM;SG
fille	дівча	fille	дівча	N;FEM;SG	N;ANIM;NOM;NEUT;SG
