експлуатація	exploatering	експлуатація	exploatering	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
звіти	rapporter	звіт	rapport	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
звіти	betänkanden	звіт	betänkande	N;INAN;NOM;MASC;PL	N;NOM;INDF;NEUT;PL
спеціалізовані	specialiserade	спеціалізований	specialisera	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
надгробок	gravsten	надгробок	gravst	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
правосуддя	justice	правосуддя	justice	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
правосуддя	rättvisa	правосуддя	rättvisa	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
правосуддя	rättskipning	правосуддя	rättskipning	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
сміття	skräp	сміття	skräp	N;INAN;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
сміття	skräp	сміття	skräp	N;INAN;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
череп	skallen	череп	skall	N;INAN;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
череп	skalle	череп	skola	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
захоплені	tillfångatagna	захоплений	tillfångatagen	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
коричневі	bruna	коричнівий	brun	ADJ;NOM;PL	ADJ;NOM;PL
колона	kolumn	колоно	kolumn	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
колона	spalt	колоно	spalt	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
колона	kolonn	колоно	kolonn	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
рідкісний	sällsynt	рідкісний	sällsynt	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
піднімається	klättrar	підніматися	klättra	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
піднімається	stiger	підніматися	stiga	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
піднімається	stiger	підніматися	stiga	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
купол	kupol	купол	kupol	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
купол	kupolen	купол	kupol	N;INAN;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
передбачав	förutspådde	передбачати	förutspåda	V;IPFV;MASC;IND;SG;PST;FIN	V;IND;PST;FIN;ACT
почути	hör	почути	höra	V;PFV;NFIN	V;IND;PRS;FIN;ACT
почути	höra	почути	höra	V;PFV;NFIN	V;IMP;FIN;ACT
мандрівник	resenär	мандрівник	resenär	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
мандрівник	resande	мандрівник	resa	N;ANIM;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
мандрівник	resenär	мандрівник	resenär	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
багатства	rikedom	багатство	rikedom	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
багатства	förmögenhet	багатство	förmögenhet	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
багатства	välstånd	багатство	välstånd	N;INAN;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
тренування	utbildning	тренування	utbildning	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
тренування	träning	тренування	träning	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
малювання	tavla	малювання	tavla	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
малювання	målning	малювання	målning	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
малювання	dragning	малювання	dragning	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
малювання	teckning	малювання	teckning	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
малювання	ritning	малювання	ritning	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
сімейство	familjen	сімейство	familj	N;INAN;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
сімейство	familj	сімейство	familj	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
сімейство	family	сімейство	family	N;INAN;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
сімейство	släkt	сімейство	släkt	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
прийоми	tricks	прийом	tricka	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
прийоми	konster	прийом	konst	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
аполлон	apollo	аполлон	apollo	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
почалась	börjat	початися	börja	V;PFV;FEM;IND;SG;PST;FIN	V;V.CVB;ACT
зібрано	byggde	зібрати	bygga	V;PFV;IND;0;FIN	V;IND;PST;FIN;ACT
зібрано	sammanställde	зібрати	sammanställa	V;PFV;IND;0;FIN	V;IND;PST;FIN;ACT
зібрано	samlades	зібрати	samla	V;PFV;IND;0;FIN	V;IND;PST;FIN;PASS
зібрано	grupperas	зібрати	gruppera	V;PFV;IND;0;FIN	V;IND;PRS;NFIN;PASS
переконати	övertyga	переконати	övertyga	V;PFV;NFIN	V;IMP;NFIN;ACT
переконати	övertygar	переконати	övertyga	V;PFV;NFIN	V;IND;PRS;FIN;ACT
розлучення	skilsmässa	розлучення	skilsmässa	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
виключення	undantag	виключення	undantag	N;INAN;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
виключення	undantaget	виключення	undantag	N;INAN;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
сервера	cervera	сервер	cervera	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
сервера	servern	сервер	servern	N;INAN;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
сервера	server	сервер	serv	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
фотограф	fotograf	фотограф	fotograf	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
попит	efterfrågan	попит	efterfrågan	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
винахід	uppfinning	винахід	uppfinning	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
винахід	uppfinningsrikedom	винахід	uppfinningsrikedom	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
змінилася	byttes	змінитися	byta	V;PFV;FEM;IND;SG;PST;FIN	V;IND;PST;FIN;PASS
змінилася	förändrats	змінитися	förändra	V;PFV;FEM;IND;SG;PST;FIN	V;V.CVB;PASS
змінилася	ändrats	змінитися	ändra	V;PFV;FEM;IND;SG;PST;FIN	V;V.CVB;PASS
записати	skriva	записати	skriva	V;PFV;NFIN	V;IMP;FIN;ACT
записати	skriv	записати	skriv	V;PFV;NFIN	V;IMP;FIN;ACT
записати	registrera	записати	registrera	V;PFV;NFIN	V;IMP;FIN;ACT
записати	bränn	записати	bränn	V;PFV;NFIN	V;IMP;FIN;ACT
записати	bränna	записати	bränna	V;PFV;NFIN	V;IMP;FIN;ACT
записати	bränner	записати	bränna	V;PFV;NFIN	V;IND;PRS;FIN;ACT
уникати	undvik	уникати	undvik	V;IPFV;NFIN	V;IMP;FIN;ACT
уникати	undvika	уникати	undvika	V;IPFV;NFIN	V;IMP;NFIN;ACT
звільнено	avskedade	звільнити	avskeda	V;PFV;IND;0;FIN	V;IND;PST;V.PTCP;ACT
дружба	vänskap	дружба	vänskap	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
дружба	vänskap	дружба	vänskap	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
зменшує	reducerar	зменшувати	reducera	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
зменшує	minskar	зменшувати	minska	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
зменшує	minskar	зменшувати	minska	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
поліцейський	snut	поліцейський	snut	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
конкретно	specifikt	конкретно	specifikt	ADV	ADV
воювали	slogs	воювати	slå	V;IPFV;IND;PL;PST;FIN	V;IND;PST;FIN;PASS
воювали	kämpat	воювати	kämpa	V;IPFV;IND;PL;PST;FIN	V;V.CVB;ACT
воювали	kämpade	воювати	kämpa	V;IPFV;IND;PL;PST;FIN	V;IND;PST;FIN;ACT
воювали	slagits	воювати	sla	V;IPFV;IND;PL;PST;FIN	V;V.CVB;PASS
курорт	resort	курорт	resa	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
позитивний	positivt	позитивний	positiv	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
позитивний	positiv	позитивний	positiv	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
чай	tea	чай	tea	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
чай	te	чай	te	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
кримінальні	kriminella	кримінальний	kriminell	ADJ;NOM;PL	ADJ;NOM;PL
вірус	virus	вірус	virus	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
вірус	viruset	вірус	virus	N;INAN;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
висловлювання	output	висловлювання	output	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
висловлювання	produktion	висловлювання	produktion	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
висловлювання	utdata	висловлювання	utdata	N;INAN;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
розрив	paus	розрив	paus	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
розрив	break	розрив	break	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
розрив	rast	розрив	rast	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
розрив	brytning	розрив	brytning	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
розрив	mellanrum	розрив	mellanrum	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
розрив	lucka	розрив	lucka	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
розрив	gap	розрив	gap	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
куля	sfären	куля	sfär	N;INAN;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
куля	klot	куля	klo	N;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
куля	sfär	куля	sfär	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
куля	kulan	куля	kula	N;INAN;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
куля	kula	куля	kula	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
органічні	ekologiska	органічний	ekologisk	ADJ;NOM;PL	ADJ;NOM;PL
органічні	organiska	органічний	organisk	ADJ;NOM;PL	ADJ;NOM;PL
капели	fresker	капела	fresk	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
ресторан	restaurang	ресторан	restaurang	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ресторан	restaurangen	ресторан	restaurang	N;INAN;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
підняття	höjning	підняття	höjning	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
коричневий	brunt	коричневий	brunt	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
коробки	lådor	коробка	låda	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
коробки	askar	коробка	ask	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
коробки	boxar	коробка	box	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
коробки	rutor	коробка	ruta	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
сформовано	bildas	сформовано	bilda	V;PFV;IND;0;FIN	V;IND;FIN;PASS
сформовано	bildade	сформовано	bilda	V;PFV;IND;0;FIN	V;IND;PST;FIN;ACT
сформовано	bildats	сформовано	bilda	V;PFV;IND;0;FIN	V;V.CVB;PASS
сформовано	bildades	сформовано	bilda	V;PFV;IND;0;FIN	V;IND;PST;FIN;PASS
собака	hund	собака	hund	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
шолом	hjälmen	шолом	hjälm	N;INAN;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
шолом	hjälm	шолом	hjälm	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
пропаганда	propaganda	пропаганда	propaganda	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
записані	skriftliga	записаний	skriftlig	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;PL
записані	skrivna	записаний	skrivna	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
впливати	påverkar	впливати	påverka	V;IPFV;NFIN	V;IND;PRS;FIN;ACT
впливати	påverka	впливати	påverka	V;IPFV;NFIN	V;IMP;FIN;ACT
впливати	påverka	впливати	påverka	V;IPFV;NFIN	V;IMP;FIN;ACT
швейцарський	schweizisk	швейцарський	schweizisk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
змішані	blandade	змішаний	blandad	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
підтверджено	bekräftade	підтверджити	bekräftad	V;PFV;IND;0;FIN	V;PST;V.PTCP;ACT
підтверджено	bekräftas	підтверджити	bekräfta	V;PFV;IND;0;FIN	V;NFIN;PASS
підтверджено	bekräftats	підтверджити	bekräfta	V;PFV;IND;0;FIN	V;V.CVB;PASS
індивідуальні	individuella	індивідуальний	individuell	ADJ;NOM;PL	ADJ;NOM;PL
зла	ondskan	зло	ondska	N;INAN;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
зла	ondska	зло	ondsk	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
зла	evil	зло	evil	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
геологічні	geologiska	геологічний	geologisk	ADJ;NOM;PL	ADJ;NOM;PL
заслуговує	förtjänar	заслуговувати	förtjäna	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
холодна	kallt	холодний	kallt	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
холодна	kall	холодний	kall	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
фільтр	filtret	фільтр	filtr	N;INAN;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
сильна	stark	сильний	stark	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
мера	borgmästaren	мера	borgmästar	N;ANIM;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
репертуар	repertoar	репертуар	repertoa	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ярмарок	mässa	ярмарка	mässa	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ліцензія	licens	ліцензія	lic	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ліцензія	licens	ліцензія	lic	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ліцензія	körkort	ліцензія	körkort	N;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
ліцензія	license	ліцензія	license	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
геть	iväg	геть	iväg	ADV	ADV
геть	bort	геть	bort	ADV	ADV
пісок	sand	пісок	sand	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
пера	fjädrar	перо	fjädra	N;INAN;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
гірше	sämre	гірше	dålig	ADV;CMPR	ADV;CMPR
ворог	fienden	ворог	fiende	N;INAN;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
ворог	fiende	ворог	fiende	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
девіз	motto	девіз	motto	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
девіз	mottot	девіз	mottot	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
лицарі	riddare	лицар	riddare	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
часті	täta	частий	tät	ADJ;NOM;PL	ADJ;NOM;PL
завершити	slutför	завершити	slutför	V;PFV;NFIN	V;IMP;FIN;ACT
завершити	avsluta	завершити	avsluta	V;PFV;NFIN	V;IMP;FIN;ACT
завершити	avsluta	завершити	avsluta	V;PFV;NFIN	V;IMP;FIN;ACT
завершити	slutför	завершити	slutför	V;PFV;NFIN	V;IMP;FIN;ACT
підняти	höja	підняти	höja	V;PFV;NFIN	V;IMP;FIN;ACT
підняти	upphöja	підняти	upphöja	V;PFV;NFIN	V;IMP;FIN;ACT
підняти	lyfta	підняти	lyfta	V;PFV;NFIN	V;IMP;NFIN;ACT
підняти	höj	підняти	höj	V;PFV;NFIN	V;IMP;FIN;ACT
підняти	höja	підняти	höja	V;PFV;NFIN	V;IMP;FIN;ACT
нікого	ingen	ніхто	ingen	PRO;ANIM;ACC	PRO;INDF;MASC+FEM;SG
раннє	tidig	ранній	tidig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
вибрана	utvald	вибраний	utvälja	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
вибрана	vald	вибраний	välja	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
вибрана	utvalt	вибраний	utvälta	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
вибрана	valt	вибраний	välja	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
інфраструктура	infrastruktur	інфраструктура	infrastruktur	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
інфраструктура	infrastrukturen	інфраструктура	infrastruktur	N;INAN;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
спорядження	växel	спорядження	växel	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
спорядження	redskap	спорядження	redskap	N;INAN;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
спорядження	gear	спорядження	ge	N;INAN;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
продюсери	producenter	продюсер	producent	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
реалізувати	genomföra	реалізувати	genomföra	V;PFV;NFIN	V;IMP;FIN;ACT
реалізувати	implementera	реалізувати	implementera	V;PFV;NFIN	V;IMP;FIN;ACT
наміри	avsikter	намір	avsikt	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
наміри	intentioner	намір	intention	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
черепаха	sköldpadda	черепах	sköldpadda	N;ANIM;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
черепаха	sköldpadda	черепах	sköldpadda	N;ANIM;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
збудження	upphetsning	збудження	upphetsning	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
пропонував	bidrog	пропонувати	bidra	V;IPFV;MASC;IND;SG;PST;FIN	V;IND;PST;FIN;ACT
кінематограф	bio	кінематограф	bio	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
кінематограф	biograf	кінематограф	biograf	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
стік	kulvert	стекти	kulvert	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ілюстрація	illustration	ілюстрація	illustration	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
традиційна	traditionellt	традиційний	traditionell	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
традиційна	traditionell	традиційний	traditionell	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
традиційна	traditionsenligt	традиційний	traditionsenlig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
воскресіння	återuppståndelse	воскресіння	återuppståndelse	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
воскресіння	uppståndelse	воскресіння	uppståndelse	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
вихідний	avgående	вихідний	avgående	ADJ;NOM;MASC;SG	ADJ;NOM;PRS;V.PTCP
вихідний	utåtriktad	вихідний	utåtriktad	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
збираються	samlar	збиратися	samla	V;IPFV;IND;PL;3;PRS;FIN	V;IND;PRS;FIN;ACT
збираються	samlas	збиратися	samla	V;IPFV;IND;PL;3;PRS;FIN	V;IND;NFIN;PASS
мовні	språkliga	мовний	språklig	ADJ;NOM;PL	ADJ;NOM;PL
привілеї	befogenheter	привілея	befogenhet	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
привілеї	privilegier	привілея	privilegium	N;INAN;NOM;MASC;PL	N;NOM;INDF;NEUT;PL
фраза	fras	фраза	fra	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
міфи	myter	міф	myter	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
фольклор	folklore	фольклор	folklore	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
заповіт	testamente	заповіт	testamente	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
заповіт	testamentet	заповіт	testamente	N;INAN;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
скарби	skatter	скарб	skatt	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
рання	tidig	ранній	tidig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
анатомія	anatomi	анатомія	anatomi	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
федеральний	federalt	федеральний	federal	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
страйк	strike	страйк	strike	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
страйк	strejk	страйк	strejk	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
платівки	skivor	платівка	skiva	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
оригінал	original	оригінал	original	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
підвищує	ökar	підвищувати	öka	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
відмова	underlåtenhet	відмова	underlåtenhet	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
себастьян	sebastian	себастьянин	sebastian	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
підвищити	öka	підвищити	öka	V;PFV;NFIN	V;IMP;FIN;ACT
змії	ormar	змія	orm	N;ANIM;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
безпосередній	omedelbar	безпосередній	omedelbar	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
провідник	vägledning	провідник	vägledning	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
провідник	guiden	провідник	guid	N;ANIM;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
провідник	vägvisare	провідник	vägvis	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
провідник	guide	провідник	gui	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
провідник	konduktören	провідник	konduktör	N;ANIM;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
провідник	dirigent	провідник	dirigent	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
партизан	gerillan	партизаний	gerillan	N;INAN;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
допомагали	hjälpte	допомагати	hjälpa	V;IPFV;IND;PL;PST;FIN	V;IND;PST;FIN;ACT
допомагали	hjälpt	допомагати	hjälpa	V;IPFV;IND;PL;PST;FIN	V;V.CVB;ACT
ютери	maskiner	ютер	maskin	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
протести	protesterna	протест	protest	N;INAN;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
протести	protester	протест	protest	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
шеф	kock	шеф	kock	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
шеф	kocken	шеф	kock	N;ANIM;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
шеф	chef	шеф	chef	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
шеф	chief	шеф	chief	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
шеф	chefen	шеф	chef	N;ANIM;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
шеф	hövding	шеф	hövding	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
обряд	rit	обряд	rit	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
боксери	boxare	боксер	boxare	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
зупинка	stop	зупинка	stop	N;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
зупинка	stopp	зупинка	stopp	N;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
зупинка	halt	зупинка	halt	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
допомагати	hjälper	допомагати	hjälpa	V;IPFV;NFIN	V;IND;PRS;FIN;ACT
допомагати	hjälpa	допомагати	hjälpa	V;IPFV;NFIN	V;IMP;FIN;ACT
дзвін	bells	дзвін	bella	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
дзвін	klocka	дзвін	klocka	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
проміжок	intervall	проміжок	intervall	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
удари	kranar	удар	krana	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
холодний	kallt	холодний	kallt	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
холодний	kall	холодний	kall	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
сорок	fyrtio	сорок	fyrtio	NUM;NOM	NUM;NOM
