από	من	από	مِن	ADP	ADP
εκδόσεις	منشورات	έκδοση	مَنشُور	N;NOM;FEM;PL	N;NOM;INDF;PL
εκδόσεις	المطبوعات	έκδοση	مَطبُوع	N;NOM;FEM;PL	N;NOM;DEF;PL
εκδόσεις	المنشورات	έκδοση	مَنشُور	N;NOM;FEM;PL	N;NOM;DEF;PL
μουσείο	المتحف	μουσείο	مَتحَف	N;NOM;NEUT;SG	N;NOM;DEF;SG
μουσείο	متحف	μουσείο	مَتحَف	N;NOM;NEUT;SG	N;NOM;INDF;SG
πολιτικός	سياسية	πολιτικός	سِيَاسِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
πολιτικός	سياسي	πολιτικός	سِيَاسِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
πολιτικός	السياسي	πολιτικός	سِيَاسِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
συμμετοχή	المشاركة	συμμετοχή	مُشَارَكَة	N;NOM;FEM;SG	N;NOM;DEF;SG
δυο	اثنين	δύο	اِثنَان	NUM;NOM;PL	NUM;NOM;INDF;MASC
δυο	اثنتان	δύο	اِثنَان	NUM;NOM;PL	NUM;NOM;INDF;FEM
μεγαλύτερη	اضخم	μεγάλος	ضَخم	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;INDF;MASC;SG
άτομα	افراد	άτομο	فَرد	N;NOM;NEUT;PL	N;NOM;INDF;PL
άτομα	الافراد	άτομο	فَرد	N;NOM;NEUT;PL	N;NOM;DEF;PL
άτομα	اشخاص	άτομο	شَخص	N;NOM;NEUT;PL	N;NOM;INDF;PL
άτομα	اناس	άτομο	اناس	N;NOM;NEUT;PL	N;NOM;INDF;PL
άτομα	الاشخاص	άτομο	شَخص	N;NOM;NEUT;PL	N;NOM;DEF;PL
άτομα	الناس	άτομο	إِنسَان	N;NOM;NEUT;PL	N;NOM;DEF;PL
είδος	النوع	είδος	نَوع	N;NOM;NEUT;SG	N;NOM;DEF;SG
είδος	نوع	είδος	نَوع	N;NOM;NEUT;SG	N;NOM;INDF;SG
μεγαλύτερο	اضخم	μεγάλος	ضَخم	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;INDF;MASC;SG
χώρες	بلدان	χώρα	بَلَد	N;NOM;FEM;PL	N;NOM;INDF;PL
χώρες	البلدان	χώρα	بَلَد	N;NOM;FEM;PL	N;NOM;DEF;PL
χώρες	الدول	χώρα	دَولَة	N;NOM;FEM;PL	N;NOM;DEF;PL
σχολή	مدرسة	σχολή	مَدرَسَة	N;NOM;FEM;SG	N;NOM;INDF;SG
σχολή	المدرسة	σχολή	مَدرَسَة	N;NOM;FEM;SG	N;NOM;DEF;SG
εναντίον	ضد	εναντίον	ضِدَّ	ADP	ADP;ACC
τρία	ثلاثة	τρεις	ثَلَاثَة	NUM;NOM;NEUT;PL	NUM;NOM;INDF;MASC
τρία	ثلاث	τρεις	ثَلَاثَة	NUM;NOM;NEUT;PL	NUM;NOM;INDF;FEM
χαρακτηριστικά	خصائص	χαρακτηριστικός	خَصِيصَة	N;NOM;NEUT;PL	N;NOM;INDF;PL
χαρακτηριστικά	الخصائص	χαρακτηριστικός	خَصِيصَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
χαρακτηριστικά	الملامح	χαρακτηριστικός	مَلَامِح	N;NOM;NEUT;PL	N;NOM;DEF;PL
χαρακτηριστικά	سمات	χαρακτηριστικός	سِمَّة	N;NOM;NEUT;PL	N;NOM;INDF;PL
χαρακτηριστικά	السمات	χαρακτηριστικός	سَمَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
χαρακτηριστικά	الميزات	χαρακτηριστικός	مِيزَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
χαρακτηριστικά	ميزات	χαρακτηριστικός	مِيزَة	N;NOM;NEUT;PL	N;NOM;INDF;PL
χαρακτηριστικά	صفات	χαρακτηριστικός	صِفَة	N;NOM;NEUT;PL	N;NOM;INDF;PL
χαρακτηριστικά	السمات	χαρακτηριστικός	سَمَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
χαρακτηριστικά	الصفات	χαρακτηριστικός	صِفَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
χαρακτηριστικά	سمات	χαρακτηριστικός	سِمَّة	N;NOM;NEUT;PL	N;NOM;INDF;PL
όρος	المصطلح	όρος	المصطلح	N;NOM;MASC;SG	N;NOM;DEF;SG
όρος	مصطلح	όρος	مُصطَلَح	N;NOM;MASC;SG	N;NOM;INDF;SG
όρος	حالة	όρος	حَالَة	N;NOM;MASC;SG	N;NOM;INDF;SG
όρος	شرط	όρος	شَرط	N;NOM;MASC;SG	N;NOM;INDF;SG
όρος	الحالة	όρος	حَالَة	N;NOM;MASC;SG	N;NOM;DEF;SG
όρος	الشرط	όρος	شَرط	N;NOM;MASC;SG	N;NOM;DEF;SG
ιδρύθηκε	اسست	ιδρύω	أَسَاس	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;FEM;SG;3;PASS
βασιλιάς	الملك	βασιλιάς	مَلِك	N;NOM;MASC;SG	N;NOM;DEF;SG
παιδιά	الاولاد	παιδί	وَلَد	N;NOM;NEUT;PL	N;NOM;DEF;PL
παιδιά	فتيان	παιδί	فتيان	N;NOM;NEUT;PL	N;NOM;INDF;PL
παιδιά	الاولاد	παιδί	وَلَد	N;NOM;NEUT;PL	N;NOM;DEF;PL
παιδιά	الاطفال	παιδί	طِفل	N;NOM;NEUT;PL	N;NOM;DEF;PL
παιδιά	شباب	παιδί	شَبّ	N;NOM;NEUT;PL	N;NOM;INDF;PL
παιδιά	رجال	παιδί	رَجُل	N;NOM;NEUT;PL	N;NOM;INDF;PL
παιδιά	الاطفال	παιδί	طِفل	N;NOM;NEUT;PL	N;NOM;DEF;PL
βραβείο	الجائزة	βραβείο	جَائِزَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
βραβείο	جائزة	βραβείο	جَائِزَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
βραβείο	الجائزة	βραβείο	جَائِزَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
βραβείο	جائزة	βραβείο	جَائِزَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
άρχισε	بدات	αρχίζω	بَدَأ	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
άρχισε	بدا	αρχίζω	بَدَا	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;SG;3;ACT
αρχαία	قديم	αρχαίος	قَدِيم	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
παραγωγή	الانتاج	παραγωγή	إِنتَاج	N;NOM;FEM;SG	N;NOM;DEF;SG
παραγωγή	انتاج	παραγωγή	إِنتَاج	N;NOM;FEM;SG	N;NOM;INDF;SG
ηθοποιός	الممثلة	ηθοποιός	مُمَثَّل	N;NOM;MASC;SG	N;NOM;DEF;SG
ηθοποιός	ممثلة	ηθοποιός	مُمَثِّلَة	N;NOM;MASC;SG	N;NOM;INDF;SG
ηθοποιός	الممثل	ηθοποιός	مُمَثِّل	N;NOM;MASC;SG	N;NOM;DEF;SG
ηθοποιός	ممثل	ηθοποιός	مُمَثِّل	N;NOM;MASC;SG	N;NOM;INDF;SG
δυνάμεις	سلطات	δύναμη	سُلطَة	N;NOM;FEM;PL	N;NOM;INDF;PL
δυνάμεις	القوى	δύναμη	قُوَّة	N;NOM;FEM;PL	N;NOM;DEF;PL
δυνάμεις	الصلاحيات	δύναμη	صَلَاحِيَّة	N;NOM;FEM;PL	N;NOM;DEF;PL
ελληνικό	يوناني	ελληνικός	يُونَانِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
ελληνικό	يونانية	ελληνικός	يُونَانِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
ελληνικό	اليوناني	ελληνικός	يُونَانِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
ελληνικό	اليونانية	ελληνικός	يُونَانِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG
γνωστό	المعروفة	γνωστός	مَعرُوف	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG
γνωστό	معلوم	γνωστός	مَعلُوم	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
γνωστό	معروف	γνωστός	مَعرُوف	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
γνωστό	معروفة	γνωστός	مَعرُوف	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
γνωστό	المعروف	γνωστός	مَعرُوف	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
παγκόσμιο	عالمي	παγκόσμιος	عَالَمِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
παγκόσμιο	عالمية	παγκόσμιος	عَالَمِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
παγκόσμιο	العالمي	παγκόσμιος	عَالَمِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
παγκόσμιο	العالمية	παγκόσμιος	عَالَمِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG
βιβλίο	الكتاب	βιβλίο	كِتَاب	N;NOM;NEUT;SG	N;NOM;DEF;SG
βιβλίο	كتاب	βιβλίο	كِتَاب	N;NOM;NEUT;SG	N;NOM;INDF;SG
διάστημα	مساحة	διάστημα	مِسَاحَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
διάστημα	الفضاء	διάστημα	فَضَاء	N;NOM;NEUT;SG	N;NOM;DEF;SG
διάστημα	فضاء	διάστημα	فَضَاء	N;NOM;NEUT;SG	N;NOM;INDF;SG
διάστημα	حيز	διάστημα	حَيِّز	N;NOM;NEUT;SG	N;NOM;INDF;SG
οικογένεια	عائلة	οικογένεια	عَائِلَة	N;NOM;FEM;SG	N;NOM;INDF;SG
οικογένεια	الاسرة	οικογένεια	أُسرَة	N;NOM;FEM;SG	N;NOM;DEF;SG
οικογένεια	اسرة	οικογένεια	أُسرَة	N;NOM;FEM;SG	N;NOM;INDF;SG
οικογένεια	العائلة	οικογένεια	عَائِلَة	N;NOM;FEM;SG	N;NOM;DEF;SG
μέτρα	التدابير	μέτρο	تَدبِير	N;NOM;NEUT;PL	N;NOM;DEF;PL
μέτρα	تدابير	μέτρο	تَدبِير	N;NOM;NEUT;PL	N;NOM;INDF;PL
σημαίνει	يعنى	σημαίνω	عَنَى	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
σημαίνει	يعني	σημαίνω	عَنَى	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
πέντε	خمسة	πέντε	خَمسَة	NUM;NOM;MASC;PL	NUM;NOM;INDF;MASC
πέντε	خمس	πέντε	خَمسَة	NUM;NOM;MASC;PL	NUM;NOM;INDF;FEM
υπουργός	وزير	υπουργός	وَزِير	N;NOM;MASC;SG	N;NOM;INDF;SG
υπουργός	وزيرة	υπουργός	وَزِيرَة	N;NOM;MASC;SG	N;NOM;INDF;SG
υπουργός	الوزيرة	υπουργός	وَزِيرَة	N;NOM;MASC;SG	N;NOM;DEF;SG
υπουργός	الوزير	υπουργός	وَزِير	N;NOM;MASC;SG	N;NOM;DEF;SG
πρότυπο	نموذج	πρότυπο	نَمُوذَج	N;NOM;NEUT;SG	N;NOM;INDF;SG
πρότυπο	النموذج	πρότυπο	نَمُوذَج	N;NOM;NEUT;SG	N;NOM;DEF;SG
πρότυπο	قالب	πρότυπο	قَالِب	N;NOM;NEUT;SG	N;NOM;INDF;SG
πρότυπο	القالب	πρότυπο	قَالِب	N;NOM;NEUT;SG	N;NOM;DEF;SG
πρότυπο	المعيار	πρότυπο	مِعيَار	N;NOM;NEUT;SG	N;NOM;DEF;SG
πρότυπο	معيار	πρότυπο	مُعِير	N;NOM;NEUT;SG	N;NOM;INDF;SG
αριθμός	عدد	αριθμός	عَدَد	N;NOM;MASC;SG	N;NOM;INDF;SG
αριθμός	العدد	αριθμός	عَدَد	N;NOM;MASC;SG	N;NOM;DEF;SG
αριθμός	الرقم	αριθμός	رَقم	N;NOM;MASC;SG	N;NOM;DEF;SG
αριθμός	رقم	αριθμός	رَقم	N;NOM;MASC;SG	N;NOM;INDF;SG
εταιρεία	شركة	εταιρεία	شَرِكَة	N;NOM;FEM;SG	N;NOM;INDF;SG
εταιρεία	الشركة	εταιρεία	شَرِكَة	N;NOM;FEM;SG	N;NOM;DEF;SG
εταιρεία	رفقة	εταιρεία	رِفقَة	N;NOM;FEM;SG	N;NOM;INDF;SG
σώμα	الجسد	σώμα	جَسَد	N;NOM;NEUT;SG	N;NOM;DEF;SG
σώμα	جسم	σώμα	جَسم	N;NOM;NEUT;SG	N;NOM;INDF;SG
σώμα	جثة	σώμα	جُثَّة	N;NOM;NEUT;SG	N;NOM;INDF;SG
σώμα	الجسم	σώμα	جِسم	N;NOM;NEUT;SG	N;NOM;DEF;SG
πρωτεύουσα	العاصمة	πρωτεύουσα	عَاصِمَة	N;NOM;FEM;SG	N;NOM;DEF;SG
πρωτεύουσα	عاصمة	πρωτεύουσα	عَاصِمَة	N;NOM;FEM;SG	N;NOM;INDF;SG
σύνολο	المجموع	σύνολο	مَجمُوع	N;NOM;NEUT;SG	N;NOM;DEF;SG
σύνολο	اجمالي	σύνολο	إِجمَالِيّ	N;NOM;NEUT;SG	N;NOM;INDF;SG
γνωστή	المعروفة	γνωστός	مَعرُوف	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
γνωστή	معلوم	γνωστός	مَعلُوم	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
γνωστή	معروف	γνωστός	مَعرُوف	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
γνωστή	معروفة	γνωστός	مَعرُوف	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
γνωστή	المعروف	γνωστός	مَعرُوف	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
νησί	الجزيرة	νησί	جَزِيرَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
νησί	جزيرة	νησί	جَزِيرَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
επίπεδο	مستوى	επίπεδο	مُستَوَى	N;NOM;NEUT;SG	N;NOM;INDF;SG
επίπεδο	المستوى	επίπεδο	مُستَوَى	N;NOM;NEUT;SG	N;NOM;DEF;SG
επιτυχία	النجاح	επιτυχία	نَجَاح	N;NOM;FEM;SG	N;NOM;DEF;SG
επιτυχία	التوفيق	επιτυχία	تَوفِيق	N;NOM;FEM;SG	N;NOM;DEF;SG
επιτυχία	نجاح	επιτυχία	نَجَاح	N;NOM;FEM;SG	N;NOM;INDF;SG
αρχή	بداية	αρχή	بِدَايَة	N;NOM;FEM;SG	N;NOM;INDF;SG
αρχή	البداية	αρχή	بِدَايَة	N;NOM;FEM;SG	N;NOM;DEF;SG
αρχή	بدء	αρχή	بَدء	N;NOM;FEM;SG	N;NOM;INDF;SG
αρχή	بداية	αρχή	بِدَايَة	N;NOM;FEM;SG	N;NOM;INDF;SG
αρχή	البداية	αρχή	بِدَايَة	N;NOM;FEM;SG	N;NOM;DEF;SG
αρχή	المبدا	αρχή	مَبدَا	N;NOM;FEM;SG	N;NOM;DEF;SG
αρχή	مبدا	αρχή	مَبدَا	N;NOM;FEM;SG	N;NOM;INDF;SG
αρχή	السلطة	αρχή	سُلطَة	N;NOM;FEM;SG	N;NOM;DEF;SG
άδεια	الرخصة	άδεια	رُخصَة	N;NOM;FEM;SG	N;NOM;DEF;SG
άδεια	ترخيص	άδεια	تَرخِيص	N;NOM;FEM;SG	N;NOM;INDF;SG
άδεια	رخصة	άδεια	رُخصَة	N;NOM;FEM;SG	N;NOM;INDF;SG
άδεια	الترخيص	άδεια	تَرخِيص	N;NOM;FEM;SG	N;NOM;DEF;SG
άδεια	تصريح	άδεια	تَصرِيح	N;NOM;FEM;SG	N;NOM;INDF;SG
άδεια	الاذن	άδεια	اَلذَذِن	N;NOM;FEM;SG	N;NOM;DEF;SG
άδεια	الرخصة	άδεια	رُخصَة	N;NOM;FEM;SG	N;NOM;DEF;SG
άδεια	رخصة	άδεια	رُخصَة	N;NOM;FEM;SG	N;NOM;INDF;SG
άδεια	الترخيص	άδεια	تَرخِيص	N;NOM;FEM;SG	N;NOM;DEF;SG
συγγραφέας	الكاتب	συγγραφέα	كَاتِب	N;NOM;MASC;SG	N;NOM;DEF;SG
συγγραφέας	كاتب	συγγραφέα	كَاتِب	N;NOM;MASC;SG	N;NOM;INDF;SG
συγγραφέας	الكاتبة	συγγραφέα	كَاتِب	N;NOM;MASC;SG	N;NOM;DEF;SG
συγγραφέας	الكاتب	συγγραφέα	كَاتِب	N;NOM;MASC;SG	N;NOM;DEF;SG
συγγραφέας	كاتب	συγγραφέα	كَاتِب	N;NOM;MASC;SG	N;NOM;INDF;SG
θάνατοι	وفيات	θάνατος	وَفَاة	N;NOM;MASC;PL	N;NOM;INDF;PL
θάνατοι	الوفيات	θάνατος	وَفَاة	N;NOM;MASC;PL	N;NOM;DEF;PL
τραγούδι	غناء	τραγούδι	غناء	N;NOM;NEUT;SG	N;NOM;INDF;SG
τραγούδι	الغناء	τραγούδι	غِنَاء	N;NOM;NEUT;SG	N;NOM;DEF;SG
τραγούδι	الاغنية	τραγούδι	أَغنِيّ	N;NOM;NEUT;SG	N;NOM;DEF;SG
τραγούδι	اغنية	τραγούδι	أَغنِيّ	N;NOM;NEUT;SG	N;NOM;INDF;SG
κόρη	الابنة	κόρη	الابنة	N;NOM;FEM;SG	N;NOM;DEF;SG
κόρη	البنت	κόρη	بَنت	N;NOM;FEM;SG	N;NOM;DEF;SG
κόρη	ابنة	κόρη	اِبنَة	N;NOM;FEM;SG	N;NOM;INDF;SG
επαρχία	مقاطعة	επαρχία	مُقَاطَعَة	N;NOM;FEM;SG	N;NOM;INDF;SG
επαρχία	المحافظة	επαρχία	مُحَافَظَة	N;NOM;FEM;SG	N;NOM;DEF;SG
επαρχία	محافظة	επαρχία	مُحَافَظَة	N;NOM;FEM;SG	N;NOM;INDF;SG
επαρχία	المقاطعة	επαρχία	مُقَاطَعَة	N;NOM;FEM;SG	N;NOM;DEF;SG
κέρδισε	فاز	κερδίζω	فَاز	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;SG;3;ACT
βασίλειο	مملكة	βασίλειο	مَملَكَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
βασίλειο	المملكة	βασίλειο	مَملَكَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
γνωστός	المعروفة	γνωστός	مَعرُوف	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
γνωστός	معلوم	γνωστός	مَعلُوم	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
γνωστός	معروف	γνωστός	مَعرُوف	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
γνωστός	معروفة	γνωστός	مَعرُوف	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
γνωστός	المعروف	γνωστός	مَعرُوف	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
πληροφορίες	المعلومات	πληροφορία	مَعلُومَة	N;NOM;FEM;PL	N;NOM;DEF;PL
πληροφορίες	معلومات	πληροφορία	مَعلُومَة	N;NOM;FEM;PL	N;NOM;INDF;PL
πληροφορίες	المعلومات	πληροφορία	مَعلُومَة	N;NOM;FEM;PL	N;NOM;DEF;PL
πληροφορίες	معلومات	πληροφορία	مَعلُومَة	N;NOM;FEM;PL	N;NOM;INDF;PL
εθνικό	وطنية	εθνικός	وَطَنِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
εθνικό	وطني	εθνικός	وَطَنِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
ανήκει	ينتمي	ανήκω	اِنتَمَى	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
πρόγραμμα	البرنامج	πρόγραμμα	بَرنَامَج	N;NOM;NEUT;SG	N;NOM;DEF;SG
πρόγραμμα	برنامج	πρόγραμμα	بَرنَامَج	N;NOM;NEUT;SG	N;NOM;INDF;SG
πρόγραμμα	جدولة	πρόγραμμα	جَدوَلَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
πρόγραμμα	جدول	πρόγραμμα	جَدوَل	N;NOM;NEUT;SG	N;NOM;INDF;SG
πρόγραμμα	البرنامج	πρόγραμμα	بَرنَامَج	N;NOM;NEUT;SG	N;NOM;DEF;SG
πρόγραμμα	برنامج	πρόγραμμα	بَرنَامَج	N;NOM;NEUT;SG	N;NOM;INDF;SG
χιλιόμετρα	اميال	χιλιόμετρο	مِيل	N;NOM;NEUT;PL	N;NOM;INDF;PL
χιλιόμετρα	كيلومترات	χιλιόμετρο	كِيلُومِتر	N;NOM;NEUT;PL	N;NOM;INDF;PL
χιλιόμετρα	كيلومترات	χιλιόμετρο	كِيلُومِتر	N;NOM;NEUT;PL	N;NOM;INDF;PL
κάτοικοι	السكان	κάτοικος	سَاكِن	N;NOM;MASC;PL	N;NOM;DEF;PL
κάτοικοι	المقيمون	κάτοικος	مُقَيَّم	N;NOM;MASC;PL	N;NOM;DEF;PL
άρθρα	مقالات	άρθρο	مَقَالَة	N;NOM;NEUT;PL	N;NOM;INDF;PL
άρθρα	المقالات	άρθρο	المقالات	N;NOM;NEUT;PL	N;NOM;DEF;PL
δημοκρατία	الجمهورية	δημοκρατία	جُمهُورِيَّة	N;NOM;FEM;SG	N;NOM;DEF;SG
δημοκρατία	جمهورية	δημοκρατία	جُمهُورِيَّة	N;NOM;FEM;SG	N;NOM;INDF;SG
δημοκρατία	الديمقراطية	δημοκρατία	دِيمُقرَاطِيَّة	N;NOM;FEM;SG	N;NOM;DEF;SG
πόλεμος	حرب	πόλεμος	حَرب	N;NOM;MASC;SG	N;NOM;INDF;SG
πόλεμος	الحرب	πόλεμος	حَرب	N;NOM;MASC;SG	N;NOM;DEF;SG
εφημερίδα	الجريدة	εφημερίδα	جَرِيد	N;NOM;FEM;SG	N;NOM;DEF;SG
εφημερίδα	الصحيفة	εφημερίδα	صَحِيفَة	N;NOM;FEM;SG	N;NOM;DEF;SG
εφημερίδα	صحيفة	εφημερίδα	صَحِيفَة	N;NOM;FEM;SG	N;NOM;INDF;SG
εφημερίδα	جريدة	εφημερίδα	جَرِيدَة	N;NOM;FEM;SG	N;NOM;INDF;SG
μικρό	صغير	μικρός	صَغِير	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
μικρό	صغيرة	μικρός	صَغِير	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
μικρό	قليل	μικρός	قَلِيل	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
τόπος	مكان	τόπος	مَكَان	N;NOM;MASC;SG	N;NOM;INDF;SG
τόπος	المكان	τόπος	مَكَان	N;NOM;MASC;SG	N;NOM;DEF;SG
τόπος	موقع	τόπος	مَوقِع	N;NOM;MASC;SG	N;NOM;INDF;SG
τόπος	الموقع	τόπος	مَوقِع	N;NOM;MASC;SG	N;NOM;DEF;SG
τόπος	المكان	τόπος	مَكَان	N;NOM;MASC;SG	N;NOM;DEF;SG
είδη	الانواع	είδος	نَوع	N;NOM;NEUT;PL	N;NOM;DEF;PL
πηγή	المصدر	πηγή	مَصدَر	N;NOM;FEM;SG	N;NOM;DEF;SG
πηγή	مصدر	πηγή	مَصدَر	N;NOM;FEM;SG	N;NOM;INDF;SG
πρωταθλήματα	البطولات	πρωτάθλημα	البطولات	N;NOM;NEUT;PL	N;NOM;DEF;PL
πρωταθλήματα	بطولات	πρωτάθλημα	بُطُولَة	N;NOM;NEUT;PL	N;NOM;INDF;PL
κατηγορίες	الفئات	κατηγορία	فِئَة	N;NOM;FEM;PL	N;NOM;DEF;PL
κατηγορίες	الاصناف	κατηγορία	إِصنَاف	N;NOM;FEM;PL	N;NOM;DEF;PL
κατηγορίες	فئات	κατηγορία	فِئَة	N;NOM;FEM;PL	N;NOM;INDF;PL
θέσεις	المناصب	θέση	مُنَاصِب	N;NOM;FEM;PL	N;NOM;DEF;PL
θέσεις	المواقف	θέση	مَوقِف	N;NOM;FEM;PL	N;NOM;DEF;PL
θέσεις	مناصب	θέση	مَنصِب	N;NOM;FEM;PL	N;NOM;INDF;PL
θέσεις	المواقع	θέση	مَوقِع	N;NOM;FEM;PL	N;NOM;DEF;PL
θέσεις	الوظائف	θέση	وَظِيفَة	N;NOM;FEM;PL	N;NOM;DEF;PL
θέσεις	منشورات	θέση	مَنشُور	N;NOM;FEM;PL	N;NOM;INDF;PL
θέσεις	المناصب	θέση	مُنَاصِب	N;NOM;FEM;PL	N;NOM;DEF;PL
θέσεις	المنشورات	θέση	مَنشُور	N;NOM;FEM;PL	N;NOM;DEF;PL
θέσεις	مقاعد	θέση	مَقعَد	N;NOM;FEM;PL	N;NOM;INDF;PL
θέσεις	المقاعد	θέση	مَقعَد	N;NOM;FEM;PL	N;NOM;DEF;PL
σημαντικό	هام	σημαντικός	هَامّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
σημαντικό	مهم	σημαντικός	مُهِمّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
μικρή	صغير	μικρός	صَغِير	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
μικρή	صغيرة	μικρός	صَغِير	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
μικρή	قليل	μικρός	قَلِيل	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
έτη	السنين	έτος	سَنَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
έτη	اعوام	έτος	عَام	N;NOM;NEUT;PL	N;NOM;INDF;PL
έτη	سنين	έτος	سَنَة	N;NOM;NEUT;PL	N;NOM;INDF;PL
έτη	السنوات	έτος	سَنَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
έτη	سنوات	έτος	سَنَة	N;NOM;NEUT;PL	N;NOM;INDF;PL
αμερικανός	امريكية	Αμερικανός	أَمرِيكِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
αμερικανός	امريكي	Αμερικανός	أَمرِيكِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
τελικό	النهائي	τελικός	نِهَائِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
συγκρότημα	فرقة	συγκρότημα	فِرقَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
συγκρότημα	الفرقة	συγκρότημα	فِرقَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
συγκρότημα	مجمع	συγκρότημα	مَجمَع	N;NOM;NEUT;SG	N;NOM;INDF;SG
μήνες	الاشهر	μήνας	شَهر	N;NOM;MASC;PL	N;NOM;DEF;PL
μήνες	الشهور	μήνας	شَهر	N;NOM;MASC;PL	N;NOM;DEF;PL
μήνες	اشهر	μήνας	شَهر	N;NOM;MASC;PL	N;NOM;INDF;PL
μήνες	شهور	μήνας	شَهر	N;NOM;MASC;PL	N;NOM;INDF;PL
θεωρία	نظرية	θεωρία	نَظَرِيَّة	N;NOM;FEM;SG	N;NOM;INDF;SG
ύψος	الارتفاع	ύψος	اِرتِفَاع	N;NOM;NEUT;SG	N;NOM;DEF;SG
