not	ne	not	ne	PART	PART
official	úředník	official	úředník	N;SG	N;ANIM;NOM;MASC;SG;POS
case	případě	case	případ	N;SG	N;INAN;DAT;MASC;SG;POS
case	pouzdro	case	pouzdro	N;SG	N;NOM;NEUT;SG;POS
case	případ	case	případ	N;SG	N;INAN;NOM;MASC;SG;POS
times	časy	time	čas	N;PL	N;INAN;NOM;MASC;PL;POS
although	ačkoliv	although	ačkoliv	CONJ	CONJ
although	ačkoli	although	ačkoliv	CONJ	CONJ
small	malé	small	malý	ADJ	ADJ;NOM;MASC;PL;POS
small	malý	small	malý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
small	malá	small	malý	ADJ	ADJ;NOM;FEM;SG;POS
different	jiný	different	jiný	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
different	jiná	different	jiný	ADJ	ADJ;NOM;FEM;SG;POS
different	různé	different	různý	ADJ	ADJ;NOM;MASC;PL;POS
different	jiné	different	jiný	ADJ	ADJ;NOM;NEUT;SG;POS
due	splatné	due	splatný	ADJ	ADJ;NOM;MASC;PL;POS
get	získat	get	získat	V;IMP;FIN	V;PFV;POS;NFIN
get	dostat	get	dostat	V;IMP;FIN	V;POS;NFIN
village	village	village	villaga	N;SG	N;INAN;NOM;MASC;SG;POS
village	vesnice	village	vesnice	N;SG	N;NOM;FEM;SG;POS
art	umění	art	umění	N;SG	N;NOM;NEUT;SG;POS
player	přehrávač	player	přehrávač	N;SG	N;INAN;NOM;MASC;SG;POS
player	hráč	player	hráč	N;SG	N;ANIM;NOM;MASC;SG;POS
final	konečná	final	konečný	ADJ	ADJ;NOM;FEM;SG;POS
final	závěrečná	final	závěrečný	ADJ	ADJ;NOM;FEM;SG;POS
final	konečné	final	konečný	ADJ	ADJ;NOM;NEUT;SG;POS
final	konečný	final	konečný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
community	společenství	community	společenství	N;SG	N;NOM;NEUT;SG;POS
community	komunita	community	komunita	N;SG	N;NOM;FEM;SG;POS
community	obec	community	obec	N;SG	N;NOM;FEM;SG;POS
again	znovu	again	znovu	ADV	ADV
again	zase	again	zase	ADV	ADV
again	opět	again	opět	ADV	ADV
began	začal	begin	začít	V;IND;PST;FIN	V;MASC;SG;POS;PST;V.PTCP;ACT
began	začalo	begin	začít	V;IND;PST;FIN	V;NEUT;SG;POS;PST;V.PTCP;ACT
army	armáda	army	armáda	N;SG	N;NOM;FEM;SG;POS
army	armádu	army	armáda	N;SG	N;ACC;FEM;SG;POS
army	vojsko	army	vojsko	N;SG	N;NOM;NEUT;SG;POS
award	ocenění	award	ocenění	N;SG	N;NOM;NEUT;SG;POS
award	zadání	award	zadání	N;SG	N;NOM;NEUT;SG;POS
death	smrt	death	smrt	N;SG	N;NOM;FEM;SG;POS
death	death	death	death	N;SG	N;INAN;NOM;MASC;SG;POS
death	smrti	death	smrt	N;SG	N;GEN;FEM;SG;POS
death	úmrtí	death	úmrtí	N;SG	N;NOM;NEUT;SG;POS
built	postavil	build	postavit	V;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
men	muže	man	muž	N;PL	N;ANIM;ACC;MASC;PL;POS
men	mužů	man	muž	N;PL	N;ANIM;GEN;MASC;PL;POS
men	muži	man	muž	N;PL	N;ANIM;NOM;MASC;PL;POS
large	velký	large	velký	ADJ	ADJ;INAN;NOM;MASC;SG;POS
large	velké	large	velký	ADJ	ADJ;NOM;MASC;PL;POS
large	velká	large	velký	ADJ	ADJ;NOM;FEM;SG;POS
site	stránka	site	stránka	N;SG	N;NOM;FEM;SG;POS
site	lokalita	site	lokalita	N;SG	N;NOM;FEM;SG;POS
using	používám	use	používat	V;V.MSDR	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
deletion	vymazání	deletion	vymazání	N;SG	N;NOM;NEUT;SG;POS
white	bílá	white	bílý	ADJ	ADJ;NOM;FEM;SG;POS
white	bílé	white	bílý	ADJ	ADJ;NOM;MASC;PL;POS
white	bílý	white	bílý	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
five	pět	five	pět	NUM	NUM;NOM;SG
central	ústřední	central	ústřední	ADJ	ADJ;NOM;MASC;SG;POS
central	centrální	central	centrální	ADJ	ADJ;NOM;MASC;SG;POS
road	silnice	road	silnice	N;SG	N;NOM;FEM;SG;POS
road	cesta	road	cesta	N;SG	N;NOM;FEM;SG;POS
children	děti	child	dítě	N;PL	N;NOM;FEM;PL;POS
free	volná	free	volný	ADJ	ADJ;NOM;FEM;SG;POS
free	volné	free	volný	ADJ	ADJ;NOM;NEUT;SG;POS
free	volný	free	volný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
free	free	free	free	ADJ	ADJ;POS
took	vzal	take	vzít	V;IND;PST;FIN	V;MASC;SG;POS;PST;V.PTCP;ACT
include	zahrnovat	include	zahrnovat	V;IND;PRS;FIN	V;IPFV;POS;NFIN
include	zahrnout	include	zahrnout	V;IND;PRS;FIN	V;POS;NFIN
association	asociace	association	asociace	N;SG	N;NOM;FEM;SG;POS
association	sdružování	association	sdružování	N;SG	N;NOM;NEUT;SG;POS
association	sdružení	association	sdružení	N;SG	N;NOM;NEUT;SG;POS
association	přidružení	association	přidružení	N;SG	N;NOM;NEUT;SG;POS
down	dolů	down	dolů	ADV	ADV
source	zdroj	source	zdroj	N;SG	N;INAN;NOM;MASC;SG;POS
man	člověk	man	člověk	N;SG	N;ANIM;NOM;MASC;SG;POS
man	muž	man	muž	N;SG	N;ANIM;NOM;MASC;SG;POS
version	verzi	version	verze	N;SG	N;ACC;FEM;SG;POS
version	verze	version	verze	N;SG	N;NOM;FEM;SG;POS
created	stvořil	create	stvořit	V;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
created	vytvořil	create	vytvořit	V;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
black	černá	black	černý	ADJ	ADJ;NOM;FEM;SG;POS
black	černé	black	černý	ADJ	ADJ;NOM;NEUT;SG;POS
black	černý	black	černý	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
report	zpráva	report	zpráva	N;SG	N;NOM;FEM;SG;POS
report	report	report	report	N;SG	N;INAN;NOM;MASC;SG;POS
report	hlášení	report	hlášení	N;SG	N;NOM;NEUT;SG;POS
report	nahlášení	report	nahlášení	N;SG	N;NOM;NEUT;SG;POS
building	budování	building	budování	N;SG	N;NOM;NEUT;SG;POS
building	stavění	building	stavění	N;SG	N;NOM;NEUT;SG;POS
building	budova	building	budova	N;SG	N;NOM;FEM;SG;POS
take	vzít	take	vzít	V;IMP;FIN	V;POS;NFIN
division	dělení	division	dělení	N;SG	N;NOM;NEUT;SG;POS
division	divize	division	divize	N;SG	N;NOM;FEM;SG;POS
comment	komentář	comment	komentář	N;SG	N;INAN;NOM;MASC;SG;POS
having	mít	have	mít	V;V.MSDR	V;POS;NFIN
king	král	king	král	N;SG	N;ANIM;NOM;MASC;SG;POS
king	krále	king	král	N;SG	N;ANIM;ACC;MASC;SG;POS
king	králi	king	král	N;SG	N;ANIM;DAT;MASC;SG;POS
edit	úprava	edit	úprava	N;SG	N;NOM;FEM;SG;POS
stadium	stadionu	stadium	stadión	N;SG	N;INAN;GEN;MASC;SG;POS
stadium	stadion	stadium	stadión	N;SG	N;INAN;NOM;MASC;SG;POS
stadium	stadium	stadium	stadium	N;SG	N;NOM;NEUT;SG;POS
died	zemřel	die	zemřít	V;IND;PST;FIN	V;MASC;SG;POS;PST;V.PTCP;ACT
ship	lodi	ship	loď	N;SG	N;DAT;FEM;SG;POS
ship	loď	ship	loď	N;SG	N;NOM;FEM;SG;POS
research	průzkum	research	průzkum	N;SG	N;INAN;NOM;MASC;SG;POS
research	výzkum	research	výzkum	N;SG	N;INAN;NOM;MASC;SG;POS
record	záznam	record	záznam	N;SG	N;INAN;NOM;MASC;SG;POS
record	deska	record	deska	N;SG	N;NOM;FEM;SG;POS
archive	archiv	archive	archiv	N;SG	N;INAN;NOM;MASC;SG;POS
archive	archivu	archive	archiv	N;SG	N;INAN;GEN;MASC;SG;POS
places	místa	place	místo	N;PL	N;NOM;NEUT;PL;POS
places	míst	place	místo	N;PL	N;GEN;NEUT;PL;POS
cup	hrnek	cup	hrnek	N;SG	N;INAN;NOM;MASC;SG;POS
cup	cup	cup	cup	N;SG	N;INAN;NOM;MASC;SG;POS
cup	pohár	cup	pohár	N;SG	N;INAN;NOM;MASC;SG;POS
cup	kelímek	cup	kelímek	N;SG	N;INAN;NOM;MASC;SG;POS
cup	šálek	cup	šálek	N;SG	N;INAN;NOM;MASC;SG;POS
records	záznamy	record	záznam	N;PL	N;INAN;NOM;MASC;PL;POS
records	rekordy	record	rekord	N;PL	N;INAN;NOM;MASC;PL;POS
records	desky	record	deska	N;PL	N;NOM;FEM;PL;POS
often	mnohdy	often	mnohdy	ADV	ADV
often	často	often	často	ADV	ADV;POS
received	obdržel	receive	obdržet	V;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
received	obdržela	receive	obdržet	V;PST;V.PTCP	V;POS;PST;V.PTCP;ACT
side	straně	side	strana	N;SG	N;DAT;FEM;SG;POS
side	strana	side	strana	N;SG	N;NOM;FEM;SG;POS
side	side	side	sít	N;SG	N;NOM;MASC;SG;POS
power	moc	power	moc	N;SG	N;NOM;FEM;SG;POS
power	napájení	power	napájení	N;SG	N;NOM;NEUT;SG;POS
power	výkon	power	výkon	N;SG	N;INAN;NOM;MASC;SG;POS
power	síla	power	síla	N;SG	N;NOM;FEM;SG;POS
education	vzdělávání	education	vzdělávání	N;SG	N;NOM;NEUT;SG;POS
education	školství	education	školství	N;SG	N;NOM;NEUT;SG;POS
education	vzdělání	education	vzdělání	N;SG	N;NOM;NEUT;SG;POS
know	vědět	know	vědět	V;IND;PRS;FIN	V;POS;NFIN
category	kategorii	category	kategorie	N;SG	N;ACC;FEM;SG;POS
category	kategorie	category	kategorie	N;SG	N;NOM;FEM;SG;POS
water	vodu	water	voda	N;SG	N;ACC;FEM;SG;POS
water	voda	water	voda	N;SG	N;NOM;FEM;SG;POS
political	politická	political	politický	ADJ	ADJ;NOM;FEM;SG;POS
political	politické	political	politický	ADJ	ADJ;NOM;MASC;SG;POS
political	politický	political	politický	ADJ	ADJ;INAN;NOM;MASC;SG;POS
species	druhy	species	druh	N;PL	N;INAN;NOM;MASC;PL;POS
field	obor	field	obor	N;SG	N;INAN;NOM;MASC;SG;POS
field	pole	field	pole	N;SG	N;NOM;NEUT;SG;POS
near	blízko	near	blízko	ADV	ADV;POS
video	video	video	video	N;SG	N;NOM;NEUT;SG;POS
need	potřebovat	need	potřebovat	V;IND;PRS;FIN	V;IPFV;POS;NFIN
need	potřebuji	need	potřebovat	V;IND;PRS;FIN	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
need	potřebují	need	potřebovat	V;IND;PRS;FIN	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT
island	ostrov	island	ostrov	N;SG	N;INAN;NOM;MASC;SG;POS
form	forma	form	forma	N;SG	N;NOM;FEM;SG;POS
form	formulář	form	formulář	N;SG	N;INAN;NOM;MASC;SG;POS
form	formě	form	forma	N;SG	N;DAT;FEM;SG;POS
find	najděte	find	najít	V;IMP;FIN	V;IMP;PL;2;POS;FIN
find	najdi	find	najdi	V;IMP;FIN	V;IMP;SG;2;POS;FIN
find	najít	find	najít	V;IMP;FIN	V;POS;NFIN
served	sloužil	serve	sloužit	V;PST;V.PTCP	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
play	hra	play	hra	N;SG	N;NOM;FEM;SG;POS
play	play	play	play	N;SG	N;FEM;POS
project	projekt	project	projekt	N;SG	N;INAN;NOM;MASC;SG;POS
project	projektu	project	projekt	N;SG	N;INAN;GEN;MASC;SG;POS
radio	radio	radio	rádio	N;SG	N;NOM;NEUT;SG;POS
radio	vysílačka	radio	vysílačka	N;SG	N;NOM;FEM;SG;POS
radio	rádio	radio	rádio	N;SG	N;NOM;NEUT;SG;POS
radio	rozhlas	radio	rozhlas	N;SG	N;INAN;NOM;MASC;SG;POS
works	pracuje	work	pracovat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
works	funguje	work	fungovat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
every	každý	every	každý	DET	DET;ANIM;NOM;MASC;SG;POS
every	každé	every	každý	DET	DET;NOM;NEUT;SG;POS
development	rozvoj	development	rozvoj	N;SG	N;INAN;NOM;MASC;SG;POS
development	vývoj	development	vývoj	N;SG	N;INAN;NOM;MASC;SG;POS
example	příklad	example	příklad	N;SG	N;INAN;NOM;MASC;SG;POS
live	žít	live	žít	V;IMP;FIN	V;POS;NFIN
live	žij	live	žij	V;IMP;FIN	V;IMP;SG;2;POS;FIN
union	union	union	union	N;SG	N;INAN;NOM;MASC;SG;POS
union	svaz	union	svaz	N;SG	N;INAN;NOM;MASC;SG;POS
union	unie	union	unie	N;SG	N;NOM;FEM;SG;POS
next	dále	next	dále	ADV	ADV
special	zvláštní	special	zvláštní	ADJ	ADJ;NOM;MASC;SG;POS
special	speciální	special	speciální	ADJ	ADJ;NOM;MASC;SG;POS
court	soudu	court	soud	N;SG	N;INAN;GEN;MASC;SG;POS
court	soud	court	soud	N;SG	N;INAN;NOM;MASC;SG;POS
court	dvůr	court	dvůr	N;SG	N;INAN;NOM;MASC;SG;POS
region	region	region	region	N;SG	N;INAN;NOM;MASC;SG;POS
region	regionu	region	region	N;SG	N;INAN;DAT;MASC;SG;POS
region	oblast	region	oblast	N;SG	N;NOM;FEM;SG;POS
region	kraj	region	kraj	N;SG	N;INAN;NOM;MASC;SG;POS
little	malý	little	malý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
little	malá	little	malý	ADJ	ADJ;NOM;FEM;SG;POS
short	krátké	short	krátký	ADJ	ADJ;NOM;NEUT;SG;POS
short	krátká	short	krátký	ADJ	ADJ;NOM;FEM;SG;POS
short	krátký	short	krátký	ADJ	ADJ;INAN;NOM;MASC;SG;POS
province	provincie	province	provincie	N;SG	N;NOM;FEM;SG;POS
province	provincii	province	provincie	N;SG	N;DAT;FEM;SG;POS
western	západní	western	západní	ADJ	ADJ;NOM;MASC;SG;POS
son	synu	son	syn	N;SG	N;ANIM;DAT;MASC;SG;POS
son	syn	son	syn	N;SG	N;ANIM;NOM;MASC;SG;POS
council	radu	council	rada	N;SG	N;ACC;FEM;SG;POS
council	rada	council	rada	N;SG	N;NOM;FEM;SG;POS
current	současné	current	současný	ADJ	ADJ;NOM;NEUT;SG;POS
current	aktuální	current	aktuální	ADJ	ADJ;NOM;MASC;SG;POS
current	současná	current	současný	ADJ	ADJ;NOM;FEM;SG;POS
current	současný	current	současný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
street	ulice	street	ulice	N;SG	N;NOM;FEM;SG;POS
full	plné	full	plný	ADJ	ADJ;NOM;NEUT;SG;POS
full	plný	full	plný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
full	plná	full	plný	ADJ	ADJ;NOM;FEM;SG;POS
red	červené	red	červený	ADJ	ADJ;NOM;NEUT;SG;POS
red	červená	red	červený	ADJ	ADJ;NOM;FEM;SG;POS
red	rudá	red	rudý	ADJ	ADJ;NOM;FEM;SG;POS
red	červený	red	červený	ADJ	ADJ;INAN;NOM;MASC;SG;POS
too	taky	too	také	ADV	ADV
department	odbor	department	odbor	N;SG	N;INAN;NOM;MASC;SG;POS
department	oddělení	department	oddělení	N;SG	N;NOM;NEUT;SG;POS
help	pomoc	help	pomoc	N;SG	N;NOM;FEM;SG;POS
open	otevřená	open	otevřený	ADJ	ADJ;NOM;FEM;SG;POS
open	otevřeno	open	otevřený	ADJ	ADJ;NEUT;SG;POS;V.PTCP;PASS
force	síla	force	síla	N;SG	N;NOM;FEM;SG;POS
position	poloha	position	poloha	N;SG	N;NOM;FEM;SG;POS
position	postavení	position	postavení	N;SG	N;NOM;NEUT;SG;POS
position	pozice	position	pozice	N;SG	N;NOM;FEM;SG;POS
position	postoj	position	postoj	N;SG	N;INAN;NOM;MASC;SG;POS
head	head	head	haad	N;SG	N;INAN;NOM;MASC;SG;POS
head	hlavu	head	hlava	N;SG	N;ACC;FEM;SG;POS
head	hlavička	head	hlavička	N;SG	N;NOM;FEM;SG;POS
head	hlava	head	hlava	N;SG	N;NOM;FEM;SG;POS
director	režisér	director	režisér	N;SG	N;ANIM;NOM;MASC;SG;POS
director	řediteli	director	ředitel	N;SG	N;ANIM;DAT;MASC;SG;POS
director	režie	director	režie	N;SG	N;NOM;FEM;SG;POS
director	ředitel	director	ředitel	N;SG	N;ANIM;NOM;MASC;SG;POS
director	ředitelka	director	ředitelka	N;SG	N;NOM;FEM;SG;POS
father	otče	father	oteč	N;SG	N;INAN;NOM;MASC;SG;POS
father	otec	father	otec	N;SG	N;ANIM;NOM;MASC;SG;POS
track	trať	track	trať	N;SG	N;NOM;FEM;SG;POS
track	kolej	track	kolej	N;SG	N;NOM;FEM;SG;POS
http	http	http	http	N;SG	N;INAN;NOM;MASC;SG;POS
never	nikdy	never	nikdy	ADV	ADV
australian	australský	australian	australský	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
level	level	level	levet	N;SG	N;INAN;NOM;MASC;SG;POS
level	úrovně	level	úroveň	N;SG	N;NOM;FEM;SG;POS
level	úroveň	level	úroveň	N;SG	N;NOM;FEM;SG;POS
level	hladina	level	hladina	N;SG	N;NOM;FEM;SG;POS
level	úrovni	level	úroveň	N;SG	N;DAT;FEM;SG;POS
late	pozdě	late	pozdě	ADV	ADV;POS
summer	léto	summer	léto	N;SG	N;NOM;NEUT;SG;POS
society	společnost	society	společnost	N;SG	N;NOM;FEM;SG;POS
office	kancelář	office	kancelář	N;SG	N;NOM;FEM;SG;POS
office	úřad	office	úřad	N;SG	N;INAN;NOM;MASC;SG;POS
office	office	office	office	N;SG	N;NOM;FEM;SG;POS
period	období	period	období	N;SG	N;NOM;NEUT;SG;POS
championship	mistrovství	championship	mistrovství	N;SG	N;NOM;NEUT;SG;POS
championship	šampionát	championship	šampionát	N;SG	N;INAN;NOM;MASC;SG;POS
story	story	story	story	N;SG	N;FEM;SG;POS
story	příběh	story	příběh	N;SG	N;INAN;NOM;MASC;SG;POS
songs	písně	song	píseň	N;PL	N;NOM;FEM;PL;POS
songs	písničky	song	písnička	N;PL	N;NOM;FEM;PL;POS
songs	skladby	song	skladba	N;PL	N;NOM;FEM;PL;POS
various	různé	various	různý	ADJ	ADJ;NOM;MASC;PL;POS
various	různí	various	různý	ADJ	ADJ;ANIM;NOM;MASC;PL;POS
file	spis	file	spis	N;SG	N;INAN;NOM;MASC;SG;POS
file	soubor	file	soubor	N;SG	N;INAN;NOM;MASC;SG;POS
days	dní	day	den	N;PL	N;INAN;GEN;MASC;PL;POS
days	dnů	day	den	N;PL	N;INAN;GEN;MASC;PL;POS
days	dny	day	den	N;PL	N;INAN;NOM;MASC;PL;POS
land	pozemek	land	pozemek	N;SG	N;INAN;NOM;MASC;SG;POS
land	země	land	země	N;SG	N;NOM;FEM;SG;POS
business	obchod	business	obchod	N;SG	N;INAN;NOM;MASC;SG;POS
business	podnikání	business	podnikání	N;SG	N;NOM;NEUT;SG;POS
business	byznys	business	byznys	N;SG	N;INAN;NOM;MASC;SG;POS
reason	rozum	reason	rozum	N;SG	N;INAN;NOM;MASC;SG;POS
reason	důvod	reason	důvod	N;SG	N;INAN;NOM;MASC;SG;POS
european	evropská	european	evropský	ADJ	ADJ;NOM;FEM;SG;POS
european	evropské	european	evropský	ADJ	ADJ;NOM;MASC;SG;POS
european	evropský	european	evropský	ADJ	ADJ;INAN;NOM;MASC;SG;POS
term	pojem	term	pojem	N;SG	N;INAN;NOM;MASC;SG;POS
term	výraz	term	výraz	N;SG	N;INAN;NOM;MASC;SG;POS
term	termín	term	termín	N;SG	N;INAN;NOM;MASC;SG;POS
six	šest	six	šest	NUM	NUM;NOM;SG
post	post	post	post	N;SG	N;INAN;NOM;MASC;SG;POS
post	pošta	post	pošta	N;SG	N;NOM;FEM;SG;POS
post	příspěvek	post	příspěvek	N;SG	N;INAN;NOM;MASC;SG;POS
making	dělání	making	dělání	N;SG	N;NOM;NEUT;SG;POS
subject	předmět	subject	předmět	N;SG	N;INAN;NOM;MASC;SG;POS
subject	subjekt	subject	subjekt	N;SG	N;INAN;NOM;MASC;SG;POS
young	mladá	young	mladý	ADJ	ADJ;NOM;FEM;SG;POS
young	mladé	young	mladý	ADJ	ADJ;NOM;MASC;PL;POS
young	mladý	young	mladý	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
young	mladí	young	mladý	ADJ	ADJ;ANIM;NOM;MASC;PL;POS
total	celková	total	celkový	ADJ	ADJ;NOM;FEM;SG;POS
total	celkové	total	celkový	ADJ	ADJ;NOM;NEUT;SG;POS
total	celkový	total	celkový	ADJ	ADJ;INAN;NOM;MASC;SG;POS
science	věda	science	věda	N;SG	N;NOM;FEM;SG;POS
related	související	related	související	ADJ	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
rock	skála	rock	skála	N;SG	N;NOM;FEM;SG;POS
rock	kámen	rock	kámen	N;SG	N;INAN;NOM;MASC;SG;POS
rock	rock	rock	rock	N;SG	N;INAN;NOM;MASC;SG;POS
railway	železnice	railway	železnice	N;SG	N;NOM;FEM;SG;POS
led	vedl	lead	vést	V;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
students	studentky	student	studentka	N;PL	N;NOM;FEM;PL;POS
students	studenti	student	student	N;PL	N;ANIM;NOM;MASC;PL;POS
students	žáci	student	žák	N;PL	N;ANIM;NOM;MASC;PL;POS
students	studenty	student	student	N;PL	N;ANIM;ACC;MASC;PL;POS
started	začalo	start	začít	V;IND;PST;FIN	V;NEUT;SG;POS;PST;V.PTCP;ACT
started	začal	start	začít	V;IND;PST;FIN	V;MASC;SG;POS;PST;V.PTCP;ACT
started	začala	start	začít	V;IND;PST;FIN	V;POS;PST;V.PTCP;ACT
role	roli	role	role	N;SG	N;ACC;FEM;SG;POS
role	role	role	role	N;SG	N;NOM;FEM;SG;POS
role	úloha	role	úloha	N;SG	N;NOM;FEM;SG;POS
albums	alba	album	album	N;PL	N;NOM;NEUT;PL;POS
albums	alb	album	album	N;PL	N;GEN;FEM;PL;POS
present	přítomen	present	přítomný	ADJ	ADJ;MASC;SG;POS
indian	indické	indian	indický	ADJ	ADJ;NOM;MASC;SG;POS
indian	indická	indian	indický	ADJ	ADJ;NOM;FEM;SG;POS
indian	indický	indian	indický	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
books	knihy	book	kniha	N;PL	N;NOM;FEM;PL;POS
books	knih	book	kniha	N;PL	N;GEN;FEM;PL;POS
books	knížky	book	knížka	N;PL	N;NOM;FEM;PL;POS
important	důležitý	important	důležitý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
important	důležitá	important	důležitý	ADJ	ADJ;NOM;FEM;SG;POS
important	důležité	important	důležitý	ADJ	ADJ;NOM;NEUT;SG;POS
important	důležití	important	důležitý	ADJ	ADJ;ANIM;NOM;MASC;PL;POS
northern	severní	northern	severní	ADJ	ADJ;NOM;MASC;SG;POS
run	spustit	run	spustit	V;IMP;FIN	V;PFV;POS;NFIN
canadian	kanadský	canadian	kanadský	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
canadian	kanadská	canadian	kanadský	ADJ	ADJ;NOM;FEM;SG;POS
canadian	kanadské	canadian	kanadský	ADJ	ADJ;NOM;NEUT;SG;POS
press	tisk	press	tisk	N;SG	N;INAN;NOM;MASC;SG;POS
type	druh	type	druh	N;SG	N;INAN;NOM;MASC;SG;POS
type	typu	type	typ	N;SG	N;INAN;GEN;MASC;SG;POS
type	typ	type	typ	N;SG	N;INAN;NOM;MASC;SG;POS
type	type	type	typ	N;SG	N;INAN;NOM;MASC;SG;POS
act	čin	act	čin	N;SG	N;INAN;NOM;MASC;SG;POS
act	akt	act	akt	N;SG	N;INAN;NOM;MASC;SG;POS
act	dějství	act	dějství	N;SG	N;NOM;NEUT;SG;POS
editor	vydavatel	editor	vydavatel	N;SG	N;ANIM;NOM;MASC;SG;POS
editor	redaktor	editor	redaktor	N;SG	N;ANIM;NOM;MASC;SG;POS
editor	editor	editor	editor	N;SG	N;INAN;NOM;MASC;SG;POS
editor	šéfredaktor	editor	šéfredaktor	N;SG	N;ANIM;NOM;MASC;SG;POS
came	přišel	come	přijít	V;IND;PST;FIN	V;MASC;SG;POS;PST;V.PTCP;ACT
came	přišla	come	přijít	V;IND;PST;FIN	V;POS;PST;V.PTCP;ACT
came	přišlo	come	přijít	V;IND;PST;FIN	V;NEUT;SG;POS;PST;V.PTCP;ACT
schools	škol	school	škola	N;PL	N;GEN;FEM;PL;POS
schools	školy	school	škola	N;PL	N;NOM;FEM;PL;POS
program	program	program	program	N;SG	N;INAN;NOM;MASC;SG;POS
issue	vydání	issue	vydání	N;SG	N;NOM;NEUT;SG;POS
social	společenské	social	společenský	ADJ	ADJ;NOM;FEM;SG;POS
social	sociální	social	sociální	ADJ	ADJ;NOM;MASC;SG;POS
social	společenský	social	společenský	ADJ	ADJ;INAN;NOM;MASC;SG;POS
social	společenská	social	společenský	ADJ	ADJ;NOM;FEM;SG;POS
production	produkce	production	produkce	N;SG	N;NOM;FEM;SG;POS
production	výroby	production	výroba	N;SG	N;NOM;FEM;SG;POS
production	výroba	production	výroba	N;SG	N;NOM;FEM;SG;POS
male	samec	male	samec	N;SG	N;ANIM;NOM;MASC;SG;POS
male	muž	male	muž	N;SG	N;ANIM;NOM;MASC;SG;POS
points	body	point	bod	N;PL	N;INAN;NOM;MASC;PL;POS
points	bodů	point	bod	N;PL	N;INAN;GEN;MASC;PL;POS
similar	podobné	similar	podobný	ADJ	ADJ;NOM;NEUT;PL;POS
similar	podobná	similar	podobný	ADJ	ADJ;NOM;FEM;SG;POS
similar	podobný	similar	podobný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
similar	obdobné	similar	obdobný	ADJ	ADJ;NOM;MASC;PL;POS
professional	profesionální	professional	profesionální	ADJ	ADJ;NOM;MASC;SG;POS
professional	profesní	professional	profesní	ADJ	ADJ;NOM;FEM;SG;POS
say	řekněme	say	říci	V;IMP;FIN	V;PFV;IMP;PL;2;POS;FIN
say	řekněte	say	říci	V;IMP;FIN	V;PFV;IMP;PL;2;POS;FIN
say	řekni	say	říci	V;IMP;FIN	V;IMP;SG;1;POS;FIN
background	pozadí	background	pozadí	N;SG	N;NOM;NEUT;SG;POS
background	zázemí	background	zázemí	N;SG	N;NOM;NEUT;SG;POS
lead	olovo	lead	olovo	N;SG	N;NOM;NEUT;SG;POS
common	časté	common	častý	ADJ	ADJ;NOM;NEUT;SG;POS
common	společná	common	společný	ADJ	ADJ;NOM;FEM;SG;POS
common	společné	common	společný	ADJ	ADJ;NOM;NEUT;SG;POS
color	barva	color	barva	N;SG	N;NOM;FEM;SG;POS
better	lepší	better	dobrý	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG;POS
person	člověk	person	člověk	N;SG	N;ANIM;NOM;MASC;SG;POS
person	osoba	person	osoba	N;SG	N;NOM;FEM;SG;POS
person	osobu	person	osoba	N;SG	N;ACC;FEM;SG;POS
services	služby	service	služba	N;PL	N;NOM;FEM;PL;POS
museum	muzeum	museum	muzeum	N;SG	N;NOM;NEUT;SG;POS
museum	museum	museum	museum	N;SG	N;NOM;NEUT;SG;POS
museum	muzeu	museum	muzeum	N;SG	N;NOM;NEUT;SG;POS
battle	bitva	battle	bitva	N;SG	N;NOM;FEM;SG;POS
sports	sporty	sport	sport	N;PL	N;INAN;NOM;MASC;PL;POS
already	již	already	již	ADV	ADV
