tudi	بھی	tudi	بھی	PART	PART
položaj	کوائف	položaj	کوائف	N;NOM;MASC;SG	N;NOM;MASC;SG;3
položaj	ماحول	položaj	ماحول	N;NOM;MASC;SG	N;NOM;MASC;SG;3
položaj	عہدہ	položaj	عہدہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
prej	آگے	prej	آگے	ADV;CMPR	ADV;NOM;MASC;SG;3
nov	جدید	nov	جدید	ADJ;NOM;INDF;MASC;SG	ADJ
nov	جدید	nov	جدید	ADJ;NOM;INDF;MASC;SG	ADJ
država	ملک	država	ملک	N;NOM;FEM;SG	N;NOM;MASC;SG;3
država	ملک	država	ملک	N;NOM;FEM;SG	N;NOM;MASC;SG;3
država	منصب	država	منصب	N;NOM;FEM;SG	N;NOM;MASC;SG;3
država	عہدہ	država	عہدہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
država	منصب	država	منصب	N;NOM;FEM;SG	N;NOM;MASC;SG;3
država	حالت	država	حالت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
država	عہدہ	država	عہدہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
zdaj	فوراً	zdaj	فوراً	ADV	ADV
zdaj	جلد	zdaj	جلد	ADV	ADV
zdaj	فوراً	zdaj	فوراً	ADV	ADV
zdaj	جلد	zdaj	جلد	ADV	ADV
skupno	قطعی	skupen	قطعی	ADJ;NOM;NEUT;SG	ADJ
skupno	مفصلہ	skupen	مفصلہ	ADJ;NOM;NEUT;SG	ADJ
takoj	فوراً	takoj	فوراً	ADV	ADV
sveti	روشن	svet	روشن	ADJ;NOM;DEF;MASC;SG	ADJ
sveti	روشن	svet	روشن	ADJ;NOM;DEF;MASC;SG	ADJ
sveti	متبرک	svet	متبرک	ADJ;NOM;DEF;MASC;SG	ADJ
sveti	متبرک	svet	متبرک	ADJ;NOM;DEF;MASC;SG	ADJ
park	کھلاباغ	park	کھلاباغ	N;NOM;MASC;SG	N
uporaba	رواج	uporaba	رواج	N;NOM;FEM;SG	N;NOM;MASC;SG;3
uporaba	رواج	uporaba	رواج	N;NOM;FEM;SG	N;NOM;MASC;SG;3
uporaba	استعمال	uporaba	استعمال	N;NOM;FEM;SG	N;NOM;MASC;SG;3
igra	تفریح	igra	تفریح	N;NOM;FEM;SG	N;NOM;MASC;SG;3
igra	تدبیر	igra	تدبیر	N;NOM;FEM;SG	N;NOM;MASC;SG;3
igra	توانا	igra	توانا	N;NOM;FEM;SG	N;NOM;MASC;SG;3
igra	کھیل	igra	کھیل	N;NOM;FEM;SG	N;NOM;MASC;SG;3
igra	ہدف	igra	ہدف	N;NOM;FEM;SG	N;NOM;MASC;SG;3
igra	اپاہج	igra	اپاہج	N;NOM;FEM;SG	N;NOM;MASC;SG;3
igra	تفریح	igra	تفریح	N;NOM;FEM;SG	N;NOM;MASC;SG;3
igra	تدبیر	igra	تدبیر	N;NOM;FEM;SG	N;NOM;MASC;SG;3
igra	توانا	igra	توانا	N;NOM;FEM;SG	N;NOM;MASC;SG;3
igra	کھیل	igra	کھیل	N;NOM;FEM;SG	N;NOM;MASC;SG;3
igra	ہدف	igra	ہدف	N;NOM;FEM;SG	N;NOM;MASC;SG;3
igra	اپاہج	igra	اپاہج	N;NOM;FEM;SG	N;NOM;MASC;SG;3
igra	بازی	igra	بازی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oblika	انداز	oblika	انداز	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oblika	صورت	oblika	صورت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oblika	انداز	oblika	انداز	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oblika	صورت	oblika	صورت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oblika	قاعدہ	oblika	قاعدہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oblika	جنس	oblika	جنس	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oblika	نقشہ	oblika	نقشہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oblika	خاکہ	oblika	خاکہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oblika	قسم	oblika	قسم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oblika	جماعت	oblika	جماعت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
oblika	ضابطہ	oblika	ضابطہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oblika	رسم	oblika	رسم	N;NOM;FEM;SG	N;NOM;FEM;SG;3
oblika	قاعدہ	oblika	قاعدہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oblika	جنس	oblika	جنس	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oblika	نقشہ	oblika	نقشہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oblika	خاکہ	oblika	خاکہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oblika	قسم	oblika	قسم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oblika	جماعت	oblika	جماعت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
oblika	ضابطہ	oblika	ضابطہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oblika	رسم	oblika	رسم	N;NOM;FEM;SG	N;NOM;FEM;SG;3
oblika	شکل	oblika	شکل	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oblika	کتاب	oblika	کتاب	N;NOM;FEM;SG	N;NOM;MASC;SG;3
top	چھت	top	چھت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
črni	افسردہ	črn	افسردہ	ADJ;NOM;MASC;SG	ADJ
črni	بیزار	črn	بیزار	ADJ;NOM;MASC;SG	ADJ
črni	سیاہ	črn	سیاہ	ADJ;NOM;MASC;SG	ADJ
črni	افسردہ	črn	افسردہ	ADJ;NOM;MASC;SG	ADJ
črni	بیزار	črn	بیزار	ADJ;NOM;MASC;SG	ADJ
črni	کالا	črn	کالا	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
črni	سیاہ	črn	سیاہ	ADJ;NOM;MASC;SG	ADJ
družina	ذات	družina	ذات	N;NOM;FEM;SG	N;NOM;FEM;SG;3
oznaka	پتہ	oznakati	پتہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oznaka	چٹ	oznakati	چٹ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oznaka	کارڈ	oznakati	کارڈ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
šola	تربیت	šola	تربیت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
šola	اسکول	šola	اسکول	N;NOM;FEM;SG	N;NOM;MASC;SG;3
pomoč	مدد	pomoč	مدد	N;NOM;FEM;SG	N;NOM;MASC;SG;3
pomoč	مدد	pomoč	مدد	N;NOM;FEM;SG	N;NOM;MASC;SG;3
pomoč	علاج	pomoč	علاج	N;NOM;FEM;SG	N;NOM;MASC;SG;3
pomoč	مدد	pomoč	مدد	N;NOM;FEM;SG	N;NOM;MASC;SG;3
pomoč	علاج	pomoč	علاج	N;NOM;FEM;SG	N;NOM;MASC;SG;3
društvo	معاشرہ	društvo	معاشرہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
društvo	معاشرہ	društvo	معاشرہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
društvo	سماج	društvo	سماج	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
najboljši	پسندیدہ	dober	پسندیدہ	ADJ;NOM;DEF;RL;MASC;SG	ADJ
najboljši	چیدہ	dober	چیدہ	ADJ;NOM;DEF;RL;MASC;SG	ADJ
vojaška	عسکری	vojaški	عسکری	ADJ;NOM;FEM;SG	ADJ
pregled	اعادہ	pregled	اعادہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pregled	کتاب	pregled	کتاب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pregled	آزمائش.	pregled	آزمائش.	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pregled	امتحان	pregled	امتحان	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pregled	جانچ	pregled	جانچ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pregled	آزمائش.	pregled	آزمائش.	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pregled	امتحان	pregled	امتحان	N;NOM;MASC;SG	N;NOM;MASC;SG;3
last	وصف	last	وصف	N;NOM;FEM;SG	N;NOM;MASC;SG;3
last	خصوصیت	last	خصوصیت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
last	مکان	last	مکان	N;NOM;FEM;SG	N;NOM;MASC;SG;3
last	ملکیت	last	ملکیت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
navadno	عموماً	navadno	عموماً	ADV	ADV
osebno	ذاتی	oseben	ذاتی	ADJ;NOM;NEUT;SG	ADJ
net	جالی	net	جالی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
šole	ارکان	šola	رکن	N;NOM;FEM;PL	N;NOM;MASC;PL;3
šole	حالات	šola	حالات	N;NOM;FEM;PL	N;NOM;MASC;PL;3
hitrost	رفتار	hitrost	رفتار	N;NOM;FEM;SG	N;NOM;MASC;SG;3
hitrost	کامیابی	hitrost	کامیابی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
pokal	پیالی	pokal	پیالی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
spet	دوبارہ	spet	دوبارہ	ADV	ADV
dovolj	بہت	dovolj	بہت	DET	DET
dovolj	بہت	dovolj	بہت	DET	DET
gora	تودہ	gora	تودہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
gora	پربت	gora	پربت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
gora	تودہ	gora	تودہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
gora	پہاڑ	gora	پہاڑ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
vpliv	اثر	vpliv	اثر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
smrt	موت	smrt	موت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
voda	سینچنا.	voda	سینچنا.	N;NOM;FEM;SG	N;NOM;MASC;SG;3
voda	جھیل	voda	جھیل	N;NOM;FEM;SG	N;NOM;MASC;SG;3
voda	آب	voda	آب	N;NOM;FEM;SG	N;NOM;MASC;SG;3
voda	سینچنا.	voda	سینچنا.	N;NOM;FEM;SG	N;NOM;MASC;SG;3
voda	جھیل	voda	جھیل	N;NOM;FEM;SG	N;NOM;MASC;SG;3
glavna	ممتاز	glaven	ممتاز	ADJ;NOM;FEM;SG	ADJ
glavna	ممتاز	glaven	ممتاز	ADJ;NOM;FEM;SG	ADJ
glavna	خاص	glaven	خاص	ADJ;NOM;FEM;SG	ADJ
delovanje	عمل	delovanje	عمل	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zakon	لحاظ	zakon	لحاظ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zakon	معمول	zakon	معمول	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zakon	قاعدہ	zakon	قاعدہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zakon	لحاظ	zakon	لحاظ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zakon	معمول	zakon	معمول	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zakon	شادی	zakon	شادی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
družba	معاشرہ	družba	معاشرہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
družba	معاشرہ	družba	معاشرہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
družba	سماج	družba	سماج	N;NOM;FEM;SG	N;NOM;MASC;SG;3
družba	گروہ	družba	گروہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
družba	صحبت	družba	صحبت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
posledica	اہمیت	posledica	اہمیت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
telo	مقدار	telo	مقدار	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
telo	جسم	telo	جسم	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
telo	فرد	telo	فرد	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
telo	آدمی	telo	آدمی	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
vrednost	قیمت	vrednost	قیمت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
vrednost	سامان	vrednost	سامان	N;NOM;FEM;SG	N;NOM;MASC;SG;3
vrednost	تشخیص	vrednost	تشخیص	N;NOM;FEM;SG	N;NOM;MASC;SG;3
vrednost	قیمت	vrednost	قیمت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
vrednost	سامان	vrednost	سامان	N;NOM;FEM;SG	N;NOM;MASC;SG;3
vrednost	تشخیص	vrednost	تشخیص	N;NOM;FEM;SG	N;NOM;MASC;SG;3
splošno	بیشتر	splošen	بیشتر	ADJ;NOM;NEUT;SG	ADJ
splošno	عمومی	splošen	عمومی	ADJ;NOM;NEUT;SG	ADJ
splošno	رائج	splošen	رائج	ADJ;NOM;NEUT;SG	ADJ
splošno	مقامی	splošen	مقامی	ADJ;NOM;NEUT;SG	ADJ
splošno	اعلیٰ	splošen	اعلیٰ	ADJ;NOM;NEUT;SG	ADJ
splošno	کافی	splošen	کافی	ADJ;NOM;NEUT;SG	ADJ
splošno	غیرمتخصص	splošen	غیرمتخصص	ADJ;NOM;NEUT;SG	ADJ
splošno	رائج	splošen	رائج	ADJ;NOM;NEUT;SG	ADJ
splošno	عام	splošen	عام	ADJ;NOM;NEUT;SG	ADJ
splošno	مقامی	splošen	مقامی	ADJ;NOM;NEUT;SG	ADJ
splošno	اعلیٰ	splošen	اعلیٰ	ADJ;NOM;NEUT;SG	ADJ
splošno	کافی	splošen	کافی	ADJ;NOM;NEUT;SG	ADJ
splošno	غیرمتخصص	splošen	غیرمتخصص	ADJ;NOM;NEUT;SG	ADJ
dal	دال	dati	دال	V;PFV;MASC;SG;V.PTCP	V;MASC;SG;ACT
pomen	عمل	pomen	عمل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pomen	معنویت	pomen	معنویت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pomen	مفہوم	pomen	مفہوم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pomen	معنی	pomen	معنی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pomen	مطلب	pomen	مطلب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pomen	عمل	pomen	عمل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pomen	معنویت	pomen	معنویت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pomen	مفہوم	pomen	مفہوم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
reka	دریا	reka	دریا	N;NOM;FEM;SG	N;NOM;MASC;SG;3
znano	قریبی	znan	قریبی	ADJ;NOM;NEUT;SG;V.PTCP	ADJ
znano	مانوس	znan	مانوس	ADJ;NOM;NEUT;SG;V.PTCP	ADJ
znano	آگاہ	znan	آگاہ	ADJ;NOM;NEUT;SG;V.PTCP	ADJ
vojaško	عسکری	vojaški	عسکری	ADJ;NOM;NEUT;SG	ADJ
zmanjšanje	مرتبہ	zmanjšanje	مرتبہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zmanjšanje	درجہ	zmanjšanje	درجہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
mali	معمولی	mali	معمولی	ADJ;NOM;DEF;MASC;SG	ADJ
mali	گھٹیا	mali	گھٹیا	ADJ;NOM;DEF;MASC;SG	ADJ
mali	معصومانہ.	mali	معصومانہ.	ADJ;NOM;DEF;MASC;SG	ADJ
mali	طفلانہ	mali	طفلانہ	ADJ;NOM;DEF;MASC;SG	ADJ
mali	چھوٹا	mali	چھوٹا	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
mali	معمولی	mali	معمولی	ADJ;NOM;DEF;MASC;SG	ADJ
mali	گھٹیا	mali	گھٹیا	ADJ;NOM;DEF;MASC;SG	ADJ
mali	معصومانہ.	mali	معصومانہ.	ADJ;NOM;DEF;MASC;SG	ADJ
mali	طفلانہ	mali	طفلانہ	ADJ;NOM;DEF;MASC;SG	ADJ
različica	قسم	različica	قسم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
znanstveno	منظم	znanstven	منظم	ADJ;NOM;NEUT;SG	ADJ
znanstveno	سائنسی	znanstven	سائنسی	ADJ;NOM;NEUT;SG	ADJ
motor	انجن	motor	انجن	N;NOM;MASC;SG	N;NOM;MASC;SG;3
motor	مشین	motor	مشین	N;NOM;MASC;SG	N;NOM;MASC;SG;3
besedilo	موضوع	besedilo	موضوع	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
dobi	سیکھنا	dobiti	سیکھ	V;PFV;IND;SG;3;PRS;FIN	V;SG;NFIN;ACT
dobi	سمجھنا	dobiti	سمجھ	V;PFV;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
dobi	کمانا	dobiti	کمانا	V;PFV;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
dobi	پانا	dobiti	پانا	V;PFV;IND;SG;3;PRS;FIN	V;SG;NFIN;ACT
dobi	سیکھنا	dobiti	سیکھ	V;PFV;IND;SG;3;PRS;FIN	V;SG;NFIN;ACT
dobi	سمجھنا	dobiti	سمجھ	V;PFV;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
dobi	کمانا	dobiti	کمانا	V;PFV;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
model	وضع	model	وضع	N;NOM;MASC;SG	N;NOM;MASC;SG;3
model	نقشہ	model	نقشہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
model	مٹی	model	مٹی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
razred	انداز	razred	انداز	N;NOM;MASC;SG	N;NOM;MASC;SG;3
razred	وضعداری	razred	وضعداری	N;NOM;MASC;SG	N;NOM;MASC;SG;3
razred	ڈویژن	razred	ڈویژن	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ozemlje	ریاست	ozemlje	ریاست	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
kadar	حالانکہ	kadar	حالانکہ	CONJ	CONJ
kadar	حالانکہ	kadar	حالانکہ	CONJ	CONJ
dirka	قبیلہ	dirka	قبیلہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
dirka	مشین	dirka	مشین	N;NOM;FEM;SG	N;NOM;MASC;SG;3
dirka	گروہ	dirka	گروہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
dirka	قبیلہ	dirka	قبیلہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
dirka	مشین	dirka	مشین	N;NOM;FEM;SG	N;NOM;MASC;SG;3
dirka	گروہ	dirka	گروہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
dirka	خاندان	dirka	خاندان	N;NOM;FEM;SG	N;NOM;MASC;SG;3
človek	سپاہی	človek	سپاہی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
človek	پیشے	človek	پیشا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
človek	شطرنج	človek	شطرنج	N;NOM;MASC;SG	N;NOM;MASC;SG;3
človek	انسان	človek	انسان	N;NOM;MASC;SG	N;NOM;MASC;SG;3
človek	جہاز	človek	جہاز	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dom	جگہ	dom	جگہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
znak	شناخت	znak	شناخت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zlato	اعلیٰ	zlat	اعلیٰ	ADJ;NOM;NEUT;SG	ADJ
zlato	اہم	zlat	اہم	ADJ;NOM;NEUT;SG	ADJ
zlato	قیمتی	zlat	قیمتی	ADJ;NOM;NEUT;SG	ADJ;NOM
zlato	طلائی	zlat	طلائی	ADJ;NOM;NEUT;SG	ADJ
zlato	قیمتی	zlat	قیمتی	ADJ;NOM;NEUT;SG	ADJ;NOM
zlato	طلائی	zlat	طلائی	ADJ;NOM;NEUT;SG	ADJ
namen	مقصد	namen	مقصد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
polje	سمندر	polje	سمندر	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
polje	برف	polje	برف	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
polje	سکّے	polje	سک	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
polje	شعبہ	polje	شعبہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
polje	لڑائی	polje	لڑائی	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
začetek	اضطراری	začetek	اضطراری	N;NOM;MASC;SG	N;NOM;MASC;SG;3
začetek	حیرت	začetek	حیرت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
začetek	سرا	začetek	سرا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
odprto	عام	odprt	عام	ADJ;NOM;NEUT;SG;V.PTCP	ADJ
odprto	عام	odprt	عام	ADJ;NOM;NEUT;SG;V.PTCP	ADJ
srednji	مرکز.	srednji	مرکز.	ADJ;NOM;DEF;MASC;SG	ADJ
alfa	α	alfa	α	N;NOM;MASC;SG	N;NOM;MASC;SG;3
stanje	رسوخ	stanje	رسوخ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
stanje	رسائی.	stanje	رسائی.	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
stanje	مرتبہ	stanje	مرتبہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
stanje	رسوخ	stanje	رسوخ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
stanje	رسائی.	stanje	رسائی.	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
stanje	درجہ	stanje	درجہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
stanje	کوائف	stanje	کوائف	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
stanje	ماحول	stanje	ماحول	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
stanje	عہدہ	stanje	عہدہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
stanje	منصب	stanje	منصب	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
stanje	عہدہ	stanje	عہدہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
stanje	منصب	stanje	منصب	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
stanje	حالت	stanje	حالت	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
stanje	عہدہ	stanje	عہدہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
stanje	شرط	stanje	شرط	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
stanje	موجب	stanje	موجب	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
stanje	کیفیت	stanje	کیفیت	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
kratica	تخفیف	kratica	تخفیف	N;NOM;FEM;SG	N;NOM;MASC;SG;3
bitka	مقابلہ	bitka	مقابلہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
brat	برادر	brat	برادر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
brat	برادر	brat	برادر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
brat	بھائی	brat	بھائی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
bolezen	بیماری	bolezen	بیماری	N;NOM;FEM;SG	N;NOM;FEM;SG;3
bolezen	مرض	bolezen	مرض	N;NOM;FEM;SG	N;NOM;MASC;SG;3
bolezen	بیماری	bolezen	بیماری	N;NOM;FEM;SG	N;NOM;FEM;SG;3
področje	عملداری	področje	عملداری	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
področje	رقبہ	področje	رقبہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
opis	نوع	opis	نوع	N;NOM;MASC;SG	N;NOM;MASC;SG;3
opis	قسم	opis	قسم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
opis	نقل	opis	نقل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zdravnik	استاد	zdravnik	استاد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kategorija	قسم	kategorija	قسم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kategorija	قسم	kategorija	قسم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kategorija	درجہ	kategorija	درجہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
problem	مسئلہ	problem	مسئلہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
težko	پتھریلی	težek	پتھریلی	ADJ;NOM;NEUT;SG	ADJ
težko	باوقار	težek	باوقار	ADJ;NOM;NEUT;SG	ADJ
težko	سنجیدہ	težek	سنجیدہ	ADJ;NOM;NEUT;SG	ADJ
težko	سخت	težek	سخت	ADJ;NOM;NEUT;SG	ADJ
težko	پتھریلی	težek	پتھریلی	ADJ;NOM;NEUT;SG	ADJ
težko	شدید	težek	شدید	ADJ;NOM;NEUT;SG	ADJ
težko	باوقار	težek	باوقار	ADJ;NOM;NEUT;SG	ADJ
težko	وزنی	težek	وزنی	ADJ;NOM;NEUT;SG	ADJ
težko	سنجیدہ	težek	سنجیدہ	ADJ;NOM;NEUT;SG	ADJ
težko	سخت	težek	سخت	ADJ;NOM;NEUT;SG	ADJ
težko	مضبوط	težek	مضبوط	ADJ;NOM;NEUT;SG	ADJ
težko	ثابت	težek	ثابت	ADJ;NOM;NEUT;SG	ADJ
težko	مضبوط	težek	مضبوط	ADJ;NOM;NEUT;SG	ADJ
težko	ثابت	težek	ثابت	ADJ;NOM;NEUT;SG	ADJ
težko	سخت	težek	سخت	ADJ;NOM;NEUT;SG	ADJ
težko	سنگین	težek	سنگین	ADJ;NOM;NEUT;SG	ADJ
glasbeni	غنائی	glasben	غنا	ADJ;NOM;MASC;SG	ADJ
rock	دولت	rock	دولت	N;NOM;MASC;SG	N;NOM;FEM;SG;3
sledi	سمجھنا	slediti	سمجھ	V;IPFV;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
gibanje	حرکت	gibanje	حرکت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
gibanje	حرکت	gibanje	حرکت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
projekt	فلم	projekt	فلم	N;NOM;MASC;SG	N;NOM;FEM;SG;3
izdal	بھٹکانا	izdati	بھٹکا	V;PFV;MASC;SG;V.PTCP	V;MASC;SG;NFIN;ACT
zemlje	دنیا	zemlja	دنیا	N;NOM;FEM;SG	N;NOM;FEM;SG;3
beseda	اقرار	beseda	اقرار	N;NOM;FEM;SG	N;NOM;MASC;SG;3
beseda	اطلاع	beseda	اطلاع	N;NOM;FEM;SG	N;NOM;FEM;SG;3
beseda	پیغام.	beseda	پیغام.	N;NOM;FEM;SG	N;NOM;MASC;SG;3
beseda	قول.	beseda	قول.	N;NOM;FEM;SG	N;NOM;MASC;SG;3
beseda	گفتگو	beseda	گفتگو	N;NOM;FEM;SG	N;NOM;MASC;SG;3
beseda	قول	beseda	قول	N;NOM;FEM;SG	N;NOM;MASC;SG;3
beseda	خبر	beseda	خبر	N;NOM;FEM;SG	N;NOM;MASC;SG;3
beseda	حکم	beseda	حکم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
beseda	وعدہ	beseda	وعدہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
beseda	اقرار	beseda	اقرار	N;NOM;FEM;SG	N;NOM;MASC;SG;3
beseda	لفظ	beseda	لفظ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
beseda	اطلاع	beseda	اطلاع	N;NOM;FEM;SG	N;NOM;FEM;SG;3
beseda	پیغام.	beseda	پیغام.	N;NOM;FEM;SG	N;NOM;MASC;SG;3
beseda	قول.	beseda	قول.	N;NOM;FEM;SG	N;NOM;MASC;SG;3
beseda	گفتگو	beseda	گفتگو	N;NOM;FEM;SG	N;NOM;MASC;SG;3
