एक	ühe	एक	üks	NUM	NUM;GEN;SG
एक्स्प्रेस	väljendada	एक्स्प्रेस	väljendama	V;PFV;FEM;SG;V.PTCP;ACT	V;NFIN
पुलिस	politsei	पुलिस	politsei	N;NOM;FEM;SG;3	N;NOM;SG
वर्ग	kategooria	वर्ग	kategooria	N;NOM;MASC;SG;3	N;NOM;SG
वर्ग	ruut	वर्ग	ruut	N;NOM;MASC;SG;3	N;NOM;SG
वर्ग	väljak	वर्ग	väljak	N;NOM;MASC;SG;3	N;NOM;SG
वर्ग	klass	वर्ग	klass	N;NOM;MASC;SG;3	N;NOM;SG
शरीर	keha	शरीर	keha	N;NOM;MASC;SG;3	N;NOM;SG
माध्यम	andmekandja	माध्यम	andme_kandja	N;NOM;MASC;SG;3	N;NOM;SG
मानव	inimene	मानव	inimene	N;NOM;MASC;SG;3	N;NOM;SG
भूमिका	sissejuhatus	भूमिका	sisse_juhatus	N;NOM;FEM;SG;3	N;NOM;SG
भूमिका	roll	भूमिका	roll	N;NOM;FEM;SG;3	N;NOM;SG
अतिरिक्त	ekstra	अतिरिक्त	ekster	N;NOM;MASC;SG;3	N;NOM;SG
अतिरिक्त	extra	अतिरिक्त	extra	N;NOM;MASC;SG;3	N;NOM;SG
पिता	isa	पिता	isa	N;NOM;MASC;SG;3	N;NOM;SG
समाज	ühiskond	समाज	ühiskond	N;NOM;MASC;SG;3	N;NOM;SG
उत्पन्न	tekitatud	उत्पन्न	tekita=tud	ADJ	ADJ;PST;V.PTCP;PASS
नीचे	alla	नीचे	alla	ADV;NOM;MASC;SG;3	ADV
नीचे	maha	नीचे	maha	ADV;NOM;MASC;SG;3	ADV
नीचे	maas	नीचे	maas	ADV;NOM;MASC;SG;3	ADV
नीचे	all	नीचे	all	ADV;NOM;MASC;SG;3	ADV
नीचे	allpool	नीचे	all_pool	ADV;NOM;MASC;SG;3	ADV
दुनिया	maailm	दुनिया	maa_ilm	N;NOM;FEM;SG;3	N;NOM;SG
आधुनिक	moodne	आधुनिक	moodne	ADJ	ADJ;NOM;SG
आधुनिक	kaasaegne	आधुनिक	kaas_aegne	ADJ	ADJ;NOM;SG
दे	anda	दे	andma	V;FIN;ACT	V;NFIN
दे	anna	दे	andma	V;FIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
सभा	kogudus	सभा	kogudus	N;NOM;FEM;SG;3	N;NOM;SG
सभा	assamblee	सभा	assamblee	N;NOM;FEM;SG;3	N;NOM;SG
सभा	kogunemine	सभा	kogunemine	N;NOM;FEM;SG;3	N;NOM;SG
परिवार	pere	परिवार	pere	N;NOM;MASC;SG;3	N;NOM;SG
परिवार	perekond	परिवार	perekond	N;NOM;MASC;SG;3	N;NOM;SG
विषय	teema	विषय	teema	N;NOM;MASC;SG;3	N;NOM;SG
विषय	teema	विषय	teema	N;NOM;MASC;SG;3	N;NOM;SG
विषय	subjekt	विषय	subjekt	N;NOM;MASC;SG;3	N;NOM;SG
रंग	värv	रंग	värv	N;NOM;MASC;SG;3	N;NOM;SG
रंग	värvus	रंग	värvus	N;NOM;MASC;SG;3	N;NOM;SG
रंग	värv	रंग	värv	N;NOM;MASC;SG;3	N;NOM;SG
बाहर	väljaspool	बाहर	väljas_pool	ADV;NOM;MASC;SG;3	ADV
बाहर	väljas	बाहर	väljas	ADV;NOM;MASC;SG;3	ADV
बाहर	välja	बाहर	välja	ADV;NOM;MASC;SG;3	ADV
बाहर	väljas	बाहर	väljas	ADV;NOM;MASC;SG;3	ADV
खेल	sport	खेल	sport	N;NOM;MASC;SG;3	N;NOM;SG
खेल	mäng	खेल	mäng	N;NOM;MASC;SG;3	N;NOM;SG
खेल	sport	खेल	sport	N;NOM;MASC;SG;3	N;NOM;SG
खेल	spordiala	खेल	spordi_ala	N;NOM;MASC;SG;3	N;NOM;SG
दूर	kaugele	दूर	kaugele	ADV;NOM;MASC;SG;3	ADV
दूर	kaugel	दूर	kaugel	ADV;NOM;MASC;SG;3	ADV
दूर	eemal	दूर	eemal	ADV;NOM;MASC;SG;3	ADV
दूर	eemale	दूर	eemale	ADV;NOM;MASC;SG;3	ADV
दूर	kaugemale	दूर	kaugemale	ADV;NOM;MASC;SG;3	ADV
पता	aadress	पता	aadress	N;NOM;MASC;SG;3	N;NOM;SG
शक्ति	tugevus	शक्ति	tugevus	N;NOM;FEM;SG;3	N;NOM;SG
शक्ति	power	शक्ति	power	N;NOM;FEM;SG;3	N;NOM;SG
शक्ति	võim	शक्ति	võim	N;NOM;FEM;SG;3	N;NOM;SG
शक्ति	võimsus	शक्ति	võimsus	N;NOM;FEM;SG;3	N;NOM;SG
शक्ति	jõud	शक्ति	jõud	N;NOM;FEM;SG;3	N;NOM;SG
कला	kunst	कला	kunst	N;NOM;FEM;SG;3	N;NOM;SG
कला	art	कला	art	N;NOM;FEM;SG;3	N;NOM;SG
कला	kunst	कला	kunst	N;NOM;FEM;SG;3	N;NOM;SG
घर	kodu	घर	kodu	N;NOM;MASC;SG;3	N;NOM;SG
घर	house	घर	hous	N;NOM;MASC;SG;3	N;NOM;SG
घर	maja	घर	maja	N;NOM;MASC;SG;3	N;NOM;SG
प्रकाशित	avaldatud	प्रकाशित	avaldatud	ADJ	ADJ;PST;V.PTCP;PASS
प्रक्रिया	protsess	प्रक्रिया	protsess	N;NOM;FEM;SG;3	N;NOM;SG
प्रक्रिया	menetlus	प्रक्रिया	menetlus	N;NOM;FEM;SG;3	N;NOM;SG
प्रक्रिया	protseduur	प्रक्रिया	protseduur	N;NOM;FEM;SG;3	N;NOM;SG
सेना	armee	सेना	armee	N;NOM;FEM;SG;3	N;NOM;SG
सेना	sõjavägi	सेना	sõja_vägi	N;NOM;FEM;SG;3	N;NOM;SG
पार्टी	party	पार्टी	party	N;NOM;FEM;SG;3	N;NOM;SG
पार्टी	pidu	पार्टी	pidu	N;NOM;FEM;SG;3	N;NOM;SG
पार्टी	erakond	पार्टी	erakond	N;NOM;FEM;SG;3	N;NOM;SG
रेलवे	raudtee	रेलवे	raud_tee	N;NOM;MASC;SG;3	N;NOM;SG
रेलवे	raudteed	रेलवे	raud_tee	N;NOM;MASC;SG;3	N;NOM;SG
अंत	lõpp	अंत	lõpp	N;NOM;MASC;SG;3	N;NOM;SG
दशक	aastakümne	दशक	aasta_kümme	N;NOM;MASC;SG;3	N;NOM;SG
विकसित	arenenud	विकसित	arenenud	ADJ	ADJ;PST;V.PTCP;ACT
विकसित	arenenud	विकसित	arenenud	ADJ	ADJ;PST;V.PTCP;ACT
संबंध	suhe	संबंध	suhe	N;NOM;MASC;SG;3	N;NOM;SG
संबंध	seos	संबंध	seos	N;NOM;MASC;SG;3	N;NOM;SG
संबंध	seos	संबंध	seos	N;NOM;MASC;SG;3	N;NOM;SG
प्रदर्शन	tulemuslikkus	प्रदर्शन	tulemuslikkus	N;NOM;MASC;SG;3	N;NOM;SG
प्रदर्शन	jõudlus	प्रदर्शन	jõudlus	N;NOM;MASC;SG;3	N;NOM;SG
प्रदर्शन	esitus	प्रदर्शन	esitus	N;NOM;MASC;SG;3	N;NOM;SG
प्रदर्शन	kokkupuude	प्रदर्शन	kokku_puu	N;NOM;MASC;SG;3	N;NOM;SG
मार्ग	marsruut	मार्ग	marsruut	N;NOM;MASC;SG;3	N;NOM;SG
मार्ग	way	मार्ग	way	N;NOM;MASC;SG;3	N;NOM;SG
पर्यटन	turism	पर्यटन	turism	N;NOM;MASC;SG;3	N;NOM;SG
ज्ञान	teadmine	ज्ञान	teadmine	N;NOM;MASC;SG;3	N;NOM;SG
लगा	tundsin	लगा	tundma	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;1;PST;FIN;ACT
लगा	tundis	लगा	tundma	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN;ACT
लगा	tundus	लगा	tunduma	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN;ACT
अक्सर	sageli	अक्सर	sageli	ADV	ADV
अक्सर	tihti	अक्सर	tihti	ADV	ADV
अक्सर	sageli	अक्सर	sageli	ADV	ADV
अक्सर	tihtipeale	अक्सर	tihti_peale	ADV	ADV
अक्सर	tihti	अक्सर	tihti	ADV	ADV
सहायता	toetus	सहायता	toetus	N;NOM;FEM;SG;3	N;NOM;SG
सहायता	tugi	सहायता	tugi	N;NOM;FEM;SG;3	N;NOM;SG
सहायता	toetamine	सहायता	toetamine	N;NOM;FEM;SG;3	N;NOM;SG
पहला	esimene	पहला	esimene	ADJ;NOM;MASC;SG	ADJ;NOM;SG
मृत्यु	surm	मृत्यु	surm	N;NOM;FEM;SG;3	N;NOM;SG
मृत्यु	suremus	मृत्यु	suremus	N;NOM;FEM;SG;3	N;NOM;SG
तैयार	valmis	तैयार	valmis	ADJ	ADJ
आवश्यक	vajalik	आवश्यक	vajalik	ADJ	ADJ;NOM;SG
आवश्यक	nõutav	आवश्यक	nõutav	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
आवश्यक	kiire	आवश्यक	kiire	ADJ	ADJ;NOM;SG
देखा	vaatasin	देख	vaatama	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;1;PST;FIN;ACT
देखा	vaatas	देख	vaatama	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN;ACT
देखा	näinud	देख	nägema	V;PFV;MASC;SG;V.PTCP;ACT	V;PST;V.PTCP;ACT
देखा	nägin	देख	nägema	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;1;PST;FIN;ACT
उत्पादन	tootmine	उत्पादन	tootmine	N;NOM;MASC;SG;3	N;NOM;SG
उत्पादन	toodang	उत्पादन	toodang	N;NOM;MASC;SG;3	N;NOM;SG
रोग	haigus	रोग	haigus	N;NOM;MASC;SG;3	N;NOM;SG
संबंधित	seonduv	संबंधित	seonduv	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
शताब्दी	sajand	शताब्दी	sajand	N;NOM;FEM;SG;3	N;NOM;SG
संघ	liit	संघ	liit	N;NOM;MASC;SG;3	N;NOM;SG
संघ	föderatsioon	संघ	föderatsioon	N;NOM;MASC;SG;3	N;NOM;SG
संघ	assotsiatsioon	संघ	assotsiatsioon	N;NOM;MASC;SG;3	N;NOM;SG
यात्रा	reisimine	यात्रा	reisimine	N;NOM;FEM;SG;3	N;NOM;SG
यात्रा	rännak	यात्रा	rännak	N;NOM;FEM;SG;3	N;NOM;SG
यात्रा	teekond	यात्रा	teekond	N;NOM;FEM;SG;3	N;NOM;SG
यात्रा	reis	यात्रा	reis	N;NOM;FEM;SG;3	N;NOM;SG
यात्रा	trip	यात्रा	trip	N;NOM;FEM;SG;3	N;NOM;SG
यात्रा	reis	यात्रा	reis	N;NOM;FEM;SG;3	N;NOM;SG
मात्रा	kogus	मात्रा	kogus	N;NOM;FEM;SG;3	N;NOM;SG
मात्रा	summa	मात्रा	summa	N;NOM;FEM;SG;3	N;NOM;SG
मात्रा	kogus	मात्रा	kogus	N;NOM;FEM;SG;3	N;NOM;SG
जगह	vahekaugus	जगह	vahe_kaug	N;NOM;FEM;SG;3	N;NOM;SG
जगह	koht	जगह	koht	N;NOM;FEM;SG;3	N;NOM;SG
जगह	kosmos	जगह	kosmos	N;NOM;FEM;SG;3	N;NOM;SG
जगह	ruum	जगह	ruum	N;NOM;FEM;SG;3	N;NOM;SG
लोक	avalikkus	लोक	avalikkus	N;NOM;MASC;SG;3	N;NOM;SG
लोक	rahvas	लोक	rahvas	N;NOM;MASC;SG;3	N;NOM;SG
सब	sab	सब	sab	N;NOM;MASC;SG;3	N;NOM;SG
पूरा	lõpetatud	पूरा	lõpetama	ADJ;NOM;MASC;SG	ADJ;PST;V.PTCP;PASS
पूरा	täielik	पूरा	täielik	ADJ;NOM;MASC;SG	ADJ;NOM;SG
पूरा	täielik	पूरा	täielik	ADJ;NOM;MASC;SG	ADJ;NOM;SG
पूरा	terviklik	पूरा	terviklik	ADJ;NOM;MASC;SG	ADJ;NOM;SG
पूरा	lõpetatud	पूरा	lõpetama	ADJ;NOM;MASC;SG	ADJ;PST;V.PTCP;PASS
आवश्यकता	nõue	आवश्यकता	nõue	N;NOM;FEM;SG;3	N;NOM;SG
नई	uus	नया	uus	ADJ;NOM;FEM;SG	ADJ;NOM;SG
नई	uuem	नया	uuem	ADJ;NOM;FEM;SG	ADJ;NOM;CMPR;SG
चिकित्सा	teraapia	चिकित्सा	teraapia	N;NOM;FEM;SG;3	N;NOM;SG
चिकित्सा	ravi	चिकित्सा	ravi	N;NOM;FEM;SG;3	N;NOM;SG
कार्यक्रम	programm	कार्यक्रम	programm	N;NOM;MASC;SG;3	N;NOM;SG
कार्यक्रम	sündmus	कार्यक्रम	sündmus	N;NOM;MASC;SG;3	N;NOM;SG
कार्यक्रम	üritus	कार्यक्रम	üritus	N;NOM;MASC;SG;3	N;NOM;SG
कार्यक्रम	programm	कार्यक्रम	programm	N;NOM;MASC;SG;3	N;NOM;SG
पुराने	vanad	पुराना	vana	ADJ;MASC;PL	ADJ;NOM;PL
भगवान	jumal	भगवान	jumal	N;NOM;MASC;SG;3	N;NOM;SG
लिखा	kirjutanud	लिख	kirjutama	V;PFV;MASC;SG;V.PTCP;ACT	V;PST;V.PTCP;ACT
लिखा	kirjutasin	लिख	kirjutama	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;1;PST;FIN;ACT
लिखा	kirjutas	लिख	kirjutama	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN;ACT
संस्कृति	kultuur	संस्कृति	kultuur	N;NOM;FEM;SG;3	N;NOM;SG
परिवर्तन	teisendamine	परिवर्तन	teisendamine	N;NOM;MASC;SG;3	N;NOM;SG
परिवर्तन	ülemineku	परिवर्तन	üle_minek	N;NOM;MASC;SG;3	N;NOM;SG
परिवर्तन	üleminek	परिवर्तन	üle_minek	N;NOM;MASC;SG;3	N;NOM;SG
परिवर्तन	ümberkujundamine	परिवर्तन	ümber_kujundamine	N;NOM;MASC;SG;3	N;NOM;SG
परिवर्तन	muutumine	परिवर्तन	muutumine	N;NOM;MASC;SG;3	N;NOM;SG
परिवर्तन	muudatus	परिवर्तन	muudatus	N;NOM;MASC;SG;3	N;NOM;SG
परिवर्तन	muutus	परिवर्तन	muutus	N;NOM;MASC;SG;3	N;NOM;SG
टीम	tiim	टीम	tiim	N;NOM;FEM;SG;3	N;NOM;SG
टीम	meeskond	टीम	meeskond	N;NOM;FEM;SG;3	N;NOM;SG
चर्चा	arutelu	चर्चा	arutelu	N;NOM;FEM;SG;3	N;NOM;SG
संगठन	organisatsioon	संगठन	organisatsioon	N;NOM;MASC;SG;3	N;NOM;SG
संगठन	organisatsioon	संगठन	organisatsioon	N;NOM;MASC;SG;3	N;NOM;SG
शैली	stiil	शैली	stiil	N;NOM;FEM;SG;3	N;NOM;SG
शैली	shelly	शैली	shelly	N;NOM;FEM;SG;3	N;NOM;SG
तुलना	võrdlemine	तुलना	võrdlemine	N;NOM;FEM;SG;3	N;NOM;SG
तुलना	võrdlus	तुलना	võrdlus	N;NOM;FEM;SG;3	N;NOM;SG
स्कूल	kool	स्कूल	kool	N;NOM;MASC;SG;3	N;NOM;SG
पुस्तक	raamat	पुस्तक	raamat	N;NOM;FEM;SG;3	N;NOM;SG
लेखक	kirjutaja	लेखक	kirjutaja	N;NOM;MASC;SG;3	N;NOM;SG
लेखक	kirjanik	लेखक	kirjanik	N;NOM;MASC;SG;3	N;NOM;SG
लेखक	autor	लेखक	autor	N;NOM;MASC;SG;3	N;NOM;SG
संस्करण	väljaanne	संस्करण	välja_anne	N;NOM;MASC;SG;3	N;NOM;SG
संस्करण	versioon	संस्करण	versioon	N;NOM;MASC;SG;3	N;NOM;SG
खिलाड़ी	sportlane	खिलाडी	sportlane	N;NOM;MASC;SG;3	N;NOM;SG
खिलाड़ी	mängija	खिलाडी	mängija	N;NOM;MASC;SG;3	N;NOM;SG
ट्रेन	rong	ट्रेन	rong	N;NOM;FEM;SG;3	N;NOM;SG
प्रचलित	valitsev	प्रचलित	valitsev	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
आकार	kujund	आकार	kujund	N;NOM;MASC;SG;3	N;NOM;SG
आकार	kuju	आकार	kuju	N;NOM;MASC;SG;3	N;NOM;SG
आकार	suurus	आकार	suurus	N;NOM;MASC;SG;3	N;NOM;SG
सीमा	piir	सीमा	piir	N;NOM;FEM;SG;3	N;NOM;SG
सीमा	piirang	सीमा	piirang	N;NOM;FEM;SG;3	N;NOM;SG
सीमा	limiit	सीमा	limiit	N;NOM;FEM;SG;3	N;NOM;SG
सीमा	sima	सीमा	sima	N;NOM;FEM;SG;3	N;NOM;SG
सीमा	piir	सीमा	piir	N;NOM;FEM;SG;3	N;NOM;SG
सीमा	vahemik	सीमा	vahemik	N;NOM;FEM;SG;3	N;NOM;SG
व्यवस्था	paigutus	व्यवस्था	paigutus	N;NOM;FEM;SG;3	N;NOM;SG
व्यवस्था	kokkulepe	व्यवस्था	kokku_lepe	N;NOM;FEM;SG;3	N;NOM;SG
आर्थिक	majanduslik	आर्थिक	majanduslik	ADJ;NOM	ADJ;NOM;SG
राजधानी	pealinn	राजधानी	pea_linn	N;NOM;FEM;SG;3	N;NOM;SG
राजधानी	kapital	राजधानी	kapital	N;NOM;FEM;SG;3	N;NOM;SG
दर्शन	filosoofia	दर्शन	filosoofia	N;NOM;MASC;SG;3	N;NOM;SG
दर्शन	nägemus	दर्शन	nägemus	N;NOM;MASC;SG;3	N;NOM;SG
दर्शन	visioon	दर्शन	visioon	N;NOM;MASC;SG;3	N;NOM;SG
दर्शन	nägemine	दर्शन	nägemine	N;NOM;MASC;SG;3	N;NOM;SG
विधि	seadus	विधि	seadus	N;NOM;FEM;SG;3	N;NOM;SG
विधि	meetod	विधि	meetod	N;NOM;FEM;SG;3	N;NOM;SG
विधि	režiim	विधि	režiim	N;NOM;FEM;SG;3	N;NOM;SG
विधि	mode	विधि	mode	N;NOM;FEM;SG;3	N;NOM;SG
अवधि	kestus	अवधि	kestus	N;NOM;FEM;SG;3	N;NOM;SG
अवधि	periood	अवधि	periood	N;NOM;FEM;SG;3	N;NOM;SG
अवधि	ajavahemik	अवधि	aja_vahemik	N;NOM;FEM;SG;3	N;NOM;SG
दृष्टि	nägemus	दृष्टि	nägemus	N;NOM;FEM;SG;3	N;NOM;SG
दृष्टि	visioon	दृष्टि	visioon	N;NOM;FEM;SG;3	N;NOM;SG
दृष्टि	nägemine	दृष्टि	nägemine	N;NOM;FEM;SG;3	N;NOM;SG
सिद्धांत	teooria	सिद्धान्त	teooria	N;NOM;MASC;SG;3	N;NOM;SG
सिद्धांत	dogma	सिद्धान्त	dogma	N;NOM;MASC;SG;3	N;NOM;SG
कलाकार	esitaja	कलाकार	esitaja	N;NOM;MASC;SG;3	N;NOM;SG
कलाकार	artist	कलाकार	artist	N;NOM;MASC;SG;3	N;NOM;SG
कलाकार	kunstnik	कलाकार	kunstnik	N;NOM;MASC;SG;3	N;NOM;SG
बैंक	banks	बैंक	banks	N;NOM;MASC;SG;3	N;NOM;SG
बैंक	pank	बैंक	pank	N;NOM;MASC;SG;3	N;NOM;SG
बैंक	bank	बैंक	bank	N;NOM;MASC;SG;3	N;NOM;SG
अंतिम	viimane	अंतिम	viimane	ADJ;NOM	ADJ;NOM;SG
अंतिम	lõplik	अंतिम	lõplik	ADJ;NOM	ADJ;NOM;SG
विशिष्ट	konkreetne	विशिष्ट	konkreetne	ADJ	ADJ;NOM;SG
विशिष्ट	spetsiifilised	विशिष्ट	spetsiifiline	ADJ	ADJ;NOM;PL
विशिष्ट	konkreetsete	विशिष्ट	konkreetne	ADJ	ADJ;GEN;PL
विशिष्ट	spetsiifiline	विशिष्ट	spetsiifiline	ADJ	ADJ;NOM;SG
समर्थन	toetus	समर्थन	toetus	N;NOM;MASC;SG;3	N;NOM;SG
समर्थन	tugi	समर्थन	tugi	N;NOM;MASC;SG;3	N;NOM;SG
समर्थन	toetamine	समर्थन	toetamine	N;NOM;MASC;SG;3	N;NOM;SG
व्यापार	kauplemine	व्यापार	kauplemine	N;NOM;MASC;SG;3	N;NOM;SG
व्यापार	äri	व्यापार	äri	N;NOM;MASC;SG;3	N;NOM;SG
व्यापार	äritegevus	व्यापार	äri_tegevus	N;NOM;MASC;SG;3	N;NOM;SG
व्यापार	kauplemine	व्यापार	kauplemine	N;NOM;MASC;SG;3	N;NOM;SG
व्यापार	kaubandus	व्यापार	kaubandus	N;NOM;MASC;SG;3	N;NOM;SG
प्रयास	pingutus	प्रयास	pingutus	N;NOM;MASC;SG;3	N;NOM;SG
महिला	naine	महिला	naine	N;NOM;FEM;SG;3	N;NOM;SG
महिला	daam	महिला	daam	N;NOM;FEM;SG;3	N;NOM;SG
महिला	neiu	महिला	neiu	N;NOM;FEM;SG;3	N;NOM;SG
महिला	leedi	महिला	leedima	N;NOM;FEM;SG;3	N;NOM;SG
परियोजना	projekt	परियोजना	projekt	N;NOM;FEM;SG;3	N;NOM;SG
नामांकन	nimetamine	नामांकन	nimetamine	N;NOM;MASC;SG;3	N;NOM;SG
नामांकन	tähistus	नामांकन	tähistus	N;NOM;MASC;SG;3	N;NOM;SG
नामांकन	määramine	नामांकन	määramine	N;NOM;MASC;SG;3	N;NOM;SG
नामांकन	nimetus	नामांकन	nimetus	N;NOM;MASC;SG;3	N;NOM;SG
अभिनेता	näitleja	अभिनेता	näitleja	N;NOM;MASC;SG;3	N;NOM;SG
क्षमता	võimsus	क्षमता	võimsus	N;NOM;FEM;SG;3	N;NOM;SG
क्षमता	võimekus	क्षमता	võimek	N;NOM;FEM;SG;3	N;NOM;SG
क्षमता	võimekus	क्षमता	võimek	N;NOM;FEM;SG;3	N;NOM;SG
क्षमता	potentsiaal	क्षमता	potentsiaal	N;NOM;FEM;SG;3	N;NOM;SG
पाया	leidis	पा	leidma	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN;ACT
स्पष्ट	ilmselge	स्पष्ट	ilm_selge	ADJ	ADJ;NOM;SG
स्पष्ट	ilmne	स्पष्ट	ilmne	ADJ	ADJ;NOM;SG
गति	liikumine	गति	liikumine	N;NOM;FEM;SG;3	N;NOM;SG
गति	kiirus	गति	kiirus	N;NOM;FEM;SG;3	N;NOM;SG
गति	pöörlemiskiirus	गति	pöörlemis_kiirus	N;NOM;FEM;SG;3	N;NOM;SG
गति	kiirus	गति	kiirus	N;NOM;FEM;SG;3	N;NOM;SG
गति	levitamine	गति	levitamine	N;NOM;FEM;SG;3	N;NOM;SG
गति	liikumine	गति	liikumine	N;NOM;FEM;SG;3	N;NOM;SG
परिणाम	tulemused	परिणाम	tulemus	N;NOM;MASC;PL;3	N;NOM;PL
लेने	võttes	ले	võtma	V;MASC;NFIN;ACT	V;V.CVB
पुत्र	poja	पुत्र	poeg	N;NOM;MASC;SG;3	N;NOM;SG
पुत्र	poeg	पुत्र	poeg	N;NOM;MASC;SG;3	N;NOM;SG
शासन	valitsemisaeg	शासन	valitsemis_aeg	N;NOM;MASC;SG;3	N;NOM;SG
शासन	eeskiri	शासन	ees_kiri	N;NOM;MASC;SG;3	N;NOM;SG
शासन	reegel	शासन	reegel	N;NOM;MASC;SG;3	N;NOM;SG
शासन	valitsemine	शासन	valitsemine	N;NOM;MASC;SG;3	N;NOM;SG
शासन	juhtimine	शासन	juhtimine	N;NOM;MASC;SG;3	N;NOM;SG
शासन	režiim	शासन	režiim	N;NOM;MASC;SG;3	N;NOM;SG
नियंत्रण	kontroll	नियंत्रण	kontroll	N;NOM;MASC;SG;3	N;NOM;SG
नियंत्रण	tõrje	नियंत्रण	tõrge	N;NOM;MASC;SG;3	N;NOM;SG
प्रभावित	mõjutatud	प्रभावित	mõjutama	ADJ	ADJ;PST;V.PTCP;PASS
वर्णन	kirjeldus	वर्णन	kirjeldus	N;NOM;MASC;SG;3	N;NOM;SG
क्रिकेट	cricket	क्रिकेट	cricket	N;NOM;MASC;SG;3	N;NOM;SG
योजना	skeem	योजना	skeem	N;NOM;FEM;SG;3	N;NOM;SG
योजना	kava	योजना	kava	N;NOM;FEM;SG;3	N;NOM;SG
योजना	plaan	योजना	plaan	N;NOM;FEM;SG;3	N;NOM;SG
योजना	kava	योजना	kava	N;NOM;FEM;SG;3	N;NOM;SG
आरम्भ	algus	आरम्भ	algus	N;NOM;MASC;SG;3	N;NOM;SG
राजनीतिक	poliitilised	राजनीतिक	poliitiline	ADJ;NOM	ADJ;NOM;PL
राजनीतिक	poliitiline	राजनीतिक	poliitiline	ADJ;NOM	ADJ;NOM;SG
स्थानीय	kohalik	स्थानीय	kohalik	ADJ;NOM	ADJ;NOM;SG
स्थानीय	kohalikud	स्थानीय	kohalik	ADJ;NOM	ADJ;NOM;PL
स्थानीय	kohalikud	स्थानीय	kohalik	ADJ;NOM	ADJ;NOM;PL
कहानी	jutt	कहानी	jutt	N;NOM;FEM;SG;3	N;NOM;SG
वृद्धि	tõus	वृद्धि	tõus	N;NOM;FEM;SG;3	N;NOM;SG
वृद्धि	suurenemine	वृद्धि	suurenemine	N;NOM;FEM;SG;3	N;NOM;SG
वृद्धि	suurendamine	वृद्धि	suurendamine	N;NOM;FEM;SG;3	N;NOM;SG
वृद्धि	lift	वृद्धि	lift	N;NOM;FEM;SG;3	N;NOM;SG
वृद्धि	tõste	वृद्धि	tõse	N;NOM;FEM;SG;3	N;NOM;SG
वृद्धि	kasv	वृद्धि	kasv	N;NOM;FEM;SG;3	N;NOM;SG
वृद्धि	majanduskasv	वृद्धि	majandus_kasv	N;NOM;FEM;SG;3	N;NOM;SG
सुरक्षा	turvalisus	सुरक्षा	turvalisus	N;NOM;FEM;SG;3	N;NOM;SG
सुरक्षा	julgeolek	सुरक्षा	julge_olek	N;NOM;FEM;SG;3	N;NOM;SG
सुरक्षा	turva	सुरक्षा	turva	N;NOM;FEM;SG;3	N;NOM;SG
सुरक्षा	julgeoleku	सुरक्षा	julge_olek	N;NOM;FEM;SG;3	N;NOM;SG
सुरक्षा	kaitse	सुरक्षा	kaitse	N;NOM;FEM;SG;3	N;NOM;SG
सुरक्षा	turvalisus	सुरक्षा	turvalisus	N;NOM;FEM;SG;3	N;NOM;SG
सुरक्षा	ohutus	सुरक्षा	ohutus	N;NOM;FEM;SG;3	N;NOM;SG
लोकप्रिय	populaarne	लोकप्रिय	populaarne	ADJ	ADJ;NOM;SG
लोकप्रिय	populaarsed	लोकप्रिय	populaarne	ADJ	ADJ;NOM;PL
कवि	luuletaja	कवि	luuletaja	N;NOM;MASC;SG;3	N;NOM;SG
कवि	poeet	कवि	poeet	N;NOM;MASC;SG;3	N;NOM;SG
