den	la	den	él	PRO;ACC;MASC+FEM;SG;3	PRO;ACC;FEM;SG;3
mand	man	mand	man	N;INDF;MASC+FEM;SG	N
mand	hombre	mand	hombre	N;INDF;MASC+FEM;SG	N;MASC;SG
vest	west	vest	west	N;INDF	N;MASC;SG
vest	occidente	vest	occidente	N;INDF	N;MASC;SG
vest	oeste	vest	oeste	N;INDF	N;MASC;SG
vest	chaleco	vest	chaleco	N;INDF	N;MASC;SG
vest	occidente	vest	occidente	N;INDF	N;MASC;SG
vest	western	vest	western	N;INDF	N;MASC;SG
vest	oeste	vest	oeste	N;INDF	N;MASC;SG
medlemmer	diputados	medlem	diputado	N;INDF;NEUT;PL	N;MASC;PL
medlemmer	miembros	medlem	miembro	N;INDF;NEUT;PL	N;MASC;PL
brug	uso	brug	uso	N;INDF;MASC+FEM;SG	N;MASC;SG
brug	utilización	brug	utilización	N;INDF;MASC+FEM;SG	N;FEM;SG
lande	paises	land	pais	N;INDF;NEUT;PL	N;MASC;PL
lande	países	land	país	N;INDF;NEUT;PL	N;MASC;PL
skuespiller	actriz	skuespiller	actriz	N;INDF;MASC+FEM;SG	N;FEM;SG
skuespiller	actor	skuespiller	actor	N;INDF;MASC+FEM;SG	N;MASC;SG
liv	vida	liv	vida	N;INDF;NEUT;SG	N;FEM;SG
liv	life	liv	life	N;INDF;NEUT;SG	N
dele	repuestos	del	repuesto	N;INDF;MASC+FEM;PL	N;MASC;PL
dele	piezas	del	pieza	N;INDF;MASC+FEM;PL	N;FEM;PL
dele	partes	del	parte	N;INDF;MASC+FEM;PL	N;FEM;PL
dele	share	del	share	N;INDF;MASC+FEM;PL	N
fem	cinco	fem	cinco	NUM	NUM;PL
personer	personas	person	persona	N;INDF;MASC+FEM;PL	N;FEM;PL
personer	personas	person	persona	N;INDF;MASC+FEM;PL	N;FEM;PL
øst	oriente	øst	oriente	N;INDF	N;MASC;SG
øst	east	øst	east	N;INDF	N;MASC;SG
øst	eastern	øst	eastern	N;INDF	N;MASC;SG
forfatter	escritora	forfatter	escritora	N;INDF;MASC+FEM;SG	N;FEM;SG
forfatter	escritor	forfatter	escritor	N;INDF;MASC+FEM;SG	N;MASC;SG
forfatter	writer	forfatter	writer	N;INDF;MASC+FEM;SG	N;MASC;SG
forfatter	autor	forfatter	autor	N;INDF;MASC+FEM;SG	N;MASC;SG
forfatter	autora	forfatter	autora	N;INDF;MASC+FEM;SG	N;FEM;SG
wikipedia	wikipedia	wikipedia	wikipedia	N;INDF;MASC+FEM;SG	N;FEM;SG
album	álbum	album	álbum	N;INDF;NEUT;SG	N;MASC;SG
album	album	album	album	N;INDF;NEUT;SG	N;MASC;SG
album	disco	album	disco	N;INDF;NEUT;SG	N;MASC;SG
næsten	casi	næsten	casi	ADV	ADV
næsten	casi	næsten	casi	ADV	ADV
areal	superficie	areal	superficie	N;INDF;NEUT;SG	N;FEM;SG
areal	zona	areal	zona	N;INDF;NEUT;SG	N;FEM;SG
areal	area	areal	area	N;INDF;NEUT;SG	N;FEM;SG
areal	área	areal	área	N;INDF;NEUT;SG	N;FEM;SG
giver	dandole	give	dandole	V;IND;PRS;FIN;ACT	V;V.MSDR
giver	regalando	give	regalar	V;IND;PRS;FIN;ACT	V;V.MSDR
giver	dando	give	dar	V;IND;PRS;FIN;ACT	V;V.MSDR
giver	da	give	dar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
giver	proporciona	give	proporcionar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
giver	provee	give	proveer	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
giver	dar	give	dar	V;IND;PRS;FIN;ACT	V;NFIN
nuværende	actual	nuværende	actual	ADJ	ADJ;SG
nuværende	presente	nuværende	presente	ADJ	ADJ;SG
indbyggere	habitantes	indbygger	habitante	N;INDF;MASC+FEM;PL	N;PL
indbyggere	residentes	indbygger	residente	N;INDF;MASC+FEM;PL	N;PL
indbyggere	habitantes	indbygger	habitante	N;INDF;MASC+FEM;PL	N;PL
gør	hace	gøre	hacer	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
mennesker	humanos	menneske	humanos	N;INDF;NEUT;PL	N
mennesker	personas	menneske	persona	N;INDF;NEUT;PL	N;FEM;PL
skrev	escribí	skrive	escribir	V;IND;PST;FIN;ACT	V;IND;SG;1;PST;FIN
skrev	escribió	skrive	escribir	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
deltog	asistió	deltage	asistir	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
deltog	asistieron	deltage	asistir	V;IND;PST;FIN;ACT	V;IND;PL;3;PST;FIN
deltog	participaron	deltage	participar	V;IND;PST;FIN;ACT	V;IND;PL;3;PST;FIN
deltog	participó	deltage	participar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
datter	hija	datter	hija	N;INDF;MASC+FEM;SG	N;FEM;SG
område	field	område	field	N;INDF;NEUT;SG	N
område	campo	område	campo	N;INDF;NEUT;SG	N;MASC;SG
område	territorio	område	territorio	N;INDF;NEUT;SG	N;MASC;SG
område	zona	område	zona	N;INDF;NEUT;SG	N;FEM;SG
område	zone	område	zone	N;INDF;NEUT;SG	N
område	superficie	område	superficie	N;INDF;NEUT;SG	N;FEM;SG
område	zona	område	zona	N;INDF;NEUT;SG	N;FEM;SG
område	area	område	area	N;INDF;NEUT;SG	N;FEM;SG
område	área	område	área	N;INDF;NEUT;SG	N;FEM;SG
året	año	år	año	N;DEF;NEUT;SG	N;MASC;SG
dens	sus	dens	su	DET;3	DET;PL;3
dens	su	dens	su	DET;3	DET;SG;3
slaget	batalla	slag	batalla	N;DEF;NEUT;SG	N;FEM;SG
slaget	combate	slag	combate	N;DEF;NEUT;SG	N;MASC;SG
måde	manera	måde	manera	N;INDF;MASC+FEM;SG	N;FEM;SG
måde	camino	måde	camino	N;INDF;MASC+FEM;SG	N;MASC;SG
måde	way	måde	way	N;INDF;MASC+FEM;SG	N
udgave	edición	udgave	edición	N;INDF;MASC+FEM;SG	N;FEM;SG
udgave	edition	udgave	edition	N;INDF;MASC+FEM;SG	N;MASC;SG
udgave	version	udgave	version	N;INDF;MASC+FEM;SG	N;FEM;SG
udgave	versión	udgave	versión	N;INDF;MASC+FEM;SG	N;FEM;SG
fransk	francesa	fransk	francés	ADJ;INDF;SG	ADJ;FEM;SG
folk	personas	folk	persona	N;INDF;NEUT;PL	N;FEM;PL
far	papá	far	papá	N;INDF;MASC+FEM;SG	N;MASC;SG
far	papa	far	papa	N;INDF;MASC+FEM;SG	N;MASC;SG
far	papá	far	papá	N;INDF;MASC+FEM;SG	N;MASC;SG
far	padre	far	padre	N;INDF;MASC+FEM;SG	N;MASC;SG
liste	lista	liste	lista	N;INDF;MASC+FEM;SG	N;FEM;SG
kamp	combate	kamp	combate	N;INDF;MASC+FEM;SG	N;MASC;SG
kamp	pelea	kamp	pelea	N;INDF;MASC+FEM;SG	N;FEM;SG
kamp	fight	kamp	fight	N;INDF;MASC+FEM;SG	N
kamp	lucha	kamp	lucha	N;INDF;MASC+FEM;SG	N;FEM;SG
kamp	juego	kamp	juego	N;INDF;MASC+FEM;SG	N;MASC;SG
kamp	lucha	kamp	lucha	N;INDF;MASC+FEM;SG	N;FEM;SG
kamp	batalla	kamp	batalla	N;INDF;MASC+FEM;SG	N;FEM;SG
kamp	combate	kamp	combate	N;INDF;MASC+FEM;SG	N;MASC;SG
eksempel	ejemplo	eksempel	ejemplo	N;INDF;NEUT;SG	N;MASC;SG
langt	lejos	langt	lejos	ADV	ADV
tiden	hora	tid	hora	N;DEF;MASC+FEM;SG	N;FEM;SG
tiden	tiempo	tid	tiempo	N;DEF;MASC+FEM;SG	N;MASC;SG
tiden	time	tid	time	N;DEF;MASC+FEM;SG	N
fil	fichero	fil	fichero	N;INDF;MASC+FEM;SG	N;MASC;SG
fil	expediente	fil	expediente	N;INDF;MASC+FEM;SG	N;MASC;SG
fil	archivo	fil	archivo	N;INDF;MASC+FEM;SG	N;MASC;SG
musik	music	musik	music	N;INDF;MASC+FEM;SG	N
musik	música	musik	música	N;INDF;MASC+FEM;SG	N;FEM;SG
musik	musica	musik	musica	N;INDF;MASC+FEM;SG	N;FEM;SG
krigen	guerra	krig	guerra	N;DEF;MASC+FEM;SG	N;FEM;SG
krigen	war	krig	war	N;DEF;MASC+FEM;SG	N;SG
solid	sólido	solid	sólido	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
solid	sólida	solid	sólido	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
station	estacion	station	estacion	N;INDF;MASC+FEM;SG	N;FEM;SG
station	estación	station	estación	N;INDF;MASC+FEM;SG	N;FEM;SG
små	pequeñas	lille	pequeño	ADJ;PL	ADJ;FEM;PL
små	pequeños	lille	pequeño	ADJ;PL	ADJ;MASC;PL
universitet	universitario	universitet	universitario	N;INDF;NEUT;SG	N;MASC;SG
universitet	universidad	universitet	universidad	N;INDF;NEUT;SG	N;FEM;SG
klubben	club	klub	club	N;DEF;MASC+FEM;SG	N;MASC;SG
klubben	garrote	klub	garrote	N;DEF;MASC+FEM;SG	N;MASC;SG
klubben	discoteca	klub	discoteca	N;DEF;MASC+FEM;SG	N;FEM;SG
egen	propio	egen	propio	ADJ;MASC+FEM;SG	ADJ;MASC;SG
egen	propia	egen	propio	ADJ;MASC+FEM;SG	ADJ;FEM;SG
dage	días	dag	día	N;INDF;MASC+FEM;PL	N;MASC;PL
dage	jornadas	dag	jornada	N;INDF;MASC+FEM;PL	N;FEM;PL
dage	dias	dag	dia	N;INDF;MASC+FEM;PL	N;MASC;PL
dage	days	dag	day	N;INDF;MASC+FEM;PL	N
bind	volumen	bind	volumen	N;INDF;NEUT;SG	N;MASC;SG
division	division	division	division	N;INDF;MASC+FEM;SG	N;FEM;SG
division	división	division	división	N;INDF;MASC+FEM;SG	N;FEM;SG
kaldet	llamé	kalde	llamar	V;INDF;SG;PST;V.PTCP	V;IND;SG;1;PST;FIN
ret	derecho	ret	derecho	N;INDF;MASC+FEM;SG	N;MASC;SG
ret	derecha	ret	derecha	N;INDF;MASC+FEM;SG	N;FEM;SG
aldrig	nunca	aldrig	nunca	ADV	ADV
aldrig	jamás	aldrig	jamás	ADV	ADV
amt	condado	amt	condado	N;INDF;NEUT;SG	N;MASC;SG
serien	serie	serie	serie	N;DEF;MASC+FEM;SG	N;FEM;SG
data	datos	data	dato	N;INDF;NEUT;PL	N;MASC;PL
konge	king	konge	king	N;INDF;MASC+FEM;SG	N
konge	rey	konge	rey	N;INDF;MASC+FEM;SG	N;MASC;SG
finde	encontrar	finde	encontrar	V;NFIN;ACT	V;NFIN
finde	encontrar	finde	encontrar	V;NFIN;ACT	V;NFIN
finde	encuentra	finde	encontrar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
finde	encuentre	finde	encontrar	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
periode	periodo	periode	periodo	N;INDF;MASC+FEM;SG	N;MASC;SG
periode	período	periode	período	N;INDF;MASC+FEM;SG	N;MASC;SG
hende	ella	hun	él	PRO;ACC;MASC+FEM;SG;3	PRO;FEM;SG;3
antal	número	antal	número	N;INDF;NEUT;SG	N;MASC;SG
antal	numero	antal	numero	N;INDF;NEUT;SG	N;MASC;SG
international	internacional	international	internacional	ADJ;INDF;MASC+FEM;SG	ADJ;SG
international	international	international	international	ADJ;INDF;MASC+FEM;SG	ADJ;SG
formand	president	formand	president	N;INDF;MASC+FEM;SG	N;MASC;SG
formand	presidenta	formand	presidenta	N;INDF;MASC+FEM;SG	N;FEM;SG
formand	presidente	formand	presidente	N;INDF;MASC+FEM;SG	N;MASC;SG
formand	presidenta	formand	presidenta	N;INDF;MASC+FEM;SG	N;FEM;SG
formand	presidente	formand	presidente	N;INDF;MASC+FEM;SG	N;MASC;SG
internationale	internacionales	international	internacional	ADJ;PL	ADJ;PL
stadion	estadio	stadion	estadio	N;INDF;NEUT;SG	N;MASC;SG
stadion	stadium	stadion	stadium	N;INDF;NEUT;SG	N;MASC;SG
position	posicion	position	posicion	N;INDF;MASC+FEM;SG	N;FEM;SG
position	posición	position	posición	N;INDF;MASC+FEM;SG	N;FEM;SG
tredje	tercera	tredje	tercero	ADJ	ADJ;FEM;SG
tredje	tercer	tredje	tercero	ADJ	ADJ;MASC;SG
tredje	tercero	tredje	tercero	ADJ	ADJ;MASC;SG
områder	regiones	område	región	N;INDF;NEUT;PL	N;FEM;PL
områder	áreas	område	área	N;INDF;NEUT;PL	N;FEM;PL
områder	zonas	område	zona	N;INDF;NEUT;PL	N;FEM;PL
områder	areas	område	area	N;INDF;NEUT;PL	N;FEM;PL
hjælp	ayuda	hjælp	ayuda	N;INDF;MASC+FEM;SG	N;FEM;SG
beliggende	localizada	beliggende	localizado	ADJ	ADJ;FEM;SG;V.PTCP
beliggende	localizado	beliggende	localizado	ADJ	ADJ;MASC;SG;V.PTCP
beliggende	ubicado	beliggende	ubicado	ADJ	ADJ;MASC;SG;V.PTCP
beliggende	situado	beliggende	situado	ADJ	ADJ;MASC;SG;V.PTCP
beliggende	situada	beliggende	situado	ADJ	ADJ;FEM;SG;V.PTCP
beliggende	situados	beliggende	situado	ADJ	ADJ;MASC;PL;V.PTCP
beliggende	situado	beliggende	situado	ADJ	ADJ;MASC;SG;V.PTCP
angreb	ataque	angreb	ataque	N;INDF;NEUT;SG	N;MASC;SG
angreb	atentado	angreb	atentado	N;INDF;NEUT;SG	N;MASC;SG
angreb	agresión	angreb	agresión	N;INDF;NEUT;SG	N;FEM;SG
angreb	asalto	angreb	asalto	N;INDF;NEUT;SG	N;MASC;SG
betyder	significa	betyde	significar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
betydning	importancia	betydning	importancia	N;INDF;MASC+FEM;SG	N;FEM;SG
betydning	importancia	betydning	importancia	N;INDF;MASC+FEM;SG	N;FEM;SG
betydning	trascendencia	betydning	trascendencia	N;INDF;MASC+FEM;SG	N;FEM;SG
betydning	significación	betydning	significación	N;INDF;MASC+FEM;SG	N;FEM;SG
rolle	rol	rolle	rol	N;INDF;MASC+FEM;SG	N;MASC;SG
begyndelsen	comienzo	begyndelse	comienzo	N;DEF;MASC+FEM;SG	N;MASC;SG
leder	gerente	leder	gerente	N;INDF;MASC+FEM;SG	N;SG
leder	administrador	leder	administrador	N;INDF;MASC+FEM;SG	N;MASC;SG
leder	gestor	leder	gestor	N;INDF;MASC+FEM;SG	N;MASC;SG
leder	manager	leder	manager	N;INDF;MASC+FEM;SG	N;FEM;SG
leder	dirigente	leder	dirigente	N;INDF;MASC+FEM;SG	N;SG
leder	lider	leder	lider	N;INDF;MASC+FEM;SG	N;SG
leder	leader	leder	leader	N;INDF;MASC+FEM;SG	N;SG
leder	líder	leder	líder	N;INDF;MASC+FEM;SG	N;SG
leder	editorial	leder	editorial	N;INDF;MASC+FEM;SG	N;FEM;SG
leder	redacción	leder	redacción	N;INDF;MASC+FEM;SG	N;FEM;SG
tage	tomar	tage	tomar	V;NFIN;ACT	V;NFIN
tage	toma	tage	tomar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
tage	tome	tage	tomar	V;NFIN;ACT	V;IMP;SG;3;FIN
perioden	periodo	periode	periodo	N;DEF;MASC+FEM;SG	N;MASC;SG
perioden	período	periode	período	N;DEF;MASC+FEM;SG	N;MASC;SG
rapport	reporte	rapport	reportar	N;INDF;MASC+FEM;SG	N;MASC;SG
rapport	denuncia	rapport	denuncia	N;INDF;MASC+FEM;SG	N;FEM;SG
rapport	informe	rapport	informe	N;INDF;MASC+FEM;SG	N;MASC;SG
albummet	álbum	album	álbum	N;DEF;NEUT;SG	N;MASC;SG
albummet	album	album	album	N;DEF;NEUT;SG	N;MASC;SG
albummet	disco	album	disco	N;DEF;NEUT;SG	N;MASC;SG
moderne	moderna	moderne	moderno	ADJ	ADJ;FEM;SG
moderne	modernos	moderne	moderno	ADJ	ADJ;MASC;PL
moderne	modernas	moderne	moderno	ADJ	ADJ;FEM;PL
moderne	moderno	moderne	moderno	ADJ	ADJ;MASC;SG
moderne	contemporáneo	moderne	contemporáneo	ADJ	ADJ;MASC;SG
moderne	contemporáneas	moderne	contemporáneo	ADJ	ADJ;FEM;PL
moderne	contemporánea	moderne	contemporáneo	ADJ	ADJ;FEM;SG
karriere	carrera	karriere	carrera	N;INDF;MASC+FEM;SG	N;FEM;SG
højde	altitud	højde	altitud	N;INDF;MASC+FEM;SG	N;FEM;SG
højde	estatura	højde	estatura	N;INDF;MASC+FEM;SG	N;FEM;SG
højde	altura	højde	altura	N;INDF;MASC+FEM;SG	N;FEM;SG
seks	seis	seks	seis	NUM	NUM;PL
viser	mostrando	vise	mostrar	V;IND;PRS;FIN;ACT	V;V.MSDR
viser	mostrando	vise	mostrar	V;IND;PRS;FIN;ACT	V;V.MSDR
viser	muestra	vise	mostrar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
direkte	directamente	direkte	directamente	ADV	ADV
direkte	directamente	direkte	directamente	ADV	ADV
give	proveer	give	proveer	V;NFIN;ACT	V;NFIN
give	proporcionar	give	proporcionar	V;NFIN;ACT	V;NFIN
give	proporcione	give	proporcionar	V;NFIN;ACT	V;IMP;SG;3;FIN
give	dar	give	dar	V;NFIN;ACT	V;NFIN
præsident	president	præsident	president	N;INDF;MASC+FEM;SG	N;MASC;SG
præsident	presidenta	præsident	presidenta	N;INDF;MASC+FEM;SG	N;FEM;SG
præsident	presidente	præsident	presidente	N;INDF;MASC+FEM;SG	N;MASC;SG
førte	llevó	føre	llevar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
måske	quizás	måske	quizás	ADV	ADV
måske	quizá	måske	quizá	ADV	ADV
måske	quizás	måske	quizás	ADV	ADV
måske	quizá	måske	quizá	ADV	ADV
haft	tuvo	have	tener	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
efterfølgende	posterior	efterfølgende	posterior	ADJ	ADJ;SG
efterfølgende	subsiguientes	efterfølgende	subsiguiente	ADJ	ADJ;PL
efterfølgende	subsiguiente	efterfølgende	subsiguiente	ADJ	ADJ;SG
millioner	millones	million	millón	N;INDF;MASC+FEM;PL	N;MASC;PL
millioner	millones	million	millón	N;INDF;MASC+FEM;PL	N;MASC;PL
familie	famila	familie	famila	N;INDF;MASC+FEM;SG	N;FEM;SG
familie	familia	familie	familia	N;INDF;MASC+FEM;SG	N;FEM;SG
nåede	alcanzó	nå	alcanzar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
ser	mirando	se	mirar	V;IND;PRS;FIN;ACT	V;V.MSDR
ser	buscando	se	buscar	V;IND;PRS;FIN;ACT	V;V.MSDR
ser	parece	se	parecer	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ser	mirando	se	mirar	V;IND;PRS;FIN;ACT	V;V.MSDR
ser	viendo	se	ver	V;IND;PRS;FIN;ACT	V;V.MSDR
ser	observando	se	observar	V;IND;PRS;FIN;ACT	V;V.MSDR
steder	localizaciones	sted	localización	N;INDF;NEUT;PL	N;FEM;PL
steder	ubicaciones	sted	ubicación	N;INDF;NEUT;PL	N;FEM;PL
steder	lugares	sted	lugar	N;INDF;NEUT;PL	N;MASC;PL
steder	localidades	sted	localidad	N;INDF;NEUT;PL	N;FEM;PL
steder	sitios	sted	sitio	N;INDF;NEUT;PL	N;MASC;PL
steder	lugares	sted	lugar	N;INDF;NEUT;PL	N;MASC;PL
steder	localidades	sted	localidad	N;INDF;NEUT;PL	N;FEM;PL
steder	plazas	sted	plaza	N;INDF;NEUT;PL	N;FEM;PL
gruppen	grupo	gruppe	grupo	N;DEF;MASC+FEM;SG	N;MASC;SG
gruppen	group	gruppe	group	N;DEF;MASC+FEM;SG	N
krig	guerra	krig	guerra	N;INDF;MASC+FEM;SG	N;FEM;SG
krig	war	krig	war	N;INDF;MASC+FEM;SG	N;SG
bare	solo	bare	solo	ADV	ADV
bare	simplemente	bare	simplemente	ADV	ADV
bare	sólo	bare	sólo	ADV	ADV
resultat	desenlace	resultat	desenlace	N;INDF;NEUT;SG	N;MASC;SG
resultat	resultado	resultat	resultado	N;INDF;NEUT;SG	N;MASC;SG
resultat	resultado	resultat	resultado	N;INDF;NEUT;SG	N;MASC;SG
bedre	mejores	god	mejor	ADJ;CMPR	ADJ;PL
museum	museo	museum	museo	N;INDF;NEUT;SG	N;MASC;SG
tale	discurso	tale	discurso	N;INDF;MASC+FEM;SG	N;MASC;SG
tale	talk	tale	talk	N;INDF;MASC+FEM;SG	N
tale	charla	tale	charla	N;INDF;MASC+FEM;SG	N;FEM;SG
oprettet	creó	oprette	crear	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
byer	ciudades	by	ciudad	N;INDF;MASC+FEM;PL	N;FEM;PL
byer	pueblos	by	pueblo	N;INDF;MASC+FEM;PL	N;MASC;PL
byer	ciudades	by	ciudad	N;INDF;MASC+FEM;PL	N;FEM;PL
øen	isla	ø	isla	N;DEF;MASC+FEM;SG	N;FEM;SG
par	par	par	par	N;INDF;NEUT;SG	N;MASC;SG
par	pareja	par	pareja	N;INDF;NEUT;SG	N;FEM;SG
par	pareja	par	pareja	N;INDF;NEUT;SG	N;FEM;SG
par	pareja	par	pareja	N;INDF;NEUT;SG	N;FEM;SG
muligt	posible	mulig	posible	ADJ;INDF;NEUT;SG	ADJ;SG
flag	flag	flag	flag	N;INDF;NEUT;SG	N;SG
flag	bandera	flag	bandera	N;INDF;NEUT;SG	N;FEM;SG
bog	libro	bog	libro	N;INDF;MASC+FEM;SG	N;MASC;SG
sæson	temporada	sæson	temporada	N;INDF;MASC+FEM;SG	N;FEM;SG
mænd	varones	mand	varón	N;INDF;MASC+FEM;PL	N;MASC;PL
mænd	machos	mand	macho	N;INDF;MASC+FEM;PL	N;MASC;PL
mænd	men	mand	men	N;INDF;MASC+FEM;PL	N
mænd	hombres	mand	hombre	N;INDF;MASC+FEM;PL	N;MASC;PL
mænd	machos	mand	macho	N;INDF;MASC+FEM;PL	N;MASC;PL
venstre	izquierdo	venstre	izquierdo	ADJ	ADJ;MASC;SG
tidspunkt	hora	tidspunkt	hora	N;INDF;NEUT;SG	N;FEM;SG
tidspunkt	tiempo	tidspunkt	tiempo	N;INDF;NEUT;SG	N;MASC;SG
tidspunkt	time	tidspunkt	time	N;INDF;NEUT;SG	N
cup	taza	cup	taza	N;INDF;MASC+FEM;SG	N;FEM;SG
cup	copa	cup	copa	N;INDF;MASC+FEM;SG	N;FEM;SG
cup	cup	cup	cupo	N;INDF;MASC+FEM;SG	N;FEM;SG
professor	profesor	professor	profesor	N;INDF;MASC+FEM;SG	N;MASC;SG
professor	catedrático	professor	catedrático	N;INDF;MASC+FEM;SG	N;MASC;SG
professor	profesora	professor	profesora	N;INDF;MASC+FEM;SG	N;FEM;SG
skole	colegio	skole	colegio	N;INDF;MASC+FEM;SG	N;MASC;SG
skole	escuela	skole	escuela	N;INDF;MASC+FEM;SG	N;FEM;SG
fodboldspiller	futbolista	fodboldspiller	futbolista	N;INDF;MASC+FEM;SG	N;SG
familien	famila	familie	famila	N;DEF;MASC+FEM;SG	N;FEM;SG
familien	familia	familie	familia	N;DEF;MASC+FEM;SG	N;FEM;SG
karl	carlos	karl	carlo	N;INDF;MASC+FEM;SG	N;MASC;SG
grad	grado	grad	grado	N;INDF;MASC+FEM;SG	N;MASC;SG
grad	licenciatura	grad	licenciatura	N;INDF;MASC+FEM;SG	N;FEM;SG
bandet	band	band	band	N;DEF;NEUT;SG	N;SG
bandet	banda	band	banda	N;DEF;NEUT;SG	N;FEM;SG
svensk	suecia	svensk	suecia	N;INDF;NEUT;SG	N;FEM;SG
svensk	sueca	svensk	sueca	N;INDF;NEUT;SG	N;FEM;SG
hurtigt	rápidamente	hurtigt	rápidamente	ADV	ADV
kommunen	municipalidad	kommune	municipalidad	N;DEF;MASC+FEM;SG	N;FEM;SG
kommunen	municipio	kommune	municipio	N;DEF;MASC+FEM;SG	N;MASC;SG
høj	alto	høj	alto	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
høj	elevada	høj	elevado	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG;V.PTCP
høj	alta	høj	alto	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
høj	alto	høj	alto	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
hær	ejército	hær	ejército	N;INDF;MASC+FEM;SG	N;MASC;SG
hær	army	hær	army	N;INDF;MASC+FEM;SG	N
hær	ejercito	hær	ejercito	N;INDF;MASC+FEM;SG	N;MASC;SG
bruger	usando	bruge	usar	V;IND;PRS;FIN;ACT	V;V.MSDR
bruger	utilizando	bruge	utilizar	V;IND;PRS;FIN;ACT	V;V.MSDR
sang	sang	sang	sang	N;INDF;MASC+FEM;SG	N
sang	canto	sang	canto	N;INDF;MASC+FEM;SG	N;MASC;SG
sang	canto	sang	canto	N;INDF;MASC+FEM;SG	N;MASC;SG
sang	cancion	sang	cancionar	N;INDF;MASC+FEM;SG	N;FEM;SG
sang	canción	sang	canción	N;INDF;MASC+FEM;SG	N;FEM;SG
floden	rio	flod	rio	N;DEF;MASC+FEM;SG	N;MASC;SG
floden	río	flod	río	N;DEF;MASC+FEM;SG	N;MASC;SG
oprindeligt	inicialmente	oprindeligt	inicialmente	ADV	ADV
oprindeligt	originalmente	oprindeligt	originalmente	ADV	ADV
oprindeligt	originariamente	oprindeligt	originariamente	ADV	ADV
bag	detrás	bag	detrás	ADV	ADV
kategori	categoria	kategori	categoria	N;INDF;MASC+FEM;SG	N;FEM;SG
kategori	categoría	kategori	categoría	N;INDF;MASC+FEM;SG	N;FEM;SG
altid	siempre	altid	siempre	ADV	ADV
vej	manera	vej	manera	N;INDF;MASC+FEM;SG	N;FEM;SG
vej	camino	vej	camino	N;INDF;MASC+FEM;SG	N;MASC;SG
vej	way	vej	way	N;INDF;MASC+FEM;SG	N
vej	road	vej	road	N;INDF;MASC+FEM;SG	N;MASC
vej	camino	vej	camino	N;INDF;MASC+FEM;SG	N;MASC;SG
vej	carretera	vej	carretera	N;INDF;MASC+FEM;SG	N;FEM;SG
god	buena	god	buen	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
kirken	iglesia	kirk	iglesia	N;DEF;MASC+FEM;SG	N;FEM;SG
synes	parece	synes	parecer	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
synes	piensa	synes	pensar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
synes	pensar	synes	pensar	V;IND;PRS;FIN;ACT	V;NFIN
university	universitario	university	universitario	N;INDF;MASC+FEM;SG	N;MASC;SG
university	universidad	university	universidad	N;INDF;MASC+FEM;SG	N;FEM;SG
och	och	och	och	N;INDF;MASC+FEM;SG	N
tal	tal	tal	tal	N;INDF;NEUT;PL	N
tal	figuras	tal	figura	N;INDF;NEUT;PL	N;FEM;PL
tal	cifras	tal	cifra	N;INDF;NEUT;PL	N;FEM;PL
tal	numeros	tal	numero	N;INDF;NEUT;PL	N;MASC;PL
tal	números	tal	número	N;INDF;NEUT;PL	N;MASC;PL
tæt	cerca	tæt	cerca	ADV	ADV
league	league	league	league	N;INDF;MASC+FEM;SG	N;FEM;SG
league	liga	league	liga	N;INDF;MASC+FEM;SG	N;FEM;SG
gammel	viejo	gammel	viejo	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
gammel	antiguo	gammel	antiguo	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
gammel	antigua	gammel	antiguo	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
gammel	vieja	gammel	viejo	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
