egy	een	egy	een	DET;INDF	DET;INDF
felesége	vrouw	fel+eség	vrouw	N;NOM;SG	N;MASC+FEM;SG
felesége	echtgenote	fel+eség	echtgenote	N;NOM;SG	N;MASC+FEM;SG
alakult	gevormde	alakul	vormen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
alakult	gevormd	alakul	vormen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
iskola	school	iskola	school	N;NOM;SG	N;MASC+FEM;SG
történelmi	historische	történelmi	historisch	ADJ;NOM;SG	ADJ
történelmi	historisch	történelmi	historisch	ADJ;NOM;SG	ADJ
történelmi	historisch	történelmi	historisch	ADJ;NOM;SG	ADJ
történelmi	historische	történelmi	historisch	ADJ;NOM;SG	ADJ
ideje	tijd	idő	tijd	N;NOM;SG	N;MASC+FEM;SG
hét	week	hét	week	N;NOM;SG	N;MASC+FEM;SG
hét	weekje	hét	weekje	N;NOM;SG	N;NEUT;SG
hét	seven	hét	seven	N;NOM;SG	N;MASC+FEM;SG
bajnok	kampioen	bajn	kampioen	N;NOM;SG	N;MASC+FEM;SG
bajnok	champ	bajn	champ	N;NOM;SG	N;MASC+FEM;SG
bajnok	kampioen	bajn	kampioen	N;NOM;SG	N;MASC+FEM;SG
állam	state	állam	state	N;NOM;SG	N;MASC+FEM;SG
emberek	mannen	ember	mannen	N;NOM;PL	N;PL
emberek	mensjes	ember	mensje	N;NOM;PL	N;PL
emberek	mensen	ember	mens	N;NOM;PL	N;PL
emberek	mensen	ember	mens	N;NOM;PL	N;PL
emberek	personen	ember	persoon	N;NOM;PL	N;PL
tartott	gehouden	tart	houden	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
tartott	vastgehouden	tart	vasthouden	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
tartott	gehouden	tart	houden	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
talán	misschien	talán	misschien	ADV	ADV
talán	misschien	talán	misschien	ADV	ADV
uefa	uefa	uefa	uefa	N;NOM;SG	N;MASC+FEM;SG
tett	gemaakt	tesz	maken	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
dal	dal	dal	dal	N;NOM;SG	N;NEUT;SG
dal	nummer	dal	nummer	N;NOM;SG	N;MASC+FEM;SG
dal	song	dal	song	N;NOM;SG	N;MASC+FEM;SG
dal	zang	dal	zang	N;NOM;SG	N;MASC+FEM;SG
dal	lied	dal	lied	N;NOM;SG	N;NEUT;SG
dal	liedje	dal	liedje	N;NOM;SG	N;NEUT;SG
szlovák	slowaaks	szlovák	slowaaks	ADJ;NOM;SG	ADJ
szlovák	slowaakse	szlovák	slowaaks	ADJ;NOM;SG	ADJ
szlovák	slowaaks	szlovák	slowaaks	ADJ;NOM;SG	ADJ
ezeket	deze	ez	deze	PRO;ACC;PL;3	PRO
tamás	thomas	tamás	thomas	N;NOM;SG	N;MASC+FEM;SG
tamás	tamás	tamás	tamás	N;NOM;SG	N;MASC+FEM;SG
államok	staten	állam	state	N;NOM;PL	N;PL
miért	waarom	miért	waarom	ADV	ADV
birodalom	keizerrijk	birodalom	keizerrijk	N;NOM;SG	N;NEUT;SG
birodalom	imperium	birodalom	imperium	N;NOM;SG	N;NEUT;SG
birodalom	empire	birodalom	empire	N;NOM;SG	N;MASC+FEM;SG
tér	plein	tér	plein	N;NOM;SG	N;NEUT;SG
tér	ruimte	tér	ruimte	N;NOM;SG	N;MASC+FEM;SG
tér	spatie	tér	spatie	N;NOM;SG	N;MASC+FEM;SG
történt	gebeurde	történik	gebeuren	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
kulturális	cultureel	kulturális	cultureel	ADJ;NOM;SG	ADJ
kulturális	culturele	kulturális	cultureel	ADJ;NOM;SG	ADJ
park	park	park	park	N;NOM;SG	N;NEUT;SG
kör	kring	kör	kring	N;NOM;SG	N;MASC+FEM;SG
kör	cirkel	kör	cirkel	N;NOM;SG	N;MASC+FEM;SG
kör	ronde	kör	ronde	N;NOM;SG	N;MASC+FEM;SG
kör	rondje	kör	rond	N;NOM;SG	N;NEUT;SG
sablon	sjabloon	sablon	sjabloon	N;NOM;SG	N;NEUT;SG
sablon	template	sablon	templaat	N;NOM;SG	N;MASC+FEM;SG
járás	district	járás	district	N;NOM;SG	N;NEUT;SG
zenei	muzikale	zenei	muzikaal	ADJ;NOM;SG	ADJ
zenei	muzikaal	zenei	muzikaal	ADJ;NOM;SG	ADJ
cseh	tsjechische	cseh	tsjechisch	ADJ;NOM;SG	ADJ
cseh	tsjechisch	cseh	tsjechisch	ADJ;NOM;SG	ADJ
minta	sample	minta	sample	N;NOM;SG	N;MASC+FEM;SG
minta	steekproef	minta	steekproef	N;NOM;SG	N;MASC+FEM;SG
minta	monster	minta	monster	N;NOM;SG	N;NEUT;SG
minta	patroon	minta	patroon	N;NOM;SG	N;NEUT;SG
minta	model	minta	model	N;NOM;SG	N;NEUT;SG
játékok	games	játék	game	N;NOM;PL	N;PL
játékok	spelletjes	játék	spel	N;NOM;PL	N;PL
játékok	spellen	játék	spellen	N;NOM;PL	N;PL
játékok	speeltjes	játék	speel	N;NOM;PL	N;PL
horvát	kroatisch	horvát	kroatisch	ADJ;NOM;SG	ADJ
horvát	kroatische	horvát	kroatisch	ADJ;NOM;SG	ADJ
kezdte	begonnen	kezd	beginnen	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
kezdte	gestart	kezd	starten	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
kezdte	begon	kezd	beginnen	V;DEF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
kezdte	opgestart	kezd	opstarten	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
források	bronnen	forrás	bron	N;NOM;PL	N;PL
források	verplichtingen	forrás	verplichting	N;NOM;PL	N;PL
források	passiva	forrás	passiva	N;NOM;PL	N;PL
források	schulden	forrás	schuld	N;NOM;PL	N;PL
források	hulpbronnen	forrás	hulpbron	N;NOM;PL	N;PL
források	middelen	forrás	middel	N;NOM;PL	N;PL
források	informatiebronnen	forrás	informatiebron	N;NOM;PL	N;PL
források	bronnen	forrás	bron	N;NOM;PL	N;PL
csapatok	troepen	csapat	troep	N;NOM;PL	N;PL
csapatok	ploegen	csapat	ploeg	N;NOM;PL	N;PL
csapatok	teams	csapat	team	N;NOM;PL	N;PL
föld	aarde	föld	aarde	N;NOM;SG	N;MASC+FEM;SG
föld	earth	föld	earth	N;NOM;SG	N;MASC+FEM;SG
föld	grond	föld	grond	N;NOM;SG	N;MASC+FEM;SG
föld	land	föld	land	N;NOM;SG	N;NEUT;SG
tartományban	provincie	tartomány	provincie	N;IN+ESS;SG	N;MASC+FEM;SG
lépett	binnengegaan	lép	binnengaan	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
lépett	binnengekomen	lép	binnenkomen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
poszt	bericht	poszt	bericht	N;NOM;SG	N;NEUT;SG
poszt	post	poszt	post	N;NOM;SG	N;MASC+FEM;SG
tagjai	leden	tag	lid	N;NOM;PL	N;PL
kormány	regering	kormány	regering	N;NOM;SG	N;MASC+FEM;SG
kormány	overheid	kormány	overheid	N;NOM;SG	N;MASC+FEM;SG
hadsereg	krijgsmacht	hadsereg	krijgsmacht	N;NOM;SG	N;MASC+FEM;SG
hadsereg	leger	hadsereg	leger	N;NOM;SG	N;NEUT;SG
hadsereg	landmacht	hadsereg	landmacht	N;NOM;SG	N;MASC+FEM;SG
királyság	koninkrijk	királyság	koninkrijk	N;NOM;SG	N;NEUT;SG
szerepet	rol	szerep	rol	N;ACC;SG	N;MASC+FEM;SG
magyarok	hongaren	magyar	hongaar	N;NOM;PL	N;PL
városi	stedelijk	városi	stedelijk	ADJ;NOM;SG	ADJ
városi	stedelijke	városi	stedelijk	ADJ;NOM;SG	ADJ
győzelem	zege	győzelem	zege	N;NOM;SG	N;MASC+FEM;SG
győzelem	overwinning	győzelem	overwinning	N;NOM;SG	N;MASC+FEM;SG
győzelem	victorie	győzelem	victorie	N;NOM;SG	N;MASC+FEM;SG
győzelem	victory	győzelem	victory	N;NOM;SG	N;MASC+FEM;SG
győzelem	winning	győzelem	winning	N;NOM;SG	N;MASC+FEM;SG
cím	titel	cím	titel	N;NOM;SG	N;MASC+FEM;SG
cím	adres	cím	adres	N;NOM;SG	N;NEUT;SG
szükséges	nodig	szükséges	nodig	ADJ;NOM;SG	ADJ
szükséges	nodig	szükséges	nodig	ADJ;NOM;SG	ADJ
szükséges	benodigd	szükséges	benodigd	ADJ;NOM;SG	ADJ
szükséges	noodzakelijke	szükséges	noodzakelijk	ADJ;NOM;SG	ADJ
szükséges	nodig	szükséges	nodig	ADJ;NOM;SG	ADJ
szükséges	noodzakelijk	szükséges	noodzakelijk	ADJ;NOM;SG	ADJ
adta	gaf	ad	geven	V;DEF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
játékos	speler	játékos	speler	N;NOM;SG	N;MASC+FEM;SG
játékos	player	játékos	player	N;NOM;SG	N;MASC+FEM;SG
játékos	gamer	játékos	gaam	N;NOM;SG	N;MASC+FEM;SG
használt	gebruikt	használt	gebruiken	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
használt	gebruikte	használt	gebruiken	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
élet	leven	élet	leven	N;NOM;SG	N;NEUT;SG
nyert	gewonnen	nyert	winnen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
nyert	won	nyert	winnen	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
egyébként	anders	egyébként	anders	ADV	ADV
törvény	wet	törvény	wet	N;NOM;SG	N;MASC+FEM;SG
tette	deed	tesz	doen	V;DEF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
hatalmas	reusachtig	hatalmas	reusachtig	ADJ;NOM;SG	ADJ
hatalmas	enorm	hatalmas	enorm	ADJ;NOM;SG	ADJ
hatalmas	enorme	hatalmas	enorm	ADJ;NOM;SG	ADJ
hatalmas	gigantisch	hatalmas	gigantisch	ADJ;NOM;SG	ADJ
hatalmas	massief	hatalmas	massief	ADJ;NOM;SG	ADJ
hatalmas	enorme	hatalmas	enorm	ADJ;NOM;SG	ADJ
hatalmas	massaal	hatalmas	massaal	ADJ;NOM;SG	ADJ
hatalmas	massale	hatalmas	massaal	ADJ;NOM;SG	ADJ
akadémia	academy	akadémia	academy	N;NOM;SG	N;MASC+FEM;SG
akadémia	academie	akadémia	academie	N;NOM;SG	N;MASC+FEM;SG
budapesten	boedapest	budapest	boedapest	N;ON+ESS;SG	N;MASC+FEM;SG
vezetett	gereden	vezetett	rijden	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
állomások	stations	állomás	station	N;NOM;PL	N;PL
irodalom	lit	irodalom	litten	N;NOM;SG	N;MASC+FEM;SG
irodalom	literatuur	irodalom	literatuur	N;NOM;SG	N;MASC+FEM;SG
társaság	gezelschap	társaság	gezelschap	N;NOM;SG	N;NEUT;SG
társaság	bedrijf	társaság	bedrijf	N;NOM;SG	N;NEUT;SG
társaság	onderneming	társaság	onderneming	N;NOM;SG	N;MASC+FEM;SG
szöveg	tekst	szöveg	tekst	N;NOM;SG	N;MASC+FEM;SG
területe	grondgebied	terület	grondgebied	N;NOM;SG	N;NEUT;SG
területe	territorium	terület	territorium	N;NOM;SG	N;NEUT;SG
rész	deel	rész	deel	N;NOM;SG	N;NEUT;SG
rész	gedeelte	rész	gedeelte	N;NOM;SG	N;NEUT;SG
rész	episode	rész	episode	N;NOM;SG	N;MASC+FEM;SG
rész	aflevering	rész	aflevering	N;NOM;SG	N;MASC+FEM;SG
ment	ging	megy	gaan	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
lexikon	lexicon	lesik	lexicon	N;NOM;SG	N;NEUT;SG
mutatja	toont	mutat	tonen	V;DEF;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
sugárzás	bestraling	sugárzás	bestraling	N;NOM;SG	N;MASC+FEM;SG
sugárzás	straling	sugárzás	straling	N;NOM;SG	N;MASC+FEM;SG
sugárzás	bestraling	sugárzás	bestraling	N;NOM;SG	N;MASC+FEM;SG
filmek	films	film	film	N;NOM;PL	N;PL
filmek	films	film	film	N;NOM;PL	N;PL
ezer	duizend	ezer	duizend	NUM;NOM;SG	NUM
ezer	duizenden	ezer	duizend	NUM;NOM;SG	NUM
mérkőzés	match	mérkőzés	match	N;NOM;SG	N;MASC+FEM;SG
képek	beelden	kép	beeld	N;NOM;PL	N;PL
képek	afbeeldingen	kép	afbeelding	N;NOM;PL	N;PL
képek	plaatjes	kép	plaat	N;NOM;PL	N;PL
képek	fotos	kép	fotos	N;NOM;PL	N;PL
kor	ouderdom	kor	ouderdom	N;NOM;SG	N;MASC+FEM;SG
kor	leeftijd	kor	leeftijd	N;NOM;SG	N;MASC+FEM;SG
egyszer	eens	egyszer	eens	ADV	ADV
hogyan	hoe	hogyan	hoe	ADV	ADV
politikus	politica	politikus	politica	N;NOM;SG	N;MASC+FEM;SG
politikus	politicus	politikus	politicus	N;NOM;SG	N;MASC+FEM;SG
tartomány	provincie	tartomány	provincie	N;NOM;SG	N;MASC+FEM;SG
tartomány	domein	tartomány	domein	N;NOM;SG	N;NEUT;SG
tartomány	bereik	tartomány	bereik	N;NOM;SG	N;NEUT;SG
vár	wachtende	vár	wachten	V;INDF;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
vár	afwachten	vár	afwachten	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
vár	wachten	vár	wachten	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
művészeti	kunst	művészeti	kunst	N;NOM;SG	N;MASC+FEM;SG
sziget	eiland	sziget	eiland	N;NOM;SG	N;NEUT;SG
sziget	isle	sziget	isle	N;NOM;SG	N;MASC+FEM;SG
adatok	gegevens	adat	gegeven	N;NOM;PL	N;PL
honlap	website	honlap	website	N;NOM;SG	N;MASC+FEM;SG
honlap	homepage	honlap	homepage	N;NOM;SG	N;MASC+FEM;SG
honlap	startpagina	honlap	startpagina	N;NOM;SG	N;MASC+FEM;SG
jellemző	karakteristiek	jellemző	karakteristiek	ADJ;NOM;SG	ADJ
jellemző	typische	jellemző	typisch	ADJ;NOM;SG	ADJ
jellemző	typisch	jellemző	typisch	ADJ;NOM;SG	ADJ
természetes	natuurlijk	természetes	natuurlijk	ADJ;NOM;SG	ADJ
természetes	natuurlijke	természetes	natuurlijk	ADJ;NOM;SG	ADJ
kiemelt	uitgelicht	kiemelt	uitlichten	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
kiemelt	gemarkeerd	kiemelt	markeren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
kiemelt	gemarkeerde	kiemelt	markeren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
kiemelt	uitgelicht	kiemelt	uitlichten	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
kiemelt	uitgelichte	kiemelt	uitlichten	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
kiemelt	aanbevolen	kiemelt	aanbevelen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
működött	werkte	működik	werken	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
működött	gewerkt	működik	werken	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
díjat	onderscheiding	díjat	onderscheiding	N;ACC;SG	N;MASC+FEM;SG
díjat	gunning	díjat	gunning	N;ACC;SG	N;MASC+FEM;SG
felett	boven	felett	boven	ADP	ADP
meghalt	gestorven	meg+hal	sterven	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
meghalt	overleden	meg+hal	overlijden	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
meghalt	stierf	meg+hal	sterven	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
egyben	ook	egyben	ook	ADV	ADV
fog	zal	fog	zullen	V;INDF;IND;SG;3;PRS;ACT	V;SG;PRS;FIN
jött	kwam	jön	komen	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
csata	battle	csata	battle	N;NOM;SG	N;MASC+FEM;SG
csata	slag	csata	slag	N;NOM;SG	N;MASC+FEM;SG
csata	strijd	csata	strijd	N;NOM;SG	N;MASC+FEM;SG
csata	gevecht	csata	gevecht	N;NOM;SG	N;NEUT;SG
csata	veldslag	csata	veldslag	N;NOM;SG	N;MASC+FEM;SG
tanult	geschoold	tanult	scholen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
tanult	opgeleid	tanult	opleiden	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
tanult	onderwezen	tanult	onderwezen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
tanult	bestudeerde	tanult	bestuderen	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
tanult	studeerde	tanult	studeren	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
tanult	bestudeerd	tanult	bestuderen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
tanult	geleerd	tanult	leren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
tanult	leerde	tanult	leren	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
lehetne	kan	lesz	kunnen	V;INDF;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
érdemes	waard	érdemes	waard	ADJ;NOM;SG	ADJ
érdemes	waardig	érdemes	waardig	ADJ;NOM;SG	ADJ
érdemes	waardige	érdemes	waardig	ADJ;NOM;SG	ADJ
érdemes	waard	érdemes	waard	ADJ;NOM;SG	ADJ
játék	wedstrijd	játék	wedstrijd	N;NOM;SG	N;MASC+FEM;SG
játék	spel	játék	spel	N;NOM;SG	N;NEUT;SG
játék	spelletje	játék	spel	N;NOM;SG	N;NEUT;SG
játék	speeltje	játék	speel	N;NOM;SG	N;NEUT;SG
játék	speelgoed	játék	speelgoed	N;NOM;SG	N;NEUT;SG
játék	toy	játék	toy	N;NOM;SG	N;MASC+FEM;SG
erzsébet	elizabeth	erzse	elizabeth	N;NOM;SG	N;MASC+FEM;SG
erzsébet	elisabeth	erzse	elisabeth	N;NOM;SG	N;MASC+FEM;SG
kereskedelmi	commerciële	kereskedelmi	commerciel	ADJ;NOM;SG	ADJ
kereskedelmi	commercieel	kereskedelmi	commercieel	ADJ;NOM;SG	ADJ
jogi	legaal	jogi	legaal	ADJ;NOM;SG	ADJ
jogi	wettelijk	jogi	wettelijk	ADJ;NOM;SG	ADJ
jogi	wettig	jogi	wettig	ADJ;NOM;SG	ADJ
jogi	juridische	jogi	juridisch	ADJ;NOM;SG	ADJ
jogi	juridisch	jogi	juridisch	ADJ;NOM;SG	ADJ
könyv	boek	könyv	boek	N;NOM;SG	N;NEUT;SG
intézet	instituut	intézet	instituut	N;NOM;SG	N;NEUT;SG
szakmai	professioneel	szakmai	professioneel	ADJ;NOM;SG	ADJ
szakmai	professionele	szakmai	professioneel	ADJ;NOM;SG	ADJ
fok	cape	fok	cape	N;NOM;SG	N;MASC+FEM;SG
fok	kaap	fok	kaap	N;NOM;SG	N;MASC+FEM;SG
fok	graad	fok	graad	N;NOM;SG	N;MASC+FEM;SG
perc	minuut	perc	minuut	N;NOM;SG	N;MASC+FEM;SG
perc	minuutje	perc	minuut	N;NOM;SG	N;NEUT;SG
egyház	kerk	egyház	kerk	N;NOM;SG	N;MASC+FEM;SG
működik	werkt	működik	werken	V;INDF;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
működik	werken	működik	werken	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
barlang	grot	barlang	grot	N;NOM;SG	N;MASC+FEM;SG
üzenet	bericht	üzenet	bericht	N;NOM;SG	N;NEUT;SG
üzenet	boodschap	üzenet	boodschap	N;NOM;SG	N;MASC+FEM;SG
üzenet	berichtje	üzenet	bericht	N;NOM;SG	N;NEUT;SG
géza	géza	géza	géza	N;NOM;SG	N;MASC+FEM;SG
tartalmazza	bevat	tartalmaz	bevatten	V;DEF;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
tartalmazza	omvat	tartalmaz	omvatten	V;DEF;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
regény	roman	regény	roman	N;NOM;SG	N;MASC+FEM;SG
osztály	klasse	osztály	klasse	N;NOM;SG	N;MASC+FEM;SG
osztály	class	osztály	class	N;NOM;SG	N;MASC+FEM;SG
osztály	klas	osztály	klas	N;NOM;SG	N;MASC+FEM;SG
tud	kan	tud	kunnen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
lakosság	bevolking	lakosság	bevolking	N;NOM;SG	N;MASC+FEM;SG
lakosság	populatie	lakosság	populatie	N;NOM;SG	N;MASC+FEM;SG
file	dossier	file	dossier	N;NOM;SG	N;NEUT;SG
file	bestand	file	bestand	N;NOM;SG	N;NEUT;SG
írók	schrijvers	író	schrijver	N;NOM;PL	N;PL
írók	auteurs	író	auteur	N;NOM;PL	N;PL
írók	schrijvers	író	schrijver	N;NOM;PL	N;PL
társadalmi	sociale	társadalmi	sociaal	ADJ;NOM;SG	ADJ
társadalmi	sociaal	társadalmi	sociaal	ADJ;NOM;SG	ADJ
aszteroida	asteroïde	aszteroida	asteroïde	N;NOM;SG	N;MASC+FEM;SG
egyszerű	eenvoudige	egyszerű	eenvoudig	ADJ;NOM;SG	ADJ
egyszerű	simpel	egyszerű	simpel	ADJ;NOM;SG	ADJ
egyszerű	eenvoudig	egyszerű	eenvoudig	ADJ;NOM;SG	ADJ
ideiglenes	tijdelijk	ideiglenes	tijdelijk	ADJ;NOM;SG	ADJ
ideiglenes	tijdelijke	ideiglenes	tijdelijk	ADJ;NOM;SG	ADJ
ideiglenes	voorlopige	ideiglenes	voorlopig	ADJ;NOM;SG	ADJ
ideiglenes	voorlopig	ideiglenes	voorlopig	ADJ;NOM;SG	ADJ
kiadás	editie	kiadás	editie	N;NOM;SG	N;MASC+FEM;SG
kiadás	uitgave	kiadás	uitgave	N;NOM;SG	N;MASC+FEM;SG
kiadás	publicatie	kiadás	publicatie	N;NOM;SG	N;MASC+FEM;SG
kiadás	uitgeverij	kiadás	uitgeverij	N;NOM;SG	N;MASC+FEM;SG
rend	orde	rend	orde	N;NOM;SG	N;MASC+FEM;SG
rend	order	rend	order	N;NOM;SG	N;MASC+FEM;SG
rend	bestelling	rend	bestelling	N;NOM;SG	N;MASC+FEM;SG
szakma	beroepsgroep	szakma	beroepsgroep	N;NOM;SG	N;MASC+FEM;SG
szakma	beroep	szakma	beroep	N;NOM;SG	N;NEUT;SG
verseny	race	verseny	race	N;NOM;SG	N;MASC+FEM;SG
verseny	ras	verseny	ras	N;NOM;SG	N;NEUT;SG
verseny	concurrentie	verseny	concurrentie	N;NOM;SG	N;MASC+FEM;SG
verseny	mededinging	verseny	mededinging	N;NOM;SG	N;MASC+FEM;SG
verseny	competitie	verseny	competitie	N;NOM;SG	N;MASC+FEM;SG
verseny	wedstrijdje	verseny	wedstrijd	N;NOM;SG	N;NEUT;SG
verseny	wedstrijd	verseny	wedstrijd	N;NOM;SG	N;MASC+FEM;SG
verseny	prijsvraag	verseny	prijsvraag	N;NOM;SG	N;MASC+FEM;SG
eredmény	resultaat	eredmény	resultaat	N;NOM;SG	N;NEUT;SG
eredmény	resultaat	eredmény	resultaat	N;NOM;SG	N;NEUT;SG
köszönöm	bedankt	köszönöm	bedanken	V;DEF;IND;SG;1;PRS;FIN;ACT	V;V.PTCP
test	lichaam	test	lichaam	N;NOM;SG	N;NEUT;SG
test	body	test	body	N;NOM;SG	N;MASC+FEM;SG
ének	hymne	én	hymne	N;NOM;SG	N;MASC+FEM;SG
ének	zang	én	zang	N;NOM;SG	N;MASC+FEM;SG
ének	gezang	én	gezang	N;NOM;SG	N;NEUT;SG
ének	zang	én	zang	N;NOM;SG	N;MASC+FEM;SG
keretében	raamwerk	keret	raamwerk	N;IN+ESS;SG	N;NEUT;SG
keretében	framework	keret	framework	N;IN+ESS;SG	N;NEUT;SG
keretében	kader	keret	kader	N;IN+ESS;SG	N;NEUT;SG
kötött	gebreide	köt	gebreid	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
kötött	gebreid	köt	breien	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
kötött	breien	köt	breien	V;INDF;IND;SG;3;PST;FIN;ACT	V;NFIN
kötött	gebreide	köt	gebreid	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
változat	versie	változat	versie	N;NOM;SG	N;MASC+FEM;SG
változat	variant	változat	variant	N;NOM;SG	N;MASC+FEM;SG
gól	doelstelling	gól	doelstelling	N;NOM;SG	N;MASC+FEM;SG
gól	doel	gól	doel	N;NOM;SG	N;NEUT;SG
gól	goal	gól	goal	N;NOM;SG	N;MASC+FEM;SG
gól	doelpunt	gól	doelpunt	N;NOM;SG	N;NEUT;SG
kérdés	vraagje	kérdés	vraag	N;NOM;SG	N;NEUT;SG
kérdés	vraag	kérdés	vraag	N;NOM;SG	N;MASC+FEM;SG
polgári	civiele	polgári	civiel	ADJ;NOM;SG	ADJ
polgári	burgerlijke	polgári	burgerlijk	ADJ;NOM;SG	ADJ
polgári	burgerlijk	polgári	burgerlijk	ADJ;NOM;SG	ADJ
polgári	civiel	polgári	civiel	ADJ;NOM;SG	ADJ
polgári	civiel	polgári	civiel	ADJ;NOM;SG	ADJ
külföldi	buitenlands	külföldi	buitenlands	ADJ;NOM;SG	ADJ
díjak	aanklachten	díj	aanklacht	N;NOM;PL	N;PL
díjak	premies	díj	premie	N;NOM;PL	N;PL
díjak	awards	díj	awards	N;NOM;PL	N;PL
díjak	onderscheidingen	díj	onderscheiding	N;NOM;PL	N;PL
díjak	vergoedingen	díj	vergoeding	N;NOM;PL	N;PL
díjak	honoraria	díj	honoraria	N;NOM;PL	N;PL
uralkodó	heerser	uralkodó	heerser	N;NOM;SG	N;MASC+FEM;SG
uralkodó	liniaal	uralkodó	liniaal	N;NOM;SG	N;MASC+FEM;SG
uralkodó	keizer	uralkodó	keizer	N;NOM;SG	N;MASC+FEM;SG
uralkodó	monarch	uralkodó	monarch	N;NOM;SG	N;MASC+FEM;SG
zeneszerző	componist	zeneszerző	componist	N;NOM;SG	N;MASC+FEM;SG
évad	seizoen	évad	seizoen	N;NOM;SG	N;NEUT;SG
program	programma	program	programma	N;NOM;SG	N;NEUT;SG
program	programma	program	programma	N;NOM;SG	N;NEUT;SG
teszi	maakt	tesz	maken	V;DEF;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
lehetséges	potentiële	lehetséges	potentiel	ADJ;NOM;SG	ADJ
lehetséges	mogelijke	lehetséges	mogelijk	ADJ;NOM;SG	ADJ
lehetséges	mogelijk	lehetséges	mogelijk	ADJ;NOM;SG	ADJ
szezon	seizoen	szez	seizoen	N;NOM;SG	N;NEUT;SG
nők	vrouwen	nő	vrouw	N;NOM;PL	N;PL
bizottság	commissie	bizottság	commissie	N;NOM;SG	N;MASC+FEM;SG
bizottság	commissie	bizottság	commissie	N;NOM;SG	N;MASC+FEM;SG
bizottság	comité	bizottság	comité	N;NOM;SG	N;NEUT;SG
zenekar	band	zenekar	band	N;NOM;SG	N;MASC+FEM;SG
zenekar	orkest	zenekar	orkest	N;NOM;SG	N;NEUT;SG
zenekar	orchestra	zenekar	orchestra	N;NOM;SG	N;NEUT;SG
