for	для	for	для	ADP	ADP;GEN
kampe	ігри	kamp	ігра	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
går	ходити	gå	ходити	V;IND;PRS;FIN;ACT	V;IPFV;NFIN
går	їду	gå	їха	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN
går	йдемо	gå	йти	V;IND;PRS;FIN;ACT	V;IPFV;IND;PL;1;PRS;FIN
går	їздить	gå	їздити	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
går	йде	gå	йти	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
går	переходить	gå	переходити	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
går	ходить	gå	ходити	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
går	ходить	gå	ходити	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
fordi	адже	fordi	адже	CONJ	CONJ
fordi	бо	fordi	бо	CONJ	CONJ
syd	південь	syd	південь	N;INDF	N;INAN;NOM;MASC;SG
skrevet	писав	skrive	писати	V;INDF;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
skrevet	записано	skrive	записати	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
skrevet	написано	skrive	написати	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
består	складається	bestå	складатися	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
form	форму	form	форма	N;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
form	форма	form	форма	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
form	форму	form	форма	N;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
form	форма	form	форма	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
gjorde	рахував	gøre	рахувати	V;IND;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN
gjorde	зробили	gøre	зробити	V;IND;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN
gjorde	вчинили	gøre	вчинити	V;IND;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN
gjorde	робили	gøre	робити	V;IND;PST;FIN;ACT	V;IPFV;IND;PL;PST;FIN
nogen	хтось	nogen	хтось	PRO;MASC+FEM;SG	PRO;ANIM;NOM
nogen	кимось	nogen	хтися	PRO;MASC+FEM;SG	PRO;ANIM;INS;NEUT;SG
nogen	когось	nogen	хтось	PRO;MASC+FEM;SG	PRO;ANIM;ACC
nogen	хтось	nogen	хтось	PRO;MASC+FEM;SG	PRO;ANIM;NOM
nogen	кимось	nogen	хтися	PRO;MASC+FEM;SG	PRO;ANIM;INS;NEUT;SG
nogen	когось	nogen	хтось	PRO;MASC+FEM;SG	PRO;ANIM;ACC
nogen	хтось	nogen	хтось	PRO;MASC+FEM;SG	PRO;ANIM;NOM
godt	добре	godt	добре	ADV	ADV
arbejde	робота	arbejde	робота	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
arbejde	роботу	arbejde	робота	N;INDF;NEUT;SG	N;INAN;ACC;FEM;SG
arbejde	робота	arbejde	робота	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
land	країна	land	країна	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
land	земля	land	земля	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
landet	країна	land	країна	N;DEF;NEUT;SG	N;INAN;NOM;FEM;SG
børn	діти	barn	дитина	N;INDF;NEUT;PL	N;ANIM;NOM;FEM;PL
børn	дітям	barn	дитина	N;INDF;NEUT;PL	N;ANIM;DAT;FEM;PL
børn	дітьми	barn	дитина	N;INDF;NEUT;PL	N;ANIM;INS;FEM;PL
børn	дітлахи	barn	дітлах	N;INDF;NEUT;PL	N;ANIM;INS;MASC;PL
børn	дітки	barn	дитка	N;INDF;NEUT;PL	N;ANIM;NOM;MASC;PL
børn	діти	barn	дитина	N;INDF;NEUT;PL	N;ANIM;NOM;FEM;PL
børn	дітьми	barn	дитина	N;INDF;NEUT;PL	N;ANIM;INS;FEM;PL
børn	дітей	barn	дитина	N;INDF;NEUT;PL	N;ANIM;ACC;FEM;PL
lidt	трошки	lidt	трошки	ADV	ADV
lidt	трохи	lidt	трохи	ADV	ADV
verden	світ	verden	світ	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
verden	світе	verden	світи	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
lang	довгий	lang	довгий	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
lang	довга	lang	довга	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
plads	місце	plads	місце	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
plads	місце	plads	місце	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
plads	простору	plads	простір	N;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
plads	пробіл	plads	пробіл	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
plads	простір	plads	простір	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
samtidig	одночасно	samtidig	одночасно	ADV	ADV
stort	велике	stor	великий	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
stort	велика	stor	великий	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
stort	великий	stor	великий	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
derefter	потім	derefter	потім	ADV	ADV
derefter	тоді	derefter	тоді	ADV	ADV
indeholder	містить	indeholde	містити	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
indeholder	містяться	indeholde	міститися	V;IND;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN
indeholder	містити	indeholde	містити	V;IND;PRS;FIN;ACT	V;IPFV;NFIN
indeholder	містить	indeholde	містити	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
indeholder	міститься	indeholde	міститися	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
indeholder	містять	indeholde	містити	V;IND;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN
sprog	мова	sprog	мова	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
sprog	мову	sprog	мова	N;INDF;NEUT;SG	N;INAN;ACC;FEM;SG
set	бачив	se	бачити	V;INDF;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
set	дивився	se	дивитися	V;INDF;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
endnu	ще	endnu	ще	ADV	ADV
kendte	знала	kende	знати	V;IND;PST;FIN;ACT	V;IPFV;FEM;IND;SG;PST;FIN
kendte	знало	kende	знати	V;IND;PST;FIN;ACT	V;IPFV;NEUT;IND;SG;PST;FIN
kendte	знали	kende	знати	V;IND;PST;FIN;ACT	V;IPFV;IND;PL;PST;FIN
kendte	знав	kende	знати	V;IND;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN
gav	здалися	give	здатися	V;IND;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN
gav	дали	give	дати	V;IND;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN
gav	дали	give	дати	V;IND;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN
gav	віддала	give	віддати	V;IND;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN
gav	дав	give	дати	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN
gav	віддали	give	віддати	V;IND;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN
gav	дала	give	дати	V;IND;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN
kilder	джерела	kilde	джерело	N;INDF;MASC+FEM;PL	N;INAN;NOM;NEUT;PL
kilder	джерел	kilde	джерело	N;INDF;MASC+FEM;PL	N;INAN;GEN;NEUT;PL
mand	самець	mand	самець	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
mand	чоловік	mand	чоловік	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
mand	чоловіка	mand	чоловік	N;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
mand	людина	mand	людина	N;INDF;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
mand	чоловік	mand	чоловік	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
mand	мужчина	mand	мужчина	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
vest	захід	vest	захід	N;INDF	N;INAN;NOM;MASC;SG
vest	жилет	vest	жилет	N;INDF	N;INAN;NOM;MASC;SG
medlemmer	учасники	medlem	учасник	N;INDF;NEUT;PL	N;ANIM;NOM;MASC;PL
medlemmer	члени	medlem	член	N;INDF;NEUT;PL	N;ANIM;NOM;MASC;PL
brug	користування	brug	користування	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
brug	використання	brug	використання	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
lande	країни	land	країна	N;INDF;NEUT;PL	N;INAN;NOM;FEM;PL
lande	кантрі	land	кантрі	N;INDF;NEUT;PL	N;INAN;NOM;FEM;PL
lande	країн	land	країна	N;INDF;NEUT;PL	N;INAN;GEN;FEM;PL
lande	країни	land	країна	N;INDF;NEUT;PL	N;INAN;NOM;FEM;PL
bygget	побудовано	bygge	побудовати	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
bygget	зібрано	bygge	зібрати	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
skuespiller	актриса	skuespiller	актриса	N;INDF;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
skuespiller	акторка	skuespiller	акторка	N;INDF;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
skuespiller	актор	skuespiller	актор	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
liv	життя	liv	життя	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
dele	частини	del	частина	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
dele	частинами	del	частина	N;INDF;MASC+FEM;PL	N;INAN;INS;FEM;PL
personer	осіб	person	особа	N;INDF;MASC+FEM;PL	N;ANIM;ACC;FEM;PL
personer	особи	person	особа	N;INDF;MASC+FEM;PL	N;ANIM;NOM;FEM;PL
personer	людей	person	людина	N;INDF;MASC+FEM;PL	N;ANIM;ACC;FEM;PL
personer	люди	person	людина	N;INDF;MASC+FEM;PL	N;ANIM;NOM;FEM;PL
øst	схід	øst	схід	N;INDF	N;INAN;NOM;MASC;SG
forfatter	письменник	forfatter	письменник	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
forfatter	автор	forfatter	автор	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
forfatter	автора	forfatter	автор	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
forfatter	автором	forfatter	автор	N;INDF;MASC+FEM;SG	N;ANIM;INS;MASC;SG
nok	достатньо	nok	достатньо	ADV	ADV
nok	досить	nok	досить	ADV	ADV
brugt	використано	bruge	використати	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
brugt	витрачено	bruge	витрачити	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
album	альбому	album	альбий	N;INDF;NEUT;SG	N;INAN;GEN;MASC;SG
album	альбом	album	альбом	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
næsten	майже	næsten	майже	ADV	ADV
areal	область	areal	область	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
areal	ділянка	areal	ділянка	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
areal	площа	areal	площа	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
areal	місцевість	areal	місцевість	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
giver	віддавати	give	віддавати	V;IND;PRS;FIN;ACT	V;IPFV;NFIN
giver	віддаю	give	віддавати	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN
giver	даючи	give	давати	V;IND;PRS;FIN;ACT	V;IPFV;PRS;V.CVB
giver	даєш	give	давати	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;2;PRS;FIN
giver	подано	give	подати	V;IND;PRS;FIN;ACT	V;PFV;IND;0;FIN
giver	дає	give	давати	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
giver	надає	give	надавати	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
giver	закладено	give	закласти	V;IND;PRS;FIN;ACT	V;PFV;IND;0;FIN
giver	забезпечує	give	забезпечувати	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
giver	віддам	give	відди	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;2;FIN
giver	надати	give	надати	V;IND;PRS;FIN;ACT	V;PFV;NFIN
nuværende	поточні	nuværende	поточний	ADJ	ADJ;NOM;PL
nuværende	поточний	nuværende	поточний	ADJ	ADJ;NOM;MASC;SG
nuværende	поточна	nuværende	поточний	ADJ	ADJ;NOM;FEM;SG
nuværende	теперішній	nuværende	теперішній	ADJ	ADJ;DAT;FEM;SG
nuværende	присутні	nuværende	присутній	ADJ	ADJ;NOM;PL
nuværende	присутня	nuværende	присутня	ADJ	ADJ;NOM;FEM;SG
indbyggere	мешканці	indbygger	мешканець	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
indbyggere	мешканці	indbygger	мешканець	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
indbyggere	мешканців	indbygger	мешканець	N;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL
gør	робить	gøre	робити	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
mennesker	люди	menneske	людина	N;INDF;NEUT;PL	N;ANIM;NOM;FEM;PL
mennesker	людей	menneske	людина	N;INDF;NEUT;PL	N;ANIM;ACC;FEM;PL
mennesker	люди	menneske	людина	N;INDF;NEUT;PL	N;ANIM;NOM;FEM;PL
skrev	написав	skrive	написати	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN
skrev	написала	skrive	написати	V;IND;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN
skrev	писав	skrive	писати	V;IND;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN
står	стоїть	stå	стояти	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
står	стоячи	stå	стояти	V;IND;PRS;FIN;ACT	V;IPFV;PRS;V.CVB
står	стоять	stå	стояти	V;IND;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN
står	стоїть	stå	стояти	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
deltog	відвідали	deltage	відвідати	V;IND;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN
datter	донька	datter	донька	N;INDF;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
datter	дочка	datter	дочка	N;INDF;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
område	поле	område	поле	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
område	територія	område	територія	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
område	зона	område	зона	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
område	область	område	область	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
område	ділянка	område	ділянка	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
område	площа	område	площа	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
område	місцевість	område	місцевість	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
året	рік	år	рік	N;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
dens	свої	dens	свій	DET;3	DET;NOM;PL;REFL
videre	далі	videre	далі	ADV	ADV
længere	довше	længe	довше	ADV;CMPR	ADV;CMPR
slaget	битва	slag	битво	N;DEF;NEUT;SG	N;INAN;NOM;FEM;SG
slaget	бій	slag	бій	N;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
måde	спосіб	måde	спосіб	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
måde	шлях	måde	шлях	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
udgave	редакція	udgave	редакція	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
udgave	видання	udgave	видання	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
udgave	версія	udgave	версія	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
fransk	французька	fransk	французький	ADJ;INDF;SG	ADJ;NOM;FEM;SG
fransk	французькою	fransk	французький	ADJ;INDF;SG	ADJ;INS;FEM;SG
fransk	французький	fransk	французький	ADJ;INDF;SG	ADJ;NOM;MASC;SG
folk	людей	folk	людина	N;INDF;NEUT;PL	N;ANIM;ACC;FEM;PL
folk	люди	folk	людина	N;INDF;NEUT;PL	N;ANIM;NOM;FEM;PL
far	тато	far	тато	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
far	тато	far	тато	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
far	батька	far	батько	N;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
far	батько	far	батько	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
far	батьку	far	батько	N;INDF;MASC+FEM;SG	N;ANIM;VOC;MASC;SG
far	отець	far	отець	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
ses	бачили	se	бачити	V;NFIN;PASS	V;IPFV;IND;PL;PST;FIN
ses	бачив	se	бачити	V;NFIN;PASS	V;IPFV;MASC;IND;SG;PST;FIN
liste	перелік	liste	перелік	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
liste	список	liste	список	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
kamp	бійця	kamp	бійце	N;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
kamp	комбат	kamp	комбат	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
kamp	бій	kamp	бій	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
kamp	бійка	kamp	бійка	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
kamp	гра	kamp	гра	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
kamp	гру	kamp	гра	N;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
kamp	боротьба	kamp	боротьба	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
kamp	битва	kamp	битво	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
kamp	бій	kamp	бій	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
eksempel	приклад	eksempel	приклад	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
langt	далеко	langt	далеко	ADV	ADV
tiden	тайм	tid	тайм	N;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
tiden	час	tid	час	N;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
fil	файл	fil	файл	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
musik	музика	musik	музика	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
musik	музику	musik	музика	N;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
fandt	знайшов	finde	знайти	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN
fandt	знайдено	finde	знайти	V;IND;PST;FIN;ACT	V;PFV;IND;0;FIN
fandt	знайшовся	finde	знайтися	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN
fandt	знайшла	finde	знайти	V;IND;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN
krigen	війна	krig	війна	N;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
solid	суцільна	solid	суцільний	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
solid	твердий	solid	твердий	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
solid	суцільний	solid	суцільний	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
solid	суцільне	solid	суцільний	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
station	станція	station	станція	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
station	вокзал	station	вокзал	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
små	малі	lille	малий	ADJ;PL	ADJ;NOM;PL
små	маленькі	lille	маленький	ADJ;PL	ADJ;NOM;PL
små	маленькі	lille	маленький	ADJ;PL	ADJ;NOM;PL
universitet	університет	universitet	університет	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
klubben	клуб	klub	клуб	N;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
egen	власний	egen	власний	ADJ;MASC+FEM;SG	ADJ;NOM;MASC;SG
dage	днів	dag	день	N;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
dage	дні	dag	день	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
bind	гучність	bind	гучність	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
division	ділення	division	ділення	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
division	дивізіон	division	дивізіон	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
division	поділ	division	поділ	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
stod	стояв	stå	стояти	V;IND;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN
stod	стояли	stå	стояти	V;IND;PST;FIN;ACT	V;IPFV;IND;PL;PST;FIN
kaldet	викликала	kalde	викликати	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
ret	право	ret	право	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
aldrig	ніколи	aldrig	ніколи	ADV	ADV
valgt	вибрано	vælge	вибрати	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
valgt	вибрано	vælge	вибрати	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
via	через	via	через	ADP	ADP;ACC
britiske	британські	britisk	британський	ADJ;PL	ADJ;NOM;PL
amt	графство	amt	графство	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
amt	повіт	amt	повіт	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
amt	жупанія	amt	жупанія	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
serien	серія	serie	серія	N;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
serien	ряд	serie	ряд	N;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
min	моє	min	мій	DET;MASC+FEM;SG;1	DET;NOM;NEUT;SG;1
min	мій	min	мій	DET;MASC+FEM;SG;1	DET;NOM;MASC;SG;1
konge	король	konge	король	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
konge	цар	konge	цар	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
finde	знайти	finde	знайти	V;NFIN;ACT	V;PFV;NFIN
finde	знайдіть	finde	знайти	V;NFIN;ACT	V;PFV;IMP;PL;2;FIN
periode	строк	periode	строк	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
periode	період	periode	період	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
hende	її	hun	вона	PRO;ACC;MASC+FEM;SG;3	PRO;ACC;FEM;SG;3
antal	число	antal	число	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
antal	кількість	antal	кількість	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
antal	номер	antal	номер	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
antal	номера	antal	номера	N;INDF;NEUT;SG	N;INAN;GEN;MASC;SG
taget	взято	tage	взяти	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
taget	забрала	tage	забрати	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
taget	зроблено	tage	зробити	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
international	міжнародний	international	міжнародний	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
international	міжнародна	international	міжнародний	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
international	міжнародне	international	міжнародний	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
formand	президент	formand	президент	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
formand	голова	formand	голова	N;INDF;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
formand	головою	formand	голова	N;INDF;MASC+FEM;SG	N;INAN;INS;FEM;SG
internationale	міжнародні	international	міжнародний	ADJ;PL	ADJ;NOM;PL
stadion	стадіон	stadion	стадіон	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
stadion	стедіум	stadion	стедія	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
position	розташування	position	розташування	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
position	позиція	position	позиція	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
position	положення	position	положення	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
tredje	третій	tredje	третій	ADJ	ADJ;NOM;MASC;SG
tredje	третя	tredje	третій	ADJ	ADJ;NOM;FEM;SG
områder	регіони	område	регіон	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
områder	регіонів	område	регіон	N;INDF;NEUT;PL	N;INAN;GEN;MASC;PL
områder	регіонах	område	регіон	N;INDF;NEUT;PL	N;INAN;ESS;MASC;PL
områder	областях	område	область	N;INDF;NEUT;PL	N;INAN;ESS;FEM;PL
områder	ділянки	område	ділянка	N;INDF;NEUT;PL	N;INAN;NOM;FEM;PL
områder	територіях	område	територія	N;INDF;NEUT;PL	N;INAN;ESS;FEM;PL
områder	площі	område	площа	N;INDF;NEUT;PL	N;INAN;ACC;FEM;PL
områder	районів	område	район	N;INDF;NEUT;PL	N;INAN;GEN;MASC;PL
hjælp	допомога	hjælp	допомога	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
hjælp	довідка	hjælp	довідка	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
hjælp	допомогу	hjælp	допомога	N;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
beliggende	розташовані	beliggende	розташований	ADJ	ADJ;PFV;NOM;PL;V.PTCP;PASS
beliggende	розташований	beliggende	розташований	ADJ	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
angreb	приступ	angreb	приступ	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
