was	бе	be	съм	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;3;PST;FIN;ACT
built	построена	build	построя-(се)	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
built	построено	build	построя-(се)	V;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
built	построен	build	построя-(се)	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
men	мъжете	man	мъж	N;PL	N;DEF;MASC;PL
men	мъже	man	мъж	N;PL	N;INDF;MASC;PL
large	големи	large	голям	ADJ	ADJ;INDF;PL
large	голям	large	голям	ADJ	ADJ;INDF;MASC;SG
large	голяма	large	голям	ADJ	ADJ;INDF;FEM;SG
site	сайт	site	сайт	N;SG	N;INDF;MASC;SG
using	използвайки	use	използвам	V;V.MSDR	V;IPFV;IMP;SG;2;FIN
deletion	заличаване	deletion	заличаване	N;SG	N;INDF;NEUT;SG
white	бяла	white	бял	ADJ	ADJ;INDF;FEM;SG
white	бели	white	бял	ADJ	ADJ;INDF;PL
white	бял	white	бял	ADJ	ADJ;INDF;MASC;SG
five	пет	five	пет	NUM	NUM;INDF;PL
central	централен	central	централен	ADJ	ADJ;INDF;MASC;SG
central	централни	central	централен	ADJ	ADJ;INDF;PL
central	централна	central	централен	ADJ	ADJ;INDF;FEM;SG
road	пътят	road	път	N;SG	N;DEF;MASC;SG
road	път	road	път	N;SG	N;INDF;MASC;SG
road	road	road	road	N;SG	N;INDF;MASC;SG
road	пътя	road	път	N;SG	N;DEF;MASC;SG
children	децата	child	дете	N;PL	N;DEF;NEUT;PL
children	деца	child	дете	N;PL	N;INDF;NEUT;PL
free	свободни	free	свободен	ADJ	ADJ;INDF;PL
free	свободен	free	свободен	ADJ	ADJ;INDF;MASC;SG
free	свободна	free	свободен	ADJ	ADJ;INDF;FEM;SG
free	безплатни	free	безплатен	ADJ	ADJ;INDF;PL
include	включват	include	включвам-(се)	V;IND;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
association	сдружение	association	сдружение	N;SG	N;INDF;NEUT;SG
association	асоциация	association	асоциация	N;SG	N;INDF;FEM;SG
association	асоцииране	association	асоцииране	N;SG	N;INDF;NEUT;SG
down	долу	down	долу	ADV	ADV
down	надолу	down	надолу	ADV	ADV
given	дадени	give	дам-(се)	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
source	източник	source	източник	N;SG	N;INDF;MASC;SG
man	човек	man	човек	N;SG	N;INDF;MASC;SG
man	мъж	man	мъж	N;SG	N;INDF;MASC;SG
version	версия	version	версия	N;SG	N;INDF;FEM;SG
written	написана	write	напиша	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
written	написано	write	напиша	V;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
created	създадени	create	създам	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
created	създадено	create	създам	V;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
created	създадена	create	създам	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
created	създаде	create	създам	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
created	създаден	create	създам	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
media	медия	media	медия	N;SG	N;INDF;FEM;SG
black	черни	black	черен	ADJ	ADJ;INDF;PL
black	черна	black	чер	ADJ	ADJ;INDF;FEM;SG
black	черен	black	черен	ADJ	ADJ;INDF;MASC;SG
report	докладване	report	докладване	N;SG	N;INDF;NEUT;SG
report	доклад	report	доклад	N;SG	N;INDF;MASC;SG
building	изграждане	building	изграждане	N;SG	N;INDF;NEUT;SG
building	сграда	building	сграда	N;SG	N;INDF;FEM;SG
building	сградата	building	сграда	N;SG	N;DEF;FEM;SG
take	вземете	take	взема	V;IMP;FIN	V;PFV;IMP;PL;2;FIN
take	вземи	take	взема	V;IMP;FIN	V;PFV;IMP;SG;2;FIN
division	участък	division	участък	N;SG	N;INDF;MASC;SG
division	разделение	division	разделение	N;SG	N;INDF;NEUT;SG
division	дивизия	division	дивизия	N;SG	N;INDF;FEM;SG
division	деление	division	деление	N;SG	N;INDF;NEUT;SG
comment	коментар	comment	коментар	N;SG	N;INDF;MASC;SG
king	крал	king	крал	N;SG	N;INDF;MASC;SG
king	кинг	king	кинг	N;SG	N;INDF;MASC;SG
king	кралят	king	крал	N;SG	N;DEF;MASC;SG
king	цар	king	цар	N;SG	N;INDF;MASC;SG
king	краля	king	крал	N;SG	N;DEF;MASC;SG
edit	редактиране	edit	редактиране	N;SG	N;INDF;NEUT;SG
stadium	стадион	stadium	стадион	N;SG	N;INDF;MASC;SG
stadium	стадиона	stadium	стадион	N;SG	N;DEF;MASC;SG
died	умрял	die	умра	V;IND;PST;FIN	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
died	умряла	die	умра	V;IND;PST;FIN	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
ship	кораб	ship	кораб	N;SG	N;INDF;MASC;SG
research	проучване	research	проучване	N;SG	N;INDF;NEUT;SG
research	изследване	research	изследване	N;SG	N;INDF;NEUT;SG
record	рекорд	record	рекорд	N;SG	N;INDF;MASC;SG
record	запис	record	запис	N;SG	N;INDF;MASC;SG
archive	архив	archive	архив	N;SG	N;INDF;MASC;SG
places	места	place	място	N;PL	N;INDF;NEUT;PL
undo	отмяна	undo	отмяна	N;SG	N;INDF;FEM;SG
cup	чашка	cup	чашки	N;SG	N;INDF;FEM;SG
cup	чаша	cup	чаша	N;SG	N;INDF;FEM;SG
cup	купа	cup	купа	N;SG	N;INDF;FEM;SG
cup	къп	cup	къп	N;SG	N;INDF;MASC;SG
records	архиви	record	архив	N;PL	N;INDF;MASC;PL
records	плочи	record	плоча-(се)	N;PL	N;INDF;FEM;PL
records	записи	record	запис	N;PL	N;INDF;MASC;PL
records	регистри	record	регистър	N;PL	N;INDF;MASC;PL
often	често	often	често	ADV	ADV
received	получено	receive	получа	V;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
received	получена	receive	получа	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
received	получен	receive	получа	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
received	получени	receive	получа	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
side	страна	side	страна	N;SG	N;INDF;FEM;SG
power	мощност	power	мощност	N;SG	N;INDF;FEM;SG
power	сила	power	сила	N;SG	N;INDF;FEM;SG
power	власт	power	власт	N;SG	N;INDF;FEM;SG
power	мощ	power	мощ	N;SG	N;INDF;FEM;SG
education	обучение	education	обучение	N;SG	N;INDF;NEUT;SG
education	образование	education	образование	N;SG	N;INDF;NEUT;SG
education	възпитание	education	възпитание	N;SG	N;INDF;NEUT;SG
category	категория	category	категория	N;SG	N;INDF;FEM;SG
water	вода	water	вода	N;SG	N;INDF;FEM;SG
water	водата	water	вода	N;SG	N;DEF;FEM;SG
political	политическа	political	политически	ADJ	ADJ;INDF;FEM;SG
species	видове	species	вид	N;PL	N;INDF;MASC;PL
field	полето	field	поле	N;SG	N;DEF;NEUT;SG
field	поле	field	поле	N;SG	N;INDF;NEUT;SG
near	близко	near	близък	ADV	ADV
near	близо	near	близо	ADV	ADV
video	запис	video	запис	N;SG	N;INDF;MASC;SG
video	видеоклип	video	видеоклип	N;SG	N;INDF;MASC;SG
video	видео	video	видео	N;SG	N;INDF;NEUT;SG
island	острова	island	острова	N;SG	N;DEF;MASC;SG
island	island	island	islanа	N;SG	N;INDF;MASC;SG
island	остров	island	остров	N;SG	N;INDF;MASC;SG
island	островът	island	остров	N;SG	N;DEF;MASC;SG
island	айлънд	island	айлънд	N;SG	N;INDF;MASC;SG
form	формуляр	form	формуляр	N;SG	N;INDF;MASC;SG
form	форма	form	форма	N;SG	N;INDF;FEM;SG
find	открийте	find	открия-(се)	V;IMP;FIN	V;PFV;IMP;PL;2;FIN
find	намерете	find	намеря-(се)	V;IMP;FIN	V;PFV;IMP;PL;2;FIN
served	служил	serve	служа	V;PST;V.PTCP	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
play	игра	play	игра	N;SG	N;INDF;FEM;SG
project	проект	project	проект	N;SG	N;INDF;MASC;SG
project	проектът	project	проект	N;SG	N;DEF;MASC;SG
project	проекта	project	проект	N;SG	N;DEF;MASC;SG
radio	радиото	radio	радио	N;SG	N;DEF;NEUT;SG
radio	радио	radio	радио	N;SG	N;INDF;NEUT;SG
proposed	предложени	propose	предложа	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
proposed	предложена	propose	предложа	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
proposed	предложен	propose	предложа	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
proposed	предложено	propose	предложа	V;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
every	всяка	every	всеки	DET	DET;FEM;SG
development	развитие	development	развитие	N;SG	N;INDF;NEUT;SG
development	разработване	development	разработване	N;SG	N;INDF;NEUT;SG
development	разработка	development	разработка	N;SG	N;INDF;FEM;SG
example	пример	example	пример	N;SG	N;INDF;MASC;SG
live	живей	live	живей	V;IMP;FIN	V;IPFV;IMP;SG;2;FIN
union	профсъюз	union	профсъюз	N;SG	N;INDF;MASC;SG
union	съюз	union	съюз	N;SG	N;INDF;MASC;SG
union	съюза	union	съюз	N;SG	N;DEF;MASC;SG
union	юниън	union	юниън	N;SG	N;INDF;MASC;SG
next	следващо	next	следвам	ADV	ADV
special	специална	special	специален	ADJ	ADJ;INDF;FEM;SG
special	специални	special	специален	ADJ	ADJ;INDF;PL
special	специален	special	специален	ADJ	ADJ;INDF;MASC;SG
court	съдът	court	съд	N;SG	N;DEF;MASC;SG
court	съд	court	съд	N;SG	N;INDF;MASC;SG
court	корт	court	корт	N;SG	N;INDF;MASC;SG
region	район	region	район	N;SG	N;INDF;MASC;SG
region	регион	region	регион	N;SG	N;INDF;MASC;SG
region	област	region	област	N;SG	N;INDF;FEM;SG
little	малка	little	малък	ADJ	ADJ;INDF;FEM;SG
little	малки	little	малък	ADJ	ADJ;INDF;PL
little	малък	little	малък	ADJ	ADJ;INDF;MASC;SG
short	къса	short	къс	ADJ	ADJ;INDF;FEM;SG
short	кратка	short	кратък	ADJ	ADJ;INDF;FEM;SG
short	кратък	short	кратък	ADJ	ADJ;INDF;MASC;SG
province	провинцията	province	провинция	N;SG	N;DEF;FEM;SG
province	провинция	province	провинция	N;SG	N;INDF;FEM;SG
western	западна	western	западна	ADJ	ADJ;INDF;FEM;SG
western	западни	western	западен	ADJ	ADJ;INDF;PL
western	западните	western	западен	ADJ	ADJ;DEF;PL
son	син	son	син	N;SG	N;INDF;MASC;SG
council	съветът	council	съвет	N;SG	N;DEF;MASC;SG
council	съвет	council	съвет	N;SG	N;INDF;MASC;SG
council	съвета	council	съвет	N;SG	N;DEF;MASC;SG
current	текущ	current	текущ	ADJ	ADJ;INDF;MASC;SG
current	текуща	current	текущ	ADJ	ADJ;INDF;FEM;SG
current	текущи	current	текущ	ADJ	ADJ;INDF;PL
street	улица	street	улица	N;SG	N;INDF;FEM;SG
street	стрийт	street	стрийт	N;SG	N;INDF;MASC;SG
street	улицата	street	улица	N;SG	N;DEF;FEM;SG
full	пълна	full	пълен	ADJ	ADJ;INDF;FEM;SG
full	пълни	full	пълен	ADJ	ADJ;INDF;PL
full	пълен	full	пълен	ADJ	ADJ;INDF;MASC;SG
red	червена	red	червен	ADJ	ADJ;INDF;FEM;SG
red	червен	red	червен	ADJ	ADJ;INDF;MASC;SG
red	червени	red	червен	ADJ	ADJ;INDF;PL
department	отдел	department	отдел	N;SG	N;INDF;MASC;SG
department	департамент	department	департамент	N;SG	N;INDF;MASC;SG
help	помощ	help	помощ	N;SG	N;INDF;FEM;SG
preserved	запазено	preserve	запазя-(се)	V;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
preserved	запазен	preserve	запазя-(се)	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
preserved	запазени	preserve	запазя-(се)	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
preserved	консервирани	preserve	консервирам	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
preserved	запазена	preserve	запазя-(се)	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
force	сила	force	сила	N;SG	N;INDF;FEM;SG
position	позиция	position	позиция	N;SG	N;INDF;FEM;SG
position	положение	position	положение	N;SG	N;INDF;NEUT;SG
position	длъжност	position	длъжност	N;SG	N;INDF;FEM;SG
head	главата	head	глава	N;SG	N;DEF;FEM;SG
head	глава	head	глава	N;SG	N;INDF;FEM;SG
director	директорът	director	директор	N;SG	N;DEF;MASC;SG
director	режисьор	director	режисьор	N;SG	N;INDF;MASC;SG
director	директор	director	директор	N;SG	N;INDF;MASC;SG
father	баща	father	баща	N;SG	N;INDF;MASC;SG
father	татко	father	татко	N;SG	N;INDF;MASC;SG
track	коловоз	track	коловоз	N;SG	N;INDF;MASC;SG
track	писта	track	писта	N;SG	N;INDF;FEM;SG
track	пистата	track	писта	N;SG	N;DEF;FEM;SG
http	http	http	http	N;SG	N;INDF;MASC;SG
never	никога	never	никога	ADV	ADV
australian	австралийски	australian	австралийски	ADJ	ADJ;INDF;MASC;SG
level	равнище	level	равнище	N;SG	N;INDF;NEUT;SG
level	ниво	level	ниво	N;SG	N;INDF;NEUT;SG
late	късно	late	късно	ADV	ADV
summer	лятото	summer	лято	N;SG	N;DEF;NEUT;SG
summer	съмър	summer	съмър	N;SG	N;INDF;MASC;SG
summer	лято	summer	лято	N;SG	N;INDF;NEUT;SG
society	общество	society	общество	N;SG	N;INDF;NEUT;SG
society	обществото	society	общество	N;SG	N;DEF;NEUT;SG
moved	преместени	move	преместя-(се)	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
moved	преместен	move	преместя-(се)	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
moved	преместена	move	преместя-(се)	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
office	кабинет	office	кабинет	N;SG	N;INDF;MASC;SG
office	офисът	office	офис	N;SG	N;DEF;MASC;SG
office	офис	office	офис	N;SG	N;INDF;MASC;SG
office	офиса	office	офис	N;SG	N;DEF;MASC;SG
period	период	period	период	N;SG	N;INDF;MASC;SG
championship	първенство	championship	първенство	N;SG	N;INDF;NEUT;SG
championship	шампионат	championship	шампионат	N;SG	N;INDF;MASC;SG
round	кръгло	round	кръг	ADV	ADV
story	приказка	story	приказка	N;SG	N;INDF;FEM;SG
story	история	story	история	N;SG	N;INDF;FEM;SG
songs	песните	song	песен	N;PL	N;DEF;FEM;PL
songs	песни	song	песен	N;PL	N;INDF;FEM;PL
various	различни	various	различен	ADJ	ADJ;INDF;PL
file	файл	file	файл	N;SG	N;INDF;MASC;SG
file	файлът	file	файл	N;SG	N;DEF;MASC;SG
file	досие	file	досие	N;SG	N;INDF;NEUT;SG
days	дни	day	ден	N;PL	N;INDF;MASC;PL
land	земя	land	земя	N;SG	N;INDF;FEM;SG
business	бизнес	business	бизнес	N;SG	N;INDF;MASC;SG
reason	причина	reason	причина	N;SG	N;INDF;FEM;SG
european	европейски	european	европейски	ADJ	ADJ;INDF;MASC;SG
european	европейска	european	европейски	ADJ	ADJ;INDF;FEM;SG
term	срок	term	срок	N;SG	N;INDF;MASC;SG
term	термин	term	термин	N;SG	N;INDF;MASC;SG
term	мандат	term	мандат	N;SG	N;INDF;MASC;SG
six	шестима	six	шестима	NUM	NUM;INDF;PL
six	шест	six	шест	NUM	NUM;INDF;PL
post	post	post	post	N;SG	N
post	публикация	post	публикация	N;SG	N;INDF;FEM;SG
post	публикуване	post	публикуване	N;SG	N;INDF;NEUT;SG
post	пост	post	пост	N;SG	N;INDF;MASC;SG
produced	произведени	produce	произведа	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
produced	произведена	produce	произведа	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
produced	произведен	produce	произведа	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
produced	произведено	produce	произведа	V;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
making	правене	making	правене	N;SG	N;INDF;NEUT;SG
subject	субект	subject	субект	N;SG	N;INDF;MASC;SG
subject	обект	subject	обект	N;SG	N;INDF;MASC;SG
young	млада	young	млад	ADJ	ADJ;INDF;FEM;SG
young	млади	young	млад	ADJ	ADJ;INDF;PL
young	млад	young	млад	ADJ	ADJ;INDF;MASC;SG
total	общ	total	общ	ADJ	ADJ;INDF;MASC;SG
total	обща	total	общ	ADJ	ADJ;INDF;FEM;SG
science	науката	science	наука	N;SG	N;DEF;FEM;SG
science	наука	science	наука	N;SG	N;INDF;FEM;SG
rock	скала	rock	скала	N;SG	N;INDF;FEM;SG
rock	рок	rock	рок	N;SG	N;INDF;MASC;SG
rock	камък	rock	камък	N;SG	N;INDF;MASC;SG
archived	архивирани	archive	архивирам	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
railway	железница	railway	железница	N;SG	N;INDF;FEM;SG
led	доведе	lead	доведа	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
students	студенти	student	студент	N;PL	N;INDF;MASC;PL
students	ученици	student	ученик	N;PL	N;INDF;MASC;PL
started	започна	start	започна	V;IND;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
news	новина	news	новина	N;SG	N;INDF;FEM;SG
described	описани	describe	опиша	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
described	описано	describe	опиша	V;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
described	описана	describe	опиша	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
described	описан	describe	опиша	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
role	роля	role	роля	N;SG	N;INDF;FEM;SG
albums	албуми	album	албум	N;PL	N;INDF;MASC;PL
albums	албумите	album	албум	N;PL	N;DEF;MASC;PL
present	присъстващи	present	присъствам	ADJ	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
indian	индийски	indian	индийски	ADJ	ADJ;INDF;MASC;SG
indian	индийска	indian	индийски	ADJ	ADJ;INDF;FEM;SG
books	книгите	book	книга	N;PL	N;DEF;FEM;PL
books	книги	book	книга	N;PL	N;INDF;FEM;PL
important	важен	important	важен	ADJ	ADJ;INDF;MASC;SG
important	важни	important	важен	ADJ	ADJ;INDF;PL
