mac	maca	mac	maca	N;NOM;MASC;SG	N;NOM;FEM;SG
peto	piata	peti	piata	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
peto	piate	peti	piaty	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
mustafa	mustafa	mustaf	mustaf	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
kamp	camp	kamp	camp	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
kamp	tábor	kamp	tábor	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
dojke	prsia	dojka	prsia	N;NOM;FEM;PL	N;NOM;NEUT;PL
komentara	komentárov	komentar	komentár	N;GEN;MASC;PL	N;ANIM;GEN;MASC;PL
organizirano	organizovaný	organizirati	organizovaný	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
organizirano	organizovaná	organizirati	organizovaný	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
organizirano	organizované	organizirati	organizovaný	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
organizirano	organizovaná	organizirati	organizovaný	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
organizirano	organizovaný	organizirati	organizovaný	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
organizirano	organizované	organizirati	organizovaný	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
naglasiti	zdôrazniť	naglasiti	zdôrazniť	V;NFIN	V;PFV;POS;NFIN
naglasiti	zdôrazniť	naglasiti	zdôrazniť	V;NFIN	V;PFV;POS;NFIN
svjedok	svedok	svjedok	svedok	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
aranžman	usporiadanie	aranžman	usporiadanie	N;NOM;MASC;SG	N;NOM;NEUT;SG
izlaže	vystavuje	izlagati	vystavovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
izlaže	odhalí	izlagati	odhaliť	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
brojke	počty	brojka	počet	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
brojke	čísla	brojka	číslo	N;NOM;FEM;PL	N;NOM;NEUT;PL
brojke	údaje	brojka	údaj	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
batman	batman	batman	batman	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
bacio	hodil	baciti	hodiť	V;MASC;SG;PST;V.PTCP;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
dijalog	dialóg	dijalog	dialóg	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
dijalog	dialóg	dijalog	dialóg	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
usvojen	prijatý	usvojiti	prijatý	ADJ;NOM;MASC;SG;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
usvojen	prijaté	usvojiti	prijatý	ADJ;NOM;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
usvojen	prijatá	usvojiti	prijatý	ADJ;NOM;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
rasti	rásť	rasti	rásť	V;NFIN	V;IPFV;POS;NFIN
rasti	rastú	rasti	rastý	V;NFIN	V;IPFV;IND;PL;3;POS;PRS;FIN
rasti	pestovať	rasti	pestovať	V;NFIN	V;IPFV;POS;NFIN
koloniju	kolóniu	kolonija	kolónia	N;ACC;FEM;SG	N;ACC;FEM;SG
pozitivan	pozitívna	pozitivan	pozitívny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
pozitivan	kladná	pozitivan	kladný	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
pozitivan	pozitívny	pozitivan	pozitívny	ADJ;NOM;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG
apache	apache	apache	apach	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
prihvaćanje	akceptovanie	prihvaćanje	akceptovanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
prihvaćanje	akceptovanie	prihvaćanje	akceptovanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
prihvaćanje	prijatie	prihvaćanje	prijatie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
dob	vek	dob	vek	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
podne	poludnie	podne	poludnie	N;NOM;FEM;SG	N;NOM;NEUT;SG
podne	napoludnie	podne	napoludnie	N;NOM;FEM;SG	N;NOM;NEUT;SG
kritizirao	kritizoval	kritizirati	kritizovať	V;MASC;SG;PST;V.PTCP;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
kritizirao	kritizoval	kritizirati	kritizovať	V;MASC;SG;PST;V.PTCP;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
debljina	hrúbka	debljina	hrúbka	N;NOM;FEM;SG	N;NOM;FEM;SG
dolar	dolár	dolar	dolár	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
sjene	tiene	sjena	tieň	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
poteškoća	ťažkosti	poteškoća	ťažkosť	N;NOM;FEM;PL	N;NOM;FEM;PL
disanje	dýchanie	disanje	dýchanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
disanje	dýchanie	disanje	dýchanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
ogroman	obrovský	ogroman	obrovský	ADJ;NOM;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
ogroman	obrovská	ogroman	obrovský	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
ogroman	obrovské	ogroman	obrovský	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
software	softvér	softwar	softvéra	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
software	software	softwar	softareň	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
predsjedništvo	predsedníctvo	predsjedništvo	predsedníctvo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
jede	jesť	jese	jesť	V;IND;SG;3;PRS;FIN	V;IPFV;POS;NFIN
jede	zje	jese	zjesť	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
konga	konga	kong	kong	N;GEN;MASC;SG	N;INAN;GEN;MASC;SG
rekonstrukcija	rekonštrukcia	rekonstrukcija	rekonštrukcia	N;NOM;FEM;SG	N;NOM;FEM;SG
erupcija	erupcia	erupcija	erupcia	N;NOM;FEM;SG	N;NOM;FEM;SG
erupcija	výbuch	erupcija	výbuch	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
šesnaest	šestnásť	šesnaest	šestnásť	NUM	NUM;NOM;NEUT;SG
podići	zdvihnúť	podići	zdvihnúť	V;NFIN	V;PFV;POS;NFIN
podići	zvýšiť	podići	zvýšiť	V;NFIN	V;PFV;POS;NFIN
podići	zvyšovať	podići	zvyšovať	V;NFIN	V;IPFV;POS;NFIN
sumnja	podozrenie	sumnjati	podozrenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
sumnja	pochybnosť	sumnjati	pochybnosť	N;NOM;FEM;SG	N;NOM;FEM;SG
sumnja	podozrenie	sumnjati	podozrenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
nastanjuje	obýva	nastanjivati	obývať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
sbc	sbc	sbc	sbc	N;NOM;MASC;SG	N;NOM;MASC;SG
uživa	užíva	uživati	užívať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
igranje	hranie	igranje	hranie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
igranje	prehrávanie	igranje	prehrávanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
jaki	silní	jak	silný	ADJ;NOM;DEF;MASC;PL	ADJ;ANIM;NOM;MASC;PL
pažljivo	opatrne	pažljivo	opatrne	ADV	ADV
pažljivo	starostlivo	pažljivo	starostlivo	ADV	ADV
pažljivo	pozorne	pažljivo	pozorne	ADV	ADV
pažljivo	dôkladne	pažljivo	dôkladne	ADV	ADV
biblija	biblia	biblije	biblia	N;NOM;FEM;SG	N;NOM;FEM;SG
četrnaest	štrnásť	četrnaest	štrnásť	NUM	NUM;NOM;NEUT;SG
koordinate	súradnice	koordinat	súradnica	N;NOM;FEM;PL	N;NOM;FEM;PL
walesa	walesu	wales	wales	N;GEN;MASC;SG	N;INAN;GEN;MASC;SG
zbunjen	zmätené	zbunjen	zmätený	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
zbunjen	zmätený	zbunjen	zmätený	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
margaret	margaret	margaret	margaret	N;NOM;FEM;SG	N;NOM;FEM;SG
price	príbehy	price	príbeh	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
price	príspevky	price	príspevok	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
cactaceae	cactaceae	cactaceae	cactaceae	N;NOM;MASC;SG	N;NOM;FEM;SG
vojislav	vojislav	vojislav	vojislav	N;NOM;MASC;SG	N;NOM;FEM;SG
atlantic	atlantic	atlantic	atlantica	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
atlantic	atlantik	atlantic	atlantik	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
blokiran	zablokovaný	blokiran	zablokovaný	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
blokiran	blokované	blokiran	blokovaný	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
blokiran	zablokované	blokiran	zablokovaný	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
svinje	prasatá	svinja	prasatý	N;NOM;FEM;PL	N;NOM;NEUT;PL
svinje	svine	svinja	sviňa	N;NOM;FEM;PL	N;NOM;FEM;PL
svinje	prasce	svinja	prasca	N;NOM;FEM;PL	N;NOM;FEM;PL
platforme	plošiny	platforma	plošina	N;NOM;FEM;PL	N;NOM;FEM;PL
platforme	platformy	platforma	platforma	N;NOM;FEM;PL	N;NOM;FEM;PL
arterije	tepny	arterija	tepny	N;NOM;FEM;PL	N;NOM;FEM;PL
arterije	artérie	arterija	artéria	N;NOM;FEM;PL	N;NOM;NEUT;PL
kabine	chatky	kabina	chatka	N;NOM;FEM;PL	N;NOM;FEM;PL
kabine	kajuty	kabina	kajut	N;NOM;FEM;PL	N;NOM;FEM;PL
kabine	kabíny	kabina	kabína	N;NOM;FEM;PL	N;NOM;FEM;PL
plamen	plameň	plamen	plameň	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
uspostavlja	stanovuje	uspostavljati	stanovovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
čuvar	strážca	čuvar	strážca	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
čuvar	strážny	čuvar	strážny	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
čuvar	ochranca	čuvar	ochranca	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
čuvar	strážca	čuvar	strážca	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
čuvar	stráž	čuvar	stráža	N;NOM;MASC;SG	N;NOM;FEM;SG
čuvar	strážnik	čuvar	strážnik	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
hrast	dub	hrast	dub	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
melodije	melódie	melodija	melódia	N;NOM;FEM;PL	N;NOM;FEM;PL
odgovorna	zodpovedný	odgovoran	zodpovedný	ADJ;NOM;DEF;FEM;SG	ADJ;ANIM;NOM;MASC;SG
odgovorna	zodpovedné	odgovoran	zodpovedný	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
odgovorna	zodpovedná	odgovoran	zodpovedný	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
icao	icao	ica	icao	N;NOM;MASC;SG	N;NOM;NEUT;SG
doseg	rozsah	doseg	rozsah	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
doseg	rozpätie	doseg	rozpätie	N;NOM;MASC;SG	N;NOM;NEUT;SG
doseg	dosah	doseg	dosah	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
okusa	chuti	okus	chuť	N;GEN;MASC;SG	N;GEN;FEM;SG
prekinuta	prerušená	prekinuti	prerušený	ADJ;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
prekinuta	prerušené	prekinuti	prerušený	ADJ;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
prekinuta	prerušený	prekinuti	prerušený	ADJ;NOM;FEM;SG;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
organiziran	organizovaný	organizirati	organizovaný	ADJ;NOM;MASC;SG;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
organiziran	organizovaná	organizirati	organizovaný	ADJ;NOM;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
organiziran	organizované	organizirati	organizovaný	ADJ;NOM;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
organiziran	organizovaná	organizirati	organizovaný	ADJ;NOM;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
organiziran	organizovaný	organizirati	organizovaný	ADJ;NOM;MASC;SG;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
organiziran	organizované	organizirati	organizovaný	ADJ;NOM;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
lamarck	lamarck	lamarck	lamarck	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
hipoteza	hypotéza	hipoteza	hypotézať	N;NOM;FEM;SG	N;NOM;FEM;SG
hipoteza	predpoklad	hipoteza	predpoklad	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
organiziranje	zorganizovanie	organiziranje	zorganizovanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
organiziranje	organizovanie	organiziranje	organizovanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
organiziranje	organizovanie	organiziranje	organizovanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
obrt	plavidlo	obrt	plavidlo	N;NOM;MASC;SG	N;NOM;NEUT;SG
pravno	zákonne	pravan	zákonne	ADV	ADV
pravno	legálne	pravan	legálny	ADV	ADV
pravno	legálne	pravan	legálny	ADV	ADV
zbroj	súčet	zbroj	súčet	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
zbroj	suma	zbroj	suma	N;NOM;MASC;SG	N;NOM;FEM;SG
bačka	bačka	bačka	bačka	N;NOM;FEM;SG	N;NOM;FEM;SG
diamond	diamant	diamond	diamant	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
preživjeti	prežije	preživjeti	prežiť	V;NFIN	V;PFV;IND;SG;3;POS;PRS;FIN
preživjeti	prežijú	preživjeti	prežiť	V;NFIN	V;PFV;IND;PL;3;POS;PRS;FIN
preživjeti	prežiť	preživjeti	prežiť	V;NFIN	V;PFV;POS;NFIN
izdvojiti	prideliť	izdvojiti	prideliť	V;NFIN	V;PFV;POS;NFIN
poglavar	náčelník	poglavar	náčelník	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
predlošci	šablóny	predlošac	šablón	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
pumpa	čerpadlo	pumpa	čerpadlo	N;NOM;FEM;SG	N;NOM;NEUT;SG
pumpa	pumpa	pumpa	pumpa	N;NOM;FEM;SG	N;NOM;FEM;SG
airbus	airbus	airbus	airbus	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
clara	clara	clar	clara	N;NOM;FEM;SG	N;NOM;FEM;SG
clara	klára	clar	klár	N;NOM;FEM;SG	N;NOM;FEM;SG
slijedio	nasledovala	slijediti	nasledovať	V;MASC;SG;PST;V.PTCP;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
slijedio	nasledovalo	slijediti	nasledovať	V;MASC;SG;PST;V.PTCP;ACT	V;IPFV;NEUT;SG;POS;PST;V.PTCP
slijedio	sledoval	slijediti	sledovať	V;MASC;SG;PST;V.PTCP;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
pera	pierko	perati	pierko	N;NOM;MASC;SG	N;NOM;NEUT;SG
pera	perie	perati	preriť	N;NOM;MASC;SG	N;NOM;NEUT;SG
pera	perie	perati	preriť	N;NOM;MASC;SG	N;NOM;NEUT;SG
norme	normy	norma	norma	N;NOM;FEM;PL	N;NOM;FEM;PL
nosa	nosa	nos	nos	N;GEN;MASC;SG	N;INAN;GEN;MASC;SG
bomba	bomba	bomba	bomba	N;NOM;FEM;SG	N;NOM;FEM;SG
metalni	kovová	metalan	kovovať	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
metalni	kovové	metalan	kovový	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
metalni	kovová	metalan	kovovať	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
metalni	kovové	metalan	kovový	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
metalni	kovový	metalan	kovový	ADJ;NOM;DEF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
tower	veža	tower	veža	N;NOM;MASC;SG	N;NOM;FEM;SG
ujak	ujo	ujak	ujo	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
ujak	strýko	ujak	strýko	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
izvorna	originálny	izvoran	originálny	ADJ;NOM;DEF;FEM;SG	ADJ;INAN;NOM;MASC;SG
izvorna	pôvodný	izvoran	pôvodný	ADJ;NOM;DEF;FEM;SG	ADJ;INAN;NOM;MASC;SG
izvorna	originálne	izvoran	originálne	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
izvorna	pôvodné	izvoran	pôvodný	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
dominiraju	dominovať	dominirati	dominovať	V;IND;PL;3;PRS;FIN	V;IPFV;POS;NFIN
dominiraju	ovládnuť	dominirati	ovládnuť	V;IND;PL;3;PRS;FIN	V;PFV;POS;NFIN
dominiraju	prevládajú	dominirati	prevládať	V;IND;PL;3;PRS;FIN	V;IPFV;IND;PL;3;POS;PRS;FIN
sara	sára	sara	sár	N;NOM;FEM;SG	N;NOM;FEM;SG
sara	sára	sara	sár	N;NOM;FEM;SG	N;NOM;FEM;SG
sara	saru	sara	sara	N;NOM;FEM;SG	N;NOM;FEM;SG
lokomotive	lokomotívy	lokomotiva	lokomotívať	N;NOM;FEM;PL	N;NOM;FEM;PL
neriješeno	nevyriešené	neriješen	nevyriešený	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
firenca	florence	firenc	florenec	N;NOM;FEM;SG	N;ANIM;NOM;MASC;SG
slabi	slabí	slab	slabý	ADJ;NOM;DEF;MASC;PL	ADJ;ANIM;NOM;MASC;PL
braun	braun	braun	braun	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
preporučuje	odporúča	preporučivati	odporúčať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
preporučuje	odporúča	preporučivati	odporúčať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
predsjednici	predsedovia	predsjednik	predsedovie	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
predsjednici	predsedov	predsjednik	predsedov	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
robovi	otroci	rob	otroc	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
posjeti	návšteva	posjeta	návšteva	N;NOM;MASC;SG	N;NOM;FEM;SG
posjeti	návšteva	posjeta	návšteva	N;NOM;MASC;SG	N;NOM;FEM;SG
ekonomist	ekonóm	ekonomist	ekonóm	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
emitiranje	vysielanie	emitiranje	vysielanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
emitiranje	vysielanie	emitiranje	vysielanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
kapelan	kaplán	kapelan	kaplán	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
iata	iata	iata	iata	N;NOM;FEM;SG	N;NOM;NEUT;SG
parkova	parkov	park	park	N;GEN;MASC;PL	N;INAN;GEN;MASC;PL
pločice	dlaždice	pločica	dlaždica	N;NOM;FEM;PL	N;NOM;FEM;PL
pločice	dlaždice	pločica	dlaždica	N;NOM;FEM;PL	N;NOM;FEM;PL
izrazi	výrazy	izraz	výraz	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
vulkan	sopka	vulkan	sopka	N;NOM;MASC;SG	N;NOM;FEM;SG
vulkan	vulcan	vulkan	vulcan	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
katoličanstvo	katolicizmus	katoličanstvo	katolicizmus	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
vegetacije	vegetácie	vegetacija	vegetácia	N;NOM;FEM;PL	N;NOM;FEM;PL
naizgled	zdanlivo	naizgled	zdanlivo	ADV	ADV
okružuju	obklopujú	okruživati	obklopovať	V;IND;PL;3;PRS;FIN	V;IPFV;IND;PL;3;POS;PRS;FIN
inspektor	inšpektor	inspektor	inšpektor	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
intervencije	intervencie	intervencija	intervencia	N;NOM;FEM;PL	N;NOM;FEM;PL
intervencije	zásahy	intervencija	zásah	N;NOM;FEM;PL	N;NOM;FEM;PL
intervencije	intervencie	intervencija	intervencia	N;NOM;FEM;PL	N;NOM;FEM;PL
porez	daň	porez	da_	N;NOM;MASC;SG	N;NOM;FEM;SG
jame	jamy	jama	jama	N;NOM;FEM;PL	N;NOM;FEM;PL
rovinj	rovinj	rovinj	rovina	N;NOM;MASC;SG	N;NOM;FEM;SG
diana	diana	diana	diana	N;NOM;FEM;SG	N;NOM;FEM;SG
pretpostavka	domnienka	pretpostavka	domnienka	N;NOM;FEM;SG	N;NOM;FEM;SG
pretpostavka	predpoklad	pretpostavka	predpoklad	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
pretpostavka	domnienka	pretpostavka	domnienka	N;NOM;FEM;SG	N;NOM;FEM;SG
pretpostavka	prevzatie	pretpostavka	prevzatie	N;NOM;FEM;SG	N;NOM;NEUT;SG
isaac	isaac	isaac	isaac	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
gljive	huby	gljiva	huby	N;NOM;FEM;PL	N;NOM;FEM;PL
gljive	huby	gljiva	huby	N;NOM;FEM;PL	N;NOM;FEM;PL
pojačanje	záloha	pojačanje	záloha	N;NOM;NEUT;SG	N;NOM;FEM;SG
tumora	nádoru	tumor	nádor	N;GEN;MASC;SG	N;INAN;GEN;MASC;SG
sjeme	semeno	saj	semeno	N;NOM;NEUT;SG	N;NOM;NEUT;SG
sjeme	osivo	saj	osivo	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
sjeme	semienka	saj	semienka	N;NOM;NEUT;SG	N;NOM;FEM;SG
rožnice	rohovky	rožnica	rohovka	N;NOM;FEM;PL	N;NOM;FEM;PL
rožnice	rohovky	rožnica	rohovka	N;NOM;FEM;PL	N;NOM;FEM;PL
rožnice	rohovky	rožnica	rohovka	N;NOM;FEM;PL	N;NOM;FEM;PL
branitelj	ochranca	branitelj	ochranca	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
branitelj	obranca	branitelj	obranca	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
branitelj	obhajca	branitelj	obhajca	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
silvio	silvio	silviti	silvio	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
majica	košeľa	majica	košeľa	N;NOM;FEM;SG	N;NOM;FEM;SG
majica	trička	majica	trička	N;NOM;FEM;SG	N;NOM;FEM;SG
majica	tričko	majica	tričko	N;NOM;FEM;SG	N;NOM;NEUT;SG
izgubiti	stratiť	izgubiti	stratiť	V;NFIN	V;PFV;POS;NFIN
izgubiti	prehrať	izgubiti	prehrať	V;NFIN	V;PFV;POS;NFIN
smjernice	usmernenia	smjernica	usmernenie	N;NOM;FEM;PL	N;NOM;NEUT;PL
smjernice	usmernenia	smjernica	usmernenie	N;NOM;FEM;PL	N;NOM;NEUT;PL
smjernice	smernice	smjernica	smernica	N;NOM;FEM;PL	N;NOM;FEM;PL
srebrni	strieborný	srebrn	strieborný	ADJ;NOM;DEF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
srebrni	strieborná	srebrn	strieborný	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
hladno	studená	hladan	studený	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
hladno	studené	hladan	studený	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
hladno	chladná	hladan	chladný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
duhovno	duchovne	duhovno	duchovne	ADV	ADV
ehrenberg	ehrenberg	ehrenberg	ehrenberg	N;NOM;MASC;SG	N;NOM;MASC;SG
armenija	arménsko	armenija	arménsko	N;NOM;FEM;SG	N;NOM;NEUT;SG
grace	pôvab	grac	pôvab	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
grace	milosť	grac	milosť	N;NOM;FEM;SG	N;NOM;FEM;SG
radar	radar	radar	radar	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
prebivalište	bydlisko	prebivalište	bydlisko	N;NOM;NEUT;SG	N;NOM;NEUT;SG
prebivalište	pobyt	prebivalište	pobyt	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
eagle	orol	eagle	orol	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
droga	liek	droga	liek	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
droga	droga	droga	droga	N;NOM;FEM;SG	N;NOM;FEM;SG
mlađa	mladšia	mlad	mladý	ADJ;NOM;DEF;CMPR;FEM;SG	ADJ;NOM;CMPR;FEM;SG
mlađa	mladší	mlad	mladý	ADJ;NOM;DEF;CMPR;FEM;SG	ADJ;ANIM;NOM;CMPR;MASC;SG
pogubljen	vykonaný	pogubiti	vykonaný	ADJ;NOM;MASC;SG;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
pogubljen	popravený	pogubiti	popravený	ADJ;NOM;MASC;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
pogubljen	vykonané	pogubiti	vykonaný	ADJ;NOM;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
pogubljen	vykonávané	pogubiti	vykonávaný	ADJ;NOM;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
