prototype	prototype	prototype	prototype	N;NEUT;SG	N;MASC;SG
eerbetoon	tribut	eerbetoon	tribut	N;NEUT;SG	N;MASC;SG
break	break	break	break	N;MASC+FEM;SG	N;MASC;SG
break	pause	break	pause	N;MASC+FEM;SG	N;FEM;SG
break	rupture	break	rupture	N;MASC+FEM;SG	N;FEM;SG
saga	saga	saga	saga	N;MASC+FEM;SG	N;FEM;SG
ideaal	idéale	ideaal	idéal	ADJ	ADJ;FEM;SG
ideaal	ideal	ideaal	ideal	ADJ	ADJ;MASC;SG
ideaal	idéal	ideaal	idéal	ADJ	ADJ;MASC;SG
ongeval	accident	ongeval	accident	N;NEUT;SG	N;MASC;SG
protesten	protestations	protest	protestation	N;PL	N;FEM;PL
protesten	protestations	protest	protestation	N;PL	N;FEM;PL
opgeknapt	rénové	opknappen	rénover	V;V.PTCP	V;MASC;SG;PST;V.PTCP
opgeknapt	rénovées	opknappen	rénover	V;V.PTCP	V;FEM;PL;PST;V.PTCP
klikken	cliquer	klikken	cliquer	V;NFIN	V;NFIN
klikken	cliquant	klikken	cliquer	V;NFIN	V;PRS;V.PTCP
klikken	cliquer	klikken	cliquer	V;NFIN	V;NFIN
klikken	cliquez	klikken	cliquer	V;NFIN	V;IMP;PL;2;PRS;FIN
klikken	cliquant	klikken	cliquer	V;NFIN	V;PRS;V.PTCP
expositie	exposition	expositie	exposition	N;MASC+FEM;SG	N;FEM;SG
notaris	notaire	notaris	notaire	N;MASC+FEM;SG	N;MASC;SG
voorouders	ancêtres	voorouder	ancêtre	N;PL	N;MASC;PL
hoofdpersoon	protagoniste	hoofdpersoon	protagoniste	N;MASC+FEM;SG	N;MASC;SG
hoed	casquette	hoed	casquette	N;MASC+FEM;SG	N;FEM;SG
hoed	chapeau	hoed	chapeau	N;MASC+FEM;SG	N;MASC;SG
golven	ondes	golven	onde	N;PL	N;FEM;PL
golven	vagues	golven	vague	N;PL	N;FEM;PL
voeding	nutrition	voeding	nutrition	N;MASC+FEM;SG	N;FEM;SG
voeding	alimentation	voeding	alimentation	N;MASC+FEM;SG	N;FEM;SG
voeding	diète	voeding	diète	N;MASC+FEM;SG	N;FEM;SG
voeding	régime	voeding	régime	N;MASC+FEM;SG	N;MASC;SG
vrijwillig	volontaire	vrijwillig	volontaire	ADJ	ADJ;MASC;SG
vrijwillig	volontaires	vrijwillig	volontaire	ADJ	ADJ;MASC;PL
vrijwillig	volontaires	vrijwillig	volontaire	ADJ	ADJ;MASC;PL
vrijwillig	volontaire	vrijwillig	volontaire	ADJ	ADJ;MASC;SG
vrijwillig	bénévole	vrijwillig	bénévole	ADJ	ADJ;MASC;SG
vrijwillig	bénévoles	vrijwillig	bénévole	ADJ	ADJ;MASC;PL
wijs	sage	wijs	sage	ADJ	ADJ;MASC;SG
bedreigde	menacée	bedreigen	menacer	V;SG;PST;FIN	V;FEM;SG;PST;V.PTCP
bedreigde	menacé	bedreigen	menacer	V;SG;PST;FIN	V;MASC;SG;PST;V.PTCP
bedreigde	menacée	bedreigen	menacer	V;SG;PST;FIN	V;FEM;SG;PST;V.PTCP
bedreigde	menacé	bedreigen	menacer	V;SG;PST;FIN	V;MASC;SG;PST;V.PTCP
schot	coup	schot	coup	N;NEUT;SG	N;MASC;SG
schot	shot	schot	shot	N;NEUT;SG	N;MASC;SG
schot	tir	schot	tir	N;NEUT;SG	N;MASC;SG
carpenter	charpentier	carpenter	charpentier	N;MASC+FEM;SG	N;MASC;SG
carpenter	carpenter	carpenter	carpenter	N;MASC+FEM;SG	N;MASC;SG
carpenter	menuisier	carpenter	menuisier	N;MASC+FEM;SG	N;MASC;SG
zitplaatsen	sièges	zitplaats	siège	N;PL	N;MASC;PL
zitplaatsen	sièges	zitplaats	siège	N;PL	N;MASC;PL
jesus	jésus	jesus	jésus	N;MASC+FEM;SG	N;MASC;SG
cast	plâtre	cast	plâtre	N;MASC+FEM;SG	N;MASC;SG
lin	lin	lin	lin	N;MASC+FEM;SG	N;MASC;SG
radicale	radical	radicaal	radical	ADJ	ADJ;MASC;SG
radicale	radicaux	radicaal	radical	ADJ	ADJ;MASC;PL
radicale	radicale	radicaal	radical	ADJ	ADJ;FEM;SG
pastorie	presbytère	pastorie	presbytère	N;MASC+FEM;SG	N;MASC;SG
toepassen	postuler	toepassen	postuler	V;NFIN	V;NFIN
toepassen	appliquer	toepassen	appliquer	V;NFIN	V;NFIN
toepassen	appliquez	toepassen	appliquer	V;NFIN	V;IMP;PL;2;PRS;FIN
bezetten	occupant	bezetten	occuper	V;NFIN	V;PRS;V.PTCP
bezetten	occupent	bezetten	occuper	V;NFIN	V;IND;PL;3;PRS;FIN
bezetten	occupons	bezetten	occupon	V;NFIN	V;IMP;PL;1;PRS;FIN
bezetten	occuper	bezetten	occuper	V;NFIN	V;NFIN
bezetten	occupez	bezetten	occuper	V;NFIN	V;IMP;PL;2;PRS;FIN
columbus	colomb	columbus	colomb	N;MASC+FEM;SG	N;MASC;SG
verschijning	apparition	verschijning	apparition	N;MASC+FEM;SG	N;FEM;SG
verschijning	apparence	verschijning	apparence	N;MASC+FEM;SG	N;FEM;SG
verschijning	apparition	verschijning	apparition	N;MASC+FEM;SG	N;FEM;SG
verschijning	aspect	verschijning	aspect	N;MASC+FEM;SG	N;MASC;SG
lineaire	linéaires	lineair	linéaire	ADJ	ADJ;MASC;PL
lineaire	linéaire	lineair	linéaire	ADJ	ADJ;MASC;SG
platina	platine	platina	platine	N;NEUT;SG	N;FEM;SG
somme	somme	somme	somme	N;MASC+FEM;SG	N;FEM;SG
burgerlijk	civil	burgerlijk	civil	ADJ	ADJ;MASC;SG
burgerlijk	civile	burgerlijk	civil	ADJ	ADJ;FEM;SG
burgerlijk	civiles	burgerlijk	civil	ADJ	ADJ;FEM;PL
burgerlijk	bourgeoise	burgerlijk	bourgeois	ADJ	ADJ;FEM;SG
geëxecuteerd	exécuté	executeren	exécuter	V;V.PTCP	V;MASC;SG;PST;V.PTCP
geëxecuteerd	exécutés	executeren	exécuter	V;V.PTCP	V;MASC;PL;PST;V.PTCP
geëxecuteerd	exécutée	executeren	exécuter	V;V.PTCP	V;FEM;SG;PST;V.PTCP
damme	damme	dam	damme	N;MASC+FEM;SG	N;MASC;SG
feitelijke	factuelles	feitelijk	factuel	ADJ	ADJ;FEM;PL
feitelijke	factuel	feitelijk	factuel	ADJ	ADJ;MASC;SG
dinamo	dinamo	dinamo	dinamo	N;MASC+FEM;SG	N;MASC;SG
saône	saône	saône	saône	N;MASC+FEM;SG	N;FEM;SG
beslissen	décider	beslissen	décider	V;NFIN	V;NFIN
beslissen	décider	beslissen	décider	V;NFIN	V;NFIN
beslissen	décide	beslissen	décider	V;NFIN	V;IND;SG;3;PRS;FIN
beslissen	décident	beslissen	décider	V;NFIN	V;IND;PL;3;PRS;FIN
beslissen	décidez	beslissen	décider	V;NFIN	V;IMP;PL;2;PRS;FIN
visuele	visuelle	visueel	visuel	ADJ	ADJ;FEM;SG
visuele	visuels	visueel	visuel	ADJ	ADJ;MASC;PL
visuele	visuel	visueel	visuel	ADJ	ADJ;MASC;SG
visuele	visuelles	visueel	visuel	ADJ	ADJ;FEM;PL
camille	camille	camille	camille	N;MASC+FEM;SG	N;FEM;SG
bruikbaar	utilisables	bruikbaar	utilisable	ADJ	ADJ;MASC;PL
bruikbaar	utilisable	bruikbaar	utilisable	ADJ	ADJ;MASC;SG
bruikbaar	utile	bruikbaar	utile	ADJ	ADJ;MASC;SG
bruikbaar	utiles	bruikbaar	utile	ADJ	ADJ;MASC;PL
fantasie	fantasy	fantasie	fantasy	N;MASC+FEM;SG	N;MASC;SG
fantasie	fantasme	fantasie	fantasme	N;MASC+FEM;SG	N;MASC;SG
fantasie	fantaisie	fantasie	fantaisir	N;MASC+FEM;SG	N;FEM;SG
fantasie	imagination	fantasie	imagination	N;MASC+FEM;SG	N;FEM;SG
gewaardeerd	évalués	waarderen	évaluer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
gewaardeerd	apprécié	waarderen	apprécier	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gewaardeerd	évalué	waarderen	évaluer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gewaardeerd	classé	waarderen	classer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gewaardeerd	notée	waarderen	noter	V;V.PTCP	V;FEM;SG;PST;V.PTCP
gewaardeerd	évalués	waarderen	évaluer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
gewaardeerd	noté	waarderen	noter	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gewaardeerd	appréciés	waarderen	apprécier	V;V.PTCP	V;MASC;PL;PST;V.PTCP
gewaardeerd	apprécié	waarderen	apprécier	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gewaardeerd	appréciée	waarderen	apprécier	V;V.PTCP	V;FEM;SG;PST;V.PTCP
gewaardeerd	appréciées	waarderen	apprécier	V;V.PTCP	V;FEM;PL;PST;V.PTCP
thee	thé	thee	thé	N;MASC+FEM;SG	N;MASC;SG
taxon	taxon	taxon	taxon	N;NEUT;SG	N;MASC;SG
adventure	aventure	adventure	aventure	N;MASC+FEM;SG	N;FEM;SG
faillissement	insolvabilité	faillissement	insolvabilité	N;NEUT;SG	N;FEM;SG
faillissement	faillite	faillissement	faillite	N;NEUT;SG	N;FEM;SG
faillissement	banqueroute	faillissement	banqueroute	N;NEUT;SG	N;FEM;SG
administratie	administration	administratie	administration	N;MASC+FEM;SG	N;FEM;SG
gelooft	croit	geloven	croire	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
appel	pommier	appel	pommier	N;MASC+FEM;SG	N;MASC;SG
appel	pomme	appel	pomme	N;MASC+FEM;SG	N;FEM;SG
ogenblik	moment	ogenblik	moment	N;NEUT;SG	N;MASC;SG
ogenblik	instant	ogenblik	instant	N;NEUT;SG	N;MASC;SG
bit	bit	bit	bit	N;MASC+FEM;SG	N;MASC;SG
freedom	liberté	freedom	liberté	N;MASC+FEM;SG	N;FEM;SG
vtm	vtm	vtm	vtm	N;NEUT;SG	N;FEM;SG
geladen	chargées	laden	charger	V;V.PTCP	V;FEM;PL;PST;V.PTCP
geladen	chargée	laden	charger	V;V.PTCP	V;FEM;SG;PST;V.PTCP
geladen	chargés	laden	charger	V;V.PTCP	V;MASC;PL;PST;V.PTCP
geladen	chargé	laden	charger	V;V.PTCP	V;MASC;SG;PST;V.PTCP
geladen	débité	laden	débiter	V;V.PTCP	V;MASC;SG;PST;V.PTCP
geladen	inculpé	laden	inculper	V;V.PTCP	V;MASC;SG;PST;V.PTCP
geladen	facturés	laden	facturer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
geladen	chargé	laden	charger	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gevestigde	établies	vestigen	établir	V;V.PTCP	V;FEM;PL;PST;V.PTCP
gevestigde	établie	vestigen	établir	V;V.PTCP	V;FEM;SG;PST;V.PTCP
gevestigde	établi	vestigen	établir	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gevestigde	établis	vestigen	établir	V;V.PTCP	V;MASC;PL;PST;V.PTCP
geregistreerde	enregistrée	registreren	enregistrer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
geregistreerde	inscrits	registreren	inscrire	V;V.PTCP	V;MASC;PL;PST;V.PTCP
geregistreerde	enregistrés	registreren	enregistrer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
geregistreerde	enregistré	registreren	enregistrer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
geregistreerde	inscrit	registreren	inscrire	V;V.PTCP	V;MASC;SG;PST;V.PTCP
kloppen	frapper	kloppen	frapper	V;NFIN	V;NFIN
onbepaalde	indéfinie	onbepaald	indéfini	ADJ	ADJ;FEM;SG
baksteen	brick	baksteen	brick	N;MASC+FEM;SG	N;MASC;SG
baksteen	brique	baksteen	brique	N;MASC+FEM;SG	N;FEM;SG
deportivo	deportivo	deportivo	deportivo	N;MASC+FEM;SG	N;MASC;SG
linux	linux	linux	linux	N;MASC+FEM;SG	N;MASC;SG
patriarch	patriarche	patriarch	patriarche	N;MASC+FEM;SG	N;MASC;SG
organen	organes	orgaan	organe	N;PL	N;MASC;PL
aanstelling	nomination	aanstelling	nomination	N;MASC+FEM;SG	N;FEM;SG
shows	spectacles	show	spectacle	N;PL	N;MASC;PL
veroordeelde	condamnée	veroordelen	condamner	V;V.PTCP	V;FEM;SG;PST;V.PTCP
veroordeelde	condamné	veroordelen	condamner	V;V.PTCP	V;MASC;SG;PST;V.PTCP
veroordeelde	condamnés	veroordelen	condamner	V;V.PTCP	V;MASC;PL;PST;V.PTCP
veroordeelde	condamner	veroordelen	condamner	V;V.PTCP	V;NFIN
veroordeelde	détenu	veroordelen	détenir	V;V.PTCP	V;MASC;SG;PST;V.PTCP
veroordeelde	condamné	veroordelen	condamner	V;V.PTCP	V;MASC;SG;PST;V.PTCP
veroordeelde	condamnées	veroordelen	condamner	V;V.PTCP	V;FEM;PL;PST;V.PTCP
veroordeelde	condamnée	veroordelen	condamner	V;V.PTCP	V;FEM;SG;PST;V.PTCP
veroordeelde	condamné	veroordelen	condamner	V;V.PTCP	V;MASC;SG;PST;V.PTCP
veroordeelde	condamnés	veroordelen	condamner	V;V.PTCP	V;MASC;PL;PST;V.PTCP
walk	marche	walk	marche	N;MASC+FEM;SG	N;FEM;SG
walk	promenade	walk	promenade	N;MASC+FEM;SG	N;FEM;SG
walk	balade	walk	balade	N;MASC+FEM;SG	N;FEM;SG
autonomie	autonomie	autonomie	autonomie	N;MASC+FEM;SG	N;FEM;SG
departementen	départements	departement	département	N;PL	N;MASC;PL
aftreden	démissionner	aftreden	démissionner	V;NFIN	V;NFIN
aftreden	démissionner	aftreden	démissionner	V;NFIN	V;NFIN
slapen	dormir	slapen	dormir	V;NFIN	V;NFIN
slapen	dormir	slapen	dormir	V;NFIN	V;NFIN
slapen	coucher	slapen	coucher	V;NFIN	V;NFIN
angels	anges	angel	ange	N;PL	N;MASC;PL
angels	angels	angel	angel	N;PL	N;MASC;PL
agrarische	agraire	agrarisch	agraire	ADJ	ADJ;MASC;SG
onderbroken	interrompue	onderbreken	interrompre	V;V.PTCP	V;FEM;SG;PST;V.PTCP
onderbroken	interrompues	onderbreken	interrompre	V;V.PTCP	V;FEM;PL;PST;V.PTCP
onderbroken	interrompus	onderbreken	interrompre	V;V.PTCP	V;MASC;PL;PST;V.PTCP
onderbroken	interrompu	onderbreken	interrompre	V;V.PTCP	V;MASC;SG;PST;V.PTCP
onderbroken	suspendu	onderbreken	suspendre	V;V.PTCP	V;MASC;SG;PST;V.PTCP
onderbroken	suspendues	onderbreken	suspendu	V;V.PTCP	V;FEM;PL;PST;V.PTCP
onderbroken	suspendue	onderbreken	suspendre	V;V.PTCP	V;FEM;SG;PST;V.PTCP
onderbroken	suspendus	onderbreken	suspendu	V;V.PTCP	V;MASC;PL;PST;V.PTCP
journalisten	journalistes	journalist	journaliste	N;PL	N;MASC;PL
journalisten	journalistes	journalist	journaliste	N;PL	N;MASC;PL
isle	isle	isle	isle	N;MASC+FEM;SG	N;FEM;SG
lift	ascenseur	lift	ascenseur	N;MASC+FEM;SG	N;MASC;SG
lift	élévateur	lift	élévateur	N;MASC+FEM;SG	N;MASC;SG
lift	ascenseur	lift	ascenseur	N;MASC+FEM;SG	N;MASC;SG
detroit	détroit	detroit	détroit	N;MASC+FEM;SG	N;MASC;SG
graan	céréale	graan	céréale	N;NEUT;SG	N;FEM;SG
graan	grain	graan	grain	N;NEUT;SG	N;MASC;SG
lezing	conférence	lezing	conférence	N;MASC+FEM;SG	N;FEM;SG
lezing	lecture	lezing	lecture	N;MASC+FEM;SG	N;FEM;SG
waardevolle	précieux	waardevol	précieux	ADJ	ADJ;MASC;SG
waardevolle	précieuse	waardevol	précieux	ADJ	ADJ;FEM;SG
male	mâle	maal	mâle	N;MASC+FEM;SG	N;MASC;SG
male	homme	maal	homme	N;MASC+FEM;SG	N;MASC;SG
kansen	possibilités	kans	possibilité	N;PL	N;FEM;PL
kansen	occasions	kans	occasion	N;PL	N;FEM;PL
kansen	opportunités	kans	opportunité	N;PL	N;FEM;PL
wiel	roue	wiel	roue	N;NEUT;SG	N;FEM;SG
beweerd	présumés	beweren	présumer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
beweerd	prétendue	beweren	prétendu	V;V.PTCP	V;FEM;SG;PST;V.PTCP
beweerd	présumé	beweren	présumer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
beweerd	présumée	beweren	présumer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
beweerd	prétendu	beweren	prétendre	V;V.PTCP	V;MASC;SG;PST;V.PTCP
beweerd	affirmée	beweren	affirmer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
beweerd	affirmé	beweren	affirmer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
ingevuld	complété	invullen	compléter	V;V.PTCP	V;MASC;SG;PST;V.PTCP
ingevuld	terminée	invullen	terminer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
ingevuld	achevés	invullen	achever	V;V.PTCP	V;MASC;PL;PST;V.PTCP
ingevuld	achevé	invullen	achever	V;V.PTCP	V;MASC;SG;PST;V.PTCP
ingevuld	terminées	invullen	terminer	V;V.PTCP	V;FEM;PL;PST;V.PTCP
ingevuld	terminé	invullen	terminer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
ingevuld	remplies	invullen	remplir	V;V.PTCP	V;FEM;PL;PST;V.PTCP
ingevuld	remplis	invullen	remplir	V;V.PTCP	V;MASC;PL;PST;V.PTCP
ingevuld	remplie	invullen	remplir	V;V.PTCP	V;FEM;SG;PST;V.PTCP
ingevuld	rempli	invullen	remplir	V;V.PTCP	V;MASC;SG;PST;V.PTCP
split	split	split	split	N;NEUT;SG	N;MASC;SG
split	scission	split	scission	N;NEUT;SG	N;FEM;SG
compact	compact	compact	compact	ADJ	ADJ;MASC;SG
compact	compactes	compact	compact	ADJ	ADJ;FEM;PL
compact	compacts	compact	compact	ADJ	ADJ;MASC;PL
compact	compacte	compact	compact	ADJ	ADJ;FEM;SG
vieren	fêter	vieren	fêter	V;NFIN	V;NFIN
vieren	célébrer	vieren	célébrer	V;NFIN	V;NFIN
vieren	célébrant	vieren	célébrer	V;NFIN	V;PRS;V.PTCP
vieren	fêter	vieren	fêter	V;NFIN	V;NFIN
vieren	célébrer	vieren	célébrer	V;NFIN	V;NFIN
peloton	peloton	peloton	peloton	N;NEUT;SG	N;MASC;SG
eeuwige	éternels	eeuwig	éternel	ADJ	ADJ;MASC;PL
eeuwige	éternelle	eeuwig	éternel	ADJ	ADJ;FEM;SG
eeuwige	éternel	eeuwig	éternel	ADJ	ADJ;MASC;SG
eeuwige	éternelle	eeuwig	éternel	ADJ	ADJ;FEM;SG
eeuwige	éternel	eeuwig	éternel	ADJ	ADJ;MASC;SG
zijkant	côté	zijkant	côté	N;MASC+FEM;SG	N;MASC;SG
zijkant	latéral	zijkant	latéral	N;MASC+FEM;SG	N;MASC;SG
moorden	homicides	moord	homicide	N;PL	N;MASC;PL
moorden	assassinats	moord	assassinat	N;PL	N;MASC;PL
moorden	meurtres	moord	meurtre	N;PL	N;MASC;PL
moorden	tueries	moord	tuerie	N;PL	N;FEM;PL
moorden	assassinats	moord	assassinat	N;PL	N;MASC;PL
moorden	meurtres	moord	meurtre	N;PL	N;MASC;PL
moorden	homicides	moord	homicide	N;PL	N;MASC;PL
lichamen	organes	lichaam	organe	N;PL	N;MASC;PL
lichamen	carrosseries	lichaam	carrosserie	N;PL	N;FEM;PL
klei	argile	klei	argile	N;MASC+FEM;SG	N;FEM;SG
drijven	dérivant	drijf	dériver	V;NFIN	V;PRS;V.PTCP
drijven	dériver	drijf	dériver	V;NFIN	V;NFIN
drijven	flottant	drijf	flotter	V;NFIN	V;PRS;V.PTCP
drijven	flotter	drijf	flotter	V;NFIN	V;NFIN
vertaler	traducteur	vertaler	traducteur	N;MASC+FEM;SG	N;MASC;SG
vertaler	traductrice	vertaler	traductrice	N;MASC+FEM;SG	N;FEM;SG
vertaler	interprète	vertaler	interprète	N;MASC+FEM;SG	N;MASC;SG
logische	logique	logisch	logique	ADJ	ADJ;FEM;SG
logische	logiques	logisch	logique	ADJ	ADJ;MASC;PL
logische	logique	logisch	logique	ADJ	ADJ;FEM;SG
logische	logiques	logisch	logique	ADJ	ADJ;MASC;PL
opties	options	optie	option	N;PL	N;FEM;PL
winnende	gagner	winnen	gagner	V;V.PTCP	V;NFIN
winnende	gagnant	winnen	gagner	V;V.PTCP	V;PRS;V.PTCP
engelen	anges	engel	ange	N;PL	N;MASC;PL
engelen	angels	engel	angel	N;PL	N;MASC;PL
federer	federer	federer	federer	N;MASC+FEM;SG	N;MASC;SG
evangelie	évangile	evangelie	évangile	N;NEUT;SG	N;MASC;SG
evangelie	evangile	evangelie	evangile	N;NEUT;SG	N;FEM;SG
letteren	lettres	letteren	lettre	N;PL	N;FEM;PL
gene	gène	gene	gène	N;MASC+FEM;SG	N;MASC;SG
eitjes	œufs	eit	œuf	N;PL	N;MASC;PL
eitjes	oeufs	eit	oeuf	N;PL	N;MASC;PL
eigenaren	propriétaires	eigenaar	propriétaire	N;PL	N;MASC;PL
immigranten	immigrants	immigrant	immigrant	N;PL	N;MASC;PL
immigranten	immigrants	immigrant	immigrant	N;PL	N;MASC;PL
beschaving	civilisation	beschaving	civilisation	N;MASC+FEM;SG	N;FEM;SG
beschaving	civilisation	beschaving	civilisation	N;MASC+FEM;SG	N;FEM;SG
madame	madame	madame	Monsieur	N;MASC+FEM;SG	N;FEM;SG
herberg	taverne	herberg	taverner	N;MASC+FEM;SG	N;FEM;SG
herberg	inn	herberg	inn	N;MASC+FEM;SG	N;MASC;SG
toeval	hasard	toeval	hasard	N;NEUT;SG	N;MASC;SG
toeval	coïncidence	toeval	coïncidence	N;NEUT;SG	N;FEM;SG
toeval	coincidence	toeval	coincidence	N;NEUT;SG	N;FEM;SG
col	col	col	col	N;MASC+FEM;SG	N;MASC;SG
lood	plomb	lood	plomb	N;NEUT;SG	N;MASC;SG
geologische	géologique	geologisch	géologique	ADJ	ADJ;MASC;SG
geologische	géologiques	geologisch	géologique	ADJ	ADJ;MASC;PL
nieuwste	dernier	nieuw	dernier	ADJ;RL	ADJ;MASC;SG
nieuwste	dernières	nieuw	dernier	ADJ;RL	ADJ;FEM;PL
nieuwste	derniers	nieuw	dernier	ADJ;RL	ADJ;MASC;PL
nieuwste	dernière	nieuw	dernier	ADJ;RL	ADJ;FEM;SG
xbox	xbox	xbox	xbox	N;MASC+FEM;SG	N;MASC;SG
martha	marthe	martha	marthe	N;MASC+FEM;SG	N;FEM;SG
lucky	veinard	lucky	veinard	N;MASC+FEM;SG	N;MASC;SG
beat	battement	bieten	battement	N;MASC+FEM;SG	N;MASC;SG
mes	blade	mes	blade	N;NEUT;SG	N;MASC;SG
mes	lame	mes	lame	N;NEUT;SG	N;FEM;SG
mes	couteau	mes	couteau	N;NEUT;SG	N;MASC;SG
mes	poignard	mes	poignard	N;NEUT;SG	N;MASC;SG
parasiet	parasite	parasiet	parasite	N;MASC+FEM;SG	N;MASC;SG
planeten	planètes	planeet	planète	N;PL	N;FEM;PL
bes	baie	bes	baie	N;MASC+FEM;SG	N;FEM;SG
beperking	restriction	beperking	restriction	N;MASC+FEM;SG	N;FEM;SG
beperking	limitation	beperking	limitation	N;MASC+FEM;SG	N;FEM;SG
artsen	médecins	arts	médecin	N;PL	N;MASC;PL
artsen	docteurs	arts	docteur	N;PL	N;MASC;PL
artsen	médecins	arts	médecin	N;PL	N;MASC;PL
seksueel	sexuel	seksueel	sexuel	ADJ	ADJ;MASC;SG
seksueel	sexuelles	seksueel	sexuel	ADJ	ADJ;FEM;PL
seksueel	sexuelle	seksueel	sexuel	ADJ	ADJ;FEM;SG
armeense	arménienne	armeens	arménien	ADJ	ADJ;FEM;SG
armeense	arménien	armeens	arménien	ADJ	ADJ;MASC;SG
armeense	arméniens	armeens	arménien	ADJ	ADJ;MASC;PL
mission	mission	mission	mission	N;MASC+FEM;SG	N;FEM;SG
ontsnapt	échappe	ontsnappen	échapper	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
reliëf	relief	reliëf	relief	N;NEUT;SG	N;MASC;SG
reliëf	soulagement	reliëf	soulagement	N;NEUT;SG	N;MASC;SG
reliëf	secours	reliëf	secours	N;NEUT;SG	N;MASC;SG
uitgekomen	éclos	uitkomen	éclo	V;V.PTCP	V;MASC;PL;PST;V.PTCP
mongoolse	mongole	mongools	mongol	ADJ	ADJ;FEM;SG
mongoolse	mongole	mongools	mongol	ADJ	ADJ;FEM;SG
consequent	cohérents	consequent	cohérent	ADJ	ADJ;MASC;PL
consequent	cohérentes	consequent	cohérent	ADJ	ADJ;FEM;PL
consequent	cohérente	consequent	cohérent	ADJ	ADJ;FEM;SG
consequent	cohérent	consequent	cohérent	ADJ	ADJ;MASC;SG
musculus	musculus	musculus	musculus	N;MASC+FEM;SG	N;MASC;SG
doelstelling	objectif	doelstelling	objectif	N;MASC+FEM;SG	N;MASC;SG
doelstelling	but	doelstelling	but	N;MASC+FEM;SG	N;MASC;SG
doelstelling	objectif	doelstelling	objectif	N;MASC+FEM;SG	N;MASC;SG
borussia	borussia	borussia	borussia	N;MASC+FEM;SG	N;MASC;SG
ruïne	ruine	ruïne	ruine	N;MASC+FEM;SG	N;FEM;SG
ruïne	ruine	ruïne	ruine	N;MASC+FEM;SG	N;FEM;SG
kunstmatige	artificiels	kunstmatig	artificiel	ADJ	ADJ;MASC;PL
kunstmatige	artificiel	kunstmatig	artificiel	ADJ	ADJ;MASC;SG
kunstmatige	artificielle	kunstmatig	artificiel	ADJ	ADJ;FEM;SG
kunstmatige	artificielles	kunstmatig	artificiel	ADJ	ADJ;FEM;PL
voortzetting	continuation	voortzetting	continuation	N;MASC+FEM;SG	N;FEM;SG
voortzetting	continuation	voortzetting	continuation	N;MASC+FEM;SG	N;FEM;SG
uitzonderlijk	extraordinaire	uitzonderlijk	extraordinaire	ADJ	ADJ;MASC;SG
uitzonderlijk	extraordinaires	uitzonderlijk	extraordinaire	ADJ	ADJ;MASC;PL
uitzonderlijk	exceptionnel	uitzonderlijk	exceptionnel	ADJ	ADJ;MASC;SG
uitzonderlijk	exceptionnels	uitzonderlijk	exceptionnel	ADJ	ADJ;MASC;PL
uitzonderlijk	exceptionnelle	uitzonderlijk	exceptionnel	ADJ	ADJ;FEM;SG
uitzonderlijk	exceptionnelles	uitzonderlijk	exceptionnel	ADJ	ADJ;FEM;PL
enthousiast	enthousiaste	enthousiast	enthousiaste	ADJ	ADJ;MASC;SG
enthousiast	enthousiastes	enthousiast	enthousiaste	ADJ	ADJ;MASC;PL
enthousiast	enthousiaste	enthousiast	enthousiaste	ADJ	ADJ;MASC;SG
locomotief	locomotive	locomotief	locomotif	N;MASC+FEM;SG	N;FEM;SG
rolling	laminage	rolling	laminage	N;MASC+FEM;SG	N;MASC;SG
rolling	roulement	rolling	roulement	N;MASC+FEM;SG	N;MASC;SG
schuin	oblique	schuin	obliquer	ADJ	ADJ;MASC;SG
uitgevonden	inventés	uitvinden	inventer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
uitgevonden	inventée	uitvinden	inventer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
uitgevonden	inventé	uitvinden	inventer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
peugeot	peugeot	peugeot	peugeot	N;MASC+FEM;SG	N;MASC;SG
stukjes	bits	stuk	bit	N;PL	N;MASC;PL
stukjes	morceaux	stuk	morceau	N;PL	N;MASC;PL
hunt	chasse	hunt	chasse	N;MASC+FEM;SG	N;FEM;SG
