през	keresztül	през	keresztül	ADP	ADP
редактор	szerkesztője	редактор	szerkesztő	N;INDF;MASC;SG	N;NOM;SG
редактор	szerkesztő	редактор	szerkesztő	N;INDF;MASC;SG	N;NOM;SG
футболист	labdarúgó	футболист	labdarúgó	N;INDF;MASC;SG	N;NOM;SG
футболист	focista	футболист	focista	N;INDF;MASC;SG	N;NOM;SG
организация	szervezés	организация	szervezés	N;INDF;FEM;SG	N;NOM;SG
организация	szervezet	организация	szervezet	N;INDF;FEM;SG	N;NOM;SG
организация	szervezés	организация	szervezés	N;INDF;FEM;SG	N;NOM;SG
организация	szervezet	организация	szervezet	N;INDF;FEM;SG	N;NOM;SG
договор	szerződéssel	договор	szerződés	N;INDF;MASC;SG	N;INS;SG
договор	szerződéssel	договор	szerződés	N;INDF;MASC;SG	N;INS;SG
север	északra	север	észak	N;INDF;MASC;SG	N;ON+ALL;SG
изток	keletre	изток	keletr	N;INDF;MASC;SG	N;ON+ALL;SG
човек	ember	човек	ember	N;INDF;MASC;SG	N;NOM;SG
човек	férfi	човек	férfi	N;INDF;MASC;SG	N;NOM;SG
човек	ember	човек	ember	N;INDF;MASC;SG	N;NOM;SG
състав	összetétel	състав	összetétel	N;INDF;MASC;SG	N;NOM;SG
състав	összetétele	състав	összetétele	N;INDF;MASC;SG	N;NOM;SG
треньор	edző	треньор	edző	N;INDF;MASC;SG	N;NOM;SG
треньор	edző	треньор	edző	N;INDF;MASC;SG	N;NOM;SG
отбори	csapatok	отбор	csapat	N;INDF;MASC;PL	N;NOM;PL
статии	árucikkek	статия	árucik	N;INDF;FEM;PL	N;NOM;PL
статии	cikkek	статия	cikk	N;INDF;FEM;PL	N;NOM;PL
управление	menedzsment	управление	menedzsment	N;INDF;NEUT;SG	N;NOM;SG
управление	irányítás	управление	irányítás	N;INDF;NEUT;SG	N;NOM;SG
управление	vezetőség	управление	vezetőség	N;INDF;NEUT;SG	N;NOM;SG
управление	gazdálkodás	управление	gazdálkodás	N;INDF;NEUT;SG	N;NOM;SG
управление	kormányzás	управление	kormányzás	N;INDF;NEUT;SG	N;NOM;SG
управление	irányítás	управление	irányítás	N;INDF;NEUT;SG	N;NOM;SG
литература	irodalom	литература	irodalom	N;INDF;FEM;SG	N;NOM;SG
дейност	tevékenység	дейност	tevékenység	N;INDF;FEM;SG	N;NOM;SG
дейност	aktivitás	дейност	aktivitás	N;INDF;FEM;SG	N;NOM;SG
видове	fajok	вид	fajok	N;INDF;MASC;PL	N;NOM;PL
видове	típusok	вид	típus	N;INDF;MASC;PL	N;NOM;PL
видове	típusai	вид	típus	N;INDF;MASC;PL	N;NOM;PL
власт	energia	власт	energia	N;INDF;FEM;SG	N;NOM;SG
власт	erő	власт	erő	N;INDF;FEM;SG	N;NOM;SG
власт	hatalom	власт	hatalom	N;INDF;FEM;SG	N;NOM;SG
живота	élet	живот	élet	N;DEF;MASC;SG	N;NOM;SG
живота	életem	живот	élet	N;DEF;MASC;SG	N;NOM;SG
тип	típus	тип	típus	N;INDF;MASC;SG	N;NOM;SG
тип	típusa	тип	típus	N;INDF;MASC;SG	N;NOM;SG
изчезване	kihalás	изчезване	kihalás	N;INDF;NEUT;SG	N;NOM;SG
изчезване	eltűnése	изчезване	eltűnés	N;INDF;NEUT;SG	N;NOM;SG
шампион	bajnok	шампион	bajn	N;INDF;MASC;SG	N;NOM;SG
шампион	bajnok	шампион	bajn	N;INDF;MASC;SG	N;NOM;SG
съвет	tanácsadás	съвет	tanácsadás	N;INDF;MASC;SG	N;NOM;SG
съвет	tanács	съвет	tanács	N;INDF;MASC;SG	N;NOM;SG
съвет	tanácsot	съвет	tanács	N;INDF;MASC;SG	N;ACC;SG
съвет	tipp	съвет	tipp	N;INDF;MASC;SG	N;NOM;SG
съвет	tanács	съвет	tanács	N;INDF;MASC;SG	N;NOM;SG
исторически	történelmi	исторически	történelmi	ADJ;INDF;MASC;SG	ADJ;NOM;SG
исторически	történelmi	исторически	történelmi	ADJ;INDF;MASC;SG	ADJ;NOM;SG
римски	római	римски	római	ADJ;INDF;MASC;SG	ADJ;NOM;SG
кръг	kör	кръг	kör	N;INDF;MASC;SG	N;NOM;SG
кръг	kört	кръг	kör	N;INDF;MASC;SG	N;ACC;SG
кръг	kör	кръг	kör	N;INDF;MASC;SG	N;NOM;SG
кръг	forduló	кръг	forduló	N;INDF;MASC;SG	N;NOM;SG
майка	édesanyám	майка	édesanya	N;INDF;FEM;SG	N;NOM;SG
майка	anya	майка	anya	N;INDF;FEM;SG	N;NOM;SG
карта	térképet	карта	térkép	N;INDF;FEM;SG	N;ACC;SG
карта	kártya	карта	kártya	N;INDF;FEM;SG	N;NOM;SG
нов	új	нов	új	ADJ;INDF;MASC;SG	ADJ;NOM;SG
песни	dalok	песен	dalok	N;INDF;FEM;PL	N;NOM;PL
песни	dalokat	песен	dalok	N;INDF;FEM;PL	N;ACC;PL
множество	többszörös	множество	többszörös	N;INDF;NEUT;SG	N;NOM;SG
политика	szabályzat	политика	szabályzat	N;INDF;FEM;SG	N;NOM;SG
политика	politika	политика	politika	N;INDF;FEM;SG	N;NOM;SG
политика	politika	политика	politika	N;INDF;FEM;SG	N;NOM;SG
форма	alakja	форма	alak	N;INDF;FEM;SG	N;NOM;SG
форма	forma	форма	forma	N;INDF;FEM;SG	N;NOM;SG
форма	formát	форма	forma	N;INDF;FEM;SG	N;ACC;SG
форма	alakzat	форма	alakzat	N;INDF;FEM;SG	N;NOM;SG
форма	űrlap	форма	űrlap	N;INDF;FEM;SG	N;NOM;SG
форма	forma	форма	forma	N;INDF;FEM;SG	N;NOM;SG
форма	formájában	форма	forma	N;INDF;FEM;SG	N;IN+ESS;SG
форма	nyomtatvány	форма	nyomtatvány	N;INDF;FEM;SG	N;NOM;SG
семейството	családi	семейство	családi	N;DEF;NEUT;SG	N;NOM;SG
семейството	családtag	семейство	családtag	N;DEF;NEUT;SG	N;NOM;SG
семейството	család	семейство	család	N;DEF;NEUT;SG	N;NOM;SG
съпруга	házastársa	съпруга	házastárs	N;INDF;FEM;SG	N;NOM;SG
съпруга	házastárs	съпруга	házastárs	N;INDF;FEM;SG	N;NOM;SG
съпруга	feleségem	съпруга	fel+eség	N;INDF;FEM;SG	N;NOM;SG
съпруга	felesége	съпруга	fel+eség	N;INDF;FEM;SG	N;NOM;SG
съпруга	feleség	съпруга	feleség	N;INDF;FEM;SG	N;NOM;SG
район	régió	район	régió	N;INDF;MASC;SG	N;NOM;SG
район	körzet	район	körzet	N;INDF;MASC;SG	N;NOM;SG
район	járás	район	járás	N;INDF;MASC;SG	N;NOM;SG
район	terület	район	terület	N;INDF;MASC;SG	N;NOM;SG
район	környék	район	környék	N;INDF;MASC;SG	N;NOM;SG
музика	zene	музика	zene	N;INDF;FEM;SG	N;NOM;SG
първенство	bajnokság	първенство	bajnokság	N;INDF;NEUT;SG	N;NOM;SG
представлява	képviseli	представлявам	képviseli	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
отнася	utal	отнасям-(се)	utal	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
отнася	hivatkozik	отнасям-(се)	hivatkozik	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
манастир	kolostorban	манастир	kolostor	N;INDF;MASC;SG	N;IN+ESS;SG
манастир	kolostor	манастир	kolostor	N;INDF;MASC;SG	N;NOM;SG
манастир	kolostor	манастир	kolostor	N;INDF;MASC;SG	N;NOM;SG
манастир	zárda	манастир	zárda	N;INDF;MASC;SG	N;NOM;SG
файл	fájl	файл	fájl	N;INDF;MASC;SG	N;NOM;SG
файл	file	файл	file	N;INDF;MASC;SG	N;NOM;SG
файл	akta	файл	akta	N;INDF;MASC;SG	N;NOM;SG
награди	díjak	награда	díj	N;INDF;FEM;PL	N;NOM;PL
награди	díjak	награда	díj	N;INDF;FEM;PL	N;NOM;PL
награди	díjakat	награда	díj	N;INDF;FEM;PL	N;ACC;PL
немски	német	немски	német	ADJ;INDF;MASC;SG	ADJ;NOM;SG
помощ	támogatás	помощ	támogatás	N;INDF;FEM;SG	N;NOM;SG
помощ	segély	помощ	segély	N;INDF;FEM;SG	N;NOM;SG
помощ	segítség	помощ	segítség	N;INDF;FEM;SG	N;NOM;SG
вода	víz	вода	víz	N;INDF;FEM;SG	N;NOM;SG
вода	vizet	вода	víz	N;INDF;FEM;SG	N;ACC;SG
свят	vilag	свят	vilag	N;INDF;MASC;SG	N;NOM;SG
административен	igazgatási	административен	igazgatási	ADJ;INDF;MASC;SG	ADJ;NOM;SG
скоро	hamarosan	скоро	hamarosan	ADV	ADV
войски	katonák	войска	katona	N;INDF;FEM;PL	N;NOM;PL
войски	csapatok	войска	csapat	N;INDF;FEM;PL	N;NOM;PL
стил	stílus	стил	stílus	N;INDF;MASC;SG	N;NOM;SG
живее	él	живея	él	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
достига	eléri	достигам	eléri	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
уебсайт	weboldal	уебсайт	weboldal	N;INDF;MASC;SG	N;NOM;SG
уебсайт	honlap	уебсайт	honlap	N;INDF;MASC;SG	N;NOM;SG
уебсайт	webhely	уебсайт	webhely	N;INDF;MASC;SG	N;NOM;SG
земята	föld	земя	föld	N;DEF;FEM;SG	N;NOM;SG
връзка	kapcsolat	връзка	kapcsolat	N;INDF;FEM;SG	N;NOM;SG
връзка	kapcsolódás	връзка	kapcsolódás	N;INDF;FEM;SG	N;NOM;SG
връзка	csatlakozás	връзка	csatlakozás	N;INDF;FEM;SG	N;NOM;SG
връзка	hivatkozás	връзка	hivatkozás	N;INDF;FEM;SG	N;NOM;SG
връзка	kapcsolat	връзка	kapcsolat	N;INDF;FEM;SG	N;NOM;SG
връзка	hivatkozást	връзка	hivatkozás	N;INDF;FEM;SG	N;ACC;SG
връзка	kapcsolódás	връзка	kapcsolódás	N;INDF;FEM;SG	N;NOM;SG
връзка	kapcsolatot	връзка	kapcsolat	N;INDF;FEM;SG	N;ACC;SG
връзка	kapcsolat	връзка	kapcsolat	N;INDF;FEM;SG	N;NOM;SG
роля	szerepet	роля	szerep	N;INDF;FEM;SG	N;ACC;SG
роля	szerep	роля	szerep	N;INDF;FEM;SG	N;NOM;SG
роля	szerepe	роля	szerep	N;INDF;FEM;SG	N;NOM;SG
създава	teremt	създавам	teremt	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
как	hogyan	как	hogyan	ADV	ADV
китай	porcelán	китай	porcela	N;INDF;MASC;SG	N;NOM;SG
линия	vonal	линия	vonal	N;INDF;FEM;SG	N;NOM;SG
кариера	karrier	кариера	karrier	N;INDF;FEM;SG	N;NOM;SG
кариера	karrier	кариера	karrier	N;INDF;FEM;SG	N;NOM;SG
развитие	fejlesztés	развитие	fejlesztés	N;INDF;NEUT;SG	N;NOM;SG
развитие	fejlődés	развитие	fejlődés	N;INDF;NEUT;SG	N;NOM;SG
лига	liga	лига	liga	N;INDF;FEM;SG	N;NOM;SG
лига	liga	лига	liga	N;INDF;FEM;SG	N;NOM;SG
роман	regény	роман	regény	N;INDF;MASC;SG	N;NOM;SG
източници	források	източник	forrás	N;INDF;MASC;PL	N;NOM;PL
консул	konzul	консул	konzul	N;INDF;MASC;SG	N;NOM;SG
книги	könyveket	книга	könyv	N;INDF;FEM;PL	N;ACC;PL
книги	könyvek	книга	könyv	N;INDF;FEM;PL	N;NOM;PL
стадион	stadion	стадион	stadion	N;INDF;MASC;SG	N;NOM;SG
стадион	stadionban	стадион	stadion	N;INDF;MASC;SG	N;IN+ESS;SG
служба	szerviz	служба	szerviz	N;INDF;FEM;SG	N;NOM;SG
служба	szolgálat	служба	szolgálat	N;INDF;FEM;SG	N;NOM;SG
служба	szolgáltatás	служба	szolgáltatás	N;INDF;FEM;SG	N;NOM;SG
произход	eredet	произход	eredet	N;INDF;MASC;SG	N;NOM;SG
произход	eredete	произход	eredet	N;INDF;MASC;SG	N;NOM;SG
произход	származás	произход	származás	N;INDF;MASC;SG	N;NOM;SG
произход	eredet	произход	eredet	N;INDF;MASC;SG	N;NOM;SG
точка	tárgy	точка	tárgy	N;INDF;FEM;SG	N;NOM;SG
точка	tétel	точка	tétel	N;INDF;FEM;SG	N;NOM;SG
точка	elem	точка	elem	N;INDF;FEM;SG	N;NOM;SG
академия	akadémia	академия	akadémia	N;INDF;FEM;SG	N;NOM;SG
първо	először	първо	először	ADV	ADV
предимно	elsősorban	предимно	elsősorban	ADV	ADV
предимно	leginkább	предимно	inkább	ADV	ADV
писатели	írók	писател	író	N;INDF;MASC;PL	N;NOM;PL
годината	évjárat	година	évjárat	N;DEF;FEM;SG	N;NOM;SG
годината	éve	година	év	N;DEF;FEM;SG	N;NOM;SG
годината	év	година	év	N;DEF;FEM;SG	N;NOM;SG
членове	tagjai	член	tag	N;INDF;MASC;PL	N;NOM;PL
членове	tagok	член	tag	N;INDF;MASC;PL	N;NOM;PL
членове	tagoknak	член	tag	N;INDF;MASC;PL	N;DAT;PL
членове	képviselők	член	képviselő	N;INDF;MASC;PL	N;NOM;PL
всичко	minden	всеки	minden	PRO;NOM;NEUT;SG	PRO;NOM;SG;3
всичко	minden	всеки	minden	PRO;NOM;NEUT;SG	PRO;NOM;SG;3
включително	beleértve	включително	bele+értv	ADV	ADV;V.CVB
птица	madár	птица	madár	N;INDF;FEM;SG	N;NOM;SG
влиза	belép	влизам	belép	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
автор	író	автор	író	N;INDF;MASC;SG	N;NOM;SG
възраст	kor	възраст	kor	N;INDF;FEM;SG	N;NOM;SG
възраст	életkor	възраст	életkor	N;INDF;FEM;SG	N;NOM;SG
комитет	bizottság	комитет	bizottság	N;INDF;MASC;SG	N;NOM;SG
езици	nyelveket	език	nyelv	N;INDF;MASC;PL	N;ACC;PL
езици	nyelvek	език	nyelv	N;INDF;MASC;PL	N;NOM;PL
езици	nyelveken	език	nyelv	N;INDF;MASC;PL	N;ON+ESS;PL
държави	államok	държава	állam	N;INDF;FEM;PL	N;NOM;PL
държави	államokat	държава	állam	N;INDF;FEM;PL	N;ACC;PL
държави	országokban	държава	ország	N;INDF;FEM;PL	N;IN+ESS;PL
държави	országok	държава	ország	N;INDF;FEM;PL	N;NOM;PL
сега	most	сега	most	ADV	ADV
връх	mount	връх	mount	N;INDF;MASC;SG	N;NOM;SG
връх	hegy	връх	hegy	N;INDF;MASC;SG	N;NOM;SG
битката	harc	битка	harc	N;DEF;FEM;SG	N;NOM;SG
битката	csata	битка	csata	N;DEF;FEM;SG	N;NOM;SG
ред	megrendelés	ред	megrendelés	N;INDF;MASC;SG	N;NOM;SG
ред	rendelés	ред	rendelés	N;INDF;MASC;SG	N;NOM;SG
ред	rend	ред	rend	N;INDF;MASC;SG	N;NOM;SG
ред	parancs	ред	parancs	N;INDF;MASC;SG	N;NOM;SG
ред	sort	ред	sor	N;INDF;MASC;SG	N;ACC;SG
мач	játék	мач	játék	N;INDF;MASC;SG	N;NOM;SG
мач	meccs	мач	meccs	N;INDF;MASC;SG	N;NOM;SG
мач	mérkőzés	мач	mérkőzés	N;INDF;MASC;SG	N;NOM;SG
мач	egyezés	мач	egyezés	N;INDF;MASC;SG	N;NOM;SG
мач	találat	мач	találat	N;INDF;MASC;SG	N;NOM;SG
мач	meccs	мач	meccs	N;INDF;MASC;SG	N;NOM;SG
мач	gyufa	мач	gyufa	N;INDF;MASC;SG	N;NOM;SG
дивизия	hadosztály	дивизия	hadosztály	N;INDF;FEM;SG	N;NOM;SG
дивизия	körzet	дивизия	körzet	N;INDF;FEM;SG	N;NOM;SG
дивизия	részleg	дивизия	részleg	N;INDF;FEM;SG	N;NOM;SG
дивизия	divízió	дивизия	divízió	N;INDF;FEM;SG	N;NOM;SG
събития	események	събитие	esemény	N;INDF;NEUT;PL	N;NOM;PL
събития	rendezvények	събитие	rendezvény	N;INDF;NEUT;PL	N;NOM;PL
серия	sorozat	серия	sorozat	N;INDF;FEM;SG	N;NOM;SG
градът	városban	град	város	N;DEF;MASC;SG	N;IN+ESS;SG
градът	város	град	város	N;DEF;MASC;SG	N;NOM;SG
градът	város	град	város	N;DEF;MASC;SG	N;NOM;SG
планина	hegyen	планина	hegy	N;INDF;FEM;SG	N;ON+ESS;SG
планина	hegy	планина	hegy	N;INDF;FEM;SG	N;NOM;SG
планина	mount	планина	mount	N;INDF;FEM;SG	N;NOM;SG
планина	hegy	планина	hegy	N;INDF;FEM;SG	N;NOM;SG
причина	oka	причина	ok	N;INDF;FEM;SG	N;NOM;SG
начало	kezdés	начало	kezdés	N;INDF;NEUT;SG	N;NOM;SG
начало	kezdete	начало	kezdet	N;INDF;NEUT;SG	N;NOM;SG
начало	eleje	начало	eleje	N;INDF;NEUT;SG	N;NOM;SG
начало	kezdet	начало	kezd	N;INDF;NEUT;SG	N;NOM;SG
биография	életrajz	биография	életrajz	N;INDF;FEM;SG	N;NOM;SG
движение	mozgás	движение	mozgás	N;INDF;NEUT;SG	N;NOM;SG
движение	indítvány	движение	indítvány	N;INDF;NEUT;SG	N;NOM;SG
движение	mozgás	движение	mozgás	N;INDF;NEUT;SG	N;NOM;SG
движение	mozgás	движение	mozgás	N;INDF;NEUT;SG	N;NOM;SG
актьор	színésznek	актьор	színészik	N;INDF;MASC;SG	N;GEN;SG
актьор	színész	актьор	színész	N;INDF;MASC;SG	N;NOM;SG
централна	központi	централен	központi	ADJ;INDF;FEM;SG	ADJ;NOM;SG
починал	elhunyt	почина-(си)	el+huny	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
музей	múzeumi	музей	múzeumi	N;INDF;MASC;SG	N;NOM;SG
музей	múzeum	музей	múzeum	N;INDF;MASC;SG	N;NOM;SG
книга	könyv	книга	könyv	N;INDF;FEM;SG	N;NOM;SG
книга	könyvet	книга	könyv	N;INDF;FEM;SG	N;ACC;SG
главно	elsősorban	главно	elsősorban	ADV	ADV
главно	leginkább	главно	inkább	ADV	ADV
командир	parancsnok	командир	parancsnok	N;INDF;MASC;SG	N;NOM;SG
носи	vinni	нося-(се)	vin	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN;ACT
носи	viselni	нося-(се)	visel	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN;ACT
сила	erőt	сила	erő	N;INDF;FEM;SG	N;ACC;SG
сила	erő	сила	erő	N;INDF;FEM;SG	N;NOM;SG
сила	erő	сила	erő	N;INDF;FEM;SG	N;NOM;SG
сила	energia	сила	energia	N;INDF;FEM;SG	N;NOM;SG
сила	erő	сила	erő	N;INDF;FEM;SG	N;NOM;SG
сила	hatalom	сила	hatalom	N;INDF;FEM;SG	N;NOM;SG
потребител	fogyasztói	потребител	fogyasztói	N;INDF;MASC;SG	N;NOM;SG
смърт	halál	смърт	halál	N;INDF;FEM;SG	N;NOM;SG
германски	német	германски	német	ADJ;INDF;MASC;SG	ADJ;NOM;SG
носител	fuvarozó	носител	fuvarozó	N;INDF;MASC;SG	N;NOM;SG
правителство	kormány	правителство	kormány	N;INDF;NEUT;SG	N;NOM;SG
правителство	kormányzat	правителство	kormányzat	N;INDF;NEUT;SG	N;NOM;SG
президент	elnök	президент	elnök	N;INDF;MASC;SG	N;NOM;SG
полк	ezred	полк	ezred	N;INDF;MASC;SG	N;NOM;SG
футбол	foci	футбол	foci	N;INDF;MASC;SG	N;NOM;SG
футбол	futball	футбол	futball	N;INDF;MASC;SG	N;NOM;SG
футбол	foci	футбол	foci	N;INDF;MASC;SG	N;NOM;SG
футбол	football	футбол	football	N;INDF;MASC;SG	N;IN+ESS;SG
футбол	futball	футбол	futball	N;INDF;MASC;SG	N;NOM;SG
случай	ügy	случай	ügy	N;INDF;MASC;SG	N;NOM;SG
случай	eset	случай	eset	N;INDF;MASC;SG	N;NOM;SG
против	ellen	против	ellen	ADP	ADP
раждане	születés	раждане	születés	N;INDF;NEUT;SG	N;NOM;SG
раждане	szülés	раждане	szülés	N;INDF;NEUT;SG	N;NOM;SG
изкуство	művészet	изкуство	művészet	N;INDF;NEUT;SG	N;NOM;SG
изкуство	művészeti	изкуство	művészeti	N;INDF;NEUT;SG	N;NOM;SG
изкуство	művészet	изкуство	művészet	N;INDF;NEUT;SG	N;NOM;SG
версия	verzió	версия	verzió	N;INDF;FEM;SG	N;NOM;SG
версия	változat	версия	változat	N;INDF;FEM;SG	N;NOM;SG
малка	kis	малък	kis	ADJ;INDF;FEM;SG	ADJ;NOM;SG
малка	kis	малък	kis	ADJ;INDF;FEM;SG	ADJ;NOM;SG
театър	színház	театър	színház	N;INDF;MASC;SG	N;NOM;SG
театър	színházi	театър	színházi	N;INDF;MASC;SG	N;NOM;SG
театър	színház	театър	színház	N;INDF;MASC;SG	N;NOM;SG
приема	elfogadja	приемам	el+fogad	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
приема	elfogad	приемам	el+fogad	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
пак	újra	пак	újra	ADV	ADV
основно	elsősorban	основно	elsősorban	ADV	ADV
отношение	magatartás	отношение	magatartás	N;INDF;NEUT;SG	N;NOM;SG
отношение	hozzáállás	отношение	hozzáállás	N;INDF;NEUT;SG	N;NOM;SG
текст	sms	текст	sms	N;INDF;MASC;SG	N;NOM;SG
текст	szöveg	текст	szöveg	N;INDF;MASC;SG	N;NOM;SG
текст	szöveget	текст	szöveg	N;INDF;MASC;SG	N;ACC;SG
текст	szöveg	текст	szöveg	N;INDF;MASC;SG	N;NOM;SG
образование	oktatás	образование	oktatás	N;INDF;NEUT;SG	N;NOM;SG
въстание	felkelés	въстание	felkelés	N;INDF;NEUT;SG	N;NOM;SG
въстание	felkelés	въстание	felkelés	N;INDF;NEUT;SG	N;NOM;SG
въстание	felkelés	въстание	felkelés	N;INDF;NEUT;SG	N;NOM;SG
въстание	lázadás	въстание	lázadás	N;INDF;NEUT;SG	N;NOM;SG
въстание	felkelés	въстание	felkelés	N;INDF;NEUT;SG	N;NOM;SG
въстание	lázadás	въстание	lázadás	N;INDF;NEUT;SG	N;NOM;SG
военен	katonai	военен	katonai	ADJ;INDF;MASC;SG	ADJ;NOM;SG
казва	mondja	казвам-(се)	mond	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
следва	követi	следва	követ	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
