من	de	مِن	de	ADP	ADP
عمل	negócio	عَمَل	negócio	N;NOM;INDF;SG	N;MASC;SG
جنوب	sul	جَنُوب	sul	N;NOM;INDF;SG	N;MASC;SG
جنوب	southern	جَنُوب	southern	N;NOM;INDF;SG	N;MASC;SG
جنوب	sul	جَنُوب	sul	N;NOM;INDF;SG	N;MASC;SG
جنوب	south	جَنُوب	south	N;NOM;INDF;SG	N;MASC;SG
العالمية	global	عَالَمِيّ	global	ADJ;NOM;DEF;FEM;SG	ADJ;MASC;SG
كبير	grande	كَبِير	grande	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
الوقت	hora	وَقت	hora	N;NOM;DEF;SG	N;FEM;SG
الوقت	horário	وَقت	horário	N;NOM;DEF;SG	N;MASC;SG
الوقت	tempo	وَقت	tempo	N;NOM;DEF;SG	N;MASC;SG
الوقت	time	وَقت	time	N;NOM;DEF;SG	N;MASC;SG
عملية	processo	عَمَلِيَّة	processo	N;NOM;INDF;SG	N;MASC;SG
عملية	funcionamento	عَمَلِيَّة	funcionamento	N;NOM;INDF;SG	N;MASC;SG
عملية	operação	عَمَلِيَّة	operação	N;NOM;INDF;SG	N;FEM;SG
مايو	may	مَايُو	may	N;GEN;INDF;SG	N;MASC;SG
مايو	maio	مَايُو	maio	N;GEN;INDF;SG	N;MASC;SG
فبراير	fevereiro	فِبرَايِر	fevereiro	N;GEN;INDF;SG	N;MASC;SG
فبراير	fev	فِبرَايِر	faver	N;GEN;INDF;SG	N;MASC;SG
فبراير	fevereiro	فِبرَايِر	fevereiro	N;GEN;INDF;SG	N;MASC;SG
يونيو	june	يُونِيُو	june	N;GEN;INDF;SG	N;FEM;SG
يونيو	junho	يُونِيُو	junho	N;GEN;INDF;SG	N;MASC;SG
يوليو	julho	يُولِيُو	julho	N;GEN;INDF;SG	N;MASC;SG
شمال	norte	شَمَال	norte	N;NOM;INDF;SG	N;MASC;SG
شمال	north	شَمَال	north	N;NOM;INDF;SG	N;MASC;SG
شمال	norte	شَمَال	norte	N;NOM;INDF;SG	N;MASC;SG
شمال	northern	شَمَال	northern	N;NOM;INDF;SG	N;MASC;SG
مراجع	referências	مَرجَع	referência	N;NOM;INDF;PL	N;FEM;PL
الاتحاد	union	اِتِّحَاد	union	N;NOM;DEF;SG	N;MASC;SG
الاتحاد	união	اِتِّحَاد	união	N;NOM;DEF;SG	N;FEM;SG
الاتحاد	federação	اِتِّحَاد	federação	N;NOM;DEF;SG	N;FEM;SG
الاتحاد	confederação	اِتِّحَاد	confederação	N;NOM;DEF;SG	N;FEM;SG
العراق	iraque	عِرَاق	iraque	N;NOM;DEF;SG	N;MASC;SG
سبتمبر	setembro	سِبتَمبِر	setembro	N;GEN;INDF;SG	N;MASC;SG
استخدام	uso	اِستِخدَام	uso	N;NOM;INDF;SG	N;MASC;SG
استخدام	utilização	اِستِخدَام	utilização	N;NOM;INDF;SG	N;FEM;SG
فريق	team	فَرِيق	team	N;NOM;INDF;SG	N;MASC;SG
فريق	equipa	فَرِيق	equipa	N;NOM;INDF;SG	N;FEM;SG
فريق	time	فَرِيق	time	N;NOM;INDF;SG	N;MASC;SG
فريق	equipe	فَرِيق	equipe	N;NOM;INDF;SG	N;FEM;SG
العامة	público	عَامَّة	público	N;NOM;DEF;SG	N;MASC;SG
العامة	pública	عَامَّة	público	N;NOM;DEF;SG	N;FEM;SG
العامة	publico	عَامَّة	publico	N;NOM;DEF;SG	N;MASC;SG
يقدر	apreciada	قَدَّر	apreciar	V;IPFV;MASC;IND;SG;3;FIN;PASS	V;FEM;SG;V.PTCP
يقدر	apreciado	قَدَّر	apreciar	V;IPFV;MASC;IND;SG;3;FIN;PASS	V;MASC;SG;V.PTCP
ديسمبر	dezembro	دِيسَمبِر	dezembro	N;GEN;INDF;SG	N;MASC;SG
ديسمبر	dezembro	دِيسَمبِر	dezembro	N;GEN;INDF;SG	N;MASC;SG
كبيرة	grande	كَبِير	grande	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
كبيرة	grande	كَبِير	grande	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
الجيش	militar	جَيش	militar	N;NOM;DEF;SG	N;MASC;SG
الجيش	exército	جَيش	exército	N;NOM;DEF;SG	N;MASC;SG
الجيش	tropa	جَيش	tropa	N;NOM;DEF;SG	N;FEM;SG
الجيش	army	جَيش	army	N;NOM;DEF;SG	N;MASC;SG
المساكن	habitações	مَسكَن	habitação	N;NOM;DEF;PL	N;FEM;PL
نوفمبر	novembro	نُوفِمبِر	novembro	N;GEN;INDF;SG	N;MASC;SG
نوفمبر	nov	نُوفِمبِر	nov	N;GEN;INDF;SG	N;MASC;SG
المديرية	direção	مُدِيرِيّ	direção	N;NOM;DEF;SG	N;FEM;SG
المديرية	direcção	مُدِيرِيّ	direcção	N;NOM;DEF;SG	N;FEM;SG
لاعب	player	لَاعِب	player	N;NOM;INDF;SG	N;MASC;SG
لاعب	reprodutor	لَاعِب	reprodutor	N;NOM;INDF;SG	N;MASC;SG
لاعب	jogador	لَاعِب	jogador	N;NOM;INDF;SG	N;MASC;SG
الفترة	periodo	فَترَة	periodo	N;NOM;DEF;SG	N;MASC;SG
الفترة	período	فَترَة	período	N;NOM;DEF;SG	N;MASC;SG
يجب	deve	وَجَب	dever	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
دولة	state	دَولَة	state	N;NOM;INDF;SG	N;MASC;SG
دولة	estado	دَولَة	estado	N;NOM;INDF;SG	N;MASC;SG
الدولي	internacional	دُوَلِيّ	internacional	ADJ;NOM;DEF;MASC;SG	ADJ;MASC;SG
كتب	escrito	كَتَب	escrever	V;PFV;MASC;SG;3;ACT	V;MASC;SG;V.PTCP
بلدة	vila	بَلدَة	vila	N;NOM;INDF;SG	N;FEM;SG
بلدة	cidade	بَلدَة	cidade	N;NOM;INDF;SG	N;FEM;SG
درجة	licenciatura	دَرَجَة	licenciatura	N;NOM;INDF;SG	N;FEM;SG
درجة	grau	دَرَجَة	grau	N;NOM;INDF;SG	N;MASC;SG
خاصة	privada	خَاصّ	privado	ADJ;ACC;INDF;FEM;SG	ADJ;FEM;SG
خاصة	privado	خَاصّ	privado	ADJ;ACC;INDF;FEM;SG	ADJ;MASC;SG
خاصة	especial	خَاصّ	especial	ADJ;ACC;INDF;FEM;SG	ADJ;MASC;SG
الحكومة	governo	حُكُومَة	governo	N;NOM;DEF;SG	N;MASC;SG
القوات	tropas	قُوَّة	tropa	N;NOM;DEF;PL	N;FEM;PL
ملعب	stade	مَلعَب	stade	N;NOM;INDF;SG	N;MASC;SG
ملعب	estádio	مَلعَب	estádio	N;NOM;INDF;SG	N;MASC;SG
ملعب	recreio	مَلعَب	recreio	N;NOM;INDF;SG	N;MASC;SG
ملعب	estádio	مَلعَب	estádio	N;NOM;INDF;SG	N;MASC;SG
ملعب	stadium	مَلعَب	stadium	N;NOM;INDF;SG	N;MASC;SG
متر	metro	مِتر	metro	N;NOM;INDF;SG	N;MASC;SG
متر	medidor	مِتر	medidor	N;NOM;INDF;SG	N;MASC;SG
متر	contador	مِتر	contador	N;NOM;INDF;SG	N;MASC;SG
متر	métrica	مِتر	métrico	N;NOM;INDF;SG	N;FEM;SG
الوطنية	national	وَطَنِيَّة	national	N;NOM;DEF;SG	N;MASC;SG
حالة	status	حَالَة	status	N;NOM;INDF;SG	N;MASC;SG
حالة	estatuto	حَالَة	estatuto	N;NOM;INDF;SG	N;MASC;SG
حالة	estado	حَالَة	estado	N;NOM;INDF;SG	N;MASC;SG
حالة	case	حَالَة	case	N;NOM;INDF;SG	N;MASC;SG
حالة	caso	حَالَة	caso	N;NOM;INDF;SG	N;MASC;SG
حالة	condição	حَالَة	condição	N;NOM;INDF;SG	N;FEM;SG
حالة	estado	حَالَة	estado	N;NOM;INDF;SG	N;MASC;SG
الفيلم	filme	فِيلم	filme	N;NOM;DEF;SG	N;MASC;SG
الفيلم	película	فِيلم	película	N;NOM;DEF;SG	N;FEM;SG
الفيلم	filme	فِيلم	filme	N;NOM;DEF;SG	N;MASC;SG
الدول	estados	دَولَة	estado	N;NOM;DEF;PL	N;MASC;PL
الدول	países	دَولَة	país	N;NOM;DEF;PL	N;MASC;PL
كلية	faculdade	كُلِّيَّة	faculdade	N;NOM;INDF;SG	N;FEM;SG
كلية	colégio	كُلِّيَّة	colégio	N;NOM;INDF;SG	N;MASC;SG
كلية	college	كُلِّيَّة	college	N;NOM;INDF;SG	N;MASC;SG
كلية	universidade	كُلِّيَّة	universidade	N;NOM;INDF;SG	N;FEM;SG
كلية	rim	كُلِّيَّة	rim	N;NOM;INDF;SG	N;MASC;SG
كلية	faculdade	كُلِّيَّة	faculdade	N;NOM;INDF;SG	N;FEM;SG
الدرجة	licenciatura	دَرَجَة	licenciatura	N;NOM;DEF;SG	N;FEM;SG
الدرجة	grau	دَرَجَة	grau	N;NOM;DEF;SG	N;MASC;SG
الخاصة	privada	خَاصّ	privado	ADJ;NOM;DEF;FEM;SG	ADJ;FEM;SG
الخاصة	privado	خَاصّ	privado	ADJ;NOM;DEF;FEM;SG	ADJ;MASC;SG
الرئيس	presidente	رَئِيس	presidente	N;NOM;DEF;SG	N;MASC;SG
الرئيس	chief	رَئِيس	chief	N;NOM;DEF;SG	N;MASC;SG
الرئيس	chefe	رَئِيس	chefe	N;NOM;DEF;SG	N;MASC;SG
الرئيس	alcaide	رَئِيس	alcaide	N;NOM;DEF;SG	N;MASC;SG
الرئيس	presidente	رَئِيس	presidente	N;NOM;DEF;SG	N;MASC;SG
الشمالية	setentrional	شَمَالِيّ	setentrional	ADJ;NOM;DEF;FEM;SG	ADJ;MASC;SG
بداية	início	بِدَايَة	início	N;NOM;INDF;SG	N;MASC;SG
بداية	início	بِدَايَة	início	N;NOM;INDF;SG	N;MASC;SG
بداية	começo	بِدَايَة	começo	N;NOM;INDF;SG	N;MASC;SG
شرق	oriente	شَرق	oriente	N;NOM;INDF;SG	N;MASC;SG
شرق	leste	شَرق	leste	N;NOM;INDF;SG	N;MASC;SG
شرق	east	شَرق	east	N;NOM;INDF;SG	N;MASC;SG
شرق	leste	شَرق	leste	N;NOM;INDF;SG	N;MASC;SG
شرق	eastern	شَرق	eastern	N;NOM;INDF;SG	N;MASC;SG
قوالب	modelos	قَالَب	modelo	N;NOM;INDF;PL	N;MASC;PL
ويكيبيديا	wikipédia	ويكيبيديا	wikipédia	N;NOM;DEF;SG	N;FEM;SG
ويكيبيديا	wikipedia	ويكيبيديا	wikipedia	N;NOM;DEF;SG	N;FEM;SG
نهاية	end	نِهَايَة	end	N;NOM;INDF;SG	N;MASC;SG
نهاية	final	نِهَايَة	final	N;NOM;INDF;SG	N;MASC;SG
نهاية	fim	نِهَايَة	fim	N;NOM;INDF;SG	N;MASC;SG
العزلة	isolamento	عُزلَة	isolamento	N;NOM;DEF;SG	N;MASC;SG
العزلة	solidão	عُزلَة	solidão	N;NOM;DEF;SG	N;FEM;SG
وسط	central	وَسط	central	N;NOM;INDF;SG	N;FEM;SG
وسط	middle	وَسط	middle	N;NOM;INDF;SG	N;MASC;SG
دور	papel	دَور	papel	N;NOM;INDF;SG	N;MASC;SG
القرية	vila	قَريَة	vila	N;NOM;DEF;SG	N;FEM;SG
القرية	aldeia	قَريَة	aldeia	N;NOM;DEF;SG	N;FEM;SG
السنة	ano	سَنَة	ano	N;NOM;DEF;SG	N;MASC;SG
حكم	árbitro	حُكم	árbitro	N;NOM;INDF;SG	N;MASC;SG
شكل	forma	شَكل	forma	N;NOM;INDF;SG	N;FEM;SG
شكل	shape	شَكل	shape	N;NOM;INDF;SG	N;MASC;SG
شكل	forma	شَكل	forma	N;NOM;INDF;SG	N;FEM;SG
شكل	formulário	شَكل	formulário	N;NOM;INDF;SG	N;MASC;SG
نسبة	rácio	نِسبَة	rácio	N;NOM;INDF;SG	N;MASC;SG
نسبة	proporção	نِسبَة	proporção	N;NOM;INDF;SG	N;FEM;SG
نسبة	proporção	نِسبَة	proporção	N;NOM;INDF;SG	N;FEM;SG
الكتاب	livro	كِتَاب	livro	N;NOM;DEF;SG	N;MASC;SG
الناس	pessoas	إِنسَان	pessoa	N;NOM;DEF;PL	N;FEM;PL
المغرب	marrocos	مَغرِب	marroco	N;NOM;DEF;SG	N;MASC;SG
حرب	guerra	حَرب	guerra	N;NOM;INDF;SG	N;FEM;SG
حرب	war	حَرب	war	N;NOM;INDF;SG	N;MASC;SG
الجهاز	aparelho	جِهَاز	aparelho	N;NOM;DEF;SG	N;MASC;SG
الجهاز	dispositivo	جِهَاز	dispositivo	N;NOM;DEF;SG	N;MASC;SG
معظم	most	مُعظَم	most	N;NOM;INDF;SG	N;MASC;SG
القاهرة	cairo	قَاهِرَة	cairo	N;NOM;DEF;SG	N;MASC;SG
ثلاثة	tres	ثَلَاثَة	tres	NUM;NOM;INDF;MASC	NUM
ثلاثة	três	ثَلَاثَة	três	NUM;NOM;INDF;MASC	NUM
الحكم	árbitro	حُكم	árbitro	N;NOM;DEF;SG	N;MASC;SG
الحكم	juízo	حُكم	juízo	N;NOM;DEF;SG	N;MASC;SG
الحكم	julgamento	حُكم	julgamento	N;NOM;DEF;SG	N;MASC;SG
الحكم	acórdão	حُكم	acórdão	N;NOM;DEF;SG	N;MASC;SG
الحكم	governação	حُكم	governação	N;NOM;DEF;SG	N;FEM;SG
الحكم	governança	حُكم	governança	N;NOM;DEF;SG	N;FEM;SG
الشرقية	oriental	شَرقِيّ	oriental	ADJ;NOM;DEF;FEM;SG	ADJ;MASC;SG
الشرقية	oriental	شَرقِيّ	oriental	ADJ;NOM;DEF;FEM;SG	ADJ;MASC;SG
صفحة	pagina	صَفحَة	pagina	N;NOM;INDF;SG	N;FEM;SG
صفحة	página	صَفحَة	página	N;NOM;INDF;SG	N;FEM;SG
صفحة	page	صَفحَة	pagar	N;NOM;INDF;SG	N;MASC;SG
بلدية	município	بَلَدِيَّة	município	N;NOM;INDF;SG	N;MASC;SG
بلدية	concelho	بَلَدِيَّة	concelho	N;NOM;INDF;SG	N;MASC;SG
القسم	departamento	قِسم	departamento	N;NOM;DEF;SG	N;MASC;SG
القسم	seção	قِسم	seção	N;NOM;DEF;SG	N;FEM;SG
القسم	secção	قِسم	secção	N;NOM;DEF;SG	N;FEM;SG
برنامج	programa	بَرنَامَج	programa	N;NOM;INDF;SG	N;MASC;SG
برنامج	programa	بَرنَامَج	programa	N;NOM;INDF;SG	N;MASC;SG
برنامج	software	بَرنَامَج	software	N;NOM;INDF;SG	N;MASC;SG
وقت	hora	وَقت	hora	N;NOM;INDF;SG	N;FEM;SG
وقت	horário	وَقت	horário	N;NOM;INDF;SG	N;MASC;SG
وقت	tempo	وَقت	tempo	N;NOM;INDF;SG	N;MASC;SG
وقت	time	وَقت	time	N;NOM;INDF;SG	N;MASC;SG
النظام	system	نِظَام	syetir	N;NOM;DEF;SG	N;MASC;SG
النظام	sistema	نِظَام	sistema	N;NOM;DEF;SG	N;MASC;SG
النظام	ordem	نِظَام	ordem	N;NOM;DEF;SG	N;FEM;SG
النظام	encomenda	نِظَام	encomenda	N;NOM;DEF;SG	N;FEM;SG
الجمهورية	república	جُمهُورِيَّة	república	N;NOM;DEF;SG	N;FEM;SG
مدرسة	escola	مَدرَسَة	escola	N;NOM;INDF;SG	N;FEM;SG
عرض	espetáculo	عَرض	espetáculo	N;NOM;INDF;SG	N;MASC;SG
عرض	show	عَرض	show	N;NOM;INDF;SG	N;MASC;SG
عرض	apresentação	عَرض	apresentação	N;NOM;INDF;SG	N;FEM;SG
عرض	visualização	عَرض	visualização	N;NOM;INDF;SG	N;FEM;SG
عرض	exibição	عَرض	exibição	N;NOM;INDF;SG	N;FEM;SG
عرض	vista	عَرض	vista	N;NOM;INDF;SG	N;FEM;SG
الدولية	internacional	دُوَلِيّ	internacional	ADJ;NOM;DEF;FEM;SG	ADJ;MASC;SG
المعلومات	informações	مَعلُومَة	informação	N;NOM;DEF;PL	N;FEM;PL
المدرسة	escola	مَدرَسَة	escola	N;NOM;DEF;SG	N;FEM;SG
بناء	construção	بِنَاء	construção	N;ACC;INDF;SG	N;FEM;SG
بناء	edifício	بِنَاء	edifício	N;ACC;INDF;SG	N;MASC;SG
بناء	prédio	بِنَاء	prédio	N;ACC;INDF;SG	N;MASC;SG
بناء	construção	بِنَاء	construção	N;ACC;INDF;SG	N;FEM;SG
بناء	build	بِنَاء	build	N;ACC;INDF;SG	N;MASC;SG
المقالة	artigo	مُقَال	artigo	N;NOM;DEF;SG	N;MASC;SG
العرب	árabe	عَرَب	árabe	N;NOM;DEF;SG	N;MASC;SG
التاريخ	data	تَارِيخ	data	N;NOM;DEF;SG	N;FEM;SG
التاريخ	historia	تَارِيخ	historia	N;NOM;DEF;SG	N;FEM;SG
التاريخ	história	تَارِيخ	história	N;NOM;DEF;SG	N;FEM;SG
مجال	domínio	مَجَال	domínio	N;NOM;INDF;SG	N;MASC;SG
مجال	dominio	مَجَال	dominio	N;NOM;INDF;SG	N;MASC;SG
حركة	moção	حَرَكَة	moção	N;NOM;INDF;SG	N;FEM;SG
حركة	motion	حَرَكَة	motion	N;NOM;INDF;SG	N;MASC;SG
حركة	movimento	حَرَكَة	movimento	N;NOM;INDF;SG	N;MASC;SG
حركة	movimentação	حَرَكَة	movimentação	N;NOM;INDF;SG	N;FEM;SG
حركة	movimento	حَرَكَة	movimento	N;NOM;INDF;SG	N;MASC;SG
المقاطعة	condado	مُقَاطَعَة	condar	N;NOM;DEF;SG	N;MASC;SG
المقاطعة	província	مُقَاطَعَة	província	N;NOM;DEF;SG	N;FEM;SG
المقاطعة	distrito	مُقَاطَعَة	distrito	N;NOM;DEF;SG	N;MASC;SG
المقاطعة	boicote	مُقَاطَعَة	boicote	N;NOM;DEF;SG	N;MASC;SG
مسلسل	série	مُسَلسَل	série	N;NOM;INDF;SG	N;FEM;SG
التعليم	educação	تَعلِيم	educação	N;NOM;DEF;SG	N;FEM;SG
التعليم	ensino	تَعلِيم	ensino	N;NOM;DEF;SG	N;MASC;SG
قالب	modelo	قَالِب	modelo	N;NOM;INDF;SG	N;MASC;SG
تقرير	relatório	تَقرِير	relatório	N;NOM;INDF;SG	N;MASC;SG
المناطق	regiões	مِنطَقَة	região	N;NOM;DEF;PL	N;FEM;PL
المناطق	bairros	مِنطَقَة	bairro	N;NOM;DEF;PL	N;MASC;PL
المناطق	distritos	مِنطَقَة	distrito	N;NOM;DEF;PL	N;MASC;PL
المناطق	áreas	مِنطَقَة	área	N;NOM;DEF;PL	N;FEM;PL
دول	estados	دَولَة	estado	N;NOM;INDF;PL	N;MASC;PL
الحالي	atual	حَالِيّ	atual	ADJ;NOM;DEF;MASC;SG	ADJ;MASC;SG
الحالي	actual	حَالِيّ	actual	ADJ;NOM;DEF;MASC;SG	ADJ;MASC;SG
الحالي	presente	حَالِيّ	presente	ADJ;NOM;DEF;MASC;SG	ADJ;MASC;SG
عضو	membro	عُضو	membro	N;NOM;INDF;SG	N;MASC;SG
لغة	língua	لُغَة	língua	N;NOM;INDF;SG	N;FEM;SG
لغة	idioma	لُغَة	idioma	N;NOM;INDF;SG	N;MASC;SG
لغة	linguagem	لُغَة	linguagem	N;NOM;INDF;SG	N;FEM;SG
الشرق	oriente	شَرق	oriente	N;NOM;DEF;SG	N;MASC;SG
الشرق	leste	شَرق	leste	N;NOM;DEF;SG	N;MASC;SG
الشرق	east	شَرق	east	N;NOM;DEF;SG	N;MASC;SG
الشرق	oriente	شَرق	oriente	N;NOM;DEF;SG	N;MASC;SG
معركة	battle	مَعرَكَة	battle	N;NOM;INDF;SG	N;MASC;SG
معركة	batalha	مَعرَكَة	batalha	N;NOM;INDF;SG	N;FEM;SG
الجزء	part	جُزء	part	N;NOM;DEF;SG	N;MASC;SG
الجزء	parte	جُزء	parte	N;NOM;DEF;SG	N;FEM;SG
الجزء	segmento	جُزء	segmento	N;NOM;DEF;SG	N;MASC;SG
بوابة	portão	بَوَّابَة	portão	N;NOM;INDF;SG	N;MASC;SG
بوابة	portal	بَوَّابَة	portal	N;NOM;INDF;SG	N;MASC;SG
بوابة	gate	بَوَّابَة	gate	N;NOM;INDF;SG	N;MASC;SG
بوابة	portal	بَوَّابَة	portal	N;NOM;INDF;SG	N;MASC;SG
بوابة	gateway	بَوَّابَة	gateway	N;NOM;INDF;SG	N;MASC;SG
مقالة	redação	مَقَالَة	redação	N;NOM;INDF;SG	N;FEM;SG
مقالة	ensaio	مَقَالَة	ensaio	N;NOM;INDF;SG	N;MASC;SG
مقالة	artigo	مَقَالَة	artigo	N;NOM;INDF;SG	N;MASC;SG
قناة	canal	قَنَاة	canal	N;NOM;INDF;SG	N;MASC;SG
قناة	canal	قَنَاة	canal	N;NOM;INDF;SG	N;MASC;SG
قناة	channel	قَنَاة	channel	N;NOM;INDF;SG	N;MASC;SG
الخارجية	externa	خَارِجِيَّة	externo	N;NOM;DEF;SG	N;FEM;SG
النوع	género	نَوع	género	N;NOM;DEF;SG	N;MASC;SG
النوع	gênero	نَوع	gênero	N;NOM;DEF;SG	N;MASC;SG
النوع	type	نَوع	type	N;NOM;DEF;SG	N;MASC;SG
النوع	tipo	نَوع	tipo	N;NOM;DEF;SG	N;MASC;SG
علماء	cientistas	عَالِم	cientista	N;NOM;INDF;PL	N;MASC;PL
مناطق	regiões	مِنطَقَة	região	N;NOM;INDF;PL	N;FEM;PL
مناطق	zonas	مِنطَقَة	zona	N;NOM;INDF;PL	N;FEM;PL
مناطق	áreas	مِنطَقَة	área	N;NOM;INDF;PL	N;FEM;PL
شهر	mês	شَهر	mês	N;NOM;INDF;SG	N;MASC;SG
سلسلة	série	سِلسِلَة	série	N;NOM;INDF;SG	N;FEM;SG
سلسلة	string	سِلسِلَة	string	N;NOM;INDF;SG	N;FEM;SG
سلسلة	cadeia	سِلسِلَة	cadeia	N;NOM;INDF;SG	N;FEM;SG
سلسلة	corrente	سِلسِلَة	corrente	N;NOM;INDF;SG	N;FEM;SG
البلاد	pais	بَلَد	pai	N;NOM;DEF;PL	N;MASC;PL
جديدة	novo	جَدِيد	novo	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
جديدة	nova	جَدِيد	novo	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;SG
فيديو	vídeo	فِيدِيُو	vídeo	N;NOM;INDF;SG	N;MASC;SG
فيديو	video	فِيدِيُو	video	N;NOM;INDF;SG	N;MASC;SG
العلوم	ciências	عِلم	ciência	N;NOM;DEF;PL	N;FEM;PL
جزيرة	ilha	جَزِيرَة	ilha	N;NOM;INDF;SG	N;FEM;SG
جمهورية	república	جُمهُورِيَّة	república	N;NOM;INDF;SG	N;FEM;SG
عمان	omã	عَمَّان	omã	N;NOM;INDF;SG	N;MASC;SG
عمان	amã	عَمَّان	amã	N;NOM;INDF;SG	N;MASC;SG
لبنان	líbano	لُبنَان	líbano	N;NOM;INDF;SG	N;MASC;SG
عالم	world	عَالَم	world	N;NOM;INDF;SG	N;MASC;SG
عالم	mundo	عَالَم	mundo	N;NOM;INDF;SG	N;MASC;SG
عالم	cientista	عَالَم	cientista	N;NOM;INDF;SG	N;MASC;SG
عالم	erudito	عَالَم	erudito	N;NOM;INDF;SG	N;MASC;SG
عالم	estudioso	عَالَم	estudioso	N;NOM;INDF;SG	N;MASC;SG
الكويت	kuwait	كُوَيت	kuwait	N;NOM;DEF;SG	N;MASC;SG
الكويت	koweit	كُوَيت	koweit	N;NOM;DEF;SG	N;MASC;SG
الدم	sangue	دَم	sangue	N;NOM;DEF;SG	N;MASC;SG
الدم	blood	دَم	blood	N;NOM;DEF;SG	N;MASC;SG
وزارة	ministério	وِزَارَة	ministério	N;NOM;INDF;SG	N;MASC;SG
الجزيرة	ilha	جَزِيرَة	ilha	N;NOM;DEF;SG	N;FEM;SG
الحديث	conversa	حَدِيث	conversa	N;NOM;DEF;SG	N;FEM;SG
المجلس	concílio	مَجلِس	concílio	N;NOM;DEF;SG	N;MASC;SG
المجلس	conselho	مَجلِس	conselho	N;NOM;DEF;SG	N;MASC;SG
الحزب	partido	حِزب	partido	N;NOM;DEF;SG	N;MASC;SG
الحزب	party	حِزب	party	N;NOM;DEF;SG	N;MASC;SG
الحزب	festa	حِزب	festa	N;NOM;DEF;SG	N;FEM;SG
شركات	corporações	شَرِكَة	corporação	N;NOM;INDF;PL	N;FEM;PL
شركات	companhias	شَرِكَة	companhia	N;NOM;INDF;PL	N;FEM;PL
شركات	empresas	شَرِكَة	empresa	N;NOM;INDF;PL	N;FEM;PL
الفرنسية	french	فَرَنسِيَّة	french	N;NOM;DEF;SG	N;MASC;SG
الفرنسية	francês	فَرَنسِيَّة	francês	N;NOM;DEF;SG	N;MASC;SG
مستوى	nivel	مُستَوَى	nivel	N;NOM;INDF;SG	N;MASC;SG
مستوى	nível	مُستَوَى	nível	N;NOM;INDF;SG	N;MASC;SG
مستوى	level	مُستَوَى	level	N;NOM;INDF;SG	N;MASC;SG
مختلفة	diferente	مُختَلِف	diferente	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
تونس	tunísia	تُونِس	tunísia	N;NOM;INDF;SG	N;FEM;SG
تونس	tunisino	تُونِس	tunisino	N;NOM;INDF;SG	N;MASC;SG
تونس	tunes	تُونِس	tune	N;NOM;INDF;SG	N;MASC;SG
عبارة	frase	عِبَارَة	frase	N;NOM;INDF;SG	N;FEM;SG
عبارة	ferry	عِبَارَة	ferry	N;NOM;INDF;SG	N;MASC;SG
عبارة	balsa	عِبَارَة	balsa	N;NOM;INDF;SG	N;FEM;SG
ممثل	representante	مُمَثِّل	representante	N;NOM;INDF;SG	N;MASC;SG
ممثل	ator	مُمَثِّل	ator	N;NOM;INDF;SG	N;MASC;SG
ممثل	actor	مُمَثِّل	actor	N;NOM;INDF;SG	N;MASC;SG
المجتمع	society	مُجتَمَع	society	N;NOM;DEF;SG	N;MASC;SG
المجتمع	sociedade	مُجتَمَع	sociedade	N;NOM;DEF;SG	N;FEM;SG
المجتمع	comunidade	مُجتَمَع	comunidade	N;NOM;DEF;SG	N;FEM;SG
حزب	partido	حِزب	partido	N;NOM;INDF;SG	N;MASC;SG
حزب	party	حِزب	party	N;NOM;INDF;SG	N;MASC;SG
حزب	festa	حِزب	festa	N;NOM;INDF;SG	N;FEM;SG
هنا	aqui	هُنَا	aqui	ADV	ADV
ثلاث	tres	ثَلَاثَة	tres	NUM;NOM;INDF;FEM	NUM
ثلاث	três	ثَلَاثَة	três	NUM;NOM;INDF;FEM	NUM
الشباب	jovens	شَبّ	jovem	N;NOM;DEF;PL	N;MASC;PL
الجامعة	university	جَامِعَة	university	N;NOM;DEF;SG	N;MASC;SG
الجامعة	universidade	جَامِعَة	universidade	N;NOM;DEF;SG	N;FEM;SG
الجامعة	faculdade	جَامِعَة	faculdade	N;NOM;DEF;SG	N;FEM;SG
الجامعة	colégio	جَامِعَة	colégio	N;NOM;DEF;SG	N;MASC;SG
الجامعة	college	جَامِعَة	college	N;NOM;DEF;SG	N;MASC;SG
الجامعة	universidade	جَامِعَة	universidade	N;NOM;DEF;SG	N;FEM;SG
نهر	rio	نَهر	rio	N;NOM;INDF;SG	N;MASC;SG
الماء	agua	مَاء	agua	N;NOM;DEF;SG	N;FEM;SG
الماء	água	مَاء	água	N;NOM;DEF;SG	N;FEM;SG
الدكتور	doutor	دُكتُور	doutor	N;NOM;DEF;SG	N;MASC;SG
الدكتور	médica	دُكتُور	médico	N;NOM;DEF;SG	N;FEM;SG
الدكتور	doutora	دُكتُور	doutora	N;NOM;DEF;SG	N;FEM;SG
الدكتور	doctor	دُكتُور	doctor	N;NOM;DEF;SG	N;MASC;SG
الدكتور	médico	دُكتُور	médico	N;NOM;DEF;SG	N;MASC;SG
