categoría	kategooria	categoría	kategooria	N;FEM;SG	N;NOM;SG
hijo	poja	hijo	poeg	N;MASC;SG	N;NOM;SG
hijo	poeg	hijo	poeg	N;MASC;SG	N;NOM;SG
algunas	mõned	alguno	mõni	PRO;FEM;PL	PRO;NOM;PL
carrera	karjäär	carrera	karjäär	N;FEM;SG	N;NOM;SG
carrera	karjääri	carrera	karjäär	N;FEM;SG	N;PRT;SG
carrera	ralli	carrera	ralli	N;FEM;SG	N;NOM;SG
carrera	võidusõit	carrera	võidu_sõit	N;FEM;SG	N;NOM;SG
carrera	rass	carrera	rass	N;FEM;SG	N;NOM;SG
carrera	carrera	carrera	carrera	N;FEM;SG	N;NOM;SG
pueblo	linn	pueblo	linn	N;MASC;SG	N;NOM;SG
pueblo	linna	pueblo	linn	N;MASC;SG	N;IN+ALL;LGSPEC1;SG
pueblo	pueblo	pueblo	pueblo	N;MASC;SG	N;NOM;SG
pueblo	rahvas	pueblo	rahvas	N;MASC;SG	N;NOM;SG
pueblo	people	pueblo	peo_plema	N;MASC;SG	N;NOM;SG
pueblo	küla	pueblo	küla	N;MASC;SG	N;NOM;SG
pueblo	külas	pueblo	küla	N;MASC;SG	N;IN+ESS;SG
departamento	osakond	departamento	osakond	N;MASC;SG	N;NOM;SG
departamento	korteri	departamento	korter	N;MASC;SG	N;GEN;SG
departamento	korteris	departamento	korter	N;MASC;SG	N;IN+ESS;SG
departamento	korter	departamento	korter	N;MASC;SG	N;NOM;SG
localidades	kohad	localidad	koht	N;FEM;PL	N;NOM;PL
localidades	asukohad	localidad	asu_koht	N;FEM;PL	N;NOM;PL
hizo	tegi	hacer	tegema	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
veces	ajad	vez	aeg	N;FEM;PL	N;NOM;PL
reino	kuningriik	reino	kuning_riik	N;MASC;SG	N;NOM;SG
central	keskne	central	keskne	ADJ;SG	ADJ;NOM;SG
ejemplo	proovi	ejemplo	proov	N;MASC;SG	N;PRT;SG
ejemplo	valim	ejemplo	valim	N;MASC;SG	N;NOM;SG
ejemplo	näidis	ejemplo	näidima	N;MASC;SG	N;NOM;SG
ejemplo	proov	ejemplo	proov	N;MASC;SG	N;NOM;SG
ejemplo	näidis	ejemplo	näidima	N;MASC;SG	N;NOM;SG
ejemplo	näide	ejemplo	näide	N;MASC;SG	N;NOM;SG
género	žanr	género	žanr	N;MASC;SG	N;NOM;SG
género	sugu	género	sugu	N;MASC;SG	N;NOM;SG
padre	isa	padre	isa	N;MASC;SG	N;NOM;SG
campo	põld	campo	põld	N;MASC;SG	N;NOM;SG
campo	väli	campo	väli	N;MASC;SG	N;NOM;SG
campo	laagri	campo	laager	N;MASC;SG	N;NOM;SG
campo	laager	campo	laager	N;MASC;SG	N;NOM;SG
campo	laagris	campo	laager	N;MASC;SG	N;IN+ESS;SG
campo	campo	campo	campo	N;MASC;SG	N;NOM;SG
isla	saart	isla	saar	N;FEM;SG	N;PRT;SG
isla	saar	isla	saar	N;FEM;SG	N;NOM;SG
conocido	teadaolev	conocido	teada_olev	ADJ;MASC;SG;V.PTCP	ADJ;NOM;SG;PRS;V.PTCP;ACT
conocido	tuntud	conocido	tuntud	ADJ;MASC;SG;V.PTCP	ADJ;PST;V.PTCP;PASS
conocido	tuttav	conocido	tuttav	ADJ;MASC;SG;V.PTCP	ADJ;NOM;SG
http	http	http	http	N	N;NOM
países	riigid	país	riik	N;MASC;PL	N;NOM;PL
frente	rinne	frente	rinne	N	N;NOM;SG
frente	laup	frente	laup	N	N;NOM;SG
antonio	anthony	antonio	anthony	N;MASC;SG	N;NOM;SG
antonio	tony	antonio	tony	N;MASC;SG	N;NOM;SG
antonio	antonius	antonio	antonius	N;MASC;SG	N;NOM;SG
antonio	antonio	antonio	antonio	N;MASC;SG	N;NOM;SG
director	direktor	director	direktor	N;MASC;SG	N;NOM;SG
director	režissöör	director	režissöör	N;MASC;SG	N;NOM;SG
director	lavastaja	director	lavastaja	N;MASC;SG	N;NOM;SG
días	päevad	día	päev	N;MASC;PL	N;NOM;PL
días	päevi	día	päev	N;MASC;PL	N;PRT;PL
española	hispaania	español	hispaania	ADJ;FEM;SG	ADJ
versión	versioon	versión	versioon	N;FEM;SG	N;NOM;SG
versión	versiooni	versión	versioon	N;FEM;SG	N;PRT;SG
varias	mitmed	varios	mitu	PRO;FEM;PL	PRO;NOM;PL
actual	aktiivne	actual	aktiivne	ADJ;SG	ADJ;NOM;SG
actual	praeguse	actual	praegune	ADJ;SG	ADJ;GEN;SG
actual	praegune	actual	praegune	ADJ;SG	ADJ;NOM;SG
momento	ajastus	momento	ajastus	N;MASC;SG	N;NOM;SG
momento	moment	momento	moment	N;MASC;SG	N;NOM;SG
momento	hetk	momento	hetk	N;MASC;SG	N;NOM;SG
lista	nimekiri	lista	nime_kiri	N;FEM;SG	N;NOM;SG
lista	loetelu	lista	loetelu	N;FEM;SG	N;NOM;SG
lista	loend	lista	loend	N;FEM;SG	N;NOM;SG
densidad	tihedus	densidad	tihedus	N;FEM;SG	N;NOM;SG
tarde	hilja	tarde	hilja	ADV	ADV
ejército	sõjaväe	ejército	sõja_vägi	N;MASC;SG	N;NOM;SG
ejército	sõjavägi	ejército	sõja_vägi	N;MASC;SG	N;NOM;SG
ejército	armee	ejército	armee	N;MASC;SG	N;NOM;SG
ejército	sõjavägi	ejército	sõja_vägi	N;MASC;SG	N;NOM;SG
porque	kuna	porque	kuna	CONJ	CONJ
porque	sest	porque	sest	CONJ	CONJ
estación	jaamas	estación	jaam	N;FEM;SG	N;IN+ESS;SG
estación	jaam	estación	jaam	N;FEM;SG	N;NOM;SG
estación	jaama	estación	jaam	N;FEM;SG	N;NOM;SG
actualmente	praegu	actualmente	praegu	ADV	ADV
desarrollo	arendamine	desarrollo	arendamine	N;MASC;SG	N;NOM;SG
desarrollo	arendus	desarrollo	arendus	N;MASC;SG	N;NOM;SG
desarrollo	areng	desarrollo	areng	N;MASC;SG	N;NOM;SG
escuela	kooli	escuela	kool	N;FEM;SG	N;PRT;SG
escuela	koolis	escuela	kool	N;FEM;SG	N;IN+ESS;SG
escuela	kool	escuela	kool	N;FEM;SG	N;NOM;SG
programa	programm	programa	programm	N;MASC;SG	N;NOM;SG
programa	programm	programa	programm	N;MASC;SG	N;NOM;SG
programa	programmi	programa	programm	N;MASC;SG	N;PRT;SG
información	info	información	info	N;FEM;SG	N;NOM;SG
información	teave	información	teave	N;FEM;SG	N;NOM;SG
información	info	información	info	N;FEM;SG	N;NOM;SG
información	informatsioon	información	informatsioon	N;FEM;SG	N;NOM;SG
importante	tähtis	importante	tähtis	ADJ;SG	ADJ;NOM;SG
importante	oluline	importante	oluline	ADJ;SG	ADJ;NOM;SG
último	viimasena	último	viimane	ADJ;MASC;SG	ADJ;FRML;SG
último	viimane	último	viimane	ADJ;MASC;SG	ADJ;NOM;SG
canciones	laulud	canción	laul	N;FEM;PL	N;NOM;PL
canciones	laule	canción	laul	N;FEM;PL	N;PRT;PL
uso	kasutamine	uso	kasutamine	N;MASC;SG	N;NOM;SG
uso	kasutus	uso	kasutus	N;MASC;SG	N;NOM;SG
uso	use	uso	uks	N;MASC;SG	N;NOM;SG
uso	kasutamine	uso	kasutamine	N;MASC;SG	N;NOM;SG
uso	kasutamiseks	uso	kasutamine	N;MASC;SG	N;TRANS;SG
uso	kasutus	uso	kasutus	N;MASC;SG	N;NOM;SG
juegos	mängud	juego	mäng	N;MASC;PL	N;NOM;PL
base	baasi	base	baas	N;SG	N;PRT;SG
base	baas	base	baas	N;SG	N;NOM;SG
base	alus	base	alus	N;SG	N;NOM;SG
punto	täpp	punto	täpp	N;MASC;SG	N;NOM;SG
punto	täppi	punto	täpp	N;MASC;SG	N;PRT;SG
punto	punkt	punto	punkt	N;MASC;SG	N;NOM;SG
punto	punkti	punto	punkt	N;MASC;SG	N;PRT;SG
punto	point	punto	point	N;MASC;SG	N;NOM;SG
posición	asukoht	posición	asu_koht	N;FEM;SG	N;NOM;SG
posición	positsioon	posición	positsioon	N;FEM;SG	N;NOM;SG
posición	asend	posición	asend	N;FEM;SG	N;NOM;SG
ubicación	asetus	ubicación	asetuma	N;FEM;SG	N;NOM;SG
ubicación	paigutamine	ubicación	paigutamine	N;FEM;SG	N;NOM;SG
ubicación	paigutus	ubicación	paigutus	N;FEM;SG	N;NOM;SG
ubicación	asukoht	ubicación	asu_koht	N;FEM;SG	N;NOM;SG
partidos	tikud	partido	tikk	N;MASC;PL	N;NOM;PL
grupos	grupid	grupo	grupp	N;MASC;PL	N;NOM;PL
grupos	rühmad	grupo	rühm	N;MASC;PL	N;NOM;PL
miembros	liikmed	miembro	liige	N;MASC;PL	N;NOM;PL
miembros	parlamendiliikmed	miembro	parlamendi_liige	N;MASC;PL	N;NOM;PL
pedro	pedro	pedro	pedro	N;MASC;SG	N;NOM;SG
pedro	peter	pedro	peter	N;MASC;SG	N;NOM;SG
pedro	peeter	pedro	peeter	N;MASC;SG	N;NOM;SG
capital	pealinn	capital	pea_linn	N;FEM;SG	N;NOM;SG
capital	kapital	capital	kapital	N;FEM;SG	N;NOM;SG
primeros	varajased	primero	varajane	ADJ;MASC;PL	ADJ;NOM;PL
teatro	teater	teatro	teater	N;MASC;SG	N;NOM;SG
teatro	teater	teatro	teater	N;MASC;SG	N;NOM;SG
datos	andmed	dato	andmed	N;MASC;PL	N;NOM;PL
manera	way	manera	way	N;FEM;SG	N;NOM;SG
laboratorio	laboratooriumi	laboratorio	laboratoorium	N;MASC;SG	N;PRT;SG
laboratorio	labor	laboratorio	labor	N;MASC;SG	N;NOM;SG
laboratorio	laboratoorium	laboratorio	laboratoorium	N;MASC;SG	N;NOM;SG
laboratorio	lab	laboratorio	lab	N;MASC;SG	N;NOM;SG
laboratorio	labor	laboratorio	labor	N;MASC;SG	N;NOM;SG
libro	raamatu	libro	raamat	N;MASC;SG	N;GEN;SG
libro	raamat	libro	raamat	N;MASC;SG	N;NOM;SG
estudios	uuringud	estudio	uuring	N;MASC;PL	N;NOM;PL
diferentes	erinevad	diferente	erinev	ADJ;PL	ADJ;NOM;PL;PRS;V.PTCP;ACT
barcelona	barcelona	barcelona	barcelona	N;FEM;SG	N;NOM;SG
nivel	taseme	nivel	tase	N;MASC;SG	N;GEN;SG
nivel	tase	nivel	tase	N;MASC;SG	N;NOM;SG
nivel	tasand	nivel	tasand	N;MASC;SG	N;NOM;SG
mayoría	enamus	mayoría	enamus	N;FEM;SG	N;NOM;SG
unión	liit	unión	liit	N;FEM;SG	N;NOM;SG
unión	liidu	unión	liit	N;FEM;SG	N;GEN;SG
edad	age	edad	age	N;FEM;SG	N;NOM;SG
edad	vanust	edad	vanu	N;FEM;SG	N;PRT;SG
edad	vanus	edad	vanus	N;FEM;SG	N;NOM;SG
artículos	artiklid	artículo	artikkel	N;MASC;PL	N;NOM;PL
artículos	kirjed	artículo	kirje	N;MASC;PL	N;NOM;PL
artículos	elemendid	artículo	element	N;MASC;PL	N;NOM;PL
artículos	esemed	artículo	ese	N;MASC;PL	N;NOM;PL
juego	mängu	juego	mäng	N;MASC;SG	N;PRT;SG
juego	mäng	juego	mäng	N;MASC;SG	N;NOM;SG
arte	kunst	arte	kunst	N;SG	N;NOM;SG
arte	art	arte	art	N;SG	N;NOM;SG
arte	kunsti	arte	kunst	N;SG	N;PRT;SG
arte	kunst	arte	kunst	N;SG	N;NOM;SG
arte	graafika	arte	graafika	N;SG	N;NOM;SG
arte	kunstiteos	arte	kunsti_teos	N;SG	N;NOM;SG
especies	liigid	especie	liik	N;FEM;PL	N;NOM;PL
europa	euroopa	europa	euroopa	N;FEM;SG	N;NOM;SG
europa	europe	europa	europe	N;FEM;SG	N;NOM;SG
europa	europa	europa	europa	N;FEM;SG	N;NOM;SG
estilo	stiil	estilo	stiil	N;MASC;SG	N;NOM;SG
cine	kino	cine	kino	N;MASC;SG	N;NOM;SG
cine	filmi	cine	film	N;MASC;SG	N;PRT;SG
cine	film	cine	film	N;MASC;SG	N;NOM;SG
cine	filmi	cine	film	N;MASC;SG	N;PRT;SG
cine	kile	cine	kile	N;MASC;SG	N;NOM;SG
cine	film	cine	film	N;MASC;SG	N;NOM;SG
proyecto	projekt	proyecto	projekt	N;MASC;SG	N;NOM;SG
proyecto	projekti	proyecto	projekt	N;MASC;SG	N;PRT;SG
center	keskus	center	keskus	N;MASC;SG	N;NOM;SG
center	center	center	center	N;MASC;SG	N;NOM;SG
selección	valimine	selección	valimine	N;FEM;SG	N;NOM;SG
selección	valik	selección	valik	N;FEM;SG	N;NOM;SG
costa	costa	costa	costa	N;FEM;SG	N;NOM;SG
costa	rannajoon	costa	ranna_joon	N;FEM;SG	N;NOM;SG
costa	rannik	costa	rannik	N;FEM;SG	N;NOM;SG
costa	ranniku	costa	rannik	N;FEM;SG	N;NOM;SG
equipos	seadmed	equipo	seade	N;MASC;PL	N;NOM;PL
equipos	meeskonnad	equipo	meeskond	N;MASC;PL	N;NOM;PL
equipos	rühmad	equipo	rühm	N;MASC;PL	N;NOM;PL
origen	päritolu	origen	pärit_olu	N;MASC;SG	N;NOM;SG
origen	allika	origen	allikas	N;MASC;SG	N;GEN;SG
origen	allikat	origen	allikas	N;MASC;SG	N;PRT;SG
origen	allikas	origen	allikas	N;MASC;SG	N;NOM;SG
origen	päritolu	origen	pärit_olu	N;MASC;SG	N;NOM;SG
código	code	código	code	N;MASC;SG	N;NOM;SG
código	kood	código	kood	N;MASC;SG	N;NOM;SG
museo	muuseumi	museo	muuseum	N;MASC;SG	N;PRT;SG
museo	muuseum	museo	muuseum	N;MASC;SG	N;NOM;SG
puntos	täpid	punto	täpp	N;MASC;PL	N;NOM;PL
puntos	punktid	punto	punkt	N;MASC;PL	N;NOM;PL
puntos	punktid	punto	punkt	N;MASC;PL	N;NOM;PL
militar	sõjaline	militar	sõjaline	ADJ;SG	ADJ;NOM;SG
militar	sõjalise	militar	sõjaline	ADJ;SG	ADJ;GEN;SG
américa	américa	américa	américa	N;FEM;SG	N;NOM;SG
producción	väljund	producción	väljund	N;FEM;SG	N;NOM;SG
producción	tootmine	producción	tootmine	N;FEM;SG	N;NOM;SG
producción	toodang	producción	toodang	N;FEM;SG	N;NOM;SG
wikipedia	wikipedia	wikipedia	wikipedia	N;FEM;SG	N;NOM;SG
plantas	taimi	planta	taim	N;FEM;PL	N;PRT;PL
plantas	taimed	planta	taim	N;FEM;PL	N;NOM;PL
comenzó	alanud	comenzar	algama	V;IND;SG;3;PST;FIN	V;PST;V.PTCP;ACT
comenzó	algas	comenzar	algama	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
comenzó	hakkas	comenzar	hakkama	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
comenzó	alustas	comenzar	alustama	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
comenzó	algas	comenzar	algama	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
debe	võlgneb	deber	võlgnema	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
debe	peab	deber	pidama	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
siempre	alati	siempre	alati	ADV	ADV
oro	golden	oro	golden	N;MASC;SG	N;NOM;SG
oro	kuld	oro	kuld	N;MASC;SG	N;NOM;SG
oro	kulda	oro	kuld	N;MASC;SG	N;PRT;SG
oro	kullast	oro	kuld	N;MASC;SG	N;IN+ABL;SG
posteriormente	järgnevalt	posteriormente	järgnevalt	ADV	ADV
posteriormente	seejärel	posteriormente	see_järel	ADV	ADV
posteriormente	hiljem	posteriormente	hiljem	ADV	ADV
casi	peaaegu	casi	pea_aegu	ADV	ADV
casi	peaaegu	casi	pea_aegu	ADV	ADV
construcción	hoone	construcción	hoone	N;FEM;SG	N;NOM;SG
construcción	ehitamine	construcción	ehitamine	N;FEM;SG	N;NOM;SG
construcción	ehitis	construcción	ehitis	N;FEM;SG	N;NOM;SG
construcción	ehitamine	construcción	ehitamine	N;FEM;SG	N;NOM;SG
construcción	ehitus	construcción	ehitus	N;FEM;SG	N;NOM;SG
construcción	konstruktsioon	construcción	konstruktsioon	N;FEM;SG	N;NOM;SG
local	kohalik	local	kohalik	ADJ;SG	ADJ;NOM;SG
francés	prantslane	francés	prantslane	N;MASC;SG	N;NOM;SG
cultura	kultuuri	cultura	kultuur	N;FEM;SG	N;PRT;SG
cultura	kultuur	cultura	kultuur	N;FEM;SG	N;NOM;SG
santiago	james	santiago	james	N;MASC;SG	N;NOM;SG
santiago	santiago	santiago	santiago	N;MASC;SG	N;NOM;SG
cerca	lähedal	cerca	lähedal	ADV	ADV
cerca	lähedal	cerca	lähedal	ADV	ADV
cerca	lähedal	cerca	lähedal	ADV	ADV
estudio	uuring	estudio	uuring	N;MASC;SG	N;NOM;SG
estudio	stuudio	estudio	stuudio	N;MASC;SG	N;NOM;SG
principales	peamised	principal	peamine	ADJ;PL	ADJ;NOM;PL
usuario	kasutaja	usuario	kasutaja	N;MASC;SG	N;NOM;SG
finalmente	lõpuks	finalmente	lõpuks	ADV	ADV
anterior	varasem	anterior	varasem	ADJ;SG	ADJ;NOM;CMPR;SG
anterior	varasem	anterior	varasem	ADJ;SG	ADJ;NOM;CMPR;SG
anterior	eelmine	anterior	eelmine	ADJ;SG	ADJ;NOM;SG
cargo	süüdistus	cargo	süüdistus	N;MASC;SG	N;NOM;SG
cargo	laeng	cargo	laeng	N;MASC;SG	N;NOM;SG
batalla	lahing	batalla	lahing	N;FEM;SG	N;NOM;SG
derecho	õigus	derecho	õigus	N;MASC;SG	N;NOM;SG
derecho	seadus	derecho	seadus	N;MASC;SG	N;NOM;SG
imagen	pilt	imagen	pilt	N;FEM;SG	N;NOM;SG
imagen	pildi	imagen	pilt	N;FEM;SG	N;GEN;SG
gracias	tänud	gracias	tänu	N	N;NOM;PL
kitt	kitt	kitt	kitt	N;MASC;SG	N;NOM;SG
puerto	puerto	puerto	puerto	N;MASC;SG	N;NOM;SG
puerto	port	puerto	port	N;MASC;SG	N;NOM;SG
puerto	sadam	puerto	sadam	N;MASC;SG	N;NOM;SG
puerto	sadam	puerto	sadam	N;MASC;SG	N;NOM;SG
puerto	harbour	puerto	harbour	N;MASC;SG	N;NOM;SG
torneo	turniiri	torneo	turniir	N;MASC;SG	N;PRT;SG
torneo	turniir	torneo	turniir	N;MASC;SG	N;NOM;SG
mucho	palju	mucho	palju	ADV	ADV
social	sotsiaalne	social	sotsiaalne	ADJ;SG	ADJ;NOM;SG
comunidad	ühendus	comunidad	ühendus	N;FEM;SG	N;NOM;SG
comunidad	kogukond	comunidad	kogukond	N;FEM;SG	N;NOM;SG
fin	lõpp	fin	lõpp	N;MASC;SG	N;NOM;SG
fin	fin	fin	fin	N;MASC;SG	N;SG
acuerdo	kokkulepe	acuerdo	kokku_lepe	N;MASC;SG	N;NOM;SG
acuerdo	leping	acuerdo	leping	N;MASC;SG	N;NOM;SG
acuerdo	paigutus	acuerdo	paigutus	N;MASC;SG	N;NOM;SG
acuerdo	kokkulepe	acuerdo	kokku_lepe	N;MASC;SG	N;NOM;SG
lado	külg	lado	külg	N;MASC;SG	N;NOM;SG
colombia	columbia	colombia	columbia	N;FEM;SG	N;NOM;SG
colombia	kolumbia	colombia	kolumbia	N;FEM;SG	N;NOM;SG
colombia	kolumbia	colombia	kolumbia	N;FEM;SG	N;NOM;SG
servicio	teenindus	servicio	teenindus	N;MASC;SG	N;NOM;SG
servicio	teenus	servicio	teenus	N;MASC;SG	N;NOM;SG
rock	kalju	rock	kalju	N;MASC;SG	N;NOM;SG
rock	rock	rock	rock	N;MASC;SG	N;NOM;SG
rock	kivi	rock	kivi	N;MASC;SG	N;NOM;SG
político	poliitiline	político	poliitiline	ADJ;MASC;SG	ADJ;NOM;SG
películas	filmid	película	film	N;FEM;PL	N;NOM;PL
películas	filmid	película	film	N;FEM;PL	N;NOM;PL
ver	vaata	ver	vaatama	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
ver	vt	ver	vt	V;NFIN	V;IMP;FIN
ver	näed	ver	nägema	V;NFIN	V;IND;SG;2;PRS;FIN;ACT
fuera	väljaspool	fuera	väljas_pool	ADV	ADV
fuera	väljas	fuera	väljas	ADV	ADV
fuera	välja	fuera	välja	ADV	ADV
fuera	väljas	fuera	väljas	ADV	ADV
pesar	kahetsus	pesar	kahetsus	N	N;NOM;SG
pesar	kahetsust	pesar	kahetsus	N	N;PRT;SG
popular	populaarne	popular	populaarne	ADJ;SG	ADJ;NOM;SG
muchas	paljud	mucho	palju	PRO;FEM;PL	PRO;NOM;PL
muchas	paljusid	mucho	palju	PRO;FEM;PL	PRO;PRT;PL
hoy	täna	hoy	täna	ADV	ADV
alto	kõrge	alto	kõrge	ADJ;MASC;SG	ADJ;NOM;SG
cuerpo	keha	cuerpo	keha	N;MASC;SG	N;NOM;SG
sino	aga	sino	aga	CONJ	CONJ
sino	kuid	sino	kuid	CONJ	CONJ
disco	album	disco	album	N;MASC;SG	N;NOM;SG
disco	disko	disco	disko	N;MASC;SG	N;NOM;SG
disco	ketta	disco	ketas	N;MASC;SG	N;NOM;SG
disco	plaat	disco	plaat	N;MASC;SG	N;NOM;SG
disco	ketas	disco	ketas	N;MASC;SG	N;NOM;SG
disco	plaadi	disco	plaat	N;MASC;SG	N;GEN;SG
disco	ketta	disco	ketas	N;MASC;SG	N;NOM;SG
disco	ketas	disco	ketas	N;MASC;SG	N;NOM;SG
finales	lõpud	final	lõpp	N;MASC;PL	N;NOM;PL
sociedad	ühiskond	sociedad	ühiskond	N;FEM;SG	N;NOM;SG
sociedad	partnerluse	sociedad	partnerlus	N;FEM;SG	N;GEN;SG
sociedad	partnerlus	sociedad	partnerlus	N;FEM;SG	N;NOM;SG
tema	teema	tema	teema	N;MASC;SG	N;NOM;SG
tema	teema	tema	teema	N;MASC;SG	N;NOM;SG
tema	teema	tema	teema	N;MASC;SG	N;NOM;SG
tema	subjekti	tema	subjekt	N;MASC;SG	N;PRT;SG
tema	subjekt	tema	subjekt	N;MASC;SG	N;NOM;SG
dirección	suund	dirección	suund	N;FEM;SG	N;NOM;SG
dirección	direktoraat	dirección	direktoraat	N;FEM;SG	N;NOM;SG
dirección	haldus	dirección	haldus	N;FEM;SG	N;NOM;SG
dirección	juhtkond	dirección	juhtkond	N;FEM;SG	N;NOM;SG
dirección	juhtimine	dirección	juhtimine	N;FEM;SG	N;NOM;SG
dirección	haldamine	dirección	haldamine	N;FEM;SG	N;NOM;SG
dirección	aadress	dirección	aadress	N;FEM;SG	N;NOM;SG
hombres	meestele	hombre	mees	N;MASC;PL	N;AT+ALL;PL
hombres	mehed	hombre	mees	N;MASC;PL	N;NOM;PL
última	viimasena	último	viimane	ADJ;FEM;SG	ADJ;FRML;SG
última	viimane	último	viimane	ADJ;FEM;SG	ADJ;NOM;SG
original	originaalne	original	originaalne	ADJ;SG	ADJ;NOM;SG
original	algne	original	algne	ADJ;SG	ADJ;NOM;SG
estadio	arena	estadio	aren	N;MASC;SG	N;NOM;SG
estadio	staadion	estadio	staadion	N;MASC;SG	N;NOM;SG
ley	ley	ley	ley	N;FEM;SG	N;NOM;SG
ley	seadus	ley	seadus	N;FEM;SG	N;NOM;SG
ley	akt	ley	akt	N;FEM;SG	N;NOM;SG
ley	act	ley	act	N;FEM;SG	N;NOM;SG
oeste	west	oeste	west	N;MASC;SG	N;NOM;SG
oeste	lääs	oeste	lääs	N;MASC;SG	N;NOM;SG
oeste	lääne	oeste	lääs	N;MASC;SG	N;NOM;SG
oeste	läänemaa	oeste	lääne_maa	N;MASC;SG	N;NOM;SG
oeste	lääne	oeste	lääs	N;MASC;SG	N;NOM;SG
oeste	western	oeste	western	N;MASC;SG	N;NOM;SG
mujeres	naised	mujer	naine	N;FEM;PL	N;NOM;PL
incluso	isegi	incluso	isegi	ADV	ADV
cambio	muudatus	cambio	muudatus	N;MASC;SG	N;NOM;SG
cambio	muutus	cambio	muutus	N;MASC;SG	N;NOM;SG
cambio	vahetus	cambio	vahetus	N;MASC;SG	N;NOM;SG
style	stiil	style	stiil	N	N;NOM;SG
jugador	mängija	jugador	mängija	N;MASC;SG	N;NOM;SG
jugador	mängur	jugador	mängur	N;MASC;SG	N;NOM;SG
instituto	instituut	instituto	instituut	N;MASC;SG	N;NOM;SG
público	publik	público	publik	N;MASC;SG	N;NOM;SG
público	avalikkus	público	avalikkus	N;MASC;SG	N;NOM;SG
miembro	parlamendiliige	miembro	parlamendi_liige	N;MASC;SG	N;NOM;SG
miembro	liige	miembro	liige	N;MASC;SG	N;NOM;SG
miembro	jäseme	miembro	jäse	N;MASC;SG	N;GEN;SG
superior	kõrgem	superior	kõrgem	ADJ;SG	ADJ;NOM;CMPR;SG
media	meedia	media	meedia	N;FEM;SG	N;NOM;SG
california	kalifornia	california	kalifornia	N;FEM;SG	N;NOM;SG
california	california	california	california	N;FEM;SG	N;NOM;SG
parque	pargi	parque	park	N;MASC;SG	N;NOM;SG
parque	park	parque	park	N;MASC;SG	N;NOM;SG
llegó	saabunud	llegar	saabuma	V;IND;SG;3;PST;FIN	V;PST;V.PTCP;ACT
llegó	saabus	llegar	saabuma	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
archivo	arhiivi	archivo	arhiiv	N;MASC;SG	N;PRT;SG
archivo	arhiiv	archivo	arhiiv	N;MASC;SG	N;NOM;SG
archivo	fail	archivo	fail	N;MASC;SG	N;NOM;SG
archivo	faili	archivo	fail	N;MASC;SG	N;PRT;SG
radio	raadio	radio	raadio	N;FEM;SG	N;NOM;SG
radio	radio	radio	radio	N;FEM;SG	N;NOM;SG
ahora	nüüd	ahora	nüüd	ADV	ADV
world	maailma	world	maa_ilm	N	N;PRT;SG
world	maailm	world	maa_ilm	N	N;NOM;SG
cruz	cruz	cruz	cruz	N;FEM;SG	N;NOM;SG
cruz	kiri	cruz	kiri	N;FEM;SG	N;NOM;SG
cruz	rist	cruz	rist	N;FEM;SG	N;NOM;SG
cruz	cross	cruz	cross	N;FEM;SG	N;NOM;SG
cabo	kapral	cabo	kapral	N;MASC;SG	N;NOM;SG
cabo	cape	cabo	cape	N;MASC;SG	N;NOM;SG
cabo	neeme	cabo	neem	N;MASC;SG	N;NOM;SG
cabo	cabo	cabo	cabo	N;MASC;SG	N;NOM;SG
cabo	keep	cabo	keep	N;MASC;SG	N;NOM;SG
cabo	cabo	cabo	cabo	N;MASC;SG	N;NOM;SG
brasil	brasil	brasil	brasil	N;SG	N;NOM;SG
red	võrk	red	võrk	N;FEM;SG	N;NOM;SG
red	võrgu	red	võrk	N;FEM;SG	N;NOM;SG
red	võrgustik	red	võrgustik	N;FEM;SG	N;NOM;SG
red	neto	red	neto	N;FEM;SG	N;NOM;SG
red	võrk	red	võrk	N;FEM;SG	N;NOM;SG
red	net	red	net	N;FEM;SG	N;NOM;SG
aquí	siin	aquí	siin	ADV	ADV
canal	kanal	canal	kana	N;MASC;SG	N;AT+ESS
;SG
movimiento	liikumine	movimiento	liikumine	N;MASC;SG	N;NOM;SG
movimiento	liikumine	movimiento	liikumine	N;MASC;SG	N;NOM;SG
revista	ajakiri	revista	aja_kiri	N;FEM;SG	N;NOM;SG
éxito	edu	éxito	edu	N;MASC;SG	N;NOM;SG
relación	seos	relación	seos	N;FEM;SG	N;NOM;SG
relación	suhe	relación	suhe	N;FEM;SG	N;NOM;SG
relación	seos	relación	seos	N;FEM;SG	N;NOM;SG
elecciones	valimised	elección	valimine	N;FEM;PL	N;NOM;PL
elecciones	valimised	elección	valimine	N;FEM;PL	N;NOM;PL
plaza	plaza	plaza	plaza	N;FEM;SG	N;NOM;SG
