ben	بِن	ben	بِن		
hadsereg	لشگر	hadsereg	لشگر	N;NOM;SG	N;SG
hadsereg	ارتش	hadsereg	ارتش	N;NOM;SG	N;SG
hadsereg	ارتشی	hadsereg	ارتشی	N;NOM;SG	N;SG
hadsereg	سپاه	hadsereg	سپاه	N;NOM;SG	N;SG
hadsereg	لشکر	hadsereg	None	N;NOM;SG	N;SG
királyság	فرمانروایی	királyság	فرمانروایی	N;NOM;SG	N;SG
királyság	پادشاهی	királyság	پادشاه	N;NOM;SG	N;SG
szerepet	نقشی	szerep	نقش	N;ACC;SG	N;SG
szerepet	رل	szerep	رل	N;ACC;SG	N;SG
szerepet	نقش	szerep	نقش	N;ACC;SG	N;SG
győzelem	برنده	győzelem	برنده	N;NOM;SG	N;SG
győzelem	پیروزی	győzelem	پیروزی	N;NOM;SG	N;SG
győzelem	فتح	győzelem	فتح	N;NOM;SG	N;SG
nevet	خندان	név	None	N;ACC;SG	N;SG
cím	آدرس	cím	آدرس	N;NOM;SG	N;SG
cím	نشانی	cím	None	N;NOM;SG	N;SG
szükséges	نیازمند	szükséges	نیازمند	ADJ;NOM;SG	ADJ
szükséges	لازم	szükséges	لازم	ADJ;NOM;SG	ADJ
szükséges	لازم	szükséges	لازم	ADJ;NOM;SG	ADJ
szükséges	لازم	szükséges	لازم	ADJ;NOM;SG	ADJ
szükséges	ضروری	szükséges	ضروری	ADJ;NOM;SG	ADJ
játékos	بازیگوش	játékos	بازیگوش	N;NOM;SG	N;SG
játékos	بازیکن	játékos	بازیکن	N;NOM;SG	N;SG
játékos	gamer	játékos	gamer	N;NOM;SG	N;SG
élet	زندگى	élet	زندگى	N;NOM;SG	N;SG
élet	زندگی	élet	زندگی	N;NOM;SG	N;SG
törvény	قانون	törvény	قانون	N;NOM;SG	N;SG
hatalmas	حجیم	hatalmas	حجیم	ADJ;NOM;SG	ADJ
akadémia	آکادمی	akadémia	آکادمی	N;NOM;SG	N;SG
akadémia	فرهنگستان	akadémia	فرهنگست	N;NOM;SG	N;SG
budapesten	بوداپست	budapest	بوداپست	N;ON+ESS;SG	N;SG
irodalom	ادبیات	irodalom	ادبیات	N;NOM;SG	N;SG
irodalom	literature	irodalom	literature	N;NOM;SG	N;SG
társaság	شرکت	társaság	شرکت	N;NOM;SG	N;SG
társaság	company	társaság	None	N;NOM;SG	N;SG
társaság	کمپانی	társaság	کمپانی	N;NOM;SG	N;SG
szöveg	متن	szöveg	متن	N;NOM;SG	N;SG
szöveg	شعر	szöveg	شعر	N;NOM;SG	N;SG
területe	قلمروی	terület	قلمروی	N;NOM;SG	N;SG
területe	قلمرو	terület	قلمرو	N;NOM;SG	N;SG
rész	جزء	rész	جزء	N;NOM;SG	N;SG
rész	قسمت	rész	قسمت	N;NOM;SG	N;SG
rész	پارت	rész	پارت	N;NOM;SG	N;SG
rész	قسمت	rész	قسمت	N;NOM;SG	N;SG
rész	اپیزود	rész	اپیزود	N;NOM;SG	N;SG
lexikon	قاموس	lesik	قاموس	N;NOM;SG	N;SG
filmek	فیلمهایی	film	فیلم	N;NOM;PL	N;PL
filmek	فیلمها	film	فیلم	N;NOM;PL	N;PL
filmek	فیلمهایی	film	فیلم	N;NOM;PL	N;PL
filmek	فیلمهای	film	فیلم	N;NOM;PL	N;PL
ezer	هزار	ezer	هزار	NUM;NOM;SG	NUM
ezer	هزاران	ezer	هزار	NUM;NOM;SG	NUM
ezer	هزارها	ezer	هزار	NUM;NOM;SG	NUM
mérkőzés	تطبیق	mérkőzés	None	N;NOM;SG	N;SG
mérkőzés	مسابقه	mérkőzés	مسابقه	N;NOM;SG	N;SG
mérkőzés	کبریت	mérkőzés	کبریت	N;NOM;SG	N;SG
mérkőzés	تطابق	mérkőzés	تطابق	N;NOM;SG	N;SG
képek	تصاویر	kép	تصویر	N;NOM;PL	N;PL
képek	تصاویر	kép	تصویر	N;NOM;PL	N;PL
képek	عکسها	kép	عکس	N;NOM;PL	N;PL
képek	عکسها	kép	عکس	N;NOM;PL	N;PL
kor	عصر	kor	عصر	N;NOM;SG	N;SG
kor	سنی	kor	سنی	N;NOM;SG	N;SG
kor	سن	kor	سن	N;NOM;SG	N;SG
épület	ساختن	épület	ساختن	N;NOM;SG	N;SG
épület	ساختمانی	épület	ساختمان	N;NOM;SG	N;SG
épület	ساختمان	épület	ساختمان	N;NOM;SG	N;SG
hogyan	چطور	hogyan	چطور	ADV	ADV
politikus	سیاستمدار	politikus	سیاستمدار	N;NOM;SG	N;SG
tartomány	ولایت	tartomány	ولایت	N;NOM;SG	N;SG
tartomány	استان	tartomány	استان	N;NOM;SG	N;SG
tartomány	دامنه	tartomány	None	N;NOM;SG	N;SG
tartomány	گستره	tartomány	گستره	N;NOM;SG	N;SG
művészeti	arts	művészeti	arts	N;NOM;SG	N;SG
művészeti	هنر	művészeti	هنر	N;NOM;SG	N;SG
sziget	آیلند	sziget	آیلند	N;NOM;SG	N;SG
sziget	جزیره	sziget	جزیره	N;NOM;SG	N;SG
műszaki	فنی	műszaki	فنی	N;NOM;SG	N;SG
műszaki	تکنیکی	műszaki	تکنیکی	N;NOM;SG	N;SG
honlap	سایت	honlap	سایت	N;NOM;SG	N;SG
honlap	وبگاه	honlap	وبگاه	N;NOM;SG	N;SG
honlap	وبسایت	honlap	وبسایت	N;NOM;SG	N;SG
honlap	آغازه	honlap	آغازه	N;NOM;SG	N;SG
természetes	طبیعی	természetes	طبیعی	ADJ;NOM;SG	ADJ
állandó	دائم	állandó	دائم		
állandó	دائم	állandó	دائم		
díjat	جایزه	díjat	جایزه	N;ACC;SG	N;SG
kezdve	شروع	kezdv	شروع	N;ON+ESS;SG	N;SG
kezdve	آغاز	kezdv	آغاز	N;ON+ESS;SG	N;SG
anglia	انگلستان	anglia	انگلستان	N;NOM;SG	N;SG
anglia	انگلیس	anglia	انگلیس	N;NOM;SG	N;SG
jött	آمد	jön	آمد#آ	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;3;PST
csata	رزم	csata	رزم	N;NOM;SG	N;SG
csata	کارزار	csata	کارزار	N;NOM;SG	N;SG
csata	بتل	csata	بتل	N;NOM;SG	N;SG
csata	نبرد	csata	None	N;NOM;SG	N;SG
érdemes	شایسته	érdemes	شایسته	ADJ;NOM;SG	ADJ
játék	بازی	játék	بازی	N;NOM;SG	N;SG
játék	گیم	játék	گیم	N;NOM;SG	N;SG
játék	بازی	játék	بازی	N;NOM;SG	N;SG
játék	پخش	játék	پخش	N;NOM;SG	N;SG
játék	بازی	játék	بازی	N;NOM;SG	N;SG
erzsébet	الیزابت	erzse	الیزابت	N;NOM;SG	N;SG
jogi	مجاز	jogi	مجاز	ADJ;NOM;SG	ADJ
könyv	کتاب	könyv	کتاب	N;NOM;SG	N;SG
könyv	کتابی	könyv	کتاب	N;NOM;SG	N;SG
könyv	کتاب	könyv	کتاب	N;NOM;SG	N;SG
intézet	موسسه	intézet	None	N;NOM;SG	N;SG
intézet	مؤسسه	intézet	مؤسسه	N;NOM;SG	N;SG
intézet	انستیتو	intézet	انستیتو	N;NOM;SG	N;SG
london	لندن	london	لندن	N;NOM;SG	N;SG
london	london	london	None	N;NOM;SG	N;SG
fok	کیپ	fok	کیپ	N;NOM;SG	N;SG
fok	شنل	fok	شنل	N;NOM;SG	N;SG
fok	دماغه	fok	دماغه	N;NOM;SG	N;SG
fok	درجه	fok	درجه	N;NOM;SG	N;SG
fok	درجه	fok	درجه	N;NOM;SG	N;SG
perc	دقیقه	perc	دقیقه	N;NOM;SG	N;SG
perc	دقیقه	perc	دقیقه	N;NOM;SG	N;SG
kapcsolatban	مرتبط	kapcsolat	مرتبط	N;IN+ESS;SG	N;SG
egyház	کلیسا	egyház	None	N;NOM;SG	N;SG
egyház	چرچ	egyház	چرچ	N;NOM;SG	N;SG
egyház	کلیسای	egyház	None	N;NOM;SG	N;SG
barlang	غار	barlang	غار	N;NOM;SG	N;SG
barlang	غاری	barlang	غار	N;NOM;SG	N;SG
üzenet	پیغام	üzenet	پیغام	N;NOM;SG	N;SG
üzenet	پیام	üzenet	پیام	N;NOM;SG	N;SG
regény	رمان	regény	رمان	N;NOM;SG	N;SG
regény	رمان	regény	رمان	N;NOM;SG	N;SG
osztály	رده	osztály	رده	N;NOM;SG	N;SG
osztály	ردۀ	osztály	ردۀ	N;NOM;SG	N;SG
osztály	کلاس	osztály	کلاس	N;NOM;SG	N;SG
osztály	class	osztály	class	N;NOM;SG	N;SG
osztály	کلاسی	osztály	کلاسی	N;NOM;SG	N;SG
lakosság	جمعیت	lakosság	جمعیت	N;NOM;SG	N;SG
lakosság	جمعیتی	lakosság	جمعیتی	N;NOM;SG	N;SG
széles	پهناور	széles	پهناور	N;NOM;SG	N;SG
széles	پهنا	széles	پهنا	N;NOM;SG	N;SG
széles	وسیع	széles	وسیع	N;NOM;SG	N;SG
file	پرونده	file	پرونده	N;NOM;SG	N;SG
írók	نویسندگان	író	نویسنده	N;NOM;PL	N;PL
társadalmi	اجتماعی	társadalmi	اجتماعی	ADJ;NOM;SG	ADJ
egyszerű	ساده	egyszerű	ساده	ADJ;NOM;SG	ADJ
kiadás	ورژن	kiadás	ورژن	N;NOM;SG	N;SG
kiadás	نشر	kiadás	نشر	N;NOM;SG	N;SG
kiadás	انتشار	kiadás	انتشار	N;NOM;SG	N;SG
rend	نظم	rend	نظم	N;NOM;SG	N;SG
rend	فرمان	rend	فرمان	N;NOM;SG	N;SG
rend	دستور	rend	دستور	N;NOM;SG	N;SG
rend	سفارش	rend	None	N;NOM;SG	N;SG
rend	ترتیب	rend	ترتیب	N;NOM;SG	N;SG
szakma	حرفه	szakma	None	N;NOM;SG	N;SG
szakma	شغلی	szakma	شغلی	N;NOM;SG	N;SG
szakma	شغل	szakma	شغل	N;NOM;SG	N;SG
verseny	نژاد	verseny	نژاد	N;NOM;SG	N;SG
verseny	مسابقه	verseny	مسابقه	N;NOM;SG	N;SG
verseny	مسابقه	verseny	مسابقه	N;NOM;SG	N;SG
verseny	رقابت	verseny	رقابت	N;NOM;SG	N;SG
verseny	مسابقه	verseny	مسابقه	N;NOM;SG	N;SG
eredmény	نتیجه	eredmény	نتیجه	N;NOM;SG	N;SG
eredmény	نتیجه	eredmény	نتیجه	N;NOM;SG	N;SG
eredmény	حاصل	eredmény	حاصل	N;NOM;SG	N;SG
test	بدن	test	بدن	N;NOM;SG	N;SG
test	بدنی	test	بدنی	N;NOM;SG	N;SG
test	بدنه	test	بدنه	N;NOM;SG	N;SG
test	جسم	test	جسم	N;NOM;SG	N;SG
test	b	test	b	N;NOM;SG	N;SG
ének	تسبیح	én	تسبیح	N;NOM;SG	N;SG
ének	سرود	én	سرود	N;NOM;SG	N;SG
ének	آواز	én	آواز	N;NOM;SG	N;SG
ének	خوانندگی	én	خوانندگی	N;NOM;SG	N;SG
keretében	چارچوب	keret	چارچوب	N;IN+ESS;SG	N;SG
keretében	چهارچوب	keret	چهارچوب	N;IN+ESS;SG	N;SG
változat	نسخۀ	változat	نسخۀ	N;NOM;SG	N;SG
változat	نسخه	változat	نسخه	N;NOM;SG	N;SG
változat	variant	változat	None	N;NOM;SG	N;SG
gól	گل	gól	گل	N;NOM;SG	N;SG
gól	هدف	gól	هدف	N;NOM;SG	N;SG
kérdés	سؤال	kérdés	سؤال	N;NOM;SG	N;SG
kérdés	سوال	kérdés	None	N;NOM;SG	N;SG
kérdés	پرسش	kérdés	پرسش	N;NOM;SG	N;SG
kérdés	سؤال	kérdés	سؤال	N;NOM;SG	N;SG
kérdés	سوال	kérdés	None	N;NOM;SG	N;SG
célja	هدفگیری	cél	هدفگیری	N;NOM;SG	N;SG
külföldi	خارجه	külföldi	خارجه	ADJ;NOM;SG	ADJ
külföldi	خارجی	külföldi	خارجی	ADJ;NOM;SG	ADJ
díjak	اتهامات	díj	اتهام	N;NOM;PL	N;PL
díjak	اتهاماتی	díj	اتهاماتی	N;NOM;PL	N;PL
díjak	جوایز	díj	جایزه	N;NOM;PL	N;PL
díjak	جوایز	díj	جایزه	N;NOM;PL	N;PL
uralkodó	حاکم	uralkodó	حاکم	N;NOM;SG	N;SG
uralkodó	امپراتور	uralkodó	امپراتور	N;NOM;SG	N;SG
uralkodó	امپراطور	uralkodó	امپراطور	N;NOM;SG	N;SG
uralkodó	مونارچ	uralkodó	مونارچ	N;NOM;SG	N;SG
zeneszerző	مؤلف	zeneszerző	مؤلف	N;NOM;SG	N;SG
zeneszerző	composer	zeneszerző	composer	N;NOM;SG	N;SG
zeneszerző	آهنگساز	zeneszerző	آهنگساز	N;NOM;SG	N;SG
évad	فصل	évad	فصل	N;NOM;SG	N;SG
program	برنامۀ	program	برنامۀ	N;NOM;SG	N;SG
program	پروگرام	program	پروگرام	N;NOM;SG	N;SG
program	برنامه	program	برنامه	N;NOM;SG	N;SG
program	برنامه	program	برنامه	N;NOM;SG	N;SG
lehetséges	ممکن	lehetséges	ممکن	ADJ;NOM;SG	ADJ
szezon	فصل	szez	فصل	N;NOM;SG	N;SG
nők	زنانی	nő	None	N;NOM;PL	N;PL
nők	زنها	nő	None	N;NOM;PL	N;PL
nők	زنان	nő	زن	N;NOM;PL	N;PL
bizottság	تصدی	bizottság	تصدی	N;NOM;SG	N;SG
bizottság	کمیسیون	bizottság	کمیسیون	N;NOM;SG	N;SG
bizottság	کمیته	bizottság	کمیته	N;NOM;SG	N;SG
bizottság	کمیسیون	bizottság	کمیسیون	N;NOM;SG	N;SG
zenekar	بند	zenekar	بند	N;NOM;SG	N;SG
zenekar	گروه	zenekar	گروه	N;NOM;SG	N;SG
zenekar	ارکستر	zenekar	ارکستر	N;NOM;SG	N;SG
színésznő	بازیگر	színésznő	بازیگر	N;NOM;SG	N;SG
színésznő	actress	színésznő	actress	N;NOM;SG	N;SG
tíz	ده	tíz	ده	NUM;NOM;SG	NUM
hol	کجا	hol	کجا	ADV	ADV
gitár	گیتار	gitár	گیتار	N;NOM;SG	N;SG
legmagasabb	بالاترین	nagmagas	بالا	ADJ;NOM;RL;SG	ADJ;RL
legmagasabb	بلندترین	nagmagas	بلند	ADJ;NOM;RL;SG	ADJ;RL
országok	کشورها	ország	کشور	N;NOM;PL	N;PL
munka	شغل	munka	شغل	N;NOM;SG	N;SG
munka	کار	munka	کار	N;NOM;SG	N;SG
munka	ایوب	munka	ایوب	N;NOM;SG	N;SG
munka	کار	munka	کار	N;NOM;SG	N;SG
munka	کاری	munka	کار	N;NOM;SG	N;SG
egység	همبستگی	egység	همبستگی	N;NOM;SG	N;SG
egység	وحدت	egység	وحدت	N;NOM;SG	N;SG
egység	اتحاد	egység	اتحاد	N;NOM;SG	N;SG
egység	یگان	egység	یهان	N;NOM;SG	N;SG
egység	یکای	egység	یکا	N;NOM;SG	N;SG
egység	واحد	egység	واحد	N;NOM;SG	N;SG
egység	یکا	egység	یکا	N;NOM;SG	N;SG
történet	داستان	történet	داستان	N;NOM;SG	N;SG
történet	داستانی	történet	داستان	N;NOM;SG	N;SG
történet	قصه	történet	None	N;NOM;SG	N;SG
visszatért	بازگشته	visszatért	بازگشته	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;3;V.PTCP
isten	خداوند	isten	خداوند	N;NOM;SG	N;SG
isten	خدا	isten	خدا	N;NOM;SG	N;SG
isten	خدایی	isten	خدا	N;NOM;SG	N;SG
cég	استواری	cég	استواری	N;NOM;SG	N;SG
cég	شرکت	cég	شرکت	N;NOM;SG	N;SG
cég	company	cég	None	N;NOM;SG	N;SG
cég	کمپانی	cég	کمپانی	N;NOM;SG	N;SG
újságíró	خبرنگار	újságíró	خبرنگار	N;NOM;SG	N;SG
újságíró	گزارشگر	újságíró	None	N;NOM;SG	N;SG
írni	نوشت	ír	نوشت#نویس	V;NFIN;ACT	V;SG;3;PST
írni	نویسند	ír	نویست#نویس	V;NFIN;ACT	V;SBJV;PL;3;PRS
írni	بنویسید	ír	نسود#آو	V;NFIN;ACT	V;SBJV;PL;2;PRS
írni	بنویسد	ír	نوشت#نویس	V;NFIN;ACT	V;SBJV;SG;3;PRS
henrik	هنریک	henrik	هنریک	N;NOM;SG	N;SG
henrik	هنری	henrik	هنری	N;NOM;SG	N;SG
henrik	آنری	henrik	آنری	N;NOM;SG	N;SG
víz	آب	víz	آب	N;NOM;SG	N;SG
forradalom	انقلابی	forradalom	انقلاب	N;NOM;SG	N;SG
forradalom	انقلاب	forradalom	انقلاب	N;NOM;SG	N;SG
vasúti	ریل	vasúti	ریل	N;NOM;SG	N;SG
egyesület	انجمن	egyesület	انجمن	N;NOM;SG	N;SG
leginkább	غالبا	inkább	غالبا	ADV	ADV
vége	پایان	vég	پایان	N;NOM;SG	N;SG
kiváló	برجسته	kiváló	برجسته	ADJ;NOM;SG	ADJ
kiváló	عالی	kiváló	عالی	ADJ;NOM;SG	ADJ
szigetek	جزایر	sziget	جزایر	N;NOM;PL	N;PL
püspök	اسقف	püspök	اسقف	N;NOM;SG	N;SG
püspök	بیشاپ	püspök	بیشاپ	N;NOM;SG	N;SG
körülbelül	حدوداً	körülbelül	حدوداً	ADV	ADV
hercegnő	دوشس	hercegnő	دوشس	N;NOM;SG	N;SG
hercegnő	پرنسس	hercegnő	پرنسس	N;NOM;SG	N;SG
hercegnő	شاهدخت	hercegnő	شاهدخت	N;NOM;SG	N;SG
szervezet	سازمان	szervezet	سازمان	N;NOM;SG	N;SG
szervezet	سازماندهی	szervezet	سازماندهی	N;NOM;SG	N;SG
szervezet	سازمان	szervezet	سازمان	N;NOM;SG	N;SG
szervezet	سازماندهی	szervezet	سازماندهی	N;NOM;SG	N;SG
akadémiai	دانشگاهی	akadémiai	دانشگاهی	N;NOM;SG	N;SG
akadémiai	آکادمیک	akadémiai	آکادمیک	N;NOM;SG	N;SG
akadémiai	تحصیلی	akadémiai	تحصیلی	N;NOM;SG	N;SG
tagok	اعضای	tag	عضو	N;NOM;PL	N;PL
tagok	اعضا	tag	عضو	N;NOM;PL	N;PL
születés	تولد	születés	تولد	N;NOM;SG	N;SG
születés	ولادت	születés	None	N;NOM;SG	N;SG
óra	ساعتی	óra	ساعت	N;NOM;SG	N;SG
óra	ساعت	óra	ساعت	N;NOM;SG	N;SG
óra	کلاک	óra	کلاک	N;NOM;SG	N;SG
óra	ساعت	óra	ساعت	N;NOM;SG	N;SG
óra	ساعت	óra	ساعت	N;NOM;SG	N;SG
óra	رده	óra	رده	N;NOM;SG	N;SG
óra	ردۀ	óra	ردۀ	N;NOM;SG	N;SG
óra	کلاس	óra	کلاس	N;NOM;SG	N;SG
óra	class	óra	class	N;NOM;SG	N;SG
óra	کلاسی	óra	کلاسی	N;NOM;SG	N;SG
szeged	سگد	szeged	سگد		
tenger	دریا	tenger	دریا	N;NOM;SG	N;SG
tenger	دریای	tenger	دریا	N;NOM;SG	N;SG
kastély	قصر	kastély	None	N;NOM;SG	N;SG
kastély	کاستل	kastély	کاستل	N;NOM;SG	N;SG
kastély	کستل	kastély	کستل	N;NOM;SG	N;SG
kastély	قلعه	kastély	قلعه	N;NOM;SG	N;SG
feleségül	ازدواج	feleségül	ازدواج	N;NOM;SG	N;SG
feleségül	عقد	feleségül	None	N;NOM;SG	N;SG
európában	اروپای	európa	اروپا	N;IN+ESS;SG	N;SG
európában	اروپا	európa	اروپا	N;IN+ESS;SG	N;SG
vidék	حومه	vidék	حومه	N;NOM;SG	N;SG
vidék	ییلاق	vidék	ییلاق	N;NOM;SG	N;SG
vidék	روستایی	vidék	روستایی	N;NOM;SG	N;SG
városban	قریه	város	قریه	N;IN+ESS;SG	N;SG
városban	شهر	város	شهر	N;IN+ESS;SG	N;SG
városban	شهرک	város	شهرک	N;IN+ESS;SG	N;SG
bajnokok	قهرمانان	bajnok	قهرمان	N;NOM;PL	N;PL
temploma	پرستشگاه	temploma	پرستشگاه	N;NOM;SG	N;SG
temploma	عبادتگاه	temploma	عبادتگاه	N;NOM;SG	N;SG
temploma	معبد	temploma	None	N;NOM;SG	N;SG
temploma	تمپل	temploma	تمپل	N;NOM;SG	N;SG
evangélikus	lutheran	evangélikus	None	N;NOM;SG	N;SG
helyén	سایت	hely	سایت	N;ON+ESS;SG	N;SG
könyvtár	پوشه	Könyvtár	پوشه	N;NOM;SG	N;SG
könyvtár	کتابخانه	Könyvtár	کتابخانه	N;NOM;SG	N;SG
kultúra	تمدن	kultúra	تمدن	N;NOM;SG	N;SG
kultúra	فرهنگی	kultúra	فرهنگی	N;NOM;SG	N;SG
kultúra	فرهنگ	kultúra	فرهنگ	N;NOM;SG	N;SG
döntő	نهایی	döntő	نهایی	ADJ;NOM;SG	ADJ
döntő	آخرین	döntő	آخرین	ADJ;NOM;SG	ADJ;RL
orvos	پزشک	orvos	پزشک	N;NOM;SG	N;SG
orvos	دکتری	orvos	دکتری	N;NOM;SG	N;SG
orvos	داکتر	orvos	داکتر	N;NOM;SG	N;SG
orvos	دکتر	orvos	دکتر	N;NOM;SG	N;SG
csatorna	کانال	csator	None	N;NOM;SG	N;SG
csatorna	مجرا	csator	None	N;NOM;SG	N;SG
csatorna	مجرای	csator	None	N;NOM;SG	N;SG
csatorna	کانال	csator	None	N;NOM;SG	N;SG
csatorna	مجرا	csator	None	N;NOM;SG	N;SG
csatorna	مجرای	csator	None	N;NOM;SG	N;SG
csatorna	چنل	csator	چنل	N;NOM;SG	N;SG
csatorna	channel	csator	channel	N;NOM;SG	N;SG
festő	نقاش	festő	نقاش	N;NOM;SG	N;SG
zene	موسیقی	zene	موسیقی	N;NOM;SG	N;SG
zene	موزیک	zene	موزیک	N;NOM;SG	N;SG
híd	پل	híd	پل	N;NOM;SG	N;SG
híd	پلی	híd	پلی	N;NOM;SG	N;SG
nemzet	ملت	nemzet	ملت	N;NOM;SG	N;SG
nemzet	ملتی	nemzet	ملت	N;NOM;SG	N;SG
youtube	یوتیوب	youtub	یوتیوب	N;NOM;SG	N;SG
youtube	یوتوب	youtub	یوتوب	N;NOM;SG	N;SG
youtube	youtube	youtub	youtube	N;NOM;SG	N;SG
don	دان	don	آن		
valójában	راستش	valójában	راستش	N;IN+ESS;SG	N;SG
szakasz	مرحله	szakasz	مرحله	N;NOM;SG	N;SG
szakasz	فازی	szakasz	فازی	N;NOM;SG	N;SG
szakasz	فاز	szakasz	فاز	N;NOM;SG	N;SG
szakasz	بخش	szakasz	بخش	N;NOM;SG	N;SG
szakasz	جوخه	szakasz	جوخه	N;NOM;SG	N;SG
családi	فامیل	családi	فامیل	N;NOM;SG	N;SG
családi	خانوادگی	családi	خانوادگی	N;NOM;SG	N;SG
családi	خانواده	családi	خانواده	N;NOM;SG	N;SG
címe	آدرس	cím	آدرس	N;NOM;SG	N;SG
címe	نشانی	cím	None	N;NOM;SG	N;SG
művész	هنرمند	művész	هنرمند	N;NOM;SG	N;SG
művész	artist	művész	None	N;NOM;SG	N;SG
művész	هنرمندی	művész	هنرمند	N;NOM;SG	N;SG
vonatkozó	مربوط	vonatkozó	مربوط	ADJ;NOM;SG	ADJ
vonatkozó	مربوطه	vonatkozó	مربوطه	ADJ;NOM;SG	ADJ
records	رکوردز	records	رکوردز	N;NOM;SG	N;SG
hozott	آورده	hoz	آورد#آور	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;3;V.PTCP
románia	رومانیایی	románia	رومانیایی	N;NOM;SG	N;SG
románia	رومانی	románia	رومانی	N;NOM;SG	N;SG
románia	رومانی	románia	رومانی	N;NOM;SG	N;SG
katona	سرباز	katona	سرباز	N;NOM;SG	N;SG
katona	سربازی	katona	سربازی	N;NOM;SG	N;SG
ortodox	ارتدوکس	ortodox	ارتدوکس	N;NOM;SG	N;SG
patak	کریک	patak	کریک	N;NOM;SG	N;SG
patak	نهر	patak	نهر	N;NOM;SG	N;SG
patak	جریان	patak	جریان	N;NOM;SG	N;SG
patak	جریانی	patak	جریان	N;NOM;SG	N;SG
lány	دختری	lány	None	N;NOM;SG	N;SG
lány	دختر	lány	دختر	N;NOM;SG	N;SG
gyorsan	تند	gyors	None	ADJ;FRML;SG	ADJ
lapok	کارتها	lap	کارت	N;NOM;PL	N;PL
lapok	کارتهای	lap	کارت	N;NOM;PL	N;PL
lapok	صفحات	lap	None	N;NOM;PL	N;PL
szerepe	نقشی	szerep	نقش	N;NOM;SG	N;SG
szerepe	رل	szerep	رل	N;NOM;SG	N;SG
szerepe	نقش	szerep	نقش	N;NOM;SG	N;SG
oroszország	روس	oroszország	روس	N;NOM;SG	N;SG
oroszország	روسیه	oroszország	روسیه	N;NOM;SG	N;SG
oroszország	روسی	oroszország	روسی	N;NOM;SG	N;SG
oroszország	روسیه	oroszország	روسیه	N;NOM;SG	N;SG
központ	سنتر	központ	سنتر	N;NOM;SG	N;SG
központ	مرکزش	központ	مرکزش	N;NOM;SG	N;SG
központ	مرکز	központ	مرکز	N;NOM;SG	N;SG
központ	سنتر	központ	سنتر	N;NOM;SG	N;SG
központ	مرکز	központ	مرکز	N;NOM;SG	N;SG
tanács	پند	tanács	پند	N;NOM;SG	N;SG
tanács	نصیحت	tanács	نصیحت	N;NOM;SG	N;SG
tanács	شورای	tanács	شورا	N;NOM;SG	N;SG
tanács	شورا	tanács	شورا	N;NOM;SG	N;SG
tanács	انجمن	tanács	انجمن	N;NOM;SG	N;SG
galéria	گالری	galéria	گالری	N;NOM;SG	N;SG
galéria	نگارخانه	galéria	نگارخانه	N;NOM;SG	N;SG
galéria	gallery	galéria	gallery	N;NOM;SG	N;SG
mögött	پشت	mögött	پشت	ADP	ADP
férje	همسر	fér	همسر	N;NOM;SG	N;SG
férje	شوهر	fér	شوهر	N;NOM;SG	N;SG
férje	شوهری	fér	شوهر	N;NOM;SG	N;SG
férje	شوهرش	fér	شوهرش	N;NOM;SG	N;SG
sokan	بسیار	sokan	بسیار	ADV	ADV
dinasztia	دودمان	dinasztia	دودم	N;NOM;SG	N;SG
dinasztia	سلسله	dinasztia	سلسله	N;NOM;SG	N;SG
ötödik	پنجم	ötödik	پنجم	ADJ;NOM;SG	ADJ
ötödik	پنجمین	ötödik	پنجمین	ADJ;NOM;SG	ADJ;RL
ausztria	اتریش	ausztria	اتریش	N;NOM;SG	N;SG
ausztria	اتریشی	ausztria	اتریشی	N;NOM;SG	N;SG
ausztria	اتریش	ausztria	اتریش	N;NOM;SG	N;SG
speciális	ویژه	speciális	ویژه	ADJ;NOM;SG	ADJ
madarak	پرندگان	madarak	پرنده	N;NOM;PL	N;PL
liga	لیگ	liga	لیگ	N;NOM;SG	N;SG
liga	لیگا	liga	لیگا	N;NOM;SG	N;SG
katalin	کاتالین	katalin	کاتالین	N;NOM;SG	N;SG
közösség	اجتماع	közösség	None	N;NOM;SG	N;SG
közösség	ملتی	közösség	ملت	N;NOM;SG	N;SG
közösség	جامعه	közösség	جامعه	N;NOM;SG	N;SG
közösség	انجمن	közösség	انجمن	N;NOM;SG	N;SG
közösség	امت	közösség	امت	N;NOM;SG	N;SG
egyszerűen	ساده	egyszerű	ساده	ADJ;FRML;SG	ADJ
azonnal	فورا	azonnal	فورا		
amerika	آمریکای	amerika	آمریکا	N;NOM;SG	N;SG
amerika	امریکا	amerika	امریکا	N;NOM;SG	N;SG
amerika	آمریکا	amerika	آمریکا	N;NOM;SG	N;SG
edző	trainer	edző	None	N;NOM;SG	N;SG
edző	مربی	edző	مربی	N;NOM;SG	N;SG
edző	coach	edző	coach	N;NOM;SG	N;SG
edző	دلیجان	edző	دلیج	N;NOM;SG	N;SG
edző	مربیگری	edző	None	N;NOM;SG	N;SG
edző	مربی	edző	مربی	N;NOM;SG	N;SG
pdf	pdf	pdf	pdf	N;NOM;SG	N;SG
lemez	دیسک	lemez	دیسک	N;NOM;SG	N;SG
lemez	ضبط	lemez	None	N;NOM;SG	N;SG
lemez	دیسک	lemez	دیسک	N;NOM;SG	N;SG
