kategória	kategori	kategória	kategori	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
objektov	genstande	objekt	genstand	N;INAN;GEN;MASC;PL	N;INDF;MASC+FEM;PL
objektov	objekter	objekt	objekt	N;INAN;GEN;MASC;PL	N;INDF;NEUT;PL
slovenské	slovakisk	slovenský	slovakisk	ADJ;NOM;NEUT;SG	ADJ;INDF;SG
portál	portal	portál	portal	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
portál	portalen	portál	portale	N;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
ľudí	mennesker	človek	menneske	N;ANIM;ACC;MASC;PL	N;INDF;NEUT;PL
ľudí	mennesker	človek	menneske	N;ANIM;ACC;MASC;PL	N;INDF;NEUT;PL
ľudí	personer	človek	person	N;ANIM;ACC;MASC;PL	N;INDF;MASC+FEM;PL
ľudí	folk	človek	folk	N;ANIM;ACC;MASC;PL	N;INDF;NEUT;PL
územie	område	územie	område	N;NOM;NEUT;SG	N;INDF;NEUT;SG
územie	territorium	územie	territorium	N;NOM;NEUT;SG	N;INDF;NEUT;SG
palomar	palomar	palomar	palomar	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
možné	muligt	možný	mulig	ADJ;NOM;NEUT;SG	ADJ;INDF;NEUT;SG
možné	mulig	možný	mulig	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC+FEM;SG
herec	skuespilleren	herec	skuespiller	N;ANIM;NOM;MASC;SG	N;DEF;MASC+FEM;SG
herec	skuespiller	herec	skuespiller	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
herec	aktør	herec	aktør	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
hry	kampe	hra	kamp	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
veľký	stor	veľký	stor	ADJ;ANIM;NOM;MASC;SG	ADJ;INDF;MASC+FEM;SG
veľký	stort	veľký	stor	ADJ;ANIM;NOM;MASC;SG	ADJ;INDF;NEUT;SG
veľký	stor	veľký	stor	ADJ;ANIM;NOM;MASC;SG	ADJ;INDF;MASC+FEM;SG
veľký	stort	veľký	stor	ADJ;ANIM;NOM;MASC;SG	ADJ;INDF;NEUT;SG
života	liv	život	liv	N;INAN;GEN;MASC;SG	N;INDF;NEUT;SG
života	livet	život	liv	N;INAN;GEN;MASC;SG	N;DEF;NEUT;SG
života	livstid	život	livstid	N;INAN;GEN;MASC;SG	N;INDF;MASC+FEM;SG
septembra	september	september	september	N;INAN;GEN;MASC;SG	N;INDF;MASC+FEM;SG
kráľ	konge	kráľ	konge	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
kráľ	kongen	kráľ	konge	N;ANIM;NOM;MASC;SG	N;DEF;MASC+FEM;SG
iii	iii	iii	iii	NUM	NUM
hráči	aktører	hráčiť	aktøre	N;ANIM;NOM;MASC;PL	N;INDF;MASC+FEM;PL
hráči	spillerne	hráčiť	spiller	N;ANIM;NOM;MASC;PL	N;DEF;MASC+FEM;PL
hráči	spillere	hráčiť	spiller	N;ANIM;NOM;MASC;PL	N;INDF;MASC+FEM;PL
vlády	regeringer	vláda	regering	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
vlády	regeringerne	vláda	regering	N;NOM;FEM;PL	N;DEF;MASC+FEM;PL
môžu	kan	môcť	kunne	V;IPFV;IND;PL;3;POS;PRS;FIN	V;IND;PRS;FIN;ACT
miest	pladser	mesto	plads	N;GEN;NEUT;PL	N;INDF;MASC+FEM;PL
miest	steder	mesto	sted	N;GEN;NEUT;PL	N;INDF;NEUT;PL
zároveň	samtidig	zároveň	samtidig	ADV	ADV
zároveň	samtidigt	zároveň	samtidigt	ADV	ADV
mieste	plet	miesto	plet	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
mieste	spot	miesto	spot	N;NOM;NEUT;SG	N;INDF;NEUT;SG
mieste	site	miesto	site	N;NOM;NEUT;SG	N;INDF;NEUT;SG
kráľa	konge	kráľ	konge	N;ANIM;ACC;MASC;SG	N;INDF;MASC+FEM;SG
kráľa	kongen	kráľ	konge	N;ANIM;ACC;MASC;SG	N;DEF;MASC+FEM;SG
tam	der	tam	der	ADV	ADV
spoločnosť	samfundet	spoločnosť	samfund	N;NOM;FEM;SG	N;DEF;NEUT;SG
spoločnosť	samfund	spoločnosť	samfund	N;NOM;FEM;SG	N;INDF;NEUT;SG
spoločnosť	selskab	spoločnosť	selskab	N;NOM;FEM;SG	N;INDF;NEUT;SG
spoločnosť	firma	spoločnosť	firma	N;NOM;FEM;SG	N;INDF;NEUT;SG
spoločnosť	kompagni	spoločnosť	kompagni	N;NOM;FEM;SG	N;INDF;NEUT;SG
spoločnosť	virksomhed	spoločnosť	virksomhed	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
oblasť	region	oblasť	region	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
oblasť	areal	oblasť	areal	N;NOM;FEM;SG	N;INDF;NEUT;SG
oblasť	område	oblasť	område	N;NOM;FEM;SG	N;INDF;NEUT;SG
vek	alder	vek	alder	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
vek	alderen	vek	alder	N;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
štadión	stadion	štadión	stadion	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
štadión	stadium	štadión	stadium	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
muži	hannerne	muž	hanne	N;ANIM;NOM;MASC;PL	N;DEF;MASC+FEM;PL
muži	hanner	muž	hanne	N;ANIM;NOM;MASC;PL	N;INDF;MASC+FEM;PL
muži	mænd	muž	mand	N;ANIM;NOM;MASC;PL	N;INDF;MASC+FEM;PL
muži	mændene	muž	mand	N;ANIM;NOM;MASC;PL	N;DEF;MASC+FEM;PL
muži	mænd	muž	mand	N;ANIM;NOM;MASC;PL	N;INDF;MASC+FEM;PL
októbra	oktober	október	oktober	N;INAN;GEN;MASC;SG	N;INDF;MASC+FEM;SG
život	liv	život	liv	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
život	livet	život	liv	N;INAN;NOM;MASC;SG	N;DEF;NEUT;SG
život	livstid	život	livstid	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
mája	maj	máj	maj	N;INAN;GEN;MASC;SG	N;INDF;MASC+FEM;SG
dňa	dag	deň	dag	N;INAN;GEN;MASC;SG	N;INDF;MASC+FEM;SG
dňa	dagen	deň	dag	N;INAN;GEN;MASC;SG	N;DEF;MASC+FEM;SG
dňa	kampdag	deň	kampdag	N;INAN;GEN;MASC;SG	N;INDF;MASC+FEM;SG
národné	landsdækkende	národný	landsdækkende	ADJ;NOM;NEUT;SG	ADJ
center	centrum	center	centrum	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
center	midtpunkt	center	midtpunkt	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
center	center	center	center	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
center	midten	center	midte	N;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
syn	søn	syn	søn	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
marca	marts	marec	marts	N;INAN;GEN;MASC;SG	N;INDF;MASC+FEM;SG
marca	march	marec	march	N;INAN;GEN;MASC;SG	N;INDF;MASC+FEM;SG
dĺžka	længde	dĺžka	længde	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
dĺžka	længden	dĺžka	længde	N;NOM;FEM;SG	N;DEF;MASC+FEM;SG
dĺžka	længde	dĺžka	længde	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
dĺžka	længdegrad	dĺžka	længdegrad	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
augusta	august	augusta	august	N;INAN;GEN;MASC;SG	N;INDF;MASC+FEM;SG
augusta	augusta	augusta	augusta	N;INAN;GEN;MASC;SG	N;INDF;MASC+FEM;SG
veľké	stor	veľký	stor	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC+FEM;SG
veľké	stort	veľký	stor	ADJ;NOM;NEUT;SG	ADJ;INDF;NEUT;SG
veľké	stor	veľký	stor	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC+FEM;SG
veľké	stort	veľký	stor	ADJ;NOM;NEUT;SG	ADJ;INDF;NEUT;SG
školy	skoler	škola	skole	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
školy	skolerne	škola	skole	N;NOM;FEM;PL	N;DEF;MASC+FEM;PL
nový	ny	nový	ny	ADJ;ANIM;NOM;MASC;SG	ADJ;INDF;MASC+FEM;SG
nový	nyt	nový	ny	ADJ;ANIM;NOM;MASC;SG	ADJ;INDF;NEUT;SG
obsahuje	indholder	obsahovať	indholde	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;PRS;FIN;ACT
obsahuje	indeholder	obsahovať	indeholde	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;PRS;FIN;ACT
správa	betænkning	správa	betænkning	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
správa	rapport	správa	rapport	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
správa	meddelelse	správa	meddelelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
správa	budskab	správa	budskab	N;NOM;FEM;SG	N;INDF;NEUT;SG
správa	besked	správa	besked	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
správa	indgivelse	správa	indgivelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
správa	forvaltning	správa	forvaltning	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
správa	administration	správa	administration	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
štát	landet	štát	land	N;INAN;NOM;MASC;SG	N;DEF;NEUT;SG
štát	land	štát	land	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
štát	stat	štát	stat	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
štát	delstat	štát	delstat	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
štát	tilstand	štát	tilstand	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
hráč	spilleren	hráč	spiller	N;ANIM;NOM;MASC;SG	N;DEF;MASC+FEM;SG
hráč	afspiller	hráč	afspille	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
hráč	gamer	hráč	game	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
júna	juni	jún	juni	N;INAN;GEN;MASC;SG	N;INDF;MASC+FEM;SG
júna	june	jún	jun	N;INAN;GEN;MASC;SG	N;INDF;MASC+FEM;SG
cesta	sti	cesta	sti	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
cesta	stien	cesta	stie	N;NOM;FEM;SG	N;DEF;MASC+FEM;SG
cesta	route	cesta	route	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
cesta	ruten	cesta	ruten	N;NOM;FEM;SG	N;DEF;MASC+FEM;SG
cesta	rute	cesta	rute	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
cesta	rejsen	cesta	rejse	N;NOM;FEM;SG	N;DEF;MASC+FEM;SG
cesta	rejse	cesta	rejse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
cesta	vej	cesta	vej	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
cesta	måde	cesta	måde	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
cesta	vejen	cesta	vej	N;NOM;FEM;SG	N;DEF;MASC+FEM;SG
cesta	vej	cesta	vej	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
cesta	landevej	cesta	landevej	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
apríla	april	apríl	april	N;INAN;GEN;MASC;SG	N;INDF;MASC+FEM;SG
dostal	fik	dostať	få	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IND;PST;FIN;ACT
krajiny	lande	krajina	land	N;NOM;FEM;PL	N;INDF;NEUT;PL
krajiny	landskaber	krajina	landskaber	N;NOM;FEM;PL	N;INDF;NEUT;PL
krajiny	landene	krajina	land	N;NOM;FEM;PL	N;DEF;NEUT;PL
krajiny	lande	krajina	land	N;NOM;FEM;PL	N;INDF;NEUT;PL
začala	startet	začať	starte	V;PFV;FEM;SG;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
začala	påbegyndt	začať	påbegynde	V;PFV;FEM;SG;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
začala	begyndte	začať	begynde	V;PFV;FEM;SG;POS;PST;V.PTCP	V;IND;PST;FIN;ACT
začala	begyndt	začať	begynde	V;PFV;FEM;SG;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
začala	startede	začať	starte	V;PFV;FEM;SG;POS;PST;V.PTCP	V;IND;PST;FIN;ACT
začala	begyndte	začať	begynde	V;PFV;FEM;SG;POS;PST;V.PTCP	V;IND;PST;FIN;ACT
ceny	priser	cena	pris	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
ceny	priserne	cena	pris	N;NOM;FEM;PL	N;DEF;MASC+FEM;PL
ceny	præmier	cena	præmie	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
žilo	boet	žiť	bo	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
žilo	boede	žiť	bo	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;IND;PST;FIN;ACT
žilo	levede	žiť	leve	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;IND;PST;FIN;ACT
žilo	levet	žiť	leve	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
číslo	antal	číslo	antal	N;NOM;NEUT;SG	N;INDF;NEUT;SG
číslo	nummer	číslo	nummer	N;NOM;NEUT;SG	N;INDF;NEUT;SG
typ	type	typ	type	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
politik	politiker	politik	politiker	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
rôznych	forskellige	rôzny	forskellig	ADJ;GEN;MASC;PL	ADJ;PL
júla	juli	júla	juli	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
práve	bare	práve	bare	ADV	ADV
čas	tid	čas	tid	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
čas	tidspunkt	čas	tidspunkt	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
čas	gang	čas	gang	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
čas	klokkeslæt	čas	klokkeslæt	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
čas	tiden	čas	tid	N;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
novembra	november	november	november	N;INAN;GEN;MASC;SG	N;INDF;MASC+FEM;SG
víťaz	vinderen	víťaz	vinder	N;ANIM;NOM;MASC;SG	N;DEF;MASC+FEM;SG
decembra	december	december	december	N;INAN;GEN;MASC;SG	N;INDF;MASC+FEM;SG
galaxia	galaksen	galaxia	galakse	N;NOM;FEM;SG	N;DEF;MASC+FEM;SG
galaxia	galakse	galaxia	galakse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
galaxia	galaxy	galaxia	galaxy	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
troch	tre	tri	tre	NUM;GEN;MASC;PL	NUM
postupne	gradvist	postupne	gradvist	ADV	ADV
postupne	efterhånden	postupne	efterhånden	ADV	ADV
postupne	gradvis	postupne	gradvis	ADV	ADV
veľká	stor	veľký	stor	ADJ;NOM;FEM;SG	ADJ;INDF;MASC+FEM;SG
veľká	stort	veľký	stor	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
veľká	stor	veľký	stor	ADJ;NOM;FEM;SG	ADJ;INDF;MASC+FEM;SG
veľká	stort	veľký	stor	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
množstvo	beløb	množstvo	beløb	N;NOM;NEUT;SG	N;INDF;NEUT;SG
množstvo	mængde	množstvo	mængde	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
množstvo	kvantitet	množstvo	kvantitet	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
množstvo	mængde	množstvo	mængde	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
opäť	igen	opäť	igen	ADV	ADV
priezvisko	efternavn	priezvisko	efternavn	N;NOM;NEUT;SG	N;INDF;NEUT;SG
otec	far	otec	far	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
otec	svigerfar	otec	svigerfar	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
otec	far	otec	far	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
otec	fader	otec	fade	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
svete	verden	svet	verden	N;INAN;ESS;MASC;SG	N;INDF;MASC+FEM;SG
podobne	ligeledes	podobne	ligeledes	ADV	ADV
stránky	sites	stránka	sites	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
stránky	lokaliteter	stránka	lokalitet	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
stránky	sider	stránka	side	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
poloha	position	poloha	position	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
poloha	stilling	poloha	stilling	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
poloha	holdning	poloha	holdning	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
poloha	lokalisering	poloha	lokalisering	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
poloha	beliggenhed	poloha	beliggenhed	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
poloha	sted	poloha	sted	N;NOM;FEM;SG	N;INDF;NEUT;SG
poloha	placering	poloha	placering	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
poloha	lokation	poloha	lokation	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
typu	type	typ	type	N;INAN;GEN;MASC;SG	N;INDF;MASC+FEM;SG
deň	dag	deň	dag	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
deň	dagen	deň	dag	N;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
deň	kampdag	deň	kampdag	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
články	artikler	článok	artikel	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
články	genstande	článok	genstand	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
články	artiklerne	článok	artikel	N;INAN;NOM;MASC;PL	N;DEF;MASC+FEM;PL
vtedy	derefter	vtedy	derefter	ADV	ADV
vtedy	så	vtedy	så	ADV	ADV
obrázok	billed	obrázok	billed	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
obrázok	billede	obrázok	billede	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
obrázok	image	obrázok	image	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
obrázok	billede	obrázok	billede	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
obrázok	billedet	obrázok	billede	N;INAN;NOM;MASC;SG	N;DEF;NEUT;SG
obrázok	figur	obrázok	figur	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
celý	hele	celý	hel	ADJ;INAN;NOM;MASC;SG	ADJ;DEF;SG
obyvateľstva	indbyggere	obyvateľstvo	indbygger	N;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
členovia	medlemmer	člen	medlem	N;ANIM;NOM;MASC;PL	N;INDF;NEUT;PL
členovia	medlemmerne	člen	medlem	N;ANIM;NOM;MASC;PL	N;DEF;NEUT;PL
stále	stadig	stále	stadig	ADV	ADV
stále	stadigvæk	stále	stadigvæk	ADV	ADV
jednotky	enheder	jednotka	enhed	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
jednotky	tropperne	jednotka	trop	N;NOM;FEM;PL	N;DEF;MASC+FEM;PL
jednotky	tropper	jednotka	troppe	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
alpes	alpes	alpes	alpes	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
priemerný	gennemsnitlig	priemerný	gennemsnitlig	ADJ;INAN;NOM;MASC;SG	ADJ;INDF;MASC+FEM;SG
priemerný	middelmådig	priemerný	middelmådig	ADJ;INAN;NOM;MASC;SG	ADJ;INDF;MASC+FEM;SG
diskusia	diskussion	diskusi	diskussion	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
diskusia	drøftelse	diskusi	drøftelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
diskusia	debat	diskusi	debat	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
diskusia	debatten	diskusi	debat	N;NOM;FEM;SG	N;DEF;MASC+FEM;SG
diskusia	forhandling	diskusi	forhandling	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
diskusia	debat	diskusi	debat	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
program	program	program	program	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
program	programmet	program	program	N;INAN;NOM;MASC;SG	N;DEF;NEUT;SG
program	dagsordenen	program	dagsorden	N;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
program	dagsorden	program	dagsorden	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
program	agenda	program	agenda	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
program	program	program	program	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
program	arbejdsprogram	program	arbejdsprogram	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
gitara	guitar	gitaer	guitar	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
gitara	guitaren	gitaer	guitar	N;NOM;FEM;SG	N;DEF;MASC+FEM;SG
kolo	skødet	kolo	skød	N;NOM;NEUT;SG	N;DEF;NEUT;SG
kolo	lap	kolo	lape	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
kolo	omgang	kolo	omgang	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
kolo	budrunde	kolo	budrunde	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
kolo	runde	kolo	runde	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
kolo	omgang	kolo	omgang	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
začali	begyndte	začať	begynde	V;PFV;MASC;PL;POS;PST;V.PTCP	V;IND;PST;FIN;ACT
začali	startede	začať	starte	V;PFV;MASC;PL;POS;PST;V.PTCP	V;IND;PST;FIN;ACT
začali	begyndte	začať	begynde	V;PFV;MASC;PL;POS;PST;V.PTCP	V;IND;PST;FIN;ACT
strana	fest	strana	fest	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
strana	part	strana	part	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
strana	parti	strana	parti	N;NOM;FEM;SG	N;INDF;NEUT;SG
strana	side	strana	side	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
strana	side	strana	side	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
taktiež	også	taktiež	også	ADV	ADV
obdobia	perioderne	obdobie	periode	N;NOM;NEUT;PL	N;DEF;MASC+FEM;PL
obdobia	perioder	obdobie	periode	N;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
dobe	tid	dobe	tid	N;DAT;FEM;SG	N;INDF;MASC+FEM;SG
dobe	tidspunkt	dobe	tidspunkt	N;DAT;FEM;SG	N;INDF;NEUT;SG
dobe	gang	dobe	gang	N;DAT;FEM;SG	N;INDF;MASC+FEM;SG
dobe	klokkeslæt	dobe	klokkeslæt	N;DAT;FEM;SG	N;INDF;NEUT;SG
dobe	tiden	dobe	tid	N;DAT;FEM;SG	N;DEF;MASC+FEM;SG
autor	forfatteren	autor	forfatter	N;ANIM;NOM;MASC;SG	N;DEF;MASC+FEM;SG
autor	forfatter	autor	forfatter	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
autor	forslagsstiller	autor	forslagsstiller	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
autor	ophavsmand	autor	ophavsmand	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
park	park	park	park	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
park	parken	park	park	N;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
popis	billedtekst	popis	billedtekst	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
popis	overskrift	popis	overskrift	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
popis	beskrivelse	popis	beskrivelse	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
cena	pris	cena	pris	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
cena	price	cena	price	N;NOM;FEM;SG	N;INDF;NEUT;SG
cena	prisen	cena	pris	N;NOM;FEM;SG	N;DEF;MASC+FEM;SG
pravdepodobne	formentlig	pravdepodobne	formentlig	ADV	ADV
pravdepodobne	sikkert	pravdepodobne	sikkert	ADV	ADV
pravdepodobne	formodentlig	pravdepodobne	formodentlig	ADV	ADV
pravdepodobne	sandsynligvis	pravdepodobne	sandsynligvis	ADV	ADV
pravdepodobne	sandsynligvis	pravdepodobne	sandsynligvis	ADV	ADV
nová	ny	nový	ny	ADJ;NOM;FEM;SG	ADJ;INDF;MASC+FEM;SG
nová	nyt	nový	ny	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
rieky	river	rieka	rive	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
rieky	floder	rieka	flode	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
rieky	floderne	rieka	flod	N;NOM;FEM;PL	N;DEF;MASC+FEM;PL
rôzne	anderledes	rôzny	anderledes	ADJ;NOM;NEUT;SG	ADJ
rôzne	forskellig	rôzny	forskellig	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC+FEM;SG
rôzne	diverse	rôzny	diverse	ADJ;NOM;NEUT;SG	ADJ
obdobie	tidsrum	obdobie	tidsrum	N;NOM;NEUT;SG	N;INDF;NEUT;SG
obdobie	periode	obdobie	periode	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
obdobie	perioden	obdobie	periode	N;NOM;NEUT;SG	N;DEF;MASC+FEM;SG
škola	skolen	škola	skole	N;NOM;FEM;SG	N;DEF;MASC+FEM;SG
škola	school	škola	school	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
škola	skole	škola	skole	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
klubu	klub	klub	klub	N;INAN;GEN;MASC;SG	N;INDF;MASC+FEM;SG
klubu	club	klub	club	N;INAN;GEN;MASC;SG	N;INDF;MASC+FEM;SG
klubu	natklub	klub	natklub	N;INAN;GEN;MASC;SG	N;INDF;MASC+FEM;SG
klubu	kølle	klub	kølle	N;INAN;GEN;MASC;SG	N;INDF;MASC+FEM;SG
klubu	klubben	klub	klub	N;INAN;GEN;MASC;SG	N;DEF;MASC+FEM;SG
februára	februar	február	februar	N;INAN;GEN;MASC;SG	N;INDF;MASC+FEM;SG
františek	františek	františek	františek	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
františek	frans	františek	frans	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
albumy	albummer	album	albumme	N;INAN;NOM;MASC;PL	N;INDF;NEUT;PL
dielo	arbejde	dielo	arbejde	N;NOM;NEUT;SG	N;INDF;NEUT;SG
dielo	arbejdet	dielo	arbejde	N;NOM;NEUT;SG	N;DEF;NEUT;SG
väčšina	majoritet	väčšina	majoritet	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
väčšina	flertal	väčšina	flertal	N;NOM;FEM;SG	N;INDF;NEUT;SG
