kot	como	kot	como	CONJ	CONJ
dobil	consigue	dobiti	conseguir	V;PFV;MASC;SG;V.PTCP	V;IND;SG;3;PRS;FIN
dobil	obtener	dobiti	obtener	V;PFV;MASC;SG;V.PTCP	V;NFIN
dobil	obtenga	dobiti	obtener	V;PFV;MASC;SG;V.PTCP	V;SBJV;SG;3;PRS;FIN
kaj	qué	kaj	qué	PRO;ACC;NEUT;SG	PRO;SG
imenovan	nombrado	imenovan	nombrado	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
imenovan	designado	imenovan	designado	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
vojska	ejército	vojska	ejército	N;NOM;FEM;SG	N;MASC;SG
vojska	ejército	vojska	ejército	N;NOM;FEM;SG	N;MASC;SG
vojska	army	vojska	army	N;NOM;FEM;SG	N
vojska	ejercito	vojska	ejercito	N;NOM;FEM;SG	N;MASC;SG
vode	agua	voda	agua	N;GEN;FEM;SG	N;FEM;SG
vode	waters	voda	waters	N;GEN;FEM;SG	N
italijanski	italiana	italijanski	italiano	ADJ;NOM;MASC;SG	ADJ;FEM;SG
naslov	titulo	naslov	titulo	N;INAN;ACC;MASC;SG	N;MASC;SG
naslov	título	naslov	título	N;INAN;ACC;MASC;SG	N;MASC;SG
naslov	dirección	naslov	dirección	N;INAN;ACC;MASC;SG	N;FEM;SG
naslov	domicilio	naslov	domicilio	N;INAN;ACC;MASC;SG	N;MASC;SG
naslov	direccion	naslov	direccion	N;INAN;ACC;MASC;SG	N;FEM;SG
znan	conocida	znan	conocido	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
znan	conocido	znan	conocido	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
znan	famosa	znan	famoso	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;FEM;SG
znan	famoso	znan	famoso	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG
mora	debe	morati	deber	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
robert	roberto	robert	roberto	N;NOM;MASC;SG	N;MASC;SG
formule	fórmulas	formeti	fórmula	N;NOM;FEM;PL	N;FEM;PL
formule	fórmulas	formeti	fórmula	N;NOM;FEM;PL	N;FEM;PL
pisatelj	escritora	pisatelj	escritora	N;NOM;MASC;SG	N;FEM;SG
pisatelj	escritor	pisatelj	escritor	N;NOM;MASC;SG	N;MASC;SG
pisatelj	writer	pisatelj	writer	N;NOM;MASC;SG	N;MASC;SG
maribor	maribor	maribor	maribor	N;NOM;MASC;SG	N;MASC;SG
dni	días	dan	día	N;ACC;MASC;PL	N;MASC;PL
dni	jornadas	dan	jornada	N;ACC;MASC;PL	N;FEM;PL
dni	dias	dan	dia	N;ACC;MASC;PL	N;MASC;PL
dni	days	dan	day	N;ACC;MASC;PL	N
običajno	habitualmente	običajno	habitualmente	ADV	ADV
običajno	normalmente	običajno	normalmente	ADV	ADV
običajno	generalmente	običajno	generalmente	ADV	ADV
običajno	usualmente	običajno	usualmente	ADV	ADV
običajno	normalmente	običajno	normalmente	ADV	ADV
slovensko	eslovena	slovenski	eslovena	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
igrah	juegos	igra	juego	N;ESS;FEM;PL	N;MASC;PL
začela	comenzó	začeti	comenzar	V;PFV;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
začela	comenzado	začeti	comenzar	V;PFV;FEM;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
najprej	primero	najprej	primero	ADV;RL	ADV
vir	vir	vir	vir	N;NOM;MASC;SG	N
vir	procedencia	vir	procedencia	N;NOM;MASC;SG	N;FEM;SG
vir	fuente	vir	fuente	N;NOM;MASC;SG	N;FEM;SG
vir	origen	vir	origen	N;NOM;MASC;SG	N;MASC;SG
vir	source	vir	source	N;NOM;MASC;SG	N
vir	recurso	vir	recurso	N;NOM;MASC;SG	N;MASC;SG
svet	mundo	svet	mundo	N;NOM;MASC;SG	N;MASC;SG
svet	world	svet	world	N;NOM;MASC;SG	N
svet	concilio	svet	concilio	N;NOM;MASC;SG	N;MASC;SG
svet	consejo	svet	consejo	N;NOM;MASC;SG	N;MASC;SG
svet	concejo	svet	concejo	N;NOM;MASC;SG	N;MASC;SG
valign	valign	valign	valign		
william	guillermo	william	guillermo	N;NOM;MASC;SG	N;MASC;SG
nove	nuevas	nov	nuevo	ADJ;NOM;FEM;PL	ADJ;FEM;PL
nove	nuevos	nov	nuevo	ADJ;NOM;FEM;PL	ADJ;MASC;PL
novi	nuevo	nov	nuevo	ADJ;NOM;DEF;MASC;SG	ADJ;MASC;SG
novi	nueva	nov	nuevo	ADJ;NOM;DEF;MASC;SG	ADJ;FEM;SG
štiri	cuatro	štirje	cuatro	NUM;ACC;FEM;PL	NUM;PL
posebej	especialmente	posebej	especialmente	ADV	ADV
posebej	específicamente	posebej	específicamente	ADV	ADV
posebej	concretamente	posebej	concretamente	ADV	ADV
posebej	especialmente	posebej	especialmente	ADV	ADV
predstavlja	representa	predstavljati	representar	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
ruski	rusa	ruski	ruso	ADJ;NOM;DEF;MASC;SG	ADJ;FEM;SG
ruski	ruso	ruski	ruso	ADJ;NOM;DEF;MASC;SG	ADJ;MASC;SG
#aaa	#aaa	#aaa	#aaa		
pozneje	posteriormente	pozno	posteriormente	ADV;CMPR	ADV
pozneje	después	pozno	después	ADV;CMPR	ADV
bolezni	enfermedades	bolezen	enfermedad	N;NOM;FEM;PL	N;FEM;PL
bolezni	enfermedades	bolezen	enfermedad	N;NOM;FEM;PL	N;FEM;PL
cerkve	iglesias	cerkev	iglesia	N;NOM;FEM;PL	N;FEM;PL
jezik	lengua	jezik	lengua	N;NOM;MASC;SG	N;FEM;SG
jezik	lengua	jezik	lengua	N;NOM;MASC;SG	N;FEM;SG
jezik	idioma	jezik	idioma	N;NOM;MASC;SG	N;MASC;SG
jezik	lenguaje	jezik	lenguaje	N;NOM;MASC;SG	N;MASC;SG
velik	grande	velik	grande	ADJ;NOM;INDF;MASC;SG	ADJ;SG
velik	gran	velik	gran	ADJ;NOM;INDF;MASC;SG	ADJ;SG
bataljon	batallón	bataljon	batallón	N;NOM;MASC;SG	N;MASC;SG
februarja	febrero	februar	febrero	N;GEN;MASC;SG	N
njimi	ellas	on	él	PRO;DAT;MASC;PL;3	PRO;FEM;PL;3
njimi	ellos	on	él	PRO;DAT;MASC;PL;3	PRO;MASC;PL;3
njen	su	njen	su	DET;NOM;MASC;SG;3	DET;SG;3
oblast	óblast	oblast	óblast	N;ACC;FEM;SG	N;MASC;SG
anton	anton	anton	anton	N;NOM;MASC;SG	N;MASC;SG
anton	antón	anton	antón	N;NOM;MASC;SG	N;MASC;SG
klub	club	klub	club	N;NOM;MASC;SG	N;MASC;SG
klub	garrote	klub	garrote	N;NOM;MASC;SG	N;MASC;SG
klub	discoteca	klub	discoteca	N;NOM;MASC;SG	N;FEM;SG
sedež	sede	sedež	sede	N;NOM;MASC;SG	N;FEM;SG
sedež	cuartel	sedež	cuartel	N;NOM;MASC;SG	N;MASC;SG
sedež	asiento	sedež	asiento	N;NOM;MASC;SG	N;MASC;SG
sedež	seat	sedež	seat	N;NOM;MASC;SG	N;MASC;SG
kraj	lugar	kraj	lugar	N;NOM;MASC;SG	N;MASC;SG
kraj	place	kraj	place	N;NOM;MASC;SG	N
članek	articulo	članek	articulo	N;NOM;MASC;SG	N;MASC;SG
članek	artículo	članek	artículo	N;NOM;MASC;SG	N;MASC;SG
slovenskega	eslovena	slovenski	eslovena	ADJ;GEN;NEUT;SG	ADJ;FEM;SG
oče	papá	oče	papá	N;NOM;MASC;SG	N;MASC;SG
oče	papa	oče	papa	N;NOM;MASC;SG	N;MASC;SG
oče	padre	oče	padre	N;NOM;MASC;SG	N;MASC;SG
igralec	player	igralec	player	N;NOM;MASC;SG	N;SG
igralec	reproductor	igralec	reproductor	N;NOM;MASC;SG	N;MASC;SG
igralec	jugador	igralec	jugador	N;NOM;MASC;SG	N;MASC;SG
igralec	jugadora	igralec	jugadora	N;NOM;MASC;SG	N;FEM;SG
igralec	actor	igralec	actor	N;NOM;MASC;SG	N;MASC;SG
toda	sino	toda	sino	CONJ	CONJ
toda	pero	toda	pero	CONJ	CONJ
popolnoma	totalmente	popolnoma	totalmente	ADV	ADV
popolnoma	completamente	popolnoma	completamente	ADV	ADV
popolnoma	totalmente	popolnoma	totalmente	ADV	ADV
vasi	pueblo	vas	pueblo	N;GEN;FEM;SG	N;MASC;SG
vasi	villa	vas	villa	N;GEN;FEM;SG	N;FEM;SG
vasi	aldea	vas	aldea	N;GEN;FEM;SG	N;FEM;SG
papež	papa	papež	papa	N;NOM;MASC;SG	N;MASC;SG
list	hoja	list	hoja	N;NOM;MASC;SG	N;FEM;SG
list	leaf	list	leaf	N;NOM;MASC;SG	N;MASC;SG
list	hoja	list	hoja	N;NOM;MASC;SG	N;FEM;SG
list	chapa	list	chapa	N;NOM;MASC;SG	N;FEM;SG
list	sábana	list	sábana	N;NOM;MASC;SG	N;FEM;SG
tretji	tercera	tretji	tercero	ADJ;NOM;MASC;SG	ADJ;FEM;SG
tretji	tercer	tretji	tercero	ADJ;NOM;MASC;SG	ADJ;MASC;SG
tretji	tercero	tretji	tercero	ADJ;NOM;MASC;SG	ADJ;MASC;SG
zveza	parentesco	zveza	parentesco	N;NOM;FEM;SG	N;MASC;SG
zveza	relación	zveza	relación	N;NOM;FEM;SG	N;FEM;SG
zveza	relacion	zveza	relacion	N;NOM;FEM;SG	N;FEM;SG
igral	jugó	igrati	jugar	V;IPFV;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
martin	martín	martin	martín	N;NOM;MASC;SG	N;MASC;SG
#dfffdf	#dfffdf	#dfffdf	#dfffdf		
sodeloval	participó	sodelovati	participar	V;IPFV;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
sodeloval	cooperó	sodelovati	cooperar	V;IPFV;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
njih	ellas	on	él	PRO;GEN;MASC;PL;3	PRO;FEM;PL;3
njih	ellos	on	él	PRO;GEN;MASC;PL;3	PRO;MASC;PL;3
konec	end	konec	end	N;NOM;MASC;SG	N
konec	fin	konec	fin	N;NOM;MASC;SG	N;MASC;SG
konec	final	konec	final	N;NOM;MASC;SG	N;MASC;SG
vrh	cima	vrh	cima	N;NOM;MASC;SG	N;FEM;SG
vrh	pico	vrh	pico	N;NOM;MASC;SG	N;MASC;SG
vrh	cumbre	vrh	cumbre	N;NOM;MASC;SG	N;FEM;SG
vrh	cima	vrh	cima	N;NOM;MASC;SG	N;FEM;SG
vrh	summit	vrh	summit	N;NOM;MASC;SG	N;MASC;SG
držav	estados	država	estado	N;GEN;FEM;PL	N;MASC;PL
hitro	rápidamente	hitro	rápidamente	ADV	ADV
podatki	informaciones	podatek	información	N;NOM;MASC;PL	N;FEM;PL
podatki	datos	podatek	dato	N;NOM;MASC;PL	N;MASC;PL
starost	edad	starost	edad	N;NOM;FEM;SG	N;FEM;SG
starost	age	starost	age	N;NOM;FEM;SG	N
ženske	mujeres	ženska	mujer	N;NOM;FEM;PL	N;FEM;PL
nemško	alemana	nemški	alemán	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
pomembno	importante	pomemben	importante	ADJ;NOM;NEUT;SG	ADJ;SG
franc	francisco	franc	francisco	N;NOM;MASC;SG	N;MASC;SG
naprej	adelante	naprej	adelante	ADV	ADV
britanski	británica	britanski	británico	ADJ;NOM;MASC;SG	ADJ;FEM;SG
cesar	emperador	cesar	emperador	N;NOM;MASC;SG	N;MASC;SG
škof	alfil	škof	alfil	N;NOM;MASC;SG	N;MASC;SG
škof	bishop	škof	bishop	N;NOM;MASC;SG	N;MASC;SG
škof	obispo	škof	obispo	N;NOM;MASC;SG	N;MASC;SG
zveze	relaciones	zveza	relación	N;NOM;FEM;PL	N;FEM;PL
reke	rios	reka	rio	N;NOM;FEM;PL	N;MASC;PL
reke	rivers	reka	river	N;NOM;FEM;PL	N
reke	ríos	reka	río	N;NOM;FEM;PL	N;MASC;PL
snovi	substancias	snov	substancia	N;NOM;FEM;PL	N;FEM;PL
snovi	sustancias	snov	sustancia	N;NOM;FEM;PL	N;FEM;PL
evropi	europa	evropa	europa	N;DAT;FEM;SG	N;FEM;SG
šolo	colegio	šola	colegio	N;ACC;FEM;SG	N;MASC;SG
šolo	escuela	šola	escuela	N;ACC;FEM;SG	N;FEM;SG
oblike	formas	oblika	forma	N;NOM;FEM;PL	N;FEM;PL
oblike	formas	oblika	forma	N;NOM;FEM;PL	N;FEM;PL
oblike	formularios	oblika	formulario	N;NOM;FEM;PL	N;MASC;PL
type	type	typ	type	N;NOM;MASC;SG	N
type	tipo	typ	tipo	N;NOM;MASC;SG	N;MASC;SG
zgodovina	historia	zgodovina	historia	N;NOM;FEM;SG	N;FEM;SG
zgodovina	historial	zgodovina	historial	N;NOM;FEM;SG	N;MASC;SG
enote	unidades	enota	unidad	N;NOM;FEM;PL	N;FEM;PL
program	programa	program	programa	N;NOM;MASC;SG	N;MASC;SG
program	programa	program	programa	N;NOM;MASC;SG	N;MASC;SG
ljudje	humanos	človek	humanos	N;NOM;MASC;PL	N
ljudje	personas	človek	persona	N;NOM;MASC;PL	N;FEM;PL
igre	juegos	igra	juego	N;NOM;FEM;PL	N;MASC;PL
hkrati	simultáneamente	hkrati	simultáneamente	ADV	ADV
znani	conocidas	znan	conocido	ADJ;NOM;MASC;PL;V.PTCP	ADJ;FEM;PL;V.PTCP
znani	conocidos	znan	conocido	ADJ;NOM;MASC;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
znani	famosas	znan	famoso	ADJ;NOM;MASC;PL;V.PTCP	ADJ;FEM;PL
znani	famosos	znan	famoso	ADJ;NOM;MASC;PL;V.PTCP	ADJ;MASC;PL
območje	zona	območje	zona	N;NOM;NEUT;SG	N;FEM;SG
območje	zone	območje	zone	N;NOM;NEUT;SG	N
območje	superficie	območje	superficie	N;NOM;NEUT;SG	N;FEM;SG
območje	zona	območje	zona	N;NOM;NEUT;SG	N;FEM;SG
območje	area	območje	area	N;NOM;NEUT;SG	N;FEM;SG
območje	área	območje	área	N;NOM;NEUT;SG	N;FEM;SG
podobno	parecido	podoben	parecido	ADJ;NOM;NEUT;SG	ADJ;MASC;SG;V.PTCP
podobno	similar	podoben	similar	ADJ;NOM;NEUT;SG	ADJ;SG
vojaški	militar	vojaški	militar	ADJ;NOM;MASC;SG	ADJ;SG
sprva	inicialmente	sprva	inicialmente	ADV	ADV
poveljnik	comandante	poveljnik	comandante	N;NOM;MASC;SG	N;SG
poveljnik	comendador	poveljnik	comendador	N;NOM;MASC;SG	N;MASC;SG
zadnji	último	zadnji	último	ADJ;NOM;DEF;MASC;SG	ADJ;MASC;SG
zadnji	última	zadnji	último	ADJ;NOM;DEF;MASC;SG	ADJ;FEM;SG
spletna	conectado	spleten	conectado	ADJ;NOM;FEM;SG	ADJ;MASC;SG;V.PTCP
enota	unit	enota	unit	N;NOM;FEM;SG	N
enota	unidad	enota	unidad	N;NOM;FEM;SG	N;FEM;SG
obstaja	existe	obstajati	existir	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
leti	fly	leto	fly	N;NOM;NEUT;PL	N
leti	vuelos	leto	vuelo	N;NOM;NEUT;PL	N;MASC;PL
letalo	avión	letalo	avión	N;NOM;NEUT;SG	N;MASC;SG
letalo	aeronave	letalo	aeronave	N;NOM;NEUT;SG	N;FEM;SG
letalo	avión	letalo	avión	N;NOM;NEUT;SG	N;MASC;SG
letalo	plano	letalo	plano	N;NOM;NEUT;SG	N;MASC;SG
letalo	avion	letalo	avion	N;NOM;NEUT;SG	N;MASC;SG
letalo	avión	letalo	avión	N;NOM;NEUT;SG	N;MASC;SG
letalo	avion	letalo	avion	N;NOM;NEUT;SG	N;MASC;SG
letalo	aeroplano	letalo	aeroplano	N;NOM;NEUT;SG	N;MASC;SG
letalo	avión	letalo	avión	N;NOM;NEUT;SG	N;MASC;SG
letalo	aeroplano	letalo	aeroplano	N;NOM;NEUT;SG	N;MASC;SG
deluje	trabaja	delovati	trabajar	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
deluje	funciona	delovati	funcionar	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
prostor	space	prostor	spacer	N;NOM;MASC;SG	N
prostor	espacio	prostor	espacio	N;NOM;MASC;SG	N;MASC;SG
ferrari	ferrari	ferrar	ferrari	N;NOM;MASC;SG	N;MASC;SG
pravi	dice	praviti	decir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
francija	france	francija	france	N;NOM;FEM;SG	N;FEM;SG
ustanovljena	fundado	ustanovljen	fundado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
ustanovljena	fundada	ustanovljen	fundado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
ustanovljena	establecido	ustanovljen	establecido	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
ustanovljena	establecida	ustanovljen	establecido	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
podjetje	compañia	podjetje	compañia	N;NOM;NEUT;SG	N;FEM;SG
podjetje	empresa	podjetje	empresa	N;NOM;NEUT;SG	N;FEM;SG
podjetje	compañía	podjetje	compañía	N;NOM;NEUT;SG	N;FEM;SG
podjetje	companía	podjetje	companía	N;NOM;NEUT;SG	N;FEM;SG
pride	viene	priti	venir	V;PFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
družine	familias	družina	familia	N;NOM;FEM;PL	N;FEM;PL
univerze	universidades	univerza	universidad	N;NOM;FEM;PL	N;FEM;PL
skupino	grupo	skupina	grupo	N;ACC;FEM;SG	N;MASC;SG
skupino	group	skupina	group	N;ACC;FEM;SG	N
središče	centro	središče	centro	N;NOM;NEUT;SG	N;MASC;SG
središče	center	središče	center	N;NOM;NEUT;SG	N;MASC;SG
središče	centro	središče	centro	N;NOM;NEUT;SG	N;MASC;SG
središče	centre	središče	centre	N;NOM;NEUT;SG	N;MASC;SG
pet	cinco	pet	cinco	NUM;NOM;PL	NUM;PL
izraz	término	izraz	término	N;NOM;MASC;SG	N;MASC;SG
izraz	expresión	izraz	expresión	N;NOM;MASC;SG	N;FEM;SG
živali	animales	žival	animal	N;NOM;FEM;PL	N;MASC;PL
živali	animales	žival	animal	N;NOM;FEM;PL	N;MASC;PL
moč	fortaleza	moč	fortaleza	N;NOM;FEM;SG	N;FEM;SG
moč	fuerza	moč	fuerza	N;NOM;FEM;SG	N;FEM;SG
moč	potencia	moč	potencia	N;NOM;FEM;SG	N;FEM;SG
moč	power	moč	power	N;NOM;FEM;SG	N
potrebno	necesaria	potreben	necesario	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
potrebno	necesario	potreben	necesario	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
znana	conocida	znan	conocido	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
znana	conocido	znan	conocido	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
znana	famosa	znan	famoso	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG
znana	famoso	znan	famoso	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG
uporabi	uso	uporaba	uso	N;DAT;FEM;SG	N;MASC;SG
uporabi	utilización	uporaba	utilización	N;DAT;FEM;SG	N;FEM;SG
otrok	bebe	otrok	beber	N;NOM;MASC;SG	N;MASC;SG
otrok	nena	otrok	nena	N;NOM;MASC;SG	N;FEM;SG
otrok	bebé	otrok	bebé	N;NOM;MASC;SG	N;MASC;SG
otrok	nene	otrok	nene	N;NOM;MASC;SG	N;MASC;SG
otrok	baby	otrok	baby	N;NOM;MASC;SG	N
otrok	chaval	otrok	chaval	N;NOM;MASC;SG	N;MASC;SG
otrok	pibe	otrok	pibe	N;NOM;MASC;SG	N;MASC;SG
otrok	niño	otrok	niño	N;NOM;MASC;SG	N;MASC;SG
otrok	chico	otrok	chico	N;NOM;MASC;SG	N;MASC;SG
otrok	kid	otrok	kid	N;NOM;MASC;SG	N
otrok	niño	otrok	niño	N;NOM;MASC;SG	N;MASC;SG
otrok	niña	otrok	niña	N;NOM;MASC;SG	N;FEM;SG
sedaj	ahora	sedaj	ahora	ADV	ADV
glavno	principal	glaven	principal	ADJ;NOM;NEUT;SG	ADJ;SG
kraljestvo	reino	kraljestvo	reino	N;NOM;NEUT;SG	N;MASC;SG
kraljestvo	kingdom	kraljestvo	kingdom	N;NOM;NEUT;SG	N;MASC;SG
vrsta	cola	vrsta	cola	N;NOM;FEM;SG	N;FEM;SG
vrsta	type	vrsta	type	N;NOM;FEM;SG	N
vrsta	tipo	vrsta	tipo	N;NOM;FEM;SG	N;MASC;SG
vrsta	especie	vrsta	especie	N;NOM;FEM;SG	N;FEM;SG
avtor	autor	avtor	autor	N;NOM;MASC;SG	N;MASC;SG
avtor	autora	avtor	autora	N;NOM;MASC;SG	N;FEM;SG
položaj	posicion	položaj	posicion	N;NOM;MASC;SG	N;FEM;SG
položaj	posición	položaj	posición	N;NOM;MASC;SG	N;FEM;SG
položaj	situacion	položaj	situacion	N;NOM;MASC;SG	N;FEM;SG
položaj	situación	položaj	situación	N;NOM;MASC;SG	N;FEM;SG
prej	anteriormente	prej	anteriormente	ADV;CMPR	ADV
prej	previamente	prej	previamente	ADV;CMPR	ADV
prej	antes	prej	antes	ADV;CMPR	ADV
prej	anteriormente	prej	anteriormente	ADV;CMPR	ADV
prej	antes	prej	antes	ADV;CMPR	ADV
znanosti	ciencia	znanost	ciencia	N;GEN;FEM;SG	N;FEM;SG
nov	nuevo	nov	nuevo	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
nov	nueva	nov	nuevo	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG
pesnik	poeta	pesnik	poeta	N;NOM;MASC;SG	N;MASC;SG
pesnik	poetisa	pesnik	poetisa	N;NOM;MASC;SG	N;FEM;SG
osebe	personas	oseba	persona	N;NOM;FEM;PL	N;FEM;PL
osebe	personas	oseba	persona	N;NOM;FEM;PL	N;FEM;PL
gospodinjstvo	limpieza	gospodinjstvo	limpieza	N;NOM;NEUT;SG	N;FEM;SG
gospodinjstvo	hogar	gospodinjstvo	hogar	N;NOM;NEUT;SG	N;MASC;SG
imelo	tenía	imeti	tener	V;IPFV;NEUT;SG;V.PTCP	V;IND;SG;3;IPFV;FIN
imelo	tuvo	imeti	tener	V;IPFV;NEUT;SG;V.PTCP	V;IND;SG;3;PST;FIN
obdobje	periodo	obdobje	periodo	N;NOM;NEUT;SG	N;MASC;SG
obdobje	período	obdobje	período	N;NOM;NEUT;SG	N;MASC;SG
država	pais	država	pais	N;NOM;FEM;SG	N;MASC;SG
država	país	država	país	N;NOM;FEM;SG	N;MASC;SG
država	state	država	state	N;NOM;FEM;SG	N
država	estado	država	estado	N;NOM;FEM;SG	N;MASC;SG
nikoli	nunca	nikoli	nunca	ADV	ADV
nikoli	jamás	nikoli	jamás	ADV	ADV
metrov	contadores	meter	contador	N;GEN;MASC;PL	N;MASC;PL
metrov	metros	meter	metro	N;GEN;MASC;PL	N;MASC;PL
metrov	medidores	meter	medidor	N;GEN;MASC;PL	N;MASC;PL
metrov	metros	meter	metro	N;GEN;MASC;PL	N;MASC;PL
zdaj	ahora	zdaj	ahora	ADV	ADV
skupno	total	skupen	total	ADJ;NOM;NEUT;SG	ADJ;SG
skupno	conjunta	skupen	conjunto	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
umetnosti	arts	umetnost	arts	N;GEN;FEM;SG	N
umetnosti	arte	umetnost	arte	N;GEN;FEM;SG	N;SG
umetnosti	arte	umetnost	arte	N;GEN;FEM;SG	N;SG
duhovnik	clérigo	duhovnik	clérigo	N;NOM;MASC;SG	N;MASC;SG
duhovnik	sacerdote	duhovnik	sacerdote	N;NOM;MASC;SG	N;MASC;SG
duhovnik	cura	duhovnik	cura	N;NOM;MASC;SG	N;MASC;SG
številne	numerosos	številen	numeroso	ADJ;NOM;FEM;PL	ADJ;MASC;PL
številne	numerosas	številen	numeroso	ADJ;NOM;FEM;PL	ADJ;FEM;PL
takoj	inmediatamente	takoj	inmediatamente	ADV	ADV
most	bridge	most	bridge	N;NOM;MASC;SG	N;MASC;SG
most	puente	most	puente	N;NOM;MASC;SG	N;MASC;SG
besede	palabras	beseda	palabra	N;NOM;FEM;PL	N;FEM;PL
njena	su	njen	su	DET;NOM;FEM;SG;3	DET;SG;3
telesa	body	telo	body	N;NOM;NEUT;PL	N
telesa	órganos	telo	órgano	N;NOM;NEUT;PL	N;MASC;PL
telesa	cadáveres	telo	cadáver	N;NOM;NEUT;PL	N;MASC;PL
telesa	cuerpos	telo	cuerpo	N;NOM;NEUT;PL	N;MASC;PL
sveti	santa	svet	santo	ADJ;NOM;DEF;MASC;SG	ADJ;FEM;SG
sveti	santa	svet	santo	ADJ;NOM;DEF;MASC;SG	ADJ;FEM;SG
trenutno	actualmente	trenutno	actualmente	ADV	ADV
park	parque	park	parque	N;NOM;MASC;SG	N;MASC;SG
njej	ella	on	él	PRO;DAT;FEM;SG;3	PRO;FEM;SG;3
uporaba	uso	uporaba	uso	N;NOM;FEM;SG	N;MASC;SG
uporaba	utilización	uporaba	utilización	N;NOM;FEM;SG	N;FEM;SG
uporaba	uso	uporaba	uso	N;NOM;FEM;SG	N;MASC;SG
uporaba	utilización	uporaba	utilización	N;NOM;FEM;SG	N;FEM;SG
sovjetska	soviético	sovjetski	soviético	ADJ;NOM;FEM;SG	ADJ;MASC;SG
sovjetska	soviética	sovjetski	soviético	ADJ;NOM;FEM;SG	ADJ;FEM;SG
igra	juego	igra	juego	N;NOM;FEM;SG	N;MASC;SG
oblika	forma	oblika	forma	N;NOM;FEM;SG	N;FEM;SG
oblika	forma	oblika	forma	N;NOM;FEM;SG	N;FEM;SG
oblika	formulario	oblika	formulario	N;NOM;FEM;SG	N;MASC;SG
oblika	formato	oblika	formato	N;NOM;FEM;SG	N;MASC;SG
mest	ciudades	mesto	ciudad	N;GEN;NEUT;PL	N;FEM;PL
mest	pueblos	mesto	pueblo	N;GEN;NEUT;PL	N;MASC;PL
mest	ciudades	mesto	ciudad	N;GEN;NEUT;PL	N;FEM;PL
lastnosti	características	lastnost	característica	N;NOM;FEM;PL	N;FEM;PL
lastnosti	caracteristicas	lastnost	caracteristica	N;NOM;FEM;PL	N;FEM;PL
lastnosti	propiedades	lastnost	propiedad	N;NOM;FEM;PL	N;FEM;PL
lastnosti	fincas	lastnost	finca	N;NOM;FEM;PL	N;FEM;PL
lastnosti	inmuebles	lastnost	inmueble	N;NOM;FEM;PL	N;MASC;PL
lastnosti	características	lastnost	característica	N;NOM;FEM;PL	N;FEM;PL
lastnosti	rasgos	lastnost	rasgo	N;NOM;FEM;PL	N;MASC;PL
lastnosti	caracteristicas	lastnost	caracteristica	N;NOM;FEM;PL	N;FEM;PL
lastnosti	funciones	lastnost	función	N;NOM;FEM;PL	N;FEM;PL
top	cañón	top	cañón	N;NOM;MASC;SG	N;MASC;SG
top	cañon	top	cañon	N;NOM;MASC;SG	N;MASC;SG
top	cima	top	cima	N;NOM;MASC;SG	N;FEM;SG
knjige	libros	knjiga	libro	N;NOM;FEM;PL	N;MASC;PL
črni	negra	črn	negro	ADJ;NOM;MASC;SG	ADJ;FEM;SG
