על	について	על	について	ADP	ADP
חושב	考え	חשב	考える	V;MASC;SG;V.PTCP;ACT	V
שעות	時間	שעה	時間	N;FEM;PL	N
הצטרף	参加	הצטרף	参加	V;MASC;SG;3;PST	V
הקשר	コンテクスト	הקשר	コンテクスト	N;MASC;SG	N
הקשר	コンテキスト	הקשר	コンテキスト	N;MASC;SG	N
ממש	本当に	ממש	本当に	ADV	ADV
האוניברסיטה	大学	האוניברסיטה	大学	N;FEM;SG	N
לתת	与える	נתן	与える	V;NFIN;ACT	V
הימים	日数	הימה	日数	N;MASC;PL	N
חדשות	ニュース	חדשות	ニュース	N;FEM;PL	N
סיפור	記事	סיפור	記事	N;MASC;SG	N
סיפור	ストーリー	סיפור	ストーリー	N;MASC;SG	N
סיפור	物語	סיפור	物語	N;MASC;SG	N
חינוך	教育	חינוך	教育	N;MASC;SG	N
חינוך	学歴	חינוך	学歴	N;MASC;SG	N
הצי	艦隊	הצי	艦隊	N;MASC;SG	N
פרסם	投稿	פרסם	投稿	V;MASC;SG;3;PST;ACT	V
פרסם	公開	פרסם	公開	V;MASC;SG;3;PST;ACT	V
לבסוף	ついに	לבסוף	ついに	ADV	ADV
לבסוף	やっと	לבסוף	やっと	ADV	ADV
לבסוף	遂に	לבסוף	遂にる	ADV	ADV
קרן	財団	קרן	財団	N;FEM;SG	N
קרן	ファンデーション	קרן	ファンデーション	N;FEM;SG	N
קרן	ファウンデーション	קרן	ファウンデーション	N;FEM;SG	N
קרן	ケレン	קרן	ケレン	N;FEM;SG	N
קרן	ファンド	קרן	ファンド	N;FEM;SG	N
הסכם	条約	הסכם	条約	N;MASC;SG	N
חברים	友だち	חבר	友だち	N;MASC;PL	N
חברים	友達	חבר	友達	N;MASC;PL	N
גוף	本文	גוף	本文	N;MASC;SG	N
גוף	身体	גוף	身体	N;MASC;SG	N
גוף	本体	גוף	本体	N;MASC;SG	N
גוף	ボディ	גוף	ボディ	N;MASC;SG	N
רואה	見る	ראה	見る	V;MASC;SG;V.PTCP;ACT	V
מעמד	近況	מעמד	近況	N;MASC;SG	N
מעמד	階級	מעמד	階級	N;MASC;SG	N
מעמד	クラス	מעמד	クラス	N;MASC;SG	N
סופר	作家	סופר	作家	N;MASC;SG	N
סופר	ライター	סופר	ライター	N;MASC;SG	N
סופר	スーパー	סופר	スーパー	N;MASC;SG	N
סופר	作家	סופר	作家	N;MASC;SG	N
סופר	著者	סופר	著者	N;MASC;SG	N
סופר	作者	סופר	作者	N;MASC;SG	N
דוגמה	教義	דוגמה	教義	N;FEM;SG	N
עץ	木材	עץ	木材	N;MASC;SG	N
עץ	木製	עץ	木製	N;MASC;SG	N
עץ	ウッド	עץ	ウッド	N;MASC;SG	N
עץ	ツリー	עץ	ツリー	N;MASC;SG	N
חזרה	繰り返し	None	繰り返し	ADV	ADV
הרפובליקה	共和制	הרפובליקה	共和制	N;FEM;SG	N
הרפובליקה	共和国	הרפובליקה	共和国	N;FEM;SG	N
שחקנים	選手	שחקן	選手	N;MASC;PL	N
שחקנים	プレイヤー	שחקן	プレイヤー	N;MASC;PL	N
שחקנים	俳優	שחקן	俳優	N;MASC;PL	N
אירועים	イベント	אירוע	イベント	N;MASC;PL	N
אירועים	行事	אירוע	行事	N;MASC;PL	N
יחידות	単位	יחידה	単位	N;FEM;PL	N
יחידות	ユニット	יחידה	ユニット	N;FEM;PL	N
מנהל	管理	מנהל	管理	N;MASC;SG	N
מנהל	管理人	מנהל	管理人	N;MASC;SG	N
מנהל	監督	מנהל	監督	N;MASC;SG	N
מנהל	取締役	מנהל	取締役	N;MASC;SG	N
מנהל	店長	מנהל	店長	N;MASC;SG	N
מנהל	支配	מנהל	支配	N;MASC;SG	N
מנהל	マネージャー	מנהל	マネージャー	N;MASC;SG	N
מנהל	マネージャ	מנהל	マネージャ	N;MASC;SG	N
מנהל	エグゼクティブ	מנהל	エグゼクティブ	N;MASC;SG	N
מנהל	管理	מנהל	管理	N;MASC;SG	N
מנהל	管理人	מנהל	管理人	N;MASC;SG	N
מפה	マップ	מפה	マップ	N;FEM;SG	N
בעיה	問題	בעיה	問題	N;FEM;SG	N
דמויות	フィギュア	דמות	フィギュア	N;FEM;PL	N
דמויות	文字	דמות	文字	N;FEM;PL	N
דמויות	キャラクター	דמות	キャラクター	N;FEM;PL	N
דברים	モノ	דבר	モノ	N;MASC;PL	N
דברים	物事	דבר	物事	N;MASC;PL	N
דברים	もの	דבר	もの	N;MASC;PL	N
להוסיף	追加	הוסיף	追加	V;NFIN;ACT	V
להוסיף	加算	הוסיף	加算	V;NFIN;ACT	V
קטנה	小さな	קטן	小さな	ADJ;FEM;SG	ADJ
קטנה	小さい	קטן	小さい	ADJ;FEM;SG	ADJ
קטנה	小さい	קטן	小さい	ADJ;FEM;SG	ADJ
מוזיאון	美術館	מוזיאון	美術館	N;MASC;SG	N
מוזיאון	博物館	מוזיאון	博物館	N;MASC;SG	N
מוזיאון	美術館	מוזיאון	美術館	N;MASC;SG	N
מוזיאון	博物館	מוזיאון	博物館	N;MASC;SG	N
יחסי	相対	יחסים	相対	N;PSSD;MASC;PL	N
יחסי	親戚	יחסים	親戚	N;PSSD;MASC;PL	N
יחסי	リレーション	יחסים	リレーション	N;PSSD;MASC;PL	N
יחסי	関係	יחסים	関係	N;PSSD;MASC;PL	N
יכולת	能力	יכולת	能力	N;FEM;SG	N
תורה	トーラー	תורה	トーラー	N;FEM;SG	N
רחוב	ストリート	רחוב	ストリート	N;MASC;SG	N
רחוב	通り	רחוב	通り	N;MASC;SG	N
גברים	オス	גבר	オス	N;MASC;PL	N
גברים	男性	גבר	男性	N;MASC;PL	N
גברים	メン	גבר	メン	N;MASC;PL	N
אדום	赤い	אדום	赤い	ADJ;MASC;SG	ADJ
קבע	集合	קבע	集合	N;MASC;SG	N
קבע	セット	קבע	セット	N;MASC;SG	N
ההיסטוריה	履歴	ההיסטוריה	履歴	N;FEM;SG	N
ההיסטוריה	由緒	ההיסטוריה	由緒	N;FEM;SG	N
ההיסטוריה	歴史	ההיסטוריה	歴史	N;FEM;SG	N
ההיסטוריה	沿革	ההיסטוריה	沿革	N;FEM;SG	N
תבניות	テンプレート	תבנית	テンプレート	N;FEM;PL	N
תבניות	パターン	תבנית	パターン	N;FEM;PL	N
תבניות	フォーマット	תבנית	フォーマット	N;FEM;PL	N
תבניות	書式	תבנית	書式	N;FEM;PL	N
כולם	すべて	None	すべて	N;MASC;PL	N
קטנים	小さな	קטן	小さな	ADJ;MASC;PL	ADJ
קטנים	小さい	קטן	小さい	ADJ;MASC;PL	ADJ
אפשרות	オプション	אפשרות	オプション	N;FEM;SG	N
אפשרות	可能性	אפשרות	可能性	N;FEM;SG	N
נוצר	作成	נוצר	作成	V;MASC;SG;3;PST;MID	V
מקורות	ソース	מקור	ソース	N;MASC;PL	N
מקורות	出典	מקור	出典	N;MASC;PL	N
מקורות	起源	מקור	起源	N;MASC;PL	N
ספרות	文学	ספרות	文学	N;FEM;SG	N
ספרות	文芸	ספרות	文芸	N;FEM;SG	N
תפקידים	役割	תפקיד	役割	N;MASC;PL	N
לחלוטין	絶対	לחלוטין	絶対	ADV	ADV
עולה	費用	עולה	費用	N;MASC;SG	N
עולה	コスト	עולה	コスト	N;MASC;SG	N
עולה	昇順	עולה	昇順	N;MASC;SG	N
מפלגת	パーティ	מפלגה	パーティ	N;FEM;SG	N
מפלגת	パーティー	מפלגה	パーティー	N;FEM;SG	N
מקרה	ケース	מקרה	ケース	N;MASC;SG	N
פנים	内部	פנים	内部	N;MASC;PL	N
פנים	内装	פנים	内装	N;MASC;PL	N
פנים	内面	פנים	内面	N;MASC;PL	N
פנים	インテリア	פנים	インテリア	N;MASC;PL	N
פנים	フェイス	פנים	フェイス	N;MASC;PL	N
מגיע	来る	הגיע	来る	V;MASC;SG;V.PTCP;ACT	V
כמות	数量	כמות	数量	N;FEM;SG	N
תוכניות	計画	תוכנית	計画	N;FEM;PL	N
תוכניות	プラン	תוכנית	プラン	N;FEM;PL	N
תוכניות	演目	תוכנית	演目	N;FEM;PL	N
תוכניות	プログラム	תוכנית	プログラム	N;FEM;PL	N
אלוף	チャンプ	אלוף	チャンプ	N;MASC;SG	N
אלוף	チャンピオン	אלוף	チャンピオン	N;MASC;SG	N
סדר	オーダー	סדר	オーダー	N;MASC;SG	N
התרבות	文化	התרבות	文化	N;FEM;SG	N
התרבות	カルチャー	התרבות	カルチャー	N;FEM;SG	N
התרבות	文明	התרבות	文明	N;FEM;SG	N
ניסיון	エクスペリエンス	ניסיון	エクスペリエンス	N;MASC;SG	N
חומר	素材	חומר	素材	N;MASC;SG	N
חומר	材料	חומר	材料	N;MASC;SG	N
חומר	マテリアル	חומר	マテリアル	N;MASC;SG	N
חומר	材料	חומר	材料	N;MASC;SG	N
חומר	素材	חומר	素材	N;MASC;SG	N
חומר	物質	חומר	物質	N;MASC;SG	N
גרסה	バージョン	גרסה	バージョン	N;FEM;SG	N
כפר	村落	כפר	村落	N;MASC;SG	N
כפר	ヴィレッジ	כפר	ヴィレッジ	N;MASC;SG	N
עניין	利子	עניין	利子	N;MASC;SG	N
עניין	利息	עניין	利息	N;MASC;SG	N
דם	血液	דם	血液	N;MASC;SG	N
נשק	武器	נשק	武器	N;MASC;SG	N
נשק	兵器	נשק	兵器	N;MASC;SG	N
נשק	武器	נשק	武器	N;MASC;SG	N
נשק	銃器	נשק	銃器	N;MASC;SG	N
מבנים	建物	מבנה	建物	N;MASC;PL	N
מבנים	建築物	מבנה	建築物	N;MASC;PL	N
מבנים	構造	מבנה	構造	N;MASC;PL	N
אמנות	アート	אמנות	アート	N;FEM;SG	N
אמנות	芸術	אמנות	芸術	N;FEM;SG	N
אמנות	美術	אמנות	美術	N;FEM;SG	N
דיון	ディスカッション	דיון	ディスカッション	N;MASC;SG	N
דיון	ディベート	דיון	ディベート	N;MASC;SG	N
אש	火事	אש	火事	N;FEM;SG	N
אש	ファイア	אש	ファイア	N;FEM;SG	N
אש	火災	אש	火災	N;FEM;SG	N
השירים	ソング	השיר	ソング	N;MASC;PL	N
תושבים	住民	תושב	住民	N;MASC;PL	N
תושבים	住民	תושב	住民	N;MASC;PL	N
רשמי	公式	רשמי	公式	ADJ;MASC;SG	ADJ
הקריירה	経歴	הקריירה	経歴	N	N
הקריירה	キャリア	הקריירה	キャリア	N	N
מאמרים	記事	מאמר	記事	N;MASC;PL	N
מאמרים	冠詞	מאמר	冠詞	N;MASC;PL	N
פעולות	演算	פעולה	演算	N;FEM;PL	N
פעולות	オペレーション	פעולה	オペレーション	N;FEM;PL	N
פעולות	アクション	פעולה	アクション	N;FEM;PL	N
דמות	文字	דמות	文字	N;FEM;SG	N
דמות	性格	דמות	性格	N;FEM;SG	N
דמות	キャラクター	דמות	キャラクター	N;FEM;SG	N
דמות	フィギュア	דמות	フィギュア	N;FEM;SG	N
חלקים	パーツ	חלק	パーツ	N;MASC;PL	N
חלקים	部品	חלק	部品	N;MASC;PL	N
חלקים	セクション	חלק	セクション	N;MASC;PL	N
חמש	五	חמש	五	NUM;FEM;SG	NUM
מילים	歌詞	מילה	歌詞	N;FEM;PL	N
מילים	作詞	מילה	作詞	N;FEM;PL	N
מילים	言葉	מילה	言葉	N;FEM;PL	N
מילים	単語	מילה	単語	N;FEM;PL	N
סדרה	シリーズ	סדרה	シリーズ	N;FEM;SG	N
סדרה	シーケンス	סדרה	シーケンス	N;FEM;SG	N
שפה	言語	שפה	言語	N;FEM;SG	N
אוויר	空気	אוויר	空気	N;MASC;SG	N
אוויר	航空	אוויר	航空	N;MASC;SG	N
סיימה	終了	סיים	終了	V;FEM;SG;3;PST;ACT	V
השיחה	スレッド	השיח	スレッド	N;FEM;SG	N
לקרוא	読み	קרא	読む	V;NFIN;ACT	V
לקרוא	読み込み	קרא	読み込み	V;NFIN;ACT	V
לקרוא	読み取り	קרא	読み取る	V;NFIN;ACT	V
לקרוא	読む	קרא	読む	V;NFIN;ACT	V
זכות	特権	זכות	特権	N;FEM;SG	N
כבוד	リスペクト	כבוד	リスペクト	N;MASC;SG	N
כבוד	威厳	כבוד	威厳	N;MASC;SG	N
כבוד	品格	כבוד	品格	N;MASC;SG	N
כבוד	尊厳	כבוד	尊厳	N;MASC;SG	N
חמישה	五	חמישה	五	NUM;MASC;SG	NUM
מיזם	プロジェクト	מיזם	プロジェクト	N;MASC;SG	N
טיפול	治療	טיפול	治療	N;MASC;SG	N
טיפול	セラピー	טיפול	セラピー	N;MASC;SG	N
טיפול	トリートメント	טיפול	トリートメント	N;MASC;SG	N
טיפול	待遇	טיפול	待遇	N;MASC;SG	N
טיפול	治療	טיפול	治療	N;MASC;SG	N
תנועה	モーション	תנועה	モーション	N;FEM;SG	N
תנועה	トラフィック	תנועה	トラフィック	N;FEM;SG	N
תנועה	交通	תנועה	交通	N;FEM;SG	N
תנועה	母音	תנועה	母音	N;FEM;SG	N
תנועה	ムーブメント	תנועה	ムーブメント	N;FEM;SG	N
תנועה	楽章	תנועה	楽章	N;FEM;SG	N
ידע	知識	ידע	知識	N;MASC;SG	N
זוכה	勝利	זכה	勝利	V;MASC;SG;V.PTCP;ACT	V
כוכב	スター	כוכב	スター	N;MASC;SG	N
כוכב	恒星	כוכב	恒星	N;MASC;SG	N
תחנת	ステーション	תחנה	ステーション	N;FEM;SG	N
ביטוי	フレーズ	ביטוי	フレーズ	N;MASC;SG	N
פרופסור	教授	פרופסור	教授	N;MASC;SG	N
דעת	意見	דעה	意見	N;FEM;SG	N
שחור	黒い	שחור	黒い	ADJ;MASC;SG	ADJ
באמת	本当に	באמת	本当に	ADV	ADV
חודש	月間	חודש	月間	N;MASC;SG	N
להביא	持ち込み	הביא	持ち込み	V;NFIN;ACT	V
להביא	取得	הביא	取得	V;NFIN;ACT	V
נתונים	データ	נתון	データ	N;MASC;PL	N
מזון	食べ物	מזון	食べ物	N;MASC;SG	N
מזון	食品	מזון	食品	N;MASC;SG	N
בא	来る	בא	来る	V;MASC;SG;3;PST;ACT	V
בניין	建物	בניין	建物	N;MASC;SG	N
עזרה	ヘルプ	עזרה	ヘルプ	N;FEM;SG	N
פרקים	エピソード	פרק	エピソード	N;MASC;PL	N
פרקים	チャプター	פרק	チャプター	N;MASC;PL	N
גורם	ファクター	גורם	ファクター	N;MASC;SG	N
גורם	因子	גורם	因子	N;MASC;SG	N
גורם	係数	גורם	係数	N;MASC;SG	N
מקומות	場所	מקום	場所	N;MASC;PL	N
מקומות	スポット	מקום	スポット	N;MASC;PL	N
הגנה	ディフェンス	הגנה	ディフェンス	N;FEM;SG	N
הגנה	防御	הגנה	防御	N;FEM;SG	N
הגנה	防衛	הגנה	防衛	N;FEM;SG	N
הגנה	ディフェンス	הגנה	ディフェンス	N;FEM;SG	N
הגנה	防御	הגנה	防御	N;FEM;SG	N
קל	易しい	קל	易しい	ADJ;MASC;SG	ADJ
קל	やさしい	קל	やさしい	ADJ;MASC;SG	ADJ
קל	簡単	קל	簡単	ADJ;MASC;SG	ADJ
גובה	高度	גובה	高度	N;MASC;SG	N
גובה	身長	גובה	身長	N;MASC;SG	N
תקשורת	通信	תקשורת	通信	N;FEM;SG	N
תקשורת	コミュニケーション	תקשורת	コミュニケーション	N;FEM;SG	N
תקשורת	メディア	תקשורת	メディア	N;FEM;SG	N
תקשורת	通信	תקשורת	通信	N;FEM;SG	N
תקשורת	コミュニケーション	תקשורת	コミュニケーション	N;FEM;SG	N
משקל	重量	משקל	重量	N;MASC;SG	N
משקל	体重	משקל	体重	N;MASC;SG	N
לשמור	キープ	שמר	キープ	V;NFIN;ACT	V
השפעה	インパクト	השפעה	インパクト	N;FEM;SG	N
השפעה	衝撃	השפעה	衝撃	N;FEM;SG	N
השפעה	影響	השפעה	影響	N;FEM;SG	N
השפעה	エフェクト	השפעה	エフェクト	N;FEM;SG	N
השפעה	効果	השפעה	効果	N;FEM;SG	N
יצירות	作品	יצירה	作品	N;FEM;PL	N
חטיבת	旅団	חטיבה	旅団	N;PSSD;FEM;SG	N
טען	読み込む	טען	読み込む	V;MASC;SG;3;PST;ACT	V
טען	読み込み	טען	読み込み	V;MASC;SG;3;PST;ACT	V
מכון	研究所	מכון	研究所	N;MASC;SG	N
כוללת	含む	כלל	含む	V;FEM;SG;V.PTCP;ACT	V
כוכבים	惑星	כוכב	惑星	N;MASC;PL	N
תוצאות	結果	תוצאה	結果	N;FEM;PL	N
תוצאות	結果	תוצאה	結果	N;FEM;PL	N
תחרות	競技	תחרות	競技	N;FEM;SG	N
תחרות	コンペ	תחרות	コンペ	N;FEM;SG	N
תחרות	競争	תחרות	競争	N;FEM;SG	N
תחרות	コンペティション	תחרות	コンペティション	N;FEM;SG	N
תחרות	コンテスト	תחרות	コンテスト	N;FEM;SG	N
תחרות	コンテスト	תחרות	コンテスト	N;FEM;SG	N
כותב	執筆	כתב	執筆	V;MASC;SG;V.PTCP;ACT	V
כותב	書き込み	כתב	書き込み	V;MASC;SG;V.PTCP;ACT	V
צפיפות	密度	צפיפות	密度	N;FEM;SG	N
נובל	尊い	נובל	尊いる	N;MASC;SG	N
נובל	ノーベル	נובל	ノーベル	N;MASC;SG	N
ארוך	長い	ארוך	長い	ADJ;MASC;SG	ADJ
עסק	営業	עסק	営業	N;MASC;SG	N
עסק	事業	עסק	事業	N;MASC;SG	N
עסק	ビジネス	עסק	ビジネス	N;MASC;SG	N
עונות	季節	עונה	季節	N;FEM;PL	N
עונות	シーズン	עונה	シーズン	N;FEM;PL	N
באר	バール	באר	バール	N;FEM;SG	N
באר	バー	באר	バー	N;FEM;SG	N
חג	祝日	חג	祝日	N;MASC;SG	N
חג	休日	חג	休日	N;MASC;SG	N
דת	宗教	דת	宗教	N;FEM;SG	N
מראה	外観	מראה	外観	N;MASC;SG	N
מראה	ミラー	מראה	ミラー	N;MASC;SG	N
תחום	ドメイン	תחום	ドメイン	N;MASC;SG	N
נוער	青年	נוער	青年	N;MASC;SG	N
נוער	若者	נוער	若者	N;MASC;SG	N
נוער	ユース	נוער	ユース	N;MASC;SG	N
נוער	青春	נוער	青春	N;MASC;SG	N
נוער	十代	נוער	十代	N;MASC;SG	N
נוער	ティーン	נוער	ティーン	N;MASC;SG	N
נוער	青少年	נוער	青少年	N;MASC;SG	N
סגן	警部	סגן	警部	N;MASC;SG	N
סגן	中尉	סגן	中尉	N;MASC;SG	N
צעיר	ヤング	צעיר	ヤング	N;MASC;SG	N
רוח	精神	רוח	精神	N;FEM;SG	N
רוח	スピリット	רוח	スピリット	N;FEM;SG	N
גישה	姿勢	גישה	姿勢	N;FEM;SG	N
גישה	態度	גישה	態度	N;FEM;SG	N
גישה	参道	גישה	参道	N;FEM;SG	N
מועדון	クラブ	מועדון	クラブ	N;MASC;SG	N
פרויקט	プロジェクト	פרויקט	プロジェクト	N;MASC;SG	N
צבע	カラー	צבע	カラー	N;MASC;SG	N
צבע	ペンキ	צבע	ペンキ	N;MASC;SG	N
צבע	ペイント	צבע	ペイント	N;MASC;SG	N
צבע	塗料	צבע	塗料	N;MASC;SG	N
צבע	カラー	צבע	カラー	N;MASC;SG	N
תוצאה	余波	תוצאה	余波	N;FEM;SG	N
תוצאה	結果	תוצאה	結果	N;FEM;SG	N
נמוך	低い	נמוך	低い	ADJ;MASC;SG	ADJ
סיטי	都市	סיטי	都市	N;FEM;SG	N
כתבה	記事	כתבה	記事	N;FEM;SG	N
כתבה	冠詞	כתבה	冠詞	N;FEM;SG	N
דברי	トーク	דבר	トーク	N;PSSD;MASC;PL	N
עובדים	社員	עובד	社員	N;MASC;PL	N
גמר	最終	גמר	最終	N;MASC;SG	N
גמר	決勝	גמר	決勝	N;MASC;SG	N
רצח	殺人	רצח	殺人	N;MASC;SG	N
רצח	殺人	רצח	殺人	N;MASC;SG	N
מטוס	飛行機	מטוס	飛行機	N;MASC;SG	N
מטוס	飛行機	מטוס	飛行機	N;MASC;SG	N
מטוס	航空機	מטוס	航空機	N;MASC;SG	N
מטוס	飛行機	מטוס	飛行機	N;MASC;SG	N
מטוס	飛行機	מטוס	飛行機	N;MASC;SG	N
מלחמות	戦争	מלחמה	戦争	N;FEM;PL	N
לחץ	気圧	לחץ	気圧	N;MASC;SG	N
לחץ	圧力	לחץ	圧力	N;MASC;SG	N
לחץ	ストレス	לחץ	ストレス	N;MASC;SG	N
לחץ	クリック	לחץ	クリック	N;MASC;SG	N
עיריית	市町村	עירייה	市町村	N;PSSD;FEM;SG	N
גרמני	ドイツ語	גרמני	ドイツ語	N;MASC;SG	N
שלב	フェーズ	שלב	フェーズ	N;MASC;SG	N
שלב	位相	שלב	位相	N;MASC;SG	N
שלב	ステップ	שלב	ステップ	N;MASC;SG	N
שלב	舞台	שלב	舞台	N;MASC;SG	N
שלב	ステージ	שלב	ステージ	N;MASC;SG	N
המונח	用語	המונח	用語	N;MASC;SG	N
לבנות	構築	בנה	構築	V;NFIN;ACT	V
צד	サイド	צד	サイド	N;MASC;SG	N
צד	両側	צד	両側	N;MASC;SG	N
רשות	権威	רשות	権威	N;FEM;SG	N
רשות	権限	רשות	権限	N;FEM;SG	N
רשות	職権	רשות	職権	N;FEM;SG	N
רכבת	鉄道	רכבת	鉄道	N;FEM;SG	N
רכבת	電車	רכבת	電車	N;FEM;SG	N
רכבת	列車	רכבת	列車	N;FEM;SG	N
רכבת	トレイン	רכבת	トレイン	N;FEM;SG	N
רכבת	鉄道	רכבת	鉄道	N;FEM;SG	N
ישנה	古い	ישן	古い	ADJ;FEM;SG	ADJ
מפעל	工場	מפעל	工場	N;MASC;SG	N
הרכב	自動車	הרכב	自動車	N;MASC;SG	N
הרכב	クルマ	הרכב	クルマ	N;MASC;SG	N
הרכב	車両	הרכב	車両	N;MASC;SG	N
הרכב	乗り物	הרכב	乗り物	N;MASC;SG	N
ספינות	艦船	ספינות	艦船	N;FEM;PL	N
ספינות	船舶	ספינות	船舶	N;FEM;PL	N
עובר	引越	עבר	引越	V;MASC;SG;V.PTCP;ACT	V
עובר	移動	עבר	移動	V;MASC;SG;V.PTCP;ACT	V
עובר	合格	עבר	合格	V;MASC;SG;V.PTCP;ACT	V
גשר	ブリッジ	גשר	ブリッジ	N;MASC;SG	N
אחוז	割合	אחוז	割合	N;MASC;SG	N
אחוז	パーセンテージ	אחוז	パーセンテージ	N;MASC;SG	N
אחוז	パーセント	אחוז	パーセント	N;MASC;SG	N
אחוז	割合	אחוז	割合	N;MASC;SG	N
אחוז	パーセント	אחוז	パーセント	N;MASC;SG	N
חלקי	一部	חלק	一部	N;MASC;PL	N
גרמנים	ドイツ語	גרמני	ドイツ語	N;MASC;PL	N
מתאר	概説	תיאר	概説	V;MASC;SG;V.PTCP;ACT	V
לחלק	分ける	חילק	分ける	V;NFIN;ACT	V
לחלק	割る	חילק	割る	V;NFIN;ACT	V
פרטים	詳細	פרט	詳細	N;MASC;PL	N
זיכרון	メモリ	זיכרון	メモリ	N;MASC;SG	N
זיכרון	メモリー	זיכרון	メモリー	N;MASC;SG	N
מורשת	遺産	מורשת	遺産	N;FEM;SG	N
סופרים	作家	סופר	作家	N;MASC;PL	N
סופרים	作家	סופר	作家	N;MASC;PL	N
סופרים	著者	סופר	著者	N;MASC;PL	N
סופרים	作者	סופר	作者	N;MASC;PL	N
לציין	指定	ציין	指定	V;NFIN;ACT	V
אישה	女性	איש	女性	N;FEM;SG	N
מחשב	コンピューター	מחשב	コンピューター	N;MASC;SG	N
מחשב	コンピュータ	מחשב	コンピュータ	N;MASC;SG	N
מציע	提案	הציע	提案	V;MASC;SG;V.PTCP;ACT	V
