les	die	le	die	DET;DEF;PL	DET;DEF
cuisine	kookkuns	cuisine	kookkuns	N;FEM;SG	N;SG
cuisine	kook	cuisine	kook	N;FEM;SG	N;SG
cuisine	kookkuns	cuisine	kookkuns	N;FEM;SG	N;SG
cuisine	kombuis	cuisine	kombuis	N;FEM;SG	N;SG
arbres	bome	arbre	bome	N;MASC;PL	N;PL
émissions	uitsendings	émission	uitsending	N;FEM;PL	N;PL
disposition	verskaffing	disposition	verskaffing	N;FEM;SG	N;SG
disposition	voorsiening	disposition	voorsiening	N;FEM;SG	N;SG
disposition	uitleg	disposition	uitleg	N;FEM;SG	N;SG
disposition	afhandeling	disposition	afhandeling	N;FEM;SG	N;SG
milliards	miljarde	milliard	miljard	N;MASC;PL	N;PL
réseaux	netwerke	réseau	netwerk	N;MASC;PL	N;PL
édité	gewysig	éditer	wysig	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
duché	hertogdom	duché	hertogdom	N;MASC;SG	N;SG
hameau	hamlet	hameau	hamlet	N;MASC;SG	N;SG
progressivement	geleidelik	progressivement	geleidelik	ADV	ADV
dragon	draak	dragon	draak	N;MASC;SG	N;SG
canons	vuurwapens	canon	vuurwapens	N;MASC;PL	N;PL
vandalisme	vandalisme	vandalisme	vandalisme	N;MASC;SG	N;SG
religieuses	godsdienstige	religieux	godsdienstig	ADJ;FEM;PL	ADJ;NOM
religieuses	religieuse	religieux	religieus	ADJ;FEM;PL	ADJ;NOM
religieuses	gelowige	religieux	gelowig	ADJ;FEM;PL	ADJ;NOM
tableaux	waardes	tableau	waarde	N;MASC;PL	N;PL
tableaux	tafels	tableau	tafel	N;MASC;PL	N;PL
tableaux	skilderye	tableau	skilderye	N;MASC;PL	N;PL
personnelle	persoonlike	personnel	persoonlik	ADJ;FEM;SG	ADJ;NOM
présenter	voordra	présenter	voordra	V;NFIN	V;PRS
vaisseau	ruimtetuig	vaisseau	ruimtetuig	N;MASC;SG	N;SG
vaisseau	vaartuig	vaisseau	vaartuig	N;MASC;SG	N;SG
vaisseau	skip	vaisseau	skip	N;MASC;SG	N;SG
café	koffie	café	koffie	N;MASC;SG	N;SG
inscription	registrasie	inscription	registrasie	N;FEM;SG	N;SG
confiance	sekerheid	confiance	sekerheid	N;FEM;SG	N;SG
confiance	vertroue	confiance	vertroue	N;FEM;SG	N;SG
aventures	avonture	aventure	avonture	N;FEM;PL	N;PL
instruments	instruments	instrument	instrument	N;MASC;PL	N;PL
instruments	instrumente	instrument	instrument	N;MASC;PL	N;PL
départements	departemente	département	departement	N;MASC;PL	N;PL
onze	elf	onze	elf	NUM	NUM
moteurs	enjins	moteur	enjins	N;MASC;PL	N;PL
pratiques	praktyke	pratique	praktyak	N;FEM;PL	N;PL
prévu	geskeduleer	prévoir	skeduleer	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
procédure	prosedure	procédure	prosedure	N;FEM;SG	N;SG
célèbres	bekende	célèbre	bekend	ADJ;MASC;PL	ADJ;NOM
dimensions	dimensies	dimension	dimensies	N;FEM;PL	N;PL
quart	kwart	quart	kwart	N;MASC;SG	N;SG
quart	kwartaal	quart	kwartaal	N;MASC;SG	N;SG
document	dokument	document	dokument	N;MASC;SG	N;SG
limites	beperkings	limite	beperking	N;FEM;PL	N;PL
limites	limiete	limite	limiet	N;FEM;PL	N;PL
limites	beperkings	limite	beperking	N;FEM;PL	N;PL
oncle	oom	oncle	oom	N;MASC;SG	N;SG
génie	ingenieurswese	génie	ingenieurswese	N;MASC;SG	N;SG
voitures	motors	voiture	motors	N;FEM;PL	N;PL
voitures	karre	voiture	karr	N;FEM;PL	N;PL
contemporaine	kontemporêre	contemporain	kontemporêre	ADJ;FEM;SG	ADJ;NOM
démocrate	demokrate	démocrate	demokraat	N;MASC;SG	N;SG
plage	strand	plage	strand	N;FEM;SG	N;SG
drame	drama	drame	drama	N;MASC;SG	N;SG
drame	tragedie	drame	tragedie	N;MASC;SG	N;SG
entretien	onderhoud	entretien	onderhoud	N;MASC;SG	N;SG
entretien	instandhouding	entretien	instandhouding	N;MASC;SG	N;SG
musiciens	musikante	musicien	musikant	N;MASC;PL	N;PL
accepte	aanvaar	accepter	aanvaar	V;IND;SG;3;PRS;FIN	V;PRS
revenir	opgelewer	revenir	oplewer	V;NFIN	V;PST;V.PTCP
revenir	rug	revenir	rug	V;NFIN	V;PRS
chiffre	syfer	chiffre	syfer	N;MASC;SG	N;SG
chiffre	figuur	chiffre	figuur	N;MASC;SG	N;SG
canon	kanon	canon	kanon	N;MASC;SG	N;SG
collections	versamelings	collection	versameling	N;FEM;PL	N;PL
active	onaktiewe	actif	onaktief	ADJ;FEM;SG	ADJ;NOM
organisée	georganiseerd	organiser	organiseerd	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
organisée	georganiseer	organiser	organiseer	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
organisée	saamgestel	organiser	saamstel	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
initiale	aanvanklike	initial	aanvanklik	ADJ;FEM;SG	ADJ;NOM
sculpture	beeldhouwerk	sculpture	beeldhouwerk	N;FEM;SG	N;SG
chance	kans	chance	kans	N;FEM;SG	N;SG
attendre	gewag	attendre	gewag	V;NFIN	V;PST;V.PTCP
attendre	wag	attendre	wag	V;NFIN	V;PRS
enregistrement	registrasie	enregistrement	registrasie	N;MASC;SG	N;SG
quotidien	alledaagse	quotidien	alledaags	ADJ;MASC;SG	ADJ;NOM
quotidien	daaglikse	quotidien	daagliks	ADJ;MASC;SG	ADJ;NOM
leader	leier	leader	leier	N;MASC;SG	N;SG
auto	outo	auto	outo	N;MASC;SG	N;SG
spécifique	spesifieke	spécifique	spesifiek	ADJ;MASC;SG	ADJ;NOM
peau	vel	peau	vel	N;FEM;SG	N;SG
espaces	ruimtes	espace	ruimte	N;MASC;PL	N;PL
espaces	spasies	espace	spasie	N;MASC;PL	N;PL
incendie	vuur	incendie	vuur	N;MASC;SG	N;SG
acide	suur	acide	suur	N;MASC;SG	N;SG
utile	bruikbare	utile	bruikbaar	ADJ;MASC;SG	ADJ;NOM
utile	nuttige	utile	nuttig	ADJ;MASC;SG	ADJ;NOM
conservation	bewaring	conservation	bewaring	N;FEM;SG	N;SG
conservation	bewaring	conservation	bewaring	N;FEM;SG	N;SG
régulière	gereelde	régulier	gereeld	ADJ;FEM;SG	ADJ;NOM
sortir	verlaat	sortir	verlaat	V;NFIN	V;PRS
centres	sentrums	centre	sentrum	N;MASC;PL	N;PL
centres	sentrums	centre	sentrum	N;MASC;PL	N;PL
ministres	ministers	ministre	minister	N;MASC;PL	N;PL
sociaux	maatskaplike	social	maatskaplik	ADJ;MASC;PL	ADJ;NOM
sociaux	sosiale	social	sosiaal	ADJ;MASC;PL	ADJ;NOM
clairement	duidelik	clairement	duidelik	ADV	ADV
urbain	stedelike	urbain	stedelik	ADJ;MASC;SG	ADJ;NOM
clermont	clermont	clermont	clermont	N;MASC;SG	N;SG
essentiel	noodsaaklike	essentiel	noodsaaklik	ADJ;MASC;SG	ADJ;NOM
laboratoire	laboratorium	laboratoire	laboratorium	N;MASC;SG	N;SG
laboratoire	laboratorium	laboratoire	laboratorium	N;MASC;SG	N;SG
primaire	elementêre	primaire	elementêre	ADJ;MASC;SG	ADJ;NOM
primaire	primêr	primaire	primêr	ADJ;MASC;SG	ADJ;NOM
primaire	primêre	primaire	primêr	ADJ;MASC;SG	ADJ;NOM
tuer	doodmaak	tuer	doodmaak	V;NFIN	V;PRS
logique	logiese	logique	logies	ADJ;FEM;SG	ADJ;NOM
orgue	orrel	orgue	orrel	N;MASC;SG	N;SG
bulletin	nuusbrief	bulletin	nuusbrief	N;MASC;SG	N;SG
visible	sigbare	visible	sigbaar	ADJ;MASC;SG	ADJ;NOM
souris	muis	souris	muis	N;FEM;SG	N;SG
photographe	fotograaf	photographe	fotograaf	N;MASC;SG	N;SG
autoroute	hoofweg	autoroute	hoofweg	N;FEM;SG	N;SG
autoroute	grootpad	autoroute	grootpad	N;FEM;SG	N;SG
ponts	bridges	pont	bridges	N;MASC;PL	N;PL
ponts	brûe	pont	brûe	N;MASC;PL	N;PL
vérité	waarheid	vérité	waarheid	N;FEM;SG	N;SG
quinze	vyftien	quinze	vyftien	NUM	NUM
assistant	assistent	assistant	assistent	N;MASC;SG	N;SG
assistant	assistent	assistant	assistent	N;MASC;SG	N;SG
marié	getroud	marier	trou	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
satellite	satelliet	satellite	satelliet	N;MASC;SG	N;SG
exécution	aksie	exécution	aksie	N;FEM;SG	N;SG
exécution	uitvoering	exécution	uitvoering	N;FEM;SG	N;SG
établit	vasstel	établir	vasstel	V;IND;SG;3;PRS;FIN	V;PRS
intermédiaire	intermediate	intermédiaire	intermediat	N;MASC;SG	N;SG
distinctions	toekennings	distinction	toekenning	N;FEM;PL	N;PL
distinctions	toekenings	distinction	toekening	N;FEM;PL	N;PL
remarque	kennisgewing	remarque	kennisgewing	N;FEM;SG	N;SG
thèmes	temas	thème	tema	N;MASC;PL	N;PL
thèmes	onderwerpe	thème	onderwerp	N;MASC;PL	N;PL
gares	stasies	gare	stasie	N;FEM;PL	N;PL
installation	installering	installation	installering	N;FEM;SG	N;SG
rapports	rapporte	rapport	rapport	N;MASC;PL	N;PL
rapports	verslae	rapport	verslag	N;MASC;PL	N;PL
circulation	sirkulasie	circulation	sirkulasie	N;FEM;SG	N;SG
australien	australiese	australien	australies	ADJ;MASC;SG	ADJ;NOM
pierres	klippe	pierre	klip	N;FEM;PL	N;PL
pierres	klippe	pierre	klip	N;FEM;PL	N;PL
pierres	rotse	pierre	rots	N;FEM;PL	N;PL
universitaires	akademiese	universitaire	akademies	ADJ;MASC;PL	ADJ;NOM
histoires	berigte	histoire	berigte	N;FEM;PL	N;PL
histoires	stories	histoire	stories	N;FEM;PL	N;PL
phrase	frase	phrase	frase	N;FEM;SG	N;SG
récompense	toekenning	récompense	toekenning	N;FEM;SG	N;SG
lancement	lansering	lancement	lansering	N;MASC;SG	N;SG
culturelle	kulturele	culturel	kultureel	ADJ;FEM;SG	ADJ;NOM
aviation	lugvaart	aviation	lugvaart	N;FEM;SG	N;SG
journaux	koerante	journal	koerant	N;MASC;PL	N;PL
chrétiens	christene	chrétien	christene	N;MASC;PL	N;PL
syndicat	unie	syndicat	unie	N;MASC;SG	N;SG
menace	bedreiging	menace	bedreiging	N;FEM;SG	N;SG
poursuite	agterstand	poursuite	agterstand	N;FEM;SG	N;SG
poursuite	strewe	poursuite	strewe	N;FEM;SG	N;SG
basque	baskiese	basque	baskies	ADJ;MASC;SG	ADJ;NOM
commissaire	kommissaris	commissaire	kommissaris	N;MASC;SG	N;SG
installé	geïnstalleer	installer	installeer	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
installé	geinstalleer	installer	installeer	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
conserver	aanhou	conserver	aanhou	V;NFIN	V;PRS
conserver	hou	conserver	hou	V;NFIN	V;PRS
conserver	behou	conserver	behou	V;NFIN	V;PRS
reprendre	voortgaan	reprendre	voortgaan	V;NFIN	V;PRS
reprendre	hervat	reprendre	hervat	V;NFIN	V;PRS
conseils	wenke	conseil	wenk	N;MASC;PL	N;PL
conseils	leidrade	conseil	leidrade	N;MASC;PL	N;PL
bases	basisse	base	basis	N;FEM;PL	N;PL
peintures	skilderye	peinture	skilderye	N;FEM;PL	N;PL
invasion	inval	invasion	inval	N;FEM;SG	N;SG
adversaire	teenstander	adversaire	teenstander	N;MASC;SG	N;SG
individus	individue	individu	individu	N;MASC;PL	N;PL
conscience	bewussyn	conscience	bewussyn	N;FEM;SG	N;SG
conscience	bewusmaking	conscience	bewusmaking	N;FEM;SG	N;SG
conscience	gewaarwording	conscience	gewaarwording	N;FEM;SG	N;SG
conscience	bewustheid	conscience	bewustheid	N;FEM;SG	N;SG
conscience	bewussyn	conscience	bewussyn	N;FEM;SG	N;SG
maîtres	masters	maître	master	N;MASC;PL	N;PL
expositions	bewysstukke	exposition	bewysstuk	N;FEM;PL	N;PL
lion	leeu	lion	leeu	N;MASC;SG	N;SG
actives	onaktiewe	actif	onaktief	ADJ;FEM;PL	ADJ;NOM
administratif	administratiewe	administratif	administratief	ADJ;MASC;SG	ADJ;NOM
nomination	afspraak	nomination	afspraak	N;FEM;SG	N;SG
crime	misdaad	crime	misdaad	N;MASC;SG	N;SG
américaines	amerikaanse	américain	amerikaans	ADJ;FEM;PL	ADJ;NOM
respect	respek	respect	respek	N;MASC;SG	N;SG
respect	nakoming	respect	nakoming	N;MASC;SG	N;SG
chiffres	figure	chiffre	figure	N;MASC;PL	N;PL
chiffres	getalle	chiffre	getal	N;MASC;PL	N;PL
chiffres	nommers	chiffre	nommer	N;MASC;PL	N;PL
raconte	aansê	raconter	aansê	V;IND;SG;3;PRS;FIN	V;PRS
sœurs	susters	sœur	susters	N;FEM;PL	N;PL
bientôt	gou	bientôt	gou	ADV	ADV
commentaire	kommentaar	commentaire	kommentaar	N;MASC;SG	N;SG
véhicule	voertuig	véhicule	voertuig	N;MASC;SG	N;SG
catholiques	katolieke	catholique	katoliek	ADJ;MASC;PL	ADJ;NOM
apparaissent	verskyn	apparaître	verskyn	V;IND;PL;3;PRS;FIN	V;PRS
annoncé	aangekondig	annoncer	aankondig	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
annoncé	geadverteer	annoncer	adverteer	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
aile	wing	aile	wing	N;FEM;SG	N;SG
dimension	dimensie	dimension	dimensie	N;FEM;SG	N;SG
lit	bed	lit	bed	N;MASC;SG	N;SG
floride	florida	floride	florida	N;FEM;SG	N;SG
préparation	voorbereiding	préparation	voorbereiding	N;FEM;SG	N;SG
chronologie	kronologie	chronologie	kronologie	N;FEM;SG	N;SG
chronologie	tydlyn	chronologie	tydlyn	N;FEM;SG	N;SG
minimum	minimale	minimum	minimaal	ADJ;MASC;SG	ADJ;NOM
révolutionnaire	rewolusionêre	révolutionnaire	rewolusionêre	ADJ;MASC;SG	ADJ;NOM
nécessaires	nodige	nécessaire	nodig	ADJ;MASC;PL	ADJ;NOM
grave	ernstige	grave	ernstig	ADJ;MASC;SG	ADJ;NOM
faute	breuk	faute	breuk	N;FEM;SG	N;SG
faute	oortreding	faute	oortreding	N;FEM;SG	N;SG
poème	gediggie	poème	gediggie	N;MASC;SG	N;SG
contribution	bydrae	contribution	bydrae	N;FEM;SG	N;SG
rivières	riviere	rivière	rivier	N;FEM;PL	N;PL
directe	direkte	direct	direk	ADJ;FEM;SG	ADJ;NOM
notoriété	bewusmaking	notoriété	bewusmaking	N;FEM;SG	N;SG
notoriété	gewaarwording	notoriété	gewaarwording	N;FEM;SG	N;SG
notoriété	bewustheid	notoriété	bewustheid	N;FEM;SG	N;SG
notoriété	reputasie	notoriété	reputasie	N;FEM;SG	N;SG
euro	uraan	euro	uraan	N;MASC;SG	N;SG
euro	euro	euro	euro	N;MASC;SG	N;SG
léger	ligte	léger	lig	ADJ;MASC;SG	ADJ;NOM
désigné	aangewys	désigner	aanwys	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
similaire	soortgelyke	similaire	soortgelyk	ADJ;MASC;SG	ADJ;NOM
travaillé	gewerk	travailler	werk	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
cordes	stringe	corde	string	N;FEM;PL	N;PL
détail	besonderheid	détail	besonderheid	N;MASC;SG	N;SG
hypothèse	hipotese	hypothèse	hipotees	N;FEM;SG	N;SG
matériaux	gegewens	matériau	gewewens	N;MASC;PL	N;PL
matériaux	materiale	matériau	materiaal	N;MASC;PL	N;PL
révolte	opstand	révolte	opstand	N;FEM;SG	N;SG
monnaie	geld	monnaie	geld	N;FEM;SG	N;SG
monnaie	geldeenheid	monnaie	geldeenheid	N;FEM;SG	N;SG
enseigne	vaandel	enseigner	vaandel	N;FEM;SG	N;SG
variété	verskeidenheid	variété	verskeidenheid	N;FEM;SG	N;SG
ascension	bestyging	ascension	bestyging	N;FEM;SG	N;SG
dirigeants	bestuurders	dirigeant	bestuurder	N;MASC;PL	N;PL
dirigeants	leiers	dirigeant	leier	N;MASC;PL	N;PL
frontières	grense	frontière	grens	N;FEM;PL	N;PL
ailes	vlerke	aile	vlerk	N;FEM;PL	N;PL
ailes	vleuels	aile	vleuel	N;FEM;PL	N;PL
ailes	hordes	aile	horde	N;FEM;PL	N;PL
machines	masjiene	machine	masjien	N;FEM;PL	N;PL
organisations	organisasies	organisation	organisasie	N;FEM;PL	N;PL
déclaré	aangekondig	déclarer	aankondig	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
présidentielle	presidensiële	présidentiel	presidensieel	ADJ;FEM;SG	ADJ;NOM
compter	tel	compter	tel	V;NFIN	V;PRS
compter	tel	compter	tel	V;NFIN	V;PRS
normale	normale	normal	normaal	ADJ;FEM;SG	ADJ;NOM
résolution	resolusie	résolution	resolusie	N;FEM;SG	N;SG
pilotes	drywers	pilote	drywer	N;MASC;PL	N;PL
pilotes	bestuurders	pilote	bestuurder	N;MASC;PL	N;PL
conquête	verowering	conquête	verowering	N;FEM;SG	N;SG
colonie	kolonie	colonie	kolonie	N;FEM;SG	N;SG
genres	genres	genre	genres	N;MASC;PL	N;PL
genres	genera	genre	genera	N;MASC;PL	N;PL
tenir	hou	tenir	hou	V;NFIN	V;PRS
neige	sneeu	neige	sneeu	N;FEM;SG	N;SG
postes	plasings	poste	plasing	N;MASC;PL	N;PL
discussions	besprekings	discussion	bespreking	N;FEM;PL	N;PL
responsabilité	aanspreeklikheid	responsabilité	aanspreeklikheid	N;FEM;SG	N;SG
responsabilité	ontkenning	responsabilité	ontkenning	N;FEM;SG	N;SG
responsabilité	verantwoordelikheid	responsabilité	verantwoordelikheid	N;FEM;SG	N;SG
paysage	natuurskoon	paysage	natuurskoon	N;MASC;SG	N;SG
paysage	landskap	paysage	landskap	N;MASC;SG	N;SG
poissons	visse	poisson	visse	N;MASC;PL	N;PL
poissons	visse	poisson	visse	N;MASC;PL	N;PL
violence	geweld	violence	geweld	N;FEM;SG	N;SG
coût	koste	coût	koste	N;MASC;SG	N;SG
comics	strokiesverhaal	comics	strokiesverhaal	N;MASC;SG	N;SG
bandes	orkeste	bande	orkes	N;FEM;PL	N;PL
cellules	selle	cellule	selle	N;FEM;PL	N;PL
fosse	pit	fosse	pit	N;FEM;SG	N;SG
costumes	kostuums	costume	kostuum	N;MASC;PL	N;PL
jardins	tuine	jardin	tuine	N;MASC;PL	N;PL
détails	besonderhede	détail	besonderheid	N;MASC;PL	N;PL
déclaration	stelling	déclaration	stelling	N;FEM;SG	N;SG
déclaration	verklaring	déclaration	verklaring	N;FEM;SG	N;SG
effectuer	presteer	effectuer	presteer	V;NFIN	V;PRS
gagner	verwerf	gagner	verwerf	V;NFIN	V;PRS
gagner	wen	gagner	wen	V;NFIN	V;PRS
invité	uitgenooi	inviter	uitnooi	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
invité	genooi	inviter	nooi	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
affiche	poster	affiche	poster	N;FEM;SG	N;SG
affiche	aansig	affiche	aansig	N;FEM;SG	N;SG
orientales	oosterse	oriental	oosters	ADJ;FEM;PL	ADJ;NOM
publiés	gepubliseer	publier	publiseer	V;MASC;PL;PST;V.PTCP	V;PST;V.PTCP
seigneurs	lords	seigneur	lords	N;MASC;PL	N;PL
violon	viool	violon	viool	N;MASC;SG	N;SG
effectué	uitgevoer	effectuer	uitvoer	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
traditionnelle	tradisionele	traditionnel	tradisioneel	ADJ;FEM;SG	ADJ;NOM
remplacement	spasie	remplacement	spasie	N;MASC;SG	N;SG
envoie	stuur	envoyer	stuur	V;IND;SG;3;PRS;FIN	V;PRS
war	oorlog	war	oorlog	N;SG	N;SG
égalité	gelykheid	égalité	gelykheid	N;FEM;SG	N;SG
créateur	ontwerper	créateur	ontwerper	N;MASC;SG	N;SG
expliquer	verduidelik	expliquer	verduidelik	V;NFIN	V;PRS
coalition	koalisie	coalition	koalisie	N;FEM;SG	N;SG
intérêts	belangstellings	intérêt	belangstelling	N;MASC;PL	N;PL
inspecteur	speurder	inspecteur	speurder	N;MASC;SG	N;SG
marais	natalse	marais	natals	N;MASC;SG	N;SG
chimie	chemikalië	chimie	chemikalië	N;FEM;SG	N;SG
chimie	chemie	chimie	chemie	N;FEM;SG	N;SG
prenant	vat	prendre	vat	V;PRS;V.PTCP	V;PRS
poisson	vis	poisson	vis	N;MASC;SG	N;SG
soi	homself	soi	homself	PRO;SG;3	PRO;NOM;SG;3
chercheurs	navorsers	chercheur	navorser	N;MASC;PL	N;PL
secours	redding	secours	redding	N;MASC;SG	N;SG
chat	kat	chat	kat	N;MASC;SG	N;SG
stratégie	strategie	stratégie	strategie	N;FEM;SG	N;SG
interprété	geïnterpreteer	interpréter	interpreteer	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
coopération	samewerking	coopération	samewerking	N;FEM;SG	N;SG
compagnies	maatskappye	compagnie	maatskappy	N;FEM;PL	N;PL
âme	siel	âme	siel	N;FEM;SG	N;SG
gothique	gotiese	gothique	goties	ADJ;MASC;SG	ADJ;NOM
visiteurs	besoekers	visiteur	besoeker	N;MASC;PL	N;PL
capital	hoofstad	capital	hoofstad	N;MASC;SG	N;SG
surnom	bynaam	surnom	bynaam	N;MASC;SG	N;SG
électricité	elektrisiteit	électricité	elektrisiteit	N;FEM;SG	N;SG
facile	maklike	facile	maklik	ADJ;MASC;SG	ADJ;NOM
davantage	nog	davantage	nog	ADV	ADV
différent	verskillende	différent	verskil	ADJ;MASC;SG	ADJ;NOM
découvrir	verken	découvrir	verken	V;NFIN	V;PRS
découvrir	ontdek	découvrir	ontdek	V;NFIN	V;PRS
changements	veranderings	changement	verandering	N;MASC;PL	N;PL
chasseurs	hunters	chasseur	hunters	N;MASC;PL	N;PL
opinion	opinie	opinion	opinie	N;FEM;SG	N;SG
opinion	mening	opinion	mening	N;FEM;SG	N;SG
récompenses	belonings	récompense	beloning	N;FEM;PL	N;PL
récompenses	toekennings	récompense	toekenning	N;FEM;PL	N;PL
récompenses	toekenings	récompense	toekening	N;FEM;PL	N;PL
conflits	teenstrydighede	conflit	teenstrydigheid	N;MASC;PL	N;PL
conflits	botsings	conflit	botsings	N;MASC;PL	N;PL
conflits	geskille	conflit	geskil	N;MASC;PL	N;PL
conflits	dispute	conflit	dispuit	N;MASC;PL	N;PL
transformation	transformasie	transformation	transformasie	N;FEM;SG	N;SG
remplace	oordra	remplacer	oordra	V;IND;SG;3;PRS;FIN	V;PRS
cultures	kulture	culture	kultuur	N;FEM;PL	N;PL
étudier	opstaan	étudier	opstaan	V;NFIN	V;PRS
étudier	studeer	étudier	studeer	V;NFIN	V;PRS
étudier	bestudeer	étudier	bestudeer	V;NFIN	V;PRS
accessible	toeganklike	accessible	toeganklik	ADJ;MASC;SG	ADJ;NOM
universités	universiteite	université	universiteit	N;FEM;PL	N;PL
avantage	voordeel	avantage	voordeel	N;MASC;SG	N;SG
avantage	voordeel	avantage	voordeel	N;MASC;SG	N;SG
appui	ondersteuning	appui	ondersteuning	N;MASC;SG	N;SG
appui	bystand	appui	bystand	N;MASC;SG	N;SG
partout	oral	partout	oral	ADV	ADV
partout	orals	partout	orals	ADV	ADV
objectifs	doelwitte	objectif	doelwit	N;MASC;PL	N;PL
objectifs	doele	objectif	doele	N;MASC;PL	N;PL
métier	beroep	métier	beroep	N;MASC;SG	N;SG
soirée	aand	soirée	aand	N;FEM;SG	N;SG
soirée	aand	soirée	aand	N;FEM;SG	N;SG
mélange	mengsel	mélange	mengsel	N;MASC;SG	N;SG
montée	gemonteer	monter	monteer	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
disques	skywe	disque	skyfe	N;MASC;PL	N;PL
représentent	verteenwoordig	représenter	verteenwoordig	V;IND;PL;3;PRS;FIN	V;PRS
introduit	ingestel	introduire	instel	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
défendre	verdedig	défendre	verdedig	V;NFIN	V;PRS
conséquences	implikasies	conséquence	implikasie	N;FEM;PL	N;PL
conséquences	gevolge	conséquence	gevolg	N;FEM;PL	N;PL
maires	burgemeesters	maire	burgemeester	N;MASC;PL	N;PL
recevoir	ontvang	recevoir	ontvang	V;NFIN	V;PRS
recevoir	ontvang	recevoir	ontvang	V;NFIN	V;PRS
performances	optredes	performance	optrede	N;FEM;PL	N;PL
pianiste	pianis	pianiste	pianis	N;MASC;SG	N;SG
étrangère	buitelandse	étranger	buitelands	ADJ;FEM;SG	ADJ;NOM
archéologique	argeologiese	archéologique	argeologies	ADJ;MASC;SG	ADJ;NOM
musées	museums	musée	museum	N;MASC;PL	N;PL
brésilien	brasiliaanse	brésilien	brasiliaans	ADJ;MASC;SG	ADJ;NOM
produite	geproduseer	produire	produseer	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
centaines	honderde	centaine	hond	N;FEM;PL	N;PL
calcul	berekening	calcul	berekening	N;MASC;SG	N;SG
rêve	droom	rêve	droom	N;MASC;SG	N;SG
aspects	aspekte	aspect	aspek	N;MASC;PL	N;PL
simples	eenvoudige	simple	eenvoudig	ADJ;MASC;PL	ADJ;NOM
plaque	plaat	plaque	plaat	N;FEM;SG	N;SG
quai	platform	quai	platform	N;MASC;SG	N;SG
démocratie	demokrasie	démocratie	demokrasie	N;FEM;SG	N;SG
meurtre	moord	meurtre	moord	N;MASC;SG	N;SG
barre	balk	barre	balk	N;FEM;SG	N;SG
métropole	metropolis	métropole	metropolis	N;FEM;SG	N;SG
minute	minuut	minute	minuut	N;FEM;SG	N;SG
applications	toepassings	application	toepassing	N;FEM;PL	N;PL
applications	programme	application	program	N;FEM;PL	N;PL
applications	aanwendings	application	aanwending	N;FEM;PL	N;PL
applications	aansoeke	application	aansoek	N;FEM;PL	N;PL
applications	toepassings	application	toepassing	N;FEM;PL	N;PL
aîné	senior	aîné	senior	ADJ;MASC;SG	ADJ;NOM
verre	glas	verre	glas	N;MASC;SG	N;SG
verre	drank	verre	drank	N;MASC;SG	N;SG
verre	drankie	verre	drankie	N;MASC;SG	N;SG
équipement	toerusting	équipement	toerusting	N;MASC;SG	N;SG
queue	tou	queue	tou	N;FEM;SG	N;SG
queue	stert	queue	stert	N;FEM;SG	N;SG
ivoire	ivoor	ivoire	ivoor	N;MASC;SG	N;SG
partisans	ondersteuners	partisan	ondersteuner	N;MASC;PL	N;PL
pistes	hellings	piste	helling	N;FEM;PL	N;PL
pistes	snitte	piste	snit	N;FEM;PL	N;PL
mythologie	mitologie	mythologie	mitologie	N;FEM;SG	N;SG
gamme	omvang	gamme	omvang	N;FEM;SG	N;SG
confédération	konfederasie	confédération	konfederasie	N;FEM;SG	N;SG
dessinateur	ontwerper	dessinateur	ontwerper	N;MASC;SG	N;SG
arrêter	bedank	arrêter	bedank	V;NFIN	V;PRS
arrêter	sluit	arrêter	sluit	V;NFIN	V;PRS
arrêter	ophou	arrêter	ophou	V;NFIN	V;PRS
amitié	vriendskap	amitié	vriendskap	N;FEM;SG	N;SG
maladies	siektes	maladie	siekte	N;FEM;PL	N;PL
oiseau	voël	oiseau	voël	N;MASC;SG	N;SG
constructeur	vervaardiger	constructeur	vervaardiger	N;MASC;SG	N;SG
péninsule	skiereiland	péninsule	skiereiland	N;FEM;SG	N;SG
campagnes	veldtogte	campagne	veldtog	N;FEM;PL	N;PL
connaissances	kennisse	connaissance	kenniss	N;FEM;PL	N;PL
copié	gekopieer	copié	kopieer	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
