ako	like	ako	like	ADV	
banskej	banská	banský	banská	ADJ;GEN;FEM;SG	
kitt	kitt	kitt	kitt	PROPN;ANIM;NOM;MASC;SG	
cesta	path	cesta	path	N;NOM;FEM;SG	
cesta	way	cesta	way	N;NOM;FEM;SG	
dostal	har	dostať	have	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IND;PRS;FIN;ACT
dostal	got	dostať	got	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	
krajiny	landet	krajina	land	N;NOM;FEM;PL	N;DEF;NEUT;SG
krajiny	land	krajina	land	N;NOM;FEM;PL	N;INDF;NEUT;SG
krajiny	landskab	krajina	landskab	N;NOM;FEM;PL	N;INDF;NEUT;SG
krajiny	landskabet	krajina	landskab	N;NOM;FEM;PL	N;DEF;NEUT;SG
číslo	tal	číslo	tal	N;NOM;NEUT;SG	N;INDF;NEUT;PL
typ	indtast	typ	indtast	N;INAN;NOM;MASC;SG	V;IMP
typ	skriv	typ	skrive	N;INAN;NOM;MASC;SG	V;IMP
pyrénées	pyrénées	pyrénés	pyrknée		N;GEN;INDF;MASC+FEM;PL
následne	efterfølgende	následne	efterfølgende	ADV	ADJ
mesa	mesa	mes	mesa	PROPN;ANIM;NOM;MASC;SG	
košice	košice	košica	kokice	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
spojené	forenet	spojený	forenet	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
spojené	united	spojený	united	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	
spojené	forenede	spojený	forene	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PL;PST;V.PTCP
niektorých	nogle	niektorý	nogen	DET;GEN;MASC;PL	PRO;PL
víťaz	vinder	víťaz	vinde	N;ANIM;NOM;MASC;SG	V;IND;PRS;FIN;ACT
nemecko	tyskland	nemecko	tyskland	PROPN;NOM;NEUT;SG	PROPN
hlavné	majoren	hlavný	major	ADJ;NOM;NEUT;SG	N;DEF;MASC+FEM;SG
hlavné	major	hlavný	major	ADJ;NOM;NEUT;SG	
hlavné	vigtigste	hlavný	vigtig	ADJ;NOM;NEUT;SG	ADJ;DEF;RL
hlavné	main	hlavný	main	ADJ;NOM;NEUT;SG	
awards	tildelinger	awards	tildeling		N;INDF;MASC+FEM;PL
awards	awards	awards	award		
troch	three	tri	thre	NUM;GEN;MASC;PL	
práce	arbejder	práca	arbejde	N;NOM;FEM;PL	V;IND;PRS;FIN;ACT
práce	arbejd	práca	arbejd	N;NOM;FEM;PL	V;IMP
práce	arbejde	práca	arbejde	N;NOM;FEM;PL	N;INDF;NEUT;SG
práce	arbejdet	práca	arbejde	N;NOM;FEM;PL	N;DEF;NEUT;SG
veľká	large	veľký	large	ADJ;NOM;FEM;SG	
veľká	store	veľký	stor	ADJ;NOM;FEM;SG	ADJ;PL
veľká	big	veľký	big	ADJ;NOM;FEM;SG	
veľká	store	veľký	stor	ADJ;NOM;FEM;SG	ADJ;PL
otec	dad	otec	dad	N;ANIM;NOM;MASC;SG	
než	end	než	end	CONJ	ADP
svete	world	svet	world	N;INAN;ESS;MASC;SG	
podobne	tilsvarende	podobne	tilsvarende	ADV	ADJ
diela	arbejder	dielo	arbejde	N;NOM;NEUT;PL	V;IND;PRS;FIN;ACT
diela	virker	dielo	virke	N;NOM;NEUT;PL	V;IND;PRS;FIN;ACT
typu	indtast	typ	indtast	N;INAN;GEN;MASC;SG	V;IMP
typu	skriv	typ	skrive	N;INAN;GEN;MASC;SG	V;IMP
houten	houten	houten	houte	PROPN;ANIM;NOM;MASC;SG	N;DEF;MASC+FEM;SG
druhý	sekund	druhý	sekund	ADJ;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
druhý	andet	druhý	anden	ADJ;INAN;NOM;MASC;SG	PRO;NEUT;SG
druhý	anden	druhý	anden	ADJ;INAN;NOM;MASC;SG	PRO;MASC+FEM;SG
jedna	et	jeden	en	NUM;NOM;FEM;SG	PRO;NEUT;SG
jedna	en	jeden	en	NUM;NOM;FEM;SG	PRO;MASC+FEM;SG
jedna	én	jeden	en	NUM;NOM;FEM;SG	PRO;MASC+FEM;SG
každý	alle	každý	al	DET;ANIM;NOM;MASC;SG	ADJ;PL
každý	hver	každý	hver	DET;ANIM;NOM;MASC;SG	PRO;MASC+FEM;SG
každý	hver	každý	hver	DET;ANIM;NOM;MASC;SG	PRO;MASC+FEM;SG
sur	sur	sur	sur		ADJ;INDF;MASC+FEM;SG
celý	hel	celý	hel	ADJ;INAN;NOM;MASC;SG	
obyvateľstva	befolkningen	obyvateľstvo	befolkning	N;NOM;NEUT;PL	N;DEF;MASC+FEM;SG
obyvateľstva	indbyggertal	obyvateľstvo	indbyggertal	N;NOM;NEUT;PL	N;INDF;NEUT;SG
obyvateľstva	befolkning	obyvateľstvo	befolkning	N;NOM;NEUT;PL	N;INDF;MASC+FEM;SG
dejiny	historik	dejiny	historik	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
dejiny	historie	dejiny	historie	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
priemerný	gennemsnitlige	priemerný	gennemsnitlig	ADJ;INAN;NOM;MASC;SG	ADJ;PL
priemerný	gennemsnit	priemerný	gennemsnit	ADJ;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
priemerný	middelmådige	priemerný	middelmådig	ADJ;INAN;NOM;MASC;SG	ADJ;PL
diskusia	diskussioner	diskusi	diskussion	N;NOM;FEM;SG	N;INDF;MASC+FEM;PL
diskusia	drøftelser	diskusi	drøftelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;PL
keďže	hvorimod	keďže	hvorimod	CONJ	ADV
keďže	siden	keďže	siden	CONJ	ADV
jedným	et	jeden	en	NUM;INS;MASC;SG	PRO;NEUT;SG
jedným	en	jeden	en	NUM;INS;MASC;SG	PRO;MASC+FEM;SG
jedným	én	jeden	en	NUM;INS;MASC;SG	PRO;MASC+FEM;SG
hudobný	musikalske	hudobný	musikalsk	ADJ;ANIM;NOM;MASC;SG	ADJ;PL
hudobný	musical	hudobný	musical	ADJ;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
hudobný	musikalsk	hudobný	musikalsk	ADJ;ANIM;NOM;MASC;SG	ADV
kolo	skød	kolo	skød	N;NOM;NEUT;SG	V;IND;PST;FIN;ACT
kolo	rundt	kolo	rundt	N;NOM;NEUT;SG	ADV
kolo	rund	kolo	rund	N;NOM;NEUT;SG	ADJ;INDF;MASC+FEM;SG
začali	startet	začať	starte	V;PFV;MASC;PL;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
začali	påbegyndt	začať	påbegynde	V;PFV;MASC;PL;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
začali	begyndt	začať	begynde	V;PFV;MASC;PL;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
strana	party	strana	party	N;NOM;FEM;SG	
strana	siden	strana	siden	N;NOM;FEM;SG	ADV
strana	page	strana	page	N;NOM;FEM;SG	
francúzsko	frankrig	francúzsko	frankrig	ADV	
francúzsko	france	francúzsko	france	ADV	
park	parkere	park	park	N;INAN;NOM;MASC;SG	V;NFIN;ACT
pravdepodobne	sandsynlig	pravdepodobne	sandsynlig	ADV	ADJ;INDF;MASC+FEM;SG
pravdepodobne	sandsynligt	pravdepodobne	sandsynlig	ADV	ADJ;INDF;NEUT;SG
pravdepodobne	sandsynlige	pravdepodobne	sandsynlig	ADV	ADJ;PL
nová	nye	nový	ny	ADJ;NOM;FEM;SG	ADJ;PL
nová	nová	nový	nová	ADJ;NOM;FEM;SG	
rieky	floden	rieka	flod	N;NOM;FEM;PL	N;DEF;MASC+FEM;SG
rieky	flod	rieka	flod	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
rieky	vandløb	rieka	vandløb	N;NOM;FEM;PL	N;INDF;NEUT;SG
rieky	rivers	rieka	rive	N;NOM;FEM;PL	N;GEN;INDF;MASC+FEM;PL
rôzne	forskellige	rôzny	forskellig	ADJ;NOM;NEUT;SG	ADJ;PL
rôzne	forskellige	rôzny	forskellig	ADJ;NOM;NEUT;SG	ADJ;PL
rôzne	forskelligt	rôzny	forskelligt	ADJ;NOM;NEUT;SG	ADV
rôzne	forskelligt	rôzny	forskelligt	ADJ;NOM;NEUT;SG	ADV
františek	francis	františek	francis	N;ANIM;NOM;MASC;SG	
františek	ferenc	františek	ferenc	N;ANIM;NOM;MASC;SG	
albumy	album	album	album	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
dielo	arbejder	dielo	arbejde	N;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
dielo	arbejd	dielo	arbejd	N;NOM;NEUT;SG	V;IMP
väčšina	højst	väčšina	højst	N;NOM;FEM;SG	ADV
väčšina	mest	väčšina	mest	N;NOM;FEM;SG	ADV;RL
zápasy	matches	zápas	matches	N;INAN;NOM;MASC;PL	V;NFIN;PASS
zápasy	matcher	zápas	matcher	N;INAN;NOM;MASC;PL	V;IND;PRS;FIN;ACT
zápasy	match	zápas	match	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
zápasy	slagsmål	zápas	slagsmål	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
zápasy	spil	zápas	spil	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
neho	ham	on	han	PRO;ANIM;GEN;MASC;SG;3	PRO;ACC;MASC+FEM;SG;3
rovnako	samme	rovnako	samme	ADV	ADJ
druh	indtast	druh	indtast	N;INAN;NOM;MASC;SG	V;IMP
druh	skriv	druh	skrive	N;INAN;NOM;MASC;SG	V;IMP
druh	dyrearter	druh	dyrearter	N;INAN;NOM;MASC;SG	N;INDF;NEUT;PL
druh	arter	druh	arte	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;PL
priamo	straight	priamo	straight	ADV	
priamo	direct	priamo	direct	ADV	N;INDF;MASC+FEM;SG
anglický	englændere	anglický	englænder	ADJ;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;PL
anglický	engelske	anglický	engelsk	ADJ;ANIM;NOM;MASC;SG	ADJ;PL
anglický	english	anglický	english	ADJ;ANIM;NOM;MASC;SG	
von	out	von	out	ADV	
južnej	sydlige	južný	sydlig	ADJ;GEN;FEM;SG	ADJ;PL
južnej	sydpå	južný	sydpå	ADJ;GEN;FEM;SG	ADV
južnej	sydlige	južný	sydlig	ADJ;GEN;FEM;SG	ADJ;PL
južnej	syd	južný	syd	ADJ;GEN;FEM;SG	N;INDF
hoci	selvom	hoci	selvom	CONJ	ADV
hoci	skønt	hoci	skøn	CONJ	ADJ;INDF;NEUT;SG
hoci	skønt	hoci	skøn	CONJ	ADJ;INDF;NEUT;SG
york	york	york	york	PROPN;ANIM;NOM;MASC;SG	PROPN
rad	serier	rad	serie	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;PL
rad	rad	rad	rad	N;INAN;NOM;MASC;SG	
rad	row	rad	row	N;INAN;NOM;MASC;SG	
európe	europe	európa	europe	N;DAT;FEM;SG	
európe	europa	európa	europa	N;DAT;FEM;SG	PROPN
ktorým	æglæggende	ktorý	æglægge	DET;ANIM;INS;MASC;SG	ADJ
výška	elevation	výška	elevation	N;NOM;FEM;SG	
túto	dette	táto	denne	DET;ACC;FEM;SG	PRO;NEUT;SG
túto	denne	táto	denne	DET;ACC;FEM;SG	PRO;MASC+FEM;SG
william	william	willia	william	N;ANIM;NOM;MASC;SG	
png	png	png	png		N;INDF;MASC+FEM;SG
menom	opkaldt	menom	opkalde	N;INS;NEUT;SG	V;INDF;SG;PST;V.PTCP
menom	navngivet	menom	navngivet	N;INS;NEUT;SG	V;INDF;SG;PST;V.PTCP
menom	navngivne	menom	navngivet	N;INS;NEUT;SG	ADJ;PL
krajine	lande	krajina	land	N;DAT;FEM;SG	N;INDF;NEUT;PL
marne	marne	marne	marne		N;INDF;MASC+FEM;SG
právo	højre	právo	højre	N;NOM;NEUT;SG	ADJ
právo	rigtigt	právo	rigtigt	N;NOM;NEUT;SG	ADV
stretnutie	mødes	stretnutie	mødes	N;NOM;NEUT;SG	V;NFIN;ACT
stretnutie	møder	stretnutie	møde	N;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
stretnutie	réunion	stretnutie	réunion	N;NOM;NEUT;SG	
stretnutie	reunion	stretnutie	reunion	N;NOM;NEUT;SG	
oficiálne	embedsmand	oficiálne	embedsmand	ADV	N;INDF;MASC+FEM;SG
oficiálne	tjenestemand	oficiálne	tjenestemand	ADV	N;INDF;MASC+FEM;SG
oficiálne	officiel	oficiálne	officiel	ADV	ADJ;INDF;MASC+FEM;SG
univerzity	university	univerzita	university	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
univerzity	universitet	univerzita	universitet	N;NOM;FEM;PL	N;INDF;NEUT;SG
univerzity	universitetet	univerzita	universitet	N;NOM;FEM;PL	N;DEF;NEUT;SG
tímov	hold	tím	holde	N;INAN;GEN;MASC;PL	V;IMP
san	san	san	san	PROPN;ANIM;NOM;MASC;SG	
david	david	david	david	PROPN;ANIM;NOM;MASC;SG	
rozhodca	judge	rozhodca	judge	N;ANIM;NOM;MASC;SG	
bystrici	bystrica	bystrica	bystrica	N;DAT;FEM;SG	
informácie	info	informácia	info	N;NOM;FEM;PL	N;INDF;NEUT;SG
informácie	oplysning	informácia	oplysning	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
informácie	information	informácia	information	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
informácie	underretning	informácia	underretning	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
bystrica	bystrica	bystrica	bystrica	N;NOM;FEM;SG	
veľa	masser	veľa	masse	NUM;NOM;NEUT;SG	N;INDF;MASC+FEM;PL
veľa	mange	veľa	mange	NUM;NOM;NEUT;SG	ADJ;PL
veľa	much	veľa	much	NUM;NOM;NEUT;SG	
veľa	meget	veľa	meget	NUM;NOM;NEUT;SG	ADJ;INDF;SG
dokonca	selv	dokonca	selv	PART	PRO
deti	kids	dieťa	kids	N;NOM;NEUT;PL	N;INDF;NEUT;SG
deti	børns	dieťa	barn	N;NOM;NEUT;PL	N;GEN;INDF;NEUT;PL
deti	babies	dieťa	babie	N;NOM;NEUT;PL	
malo	malo	mať	malo	V;IPFV;NEUT;SG;POS;PST;V.PTCP	
malo	sku	mať	sku	V;IPFV;NEUT;SG;POS;PST;V.PTCP	ADV
malo	bør	mať	burde	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;IND;PRS;FIN;ACT
malo	skal	mať	skulle	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;IND;PRS;FIN;ACT
rakúsko	østrig	rakúsko	østrig	N;NOM;NEUT;SG	
severnej	nordlige	severný	nordlig	ADJ;GEN;FEM;SG	ADJ;PL
vody	vand	voda	vand	N;GEN;FEM;PL	N;INDF;NEUT;SG
vody	waters	voda	water	N;GEN;FEM;PL	N;INDF;MASC+FEM;SG
vody	farvand	voda	farvand	N;GEN;FEM;PL	N;INDF;NEUT;SG
jan	jan	jan	jan	PROPN;ANIM;NOM;MASC;SG	PROPN
ľudia	people	človek	peopl	N;ANIM;NOM;MASC;PL	
známe	vidst	známy	vidst	ADJ;NOM;NEUT;SG	ADV
známe	kendte	známy	kende	ADJ;NOM;NEUT;SG	V;IND;PST;FIN;ACT
menej	færre	málo	få	ADV;CMPR	ADJ;CMPR;PL
menej	færre	málo	få	ADV;CMPR	ADJ;CMPR;PL
hier	spil	hier	spil	N;GEN;FEM;PL	N;INDF;NEUT;SG
bgcolor	bgcolor	bgcolor	bgcolor	N;NOM;MASC;SG	
známa	vidst	známy	vidst	ADJ;NOM;FEM;SG	ADV
známa	kendte	známy	kende	ADJ;NOM;FEM;SG	V;IND;PST;FIN;ACT
les	woods	les	woods	N;INAN;NOM;MASC;SG	
les	skove	les	skov	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;PL
les	forest	les	forest	N;INAN;NOM;MASC;SG	
les	skove	les	skov	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;PL
skôr	tidligere	skôr	tidligere	ADV	ADV;CMPR
štyri	four	štyri	four	NUM;INAN;NOM;MASC;PL	
zeme	jorden	zem	jord	N;NOM;FEM;PL	N;DEF;MASC+FEM;SG
zeme	earth	zem	earth	N;NOM;FEM;PL	
zeme	jord	zem	jord	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
zeme	jordens	zem	jord	N;NOM;FEM;PL	N;GEN;DEF;MASC+FEM;SG
lode	både	loď	både	N;NOM;FEM;PL	ADV
banská	banská	banský	banská	N;NOM;FEM;SG	
sám	alene	sám	alene	DET;ANIM;NOM;MASC;SG	ADV
rozdiel	differentieret	rozdiel	differentiere	N;INAN;NOM;MASC;SG	V;INDF;SG;PST;V.PTCP
tím	hold	tím	holde	N;INAN;NOM;MASC;SG	V;IMP
družstvo	samarbejdsvillige	družstvo	samarbejdsvillig	N;NOM;NEUT;SG	ADJ;PL
družstvo	kooperative	družstvo	kooperativ	N;NOM;NEUT;SG	ADJ;PL
armády	hær	armáda	hær	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
armády	hæren	armáda	hær	N;NOM;FEM;PL	N;DEF;MASC+FEM;SG
armády	hærens	armáda	hær	N;NOM;FEM;PL	N;GEN;DEF;MASC+FEM;SG
armády	army	armáda	army	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
rady	rådgivning	rada	rådgivning	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
rady	råd	rada	råd	N;NOM;FEM;PL	N;INDF;NEUT;SG
rady	rådets	rada	råd	N;NOM;FEM;PL	N;GEN;DEF;NEUT;SG
rady	rådet	rada	råd	N;NOM;FEM;PL	N;DEF;NEUT;SG
world	world	world	world		
world	verden	world	verden		N;INDF;MASC+FEM;SG
druhá	sekund	druhý	sekund	ADJ;NOM;FEM;SG	N;INDF;NEUT;SG
druhá	andet	druhý	anden	ADJ;NOM;FEM;SG	PRO;NEUT;SG
druhá	anden	druhý	anden	ADJ;NOM;FEM;SG	PRO;MASC+FEM;SG
mužstvo	hold	mužstvo	holde	N;NOM;NEUT;SG	V;IMP
jazyk	tunge	jazyk	tung	N;INAN;NOM;MASC;SG	ADJ;PL
jazyk	tongue	jazyk	tongue	N;INAN;NOM;MASC;SG	
predtým	tidligere	predtým	tidligere	ADV	ADV;CMPR
open	åbent	open	åben		ADJ;INDF;NEUT;SG
open	åbn	open	åbn		V;IMP
open	åben	open	åben		ADJ;INDF;MASC+FEM;SG
činnosť	aktiviteterne	činnosť	aktivitet	N;NOM;FEM;SG	N;DEF;MASC+FEM;PL
činnosť	aktiviteter	činnosť	aktivitet	N;NOM;FEM;SG	N;INDF;MASC+FEM;PL
vojna	war	vojna	war	N;NOM;FEM;SG	
vojna	krige	vojna	krig	N;NOM;FEM;SG	N;INDF;MASC+FEM;PL
vrch	øverst	vrch	øverst	N;INAN;NOM;MASC;SG	ADJ;RL
vrch	øverste	vrch	øvre	N;INAN;NOM;MASC;SG	ADJ;DEF;RL
paul	poul	paul	poul	PROPN;ANIM;NOM;MASC;SG	PROPN
paul	paulus	paul	paulus	PROPN;ANIM;NOM;MASC;SG	N;DEF;MASC+FEM;SG
paul	paul	paul	paul	PROPN;ANIM;NOM;MASC;SG	
seine	vod	seiňa	vod		N;INDF;NEUT;SG
seine	seine	seiňa	seine		N;INDF;MASC+FEM;SG
súťaže	konkurrencen	súťaž	konkurrence	N;NOM;FEM;PL	N;DEF;MASC+FEM;SG
súťaže	konkurrence	súťaž	konkurrence	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
ivan	ivan	ivan	ivan	PROPN;ANIM;NOM;MASC;SG	
pracoval	bearbejdede	pracovať	bearbejde	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;PL;PST;V.PTCP
česká	tjekkiske	česká	tjekkisk	ADJ;NOM;FEM;SG	ADJ;PL
pas	passet	pas	passe	N;INAN;NOM;MASC;SG	V;INDF;SG;PST;V.PTCP
základné	væsentlige	základný	væsentlig	ADJ;NOM;NEUT;SG	ADJ;PL
základné	basal	základný	basal	ADJ;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
základné	basic	základný	basic	ADJ;NOM;NEUT;SG	
chránené	beskyttet	chránený	beskytte	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
chránené	fredede	chránený	frede	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PL;PST;V.PTCP
chránené	beskyttede	chránený	beskytte	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PL;PST;V.PTCP
chránené	fredet	chránený	fred	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
chránené	beskyttet	chránený	beskytte	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
rýchlosť	speed	rýchlosť	speed	N;NOM;FEM;SG	
podarilo	forvaltede	podariť	forvalte	V;PFV;NEUT;SG;POS;PST;V.PTCP	V;PL;PST;V.PTCP
mnoho	mange	mnoho	mange	NUM;NOM;NEUT;SG	ADJ;PL
prírodná	naturlige	prírodný	naturlig	ADJ;NOM;FEM;SG	ADJ;PL
prírodná	natural	prírodný	natural	ADJ;NOM;FEM;SG	
cieľom	aim	cieľ	aim	N;INAN;INS;MASC;SG	
prahe	prag	prah	prag	N;NOM;FEM;SG	PROPN
rhône	rhône	rhôňa	rhône	N;NOM;FEM;SG	N;INDF;MASC+FEM;PL
spev	synger	spev	synge	N;INAN;NOM;MASC;SG	V;IND;PRS;FIN;ACT
spev	synge	spev	synge	N;INAN;NOM;MASC;SG	V;NFIN;ACT
spev	syngende	spev	synge	N;INAN;NOM;MASC;SG	V;PRS;V.PTCP
organizácie	organisation	organizácia	organisation	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
organizácie	tilrettelæggelse	organizácia	tilrettelæggelse	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
organizácie	organisering	organizácia	organisering	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
organizácie	organisationen	organizácia	organisation	N;NOM;FEM;PL	N;DEF;MASC+FEM;SG
organizácie	organisation	organizácia	organisation	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
organizácie	organisering	organizácia	organisering	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
organizácie	tilrettelæggelse	organizácia	tilrettelæggelse	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
organizácie	organisationen	organizácia	organisation	N;NOM;FEM;PL	N;DEF;MASC+FEM;SG
pavol	pavol	pavol	pavol	PROPN;ANIM;NOM;MASC;SG	
pavol	poul	pavol	poul	PROPN;ANIM;NOM;MASC;SG	PROPN
pavol	paulus	pavol	paulus	PROPN;ANIM;NOM;MASC;SG	N;DEF;MASC+FEM;SG
pavol	paul	pavol	paul	PROPN;ANIM;NOM;MASC;SG	
triedy	klasse	trieda	klasse	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
triedy	klassen	trieda	klasse	N;NOM;FEM;PL	N;DEF;MASC+FEM;SG
americká	amerikaner	americký	amerikaner	ADJ;NOM;FEM;SG	N;INDF;MASC+FEM;SG
americká	american	americký	american	ADJ;NOM;FEM;SG	N;INDF;MASC+FEM;SG
americká	amerikanske	americký	amerikansk	ADJ;NOM;FEM;SG	ADJ;PL
hlavný	vigtigste	hlavný	vigtig	ADJ;ANIM;NOM;MASC;SG	ADJ;DEF;RL
hlavný	main	hlavný	main	ADJ;ANIM;NOM;MASC;SG	
play	play	play	play		
play	spille	play	spille		V;NFIN;ACT
play	spil	play	spil		N;INDF;NEUT;SG
play	leg	play	leg		N;INDF;MASC+FEM;SG
calais	calais	calais	calais	PROPN;ANIM;NOM;MASC;SG	V;NFIN;ACT
sídlo	hjemsted	sídlo	hjemsted	N;NOM;NEUT;SG	ADJ
karol	karol	karol	karol	PROPN;ANIM;NOM;MASC;SG	
druhov	art	druh	art	N;INAN;GEN;MASC;PL	N;INDF;MASC+FEM;SG
druhov	dyreart	druh	dyreart	N;INAN;GEN;MASC;PL	N;INDF;MASC+FEM;SG
činnosti	virksomhed	činnosť	virksomhed	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
lebo	fordi	lebo	fordi	CONJ	CONJ
centre	centreret	centrum	centerere	N;NOM;NEUT;SG	V;INDF;SG;PST;V.PTCP
centre	centreret	centrum	centerere	N;NOM;NEUT;SG	V;INDF;SG;PST;V.PTCP
prevažne	overvejende	prevažne	overveje	ADV	ADJ
robert	robert	robert	robert	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
hudba	music	hudba	music	N;NOM;FEM;SG	
dvojhra	singler	dvojhra	singel	N;NOM;FEM;SG	N;INDF;MASC+FEM;PL
off	slukket	off	slikke	INTJ	N;DEF;NEUT;SG
off	off	off	off	INTJ	
cirkvi	church	cirkev	church	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
cirkvi	kirken	cirkev	kirk	N;NOM;FEM;PL	N;DEF;MASC+FEM;SG
cirkvi	kirke	cirkev	kirke	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
stupeň	grade	stupeň	grad	N;INAN;NOM;MASC;SG	
michal	michal	michať	michal	PROPN;ANIM;NOM;MASC;SG	
michal	michael	michať	michael	PROPN;ANIM;NOM;MASC;SG	
význam	relevant	význam	relevant	N;INAN;NOM;MASC;SG	ADJ;INDF;SG
malé	small	malý	small	ADJ;NOM;NEUT;SG	
malé	små	malý	lille	ADJ;NOM;NEUT;SG	ADJ;PL
malé	småt	malý	småt	ADJ;NOM;NEUT;SG	ADV
malé	små	malý	lille	ADJ;NOM;NEUT;SG	ADJ;PL
malé	malé	malý	malé	ADJ;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
jedno	et	jeden	en	NUM;NOM;NEUT;SG	PRO;NEUT;SG
jedno	en	jeden	en	NUM;NOM;NEUT;SG	PRO;MASC+FEM;SG
jedno	én	jeden	en	NUM;NOM;NEUT;SG	PRO;MASC+FEM;SG
nord	nord	nord	nord	PROPN;ANIM;NOM;MASC;SG	N;INDF
šport	sports	šport	sports	N;INAN;NOM;MASC;SG	
šport	sportsgrene	šport	sportsgen	N;INAN;NOM;MASC;SG	N;DEF;NEUT;PL
človek	menneskeligt	človek	menneskelig	N;ANIM;NOM;MASC;SG	ADJ;INDF;NEUT;SG
človek	menneskelige	človek	menneskelig	N;ANIM;NOM;MASC;SG	ADJ;PL
človek	menneskelig	človek	menneskelig	N;ANIM;NOM;MASC;SG	ADJ;INDF;MASC+FEM;SG
jean	jean	jean	jean	PROPN;ANIM;NOM;MASC;SG	
des	des	des	des		
pomerne	rimelig	pomerne	rimelig	PART	ADJ;INDF;MASC+FEM;SG
pomerne	nogenlunde	pomerne	nogenlunde	PART	ADV
pomerne	moderat	pomerne	moderat	PART	ADJ;INDF;MASC+FEM;SG
pomerne	nogenlunde	pomerne	nogenlunde	PART	ADV
pomerne	relativt	pomerne	relativt	PART	ADV
polovici	mid	polovica	mid	N;DAT;FEM;SG	
minulosti	fortid	minulosť	fortid	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
minulosti	forbi	minulosť	forbi	N;NOM;FEM;PL	ADV
minulosti	fortiden	minulosť	fortid	N;NOM;FEM;PL	N;DEF;MASC+FEM;SG
diel	arbejder	dielo	arbejde	N;NOM;MASC;SG	V;IND;PRS;FIN;ACT
diel	virker	dielo	virke	N;NOM;MASC;SG	V;IND;PRS;FIN;ACT
ostatné	andre	ostatný	anden	ADJ;NOM;NEUT;SG	PRO;PL
ostatné	andet	ostatný	anden	ADJ;NOM;NEUT;SG	PRO;NEUT;SG
