til	за	til	за	ADV	ADP
set	разглеждани	se	разглеждам	V;INDF;SG;PST;V.PTCP	V;IPFV;INDF;PL;V.PTCP;PASS
set	наблюдавани	se	наблюдавам	V;INDF;SG;PST;V.PTCP	V;IPFV;INDF;PL;V.PTCP;PASS
set	гледах	se	гледам	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;1;IPFV;FIN;ACT
london	london	london	london	PROPN	PROPN;INDF;MASC;SG
london	лондон	london	лондон	PROPN	PROPN;INDF;MASC;SG
kendte	позната	kende	познат	V;IND;PST;FIN;ACT	ADJ;INDF;FEM;SG
kendte	известни	kende	известен	V;IND;PST;FIN;ACT	ADJ;INDF;PL
kendte	познат	kende	познат	V;IND;PST;FIN;ACT	N;INDF;MASC;SG
kendte	известна	kende	известен	V;IND;PST;FIN;ACT	ADJ;INDF;FEM;SG
kendte	известен	kende	известен	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
kendte	знаменитости	kende	знаменитост	V;IND;PST;FIN;ACT	N;INDF;FEM;PL
kendte	знаменитостите	kende	знаменитост	V;IND;PST;FIN;ACT	N;DEF;FEM;PL
gav	добито	give	доби	V;IND;PST;FIN;ACT	N;INDF;NEUT;SG
gav	даде	give	дам-(се)	V;IND;PST;FIN;ACT	V;PFV;IMP;SG;2;PST;FIN
mand	мъжко	mand	мъжко	N;INDF;MASC+FEM;SG	ADV
mand	мъжки	mand	мъжки	N;INDF;MASC+FEM;SG	ADJ;INDF;PL
mand	човече	mand	човече	N;INDF;MASC+FEM;SG	ADV
vest	западно	vest	западно	N;INDF	ADV
vest	западна	vest	западна	N;INDF	ADJ;INDF;FEM;SG
vest	западен	vest	западя-(се)	N;INDF	V;PFV;INDF;MASC;SG;V.PTCP;PASS
vest	уест	vest	уест	N;INDF	PROPN;INDF;MASC;SG
vest	западна	vest	западна	N;INDF	ADJ;INDF;FEM;SG
vest	западни	vest	западен	N;INDF	ADJ;INDF;PL
vest	западен	vest	западя-(се)	N;INDF	V;PFV;INDF;MASC;SG;V.PTCP;PASS
vest	западните	vest	западен	N;INDF	ADJ;DEF;PL
medlemmer	членовете	medlem	член	N;INDF;NEUT;PL	N;DEF;MASC;PL
brug	използвайте	brug	използвам	N;INDF;MASC+FEM;SG	V;IPFV;IMP;PL;2;FIN
lande	държава	land	държава	N;INDF;NEUT;PL	N;INDF;FEM;SG
lande	страна	land	страна	N;INDF;NEUT;PL	N;INDF;FEM;SG
bygget	построени	bygge	построя-(се)	V;INDF;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
skuespiller	актриси	skuespiller	актриса	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
skuespiller	актрисата	skuespiller	актриса	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
liv	живота	liv	живот	N;INDF;NEUT;SG	N;DEF;MASC;SG
liv	life	liv	life	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
liv	животът	liv	живот	N;INDF;NEUT;SG	N;DEF;MASC;SG
liv	животи	liv	живот	N;INDF;NEUT;SG	N;INDF;MASC;PL
liv	живее	liv	живея	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
liv	лив	liv	лив	N;INDF;NEUT;SG	PROPN;INDF;FEM;SG
dele	сподели	del	споделя	N;INDF;MASC+FEM;PL	V;PFV;IMP;SG;2;FIN
dele	споделете	del	споделя	N;INDF;MASC+FEM;PL	V;PFV;IMP;PL;2;FIN
dele	споделяне	del	споделяне	N;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
dele	дял	del	дял	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
personer	народ	person	народ	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
personer	хора	person	хора	N;INDF;MASC+FEM;PL	N;INDF
personer	хората	person	хора	N;INDF;MASC+FEM;PL	N;DEF
øst	източно	øst	източно	N;INDF	ADV
øst	източна	øst	източен	N;INDF	ADJ;INDF;FEM;SG
øst	източно	øst	източно	N;INDF	ADV
øst	източни	øst	източен	N;INDF	ADJ;INDF;PL
øst	източен	øst	източа-(се)	N;INDF	V;PFV;INDF;MASC;SG;V.PTCP;PASS
brugt	използвани	bruge	използвам	V;INDF;SG;PST;V.PTCP	V;IPFV;INDF;PL;V.PTCP;PASS
brugt	изразходвани	bruge	изразходвам	V;INDF;SG;PST;V.PTCP	V;IPFV;INDF;PL;V.PTCP;PASS
brugt	похарчени	bruge	похарча	V;INDF;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
hansen	хансън	hans	хансън	PROPN	PROPN;INDF;MASC;SG
hansen	хансен	hans	хансен	PROPN	PROPN;INDF;MASC;SG
hansen	хенсън	hans	хенсън	PROPN	PROPN;INDF;MASC;SG
album	албуми	album	албум	N;INDF;NEUT;SG	N;INDF;MASC;PL
album	албумите	album	албум	N;INDF;NEUT;SG	N;DEF;MASC;PL
giver	даване	give	даване	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
giver	дай	give	дам-(се)	V;IND;PRS;FIN;ACT	V;PFV;IMP;SG;2;FIN
nuværende	ток	nuværende	ток	ADJ	N;INDF;MASC;SG
nuværende	настоящ	nuværende	настоящ	ADJ	N;INDF;MASC;SG
nuværende	подарък	nuværende	подарък	ADJ	N;INDF;MASC;SG
nuværende	настояще	nuværende	настояще	ADJ	N;INDF;NEUT;SG
indbyggere	пребиваващи	indbygger	пребивавам	N;INDF;MASC+FEM;PL	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
indbyggere	популация	indbygger	популация	N;INDF;MASC+FEM;PL	N;INDF;FEM;SG
indbyggere	население	indbygger	население	N;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
mennesker	човеците	menneske	човек	N;INDF;NEUT;PL	N;DEF;MASC;PL
mennesker	народ	menneske	народ	N;INDF;NEUT;PL	N;INDF;MASC;SG
mennesker	хора	menneske	хора	N;INDF;NEUT;PL	N;INDF
mennesker	хората	menneske	хора	N;INDF;NEUT;PL	N;DEF
står	стояща	stå	стоящ	V;IND;PRS;FIN;ACT	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
står	стойки	stå	стойка	V;IND;PRS;FIN;ACT	N;INDF;FEM;PL
deltog	присъстваха	deltage	присъствам	V;IND;PST;FIN;ACT	V;IPFV;IND;PL;3;IPFV;FIN;ACT
område	полето	område	поле	N;INDF;NEUT;SG	N;DEF;NEUT;SG
område	територии	område	територия	N;INDF;NEUT;SG	N;INDF;FEM;PL
område	територията	område	територия	N;INDF;NEUT;SG	N;DEF;FEM;SG
året	година	år	година	N;DEF;NEUT;SG	N;INDF;FEM;SG
franske	френско	fransk	френски	ADJ;PL	ADV
franske	французи	fransk	француга	ADJ;PL	N;INDF;MASC;PL
franske	френска	fransk	френски	ADJ;PL	ADJ;INDF;FEM;SG
franske	френски	fransk	френски	ADJ;PL	ADJ;INDF;MASC;SG
franske	французин	fransk	французин	ADJ;PL	N;INDF;MASC;SG
paris	парис	paris	парис	PROPN	N;INDF;MASC;SG
paris	париж	paris	париж	PROPN	PROPN;INDF;MASC;SG
slaget	битка	slag	битка	N;DEF;NEUT;SG	N;INDF;FEM;SG
world	свят	world	свят		N;INDF;MASC;SG
world	света	world	свят		N;DEF;MASC;SG
udgave	изданието	udgave	издание	N;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
fransk	френско	fransk	френски	ADJ;INDF;SG	ADV
fransk	французи	fransk	француга	ADJ;INDF;SG	N;INDF;MASC;PL
fransk	французин	fransk	французин	ADJ;INDF;SG	N;INDF;MASC;SG
carl	карл	carl	карл		PROPN;INDF;MASC;SG
folk	народ	folk	народ	N;INDF;NEUT;PL	N;INDF;MASC;SG
folk	хора	folk	хора	N;INDF;NEUT;PL	N;INDF
folk	хората	folk	хора	N;INDF;NEUT;PL	N;DEF
york	йорк	york	йорк	PROPN	PROPN;INDF;MASC;SG
ses	виждал	se	виждам-(се)	V;NFIN;PASS	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
kamp	играта	kamp	игра	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
kamp	битката	kamp	битка	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
eksempel	примерна	eksempel	примерна-(се)	N;INDF;NEUT;SG	ADJ;INDF;FEM;SG
tiden	време	tid	време	N;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
fil	файлът	fil	файл	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
musik	music	musik	music	N;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
musik	музиката	musik	музика	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
nielsen	нилсен	nielsen	нилсен	PROPN	PROPN;INDF;MASC;SG
#aaa	#aaa	#aaa	#aaa		PROPN;INDF;MASC;SG
fandt	намерено	finde	намеря-(се)	V;IND;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
fandt	намерени	finde	намеря-(се)	V;IND;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
fandt	открит	finde	открия-(се)	V;IND;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
fandt	намерена	finde	намеря-(се)	V;IND;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
fandt	намерен	finde	намеря-(се)	V;IND;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
krigen	война	krig	война	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
jensen	дженсън	jens	дженсън	PROPN	PROPN;INDF;MASC;SG
solid	твърдо	solid	твърдо	ADJ;INDF;MASC+FEM;SG	ADV
små	малка	lille	малък	ADJ;PL	ADJ;INDF;FEM;SG
små	малък	lille	малък	ADJ;PL	ADJ;INDF;MASC;SG
små	дребен	lille	дребен	ADJ;PL	ADJ;INDF;MASC;SG
små	малка	lille	малък	ADJ;PL	ADJ;INDF;FEM;SG
små	малък	lille	малък	ADJ;PL	ADJ;INDF;MASC;SG
små	литъл	lille	литъл	ADJ;PL	N;INDF;MASC;SG
små	малко	lille	малко	ADJ;PL	ADV;INDF;PL
universitet	university	universitet	university	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
universitet	университета	universitet	университет	N;INDF;NEUT;SG	N;DEF;MASC;SG
klubben	club	klub	club	N;DEF;MASC+FEM;SG	PROPN;INDF;MASC;SG
klubben	клуб	klub	клуб	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
egen	собствено	egen	собствен	ADJ;MASC+FEM;SG	ADV
egen	собствени	egen	собствен	ADJ;MASC+FEM;SG	ADJ;INDF;PL
dage	дена	dag	ден	N;INDF;MASC+FEM;PL	N;DEF;MASC;SG
bind	обеми	bind	обем	N;INDF;NEUT;SG	N;INDF;MASC;PL
stod	стоеше	stå	стоя	V;IND;PST;FIN;ACT	V;IPFV;IND;SG;3;IPFV;FIN;ACT
ret	правилно	ret	правилно	N;INDF;MASC+FEM;SG	ADV
valgt	избрани	vælge	избера	V;INDF;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
valgt	избрани	vælge	избера	V;INDF;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
aarhus	орхус	aarhus	орхус	PROPN	PROPN;INDF;MASC;SG
via	виа	via	видя-(се)	ADP	N;INDF;MASC;SG
via	via	via	via	ADP	ADJ
britiske	британско	britisk	британски	ADJ;PL	ADV
britiske	британци	britisk	британец	ADJ;PL	N;INDF;MASC;PL
britiske	британска	britisk	британски	ADJ;PL	ADJ;INDF;FEM;SG
britiske	британец	britisk	британец	ADJ;PL	N;INDF;MASC;SG
britiske	британски	britisk	британски	ADJ;PL	ADJ;INDF;MASC;SG
henrik	хенрик	henrik	хенрик	PROPN	N;INDF;MASC;SG
henrik	хенри	henrik	хенра	PROPN	N;INDF;MASC;SG
amt	amt	amt	amt	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
serien	серия	serie	серия	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
serien	поредица	serie	поредица	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
serien	сериал	serie	сериал	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
serien	серии	serie	серия	N;DEF;MASC+FEM;SG	N;INDF;FEM;PL
data	дейта	data	дейт	N;INDF;NEUT;PL	N;INDF;MASC;SG
min	моите	min	мой	DET;MASC+FEM;SG;1	DET;DEF;PL;1
min	мин	min	минута	DET;MASC+FEM;SG;1	N;INDF;FEM;PL
min	min	min	min	DET;MASC+FEM;SG;1	PROPN;INDF;MASC;SG
jan	ян	jan	ян	PROPN	PROPN;INDF;MASC;SG
jan	джан	jan	джан	PROPN	PROPN;INDF;MASC;SG
michael	майкъл	michael	майкъл		PROPN;INDF;MASC;SG
engelske	английски	engelsk	английски	ADJ;PL	ADJ;INDF;MASC;SG
engelske	bulgarian	engelsk	bulgarian	ADJ;PL	N;INDF;MASC;SG
engelske	англичани	engelsk	англичанин	ADJ;PL	N;INDF;MASC;PL
konge	кралят	konge	крал	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
konge	краля	konge	крал	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
finde	намирането	finde	намиране	V;NFIN;ACT	N;DEF;NEUT;SG
finde	намиране	finde	намиране	V;NFIN;ACT	N;INDF;NEUT;SG
finde	намиране	finde	намиране	V;NFIN;ACT	N;INDF;NEUT;SG
kong	крал	kong	крал		N;INDF;MASC;SG
kong	кинг	kong	кинг		N;INDF;MASC;SG
kong	кралят	kong	крал		N;DEF;MASC;SG
kong	цар	kong	цар		N;INDF;MASC;SG
kong	краля	kong	крал		N;DEF;MASC;SG
kong	конг	kong	конг		PROPN;INDF;MASC;SG
thomas	томас	thomas	томас		N;INDF;MASC;SG
thomas	тома	thomas	том		N;DEF;MASC;SG
taget	взети	tage	взема	V;INDF;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
taget	покривът	tage	покрив	V;INDF;SG;PST;V.PTCP	N;DEF;MASC;SG
taget	покрив	tage	покрив	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
taget	покрива	tage	покрив	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
instrueret	насочени	instruere	насоча-(се)	V;INDF;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
instrueret	инструктирани	instruere	инструктирам	V;INDF;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
international	международно	international	международно	ADJ;INDF;MASC+FEM;SG	ADV
international	интернешънъл	international	интернешънъл	ADJ;INDF;MASC+FEM;SG	N;INDF;MASC;SG
international	международни	international	международен	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;PL
formand	президентът	formand	президент	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
formand	председателят	formand	председател	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
følge	следвайте	følge	следвам	N;INDF;MASC+FEM;SG	V;IPFV;IMP;PL;2;FIN
internationale	международно	international	международно	ADJ;PL	ADV
internationale	международен	international	международен	ADJ;PL	ADJ;INDF;MASC;SG
internationale	интернешънъл	international	интернешънъл	ADJ;PL	N;INDF;MASC;SG
internationale	международна	international	международен	ADJ;PL	ADJ;INDF;FEM;SG
stadion	стадиона	stadion	стадион	N;INDF;NEUT;SG	N;DEF;MASC;SG
tredje	трето	tredje	трето	ADJ	ADV
områder	регионите	område	регион	N;INDF;NEUT;PL	N;DEF;MASC;PL
beliggende	разположена	beliggende	разположа-(се)	ADJ	V;PFV;INDF;FEM;SG;V.PTCP;PASS
beliggende	разположен	beliggende	разположа-(се)	ADJ	V;PFV;INDF;MASC;SG;V.PTCP;PASS
beliggende	разположени	beliggende	разположа-(се)	ADJ	V;PFV;INDF;PL;V.PTCP;PASS
beliggende	разположено	beliggende	разположа-(се)	ADJ	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
beliggende	разположена	beliggende	разположа-(се)	ADJ	V;PFV;INDF;FEM;SG;V.PTCP;PASS
beliggende	разположен	beliggende	разположа-(се)	ADJ	V;PFV;INDF;MASC;SG;V.PTCP;PASS
beliggende	разположено	beliggende	разположа-(се)	ADJ	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
angreb	атакува	angreb	атакувам	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
angreb	атентати	angreb	атентат	N;INDF;NEUT;SG	N;INDF;MASC;PL
angreb	атаки	angreb	атака	N;INDF;NEUT;SG	N;INDF;FEM;PL
angreb	нападения	angreb	нападение	N;INDF;NEUT;SG	N;INDF;NEUT;PL
begyndelsen	начало	begyndelse	начало	N;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
leder	редакционната	leder	редакционен	N;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
perioden	период	periode	период	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
albummet	албум	album	албум	N;DEF;NEUT;SG	N;INDF;MASC;SG
moderne	модерно	moderne	модерно	ADJ	ADV
moderne	съвременно	moderne	съвременно	ADJ	ADV
moderne	съвременно	moderne	съвременно	ADJ	ADV
erik	ерик	erik	ерик		PROPN;INDF;MASC;SG
erik	ерик	erik	ерик		PROPN;INDF;MASC;SG
karriere	кариери	karriere	кариера	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
nordlige	северно	nordlig	северно	ADJ;PL	ADV
nordlige	север	nordlig	север	ADJ;PL	N;INDF;MASC;SG
nordlige	северна	nordlig	северен	ADJ;PL	ADJ;INDF;FEM;SG
nordlige	северен	nordlig	северен	ADJ;PL	N;INDF;MASC;SG
nordlige	северна	nordlig	северен	ADJ;PL	ADJ;INDF;FEM;SG
direkte	преки	direkte	преки	ADV	ADJ;INDF;PL
direkte	директна	direkte	директен	ADV	ADJ;INDF;FEM;SG
direkte	директен	direkte	директен	ADV	ADJ;INDF;MASC;SG
sydlige	южен	sydlig	южен	ADJ;PL	N;INDF;MASC;SG
sydlige	южна	sydlig	южен	ADJ;PL	ADJ;INDF;FEM;SG
sydlige	южно	sydlig	южен	ADJ;PL	ADV
sydlige	южен	sydlig	южен	ADJ;PL	N;INDF;MASC;SG
sydlige	юг	sydlig	юг	ADJ;PL	N;INDF;MASC;SG
sydlige	южна	sydlig	южен	ADJ;PL	ADJ;INDF;FEM;SG
præsident	президентът	præsident	президент	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
førte	led	føre	led	V;IND;PST;FIN;ACT	N;INDF;NEUT;SG
efterfølgende	последващо	efterfølgende	последвам	ADJ	ADV
efterfølgende	впоследствие	efterfølgende	впоследствие	ADJ	ADV
millioner	милион	million	милион	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
familie	семейството	familie	семейство	N;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
nåede	постигнато	nå	постигна	V;IND;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
nåede	достигнат	nå	достигна	V;IND;PST;FIN;ACT	V;PFV;IND;PL;3;PRS;FIN;ACT
nåede	достигната	nå	достигна	V;IND;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
ser	гледане	se	гледане	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
yderligere	допълнително	yderligere	допълнително	ADV;CMPR	ADV
yderligere	допълнителни	yderligere	допълнителен	ADV;CMPR	ADJ;INDF;PL
yderligere	допълнителна	yderligere	допълнителен	ADV;CMPR	ADJ;INDF;FEM;SG
yderligere	допълнителен	yderligere	допълнителен	ADV;CMPR	ADJ;INDF;MASC;SG
yderligere	допълнително	yderligere	допълнително	ADV;CMPR	ADV
gruppen	група	gruppe	група	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
gruppen	групово	gruppe	групово	N;DEF;MASC+FEM;SG	ADV
gruppen	групиране	gruppe	групиране	N;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
gruppen	групова	gruppe	групов	N;DEF;MASC+FEM;SG	ADJ;INDF;FEM;SG
krig	войната	krig	война	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
resultat	резултата	resultat	резултат	N;INDF;NEUT;SG	N;DEF;MASC;SG
resultat	резултати	resultat	резултат	N;INDF;NEUT;SG	N;INDF;MASC;PL
tale	говори	tale	говоря	N;INDF;MASC+FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
tale	поговорим	tale	поговоря	N;INDF;MASC+FEM;SG	V;PFV;IND;PL;1;PRS;FIN;ACT
tale	говори	tale	говоря	N;INDF;MASC+FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
oprettet	създадени	oprette	създам	V;INDF;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
byer	градовете	by	град	N;INDF;MASC+FEM;PL	N;DEF;MASC;PL
byer	градовете	by	град	N;INDF;MASC+FEM;PL	N;DEF;MASC;PL
italien	италия	italie	италия	PROPN	PROPN;INDF;FEM;SG
sådan	такава	sådan	такъв	ADV	DET;FEM;SG
sådan	такива	sådan	такъв	ADV	DET;PL
sådan	такова	sådan	такъв	ADV	DET;NEUT;SG
sådan	такъв	sådan	такъв	ADV	DET;MASC;SG
øen	island	ø	islanа	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
øen	остров	ø	остров	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
øen	айлънд	ø	айлънд	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
par	двойките	par	двойка	N;INDF;NEUT;SG	N;DEF;FEM;PL
par	двойки	par	двойка	N;INDF;NEUT;SG	N;INDF;FEM;PL
par	двойки	par	двойка	N;INDF;NEUT;SG	N;INDF;FEM;PL
par	чифта	par	чифт	N;INDF;NEUT;SG	N;MASC
muligt	възможно	mulig	възможно	ADJ;INDF;NEUT;SG	ADV
muligt	възможни	mulig	възможен	ADJ;INDF;NEUT;SG	ADJ;INDF;PL
trods	въпреки	trods	въпреки	N;INDF;MASC+FEM;SG	ADP
rundt	кръгла	rundt	кръгъл	ADV	N;INDF;FEM;SG
rundt	кръгли	rundt	кръгъл	ADV	ADJ;INDF;PL
rundt	рунд	rundt	рунд	ADV	N;INDF;MASC;SG
rundt	кръг	rundt	кръг	ADV	N;INDF;MASC;SG
flag	знамето	flag	знаме	N;INDF;NEUT;SG	N;DEF;NEUT;SG
flag	знамена	flag	знамена	N;INDF;NEUT;SG	N;INDF;NEUT;PL
flag	флагове	flag	флаг	N;INDF;NEUT;SG	N;INDF;MASC;PL
flag	знамената	flag	знаме	N;INDF;NEUT;SG	N;DEF;FEM;PL
samlet	общо	samle	общо	V;INDF;SG;PST;V.PTCP	ADV
samlet	общ	samle	общ	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
samlet	обща	samle	общ	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
samlet	сглобени	samle	сглобя-(се)	V;INDF;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
sæson	сезона	sæson	сезон	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
rusland	русия	rusland	русия	PROPN	PROPN;INDF;FEM;SG
mænd	мъжки	mand	мъжки	N;INDF;MASC+FEM;PL	ADJ;INDF;PL
mænd	мъжете	mand	мъж	N;INDF;MASC+FEM;PL	N;DEF;MASC;PL
mænd	men	mand	men	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
mænd	мъжко	mand	мъжко	N;INDF;MASC+FEM;PL	ADV
mænd	мъжки	mand	мъжки	N;INDF;MASC+FEM;PL	ADJ;INDF;PL
mænd	мъж	mand	мъж	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
mænd	мъжкар	mand	мъжкар	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
mænd	мъжка	mand	мъжка	N;INDF;MASC+FEM;PL	N;INDF;FEM;SG
city	град	city	град		N;INDF;MASC;SG
city	градът	city	град		N;DEF;MASC;SG
city	сити	city	сит		N;INDF;MASC;SG
city	city	city	city		PROPN;INDF;MASC;SG
venstre	ляво	venstre	ляв	ADJ	ADV
venstre	ляв	venstre	ляв	ADJ	N;INDF;MASC;SG
venstre	наляво	venstre	наляво	ADJ	ADV
tidspunkt	времето	tidspunkt	време	N;INDF;NEUT;SG	N;DEF;NEUT;SG
storbritannien	британия	storbritannie	британие	PROPN	PROPN;INDF;FEM;SG
storbritannien	великобритания	storbritannie	великобритания	PROPN	PROPN;INDF;FEM;SG
national	национална	national	национален		ADJ;INDF;FEM;SG
national	национални	national	национален		ADJ;INDF;PL
national	национален	national	национален		ADJ;INDF;MASC;SG
national	национално	national	национален		ADV
skole	училището	skole	училище	N;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
opført	изброени	opføre	избероя-(се)	V;INDF;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
familien	семейство	familie	семейство	N;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
karl	карл	karl	карл	N;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
nær	близко	nær	близък	ADJ;INDF;MASC+FEM;SG	ADV
nær	близо	nær	близо	ADJ;INDF;MASC+FEM;SG	ADV
