rob	rob	rob	rob	PROPN	
coma	kóma	coma	kóma		N;NOM;SG
coma	egyél	coma	egyél		V;INDF;IND;SG;3;PRS;FIN;ACT
oscuridad	sötét	oscuridad	söt	N;FEM;SG	
malos	bad	malo	bad	ADJ;MASC;PL	
malos	rosz	malo	rosz	ADJ;MASC;PL	
malos	rossz	malo	rossz	ADJ;MASC;PL	
cazadores	hunter	cazador	hunter	N;MASC;PL	
cazadores	vadász	cazador	vadász	N;MASC;PL	
temple	temple	temple	temple	N;MASC;SG	
tokyo	tokió	tokyo	tokió	N;MASC;SG	
tokyo	tokiói	tokyo	tokiói	N;MASC;SG	ADJ;NOM;SG
tokyo	tokyo	tokyo	tokyo	N;MASC;SG	
vendidos	eladva	vendido	eladva	ADJ;MASC;PL;V.PTCP	ADV;V.CVB
vendidos	eladott	vendido	eladott	ADJ;MASC;PL;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
vendidos	elkelt	vendido	elkelt	ADJ;MASC;PL;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
hércules	herkules	hércul	herkules	N;MASC;SG	
restricciones	korlátozás	restricción	korlátozás	N;FEM;PL	
restricciones	korlátozás	restricción	korlátozás	N;FEM;PL	
amenazas	fenyegetés	amenaza	fenyegetés	N;FEM;PL	N;NOM;SG
suministro	ellátási	suministro	ellátási	N;MASC;SG	ADJ;NOM;SG
rumores	szóbeszéd	rumor	szóbeszéd	N;MASC;PL	N;NOM;SG
rumores	szóbeszéd	rumor	szóbeszéd	N;MASC;PL	N;NOM;SG
heredia	heredia	heredia	heredia	N;FEM;SG	
sandra	sandra	sandra	sand	N;FEM;SG	
sombrero	sombrero	sombrero	sombrero	N;MASC;SG	
residencial	bentlakásos	residencial	bentlakásos	ADJ;SG	N;NOM;SG
territoriales	területi	territorial	területi	ADJ;PL	ADJ;NOM;SG
herzegovina	hercegovina	herzegovina	hercegovina	ADJ;FEM;SG	
abel	abel	abel	abel	PROPN	
armonía	harmony	armonía	harmony	N;FEM;SG	
amo	mester	amar	mester	V;IND;SG;1;PRS;FIN	N;NOM;SG
sweet	édesek	sweet	édes	N	ADJ;NOM;PL
sweet	édes	sweet	édes	N	
distancias	távolság	distancia	távolság	N;FEM;PL	N;NOM;SG
pensó	hittem	pensar	hit	V;IND;SG;3;PST;FIN	V;DEF;IND;SG;1;PRS;FIN;ACT
pensó	gondoltam	pensar	gondol	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;1;PST;FIN;ACT
pensó	gondolat	pensar	gondolat	V;IND;SG;3;PST;FIN	N;NOM;SG
cintas	kazetták	cinta	kazetta	N;FEM;PL	V;DEF;IND;PL;3;PST;FIN;ACT
kenia	kenya	kenia	kenya	N;FEM;SG	PROPN;NOM;SG
kenia	kenyai	kenia	kenyai	N;FEM;SG	
homosexualidad	lmbt	homosexualidad	lmb	N;FEM;SG	
homosexualidad	homoszexuális	homosexualidad	homoszexuális	N;FEM;SG	ADJ;NOM;SG
joão	joão	joão	joão	N;MASC;SG	
picos	csőr	pico	csőr	N;MASC;PL	N;NOM;SG
aníbal	hannibal	aníbal	hannibal	ADJ;SG	
aníbal	aníbal	aníbal	aní	ADJ;SG	
defensas	védelem	defensa	védelem	N;PL	N;NOM;SG
defensas	védekezés	defensa	védekezés	N;PL	N;NOM;SG
defensas	védelmi	defensa	védelmi	N;PL	
orquídeas	orchidea	orquídea	orchidea	N;FEM;PL	N;NOM;SG
orquídeas	orchidea	orquídea	orchidea	N;FEM;PL	N;NOM;SG
agrega	hozzáadás	agregar	hozzáadás	V;IND;SG;3;PRS;FIN	
invitación	meghívni	invitación	meg+hív	N;FEM;SG	V;NFIN;ACT
patagonia	patagonia	patagonia	patagonia	N;FEM;SG	V;SG;3;NFIN;ACT
terra	terra	terra	terra	N;FEM;SG	
presentando	bevezetése	presentar	bevezetés	V;V.MSDR	N;NOM;SG
mágico	varázs	mágico	varázs	ADJ;MASC;SG	N;NOM;SG
mágico	magic	mágico	magic	ADJ;MASC;SG	
mágico	varázslat	mágico	varázslat	ADJ;MASC;SG	N;NOM;SG
mágico	mágia	mágico	mágia	ADJ;MASC;SG	N;NOM;SG
mágico	mágikus	mágico	mágikus	ADJ;MASC;SG	
transmitir	továbbítás	transmitir	továbbítás	V;NFIN	N;NOM;SG
transmitir	továbbítására	transmitir	továbbítás	V;NFIN	N;ON+ALL;SG
richter	richter	richter	richter	N;FEM;SG	
ritual	rituálé	ritual	rituálé	ADJ;SG	N;NOM;SG
ritual	szertartás	ritual	szertartás	ADJ;SG	N;NOM;SG
corpus	corpus	corpus	corpus	N;MASC;SG	
exclusivo	exkluzív	exclusivo	exkluzív	ADJ;MASC;SG	
round	kerek	round	kér	N;MASC;SG	
round	körbe	round	kör	N;MASC;SG	ADV
pete	pete	pete	pete	PROPN	
muerta	halott	muerto	halott	ADJ;FEM;SG;V.PTCP	
muerta	halottak	muerto	halott	ADJ;FEM;SG;V.PTCP	N;NOM;PL
ritmos	veri	ritmo	veri	N;MASC;PL	V;DEF;IND;SG;3;PRS;FIN;ACT
ritmos	ritmus	ritmo	ritmus	N;MASC;PL	N;NOM;SG
adicionalmente	ezenfelül	adicionalmente	ezenfelül	ADV	
adicionalmente	továbbá	adicionalmente	továbbá	ADV	
bebidas	ital	bebida	ital	N;FEM;PL	N;NOM;SG
bebidas	italt	bebida	ital	N;FEM;PL	N;ACC;SG
bebidas	iszik	bebida	iszik	N;FEM;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
bebidas	ital	bebida	ital	N;FEM;PL	N;NOM;SG
llanos	síkság	llano	síkság	N;MASC;PL	N;NOM;SG
stanford	stanford	stanford	stanford	N;MASC;SG	
newton	newton	newton	newton	N;FEM;SG	
dell	dell	dell	dell	N	PROPN;NOM;SG
cartago	carthage	cartago	cart	N;FEM;SG	
expuesto	kitett	expuesto	kitett	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
ion	ion	ion	ion	N;MASC;SG	
incapaz	képtelen	incapaz	képtelen	ADJ;SG	
aparatos	berendezés	aparato	berendezés	N;MASC;PL	N;NOM;SG
aparatos	készülék	aparato	készülék	N;MASC;PL	N;NOM;SG
aparatos	műszer	aparato	műszer	N;MASC;PL	N;NOM;SG
aparatos	készülék	aparato	készülék	N;MASC;PL	N;NOM;SG
leon	leon	leer	lesz	N	
greg	greg	greg	greg	PROPN	
arañas	pók	araña	pók	N;FEM;PL	
arañas	spider	araña	spider	N;FEM;PL	
bush	bush	bush	bush	PROPN	
bush	bokor	bush	bokor	PROPN	
automática	automata	automático	automata	ADJ;FEM;SG	
automática	automatikus	automático	automatikus	ADJ;FEM;SG	N;NOM;SG
consciente	tudatában	consciente	tudat	ADJ;SG	N;IN+ESS;SG
consciente	tisztában	consciente	tiszta	ADJ;SG	ADV
lola	lola	lola	lola	N;FEM;SG	
honores	kitüntetés	honor	kitüntetés	N;MASC;PL	N;NOM;SG
monje	szerzetesek	monje	szerzetes	N;MASC;SG	N;NOM;PL
esencialmente	lényegében	esencialmente	lényeg	ADV	N;IN+ESS;SG
esencialmente	alapvetően	esencialmente	alapvető	ADV	ADJ;FRML;SG
fragmento	töredék	fragmento	töredék	N;MASC;SG	
químicas	kémiai	químico	kémiai	ADJ;FEM;PL	N;NOM;SG
anales	anális	anales	anális	N;MASC;PL	ADJ;NOM;SG
choque	crash	choque	crash	N;MASC;SG	
choque	clash	choque	clash	N;MASC;SG	
azerbaiyán	azerbajdzsán	azerbaiyán	azerbajdzsán	ADJ;FEM;SG	N;NOM;SG
comprender	megértés	comprender	megértés	V;NFIN	N;NOM;SG
comprender	egyetértés	comprender	egyetértés	V;NFIN	
comprender	megértő	comprender	megértő	V;NFIN	
comprender	megértést	comprender	megértés	V;NFIN	N;ACC;SG
exacta	pontos	exacto	pontos	ADJ;FEM;SG	
exacta	pontos	exacto	pontos	ADJ;FEM;SG	
romeo	romeo	romeo	romeo	N;MASC;SG	PROPN;NOM;SG
transmitido	továbbított	transmitido	továbbított	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
transmitido	közvetített	transmitido	közvetít	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
afectado	érintett	afectado	érintett	ADJ;MASC;SG;V.PTCP	
afectado	érintettek	afectado	érint	ADJ;MASC;SG;V.PTCP	V;INDF;IND;PL;3;PST;FIN;ACT
hablado	beszélt	hablar	beszél	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
hablado	beszélt	hablar	beszél	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
hablado	beszéltem	hablar	beszél	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;1;PST;FIN;ACT
entierro	eltemetni	entierro	eltemet	N;MASC;SG	V;NFIN;ACT
interesado	érdekel	interesado	érdekel	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PRS;FIN;ACT
interesado	érdekelt	interesado	érdekelt	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
interesado	érdekelne	interesado	érdekel	ADJ;MASC;SG;V.PTCP	V;INDF;COND;SG;3;PRS;FIN;ACT
interesado	érdeklődni	interesado	érdeklődik	ADJ;MASC;SG;V.PTCP	V;NFIN;ACT
claves	kulcs	clave	kulcs	N;FEM;PL	N;NOM;SG
claves	kulcsfontosságú	clave	kulcsfontosságú	N;FEM;PL	ADJ;NOM;SG
claves	key	clave	key	N;FEM;PL	
claves	kulcs	clave	kulcs	N;FEM;PL	N;NOM;SG
unir	csatlakozás	unir	csatlakozás	V;NFIN	N;NOM;SG
intermedio	szünet	intermedio	szünet	ADJ;MASC;SG	N;NOM;SG
intermedio	közbenső	intermedio	közbenső	ADJ;MASC;SG	N;NOM;SG
intermedio	köztes	intermedio	köztes	ADJ;MASC;SG	
luke	luke	luke	leke	N	
luke	lukács	luke	lukács	N	
hermann	hermann	hermann	hermann	N;MASC;SG	PROPN;NOM;SG
hermann	herrmann	hermann	herrmann	N;MASC;SG	
mayormente	főleg	mayormente	főleg	ADV	
mayormente	főként	mayormente	főként	ADV	
mayormente	többnyire	mayormente	többnyir	ADV	
colocado	helyezett	colocado	helyez	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
colocado	elhelyezett	colocado	elhelyezett	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
colocado	elhelyezett	colocado	elhelyezett	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
colocado	elhelyezve	colocado	elhelyezve	ADJ;MASC;SG;V.PTCP	ADV;V.CVB
remo	evezés	remo	evezés		N;NOM;SG
computadoras	számítógép	computador	számítógép	N;FEM;PL	N;NOM;SG
computadoras	számítógép	computador	számítógép	N;FEM;PL	N;NOM;SG
computadoras	komputer	computador	komputer	N;FEM;PL	
computadoras	computer	computador	computer	N;FEM;PL	
intenciones	szándék	intención	szándék	N;FEM;PL	N;NOM;SG
intenciones	szándék	intención	szándék	N;FEM;PL	N;NOM;SG
intenciones	szándéka	intención	szándék	N;FEM;PL	N;NOM;SG
promesa	jelölt	promesa	jelöl	N;FEM;SG	
ejecutados	kivégezték	ejecutado	ki+végez	ADJ;MASC;PL;V.PTCP	V;DEF;IND;PL;3;PST;FIN;ACT
todd	todd	todd	todd	PROPN	
consultar	konzultáció	consultar	konzultáció	V;NFIN	N;NOM;SG
consultar	lekérdezés	consultar	lekérdezés	V;NFIN	N;NOM;SG
cilindros	hengeres	cilindro	hengeres	N;MASC;PL	
cilindros	henger	cilindro	henger	N;MASC;PL	N;NOM;SG
cilindros	henger	cilindro	henger	N;MASC;PL	N;NOM;SG
walt	walt	walt	walt	PROPN	
raro	ritka	raro	ritka	ADJ;MASC;SG	
raro	dilis	raro	dilis	ADJ;MASC;SG	
raro	fura	raro	fura	ADJ;MASC;SG	
raro	furcsa	raro	furcsa	ADJ;MASC;SG	
baterías	akkumulátor	batería	akkumulátor	N;FEM;PL	N;NOM;SG
baterías	elem	batería	elem	N;FEM;PL	N;NOM;SG
baterías	elemmel	batería	elem	N;FEM;PL	N;INS;SG
baterías	elem	batería	elem	N;FEM;PL	N;NOM;SG
abuso	visszaélések	abuso	visszaélés	N;MASC;SG	N;NOM;PL
aumentando	növekvő	aumentar	növekvő	V;V.MSDR	ADJ;NOM;SG
conquistar	hódító	conquistar	hódító	V;NFIN	
almas	lelkünk	alma	lelk	N;FEM;PL	N;NOM;SG
almas	lelkük	alma	lelk	N;FEM;PL	N;NOM;SG
stuart	stuart	stuar	stuart	PROPN	
fila	sor	fila	sor	N;FEM;SG	
natalia	natalie	natalia	natalie	N;FEM;SG	
natalia	natalja	natalia	natal	N;FEM;SG	
natalia	natalia	natalia	natalia	N;FEM;SG	
deseos	kívánság	deseo	kívánság	N;MASC;PL	N;NOM;SG
deseos	kívánja	deseo	kíván	N;MASC;PL	V;DEF;IND;SG;3;PRS;FIN;ACT
deseos	vágy	deseo	vágy	N;MASC;PL	N;NOM;SG
brujas	bruges	bruja	bruges	N;FEM;PL	PROPN;NOM;SG
continentales	kontinentális	continental	kontinentális	ADJ;PL	N;NOM;SG
causado	előidézett	causado	előidézett	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
causado	okozta	causado	okoz	ADJ;MASC;SG;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
causado	okozott	causado	okoz	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
match	egyezik	match	egyezik	N;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
fiables	megbízható	fiable	megbízható	ADJ;PL	ADJ;NOM;SG
fiables	megbízható	fiable	megbízható	ADJ;PL	ADJ;NOM;SG
enfermo	beteg	enfermo	beteg	ADJ;MASC;SG	N;NOM;SG
enfermo	beteg	enfermo	beteg	ADJ;MASC;SG	N;NOM;SG
enfermo	betegek	enfermo	beteg	ADJ;MASC;SG	N;NOM;PL
polar	sarki	polar	sarki	N;SG	
avanzado	fejlett	avanzado	fejlett	ADJ;MASC;SG;V.PTCP	
avanzado	haladó	avanzado	haladó	ADJ;MASC;SG;V.PTCP	
avanzado	előrehaladott	avanzado	előrehaladott	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
llamas	láng	llama	láng	N;FEM;PL	N;NOM;SG
caro	caro	caro	caro	ADJ;MASC;SG	
caro	drágák	caro	drága	ADJ;MASC;SG	N;NOM;PL
caro	drága	caro	drága	ADJ;MASC;SG	
equipamiento	berendezések	equipamiento	berendezés	N;MASC;SG	N;NOM;PL
equipamiento	felszerelések	equipamiento	felszerelés	N;MASC;SG	N;NOM;PL
párrafo	bekezdés	párrafo	bekezdés	N;MASC;SG	
pizarro	pizarro	pizarro	pizarro	N;MASC;SG	
reconocen	felismeri	reconocer	felismeri	V;IND;PL;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
sustituir	helyettesítő	sustituir	helyettesítő	V;NFIN	ADJ;NOM;SG
sustituir	pótlék	sustituir	pótlék	V;NFIN	N;NOM;SG
montero	montero	montero	montero	N;MASC;SG	
eliminados	törölve	eliminado	törölve	ADJ;MASC;PL;V.PTCP	N;NOM;SG
eliminados	törölt	eliminado	töröl	ADJ;MASC;PL;V.PTCP	
eliminados	eltávolították	eliminado	el+távolít	ADJ;MASC;PL;V.PTCP	V;DEF;IND;PL;3;PST;FIN;ACT
eliminados	eltávolított	eliminado	eltávolított	ADJ;MASC;PL;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
eliminados	eltávolította	eliminado	el+távolít	ADJ;MASC;PL;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
extraña	idegen	extraño	idegen	ADJ;FEM;SG	
extraña	különös	extraño	különös	ADJ;FEM;SG	
extraña	furcsa	extraño	furcsa	ADJ;FEM;SG	
suicidio	öngyilkos	suicidio	öngyilkos	N;MASC;SG	
wolfgang	wolfgang	wolfgang	wolfgang	N;FEM;SG	
enormes	hatalmas	enorme	hatalmas	ADJ;PL	ADJ;NOM;SG
enormes	óriási	enorme	óriási	ADJ;PL	ADJ;NOM;SG
amarillas	sárgák	amarillo	sár	ADJ;FEM;PL	V;DEF;IND;PL;3;PRS;FIN;ACT
amarillas	sárga	amarillo	sárga	ADJ;FEM;PL	
liderado	vezetett	liderado	vezetett	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
liderado	led	liderado	led	ADJ;MASC;SG;V.PTCP	N;NOM;SG
slam	slam	slam	slam	N;MASC;SG	
computación	számítások	computación	számítás	N;FEM;SG	N;NOM;PL
computación	számítástechnikai	computación	számítástechnikai	N;FEM;SG	ADJ;NOM;SG
quebrada	tört	quebrado	tört	ADJ;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
quebrada	eltört	quebrado	eltört	ADJ;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
quebrada	összetört	quebrado	összetört	ADJ;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
quebrada	eltörte	quebrado	el+tör	ADJ;FEM;SG;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
citada	idézett	citado	idézett	ADJ;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
citada	hivatkozott	citado	hivatkozik	ADJ;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
alerta	riadó	alerta	riadó	N;FEM;SG	
levantar	emelés	levantar	emelés	V;NFIN	N;NOM;SG
jujuy	jujuy	jujuir	jujuy	PROPN	
amenazada	fenyegetett	amenazado	fenyeget	ADJ;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
superado	túllépése	superado	túllépés	ADJ;MASC;SG;V.PTCP	N;NOM;SG
superado	meghaladta	superado	meg+halad	ADJ;MASC;SG;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
superado	felülmúlta	superado	felülmúl	ADJ;MASC;SG;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
submarinos	tengeralattjáró	submarino	tengeralattjáró	N;MASC;PL	N;NOM;SG
turca	turk	turco	turk	ADJ;FEM;SG	
bailarina	balerina	bailarino	balerina	N;FEM;SG	
preparado	előkészületek	preparado	előkészület	ADJ;MASC;SG;V.PTCP	N;NOM;PL
preparado	elkészítése	preparado	elkészítés	ADJ;MASC;SG;V.PTCP	N;NOM;SG
preparado	előkészítés	preparado	előkészítés	ADJ;MASC;SG;V.PTCP	N;NOM;SG
preparado	felkészülés	preparado	felkészülés	ADJ;MASC;SG;V.PTCP	N;NOM;SG
preparado	készítmény	preparado	készítmény	ADJ;MASC;SG;V.PTCP	N;NOM;SG
preparado	felkészült	preparado	felkészült	ADJ;MASC;SG;V.PTCP	
preparado	elkészítve	preparado	elkészítve	ADJ;MASC;SG;V.PTCP	ADV;V.CVB
preparado	előkészítve	preparado	előkészítve	ADJ;MASC;SG;V.PTCP	ADV;V.CVB
preparado	elkészített	preparado	elkészített	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
expresó	kifejezésre	expresar	kifejezés	V;IND;SG;3;PST;FIN	N;ON+ALL;SG
borja	borgia	borja	borgia	PROPN	
aprendió	tanultam	aprender	tanul	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;1;PST;FIN;ACT
colaboraciones	partnerség	colaboración	partnerség	N;FEM;PL	N;NOM;SG
secuencias	felvétel	secuencia	felvétel	N;FEM;PL	N;NOM;SG
secuencias	szekvencia	secuencia	szekvencia	N;FEM;PL	N;NOM;SG
secuencias	sorrend	secuencia	sorrend	N;FEM;PL	N;NOM;SG
donación	adományozni	donación	adományoz	N;FEM;SG	V;NFIN;ACT
olga	olga	olga	olga	N;FEM;SG	
prevenir	megelőzése	prevenir	megelőzés	V;NFIN	N;NOM;SG
cano	cano	cano	cano	N;MASC;SG	PROPN;NOM;SG
derrotados	legyőzte	derrotado	legyőz	ADJ;MASC;PL;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
derrotados	legyőzött	derrotado	legyőz	ADJ;MASC;PL;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
compartido	közös	compartido	közös	ADJ;MASC;SG;V.PTCP	
compartido	osztott	compartido	osztott	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
compartido	megosztotta	compartido	megoszt	ADJ;MASC;SG;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
compartido	megosztott	compartido	megosztott	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
compartido	megosztva	compartido	megosztva	ADJ;MASC;SG;V.PTCP	ADV;V.CVB
fan	rajongó	fan	rajongó	N;SG	
fan	fan	fan	fan	N;SG	
cineasta	filmes	cineasta	filmes	N;SG	
malas	bad	malo	bad	ADJ;FEM;PL	
malas	rosz	malo	rosz	ADJ;FEM;PL	
malas	rossz	malo	rossz	ADJ;FEM;PL	
sombras	árnyék	sombra	árnyék	N;FEM;PL	N;NOM;SG
sombras	árny	sombra	árny	N;FEM;PL	
sombras	árnyék	sombra	árnyék	N;FEM;PL	N;NOM;SG
sombras	napszemüveg	sombra	napszemüveg	N;FEM;PL	N;NOM;SG
violeta	lila	violeto	lila	N;FEM;SG	
violeta	bíbor	violeto	bíbor	N;FEM;SG	
violeta	lila	violeto	lila	N;FEM;SG	
violeta	ibolya	violeto	ibolya	N;FEM;SG	
violeta	violet	violeto	violet	N;FEM;SG	
poblada	lakott	poblado	lakott	ADJ;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
ácidos	savat	ácido	sóvat	N;MASC;PL	N;ACC;SG
ácidos	lsd	ácido	lsd	N;MASC;PL	
ácidos	sav	ácido	sav	N;MASC;PL	N;NOM;SG
ácidos	savas	ácido	savas	N;MASC;PL	
nicholas	miklós	nichola	miklós	N;SG	
guayana	guyana	guayana	guyana	ADJ;FEM;SG	PROPN;NOM;SG
inspirada	inspirált	inspirado	inspirált	ADJ;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
respaldo	tartalék	respaldo	tartalék	N;MASC;SG	
ejes	tengely	eje	tengely	N;MASC;PL	N;NOM;SG
ejes	tengely	eje	tengely	N;MASC;PL	N;NOM;SG
militantes	harcias	militante	harcias	N;PL	ADJ;NOM;SG
militantes	militáns	militante	militáns	N;PL	
oculta	elrejtve	oculto	elrejtve	ADJ;FEM;SG	ADV;V.CVB
oculta	rejtett	oculto	rejtett	ADJ;FEM;SG	
oculta	elrejtett	oculto	elrejtett	ADJ;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
oculta	elrejteni	oculto	elrejt	ADJ;FEM;SG	V;NFIN;ACT
oculta	elrejtése	oculto	elrejtés	ADJ;FEM;SG	N;NOM;SG
oculta	elrejti	oculto	elrejti	ADJ;FEM;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
aplicada	alkalmazták	aplicado	alkalmaz	ADJ;FEM;SG;V.PTCP	V;DEF;IND;PL;3;PST;FIN;ACT
sindicatos	szakszervezet	sindicato	szakszervezet	N;MASC;PL	N;NOM;SG
testimonios	vallomása	testimonio	vallomás	N;MASC;PL	N;NOM;SG
testimonios	vallomás	testimonio	vallomás	N;MASC;PL	N;NOM;SG
keith	keith	keith	keith	PROPN	
femeninos	nőies	femenino	nőies	ADJ;MASC;PL	ADJ;NOM;SG
incidentes	incidens	incidente	incidens	N;PL	N;NOM;SG
incidentes	incidens	incidente	incidens	N;PL	N;NOM;SG
nervioso	ideges	nervioso	ideges	ADJ;MASC;SG	
irlandesa	írek	irlandés	ír	ADJ;FEM;SG	N;NOM;PL
irlandesa	írország	irlandés	írország	ADJ;FEM;SG	N;NOM;SG
irlandesa	ír	irlandés	ír	ADJ;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
puntas	tipp	punta	tipp	N;FEM;PL	N;NOM;SG
infantes	tengerészgyalogság	infante	tengerészgyalogság	N;MASC;PL	N;NOM;SG
constantino	konsztantyin	constantino	konsztantyin	N;MASC;SG	
pietro	pietro	pietro	pietro	N;MASC;SG	
afición	hobbi	afición	hó	N;FEM;SG	
again	újra	again	újra	N	ADV
júpiter	jupiter	júpiter	jupiter	N;MASC;SG	
justin	justin	justin	justin	PROPN	N;NOM;SG
transferido	átadott	transferir	átadott	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
zapata	zapata	zapata	zapata	N;FEM;SG	
promovido	hirdetett	promover	hirdet	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
orbital	orbitális	orbital	orbitális	ADJ;SG	N;NOM;SG
musulmana	muszlim	musulmán	muszlim	ADJ;FEM;SG	
musulmana	muzulmán	musulmán	muzulom	ADJ;FEM;SG	
musulmana	muszlimok	musulmán	muszlim	ADJ;FEM;SG	N;NOM;PL
musulmana	muszlimok	musulmán	muszlim	ADJ;FEM;SG	N;NOM;PL
oregón	oregon	oregón	oregon	N;MASC;SG	
haití	haiti	haitir	haiti	PROPN	N;NOM;SG
haití	haiti	haitir	haiti	PROPN	N;NOM;SG
pour	tölts	pour	tölts	N	V;INDF;IMP;SG;1;PRS;FIN;ACT
asistentes	részvétel	asistente	részvétel	N;PL	N;NOM;SG
asistentes	jelenlét	asistente	jelenl	N;PL	N;NOM;SG
ciclos	ciklus	ciclo	ciklus	N;MASC;PL	N;NOM;SG
ciclos	ciklus	ciclo	ciklus	N;MASC;PL	N;NOM;SG
ciclos	ciklusban	ciclo	ciklus	N;MASC;PL	N;IN+ESS;SG
identifica	azonosítható	identificar	azonosítható	V;IND;SG;3;PRS;FIN	ADJ;NOM;SG
superando	előzés	superar	előzés	V;V.MSDR	N;NOM;SG
superando	leküzdése	superar	leküzdés	V;V.MSDR	N;NOM;SG
tranvía	villamosok	tranvía	villamos	N;MASC;SG	N;NOM;PL
escolta	kísérje	escolta	kísér	N;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
escolta	kísérő	escolta	kísérő	N;SG	ADJ;NOM;SG
terminales	terminál	terminal	terminál	N;PL	N;NOM;SG
barras	rúd	barra	rúd	N;FEM;PL	N;NOM;SG
barras	rács	barra	rács	N;FEM;PL	N;NOM;SG
dublín	dublini	dublín	dublini	N;MASC;SG	
celebraciones	ünneplés	celebración	ünneplés	N;FEM;PL	N;NOM;SG
celebraciones	ünnep	celebración	ünnep	N;FEM;PL	N;NOM;SG
celebraciones	ünneplés	celebración	ünneplés	N;FEM;PL	N;NOM;SG
celebraciones	ünnepség	celebración	ünnepség	N;FEM;PL	N;NOM;SG
artificiales	mesterséges	artificial	mesterséges	ADJ;PL	ADJ;NOM;SG
clásicas	klasszikusokat	clásico	klasszikus	ADJ;FEM;PL	N;ACC;PL
patente	szabadalmak	patente	szabadalom	N;SG	N;NOM;PL
nacionalistas	nacionalista	nacionalista	nacionalista	N;PL	ADJ;NOM;SG
biografías	bios	biografía	bios	N;FEM;PL	N;NOM;SG
biografías	életrajz	biografía	életrajz	N;FEM;PL	N;NOM;SG
mundos	vb	mundo	vb	N;MASC;PL	N;NOM;SG
prix	prix	prix	prix	N;MASC;SG	
concedido	nyújtott	concedido	nyújt	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
concedido	megítélt	concedido	megítélt	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
concedido	odaítélt	concedido	odaítélt	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
