newman	نيومان	newman	نِيُومَان	N;INDF;MASC;SG	
narkotika	المخدرات	narkotika	مُخَدِّر	N;INDF;MASC;SG	N;NOM;DEF;PL
dimensjoner	الابعاد	dimensjon	بُعد	N;INDF;MASC;SG	N;NOM;DEF;PL
karibia	الكاريبي	karibia	الكاريبي	N;INDF;MASC;SG	
brente	احرقت	brenne	أَحرَق	ADJ;PL;V.PTCP	V;PFV;FEM;SG;3;ACT
brente	احرقت	brenne	أَحرَق	ADJ;PL;V.PTCP	V;PFV;FEM;SG;3;ACT
yan	يان	yan	يان	N;INDF;NEUT;SG	
blokkere	كتلة	blokkere	كُتلَة	V;NFIN	N;NOM;INDF;SG
blokkere	بلوك	blokkere	بَلوَك	V;NFIN	
blokkere	حظر	blokkere	حَظر	V;NFIN	N;NOM;INDF;SG
verdslige	الدنيوية	verdslig	دَنِيُوِيّ	ADJ;PL	ADJ;NOM;DEF;FEM;SG
platon	افلاطون	platon	فِلَاط	N;INDF;MASC;SG	
hoffmann	هوفمان	hoffmann	هُوفمَان	N;INDF;MASC;SG	
verd	يستحق	verd	اِستَحَقّ	N;INDF;FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
eierskap	الملكية	eierskap	مِلكِيَّة	N;INDF;MASC;SG	N;NOM;DEF;SG
dyktige	المهرة	dyktig	مُهرَة	ADJ;PL	N;NOM;DEF;SG
dyktige	مهرة	dyktig	مَهرَة	ADJ;PL	N;NOM;INDF;SG
con	يخدع	con	خَدَع	N	V;IPFV;MASC;IND;SG;3;FIN;ACT
computer	كمبيوتر	computer	كمبيوتر	N;INDF;NEUT;SG	
computer	الحاسوب	computer	حَاسُوب	N;INDF;NEUT;SG	N;NOM;DEF;SG
computer	الكمبيوتر	computer	كَمبيُوتِر	N;INDF;NEUT;SG	N;NOM;DEF;SG
sauer	الخراف	sau	خِرَاف	N;INDF;MASC;PL	N;NOM;DEF;PL
sauer	الخروف	sau	خَرف	N;INDF;MASC;PL	N;NOM;DEF;SG
sauer	الاغنام	sau	إِغنَام	N;INDF;MASC;PL	N;NOM;DEF;PL
sauer	خروف	sau	خَرف	N;INDF;MASC;PL	
sauer	الغنم	sau	غَنَم	N;INDF;MASC;PL	N;NOM;DEF;SG
fremre	الصدارة	fremre	صَدَارَة	ADJ;CMPR	N;NOM;DEF;SG
sjel	الروح	sjel	رُوح	N;INDF;FEM;SG	N;NOM;DEF;SG
sjel	روحي	sjel	روحي	N;INDF;FEM;SG	
sjel	روح	sjel	رُوح	N;INDF;FEM;SG	
baltimore	بالتمور	baltimor	بالتمور	N;INDF;MASC;SG	N;NOM;DEF;SG
baltimore	بالتيمور	baltimor	بِ	N;INDF;MASC;SG	
statsborger	المواطن	statsborge	مُوَاطِن	N;INDF;FEM;SG	N;NOM;DEF;SG
modus	مود	modus	مود	N;INDF;NEUT;SG	
modus	النمط	modus	نَمَط	N;INDF;NEUT;SG	N;NOM;DEF;SG
modus	الوضع	modus	وَضع	N;INDF;NEUT;SG	N;NOM;DEF;SG
idol	معبود	idol	معبود	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
idol	المعبود	idol	مَعبُود	N;INDF;MASC;SG	
idol	ايدول	idol	أَيدُول	N;INDF;MASC;SG	
engel	الملاك	engel	مَالِك	N;INDF;MASC;SG	N;NOM;DEF;PL
engel	ملاك	engel	ملاك	N;INDF;MASC;SG	
engel	انجيل	engel	أَنجِيل	N;INDF;MASC;SG	
engel	انجل	engel	أَنجَل	N;INDF;MASC;SG	
fiat	فيات	fiat	فِيَّة	N;INDF;MASC;SG	
celle	الزنزانة	celle	زِنزَانَة	N;INDF;FEM;SG	N;NOM;DEF;SG
celle	الخلية	celle	خَلِيَّة	N;INDF;FEM;SG	N;NOM;DEF;SG
ekvator	الاستواء	ekvator	اِستِوَاء	N;INDF;MASC;SG	N;NOM;DEF;SG
trene	قطار	trene	قِطَار	V;NFIN	N;NOM;INDF;SG
trene	القطار	trene	قِطَار	V;NFIN	N;NOM;DEF;SG
łódź	łódź	ømd	مُثَمَّه	PROPN	
kald	البرد	kald	بُرد	ADJ;INDF;SG	N;NOM;DEF;SG
kald	بارد	kald	بَارِد	ADJ;INDF;SG	
kald	الباردة	kald	بَارِد	ADJ;INDF;SG	N;NOM;DEF;SG
kald	برد	kald	برد	ADJ;INDF;SG	
polynesia	بولينيزيا	polynesia	بُولِينِيزِيَا	N;INDF;NEUT;SG	
polynesia	بولينزيا	polynesia	بُولِينزِيَا	N;INDF;NEUT;SG	
sønnesønn	حفيد	sønnesønn	حفيد	N;INDF;MASC;SG	
johannesburg	جوهانسبرغ	johannesburg	جوهانسبرغ	N;INDF;NEUT;SG	
johannesburg	جوهانسبيرغ	johannesburg	جوهانسبيرغ	N;INDF;NEUT;SG	
johannesburg	جوهانس	johannesburg	جُوهَانس	N;INDF;NEUT;SG	
johannesburg	جوهانسبرج	johannesburg	جوهانسبرج	N;INDF;NEUT;SG	
kalenderen	تقويم	kalender	تَقوِيم	N;DEF;MASC;SG	N;NOM;INDF;SG
nekter	ارفض	nekter	ارفض	N;INDF;FEM;PL	
willem	ويلما	willem	ويلما	N;INDF;MASC;SG	
willem	ويلم	willem	ويلم	N;INDF;MASC;SG	
demonstrasjoner	المظاهرات	demonstrasjon	المظاهرات	N;INDF;MASC;SG	N;NOM;DEF;PL
demonstrasjoner	مظاهرات	demonstrasjon	مُظَاهَرَة	N;INDF;MASC;SG	N;NOM;INDF;PL
gravid	الحوامل	gravid	حَامِل	ADJ;INDF;SG	N;NOM;DEF;PL
gravid	حبلى	gravid	حَبلِيّ	ADJ;INDF;SG	V;PFV;FEM;SG;3;ACT
gravid	حامل	gravid	حَامِل	ADJ;INDF;SG	
xbox	بوكس	xbox	بوكس	N;INDF;MASC;SG	
seil	الابحار	seil	إِبحَار	N;INDF;MASC;SG	N;NOM;DEF;SG
seil	ابحر	seil	بَحر	N;INDF;MASC;SG	
seil	الشراع	seil	شِرَاع	N;INDF;MASC;SG	N;NOM;DEF;SG
belte	الحزام	belte	حِزَام	N;INDF;NEUT;SG	N;NOM;DEF;SG
lama	lama	lame	شَافِظ	N;INDF;MASC;SG	
lama	لاما	lame	لَامَا	N;INDF;MASC;SG	
våpenhvile	الهدنة	våpenhvile	هُدنَة	N;INDF;FEM;SG	N;NOM;DEF;SG
våpenhvile	الهدنة	våpenhvile	هُدنَة	N;INDF;FEM;SG	N;NOM;DEF;SG
brenne	حرق	brenne	حَرق	V;NFIN	
brenne	بحرق	brenne	بحرق	V;NFIN	
brenne	الحرق	brenne	حَرِيق	V;NFIN	N;NOM;DEF;SG
helter	الابطال	helter	بَطَل	N;INDF;FEM;PL	N;NOM;DEF;PL
fjern	البعيد	fjern	بَعِيد	ADJ;INDF;SG	
fjern	ازل	fjern	أَزل	ADJ;INDF;SG	
fjern	ازالة	fjern	إِزَالَة	ADJ;INDF;SG	N;NOM;INDF;SG
fjern	احذف	fjern	أَحذَف	ADJ;INDF;SG	V;PFV;MASC;SG;3;ACT
mandolin	المندولين	mandolin	مَندُول	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;PL
vegger	اسوار	vegg	سُور	N;INDF;MASC;PL	
vegger	الحوائط	vegg	حَائِط	N;INDF;MASC;PL	N;NOM;DEF;PL
vegger	الحيطان	vegg	حِيطَان	N;INDF;MASC;PL	
vegger	جدران	vegg	جِدرَان	N;INDF;MASC;PL	
vegger	الجدران	vegg	جِدَار	N;INDF;MASC;PL	N;NOM;DEF;PL
fader	الاب	fad	الاب	N;INDF;FEM;SG	
fader	ابت	fad	أَبتَ	N;INDF;FEM;SG	
fader	اب	fad	آب	N;INDF;FEM;SG	
lovende	واعدة	lovende	وَاعِد	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
lovende	واعد	lovende	وَاعِد	N;INDF;MASC;SG	
avgjørelser	القرارات	avgjørelser	قَرَار	N;INDF;NEUT;SG	N;NOM;DEF;PL
avgjørelser	قرارات	avgjørelser	قَرَار	N;INDF;NEUT;SG	N;NOM;INDF;PL
avgjørelser	مقررات	avgjørelser	مُقَرَّرَات	N;INDF;NEUT;SG	N;NOM;INDF;PL
avgjørelser	المقررات	avgjørelser	مُقَرِّر	N;INDF;NEUT;SG	N;NOM;DEF;PL
formatet	نسق	format	نَسَق	N;DEF;NEUT;SG	N;NOM;INDF;SG
formatet	تنسيق	format	تَنسِيق	N;DEF;NEUT;SG	N;NOM;INDF;SG
felter	الحقول	felter	حَقل	N;INDF;FEM;PL	N;NOM;DEF;PL
felter	الميادين	felter	مَيدَان	N;INDF;FEM;PL	N;NOM;DEF;PL
leiligheter	الشقق	leiligheter	شَقَّة	N;INDF;FEM;PL	N;NOM;DEF;PL
leiligheter	شقق	leiligheter	شَقَّق	N;INDF;FEM;PL	N;NOM;INDF;SG
leiligheter	الشقق	leiligheter	شَقَّة	N;INDF;FEM;PL	N;NOM;DEF;PL
leiligheter	شقق	leiligheter	شَقَّق	N;INDF;FEM;PL	N;NOM;INDF;SG
said	قالت	said	قَال	N	V;PFV;FEM;SG;3;ACT
said	قال	said	قَال	N	V;PFV;MASC;SG;3;ACT
said	قالو	said	قَالُو	N	V;PFV;MASC;SG;3;ACT
eksklusiv	الحصري	eksklusiv	حَصرِيّ	ADJ;INDF;SG	
eksklusiv	حصري	eksklusiv	حِصرِيّ	ADJ;INDF;SG	
fiendtlig	معاد	fiendtlig	مُعَادِي	ADJ;INDF;NEUT;SG	N;NOM;INDF;SG
sammenligne	مقارنة	sammenligne	مُقَارَنَة	ADJ;PL	N;ACC;INDF;SG
sammenligne	تقارن	sammenligne	تَقَارُن	ADJ;PL	V;IPFV;MASC;IND;SG;2;FIN;ACT
sammenligne	قارن	sammenligne	قَارِن	ADJ;PL	
somerset	سومرست	somerset	سُومرِست	N;INDF;MASC;SG	
server	خادم	server	خَادِم	N;INDF;MASC;SG	
server	الخادم	server	خَادِم	N;INDF;MASC;SG	N;NOM;DEF;SG
aragón	aragó	aragón	هُوَ	N;INDF;MASC;SG	
skjønn	محبوب	skjønn	مَحبُوب	N;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
vegg	الحائط	vegg	حَائِط	N;INDF;MASC;SG	N;NOM;DEF;SG
vegg	وول	vegg	وُول	N;INDF;MASC;SG	
vegg	الجدار	vegg	جِدَار	N;INDF;MASC;SG	N;NOM;DEF;SG
fossiler	الحفريات	fossile	حَفرِيَّات	N;INDF;MASC;PL	
betty	بيتى	betty	بِيتِي	N;INDF;FEM;SG	
betty	بيتي	betty	بِيتِي	N;INDF;FEM;SG	
belfast	بلفاست	belfast	بلفاست	N;INDF;MASC;SG	
nottingham	نوتينغهام	nottingham	نوتينغهام	N;INDF;FEM;SG	
nottingham	نوتنغهام	nottingham	نوتنغهام	N;INDF;FEM;SG	
angela	انجيلا	angel	أَنجِيلَا	N;INDF;FEM;SG	
fortiden	الماضى	fortid	الماضى	N;DEF;MASC;SG	
fortiden	ماضي	fortid	مَاضِي	N;DEF;MASC;SG	
fortiden	ماض	fortid	مَاضِي	N;DEF;MASC;SG	N;NOM;INDF;SG
fortiden	الماضي	fortid	مَاضِي	N;DEF;MASC;SG	ADJ;NOM;DEF;MASC;SG
mclaren	مكلارين	mclar	مُكَلَّار	N;DEF;MASC;SG	N;ACC;INDF;DU
mclaren	ماكلارين	mclar	مَاكلَارّ	N;DEF;MASC;SG	
virkelighet	الواقع	virkelighet	وَاقِع	N;INDF;FEM;SG	N;NOM;DEF;SG
richter	ريختر	richter	رَيخَت	N;INDF;FEM;PL	
akt	التصرف	akt	تَصَرُّف	N;INDF;MASC;SG	N;NOM;DEF;SG
akt	الفعل	akt	فِعل	N;INDF;MASC;SG	N;NOM;DEF;SG
akt	التمثيل	akt	تَمثِيل	N;INDF;MASC;SG	N;NOM;DEF;SG
følges	تبعت	følgje	تَبِع	N;INDF;MASC;SG	V;PFV;FEM;SG;3;ACT
isolerte	معزول	isolere	مَعزُول	ADJ;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG
isolerte	معزولة	isolere	مَعزُول	ADJ;PL;V.PTCP	ADJ;NOM;INDF;FEM;SG
isolerte	عزل	isolere	عزل	ADJ;PL;V.PTCP	
isolerte	منعزل	isolere	مُنعَزِل	ADJ;PL;V.PTCP	
claudia	كلاوديا	claudia	كلَاودِيَا	N;INDF;MASC;SG	
claudia	كلوديا	claudia	كُلُودِيّ	N;INDF;MASC;SG	
enkeltpersoner	الافراد	enkeltperson	فَرد	N;INDF;MASC;PL	N;NOM;DEF;PL
munker	الرهبان	munker	رَهَبَان	N;INDF;MASC;SG	N;NOM;DEF;PL
leslie	ليسلي	leslie	ليسلي	PROPN	
leslie	ليزلي	leslie	ليزلي	PROPN	
booth	بوث	booth	بوث	N;INDF;NEUT;SG	
booth	كشك	booth	كشك	N;INDF;NEUT;SG	
dataene	بيانات	data	بَيَان	N;DEF;FEM;PL	N;NOM;INDF;PL
deling	المشاركة	deling	مُشَارَكَة	N;INDF;FEM;SG	N;NOM;DEF;SG
deling	التشارك	deling	تَشَارُك	N;INDF;FEM;SG	N;NOM;DEF;SG
førti	الاربعين	førti	أَربَعُون	NUM;PL	N;NOM;DEF;DU
henan	هينان	henan	هينان	N;INDF;NEUT;SG	
slovensk	السلوفينية	slovensk	سلُوفِينِيّ	ADJ;INDF;NEUT;SG	
lippe	يبه	lippe	بَهّ	N;INDF;MASC;SG	
begravelse	الدفن	begravelse	دَفن	N;INDF;MASC;SG	N;NOM;DEF;SG
begravelse	الجنازة	begravelse	جِنَازَة	N;INDF;MASC;SG	N;NOM;DEF;SG
mystisk	الصوفي	mystisk	صُوفِيّ	ADJ;INDF;NEUT;SG	
alternativer	البدائل	alternativ	بَدِيل	N;INDF;NEUT;SG	N;NOM;DEF;PL
alternativer	بدائل	alternativ	بَدِيل	N;INDF;NEUT;SG	N;NOM;INDF;PL
alternativer	خيارات	alternativ	خِيَار	N;INDF;NEUT;SG	N;NOM;INDF;PL
alternativer	الخيارات	alternativ	خِيَار	N;INDF;NEUT;SG	N;NOM;DEF;PL
klassene	صفوف	klasse	صَفّ	N;DEF;FEM;PL	N;NOM;INDF;PL
klassene	فصول	klasse	فَصل	N;DEF;FEM;PL	N;NOM;INDF;PL
diplomatisk	الدبلوماسي	diplomatisk	دِبلُومَاسِيّ	ADJ;INDF;NEUT;SG	N;NOM;DEF;SG
diplomatisk	الدبلوماسية	diplomatisk	دِبلُومَاسِيَّة	ADJ;INDF;NEUT;SG	N;NOM;DEF;SG
idretter	رياضة	idretter	رِيَاضَة	N;INDF;MASC;PL	N;NOM;INDF;SG
idretter	الرياضة	idretter	رِيَاضَة	N;INDF;MASC;PL	N;NOM;DEF;SG
idretter	الرياضات	idretter	رِيَاضَة	N;INDF;MASC;PL	N;NOM;DEF;PL
ronnie	روني	ronnie	رُونِي	N;INDF;MASC;SG	
musikal	موسيقية	musikal	مُوسِيقِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
reprise	الاعادة	reprise	إِعَادَة	N;INDF;MASC;SG	N;NOM;DEF;SG
keiserdømmet	امبراطورية	keiserdøm	امبراطورية	N;DEF;NEUT;SG	N;NOM;INDF;SG
kandidaten	مرشحة	kandidat	مُرَشَّحَة	N;DEF;MASC;SG	N;NOM;INDF;SG
kandidaten	مرشح	kandidat	مُرَشَّح	N;DEF;MASC;SG	N;NOM;INDF;SG
belle	حسناء	belle	حَسَان	N;INDF;FEM;SG	
quebec	كيبك	quebec	كَيبَك	N	
quebec	كيبيك	quebec	كيبيك	N	
quebec	كوبيك	quebec	كوبيك	N	
sko	الحذاء	sko	حِذَاء	N;INDF;NEUT;SG	N;NOM;DEF;SG
sko	الاحذية	sko	حِذِّيّ	N;INDF;NEUT;SG	N;NOM;DEF;SG
infanteri	المشاة	infanteri	مَاشِي	N;INDF;NEUT;SG	N;NOM;DEF;PL
infanteri	مشاة	infanteri	مَاشِي	N;INDF;NEUT;SG	N;NOM;INDF;PL
saab	ساب	saab	سَابِيَة	N;INDF;SG	
hvaler	الحيتان	hvale	حَيَتَان	N;INDF;MASC;SG	
sangere	المغنين	sangere	مَغَنِين	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;PL
planeter	الكواكب	planet	كَاكِب	N;INDF;MASC;PL	N;NOM;DEF;PL
relativ	النسبي	relativ	نِسبِيّ	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
dekkes	غطى	dekkes	غَطَّى	N;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
dekkes	غطيت	dekkes	غطيت	N;INDF;MASC;SG	V;PFV;FEM;SG;3;PASS
dekkes	مغطاة	dekkes	مُغَطَّا	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
dekkes	مغطى	dekkes	مَغطَى	N;INDF;MASC;SG	
horse	الحصان	horse	حَصّ	N;INDF;NEUT;SG	N;NOM;DEF;SG
horse	خيل	horse	خَيل	N;INDF;NEUT;SG	
forskjellene	فروق	forskjelle	فَرق	N;DEF;FEM;PL	N;NOM;INDF;PL
forskjellene	اختلافات	forskjelle	اِختِلَاف	N;DEF;FEM;PL	N;NOM;INDF;PL
returnere	العودة	returnere	عَودَة	V;NFIN	N;NOM;DEF;SG
returnere	عودة	returnere	عَودَة	V;NFIN	N;NOM;INDF;SG
skinner	يشع	skinne	شَعَى	N;INDF;FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
skinner	سكينر	skinne	سكينر	N;INDF;FEM;SG	
skinner	مشرقة	skinne	مُشرِقَة	N;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
messe	الكتلة	messe	كُتلَة	N;INDF;FEM;SG	N;NOM;DEF;SG
messe	القداس	messe	قِدَاس	N;INDF;FEM;SG	N;NOM;DEF;SG
kontroversiell	الخلافية	kontroversiell	خِلَافِيّ	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
kast	ارم	kast	أَرم	N;INDF;NEUT;SG	
kast	ارمي	kast	أَرم	N;INDF;NEUT;SG	
uranus	اورانوس	uranus	أُورَانُوس	N;INDF;MASC;SG	
eksperter	خبراء	eksperter	خَبِير	N;INDF;NEUT;SG	N;NOM;INDF;PL
eksperter	الخبراء	eksperter	خَبِير	N;INDF;NEUT;SG	N;NOM;DEF;PL
seksjoner	الاقسام	seksjon	قِسم	N;INDF;MASC;SG	N;NOM;DEF;PL
seksjoner	اقسام	seksjon	قِسم	N;INDF;MASC;SG	N;NOM;INDF;PL
richardson	ريتشاردسون	richardson	ريتشاردسون	N;INDF;MASC;SG	
falk	فالك	falk	فالك	N;INDF;MASC;SG	
nordmann	النرويجية	nordmann	نُروِيجِيّ	N;INDF;MASC;SG	N;NOM;DEF;SG
nordmann	النرويج	nordmann	نُرُويج	N;INDF;MASC;SG	
definisjoner	تعاريف	definisjon	تَعرِيف	N;INDF;MASC;SG	N;NOM;INDF;PL
definisjoner	التعريفات	definisjon	تَعرِيف	N;INDF;MASC;SG	N;NOM;DEF;PL
definisjoner	التعاريف	definisjon	تَعرِيف	N;INDF;MASC;SG	N;NOM;DEF;PL
definisjoner	تعريفات	definisjon	تَعرِيف	N;INDF;MASC;SG	N;NOM;INDF;PL
drømmer	احلام	drømme	إِحلَام	V;IND;PRS;FIN	
drømmer	الاحلام	drømme	حَلم	V;IND;PRS;FIN	N;NOM;DEF;SG
drømmer	الحلم	drømme	حُلم	V;IND;PRS;FIN	N;NOM;DEF;SG
drømmer	احلم	drømme	أَحلَم	V;IND;PRS;FIN	
queensland	كوينزلاند	queensland	كوينزلاند	N;INDF;MASC;SG	
især	خاصة	især	خَاصّ	N;INDF;NEUT;SG	ADJ;ACC;INDF;FEM;SG
især	بالاخص	især	بالاخص	N;INDF;NEUT;SG	
forlengelse	التمديد	forlengelse	تَمدِيد	N;INDF;MASC;SG	N;NOM;DEF;SG
studerer	الدراسه	studere	دِرَاسِه	V;IND;PRS;FIN	
studerer	ادرس	studere	أَدرَس	V;IND;PRS;FIN	
studerer	دراسة	studere	دِرَاسَة	V;IND;PRS;FIN	N;NOM;INDF;SG
studerer	الدراسة	studere	دِرَاسَة	V;IND;PRS;FIN	N;NOM;DEF;SG
blomstret	ازدهرت	blomstre	أَزدَه	N;INDF;MASC;SG	V;PFV;FEM;SG;3;ACT
fleming	فليمنج	fleming	فليمنج	N;INDF;FEM;SG	
sannhet	الحقيقة	sannhet	حَقِيقَة	N;INDF;MASC;SG	N;NOM;DEF;SG
kongress	الكونغرس	kongress	اَلكُونغرِس	N;INDF;MASC;SG	
kongress	المؤتمر	kongress	مُؤتَمَر	N;INDF;MASC;SG	N;NOM;DEF;SG
kongress	الكونجرس	kongress	اَلكُونجرِس	N;INDF;MASC;SG	
kongress	كونغرس	kongress	كُونغرِس	N;INDF;MASC;SG	
smerte	الالم	smerte	أَلم	N;INDF;FEM;SG	N;NOM;DEF;SG
smerte	الم	smerte	إِلم	N;INDF;FEM;SG	N;NOM;DEF;SG
iblant	احيانا	iblant	حِين	ADV	N;ACC;INDF;PL
gifter	سموم	gift	سَمُوم	N;INDF;FEM;PL	
gifter	السموم	gift	سُمُوم	N;INDF;FEM;PL	N;NOM;DEF;PL
obligatorisk	المطلوبة	obligatorisk	مَطلُوب	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
obligatorisk	المطلوب	obligatorisk	مَطلُوب	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
obligatorisk	الالزامية	obligatorisk	إِلزَامِيّ	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
obligatorisk	الزام	obligatorisk	زَام	ADJ;INDF;NEUT;SG	N;NOM;DEF;SG
obligatorisk	الزامية	obligatorisk	زَامِي	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
mail	البريد	mail	بَرِيد	N;INDF;MASC;SG	N;NOM;DEF;SG
monarki	الملكية	monarki	مِلكِيَّة	N;INDF;NEUT;SG	N;NOM;DEF;SG
innledning	المقدمة	innledning	مُقَدَّمَة	N;INDF;FEM;SG	N;NOM;DEF;SG
beregne	احسب	beregne	أَحسَب	N;INDF;FEM;SG	
pensjonert	تقاعد	pensjonere	تَقَاعُد	ADJ;INDF;SG;V.PTCP	N;NOM;INDF;SG
pensjonert	المتقاعدين	pensjonere	مُتَقَاعِد	ADJ;INDF;SG;V.PTCP	N;NOM;DEF;PL
perm	بيرم	perm	بِيرِم	PROPN	
freddy	فريدي	freddy	فريدي	N;INDF;MASC;SG	
lek	تلعب	lek	لَعِب	N;INDF;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
lek	العب	lek	العب	N;INDF;MASC;SG	
lek	لعب	lek	لَعِب	N;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
lek	اللعب	lek	لَعب	N;INDF;MASC;SG	N;NOM;DEF;SG
grevinne	الكونتيسة	grevinne	الكونتيسة	N;INDF;FEM;SG	
medisiner	ادوية	medisin	دَوَاء	N;INDF;MASC;SG	N;NOM;INDF;PL
medisiner	الادوية	medisin	دَوَاء	N;INDF;MASC;SG	N;NOM;DEF;PL
kill	اقتل	kill	اِقتَلّ	N;INDF;MASC;SG	
rettferdighet	العدل	rettferdighet	عَدل	N;INDF;FEM;SG	N;NOM;DEF;SG
rettferdighet	العدالة	rettferdighet	عَدَالَة	N;INDF;FEM;SG	N;NOM;DEF;SG
veiene	طرق	veie	طَرِيقَة	N;DEF;FEM;PL	N;NOM;INDF;PL
delingen	مشاركة	deling	مُشَارَكَة	N;DEF;MASC;SG	N;NOM;INDF;SG
delingen	حصة	deling	حِصَّة	N;DEF;MASC;SG	N;NOM;INDF;SG
delingen	نصيب	deling	نَصِيب	N;DEF;MASC;SG	N;NOM;INDF;SG
delingen	شارك	deling	شَارَك	N;DEF;MASC;SG	V;PFV;MASC;SG;3;ACT
theodore	تيودور	theodore	تيودور	N;INDF;MASC;SG	
samoa	ساموا	samoa	سَام	N;INDF;NEUT;SG	
keiserinne	الامبراطورة	keiserinne	أُمبِرطَاطُورَة	N;INDF;FEM;SG	N;NOM;DEF;SG
vesener	المخلوقات	vesen	مَخلُوق	N;INDF;FEM;PL	ADJ;NOM;DEF;FEM;PL
vesener	مخلوقات	vesen	مُخلَوِق	N;INDF;FEM;PL	ADJ;NOM;INDF;FEM;PL
sing	غن	sing	غَن	N;INDF;MASC;SG	
sing	اغني	sing	اغني	N;INDF;MASC;SG	
sing	يغني	sing	غَنَّى	N;INDF;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
sing	غني	sing	غَنِّيّ	N;INDF;MASC;SG	
mont	مونت	mont	مونت	N;INDF;MASC;SG	
løv	يترك	løv	تَرَك	N;INDF;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
bevaring	الحفظ	bevaring	حِفظ	N;INDF;FEM;SG	N;NOM;DEF;SG
bevaring	الحفاظ	bevaring	حِفَاظ	N;INDF;FEM;SG	N;NOM;DEF;SG
bevaring	المحافظة	bevaring	مُحَافَظَة	N;INDF;FEM;SG	N;NOM;DEF;SG
bevaring	الابقاء	bevaring	بَقِين	N;INDF;FEM;SG	N;NOM;DEF;PL
bevaring	الاحتفاظ	bevaring	اِحتِفَاظ	N;INDF;FEM;SG	N;NOM;DEF;SG
lojalitet	الاخلاص	lojalitet	خَلَص	N;INDF;MASC;SG	N;NOM;DEF;SG
lojalitet	وفاء	lojalitet	وفاء	N;INDF;MASC;SG	
lojalitet	الولاء	lojalitet	وَلَاء	N;INDF;MASC;SG	N;NOM;DEF;SG
greie	الشيء	greie	شَيء	N;INDF;FEM;SG	N;NOM;DEF;SG
kostnader	التهم	kostnad	اِلتَهَم	N;INDF;MASC;PL	
kostnader	التكاليف	kostnad	تَكلِيف	N;INDF;MASC;PL	N;NOM;DEF;PL
kostnader	الكلفة	kostnad	كُلفَة	N;INDF;MASC;PL	N;NOM;DEF;SG
kostnader	التكلفة	kostnad	تَكلِفَة	N;INDF;MASC;PL	N;NOM;DEF;SG
kostnader	التكاليف	kostnad	تَكلِيف	N;INDF;MASC;PL	N;NOM;DEF;PL
kostnader	تكلفة	kostnad	تَكلِفَة	N;INDF;MASC;PL	N;NOM;INDF;SG
gestapo	الجستابو	gestapo	جِستَابُو	N;INDF;MASC;SG	
konklusjon	النتائج	konklusjon	نَتِيجَة	N;INDF;MASC;SG	N;NOM;DEF;PL
konklusjon	الاستنتاجات	konklusjon	اِستِنتَاج	N;INDF;MASC;SG	N;NOM;DEF;PL
konklusjon	استنتاجات	konklusjon	اِستِنتَاج	N;INDF;MASC;SG	N;NOM;INDF;PL
konklusjon	الخلاصة	konklusjon	خَلَاصَة	N;INDF;MASC;SG	N;NOM;DEF;SG
konklusjon	الخاتمة	konklusjon	خَاتِم	N;INDF;MASC;SG	N;NOM;DEF;SG
konklusjon	الختام	konklusjon	خِتَام	N;INDF;MASC;SG	N;NOM;DEF;SG
konklusjon	الاستنتاج	konklusjon	اِستِنتَاج	N;INDF;MASC;SG	N;NOM;DEF;SG
innsatte	النزلاء	innsatte	نُزلَاء	ADJ;PL;V.PTCP	N;NOM;DEF;PL
tviler	الشك	tvile	شَكّ	N;INDF;FEM;PL	N;NOM;DEF;SG
tviler	اشك	tvile	شَكّ	N;INDF;FEM;PL	
tviler	شك	tvile	شَكّ	N;INDF;FEM;PL	N;NOM;INDF;SG
cao	ساو	cao	ساو	N	
cao	تساو	cao	تساو	N	
cao	كاو	cao	كاو	N	
mussolini	موسوليني	mussolini	موسوليني	N;INDF;MASC;SG	
grus	الحصى	grus	حَصِيَّة	N;INDF;MASC;SG	
derek	ديريك	derek	دِيرِيك	N;INDF;MASC;SG	
skyggen	ظل	skygg	ظَلّ	N;DEF;MASC;SG	V;PFV;MASC;SG;3;ACT
