יובנטוס	juventus	יובנטוס	juventus	PROPN	N;MASC;SG
נופש	férias	נופש	férias	N;MASC;SG	N;FEM;PL
נופש	resorts	נופש	resort	N;MASC;SG	N;MASC;PL
נופש	estâncias	נופש	estância	N;MASC;SG	N;FEM;PL
טימור	timor	טימור	timor	PROPN	N;MASC;SG
טימור	timur	טימור	timur	PROPN	N;MASC;SG
הביולוגי	biológica	הביולוגי	biológico	PROPN	ADJ;FEM;SG
הביולוגי	biológicas	הביולוגי	biológico	PROPN	N;FEM;PL
הביולוגי	biológicos	הביולוגי	biológico	PROPN	ADJ;MASC;PL
הביולוגי	biológico	הביולוגי	biológico	PROPN	ADJ;MASC;SG
יריחו	jericho	יריחו	jericho	PROPN	N;MASC;SG
יריחו	jericó	יריחו	jericó	PROPN	N;MASC;SG
אלמנט	elementos	אלמנט	elemento	N;MASC;SG	N;MASC;PL
הירידה	ascendência	הירידה	ascendência	V;FEM;SG;3;PST;ACT	N;FEM;SG
הירידה	descida	הירידה	descida	V;FEM;SG;3;PST;ACT	N;FEM;SG
גומי	borracha	גומי	borracha	PROPN	N;FEM;SG
הארכיון	arquivar	הארכיון	arquivar	N;MASC;SG	V;NFIN
ריהאנה	rihanna	ריהאנה	rihanna	PROPN	N;FEM;SG
הכיוון	direção	הכיוון	direção	PROPN	N;FEM;SG
הכיוון	direcção	הכיוון	direcção	PROPN	N;FEM;SG
משיח	messias	משיח	messia	PROPN	N;MASC;SG
ללבוש	desgaste	לבש	desgastar	V;NFIN;ACT	N;MASC;SG
משגר	lançando	משגר	lançar	N;MASC;SG	V;V.MSDR
רייגן	regan	רייגן	regan	PROPN	N;MASC;SG
רייגן	reagan	רייגן	reagan	PROPN	N;MASC;SG
סנטיאגו	santiago	סנטיאגו	santiago	PROPN	N;MASC;SG
אמיתיים	real	אמיתי	real	ADJ;MASC;PL	N;MASC;SG
אמיתיים	verdadeiro	אמיתי	verdadeiro	ADJ;MASC;PL	ADJ;MASC;SG
אמיתיים	reais	אמיתי	real	ADJ;MASC;PL	N;MASC;PL
אמיתיים	verdadeira	אמיתי	verdadeiro	ADJ;MASC;PL	ADJ;FEM;SG
נוב	nov	נוב	nov		N;MASC;SG
נוב	nob	נוב	nob		N;MASC;SG
דורה	dora	דורה	dora	PROPN	N;FEM;SG
דורה	dura	דורה	durar	PROPN	V;IND;SG;3;PRS;FIN
ברן	bren	ברן	bren	PROPN	N;MASC;SG
ברן	berna	ברן	berna	PROPN	N;FEM;SG
ברן	bern	ברן	bern	PROPN	N;MASC;SG
שינויי	mudanças	שינוי	mudança	ADJ;MASC;PL	N;FEM;PL
שינויי	alterações	שינוי	alteração	ADJ;MASC;PL	N;FEM;PL
שינויי	modificações	שינוי	modificação	ADJ;MASC;PL	N;FEM;PL
מונעת	preventivo	מנע	preventivo	V;FEM;SG;V.PTCP	ADJ;MASC;SG
מונעת	preventiva	מנע	preventivo	V;FEM;SG;V.PTCP	N;FEM;SG
אריות	lions	אריה	lions	N;FEM;PL	N;MASC;SG
לאום	nacionalidade	לאום	nacionalidade		N;FEM;SG
ורוד	pink	ורוד	pink		N;MASC;SG
ורוד	rosa	ורוד	rosa		N;FEM;SG
דריה	daria	דריה	dar	PROPN	V;COND;SG;3;FIN
טנסי	tennessee	טנסי	tennessear	PROPN	N;MASC;SG
כפוף	subordinado	כפוף	subordinar	ADJ;MASC;SG	V;MASC;SG;V.PTCP
כפוף	subordinada	כפוף	subordinado	ADJ;MASC;SG	V;FEM;SG;V.PTCP
כפוף	subordinados	כפוף	subordinar	ADJ;MASC;SG	V;MASC;PL;V.PTCP
כפוף	bent	כפוף	bent	ADJ;MASC;SG	N;MASC;SG
כפוף	dobrado	כפוף	dobrar	ADJ;MASC;SG	V;MASC;SG;V.PTCP
בעלים	dona	בעלים	dona	N;MASC;PL	N;FEM;SG
בעלים	proprietária	בעלים	proprietária	N;MASC;PL	N;FEM;SG
בעלים	dono	בעלים	dono	N;MASC;PL	N;MASC;SG
בעלים	proprietário	בעלים	proprietário	N;MASC;PL	N;MASC;SG
קמפיין	campanha	קמפיין	campanha	PROPN	N;FEM;SG
אלישע	elisha	אלישע	elishar	PROPN	N;FEM;SG
מחמד	pet	מחמד	pet		N;MASC;SG
מחמד	bichinho	מחמד	bichinho		N;MASC;SG
מחמד	animais	מחמד	animal		N;MASC;PL
אטומים	átomos	אטום	átomo	ADJ;MASC;PL	N;MASC;PL
מונטריאול	montreal	מונטריאול	montreal	PROPN	N;MASC;SG
סו	sue	סו	sue		N;FEM;SG
סו	soo	סו	ser		N;MASC;SG
נשיאה	presidente	נשיאה	presidente	PROPN	N;MASC;SG
אוטובוסים	ônibus	אוטובוס	ônibus	N;MASC;PL	N;MASC;SG
קלווין	kelvin	קלווין	kelvin	PROPN	N;MASC;SG
קלווין	calvin	קלווין	calvin	PROPN	N;MASC;SG
שובר	cupom	שובר	cupom	PROPN	N;MASC;SG
שובר	quebras	שובר	quebra	PROPN	N;FEM;PL
שובר	quebra	שובר	quebra	PROPN	N;FEM;SG
שובר	pausas	שובר	pausa	PROPN	N;FEM;PL
שובר	intervalos	שובר	intervalo	PROPN	N;MASC;PL
שובר	voucher	שובר	voucher	PROPN	N;MASC;SG
מעניקה	confere	העניק	conferir	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
מעניקה	dá	העניק	dar	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
בורות	ignorante	בורה	ignorante	N;MASC;PL	ADJ;MASC;SG
בורות	ignorância	בורה	ignorância	N;MASC;PL	N;FEM;SG
בורות	desconhecimento	בורה	desconhecimento	N;MASC;PL	N;MASC;SG
יורדת	descendente	ירד	descendente	V;FEM;SG;V.PTCP;ACT	N;MASC;SG
הניח	assumidos	הניח	assumir	V;MASC;SG;3;PST;ACT	V;MASC;PL;V.PTCP
הניח	assumidas	הניח	assumir	V;MASC;SG;3;PST;ACT	V;FEM;PL;V.PTCP
מבינה	entende	מבין	entender	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
מבינה	entenda	מבין	entender	V;FEM;SG;V.PTCP;ACT	V;SBJV;SG;3;PRS;FIN
מעבדה	laboratórios	מעבדה	laboratório	N;FEM;SG	N;MASC;PL
מיזוג	fusão	מיזוג	fusão		N;FEM;SG
מיזוג	concentração	מיזוג	concentração		N;FEM;SG
מיזוג	fusão	מיזוג	fusão		N;FEM;SG
מיזוג	fundir	מיזוג	fundir		V;NFIN
מיזוג	junção	מיזוג	junção		N;FEM;SG
מיזוג	mesclar	מיזוג	mesclar		V;NFIN
מיזוג	mesclagem	מיזוג	mesclagem		N;FEM;SG
מיזוג	fundir	מיזוג	fundir		V;NFIN
מיזוג	mesclagem	מיזוג	mesclagem		N;FEM;SG
מיזוג	condicionado	מיזוג	condicionar		V;MASC;SG;V.PTCP
מיזוג	condicionamento	מיזוג	condicionamento		N;MASC;SG
פארקר	parker	פארקר	parker	PROPN	N;MASC;SG
מעדיפים	prefere	העדיף	preferir	V;MASC;PL;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
מעדיפים	prefiro	העדיף	preferir	V;MASC;PL;V.PTCP;ACT	V;IND;SG;1;PRS;FIN
מעדיפים	prefira	העדיף	preferir	V;MASC;PL;V.PTCP;ACT	V;SBJV;SG;3;PRS;FIN
הוחזר	recuperados	הוחזר	recuperar	V;MASC;SG;3;PST;PASS	V;MASC;PL;V.PTCP
שליליות	negativa	שלילי	negativa	ADJ;FEM;PL	N;FEM;SG
שליליות	negativos	שלילי	negativo	ADJ;FEM;PL	N;MASC;PL
שליליות	negativo	שלילי	negativo	ADJ;FEM;PL	ADJ;MASC;SG
שליליות	negatividade	שלילי	negatividade	ADJ;FEM;PL	N;FEM;SG
גרנדה	granada	גרנדה	granada	PROPN	N;FEM;SG
גרנדה	grande	גרנדה	grande	PROPN	ADJ;MASC;SG
גרנדה	granada	גרנדה	granada	PROPN	N;FEM;SG
שפע	fartura	שפע	fartura		N;FEM;SG
שפע	abundância	שפע	abundância		N;FEM;SG
שפע	fartura	שפע	fartura		N;FEM;SG
שפע	abundante	שפע	abundante		ADJ;MASC;SG
שפע	abundantes	שפע	abundante		ADJ;MASC;PL
מקדונלד	macdonald	מקדונלד	macdonald	PROPN	N;MASC;SG
מקדונלד	mcdonald	מקדונלד	mcdonald	PROPN	N;MASC;SG
מקדונלד	mcdonalds	מקדונלד	mcdonald	PROPN	N;MASC;SG
מיין	maine	מיין	maine	PROPN	N;MASC;SG
האף	nariz	האף	nariz		N;MASC;SG
ניה	nia	ניה	nia		N;MASC;SG
נוזלי	liquido	נוזלי	líquido	PROPN	N;MASC;SG
נוזלי	líquidos	נוזלי	líquido	PROPN	N;MASC;PL
נוזלי	líquido	נוזלי	líquido	PROPN	ADJ;MASC;SG
נוזלי	líquida	נוזלי	líquido	PROPN	ADJ;FEM;SG
ניומן	newman	ניום	newman	PROPN	N;MASC;SG
בלבול	confusões	בלבול	confusão	N;MASC;SG	N;FEM;PL
פסיפס	mosaico	פסיפס	mosaico	PROPN	N;MASC;SG
פסיפס	mosaicos	פסיפס	mosaico	PROPN	N;MASC;PL
אכילה	alimentando	אכילה	alimentar	N;FEM;SG	V;V.MSDR
אכילה	comendo	אכילה	comer	N;FEM;SG	V;V.MSDR
אכילה	comer	אכילה	comer	N;FEM;SG	V;NFIN
אכילה	comestíveis	אכילה	comestível	N;FEM;SG	N;MASC;PL
סנטר	chin	סנטר	chin	PROPN	N;MASC;SG
סנטר	queixo	סנטר	queixo	PROPN	N;MASC;SG
סנטר	centralizar	סנטר	centralizar	PROPN	V;NFIN
סנטר	centrar	סנטר	centrar	PROPN	V;NFIN
סנטר	centro	סנטר	centro	PROPN	N;MASC;SG
סנטר	center	סנטר	center	PROPN	N;MASC;SG
בון	bon	בון	bon	PROPN	N;MASC;SG
בון	bona	בון	bona	PROPN	N;MASC;SG
בון	bonn	בון	bonn	PROPN	PROPN;MASC;SG
בון	osso	בון	osso	PROPN	N;MASC;SG
בון	ossos	בון	osso	PROPN	N;MASC;PL
בון	bone	בון	bone	PROPN	N;MASC;SG
בון	boone	בון	boone	PROPN	N;MASC;SG
בון	boon	בון	boon	PROPN	N;MASC;SG
לבוב	lviv	לבוב	lviv	PROPN	N;MASC;SG
סקוטי	scottie	סקוטי	scottiar	PROPN	N;MASC;SG
סקוטי	scottie	סקוטי	scottiar	PROPN	N;MASC;SG
סקוטי	scotty	סקוטי	scotty	PROPN	N;MASC;SG
סקוטי	escócia	סקוטי	escócia	PROPN	N;FEM;SG
סקוטי	escocês	סקוטי	escocês	PROPN	N;MASC;SG
סקוטי	escoceses	סקוטי	escocês	PROPN	N;MASC;PL
סקוטי	escocesa	סקוטי	escocesa	PROPN	N;FEM;SG
סקוטי	scottish	סקוטי	scottish	PROPN	N;MASC;SG
מאל	mal	מאל	mal		ADV
פייסבוק	facebook	פייסבוק	facebook	PROPN	N;MASC;SG
ינאי	yanai	ינאי	yanai	PROPN	N;MASC;SG
מחזאי	dramaturgo	מחזאי	dramaturgo	PROPN	N;MASC;SG
אלמוני	anónimo	אלמוני	anónimo	PROPN	N;MASC;SG
בנין	benim	בניין	benim	PROPN	N;MASC;SG
בנין	benin	בניין	benin	PROPN	N;MASC;SG
מקוריים	originais	מקורי	original	ADJ;MASC;PL	N;MASC;PL
מקוריים	original	מקורי	original	ADJ;MASC;PL	ADJ;MASC;SG
מקוריים	originais	מקורי	original	ADJ;MASC;PL	N;MASC;PL
גאורגי	georgi	גאורגי	georgi	PROPN	N;MASC;SG
חטא	pecador	חטא	pecador	PROPN	N;MASC;SG
חטא	pecado	חטא	pecado	PROPN	N;MASC;SG
חטא	pecar	חטא	pecar	PROPN	V;NFIN
חטא	sin	חטא	sin	PROPN	N;MASC;SG
סולטאן	sultão	סולטאן	sultão	PROPN	N;MASC;SG
סולטאן	sultan	סולטאן	sultan	PROPN	N;MASC;SG
שרף	resinas	שרף	resina	N;MASC;SG	N;FEM;PL
המעי	intestinos	המעי	intestino	PROPN	N;MASC;PL
המעי	intestino	המעי	intestino	PROPN	N;MASC;SG
רצינית	sério	רציני	sério	ADV	ADJ;MASC;SG
רצינית	séria	רציני	sério	ADV	ADJ;FEM;SG
רצינית	serio	רציני	ser	ADV	N;MASC;SG
רצינית	grave	רציני	grave	ADV	ADJ;MASC;SG
דקר	decker	דקר	decker		N;MASC;SG
דקר	dekker	דקר	dekker		N;MASC;SG
הורדת	baixado	הורדה	baixar	N;FEM;SG	V;MASC;SG;V.PTCP
הורדת	transferido	הורדה	transferir	N;FEM;SG	V;MASC;SG;V.PTCP
הורדת	descarregada	הורדה	descarregar	N;FEM;SG	V;FEM;SG;V.PTCP
הורדת	baixada	הורדה	baixado	N;FEM;SG	V;FEM;SG;V.PTCP
הורדת	baixando	הורדה	baixar	N;FEM;SG	V;V.MSDR
סתיו	autumn	סתיו	autumn		N;MASC;SG
סתיו	outono	סתיו	outono		N;MASC;SG
סתיו	fall	סתיו	fall		N;MASC;SG
סתיו	outono	סתיו	outono		N;MASC;SG
סתיו	queda	סתיו	queda		N;FEM;SG
צלילה	mergulhar	צלילה	mergulhar	N;FEM;SG	V;NFIN
צלילה	mergulhar	צלילה	mergulhar	N;FEM;SG	V;NFIN
מקורית	originais	מקורי	original	ADV	N;MASC;PL
מקורית	original	מקורי	original	ADV	ADJ;MASC;SG
באחריות	garantido	באחריות	garantir	PROPN	V;MASC;SG;V.PTCP
באחריות	garantidos	באחריות	garantir	PROPN	V;MASC;PL;V.PTCP
באחריות	garantidas	באחריות	garantir	PROPN	V;FEM;PL;V.PTCP
באחריות	garantida	באחריות	garantir	PROPN	V;FEM;SG;V.PTCP
חמורים	burros	חמור	burro	ADJ;MASC;PL	N;MASC;PL
בואי	vem	בא	vir		V;IND;SG;3;PRS;FIN
בואי	venham	בא	vir		V;SBJV;PL;3;PRS;FIN
בואי	venha	בא	vir		V;SBJV;SG;3;PRS;FIN
מגנוס	magno	מגנוס	magno	PROPN	N;MASC;SG
מגנוס	magnus	מגנוס	magnu	PROPN	N;MASC;SG
מחוברים	ligada	מחובר	ligar	V;MASC;PL;V.PTCP;PASS	V;FEM;SG;V.PTCP
מחוברים	ligado	מחובר	ligar	V;MASC;PL;V.PTCP;PASS	V;MASC;SG;V.PTCP
מחוברים	conectado	מחובר	conectar	V;MASC;PL;V.PTCP;PASS	V;MASC;SG;V.PTCP
פופולריים	popular	פופולרי	popular	ADJ;MASC;PL	ADJ;MASC;SG
מתוקים	sweet	מתוק	sweet	ADJ;MASC;PL	N;MASC;SG
מתוקים	meiga	מתוק	meiga	ADJ;MASC;PL	ADJ;FEM;SG
מתוקים	doces	מתוק	doce	ADJ;MASC;PL	N;MASC;PL
מתוקים	meigo	מתוק	meigo	ADJ;MASC;PL	ADJ;MASC;SG
מתוקים	doce	מתוק	doce	ADJ;MASC;PL	N;MASC;SG
מתוקים	rebuçados	מתוק	rebuçado	ADJ;MASC;PL	N;MASC;PL
מתוקים	doces	מתוק	doce	ADJ;MASC;PL	N;MASC;PL
רבייה	reprodutores	רבייה	reprodutor	N;FEM;SG	N;MASC;PL
קונגרס	congressos	קונגרס	congresso	N;MASC;SG	N;MASC;PL
איזון	equilibrar	איזון	equilibrar	N;MASC;SG	V;NFIN
מכני	mecânico	מכאני	mecânico	PROPN	N;MASC;SG
מכני	mecânicos	מכאני	mecânico	PROPN	N;MASC;PL
מכני	mecânica	מכאני	mecânico	PROPN	N;FEM;SG
חבורות	contusão	חבורה	contusão	N;FEM;PL	N;FEM;SG
מוקדון	macedônia	מוקדון	macedônia	PROPN	N;FEM;SG
פוסק	árbitro	פוסק	árbitro		N;MASC;SG
ייחודיות	único	ייחודי	único	ADJ;FEM;PL	ADJ;MASC;SG
ייחודיות	única	ייחודי	único	ADJ;FEM;PL	ADJ;FEM;SG
דוגמא	exemplo	דוגמה	exemplo		N;MASC;SG
המאפיין	característicos	המאפיין	característico	N;MASC;SG	ADJ;MASC;PL
המאפיין	característico	המאפיין	característico	N;MASC;SG	ADJ;MASC;SG
מתמשך	contínua	התמשך	contínuo	V;MASC;SG;V.PTCP	N;FEM;SG
מתמשך	contínuo	התמשך	contínuo	V;MASC;SG;V.PTCP	N;MASC;SG
מתמשך	contínuas	התמשך	contínuo	V;MASC;SG;V.PTCP	ADJ;FEM;PL
מתמשך	contínuos	התמשך	contínuo	V;MASC;SG;V.PTCP	N;MASC;PL
מתמשך	duradoura	התמשך	duradoura	V;MASC;SG;V.PTCP	ADJ;FEM;SG
מתמשך	duradouras	התמשך	duradoura	V;MASC;SG;V.PTCP	N;FEM;PL
מתמשך	duradouro	התמשך	duradouro	V;MASC;SG;V.PTCP	ADJ;MASC;SG
משערים	especular	משער	especular	N;MASC;PL	V;NFIN
ממציא	inventor	ממציא	inventor	PROPN	N;MASC;SG
שוות	igualar	שווה	igualar	ADJ	V;NFIN
שוות	equal	שווה	equal	ADJ	N;MASC;SG
שוות	igual	שווה	igual	ADJ	N;MASC;SG
שמיני	oitava	שמיני	oitavo	PROPN	N;FEM;SG
שמיני	oitavo	שמיני	oitavo	PROPN	ADJ;MASC;SG
נקי	clear	נקי	clear	ADJ;MASC;SG	N;MASC;SG
נקי	limpar	נקי	limpar	ADJ;MASC;SG	V;NFIN
נקי	limpe	נקי	limpe	ADJ;MASC;SG	V;SBJV;SG;3;PRS;FIN
נקי	limpar	נקי	limpar	ADJ;MASC;SG	V;NFIN
מקנה	mckenna	הקנה	mckenna	V;FEM;SG;V.PTCP;ACT	N;MASC;SG
מיקרו	micro	היקר	micro	PROPN	N;MASC;SG
גורדי	gordie	גורדי	gordie	PROPN	N;MASC;SG
גורדי	gordy	גורדי	gordy	PROPN	N;MASC;SG
שפל	baixos	שפל	baixo	N;MASC;SG	N;MASC;PL
שפל	baixo	שפל	baixo	N;MASC;SG	ADV
ורה	vera	ורה	ver	PROPN	N;FEM;SG
פריץ	fritz	פריץ	fritz	PROPN	N;MASC;SG
העתקה	copiar	העתקה	copiar	N;FEM;SG	V;NFIN
העתקה	copie	העתקה	copie	N;FEM;SG	V;SBJV;SG;3;PRS;FIN
העתקה	copiar	העתקה	copiar	N;FEM;SG	V;NFIN
העתקה	copiando	העתקה	copiar	N;FEM;SG	V;V.MSDR
בניתוח	cirurgicamente	בניתוח	cirurgicamente		ADV
פלין	flynn	פלין	flynn	PROPN	N;MASC;SG
ספירס	lanças	ספירס	lança	PROPN	N;FEM;PL
ספירס	spears	ספירס	spear	PROPN	N;MASC;SG
מעריכים	agradeço	העריך	agradeço	V;MASC;PL;V.PTCP;ACT	V;IND;SG;1;PRS;FIN
סטנפורד	stanford	סטנפורד	stanford	PROPN	N;MASC;SG
הכספי	cáspio	הכסף	cáspio	PROPN	N;MASC;SG
ברצינות	sério	ברצינות	sério	ADV	ADJ;MASC;SG
הוואי	havaí	הוואי	haver	PROPN	N;MASC;SG
הוואי	hawaii	הוואי	hawair	PROPN	N;MASC;SG
הוואי	havai	הוואי	haver	PROPN	N;MASC;SG
חסום	bloqueio	חסום	bloqueio	ADJ;MASC;SG	N;MASC;SG
חסום	bloco	חסום	bloco	ADJ;MASC;SG	N;MASC;SG
חסום	bloquear	חסום	bloquear	ADJ;MASC;SG	V;NFIN
חסום	block	חסום	block	ADJ;MASC;SG	N;MASC;SG
חסום	bloqueada	חסום	bloquear	ADJ;MASC;SG	V;FEM;SG;V.PTCP
חסום	bloqueados	חסום	bloqueado	ADJ;MASC;SG	V;MASC;PL;V.PTCP
חסום	bloqueou	חסום	bloquear	ADJ;MASC;SG	V;IND;SG;3;PST;FIN
חסום	bloqueado	חסום	bloqueado	ADJ;MASC;SG	V;MASC;SG;V.PTCP
וימבלדון	wimbledon	וימבלדון	wimbledon	PROPN	N;MASC;SG
ורד	rose	ורד	rose	PROPN	N;FEM;SG
ורד	rosa	ורד	rosa	PROPN	N;FEM;SG
תפוצה	alcança	תפוצה	alcançar	N;FEM;SG	V;IND;SG;3;PRS;FIN
תפוצה	alcançar	תפוצה	alcançar	N;FEM;SG	V;NFIN
ביצורים	fortificação	ביצורים	fortificação	N;MASC;PL	N;FEM;SG
תפוח	maçã	פפח	maçã		N;FEM;SG
תפוח	maçãs	פפח	maçã		N;FEM;PL
תפוח	maça	פפח	maça		N;FEM;SG
תפוח	apple	פפח	applar		N;FEM;SG
מצרית	egípcio	מצרי	egípcio	ADV	N;MASC;SG
מצרית	egípcia	מצרי	egípcio	ADV	N;FEM;SG
מצרית	egípcios	מצרי	egípcio	ADV	N;MASC;PL
להתאמן	prática	התאמן	prática	V;NFIN	N;FEM;SG
להתאמן	pratica	התאמן	praticar	V;NFIN	N;FEM;SG
לאפס	redefinir	איפס	redefinir	ADV	N;MASC;SG
לאפס	repor	איפס	repor	ADV	V;NFIN
לאפס	reiniciar	איפס	reiniciar	ADV	V;NFIN
מפרש	navegar	מפרש	navegar	N;MASC;SG	V;NFIN
מפרש	velas	מפרש	vela	N;MASC;SG	N;FEM;PL
למרגלות	sopé	למרגל	sopé	ADV	N;MASC;SG
פוטבול	football	None	football	PROPN	N;MASC;SG
פוטבול	futebol	None	futebol	PROPN	N;MASC;SG
מועדפת	favorita	הועדף	favorito	V;FEM;SG;V.PTCP;PASS	N;FEM;SG
מועדפת	favorito	הועדף	favorito	V;FEM;SG;V.PTCP;PASS	N;MASC;SG
מועדפת	preferência	הועדף	preferência	V;FEM;SG;V.PTCP;PASS	N;FEM;SG
מועדפת	preferencial	הועדף	preferencial	V;FEM;SG;V.PTCP;PASS	ADJ;MASC;SG
אחראים	responsável	אחראי	responsável	N;MASC;PL	ADJ;MASC;SG
אחראים	responsáveis	אחראי	responsável	N;MASC;PL	ADJ;MASC;PL
יעקובסון	jacobson	יעקובסון	jacobson	PROPN	N;MASC;SG
רוזנטל	rosenthal	רוזנטל	rosenthal	PROPN	N;MASC;SG
נגזרת	derivação	נגזר	derivação	V;FEM;SG;V.PTCP;MID	N;FEM;SG
מצריים	egipto	מצרי	egipto	N;MASC;PL	N;MASC;SG
מצריים	egito	מצרי	egito	N;MASC;PL	N;MASC;SG
מחסה	abrigo	מחסה	abrigo		N;MASC;SG
ריבר	rio	ריבר	rio	PROPN	N;MASC;SG
קמפבל	campbell	קמפבל	campbell	PROPN	N;MASC;SG
אלבניה	albânia	אלבניה	albânia	PROPN	N;FEM;SG
נצפה	visto	צפה	ver	V;PL;1;PST	PROPN;MASC;SG;V.PTCP
נצפה	visualizado	צפה	visualizar	V;PL;1;PST	V;MASC;SG;V.PTCP
נוזלים	fluido	נוזל	fluido	N;MASC;PL	V;MASC;SG;V.PTCP
אדריאן	adrienne	אדריאן	adriennar	PROPN	N;FEM;SG
אדריאן	adriano	אדריאן	adriano	PROPN	N;MASC;SG
אדריאן	adrian	אדריאן	adrian	PROPN	N;MASC;SG
הפסחא	páscoa	הפסחא	páscoa	PROPN	N;FEM;SG
המכפלה	patriarcas	המכפל	patriarca	N;FEM;SG	N;MASC;PL
רוברטו	roberto	רוברטו	roberto	PROPN	N;MASC;SG
איסטנבול	istambul	איסטנבול	istambul	PROPN	N;MASC;SG
איתור	rastreamento	איתור	rastreamento		N;MASC;SG
איתור	seguimento	איתור	seguimento		N;MASC;SG
איתור	acompanhamento	איתור	acompanhamento		N;MASC;SG
וליאן	julian	וליאן	julian	PROPN	N;MASC;SG
וליאן	juliano	וליאן	juliano	PROPN	N;MASC;SG
וליאן	julián	וליאן	julián	PROPN	N;MASC;SG
גאולה	salvação	גאולה	salvação	PROPN	N;FEM;SG
גאולה	redenção	גאולה	redenção	PROPN	N;FEM;SG
רעה	ruim	רע	ruim		ADJ;MASC;SG
רעה	bad	רע	bad		N;MASC;SG
רעה	mau	רע	mau		ADJ;MASC;SG
רעה	má	רע	má		ADJ;FEM;SG
המסגרת	moldura	המסגרת	moldura	PROPN	N;FEM;SG
המסגרת	frame	המסגרת	frame	PROPN	N;MASC;SG
המסגרת	armação	המסגרת	armação	PROPN	N;FEM;SG
נמרוד	nimrod	נמרוד	nimrodo	PROPN	N;MASC;SG
רוכב	motociclista	רכב	motociclista	PROPN	N;MASC;SG
רוכב	rider	רכב	rider	PROPN	N;MASC;SG
רוחו	rojo	רוחו	rojo		N;MASC;SG
יושבת	sentados	ישב	sentar	V;FEM;SG;V.PTCP;ACT	V;MASC;PL;V.PTCP
עודף	excedente	עודף	excedente		N;MASC;SG
עודף	excedentes	עודף	excedente		N;MASC;PL
עודף	mudar	עודף	mudar		V;NFIN
עודף	mudança	עודף	mudança		N;FEM;SG
עודף	mudanças	עודף	mudança		N;FEM;PL
עודף	troco	עודף	troco		N;MASC;SG
עודף	excesso	עודף	excesso		N;MASC;SG
עודף	excessos	עודף	excesso		N;MASC;PL
העצב	nervo	העצב	nervo		N;MASC;SG
פוסטר	foster	פוסטר	foster	PROPN	N;MASC;SG
אלנבי	allenby	אלנבי	allenby	PROPN	N;MASC;SG
האבל	hubble	האבל	hubble	PROPN	N;MASC;SG
האבל	luto	האבל	luto	PROPN	N;MASC;SG
בלייק	blake	בלייק	blake	PROPN	N;MASC;SG
המשכן	tabernáculo	המשכן	tabernáculo	PROPN	N;MASC;SG
אסר	proibidos	אסר	proibir	V;MASC;SG;3;PST;ACT	V;MASC;PL;V.PTCP
מאבד	perde	מאבד	perder	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
קינן	keenan	קינן	keenan	PROPN	N;MASC;SG
קינן	kenan	קינן	kenan	PROPN	N;MASC;SG
התקדם	avanço	התקדם	avanço	V;MASC;SG;3;PST	N;MASC;SG
התקדם	advance	התקדם	advancer	V;MASC;SG;3;PST	N;MASC;SG
התקדם	adiantamento	התקדם	adiantamento	V;MASC;SG;3;PST	N;MASC;SG
השדות	fields	השדה	field	N;MASC;PL	N;MASC;SG
השתנתה	mudei	השתנה	mudar	V;FEM;SG;3;PST	V;IND;SG;1;PST;FIN
בלעדי	exclusivo	בלעדי	exclusivo	PROPN	ADJ;MASC;SG
בלעדי	exclusividade	בלעדי	exclusividade	PROPN	N;FEM;SG
בלעדי	exclusiva	בלעדי	exclusivo	PROPN	ADJ;FEM;SG
בלעדי	exclusivas	בלעדי	exclusivo	PROPN	ADJ;FEM;PL
בלעדי	exclusivos	בלעדי	exclusivo	PROPN	ADJ;MASC;PL
נשבר	broken	נשבר	broken	V;MASC;SG;3;PST;MID	N;MASC;SG
סיציליה	sicilia	סיציליה	sicilia	PROPN	N;MASC;SG
סיציליה	sicília	סיציליה	sicília	PROPN	N;FEM;SG
איליה	ilya	איליה	ilya	PROPN	PROPN;MASC;SG
איליה	elia	איליה	elea	PROPN	N;MASC;SG
נעלמו	gone	נעלם	gone	V;PL;3;PST;MID	N;MASC;SG
נעלמו	ido	נעלם	ir	V;PL;3;PST;MID	V;MASC;SG;V.PTCP
נעלמו	sumido	נעלם	sumido	V;PL;3;PST;MID	V;MASC;SG;V.PTCP
נעלמו	desaparecido	נעלם	desaparecer	V;PL;3;PST;MID	V;MASC;SG;V.PTCP
נעלמו	sumiu	נעלם	sumir	V;PL;3;PST;MID	V;IND;SG;3;PST;FIN
נעלמו	desapareceu	נעלם	desaparecer	V;PL;3;PST;MID	V;IND;SG;3;PST;FIN
אוילר	euler	אוילר	euler	PROPN	N;MASC;SG
טיטוס	tito	טיטוס	tito	PROPN	N;MASC;SG
טיטוס	titus	טיטוס	titu	PROPN	N;MASC;SG
הניסוח	trocadilho	הניסוח	trocadilho	PROPN	N;MASC;SG
לואיז	luiz	לואיז	luiz	PROPN	PROPN;MASC;SG
לואיז	louise	לואיז	louise	PROPN	N;FEM;SG
לואיז	luisa	לואיז	luisa	PROPN	N;FEM;SG
לואיז	luísa	לואיז	luísa	PROPN	N;FEM;SG
