偵查	prieskumné	偵查	prieskumný	N	ADJ;NOM;NEUT;SG
調動	mobilita	調動	mobilita	V	N;NOM;FEM;SG
獨唱	solo	獨唱	solo	N	PROPN;ANIM;NOM;MASC;SG
平均	priemer	平均	priemer	ADJ	N;INAN;NOM;MASC;SG
平均	priemerne	平均	priemerne	ADJ	ADV
平均	priemery	平均	priemer	ADJ	N;INAN;NOM;MASC;PL
不敗	neporazený	不敗	porazený	N	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
興奮	teším	興奮	tešiť	N	V;IPFV;IND;SG;1;POS;PRS;FIN
興奮	vzrušený	興奮	vzrušený	N	ADJ;ANIM;NOM;MASC;SG
興奮	nadšená	興奮	nadšený	N	ADJ;NOM;FEM;SG
神龍	drak	神龍	drak	N	PROPN;ANIM;NOM;MASC;SG
希臘	grécke	希臘	grécko	PROPN	ADJ;NOM;NEUT;SG
希臘	gréckom	希臘	grécko	PROPN	ADJ;ESS;NEUT;SG
希臘	grécky	希臘	grécky	PROPN	ADJ;ANIM;NOM;MASC;SG
希臘	grécka	希臘	grécka	PROPN	N;NOM;NEUT;SG
紫外	ultrafialové	紫外	ultrafialový	N	ADJ;NOM;NEUT;SG
大	daisuke	大	daisuk	ADJ	N;NOM;FEM;SG
投注	stávky	投注	stávka	V	N;NOM;FEM;PL
投注	stávok	投注	stávka	V	N;GEN;FEM;PL
大腦	mozgová	大腦	mozgový	N	ADJ;NOM;FEM;SG
孤獨	opustená	孤獨	opustený	N	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
孤獨	opustený	孤獨	opustený	N	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
孤獨	osamelá	孤獨	osamelý	N	ADJ;NOM;FEM;SG
孤獨	osamelo	孤獨	osamieť	N	ADV
孤獨	osamelý	孤獨	osamelý	N	ADJ;ANIM;NOM;MASC;SG
老	veterán	老	veterán	PART	N;ANIM;NOM;MASC;SG
老	veteránov	老	veterán	PART	N;ANIM;GEN;MASC;PL
更低	nižšie	更低	nízko	ADJ	ADV;CMPR
變速	prevodovka	變速	prevodovka	V	N;NOM;FEM;SG
天秤	váhy	天秤	váha	PROPN	N;NOM;FEM;PL
過濾	filtrovať	過濾	filtrovať	N	V;IPFV;POS;NFIN
黃道	zodiac	黃道	zodiac	N	PROPN;ANIM;NOM;MASC;SG
駕駛	kokpite	駕駛	kokpit	V	N;INAN;NOM;MASC;SG
甘地	gándhí	甘地	gándhi	PROPN	N;ANIM;NOM;MASC;SG
救護	sanitka	救護	sanitka	V	N;NOM;FEM;SG
救護	ambulancia	救護	ambulancia	V	N;NOM;FEM;SG
救護	sanitke	救護	sanitka	V	N;DAT;FEM;SG
加法	prísada	加法	prísada	V	N;NOM;FEM;SG
蒸氣	vapor	蒸氣	vapor	N	
提問	otázka	提問	otázka	V	N;NOM;FEM;SG
提問	otazka	提問	otazka	V	INTJ
提問	otázku	提問	otázka	V	N;ACC;FEM;SG
弱勢	zraniteľných	弱勢	zraniteľný	N	ADJ;GEN;MASC;PL
弱勢	zraniteľné	弱勢	zraniteľný	N	ADJ;NOM;NEUT;SG
弱勢	zraniteľná	弱勢	zraniteľný	N	ADJ;NOM;FEM;SG
弱勢	zraniteľný	弱勢	zraniteľný	N	ADJ;ANIM;NOM;MASC;SG
開羅	káhire	開羅	káhira	PROPN	N;INAN;NOM;MASC;SG
服從	poslušnosť	服從	poslušnosť	V	N;NOM;FEM;SG
水力	vodná	水力	vodný	N	ADJ;NOM;FEM;SG
水力	hydro	水力	hydro	N	PROPN;ANIM;NOM;MASC;SG
水力	hydraulické	水力	hydraulický	N	ADJ;NOM;NEUT;SG
向	slnečnice	向	slnečnica	ADP	N;NOM;FEM;PL
轉讓	presun	轉讓	presun	V	N;INAN;NOM;MASC;SG
轉讓	prenos	轉讓	prenos	V	N;INAN;NOM;MASC;SG
轉讓	prevod	轉讓	prevod	V	N;INAN;NOM;MASC;SG
轉讓	priradenie	轉讓	priradenie	V	N;NOM;NEUT;SG
轉讓	pridelenie	轉讓	pridelenie	V	N;NOM;NEUT;SG
轉讓	pridelenia	轉讓	pridelenie	V	N;NOM;NEUT;PL
轉讓	úlohy	轉讓	úloha	V	N;NOM;FEM;PL
轉讓	prevody	轉讓	prevoda	V	N;INAN;NOM;MASC;PL
轉讓	presuny	轉讓	presun	V	N;INAN;NOM;MASC;PL
轉讓	transfery	轉讓	transfer	V	N;INAN;NOM;MASC;PL
轉讓	prenosy	轉讓	prenos	V	N;INAN;NOM;MASC;PL
駐軍	garrison	駐軍	garrison	N	PROPN;ANIM;NOM;MASC;SG
反對	nesúhlas	反對	nesúhlas	V	N;INAN;NOM;MASC;SG
反對	opozície	反對	opozícia	V	N;NOM;FEM;PL
反對	opozícia	反對	opozícia	V	N;NOM;FEM;SG
冒犯	urážlivé	冒犯	urážlivý	V	ADJ;NOM;NEUT;SG
緯度	lat	緯度	lat	N	
靈活	flexibilita	靈活	flexibilita	ADJ	N;NOM;FEM;SG
靈活	flexibilitu	靈活	flexibilita	ADJ	N;ACC;FEM;SG
靈活	flexibility	靈活	flexibilita	ADJ	N;NOM;FEM;PL
靈活	pružnosť	靈活	pružnosť	ADJ	N;NOM;FEM;SG
薩姆	sama	薩姆	sám	PROPN	DET;NOM;FEM;SG
薩姆	same	薩姆	sám	PROPN	N;NOM;MASC;SG
薩姆	sam	薩姆	sam	PROPN	PROPN;ANIM;NOM;MASC;SG
扣留	zadržiavanie	扣留	zadržiavanie	V	N;NOM;NEUT;SG
扣留	zrážkovej	扣留	zrážkový	V	ADJ;GEN;FEM;SG
凍結	zmrazený	凍結	zmrazený	V	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
凍結	zmrazené	凍結	zmrazený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
凍結	mrazené	凍結	mrazený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
凍結	zmrazenie	凍結	zmrazenie	V	N;NOM;NEUT;SG
凍結	zmrazenie	凍結	zmrazenie	V	N;NOM;NEUT;SG
副	skopírovať	副	skopírovať	PART	V;POS;NFIN
副	kopírovať	副	kopírovať	PART	V;IPFV;POS;NFIN
副	kópia	副	kópia	PART	N;NOM;FEM;SG
副	kópie	副	kópia	PART	N;NOM;FEM;PL
快	rýchlik	快	rýchlik	ADJ	PROPN;ANIM;NOM;MASC;SG
停工	lockout	停工	lockout	V	N;INS;FEM;SG
停工	blokovanie	停工	blokovanie	V	N;NOM;NEUT;SG
橫向	horizontálny	橫向	horizontálny	N	ADJ;INAN;NOM;MASC;SG
橫向	horizontálne	橫向	horizontálne	N	ADV
橫向	horizontálna	橫向	horizontálny	N	ADJ;NOM;FEM;SG
橫向	bočné	橫向	bočný	N	ADJ;NOM;NEUT;SG
橫向	bočný	橫向	bočný	N	ADJ;ANIM;NOM;MASC;SG
水壩	dam	水壩	dam	N	
典範	príkladné	典範	príkladný	N	ADJ;NOM;NEUT;SG
雄心	ambiciózny	雄心	ambiciózny	N	ADJ;ANIM;NOM;MASC;SG
雄心	ambicióznych	雄心	ambiciózny	N	ADJ;GEN;MASC;PL
雄心	ambiciózne	雄心	ambiciózne	N	ADJ;NOM;NEUT;SG
癱瘓	ochrnutý	癱瘓	ochrnutý	N	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
航運	poštovné	航運	poštovný	N	ADJ;NOM;NEUT;SG
航運	shipping	航運	shipping	N	INTJ
開關	prepínače	開關	prepínač	V	N;INAN;NOM;MASC;PL
開關	prepínač	開關	prepínač	V	N;INAN;NOM;MASC;SG
開關	spínač	開關	spínač	V	N;INAN;NOM;MASC;SG
扣除	odpočítané	扣除	odpočítaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
以色列	izraelčania	以色列	izraelčanie	PROPN	N;ANIM;NOM;MASC;PL
錄取	prijatie	錄取	prijatie	V	N;NOM;NEUT;SG
肯亞	keňa	肯亞	keň	PROPN	PROPN;ANIM;NOM;MASC;SG
肯亞	keni	肯亞	keni	PROPN	
扔	hod	扔	hod	V	
巧合	náhody	巧合	náhod		N;NOM;FEM;PL
巧合	náhoda	巧合	náhod		N;NOM;FEM;SG
代謝	metabolizmus	代謝	metabolizmus	V	N;INAN;NOM;MASC;SG
代謝	metabolizmu	代謝	metabolizmus	V	N;INAN;GEN;MASC;SG
代謝	metabolické	代謝	metabolický	V	ADJ;NOM;NEUT;SG
代謝	metabolickej	代謝	metabolický	V	ADJ;GEN;FEM;SG
大	nahlas	大	nahlas	PART	ADV
大	hlasné	大	hlasný	PART	ADJ;NOM;NEUT;SG
大	hlasno	大	hlasno	PART	ADV
堪薩斯	kansas	堪薩斯	kansas	PROPN	PROPN;ANIM;NOM;MASC;SG
堪薩斯	kansase	堪薩斯	kansas	PROPN	N;NOM;MASC;SG
進食	kŕmenia	進食	kŕmenie	V	N;NOM;NEUT;PL
進食	kŕmenie	進食	kŕmenie	V	N;NOM;NEUT;SG
進食	jedenie	進食	jedenie	V	N;NOM;NEUT;SG
進食	stravovanie	進食	stravovanie	V	N;NOM;NEUT;SG
新	nábor	新	nábor	PART	N;INAN;NOM;MASC;SG
上線	pripojený	上線	pripojený	V	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
上線	online	上線	onlina	V	N;NOM;FEM;PL
老年	starší	老年	starý	N	ADJ;ANIM;NOM;CMPR;MASC;SG
幸存	preživších	幸存	preživý	V	ADJ;ANIM;GEN;MASC;PL
水災	povodňovej	水災	povodňový	N	ADJ;GEN;FEM;SG
煎	fry	煎	fry	N	PROPN;ANIM;NOM;MASC;SG
遙控	diaľkové	遙控	diaľkový	N	ADJ;NOM;NEUT;SG
遙控	vzdialený	遙控	vzdialený	N	ADJ;ANIM;NOM;MASC;SG
遙控	vzdialené	遙控	vzdialený	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
輝煌	geniálne	輝煌	geniálny	N	ADV
多餘	navyše	多餘	navyše	ADV	PART
多餘	extra	多餘	extra	ADV	N;INAN;NOM;MASC;SG
多餘	nadbytočné	多餘	nadbytočný	ADV	ADJ;NOM;NEUT;SG
多餘	nadbytočné	多餘	nadbytočný	ADV	ADJ;NOM;NEUT;SG
多餘	prepustených	多餘	prepustený	ADV	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
多餘	nadmerné	多餘	nadmerný	ADV	ADJ;NOM;NEUT;SG
多餘	prebytok	多餘	prebytok	ADV	N;INAN;NOM;MASC;SG
多餘	nadbytok	多餘	nadbytok	ADV	N;INAN;NOM;MASC;SG
受害	obetí	受害	obetie	V	N;NOM;NEUT;PL
受害	obete	受害	obete	V	N;INAN;NOM;MASC;PL
受害	obeť	受害	obeť	V	N;NOM;FEM;SG
受害	obeťou	受害	obeť	V	N;INS;FEM;SG
美學	estetické	美學	estetický	N	ADJ;NOM;NEUT;SG
季刊	štvrťročné	季刊	štvrťročný	N	ADJ;NOM;NEUT;SG
上級	nadriadený	上級	nadriadený	N	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
震動	otras	震動	otras	V	N;INAN;NOM;MASC;SG
震動	tremor	震動	tremor	V	N;INAN;NOM;MASC;SG
震動	otrasy	震動	otras	V	N;INAN;NOM;MASC;PL
震動	tras	震動	tras	V	N;GEN;FEM;PL
震動	vibrácie	震動	vibrácia	V	N;NOM;FEM;PL
震動	vibrácií	震動	vibrácia	V	N;NOM;FEM;PL
病理	patologické	病理	patologický	N	ADJ;NOM;NEUT;SG
嫌犯	podozriví	嫌犯	podozrivie	N	ADJ;ANIM;NOM;MASC;PL
嫌犯	podozrivých	嫌犯	podozrivý	N	ADJ;GEN;MASC;PL
嫌犯	podozrivé	嫌犯	podozrivý	N	ADJ;NOM;NEUT;SG
嫌犯	podozrivý	嫌犯	podozrivý	N	ADJ;ANIM;NOM;MASC;SG
嫌犯	podozrivá	嫌犯	podozrivý	N	ADJ;NOM;FEM;SG
發聲	zvukové	發聲	zvukový	V	ADJ;NOM;NEUT;SG
妨礙	obštrukcia	妨礙	obštrukcia	V	N;NOM;FEM;SG
妨礙	prekážka	妨礙	prekážka	V	N;NOM;FEM;SG
埋伏	prepad	埋伏	prepad	V	N;INAN;NOM;MASC;SG
埋伏	pasca	埋伏	pasca	V	N;NOM;FEM;SG
埋伏	prepadnutie	埋伏	prepadnutie	V	N;NOM;NEUT;SG
抵押	hypotekárne	抵押	hypotekárne	V	ADJ;NOM;NEUT;PL
抵押	hypotéku	抵押	hypoték	V	N;ACC;FEM;SG
抵押	hypotéky	抵押	hypoték	V	N;INAN;NOM;MASC;PL
大	štedré	大	štedrý	ADJ	N;NOM;MASC;PL
扣押	záchvat	扣押	záchvat	V	N;INAN;NOM;MASC;SG
備忘	memorandum	備忘	memoranda	V	N;NOM;NEUT;SG
許可	licenčné	許可	licenčný	V	ADJ;NOM;NEUT;SG
許可	licenciu	許可	licencia	V	N;ACC;FEM;SG
許可	licencia	許可	licencia	V	N;NOM;FEM;SG
許可	povolenia	許可	povolenie	V	N;NOM;NEUT;PL
許可	povolení	許可	povolenie	V	N;NOM;NEUT;PL
許可	preukaz	許可	preukaz	V	N;INAN;NOM;MASC;SG
許可	licencie	許可	licencia	V	N;NOM;FEM;PL
許可	licencia	許可	licencia	V	N;NOM;FEM;SG
許可	povolenie	許可	povolenie	V	N;NOM;NEUT;SG
許可	licencie	許可	licencia	V	N;NOM;FEM;PL
許可	licencií	許可	licencia	V	N;GEN;FEM;PL
巴塞隆納	barcelona	巴塞隆納	barcelon	PROPN	N;INAN;GEN;MASC;SG
強硬	tvrdý	強硬	tvrdý	N	ADJ;ANIM;NOM;MASC;SG
強硬	ťažké	強硬	ťažký	N	ADJ;NOM;NEUT;SG
強硬	tvrdá	強硬	tvrdý	N	ADJ;NOM;FEM;SG
素質	kvalitné	素質	kvalitný	N	ADJ;NOM;NEUT;SG
突變	mutant	突變	mutant	V	N;ANIM;NOM;MASC;SG
突變	mutácie	突變	mutácia	V	N;NOM;FEM;PL
突變	mutácia	突變	mutácia	V	N;NOM;FEM;SG
突變	mutácií	突變	mutácia	V	N;GEN;FEM;PL
突變	mutácie	突變	mutácia	V	N;NOM;FEM;PL
塞內加爾	senegal	塞內加爾	senegať	PROPN	PROPN;INAN;NOM;MASC;SG
琥珀	amber	琥珀	amber	PROPN	PROPN;NOM;FEM;SG
琥珀	oranžová	琥珀	oranžový	PROPN	ADJ;NOM;FEM;SG
象牙	slonoviny	象牙	slonovina	PROPN	N;NOM;FEM;PL
活潑	živá	活潑	živý	N	ADJ;NOM;FEM;SG
活潑	živo	活潑	živo	N	ADV
氙	xenónové	氙	xenónový	N	ADJ;NOM;NEUT;SG
漂	plávajúce	漂	plávajúci	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
失明	slepota	失明	slepota	V	N;NOM;FEM;SG
神田	kanda	神田	kanda	PROPN	N;NOM;MASC;SG
病房	ward	病房	ward	N	PROPN;ANIM;NOM;MASC;SG
突尼西亞	tunisko	突尼西亞	tunisko	PROPN	N;NOM;NEUT;SG
突尼西亞	tunisku	突尼西亞	tunisko	PROPN	N;DAT;NEUT;SG
突尼西亞	tuniska	突尼西亞	tunisko	PROPN	N;NOM;NEUT;SG
突尼西亞	tunise	突尼西亞	tunis	PROPN	N;INAN;NOM;MASC;SG
縱火	podpaľačstvo	縱火	podpaľačstvo	V	N;NOM;NEUT;SG
零星	sporadické	零星	sporadický	N	ADJ;NOM;NEUT;SG
族裔	etnický	族裔	etnický	N	ADJ;INAN;NOM;MASC;SG
族裔	etnických	族裔	etnický	N	ADJ;GEN;MASC;PL
族裔	etnické	族裔	etnický	N	ADJ;NOM;NEUT;SG
族裔	etnického	族裔	etnický	N	ADJ;GEN;NEUT;SG
族裔	etnickej	族裔	etnický	N	ADJ;GEN;FEM;SG
正直	integritu	正直	integrita	ADJ	N;ACC;FEM;SG
正直	integrity	正直	integrita	ADJ	N;NOM;FEM;PL
正直	poctivosť	正直	poctivosť	ADJ	N;NOM;FEM;SG
正直	integrita	正直	integrita	ADJ	N;NOM;FEM;SG
正直	celistvosť	正直	celistvosť	ADJ	N;NOM;FEM;SG
乙烯	etylén	乙烯	etylén	N	ADJ;NOM;MASC;SG
鈉	sodný	鈉	sodný	N	ADJ;ANIM;NOM;MASC;SG
傷心	smutno	傷心	smutno	N	ADV
傷心	smutné	傷心	smutný	N	ADJ;NOM;NEUT;SG
傷心	smutne	傷心	smutne	N	ADV
傷心	smutná	傷心	smutný	N	ADJ;NOM;FEM;SG
敦促	nutkanie	敦促	nutkanie	V	N;NOM;NEUT;SG
固態	pevný	固態	pevný	N	ADJ;ANIM;NOM;MASC;SG
固態	pevné	固態	pevný	N	ADJ;NOM;NEUT;SG
固態	pevná	固態	pevný	N	ADJ;NOM;FEM;SG
避難	azyl	避難	azyl	V	N;INAN;NOM;MASC;SG
避難	útočisko	避難	útočisko	V	N;NOM;NEUT;SG
唐人	chinatown	唐人	chinatonný	PROPN	N;NOM;FEM;SG
延誤	meškanie	延誤	meškanie	V	N;NOM;NEUT;SG
延誤	oneskorenie	延誤	oneskorenie	V	N;NOM;NEUT;SG
延誤	zdržanie	延誤	zdržanie	V	N;NOM;NEUT;SG
延誤	meškanie	延誤	meškanie	V	N;NOM;NEUT;SG
延誤	omeškania	延誤	omeškanie	V	N;NOM;NEUT;PL
延誤	meškania	延誤	meškanie	V	N;NOM;NEUT;PL
延誤	oneskorenie	延誤	oneskorenie	V	N;NOM;NEUT;SG
延誤	oneskorenia	延誤	oneskorenie	V	N;NOM;NEUT;PL
延誤	meškanie	延誤	meškanie	V	N;NOM;NEUT;SG
延誤	oneskorené	延誤	oneskorený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
延誤	oneskorenie	延誤	oneskorenie	V	N;NOM;NEUT;SG
獲利	profit	獲利	profit	V	N;INAN;NOM;MASC;SG
獲利	zisku	獲利	ziska	V	N;INAN;GEN;MASC;SG
獲利	zisk	獲利	zisk	V	N;INAN;NOM;MASC;SG
獲利	rentabilita	獲利	rentabilita	V	N;NOM;FEM;SG
愛滋	aids	愛滋	aids	N	
無窮	nekonečne	無窮	nekonečne	ADJ	ADV
無窮	nekonečna	無窮	nekonečno	ADJ	ADV
加固	posilnenie	加固	posilnenie	V	N;NOM;NEUT;SG
加固	posilňovanie	加固	posilňovanie	V	N;NOM;NEUT;SG
新	kenozoikum	新	kenozoikum	PART	N;NOM;NEUT;SG
打字	písania	打字	písanie	V	N;NOM;NEUT;PL
打字	písanie	打字	písanie	V	N;NOM;NEUT;SG
寫入	písanie	寫入	písanie	V	N;NOM;NEUT;SG
有色	farebné	有色	farebný	N	ADJ;NOM;NEUT;SG
有色	farebný	有色	farebný	N	ADJ;ANIM;NOM;MASC;SG
黑社	gangster	黑社	gangster	N	PROPN;ANIM;NOM;MASC;SG
競爭	konkurenčné	競爭	konkurenčný	V	ADJ;NOM;NEUT;SG
競爭	súťažné	競爭	súťažný	V	ADJ;NOM;NEUT;SG
競爭	konkurenčný	競爭	konkurenčný	V	ADJ;ANIM;NOM;MASC;SG
競爭	konkurencieschopnosti	競爭	konkurencieschopnosť	V	N;NOM;FEM;PL
競爭	konkurencieschopnosť	競爭	konkurencieschopnosť	V	N;NOM;FEM;SG
過境	tranzitný	過境	tranzitný	N	ADJ;INAN;NOM;MASC;SG
矩形	pravouhlých	矩形	pravouhlý	N	ADJ;GEN;MASC;PL
野蠻	savage	野蠻	savaga	N	PROPN;ANIM;NOM;MASC;SG
野蠻	divoký	野蠻	divoký	N	ADJ;ANIM;NOM;MASC;SG
野蠻	barbarské	野蠻	barbarský	N	ADJ;NOM;NEUT;SG
野蠻	brutálna	野蠻	brutálny	N	ADJ;NOM;FEM;SG
野蠻	brutálny	野蠻	brutálny	N	ADJ;ANIM;NOM;MASC;SG
野蠻	brutálne	野蠻	brutálne	N	ADV
火腿	ham	火腿	ham	N	PROPN;ANIM;NOM;MASC;SG
毆打	útok	毆打	útok		N;INAN;NOM;MASC;SG
毆打	napadnutie	毆打	napadnutie		N;NOM;NEUT;SG
毆打	biť	毆打	biť		V;IPFV;POS;NFIN
毆打	bitky	毆打	bitka		N;NOM;FEM;PL
毆打	bitie	毆打	bitie		N;NOM;NEUT;SG
壁畫	fresco	壁畫	fresco	N	PROPN;ANIM;NOM;MASC;SG
倚	šikmá	倚	šikmo	V	N;NOM;FEM;SG
慈善	filantrop	慈善	filantrop	PROPN	N;ANIM;NOM;MASC;SG
慈善	filantropi	慈善	filantrop	PROPN	N;ANIM;NOM;MASC;PL
葡萄牙	portugalskej	葡萄牙	portugalský	PROPN	ADJ;GEN;FEM;SG
葡萄牙	portugalské	葡萄牙	portugalský	PROPN	ADJ;NOM;NEUT;SG
葡萄牙	portugalská	葡萄牙	portugalský	PROPN	ADJ;NOM;FEM;SG
葡萄牙	portugalský	葡萄牙	portugalský	PROPN	ADJ;ANIM;NOM;MASC;SG
葡萄牙	portugalských	葡萄牙	portugalský	PROPN	ADJ;GEN;MASC;PL
傑克遜	jacksona	傑克遜	jackson	PROPN	N;ANIM;ACC;MASC;SG
傑克遜	jackson	傑克遜	jackson	PROPN	PROPN;ANIM;NOM;MASC;SG
獲釋	prepustená	獲釋	prepustený	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
獲釋	uvoľnená	獲釋	uvoľnený	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
獲釋	uvoľnené	獲釋	uvoľnený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
獲釋	prepustený	獲釋	prepustený	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
梵蒂	vatikán	梵蒂	vatikán	PROPN	N;ANIM;NOM;MASC;SG
寮國	lao	寮國	lao	PROPN	PROPN;ANIM;NOM;MASC;SG
寮國	laos	寮國	laos	PROPN	N;INAN;NOM;MASC;SG
騷亂	nepokoje	騷亂	nepokoj	V	N;INAN;NOM;MASC;PL
騷亂	nepokoje	騷亂	nepokoj	V	N;INAN;NOM;MASC;PL
騷亂	riot	騷亂	riot	V	PROPN;ANIM;NOM;MASC;SG
騷亂	vzbura	騷亂	vzbura	V	N;NOM;FEM;SG
增益	získať	增益	získať	N	V;PFV;POS;NFIN
亞當斯	adams	亞當斯	adams	PROPN	PROPN;ANIM;NOM;MASC;SG
立國	štátnosti	立國	štátnosť	V	N;NOM;FEM;SG
夜行	nočné	夜行	nočný	N	ADJ;NOM;NEUT;SG
摺疊	zložiť	摺疊	zložiť	N	V;PFV;POS;NFIN
摺疊	násobne	摺疊	násobne	N	ADV
不	rozpore	不	rozpor	ADV;NEG	N;INAN;INS;MASC;SG
鷺	heron	鷺	heron	N	PROPN;ANIM;NOM;MASC;SG
稱	označenia	稱	označenie	V	N;NOM;NEUT;PL
稱	určenie	稱	určenie	V	N;NOM;NEUT;SG
稱	označenie	稱	označenie	V	N;NOM;NEUT;SG
瑕疵	chybná	瑕疵	chybný	N	ADJ;NOM;FEM;SG
受益	výhoda	受益	výhoda	V	N;NOM;FEM;SG
受益	úžitok	受益	úžitok	V	N;INAN;NOM;MASC;SG
受益	prínos	受益	prínos	V	N;INAN;NOM;MASC;SG
樂觀	optimistický	樂觀	optimistický	N	ADJ;ANIM;NOM;MASC;SG
俯衝	ponoriť	俯衝	ponoriť	N	V;PFV;POS;NFIN
活著	živá	活著	živý	V	ADJ;NOM;FEM;SG
活著	živý	活著	živý	V	ADJ;ANIM;NOM;MASC;SG
活著	nažive	活著	nažive	V	ADV
遺留	dedičstvo	遺留	dedičstvo	V	N;NOM;NEUT;SG
烹飪	varí	烹飪	variť	N	V;IPFV;IND;SG;3;POS;PRS;FIN
檸檬	citrónová	檸檬	citrónový	N	ADJ;NOM;FEM;SG
摩登	moderné	摩登	moderný	PROPN	ADJ;NOM;NEUT;SG
摩登	moderný	摩登	moderný	PROPN	ADJ;ANIM;NOM;MASC;SG
摩登	moderná	摩登	moderný	PROPN	ADJ;NOM;FEM;SG
裝修	zrekonštruovaný	裝修	zrekonštruovaný	N	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
救濟	úľavy	救濟	úľava	V	N;NOM;FEM;PL
救濟	oslobodenie	救濟	oslobodenie	V	N;NOM;NEUT;SG
配給	prídel	配給	prídel	V	N;INAN;NOM;MASC;SG
配給	prídely	配給	prídel	V	N;INAN;NOM;MASC;PL
配給	prídel	配給	prídel	V	N;INAN;NOM;MASC;SG
群組	group	群組	group	N	
跟蹤	sledovanie	跟蹤	sledovanie	V	N;NOM;NEUT;SG
跟蹤	prenasledovanie	跟蹤	prenasledovanie	V	N;NOM;NEUT;SG
喝酒	nápoj	喝酒	nápoj	V	N;INAN;NOM;MASC;SG
多樣	rôznorodosť	多樣	rôznorodosť	ADJ	N;NOM;FEM;SG
多樣	rozmanitosť	多樣	rozmanitosť	ADJ	N;NOM;FEM;SG
多樣	rozmanitosti	多樣	rozmanitosť	ADJ	N;GEN;FEM;SG
檀	honolulu	檀	honolul	PROPN	N;INAN;NOM;MASC;SG
處置	odstraňovanie	處置	odstraňovanie	V	N;NOM;NEUT;SG
處置	likvidácia	處置	likvidácia	V	N;NOM;FEM;SG
處置	likvidáciu	處置	likvidácia	V	N;ACC;FEM;SG
處置	zneškodnenie	處置	zneškodnenie	V	N;NOM;NEUT;SG
處置	dispozícia	處置	dispozícia	V	N;NOM;FEM;SG
工作	pracovisko	工作	pracovisko	V	N;NOM;NEUT;SG
量度	zmerať	量度	zmerať	N	V;IPFV;POS;NFIN
按	masáže	按	masáž	ADP	N;NOM;FEM;PL
按	masáže	按	masáž	ADP	N;NOM;FEM;PL
按	masáž	按	masáž	ADP	N;NOM;FEM;SG
獵戶	orion	獵戶	orion	N	PROPN;ANIM;NOM;MASC;SG
林	woodland	林	woodland	PROPN	N;NOM;FEM;SG
林	lesy	林	les	PROPN	N;INAN;NOM;MASC;PL
為	preco	為	preco	ADP	INTJ
為	prečo	為	prečo	ADP	ADV
為	načo	為	načo	ADP	PART
煽動	podnecovanie	煽動	podnecovanie	V	N;NOM;NEUT;SG
煽動	podnecovanie	煽動	podnecovanie	V	N;NOM;NEUT;SG
煽動	agitácia	煽動	agitácia	V	N;NOM;FEM;SG
煽動	vzrušenie	煽動	vzrušenie	V	N;NOM;NEUT;SG
煽動	nepokoj	煽動	nepokoj	V	N;INAN;NOM;MASC;SG
煽動	poburovanie	煽動	poburovanie	V	N;NOM;NEUT;SG
應變	kmeň	應變	kmeň	V	N;INAN;NOM;MASC;SG
效用	úžitkové	效用	úžitkový	N	ADJ;NOM;NEUT;SG
保養	udržiavanie	保養	udržiavanie	V	N;NOM;NEUT;SG
保養	zachovanie	保養	zachovanie	V	N;NOM;NEUT;SG
保養	údržba	保養	údržba	V	N;NOM;FEM;SG
保養	udržiavanie	保養	udržiavanie	V	N;NOM;NEUT;SG
保養	údržby	保養	údržey	V	N;NOM;FEM;PL
保養	údržbu	保養	údržba	V	N;ACC;FEM;SG
奶油	krémová	奶油	krémový	N	ADJ;NOM;FEM;SG
萃取	ťažba	萃取	ťažba	V	N;NOM;FEM;SG
萃取	extrakcia	萃取	extrakcia	V	N;NOM;FEM;SG
萃取	extrakt	萃取	extrakt	V	N;INAN;NOM;MASC;SG
萃取	výťažok	萃取	výťažok	V	N;INAN;NOM;MASC;SG
壓迫	represie	壓迫	represia	V	N;NOM;FEM;PL
壓迫	potláčanie	壓迫	potláčanie	V	N;NOM;NEUT;SG
壓迫	útlaku	壓迫	útlak	V	N;INAN;GEN;MASC;SG
填補	plnenie	填補	plnenie	V	N;NOM;NEUT;SG
丁	klinčeky	丁	klinček	PROPN	N;INAN;NOM;MASC;PL
