페르시아어	персийски	페르시아어	персийски	PROPN	ADJ;INDF;MASC;SG
템플	храмът	템플	храм		N;DEF;MASC;SG
템플	храм	템플	храм		N;INDF;MASC;SG
웰스	уелс	웰스	уелс		PROPN;INDF;MASC;SG
웰스	кладенци	웰스	кладенец		N;INDF;MASC;PL
에덴	идън	에덴	идън		N;INDF;MASC;SG
에덴	едем	에덴	едем		N;INDF;MASC;SG
에덴	еден	에덴	еден		PROPN;INDF;MASC;SG
피보나치	фибоначи	피보나치	фибонач		N;INDF;MASC;PL
에두아르도	едуардо	에두아르+도	едуардо	PROPN	N;INDF;MASC;SG
코브라	кобрата	코브+이+라	кобра		N;DEF;FEM;SG
코브라	кобра	코브+이+라	кобър		N;INDF;FEM;SG
플라톤	платон	플라톤	платон		N;INDF;MASC;SG
그리피스	грифит	그리피스	грифит	PROPN	PROPN;INDF;FEM;SG
그리피스	грифитс	그리피스	грифитс	PROPN	N;INDF;MASC;SG
현미경	микроскоп	현미경	микроскоп	N	ADV
민트	мента	민트	мента		N;INDF;FEM;SG
롤리	рали	롤리	рали	PROPN	N;INDF;NEUT;SG
트로이아	трой	트로이아	трой	PROPN	PROPN;INDF;MASC;SG
트로이아	троя	트로이아	троя	PROPN	N;DEF;MASC;SG
아이튠즈	itunes	아이튠즈	itunes	N	PROPN;INDF;MASC;SG
컨셉	понятие	컨셉	понятие		N;INDF;NEUT;SG
컨셉	концепция	컨셉	концепция		N;INDF;FEM;SG
컨셉	концепции	컨셉	концепция		N;INDF;FEM;PL
컨셉	понятия	컨셉	понят		N;INDF;NEUT;PL
제우스	зевс	제우스	зевс		N;DEF;MASC;SG
긴장	нервна	긴장	нервен	N	ADJ;INDF;FEM;SG
긴장	нервни	긴장	нервен	N	ADJ;INDF;PL
긴장	нервен	긴장	нервен	N	ADJ;INDF;MASC;SG
긴장	нервно	긴장	нервно	N	ADV
워털루	ватерло	워털루	ватерло	PROPN	N;INDF;MASC;SG
지다	джеда	지+다	джед		N;INDF;FEM;SG
노구치	ногучи	노구치	ногуча		N;INDF;MASC;SG
질투	ревнив	질투	ревнив	N	ADJ;INDF;MASC;SG
질투	ревнива	질투	ревнив	N	ADJ;INDF;FEM;SG
안젤로	анджело	안젤+로	анджело	ADV	N;INDF;MASC;SG
안젤로	анджела	안젤+로	анджела	ADV	N;INDF;FEM;SG
원예	градинарство	원예	градинарство		N;INDF;NEUT;SG
지부티	джибути	지부티	джибут	PROPN	N;INDF;FEM;SG
스탠포드	станфорд	스탠포드	станфорд		N;INDF;MASC;SG
개선하기	подобряване	개선+하+기	подобряване	V	N;INDF;NEUT;SG
개선하기	подобряване	개선+하+기	подобряване	V	N;INDF;NEUT;SG
몽골족	монголците	몽골족	монголец	PROPN	N;DEF;MASC;PL
몽골족	монголски	몽골족	монголски	PROPN	ADJ;INDF;MASC;SG
프라이스	цена	프라이스	цена		N;INDF;FEM;SG
프라이스	прайс	프라이스	прайс		PROPN;INDF;MASC;SG
불규칙	нередовни	불규칙	нередовен		ADJ;INDF;PL
스테파니	стефани	스테파니	стефан		N;INDF;MASC;SG
스테파니	стефани	스테파니	стефан		N;INDF;MASC;SG
스테파니	стеф	스테파니	стеф		PROPN;INDF;MASC;SG
킬로그램	килограми	킬로그램	килограм		N;INDF;MASC;PL
킬로그램	килограма	킬로그램	килограм		N;DEF;MASC;SG
킬로그램	килограм	킬로그램	килограм		N;INDF;MASC;SG
두부	тофу	두부	тофу		N;INDF;NEUT;SG
볼프스부르크	волфсбург	볼프스부르크	волфсбург	PROPN	N;INDF;MASC;SG
쿠르드	кюрдистан	쿠르드	кюрдистан	PROPN	N;DEF;MASC;SG
차분한	спокойна	차분+하+ㄴ	спокоен	V	ADJ;INDF;FEM;SG
바니	барни	바니	барен		N;INDF;MASC;PL
아순시온	асунсион	아순+시온	асунсион	PROPN	N;INDF;MASC;SG
기사도	кавалерството	기사+도	кавалерство	ADV	N;DEF;NEUT;SG
디아스	díaz	디아스	díaz	PROPN	PROPN;INDF;MASC;SG
디아스	диас	디아스	диас	PROPN	PROPN;INDF;MASC;SG
디아스	диаз	디아스	диаз	PROPN	PROPN;INDF;FEM;SG
볼리바르	боливар	볼리바르	боливар	PROPN	N;INDF;MASC;SG
엘렌	елен	엘렌	елен		N;INDF;MASC;SG
엘렌	елън	엘렌	елън		PROPN;INDF;FEM;SG
천하무적	непобедим	천하무적	непобедим	N	ADJ;INDF;MASC;SG
천하무적	непобедими	천하무적	непобедим	N	ADJ;INDF;PL
모방	имитация	모방	имитация		N;INDF;FEM;SG
고민	беди	고민	бедя-(се)		N;INDF;FEM;PL
고민	бедите	고민	беда		N;DEF;FEM;PL
그놈	гном	그놈	гном		N;INDF;MASC;SG
약사	фармацевти	약사	фармацевт		N;INDF;MASC;PL
약사	фармацевт	약사	фармацевт		N;INDF;MASC;SG
수프	супа	수프	супа		N;INDF;FEM;SG
수프	чорба	수프	чорба		N;INDF;FEM;SG
수프	супи	수프	суп		N;INDF;FEM;PL
측도	мярка	측도	мярка		N;INDF;FEM;SG
리라	лира	리+라	лира		N;INDF;FEM;SG
리라	лири	리+라	лира		N;INDF;FEM;PL
리라	лира	리+라	лира		N;INDF;FEM;SG
리라	лирата	리+라	лира		N;DEF;FEM;SG
트와일라잇	здрач	트와일라인	здрач	ADV	N;INDF;MASC;SG
나탈리	натали	나탈리	наталя-(се)		PROPN;INDF;FEM;SG
에밀리오	емилио	에밀리오	емилио	PROPN	PROPN;INDF;MASC;SG
우크라이나인	украинци	우크라이+이+인	украинец		N;INDF;MASC;PL
콕스	кокс	콕스	кокс		PROPN;INDF;MASC;SG
초보자	начинаещи	초보자	начинаещ		ADJ;INDF;PL
초보자	новак	초보자	новак		N;INDF;MASC;SG
초보자	начинаещи	초보자	начинаещ		ADJ;INDF;PL
초보자	начинаещ	초보자	начинаещ		ADJ;INDF;MASC;SG
남동	югоизточна	남동	югоизточен		ADJ;INDF;FEM;SG
남동	югоизток	남동	югоизток		N;INDF;MASC;SG
남동	югоизточна	남동	югоизточен		ADJ;INDF;FEM;SG
바부다	барбуда	바부+이+다	барбуд	PROPN	N;INDF;FEM;SG
카슈미르	кашмир	카슈미르	кашмир	PROPN	N;INDF;MASC;SG
블리치	белина	블리치	белина		N;INDF;FEM;SG
수수	сорго	수수	сорго		N;INDF;NEUT;SG
히타이트	хетите	히타이트	хета	PROPN	N;DEF;FEM;PL
히타이트	хетски	히타이트	хетски	PROPN	ADJ;INDF;MASC;SG
버니	бърни	버니	бърн		PROPN;INDF;MASC;SG
토레스	торес	토레스	торес	PROPN	PROPN;INDF;MASC;SG
아스투리아스	астурски	아스투리아스	астурски	PROPN	ADJ;INDF;MASC;SG
에리트레아	еритрея	에리트레아	еритрея	PROPN	N;INDF;FEM;SG
명목	номинална	명목	номинален	N	ADJ;INDF;FEM;SG
명목	номинално	명목	номинално	N	ADV
명목	номинален	명목	номинален	N	ADJ;INDF;MASC;SG
엘비스	елвис	엘비스	елвис		N;INDF;MASC;SG
텔레노벨라	теленовела	텔레노벨+라	теленовел		N;INDF;FEM;SG
귀한	рядко	귀하+ㄴ	рядко		ADV
귀한	редки	귀하+ㄴ	редка		N;INDF;FEM;PL
귀한	рядкост	귀하+ㄴ	рядкост		N;INDF;FEM;SG
리베라	ривера	리베+이+라	ривер		N;INDF;FEM;SG
양수	позитивна	양수	позитивен		ADJ;INDF;FEM;SG
양수	положителен	양수	положителен		ADJ;INDF;MASC;SG
양수	положителни	양수	положителен		ADJ;INDF;PL
양수	положителна	양수	положителен		ADJ;INDF;FEM;SG
양수	положително	양수	положително		ADV
어색한	неловко	어색하+ㄴ	неловък	V	ADV
어색한	непохватен	어색하+ㄴ	непохватен	V	ADJ;INDF;MASC;SG
어색한	неудобно	어색하+ㄴ	неудобно	V	ADV
불가피한	неизбежен	불가피+하+ㄴ	неизбежен	V	ADJ;INDF;MASC;SG
불가피한	неизбежно	불가피+하+ㄴ	неизбежен	V	ADV
불가피한	неизбежна	불가피+하+ㄴ	неизбежен	V	ADJ;INDF;FEM;SG
불가피한	неизбежни	불가피+하+ㄴ	неизбежен	V	ADJ;INDF;PL
바바라	барбара	바바+라	барбар		N;INDF;FEM;SG
콤보	комбинирано	콤보	комбинирам	N	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
레아	рея	레아	рей		N;INDF;MASC;SG
레아	рия	레아	рий		N;INDF;MASC;SG
레아	леа	레아	леа		PROPN;INDF;FEM;SG
아톰	атом	아톰	атом		N;INDF;MASC;SG
아톰	атома	아톰	атом		N;DEF;MASC;SG
마시기	пиене	말+시+기	пиена		N;INDF;NEUT;SG
마시기	пиеш	말+시+기	пия		V;IPFV;IND;SG;2;PRS;FIN;ACT
마시기	пия	말+시+기	пия		V;IPFV;IND;SG;1;PRS;FIN;ACT
마시기	пиенето	말+시+기	пиене		N;DEF;NEUT;SG
마시기	пие	말+시+기	пия		V;IPFV;IND;SG;3;PRS;FIN;ACT
류블랴나	любляна	류블+히+나	любляна	PROPN	N;INDF;FEM;SG
위생	санитарни	위생	санитарен	N	ADJ;INDF;PL
팩터	зин	팩터	зин		PROPN;INDF;MASC;SG
팩터	фактор	팩터	фактор		N;INDF;MASC;SG
팩터	коефициент	팩터	коефициент		N;INDF;MASC;SG
올라프	олаф	올라프	олаф		N;INDF;MASC;SG
아쉬운	леко	아쉽+ㄴ	леко	ADJ	ADV
아쉬운	лесно	아쉽+ㄴ	лесно	ADJ	ADV
인류학	антропологична	인류학	антропологичен	N	ADJ;INDF;FEM;SG
레이어	пластове	레이어	пласт		N;INDF;MASC;PL
레이어	слоеве	레이어	слоева		N;INDF;MASC;PL
레이어	пласт	레이어	пласт		N;INDF;MASC;SG
레이어	слой	레이어	слой		N;INDF;MASC;SG
집착	обсебена	집착	обсебя	N	V;PFV;INDF;FEM;SG;V.PTCP;PASS
집착	обсебени	집착	обсеба	N	V;PFV;INDF;PL;V.PTCP;PASS
집착	вманиачен	집착	вманиачен	N	ADJ;INDF;MASC;SG
집착	обсебен	집착	обсебен	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
음주	пиене	음주	пиена		N;INDF;NEUT;SG
음주	пиеш	음주	пия		V;IPFV;IND;SG;2;PRS;FIN;ACT
음주	пия	음주	пия		V;IPFV;IND;SG;1;PRS;FIN;ACT
음주	пиенето	음주	пиене		N;DEF;NEUT;SG
음주	пие	음주	пия		V;IPFV;IND;SG;3;PRS;FIN;ACT
음주	интоксикация	음주	интоксикация		N;INDF;FEM;SG
스프린트	спринт	스프린트	спринт		N;INDF;MASC;SG
어리석은	глупаво	어리석+ㄴ	глупаво		ADV
호프만	хофман	호프+만	хофман	PROPN	N;INDF;MASC;SG
호프만	хофман	호프+만	хофман	PROPN	N;INDF;MASC;SG
팍스	пакс	팍스	пакс		PROPN;INDF;MASC;SG
패티	пати	패티	пата		PROPN;INDF;FEM;SG
패티	банички	패티	баничка		N;INDF;FEM;PL
패티	пати	패티	пата		PROPN;INDF;FEM;SG
보일러	котел	보이러	котел		N;INDF;MASC;SG
보일러	котли	보이러	котл		N;INDF;FEM;PL
신선	пресни	신선	пресен		ADJ;INDF;PL
신선	прясно	신선	прясно		ADV
신선	свежо	신선	свеж		ADV
신선	свежа	신선	свеж		ADJ;INDF;FEM;SG
신선	пресен	신선	пресен		N;INDF;MASC;SG
신선	фреш	신선	фреш		N;INDF;MASC;SG
에이커	акър	에이커	акър		N;INDF;MASC;SG
에이커	акра	에이커	акра		N;INDF;MASC;SG
광둥어	кантонски	광둥어	кантонски	PROPN	ADJ;INDF;MASC;SG
조차도	дори	조차도	дори		PART
조차도	даже	조차도	даже		PART
가루	пудра	가루	пудра		N;INDF;FEM;SG
가루	прах	가루	прах		N;INDF;MASC;SG
가루	барут	가루	барут		N;INDF;MASC;SG
리히터	рихтер	리히터	рихтер		N;INDF;MASC;SG
아르곤	аргон	아르곤	аргон		N;INDF;MASC;SG
웨슬리	уесли	웨슬리	уесля-(се)		PROPN;INDF;MASC;SG
니제르	нигер	니제르	нигер	PROPN	PROPN;INDF;MASC;SG
퀸시	куинси	퀸시	куинс		N;INDF;MASC;SG
숭배	боготворят	숭배	боготворя	N	V;IPFV;IND;PL;3;PRS;FIN;ACT
독성	токсично	독성	токсично	N	ADV
독성	токсичен	독성	токсичен	N	ADJ;INDF;MASC;SG
독성	токсични	독성	токсичен	N	ADJ;INDF;PL
독성	токсична	독성	токсичен	N	ADJ;INDF;FEM;SG
트릭	трик	트릭	трик		N;INDF;MASC;SG
트릭	фокуси	트릭	фокус		N;INDF;MASC;PL
트릭	трикове	트릭	трик		N;INDF;MASC;PL
코멘트	коментар	코멘트	коментар		N;INDF;MASC;SG
코멘트	коментирайте	코멘트	коментирам		V;IPFV;IMP;PL;2;FIN
코멘트	коментирам	코멘트	коментирам		V;IPFV;IND;SG;1;PRS;FIN;ACT
루안다	луанда	루안+이+다	луанд	PROPN	N;INDF;FEM;SG
휘슬러	уистлър	휘슬르+어	уистлър		N;INDF;MASC;SG
도난	откраднат	돕+이+ㄴ	открадна		V;PFV;IND;PL;3;PRS;FIN;ACT
도난	открадната	돕+이+ㄴ	откраден		ADJ;DEF;FEM;SG
도난	крадени	돕+이+ㄴ	крада		V;IPFV;INDF;PL;V.PTCP;PASS
도난	откраднати	돕+이+ㄴ	открадна		V;PFV;INDF;PL;V.PTCP;PASS
도난	откраднато	돕+이+ㄴ	открадна		V;PFV;INDF;NEUT;SG;V.PTCP;PASS
도난	кражба	돕+이+ㄴ	кражба		N;INDF;FEM;SG
도난	кражби	돕+이+ㄴ	кражба		N;INDF;FEM;PL
유명인	прочут	유명+이+ㄴ	прочут	V	ADJ;INDF;MASC;SG
유명인	известни	유명+이+ㄴ	известен	V	ADJ;INDF;PL
유명인	прочута	유명+이+ㄴ	прочутам-се	V	ADJ;INDF;FEM;SG
유명인	известна	유명+이+ㄴ	известен	V	ADJ;INDF;FEM;SG
유명인	известен	유명+이+ㄴ	известен	V	ADJ;INDF;MASC;SG
웨어	уеър	웨+어	уеър		N;INDF;MASC;SG
그라츠	грац	그라츠	грац	PROPN	PROPN;INDF;MASC;SG
탬파	тампа	탬파	тампа	PROPN	PROPN;INDF;FEM;SG
팔라우	палау	팔라우	палау		N;INDF;MASC;SG
마찰음	проходна	마찰음	проходен	N	ADJ;INDF;FEM;SG
카리스마	харизма	카리스마	харизъм		N;INDF;FEM;SG
카리스마	харизматичен	카리스마	харизматичен		ADJ;INDF;MASC;SG
자치령	доминион	자치령	доминион		N;INDF;MASC;SG
매니토바	манитоба	매니토바	манитоб	PROPN	N;INDF;FEM;SG
헤이	хей	헤+이	хей		INTJ
준수	съобразят	준수	съобразя-се	N	V;PFV;IND;PL;3;PRS;FIN;ACT
티나	тина	티+나	тин		N;INDF;FEM;SG
마스터링	овладяването	마스터링	овладяване		N;DEF;NEUT;SG
마스터링	усъвършенстване	마스터링	усъвършенстване		N;INDF;NEUT;SG
종속	зависима	종속	зависим		ADJ;INDF;FEM;SG
종속	зависими	종속	зависим		ADJ;INDF;PL
종속	зависимо	종속	зависимо		ADV
종속	зависим	종속	завися		N;INDF;MASC;SG
종속	зависимост	종속	зависимост		N;INDF;FEM;SG
종속	зависимостта	종속	зависимост		N;DEF;FEM;SG
볼드윈	болдуин	볼드윈	болдуин		N;INDF;MASC;SG
크레인	кранове	크레인	кран		N;INDF;MASC;PL
크레인	жерав	크레인	жерав		N;INDF;MASC;SG
크레인	крейн	크레인	крейн		PROPN;INDF;MASC;SG
크레인	кран	크레인	кран		N;INDF;MASC;SG
체코어	чешки	체코어	чешка		ADJ;INDF;MASC;SG
체코어	чешката	체코어	чешки		ADJ;DEF;FEM;SG
체코어	чешка	체코어	чешка		ADJ;INDF;FEM;SG
알레그로	алегро	알레그+로	алегро		N;INDF;MASC;SG
젖은	мокра	젖+ㄴ	мокра	V	N;INDF;FEM;SG
젖은	влажна	젖+ㄴ	влажен	V	ADJ;INDF;FEM;SG
젖은	мокър	젖+ㄴ	мокър	V	ADJ;INDF;MASC;SG
젖은	мокри	젖+ㄴ	мокър	V	N;INDF;MASC;PL
젖은	мокро	젖+ㄴ	мокро	V	N;INDF;NEUT;SG
행크	ханк	행크	ханк	PROPN	PROPN;INDF;MASC;SG
싸인	автограф	싸이+ㄴ	автограф		N;INDF;MASC;SG
위임	делегация	위임	делегация		N;INDF;FEM;SG
위임	делегиране	위임	делегиране		N;INDF;NEUT;SG
위임	делегиран	위임	делегирам		V;PFV;INDF;MASC;SG;V.PTCP;PASS
위임	делегирани	위임	делегирам		V;PFV;INDF;PL;V.PTCP;PASS
슈나이더	шнайдер	슈나이더	шнайдер		PROPN;INDF;MASC;SG
프린시페	принсипи	프린시페	принсипя-(се)	PROPN	N;INDF;MASC;SG
걸음	стъпало	걸음	стъпало		N;INDF;NEUT;SG
걸음	стъпка	걸음	стъпка		N;INDF;FEM;SG
걸음	крачка	걸음	крачка		N;INDF;FEM;SG
걸음	стъпала	걸음	стъпало		N;INDF;NEUT;PL
걸음	стъпки	걸음	стъпка		N;INDF;FEM;PL
걸음	стълби	걸음	стълба		N;INDF;FEM;PL
걸음	крачки	걸음	крачка		N;INDF;FEM;PL
세븐틴	седемнадесет	세븐틴	седемнадесет		NUM;INDF;PL
세븐틴	седемнайсет	세븐틴	седемнайсет		N;INDF;MASC;SG
주머니	джобен	주머니	джобен		ADJ;INDF;MASC;SG
주머니	джоб	주머니	джоб		N;INDF;MASC;SG
주머니	джоба	주머니	джоб		N;DEF;MASC;SG
주머니	торбичка	주머니	торбичка		N;INDF;FEM;SG
주머니	кесия	주머니	кесия		N;INDF;FEM;SG
주머니	джобовете	주머니	джоб		N;DEF;MASC;PL
주머니	джобове	주머니	джоб		N;INDF;MASC;PL
덮개	прикритие	덮개	прикритие		N;INDF;NEUT;SG
덮개	корица	덮개	корица		N;INDF;FEM;SG
덮개	покритие	덮개	покритие		N;INDF;NEUT;SG
덮개	покриване	덮개	покриване		N;INDF;NEUT;SG
스펀지	гъбата	스펀지	гъба		N;DEF;FEM;SG
스펀지	гъба	스펀지	гъба		N;INDF;FEM;SG
노키아	nokia	노키아	nokia		PROPN;INDF;MASC;SG
클리프	скала	클리프	скала		N;INDF;FEM;SG
클리프	клиф	클리프	клиф		PROPN;INDF;MASC;SG
톰프슨	томсън	톰프슨	томсън	PROPN	PROPN;INDF;MASC;SG
톰프슨	томпсън	톰프슨	томпсън	PROPN	PROPN;INDF;MASC;SG
파푸아	папуа	파푸아	папуа	PROPN	N;INDF;FEM;SG
록펠러	рокфелер	록펠러	рокфелер	PROPN	N;INDF;MASC;SG
우치	łódź	우치	łódź		PROPN;INDF;MASC;SG
이고르	игор	이고르	игор		PROPN;INDF;MASC;SG
맑음	ясно	맑음	ясно		ADV
맑음	изчистване	맑음	изчистване		N;INDF;NEUT;SG
맑음	слънчев	맑음	слънчев		N;INDF;MASC;SG
맑음	слънчево	맑음	слънчево		ADV
맑음	слънчева	맑음	слънчев		ADJ;INDF;FEM;SG
맑음	съни	맑음	сън		PROPN;INDF;MASC;SG
맑음	слънчеви	맑음	слънчев		ADJ;INDF;PL
직사각형	правоъгълници	직사각형	правоъгълник		N;INDF;MASC;PL
직사각형	правоъгълник	직사각형	правоъгълник		N;INDF;MASC;SG
직사각형	правоъгълна	직사각형	правоъгълен		ADJ;INDF;FEM;SG
재미	забавно	재미	забавно	N	ADV
재미	весело	재미	весело	N	ADV
재미	забавна	재미	забавна	N	ADJ;INDF;FEM;SG
재미	забавен	재미	забавен	N	ADJ;INDF;MASC;SG
히스	хийт	히스	хийт		N;INDF;MASC;SG
미치	мич	미치	мич		PROPN;INDF;MASC;SG
몰수	конфискувани	몰수	конфискувам	N	V;PFV;INDF;PL;V.PTCP;PASS
몰수	конфискува	몰수	конфискувам	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
드라큘라	дракула	드라큘+이+라	дракула		N;INDF;MASC;SG
커크	кърк	커크	кърк		PROPN;INDF;MASC;SG
테오도시우스	теодосий	테오도시우스	теодосий	PROPN	N;INDF;MASC;SG
콘티넨탈	континентална	콘티넨탈	континентален		ADJ;INDF;FEM;SG
브릿지	мостове	브릿지	мост		N;INDF;MASC;PL
브릿지	мостовете	브릿지	мост		N;DEF;MASC;PL
칵테일	коктейл	무테+이+ㄹ	коктейл		N;INDF;MASC;SG
칵테일	коктейлите	무테+이+ㄹ	коктейл		N;DEF;MASC;PL
칵테일	коктейли	무테+이+ㄹ	коктейл		N;INDF;MASC;PL
칵테일	коктейл	무테+이+ㄹ	коктейл		N;INDF;MASC;SG
동남아	югоизточна	동남아	югоизточен		ADJ;INDF;FEM;SG
동남아	югоизток	동남아	югоизток		N;INDF;MASC;SG
카트만두	катманду	카트만두	катманду	PROPN	N;INDF;MASC;SG
프라이	фрай	프라이	фрай		PROPN;INDF;MASC;SG
스팀	пара	스팀	парам-се		N;INDF;FEM;SG
스팀	парна	스팀	парна		N;INDF;FEM;SG
스팀	парата	스팀	пара		N;DEF;FEM;SG
유리카	ерика	유리카	ерик		N;INDF;FEM;SG
마지	мардж	마지	мардж		PROPN;INDF;MASC;SG
하우	хоу	하우	хоу		N;INDF;FEM;SG
하우	хау	하우	хау		N;INDF;FEM;SG
언더우드	ъндърууд	언더우드	ъндърууд		PROPN;INDF;FEM;SG
네이티브	родна	네이티브	роден		ADJ;INDF;FEM;SG
네이티브	местни	네이티브	местен		ADJ;INDF;PL
손잡이	копче	손잡이	копче		N;INDF;NEUT;SG
손잡이	дръжката	손잡이	дръжка		N;DEF;FEM;SG
손잡이	дръжка	손잡이	дръжка		N;INDF;FEM;SG
손잡이	кормилото	손잡이	кормил		N;DEF;NEUT;SG
코코넛	кокос	코코넛	кокос		N;INDF;MASC;SG
고릴라	горилата	고릴라	горял		N;DEF;NEUT;PL
고릴라	горила	고릴라	горя-(се)		N;INDF;FEM;SG
고릴라	горили	고릴라	горя-(се)		N;INDF;MASC;PL
고릴라	горилите	고릴라	горя-(се)		N;DEF;MASC;PL
하마	хипопотам	하마	хипопотам		N;INDF;MASC;SG
하마	хипопотами	하마	хипопотам		N;INDF;FEM;PL
하마	хипопотам	하마	хипопотам		N;INDF;MASC;SG
당뇨병	диабетна	당뇨병	диабетен	N	ADJ;INDF;FEM;SG
비테르보	витербо	비테르보	витербо	PROPN	N;INDF;NEUT;SG
보완	допълва	보완	допълвам		V;IPFV;IND;SG;3;PRS;FIN;ACT
보완	допълване	보완	допълване		N;INDF;NEUT;SG
보완	допълнение	보완	допълнение		N;INDF;NEUT;SG
보완	допълват	보완	допълвам		V;IPFV;IND;PL;3;PRS;FIN;ACT
보완	допълващи	보완	допълвам		ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
웃음	смях	웃음	смях		N;INDF;MASC;SG
웃음	смях	웃음	смях		N;INDF;MASC;SG
웃음	смях	웃음	смях		N;INDF;MASC;SG
웃음	смехът	웃음	смех		N;DEF;MASC;SG
웃음	смях	웃음	смях		N;INDF;MASC;SG
루가	люк	루+가	люк		N;INDF;MASC;SG
콜론	черво	콜론	черво		N;INDF;NEUT;SG
아이유	дете	아이유	дете		N;INDF;NEUT;SG
먹어	яжте	먹+어	ям-(се)		V;IPFV;IMP;PL;2;FIN
먹어	яж	먹+어	яж		V;IPFV;IMP;SG;2;FIN
먹어	ям	먹+어	аз		V;IPFV;IND;SG;1;PRS;FIN;ACT
브랜던	брандън	브던+던	брандън		PROPN;INDF;MASC;SG
브랜던	брендън	브던+던	брендън		N;INDF;MASC;SG
리아	леа	리아	леа		PROPN;INDF;FEM;SG
리아	лея	리아	лея		N;INDF;FEM;SG
리아	лиа	리아	лиа		PROPN;INDF;FEM;SG
리아	лия	리아	лия		PROPN;INDF;FEM;SG
리아	леа	리아	леа		PROPN;INDF;FEM;SG
리아	лиа	리아	лиа		PROPN;INDF;FEM;SG
리아	лия	리아	лия		PROPN;INDF;FEM;SG
품격	класна	품격	класен		ADJ;INDF;FEM;SG
품격	изискано	품격	изискано		V;IPFV;INDF;NEUT;SG;V.PTCP;PASS
프롬	бал	프롬	бал		N;INDF;MASC;SG
프롬	бала	프롬	бала		N;INDF;MASC;SG
프롬	балът	프롬	бал		N;DEF;MASC;SG
프롬	балове	프롬	бал		N;INDF;MASC;PL
루즈벨트	рузвелт	루즈벨트	рузвелт	PROPN	N;INDF;MASC;SG
칠리	чили	칠리	чила		PROPN;INDF;MASC;SG
칠리	чили	칠리	чила		PROPN;INDF;MASC;SG
칠리	люти	칠리	лют		ADJ;INDF;PL
냠냠	вкусно	냠냠	вкусно		ADV
불신	неверие	불신	неверие		N;INDF;NEUT;SG
불신	неверието	불신	неверие		N;DEF;NEUT;SG
불신	неверие	불신	неверие		N;INDF;NEUT;SG
불신	недоверие	불신	недоверие		N;INDF;NEUT;SG
불신	неверието	불신	неверие		N;DEF;NEUT;SG
소크라테스	сократ	소크라테스	сократ	PROPN	N;INDF;MASC;SG
나가기	излизане	나가+기	излизане		N;INDF;NEUT;SG
나가기	изход	나가+기	изход		N;INDF;MASC;SG
나가기	напускане	나가+기	напускане		N;INDF;NEUT;SG
몬테	монте	몬테	монте		PROPN;INDF;MASC;SG
몬테	монти	몬테	монта		N;INDF;MASC;SG
리프트	пукнатината	리프트	пукнатина		N;DEF;FEM;SG
리프트	пукнатина	리프트	пукнатина		N;INDF;FEM;SG
리프트	повдигане	리프트	повдигане		N;INDF;NEUT;SG
도시락	обядът	도시락	обяд		N;DEF;MASC;SG
도시락	обяд	도시락	обяд		N;INDF;MASC;SG
도시락	обед	도시락	обед		N;INDF;MASC;SG
사랑스러운	прекрасен	사랑+스럽+ㄴ	прекрасен	V	ADJ;INDF;MASC;SG
사랑스러운	прекрасни	사랑+스럽+ㄴ	прекрасен	V	ADJ;INDF;PL
사랑스러운	прекрасна	사랑+스럽+ㄴ	прекрасна	V	ADJ;INDF;FEM;SG
데일	дейл	데일	дейл		PROPN;INDF;MASC;SG
미스틱	мистик	미스틱	мистик		N;INDF;MASC;SG
미스틱	мистично	미스틱	мистично		ADV
모리슨	морисън	모리슨	морисън		PROPN;INDF;MASC;SG
표시하기	показване	표시+하+기	показване	V	N;INDF;NEUT;SG
지킨	кийн	지키+ㄴ	кийн		PROPN;INDF;MASC;SG
벨리즈	белиз	벨리즈	белиз	PROPN	PROPN;INDF;FEM;SG
만족	задоволство	만족	задоволство		N;INDF;NEUT;SG
만족	удовлетворение	만족	удовлетворение		N;INDF;NEUT;SG
만족	доволен	만족	доволен		ADJ;INDF;MASC;SG
만족	удовлетворен	만족	удовлетворя-(се)		V;PFV;INDF;MASC;SG;V.PTCP;PASS
만족	удовлетворена	만족	удовлетворя-(се)		V;PFV;INDF;FEM;SG;V.PTCP;PASS
만족	доволни	만족	доволен		ADJ;INDF;PL
등기	регистриран	등기	регистрирам		V;PFV;INDF;MASC;SG;V.PTCP;PASS
등기	регистрирана	등기	регистрирам		V;PFV;INDF;FEM;SG;V.PTCP;PASS
등기	регистрирано	등기	регистрирам		V;PFV;INDF;NEUT;SG;V.PTCP;PASS
등기	регистрирани	등기	регистрирам		V;PFV;INDF;PL;V.PTCP;PASS
코모로	коморските	코모+로	коморски		ADJ;DEF;PL
안젤라	анджела	안젤라	анджела		N;INDF;FEM;SG
활성	активна	활성	активна	N	ADJ;INDF;FEM;SG
활성	активно	활성	активно	N	ADV
활성	активни	활성	активен	N	ADJ;INDF;PL
활성	активен	활성	активен	N	ADJ;INDF;MASC;SG
섹시	секси	섹시	секса		N;INDF;FEM;PL
까마귀	corvus	까마귀	corvus		N
까마귀	гарван	까마귀	гарван		N;INDF;MASC;SG
까마귀	кроу	까마귀	кроу		PROPN;INDF;MASC;SG
까마귀	врана	까마귀	врана		N;INDF;FEM;SG
