renascimento	revival	renascimento	revival	N;MASC;SG	
úteis	użyteczny	útil	użyteczny	N;MASC;PL	ADJ;NOM;MASC;SG;POS;V.PTCP;PASS
úteis	przydatne	útil	przydatny	N;MASC;PL	ADJ;NOM;NEUT;SG
úteis	użyteczne	útil	użyteczny	N;MASC;PL	ADJ;NOM;NEUT;SG
úteis	przydatny	útil	przydatny	N;MASC;PL	ADJ;NOM;MASC;SG
úteis	przydatna	útil	przydatny	N;MASC;PL	ADJ;NOM;FEM;SG
úteis	przydatna	útil	przydatny	N;MASC;PL	ADJ;NOM;FEM;SG
úteis	pomocny	útil	pomocny	N;MASC;PL	ADJ;NOM;MASC;SG
úteis	pomocna	útil	pomocny	N;MASC;PL	ADJ;NOM;FEM;SG
úteis	pomocne	útil	pomocny	N;MASC;PL	ADJ;NOM;NEUT;SG
vaz	vaz	vazer	raz	N;MASC;SG	
passe	podanie	passar	podanie	V;SBJV;SG;3;PRS;FIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
passe	pass	passar	pass	V;SBJV;SG;3;PRS;FIN	
passe	przepustka	passar	przepustka	V;SBJV;SG;3;PRS;FIN	N;NOM;FEM;SG
passe	przełęcz	passar	przełęcz	V;SBJV;SG;3;PRS;FIN	N;NOM;FEM;SG
passe	podaj	passar	podać	V;SBJV;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
anfíbio	płazów	anfíbio	płaz	N;MASC;SG	N;ACC;MASC;PL
remo	remus	remo	remus	N;MASC;SG	
remo	wiosła	remo	wieść	N;MASC;SG	N;NOM;NEUT;PL
remo	remo	remo	remo	N;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
iowa	iowa	iowa	iowa	N;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
silver	srebro	silver	srebro	N;MASC;SG	
silver	srebrny	silver	srebrny	N;MASC;SG	
silver	srebra	silver	srebro	N;MASC;SG	
silver	srebrna	silver	srebrny	N;MASC;SG	
silver	silver	silver	silver	N;MASC;SG	
moça	dziewczyny	moça	dziewczyna	N;FEM;SG	N;NOM;FEM;PL
moça	dziewczyno	moça	dziewczyna	N;FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
moça	dama	moça	dam	N;FEM;SG	
heaven	niebiosa	heaven	niebiosa	N;MASC;SG	
heaven	heaven	heaven	heaven	N;MASC;SG	
heaven	nieba	heaven	niebo	N;MASC;SG	
ralph	ralph	ralph	ralph	N;MASC;SG	PROPN;NOM;MASC;SG
entende	zrozum	entender	zrozum	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
responde	odpowiedz	responder	odpowiedzieć	V;IND;SG;3;PRS;FIN	
responde	odpowiedź	responder	odpowiedź	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
responde	odpowiedz	responder	odpowiedzieć	V;IND;SG;3;PRS;FIN	
responde	odpowiedź	responder	odpowiedź	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
responde	odpowiedz	responder	odpowiedzieć	V;IND;SG;3;PRS;FIN	
georg	georg	georg	georg	N;MASC;SG	PROPN;NOM;MASC;SG
fixo	stał	fixo	stać	N;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
fixo	stały	fixo	stać	N;MASC;SG	V;IPFV;MASC;IND;PL;PST;FIN;ACT
fixo	stała	fixo	stać	N;MASC;SG	V;IPFV;FEM;IND;SG;PST;FIN;ACT
fixo	ustalone	fixo	ustalić	N;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
fixo	ustalona	fixo	ustalić	N;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
fixo	stacjonarny	fixo	stacjonarny	N;MASC;SG	ADJ;NOM;MASC;SG
fixo	stacjonarne	fixo	stacjonarny	N;MASC;SG	ADJ;NOM;NEUT;SG
penas	piór	pena	piór	N;FEM;PL	
penas	pióro	pena	pióro	N;FEM;PL	
penas	piórko	pena	piórko	N;FEM;PL	
segura	sejf	seguro	sejf	ADJ;FEM;SG	N;NOM;MASC;SG
segura	zabezpieczyć	seguro	zabezpieczyć	ADJ;FEM;SG	V;PFV;NFIN;ACT
info	info	info	info	ADJ;FEM;SG	
info	informacje	info	informacja	ADJ;FEM;SG	N;NOM;FEM;PL
info	informacja	info	informacja	ADJ;FEM;SG	N;NOM;FEM;SG
introduzida	wprowadzone	introduzir	wprowadzić	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
introduzida	wprowadzony	introduzir	wprowadzić	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
introduzida	wprowadzona	introduzir	wprowadzić	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
chipre	cypr	chipre	cypra	N;MASC;SG	PROPN;NOM;MASC;SG
falcão	falcon	falcão	falcon	N;MASC;SG	
falcão	hawk	falcão	hawka	N;MASC;SG	
falcão	falcão	falcão	falcão	N;MASC;SG	
capturar	złapanie	capturar	złapać	V;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
santarém	santarém	santar	santar	N;MASC;SG	
saudita	saudyjskiej	saudita	saudyjski	N;FEM;SG	ADJ;GEN;FEM;SG
marítimo	morska	marítimo	morski	N;MASC;SG	ADJ;NOM;FEM;SG
marítimo	morski	marítimo	morski	N;MASC;SG	ADJ;NOM;MASC;SG
marítimo	morskie	marítimo	morski	N;MASC;SG	ADJ;NOM;NEUT;SG
marítimo	morskiego	marítimo	morski	N;MASC;SG	ADJ;ACC;MASC;SG
pen	pen	pen	pen	N;MASC;SG	
pen	długopis	pen	długopis	N;MASC;SG	
pen	pióro	pen	pióro	N;MASC;SG	
inseto	owadów	inseto	owad	N;MASC;SG	N;GEN;MASC;PL
inseto	owady	inseto	owad	N;MASC;SG	N;NOM;MASC;PL
inseto	bug	inseto	bug	N;MASC;SG	
expectativa	oczekiwania	expectativa	oczekiwanie	N;FEM;SG	N;NOM;NEUT;PL
expectativa	oczekiwania	expectativa	oczekiwanie	N;FEM;SG	N;NOM;NEUT;PL
expectativa	oczekiwań	expectativa	oczekiwanie	N;FEM;SG	N;GEN;NEUT;PL
sultão	sultan	sultão	sultan	N;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
gerenciamento	management	gerenciamento	management	N;MASC;SG	
estrangeiras	zagraniczny	estrangeiro	zagraniczny	N;FEM;PL	ADJ;NOM;MASC;SG
estrangeiras	zagranicznych	estrangeiro	zagraniczny	N;FEM;PL	ADJ;GEN;MASC;PL
estrangeiras	obce	estrangeiro	obcy	N;FEM;PL	
estrangeiras	zagraniczna	estrangeiro	zagraniczny	N;FEM;PL	ADJ;NOM;FEM;SG
estrangeiras	zagraniczne	estrangeiro	zagraniczny	N;FEM;PL	ADJ;NOM;NEUT;SG
formados	utworzony	formar	utworzyć	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
formados	utworzona	formar	utworzyć	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
formados	utworzone	formar	utworzyć	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
financiamento	fundusze	financiamento	fundusz	N;MASC;SG	N;NOM;MASC;PL
protesto	protesty	protesto	protest	N;MASC;SG	N;NOM;MASC;PL
pecado	sin	pecado	sin	N;MASC;SG	
craig	craig	craig	craig	N;MASC;SG	PROPN;NOM;MASC;SG
drive	drive	drive	driv	N;MASC;SG	
drive	prowadzić	drive	prowadzić	N;MASC;SG	V;IPFV;NFIN;ACT
burocratas	biurokrata	burocrata	biurokraty	N;MASC;PL	
pensando	myślenia	pensar	myślenie	V;V.MSDR	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
pensando	myślenie	pensar	myślenie	V;V.MSDR	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
wellington	wellington	wellington	wellington	N;MASC;SG	
pilar	pilar	pilar	pilar	N;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
full	pełna	full	pełny	N;MASC;SG	ADJ;NOM;FEM;SG
full	full	full	full	N;MASC;SG	
full	pełne	full	pełny	N;MASC;SG	
full	pełny	full	pełny	N;MASC;SG	ADJ;NOM;MASC;SG
roberts	roberts	robert	roberts	N;MASC;SG	PROPN;NOM;MASC;SG
pato	duck	pato	duck	N;MASC;SG	
pato	kaczki	pato	kaczka	N;MASC;SG	N;ACC;FEM;PL
classificadas	posortowane	classificar	posortować	V;FEM;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
classificadas	sklasyfikowane	classificar	sklasyfikować	V;FEM;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
classificadas	tajne	classificar	tajny	V;FEM;PL;V.PTCP	
classificadas	tajna	classificar	tajny	V;FEM;PL;V.PTCP	N;NOM;FEM;SG
classificadas	tajny	classificar	tajny	V;FEM;PL;V.PTCP	ADJ;NOM;MASC;SG
concreto	konkretne	concreto	konkretny	N;MASC;SG	ADJ;NOM;NEUT;SG
concreto	konkretny	concreto	konkretny	N;MASC;SG	ADJ;NOM;MASC;SG
ama	ama	amar	ama	V;IND;SG;3;PRS;FIN	
ama	niania	amar	niania	V;IND;SG;3;PRS;FIN	
protegido	chroniony	proteger	chronić	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
protegido	chroniona	proteger	chronić	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
protegido	chronione	proteger	chronić	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
protegido	zabezpieczone	proteger	zabezpieczyć	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
protegido	schronienie	proteger	schronienie	V;MASC;SG;V.PTCP	N;NOM;NEUT;SG
protegido	osłonięte	proteger	osłonić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
concedida	udzielone	conceder	udzielić	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
concedida	przyznana	conceder	przyznać	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
concedida	przyznane	conceder	przyznać	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
concedida	przyznany	conceder	przyznać	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
institucional	instytucjonalnych	institucional	instytucjonalny	ADJ;MASC;SG	ADJ;GEN;MASC;PL
square	kwadratowy	square	kwadratowy	N;MASC;SG	ADJ;NOM;MASC;SG
square	square	square	squary	N;MASC;SG	
square	kwadratowe	square	kwadratowy	N;MASC;SG	ADJ;NOM;NEUT;SG
lendas	legend	lenda	legend	N;FEM;PL	
lendas	legendy	lenda	legenda	N;FEM;PL	
emmy	emmy	emmy	emmy	N;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
prato	płytka	prato	płytki	N;MASC;SG	ADJ;NOM;FEM;SG
mixagem	mix	mixagem	mix	N;FEM;SG	
mixagem	mieszać	mixagem	mieszać	N;FEM;SG	V;IPFV;NFIN;ACT
mixagem	wymieszać	mixagem	wymieszać	N;FEM;SG	V;PFV;NFIN;ACT
mixagem	mieszania	mixagem	mieszaniać	N;FEM;SG	
mixagem	mieszanie	mixagem	mieszanie	N;FEM;SG	
anuais	coroczne	anual	coroczny	N;MASC;PL	ADJ;NOM;NEUT;SG
anuais	roczny	anual	roczny	N;MASC;PL	ADJ;NOM;MASC;SG
anuais	roczne	anual	roczny	N;MASC;PL	ADJ;NOM;NEUT;SG
anuais	rocznie	anual	rocznie	N;MASC;PL	ADV
anuais	roczna	anual	roczny	N;MASC;PL	ADJ;NOM;FEM;SG
difusão	transmisje	difusão	transmisja	N;FEM;SG	N;NOM;FEM;PL
psd	psd	psd	pid	N;MASC;SG	
muro	ściany	muro	ściana	N;MASC;SG	N;ACC;FEM;PL
muro	mury	muro	mur	N;MASC;SG	N;NOM;MASC;PL
fraco	słabo	fraco	słabo	ADJ;MASC;SG	ADV
dezesseis	szesnaście	dezessel	szesnaście	NUM	
dezesseis	sixteen	dezessel	sixteen	NUM	
demonstrou	wykazano	demonstrar	wykazać	V;IND;SG;3;PST;FIN	V;PFV;IND;0;PST;FIN;ACT
demonstrou	wykazane	demonstrar	wykazać	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
demonstração	demo	demonstração	demo	N;FEM;SG	
demonstração	demonstracje	demonstração	demonstracja	N;FEM;SG	N;NOM;FEM;PL
faculdades	uczelnie	faculdade	uczelnie	N;FEM;PL	N;NOM;FEM;SG
bull	bull	bull	bull	N;MASC;SG	
salário	zarobki	salário	zarobek	N;MASC;SG	N;NOM;MASC;PL
salário	płac	salário	płaca	N;MASC;SG	
salário	zarobki	salário	zarobek	N;MASC;SG	N;NOM;MASC;PL
salário	płace	salário	płaca	N;MASC;SG	
rodolfo	rodolfo	rodolfo	rodolfo	N;MASC;SG	PROPN;NOM;MASC;SG
wallace	wallace	wallace	wallace	N;MASC;SG	
cole	cole	cole	cól	V;SBJV;SG;3;PRS;FIN	
comandos	poleceń	comando	polecenie	N;MASC;PL	
comandos	komendy	comando	komenda	N;MASC;PL	
comandos	polecenia	comando	polecenie	N;MASC;PL	N;NOM;NEUT;SG
comandos	commando	comando	commando	N;MASC;PL	
comandos	sterowanie	comando	sterować	N;MASC;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
recomendação	rekomendacje	recomendação	rekomendacja	N;FEM;SG	N;NOM;FEM;PL
recomendação	zalecenia	recomendação	zalecenie	N;FEM;SG	N;NOM;NEUT;PL
coberto	objętych	cobrir	objąć	V;MASC;SG;V.PTCP	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
coberto	kryty	cobrir	kryć	V;MASC;SG;V.PTCP	N;ACC;MASC;SG
coberto	pokryta	cobrir	pokryć	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
coberto	pokryte	cobrir	pokryć	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
conspiração	działki	conspiração	działka	N;FEM;SG	N;ACC;FEM;PL
antero	antero	antero	antero	N;MASC;SG	
justificar	uzasadniające	justificar	uzasadniać	V;NFIN	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
carol	carol	carol	carol	N;FEM;SG	PROPN;NOM;FEM;SG
usos	wykorzystuje	uso	wykorzystywać	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
usos	używa	uso	używać	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
usos	zastosowania	uso	zastosowanie	N;MASC;PL	N;GEN;NEUT;SG
fall	jesień	fall	jesień	N;MASC;SG	
jake	jake	jake	jaki	N;MASC;SG	
concorrentes	konkurencja	concorrente	konkurencja	N;MASC;PL	N;NOM;FEM;SG
concorrentes	konkurencyjne	concorrente	konkurencyjny	N;MASC;PL	ADJ;NOM;NEUT;SG
bibliotecas	biblioteki	biblioteca	biblioteka	N;FEM;PL	N;GEN;FEM;SG
aníbal	hannibal	aníbal	hannibal	N;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
sagrada	święty	sagrada	święty	N;FEM;SG	
sagrada	święte	sagrada	święty	N;FEM;SG	
triste	smutno	triste	smutno	ADJ;MASC;SG	ADV
doente	chory	doente	chory	ADJ;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
doente	pacjentka	doente	pacjentka	ADJ;MASC;SG	N;NOM;FEM;SG
doente	pacjenta	doente	pacjent	ADJ;MASC;SG	N;ACC;MASC;SG
doente	pacjent	doente	pacjent	ADJ;MASC;SG	N;NOM;MASC;SG
doente	chore	doente	chory	ADJ;MASC;SG	
doente	chory	doente	chory	ADJ;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
doente	chorzy	doente	chorzyć	ADJ;MASC;SG	N;NOM;MASC;PL
aveiro	aveiro	aveiro	aveiro	N;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
happy	zadowolona	happy	zadowolony	N;MASC;SG	ADJ;NOM;FEM;SG
happy	szczęśliwi	happy	szczęśliwy	N;MASC;SG	ADJ;NOM;MASC;PL
happy	wszystkiego	happy	wszystko	N;MASC;SG	PRO;GEN;NEUT;SG
happy	szczęśliwa	happy	szczęśliwy	N;MASC;SG	ADJ;NOM;FEM;SG
happy	szczęśliwy	happy	szczęśliwy	N;MASC;SG	ADJ;NOM;MASC;SG
happy	zadowolony	happy	zadowolony	N;MASC;SG	ADJ;NOM;MASC;SG
variados	zróżnicowane	variado	zróżnicować	V;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG
variados	różne	variado	różny	V;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG
representações	przedstawicielstwa	representação	przedstawicielstwo	N;FEM;PL	N;NOM;NEUT;SG
bonito	całkiem	bonito	całkiem	ADJ;MASC;SG	ADV
saboia	savoie	saboia	sava	N;FEM;SG	
saboia	savoy	saboia	sava	N;FEM;SG	
pacto	przymierze	pacto	przymierz	N;MASC;SG	
pacto	przymierza	pacto	przymierzać	N;MASC;SG	
cabelos	sierść	cabelo	sierść	N;MASC;PL	
escândalo	skandaliczne	escândalo	skandaliczny	N;MASC;SG	ADJ;NOM;NEUT;SG
lyon	lyon	lyon	lyon	N;MASC;SG	PROPN;NOM;MASC;SG
contemporâneos	nowoczesny	contemporâneo	nowoczesny	N;MASC;PL	ADJ;NOM;MASC;SG
contemporâneos	współczesny	contemporâneo	współczesny	N;MASC;PL	
contemporâneos	współczesnej	contemporâneo	współczesny	N;MASC;PL	
contemporâneos	współczesne	contemporâneo	współczesny	N;MASC;PL	
contemporâneos	współczesna	contemporâneo	współczesny	N;MASC;PL	N;NOM;FEM;SG
pacheco	pacheco	pacheco	pacheco	N;MASC;SG	PROPN;NOM;MASC;SG
tyler	tyler	tyler	tyler	N;MASC;SG	PROPN;NOM;MASC;SG
brandão	brandão	brandão	brandão	N;MASC;SG	
suspeita	podejrzany	suspeita	podejrzany	N;FEM;SG	ADJ;NOM;MASC;SG
suspeita	podejrzana	suspeita	podejrzany	N;FEM;SG	ADJ;NOM;FEM;SG
suspeita	podejrzane	suspeita	podejrzany	N;FEM;SG	ADJ;NOM;NEUT;SG
suspeita	podejrzliwy	suspeita	podejrzliwy	N;FEM;SG	ADJ;NOM;MASC;SG
suspeita	podejrzany	suspeita	podejrzany	N;FEM;SG	ADJ;NOM;MASC;SG
suspeita	podejrzana	suspeita	podejrzany	N;FEM;SG	ADJ;NOM;FEM;SG
suspeita	podejrzewa	suspeita	podejrzewać	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
interessado	zainteresowanych	interessado	zainteresować	ADJ;MASC;SG	ADJ;PFV;ACC;MASC;PL;POS;V.PTCP;PASS
interessado	zainteresowani	interessado	zainteresować	ADJ;MASC;SG	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
golpes	wieje	golpes	wiać	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
vela	świece	vela	świeca	N;FEM;SG	N;NOM;FEM;PL
vela	żagle	vela	żagl	N;FEM;SG	
vela	vela	vela	vel	N;FEM;SG	
óbvio	oczywista	óbvio	oczywistać	ADJ;MASC;SG	
óbvio	oczywiste	óbvio	oczywisty	ADJ;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
tiger	tiger	tiger	tiger	N;MASC;SG	
müller	müller	müller	müller	N;MASC;SG	PROPN;NOM;MASC;SG
alexandra	alexandra	alexandra	alexandra	N;FEM;SG	
alexandra	aleksandra	alexandra	aleksandra	N;FEM;SG	
hal	hala	hal	hala	N;MASC;SG	
hal	hal	hal	hala	N;MASC;SG	
pesada	heavy	pesar	heav	V;FEM;SG;V.PTCP	
pesada	ciężkie	pesar	ciężki	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG
pesada	ciężki	pesar	ciężki	V;FEM;SG;V.PTCP	ADJ;NOM;MASC;SG
pesada	ciężka	pesar	ciężka	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG
feiras	wystawy	feira	wystawa	N;FEM;PL	N;ACC;FEM;SG
alessandro	alessandro	alessandro	alessandro	N;MASC;SG	PROPN;NOM;MASC;SG
equações	równanie	equação	równać	N;FEM;PL	N;NOM;NEUT;SG
equações	równania	equação	równać	N;FEM;PL	N;NOM;NEUT;SG
myspace	myspace	myspace	myspak	N;MASC;SG	
bruto	surowy	bruto	surowy	N;MASC;SG	ADJ;NOM;MASC;SG
bruto	prymitywne	bruto	prymitywny	N;MASC;SG	ADJ;NOM;NEUT;SG
bruto	surowe	bruto	surowy	N;MASC;SG	ADJ;NOM;NEUT;SG
bruto	naftowej	bruto	naftowy	N;MASC;SG	ADJ;GEN;FEM;SG
bruto	surowa	bruto	surowy	N;MASC;SG	ADJ;NOM;FEM;SG
bruto	brutto	bruto	brutto	N;MASC;SG	
bruto	ostro	bruto	ostro	N;MASC;SG	
bruto	szorstki	bruto	szorstki	N;MASC;SG	ADJ;NOM;MASC;SG
bruto	brutal	bruto	brutal	N;MASC;SG	
regressou	zwrócone	regressar	zwrócić	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
regressou	zwrócona	regressar	zwrócić	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
regressou	zwrócony	regressar	zwrócić	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
interino	okresowego	interino	okresowy	N;MASC;SG	ADJ;ACC;MASC;SG
interino	tymczasowe	interino	tymczasowy	N;MASC;SG	ADJ;NOM;NEUT;SG
interino	tymczasowy	interino	tymczasowy	N;MASC;SG	ADJ;NOM;MASC;SG
fernández	fernández	fernández	fernndez	N;MASC;SG	PROPN;NOM;MASC;SG
linguística	językowej	linguística	językowy	N;FEM;SG	ADJ;GEN;FEM;SG
johns	johns	johm	johny	N;FEM;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
tiros	strzelanina	tiro	strzelanina	N;MASC;PL	N;NOM;FEM;SG
etiópia	etiopii	etiópia	etiopia	N;FEM;SG	
etiópia	etiopii	etiópia	etiopia	N;FEM;SG	
compor	komponowanie	compor	komponować	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
figueira	figueira	figueira	figueir	N;FEM;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
adelaide	adelaide	adelaide	adelaide	N;FEM;SG	PROPN;NOM;MASC;SG
amado	kochał	amado	kochać	N;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
amado	kochany	amado	kochany	N;MASC;SG	ADJ;NOM;MASC;SG
amado	ukochana	amado	ukochać	N;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
amado	ukochany	amado	ukochany	N;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
amado	kochany	amado	kochany	N;MASC;SG	ADJ;NOM;MASC;SG
alcançado	osiągnięta	alcançar	osiągnąć	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
alcançado	osiągnięte	alcançar	osiągnąć	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
alcançado	osiągnięty	alcançar	osiągnięty	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
alcançado	zrealizowane	alcançar	zrealizować	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
alcançado	osiągnięta	alcançar	osiągnąć	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
alcançado	osiągnięte	alcançar	osiągnąć	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
alcançado	osiągnięty	alcançar	osiągnięty	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
multidão	mafii	multidão	mafia	N;FEM;SG	
multidão	mafia	multidão	mafia	N;FEM;SG	
multidão	tłumy	multidão	tłum	N;FEM;SG	N;NOM;MASC;PL
resolvido	rozwiązany	resolver	rozwiązać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
resolvido	rozwiązana	resolver	rozwiązać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
resolvido	rozwiązane	resolver	rozwiązać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
resolvido	rozwiązany	resolver	rozwiązać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
resolvido	rozwiązana	resolver	rozwiązać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
resolvido	rozwiązane	resolver	rozwiązać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
resolvido	posortowane	resolver	posortować	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
lane	lane	lane	lany	N;MASC;SG	
polegadas	cal	polegada	cal	N;FEM;PL	
polegadas	cale	polegada	cal	N;FEM;PL	
polegadas	cali	polegada	cala	N;FEM;PL	
teodoro	theodore	teodoro	theodory	N;MASC;SG	PROPN;NOM;MASC;SG
guarnição	garrison	guarnição	garrison	N;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
markku	markku	markku	markk	N;MASC;SG	
completos	kompletny	completo	kompletny	ADJ;MASC;PL	ADJ;NOM;MASC;SG
completos	kompletna	completo	kompletny	ADJ;MASC;PL	ADJ;NOM;FEM;SG
completos	kompletne	completo	kompletny	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
especializado	wyspecjalizowane	especializar	wyspecjalizować	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
especializado	specjalistyczne	especializar	specjalistyczny	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
especializado	wyspecjalizowanych	especializar	wyspecjalizować	V;MASC;SG;V.PTCP	ADJ;IPFV;GEN;MASC;PL;POS;V.PTCP;PASS
especializado	wyspecjalizowane	especializar	wyspecjalizować	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
especializado	specjalistyczne	especializar	specjalistyczny	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
especializado	specjalista	especializar	specjalista	V;MASC;SG;V.PTCP	N;NOM;MASC;SG
especializado	specjalistyczne	especializar	specjalistyczny	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
dano	szkody	dano	szkoda	N;MASC;SG	
dano	odszkodowania	dano	odszkodowanie	N;MASC;SG	N;NOM;NEUT;PL
dano	szkody	dano	szkoda	N;MASC;SG	
hesse	hesji	hessar	hesja	N;MASC;SG	PROPN;NOM;FEM;SG
hesse	hesse	hessar	hess	N;MASC;SG	PROPN;NOM;MASC;SG
