ve	और	ve	और	CONJ	
ingilizce	अंग्रेजी	ingilizce	अंग्रेजी		PROPN;NOM;FEM;SG;3
ingilizce	अंग्रेज़ी	ingilizce	अंग्रेजी		PROPN;NOM;FEM;SG;3
amerika	अमरीका	amerik	अमरीका		PROPN;NOM;MASC;SG;3
amerika	अमेरिका	amerik	अमेरिका		PROPN;NOM;MASC;SG;3
amerika	यूएसए	amerik	यूएसए		PROPN;NOM;MASC;SG;3
burada	यहां	bura	यहाँ	N;ESS;SG;3	PRO;NOM
burada	यहा	bura	यहा	N;ESS;SG;3	
burada	यहाँ	bura	यहाँ	N;ESS;SG;3	PRO;NOM
yok	नहीं	yok	नहीं		PART;NEG
gol	लक्ष्यों	gol	लक्ष्य	N;NOM;SG;3	N;ACC;MASC;PL;3
ana	मुख्य	ana	मुख्य		PROPN;NOM;MASC;SG;3
ana	प्रमुख	ana	प्रमुख		N;NOM;MASC;SG;3
ana	आना	ana	आ		V;MASC;NFIN;ACT
ana	ana	ana	ana		PROPN;NOM;MASC;SG;3
ana	maa	ana	maa		PROPN;NOM;MASC;SG;3
suyu	जूस	su	जूस	N;ACC;SG;3	N;NOM;MASC;SG;3
suyu	रस	su	रस	N;ACC;SG;3	N;NOM;MASC;SG;3
özellikle	विशेषकर	özellikle	विशेषकर		ADV
özellikle	विशेषकर	özellikle	विशेषकर		ADV
özellikle	विशेषकर	özellikle	विशेषकर		ADV
birleşik	एकीकृत	birleşik	एकीकृत		N;NOM;MASC;SG;3
birleşik	यूनाइटेड	birleşik	यूनाइटेड		PROPN;NOM;MASC;SG;3
birleşik	संयुक्त	birleşik	संयुक्त		PROPN;NOM;MASC;SG;3
ödülü	पुरस्कार	ödül	पुरस्कार	N;ACC;SG;3	N;NOM;MASC;SG;3
ödülü	सवाब	ödül	सवाब	N;ACC;SG;3	N;NOM;MASC;SG;3
ödülü	बदला	ödül	बदल	N;ACC;SG;3	V;PFV;MASC;SG;V.PTCP;ACT
ödülü	ईनाम	ödül	ईनाम	N;ACC;SG;3	
ödülü	इनाम	ödül	इनाम	N;ACC;SG;3	N;NOM;MASC;SG;3
ödülü	पुरस्कार	ödül	पुरस्कार	N;ACC;SG;3	N;NOM;MASC;SG;3
ödülü	अवार्ड	ödül	अवार्ड	N;ACC;SG;3	N;NOM;MASC;SG;3
ödülü	पुरस्कार	ödül	पुरस्कार	N;ACC;SG;3	N;NOM;MASC;SG;3
altyapı	अवसंरचना	altyap	अवसंरचना		N;NOM;FEM;SG;3
yerine	बजाय	yer	बजाय	N;DAT;SG;3	
yerine	बदलें	yer	बदल	N;DAT;SG;3	V;SBJV;SG;FIN;ACT
geçen	गुजर	geç	गुजर		V;ACT
geçen	बीता	geç	बीत		V;PFV;MASC;SG;V.PTCP;ACT
doğu	पूर्वी	doğu	पूर्वी		ADJ
doğu	पूर्व	doğu	पूर्व		ADV;NOM;MASC;SG;3
doğu	ईस्ट	doğu	ईस्ट		PROPN;NOM;MASC;SG;3
doğu	प्राच्य	doğu	प्राच्य		N;NOM;MASC;SG;3
doğu	प्राची	doğu	प्राची		PROPN;NOM;FEM;SG;3
doğu	पूर्वी	doğu	पूर्वी		ADJ
sabit	तय	sabit	तय		ADJ
sabit	फिक्स्ड	sabit	फिक्स्ड		PROPN;NOM;MASC;SG;3
sabit	स्थिरांक	sabit	स्थिरांक		N;NOM;MASC;SG;3
sabit	निरंतर	sabit	निरन्तर		ADV
eğitim	शैक्षणिक	eğitim	शैक्षणिक	N;NOM;SG;3	ADJ;NOM
su	वाटर	su	वाटर		N;NOM;MASC;SG;3
su	पानी	su	पानी		N;NOM;MASC;SG;3
su	जल	su	जल		N;NOM;MASC;SG;3
sırasında	दौरान	sıra	दौरान	N;ESS;SG;3	ADV;NOM;MASC;SG;3
uluslararası	अंतर्राष्ट्रीय	uluslararası	अंतर्राष्ट्रीय		PROPN;NOM;SG;3
uluslararası	अन्तर्राष्ट्रीय	uluslararası	अन्तर्राष्ट्रीय		PROPN;NOM;SG;3
uluslararası	अंतरराष्ट्रीय	uluslararası	अंतरराष्ट्रीय		PROPN;NOM;SG;3
yaklaşık	परिचय	yaklaşık	परिचय		N;NOM;MASC;SG;3
yaklaşık	लगभग	yaklaşık	लगभग		PART
alman	जर्मन	al	जर्मन		PROPN;NOM;MASC;SG;3
alman	जर्मनी	al	जर्मनी		PROPN;NOM;MASC;SG;3
az	छोटे	az	छोटा	ADV	ADJ;NOM;MASC;PL
az	छोटा	az	छोटा	ADV	ADJ;NOM;MASC;SG
az	लिटिल	az	लिटिल	ADV	
az	छोटी	az	छोटा	ADV	ADJ;FEM;SG
az	कम	az	कम	ADV	DET
millî	राष्टीय	millî	राष्टीय		PROPN;NOM;MASC;SG;3
millî	राष्ट्रीय	millî	राष्ट्रीय		PROPN;NOM;MASC;SG;3
millî	नेशनल	millî	नेशनल		PROPN;NOM
kaynak	स्रोत	kaynak	स्रोत		N;NOM;MASC;SG;3
kaynak	सोर्स	kaynak	सोर्स		N;NOM;MASC;SG;3
kaynak	संसाधन	kaynak	संसाधन		N;NOM;MASC;SG;3
kaynak	प्रसाधन	kaynak	प्रसाधन		N;NOM;MASC;SG;3
kaynak	संसाधन	kaynak	संसाधन		N;NOM;MASC;SG;3
kaynak	वेल्डिंग	kaynak	वेल्डिंग		N;NOM;FEM;SG;3
ali	अली	al	अली	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
kullanılan	प्रयुक्त	kullan	प्रयुक्त	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADP
paşa	पाशा	paşa	पाशा		PROPN;NOM;MASC;SG;3
ligi	लीग	ligi	लीग		N;NOM;FEM;SG;3
halk	सार्वजनिक	halk	सार्वजनिक		ADJ
halk	जनता	halk	जनता		N;NOM;FEM;SG;3
halk	लोक	halk	लोक		N;NOM;MASC;SG;3
halk	पब्लिक	halk	पब्लिक		N;NOM;MASC;SG;3
halk	लोग	halk	लोग		N;NOM;MASC;PL;3
halk	लोगों	halk	लोग		N;ACC;MASC;PL;3
tv	टेलीविजन	tv	टेलीविजन		N;NOM;MASC;SG;3
tv	टीवी	tv	टीवी		N;NOM;MASC;SG;3
tv	दूरदर्शन	tv	दूरदर्शन		N;NOM;MASC;SG;3
tv	टेलीविज़न	tv	टेलीविज़न		N;NOM;MASC;SG;3
onun	उसकी	o	वह	PRO;GEN;SG;3	PRO;FEM;SG;3
onun	उसका	o	वह	PRO;GEN;SG;3	PRO;MASC;SG;3
onun	उसके	o	वह	PRO;GEN;SG;3	PRO;MASC;SG;3
onun	उसे	o	वह	PRO;GEN;SG;3	PRO;SG;3
onun	उसका	o	वह	PRO;GEN;SG;3	PRO;MASC;SG;3
onun	उसकी	o	वह	PRO;GEN;SG;3	PRO;FEM;SG;3
onun	उसके	o	वह	PRO;GEN;SG;3	PRO;MASC;SG;3
yılı	वर्ष	yıl	वर्ष		N;NOM;MASC;SG;3
yılı	साल	yıl	साल		N;NOM;MASC;SG;3
telefon	दूरभाष	telefon	दूरभाष	N;NOM;SG;3	PROPN;NOM;MASC;SG;3
içme	पीना	iç	पी		V;MASC;NFIN;ACT
içme	पीने	iç	पी		V;NFIN;ACT
etki	प्रभाव	etki	प्रभाव		N;NOM;MASC;SG;3
etki	असर	etki	असर		N;NOM;MASC;SG;3
etki	प्रभाव	etki	प्रभाव		N;NOM;MASC;SG;3
ben	बेन	ben	बेन	PRO;NOM;SG;1	PROPN;NOM;MASC;SG;3
sezon	मौसम	sezon	मौसम		N;NOM;MASC;SG;3
sezon	ऋतु	sezon	ऋतु		N;NOM;FEM;SG;3
john	जॉन	john	जॉन		PROPN;NOM;MASC;SG;3
albüm	एलबम	albüm	एलबम		N;NOM;MASC;SG;3
albüm	अलबम	albüm	अलबम		PROPN;NOM;MASC;SG;3
albüm	एल्बम	albüm	एल्बम		N;NOM;MASC;SG;3
albüm	एलबम	albüm	एलबम		N;NOM;MASC;SG;3
albüm	एल्बम	albüm	एल्बम		N;NOM;MASC;SG;3
ingiliz	अंग्रेज	ingiliz	अंग्रेज		N;NOM;MASC;SG;3
ingiliz	ब्रिटिश	ingiliz	ब्रिटिश		PROPN;NOM;MASC;SG;3
ingiliz	अंग्रेजों	ingiliz	अंग्रेज		N;ACC;MASC;PL;3
ingiliz	अंग्रेज	ingiliz	अंग्रेज		N;NOM;MASC;SG;3
ingiliz	अंग्रेजी	ingiliz	अंग्रेजी		PROPN;NOM;FEM;SG;3
ingiliz	अंग्रेज़ी	ingiliz	अंग्रेजी		PROPN;NOM;FEM;SG;3
puan	बिंदु	pu	बिंदु		N;NOM;MASC;SG;3
puan	बिन्दु	pu	बिंदु		N;NOM;MASC;SG;3
puan	पॉइंट	pu	पॉइंट		N;NOM;MASC;SG;3
puan	दर्जा	pu	दर्जा		N;NOM;MASC;SG;3
puan	रेटिंग	pu	रेटिंग		N;NOM;FEM;SG;3
puan	अंक	pu	अंक		N;NOM;MASC;SG;3
puan	स्कोर	pu	स्कोर		N;NOM;MASC;SG;3
puan	रेटेड	pu	रेटेड		PROPN;NOM;MASC;SG;3
puan	बिंदु	pu	बिंदु		N;NOM;MASC;SG;3
puan	पॉइंट	pu	पॉइंट		N;NOM;MASC;SG;3
puan	अंक	pu	अंक		N;NOM;MASC;SG;3
nüfus	जनसंख्या	nüfus	जनसंख्या		N;NOM;FEM;SG;3
nüfus	आबादी	nüfus	आबादी		N;NOM;FEM;SG;3
nüfus	जनसांख्यिकी	nüfus	जनसांख्यिकी		N;NOM;MASC;SG;3
batı	पश्चिम	batı	पश्चिम		PROPN;NOM;MASC;SG;3
batı	वेस्ट	batı	वेस्ट		PROPN;NOM;MASC;SG;3
batı	पश्चिमी	batı	पश्चिमी		ADJ
altında	तहत	alt	तहत	ADJ;ESS;SG;3	CONJ
altında	अधीन	alt	अधीन	ADJ;ESS;SG;3	
altında	अंतर्गत	alt	अंतर्गत	ADJ;ESS;SG;3	CONJ
tür	विधा	tür	विधा		N;NOM;FEM;SG;3
tür	प्रकार	tür	प्रकार		N;NOM;MASC;SG;3
tür	प्रजातियां	tür	प्रजाति		N;NOM;FEM;PL;3
tür	प्रजाति	tür	प्रजाति		N;NOM;FEM;SG;3
amerikan	अमेरिकन	amerikan	अमेरिकन		PROPN;NOM;MASC;SG;3
amerikan	अमेरिकी	amerikan	अमेरिकी		PROPN;NOM;SG;3
amerikan	अमरीकी	amerikan	अमरीकी		ADJ
savaş	बैटल	savaş	बैटल	N;NOM;SG;3	PROPN;NOM;MASC;SG;3
savaş	कॉम्बैट	savaş	कॉम्बैट	N;NOM;SG;3	PROPN;NOM;MASC;SG;3
savaş	लड़ो	savaş	लड़ो	N;NOM;SG;3	
tekrar	पुनरावृत्ति	tekrar	पुनरावृत्ति		N;NOM;FEM;SG;3
tekrar	रिप्ले	tekrar	रिप्ले		PROPN;NOM;MASC;SG;3
anadolu	आनातोलिया	anadolu	आनातोलिया		N;NOM;MASC;SG;3
anadolu	आनातोलियाई	anadolu	आनातोलियाई		ADJ
anadolu	एशिया	anadolu	एशिया		PROPN;NOM;MASC;SG;3
söz	वादा	söz	वादा		N;NOM;MASC;SG;3
söz	वर्ड	söz	वर्ड		N;NOM;MASC;SG;3
söz	शब्द	söz	शब्द		N;NOM;MASC;SG;3
grubu	ग्रुप	grup	ग्रुप		N;NOM;MASC;SG;3
grubu	समूह	grup	समूह		N;NOM;MASC;SG;3
elde	हासिल	el	हासिल	N;ESS;SG;3	ADJ
https	https	https	https		N;NOM;MASC;SG;3
ait	स्वामित्व	ait	स्वामित्व		N;NOM;MASC;SG;3
kadın	औरत	kadın	औरत		N;NOM;FEM;SG;3
kadın	महिला	kadın	महिला		N;NOM;FEM;SG;3
kadın	स्त्री	kadın	स्त्री		N;NOM;FEM;SG;3
kadın	स्त्री	kadın	स्त्री		N;NOM;FEM;SG;3
kadın	महिला	kadın	महिला		N;NOM;FEM;SG;3
kadın	मादा	kadın	मादा		N;NOM;MASC;SG;3
kadın	औरतों	kadın	औरत		N;ACC;FEM;PL;3
kadın	स्त्रियाँ	kadın	स्त्री		N;NOM;FEM;PL;3
kadın	महिलाएँ	kadın	महिला		N;NOM;FEM;PL;3
kadın	महिलाएं	kadın	महिला		N;NOM;FEM;PL;3
kadın	महिलाओं	kadın	महिला		N;ACC;FEM;PL;3
türkçe	अंग्रेज	türkçe	अंग्रेज		N;NOM;MASC;SG;3
türkçe	अंग्रेजी	türkçe	अंग्रेजी		PROPN;NOM;FEM;SG;3
türkçe	अंग्रेज़ी	türkçe	अंग्रेजी		PROPN;NOM;FEM;SG;3
türkçe	तुर्की	türkçe	तुर्की		PROPN;NOM;MASC;SG;3
wikipedia	विकिपीडिया	wikipe	विकिपीडिया		PROPN;NOM;MASC;SG;3
kullanıcı	उपयोगकर्ता	kullanıcı	उपयोगकर्ता	N;NOM;SG;3	N;NOM;MASC;PL;3
kullanıcı	उपयोगकर्ताओं	kullanıcı	उपयोगकर्ता	N;NOM;SG;3	N;ACC;MASC;PL;3
kullanıcı	प्रयोगकर्ता	kullanıcı	प्रयोगकर्ता	N;NOM;SG;3	N;NOM;MASC;PL;3
kullanıcı	उपयोगकर्ता	kullanıcı	उपयोगकर्ता	N;NOM;SG;3	N;NOM;MASC;PL;3
tam	पूर्ण	tam	पूर्ण		PROPN;NOM;MASC;SG;3
tam	पूरा	tam	पूरा		ADJ;NOM;MASC;SG
tam	पूर्ण	tam	पूर्ण		PROPN;NOM;MASC;SG;3
tam	पूरा	tam	पूरा		ADJ;NOM;MASC;SG
maç	मैक	maç	मैक	N;NOM;SG;3	PROPN;NOM;MASC;SG;3
maç	मिलाएँ	maç	मिला	N;NOM;SG;3	V;SBJV;PL;FIN;ACT
white	सफेद	whit	सफेद	PROPN;NOM;SG;3	
white	सफ़ेद	whit	सफ़ेद	PROPN;NOM;SG;3	N;NOM;MASC;SG;3
white	श्वेत	whit	श्वेत	PROPN;NOM;SG;3	
http	http	http	http		N;NOM;MASC;SG;3
http	एचटीटीपी	http	एचटीटीपी		PROPN;NOM;MASC;SG;3
roma	रोम	roma	रोम	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
at	हॉर्स	at	हॉर्स		N;NOM;MASC;SG;3
at	घोड़ी	at	घोडी		N;NOM;FEM;SG;3
at	घोड़ो	at	घोड़		PROPN;NOM;MASC;SG;3
at	घोड़े	at	घोड़ा		N;NOM;MASC;PL;3
at	घोड़ा	at	घोड़ा		N;NOM;MASC;SG;3
bölüm	सूरा	bölüm	सूरा		N;NOM;MASC;SG;3
bölüm	अध्याय	bölüm	अध्याय		N;NOM;MASC;SG;3
bölüm	विभाग	bölüm	विभाग		N;NOM;MASC;SG;3
bölüm	विभाजन	bölüm	विभाजन		N;NOM;MASC;SG;3
bölüm	प्रभाग	bölüm	प्रभाग		N;NOM;MASC;SG;3
bölüm	प्रकरण	bölüm	प्रकरण		N;NOM;MASC;SG;3
bölüm	एपिसोड	bölüm	एपिसोड		N;NOM;MASC;SG;3
bölüm	एपीसोड	bölüm	एपीसोड		N;NOM;MASC;SG;3
bölüm	धारा	bölüm	धारा		N;NOM;FEM;SG;3
bölüm	खंड	bölüm	खंड		N;NOM;MASC;SG;3
bölüm	अनुभाग	bölüm	अनुभाग		N;NOM;MASC;SG;3
bölüm	खण्ड	bölüm	खण्ड		N;NOM;MASC;SG;3
bölüm	हिस्से	bölüm	हिस्सा		N;NOM;MASC;SG;3
bölüm	हिस्सा	bölüm	हिस्सा		N;NOM;MASC;SG;3
bölüm	विभाग	bölüm	विभाग		N;NOM;MASC;SG;3
yazar	रचनाकार	yazar	रचनाकार		N;NOM;MASC;SG;3
yazar	लेखक	yazar	लेखक		N;NOM;MASC;SG;3
yazar	रचयिता	yazar	रचयिता		N;NOM;MASC;SG;3
yazar	लेखक	yazar	लेखक		N;NOM;MASC;SG;3
sıra	पंक्तियां	sıra	पंक्ति	N;NOM;SG;3	N;NOM;FEM;PL;3
sıra	पंक्तियाँ	sıra	पंक्ति	N;NOM;SG;3	N;NOM;FEM;PL;3
ulusal	राष्टीय	ulusal	राष्टीय		PROPN;NOM;MASC;SG;3
ulusal	राष्ट्रीय	ulusal	राष्ट्रीय		PROPN;NOM;MASC;SG;3
ulusal	नेशनल	ulusal	नेशनल		PROPN;NOM
köyü	गांव	köy	गाँव		N;NOM;MASC;SG;3
köyü	गाँव	köy	गाँव		N;NOM;MASC;PL;3
teknik	तकनीकी	teknik	तकनीकी	ADJ	N;NOM;FEM;SG;3
teknik	तकनीक	teknik	तकनीक	ADJ	N;NOM;FEM;SG;3
teknik	टेक	teknik	टेक	ADJ	
teknik	तकनीक	teknik	तकनीक	ADJ	N;NOM;FEM;SG;3
nüfusu	जनसंख्या	nüfus	जनसंख्या	N;ACC;SG;3	N;NOM;FEM;SG;3
nüfusu	आबादी	nüfus	आबादी	N;ACC;SG;3	N;NOM;FEM;SG;3
nüfusu	जनसांख्यिकी	nüfus	जनसांख्यिकी	N;ACC;SG;3	N;NOM;MASC;SG;3
deniz	समुद्रतट	deniz	समुद्रतट		N;NOM;MASC;SG;3
deniz	समुद्री	deniz	समुद्री		ADJ;NOM
deniz	सागर	deniz	सागर		PROPN;NOM;MASC;SG;3
deniz	समुद्र	deniz	समुद्र		N;NOM;MASC;SG;3
uygun	फ़िट	uygun	फािट	ADJ	
uygun	अनुरूप	uygun	अनुरूप	ADJ	CONJ
yakın	करीब	yakın	करीब		PART
yakın	निकट	yakın	निकट		ADV;NOM;MASC;SG;3
yakın	करीब	yakın	करीब		PART
yakın	बंद	yakın	बंद		ADJ
yakın	निकटवर्ती	yakın	निकटवर्ती		N;NOM;MASC;SG;3
yakın	आसपास	yakın	आसपास		ADV;NOM;MASC;SG;3
iç	आंतरिक	iç	आंतरिक		ADJ;NOM
iç	ड्रिंक	iç	ड्रिंक		N;NOM;MASC;SG;3
iç	पीना	iç	पी		V;MASC;NFIN;ACT
iç	पेय	iç	पेय		N;NOM;MASC;SG;3
club	क्लब	club	क्लब		N;NOM;MASC;SG;3
club	क्लबों	club	क्लब		N;ACC;MASC;PL;3
ingiltere	इंग्लैंड	ingiltere	इंग्लैंड	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
ingiltere	इंग्लैण्ड	ingiltere	इंग्लैण्ड	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
from	इससे	from	यह		PRO;SG;3
alt	निचला	alt	निचला		ADJ;NOM;MASC;SG
alt	उप	alt	उप		N;NOM;MASC;SG;3
alt	तल	alt	तल		N;NOM;MASC;SG;3
alt	नीचे	alt	नीचे		ADV;NOM;MASC;SG;3
alt	धड़कन	alt	धड़कन		N;NOM;FEM;SG;3
alt	alt	alt	alt		N;NOM;MASC;SG;3
asfalt	डामर	asfalt	डामर		N;NOM;MASC;SG;3
fransız	फ़्रेंच	fransız	फ़्रेंच		N;NOM;MASC;SG;3
fransız	फ़्रांसीसी	fransız	फ़्रांसीसी		PROPN;NOM;MASC;SG;3
fransız	फ्रांसीसी	fransız	फ्रांसीसी		ADJ;NOM
belediye	नगरपालिका	beledi	नगरपालिका		N;NOM;FEM;SG;3
belediye	नगरपालिका	beledi	नगरपालिका		N;NOM;FEM;SG;3
rusya	बेलारूस	rusya	बेलारूस	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
rusya	रुस	rusya	रुस	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
rusya	रूस	rusya	रूस	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
genellikle	अधिकांशतः	genellikle	अधिकांशतः		ADV
genellikle	अधिकांश	genellikle	अधिकांश		CONJ
genellikle	ज्यादातर	genellikle	ज्यादातर		N;NOM;MASC;SG;3
genellikle	अधिकतर	genellikle	अधिकतर		N;NOM;MASC;SG;3
genellikle	ज़्यादातर	genellikle	ज़्यादातर		CONJ
genellikle	प्रायः	genellikle	प्रायः		ADV
space	अंतरिक्ष	space	अंतरिक्ष		N;NOM;MASC;SG;3
space	जगह	space	जगह		N;NOM;FEM;SG;3
space	स्पेस	space	स्पेस		N;NOM;MASC;SG;3
bar	पब	bar	पब	N;NOM;SG;3	
parti	दल	parti	दल		N;NOM;MASC;SG;3
parti	पार्टी	parti	पार्टी		N;NOM;FEM;SG;3
erkek	पुरुष	erkek	पुरुष		N;NOM;MASC;SG;3
erkek	पुरुषों	erkek	पुरुष		N;ACC;MASC;PL;3
erkek	मर्द	erkek	मर्द		N;NOM;MASC;SG;3
erkek	पुरुष	erkek	पुरुष		N;NOM;MASC;SG;3
erkek	नर	erkek	नर		N;NOM;MASC;SG;3
erkek	पुरूष	erkek	पुरूष		N;NOM;MASC;SG;3
erkek	पुरुष	erkek	पुरुष		N;NOM;MASC;SG;3
erkek	मनुष्य	erkek	मनुष्य		N;NOM;MASC;SG;3
erkek	आदमी	erkek	आदमी		N;NOM;MASC;SG;3
erkek	इन्सान	erkek	इन्सान		N;NOM;MASC;SG;3
beyaz	सफ़ेद	beyaz	सफ़ेद		N;NOM;MASC;SG;3
beyaz	caucasian	beyaz	८ुषठुु		N;NOM;MASC;SG;3
bölge	क्षेत्र	bölge	क्षेत्र		N;NOM;MASC;SG;3
bölge	प्रदेश	bölge	प्रदेश		N;NOM;MASC;SG;3
bölge	जिला	bölge	जिला		N;NOM;MASC;SG;3
bölge	डिस्ट्रिक्ट	bölge	डिस्ट्रिक्ट		N;NOM;MASC;SG;3
bölge	जिलाध्यक्ष	bölge	जिलाध्यक्ष		PROPN;NOM;MASC;SG;3
bölge	ज़िला	bölge	ज़िला		N;NOM;MASC;SG;3
bölge	मण्डल	bölge	मण्डल		PROPN;NOM;MASC;SG;3
bölge	क्षेत्र	bölge	क्षेत्र		N;NOM;MASC;SG;3
bölge	क्षेत्रफल	bölge	क्षेत्रफल		N;NOM;MASC;SG;3
italya	इटली	italya	इटली	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
onu	उससे	o	वह	PRO;ACC;SG;3	PRO;SG;3
onu	उसको	o	वह	PRO;ACC;SG;3	PRO;SG;3
onu	उसे	o	वह	PRO;ACC;SG;3	PRO;SG;3
onu	उसे	o	वह	PRO;ACC;SG;3	PRO;SG;3
onu	उसका	o	वह	PRO;ACC;SG;3	PRO;MASC;SG;3
onu	उसकी	o	वह	PRO;ACC;SG;3	PRO;FEM;SG;3
onu	उसके	o	वह	PRO;ACC;SG;3	PRO;MASC;SG;3
hava	मौसम	hava	मौसम		N;NOM;MASC;SG;3
hava	वायु	hava	वायु		N;NOM;FEM;SG;3
hava	एयर	hava	एयर		N;NOM;FEM;SG;3
verilen	दी	ver	दे	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;FEM;SG;V.PTCP;ACT
verilen	दिया	ver	दे	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;MASC;SG;V.PTCP;ACT
verilen	दिए	ver	दे	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;MASC;PL;V.PTCP;ACT
