oli	ήταν	olema	είμαι	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;PST;FIN;PASS
kuulus	ανήκε	kuuluma	ανήκω	N;NOM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
osales	παρευρέθηκαν	osalema	παρεύρομαι	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;3;PST;FIN;PASS
osales	συμμετείχαν	osalema	συμμετέχω	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;PL;3;PST;FIN;ACT
osales	συμμετείχα	osalema	συμμετέχω	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;1;PST;FIN;ACT
norra	νορβηγικά	nord	νορβηγικός	ADJ	ADV
norra	νορβηγία	nord	νορβηγία	ADJ	PROPN;ACC;FEM;SG
friedrich	friedrich	friedrich	friedrich	N;NOM;SG	
friedrich	φρέντερικ	friedrich	φρέντερικ	N;NOM;SG	PROPN;NOM;MASC;SG
endine	πρώην	endine	πρώην	ADJ;NOM;SG	ADV
endine	πρωην	endine	πρωην	ADJ;NOM;SG	N;NOM;MASC;SG
külas	χωριο	küla	χωριο	N;IN+ESS;SG	N;NOM;NEUT;SG
külas	χωριό	küla	χωριό	N;IN+ESS;SG	N;NOM;NEUT;SG
külas	επισκέπτης	küla	επισκέπτης	N;IN+ESS;SG	N;NOM;MASC;SG
sündis	γεννήθηκα	sündima	γεννώ	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;1;PST;FIN;PASS
sündis	γεννημένος	sündima	γεννημένος	V;IND;SG;3;PST;FIN;ACT	V;PFV;NOM;MASC;SG;V.PTCP;PASS
sündis	γεννήθηκε	sündima	γεννώ	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
sündis	γεννηθείς	sündima	γεννηθής	V;IND;SG;3;PST;FIN;ACT	ADJ;NOM;MASC;SG
hakkas	ξεκίνησα	hakkama	ξεκινώ	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
paul	παύλος	paul	παύλος	N;NOM;SG	PROPN;NOM;MASC;SG
paul	paul	paul	paul	N;NOM;SG	
paul	πωλ	paul	πωλ	N;NOM;SG	PROPN;NOM;MASC;SG
john	τζων	john	τζων	N;NOM;SG	
john	τζον	john	τζο	N;NOM;SG	
john	john	john	john	N;NOM;SG	
john	ιωάννης	john	ιωάννης	N;NOM;SG	PROPN;NOM;MASC;SG
laulja	σίνγκερ	laulja	σίνγκερ	N;NOM;SG	
isbn	isbn	isbn	isbn		N
hispaania	ισπανία	hispaania	ισπανία	ADJ	PROPN;ACC;FEM;SG
hispaania	ισπανοί	hispaania	ισπανός	ADJ	PROPN;NOM;MASC;PL
hispaania	ισπανικά	hispaania	ισπανικά	ADJ	ADV
johannes	γιοχάνες	johanne	γιοχάνη	N;NOM;SG	PROPN;NOM;MASC;SG
new	νέο	new	νέος	N;NOM;SG	ADJ;ACC;NEUT;SG
new	νέα	new	νέος	N;NOM;SG	ADJ;NOM;NEUT;PL
new	νέος	new	νέος	N;NOM;SG	ADJ;NOM;MASC;SG
kreeka	ελληνικά	kreeka	ελληνικός	ADJ	ADV
kreeka	ελληνίδα	kreeka	ελληνίδα	ADJ	N;NOM;FEM;SG
kreeka	ελληνικα	kreeka	ελληνικα	ADJ	N;NOM;NEUT;PL
kreeka	ελλάδα	kreeka	ελλάδα	ADJ	PROPN;ACC;FEM;SG
kreeka	greece	kreeka	greece	ADJ	
kreeka	ελλάς	kreeka	ελλάς	ADJ	PROPN;NOM;FEM;SG
kreeka	ελλαδα	kreeka	ελλαδα	ADJ	N;NOM;FEM;SG
päritolu	προέλευση	pärit_olu	προέλευση	N;NOM;SG	N;ACC;FEM;SG
päritolu	προέλευση	pärit_olu	προέλευση	N;NOM;SG	N;ACC;FEM;SG
johann	γιόχαν	johann	γίοχας	N;NOM;SG	
briti	βρετανικά	briti	βρετανικά	ADJ	ADV
püha	άγιο	püha	άγιος	ADJ;NOM;SG	N;NOM;MASC;SG
püha	ιερό	püha	ιερός	ADJ;NOM;SG	N;NOM;NEUT;SG
püha	ιερά	püha	ιερός	ADJ;NOM;SG	ADV
ukraina	ουκρανίας	ukraina	ουκρανία	ADJ	PROPN;GEN;FEM;SG
ukraina	ουκρανία	ukraina	ουκρανία	ADJ	PROPN;ACC;FEM;SG
ukraina	ουκρανίας	ukraina	ουκρανία	ADJ	PROPN;GEN;FEM;SG
keele	γλώσσα	keel	γλώσσα	N;GEN;SG	N;NOM;FEM;SG
keele	γλώσσα	keel	γλώσσα	N;GEN;SG	N;NOM;FEM;SG
keele	γλωσσα	keel	γλωσσα	N;GEN;SG	N;ACC;FEM;SG
der	ντερ	der	ντερ	N;NOM;SG	
der	der	der	der	N;NOM;SG	
mail	αλληλογραφία	mai	αλληλογραφία	N;AT+ESS
;SG	N;NOM;FEM;SG
mail	ταχυδρομείο	mai	ταχυδρομείο	N;AT+ESS
;SG	N;NOM;NEUT;SG
mail	mail	mai	mail	N;AT+ESS
;SG	
austria	αυστρία	austria	αυστρία	ADJ	PROPN;ACC;FEM;SG
õpetaja	δάσκαλε	õpetaja	δασκάλλω	N;NOM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
õpetaja	αφέντη	õpetaja	αφήντης	N;NOM;SG	N;ACC;MASC;SG
surma	θάνατος	surm	θάνατος	N;PRT;SG	N;NOM;MASC;SG
surma	θάνατο	surm	θάνατος	N;PRT;SG	N;ACC;MASC;SG
keskus	center	keskus	center	N;NOM;SG	
jõgi	ρίβερ	jõgi	ρίβερ	N;NOM;SG	
poole	πουλ	pool	πουλ	NUM;NOM;SG	
viis	five	viis	five	NUM;NOM;SG	
viis	πέντε	viis	πέντε	NUM;NOM;SG	NUM;NOM;MASC;PL
aleksander	αλεξάντερ	aleksander	αλεξάντερ	N;NOM;SG	PROPN;NOM;MASC;SG
aleksander	αλέξανδρε	aleksander	αλεξάνω	N;NOM;SG	V;IPFV;IND;SG;1;PST;FIN;ACT
aleksander	αλέξανδρος	aleksander	αλέξανδρος	N;NOM;SG	PROPN;NOM;MASC;SG
pool	ημι	pool	ημι	NUM;NOM;SG	N;NOM;NEUT;SG
pool	μισό	pool	μισός	NUM;NOM;SG	N;NOM;NEUT;SG
pool	μισά	pool	μισό	NUM;NOM;SG	ADV
pool	μισή	pool	μισός	NUM;NOM;SG	N;ACC;FEM;SG
leedu	λιθουανίας	leedu	λιθουανία	ADJ	PROPN;GEN;FEM;SG
leedu	λιθουανία	leedu	λιθουανία	ADJ	PROPN;ACC;FEM;SG
kelle	ποιανού	kes	ποιανός	PRO;GEN;SG	PRO;NOM;MASC;SG;3
kelle	τίνος	kes	τίνος	PRO;GEN;SG	PRO;GEN;NEUT;SG;3
kelle	ποιου	kes	ποιος	PRO;GEN;SG	DET;NOM;DEF;MASC;SG
moskva	μόσχα	moskev	μόσχα	ADJ	PROPN;NOM;FEM;SG
jaapani	ιαπωνίας	jaapani	ιαπωνία	ADJ	PROPN;GEN;FEM;SG
jaapani	ιαπωνία	jaapani	ιαπωνία	ADJ	PROPN;ACC;FEM;SG
jaapani	γιαπωνέζικα	jaapani	γιαπωνέζικος	ADJ	ADV
jaapani	ιαπωνικά	jaapani	ιαπωνικά	ADJ	ADV
jaapani	ιάπωνες	jaapani	ιάπωνας	ADJ	N;NOM;MASC;PL
jaapani	γιαπωνέζοι	jaapani	γιαπωνώζος	ADJ	N;NOM;MASC;PL
ette	μπροστινό	ette	μπροστινός	ADV	N;NOM;NEUT;SG
ette	μέτωπο	ette	μέτωπο	ADV	N;NOM;NEUT;SG
ette	προκαταβολή	ette	προκαταβολή	ADV	N;ACC;FEM;SG
hiina	κίνα	hiina	κίνα	ADJ	PROPN;ACC;FEM;SG
hiina	λδκ	hiina	λδκ	ADJ	N
hiina	κινέζος	hiina	κινέζος	ADJ	N;NOM;MASC;SG
hiina	κινέζικα	hiina	κινέζικος	ADJ	N;NOM;NEUT;PL
hiina	κινέζοι	hiina	κινέζος	ADJ	N;NOM;MASC;PL
sel	sel	see	sel	PRO;AT+ESS
;SG	
ungari	ουγγαρία	ungari	ουγγαρία	ADJ	PROPN;ACC;FEM;SG
ungari	ουγγαρίας	ungari	ουγγαρία	ADJ	PROPN;GEN;FEM;SG
ungari	ούγγροι	ungari	ούγγρος	ADJ	N;NOM;MASC;PL
ilma	χωρίς	ilma	χωρίς	ADV	ADP
alustas	ξεκίνησα	alustama	ξεκινώ	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
riik	χωρα	riik	χωρα	N;NOM;SG	N;ACC;FEM;SG
riik	πολιτεία	riik	πολιτεία	N;NOM;SG	N;ACC;FEM;SG
riik	state	riik	state	N;NOM;SG	
perekond	οικογενεια	perekond	οικογενεια	N;NOM;SG	N;ACC;FEM;SG
ilmus	εμφανίστηκε	ilmuma	εμφανίζω	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
lähedal	κλείσιμο	lähedal	κλείσιμο	ADV	N;NOM;NEUT;SG
lähedal	κοντα	lähedal	κοντα	ADV	N;NOM;FEM;SG
lähedal	κοντινές	lähedal	κοντινός	ADV	ADJ;NOM;FEM;PL
kuidas	πως	kuidas	πως	ADV	CONJ
suurbritannia	βρετανία	suur_britannia	βρετανία	N;NOM;SG	PROPN;ACC;FEM;SG
sajand	αιώνα	sajand	αιώνας	N;NOM;SG	N;ACC;MASC;SG
anti	αντι	andma	αντι	V;IND;PST;FIN;PASS	
elas	έζησα	elama	έζησα	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
elas	έζησαν	elama	χάνω	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;3;PST;FIN;ACT
neil	νηλ	tema	νηλ	PRO;AT+ESS
;PL;3	
neil	νιλ	tema	νιλ	PRO;AT+ESS
;PL;3	
saar	island	saar	island	N;NOM;SG	
saar	νήσος	saar	νήσος	N;NOM;SG	PROPN;NOM;FEM;SG
saar	σάαρ	saar	σάαρ	N;NOM;SG	
heinrich	χάινριχ	heinrich	χάινριχ	N;NOM;SG	
riia	ρίγα	riia	ρίγος	ADJ	PROPN;NOM;FEM;SG
jüri	γεώργιος	jüri	γεώργιος	N;NOM;SG	PROPN;NOM;MASC;SG
jüri	τζωρτζ	jüri	τζωρτζ	N;NOM;SG	PROPN;NOM;MASC;SG
jüri	τζορτζ	jüri	τζορτζ	N;NOM;SG	
jüri	george	jüri	george	N;NOM;SG	
pindala	έκταση	pind_ala	έκταση	N;NOM;SG	N;ACC;FEM;SG
kasutatud	χρησιμοποιείται	kasutama	χρησιμοποιώ	V;PST;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
kasutatud	χρησιμοποιούνται	kasutama	χρησιμοποιώ	V;PST;V.PTCP;PASS	V;IPFV;IND;PL;3;PRS;FIN;PASS
kasutatud	χρησιμοποιούμενα	kasutama	χρησιμοποιούμενος	V;PST;V.PTCP;PASS	ADV
kasutatud	χρησιμοποιούμενες	kasutama	χρησιμοποιούμενος	V;PST;V.PTCP;PASS	ADJ;NOM;FEM;PL
teised	άλλους	teine	άλλος	PRO;NOM;PL	PRO;NOM;MASC;PL;3
teised	άλλοι	teine	άλλος	PRO;NOM;PL	PRO;NOM;MASC;PL;3
teised	λοιποί	teine	λοιπός	PRO;NOM;PL	ADJ;NOM;MASC;PL
teised	αλλοι	teine	αλλος	PRO;NOM;PL	PRO;NOM;MASC;PL;3
teised	άλλα	teine	άλλος	PRO;NOM;PL	PRO;NOM;NEUT;PL;3
pikkus	μήκος	pikkus	μήκος	N;NOM;SG	N;ACC;NEUT;SG
teada	γνωστή	teadma	γνωστός	V;NFIN	ADJ;NOM;FEM;SG
teada	γνωστός	teadma	γνωστός	V;NFIN	ADJ;NOM;MASC;SG
teada	γνωστό	teadma	γνωστός	V;NFIN	ADJ;NOM;NEUT;SG
teada	γνωστοί	teadma	γνωστός	V;NFIN	ADJ;NOM;MASC;PL
teada	γνωστές	teadma	γνωστός	V;NFIN	ADJ;NOM;FEM;PL
sealhulgas	συμπεριλαμβανομένου	seal_hulgas	συμπεριλαμβανόμενος	ADV	V;PFV;GEN;MASC;SG;V.PTCP;PASS
sealhulgas	συμπεριλαμβανομένης	seal_hulgas	συμπεριλαμβανόμενος	ADV	V;PFV;GEN;FEM;SG;V.PTCP;PASS
sealhulgas	συμπεριλαμβανομένων	seal_hulgas	συμπεριλαμβανόμενος	ADV	V;PFV;GEN;FEM;PL;V.PTCP;PASS
robert	robert	robert	robert	N;NOM;SG	
robert	ρόμπερτ	robert	ρόμπερτ	N;NOM;SG	
suurem	μεγαλύτερα	suurem	μεγάλος	ADJ;NOM;CMPR;SG	ADV;CMPR
aega	χρόνος	aeg	χρόνος	N;PRT;SG	N;NOM;MASC;SG
aega	χρονος	aeg	χρονος	N;PRT;SG	DET;NOM;DEF;MASC;SG
aega	ώρα	aeg	ώρα	N;PRT;SG	N;ACC;FEM;SG
aega	φορά	aeg	φορά	N;PRT;SG	N;ACC;FEM;SG
aega	ωρα	aeg	ωρα	N;PRT;SG	N;ACC;FEM;SG
aega	χρόνο	aeg	χρόνος	N;PRT;SG	N;ACC;MASC;SG
ema	μάνα	ema	μάνας	N;NOM;SG	N;ACC;FEM;SG
akadeemia	ακαδημίας	akadeemia	ακαδημία	N;NOM;SG	N;GEN;FEM;SG
peeter	πέτρος	peeter	πέτρος	N;NOM;SG	PROPN;NOM;MASC;SG
peeter	πέτρο	peeter	πέτρο	N;NOM;SG	PROPN;ACC;MASC;SG
peeter	peter	peeter	peter	N;NOM;SG	
peeter	πίτερ	peeter	πίτερ	N;NOM;SG	
peeter	πήτερ	peeter	πήτερ	N;NOM;SG	
aja	χρόνος	aeg	χρόνος	N;GEN;SG	N;NOM;MASC;SG
aja	χρονος	aeg	χρονος	N;GEN;SG	DET;NOM;DEF;MASC;SG
aja	ώρα	aeg	ώρα	N;GEN;SG	N;ACC;FEM;SG
aja	φορά	aeg	φορά	N;GEN;SG	N;ACC;FEM;SG
aja	ωρα	aeg	ωρα	N;GEN;SG	N;ACC;FEM;SG
aja	χρόνο	aeg	χρόνος	N;GEN;SG	N;ACC;MASC;SG
mitu	αρκετές	mitu	αρκετός	PRO;NOM;SG	PRO;NOM;FEM;PL;3
mitu	αρκετοί	mitu	αρκετός	PRO;NOM;SG	PRO;NOM;MASC;PL;3
mitu	πολλαπλές	mitu	πολλαπλά	PRO;NOM;SG	ADJ;NOM;FEM;PL
mitu	πολλαπλή	mitu	πολλαπλή	PRO;NOM;SG	ADJ;NOM;FEM;SG
mitu	πολλαπλά	mitu	πολλαπλά	PRO;NOM;SG	ADV
und	ονειρεύομαι	uni	ονειρεύω	N;PRT;SG	V;IPFV;IND;SG;1;PRS;FIN;PASS
liiga	league	liiga	league	ADV	
liiga	πρωτάθλημα	liiga	πρωτάθλημα	ADV	N;NOM;NEUT;SG
liiga	λιγκ	liiga	λιγκ	ADV	
http	http	http	http	N;NOM	
muusika	μουσική	muusika	μουσικός	N;NOM;SG	ADJ;NOM;FEM;SG
viimane	τελευταίοι	viimane	τελευταίος	ADJ;NOM;SG	ADJ;NOM;MASC;PL
viimane	τελευταια	viimane	τελευταίος	ADJ;NOM;SG	V;IPFV;IND;PL;3;PRS;FIN;PASS
viimane	τελευταία	viimane	τελευταία	ADJ;NOM;SG	ADV
meie	μας	mina	μου	PRO;NOM;PL;1	PRO;GEN;MASC;PL;1
nikolai	νικολάι	nikolai	νικολάι	N;NOM;SG	
nikolai	νίκολας	nikolai	νίκολα	N;NOM;SG	PROPN;NOM;MASC;SG
nikolai	νικολάι	nikolai	νικολάι	N;NOM;SG	
sõna	λέξη	sõna	λέξη	N;NOM;SG	N;ACC;FEM;SG
maha	down	maha	down	ADV	
for	για	for	για	N;NOM;SG	ADP
for	for	for	for	N;NOM;SG	
antud	δεδομένο	antud	δεδομένο	ADJ;PST;V.PTCP;PASS	N;NOM;NEUT;SG
antud	δεδομένου	antud	δεδομένο	ADJ;PST;V.PTCP;PASS	ADV
valitsus	κυβερνηση	valitsus	κυβερνηση	N;NOM;SG	N;ACC;FEM;SG
hea	καλο	hea	καλος	ADJ;NOM;SG	ADV
hea	καλά	hea	καλά	ADJ;NOM;SG	ADV
hea	καλα	hea	καλά	ADJ;NOM;SG	ADV
võimu	power	võim	power	N;PRT;SG	
võimu	εξουσία	võim	εξουσία	N;PRT;SG	N;NOM;FEM;SG
võimu	δύναμη	võim	δύναμη	N;PRT;SG	N;ACC;FEM;SG
võimu	ισχύς	võim	ισχύς	N;PRT;SG	N;NOM;FEM;SG
järve	λίμνη	järv	λίμνη	N;IN+ALL;LGSPEC1;SG	N;NOM;FEM;SG
saada	αποστολή	saama	αποστολή	V;NFIN	N;NOM;FEM;SG
koosneb	αποτελείται	koosnema	αποτελώ	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
paljud	πολλά	palju	πολύς	PRO;NOM;PL	ADJ;NOM;NEUT;PL
paljud	πολλοι	palju	πολύς	PRO;NOM;PL	ADJ;NOM;MASC;PL
paljud	πολλοί	palju	πολύς	PRO;NOM;PL	ADJ;NOM;MASC;PL
paljud	πολλές	palju	πολύς	PRO;NOM;PL	ADJ;NOM;FEM;PL
paljud	πολλα	palju	πολύς	PRO;NOM;PL	ADV
liit	γιούνιον	liit	γιούνιον	N;NOM;SG	ADJ;NOM;NEUT;SG
algas	ξεκίνησα	algama	ξεκινώ	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
meetrit	μετρητές	meeter	μετρητός	N;PRT;SG	N;NOM;MASC;PL
maria	μαρία	maria	μαρία	N;NOM;SG	PROPN;NOM;FEM;SG
maria	μαρια	maria	μαρια	N;NOM;SG	PROPN;NOM;FEM;SG
neli	τέσσερις	neli	τέσσερις	NUM;NOM;SG	NUM;NOM;MASC;PL
neli	τέσσερα	neli	τέσσερις	NUM;NOM;SG	NUM;NOM;NEUT;PL
neli	four	neli	four	NUM;NOM;SG	
neli	τεσσερα	neli	τέσσερις	NUM;NOM;SG	N;NOM;NEUT;PL
wilhelm	βίλχελμ	wilhelm	βίλχελμ	N;NOM;SG	
klassi	τάξη	klass	τάξη	N;IN+ALL;LGSPEC1;SG	N;NOM;FEM;SG
klassi	κλάση	klass	κλάση	N;IN+ALL;LGSPEC1;SG	N;NOM;FEM;SG
klassi	μάθημα	klass	μάθημα	N;IN+ALL;LGSPEC1;SG	N;NOM;NEUT;SG
ees	μπροστινό	ees	μπροστινός	ADV	N;NOM;NEUT;SG
ees	μέτωπο	ees	μέτωπο	ADV	N;NOM;NEUT;SG
asula	διακανονισμού	asul	διακανονισμός	N;NOM;SG	N;GEN;MASC;SG
asula	διευθέτηση	asul	διευθέτηση	N;NOM;SG	N;ACC;FEM;SG
moodustati	σχηματίζεται	moodustama	σχηματίζω	V;IND;PST;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
sõda	πόλεμο	sõda	πόλεμος	N;NOM;SG	N;ACC;MASC;SG
georg	γκέοργκ	georg	γκέοργκ	N;NOM;SG	
eduard	εντουάρ	edu_ard	εντουάρ	N;NOM;SG	
martin	martin	martin	martin	N;NOM;SG	
martin	μάρτιν	martin	μάρτιν	N;NOM;SG	
midagi	τιποτα	miski	τιποτα	PRO;PRT;SG	ADV
midagi	τίποτε	miski	τίποτα	PRO;PRT;SG	PRO;NOM;NEUT;SG;3
midagi	τίποτα	miski	τίποτα	PRO;PRT;SG	PRO;NOM;NEUT;SG;3
midagi	κάτι	miski	κάτι	PRO;PRT;SG	PRO;NOM;NEUT;SG;3
midagi	κατι	miski	κατι	PRO;PRT;SG	ADV
päeva	ημέρες	päev	ημέρα	N;PRT;SG	N;NOM;FEM;PL
päeva	ημερες	päev	ημερώ	N;PRT;SG	PRO;NOM;FEM;PL;3
päeva	μέρες	päev	μέρα	N;PRT;SG	N;NOM;FEM;PL
päeva	μερα	päev	μερα	N;PRT;SG	N;NOM;FEM;SG
päeva	ημερα	päev	ημερα	N;PRT;SG	N;NOM;FEM;SG
päeva	ημέρα	päev	ημέρα	N;PRT;SG	N;NOM;FEM;SG
päeva	μέρα	päev	μέρα	N;PRT;SG	N;ACC;FEM;SG
ajalugu	ιστορικό	aja_lugu	ιστορικός	N;NOM;SG	ADJ;NOM;NEUT;SG
töö	εργασίες	töö	εργασία	N;NOM;SG	N;NOM;FEM;PL
töö	δουλεια	töö	δουλεια	N;NOM;SG	N;ACC;FEM;SG
paavst	πάπα	paavst	πάπα	N;NOM;SG	N;VOC;MASC;SG
paavst	πόουπ	paavst	πόουπ	N;NOM;SG	PROPN;NOM;MASC;SG
otto	ότο	otto	ότο	N;NOM;SG	
otto	otto	otto	otto	N;NOM;SG	
abikaasa	σύζυγο	abi_kaasa	σύζυγος	N;NOM;SG	N;ACC;FEM;SG
abikaasa	σύζυγο	abi_kaasa	σύζυγος	N;NOM;SG	N;ACC;FEM;SG
https	https	https	https	N;NOM;SG	
hollandi	ολλανδός	hollandi	ολλανδός	ADJ	PROPN;NOM;MASC;SG
hollandi	ολλανδικά	hollandi	ολλανδικά	ADJ	ADV
hollandi	ντατς	hollandi	ντατς	ADJ	N
ordu	σειρά	ordu	σειρά	N;NOM;SG	N;ACC;FEM;SG
ordu	διαταγή	ordu	διαταγή	N;NOM;SG	N;ACC;FEM;SG
mängis	έπαιζα	mängima	έπαιζα	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;1;PST;FIN;ACT
mängis	παίχτηκε	mängima	παίσταμαι	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
mängis	έπαιξα	mängima	δαπαίζω	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
hans	hans	hans	hans	N;NOM;SG	
hans	χανς	hans	χανς	N;NOM;SG	
tehtud	φτιαγμένα	tegema	φτιαγμένα	V;PST;V.PTCP;PASS	ADJ;NOM;NEUT;PL
tehtud	έκανε	tegema	κάνω	V;PST;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
tehtud	κάνει	tegema	κάνω	V;PST;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
kooli	σχολείο	kool	σχολείο	N;PRT;SG	N;NOM;NEUT;SG
kooli	σχολη	kool	σχολος	N;PRT;SG	N;NOM;FEM;SG
kooli	σχολειο	kool	σχολειο	N;PRT;SG	N;NOM;NEUT;SG
kooli	σχολή	kool	σχολή	N;PRT;SG	N;NOM;FEM;SG
san	san	san	san	N;NOM;SG	
juhataja	μάνατζερ	juhataja	μάνατζερ	N;NOM;SG	N;NOM;NEUT;PL
inimesed	ανθρώπους	inimene	άνθρωπος	N;NOM;PL	N;ACC;MASC;PL
inimesed	κόσμος	inimene	κόσμος	N;NOM;PL	N;NOM;MASC;SG
inimesed	ανθρώπους	inimene	άνθρωπος	N;NOM;PL	N;ACC;MASC;PL
abiellus	παντρεμένοι	abi_elluma	παντρένω	V;IND;SG;3;PST;FIN;ACT	V;PFV;NOM;MASC;PL;V.PTCP;PASS
abiellus	παντρεμένος	abi_elluma	παντρεμένος	V;IND;SG;3;PST;FIN;ACT	V;PFV;NOM;MASC;SG;V.PTCP;PASS
abiellus	παντρεμένη	abi_elluma	παντρένω	V;IND;SG;3;PST;FIN;ACT	V;PFV;NOM;FEM;SG;V.PTCP;PASS
abiellus	παντρεύτηκε	abi_elluma	παντρέω	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
abiellus	παντρεύτηκα	abi_elluma	παντρεύτεκα	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;1;PST;FIN;PASS
vähem	λιγότεροι	vähem	λίγο	ADV	ADJ;NOM;CMPR;MASC;PL
vähem	λιγότερες	vähem	λίγος	ADV	ADJ;NOM;CMPR;FEM;PL
vähem	λιγότερους	vähem	λίγος	ADV	ADJ;NOM;CMPR;MASC;PL
vähem	λιγότερες	vähem	λίγος	ADV	ADJ;NOM;CMPR;FEM;PL
tööd	έργο	töö	έργο	N;PRT;SG	N;NOM;NEUT;SG
tööd	δουλειά	töö	δουλειά	N;PRT;SG	N;NOM;FEM;SG
tööd	εργασίες	töö	εργασία	N;PRT;SG	N;NOM;FEM;PL
tööd	εργασία	töö	εργασία	N;PRT;SG	N;NOM;FEM;SG
tööd	δουλεια	töö	δουλεια	N;PRT;SG	N;ACC;FEM;SG
asuvad	εντοπίστηκε	asuma	εντοπίζω	V;IND;PL;3;PRS;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
anna	αννα	andma	αννας	V;IMP;SG;2;PRS;FIN;ACT	PROPN;NOM;FEM;SG
anna	άννα	andma	άννος	V;IMP;SG;2;PRS;FIN;ACT	PROPN;NOM;FEM;SG
anna	δώστε	andma	δώστε	V;IMP;SG;2;PRS;FIN;ACT	N;ACC;FEM;SG
anna	δώσε	andma	δίνω	V;IMP;SG;2;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
loodud	δημιούργησε	looma	δημιουργώ	V;PST;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
loodud	δημιουργείται	looma	δημιουργώ	V;PST;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
ala	ala	ala	ala	N;NOM;SG	
ala	site	ala	site	N;NOM;SG	
ala	έκταση	ala	έκταση	N;NOM;SG	N;ACC;FEM;SG
gustav	γκούσταβ	gustav	γκούσταβ	ADJ;NOM;SG;PRS;V.PTCP;ACT	
kirjutas	έγραψες	kirjutama	έγραψη	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;2;PST;FIN;ACT
minu	ορυχείο	mina	ορυχείο	PRO;GEN;SG;1	N;NOM;NEUT;SG
sissekanne	εισόδου	sisse_kanne	είσοδος	N;NOM;SG	N;GEN;FEM;SG
sissekanne	καταχώρηση	sisse_kanne	καταχώρηση	N;NOM;SG	N;ACC;FEM;SG
keiser	αυτοκράτορα	keiser	αυτοκράτορα	N;NOM;SG	N;ACC;MASC;SG
aafrika	αφρική	aafrika	αφρικός	N;NOM;SG	PROPN;NOM;FEM;SG
aafrika	αφρικής	aafrika	αφρικός	N;NOM;SG	ADJ;GEN;FEM;SG
aafrika	αφρικανική	aafrika	αφρικάνικος	N;NOM;SG	ADJ;NOM;FEM;SG
ametlik	αξιωματούχος	ametlik	αξιωματούχος	ADJ;NOM;SG	N;NOM;MASC;SG
oja	κρικ	oja	κρικ	N;NOM;SG	PROPN;NOM;NEUT;SG
oja	stream	oja	stream	N;NOM;SG	
miljonit	εκατομμύρια	miljon	εκατομμύριο	NUM;NOM;SG	N;NOM;NEUT;PL
armee	στρατό	armee	στρατός	N;NOM;SG	N;ACC;MASC;SG
aeg	χρονος	aeg	χρονος	N;NOM;SG	DET;NOM;DEF;MASC;SG
aeg	ώρα	aeg	ώρα	N;NOM;SG	N;ACC;FEM;SG
aeg	φορά	aeg	φορά	N;NOM;SG	N;ACC;FEM;SG
aeg	ωρα	aeg	ωρα	N;NOM;SG	N;ACC;FEM;SG
aeg	χρόνο	aeg	χρόνος	N;NOM;SG	N;ACC;MASC;SG
teatas	αναφέρθηκε	teatama	αναφέρω	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
teatas	αναφέρθηκαν	teatama	αναφέρω	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;3;PST;FIN;PASS
teatas	ανακοινώθηκαν	teatama	ανακοινώνω	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;3;PST;FIN;PASS
