propaganda	propagande	propaganda	propagande	PROPN	N;FEM;SG
abhängigkeit	dépendance	abhängigkeit	dépendance	V;SG;FIN	N;FEM;SG
ankunft	arrivée	ankunft	arriver	N;FEM;SG	V;FEM;SG;PST;V.PTCP
ankunft	arriver	ankunft	arriver	N;FEM;SG	V;NFIN
ankunft	arrivées	ankunft	arriver	N;FEM;SG	V;FEM;PL;PST;V.PTCP
ankunft	arriver	ankunft	arriver	N;FEM;SG	V;NFIN
ankunft	arrivant	ankunft	arriver	N;FEM;SG	V;PRS;V.PTCP
ankunft	arriver	ankunft	arriver	N;FEM;SG	V;NFIN
ankunft	arrivez	ankunft	arriver	N;FEM;SG	V;IMP;PL;2;PRS;FIN
ankunft	arrivées	ankunft	arriver	N;FEM;SG	V;FEM;PL;PST;V.PTCP
gerichte	tribunaux	gericht	tribunal		N;MASC;PL
gerichte	vaisselle	gericht	vaisselle		N;FEM;SG
gerichte	plats	gericht	plat		N;MASC;PL
gerichte	tribunaux	gericht	tribunal		N;MASC;PL
gerichte	juridictions	gericht	juridiction		N;FEM;PL
mörder	tueurs	mörder	tueur	ADJ	N;MASC;PL
mörder	assassins	mörder	assassin	ADJ	N;MASC;PL
mörder	tueur	mörder	tueur	ADJ	N;MASC;SG
mörder	killer	mörder	killer	ADJ	PROPN
mörder	meurtrier	mörder	meurtrier	ADJ	N;MASC;SG
mörder	meurtrier	mörder	meurtrier	ADJ	N;MASC;SG
mörder	assassin	mörder	assassin	ADJ	N;MASC;SG
mörder	assassins	mörder	assassin	ADJ	N;MASC;PL
mörder	assassin	mörder	assassin	ADJ	N;MASC;SG
mörder	assassine	mörder	assassiner	ADJ	V;IND;SG;3;PRS;FIN
kats	kats	kats	kat		PROPN
sofia	sofia	sofia	sofia	PROPN;SG	PROPN
verändern	alter	verändern	alter	V;NFIN	PROPN
abu	abu	abu	abu	PROPN;NOM;MASC;SG	PROPN
abu	abou	abu	abou	PROPN;NOM;MASC;SG	PROPN
glasgow	glasgow	glasgow	glasgow	PROPN;NOM;SG	PROPN
stürmer	attaquants	stürm	attaquant	ADJ	N;MASC;PL
stürmer	grévistes	stürm	gréviste	ADJ	N;MASC;PL
stürmer	transmet	stürm	transmettre	ADJ	V;IND;SG;3;PRS;FIN
stürmer	buteur	stürm	buteur	ADJ	N;MASC;SG
stürmer	striker	stürm	striker	ADJ	N;MASC;SG
stürmer	attaquant	stürm	attaquant	ADJ	N;MASC;SG
heller	heller	hell	heller	ADJ	PROPN
emanuel	emanuel	emanuel	emanuel	PROPN;NOM;MASC;SG	N;MASC;SG
emanuel	emmanuel	emanuel	emmanuel	PROPN;NOM;MASC;SG	N;MASC;SG
naturschutz	préservation	naturschutz	préservation	ADJ	N;FEM;SG
naturschutz	conservation	naturschutz	conservation	ADJ	N;FEM;SG
naturschutz	nature	naturschutz	nature	ADJ	N;FEM;SG
anliegen	inquiétudes	anliegen	inquiétude		N;FEM;PL
anliegen	préoccupations	anliegen	préoccupation		N;FEM;PL
kohle	houille	kohl	houille		N;FEM;SG
kohle	charbon	kohl	charbon		N;MASC;SG
kohle	charbons	kohl	charbon		N;MASC;PL
kohle	oseille	kohl	oseille		N;FEM;SG
kohle	pâte	kohl	pâte		N;FEM;SG
kohle	charbon	kohl	charbon		N;MASC;SG
graham	graham	graham	graham	PROPN;NOM;SG	PROPN
hauptsitz	siège	hauptsitz	siège	V;V.PTCP	N;MASC;SG
hauptsitz	siège	hauptsitz	siège	V;V.PTCP	N;MASC;SG
caroline	caroline	caroline	caroline	PROPN;NOM;FEM;SG	N;FEM;SG
kaiserreich	empire	kaiserreich	empire	PROPN	N;MASC;SG
kaiserreich	impérial	kaiserreich	impérial	PROPN	ADJ;MASC;SG
kaiserreich	impériale	kaiserreich	impérial	PROPN	ADJ;FEM;SG
kaiserreich	impérialiste	kaiserreich	impérialiste	PROPN	ADJ;MASC;SG
kaiserreich	imperial	kaiserreich	imperial	PROPN	PROPN
konzern	groupe	konzern	groupe		N;MASC;SG
konzern	consolidées	konzern	consolider		V;FEM;PL;PST;V.PTCP
konzern	consolidé	konzern	consolider		V;MASC;SG;PST;V.PTCP
konzern	consolidée	konzern	consolider		V;FEM;SG;PST;V.PTCP
konzern	consolidés	konzern	consolidé		V;MASC;PL;PST;V.PTCP
konzern	corporation	konzern	corporation		N;FEM;SG
marokko	maroc	marokko	maroc	PROPN	N;MASC;SG
marokko	tanger	marokko	tanger	PROPN	PROPN
gebeten	prières	bitten	prière	V;V.PTCP	N;FEM;PL
wörtlich	littéralement	wörtlich	littéralement	ADJ	ADV
wörtlich	verbatim	wörtlich	verbatim	ADJ	PROPN
wrestling	catch	wrestlingen	catch	ADJ	N;MASC;SG
wrestling	lutte	wrestlingen	lutte	ADJ	N;FEM;SG
wrestling	wrestling	wrestlingen	wrestling	ADJ	N;MASC;SG
wrestling	lutter	wrestlingen	lutter	ADJ	V;NFIN
ryan	ryan	ryan	ryan	PROPN;NOM;MASC;SG	PROPN
manga	manga	manga	manga		N;MASC;SG
manga	mangas	manga	manga		N;MASC;PL
demo	démonstration	demo	démonstration		N;FEM;SG
demo	demo	demo	demo		N;SG
demo	démo	demo	démo		N;FEM;SG
demo	démos	demo	démo		N;FEM;PL
renault	renault	renaulen	renault	PROPN;SG	N;MASC;SG
turner	gymnaste	turn	gymnaste	PROPN;NOM;SG	N;MASC;SG
turner	turner	turn	turner	PROPN;NOM;SG	PROPN
einnahmen	revenus	einnehmen	revenu	V;NFIN	N;MASC;PL
einnahmen	revenus	einnehmen	revenu	V;NFIN	N;MASC;PL
einnahmen	gains	einnehmen	gain	V;NFIN	N;MASC;PL
einnahmen	salaire	einnehmen	salaire	V;NFIN	N;MASC;SG
einnahmen	recettes	einnehmen	recette	V;NFIN	N;FEM;PL
einnahmen	revenus	einnehmen	revenu	V;NFIN	N;MASC;PL
einnahmen	recettes	einnehmen	recette	V;NFIN	N;FEM;PL
kritiken	examens	kritik	examen	ADJ;PL	N;MASC;PL
kritiken	critiques	kritik	critique	ADJ;PL	N;MASC;PL
kritiken	critiques	kritik	critique	ADJ;PL	N;MASC;PL
kritiken	critique	kritik	critique	ADJ;PL	ADJ;MASC;SG
kritiken	critiques	kritik	critique	ADJ;PL	N;MASC;PL
kritiken	examinateurs	kritik	examinateur	ADJ;PL	N;MASC;PL
dorothea	dorothée	dorothea	dorother	PROPN;NOM;FEM;SG	PROPN
dorothea	dorothea	dorothea	dorothea	PROPN;NOM;FEM;SG	PROPN
suhrkamp	suhrkamp	suhrkamp	suhrkamp	PROPN	PROPN
kreuzung	croisement	kreuzung	croisement		N;MASC;SG
kreuzung	franchissement	kreuzung	franchissement		N;MASC;SG
kreuzung	traverser	kreuzung	traverser		V;NFIN
kreuzung	traversée	kreuzung	traverser		V;FEM;SG;PST;V.PTCP
kreuzung	carrefour	kreuzung	carrefour		N;MASC;SG
kreuzung	croisement	kreuzung	croisement		N;MASC;SG
kreuzung	intersection	kreuzung	intersection		N;FEM;SG
kreuzung	carrefour	kreuzung	carrefour		N;MASC;SG
kreuzung	junction	kreuzung	junction		N;FEM;SG
kreuzung	jonction	kreuzung	jonction		N;FEM;SG
kreuzung	carrefour	kreuzung	carrefour		N;MASC;SG
kreuzung	carrefours	kreuzung	carrefours		N;MASC;PL
kritisierte	critiqués	kritisieren	critiquer	V;IND;SG;3;PST;FIN	V;MASC;PL;PST;V.PTCP
kritisierte	critiqués	kritisieren	critiquer	V;IND;SG;3;PST;FIN	V;MASC;PL;PST;V.PTCP
gilbert	gilbert	gilbern	gilbert	PROPN	N;MASC;SG
jemals	ever	jemals	ever	ADV	INTJ
verschwunden	gone	verschwinden	gone	V;V.PTCP	PROPN
verschwunden	disparues	verschwinden	disparu	V;V.PTCP	ADJ;FEM;PL
verschwunden	disparue	verschwinden	disparu	V;V.PTCP	ADJ;FEM;SG
verschwunden	disparus	verschwinden	disparu	V;V.PTCP	ADJ;MASC;PL
aufeinander	successifs	aufeinander	successif	ADV	ADJ;MASC;PL
aufeinander	successives	aufeinander	successif	ADV	ADJ;FEM;PL
aufeinander	consécutifs	aufeinander	consécutif	ADV	ADJ;MASC;PL
aufeinander	consécutif	aufeinander	consécutif	ADV	ADJ;MASC;SG
aufeinander	consécutives	aufeinander	consécutif	ADV	ADJ;FEM;PL
aufeinander	consécutive	aufeinander	consécutif	ADV	ADJ;FEM;SG
benennung	nomination	benennung	nomination	ADJ	N;FEM;SG
benennung	nommer	benennung	nommer	ADJ	V;NFIN
benennung	nomination	benennung	nomination	ADJ	N;FEM;SG
benennung	désignation	benennung	désignation	ADJ	N;FEM;SG
benennung	dénomination	benennung	dénomination	ADJ	N;FEM;SG
benennung	appellation	benennung	appellation	ADJ	N;FEM;SG
captain	captain	captain	captain	PROPN;NOM;MASC;SG	PROPN
captain	capitaine	captain	capitaine	PROPN;NOM;MASC;SG	N;MASC;SG
kirchliche	ecclésiastique	kirchlich	ecclésiastique	ADJ;NOM;FEM;PL	ADJ;MASC;SG
ausgang	sortie	ausgang	sortir		V;FEM;SG;PST;V.PTCP
ausgang	sortant	ausgang	sortir		V;PRS;V.PTCP
ausgang	sortante	ausgang	sortant		ADJ;FEM;SG
ausgang	sortants	ausgang	sortant		ADJ;MASC;PL
ausgang	quitter	ausgang	quitter		V;NFIN
ausgang	sortir	ausgang	sortir		V;NFIN
ausgang	sortie	ausgang	sortir		V;FEM;SG;PST;V.PTCP
ausgang	sorties	ausgang	sortir		V;FEM;PL;PST;V.PTCP
estland	tallinn	estlind	tallinn		PROPN
estland	estonie	estlind	estonie		N;FEM;SG
startet	lancements	starten	lancement	V;IND;SG;3;PRS;FIN	N;MASC;PL
clara	clara	clara	clara	PROPN;NOM;SG	PROPN
erwachsenen	adultes	erwachsen	adulte	ADJ	N;MASC;PL
erwachsenen	adultes	erwachsen	adulte	ADJ	N;MASC;PL
nad	nad	nad	nad	PROPN	PROPN
garde	garde	garde	garde		N;FEM;SG
anzeige	afficher	anzeig	afficher		V;NFIN
anzeige	affichage	anzeig	affichage		N;MASC;SG
anzeige	affiche	anzeig	affiche		N;FEM;SG
anzeige	publicité	anzeig	publicité		N;FEM;SG
anzeige	annonce	anzeig	annonce		N;FEM;SG
anzeige	présentoirs	anzeig	présentoir		N;MASC;PL
anzeige	affichages	anzeig	affichage		N;MASC;PL
systemen	systèmes	systemen	système	V;NFIN	N;MASC;PL
sierra	sierra	sierra	sierra	PROPN;NOM;SG	PROPN
meißen	meissen	meißen	meissen	PROPN;NOM	PROPN
trennen	déconnexion	trennen	déconnexion	V;NFIN	N;FEM;SG
trennen	séparation	trennen	séparation	V;NFIN	N;FEM;SG
trennen	distinct	trennen	distinct	V;NFIN	ADJ;MASC;SG
sogn	sogn	sognen	sogn		
entscheidende	déterminant	entscheidend	déterminant	ADJ;NOM;FEM;PL	V;PRS;V.PTCP
entscheidende	décisive	entscheidend	décisif	ADJ;NOM;FEM;PL	ADJ;FEM;SG
entscheidende	décisif	entscheidend	décisif	ADJ;NOM;FEM;PL	ADJ;MASC;SG
entscheidende	cruciale	entscheidend	crucial	ADJ;NOM;FEM;PL	ADJ;FEM;SG
entscheidende	crucial	entscheidend	crucial	ADJ;NOM;FEM;PL	ADJ;MASC;SG
stralsund	stralsund	stralsund	stralsund	PROPN	PROPN
zwingend	obligatoirement	zwingend	obligatoirement	ADJ	ADV
zwingend	obligatoirement	zwingend	obligatoirement	ADJ	ADV
innenraum	intérieur	innenraum	intérieur	ADJ	N;MASC;SG
innenraum	intérieur	innenraum	intérieur	ADJ	N;MASC;SG
kennedy	kennedy	kennedy	kennedy	PROPN;NOM;MASC;SG	PROPN
karin	karine	karin	karine	PROPN;NOM;FEM;SG	N;FEM;SG
karin	karin	karin	karin	PROPN;NOM;FEM;SG	PROPN
händler	concessionnaires	händler	concessionnaire	ADJ	N;MASC;PL
händler	dealers	händler	dealer	ADJ	N;MASC;PL
händler	distributeurs	händler	distributeur	ADJ	N;MASC;PL
händler	vendeurs	händler	vendeur	ADJ	N;MASC;PL
händler	revendeurs	händler	revendeur	ADJ	N;MASC;PL
händler	distributeurs	händler	distributeur	ADJ	N;MASC;PL
händler	commerçants	händler	commerçant	ADJ	N;MASC;PL
händler	négociants	händler	négociant	ADJ	N;MASC;PL
händler	détaillants	händler	détaillant	ADJ	N;MASC;PL
händler	revendeurs	händler	revendeur	ADJ	N;MASC;PL
händler	distributeur	händler	distributeur	ADJ	N;MASC;SG
händler	distributeurs	händler	distributeur	ADJ	N;MASC;PL
händler	concessionnaire	händler	concessionnaire	ADJ	N;MASC;SG
händler	revendeur	händler	revendeur	ADJ	N;MASC;SG
händler	dealer	händler	dealer	ADJ	N;MASC;SG
händler	revendeurs	händler	revendeur	ADJ	N;MASC;PL
beförderung	calèche	beförderung	calèche	ADJ	N;FEM;SG
beförderung	attelage	beförderung	attelage	ADJ	N;MASC;SG
beförderung	promotion	beförderung	promotion	ADJ	N;FEM;SG
mönchengladbach	mönchengladbach	mönchengladbach	mönchengladbach	ADJ	N;MASC;SG
benachbarte	voisine	benachbart	voisin	ADJ;NOM;FEM;PL	ADJ;FEM;SG
benachbarte	voisin	benachbart	voisin	ADJ;NOM;FEM;PL	ADJ;MASC;SG
benachbarte	adjacente	benachbart	adjacent	ADJ;NOM;FEM;PL	ADJ;FEM;SG
benachbarte	adjacent	benachbart	adjacent	ADJ;NOM;FEM;PL	ADJ;MASC;SG
durchschnitt	moyen	durchschneiden	moyen		ADJ;MASC;SG
durchschnitt	moyennes	durchschneiden	moyen		ADJ;FEM;PL
durchschnitt	moyenne	durchschneiden	moyenne		N;FEM;SG
durchschnitt	moyennes	durchschneiden	moyen		ADJ;FEM;PL
singen	chant	singen	chant	V;NFIN	N;MASC;SG
singen	chant	singen	chant	V;NFIN	N;MASC;SG
camp	camp	camp	camp		N;MASC;SG
camp	campement	camp	campement		N;MASC;SG
camp	camps	camp	camp		N;MASC;PL
gewerbe	métiers	gewerb	métier		N;MASC;PL
minden	minden	minden	minden		PROPN
gefecht	bataille	fechen	bataille		N;FEM;SG
gefecht	combat	fechen	combat		N;MASC;SG
gefecht	escarmouche	fechen	escarmouche		N;FEM;SG
campbell	campbell	campbell	campbell	PROPN	PROPN
mind	esprit	mind	esprit		N;MASC;SG
mind	mind	mind	mind		N;MASC;SG
mind	mn	mind	mn		
mind	min	mind	minute		N;MASC;SG
beine	cuisses	bein	cuisse		N;FEM;PL
beine	jambes	bein	jambe		N;FEM;PL
beine	pattes	bein	patte		N;FEM;PL
anführer	meneur	anführer	meneur	ADJ	N;MASC;SG
anführer	leader	anführer	leader	ADJ	N;MASC;SG
anführer	meneurs	anführer	meneur	ADJ	N;MASC;PL
anführer	leaders	anführer	leader	ADJ	N;MASC;PL
anführer	dirigeants	anführer	dirigeant	ADJ	N;MASC;PL
lig	lig	lig	lig	PROPN;SG	
techniken	technique	technik	technique	V;NFIN	ADJ;MASC;SG
techniken	techniques	technik	technique	V;NFIN	ADJ;MASC;PL
asteroiden	astéroïdes	asteroiden	astéroïde		N;MASC;PL
asteroiden	astéroïde	asteroiden	astéroïde		N;MASC;SG
asteroiden	astéroïdes	asteroiden	astéroïde		N;MASC;PL
asteroiden	astéroïde	asteroiden	astéroïde		N;MASC;SG
franco	franco	franco	franco	PROPN;NOM;MASC;SG	N;MASC;SG
betrachtung	contemplation	betrachtung	contemplation	V;IND;SG;3;PRS;FIN	N;FEM;SG
überprüfung	vérifications	überprüfung	vérification	N;NOM;FEM;SG	N;FEM;PL
böden	sols	böden	sol		N;MASC;PL
böden	étages	böden	étage		N;MASC;PL
böden	planchers	böden	plancher		N;MASC;PL
böden	sols	böden	sol		N;MASC;PL
böden	terre	böden	terre		N;FEM;SG
böden	sols	böden	sol		N;MASC;PL
böden	sol	böden	sol		N;MASC;SG
option	option	option	option		N;FEM;SG
ägyptischen	égyptienne	ägyptisch	égyptien	ADJ;PL	ADJ;FEM;SG
ägyptischen	égyptien	ägyptisch	égyptien	ADJ;PL	ADJ;MASC;SG
stade	stade	stade	stade		N;MASC;SG
lukas	luke	lukas	luke	PROPN;NOM;MASC;SG	PROPN
lukas	luc	lukas	luc	PROPN;NOM;MASC;SG	N;MASC;SG
lukas	lukas	lukas	lukas	PROPN;NOM;MASC;SG	PROPN
lukas	lucas	lukas	lucas	PROPN;NOM;MASC;SG	PROPN
morgan	morgane	morgan	morgane	PROPN;NOM;SG	ADJ;FEM;SG
morgan	morgan	morgan	morgan	PROPN;NOM;SG	PROPN
ständigen	standing	ständig	standing	ADJ	N;MASC;SG
bühnen	étape	bühnen	étape	N;NOM;PL	N;FEM;SG
bühnen	stade	bühnen	stade	N;NOM;PL	N;MASC;SG
bühnen	scène	bühnen	scène	N;NOM;PL	N;FEM;SG
porsche	porsche	porsch	porsche	PROPN;NOM;SG	N;FEM;SG
vermehrt	propagée	vermehrt	propager	ADJ	V;FEM;SG;PST;V.PTCP
vermehrt	propagé	vermehrt	propager	ADJ	V;MASC;SG;PST;V.PTCP
beurteilung	jugement	beurteilung	jugement	ADJ;NOM;FEM;SG	N;MASC;SG
beurteilung	évaluation	beurteilung	évaluation	ADJ;NOM;FEM;SG	N;FEM;SG
beurteilung	evaluation	beurteilung	evaluation	ADJ;NOM;FEM;SG	N;FEM;SG
beurteilung	évaluation	beurteilung	évaluation	ADJ;NOM;FEM;SG	N;FEM;SG
beurteilung	appréciation	beurteilung	appréciation	ADJ;NOM;FEM;SG	N;FEM;SG
beurteilung	juger	beurteilung	juger	ADJ;NOM;FEM;SG	V;NFIN
beurteilung	jugeant	beurteilung	juger	ADJ;NOM;FEM;SG	V;PRS;V.PTCP
flecken	taches	flecken	tache	V;NFIN	N;FEM;PL
flecken	correctifs	flecken	correctif	V;NFIN	N;MASC;PL
flecken	patchs	flecken	patch	V;NFIN	N;MASC;PL
flecken	spots	flecken	spot	V;NFIN	N;MASC;PL
flecken	taches	flecken	tache	V;NFIN	N;FEM;PL
gewählten	élue	gewählt	élire	ADJ;PL	V;FEM;SG;PST;V.PTCP
gewählten	élu	gewählt	élire	ADJ;PL	V;MASC;SG;PST;V.PTCP
gewählten	élues	gewählt	élire	ADJ;PL	V;FEM;PL;PST;V.PTCP
gewählten	élus	gewählt	élire	ADJ;PL	V;MASC;PL;PST;V.PTCP
sat	assise	sat	asseoir		V;FEM;SG;PST;V.PTCP
sat	assis	sat	assis		V;MASC;SG;PST;V.PTCP
sat	sat	sat	sattre		N;MASC;SG
fliehen	fuite	fliehen	fuite	V;NFIN	N;FEM;SG
fliehen	évasion	fliehen	évasion	V;NFIN	N;FEM;SG
fliehen	escape	fliehen	escape	V;NFIN	N;MASC;SG
erkenntnis	réalisation	erkenntnis	réalisation	V;IND;SG;3;PRS;FIN	N;FEM;SG
erkenntnis	perception	erkenntnis	perception	V;IND;SG;3;PRS;FIN	N;FEM;SG
erkenntnis	perceptions	erkenntnis	percepteon	V;IND;SG;3;PRS;FIN	N;FEM;PL
erkenntnis	cognition	erkenntnis	cognition	V;IND;SG;3;PRS;FIN	N;FEM;SG
erkenntnis	perspicacité	erkenntnis	perspicacité	V;IND;SG;3;PRS;FIN	N;FEM;SG
erkenntnis	insight	erkenntnis	insight	V;IND;SG;3;PRS;FIN	PROPN
château	château	château	château	PROPN;NOM;MASC;SG	N;MASC;SG
steven	stéphane	steven	stéphane	PROPN;NOM;SG	PROPN
steven	steven	steven	steven	PROPN;NOM;SG	PROPN
parker	parker	park	parker	PROPN	PROPN
bruders	frangin	bruders	frangin		N;MASC;SG
bruders	frère	bruders	frère		N;MASC;SG
bruders	frere	bruders	frere		N;MASC;SG
diff	différence	diff	différence		N;FEM;SG
diff	diff	diff	diff		
pflicht	devoir	pflicht	devoir	ADJ	V;NFIN
pflicht	obligatoirement	pflicht	obligatoirement	ADJ	ADV
pflicht	obligation	pflicht	obligation	ADJ	N;FEM;SG
pflicht	obligatoirement	pflicht	obligatoirement	ADJ	ADV
talent	talents	talent	talent	ADJ	N;MASC;PL
talent	talents	talent	talent	ADJ	N;MASC;PL
talent	talent	talent	talent	ADJ	N;MASC;SG
fire	feu	fein	feu		N;MASC;SG
fire	incendie	fein	incendie		N;MASC;SG
fire	incendies	fein	incendie		N;MASC;PL
türkisch	turcs	türkisch	turc	ADJ	N;MASC;PL
passagiere	voyageurs	passagieren	voyageur		N;MASC;PL
passagiere	passagers	passagieren	passager		N;MASC;PL
passagiere	passager	passagieren	passager		N;MASC;SG
passagiere	passagère	passagieren	passager		ADJ;FEM;SG
passagiere	passagers	passagieren	passager		N;MASC;PL
passagiere	voyageur	passagieren	voyageur		N;MASC;SG
generalsekretär	secrétaire	generalsekretär	secrétaire	ADJ	N;MASC;SG
schnellen	rapidement	schnell	rapidement	ADJ	ADV
schnellen	vite	schnell	vite	ADJ	ADV
schnellen	rapidité	schnell	rapidité	ADJ	N;FEM;SG
wusste	saviez	wissen	savoir	V;IND;SG;3;PST;FIN	V;IMP;PL;2;PRS;FIN
wusste	savait	wissen	savoir	V;IND;SG;3;PST;FIN	V;IND;SG;3;IPFV;FIN
wusste	savais	wissen	savoir	V;IND;SG;3;PST;FIN	V;IND;SG;1;IPFV;FIN
wusste	savaient	wissen	savoir	V;IND;SG;3;PST;FIN	V;IND;PL;3;IPFV;FIN
bahnen	trains	bahnen	train	V;NFIN	N;MASC;PL
theologische	théologique	theologisch	théologique	ADJ;NOM;FEM;PL	ADJ;MASC;SG
theologische	théologique	theologisch	théologique	ADJ;NOM;FEM;PL	ADJ;MASC;SG
theologische	théologie	theologisch	théologie	ADJ;NOM;FEM;PL	N;FEM;SG
hanns	hanns	hanns	hann	PROPN;NOM;MASC;SG	PROPN
thompson	thompson	thompson	thompson	PROPN;NOM;SG	PROPN
konstantinopel	constantinople	konstantinopel	constantinople	PROPN;NOM;MASC;SG	N;MASC;SG
konstantinopel	istanbul	konstantinopel	istanbul	PROPN;NOM;MASC;SG	PROPN
henriette	henrietta	henrieten	henrietter	PROPN;NOM;FEM;SG	PROPN
henriette	henriette	henrieten	henriette	PROPN;NOM;FEM;SG	N;FEM;SG
henriette	henriette	henrieten	henriette	PROPN;NOM;FEM;SG	N;FEM;SG
four	quatre	four	quatre		NUM
dichtung	étanchéité	dichtung	étanchéité		N;FEM;SG
dichtung	scellement	dichtung	scellement		N;MASC;SG
dichtung	joint	dichtung	joindre		V;MASC;SG;PST;V.PTCP
dichtung	poésie	dichtung	poésie		N;FEM;SG
dichtung	phoque	dichtung	phoque		N;MASC;SG
dichtung	sceau	dichtung	sceau		N;MASC;SG
dichtung	phoques	dichtung	phoque		N;MASC;PL
hinreichend	suffisamment	hinreichend	suffisamment	ADJ	ADV
hinreichend	suffisamment	hinreichend	suffisamment	ADJ	ADV
hinreichend	adéquatement	hinreichend	adéquatement	ADJ	ADV
theoretisch	théoriquement	theoretisch	théoriquement	ADJ	ADV
theoretisch	théories	theoretisch	théorie	ADJ	N;FEM;PL
theoretisch	théorie	theoretisch	théorie	ADJ	N;FEM;SG
robinson	robinson	robinson	robinson	PROPN;NOM;SG	PROPN
decken	plafonds	decken	plafond	V;NFIN	N;MASC;PL
decken	couvertures	decken	couverture	V;NFIN	N;FEM;PL
decken	couvercle	decken	couvercle	V;NFIN	N;MASC;SG
decken	couverture	decken	couverture	V;NFIN	N;FEM;SG
decken	housse	decken	housse	V;NFIN	N;FEM;SG
hop	houblon	hopen	houblon	PROPN;NOM;SG	N;MASC;SG
hop	hop	hopen	hop	PROPN;NOM;SG	N;MASC;SG
legend	légendes	legend	légende	ADJ	N;FEM;PL
legend	légende	legend	légende	ADJ	N;FEM;SG
persönlicher	personnel	persönlich	personnel	ADJ	N;MASC;SG
wünsche	souhait	wünschen	souhait	;SG	N;MASC;SG
wünsche	voeu	wünschen	voeu	;SG	N;MASC;SG
wünsche	souhaite	wünschen	souhaiter	;SG	V;IND;SG;3;PRS;FIN
wünsche	souhaiter	wünschen	souhaiter	;SG	V;NFIN
wünsche	voeux	wünschen	voeu	;SG	N;MASC;PL
wünsche	désirs	wünschen	désir	;SG	N;MASC;PL
wünsche	souhaits	wünschen	souhait	;SG	N;MASC;PL
wünsche	souhaite	wünschen	souhaiter	;SG	V;IND;SG;3;PRS;FIN
wünsche	vœux	wünschen	vœux	;SG	N;MASC;PL
wünsche	désirant	wünschen	désirer	;SG	V;PRS;V.PTCP
wünsche	souhaitant	wünschen	souhaiter	;SG	V;PRS;V.PTCP
wünsche	souhaiter	wünschen	souhaiter	;SG	V;NFIN
wünsche	désirs	wünschen	désir	;SG	N;MASC;PL
dennis	dennis	dennis	dennis	PROPN;NOM;MASC;SG	PROPN
dennis	denis	dennis	denis	PROPN;NOM;MASC;SG	PROPN
nachbarn	voisins	nachbarn	voisin	ADJ	N;MASC;PL
nachbarn	voisins	nachbarn	voisin	ADJ	N;MASC;PL
ernährung	diététique	Ernährung	diététique	N;NOM;FEM;SG	ADJ;MASC;SG
ernährung	nutritionnelles	Ernährung	nutritionnel	N;NOM;FEM;SG	ADJ;FEM;PL
ernährung	nutritionnel	Ernährung	nutritionnel	N;NOM;FEM;SG	ADJ;MASC;SG
ernährung	diététique	Ernährung	diététique	N;NOM;FEM;SG	ADJ;MASC;SG
bologna	bologne	bologna	bologne	PROPN	PROPN
vergleichen	comparaisons	vergleichen	comparaison	V;NFIN	N;FEM;PL
vergleichen	comparatifs	vergleichen	comparatif	V;NFIN	ADJ;MASC;PL
vergleichen	comparaison	vergleichen	comparaison	V;NFIN	N;FEM;SG
vergleichen	différence	vergleichen	différence	V;NFIN	N;FEM;SG
vergleichen	diff	vergleichen	diff	V;NFIN	
vergleichen	comparatif	vergleichen	comparatif	V;NFIN	N;MASC;SG
vergleichen	comparaison	vergleichen	comparaison	V;NFIN	N;FEM;SG
vergleichen	comparaisons	vergleichen	comparaison	V;NFIN	N;FEM;PL
björn	bjorn	björn	bjorn	PROPN;NOM;MASC;SG	PROPN
björn	björn	björn	björn	PROPN;NOM;MASC;SG	PROPN
kolumbien	colombie	kolumbien	colombie	PROPN;NOM;NEUT;SG	PROPN
kolumbien	columbia	kolumbien	columbia	PROPN;NOM;NEUT;SG	PROPN
kolumbien	colombie	kolumbien	colombie	PROPN;NOM;NEUT;SG	PROPN
geistliche	clergé	geistlich	clergé	ADJ;NOM;FEM;PL	N;MASC;SG
geistliche	priest	geistlich	priest	ADJ;NOM;FEM;PL	N;MASC;SG
geistliche	prêtre	geistlich	prêtre	ADJ;NOM;FEM;PL	N;MASC;SG
geistliche	curé	geistlich	curé	ADJ;NOM;FEM;PL	N;MASC;SG
geistliche	spirituelle	geistlich	spirituel	ADJ;NOM;FEM;PL	ADJ;FEM;SG
geistliche	spirituel	geistlich	spirituel	ADJ;NOM;FEM;PL	ADJ;MASC;SG
geistliche	prêtres	geistlich	prêtre	ADJ;NOM;FEM;PL	N;MASC;PL
geistliche	clergé	geistlich	clergé	ADJ;NOM;FEM;PL	N;MASC;SG
download	télécharge	download	télécharge		V;IND;SG;3;PRS;FIN
download	téléchargements	download	téléchargement		N;MASC;PL
download	télécharger	download	télécharger		V;NFIN
download	téléchargement	download	téléchargement		N;MASC;SG
dublin	dublin	dublin	dublin	PROPN;NOM;SG	PROPN
gabriele	gabriele	gabrielen	gabriele	PROPN;NOM;FEM;SG	PROPN
planck	planck	planck	planck	PROPN;NOM;SG	N;MASC;SG
fantasy	imaginaire	fantasy	imaginaire	PROPN	ADJ;MASC;SG
fantasy	fantasy	fantasy	fantasy	PROPN	N;MASC;SG
fantasy	fantasme	fantasy	fantasme	PROPN	N;MASC;SG
fantasy	fantaisie	fantasy	fantaisir	PROPN	N;FEM;SG
anerkannte	reconnu	anerkannt	reconnaître	ADJ;SG	V;MASC;SG;PST;V.PTCP
