godine	årevis	godina	årevis	N;GEN;FEM;SG	ADV
nova	nytt	nov	ny	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;NEUT;SG
nova	nova	nov	nove	ADJ;NOM;DEF;FEM;SG	N
pravo	riktig	pravo	riktig	N;NOM;NEUT;SG	ADJ;INDF;NEUT;SG
pravo	høyre	pravo	høyre	N;NOM;NEUT;SG	V;NFIN
pravo	rett	pravo	rett	N;NOM;NEUT;SG	ADJ;INDF;NEUT;SG
plemena	stamme	pleme	stam	N;NOM;NEUT;PL	N;INDF;FEM;SG
mnogi	mangt	mnogi	mangt	ADJ;NOM;DEF;MASC;PL	N;INDF;MASC;SG
mnogi	many	mnogi	many	ADJ;NOM;DEF;MASC;PL	N
mnogi	mangen	mnogi	mang	ADJ;NOM;DEF;MASC;PL	N;DEF;MASC;SG
njemački	tysk	njemački	tysk	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
nacionalni	nasjonale	nacionalan	nasjonal	ADJ;NOM;DEF;MASC;SG	ADJ;PL
nacionalni	national	nacionalan	national	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
nacionalni	nasjonal	nacionalan	nasjonal	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;SG
nacionalni	nasjonalt	nacionalan	nasjonal	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;NEUT;SG
ukupno	totalt	ukupno	total	ADV	ADJ;INDF;NEUT;SG
ukupno	totale	ukupno	total	ADV	ADJ;PL
ukupno	total	ukupno	total	ADV	ADJ;INDF;SG
ukupno	totalt	ukupno	total	ADV	ADJ;INDF;NEUT;SG
isto	same	isto	same	ADV	DET;DEF
isto	samme	isto	samme	ADV	N;INDF;NEUT;SG
igrao	spilt	igrati	spile	V;MASC;SG;PST;V.PTCP;ACT	N;INDF;NEUT;SG
uključujući	inklusiv	uključivati	inklusiv	ADV;RL	N;INDF;MASC;SG
uključujući	deriblant	uključivati	deriblant	ADV;RL	N;INDF;NEUT;SG
uključujući	inklusive	uključivati	inklusiv	ADV;RL	ADJ;PL
uključujući	inkludert	uključivati	inkludere	ADV;RL	ADJ;INDF;SG;V.PTCP
hercegovine	hercegovina	hercegovina	hercegovin	N;NOM;FEM;PL	N;INDF;FEM;SG
str	str	str	stå	PROPN;NOM;MASC;SG	N
počinje	starts	počinjati	starts	V;IND;SG;3;PRS;FIN	N;INDF
split	split	split	split	PROPN;NOM;MASC;SG	N
split	delt	split	dele	PROPN;NOM;MASC;SG	ADJ;INDF;NEUT;SG;V.PTCP
poznati	kjent	poznat	kjent	ADJ;NOM;DEF;MASC;PL	ADJ;INDF;NEUT;SG
poznati	berømt	poznat	berømme	ADJ;NOM;DEF;MASC;PL	ADJ;INDF;SG
igrač	player	igrač	play	N;NOM;MASC;SG	N;INDF;FEM;PL
igrač	spiller	igrač	spille	N;NOM;MASC;SG	V;IND;PRS;FIN
luka	luka	luka	luke	N;NOM;FEM;SG	ADJ;INDF;SG;V.PTCP
postala	ble	postati	ble	V;FEM;SG;PST;V.PTCP;ACT	
york	york	york	york	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
rock	bergart	rock	bergar	ADP	N;INDF;MASC;SG
rock	stein	rock	stein	ADP	N;INDF;MASC;SG
rock	rock	rock	rock	ADP	N;INDF;MASC;SG
hrvati	kroater	hrvat	kroat	N;NOM;MASC;PL	N;INDF;MASC;SG
vjerojatno	trolig	vjerojatno	trolig	ADV	ADJ;INDF;NEUT;SG
vjerojatno	sikkert	vjerojatno	sikker	ADV	ADJ;INDF;NEUT;SG
vjerojatno	antakelig	vjerojatno	antakelig	ADV	N;INDF;MASC;SG
vjerojatno	antagelig	vjerojatno	antagelig	ADV	ADJ;INDF;NEUT;SG
svaki	every	svaki	every	DET;NOM;MASC;SG	N
svaki	hver	svaki	hver	DET;NOM;MASC;SG	
svaki	hvert	svaki	hvert	DET;NOM;MASC;SG	
svaki	hver	svaki	hver	DET;NOM;MASC;SG	
svaki	hvert	svaki	hvert	DET;NOM;MASC;SG	
društva	samfunn	društvo	samfunn	N;NOM;NEUT;PL	N;INDF;NEUT;SG
žene	kvinnfolk	žena	kvinnfolk	N;NOM;FEM;PL	N;INDF;NEUT;SG
osobe	person	osoba	person	N;NOM;FEM;PL	N;INDF;MASC;SG
osobe	personen	osoba	person	N;NOM;FEM;PL	N;DEF;MASC;SG
potpuno	helt	potpuno	helt	ADV	N;INDF;MASC;SG
potpuno	fullstendig	potpuno	fullstendig	ADV	ADJ;INDF;NEUT;SG
potpuno	totalt	potpuno	total	ADV	ADJ;INDF;NEUT;SG
potpuno	helt	potpuno	helt	ADV	N;INDF;MASC;SG
potpuno	fullstendig	potpuno	fullstendig	ADV	ADJ;INDF;NEUT;SG
iznad	ovenfor	iznad	ovenfor	ADP;GEN	N;INDF;NEUT;SG
iznad	above	iznad	above	ADP;GEN	N
riječ	ord	riječ	ord	N;NOM;FEM;SG	N;INDF;NEUT;PL
igre	spill	igra	spill	N;NOM;FEM;PL	N;INDF;NEUT;SG
igre	spel	igra	spel	N;NOM;FEM;PL	N;INDF;NEUT;SG
igre	games	igra	game	N;NOM;FEM;PL	N;INDF;MASC;SG
vojske	armeer	vojska	arme	N;NOM;FEM;PL	N;INDF;MASC;SG
sadrži	inneholder	sadržati	inneholde	V;IND;SG;3;PRS;FIN	
sadrži	innholder	sadržati	innholde	V;IND;SG;3;PRS;FIN	N;INDF;FEM;PL
niti	nor	niti	nor	CONJ	N;INDF;NEUT;SG
momčadi	teamene	momčad	team	N;NOM;FEM;PL	N;INDF;MASC;SG
momčadi	team	momčad	team	N;NOM;FEM;PL	N;INDF;NEUT;SG
početku	begynner	početak	begynne	N;DAT;MASC;SG	V;IND;PRS;FIN
puno	mye	puno	mye	ADV	N;INDF;MASC;SG
njegovo	hans	njegov	hans	DET;NOM;NEUT;SG;3	PRO;NEUT;SG
njegovo	sin	njegov	sin	DET;NOM;NEUT;SG;3	PRO;MASC;SG
mnoge	mangt	mnogi	mangt	ADJ;NOM;DEF;FEM;PL	N;INDF;MASC;SG
mnoge	many	mnogi	many	ADJ;NOM;DEF;FEM;PL	N
mnoge	mangen	mnogi	mang	ADJ;NOM;DEF;FEM;PL	N;DEF;MASC;SG
engleski	engelsk	engleski	engelsk	ADV	N;INDF;MASC;SG
josip	joseph	josip	joseph	PROPN;NOM;MASC;SG	N;INDF;NEUT;SG
josip	josef	josip	josef	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
josip	josip	josip	josip	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
moguće	mulige	moguć	mulige	ADJ;NOM;DEF;NEUT;SG	ADJ;PL
moguće	mulig	moguć	mulig	ADJ;NOM;DEF;NEUT;SG	ADJ;INDF;NEUT;SG
tijelo	lik	tijelo	lik	N;NOM;NEUT;SG	ADJ;INDF;SG
iznosi	beløpene	iznositi	beløpe	V;IND;SG;3;PRS;FIN	N;DEF;FEM;PL
iznosi	mengder	iznositi	mengd	V;IND;SG;3;PRS;FIN	N;INDF;FEM;PL
utakmice	spill	utakmica	spill	N;NOM;FEM;PL	N;INDF;NEUT;SG
utakmice	spel	utakmica	spel	N;NOM;FEM;PL	N;INDF;NEUT;SG
utakmice	games	utakmica	game	N;NOM;FEM;PL	N;INDF;MASC;SG
carstva	imperier	carstvo	imperium	N;NOM;NEUT;PL	N;INDF;MASC;SG
carstva	empire	carstvo	empire	N;NOM;NEUT;PL	N;INDF;MASC;SG
carstva	imperiet	carstvo	imperium	N;NOM;NEUT;PL	N;DEF;NEUT;SG
carstva	keiserdømmet	carstvo	keiserdøm	N;NOM;NEUT;PL	N;DEF;NEUT;SG
carstva	imperium	carstvo	imperium	N;NOM;NEUT;PL	N;INDF;NEUT;SG
regija	regioner	regija	regionere	N;NOM;FEM;SG	N;INDF;MASC;PL
šest	sekser	šest	sekse	NUM	N;INDF;MASC;SG
šest	six	šest	six	NUM	N
znanosti	vitenskap	znanost	vitenskap	N;NOM;FEM;PL	N;INDF;MASC;SG
znanosti	naturvitenskap	znanost	naturvitenskap	N;NOM;FEM;PL	N;INDF;MASC;SG
njemačka	tyskland	njemački	tyskland	ADJ;NOM;DEF;FEM;SG	PROPN
nagrade	utmerkelser	nagrada	utmerkelse	N;NOM;FEM;PL	N;INDF;MASC;SG
nagrade	utdelingen	nagrada	utdeling	N;NOM;FEM;PL	N;DEF;MASC;SG
nagrade	awards	nagrada	Award	N;NOM;FEM;PL	N;INDF;MASC;SG
nagrade	utmerkelse	nagrada	utmerkelse	N;NOM;FEM;PL	N;INDF;MASC;SG
nagrade	premier	nagrada	premie	N;NOM;FEM;PL	N;INDF;MASC;SG
energije	energi	energija	energi	N;NOM;FEM;PL	N;INDF;MASC;SG
francuski	fransk	francuski	fransk	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
strijelci	bueskyttere	strijelac	bueskyttere	N;NOM;MASC;PL	V;NFIN
strijelci	skyttere	strijelac	skyttere	N;NOM;MASC;PL	N;INDF;FEM;SG
prvenstva	mesterskap	prvenstvo	mesterskap	N;NOM;NEUT;PL	N;INDF;NEUT;SG
prvenstva	allround	prvenstvo	allround	N;NOM;NEUT;PL	N;INDF;MASC;SG
dao	gitt	dati	gi	V;MASC;SG;PST;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
dao	ga	dati	gi	V;MASC;SG;PST;V.PTCP;ACT	N;INDF;NEUT;SG
završio	fullført	završiti	fullføre	V;MASC;SG;PST;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
završio	gjennomført	završiti	gjennomføre	V;MASC;SG;PST;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
bivši	tidligere	bivši	tidligere	ADJ;NOM;DEF;MASC;SG	N;INDF;FEM;SG
ispod	nedenfor	ispod	nedenfor	ADP;GEN	
ispod	below	ispod	below	ADP;GEN	N;INDF;SG
trener	trener	trener	trene	N;NOM;MASC;SG	N;INDF;MASC;PL
trener	trainer	trener	traine	N;NOM;MASC;SG	N;INDF;FEM;PL
trener	trener	trener	trene	N;NOM;MASC;SG	N;INDF;MASC;PL
vodi	lede	voditi	lede	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
vodi	bly	voditi	bly	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
vodi	føre	voditi	føre	V;IND;SG;3;PRS;FIN	ADP
vodi	ledetråder	voditi	ledetråde	V;IND;SG;3;PRS;FIN	N;INDF;MASC;PL
bolesti	sykdom	bolest	sykdom	N;NOM;FEM;PL	N;INDF;MASC;SG
kulture	kulturen	kultura	kultur	N;NOM;FEM;PL	N;DEF;MASC;SG
kulture	kultur	kultura	kultur	N;NOM;FEM;PL	N;INDF;MASC;SG
kuće	hus	kuća	hus	N;NOM;FEM;PL	N;INDF;NEUT;SG
igrača	spillere	igrač	spillere	N;ACC;MASC;SG	V;NFIN
singl	enslig	singl	enslig	N;NOM;MASC;SG	ADJ;INDF;NEUT;SG
možda	kansje	možda	kansje	ADV	N;INDF;MASC;SG
dijelom	del	dio	dele	N;INS;MASC;SG	V;IMP;FIN
stranke	partier	stranka	parti	N;NOM;FEM;PL	N;INDF;NEUT;SG
mali	lite	mali	lite	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;NEUT;SG
mali	small	mali	small	ADJ;NOM;DEF;MASC;SG	N;INDF;NEUT;SG
mali	små	mali	liten	ADJ;NOM;DEF;MASC;SG	ADJ;PL
mali	smått	mali	liten	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;NEUT;SG
mali	liten	mali	liten	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;MASC;SG
mali	lille	mali	lilje	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
mali	lite	mali	lite	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;NEUT;SG
mali	liten	mali	liten	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;MASC;SG
mali	mali	mali	mali	ADJ;NOM;DEF;MASC;SG	N;INDF;NEUT;SG
boje	farge	boja	farge	N;NOM;FEM;PL	N;INDF;MASC;SG
boje	farge	boja	farge	N;NOM;FEM;PL	N;INDF;MASC;SG
stoga	følgelig	stoga	følgelig	ADV	N;INDF;MASC;SG
km²	km²	km²	km²		N;INDF;MASC;SG
natjecanja	konkurranser	natjecanje	konkurranse	N;NOM;NEUT;PL	N;INDF;NEUT;SG
natjecanja	konkurranser	natjecanje	konkurranse	N;NOM;NEUT;PL	N;INDF;NEUT;SG
zapravo	egentlig	zapravo	egentlig	ADV	ADJ;INDF;NEUT;SG
zapravo	faktisk	zapravo	faktisk	ADV	ADJ;INDF;NEUT;SG
izabran	utvalgte	izabrati	utvalg	ADJ;NOM;MASC;SG;V.PTCP;PASS	ADJ;PL
njihov	sine	njihov	sin	DET;NOM;MASC;SG;3	PRO;PL
njihov	deres	njihov	deres	DET;NOM;MASC;SG;3	N;INDF;MASC;SG
njihov	deres	njihov	deres	DET;NOM;MASC;SG;3	N;INDF;MASC;SG
njihov	dems	njihov	dems	DET;NOM;MASC;SG;3	N;INDF;MASC;SG
strani	utenlandske	strana	utenlandsk	N;NOM;MASC;SG	ADJ;PL
strani	utenlandsk	strana	utenlandsk	N;NOM;MASC;SG	ADJ;INDF;SG
poznata	kjente	poznat	kjent	ADJ;NOM;DEF;FEM;SG	ADJ;PL
poznata	kjent	poznat	kjent	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;NEUT;SG
poznata	berømte	poznat	berømt	ADJ;NOM;DEF;FEM;SG	ADJ;PL
poznata	berømt	poznat	berømme	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;SG
serije	serie	serija	serie	N;NOM;FEM;PL	N;INDF;MASC;SG
serije	rekke	serija	rekke	N;NOM;FEM;PL	N;INDF;FEM;SG
web	nett	web	nett	N;NOM;MASC;SG	ADV
objavio	annonsert	objaviti	annonsere	V;MASC;SG;PST;V.PTCP;ACT	ADJ;INDF;SG;V.PTCP
objavio	kunngjort	objaviti	kunngjere	V;MASC;SG;PST;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
umjesto	isteden	umjesto	isted	ADP;GEN	N;INDF;MASC;SG
umjesto	istedet	umjesto	isted	ADP;GEN	N;DEF;NEUT;SG
umjesto	istedenfor	umjesto	istedenfor	ADP;GEN	N;INDF;MASC;SG
brod	skip	brod	skip	N;NOM;MASC;SG	N;INDF;NEUT;PL
slike	pictures	slika	pictures	N;NOM;FEM;PL	N;INDF;NEUT;SG
slike	bilete	slika	bilete	N;NOM;FEM;PL	N;INDF;NEUT;SG
iza	behind	iza	behind	ADP;GEN	N;INDF;SG
vojska	militær	vojska	militær	N;NOM;FEM;SG	ADJ;INDF;SG
vojska	militære	vojska	militær	N;NOM;FEM;SG	ADJ;PL
itd	etc	itd	etc.		ADV
itd	osv	itd	osv.		ADV
njihova	sine	njihov	sin	DET;NOM;FEM;SG;3	PRO;PL
njihova	deres	njihov	deres	DET;NOM;FEM;SG;3	N;INDF;MASC;SG
njihova	deres	njihov	deres	DET;NOM;FEM;SG;3	N;INDF;MASC;SG
njihova	dems	njihov	dems	DET;NOM;FEM;SG;3	N;INDF;MASC;SG
treći	third	treći	third	ADJ;NOM;MASC;SG	N
jezera	innsjø	jezero	innsjø	N;NOM;NEUT;PL	N;INDF;MASC;SG
jezera	sjø	jezero	sjø	N;NOM;NEUT;PL	N;INDF;MASC;SG
jezera	lake	jezero	lake	N;NOM;NEUT;PL	N;INDF;NEUT;SG
osnovan	stiftet	osnovati	stift	ADJ;NOM;MASC;SG;V.PTCP;PASS	N;DEF;NEUT;SG
osnovan	grunnla	osnovati	grunnle	ADJ;NOM;MASC;SG;V.PTCP;PASS	V;IND;PST;FIN
osnovan	etablerte	osnovati	etablere	ADJ;NOM;MASC;SG;V.PTCP;PASS	V;IND;PST;FIN
sjedište	sete	sjedište	sitje	N;NOM;NEUT;SG	ADJ;INDF;NEUT;SG;V.PTCP
sedam	seven	sedam	seve	NUM	N;INDF;NEUT;SG
sedam	syv	sedam	syve	NUM	
sedam	syver	sedam	syve	NUM	N;INDF;MASC;SG
sebe	myself	sebe	myself	PRO;ACC;REFL	N;INDF;MASC;SG
nba	nba	nba	nba	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
zajednice	samfunn	zajednica	samfunn	N;NOM;FEM;PL	N;INDF;NEUT;SG
zajednice	fellesskap	zajednica	fellesskap	N;NOM;FEM;PL	N;INDF;NEUT;SG
zajednice	samfunnet	zajednica	samfunn	N;NOM;FEM;PL	N;DEF;NEUT;SG
zajednice	samfunn	zajednica	samfunn	N;NOM;FEM;PL	N;INDF;NEUT;SG
zajednice	fellesskapet	zajednica	fellesskap	N;NOM;FEM;PL	N;DEF;NEUT;SG
vlade	regjering	vlada	regjering	N;NOM;FEM;PL	N;INDF;FEM;SG
neka	let	neki	la	PRO;NOM;FEM;SG	V;IMP;FIN
neka	la	neki	leggje	PRO;NOM;FEM;SG	V;IMP;FIN
osobito	især	osobito	især	ADV	N;INDF;NEUT;SG
osobito	spesielt	osobito	spesiell	ADV	ADJ;INDF;NEUT;SG
osobito	spesiellt	osobito	spesiell	ADV	ADJ;INDF;NEUT;SG
osobito	særlig	osobito	særlig	ADV	ADJ;INDF;NEUT;SG
drugo	sekund	drugi	sekund	ADJ;NOM;NEUT;SG	N;INDF;NEUT;SG
drugo	andre	drugi	annan	ADJ;NOM;NEUT;SG	DET;PL
drugo	second	drugi	second	ADJ;NOM;NEUT;SG	N
drugo	andre	drugi	annan	ADJ;NOM;NEUT;SG	DET;PL
drugo	annet	drugi	annet	ADJ;NOM;NEUT;SG	N;INDF;NEUT;SG
drugo	annen	drugi	annen	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
rijeci	elven	rijeka	elven	N;DAT;FEM;SG	
rijeci	ord	rijeka	ord	N;DAT;FEM;SG	N;INDF;NEUT;PL
rijeci	orda	rijeka	ord	N;DAT;FEM;SG	N;DEF;NEUT;PL
stari	gammelt	star	gammel	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;NEUT;SG
stari	old	star	old	ADJ;NOM;DEF;MASC;SG	
stari	gammel	star	gammel	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
stari	gammal	star	gammal	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;SG
stari	gamle	star	gammal	ADJ;NOM;DEF;MASC;SG	ADJ;PL
kaže	says	kazati	says	V;IND;SG;3;PRS;FIN	N
jugu	sør	jug	sør	N;DAT;MASC;SG	ADP
jugu	south	jug	south	N;DAT;MASC;SG	PROPN
francuska	frankrike	francuski	frankrike	ADJ;NOM;DEF;FEM;SG	N;INDF;NEUT;SG
francuska	france	francuski	france	ADJ;NOM;DEF;FEM;SG	N
njemačkoj	tyskland	njemački	tyskland	ADJ;DAT;DEF;FEM;SG	PROPN
istraživanja	forskning	istraživanje	forsking	N;NOM;NEUT;PL	N;INDF;FEM;SG
istraživanja	research	istraživanje	research	N;NOM;NEUT;PL	N;INDF;MASC;SG
rođenja	fødsel	rođenje	fødsel	N;NOM;NEUT;PL	N;INDF;MASC;SG
rođenja	fødselen	rođenje	fødsel	N;NOM;NEUT;PL	N;DEF;MASC;SG
uspio	administrert	uspjeti	administrere	V;MASC;SG;PST;V.PTCP;ACT	ADJ;INDF;SG;V.PTCP
uspio	greide	uspjeti	greide	V;MASC;SG;PST;V.PTCP;ACT	N;INDF;MASC;SG
uspio	administrerte	uspjeti	administrere	V;MASC;SG;PST;V.PTCP;ACT	ADJ;PL;V.PTCP
uspio	lyktes	uspjeti	lykte	V;MASC;SG;PST;V.PTCP;ACT	N;INDF;MASC;SG
uloge	rolle	uloga	rolle	N;NOM;FEM;PL	N;INDF;FEM;SG
ante	ante	ante	ane	PROPN;NOM;MASC;SG	V;IND;PST;FIN
vrata	dørs	vrata	dørs	N;NOM;NEUT;PL	N;INDF;MASC;SG
vrata	dør	vrata	dør	N;NOM;NEUT;PL	N;INDF;FEM;SG
vrata	døra	vrata	dør	N;NOM;NEUT;PL	N;DEF;FEM;SG
jezici	språk	jezik	språk	N;NOM;MASC;PL	N;INDF;NEUT;SG
tko	kven	tko	kven	PRO;NOM;MASC	PRO;HUM
tko	who	tko	who	PRO;NOM;MASC	N
tko	hvem	tko	hvem	PRO;NOM;MASC	N;INDF;MASC;SG
roman	romersk	roman	romersk	N;NOM;MASC;SG	ADJ;INDF;SG
glavna	main	glavni	main	ADJ;NOM;DEF;FEM;SG	N;INDF;NEUT;SG
glavna	hoved	glavni	hoved	ADJ;NOM;DEF;FEM;SG	N;INDF;MASC;SG
ostao	ble	ostati	ble	V;MASC;SG;PST;V.PTCP;ACT	
ostao	forblitt	ostati	forbli	V;MASC;SG;PST;V.PTCP;ACT	N;INDF;MASC;SG
ostao	forble	ostati	forble	V;MASC;SG;PST;V.PTCP;ACT	N;INDF;MASC;SG
imati	having	imati	having	V;NFIN	N;INDF;FEM;SG
simon	simon	simon	simon	PROPN;NOM;MASC;SG	N;MASC
simon	simón	simon	simón	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
površine	overflate	površina	overflate	N;NOM;FEM;PL	N;INDF;FEM;SG
površine	overflaten	površina	overflate	N;NOM;FEM;PL	N;DEF;MASC;SG
talijanski	italiener	talijanski	italiene	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;PL
talijanski	italienske	talijanski	italiensk	ADJ;NOM;DEF;MASC;SG	ADJ;PL
talijanski	italiensk	talijanski	italiensk	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
unatoč	tross	unatoč	tross	ADP;DAT	N;INDF;NEUT;SG
teško	tøffe	teško	tøff	ADV	ADJ;PL
teško	tøff	teško	tøff	ADV	ADJ;INDF;SG
teško	tøft	teško	tøfr	ADV	N;INDF;NEUT;SG
teško	hard	teško	hard	ADV	ADJ;INDF;SG
teško	vanskeleg	teško	vanskeleg	ADV	ADJ;INDF;NEUT;SG
teško	hardt	teško	hard	ADV	ADJ;INDF;NEUT;SG
teško	vanskelig	teško	vanskelig	ADV	ADJ;INDF;NEUT;SG
teško	vanskelige	teško	vanskelig	ADV	ADJ;PL
teško	vanskelig	teško	vanskelig	ADV	ADJ;INDF;NEUT;SG
rezultati	resultat	rezultat	resultat	N;NOM;MASC;PL	N;INDF;NEUT;SG
potrebno	trenge	potreban	trenge	ADJ;NOM;DEF;NEUT;SG	V;IMP;NFIN
potrebno	treng	potreban	trenge	ADJ;NOM;DEF;NEUT;SG	V;IND;PRS;FIN
potrebno	need	potreban	need	ADJ;NOM;DEF;NEUT;SG	N
potrebno	behov	potreban	behov	ADJ;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
potrebno	trenger	potreban	trenger	ADJ;NOM;DEF;NEUT;SG	V;IND;PRS;FIN
potrebno	trengtes	potreban	trengte	ADJ;NOM;DEF;NEUT;SG	N;INDF;MASC;SG
potrebno	trengt	potreban	trengje	ADJ;NOM;DEF;NEUT;SG	ADJ;INDF;NEUT;SG;V.PTCP
potrebno	behov	potreban	behov	ADJ;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
potrebno	trengte	potreban	trengje	ADJ;NOM;DEF;NEUT;SG	V;IND;PST;FIN
potrebno	obligatorisk	potreban	obligatorisk	ADJ;NOM;DEF;NEUT;SG	ADJ;INDF;NEUT;SG
potrebno	påkrevd	potreban	påkreve	ADJ;NOM;DEF;NEUT;SG	ADJ;INDF;NEUT;SG;V.PTCP
potrebno	kreves	potreban	krevje	ADJ;NOM;DEF;NEUT;SG	N;INDF;MASC;SG
potrebno	nødvendig	potreban	nødvendig	ADJ;NOM;DEF;NEUT;SG	ADJ;INDF;NEUT;SG
potrebno	nødvendige	potreban	nødvendig	ADJ;NOM;DEF;NEUT;SG	ADJ;PL
najveća	størst	velik	stor	ADJ;NOM;DEF;RL;FEM;SG	ADJ;INDF;RL
stanje	delstater	stanje	delstater	N;NOM;NEUT;SG	N;INDF;MASC;PL
stanje	state	stanje	state	N;NOM;NEUT;SG	PROPN
world	verdens	world	verd	ADP	N;GEN;DEF;MASC;SG
world	world	world	world	ADP	N
world	verden	world	verden	ADP	
svijet	verdens	svijet	verd	N;NOM;MASC;SG	N;GEN;DEF;MASC;SG
svijet	verden	svijet	verden	N;NOM;MASC;SG	
izvještaj	rapportere	izvještaj	rapportere	N;NOM;MASC;SG	V;NFIN
izvještaj	rapporterer	izvještaj	rapportere	N;NOM;MASC;SG	V;IND;PRS;FIN
william	william	william	william	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
zapovjednik	commander	zapovjednik	commander	N;NOM;MASC;SG	N;INDF;MASC;PL
cijeli	helhet	cijel	helh	ADJ;NOM;DEF;MASC;SG	N;INDF;SG
cijeli	hel	cijel	hel	ADJ;NOM;DEF;MASC;SG	N
cijeli	whole	cijel	whole	ADJ;NOM;DEF;MASC;SG	N
brzo	kjapt	brzo	kjapp	ADV	ADJ;INDF;NEUT;SG
brzo	raskt	brzo	rask	ADV	ADJ;INDF;NEUT;SG
brzo	kjapp	brzo	kjapp	ADV	N;INDF;MASC;SG
brzo	rask	brzo	rask	ADV	ADJ;INDF;SG
brzo	kjapp	brzo	kjapp	ADV	N;INDF;MASC;SG
brzo	raskt	brzo	rask	ADV	ADJ;INDF;NEUT;SG
brzo	rask	brzo	rask	ADV	ADJ;INDF;SG
brzo	hurtig	brzo	hurtig	ADV	ADJ;INDF;NEUT;SG
brzo	raske	brzo	rask	ADV	ADJ;PL
brzo	fort	brzo	fort	ADV	ADJ;INDF;NEUT;SG
brzo	kjapt	brzo	kjapp	ADV	ADJ;INDF;NEUT;SG
brzo	raskt	brzo	rask	ADV	ADJ;INDF;NEUT;SG
brzo	fort	brzo	fort	ADV	ADJ;INDF;NEUT;SG
srbije	serbiske	srbija	serbisk	PROPN;NOM;FEM;SG	ADJ;PL
srbije	serbisk	srbija	serbisk	PROPN;NOM;FEM;SG	N;INDF;MASC;SG
sveti	helgen	svet	helg	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
sveti	saint	svet	sain	ADJ;NOM;DEF;MASC;SG	N;INDF;NEUT;SG
sveti	fy	svet	fy	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
sveti	hellig	svet	hellig	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
sveti	hellige	svet	hellige	ADJ;NOM;DEF;MASC;SG	ADJ;PL
ruski	russer	ruski	russer	ADJ;NOM;MASC;SG	N;INDF;FEM;PL
voda	vann	voda	vinne	N;NOM;FEM;SG	V;IND;PST;FIN
mjeseca	måner	mjesec	måne	N;GEN;MASC;SG	N;INDF;MASC;PL
isti	same	isti	same	ADJ;NOM;DEF;MASC;SG	DET;DEF
isti	samme	isti	samme	ADJ;NOM;DEF;MASC;SG	N;INDF;NEUT;SG
srbi	serbere	srbe	serbere	PROPN;NOM;MASC;PL	N;INDF;NEUT;SG
srbi	serberne	srbe	serberne	PROPN;NOM;MASC;PL	N;INDF;NEUT;SG
razdoblja	perioder	razdoblje	periode	N;NOM;NEUT;PL	N;INDF;MASC;SG
službeno	offisielt	službeno	offisiell	ADV	ADJ;INDF;NEUT;SG
službeno	offisiell	službeno	offisiell	ADV	ADJ;INDF;SG
službeno	official	službeno	official	ADV	N
službeno	offisielle	službeno	offisiell	ADV	ADJ;PL
službeno	offisielt	službeno	offisiell	ADV	ADJ;INDF;NEUT;SG
posljednji	sist	posljednji	sist	ADJ;NOM;DEF;MASC;SG	ADV
zakon	heftig	zakon	heftig	N;NOM;MASC;SG	ADJ;INDF;NEUT;SG
zakon	rått	zakon	rå	N;NOM;MASC;SG	ADJ;INDF;NEUT;SG
sudac	dommer	sudac	dommer	N;NOM;MASC;SG	N;INDF;FEM;PL
