яно	jana	яно	jană		N;DEF;FEM;SG
бухарест	bucurești	бухарест	bucuresc	PROPN;INAN;NOM;MASC;SG	PROPN
бухарест	bucuresti	бухарест	bucurest	PROPN;INAN;NOM;MASC;SG	PROPN
бухарест	bucureşti	бухарест	bucureant	PROPN;INAN;NOM;MASC;SG	PROPN
вибрати	alege	вибрати	alege	V;PFV;NFIN	
вибрати	selectare	вибрати	selectare	V;PFV;NFIN	N;INDF;FEM;SG
унікальні	unicat	унікальний	unica	ADJ;NOM;PL	ADJ;INDF;MASC;SG
унікальні	unic	унікальний	unic	ADJ;NOM;PL	ADJ;INDF;MASC;SG
унікальні	unică	унікальний	unic	ADJ;NOM;PL	ADJ;INDF;FEM;SG
чиновників	oficiali	чиновник	oficial	N;ANIM;ACC;MASC;PL	ADJ;INDF;MASC;PL
чиновників	funcționarii	чиновник	funcționar	N;ANIM;ACC;MASC;PL	N;DEF;MASC;PL
чиновників	oficialii	чиновник	oficial	N;ANIM;ACC;MASC;PL	N;DEF;MASC;PL
оцінити	rată	оцінити	rată	V;PFV;NFIN	N;INDF;FEM;SG
оцінити	rata	оцінити	rată	V;PFV;NFIN	N;DEF;FEM;SG
небезпеки	pericolul	небезпека	pericol	N;INAN;NOM;FEM;PL	N;DEF;MASC;SG
небезпеки	primejdie	небезпека	primejdie	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
небезпеки	pericol	небезпека	pericol	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
архіви	arhiva	архів	arhivă	N;INAN;NOM;MASC;PL	N;DEF;FEM;SG
архіви	arhivele	архів	arhivă	N;INAN;NOM;MASC;PL	N;DEF;FEM;PL
архіви	arhivă	архів	arhivă	N;INAN;NOM;MASC;PL	N;INDF;FEM;SG
статевий	genitală	статевий	genital	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
статевий	genitale	статевий	genital	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
статевий	sexuala	статевий	sexual	ADJ;NOM;MASC;SG	N;DEF;FEM;SG
статевий	sexuale	статевий	sexual	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
статевий	sexuală	статевий	sexual	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
відійшов	departe	відійти	departe	V;PFV;MASC;IND;SG;PST;FIN	ADV
відійшов	recuperate	відійти	recuperat	V;PFV;MASC;IND;SG;PST;FIN	ADJ;INDF;FEM;PL
відійшов	recuperată	відійти	recupera	V;PFV;MASC;IND;SG;PST;FIN	ADJ;INDF;FEM;SG
відійшов	recuperat	відійти	recupera	V;PFV;MASC;IND;SG;PST;FIN	ADJ;INDF;MASC;SG
ісус	isus	ісус	isus	PROPN;ANIM;NOM;MASC;SG	PROPN
ісус	iisus	ісус	iisus	PROPN;ANIM;NOM;MASC;SG	
вчителі	profesorilor	вчитель	profesor	N;ANIM;NOM;MASC;PL	N;DEF;MASC;PL
вчителі	profesorii	вчитель	profesor	N;ANIM;NOM;MASC;PL	N;DEF;MASC;PL
заявила	declarată	заявити	declarat	V;PFV;FEM;IND;SG;PST;FIN	ADJ;INDF;FEM;SG
заявила	declarate	заявити	declara	V;PFV;FEM;IND;SG;PST;FIN	ADJ;INDF;FEM;PL
заявила	declarat	заявити	declara	V;PFV;FEM;IND;SG;PST;FIN	ADJ;INDF;MASC;SG
однакові	identic	однаковий	identic	ADJ;NOM;PL	ADJ;INDF;MASC;SG
однакові	identică	однаковий	identic	ADJ;NOM;PL	ADJ;INDF;FEM;SG
однакові	același	однаковий	același	ADJ;NOM;PL	DET;MASC;SG;3
секс	sexul	секс	sex	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
чутки	zvonurile	чутка	zvon	N;INAN;NOM;FEM;PL	N;DEF;FEM;PL
чутки	zvonul	чутка	zvon	N;INAN;NOM;FEM;PL	N;DEF;MASC;SG
чутки	zvon	чутка	zvon	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
визнала	recunoscut	визнати	recunoscut	V;PFV;FEM;IND;SG;PST;FIN	ADJ;INDF;MASC;SG
несуть	cărat	нести	căra	V;IPFV;IND;PL;3;PRS;FIN	ADJ;INDF;MASC;SG
крістофер	cristofor	крістофер	cristofor	PROPN;ANIM;NOM;MASC;SG	PROPN
крістофер	christopher	крістофер	christopher	PROPN;ANIM;NOM;MASC;SG	PROPN
методика	tehnică	методика	tehnică	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
методика	tehnica	методика	tehnică	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
пейзаж	peisajului	пейзазати	peisaj	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
пейзаж	peisajul	пейзазати	peisaj	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
уельсу	wales	уельс	wales	PROPN;INAN;GEN;MASC;SG	PROPN
едді	eddie	едді	eddie	PROPN;ANIM;NOM;MASC;SG	PROPN
едді	eddy	едді	eddy	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
бомби	bombele	бомба	bombă	N;INAN;NOM;FEM;PL	N;DEF;FEM;PL
закладено	prevede	закласти	prevedea	V;PFV;IND;0;FIN	V;IND;SG;3;PRS;FIN
закладено	furnizează	закласти	furniza	V;PFV;IND;0;FIN	V;IND;3;PRS;FIN
віки	vârstele	вік	vârstă	N;INAN;NOM;MASC;PL	N;DEF;FEM;PL
німеччину	germania	німеччина	germania	PROPN;INAN;ACC;FEM;SG	PROPN
фасаді	controversate	фасад	controversat	N;INAN;NOM;MASC;SG	ADJ;INDF;FEM;PL
фасаді	controversat	фасад	controversa	N;INAN;NOM;MASC;SG	ADJ;INDF;MASC;SG
фасаді	controversată	фасад	controversat	N;INAN;NOM;MASC;SG	ADJ;INDF;FEM;SG
менеджмент	gestionare	менеджмент	gestionare	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
менеджмент	conducerea	менеджмент	conducere	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
менеджмент	managementul	менеджмент	management	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
менеджмент	gestionarea	менеджмент	gestionare	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
говард	howard	говард	howard	PROPN;ANIM;NOM;MASC;SG	PROPN
течія	curentul	течія	curent	N;INAN;NOM;FEM;SG	N;DEF;MASC;SG
течія	actual	течія	actual	N;INAN;NOM;FEM;SG	ADJ;INDF;MASC;SG
течія	curentului	течія	curent	N;INAN;NOM;FEM;SG	N;DEF;MASC;SG
течія	actuală	течія	actual	N;INAN;NOM;FEM;SG	ADJ;INDF;FEM;SG
робітники	muncitorii	робітник	muncitor	N;ANIM;NOM;MASC;PL	N;DEF;MASC;PL
робітники	lucrătorii	робітник	lucrător	N;ANIM;NOM;MASC;PL	N;DEF;MASC;PL
робітники	lucrătorilor	робітник	lucrător	N;ANIM;NOM;MASC;PL	N;DEF;MASC;PL
розмови	conversatie	розмова	conversatie	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
розмови	conversație	розмова	conversație	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
біженців	refugiat	біженець	refugiat	N;ANIM;ACC;MASC;PL	ADJ;INDF;MASC;SG
біженців	refugiati	біженець	refugia	N;ANIM;ACC;MASC;PL	ADJ;INDF;MASC;PL
біженців	refugiați	біженець	refugia	N;ANIM;ACC;MASC;PL	V;IND;PL;2;IPFV;FIN
корона	coroana	корона	coroană	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
корона	coroană	корона	coroană	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
корона	crown	корона	crown	N;INAN;NOM;FEM;SG	PROPN
сантьяго	santiago	сантьяго	santiago	PROPN;INAN;NOM;MASC;SG	PROPN
змій	serpi	змія	serp	N;ANIM;NOM;MASC;SG	N;INDF;MASC;PL
комуністична	comunistă	комуністичний	comunist	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
комуністична	comuniste	комуністичний	comunist	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
тропічні	tropical	тропічний	tropical	ADJ;NOM;PL	ADJ;INDF;MASC;SG
тропічні	tropicală	тропічний	tropical	ADJ;NOM;PL	ADJ;INDF;FEM;SG
етимологія	etimologie	етимологія	etimologie	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
преса	presă	преса	presă	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
преса	apasa	преса	apasa	N;INAN;NOM;FEM;SG	V;IND;SG;3;IPFV;FIN
преса	apăsați	преса	apăsa	N;INAN;NOM;FEM;SG	V;IND;PL;2;IPFV;FIN
преса	apasă	преса	apăsa	N;INAN;NOM;FEM;SG	V;IND;3;PRS;FIN
ціль	obiectivul	ціль	obiectiv	N;INAN;NOM;FEM;SG	N;DEF;MASC;SG
ціль	tinta	ціль	tinta	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
ціль	țintă	ціль	țintă	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
добровільно	deliberat	добровільно	deliberat	ADV	ADJ;INDF;MASC;SG
добровільно	voluntariat	добровільно	voluntariat	ADV	N;INDF;MASC;SG
добровільно	voluntare	добровільно	voluntar	ADV	ADJ;INDF;FEM;PL
добровільно	voluntară	добровільно	voluntar	ADV	ADJ;INDF;FEM;SG
добровільно	voluntar	добровільно	voluntar	ADV	ADJ;INDF;MASC;SG
підтримується	susţinut	підтримуватися	sushinut	V;IPFV;IND;SG;3;PRS;FIN	ADJ;INDF;MASC;SG
підтримується	sprijinit	підтримуватися	sprijini	V;IPFV;IND;SG;3;PRS;FIN	ADJ;INDF;MASC;SG
підтримується	susținut	підтримуватися	susține	V;IPFV;IND;SG;3;PRS;FIN	ADJ;INDF;MASC;SG
пізно	tarziu	пізно	tarziu	ADV	
пізно	întârziat	пізно	întârziat	ADV	ADJ;INDF;MASC;SG
вдвічі	dublat	вдвічі	dubla	ADV	ADJ;INDF;MASC;SG
переселенців	strămutate	переселенець	strămutate	N;ANIM;ACC;MASC;PL	ADJ;INDF;FEM;PL
переселенців	deplasată	переселенець	deplasa	N;ANIM;ACC;MASC;PL	ADJ;INDF;FEM;SG
блакитний	albastră	блакитний	albastru	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
блакитний	cyan	блакитний	cyan	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
коди	codurile	код	cod	N;INAN;NOM;MASC;PL	N;DEF;FEM;PL
пенсії	pensionarea	пенсія	pensionare	N;INAN;ACC;FEM;PL	N;DEF;FEM;SG
пенсії	pensiile	пенсія	pensie	N;INAN;ACC;FEM;PL	N;DEF;FEM;PL
бойове	combat	бойовий	combate	ADJ;NOM;NEUT;SG	V;IND;PL;3;PRS;FIN
гурток	cercul	гурток	cerc	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
моменти	momentele	момент	moment	N;INAN;NOM;MASC;PL	N;DEF;FEM;PL
вилча	vâlcea	вилча	vâlcea	N;INAN;NOM;FEM;SG	PROPN
затемнення	eclipsa	затемнення	eclipsa	N;INAN;NOM;NEUT;SG	N;DEF;FEM;SG
затемнення	eclipsă	затемнення	eclips	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
наближення	aproximare	наближення	aproximare	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
наближення	iminentă	наближення	iminent	N;INAN;NOM;NEUT;SG	ADJ;INDF;FEM;SG
трудова	muncitoresc	трудовий	muncitoresc	N;INAN;NOM;FEM;SG	ADJ;INDF;MASC;SG
читача	urmăritor	читач	urmăritor	N;ANIM;ACC;MASC;SG	ADJ;INDF;MASC;SG
читача	urmăritori	читач	urmăritor	N;ANIM;ACC;MASC;SG	N;INDF;MASC;PL
трави	iarbă	трава	iarbă	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
трави	iarba	трава	iarbă	N;INAN;NOM;FEM;PL	N;DEF;FEM;SG
діагностики	diagnosticare	діагностика	diagnosticare	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
еволюція	evolutia	еволюція	evolutie	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
еволюція	evoluție	еволюція	evoluție	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
еволюція	evoluția	еволюція	evoluție	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
еволюція	evoluţia	еволюція	evolugie	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
інтелектуальної	intelectuale	інтелектуальний	intelectual	ADJ;GEN;FEM;SG	ADJ;INDF;FEM;PL
інтелектуальної	intelectuali	інтелектуальний	intelectual	ADJ;GEN;FEM;SG	N;INDF;MASC;PL
інтелектуальної	intelectuală	інтелектуальний	intelectual	ADJ;GEN;FEM;SG	ADJ;INDF;FEM;SG
груповий	grupa	груповий	grupă	ADJ;NOM;MASC;SG	N;DEF;FEM;SG
груповий	grup	груповий	grup	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
груповий	grupul	груповий	grup	ADJ;NOM;MASC;SG	N;DEF;MASC;SG
груповий	grupă	груповий	grupă	ADJ;NOM;MASC;SG	N;INDF;FEM;SG
церковної	ecleziastice	церковний	ecleziastic	ADJ;GEN;FEM;SG	ADJ;INDF;FEM;PL
викладає	predă	викладати	preda	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PST;FIN
викладає	preda	викладати	preda	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;IPFV;FIN
амстердам	amsterdam	амстерд	amsterda	PROPN;INAN;NOM;MASC;SG	PROPN
перебіг	influența	перебігти	influență	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
перебіг	influență	перебігти	influență	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
перебіг	influenta	перебігти	influenta	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
жуків	bugs	жук	bugs	N;ANIM;ACC;MASC;PL	PROPN
рів	reeve	рів	reevi	N;INAN;NOM;MASC;SG	PROPN
клієнт	clientul	клієнт	client	N;ANIM;NOM;MASC;SG	N;DEF;MASC;SG
клієнт	clientul	клієнт	client	N;ANIM;NOM;MASC;SG	N;DEF;MASC;SG
сервіс	serviciul	сервес	serviciu	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
сервіс	servicii	сервес	serviciu	N;INAN;NOM;MASC;SG	N;INDF;FEM;PL
придбати	cumpărare	придбати	cumpărare	V;PFV;NFIN	N;INDF;FEM;SG
придбати	achiziție	придбати	achiziție	V;PFV;NFIN	N;INDF;FEM;SG
гвардійська	gărzi	гвардійський	gardă	ADJ;NOM;FEM;SG	N;INDF;FEM;PL
гвардійська	paznici	гвардійський	paznic	ADJ;NOM;FEM;SG	N;INDF;MASC;PL
мінську	minsk	мінський	minsk	PROPN;INAN;DAT;MASC;SG	PROPN
тварина	animalul	тварина	animal	N;ANIM;NOM;FEM;SG	N;DEF;MASC;SG
різдво	crăciunul	різдво	crăciun	N;INAN;NOM;NEUT;SG	N;DEF;MASC;SG
різдво	craciunul	різдво	craciun	N;INAN;NOM;NEUT;SG	N;DEF;MASC;SG
молитви	rugăciunile	молитва	rugăciune	N;INAN;NOM;FEM;PL	N;DEF;FEM;PL
проста	simplu	простий	simplu	ADJ;NOM;FEM;SG	ADV
проста	simple	простий	simplu	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
проста	simplă	простий	simplu	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
собаки	câinii	собака	câine	N;ANIM;NOM;MASC;PL	N;DEF;MASC;PL
фантастичний	fantastică	фантастичний	fantastic	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
студію	studioul	студія	studio	N;INAN;ACC;FEM;SG	N;DEF;MASC;SG
реставрація	restaurare	реставрація	restaurare	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
реставрація	restaurarea	реставрація	restaurare	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
проникнення	pătrundere	проникнення	pătrundere	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
проникнення	penetrare	проникнення	penetrare	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
проникнення	infiltrare	проникнення	infiltrare	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
презентація	prezentare	презентація	prezentare	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
презентація	prezentarea	презентація	prezentare	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
французів	cajun	француз	cajun	N;ANIM;ACC;MASC;PL	
диких	wild	дикий	wild	ADJ;ANIM;ACC;PL	N;INDF;MASC;SG
диких	salbatic	дикий	salbatic	ADJ;ANIM;ACC;PL	ADJ;INDF;MASC;SG
диких	sălbatică	дикий	sălbatic	ADJ;ANIM;ACC;PL	ADJ;INDF;FEM;SG
диких	sălbatic	дикий	sălbatic	ADJ;ANIM;ACC;PL	ADV
маркса	marx	маркс	marx	PROPN;ANIM;NOM;MASC;SG	PROPN
отриманий	primit	отриманий	primi	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
отриманий	primite	отриманий	primit	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
отриманий	primită	отриманий	primi	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
ново	novo	ново	novo	ADV	N;INDF;MASC;SG
бад	bud	бад	bud		PROPN
феодосія	feodosia	феодосія	feodosie	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
перевірка	verific	перевірка	verifica	N;INAN;NOM;FEM;SG	V;IND;SG;1;PRS;FIN
перевірка	verificarea	перевірка	verificare	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
перевірка	verificarea	перевірка	verificare	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
перевірка	verificare	перевірка	verificare	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
перевірка	testul	перевірка	test	N;INAN;NOM;FEM;SG	N;DEF;MASC;SG
перевірка	încercarea	перевірка	încercare	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
перевірка	încercare	перевірка	încercare	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
перевірка	testare	перевірка	testare	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
перевірка	validarea	перевірка	validare	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
перевірка	validare	перевірка	validare	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
заяви	declaratiile	заява	declaratie	N;INAN;NOM;FEM;PL	N;DEF;FEM;PL
приватної	voită	приватний	voită	ADJ;GEN;FEM;SG	ADJ;INDF;FEM;SG
сидіння	scaune	сидіння	scaun	N;INAN;NOM;NEUT;SG	N;INDF;FEM;PL
сидіння	locuri	сидіння	loc	N;INAN;NOM;NEUT;SG	N;INDF;FEM;PL
представив	introdusă	представити	introduce	V;PFV;MASC;IND;SG;PST;FIN	ADJ;INDF;FEM;SG
представив	introduse	представити	introduce	V;PFV;MASC;IND;SG;PST;FIN	V;IND;PL;3;PST;FIN
представив	introdus	представити	introduce	V;PFV;MASC;IND;SG;PST;FIN	ADJ;INDF;MASC;SG
розбіжності	dif	розбіжність	dif	N;INAN;NOM;FEM;PL	
турецька	turci	турецький	turc	ADJ;NOM;FEM;SG	N;INDF;MASC;PL
турецька	turcă	турецький	turc	ADJ;NOM;FEM;SG	N;INDF;FEM;SG
міфів	miturile	міфіти	mitură	N;INAN;GEN;MASC;PL	N;DEF;FEM;PL
відправляється	plecarea	відправлятися	plecare	V;IPFV;IND;SG;3;PRS;FIN	N;DEF;FEM;SG
бруно	bruno	бруно	brun	PROPN;ANIM;NOM;MASC;SG	PROPN
північне	northern	північний	northern	ADJ;NOM;NEUT;SG	PROPN
північне	nordul	північний	nord	ADJ;NOM;NEUT;SG	N;DEF;MASC;SG
напруга	tensiuni	напруга	tensiune	N;INAN;NOM;FEM;SG	N;INDF;FEM;PL
напруга	tensiune	напруга	tensiune	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
напруга	tensiunea	напруга	tensiune	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
міссурі	missouri	міссур	missou	PROPN;INAN;NOM;FEM;SG	PROPN
піраміди	piramidele	піраміда	piramidă	N;INAN;NOM;FEM;PL	N;DEF;FEM;PL
додавати	adăugare	додавати	adăugare	V;IPFV;NFIN	N;INDF;FEM;SG
додавати	add	додавати	add	V;IPFV;NFIN	
вектор	vectorul	вектор	vector	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
братство	fraternitate	братство	fraternitate	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
братство	fraternitate	братство	fraternitate	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
ланцюг	lanțul	ланцюг	lanț	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
довів	dovedit	довести	dovedi	V;PFV;MASC;IND;SG;PST;FIN	ADJ;INDF;MASC;SG
позитивно	pozitiv	позитивно	pozitiv	ADV	ADJ;INDF;MASC;SG
позитивно	pozitivă	позитивно	pozitiv	ADV	ADJ;INDF;FEM;SG
позитивно	pozitive	позитивно	pozitiv	ADV	ADJ;INDF;FEM;PL
підродина	subfamilia	підродина	subfamilie	N;INAN;NOM;FEM;SG	N;DEF;FEM;PL
внутрішнє	internă	внутрішній	intern	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
внутрішнє	interne	внутрішній	intern	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
внутрішнє	interior	внутрішній	interior	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
внутрішнє	interioară	внутрішній	interior	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
кафедральний	skara	кафедральний	skara	ADJ;NOM;MASC;SG	
практична	practice	практичний	practica	ADJ;NOM;FEM;SG	
практична	practică	практичний	practica	ADJ;NOM;FEM;SG	V;IND;SG;3;PST;FIN
практична	practic	практичний	practic	ADJ;NOM;FEM;SG	ADV
кетрін	kathryn	кетрін	kathryn	PROPN;ANIM;NOM;FEM;SG	PROPN
кетрін	katharine	кетрін	katharine	PROPN;ANIM;NOM;FEM;SG	PROPN
кетрін	katherine	кетрін	katherine	PROPN;ANIM;NOM;FEM;SG	PROPN
панель	panoul	панель	panou	N;INAN;NOM;FEM;SG	N;DEF;MASC;SG
вихідні	weekenduri	вихідний	weekend	ADJ;NOM;PL	N;INDF;FEM;PL
вихідні	weekendul	вихідний	weekend	ADJ;NOM;PL	N;DEF;MASC;SG
вихідні	weekend	вихідний	weekend	ADJ;NOM;PL	N;INDF;MASC;SG
массачусетс	massachusetts	массачусетс	massachusetts	PROPN;INAN;NOM;FEM;SG	N;INDF;MASC;SG
зсу	zsu	зес	zsu	PROPN;INAN;NOM;FEM;SG	
лавка	bancă	лавка	bancă	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
стрічці	furaje	стрічка	furaj	N;INAN;DAT;FEM;SG	N;INDF;FEM;PL
стрічці	hrăni	стрічка	hrăni	N;INAN;DAT;FEM;SG	V;IND;SG;3;PST;FIN
настає	pauze	наставати	pauză	V;IPFV;IND;SG;3;PRS;FIN	N;INDF;FEM;PL
настає	pauzele	наставати	pauză	V;IPFV;IND;SG;3;PRS;FIN	N;DEF;FEM;PL
покинули	smuls	покинути	smulge	V;PFV;IND;PL;PST;FIN	ADJ;INDF;MASC;SG
оцінкою	evaluare	оцінка	evaluare	N;INAN;INS;FEM;SG	N;INDF;FEM;SG
зазначає	enumerat	зазначати	enumera	V;IPFV;IND;SG;3;PRS;FIN	ADJ;INDF;MASC;SG
зазначає	listat	зазначати	lista	V;IPFV;IND;SG;3;PRS;FIN	ADJ;INDF;MASC;SG
зазначає	enumerate	зазначати	enumera	V;IPFV;IND;SG;3;PRS;FIN	ADJ;INDF;FEM;PL
зазначає	listate	зазначати	lista	V;IPFV;IND;SG;3;PRS;FIN	ADJ;INDF;FEM;PL
венесуели	venezuela	венесует	venezuela	PROPN;INAN;NOM;FEM;SG	N;DEF;FEM;SG
шанс	sansa	шанс	sansa	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
шанс	șanse	шанс	șansă	N;INAN;NOM;MASC;SG	N;INDF;FEM;PL
шанс	sanse	шанс	sansă	N;INAN;NOM;MASC;SG	
