בילה	spesi	בילה	spendere	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
בלעדי	esclusivi	בלעדי	esclusivo	PROPN	ADJ;MASC;PL
בלעדי	esclusive	בלעדי	esclusivo	PROPN	ADJ;FEM;PL
בלעדי	esclusività	בלעדי	esclusività	PROPN	N;FEM
בלעדי	esclusivo	בלעדי	esclusivo	PROPN	ADJ;MASC;SG
נשבר	rotta	נשבר	rotta	V;MASC;SG;3;PST;MID	N;FEM;SG
נשבר	broken	נשבר	broken	V;MASC;SG;3;PST;MID	N
סיציליה	sicilia	סיציליה	sicilia	PROPN	N;FEM;SG
סיציליה	sicily	סיציליה	sicily	PROPN	N;MASC
איליה	ilya	איליה	ilya	PROPN	N;MASC;SG
איליה	elia	איליה	elia	PROPN	N;MASC;SG
נעלמו	gone	נעלם	gona	V;PL;3;PST;MID	N
נעלמו	andato	נעלם	andare	V;PL;3;PST;MID	V;MASC;SG;PST;V.PTCP
נעלמו	scomparsa	נעלם	scomparire	V;PL;3;PST;MID	V;FEM;SG;PST;V.PTCP
נעלמו	scomparso	נעלם	scomparire	V;PL;3;PST;MID	V;MASC;SG;PST;V.PTCP
נעלמו	scomparve	נעלם	scomparve	V;PL;3;PST;MID	V;IND;SG;3;PST;FIN
אוילר	eulero	אוילר	eulero	PROPN	N;MASC;SG
טיטוס	tito	טיטוס	tito	PROPN	N;MASC;SG
טיטוס	titus	טיטוס	titus	PROPN	N;MASC;SG
לואיז	luiz	לואיז	luiz	PROPN	N;MASC
לואיז	luisa	לואיז	luisa	PROPN	N;FEM;SG
לואיז	louise	לואיז	louiso	PROPN	N;FEM;SG
פסולת	detriti	פסולת	detrito	N;FEM;SG	N;MASC;PL
פסולת	rottami	פסולת	rottame	N;FEM;SG	N;MASC;PL
פסולת	rifiuti	פסולת	rifiuto	N;FEM;SG	N;MASC;PL
פסולת	scarti	פסולת	scarto	N;FEM;SG	N;MASC;PL
רגלי	zampe	רגל	zampa		N;FEM;PL
רגלי	gambe	רגל	gamba		N;FEM;PL
רגלי	pegno	רגל	pegno		N;MASC;SG
רגלי	pedina	רגל	pedina		N;FEM;SG
רגלי	pedone	רגל	pedone		N;MASC;SG
בארט	bart	בארט	bart	PROPN	N;MASC;SG
בארט	barrett	בארט	barrett	PROPN	N;MASC;SG
אימוץ	adozioni	אימוץ	adozione	N;MASC;SG	N;FEM;PL
אימוץ	adottata	אימוץ	adottare	N;MASC;SG	V;FEM;SG;PST;V.PTCP
אימוץ	approvata	אימוץ	approvare	N;MASC;SG	V;FEM;SG;PST;V.PTCP
אימוץ	adottato	אימוץ	adottare	N;MASC;SG	V;MASC;SG;PST;V.PTCP
אימוץ	adottati	אימוץ	adottare	N;MASC;SG	V;MASC;PL;PST;V.PTCP
מופעל	abilitate	הופעל	abilitare	V;MASC;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
מופעל	abilitati	הופעל	abilitare	V;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
מופעל	attivati	הופעל	attivare	V;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
רווחים	guadagno	רווח	guadagno	N;MASC;PL	N;MASC;SG
בוחן	quiz	בחן	quiz	N;MASC;SG	N;MASC;PL
ויל	will	ויל	will	PROPN	
ויל	testamento	ויל	testamento	PROPN	N;MASC;SG
ויל	volontà	ויל	volontà	PROPN	N;FEM
אוהל	tende	אוהל	tendere	PROPN	V;IND;SG;3;PRS;FIN
אוהל	tenda	אוהל	tendere	PROPN	N;FEM;SG
אפריקאית	africana	אפריקני	africano	PROPN	ADJ;FEM;SG
אפריקאית	african	אפריקני	africano	PROPN	N
אפריקאית	africani	אפריקני	africano	PROPN	ADJ;MASC;PL
אפריקאית	africane	אפריקני	africano	PROPN	ADJ;FEM;PL
אפריקאית	africano	אפריקני	africano	PROPN	ADJ;MASC;SG
דיזל	diesel	דיזל	diesel	PROPN	N;MASC;SG
אוסטרלי	australiani	אוסטרלי	australiano	PROPN	N;MASC;PL
אוסטרלי	australiano	אוסטרלי	australiano	PROPN	ADJ;MASC;SG
אוסטרלי	australiana	אוסטרלי	australiano	PROPN	ADJ;FEM;SG
אוסטרלי	australiani	אוסטרלי	australiano	PROPN	N;MASC;PL
אוסטרלי	australiano	אוסטרלי	australiano	PROPN	ADJ;MASC;SG
אוסטרלי	australian	אוסטרלי	australiano	PROPN	N;FEM
לוסי	lucy	לוסי	lucy	PROPN	N;FEM;SG
לוסי	lucia	לוסי	lucia	PROPN	N;FEM;SG
ליאון	león	ליאון	león	PROPN	N;SG
ליאון	léon	ליאון	léon	PROPN	
ליאון	leon	ליאון	leon	PROPN	N;SG
יביא	portate	הביא	portare	V;MASC;SG;3;FUT;ACT	V;FEM;PL;PST;V.PTCP
שורק	fischiare	שורק	fischiare	PROPN	V;NFIN
שורק	fischio	שורק	fischio	PROPN	N;MASC;SG
עצמאיות	independent	עצמאי	independent	ADJ;FEM;PL	N;MASC
עצמאיות	indipendente	עצמאי	indipendente	ADJ;FEM;PL	ADJ;SG
בריא	sano	בריא	sano	PROPN	ADJ;MASC;SG
בריא	sana	בריא	sano	PROPN	ADJ;FEM;SG
בריא	sani	בריא	sano	PROPN	ADJ;MASC;PL
תאודור	theodore	תאודור	theodore	PROPN	N;MASC;SG
תאודור	teodoro	תאודור	teodoro	PROPN	ADJ;MASC;SG
תאודור	theodor	תאודור	theodor	PROPN	N;MASC;SG
ניקסון	nixon	ניקסון	nixon	PROPN	N;MASC
סלים	selim	סל	selim	PROPN	N;MASC
סלים	slim	סל	slim	PROPN	N
סלים	magra	סל	magro	PROPN	ADJ;FEM;SG
סלים	snella	סל	snella	PROPN	ADJ;FEM;SG
סלים	cestini	סל	cestino	PROPN	N;MASC;PL
סלים	cesti	סל	cesto	PROPN	N;MASC;PL
סלים	salim	סל	salim	PROPN	N;MASC;SG
חוקיות	legale	חוקיות	legale	N;FEM;SG	ADJ;SG
חוקיות	giuridico	חוקיות	giuridico	N;FEM;SG	ADJ;MASC;SG
חוקיות	legali	חוקיות	legale	N;FEM;SG	ADJ;PL
להתחתן	sposi	התחתן	sposo	V;NFIN	N;MASC;PL
להתחתן	mer	התחתן	mer	V;NFIN	
פיוס	riconciliazione	פיוס	riconciliazione	PROPN	N;FEM;SG
פיליפס	philips	פיליפס	philips	PROPN	N;MASC
פיליפס	phillips	פיליפס	phillips	PROPN	N;MASC;SG
מסובך	complicate	מסובך	complicato	ADJ;MASC;SG	ADJ;FEM;PL
מסובך	complicati	מסובך	complicato	ADJ;MASC;SG	ADJ;MASC;PL
ויימאר	weimar	ויימאר	weimar	PROPN	N;MASC
תיעודי	documentari	תעודי	documentare	PROPN	N;MASC;PL
תיעודי	documentario	תעודי	documentario	PROPN	N;MASC;SG
להרים	ascensore	הרים	ascensore	V;NFIN;ACT	N;MASC;SG
להרים	lift	הרים	lift	V;NFIN;ACT	N
להרים	portanza	הרים	portanza	V;NFIN;ACT	N;FEM;SG
צאצא	prole	צאצא	prole		N;FEM;SG
צאצא	progenie	צאצא	progenie		N;FEM;SG
צאצא	discendente	צאצא	discendente		N;SG
אסיר	detenuto	אסיר	detenere	PROPN	V;MASC;SG;PST;V.PTCP
אסיר	prigionieri	אסיר	prigioniero	PROPN	N;MASC;PL
אסיר	prigioniero	אסיר	prigioniero	PROPN	ADJ;MASC;SG
אסיר	prigioniera	אסיר	prigioniera	PROPN	ADJ;FEM;SG
אסיר	detenuta	אסיר	detenere	PROPN	V;FEM;SG;PST;V.PTCP
אסיר	detenuto	אסיר	detenere	PROPN	V;MASC;SG;PST;V.PTCP
אסיר	condannato	אסיר	condannare	PROPN	V;MASC;SG;PST;V.PTCP
אסיר	detenuto	אסיר	detenere	PROPN	V;MASC;SG;PST;V.PTCP
אסיר	galeotto	אסיר	galeotto	PROPN	N;MASC;SG
קתולי	cattolico	קתולי	cattolico	PROPN	ADJ;MASC;SG
קתולי	cattolica	קתולי	cattolico	PROPN	ADJ;FEM;SG
קתולי	cattolici	קתולי	cattolico	PROPN	N;MASC;PL
אפריקאים	africani	אפריקני	africano	N;MASC;PL	ADJ;MASC;PL
לית	leigh	לית	leigh		N;MASC;SG
כוס	fica	כוס	fica		N;FEM;SG
כוס	figa	כוס	figa		N;FEM;SG
כוס	tazza	כוס	tazza		N;FEM;SG
כוס	coppa	כוס	coppa		N;FEM;SG
כוס	cup	כוס	cup		N;MASC
מדידת	misurare	מדידה	misurare	N;PSSD;FEM;SG	V;NFIN
מילוי	ripieni	מילוי	ripiene	N;MASC;SG	N;MASC;PL
סינגפור	singapore	סינגפור	singapore	PROPN	N;MASC;SG
יושבים	seduto	ישב	sedere	V;MASC;PL;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
יושבים	seduta	ישב	seduta	V;MASC;PL;V.PTCP;ACT	N;FEM;SG
התעללות	maltrattato	התעללות	maltrattare	N;FEM;SG	V;MASC;SG;PST;V.PTCP
התעללות	abusato	התעללות	abusare	N;FEM;SG	V;MASC;SG;PST;V.PTCP
התעללות	abusivo	התעללות	abusivo	N;FEM;SG	ADJ;MASC;SG
התעללות	abusi	התעללות	abuso	N;FEM;SG	N;MASC;PL
התעללות	maltrattamenti	התעללות	maltrattamento	N;FEM;SG	N;MASC;PL
רגש	emozioni	רגש	emozione	N;MASC;SG	N;FEM;PL
רגש	emotiva	רגש	emotivo	N;MASC;SG	ADJ;FEM;SG
רגש	emotivo	רגש	emotivo	N;MASC;SG	ADJ;MASC;SG
רגש	emozionale	רגש	emozionale	N;MASC;SG	ADJ;SG
הוסר	rimossi	הוסר	rimuovere	V;MASC;SG;3;PST;PASS	V;MASC;PL;PST;V.PTCP
הוסר	rimosse	הוסר	rimuovere	V;MASC;SG;3;PST;PASS	V;FEM;PL;PST;V.PTCP
מחמוד	mahmud	מחמוד	mahmud	PROPN	N;MASC
מחמוד	mahmoud	מחמוד	mahmoud	PROPN	N;MASC
לצרף	allega	צירף	allegare	V;NFIN;ACT	N;FEM;SG
הנבחר	scelto	הנבחר	scegliere	PROPN	V;MASC;SG;PST;V.PTCP
הנבחר	prescelto	הנבחר	prescelto	PROPN	ADJ;MASC;SG
הנבחר	scelti	הנבחר	scegliere	PROPN	V;MASC;PL;PST;V.PTCP
גרי	gary	גרי	gary	PROPN	N;MASC
המתמחה	stagista	המתמח	stagista	V;FEM;SG;3;PST	N;SG
המתמחה	tirocinante	המתמח	tirocinante	V;FEM;SG;3;PST	N;SG
נבל	furfante	נבל	furfante		N;SG
נבל	cattivo	נבל	cattivo		ADJ;MASC;SG
נבל	arpa	נבל	arpa		N;FEM;SG
מרתון	maratona	מרתון	maratona		N;FEM;SG
מרתון	marathon	מרתון	marathon		N;FEM
המפקח	ispettore	המפקח	ispettore	PROPN	N;MASC;SG
ארליך	erlich	ארליך	erlich	PROPN	N;FEM;PL
משפיעה	influente	השפיע	influente	V;FEM;SG;V.PTCP;ACT	ADJ;SG
משפיעה	influenti	השפיע	influente	V;FEM;SG;V.PTCP;ACT	ADJ;PL
משפיעה	incide	השפיע	incidere	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
בורוסיה	borussia	בורוסיה	borussia	PROPN	N;MASC;SG
מונרו	monroe	מונר	monroe	PROPN	N;FEM;SG
מחסום	ostacoli	None	ostacolo		N;MASC;PL
מחסום	barriere	None	barriera		N;FEM;PL
מחסום	barriera	None	barriera		N;FEM;SG
השרת	server	השרה	servere	PROPN	N;MASC
אוסבורן	osborne	אוסבורן	osborne	PROPN	ADJ;SG
אוסבורן	osborn	אוסבורן	osborn	PROPN	N;MASC;SG
גרוסמן	grossman	גרוסמן	grossmano	PROPN	N;MASC;SG
אוהבים	amanti	אהב	amante	V;MASC;PL;V.PTCP;ACT	N;PL
פורים	purim	פורים	purim	PROPN	N;MASC;SG
חצות	mezzanotte	חצות	mezzanotte		N;FEM;SG
חצות	midnight	חצות	midnight		N;MASC
מרפי	murphy	מרפי	murphy	PROPN	N;MASC
ההכנות	preparativi	ההכנה	preparativo	PROPN	N;MASC;PL
ההכנות	preparati	ההכנה	preparare	PROPN	ADJ;MASC;PL
ההכנות	preparazioni	ההכנה	preparazione	PROPN	N;FEM;PL
הפיצוץ	esplosioni	הפיצוץ	esplosione	N;MASC;SG	N;FEM;PL
הפרישה	secessione	הפריש	secessione	V;FEM;SG;3;PST;ACT	N;FEM;SG
היוזמה	iniziativa	היוזמה	iniziativa	PROPN	N;FEM;SG
קרתגו	cartago	קרתגו	cartago	PROPN	N;MASC;SG
קרתגו	cartagine	קרתגו	cartagine	PROPN	N;FEM;SG
נסוג	ritirati	נסוג	ritirare	V;MASC;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
נסוג	ritirate	נסוג	ritirare	V;MASC;SG;3;PST;MID	V;FEM;PL;PST;V.PTCP
בירד	uccello	בירד	uccello	PROPN	N;MASC;SG
בירד	uccelli	בירד	uccello	PROPN	N;MASC;PL
קדש	santificare	קדש	santificare	PROPN	V;NFIN
פלש	invaso	פלש	invadere	PROPN	V;MASC;SG;PST;V.PTCP
קור	fredda	קור	freddo		ADJ;FEM;SG
קור	freddi	קור	freddo		ADJ;MASC;PL
קור	cold	קור	cold		N
קור	raffreddore	קור	raffreddore		N;MASC;SG
קור	freddo	קור	freddo		ADJ;MASC;SG
קור	kor	קור	kor		N
קור	cor	קור	cor		N;MASC;SG
קור	cdr	קור	cdr		N;MASC
סיון	sivan	סיון	sivano	PROPN	N;MASC;SG
סוויפט	celere	סוויפט	celere	PROPN	ADJ;SG
סוויפט	swift	סוויפט	swift	PROPN	N;SG
רוד	rod	רוד	rod	PROPN	N;MASC
ציינו	menzionato	ציין	menzionare	V;PL;3;PST;ACT	V;MASC;SG;PST;V.PTCP
ציינו	menzionata	ציין	menzionare	V;PL;3;PST;ACT	V;FEM;SG;PST;V.PTCP
תראה	guarda	תראה	guardare	V;MASC;SG;3;FUT	V;IND;SG;3;PRS;FIN
נסה	provate	נסה	provare	PROPN	V;IND;PL;2;PRS;FIN
נסה	provare	נסה	provare	PROPN	V;NFIN
נסה	prova	נסה	provare	PROPN	V;IND;SG;3;PRS;FIN
פצצה	bombe	פצץ	bomba	PROPN	N;FEM;PL
פצצה	bomba	פצץ	bomba	PROPN	N;FEM;SG
מינימום	minima	מינימום	minimo	N;MASC;SG	ADJ;FEM;SG
מינימום	minimi	מינימום	minimo	N;MASC;SG	ADJ;MASC;PL
מינימום	minime	מינימום	minimo	N;MASC;SG	ADJ;FEM;PL
מינימום	minimo	מינימום	minimo	N;MASC;SG	ADJ;MASC;SG
פנימה	inside	פנימה	insido	ADV	N;MASC;SG
צפה	sorvegliato	צפה	sorvegliare	PROPN	V;MASC;SG;PST;V.PTCP
צפה	guardato	צפה	guardare	PROPN	V;MASC;SG;PST;V.PTCP
צפה	osservato	צפה	osservare	PROPN	V;MASC;SG;PST;V.PTCP
צפה	galleggiante	צפה	galleggiante	PROPN	N;SG
צפה	fluttuanti	צפה	fluttuante	PROPN	ADJ;PL
צפה	galleggianti	צפה	galleggiante	PROPN	N;PL
צפה	fluttuante	צפה	fluttuante	PROPN	ADJ;SG
צפה	fluttuare	צפה	fluttuare	PROPN	V;NFIN
צפה	orologio	צפה	orologio	PROPN	N;MASC;SG
צפה	guardare	צפה	guardare	PROPN	V;NFIN
צפה	vista	צפה	vista	PROPN	N;FEM;SG
צפה	visualizza	צפה	visualizzare	PROPN	V;IND;SG;3;PRS;FIN
צרה	guai	צר	guaio		N;MASC;PL
צרה	stretta	צר	stretto		ADJ;FEM;SG
צרה	avversità	צר	avversità		N;FEM
לחסוך	conserve	חסך	conserva	V;NFIN;ACT	N;FEM;PL
ממדית	dimensionale	ממדי	dimensionale	ADV	ADJ;SG
ממדית	dimensionali	ממדי	dimensionale	ADV	ADJ;PL
זהירות	attento	זהירות	attento	N;FEM;SG	ADJ;MASC;SG
זהירות	attenta	זהירות	attento	N;FEM;SG	ADJ;FEM;SG
זהירות	attenti	זהירות	attento	N;FEM;SG	ADJ;MASC;PL
ריימונד	raimondo	ריימונד	raimondo	PROPN	N;MASC;SG
סאם	sam	סאם	sam		N;SG
רוסו	russo	רוסו	russo	PROPN	ADJ;MASC;SG
רוסו	rousseau	רוסו	roussenu	PROPN	N;FEM;SG
סעד	saad	סעד	saad		N;MASC;SG
שוחד	tangenti	שוחד	tangente	N;MASC;SG	N;FEM;PL
שוחד	mazzette	שוחד	mazzetta	N;MASC;SG	N;FEM;PL
שוחד	corrompere	שוחד	corrompere	N;MASC;SG	V;NFIN
אוטונומיה	autonomie	אוטונומיה	autonomia	N;FEM;SG	N;FEM;PL
ירמיהו	jeremiah	ירמיהו	jeremiah	PROPN	N;MASC
להודיע	notifica	הודיע	notifica	V;NFIN;ACT	N;FEM;SG
שמאלה	sinistro	שמאלה	sinistro	ADV	N;MASC;SG
שמאלה	sinistra	שמאלה	sinistra	ADV	N;FEM;SG
שמאלה	lasciato	שמאלה	lasciare	ADV	V;MASC;SG;PST;V.PTCP
אנטארקטיקה	antartico	אנטארקטיקה	antartico	N;FEM;SG	ADJ;MASC;SG
נחמה	confort	נחמה	confort		N
נחמה	conforto	נחמה	conforto		N;MASC;SG
נחמה	comfort	נחמה	comfort		N;MASC
נחמה	comodità	נחמה	comodità		N;FEM
נחמה	conforto	נחמה	conforto		N;MASC;SG
נחמה	consolazione	נחמה	consolazione		N;FEM;SG
היוקרתי	prestigiose	היוקרתי	prestigioso	V;SG;1;PST;PASS	ADJ;FEM;PL
היוקרתי	prestigioso	היוקרתי	prestigioso	V;SG;1;PST;PASS	ADJ;MASC;SG
היוקרתי	prestigiosi	היוקרתי	prestigioso	V;SG;1;PST;PASS	ADJ;MASC;PL
היוקרתי	prestigiosa	היוקרתי	prestigioso	V;SG;1;PST;PASS	ADJ;FEM;SG
גנטי	genetico	גנטי	genetico	N;MASC;SG	ADJ;MASC;SG
גנטי	genetici	גנטי	genetico	N;MASC;SG	ADJ;MASC;PL
בוני	diletta	בוני	diletta	PROPN	V;IND;SG;3;PRS;FIN
בוני	bonnie	בוני	bonnia	PROPN	N;FEM;SG
בוני	bonny	בוני	bonny	PROPN	N
ורנר	werner	ורנר	werner	PROPN	N;MASC;SG
סת	seth	סת	seth		N;MASC;SG
פרעה	faraone	פרע	faraone	PROPN	N;MASC;SG
אנכי	verticalmente	אנך	verticalmente		ADV
אנכי	verticali	אנך	verticale		N;MASC;PL
אנכי	verticale	אנך	verticale		ADJ;SG
הבלטי	baltici	הבלטי	baltico	PROPN	N;MASC;PL
הבלטי	baltico	הבלטי	baltico	PROPN	ADJ;MASC;SG
מתחרה	concorrente	התחרה	concorrente	V;MASC;SG;V.PTCP	N;SG
מתחרה	concorrente	התחרה	concorrente	V;MASC;SG;V.PTCP	N;SG
מתחרה	concorrenti	התחרה	concorrente	V;MASC;SG;V.PTCP	N;PL
עט	pen	עט	pen	PROPN	N
עט	penna	עט	penna	PROPN	N;FEM;SG
הנהג	autista	הנהג	autista		N;SG
הנהג	driver	הנהג	driver		N;MASC
הנהג	conducente	הנהג	conducente		N;SG
הנהג	guidatore	הנהג	guidatore		N;MASC;SG
דרמטי	drammatiche	דרמטי	drammatico	ADJ;MASC;SG	ADJ;FEM;PL
דרמטי	drammatici	דרמטי	drammatico	ADJ;MASC;SG	ADJ;MASC;PL
מצדה	masada	מצדה	masada	PROPN	N;FEM;SG
מחתרת	sotterranei	מחתרת	sotterraneo	N;FEM;SG	N;MASC;PL
מחתרת	sotterraneo	מחתרת	sotterraneo	N;FEM;SG	ADJ;MASC;SG
מחתרת	resistenze	מחתרת	resistenza	N;FEM;SG	N;FEM;PL
ליטר	litro	ליטר	litro	PROPN	N;MASC;SG
ליטר	litri	ליטר	litro	PROPN	N;MASC;PL
ליטר	litro	ליטר	litro	PROPN	N;MASC;SG
ליטר	litri	ליטר	litro	PROPN	N;MASC;PL
שרירי	muscolare	שריר	muscolare	PROPN	ADJ;SG
שרירי	muscoloso	שריר	muscoloso	PROPN	ADJ;MASC;SG
נצרות	cristiano	נצרות	cristiano	N;FEM;SG	ADJ;MASC;SG
נצרות	cristiani	נצרות	cristiano	N;FEM;SG	N;MASC;PL
נצרות	cristiana	נצרות	cristiano	N;FEM;SG	ADJ;FEM;SG
זול	economici	זול	economico	ADJ;MASC;SG	ADJ;MASC;PL
חרם	boicottare	חרם	boicottare	N;MASC;SG	V;NFIN
בטן	addome	בטן	addoma	PROPN	N;MASC;SG
בטן	addominale	בטן	addominale	PROPN	ADJ;SG
בטן	addominali	בטן	addominale	PROPN	N;MASC;PL
בטן	addome	בטן	addoma	PROPN	N;MASC;SG
בטן	pancia	בטן	pancia	PROPN	N;FEM;SG
בטן	ventre	בטן	ventre	PROPN	N;MASC;SG
בטן	belly	בטן	belly	PROPN	N
בטן	pancia	בטן	pancia	PROPN	N;FEM;SG
בטן	stomaco	בטן	stomaco	PROPN	N;MASC;SG
נוגה	venere	נגה	venere	PROPN	N;FEM;SG
נוגה	venus	נגה	venus	PROPN	N;MASC;SG
מרובע	quad	מרובע	quad	PROPN	N;MASC
מרובע	quadrati	מרובע	quadrato	PROPN	N;MASC;PL
מרובע	square	מרובע	square	PROPN	N;MASC
מרובע	quadrato	מרובע	quadrato	PROPN	ADJ;MASC;SG
מרובע	piazza	מרובע	piazza	PROPN	N;FEM;SG
קלייר	clare	קלייר	clare	PROPN	N;FEM;SG
קלייר	chiara	קלייר	chiaro	PROPN	ADJ;FEM;SG
קלייר	claire	קלייר	claire	PROPN	N;FEM;SG
בציר	vintage	בציר	vintage		N;FEM;SG
בציר	vendemmia	בציר	vendemmia		N;FEM;SG
בציר	annata	בציר	annato		N;FEM;SG
ברג	berg	ברג	berg	PROPN	N;SG
קובנה	kaunas	קובנה	kaunas	PROPN	N;FEM;SG
צייד	cacciatore	צייד	cacciatore	PROPN	N;MASC;SG
צייד	cacciatore	צייד	cacciatore	PROPN	N;MASC;SG
צייד	hunter	צייד	hunter	PROPN	N
צייד	caccia	צייד	caccia	PROPN	N;FEM;SG
צייד	cacciare	צייד	cacciare	PROPN	V;NFIN
דמיטרי	dmitrij	דמיטרי	dmitrijb	PROPN	N;MASC;SG
דמיטרי	dmitry	דמיטרי	dmitry	PROPN	N;MASC;SG
דמיטרי	dmitrij	דמיטרי	dmitrijb	PROPN	N;MASC;SG
דמיטרי	dmitri	דמיטרי	dmitro	PROPN	N;MASC;SG
דמיטרי	dimitri	דמיטרי	dimitro	PROPN	N;MASC;SG
דמיטרי	dimitri	דמיטרי	dimitro	PROPN	N;MASC;SG
תקליט	registrare	הקליט	registrare	PROPN	V;NFIN
תקליט	record	הקליט	record	PROPN	N;MASC
תקליט	registra	הקליט	registrare	PROPN	V;IND;SG;3;PRS;FIN
ביירות	beirut	בירות	beirut	PROPN	N;MASC
מסכימה	concordati	הסכים	concordare	V;FEM;SG;V.PTCP;ACT	ADJ;MASC;PL
דיאנה	diana	דיאנה	dianare	PROPN	N;FEM;SG
דיאנה	deanna	דיאנה	deanna	PROPN	N;FEM;SG
קלף	pergamena	קלף	pergamena	PROPN	N;FEM;SG
קלף	card	קלף	card	PROPN	N;FEM
גרו	gru	גרו	gru	PROPN	N;FEM;PL
רוקי	rocky	רוק	rocky	PROPN	N;MASC
רוקי	roccioso	רוק	roccioso	PROPN	ADJ;MASC;SG
תקוה	speranze	תקוה	speranza	PROPN	N;FEM;PL
תקוה	speri	תקוה	spero	PROPN	V;IND;SG;2;PRS;FIN
תקוה	hope	תקוה	hope	PROPN	N
תקוה	speranza	תקוה	speranza	PROPN	N;FEM;SG
תקוה	auguro	תקוה	augurare	PROPN	V;IND;SG;1;PRS;FIN
מוט	pole	מוט	pole		N;FEM;SG
מוט	palo	מוט	palo		N;MASC;SG
חליל	flauto	חליל	flauto	PROPN	N;MASC;SG
חליל	khalil	חליל	khalil	PROPN	N
פורסט	forrest	פורסט	forrest	PROPN	N;MASC;SG
פוג	pogue	פוג	pogua		N;MASC
פוג	fogg	פוג	fogg		N;MASC;SG
משקף	rifletti	משקף	rifletto	V;MASC;SG;V.PTCP;ACT	V;IND;SG;2;PRS;FIN
משקף	riflettente	משקף	riflettente	V;MASC;SG;V.PTCP;ACT	ADJ;SG
משקף	riflettente	משקף	riflettente	V;MASC;SG;V.PTCP;ACT	ADJ;SG
משקף	riflette	משקף	riflettere	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
משקף	rispecchia	משקף	rispecchiare	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
אסטרטגי	strategici	אסטרטגי	strategico	ADJ;MASC;SG	N;MASC;PL
נכחד	estinto	נכחד	estinguere	V;MASC;SG;3;PST;MID	ADJ;MASC;SG
נכחד	estinti	נכחד	estinguere	V;MASC;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
רוחנית	spirituali	רוחני	spirituale	ADV	ADJ;PL
רוחנית	spirituale	רוחני	spirituale	ADV	ADJ;SG
סתירה	contraddittorie	סתירה	contraddittorio	N;FEM;SG	ADJ;FEM;PL
סתירה	contraddittori	סתירה	contraddittore	N;FEM;SG	N;MASC;PL
סתירה	contraddizioni	סתירה	contraddizione	N;FEM;SG	N;FEM;PL
אהבתי	amati	אהבתי	amare	V;SG;1;PST;ACT	ADJ;MASC;PL
משלוח	consegne	משלוח	consegna	N;MASC;SG	N;FEM;PL
משלוח	spedizioni	משלוח	spedizione	N;MASC;SG	N;FEM;PL
רבעים	quarti	רובע	quarto	N;MASC;PL	ADJ;MASC;PL
קרקוב	cracovia	קרקוב	cracovia	PROPN	N;FEM;SG
דילן	dylan	דילן	dylan	PROPN	N;MASC
לחיזוק	rinforzare	לחיזוק	rinforzare	PROPN	V;NFIN
לחיזוק	rafforzare	לחיזוק	rafforzare	PROPN	V;NFIN
סטריט	street	סטריט	street	PROPN	N;MASC
סטריט	strada	סטריט	strada	PROPN	N;FEM;SG
בפורטוגזית	portoghesi	בפורטוגזית	portoghese	PROPN	N;PL
בפורטוגזית	portoghese	בפורטוגזית	portoghese	PROPN	ADJ;SG
וגאס	vegas	וגאס	vegas	PROPN	N;FEM;SG
שיפר	schiffer	שיפר	schiffere	V;MASC;SG;3;PST;ACT	N;FEM
רדיוס	raggio	רדיוס	raggio	PROPN	N;MASC;SG
לסטר	leicester	לסטר	leicestere	PROPN	N;MASC;SG
לסטר	lester	לסטר	lester	PROPN	N;MASC
אמילי	emily	אמילי	emily	PROPN	N;FEM
אלכסנדריה	alessandria	אלכסנדריה	alessandria	PROPN	N;FEM;SG
להמיר	converti	המיר	converto	V;NFIN;ACT	N;MASC;SG
אוגנדה	uganda	אוגנדה	uganda	PROPN	ADJ;FEM;SG
תלונות	lamento	תלונה	lamento	N;FEM;PL	N;MASC;SG
תלונות	lamenta	תלונה	lamentare	N;FEM;PL	V;IND;SG;3;PRS;FIN
תלונות	lamentarsi	תלונה	lamentare	N;FEM;PL	V;IND;SG;3;PRS;FIN
פרווה	pellicce	פרווה	pelliccio	N;FEM;SG	N;FEM;PL
סלוניקי	salonicco	סלוניקי	salonicco	PROPN	ADJ;MASC;SG
פנמה	panama	פנמה	panama	PROPN	N;MASC;SG
פנמה	panamá	פנמה	panamá	PROPN	N;FEM;SG
ייחוס	pedigree	ייחוס	pedigree	N;MASC;SG	N;MASC;PL
תבור	tabor	תבור	tabor	PROPN	N;MASC;SG
פיגועים	attacca	פיגוע	attaccare	N;MASC;PL	V;IND;SG;3;PRS;FIN
התחלתי	iniziati	התחיל	iniziare	V;SG;1;PST;ACT	V;MASC;PL;PST;V.PTCP
תדירות	frequenze	תדירות	frequenza	N;FEM;SG	N;FEM;PL
אבחון	diagnostiche	אבחון	diagnostico	N;MASC;SG	ADJ;FEM;PL
