और	και	और	και		CONJ
बार	κάγκελα	बार	κάγκελος	N;NOM;FEM;SG;3	N;NOM;NEUT;PL
बार	μπαρ	बार	μπαρ	N;NOM;FEM;SG;3	N;NOM;NEUT;PL
बार	ράβδοι	बार	ράβδος	N;NOM;FEM;SG;3	N;NOM;FEM;PL
बार	μπάρες	बार	μπάρα	N;NOM;FEM;SG;3	N;NOM;FEM;PL
बार	μπαρ	बार	μπαρ	N;NOM;FEM;SG;3	N;NOM;NEUT;PL
बार	bar	बार	bar	N;NOM;FEM;SG;3	
बार	times	बार	times	N;NOM;FEM;SG;3	
बार	φορές	बार	φορά	N;NOM;FEM;SG;3	N;NOM;FEM;PL
बार	χρόνοι	बार	χρόνος	N;NOM;FEM;SG;3	N;NOM;MASC;PL
लगभग	σχεδόν	लगभग	σχεδόν	PART	ADV
लगभग	σχεδον	लगभग	σχεδον	PART	ADV
लगभग	περίπου	लगभग	περίπου	PART	ADV
यहाँ	εδω	यहाँ	εδω	PRO;NOM	ADV
यहाँ	εδώ	यहाँ	εδώ	PRO;NOM	ADV
प्रसिद्ध	διάσημο	प्रसिद्ध	διάσημος	ADJ	N;NOM;NEUT;SG
प्रसिद्ध	διάσημος	प्रसिद्ध	διάσημος	ADJ	N;NOM;MASC;SG
प्रसिद्ध	διάσημοι	प्रसिद्ध	διάσημος	ADJ	N;NOM;MASC;PL
विकास	εξέλιξη	विकास	εξέλιξη	N;NOM;MASC;SG;3	N;ACC;FEM;SG
विकास	ανάπτυξη	विकास	ανάπτυξη	N;NOM;MASC;SG;3	N;ACC;FEM;SG
विकास	ανάπτυξη	विकास	ανάπτυξη	N;NOM;MASC;SG;3	N;ACC;FEM;SG
विकास	μεγέθυνση	विकास	μεγέθυνση	N;NOM;MASC;SG;3	N;ACC;FEM;SG
केवल	μόνον	केवल	μόνο	PART	ADV
केवल	μόνο	केवल	μόνο	PART	ADV
केवल	μονο	केवल	μονο	PART	ADV
देश	χωρα	देश	χωρα	N;NOM;MASC;SG;3	N;ACC;FEM;SG
देश	χώρες	देश	χώρα	N;NOM;MASC;SG;3	N;NOM;FEM;PL
देश	χωρες	देश	χωρα	N;NOM;MASC;SG;3	N;NOM;FEM;PL
वेबसाइट	website	वेबसाइट	website	N;NOM;FEM;SG;3	
अलग	χωρισμένοι	अलग	χωρισμένος	ADJ	V;PFV;NOM;MASC;PL;V.PTCP;PASS
अलग	χωρισμένος	अलग	χωρισμένος	ADJ	V;PFV;NOM;MASC;SG;V.PTCP;PASS
अलग	διαφορετικά	अलग	διαφορετικά	ADJ	ADV
अलग	ξεχωριστά	अलग	ξεχωριστώ	ADJ	ADV
अलग	χωριστά	अलग	χωριστώ	ADJ	ADV
विशेष	αποκλειστικά	विशेष	αποκλειστικά	ADJ;NOM	ADV
विशेष	αποκλειστικότητα	विशेष	αποκλειστικότητα	ADJ;NOM	N;ACC;FEM;SG
विशेष	special	विशेष	special	ADJ;NOM	
विशेष	σπέσιαλ	विशेष	σπέσιαλ	ADJ;NOM	N;NOM;FEM;SG
इसकी	its	यह	its	PRO;FEM;SG;3	
कभी	ποτέ	कभी	ποτέ	PRO	ADV
दी	δεδομένο	दे	δεδομένο	V;PFV;FEM;SG;V.PTCP;ACT	N;NOM;NEUT;SG
दी	δεδομένου	दे	δεδομένο	V;PFV;FEM;SG;V.PTCP;ACT	ADV
पृष्ठ	page	पृष्ठ	page	N;NOM;MASC;SG;3	
पृष्ठ	σελιδα	पृष्ठ	σελιδα	N;NOM;MASC;SG;3	N;ACC;FEM;SG
पृष्ठ	σελίδες	पृष्ठ	σελίδα	N;NOM;MASC;SG;3	N;NOM;FEM;PL
माना	θεωρείται	मान	θεωρώ	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
माना	mana	मान	mana	V;PFV;MASC;SG;V.PTCP;ACT	
माना	υποτίθεται	मान	υποτίθεμαι	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
माना	υποθετικά	मान	υποθετικά	V;PFV;MASC;SG;V.PTCP;ACT	ADV
शब्द	λέξη	शब्द	λέξη	N;NOM;MASC;SG;3	N;ACC;FEM;SG
शब्द	λογια	शब्द	λογιο	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
शब्द	λόγια	शब्द	λόγος	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
शब्द	λέξεις	शब्द	λέξη	N;NOM;MASC;SG;3	N;NOM;FEM;PL
तीन	three	तीन	three	NUM	
पुरस्कार	ανταμοιβές	पुरस्कार	ανταμοιβός	N;NOM;MASC;SG;3	N;NOM;FEM;PL
पुरस्कार	βραβεία	पुरस्कार	βραβείο	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
पुरस्कार	βραβεία	पुरस्कार	βραβείο	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
पुरस्कार	επιβράβευση	पुरस्कार	επιβράβευση	N;NOM;MASC;SG;3	N;ACC;FEM;SG
पुरस्कार	ανταμοιβή	पुरस्कार	ανταμοιβός	N;NOM;MASC;SG;3	N;ACC;FEM;SG
लेख	άρθρα	लेख	άρθρο	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
लेख	τεχνουργήματα	लेख	τεχνούργημα	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
लेख	αρθρα	लेख	άρθρο	N;NOM;MASC;SG;3	
अब	τώρα	अब	τώρα	PRO;NOM	ADV
अब	τωρα	अब	τωρα	PRO;NOM	ADV
अमेरिका	αμερική	अमेरिका	αμερικός	PROPN;NOM;MASC;SG;3	PROPN;ACC;FEM;SG
मंदिर	τεμπλ	मंदिर	τεμπλ	N;NOM;MASC;SG;3	
मंदिर	ναό	मंदिर	ναός	N;NOM;MASC;SG;3	N;ACC;MASC;SG
अलावा	πρόσθεση	अलावा	πρόσθεση	ADP	N;NOM;FEM;SG
अलावा	προσθήκη	अलावा	προσθήκη	ADP	N
अलावा	χώρια	अलावा	χώριο	ADP	ADV
वार्ता	συνομιλίες	वार्ता	συνομιλία	N;NOM;FEM;SG;3	N;NOM;FEM;PL
दक्षिण	νότιο	दक्षिण	νότιος	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
दक्षिण	νοτια	दक्षिण	νοτίος	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
दक्षिण	νότια	दक्षिण	νότιος	PROPN;NOM;MASC;SG;3	ADV
दक्षिण	νότος	दक्षिण	νότος	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
विभिन्न	διάφορα	विभिन्न	διάφορος	ADJ	ADV
विभिन्न	διαφορα	विभिन्न	διαφορά	ADJ	N;NOM;FEM;SG
इतिहास	ιστορικό	इतिहास	ιστορικός	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
लिया	τραβήχτηκε	ले	τραβήχω	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
पास	πέρασμα	पास	πέρασμα	ADV;NOM;MASC;SG;3	N;NOM;NEUT;SG
पास	πάσα	पास	πάσα	ADV;NOM;MASC;SG;3	N;ACC;FEM;SG
पास	περάσει	पास	περνώ	ADV;NOM;MASC;SG;3	V;PFV;NFIN;ACT
पास	πάσο	पास	πάσο	ADV;NOM;MASC;SG;3	
विस्तृत	λεπτομερή	विस्तृत	λεπτομερής	ADJ	ADV
विस्तृत	περίτεχνο	विस्तृत	περίτεχνο	ADJ	N;NOM;NEUT;SG
विस्तृत	προχωρημένο	विस्तृत	προχωρώ	ADJ	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
विस्तृत	προχωρημένη	विस्तृत	προχωρώ	ADJ	V;PFV;NOM;FEM;SG;V.PTCP;PASS
दिन	μέρα	दिन	μέρα	N;NOM;MASC;SG;3	N;ACC;FEM;SG
दिन	ημέρες	दिन	ημέρα	N;NOM;MASC;SG;3	N;NOM;FEM;PL
दिन	ημερες	दिन	ημερώ	N;NOM;MASC;SG;3	PRO;NOM;FEM;PL;3
दिन	μέρες	दिन	μέρα	N;NOM;MASC;SG;3	N;NOM;FEM;PL
कृषि	γεωργία	कृषि	γεωργία	N;NOM;FEM;SG;3	PROPN;ACC;FEM;SG
जाना	βιωσιμότητα	जा	βιωσιμότητα	V;MASC;NFIN;ACT	N;ACC;FEM;SG
शुरू	ξεκίνησα	शुरू	ξεκινώ	N;NOM;MASC;SG;3	V;PFV;IND;SG;1;PST;FIN;ACT
शुरू	άρχισε	शुरू	αρχίζω	N;NOM;MASC;SG;3	V;PFV;IND;SG;3;PST;FIN;ACT
शुरू	ξεκίνησε	शुरू	ξεκινώ	N;NOM;MASC;SG;3	V;PFV;IND;SG;3;PST;FIN;ACT
शुरू	αρχίστε	शुरू	αρχίζω	N;NOM;MASC;SG;3	V;PFV;IMP;PL;2;FIN;ACT
शुरू	ξεκινήστε	शुरू	ξεκινώ	N;NOM;MASC;SG;3	V;PFV;IND;PL;2;FIN;ACT
व्यक्ति	ατομική	व्यक्ति	ατομικός	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
व्यक्ति	ατομικό	व्यक्ति	ατομικός	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
व्यक्ति	μεμονωμένα	व्यक्ति	μεμονωμένος	N;NOM;MASC;SG;3	ADV
व्यक्ति	ατομικά	व्यक्ति	ατομικά	N;NOM;MASC;SG;3	ADV
व्यक्ति	επιμέρους	व्यक्ति	επιμέρος	N;NOM;MASC;SG;3	N;NOM;FEM;PL
व्यक्ति	ατομικισμού	व्यक्ति	ατομικισμός	N;NOM;MASC;SG;3	N;GEN;MASC;SG
विज्ञान	επιστήμες	विज्ञान	επιστήμα	N;NOM;MASC;SG;3	N;NOM;FEM;PL
सदस्य	μέλος	सदस्य	μέλος	N;NOM;MASC;PL;3	N;NOM;NEUT;SG
सदस्य	βουλευτής	सदस्य	βουλευτής	N;NOM;MASC;PL;3	N;NOM;MASC;SG
सदस्य	μελος	सदस्य	μελος	N;NOM;MASC;PL;3	N;NOM;NEUT;SG
सदस्य	συνδρομητή	सदस्य	συνδρομητής	N;NOM;MASC;PL;3	N;ACC;MASC;SG
सदस्य	εγγεγραμμένος	सदस्य	εγγεγραμμένος	N;NOM;MASC;PL;3	V;PFV;NOM;MASC;SG;V.PTCP;PASS
सदस्य	συνδρομητής	सदस्य	συνδρομητής	N;NOM;MASC;PL;3	N;NOM;MASC;SG
सदस्य	εγγεγραμμένοι	सदस्य	εγγεγράμμενος	N;NOM;MASC;PL;3	V;PFV;NOM;MASC;PL;V.PTCP;PASS
हालांकि	μολονότι	हालांकि	μολονότι	CONJ	ADV
सिंह	σινγκ	सिंह	σινγκ	PROPN;NOM;MASC;SG;3	
सिंह	λέο	सिंह	λέος	PROPN;NOM;MASC;SG;3	
सिंह	λίο	सिंह	λίο	PROPN;NOM;MASC;SG;3	
सिंह	λέων	सिंह	λέος	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
सिंह	leo	सिंह	leo	PROPN;NOM;MASC;SG;3	
अनेक	πολλά	अनेक	πολύς	DET	ADJ;NOM;NEUT;PL
अनेक	πολλοι	अनेक	πολύς	DET	ADJ;NOM;MASC;PL
अनेक	πολλοί	अनेक	πολύς	DET	ADJ;NOM;MASC;PL
अनेक	πολλές	अनेक	πολύς	DET	ADJ;NOM;FEM;PL
अनेक	πολλα	अनेक	πολύς	DET	ADV
अनेक	αρκετές	अनेक	αρκετός	DET	PRO;NOM;FEM;PL;3
अनेक	αρκετοί	अनेक	αρκετός	DET	PRO;NOM;MASC;PL;3
अनेक	πολλαπλές	अनेक	πολλαπλά	DET	ADJ;NOM;FEM;PL
अनेक	πολλαπλή	अनेक	πολλαπλή	DET	ADJ;NOM;FEM;SG
अनेक	πολλαπλά	अनेक	πολλαπλά	DET	ADV
यहां	εδω	यहाँ	εδω	PRO;NOM	ADV
यहां	εδώ	यहाँ	εδώ	PRO;NOM	ADV
संख्या	νούμερα	संख्या	νούμερος	N;NOM;FEM;SG;3	ADV;CMPR
संख्या	αριθμοί	संख्या	αριθμός	N;NOM;FEM;SG;3	N;NOM;MASC;PL
संख्या	αριθμούς	संख्या	αριθμός	N;NOM;FEM;SG;3	N;ACC;MASC;PL
बात	μιλήσω	बात	μιλώ	N;NOM;FEM;SG;3	V;PFV;IND;SG;1;FIN;ACT
बात	μιλήστε	बात	μιλώ	N;NOM;FEM;SG;3	V;PFV;IMP;PL;2;FIN;ACT
बात	μίλα	बात	μίλος	N;NOM;FEM;SG;3	
शिक्षा	εκπαίδευση	शिक्षा	εκπαίδευση	N;NOM;FEM;SG;3	N;ACC;FEM;SG
दिल्ली	δελχί	दिल्ली	δελχί	PROPN;NOM;FEM;SG;3	
धर्म	θρησκευτικά	धर्म	θρησκευτικά	N;NOM;MASC;SG;3	ADV
धर्म	θρησκείες	धर्म	θρησκεία	N;NOM;MASC;SG;3	N;NOM;FEM;PL
मूल	προέλευση	मूल	προέλευση	N;NOM;MASC;SG;3	N;ACC;FEM;SG
मूल	αυθεντικές	मूल	αυθεντικός	N;NOM;MASC;SG;3	ADJ;NOM;FEM;PL
मूल	πρωτότυπα	मूल	πρωτότυπο	N;NOM;MASC;SG;3	ADV
मूल	αυθεντικό	मूल	αυθεντικός	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
मूल	αρχική	मूल	αρχικός	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
मूल	αρχικό	मूल	αρχικός	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
मूल	αρχικός	मूल	αρχικός	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
मूल	βασικές	मूल	βασικός	N;NOM;MASC;SG;3	ADJ;NOM;FEM;PL
मूल	βασικός	मूल	βασικός	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
मूल	βασική	मूल	βασικός	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
मूल	βασικό	मूल	βασικός	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
मूल	βασικού	मूल	βασικός	N;NOM;MASC;SG;3	ADJ;GEN;NEUT;SG
तब	τότε	तब	τότε	PRO;NOM	ADV
तब	μετά	तब	μετά	PRO;NOM	ADV
बना	φτιαγμένο	बन	φτιαγμένος	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
बना	φτιαγμένα	बन	φτιαγμένα	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;NEUT;PL
बना	φτιαγμένη	बन	φτιαγμένος	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;NOM;FEM;SG;V.PTCP;PASS
कोड	κώδικα	कोड	κώδικας		N
कोड	κωδικός	कोड	κωδικός		ADJ;NOM;MASC;SG
कोड	κώδικας	कोड	κώδικας		N;NOM;MASC;SG
कोड	κωδικοί	कोड	κωδικός		ADJ;NOM;MASC;PL
कोड	κώδικες	कोड	κώδικας		N;NOM;MASC;PL
कोड	κωδικούς	कोड	κώδικός		ADJ;ACC;MASC;PL
संयुक्त	ταυτόχρονη	संयुक्त	ταυτόχρονος	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
संयुक्त	united	संयुक्त	united	PROPN;NOM;MASC;SG;3	
संयुक्त	ενωμένη	संयुक्त	ενώνω	PROPN;NOM;MASC;SG;3	V;PFV;NOM;FEM;SG;V.PTCP;PASS
संयुक्त	ενωμένοι	संयुक्त	ενωμένος	PROPN;NOM;MASC;SG;3	V;PFV;NOM;MASC;PL;V.PTCP;PASS
संयुक्त	ηνωμένο	संयुक्त	ηνωμένος	PROPN;NOM;MASC;SG;3	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
संयुक्त	συνδυασμένα	संयुक्त	συνδυασμένα	PROPN;NOM;MASC;SG;3	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
संयुक्त	συνδυασμένες	संयुक्त	συνδυάζω	PROPN;NOM;MASC;SG;3	V;PFV;NOM;FEM;PL;V.PTCP;PASS
संयुक्त	συνδυασμένη	संयुक्त	συνδυάζω	PROPN;NOM;MASC;SG;3	V;PFV;NOM;FEM;SG;V.PTCP;PASS
संयुक्त	συνδυασμένης	संयुक्त	συνδυάζω	PROPN;NOM;MASC;SG;3	V;PFV;GEN;FEM;SG;V.PTCP;PASS
संयुक्त	συνδυασμένο	संयुक्त	συνδυάζω	PROPN;NOM;MASC;SG;3	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
संयुक्त	άρθρωση	संयुक्त	άρθρωση	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
जुलाई	ιούλιος	जुलाई	ιούλιος	PROPN;NOM;FEM;SG;3	PROPN;NOM;MASC;SG
जुलाई	ιούλιο	जुलाई	ιούλιος	PROPN;NOM;FEM;SG;3	N;ACC;MASC;SG
जुलाई	ιουλίου	जुलाई	ιούλιος	PROPN;NOM;FEM;SG;3	N;GEN;NEUT;SG
जुलाई	ιουλιος	जुलाई	ιουλιος	PROPN;NOM;FEM;SG;3	N;NOM;MASC;SG
युद्ध	μαχη	युद्ध	μαχη	N;NOM;MASC;SG;3	N;ACC;FEM;SG
युद्ध	μάχη	युद्ध	μάχη	N;NOM;MASC;SG;3	N;ACC;FEM;SG
युद्ध	πόλεμο	युद्ध	πόλεμος	N;NOM;MASC;SG;3	N;ACC;MASC;SG
नदी	ρίβερ	नदी	ρίβερ	N;NOM;FEM;SG;3	
वाला	βάλα	वाला	βάλα	ADP;NOM;MASC;SG	PROPN;NOM;FEM;SG
काल	τεταμένη	काल	τεταμένος	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
काल	καλέστε	काल	καλώ	N;NOM;MASC;SG;3	V;PFV;IMP;PL;2;FIN;ACT
काल	κάλεσε	काल	καλώ	N;NOM;MASC;SG;3	V;PFV;IND;SG;3;PST;FIN;ACT
काल	περίοδο	काल	περίοδος	N;NOM;MASC;SG;3	N;ACC;FEM;SG
ऐसे	τέτοια	ऐसा	τέτοιος	PRO;NOM;MASC;SG	PRO;NOM;NEUT;SG;3
प्रति	ανά	प्रति	ανά		ADP
प्रति	per	प्रति	per		
प्रति	περ	प्रति	περ		N
स्टेशन	σταθμό	स्टेशन	σταθμός	N;NOM;MASC;SG;3	N;ACC;MASC;SG
स्टेशन	σταθμούς	स्टेशन	σταθμός	N;NOM;MASC;SG;3	N;ACC;MASC;PL
स्टेशन	σταθμοί	स्टेशन	σταθμός	N;NOM;MASC;SG;3	N;NOM;MASC;PL
बड़े	μεγάλο	बडा	μεγάλος	ADJ;NOM;MASC;PL	ADJ;NOM;NEUT;SG
बड़े	μεγάλη	बडा	μεγάλος	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG
बड़े	μεγάλος	बडा	μεγάλος	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;SG
बड़े	μεγάλο	बडा	μεγάλος	ADJ;NOM;MASC;PL	ADJ;NOM;NEUT;SG
जनवरी	ιανουαρίου	जनवरी	ιανουάριος	PROPN;NOM;FEM;SG;3	PROPN;GEN;MASC;SG
जनवरी	ιανουάριο	जनवरी	ιανουάριο	PROPN;NOM;FEM;SG;3	N
जनवरी	ιανουάριος	जनवरी	ιανουάριος	PROPN;NOM;FEM;SG;3	N;NOM;MASC;SG
मध्य	κεντρικό	मध्य	κεντρικός		ADJ;NOM;NEUT;SG
मध्य	κεντρική	मध्य	κεντρικός		ADJ;NOM;FEM;SG
मध्य	κεντρικός	मध्य	κεντρικός		ADJ;NOM;MASC;SG
मध्य	central	मध्य	central		
मध्य	κέντρο	मध्य	κέντρο		N;NOM;NEUT;SG
मध्य	κεντρο	मध्य	κεντρο		N;NOM;NEUT;SG
मध्य	center	मध्य	center		
मध्य	διάμεση	मध्य	διάμεση		N;NOM;FEM;SG
मध्य	διάμεσο	मध्य	διάμεσος		N;NOM;NEUT;SG
मध्य	μεση	मध्य	μεσος		N;NOM;FEM;SG
मध्य	μεσαία	मध्य	μεσαίος		ADV
मध्य	μέση	मध्य	μέσο		N;NOM;FEM;SG
मध्य	μεσαίο	मध्य	μεσαίος		N;NOM;NEUT;SG
राजा	κινγκ	राजा	κινγκ	N;NOM;MASC;SG;3	
राजा	βασιλιά	राजा	βασιλιάς	N;NOM;MASC;SG;3	N;ACC;MASC;SG
राजा	king	राजा	king	N;NOM;MASC;SG;3	
प्रथम	πρώτο	प्रथम	πρώτος	ADJ	NUM;NOM;NEUT;SG
प्रथम	πρώτον	प्रथम	πρώτον	ADJ	ADV
प्रथम	πρώτη	प्रथम	πρώτος	ADJ	NUM;NOM;FEM;SG
प्रथम	πρώτα	प्रथम	πρώτα	ADJ	ADV
प्रथम	πρώτος	प्रथम	πρώτος	ADJ	NUM;NOM;MASC;SG
विश्वविद्यालय	πανεπιστημίων	विश्वविद्यालय	πανεπιστήμιο	N;NOM;MASC;SG;3	N;GEN;NEUT;PL
विश्वविद्यालय	πανεπιστήμια	विश्वविद्यालय	πανεπιστήμιο	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
विश्वविद्यालय	univers	विश्वविद्यालय	univers	N;NOM;MASC;SG;3	
जून	τζουν	जून	τζω	PROPN;NOM;MASC;SG;3	
जून	ιούνιο	जून	ιούνιος	PROPN;NOM;MASC;SG;3	PROPN;ACC;MASC;SG
जून	ιουνίου	जून	ιούνιος	PROPN;NOM;MASC;SG;3	N;GEN;MASC;SG
जून	τζουν	जून	τζω	PROPN;NOM;MASC;SG;3	
जून	ιούνιος	जून	ιούνιος	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
मार्च	μαρ	मार्च	μαρ	PROPN;NOM;MASC;SG;3	
मार्च	μαρτίου	मार्च	μάρτιος	PROPN;NOM;MASC;SG;3	N;GEN;MASC;SG
मार्च	μάρτιος	मार्च	μάρτιος	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
मार्च	μάρτιο	मार्च	μάρτιο	PROPN;NOM;MASC;SG;3	N
बन	ψωμάκι	बन	ψωμάκι	V;ACT	N;NOM;NEUT;SG
बन	κουλούρι	बन	κουλούρι	V;ACT	N;NOM;NEUT;SG
बनी	μπάνι	बन	μπάνι	V;PFV;FEM;SG;V.PTCP;ACT	
बनी	bunny	बन	bunny	V;PFV;FEM;SG;V.PTCP;ACT	
बनी	κουνελάκι	बन	κουνελάκι	V;PFV;FEM;SG;V.PTCP;ACT	N;NOM;NEUT;SG
अर्थ	έννοια	अर्थ	έννοια		N;NOM;FEM;SG
अर्थ	νόημα	अर्थ	νόημα		N;NOM;NEUT;SG
अर्थ	εννοώντας	अर्थ	εννοώ		V;IPFV;V.CVB;ACT
अप्रैल	απρ	अप्रैल	απρ	PROPN;NOM;MASC;SG;3	
अप्रैल	απρίλιος	अप्रैल	απρίλιος	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
अप्रैल	απρίλιο	अप्रैल	απρίλιο	PROPN;NOM;MASC;SG;3	N
अप्रैल	απρίλη	अप्रैल	απρίλιος	PROPN;NOM;MASC;SG;3	N
अप्रैल	απριλίου	अप्रैल	απρίλιος	PROPN;NOM;MASC;SG;3	N;GEN;MASC;SG
अप्रैल	έιπριλ	अप्रैल	έιπριλ	PROPN;NOM;MASC;SG;3	N
महत्वपूर्ण	σημαντικο	महत्वपूर्ण	σημαντικός	ADJ	N;NOM;SG
महत्वपूर्ण	βαρυσήμαντη	महत्वपूर्ण	βαρύσημαν	ADJ	N;NOM;FEM;SG
प्रामाणिक	αυθεντικά	प्रामाणिक	αυθεντικά	ADJ;NOM	ADV
आप	εσύ	आप	εσύ	PRO;NOM;SG;2;FORM	V;IPFV;IND;SG;1;PRS;FIN;ACT
आप	εσείς	आप	εγώ	PRO;NOM;SG;2;FORM	PRO;NOM;MASC;PL;2
आप	εσυ	आप	εσυ	PRO;NOM;SG;2;FORM	V;IPFV;IND;SG;1;PRS;FIN;ACT
किए	coa	कर	coa	V;PFV;MASC;PL;V.PTCP;ACT	
अक्टूबर	οκτώβριος	अक्टूबर	οκτώβριος	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
अक्टूबर	οκτώβριο	अक्टूबर	οκτώβριο	PROPN;NOM;MASC;SG;3	N
