den	de	den	de	PRO;DEF;MASC+FEM;SG	DET;DEF
både	beide	både	beide	CONJ	PRO
övrigt	overig	övrigt	overig	ADJ;NOM;INDF;NEUT;SG	
övrigt	diversen	övrigt	divers	ADJ;NOM;INDF;NEUT;SG	N;PL
england	engeland	england	engeland	PROPN;NOM	PROPN;NEUT;SG
england	england	england	england	PROPN;NOM	
argentina	argentinië	argentin	argentinië	N;NOM;INDF;MASC+FEM;SG	PROPN;NEUT;SG
grekland	griekenland	grekland	griekenland	PROPN;NOM	N;NEUT;SG
karl	karel	karl	karel	PROPN;NOM	N;MASC+FEM;SG
karl	charles	karl	charles	PROPN;NOM	N;PL
karl	karl	karl	karl	PROPN;NOM	N;MASC+FEM;SG
skådespelare	acteurs	skådespelare	acteur	N;NOM;INDF;MASC+FEM;SG	N;PL
skådespelare	actoren	skådespelare	actor	N;NOM;INDF;MASC+FEM;SG	N;PL
bli	wordt	bli	worden	V;IMP;FIN;ACT	V;SG;PRS;FIN
bli	word	bli	worden	V;IMP;FIN;ACT	V;SG;PRS;FIN
bli	worden	bli	worden	V;IMP;FIN;ACT	V;PL;PRS;FIN
endast	enkel	endast	enkel	ADV	PRO
danmark	denemarken	danmark	denemarken	PROPN;NOM	PROPN;NEUT;SG
danmark	danmark	danmark	danmark	PROPN;NOM	ADV
österrike	oostenrijk	österrike	oostenrijk	PROPN;NOM	N;NEUT;SG
helt	volledig	helt	volledig	ADV	ADJ
helt	compleet	helt	compleet	ADV	ADJ
jean	jean	jean	jean	PROPN;NOM	N;MASC+FEM;SG
före	voordat	före	voordat	ADP	CONJ
william	willem	william	willem	PROPN;NOM	N;MASC+FEM;SG
william	william	william	william	PROPN;NOM	N;MASC+FEM;SG
känd	gekend	känd	kennen	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
känd	gekende	känd	kenen	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
engelska	engels	engelsk	engel	N;NOM;INDF;MASC+FEM;SG	ADJ
engelska	engelsen	engelsk	engelsen	N;NOM;INDF;MASC+FEM;SG	N;PL
departement	departement	departement	departement	N;NOM;INDF;NEUT;PL	N;NEUT;SG
departement	afdeling	departement	afdeling	N;NOM;INDF;NEUT;PL	N;MASC+FEM;SG
departement	ministerie	departement	ministerie	N;NOM;INDF;NEUT;PL	N;NEUT;SG
antal	tellen	antal	tellen	N;NOM;INDF;NEUT;SG	V;NFIN
des	des	de	des	N;NOM;INDF;NEUT;SG	ADV
författare	schrijver	författare	schrijver	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
författare	schrijfster	författare	schrijfster	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
författare	auteur	författare	auteur	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
författare	schrijver	författare	schrijver	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
los	los	los	los	PROPN;NOM	ADJ
vissa	bepaalde	vissa	bepalen	PRO;INDF;PL	V;V.PTCP
äldre	elder	gammal	elder	ADJ;NOM;CMPR	N;MASC+FEM;SG
äldre	bejaarde	gammal	bejaard	ADJ;NOM;CMPR	ADJ
äldre	bejaarden	gammal	bejaard	ADJ;NOM;CMPR	ADJ
allt	alles	all	alles	PRO;INDF;NEUT;SG	PRO;3
allt	allen	all	al	PRO;INDF;NEUT;SG	PRO
allt	alle	all	al	PRO;INDF;NEUT;SG	DET
allt	allemaal	all	allemaal	PRO;INDF;NEUT;SG	ADV
allt	alles	all	alles	PRO;INDF;NEUT;SG	PRO;3
lag	lag	lag	liggen	N;NOM;INDF;MASC+FEM;SG	V;SG;PST;FIN
lag	ploegen	lag	ploeg	N;NOM;INDF;MASC+FEM;SG	N;PL
lag	teams	lag	team	N;NOM;INDF;MASC+FEM;SG	N;PL
johan	johannes	joha	johanne	PROPN;NOM	N;PL
johan	john	joha	john	PROPN;NOM	N;MASC+FEM;SG
johan	johan	joha	johan	PROPN;NOM	N;MASC+FEM;SG
diskussion	discussies	diskussion	discussie	N;NOM;INDF;MASC+FEM;SG	N;PL
vidare	verdere	vidare	ver	ADV;CMPR	ADJ;CMPR
vidare	verder	vidare	verder	ADV;CMPR	ADJ;CMPR
black	zwarte	black	zwart	N;NOM;INDF;MASC+FEM;SG	ADJ
black	black	black	black	N;NOM;INDF;MASC+FEM;SG	
black	zwart	black	zwart	N;NOM;INDF;MASC+FEM;SG	ADJ
asien	azië	asie	azië	PROPN;NOM	PROPN;NEUT;SG
varje	elk	varje	elk	DET;INDF;SG	PRO
varje	ieder	varje	ieder	DET;INDF;SG	PRO
varje	elk	varje	elk	DET;INDF;SG	PRO
varje	ieder	varje	ieder	DET;INDF;SG	PRO
france	frankrijk	fra	frankrijk	N;NOM;INDF;MASC+FEM;SG	PROPN;NEUT;SG
vik	vouwen	vik	vouw	N;NOM;INDF;MASC+FEM;SG	V;NFIN
vik	vouw	vik	vouw	N;NOM;INDF;MASC+FEM;SG	V;SG;PRS;FIN
politiker	politiek	politik	politiek	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
politiker	politica	politik	politica	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
politiker	politicus	politik	politicus	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
left	linkse	lefa	links	N;NOM;INDF;MASC+FEM;SG	ADJ
left	linker	lefa	linker	N;NOM;INDF;MASC+FEM;SG	ADJ
left	links	lefa	links	N;NOM;INDF;MASC+FEM;SG	ADJ
band	bandjes	band	band	N;NOM;INDF;NEUT;SG	N;PL
band	tapes	band	tape	N;NOM;INDF;NEUT;SG	N;PL
band	banden	band	band	N;NOM;INDF;NEUT;SG	N;PL
band	bands	band	bands	N;NOM;INDF;NEUT;SG	N;PL
rock	rotsen	rock	rotsen	N;NOM;INDF;MASC+FEM;SG	N;PL
söderut	zuid	söderut	zuid	ADV	ADJ
söderut	zuiden	söderut	zuiden	ADV	N;NEUT;SG
sista	sista	sista	sista	ADJ;NOM;DEF;RL	N;MASC+FEM;SG
sista	definitief	sista	definitief	ADJ;NOM;DEF;RL	ADJ
sista	finale	sista	finale	ADJ;NOM;DEF;RL	N;MASC+FEM;SG
george	joris	george	joris	PROPN;NOM	N;MASC+FEM;SG
george	george	george	georg	PROPN;NOM	N;MASC+FEM;SG
delar	delen	del	delen	N;NOM;INDF;MASC+FEM;PL	V;NFIN
delar	delen	del	delen	N;NOM;INDF;MASC+FEM;PL	V;NFIN
auto	automatisch	auto	automatisch	N;NOM;INDF;MASC+FEM;SG	ADJ
hett	heet	hett	heten	ADJ;NOM;INDF;NEUT;SG	V;SG;PRS;FIN
norrut	noorden	norrut	noorden	ADV	N;NEUT;SG
norrut	noord	norrut	noord	ADV	N;NEUT;SG
själv	self	själv	self	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC+FEM;SG
själv	zelf	själv	zelf	ADJ;NOM;INDF;MASC+FEM;SG	ADV
själv	zichzelf	själv	zichzelf	ADJ;NOM;INDF;MASC+FEM;SG	PRO;ACC;3;REFL
själv	hemzelf	själv	hemzelf	ADJ;NOM;INDF;MASC+FEM;SG	PRO;ACC;3
själv	mijzelf	själv	mijzelf	ADJ;NOM;INDF;MASC+FEM;SG	PRO;ACC;1
själv	zelf	själv	zelf	ADJ;NOM;INDF;MASC+FEM;SG	ADV
själv	mezelf	själv	mezelf	ADJ;NOM;INDF;MASC+FEM;SG	PRO;ACC;1
själv	ikzelf	själv	ikzelf	ADJ;NOM;INDF;MASC+FEM;SG	PRO;NOM;1
åren	jaar	år	jaar	N;NOM;DEF;NEUT;PL	N;NEUT;SG
höjd	hoogte	höja	hoogte	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;MASC+FEM;SG
höjd	hoogte	höja	hoogte	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;MASC+FEM;SG
höjd	hoogte	höja	hoogte	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;MASC+FEM;SG
höjd	lengte	höja	lengte	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;MASC+FEM;SG
poäng	punten	poäng	punt	N;NOM;INDF;NEUT;SG	N;PL
poäng	scoren	poäng	scoren	N;NOM;INDF;NEUT;SG	V;NFIN
poäng	scoort	poäng	scoort	N;NOM;INDF;NEUT;SG	V;SG;PRS;FIN
poäng	scores	poäng	scores	N;NOM;INDF;NEUT;SG	N;PL
peking	beijing	peking	beijing	PROPN;NOM	N;NEUT;SG
peking	peking	peking	peking	PROPN;NOM	N;NEUT;SG
peking	peking	peking	peking	PROPN;NOM	N;NEUT;SG
tyska	duits	tysk	duits	N;NOM;INDF;MASC+FEM;SG	ADJ
tyska	duitse	tysk	duits	N;NOM;INDF;MASC+FEM;SG	ADJ
sätt	manieren	sätt	manier	N;NOM;INDF;NEUT;SG	N;PL
sätt	way	sätt	way	N;NOM;INDF;NEUT;SG	
egypten	egypte	egypt	egypt	PROPN;NOM	N;NEUT;SG
norge	norge	norge	norg	PROPN;NOM	
norge	noorwegen	norge	noorwegen	PROPN;NOM	PROPN;NEUT;SG
york	york	york	york	PROPN;NOM	ADV
makedonien	macedonië	makedoni	macedonië	PROPN;NOM	N;NEUT;SG
franska	frans	fransk	frans	N;NOM;INDF;MASC+FEM;SG	PROPN;MASC+FEM;SG
franska	fransen	fransk	frans	N;NOM;INDF;MASC+FEM;SG	PROPN;MASC+FEM;SG
franska	franse	fransk	frans	N;NOM;INDF;MASC+FEM;SG	ADJ
västerut	west	västerut	west	ADV	N;MASC+FEM;SG
västerut	westen	västerut	westen	ADV	N;NEUT;SG
västerut	westelijk	västerut	westelijk	ADV	ADJ
västerut	westwaarts	västerut	westwaarts	ADV	V;SG;PRS;FIN
österut	oosten	österut	oosten	ADV	N;NEUT;SG
österut	oost	österut	oost	ADV	N;MASC+FEM;SG
omkring	rondom	omkring	rondom	ADV	ADP
omkring	rond	omkring	rond	ADV	ADP
göteborg	göteborg	göteborg	göteborg	PROPN;NOM	N;NEUT;SG
göteborg	göteborg	göteborg	göteborg	PROPN;NOM	N;NEUT;SG
schweiz	zwitserland	schweiz	zwitserland	PROPN;NOM	N;NEUT;SG
fall	gevallen	fall	geval	N;NOM;INDF;NEUT;SG	N;PL
fall	vallen	fall	vallen	N;NOM;INDF;NEUT;SG	V;NFIN
style	style	style	style	N;NOM;INDF;MASC+FEM;SG	
främst	voornamelijk	främst	voornamelijk	ADV;RL	ADJ
främst	hoofdzakelijk	främst	hoofdzakelijk	ADV;RL	ADJ
främst	primair	främst	primair	ADV;RL	ADJ
främst	hoofdzakelijk	främst	hoofdzakelijk	ADV;RL	ADJ
båda	allebei	båda	allebei	PRO;DEF;PL	PRO
båda	beiden	båda	beide	PRO;DEF;PL	PRO
båda	beide	båda	beide	PRO;DEF;PL	PRO
malmö	malmö	malmö	malmö	PROPN;NOM	N;NEUT;SG
delas	gedeelde	dela	delen	V;IND;PRS;FIN;PASS	ADJ
slutet	beëindigen	slut	beëindigen	N;NOM;DEF;NEUT;SG	V;NFIN
olympiska	olympic	olympisk	olympic	ADJ;NOM;PL	N;MASC+FEM;SG
annan	overig	annan	overig	ADJ;NOM;INDF;MASC+FEM;SG	
uppsala	uppsala	uppsala	uppsala	PROPN;NOM	N;NEUT;SG
isbn	isbn	isbn	isbn	N	INTJ
mätare	meter	mäta	meter	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
mätare	meter	mäta	meter	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
antarktis	antarctica	antarktis	antarctica	PROPN;NOM	N;NEUT;SG
antarktis	antarctica	antarktis	antarctica	PROPN;NOM	N;NEUT;SG
antarktis	zuidpool	antarktis	zuidpool	PROPN;NOM	N;MASC+FEM;SG
erik	erik	erik	erik	PROPN;NOM	N;MASC+FEM;SG
erik	eric	erik	eric	PROPN;NOM	N;MASC+FEM;SG
erik	erik	erik	erik	PROPN;NOM	N;MASC+FEM;SG
paul	paulus	paul	paulus	PROPN;NOM	N;MASC+FEM;SG
paul	paul	paul	paul	PROPN;NOM	N;MASC+FEM;SG
serien	reeksen	serien	reeks	N;NOM;DEF;MASC+FEM;SG	N;PL
serien	series	serien	serie	N;NOM;DEF;MASC+FEM;SG	N;PL
bra	lekker	bra	lekker	ADV	ADJ
bra	goed	bra	goed	ADV	ADJ
fem	fem	fem	fem	NUM;NOM	N;MASC+FEM;SG
fem	five	fem	five	NUM;NOM	N;MASC+FEM;SG
ryssland	rusland	ryssland	rusland	PROPN;NOM	PROPN;NEUT;SG
vilka	who	vilken	who	PRO;INDF;PL	
språk	talen	språk	taal	N;NOM;INDF;NEUT;SG	N;PL
kinesiska	chinezen	kinesisk	chinees	N;NOM;INDF;MASC+FEM;SG	N;PL
kinesiska	chinees	kinesisk	chinees	N;NOM;INDF;MASC+FEM;SG	ADJ
kinesiska	chinese	kinesisk	chinees	N;NOM;INDF;MASC+FEM;SG	ADJ
lappland	lapland	lappland	lapland	PROPN;NOM	N;NEUT;SG
nuvarande	heden	nuvarande	heden	ADJ;NOM;PRS;V.PTCP	ADV
nuvarande	presenteren	nuvarande	presenteren	ADJ;NOM;PRS;V.PTCP	V;NFIN
nuvarande	presenteer	nuvarande	presenteren	ADJ;NOM;PRS;V.PTCP	V;SG;PRS;FIN
officiell	ambtenaar	officiell	ambtenaar	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC+FEM;SG
stort	large	stor	larg	ADJ;NOM;INDF;NEUT;SG	
stort	big	stor	big	ADJ;NOM;INDF;NEUT;SG	N;MASC+FEM;SG
sång	zingen	sång	zingen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
amerikanska	amerikaan	amerikansk	amerikaan	ADJ;NOM;PL	N;MASC+FEM;SG
globalt	global	global	global	ADJ;NOM;INDF;NEUT;SG	N;MASC+FEM;SG
egen	aangepaste	egen	aanpassen	ADJ;NOM;MASC+FEM;SG	V;V.PTCP
egen	aangepast	egen	aanpassen	ADJ;NOM;MASC+FEM;SG	V;V.PTCP
utanför	buitenkant	utanför	buitenkant	ADP	ADJ
mestadels	voornamelijk	mestadel	voornamelijk	N;NOM;INDF;MASC+FEM;SG	ADJ
mestadels	hoofdzakelijk	mestadel	hoofdzakelijk	N;NOM;INDF;MASC+FEM;SG	ADJ
mestadels	meestal	mestadel	meestal	N;NOM;INDF;MASC+FEM;SG	ADV
mestadels	vooral	mestadel	vooral	N;NOM;INDF;MASC+FEM;SG	ADV
tredje	third	tre	third	ADJ;NOM	
blivit	wordt	bli	worden	V;V.CVB;ACT	V;SG;PRS;FIN
blivit	word	bli	worden	V;V.CVB;ACT	V;SG;PRS;FIN
blivit	worden	bli	worden	V;V.CVB;ACT	V;PL;PRS;FIN
charles	karel	charles	karel	PROPN;NOM	N;MASC+FEM;SG
charles	charles	charles	charles	PROPN;NOM	N;PL
art	diersoorten	art	diersoort	N;NOM;INDF;MASC+FEM;SG	N;PL
art	soorten	art	soort	N;NOM;INDF;MASC+FEM;SG	N;PL
riket	rijk	rike	rijk	N;NOM;DEF;NEUT;SG	ADJ
wales	wales	wales	wale	PROPN;NOM	PROPN;NEUT;SG
david	david	david	david	PROPN;NOM	PROPN;MASC+FEM;SG
sidan	side	sida	side	N;NOM;DEF;MASC+FEM;SG	
resultat	prestaties	resultat	prestatie	N;NOM;INDF;NEUT;SG	N;PL
resultat	uitslagen	resultat	uitslag	N;NOM;INDF;NEUT;SG	N;PL
resultat	resultaten	resultat	resultaat	N;NOM;INDF;NEUT;SG	N;PL
ibland	incidenteel	ibland	incidenteel	ADV	ADJ
enda	alleenstaande	enda	alleenstaande	ADJ;NOM	V;V.PTCP
enda	single	enda	single	ADJ;NOM	N;MASC+FEM;SG
enda	vrijgezel	enda	vrijgezel	ADJ;NOM	N;MASC+FEM;SG
enda	sole	enda	sole	ADJ;NOM	
enda	zool	enda	zool	ADJ;NOM	N;MASC+FEM;SG
enda	tong	enda	tong	ADJ;NOM	N;MASC+FEM;SG
kända	gekend	känd	kennen	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
kända	gekende	känd	kenen	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
universitet	universiteiten	universitet	universiteit	N;NOM;INDF;NEUT;SG	N;PL
libanon	libanon	libanon	libanon	PROPN;NOM	N;NEUT;SG
paris	parijs	paris	parijs	PROPN;NOM	PROPN;NEUT;SG
kamerun	kameroen	kamerun	kameroen	PROPN;NOM	PROPN;NEUT;SG
maria	mary	maria	mary	PROPN;NOM	N;MASC+FEM;SG
maria	maria	maria	maria	PROPN;NOM	N;MASC+FEM;SG
maria	marja	maria	marja	PROPN;NOM	N;MASC+FEM;SG
maria	maria	maria	maria	PROPN;NOM	N;MASC+FEM;SG
tillbaka	rug	tillbaka	rug	ADV	N;MASC+FEM;SG
tillbaka	back	tillbaka	back	ADV	N;MASC+FEM;SG
form	form	form	form	N;NOM;INDF;MASC+FEM;SG	
der	der	de	de	N;NOM;INDF;NEUT;SG	DET;DEF
fiji	fiji	fiji	fiji	N;NOM;INDF;NEUT;SG	PROPN;NEUT;SG
tjeckien	tsjechische	tjeckien	tsjechisch	PROPN;NOM	ADJ
tjeckien	tsjechisch	tjeckien	tsjechisch	PROPN;NOM	ADJ
james	james	james	jame	PROPN;NOM	N;PL
james	jacobus	james	jacobus	PROPN;NOM	N;MASC+FEM;SG
samtidigt	gelijktijdig	samtidig	gelijktijdig	ADV	ADJ
lång	tall	lång	tall	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC+FEM;SG
lång	long	lång	long	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC+FEM;SG
alger	zeewier	alg	zeewier	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
gift	gif	gift	gif	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;NEUT;SG
gift	vergif	gift	vergif	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;NEUT;SG
gift	gehuwd	gift	huwen	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
gift	getrouwd	gift	trouwen	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
gift	gif	gift	gif	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;NEUT;SG
gift	vergif	gift	vergif	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;NEUT;SG
album	albums	album	album	N;NOM;INDF;NEUT;SG	N;PL
ner	down	ner	down	ADV	N;MASC+FEM;SG
little	kleine	littal	klein	N;NOM;INDF;MASC+FEM;SG	ADJ
little	weinig	littal	weinig	N;NOM;INDF;MASC+FEM;SG	PRO
little	little	littal	little	N;NOM;INDF;MASC+FEM;SG	
little	klein	littal	klein	N;NOM;INDF;MASC+FEM;SG	ADJ
wilhelm	wilhelm	wilhelm	wilhelm	PROPN;NOM	N;MASC+FEM;SG
gånger	times	gång	time	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
övriga	overig	övrig	overig	ADJ;NOM;PL	
las	las	las	lezen	N;NOM;INDF;NEUT;SG	V;SG;PST;FIN
martin	maarten	martin	maarten	PROPN;NOM	N;PL
martin	martin	martin	martin	PROPN;NOM	N;MASC+FEM;SG
totalt	totaal	total	totaal	ADV	ADJ
totalt	globaal	total	globaal	ADV	ADJ
alexander	aleksandr	alexander	aleksandr	N;NOM;INDF;NEUT;PL	N;MASC+FEM;SG
alexander	alexander	alexander	alexander	N;NOM;INDF;NEUT;PL	N;MASC+FEM;SG
grönland	groenland	grönland	groenland	PROPN;NOM	N;NEUT;SG
låg	laag	låg	laag	INTJ	ADJ
låg	low	låg	low	INTJ	N;MASC+FEM;SG
låg	lage	låg	laag	INTJ	ADJ
timur	timur	timur	timur	NUM;NOM	N;MASC+FEM;SG
kalifornien	californische	kaliforniun	californisch	N;NOM;INDF;MASC+FEM;SG	ADJ
aldrig	never	aldrig	never	ADV;NEG	
miljoner	miljoen	miljon	miljoen	N;NOM;INDF;MASC+FEM;PL	N;NEUT;SG
henry	hendrik	henry	hendrik	PROPN;NOM	N;MASC+FEM;SG
henry	henry	henry	henry	PROPN;NOM	N;MASC+FEM;SG
växter	plant	växt	plant	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
står	standing	stå	standing	V;IND;PRS;FIN;ACT	
står	stands	stå	stands	V;IND;PRS;FIN;ACT	N;PL
seed	zaden	seed	zaad	N;NOM;INDF;NEUT;SG	N;PL
sex	six	sex	six	NUM;NOM	N;MASC+FEM;SG
sex	seks	sex	seks	NUM;NOM	N;MASC+FEM;SG
sex	geslacht	sex	geslacht	NUM;NOM	N;NEUT;SG
sex	sex	sex	sex	NUM;NOM	N;MASC+FEM;SG
spelar	toneelstukken	spela	toneelstuk	V;IND;PRS;FIN;ACT	N;PL
ser	looks	se	look	V;IND;PRS;FIN;ACT	N;PL
ser	lijkt	se	lijken	V;IND;PRS;FIN;ACT	V;SG;PRS;FIN
ser	ser	se	ser	V;IND;PRS;FIN;ACT	N;MASC+FEM;SG
djebel	djebel	djebel	djebel	V;IMP;FIN;ACT	ADJ
friedrich	friedrich	friedrich	friedrich	PROPN;NOM	N;MASC+FEM;SG
liv	life	liv	life	N;NOM;INDF;NEUT;SG	
queensland	queensland	queensland	queensland	PROPN;NOM	N;MASC+FEM;SG
kvar	linkse	kvar	links	ADV	ADJ
kvar	linker	kvar	linker	ADV	ADJ
kvar	links	kvar	links	ADV	ADJ
längre	groter	länge	groot	ADV;CMPR	ADJ;CMPR
längre	langer	länge	langer	ADV;CMPR	ADJ;CMPR
längre	langere	länge	lang	ADV;CMPR	ADJ;CMPR
längre	langer	länge	langer	ADV;CMPR	ADJ;CMPR
gustaf	gustaf	gustaf	gustaf	PROPN;NOM	PROPN;MASC+FEM;SG
gustaf	garfield	gustaf	garfield	PROPN;NOM	N;MASC+FEM;SG
anders	anders	ander	anders	PROPN;NOM	ADV
min	mijne	jag	mijne	PRO;DEF;MASC+FEM;SG	ADV
min	min	jag	min	PRO;DEF;MASC+FEM;SG	ADV
översättning	vertalingen	översättning	vertaling	N;NOM;INDF;MASC+FEM;SG	N;PL
översättning	vertalen	översättning	vertalen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
louis	louis	louis	louis	PROPN;NOM	N;MASC+FEM;SG
louis	lodewijk	louis	lodewijk	PROPN;NOM	N;MASC+FEM;SG
joseph	jozef	joseph	jozef	PROPN;NOM	N;MASC+FEM;SG
joseph	joseph	joseph	joseph	PROPN;NOM	N;MASC+FEM;SG
scotia	scotia	scotia	scotia	PROPN;NOM	PROPN;NEUT;SG
numera	tegenwoordig	numera	tegenwoordig	ADV	ADJ
smith	smith	smith	smith	PROPN;NOM	N;MASC+FEM;SG
smith	smid	smith	smid	PROPN;NOM	N;MASC+FEM;SG
användare	gebruiker	användare	gebruiker	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
varierad	gevarieerd	variera	variëren	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
varierad	gevarieerde	variera	variëren	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
honduras	honduras	hondura	honduras	N;GEN;INDF;MASC+FEM;SG	PROPN;NEUT;SG
bolivia	bolivia	bolivi	bolivia	PROPN;NOM	PROPN;NEUT;SG
ytterligare	verdere	ytterlig	ver	ADV;CMPR	ADJ;CMPR
ytterligare	verder	ytterlig	verder	ADV;CMPR	ADJ;CMPR
ytterligare	bijkomend	ytterlig	bijkomend	ADV;CMPR	V;V.PTCP
ytterligare	bijkomende	ytterlig	bijkomen	ADV;CMPR	V;V.PTCP
ytterligare	aanvullend	ytterlig	aanvullen	ADV;CMPR	V;V.PTCP
ytterligare	aanvullende	ytterlig	aanvullen	ADV;CMPR	V;V.PTCP
ytterligare	extra	ytterlig	extra	ADV;CMPR	ADJ
kuba	cuba	kuba	cuba	PROPN;NOM	N;NEUT;SG
center	centreren	cent	centreren	N;NOM;INDF;NEUT;SG	V;NFIN
lars	lars	lars	lars	PROPN;NOM	N;MASC+FEM;SG
rätt	juist	rätt	juist	N;NOM;INDF;MASC+FEM;SG	ADV
rätt	recht	rätt	recht	N;NOM;INDF;MASC+FEM;SG	ADJ
rätt	rechts	rätt	rechts	N;NOM;INDF;MASC+FEM;SG	ADJ
rätt	correcte	rätt	correct	N;NOM;INDF;MASC+FEM;SG	ADJ
rätt	corrigeren	rätt	corrigeren	N;NOM;INDF;MASC+FEM;SG	V;NFIN
rätt	correct	rätt	correct	N;NOM;INDF;MASC+FEM;SG	ADJ
svampar	paddenstoel	svamp	paddenstoel	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
praktfjärilar	nymphalidae	praktfjäril	nymphalidae	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
ryska	russisch	rysk	russisch	N;NOM;INDF;MASC+FEM;SG	ADJ
ryska	russische	rysk	russisch	N;NOM;INDF;MASC+FEM;SG	ADJ
wien	wenen	wien	wenen	PROPN;NOM	PROPN;NEUT;SG
via	via	via	via	N;NOM;INDF;MASC+FEM;SG	ADP
italien	italië	italien	italië	PROPN;NOM	PROPN;NEUT;SG
syrien	syrië	syrien	syrië	PROPN;NOM	PROPN;NEUT;SG
arter	diersoort	art	diersoort	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
arter	soort	art	soort	N;NOM;INDF;MASC+FEM;PL	N;SG
hjälp	helpen	hjälp	helpen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
gustav	gustav	gustav	gustav	PROPN;NOM	N;MASC+FEM;SG
gustav	garfield	gustav	garfield	PROPN;NOM	N;MASC+FEM;SG
cdt	cdt	cdt	cdt	NUM;NOM	
anna	anna	anna	anna	PROPN;NOM	N;MASC+FEM;SG
fredrik	frederik	fredrik	frederik	PROPN;NOM	N;MASC+FEM;SG
fredrik	frederick	fredrik	frederick	PROPN;NOM	N;MASC+FEM;SG
fredrik	fredrik	fredrik	fredrik	PROPN;NOM	N;MASC+FEM;SG
fler	more	mången	more	PRO;INDF;PL	
kort	kort	kort	kort	ADV	ADJ
kort	short	kort	short	ADV	N;MASC+FEM;SG
kort	korte	kort	kort	ADV	ADJ
kort	kort	kort	kort	ADV	ADJ
kort	beknopt	kort	beknopt	ADV	ADJ
kort	korte	kort	kort	ADV	ADJ
ungern	hongarije	unge	hongarije	PROPN;NOM	PROPN;NEUT;SG
serie	reeksen	serie	reeks	N;NOM;INDF;MASC+FEM;SG	N;PL
serie	series	serie	serie	N;NOM;INDF;MASC+FEM;SG	N;PL
serie	seriële	serie	seriel	N;NOM;INDF;MASC+FEM;SG	ADJ
gjort	done	göra	doon	V;V.CVB;ACT	ADJ
gjort	klaar	göra	klaar	V;V.CVB;ACT	ADJ
ledde	led	leda	led	V;IND;PST;FIN;ACT	N;MASC+FEM;SG
guinea	guinea	guine	guineum	PROPN;NOM	N;MASC+FEM;SG
guinea	guinee	guine	guinee	PROPN;NOM	N;MASC+FEM;SG
ecuador	ecuador	ecuador	ecuador	PROPN;NOM	N;MASC+FEM;SG
michael	michiel	michael	michiel	PROPN;NOM	N;MASC+FEM;SG
michael	michaël	michael	michaël	PROPN;NOM	N;MASC+FEM;SG
michael	michael	michael	michael	PROPN;NOM	N;MASC+FEM;SG
ovan	hierboven	ovan	hierboven	ADV	N;PL
ovan	boven	ovan	boven	ADV	ADP
rapport	rapporteren	rapport	rapporteren	N;NOM;INDF;MASC+FEM;SG	V;NFIN
lika	gelijk	lika	gelijk	ADV	ADJ
lika	equal	lika	equal	ADV	
lika	gelijke	lika	gelijk	ADV	ADJ
