터치스크린	pekskärm	터치스크린	pekskärm		N;NOM;INDF;MASC+FEM;SG
조립	sammansatta	조립	sammansatta	N	ADJ;NOM;PL;PST;V.PTCP
카불	kabul	카불	kabul		N;NOM;DEF;MASC+FEM;SG
앵글로	anglo	앵글+로	anglo	ADV	PROPN;NOM
로사리오	rosario	로사리오	rosario	PROPN	PROPN;NOM
장점	meriter	장점	merit		N;NOM;INDF;MASC+FEM;PL
장점	förtjänster	장점	förtjänst		N;NOM;INDF;MASC+FEM;PL
장점	fördelar	장점	fördel		N;NOM;INDF;MASC+FEM;PL
장점	övertag	장점	övertag		N;NOM;INDF;NEUT;SG
장점	fördelar	장점	fördel		N;NOM;INDF;MASC+FEM;PL
장점	fördel	장점	fördel		N;NOM;INDF;MASC+FEM;SG
오렌지색	orange	오렌지색	ora		N;NOM;INDF;MASC+FEM;SG
오렌지색	apelsin	오렌지색	apelsin		N;NOM;INDF;MASC+FEM;SG
내시	nash	내시	nash		PROPN;NOM
검사관	kommissarien	검사관	kommissari		N;NOM;DEF;MASC+FEM;SG
검사관	kommissarie	검사관	kommissarie		N;NOM;INDF;MASC+FEM;SG
검사관	inspektör	검사관	inspektör		N;NOM;INDF;MASC+FEM;SG
검사관	inspektören	검사관	inspektör		N;NOM;DEF;MASC+FEM;SG
제이콥	jakob	제이콥	jakob		PROPN;NOM
제이콥	jacob	제이콥	jacob		PROPN;NOM
차이콥스키	tjajkovskij	차이콥스키	tjajkovskij		PROPN;NOM
우디	woody	우디	woody		PROPN;NOM
던지기	kast	던지기	kast	V	N;NOM;INDF;NEUT;SG
디럭스	deluxe	디럭스	deluxe		PROPN;NOM
브롱크스	bronx	브롱크스	bronx	PROPN	PROPN;NOM
상상	fantasi	상상	fantasi		N;NOM;INDF;MASC+FEM;SG
상상	fantasin	상상	fantasin		V;NFIN;PASS
상상	inbillade	상상	inbilla		V;NOM;PL;PST;V.PTCP;ACT
밀스	mills	밀스	mills		PROPN;NOM
밀스	fabriker	밀스	fabrik		N;NOM;INDF;MASC+FEM;PL
카르타고	kartago	카르타+고	kartago		PROPN;NOM
통계학	statistiska	통계학	statistisk	N	ADJ;NOM;PL
통계학	statistisk	통계학	statistisk	N	ADJ;NOM;INDF;MASC+FEM;SG
통계학	statistiskt	통계학	statistisk	N	ADV
커넥션	anslutningar	커넥션	anslutning		N;NOM;INDF;MASC+FEM;PL
커넥션	förbindelser	커넥션	förbindelse		N;NOM;INDF;MASC+FEM;PL
커넥션	kopplingar	커넥션	koppling		N;NOM;INDF;MASC+FEM;PL
커넥션	anslutningen	커넥션	anslutning		N;NOM;DEF;MASC+FEM;SG
커넥션	anknytning	커넥션	anknytning		N;NOM;INDF;MASC+FEM;SG
커넥션	koppling	커넥션	koppling		N;NOM;INDF;MASC+FEM;SG
커넥션	anslutning	커넥션	anslutning		N;NOM;INDF;MASC+FEM;SG
커넥션	samband	커넥션	samband		N;NOM;INDF;NEUT;SG
서프라이즈	överraskad	서프라이즈	överraskad		ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
서프라이즈	överraskning	서프라이즈	överraskning		N;NOM;INDF;MASC+FEM;SG
서프라이즈	överraska	서프라이즈	överraska		V;IMP;FIN;ACT
학업	akademisk	학업	akademisk	N	ADJ;NOM;INDF;MASC+FEM;SG
학업	akademiska	학업	akademisk	N	ADJ;NOM;PL
학업	akademiskt	학업	akademisk	N	ADJ;NOM;INDF;NEUT;SG
호화	lyxig	호화	lyxig		ADJ;NOM;INDF;MASC+FEM;SG
호화	lyxiga	호화	lyxig		ADJ;NOM;PL
포츠담	potsdam	포츠담	potsdam	PROPN	PROPN;NOM
혐오	avsky	혐오	avsky	N	V;IMP;FIN;ACT
혐오	hata	혐오	hata	N	V;IMP;FIN;ACT
혐오	hatar	혐오	hata	N	V;IND;PRS;FIN;ACT
블라인드	blind	블라인드	blind		N;NOM;INDF;MASC+FEM;SG
블라인드	blinda	블라인드	blind		ADJ;NOM;PL
등산	klättrar	등산	klättra	N	V;IND;PRS;FIN;ACT
등산	klättra	등산	klättra	N	V;IMP;FIN;ACT
혼슈	honshu	혼슈	honshu		PROPN;NOM
착용	bära	착용	bära	N	V;IMP;FIN;ACT
착용	bär	착용	bära	N	V;IMP;FIN;ACT
레베카	rebecca	레베카	rebecca		PROPN;NOM
페라리	ferrari	페라리	ferrari		N;NOM;INDF;MASC+FEM;SG
슈트라우스	strauss	슈트라우스	strauss		PROPN;NOM
아우크스부르크	augsburg	아우크스부르크	augsburg	PROPN	PROPN;NOM
옴니아	omnia	옴니아	omni		N;NOM;INDF;MASC+FEM;SG
모리셔스	mauritius	모리셔스	mauritius	PROPN	PROPN;NOM
달팽이	snäckor	달팽이	snäcka		N;NOM;INDF;MASC+FEM;PL
달팽이	sniglar	달팽이	snigel		N;NOM;INDF;MASC+FEM;PL
달팽이	kula	달팽이	kula		N;NOM;INDF;MASC+FEM;SG
소중히	vårda	소중히	vårda	ADV	V;IMP;FIN;ACT
러닝	körs	러닝	köra		V;IND;PRS;FIN;PASS
대리석	marble	대리석	marble	N	PROPN;NOM
노르만	norman	노르만	norman		PROPN;NOM
계란	ägg	계란	ägg		N;NOM;INDF;NEUT;SG
계란	egg	계란	egg		N;NOM;INDF;NEUT;SG
계란	ägg	계란	ägg		N;NOM;INDF;NEUT;SG
렉스	rex	렉스	rex		N;NOM;INDF;MASC+FEM;SG
자비	barmhärtighet	자비	barmhärtighet		N;NOM;INDF;MASC+FEM;SG
자비	mercy	자비	mercy		N;NOM;INDF;MASC+FEM;SG
자비	nåd	자비	nåd		N;NOM;INDF;MASC+FEM;SG
외모	framträdande	외모	framträdande	N	ADJ;NOM;PRS;V.PTCP
실외	utomhus	실외	utomhus		N;NOM;INDF;MASC+FEM;SG
이르쿠츠크	irkutsk	이르쿠츠크	irkutsk	PROPN	PROPN;NOM
미네르바	minerva	미네르바	litenv		N;NOM;INDF;MASC+FEM;SG
노블	ädla	노블	ädla		ADJ;NOM;PL
노블	ädel	노블	ädel		ADJ;NOM;INDF;MASC+FEM;SG
노블	ståtlig	노블	ståtlig		ADJ;NOM;INDF;MASC+FEM;SG
노블	noble	노블	noble		N;NOM;INDF;NEUT;SG
행진곡	marsch	행진곡	marsch		N;NOM;INDF;MASC+FEM;SG
행진곡	marschera	행진곡	marschera		V;IMP;FIN;ACT
행진곡	march	행진곡	march		N;NOM;INDF;MASC+FEM;SG
행진곡	demonstrationståg	행진곡	demonstrationståg		N;NOM;INDF;NEUT;SG
행진곡	mars	행진곡	mars		N;NOM;INDF;MASC+FEM;SG
사치코	sachiko	사치코	sachiko		N;NOM;INDF;MASC+FEM;SG
트레이시	tracy	트레이시	tracy	PROPN	PROPN;NOM
팔이	arm	팔+이	arm		N;NOM;INDF;MASC+FEM;SG
팔이	armen	팔+이	arm		N;NOM;DEF;MASC+FEM;SG
프레스턴	preston	프레스턴	preston	PROPN	PROPN;NOM
벽돌	brick	벽돌	brick	N	PROPN;NOM
라이	lai	라이	lai		N;NOM;INDF;NEUT;SG
파라나	parana	파+라나	para	PROPN	PROPN;NOM
하인	tjänare	하+이+ㄴ	tjänare		N;NOM;INDF;MASC+FEM;PL
하인	betjänt	하+이+ㄴ	betjänt		N;NOM;INDF;MASC+FEM;SG
미완성	oavslutade	미완성	oavsluta		ADJ;NOM;PL;PST;V.PTCP
미완성	ofärdiga	미완성	ofärdig		ADJ;NOM;PL
캘린더	almanacka	캘린더	almanacka		N;NOM;INDF;MASC+FEM;SG
캘린더	kalendern	캘린더	kalender		N;NOM;DEF;NEUT;SG
캘린더	kalender	캘린더	kalender		N;NOM;INDF;NEUT;PL
캘린더	kalendrar	캘린더	kalendra		N;NOM;INDF;MASC+FEM;PL
사이공	saigon	사이공	saigon	PROPN	N;NOM;INDF;NEUT;SG
재규어	jaguarer	재규어	jaguar		N;NOM;INDF;MASC+FEM;PL
재규어	jaguar	재규어	jagua		N;NOM;INDF;MASC+FEM;SG
걷기	walking	걷+기	walking	V	N;NOM;INDF;MASC+FEM;SG
걷기	gående	걷+기	gå	V	ADJ;NOM;PRS;V.PTCP
걷기	vandrande	걷+기	vandrande	V	ADJ;NOM;PRS;V.PTCP
걷기	promenad	걷+기	promenad	V	N;NOM;INDF;MASC+FEM;SG
걷기	promenader	걷+기	promenad	V	N;NOM;INDF;MASC+FEM;PL
걷기	promenerade	걷+기	promenera	V	ADJ;NOM;PL;PST;V.PTCP
걷기	promenad	걷+기	promenad	V	N;NOM;INDF;MASC+FEM;SG
걷기	walk	걷+기	walk	V	N;NOM;INDF;MASC+FEM;SG
카를스루에	karlsruhe	카를스루+에	karlsruhe	ADV	PROPN;NOM
사바나	savannah	사바+나	savannah		PROPN;NOM
라플라스	laplace	라플라스	laplace	PROPN	N;NOM;INDF;MASC+FEM;SG
설득	övertalade	설득	övertala	N	ADJ;NOM;PL;PST;V.PTCP
설득	övertalat	설득	övertala	N	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
설득	övertala	설득	övertala	N	V;IMP;NFIN;ACT
설득	övertyga	설득	övertyga	N	V;IMP;NFIN;ACT
설득	övertala	설득	övertala	N	V;IMP;NFIN;ACT
설득	övertyga	설득	övertyga	N	V;IMP;NFIN;ACT
설득	övertygar	설득	övertyga	N	V;IND;PRS;FIN;ACT
페가수스	pegasus	페가수스	pegasus	PROPN	N;NOM;INDF;MASC+FEM;SG
써니	soligt	쓰+었+다	solig		ADJ;NOM;INDF;NEUT;SG
써니	solig	쓰+었+다	solig		ADJ;NOM;INDF;MASC+FEM;SG
써니	soliga	쓰+었+다	solig		ADJ;NOM;PL
니카라과의	nicaraguanska	니카라과+의	nicaraguansk	PROPN	ADJ;NOM;PL
니카라과의	nicaragua	니카라과+의	nicaraguum	PROPN	PROPN;NOM
아크라	accra	아크라	accra	PROPN	PROPN;NOM
어려움	svårighet	어렵+ㅁ	svårighet	V	N;NOM;INDF;MASC+FEM;SG
어려움	svårigheter	어렵+ㅁ	svårighet	V	N;NOM;INDF;MASC+FEM;PL
어려움	svårighetsgrad	어렵+ㅁ	svårighetsgrad	V	N;NOM;INDF;MASC+FEM;SG
어려움	svårigheter	어렵+ㅁ	svårighet	V	N;NOM;INDF;MASC+FEM;PL
어려움	svår	어렵+ㅁ	svår	V	ADJ;NOM;INDF;MASC+FEM;SG
어려움	svårt	어렵+ㅁ	svår	V	ADJ;NOM;INDF;NEUT;SG
껍질	shell	껍질	shell		N;NOM;INDF;NEUT;SG
껍질	skal	껍질	skal		N;NOM;INDF;NEUT;SG
껍질	skal	껍질	skal		N;NOM;INDF;NEUT;SG
네트워킹	nätverk	네트워킹	nätverk		N;NOM;INDF;NEUT;SG
완화	förmildrande	완화	förmildra	N	ADJ;NOM;PRS;V.PTCP
완화	lättar	완화	lätt	N	V;IND;PRS;FIN;ACT
그리드	raster	그리드	rast		N;NOM;INDF;MASC+FEM;PL
그리드	rutnät	그리드	rutnät		N;NOM;INDF;NEUT;SG
그리드	rutnät	그리드	rutnät		N;NOM;INDF;NEUT;SG
부록	tillägg	부록	tillägg		N;NOM;INDF;NEUT;SG
부록	bilaga	부록	bilag		N;NOM;INDF;MASC+FEM;SG
부록	tilläggen	부록	tillägg		N;NOM;DEF;NEUT;PL
클랜시	clancy	클랜시	clancy	PROPN	PROPN;NOM
파이어니어	pioneer	파이어지+어	pion		N;NOM;INDF;MASC+FEM;SG
파이어니어	pionjär	파이어지+어	pionjär		N;NOM;INDF;MASC+FEM;SG
탱고	tango	탱+고	tango		N;NOM;INDF;MASC+FEM;SG
윌리스	willis	윌리스	willis		N;NOM;INDF;MASC+FEM;SG
텐서	tensor	텐서	tensa		N;NOM;INDF;MASC+FEM;SG
떠나기	ledighet	떠나+기	ledighet	V	N;NOM;INDF;MASC+FEM;SG
푸리에	fourier	푸리+에	fourie	ADV	N;NOM;INDF;MASC+FEM;SG
코코	näsan	코코	näsan		N;NOM;DEF;MASC+FEM;SG
코코	näsa	코코	näsa		N;NOM;INDF;MASC+FEM;SG
코코	nos	코코	nos		N;NOM;INDF;MASC+FEM;SG
코스타	costa	코스타	costa		N;NOM;INDF;MASC+FEM;SG
폴라	paula	폴르+아	paula		N;NOM;INDF;MASC+FEM;SG
엘레나	elena	엘레+나	elena		PROPN;NOM
엘레나	jelena	엘레+나	jele		PROPN;NOM
지평선	horisont	지평선	horisont		N;NOM;INDF;MASC+FEM;SG
지평선	horizon	지평선	horizon		PROPN;NOM
지평선	horisonten	지평선	horisont		N;NOM;DEF;MASC+FEM;SG
팬더	panda	팬더	pand		N;NOM;INDF;MASC+FEM;SG
팬더	panter	팬더	panter		N;NOM;INDF;MASC+FEM;PL
팬더	pantern	팬더	pant		N;NOM;DEF;MASC+FEM;SG
홍대	hong	홍대	hong		PROPN;NOM
원더	undrar	원더	undra		V;IMP;FIN;ACT
원더	undra	원더	undra		V;IMP;FIN;ACT
원더	wonder	원더	wonder		N;NOM;INDF;MASC+FEM;SG
마르코프	markov	마르코프	markov	N	PROPN;NOM
비아	via	비+아	via		N;NOM;INDF;MASC+FEM;SG
브리타니아	britannien	브리타니아	britannien		N;NOM;DEF;MASC+FEM;SG
브리타니아	britannia	브리타니아	britanni		N;NOM;INDF;MASC+FEM;SG
쿼터	kvartalet	쿼터	kvartal		N;NOM;DEF;NEUT;SG
쿼터	kvartal	쿼터	kvartal		N;NOM;INDF;NEUT;SG
쿼터	kvart	쿼터	kvart		N;NOM;INDF;MASC+FEM;SG
쿼터	fjärdedel	쿼터	fjärdedel		N;NOM;INDF;MASC+FEM;SG
추론	resonerar	추론	resonera	N	V;IND;PRS;FIN;ACT
추론	resonera	추론	resonera	N	V;IMP;FIN;ACT
헐리우드	hollywood	헐리우드	hollywood		N;NOM;INDF;MASC+FEM;SG
케리	kerry	케리	kerry		PROPN;NOM
모모	momo	모모	momo		N;NOM;INDF;MASC+FEM;SG
적응	anpassar	적응	anpassa	N	V;IND;PRS;FIN;ACT
적응	anpassa	적응	anpassa	N	V;IMP;FIN;ACT
레니	lenny	레니	lenny		PROPN;NOM
체이스	jaga	체이스	jaga	PROPN	V;IMP;FIN;ACT
체이스	chase	체이스	chase	PROPN	PROPN;NOM
인디아	indiska	인디아	indisk	PROPN	ADJ;NOM;PL
인디아	india	인디아	india	PROPN	N;NOM;INDF;MASC+FEM;SG
인디아	indiskt	인디아	indisk	PROPN	ADJ;NOM;INDF;NEUT;SG
인디아	indien	인디아	indien	PROPN	PROPN;NOM
입원	inlagd	입원	lägga_in	N	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
흡연	röker	흡연	röka	N	V;IND;PRS;FIN;ACT
흡연	röka	흡연	röka	N	V;IMP;NFIN;ACT
양키	yankee	양키	yankee	PROPN	N;NOM;INDF;NEUT;SG
로마노프	romanov	로마노프	romanov	PROPN	N;NOM;INDF;MASC+FEM;SG
자율	autonoma	자율	autonom	N	ADJ;NOM;PL
자율	autonom	자율	autonom	N	ADJ;NOM;INDF;MASC+FEM;SG
가이아나	guyana	가이아나	guyan	PROPN	PROPN;NOM
섀도우	skugga	섀도우	skugga		N;NOM;INDF;MASC+FEM;SG
섀도우	shadow	섀도우	shado		N;NOM;INDF;MASC+FEM;SG
섀도우	skuggan	섀도우	skugga		N;NOM;DEF;MASC+FEM;SG
블레이크	blake	블레이크	blake		PROPN;NOM
이방인	främling	이방+이+ㄴ	främling		N;NOM;INDF;MASC+FEM;SG
이방인	konstigare	이방+이+ㄴ	konstig		ADJ;NOM;CMPR
아드리안	adrian	아드리안	adrian	PROPN	PROPN;NOM
프로포즈	friar	프로포즈	fri		V;IND;PRS;FIN;ACT
프로포즈	föreslår	프로포즈	föreslå		V;IND;PRS;FIN;ACT
포르쉐	porsche	포르쉐	porsche	PROPN	N;NOM;INDF;MASC+FEM;SG
벤처	venture	벤처	venture	N	PROPN;NOM
부스	monter	부스	monter		N;NOM;INDF;MASC+FEM;SG
부스	booth	부스	booth		PROPN;NOM
부스	bås	부스	bås		N;NOM;INDF;NEUT;SG
대머리	skallig	대머리	skallig	N	ADJ;NOM;INDF;MASC+FEM;SG
마티아스	mattias	마티아스	mattia	PROPN	PROPN;NOM
마티아스	matthias	마티아스	matthias	PROPN	PROPN;NOM
호스팅	värd	호스팅	värd	N	ADJ;NOM;INDF;MASC+FEM;SG
호스팅	värd	호스팅	värd	N	ADJ;NOM;INDF;MASC+FEM;SG
스탬프	stämpel	스탬프	stämpel		N;NOM;INDF;MASC+FEM;SG
스탬프	stämplar	스탬프	stämpla		N;NOM;INDF;MASC+FEM;PL
스탬프	frimärken	스탬프	frimärke		N;NOM;INDF;NEUT;PL
베트남어	vietnamesiska	베트남어	vietnamesisk		ADJ;NOM;PL
드러낸다	avslöjar	드러내+ㄴ다	avslöja		V;IND;PRS;FIN;ACT
에메랄드	emerald	에메랄드	emerald		N;NOM;INDF;MASC+FEM;SG
아프로	afro	아프+로	afro		N;NOM;INDF;MASC+FEM;SG
색인	förteckning	색인	förteckning		N;NOM;INDF;MASC+FEM;SG
색인	index	색인	index		N;NOM;INDF;NEUT;SG
색인	index	색인	index		N;NOM;INDF;NEUT;SG
색인	förteckningar	색인	förteckning		N;NOM;INDF;MASC+FEM;PL
파우스트	faust	파우스트	faust	PROPN	PROPN;NOM
테두리	gräns	테두리	gräns		N;NOM;INDF;MASC+FEM;SG
테두리	kant	테두리	kunna		N;NOM;INDF;MASC+FEM;SG
테두리	border	테두리	bord		N;NOM;INDF;MASC+FEM;SG
테두리	inramning	테두리	inramning		N;NOM;INDF;MASC+FEM;SG
테두리	gränsen	테두리	gräns		N;NOM;DEF;MASC+FEM;SG
하퍼	harper	하퍼	harp		N;NOM;INDF;MASC+FEM;SG
카우보이	cowboy	카우보+이	cowboy		N;NOM;INDF;MASC+FEM;SG
카우보이	cowboys	카우보+이	cowboys		N;NOM;INDF;MASC+FEM;SG
부탄	bhutan	부탄	bhuta		PROPN;NOM
포화	mättad	포화	mätta		ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
포화	mättade	포화	mätta		ADJ;NOM;PL;PST;V.PTCP
로이스	reuss	로이스	reuss		PROPN;NOM
로이스	royce	로이스	royce		N;NOM;INDF;MASC+FEM;SG
로이스	lois	로이스	lois		PROPN;NOM
오카	oka	오카	oka		V;IMP;FIN;ACT
서류	tidningar	서류	tidning		N;NOM;INDF;MASC+FEM;PL
서류	papper	서류	papper		N;NOM;INDF;NEUT;SG
국수	nudlar	국수	nudla		N;NOM;INDF;NEUT;SG
국수	nudlar	국수	nudla		N;NOM;INDF;NEUT;SG
불평등	ojämlika	불평등	ojämlik	N	ADJ;NOM;PL
비정규	okonventionella	비정규	okonventionell	N	ADJ;NOM;PL
남용	missbruka	남용	missbruka	N	V;IMP;FIN;ACT
화해	försoning	화하+어	försoning		N;NOM;INDF;MASC+FEM;SG
화해	förlikning	화하+어	förlikning		N;NOM;INDF;MASC+FEM;SG
화해	förlikningen	화하+어	förlikning		N;NOM;DEF;MASC+FEM;SG
벅스	buck	벅스	buck		N;NOM;INDF;MASC+FEM;SG
벅스	insekter	벅스	insekt		N;NOM;INDF;MASC+FEM;PL
벅스	buggar	벅스	bugga		N;NOM;INDF;MASC+FEM;PL
벅스	spänn	벅스	spänna		N;NOM;INDF;NEUT;SG
니컬러스	nikolaj	니컬러스	nikolaj	PROPN	PROPN;NOM
니컬러스	nicholas	니컬러스	nichola	PROPN	PROPN;NOM
베일	bale	베이+ㄹ	bale		PROPN;NOM
베일	slöjan	베이+ㄹ	slöja		N;NOM;DEF;MASC+FEM;SG
베일	slöja	베이+ㄹ	slöja		N;NOM;INDF;MASC+FEM;SG
베일	vale	베이+ㄹ	väla		N;NOM;INDF;NEUT;SG
무의미한	meningslös	무의미+하+ㄴ	meningslös	V	ADJ;NOM;INDF;MASC+FEM;SG
무의미한	meningslösa	무의미+하+ㄴ	meningslös	V	ADJ;NOM;PL
무의미한	meningslöst	무의미+하+ㄴ	meningslös	V	ADJ;NOM;INDF;NEUT;SG
사드	saad	사드	saad	N	PROPN;NOM
퇴직	pensionerade	퇴직	pensionera	N	ADJ;NOM;PL;PST;V.PTCP
퇴직	pensionerad	퇴직	pensionerad	N	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
녹아	smälter	녹+아	smälta		V;IND;PRS;FIN;ACT
녹아	smält	녹+아	smält		ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
녹아	smälta	녹+아	smälta		V;IMP;FIN;ACT
무지	okunskap	무지	okunskap		N;NOM;INDF;MASC+FEM;SG
무지	okunnighet	무지	okunnighet		N;NOM;INDF;MASC+FEM;SG
포괄적	uttömmande	포괄+적	uttömmande	N	ADJ;NOM;PRS;V.PTCP
포괄적	omfattande	포괄+적	omfattande	N	ADJ;NOM;PRS;V.PTCP
포괄적	heltäckande	포괄+적	heltäckande	N	ADJ;NOM;PRS;V.PTCP
재활	återställande	재활	återställande	N	ADJ;NOM;PRS;V.PTCP
마당	yard	마당	yard		N;NOM;INDF;NEUT;SG
플랫	platt	플랫	platt		ADV
플랫	platta	플랫	platta		N;NOM;INDF;MASC+FEM;SG
플랫	lägenhet	플랫	lägenhet		N;NOM;INDF;MASC+FEM;SG
플랫	flat	플랫	flat		N;NOM;INDF;NEUT;SG
크로스오버	crossover	크로스오버	crossov		N;NOM;INDF;MASC+FEM;SG
복합체	komplext	복합체	komplext	N	ADJ;NOM;INDF;NEUT;SG
복합체	komplicerad	복합체	komplicerad	N	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
복합체	komplex	복합체	komplex	N	ADJ;NOM;INDF;NEUT;SG
복합체	komplexa	복합체	komplex	N	ADJ;NOM;PL
복합체	komplicerat	복합체	komplicerad	N	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
복합체	sammansatt	복합체	sammansatt	N	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
만찬	kvällsmat	만찬	kvällsmad		N;NOM;INDF;MASC+FEM;SG
시그널	signalera	시그널	signalera	N	V;IMP;FIN;ACT
볼셰비키	bolsjevikerna	볼셰비키	bolsjeviker	PROPN	N;NOM;DEF;MASC+FEM;PL
더그	doug	더그	doug		PROPN;NOM
앵커리지	förankring	앵크리+지	förankring	PROPN	N;NOM;INDF;MASC+FEM;SG
숨겨져	gömt	숨기+어+지+어	göma	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
숨겨져	dold	숨기+어+지+어	dölja	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
숨겨져	gömd	숨기+어+지+어	gömd	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
숨겨져	dolda	숨기+어+지+어	dölja	V	ADJ;NOM;PL;PST;V.PTCP
숨겨져	dolt	숨기+어+지+어	dolt	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
깔끔하게	snyggt	깔끔하+게	snygga	CONJ	ADJ;NOM;INDF;NEUT;SG
깔끔하게	prydligt	깔끔하+게	prydlig	CONJ	ADV
찾아보기	bläddra	찾+아+보+기	bläddra	V	V;IMP;FIN;ACT
찾아보기	upptäck	찾+아+보+기	upptäck	V	V;IMP;FIN;ACT
찾아보기	upptäcker	찾+아+보+기	upptäcka	V	V;IND;PRS;FIN;ACT
찾아보기	upptäcka	찾+아+보+기	upptäcka	V	V;IMP;FIN;ACT
생년월일	födelsedatum	생년월+이+ㄹ	födelsedatum		N;NOM;INDF;NEUT;SG
블레어	blair	블레어	blair	PROPN	PROPN;NOM
니콜라우스	nikolaj	니콜라우스	nikolaj	PROPN	PROPN;NOM
니콜라우스	nicholas	니콜라우스	nichola	PROPN	PROPN;NOM
댓글	kommentera	댓글	kommentera	N	V;IMP;FIN;ACT
댓글	kommenterar	댓글	kommentera	N	V;IND;PRS;FIN;ACT
댓글	kommentera	댓글	kommentera	N	V;IMP;FIN;ACT
댓글	kommenterade	댓글	kommentera	N	ADJ;NOM;PL;PST;V.PTCP
댓글	kommenterat	댓글	kommentera	N	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
카렐리야	karelen	카+더리야	karel	PROPN	PROPN;NOM
반짝반짝	blinka	반짝반짝	blinka		V;IMP;FIN;ACT
아래쪽	nedre	아래+쪽	nedre	N	ADJ;NOM;CMPR
아래쪽	lägre	아래+쪽	låg	N	ADJ;NOM;CMPR
아래쪽	undre	아래+쪽	undre	N	ADV;CMPR
아래쪽	nedåt	아래+쪽	nedåt	N	ADV
아래쪽	nedan	아래+쪽	nedan	N	ADV
아래쪽	nedanför	아래+쪽	nedanför	N	ADV
아래쪽	nedre	아래+쪽	nedre	N	ADJ;NOM;CMPR
아래쪽	nerifrån	아래+쪽	nerifrån	N	ADV
수족관	akvarium	수족관+의	akvarium		N;NOM;INDF;NEUT;SG
수족관	akvarier	수족관+의	akvarie		N;NOM;INDF;MASC+FEM;PL
편리하다	bekvämt	편리+하+다	bekvämt	V	ADJ;NOM;INDF;NEUT;SG
편리하다	bekväm	편리+하+다	bekväm	V	ADJ;NOM;INDF;MASC+FEM;SG
콜라	coke	콜라	coke		PROPN;NOM
콜라	kola	콜라	kola		N;NOM;INDF;MASC+FEM;SG
콜라	koks	콜라	koks		N;NOM;INDF;MASC+FEM;SG
콜라	cola	콜라	cola		N;NOM;INDF;MASC+FEM;SG
콜라	cola	콜라	cola		N;NOM;INDF;MASC+FEM;SG
미드	meade	미드	meade		PROPN;NOM
미드	mjöd	미드	mjöd		N;NOM;INDF;NEUT;SG
미드	mid	미드	mid		N;NOM;INDF;MASC+FEM;SG
리바운드	rebound	리바운드	rebound		N;NOM;INDF;NEUT;SG
검출	upptäckt	검출	upptäcka	N	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
손상된	skadade	손상+되+ㄴ	skada	V	ADJ;NOM;PL;PST;V.PTCP
손상된	skadat	손상+되+ㄴ	skada	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
손상된	skadad	손상+되+ㄴ	skada	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
걷고	walking	걷+고	walking	V	N;NOM;INDF;MASC+FEM;SG
걷고	gående	걷+고	gå	V	ADJ;NOM;PRS;V.PTCP
걷고	vandrande	걷+고	vandrande	V	ADJ;NOM;PRS;V.PTCP
걷고	promenad	걷+고	promenad	V	N;NOM;INDF;MASC+FEM;SG
범죄자	kriminella	범죄자	kriminell	N	ADJ;NOM;PL
범죄자	kriminella	범죄자	kriminell	N	ADJ;NOM;PL
범죄자	kriminell	범죄자	kriminell	N	ADJ;NOM;INDF;MASC+FEM;SG
범죄자	brottslig	범죄자	brottslig	N	ADJ;NOM;INDF;MASC+FEM;SG
명성	berömmelse	명성	berömmelse		N;NOM;INDF;MASC+FEM;SG
명성	fame	명성	fam		N;NOM;INDF;MASC+FEM;SG
명성	rykte	명성	ryka		N;NOM;INDF;NEUT;SG
명성	anseende	명성	anseende		N;NOM;INDF;NEUT;SG
쏟아져	hälla	쏟+아+지+어	hälla	V	V;IMP;FIN;ACT
쏟아져	häller	쏟+아+지+어	hälla	V	V;IND;PRS;FIN;ACT
마티	marty	마티	marty		PROPN;NOM
섀넌	shannon	개너+ㄴ	shannon	PROPN	PROPN;NOM
호위	eskortera	호위	eskortera	N	V;IMP;FIN;ACT
베니	benny	베니	benny		PROPN;NOM
응급	akut	응급	akut	N	ADJ;NOM;INDF;NEUT;SG
카즈오	kazuo	카즈오	kazuo		PROPN;NOM
스무	twenty	스무	twenty		N;NOM;INDF;NEUT;SG
스무	tjugo	스무	tjugo		NUM;NOM
우분투	ubuntu	우분투	ubuntu	N	PROPN;NOM
리타	rita	리타	rita		V;IMP;FIN;ACT
샤이니	shah	샤+이+니	shah		PROPN;NOM
손해	förlust	손해	förlust		N;NOM;INDF;MASC+FEM;SG
