और	et	और	et		CONJ
अब	maintenant	अब	maintenant	PRO;NOM	ADV
दौरान	durant	दौरान	durant	ADV;NOM;MASC;SG;3	ADP
दौरान	pendant	दौरान	pendant	ADV;NOM;MASC;SG;3	ADP
अमेरिका	amerique	अमेरिका	amerique	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
अमेरिका	amérique	अमेरिका	amérique	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
अलावा	addition	अलावा	addition	ADP	N;FEM;SG
अलावा	ajout	अलावा	ajout	ADP	N;MASC;SG
वार्ता	pourparlers	वार्ता	pourparler	N;NOM;FEM;SG;3	N;MASC;PL
दक्षिण	méridional	दक्षिण	méridional	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
दक्षिण	sud	दक्षिण	sud	PROPN;NOM;MASC;SG;3	N;MASC;SG
इतिहास	historique	इतिहास	historique	N;NOM;MASC;SG;3	ADJ;MASC;SG
लिया	prises	ले	prendre	V;PFV;MASC;SG;V.PTCP;ACT	V;FEM;PL;PST;V.PTCP
लिया	taken	ले	taken	V;PFV;MASC;SG;V.PTCP;ACT	N;MASC;SG
क्योंकि	parce	क्योंकि	parce	CONJ	ADV
क्योंकि	car	क्योंकि	car	CONJ	CONJ
क्योंकि	parceque	क्योंकि	parceque	CONJ	
पास	passer	पास	passer	ADV;NOM;MASC;SG;3	V;NFIN
पास	passe	पास	passer	ADV;NOM;MASC;SG;3	V;IND;SG;3;PRS;FIN
पास	passent	पास	passer	ADV;NOM;MASC;SG;3	V;IND;PL;3;PRS;FIN
पास	pass	पास	pass	ADV;NOM;MASC;SG;3	N;MASC;SG
विस्तृत	détaillées	विस्तृत	détailler	ADJ	V;FEM;PL;PST;V.PTCP
विस्तृत	détaillée	विस्तृत	détailler	ADJ	V;FEM;SG;PST;V.PTCP
विस्तृत	détaillé	विस्तृत	détailler	ADJ	V;MASC;SG;PST;V.PTCP
विस्तृत	élaboré	विस्तृत	élaborer	ADJ	V;MASC;SG;PST;V.PTCP
विस्तृत	élaborer	विस्तृत	élaborer	ADJ	V;NFIN
विस्तृत	avancés	विस्तृत	avancé	ADJ	V;MASC;PL;PST;V.PTCP
विस्तृत	avancées	विस्तृत	avancée	ADJ	V;FEM;PL;PST;V.PTCP
विस्तृत	avancé	विस्तृत	avancer	ADJ	V;MASC;SG;PST;V.PTCP
विस्तृत	perfectionné	विस्तृत	perfectionner	ADJ	V;MASC;SG;PST;V.PTCP
दिन	diurne	दिन	diurne	N;NOM;MASC;SG;3	ADJ;MASC;SG
दिन	jours	दिन	jour	N;NOM;MASC;SG;3	N;MASC;PL
दिन	journées	दिन	journée	N;NOM;MASC;SG;3	N;FEM;PL
जाना	viabilité	जा	viabilité	V;MASC;NFIN;ACT	N;FEM;SG
शुरू	commencé	शुरू	commencer	N;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
शुरू	démarré	शुरू	démarrer	N;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
शुरू	commencée	शुरू	commencer	N;NOM;MASC;SG;3	V;FEM;SG;PST;V.PTCP
शुरू	commencez	शुरू	commencer	N;NOM;MASC;SG;3	V;IMP;PL;2;PRS;FIN
शुरू	commencer	शुरू	commencer	N;NOM;MASC;SG;3	V;NFIN
व्यक्ति	individuelle	व्यक्ति	individuel	N;NOM;MASC;SG;3	ADJ;FEM;SG
व्यक्ति	individuels	व्यक्ति	individuel	N;NOM;MASC;SG;3	ADJ;MASC;PL
व्यक्ति	individuel	व्यक्ति	individuel	N;NOM;MASC;SG;3	ADJ;MASC;SG
उनका	leur	वह	lui	PRO;MASC;SG;3;FORM	PRO;PL;3
उनका	leurs	वह	son	PRO;MASC;SG;3;FORM	DET;MASC;PL
विज्ञान	scientifique	विज्ञान	scientifique	N;NOM;MASC;SG;3	ADJ;MASC;SG
विज्ञान	sciences	विज्ञान	science	N;NOM;MASC;SG;3	N;FEM;PL
सदस्य	membre	सदस्य	membre	N;NOM;MASC;PL;3	N;MASC;SG
सदस्य	abonné	सदस्य	abonné	N;NOM;MASC;PL;3	V;MASC;SG;PST;V.PTCP
सदस्य	abonnés	सदस्य	abonné	N;NOM;MASC;PL;3	V;MASC;PL;PST;V.PTCP
हालांकि	quoique	हालांकि	quoique	CONJ	ADV
सिंह	singh	सिंह	singh	PROPN;NOM;MASC;SG;3	PROPN
सिंह	léon	सिंह	léon	PROPN;NOM;MASC;SG;3	N;MASC;SG
सिंह	léo	सिंह	léo	PROPN;NOM;MASC;SG;3	PROPN
सिंह	leo	सिंह	leo	PROPN;NOM;MASC;SG;3	PROPN
अनेक	nombreux	अनेक	nombreux	DET	ADJ;MASC;PL
अनेक	beaucoup	अनेक	beaucoup	DET	ADV
अनेक	nombreuses	अनेक	nombreux	DET	ADJ;FEM;PL
अनेक	plusieurs	अनेक	plusieurs	DET	PRO;PL
अनेक	plusieurs	अनेक	plusieurs	DET	PRO;PL
अनेक	multiple	अनेक	multiple	DET	ADJ;MASC;SG
अनेक	multiples	अनेक	multiple	DET	ADJ;MASC;PL
अनेक	plusieurs	अनेक	plusieurs	DET	PRO;PL
यहां	ici	यहाँ	ici	PRO;NOM	ADV
यहां	voilà	यहाँ	voilà	PRO;NOM	V
यहां	voici	यहाँ	voici	PRO;NOM	V
संख्या	numéros	संख्या	numéro	N;NOM;FEM;SG;3	N;MASC;PL
संख्या	chiffres	संख्या	chiffre	N;NOM;FEM;SG;3	N;MASC;PL
संख्या	nombres	संख्या	nombre	N;NOM;FEM;SG;3	N;MASC;PL
अपना	propres	अपना	propre	PRO;NOM;MASC;SG	ADJ;MASC;PL
अपना	propre	अपना	propre	PRO;NOM;MASC;SG	ADJ;MASC;SG
अपना	posséder	अपना	posséder	PRO;NOM;MASC;SG	V;NFIN
अपना	votre	अपना	son	PRO;NOM;MASC;SG	DET;MASC;SG
अपना	vos	अपना	son	PRO;NOM;MASC;SG	DET;MASC;PL
बात	parler	बात	parler	N;NOM;FEM;SG;3	V;NFIN
बात	parle	बात	parler	N;NOM;FEM;SG;3	V;IND;SG;3;PRS;FIN
बात	talk	बात	talk	N;NOM;FEM;SG;3	PROPN
बात	parlez	बात	parler	N;NOM;FEM;SG;3	V;IMP;PL;2;PRS;FIN
दिल्ली	delhi	दिल्ली	delhi	PROPN;NOM;FEM;SG;3	PROPN
धर्म	religieux	धर्म	religieux	N;NOM;MASC;SG;3	ADJ;MASC;SG
धर्म	religions	धर्म	religion	N;NOM;MASC;SG;3	N;FEM;PL
धर्म	cultes	धर्म	culte	N;NOM;MASC;SG;3	N;MASC;PL
धर्म	dharma	धर्म	dharma	N;NOM;MASC;SG;3	PROPN
मूल	origines	मूल	origine	N;NOM;MASC;SG;3	N;FEM;PL
मूल	originaux	मूल	original	N;NOM;MASC;SG;3	ADJ;MASC;PL
मूल	indigènes	मूल	indigène	N;NOM;MASC;SG;3	ADJ;MASC;PL
मूल	natif	मूल	natif	N;NOM;MASC;SG;3	ADJ;MASC;SG
मूल	indigène	मूल	indigène	N;NOM;MASC;SG;3	ADJ;MASC;SG
मूल	autochtone	मूल	autochtone	N;NOM;MASC;SG;3	ADJ;MASC;SG
मूल	originale	मूल	original	N;NOM;MASC;SG;3	ADJ;FEM;SG
मूल	original	मूल	original	N;NOM;MASC;SG;3	ADJ;MASC;SG
मूल	originaux	मूल	original	N;NOM;MASC;SG;3	ADJ;MASC;PL
मूल	basiques	मूल	basique	N;NOM;MASC;SG;3	ADJ;MASC;PL
मूल	élémentaire	मूल	élémentaire	N;NOM;MASC;SG;3	ADJ;MASC;SG
मूल	basique	मूल	basique	N;NOM;MASC;SG;3	ADJ;MASC;SG
तब	ensuite	तब	ensuite	PRO;NOM	ADV
तब	alors	तब	alors	PRO;NOM	ADV
तब	puis	तब	puis	PRO;NOM	CONJ
बना	faites	बन	faire	V;PFV;MASC;SG;V.PTCP;ACT	V;FEM;PL;PST;V.PTCP
बना	fabriqués	बन	fabriquer	V;PFV;MASC;SG;V.PTCP;ACT	V;MASC;PL;PST;V.PTCP
कोड	code	कोड	code		N;MASC;SG
कोड	codes	कोड	code		N;MASC;PL
संयुक्त	concurrentes	संयुक्त	concurrent	PROPN;NOM;MASC;SG;3	ADJ;FEM;PL
संयुक्त	concomitante	संयुक्त	concomitant	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
संयुक्त	simultanées	संयुक्त	simultané	PROPN;NOM;MASC;SG;3	ADJ;FEM;PL
संयुक्त	simultané	संयुक्त	simultané	PROPN;NOM;MASC;SG;3	N;MASC;SG
संयुक्त	simultanée	संयुक्त	simultané	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
संयुक्त	unie	संयुक्त	unie	PROPN;NOM;MASC;SG;3	V;FEM;SG;PST;V.PTCP
संयुक्त	unis	संयुक्त	unir	PROPN;NOM;MASC;SG;3	V;MASC;PL;PST;V.PTCP
संयुक्त	unies	संयुक्त	uni	PROPN;NOM;MASC;SG;3	ADJ;FEM;PL
संयुक्त	combiné	संयुक्त	combiner	PROPN;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
संयुक्त	combinée	संयुक्त	combiner	PROPN;NOM;MASC;SG;3	V;FEM;SG;PST;V.PTCP
संयुक्त	combinées	संयुक्त	combiner	PROPN;NOM;MASC;SG;3	V;FEM;PL;PST;V.PTCP
संयुक्त	combinés	संयुक्त	combiné	PROPN;NOM;MASC;SG;3	V;MASC;PL;PST;V.PTCP
संयुक्त	joint	संयुक्त	joindre	PROPN;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
जुलाई	juillet	जुलाई	juillet	PROPN;NOM;FEM;SG;3	N;MASC;SG
वाला	vala	वाला	valoir	ADP;NOM;MASC;SG	PROPN
काल	tendu	काल	tendu	N;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
काल	tendus	काल	tendu	N;NOM;MASC;SG;3	V;MASC;PL;PST;V.PTCP
काल	tendue	काल	tendu	N;NOM;MASC;SG;3	V;FEM;SG;PST;V.PTCP
काल	appeler	काल	appeler	N;NOM;MASC;SG;3	V;NFIN
काल	appelez	काल	appeler	N;NOM;MASC;SG;3	V;IMP;PL;2;PRS;FIN
काल	appelle	काल	appeler	N;NOM;MASC;SG;3	V;IND;SG;3;PRS;FIN
ऐसे	tels	ऐसा	tel	PRO;NOM;MASC;SG	ADJ;MASC;PL
ऐसे	tel	ऐसा	tel	PRO;NOM;MASC;SG	ADJ;MASC;SG
ऐसे	telle	ऐसा	tel	PRO;NOM;MASC;SG	ADJ;FEM;SG
ऐसे	telles	ऐसा	tel	PRO;NOM;MASC;SG	ADJ;FEM;PL
प्रति	per	प्रति	per		
स्टेशन	gares	स्टेशन	gare	N;NOM;MASC;SG;3	N;FEM;PL
स्टेशन	stations	स्टेशन	station	N;NOM;MASC;SG;3	N;FEM;PL
बड़े	grande	बडा	grand	ADJ;NOM;MASC;PL	ADJ;FEM;SG
बड़े	grand	बडा	grand	ADJ;NOM;MASC;PL	ADJ;MASC;SG
बड़े	gros	बडा	gros	ADJ;NOM;MASC;PL	ADJ;MASC;SG
बड़े	grosse	बडा	gros	ADJ;NOM;MASC;PL	ADJ;FEM;SG
बड़े	grande	बडा	grand	ADJ;NOM;MASC;PL	ADJ;FEM;SG
बड़े	big	बडा	big	ADJ;NOM;MASC;PL	INTJ
बड़े	grand	बडा	grand	ADJ;NOM;MASC;PL	ADJ;MASC;SG
जनवरी	janvier	जनवरी	janvier	PROPN;NOM;FEM;SG;3	N;MASC;SG
मध्य	central	मध्य	central		ADJ;MASC;SG
मध्य	centrale	मध्य	central		ADJ;FEM;SG
मध्य	center	मध्य	center		N;MASC;SG
मध्य	centrer	मध्य	centrer		V;NFIN
मध्य	centre	मध्य	centre		N;MASC;SG
मध्य	médiane	मध्य	médian		ADJ;FEM;SG
मध्य	médian	मध्य	médian		V;MASC;SG;PST;V.PTCP
मध्य	middle	मध्य	middle		PROPN
मध्य	milieu	मध्य	milieu		N;MASC;SG
राजा	raja	राजा	raja	N;NOM;MASC;SG;3	PROPN
राजा	king	राजा	king	N;NOM;MASC;SG;3	PROPN
विश्वविद्यालय	universités	विश्वविद्यालय	université	N;NOM;MASC;SG;3	N;FEM;PL
विश्वविद्यालय	universitaire	विश्वविद्यालय	universitaire	N;NOM;MASC;SG;3	ADJ;MASC;SG
जून	juin	जून	juin	PROPN;NOM;MASC;SG;3	N;MASC;SG
जून	jun	जून	jun	PROPN;NOM;MASC;SG;3	PROPN
जून	juin	जून	juin	PROPN;NOM;MASC;SG;3	N;MASC;SG
उसकी	sa	वह	son	PRO;FEM;SG;3	DET;FEM;SG
उसकी	his	वह	his	PRO;FEM;SG;3	PROPN
उसकी	ses	वह	son	PRO;FEM;SG;3	DET;MASC;PL
उसकी	son	वह	son	PRO;FEM;SG;3	DET;MASC;SG
जिसके	soulage	जो	soulage	PRO;SG;3	V;IND;SG;3;PRS;FIN
मार्च	mar	मार्च	mar	PROPN;NOM;MASC;SG;3	N;MASC;SG
मार्च	marche	मार्च	marche	PROPN;NOM;MASC;SG;3	N;FEM;SG
मार्च	mars	मार्च	mars	PROPN;NOM;MASC;SG;3	N;MASC;SG
बन	brioche	बन	brioche	V;ACT	N;FEM;SG
बन	bun	बन	bun	V;ACT	
बन	chignon	बन	chignon	V;ACT	N;MASC;SG
बनी	bunny	बन	bunny	V;PFV;FEM;SG;V.PTCP;ACT	PROPN
बनी	lapin	बन	lapin	V;PFV;FEM;SG;V.PTCP;ACT	N;MASC;SG
अर्थ	signification	अर्थ	signification		N;FEM;SG
अर्थ	sens	अर्थ	sens		N;MASC;SG
अर्थ	signifiant	अर्थ	signifier		V;PRS;V.PTCP
अप्रैल	apr	अप्रैल	apr	PROPN;NOM;MASC;SG;3	N;MASC;SG
अप्रैल	avril	अप्रैल	avril	PROPN;NOM;MASC;SG;3	N;MASC;SG
अप्रैल	avr	अप्रैल	avr	PROPN;NOM;MASC;SG;3	N;MASC;SG
अप्रैल	avril	अप्रैल	avril	PROPN;NOM;MASC;SG;3	N;MASC;SG
महत्वपूर्ण	critiques	महत्वपूर्ण	critique	ADJ	N;MASC;PL
आप	vous	आप	vous	PRO;NOM;SG;2;FORM	PRO;PL;2
किए	coa	कर	coa	V;PFV;MASC;PL;V.PTCP;ACT	PROPN
अक्टूबर	octobre	अक्टूबर	octobre	PROPN;NOM;MASC;SG;3	N;MASC;SG
अक्टूबर	octobre	अक्टूबर	octobre	PROPN;NOM;MASC;SG;3	N;MASC;SG
अक्टूबर	oct	अक्टूबर	oct	PROPN;NOM;MASC;SG;3	N;MASC;SG
समूह	groupes	समूह	groupe	N;NOM;MASC;SG;3	N;MASC;PL
वर्तमान	actuel	वर्तमान	actuel	N;NOM;MASC;SG;3	ADJ;MASC;SG
वर्तमान	courant	वर्तमान	courir	N;NOM;MASC;SG;3	V;PRS;V.PTCP
वर्तमान	actuels	वर्तमान	actuel	N;NOM;MASC;SG;3	ADJ;MASC;PL
वर्तमान	actuelle	वर्तमान	actuel	N;NOM;MASC;SG;3	ADJ;FEM;SG
वर्तमान	actuel	वर्तमान	actuel	N;NOM;MASC;SG;3	ADJ;MASC;SG
वर्तमान	présent	वर्तमान	présent	N;NOM;MASC;SG;3	ADJ;MASC;SG
वर्तमान	présents	वर्तमान	présent	N;NOM;MASC;SG;3	ADJ;MASC;PL
वर्तमान	présente	वर्तमान	présent	N;NOM;MASC;SG;3	ADJ;FEM;SG
वर्तमान	présenter	वर्तमान	présenter	N;NOM;MASC;SG;3	V;NFIN
अध्ययन	étudier	अध्ययन	étudier	N;NOM;MASC;SG;3	V;NFIN
अध्ययन	étudier	अध्ययन	étudier	N;NOM;MASC;SG;3	V;NFIN
अध्ययन	etudes	अध्ययन	etude	N;NOM;MASC;SG;3	N;FEM;PL
अध्ययन	études	अध्ययन	étude	N;NOM;MASC;SG;3	N;FEM;PL
विभाग	départements	विभाग	département	N;NOM;MASC;SG;3	N;MASC;PL
आम	mangues	आम	mangue	ADJ	N;FEM;PL
आम	mango	आम	mango	ADJ	PROPN
आम	mangue	आम	mangue	ADJ	N;FEM;SG
आम	commune	आम	commune	ADJ	N;FEM;SG
प्रभाव	effets	प्रभाव	effet	N;NOM;MASC;SG;3	N;MASC;PL
प्रभाव	influences	प्रभाव	influence	N;NOM;MASC;SG;3	N;FEM;PL
प्रभाव	effets	प्रभाव	effet	N;NOM;MASC;SG;3	N;MASC;PL
आदर्श	idéalisme	आदर्श	idéalisme	PROPN;NOM;MASC;SG;3	N;MASC;SG
आदर्श	idéale	आदर्श	idéal	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
आदर्श	ideal	आदर्श	ideal	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
आदर्श	idéal	आदर्श	idéal	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
आदर्श	idol	आदर्श	idol	PROPN;NOM;MASC;SG;3	N;MASC;SG
आदर्श	idole	आदर्श	idole	PROPN;NOM;MASC;SG;3	N;FEM;SG
साल	années	साल	année	N;NOM;MASC;SG;3	N;FEM;PL
साल	ans	साल	an	N;NOM;MASC;SG;3	N;MASC;PL
पहली	premières	पहला	premier	ADJ;NOM;FEM;SG	ADJ;FEM;PL
पहली	premiers	पहला	premier	ADJ;NOM;FEM;SG	ADJ;MASC;PL
संगीत	musiques	संगीत	musique	N;NOM;MASC;SG;3	N;FEM;PL
अमेरिकी	américaine	अमेरिकी	américain	PROPN;NOM;SG;3	ADJ;FEM;SG
अमेरिकी	américain	अमेरिकी	américain	PROPN;NOM;SG;3	ADJ;MASC;SG
अमेरिकी	américaines	अमेरिकी	américain	PROPN;NOM;SG;3	ADJ;FEM;PL
अमेरिकी	américains	अमेरिकी	américain	PROPN;NOM;SG;3	ADJ;MASC;PL
अमेरिकी	américains	अमेरिकी	américain	PROPN;NOM;SG;3	ADJ;MASC;PL
आज	hui	आज	hui	N;NOM;MASC;SG;3	
आज	aujourdhui	आज	aujourdhui	N;NOM;MASC;SG;3	PROPN
स्थापित	établies	स्थापित	établir	ADJ	V;FEM;PL;PST;V.PTCP
स्थापित	établie	स्थापित	établir	ADJ	V;FEM;SG;PST;V.PTCP
स्थापित	établi	स्थापित	établir	ADJ	V;MASC;SG;PST;V.PTCP
स्थापित	établis	स्थापित	établir	ADJ	V;MASC;PL;PST;V.PTCP
स्थापित	installées	स्थापित	installer	ADJ	V;FEM;PL;PST;V.PTCP
स्थापित	installé	स्थापित	installer	ADJ	V;MASC;SG;PST;V.PTCP
स्थापित	installés	स्थापित	installer	ADJ	V;MASC;PL;PST;V.PTCP
स्थापित	installée	स्थापित	installer	ADJ	V;FEM;SG;PST;V.PTCP
स्थापित	fondé	स्थापित	fonder	ADJ	V;MASC;SG;PST;V.PTCP
स्थापित	fondée	स्थापित	fonder	ADJ	V;FEM;SG;PST;V.PTCP
स्थापित	établir	स्थापित	établir	ADJ	V;NFIN
उच्च	élevée	उच्च	élever		V;FEM;SG;PST;V.PTCP
उच्च	hautes	उच्च	haut		ADJ;FEM;PL
उच्च	haut	उच्च	haut		ADJ;MASC;SG
उच्च	haute	उच्च	haut		ADJ;FEM;SG
उच्च	élevé	उच्च	élevé		ADJ;MASC;SG
उच्च	sublimes	उच्च	sublime		ADJ;MASC;PL
उच्च	sublime	उच्च	sublime		ADJ;MASC;SG
उपलब्ध	dispo	उपलब्ध	dispo	ADJ	INTJ
काफी	suffisamment	काफी	suffisamment	DET	ADV
काफी	assez	काफी	assez	DET	ADV
बड़ी	grands	बडा	grand	ADJ;NOM;FEM;SG	ADJ;MASC;PL
बड़ी	grandes	बडा	grand	ADJ;NOM;FEM;SG	ADJ;FEM;PL
बड़ी	big	बडा	big	ADJ;NOM;FEM;SG	INTJ
शक	doutes	शक	doute	N;NOM;MASC;SG;3	N;MASC;PL
शक	douter	शक	douter	N;NOM;MASC;SG;3	V;NFIN
शक	doutez	शक	douter	N;NOM;MASC;SG;3	V;IMP;PL;2;PRS;FIN
शक	saka	शक	saka	N;NOM;MASC;SG;3	PROPN
प्रभा	pera	प्रभा	pera		PROPN
श्री	sri	श्री	sri	N;NOM;MASC;SG;3	PROPN
उदाहरण	exemples	उदाहरण	exemple	N;NOM;MASC;SG;3	N;MASC;PL
उसका	sa	वह	son	PRO;MASC;SG;3	DET;FEM;SG
उसका	his	वह	his	PRO;MASC;SG;3	PROPN
उसका	ses	वह	son	PRO;MASC;SG;3	DET;MASC;PL
उसका	son	वह	son	PRO;MASC;SG;3	DET;MASC;SG
जिससे	lesquels	जो	lequel	PRO;SG;3	PRO;MASC;PL
जिससे	laquelle	जो	lequel	PRO;SG;3	PRO;FEM;SG
जिससे	lequel	जो	lequel	PRO;SG;3	PRO;MASC;SG
स्थापना	installations	स्थापना	installation	N;NOM;FEM;SG;3	N;FEM;PL
स्थापना	installer	स्थापना	installer	N;NOM;FEM;SG;3	V;NFIN
स्थापना	installent	स्थापना	installer	N;NOM;FEM;SG;3	V;IND;PL;3;PRS;FIN
स्थापना	installe	स्थापना	installer	N;NOM;FEM;SG;3	V;IND;SG;3;PRS;FIN
कंपनी	entreprise	कंपनी	entreprendre	N;NOM;FEM;SG;3	V;FEM;SG;PST;V.PTCP
अधिकांश	most	अधिकांश	most	CONJ	PROPN
अधिकांश	principalement	अधिकांश	principalement	CONJ	ADV
अधिकांश	essentiellement	अधिकांश	essentiellement	CONJ	ADV
अधिकांश	surtout	अधिकांश	surtout	CONJ	ADV
सामाजिक	sociale	सामाजिक	social	PROPN;NOM;SG;3	ADJ;FEM;SG
सामाजिक	sociaux	सामाजिक	social	PROPN;NOM;SG;3	ADJ;MASC;PL
सामाजिक	social	सामाजिक	social	PROPN;NOM;SG;3	ADJ;MASC;SG
प्रत्येक	chacune	प्रत्येक	chacun	DET	PRO;FEM;SG
प्रत्येक	chacun	प्रत्येक	chacun	DET	PRO;MASC;SG
बड़ा	grands	बड़ा	grand	ADJ;NOM;MASC;SG	ADJ;MASC;PL
बड़ा	grandes	बड़ा	grand	ADJ;NOM;MASC;SG	ADJ;FEM;PL
बड़ा	big	बड़ा	big	ADJ;NOM;MASC;SG	INTJ
बड़ा	super	बड़ा	super	ADJ;NOM;MASC;SG	ADV
स्तर	niveaux	स्तर	niveau	N;NOM;MASC;SG;3	N;MASC;PL
बनाया	fabriqués	बना	fabriquer	V;PFV;MASC;SG;V.PTCP;ACT	V;MASC;PL;PST;V.PTCP
बनाया	crées	बना	créer	V;PFV;MASC;SG;V.PTCP;ACT	V;FEM;PL;PST;V.PTCP
बनाया	créés	बना	créer	V;PFV;MASC;SG;V.PTCP;ACT	V;MASC;PL;PST;V.PTCP
जारी	continué	जारी	continuer	ADJ	V;MASC;SG;PST;V.PTCP
जारी	émis	जारी	émettre	ADJ	V;MASC;SG;PST;V.PTCP
जारी	émises	जारी	émettre	ADJ	V;FEM;PL;PST;V.PTCP
जारी	délivrés	जारी	délivrer	ADJ	V;MASC;PL;PST;V.PTCP
जारी	émise	जारी	émettre	ADJ	V;FEM;SG;PST;V.PTCP
जारी	délivré	जारी	délivrer	ADJ	V;MASC;SG;PST;V.PTCP
चित्र	images	चित्र	image	N;NOM;MASC;SG;3	N;FEM;PL
चित्र	photos	चित्र	photo	N;NOM;MASC;SG;3	N;FEM;PL
चित्र	images	चित्र	image	N;NOM;MASC;SG;3	N;FEM;PL
इससे	du	यह	du	PRO;SG;3	DET;MASC;SG
इससे	de	यह	de	PRO;SG;3	ADP
इससे	depuis	यह	depuis	PRO;SG;3	ADP
इससे	invente	यह	inventer	PRO;SG;3	V;IND;SG;3;PRS;FIN
सरकारी	fonctionnaire	सरकारी	fonctionnaire	ADJ;NOM	N;MASC;SG
सरकारी	gouvernement	सरकारी	gouvernement	ADJ;NOM	N;MASC;SG
सरकारी	gouvernements	सरकारी	gouvernement	ADJ;NOM	N;MASC;PL
जहां	oú	जहाँ	oú	PRO;NOM	CONJ
जहां	où	जहाँ	où	PRO;NOM	PRO
देशों	pays	देश	pays	N;ACC;MASC;PL;3	N;MASC;SG
जल	eaux	जल	eau	N;NOM;MASC;SG;3	N;FEM;PL
सूची	listes	सूची	liste	N;NOM;FEM;SG;3	N;FEM;PL
सूची	listes	सूची	liste	N;NOM;FEM;SG;3	N;FEM;PL
विचार	idées	विचार	idée	N;NOM;MASC;SG;3	N;FEM;PL
विचार	réfléchi	विचार	réfléchir	N;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
विचार	pensais	विचार	penser	N;NOM;MASC;SG;3	V;IND;SG;1;IPFV;FIN
विचार	pensé	विचार	pensé	N;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
विचार	réflexions	विचार	réflexion	N;NOM;MASC;SG;3	N;FEM;PL
विचार	pensées	विचार	penser	N;NOM;MASC;SG;3	V;FEM;PL;PST;V.PTCP
छोटे	petit	छोटा	petit	ADJ;NOM;MASC;PL	ADJ;MASC;SG
छोटे	petite	छोटा	petit	ADJ;NOM;MASC;PL	ADJ;FEM;SG
छोटे	petit	छोटा	petit	ADJ;NOM;MASC;PL	ADJ;MASC;SG
