van	din	van	din		ADP;ACC
russiese	rusă	russies	rus	ADJ;NOM	ADJ;INDF;FEM;SG
russiese	rusesc	russies	rusesc	ADJ;NOM	ADV
russiese	rusa	russies	rusa	ADJ;NOM	N;DEF;FEM;SG
weg	departe	weg	departe		ADV
beteken	inseamna	beteken	inseamna	V;PRS	
beteken	mijloace	beteken	mijloc	V;PRS	N;INDF;FEM;PL
beteken	medie	beteken	medie	V;PRS	N;INDF;FEM;SG
man	sot	man	sot	N;SG	
man	man	man	man	N;SG	
huis	acasa	huis	acasa	N;SG	
huis	acasă	huis	acasă	N;SG	ADV
huis	home	huis	homă	N;SG	
besoek	impresie	besoek	impresie	V;PRS	N;INDF;FEM;SG
besoek	vizită	besoek	vizită	V;PRS	N;INDF;FEM;SG
besoek	vizita	besoek	vizita	V;PRS	N;DEF;FEM;SG
besoek	vizitate	besoek	vizita	V;PRS	ADJ;INDF;FEM;PL
besoek	vizitat	besoek	vizita	V;PRS	ADJ;INDF;MASC;SG
administratiewe	administrativă	administratief	administrativ	ADJ;NOM	ADJ;INDF;FEM;SG
bekende	celebră	bekend	celebră	ADJ;NOM	ADJ;INDF;FEM;SG
bekende	faimoasă	bekend	faimos	ADJ;NOM	ADJ;INDF;FEM;SG
gespeel	jucate	speel	juca	V;PST;V.PTCP	ADJ;INDF;FEM;PL
gespeel	jucat	speel	juca	V;PST;V.PTCP	ADJ;INDF;MASC;SG
rusland	rusia	rusland	rusie		PROPN
rooi	rosu	rooi	rosu		N;INDF;MASC;SG
rooi	roşu	rooi	roşu		N;INDF;MASC;SG
rooi	red	rooi	red		N;INDF;MASC;SG
rooi	roșu	rooi	roșu		N;INDF;MASC;SG
skryf	arsură	skryf	arsura	V;PRS	N;INDF;FEM;SG
skryf	burn	skryf	burn	V;PRS	
wie	cine	wie	cine	PRO	PRO;3
wie	care	wie	care	PRO	PRO;3
suidelike	southern	suidelik	southern	ADJ;NOM	PROPN
suidelike	sudul	suidelik	sud	ADJ;NOM	N;DEF;MASC;SG
romeinse	romană	romeins	roman	N;SG	ADJ;INDF;FEM;SG
alhoewel	deşi	alhoewel	deşi	CONJ	CONJ;POS
alhoewel	desi	alhoewel	desi	CONJ	
gekry	găsită	kry	găsi	V;PST;V.PTCP	ADJ;INDF;FEM;SG
gekry	găsite	kry	găsi	V;PST;V.PTCP	ADJ;INDF;FEM;PL
gekry	găsit	kry	găsi	V;PST;V.PTCP	ADJ;INDF;MASC;SG
gekom	călătorit	kom	călători	V;PST;V.PTCP	ADJ;INDF;MASC;SG
hoë	înaltă	hoog	înalt		ADJ;INDF;FEM;SG
hoë	inalta	hoog	inalta		ADJ;DEF;FEM;SG
sterk	puternica	sterk	puternic		ADJ;DEF;FEM;SG
sterk	puternic	sterk	puternic		ADJ;INDF;MASC;SG
sterk	puternică	sterk	puternic		ADJ;INDF;FEM;SG
africa	africa	africa	africa		N;DEF;FEM;SG
londen	londra	londen	londru		PROPN
londen	london	londen	london		PROPN
reeks	serii	reeks	serie	N;SG	N;INDF;FEM;PL
belangrikste	primare	belangrik	primar		ADJ;INDF;FEM;PL
belangrikste	primară	belangrik	primar		ADJ;INDF;FEM;SG
belangrikste	primar	belangrik	primar		N;INDF;MASC;SG
speel	joaca	speel	joacă	V;PRS	N;DEF;FEM;SG
speel	redarea	speel	redare	V;PRS	N;DEF;FEM;SG
speel	redare	speel	redare	V;PRS	N;INDF;FEM;SG
speel	redarea	speel	redare	V;PRS	N;DEF;FEM;SG
wel	păi	wel	păi	ADV	
wil	vrei	wil	vrea	V;PRS	V;IND;SG;2;PRS;FIN
wil	vreau	wil	vrea	V;PRS	V;IND;SG;1;PRS;FIN
gelei	led	lei	led	V;PST;V.PTCP	N;INDF;MASC;SG
gegee	dat	gee	dat	V;PST;V.PTCP	ADJ;INDF;MASC;SG
streek	regional	streek	regional	N;SG	ADJ;INDF;MASC;SG
streek	regională	streek	regional	N;SG	ADJ;INDF;FEM;SG
streek	regionale	streek	regional	N;SG	ADJ;INDF;FEM;PL
gesien	văzute	gesien	văzut		ADJ;INDF;FEM;PL
gesien	văzut	gesien	văzut		ADJ;INDF;MASC;SG
gesien	vazut	gesien	vaz		ADJ;INDF;MASC;SG
gesien	văzută	gesien	văzut		ADJ;INDF;FEM;SG
rivier	river	rivier	river	N;SG	PROPN
mees	majoritatea	baie	majoritate	ADV;RL	N;DEF;FEM;SG
jan	jan	jan	jan		PROPN
ses	sase	ses	sas	NUM	
ses	six	ses	six	NUM	N;INDF;MASC;SG
grond	terenuri	grond	teren	N;SG	N;INDF;FEM;PL
spesies	specie	spesie	specie	N;PL	N;INDF;FEM;SG
spesies	specia	spesie	specie	N;PL	N;DEF;FEM;SG
png	png	png	png	V;PRS	N
verklaar	declarată	verklaar	declarat	V;PRS	ADJ;INDF;FEM;SG
verklaar	declarate	verklaar	declara	V;PRS	ADJ;INDF;FEM;PL
verklaar	declarat	verklaar	declara	V;PRS	ADJ;INDF;MASC;SG
george	gheorghe	georg	gheorghe		PROPN
george	george	georg	george		PROPN
iii	iii	iii	trei		NUM;SG
meter	metru	meter	metru		N;INDF;MASC;SG
meter	metri	meter	metru		N;INDF;MASC;PL
meter	contoare	meter	contoare		N;INDF;FEM;PL
meter	metri	meter	metru		N;INDF;MASC;PL
persent	procent	persent	procent	ADP	N;INDF;MASC;SG
historiese	istorică	histories	istoric	ADJ;NOM	ADJ;INDF;FEM;SG
historiese	istorică	histories	istoric	ADJ;NOM	ADJ;INDF;FEM;SG
nederland	olanda	nederland	olanda		PROPN
frans	franceză	frans	francez		ADJ;INDF;FEM;SG
frans	franceza	frans	franceza		N;DEF;FEM;SG
frans	francezi	frans	francez		ADJ;INDF;MASC;PL
frans	francez	frans	francez		ADJ;INDF;MASC;SG
gewen	won	wen	won	V;PST;V.PTCP	PROPN
gewen	câștigat	wen	câștiga	V;PST;V.PTCP	ADJ;INDF;MASC;SG
god	doamne	god	domn	N;SG	
god	dumnezeu	god	dumnezeu	N;SG	PROPN
japan	japonia	japan	japonie	PROPN;SG	N;DEF;FEM;SG
oorlede	murit	oorlede	muri		V;MASC;SG;V.PTCP
militêre	militari	militêr	militar	ADJ;NOM	N;INDF;MASC;PL
militêre	armată	militêr	armată	ADJ;NOM	N;INDF;FEM;SG
militêre	militară	militêr	militar	ADJ;NOM	ADJ;INDF;FEM;SG
inligting	informatii	inligting	informat	N;SG	N;INDF;FEM;PL
inligting	informații	inligting	informație	N;SG	N;INDF;FEM;PL
inligting	informaţii	inligting	informah	N;SG	N;INDF;FEM;PL
paul	paul	paul	paul		PROPN
paul	pavel	paul	pavel		PROPN
veroorsaak	cauzat	veroorsaak	cauzat	V;PRS	ADJ;INDF;MASC;SG
veroorsaak	cauză	veroorsaak	cauză	V;PRS	N;INDF;FEM;SG
veroorsaak	cauza	veroorsaak	cauză	V;PRS	N;DEF;FEM;SG
ontdek	descopera	ontdek	descopera	V;PRS	V;IND;SG;3;IPFV;FIN
oorspronklike	originala	oorspronklik	original	ADJ;NOM	ADJ;DEF;FEM;SG
oorspronklike	originală	oorspronklik	original	ADJ;NOM	ADJ;INDF;FEM;SG
katolieke	catolică	katoliek	catolic	ADJ;NOM	ADJ;INDF;FEM;SG
katolieke	catolica	katoliek	catolică	ADJ;NOM	N;DEF;FEM;SG
keiser	împărat	keiser	împărat		N;INDF;MASC;SG
keiser	împăratul	keiser	împărat		N;DEF;MASC;SG
keiser	imparat	keiser	impara		N;INDF;MASC;SG
opgerig	construite	opgerig	construit	V;PST;V.PTCP	ADJ;INDF;FEM;PL
opgerig	construită	opgerig	construi	V;PST;V.PTCP	ADJ;INDF;FEM;SG
aanvanklik	initial	aanvanklik	initial	ADV	ADJ;INDF;MASC;SG
aanvanklik	iniţial	aanvanklik	iniţial	ADV	ADJ;INDF;MASC;SG
sowel	amandoua	sowel	amandoi	CONJ	
sowel	amândoi	sowel	amândoi	CONJ	NUM;MASC;PL
sowel	ambele	sowel	ambii	CONJ	NUM;FEM;PL
sowel	amândouă	sowel	amândoi	CONJ	NUM;FEM;PL
sowel	păi	sowel	păi	CONJ	
goed	bine	goed	bine		ADV
goed	buna	goed	bun		ADJ;DEF;FEM;SG
goed	bun	goed	bun		ADJ;INDF;MASC;SG
wet	acționează	wet	acționa	N;SG	V;IND;3;PRS;FIN
beide	amândoi	beide	amândoi		NUM;MASC;PL
beide	ambele	beide	ambii		NUM;FEM;PL
beide	amândouă	beide	amândoi		NUM;FEM;PL
goeie	bine	goed	bine		ADV
goeie	buna	goed	bun		ADJ;DEF;FEM;SG
goeie	bun	goed	bun		ADJ;INDF;MASC;SG
val	drop	val	drop	V;PRS	
val	picătură	val	picătură	V;PRS	N;INDF;FEM;SG
val	toamna	val	toamnă	V;PRS	N;DEF;FEM;SG
val	cădea	val	cădea	V;PRS	V;IND;SG;3;IPFV;FIN
vsa	usa	vsa	usa		N;DEF;FEM;SG
vsa	sua	vsa	sua		N
hendrik	hendrik	hendrik	hendrik		PROPN
beheer	control	beheer	control	V;PRS	N;INDF;MASC;SG
beheer	controlul	beheer	control	V;PRS	N;DEF;MASC;SG
http	http	http	http		N
terug	înapoi	terug	înapoi	ADP	ADV
terug	inapoi	terug	inapoi	ADP	
terug	back	terug	back	ADP	
terug	spate	terug	spate	ADP	N;INDF;MASC;SG
min	min	min	min	DET	
gevind	găsită	vind	găsi	V;PST;V.PTCP	ADJ;INDF;FEM;SG
gevind	găsite	vind	găsi	V;PST;V.PTCP	ADJ;INDF;FEM;PL
gevind	găsit	vind	găsi	V;PST;V.PTCP	ADJ;INDF;MASC;SG
verkies	favor	verkies	favor	V;PRS	N;INDF;MASC;SG
verkies	favoare	verkies	favoare	V;PRS	N;INDF;FEM;SG
verkies	favoare	verkies	favoare	V;PRS	N;INDF;FEM;SG
omgewing	mediu	omgewing	mediu	N;SG	ADJ;INDF;MASC;SG
voormalige	fosta	voormalig	fost	ADJ;NOM	ADJ;DEF;FEM;SG
park	park	park	park		N;INDF;MASC;SG
park	parc	park	parc		N;INDF;MASC;SG
park	parcul	park	parc		N;DEF;MASC;SG
data	date	data	dată	N;SG	N;INDF;FEM;PL
data	datele	data	dată	N;SG	N;DEF;FEM;PL
jong	tânără	jonk	tânăr		ADJ;INDF;FEM;SG
jong	tânăr	jonk	tânăr		ADJ;INDF;MASC;SG
jong	tinere	jonk	tânăr		ADJ;INDF;FEM;PL
jong	young	jonk	young		PROPN
jong	tineri	jonk	tânăr		N;INDF;MASC;PL
noorde	north	noord	north		PROPN
noorde	nordul	noord	nord		N;DEF;MASC;SG
noorde	nord	noord	nord		N;INDF;MASC;SG
buite	afara	buite	afara	ADP	ADV
buite	afară	buite	afară	ADP	ADV
invloed	influența	invloed	influență	V;PRS	N;DEF;FEM;SG
invloed	influență	invloed	influență	V;PRS	N;INDF;FEM;SG
invloed	influenta	invloed	influenta	V;PRS	N;DEF;FEM;SG
diens	servicii	diens	serviciu	N;SG	N;INDF;FEM;PL
blou	albastră	blou	albastru		ADJ;INDF;FEM;SG
blou	albastru	blou	albastru		ADJ;INDF;MASC;SG
blou	creste	blou	creste		V;IND;SG;3;PRS;FIN
blou	crească	blou	crește		V;SBJV;3;PRS;FIN
blou	crește	blou	crește		V;IND;SG;3;PRS;FIN
blou	cresc	blou	crește		V;IND;PL;3;PRS;FIN
blou	creşte	blou	creşte		V;IND;SG;3;PRS;FIN
noordelike	northern	noordelik	northern	ADJ;NOM	PROPN
noordelike	nordul	noordelik	nord	ADJ;NOM	N;DEF;MASC;SG
vind	găsiți	vind	găsi	V;PRS	V;IND;PL;2;IPFV;FIN
verkiesing	alegeri	verkiesing	alegere	N;SG	N;INDF;FEM;PL
verbind	conectat	verbind	conecta	V;PRS	ADJ;INDF;MASC;SG
verbind	conectate	verbind	conecta	V;PRS	ADJ;INDF;FEM;PL
verbind	conectată	verbind	conecta	V;PRS	ADJ;INDF;FEM;SG
verbind	conecta	verbind	conecta	V;PRS	V;IND;SG;3;IPFV;FIN
verbind	conectare	verbind	conectare	V;PRS	N;INDF;FEM;SG
geval	case	geval	casă	N;SG	N;INDF;FEM;PL
griekse	greci	grieks	grec	N;SG	N;INDF;MASC;PL
griekse	grecesc	grieks	grecesc	N;SG	ADJ;INDF;MASC;SG
behoort	aparține	behoort	aparține	V;PRS	V;IND;SG;3;PRS;FIN
behoort	aparțin	behoort	aparține	V;PRS	V;IND;PL;3;PRS;FIN
sterre	sparks	sterr	sparks	N;PL	PROPN
sterre	stars	sterr	stars	N;PL	N;INDF;MASC;SG
natal	natal	natal	natal	PROPN;SG	ADJ;INDF;MASC;SG
jou	ta	jou	tău	PRO;ACC;SG;2	DET;FEM;SG;1
slag	bătălii	slag	bătală	N;SG	N;INDF;FEM;PL
slag	bătăliile	slag	bătalie	N;SG	N;DEF;FEM;PL
deelstaat	state	deelstaat	stat	N;SG	N;INDF;FEM;PL
son	soare	son	soare	V;PRS	N;INDF;MASC;SG
son	soarele	son	soare	V;PRS	N;DEF;MASC;SG
son	sun	son	sun	V;PRS	
help	ajutor	help	ajutor	V;PRS	N;INDF;MASC;SG
help	ajută	help	ajuta	V;PRS	V;IND;SG;3;PST;FIN
want	deoarece	want	deoarece	CONJ	CONJ;POS
gregoriaanse	gregorian	gregoriaans	gregorian	N;SG	ADJ;INDF;MASC;SG
probeer	încercați	probeer	încerca	V;PRS	V;IND;PL;2;IPFV;FIN
probeer	incearca	probeer	incearca	V;PRS	V;IND;SG;3;IPFV;FIN
voltooi	încheiat	voltooi	încheia		ADJ;INDF;MASC;SG
voltooi	finalizat	voltooi	finaliza		ADJ;INDF;MASC;SG
voltooi	completat	voltooi	completa		ADJ;INDF;MASC;SG
voltooi	finalizată	voltooi	finaliza		ADJ;INDF;FEM;SG
voltooi	termină	voltooi	termina		V;IND;SG;3;PST;FIN
voltooi	finalizează	voltooi	finaliza		V;IND;3;PRS;FIN
voltooi	completa	voltooi	completa		ADJ;DEF;FEM;SG
voltooi	completă	voltooi	complet		ADJ;INDF;FEM;SG
voltooi	complete	voltooi	complet		ADJ;INDF;FEM;PL
voltooi	complet	voltooi	complet		ADV
kilometer	kilometri	kilometer	kilometru	N;SG	N;INDF;MASC;PL
kilometer	kilometrii	kilometer	kilometru	N;SG	N;DEF;MASC;PL
raad	sfaturi	raad	sfat	N;SG	N;INDF;FEM;PL
gebly	trait	gebly	trai		V;MASC;SG;V.PTCP
gebly	trăia	gebly	trăi		V;IND;SG;3;IPFV;FIN
gebly	trăită	gebly	trăi		ADJ;INDF;FEM;SG
gebly	trăit	gebly	trăi		V;MASC;SG;V.PTCP
vader	părinte	vader	părinte	N;SG	
vader	tată	vader	tată	N;SG	
ster	stea	ster	sta	N;SG	V;IND;3;PRS;FIN
ster	star	ster	star	N;SG	
almal	toti	almal	toti	PRO	
australië	australiei	australië	australie		PROPN;DEF;FEM;SG
australië	australia	australië	australia		PROPN
skakel	legătura	skakel	legătură	V;PRS	N;DEF;FEM;SG
skakel	legătură	skakel	legătură	V;PRS	N;INDF;FEM;SG
skakel	link	skakel	link	V;PRS	N;INDF;MASC;SG
skakel	linkul	skakel	link	V;PRS	N;DEF;MASC;SG
skakel	sună	skakel	suna	V;PRS	V;IND;SG;3;PST;FIN
skakel	suna	skakel	suna	V;PRS	V;IND;SG;3;IPFV;FIN
skakel	apel	skakel	apel	V;PRS	N;INDF;MASC;SG
skakel	call	skakel	call	V;PRS	N;INDF;MASC;SG
skakel	hyperlink	skakel	hyperlink	V;PRS	N;INDF;MASC;SG
weke	saptamani	week	saptaman	N;PL	
york	york	york	york		PROPN
generaal	generale	generaal	general	N;SG	ADJ;INDF;FEM;PL
generaal	general	generaal	general	N;SG	ADJ;INDF;MASC;SG
loop	mersul	loop	mers	V;PRS	N;DEF;MASC;SG
nooit	niciodata	nooit	niciodata	ADV	
antieke	străvechi	antiek	străvechi	ADJ;NOM	
antieke	antică	antiek	antic	ADJ;NOM	ADJ;INDF;FEM;SG
musiek	muzică	musiek	muzică		N;INDF;FEM;SG
musiek	muzica	musiek	muzică		N;DEF;FEM;SG
willem	willem	willem	willem		PROPN
willem	william	willem	william		PROPN
willem	wilhelm	willem	wilhelm		PROPN
rooms	camerele	room	cameră		N;DEF;FEM;PL
rooms	camere	room	cameră		N;INDF;FEM;PL
verkry	dobândite	verkry	dobândit	V;PRS	ADJ;INDF;FEM;PL
verkry	dobândită	verkry	dobândi	V;PRS	ADJ;INDF;FEM;SG
verkry	dobândit	verkry	dobândi	V;PRS	ADJ;INDF;MASC;SG
verkry	achiziționat	verkry	achiziționa	V;PRS	ADJ;INDF;MASC;SG
william	william	william	william		PROPN
william	wilhelm	william	wilhelm		PROPN
verkoop	vand	verkoop	vand	V;PRS	
verkoop	vind	verkoop	vinde	V;PRS	
verkoop	vandut	verkoop	vandut	V;PRS	ADJ;INDF;MASC;SG
verkoop	vândute	verkoop	vinde	V;PRS	ADJ;INDF;FEM;PL
verkoop	vândută	verkoop	vânde	V;PRS	ADJ;INDF;FEM;SG
verkoop	vândut	verkoop	vinde	V;PRS	ADJ;INDF;MASC;SG
verkoop	vind	verkoop	vinde	V;PRS	
verkoop	vand	verkoop	vand	V;PRS	
sjina	china	sjina	chină	PROPN;SG	PROPN
dien	servi	dien	serv		V;IND;SG;3;PST;FIN
dien	serveste	dien	servesta		V;IND;SG;3;PRS;FIN
dien	servesc	dien	servi		V;IND;PL;3;PRS;FIN
dien	supune	dien	supune		V;IND;SG;3;PRS;FIN
james	james	jame	james		PROPN
james	iacov	jame	iacov		PROPN
james	iacob	jame	iacob		PROPN
italië	italia	italië	italia		PROPN
duits	german	duits	german		ADJ;INDF;MASC;SG
duits	germana	duits	germană		N;DEF;FEM;SG
duits	germană	duits	germană		N;INDF;FEM;SG
lei	plumbul	lei	plumb	V;PRS	N;DEF;MASC;SG
lei	plumb	lei	plumb	V;PRS	N;INDF;MASC;SG
gestel	setată	stel	seta	V;PST;V.PTCP	ADJ;INDF;FEM;SG
gestel	stabilește	stel	stabili	V;PST;V.PTCP	V;IND;SG;3;PRS;FIN
gestel	set	stel	set	V;PST;V.PTCP	N;INDF;MASC;SG
gestel	setează	stel	seta	V;PST;V.PTCP	V;IND;3;PRS;FIN
gestel	setat	stel	setat	V;PST;V.PTCP	ADJ;INDF;MASC;SG
foto	photo	foto	photo	N;SG	
foto	foto	foto	foto	N;SG	
gevestig	stabilit	vestig	stabili	V;PST;V.PTCP	ADJ;INDF;MASC;SG
gevestig	stabilită	vestig	stabilit	V;PST;V.PTCP	ADJ;INDF;FEM;SG
gevestig	stabiliți	vestig	stabili	V;PST;V.PTCP	V;IND;PL;2;IPFV;FIN
verloor	pierdut	verloor	pierdut	V;PRS	ADJ;INDF;MASC;SG
verloor	pierdute	verloor	pierdut	V;PRS	ADJ;INDF;FEM;PL
verloor	pierdută	verloor	pierde	V;PRS	ADJ;INDF;FEM;SG
verloor	lost	verloor	lost	V;PRS	N;INDF;MASC;SG
sewe	seven	sewe	seven	NUM	N;INDF;MASC;SG
handel	comerțul	handel	comerț	V;PRS	N;DEF;MASC;SG
handel	comerț	handel	comerț	V;PRS	N;INDF;MASC;SG
oorspronklik	initial	oorspronklik	initial	ADV	ADJ;INDF;MASC;SG
oorspronklik	iniţial	oorspronklik	iniţial	ADV	ADJ;INDF;MASC;SG
oorspronklik	originala	oorspronklik	original	ADV	ADJ;DEF;FEM;SG
oorspronklik	originale	oorspronklik	original	ADV	ADJ;INDF;FEM;PL
oorspronklik	original	oorspronklik	original	ADV	ADJ;INDF;MASC;SG
oorspronklik	originală	oorspronklik	original	ADV	ADJ;INDF;FEM;SG
nederlands	olandeză	nederlands	olandez		ADJ;INDF;FEM;SG
nederlands	olandezi	nederlands	olandez		ADJ;INDF;MASC;PL
nederlands	olandez	nederlands	olandez		ADJ;INDF;MASC;SG
nederlands	dutch	nederlands	dutch		N;INDF;MASC;SG
verskil	diferența	verskil	diferență	V;PRS	N;DEF;FEM;SG
verskil	diferență	verskil	diferență	V;PRS	N;INDF;FEM;SG
verskil	diferenta	verskil	diferent	V;PRS	N;DEF;FEM;SG
sentraal	centrala	sentraal	centrală	ADV	ADJ;DEF;FEM;SG
sentraal	centrale	sentraal	centrală	ADV	N;INDF;FEM;PL
sentraal	centrală	sentraal	central	ADV	ADJ;INDF;FEM;SG
sentraal	central	sentraal	central	ADV	ADJ;INDF;MASC;SG
oppervlakte	zonă	oppervlak	zonă	N;PL	N;INDF;FEM;SG
oppervlakte	zona	oppervlak	zonă	N;PL	N;DEF;FEM;SG
oppervlakte	suprafață	oppervlak	suprafață	N;PL	N;INDF;FEM;SG
bevestig	verificate	bevestig	verifica	V;PRS	ADJ;INDF;FEM;PL
bevestig	verificat	bevestig	verifica	V;PRS	ADJ;INDF;MASC;SG
bevestig	verificată	bevestig	verifica	V;PRS	ADJ;INDF;FEM;SG
bevestig	confirma	bevestig	confirma	V;PRS	V;IND;SG;3;IPFV;FIN
bevestig	confirmă	bevestig	confirma	V;PRS	V;IND;SG;3;PST;FIN
bevestig	confirmare	bevestig	confirmare	V;PRS	N;INDF;FEM;SG
crystal	cristalul	crystal	cristal		N;DEF;MASC;SG
crystal	cristal	crystal	cristal		N;INDF;MASC;SG
crystal	cristale	crystal	cristale		N;INDF;FEM;PL
crystal	crystal	crystal	crystal		N;INDF;MASC;SG
bepaal	determinate	bepaal	determinat	V;PRS	ADJ;INDF;FEM;PL
bepaal	determinată	bepaal	determinat	V;PRS	ADJ;INDF;FEM;SG
bepaal	determinat	bepaal	determina	V;PRS	ADJ;INDF;MASC;SG
bepaal	determină	bepaal	determina	V;PRS	V;IND;SG;3;PST;FIN
indiese	indiană	indies	indian		ADJ;INDF;FEM;SG
indiese	indian	indies	indian		ADJ;INDF;MASC;SG
indiese	indianul	indies	indian		N;DEF;MASC;SG
lughawe	bunker	lughawe	bunker	PROPN;SG	N;INDF;MASC;SG
lughawe	buncăr	lughawe	buncăr	PROPN;SG	N;INDF;MASC;SG
lughawe	aeroport	lughawe	aeroport	PROPN;SG	N;INDF;MASC;SG
lughawe	aeroportul	lughawe	aeroport	PROPN;SG	N;DEF;MASC;SG
louis	louis	louis	louis		PROPN
louis	ludovic	louis	ludovic		N;INDF;MASC;SG
vertoon	dezvălui	vertoon	dezvălui	V;PRS	
vertoon	afișare	vertoon	afișare	V;PRS	N;INDF;FEM;SG
vertoon	afișată	vertoon	afișa	V;PRS	ADJ;INDF;FEM;SG
vertoon	afișat	vertoon	afișa	V;PRS	ADJ;INDF;MASC;SG
vertoon	afișate	vertoon	afișat	V;PRS	ADJ;INDF;FEM;PL
colspan	colspan	colspan	colspan	PART	
altyd	intotdeauna	altyd	intotdeauna	ADV	
lig	lumină	lig	lumină	V;PRS	N;INDF;FEM;SG
lig	light	lig	light	V;PRS	
lig	lumina	lig	lumină	V;PRS	N;DEF;FEM;SG
punt	dot	punt	dot	N;SG	
kant	marginea	kant	margine		N;DEF;FEM;SG
kant	edge	kant	edge		N;INDF;MASC;SG
kant	margine	kant	margine		N;INDF;FEM;SG
kant	muchie	kant	muchie		N;INDF;FEM;SG
kant	lateral	kant	lateral		ADV
betrokke	logodită	betrek	logodit	ADJ;NOM	ADJ;INDF;FEM;SG
wou	dorit	wil	dorit	V;PST;FIN	ADJ;INDF;MASC;SG
wou	dorită	wil	dorit	V;PST;FIN	ADJ;INDF;FEM;SG
wou	vrut	wil	vrea	V;PST;FIN	V;MASC;SG;V.PTCP
rome	rome	rome	romă		N;INDF;MASC;SG
rome	roma	rome	romă		PROPN
reg	law	reg	law		N;INDF;MASC;SG
reg	lege	reg	lege		N;INDF;FEM;SG
reg	legea	reg	lege		N;DEF;FEM;SG
prof	prof	prof	prof		N
vervaardig	produs	vervaardig	produs	V;PRS	N;INDF;MASC;SG
geskep	create	skep	crea	V;PST;V.PTCP	ADJ;INDF;FEM;PL
geskep	creată	skep	crea	V;PST;V.PTCP	ADJ;INDF;FEM;SG
geskep	creata	skep	crea	V;PST;V.PTCP	ADJ;DEF;FEM;SG
geskep	creat	skep	crea	V;PST;V.PTCP	ADJ;INDF;MASC;SG
elizabeth	elizabeth	elizabeth	elizabeth		PROPN
elizabeth	elisabeta	elizabeth	elisabetă		N;DEF;FEM;SG
parys	paris	parys	paris		PROPN
parys	parisul	parys	paris		N;DEF;MASC;SG
openbare	publică	openbaar	publica	ADJ;NOM	V;IND;SG;3;PST;FIN
oud	bătrân	oud	bătrân	ADV	ADJ;INDF;MASC;SG
oud	vechi	oud	vechi	ADV	ADJ;INDF;MASC;SG
oud	old	oud	old	ADV	N;INDF;MASC;SG
oud	veche	oud	vechi	ADV	ADJ;INDF;FEM;SG
oud	bătrâne	oud	bătrâne	ADV	ADJ;INDF;FEM;PL
beskikbaar	disponibile	beskikbaar	disponibil	ADV	ADJ;INDF;FEM;PL
beskikbaar	disponibilă	beskikbaar	disponibil	ADV	ADJ;INDF;FEM;SG
beskikbaar	disponibila	beskikbaar	disponibil	ADV	ADJ;DEF;FEM;SG
beskikbaar	disponibil	beskikbaar	disponibil	ADV	ADJ;INDF;MASC;SG
dui	indicați	dui	indica	V;PRS	V;IND;PL;2;IPFV;FIN
dui	indică	dui	indica	V;PRS	V;IND;SG;3;PST;FIN
sentrale	centrala	sentraal	centrală	N;SG	ADJ;DEF;FEM;SG
sentrale	centrale	sentraal	centrală	N;SG	N;INDF;FEM;PL
sentrale	centrală	sentraal	central	N;SG	ADJ;INDF;FEM;SG
sentrale	central	sentraal	central	N;SG	ADJ;INDF;MASC;SG
totale	total	totaal	total	N;SG	ADV
totale	totală	totaal	total	N;SG	ADJ;INDF;FEM;SG
behaal	realizare	behaal	realizare	V;PRS	N;INDF;FEM;SG
natuurlike	naturala	natuurlik	natural	ADJ;NOM	N;DEF;FEM;SG
natuurlike	naturală	natuurlik	natural	ADJ;NOM	ADJ;INDF;FEM;SG
bied	oferta	bied	ofertă	V;PRS	N;DEF;FEM;SG
bied	ofertă	bied	ofertă	V;PRS	N;INDF;FEM;SG
amptelik	oficial	amptelik	oficial	ADV	ADJ;INDF;MASC;SG
amptelik	oficiale	amptelik	oficial	ADV	ADJ;INDF;FEM;PL
amptelik	oficiala	amptelik	oficială	ADV	ADJ;DEF;FEM;SG
amptelik	oficială	amptelik	oficial	ADV	ADJ;INDF;FEM;SG
indië	indiei	indië	indie		PROPN;DEF;FEM;SG
indië	india	indië	india		PROPN
skep	creare	skep	creare	V;PRS	N;INDF;FEM;SG
olimpiese	olympic	olimpies	olympic	ADJ;NOM	PROPN
dra	cară	dra	cară	V;PRS	V;IND;SG;3;PST;FIN
hoof	principala	hoof	principal		ADJ;DEF;FEM;SG
hoof	main	hoof	main		N
hoof	principale	hoof	principal		ADJ;INDF;FEM;PL
hoof	principală	hoof	principal		ADJ;INDF;FEM;SG
hoof	principal	hoof	principal		N;INDF;MASC;SG
druk	presă	druk	presă		N;INDF;FEM;SG
druk	press	druk	press		N;INDF;MASC;SG
druk	apasa	druk	apasa		V;IND;SG;3;IPFV;FIN
druk	apăsați	druk	apăsa		V;IND;PL;2;IPFV;FIN
druk	apasă	druk	apăsa		V;IND;3;PRS;FIN
druk	presiuni	druk	presiune		N;INDF;FEM;PL
druk	presiunea	druk	presiune		N;DEF;FEM;SG
druk	presiune	druk	presiune		N;INDF;FEM;SG
verteenwoordig	reprezentate	verteenwoordig	reprezentat	V;PRS	ADJ;INDF;FEM;PL
verteenwoordig	reprezentat	verteenwoordig	reprezenta	V;PRS	ADJ;INDF;MASC;SG
verteenwoordig	reprezentată	verteenwoordig	reprezenta	V;PRS	ADJ;INDF;FEM;SG
verteenwoordig	reprezinta	verteenwoordig	reprezinta	V;PRS	V;IND;SG;3;IPFV;FIN
