und	और	und	और	CONJ	
ihrer	अपना	ihr	अपना	DET;NOM;MASC;SG	PRO;NOM;MASC;SG
ihrer	तुम्हारा	ihr	तुम्हारा	DET;NOM;MASC;SG	PRO;MASC;SG;3
ihrer	आपका	ihr	आप	DET;NOM;MASC;SG	PRO;MASC;SG;2;FORM
ihrer	तुम्हारी	ihr	तुम्हारी	DET;NOM;MASC;SG	PRO;FEM;SG;3
steht	स्टैंड	stehen	स्टैंड	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
sep	सितम्बर	sepen	सितंबर		PROPN;NOM;MASC;SG;3
november	नवंबर	november	नवंबर	PROPN	PROPN;NOM;MASC;SG;3
november	नवम्बर	november	नवंबर	PROPN	PROPN;NOM;MASC;SG;3
november	नवंबर	november	नवंबर	PROPN	PROPN;NOM;MASC;SG;3
november	nov	november	nov	PROPN	
november	नवम्बर	november	नवंबर	PROPN	PROPN;NOM;MASC;SG;3
kam	kam	kommen	kam	V;IND;SG;3;PST;FIN	PROPN;NOM;MASC;SG;3
jahrhundert	शतक	jahrhundert	शतक	ADJ	N;NOM;MASC;SG;3
jahrhundert	शताब्दी	jahrhundert	शताब्दी	ADJ	N;NOM;FEM;SG;3
jahrhundert	सदी	jahrhundert	सदी	ADJ	PROPN;NOM;FEM;SG;3
beiden	दोनों	beide	दो	PRO;NOM;INDF;PL	N;ACC;MASC;PL;3
beiden	दोनो	beide	दोनो	PRO;NOM;INDF;PL	
beiden	दो	beide	दो	PRO;NOM;INDF;PL	NUM
zweiten	दूसरा	zweit	दूसरा	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;SG
zweiten	सेकेंड	zweit	सेकेंड	ADJ;NOM;MASC;PL	N;NOM;MASC;SG;3
zweiten	द्वितीय	zweit	द्वितीय	ADJ;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
zweiten	सेकण्ड	zweit	सेकण्ड	ADJ;NOM;MASC;PL	
zweiten	सेकंड	zweit	सेकंड	ADJ;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
zweiten	दूसरी	zweit	दूसरा	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG
seite	पार्श्व	seit	पार्श्व	N	
seite	तरफ	seit	तरफ	N	ADV;NOM;FEM;SG;3
februar	फरवरी	februaer	फरवरी	PROPN;NOM;SG	PROPN;NOM;FEM;SG;3
februar	फ़रवरी	februaer	फ़रवरी	PROPN;NOM;SG	PROPN;NOM;FEM;SG;3
februar	फरवरी	februaer	फरवरी	PROPN;NOM;SG	PROPN;NOM;FEM;SG;3
februar	feb	februaer	feb	PROPN;NOM;SG	
februar	फ़रवरी	februaer	फ़रवरी	PROPN;NOM;SG	PROPN;NOM;FEM;SG;3
februar	फर	februaer	फर	PROPN;NOM;SG	
dessen	जिनके	der	जो	DET;GEN;MASC;SG	PRO;MASC;SG;3
dessen	किसका	der	कौन	DET;GEN;MASC;SG	PRO;MASC;SG;3
dessen	जिनकी	der	जो	DET;GEN;MASC;SG	PRO;FEM;PL;3
soll	चाहिए	sollen	चाहिए	V;IND;SG;3;PRS;FIN	V;ACT
etwas	थोड़े	etwas	थोड़ा	ADV	ADJ;ACC;MASC;SG
etwas	थोड़ा	etwas	थोड़ा	ADV	ADJ;NOM;MASC;SG
etwas	कुछ	etwas	कुछ	ADV	DET
mich	खुद	ich	खुद	PRO;ACC;SG;1	PRO;NOM
allerdings	परन्तु	allerdings	परन्तु	ADV	
allerdings	लेकिन	allerdings	लेकिन	ADV	CONJ
allerdings	लेकीन	allerdings	लेकीन	ADV	
allerdings	मगर	allerdings	मगर	ADV	CONJ
allerdings	लकिन	allerdings	लकिन	ADV	
allerdings	यद्यपि	allerdings	यद्यपि	ADV	
allerdings	हालांकि	allerdings	हालांकि	ADV	CONJ
film	चलचित्र	falmen	चलचित्र		N;NOM;MASC;SG;3
film	फ़िल्म	falmen	फ़िल्म		N;NOM;FEM;SG;3
film	मूवी	falmen	मूवी		N;NOM;FEM;SG;3
film	फिल्म	falmen	फिल्म		N;NOM;FEM;SG;3
film	फ़िल्म	falmen	फ़िल्म		N;NOM;FEM;SG;3
film	फिल्म	falmen	फिल्म		N;NOM;FEM;SG;3
film	फिल्मी	falmen	फिल्मी		ADJ;NOM
wäre	होता	sein	हो	V;SBJV;SG;3;PST;FIN	V;IPFV;MASC;SG;V.PTCP;ACT
neue	नया	neu	नया	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
neue	नई	neu	नया	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
neue	neue	neu	neue	ADJ;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
nun	अब	nun	अब	ADV	PRO;NOM
nun	अभी	nun	अभी	ADV	PRO;NOM
nun	कुआँ	nun	कुआँ	ADV	N;NOM;MASC;SG;3
nun	खैर	nun	खैर	ADV	
nun	खूब	nun	खूब	ADV	
leben	सजीव	leben	सजीव	V;NFIN	
leben	जिंदगी	leben	जिंदगी	V;NFIN	N;NOM;FEM;SG;3
leben	ज़िन्दगी	leben	ज़िन्दगी	V;NFIN	N;NOM;FEM;SG;3
leben	ज़िंदगी	leben	ज़िंदगी	V;NFIN	N;NOM;FEM;SG;3
leben	जिन्दगी	leben	जिन्दगी	V;NFIN	N;NOM;FEM;SG;3
leben	जीवन	leben	जीवन	V;NFIN	N;NOM;MASC;SG;3
leben	lifestyle	leben	lifestyle	V;NFIN	N;NOM;MASC;SG;3
leben	जीवनशैली	leben	जीवनशैली	V;NFIN	N;NOM;FEM;SG;3
leben	लाइव	leben	लाइव	V;NFIN	N;NOM;MASC;SG;3
leben	सजीव	leben	सजीव	V;NFIN	
namen	नाम	name	नाम		N;NOM;MASC;SG;3
weil	क्योकि	weil	क्योकि	CONJ	
weil	क्युकी	weil	क्युकी	CONJ	
bitte	please	bitte	please		N;NOM;MASC;SG;3
bitte	कृपया	bitte	कृपया		V;SG;FIN;ACT
relevanz	प्रासंगिकता	relevanz	प्रासंगिकता	ADJ	N;NOM;FEM;SG;3
muss	जरूर	müssen	जरूर	V;IND;SG;3;PRS;FIN	ADV
einige	कुछ	einige	कुछ	PRO;NOM;INDF;PL	DET
mitglied	सदस्य	mitglied	सदस्य	ADJ	N;NOM;MASC;PL;3
wegen	क्योंकि	wegen	क्योंकि	ADP	CONJ
wegen	क्योकि	wegen	क्योकि	ADP	
wegen	क्युकी	wegen	क्युकी	ADP	
deren	जिनके	der	जो	DET;GEN;PL	PRO;MASC;SG;3
deren	किसका	der	कौन	DET;GEN;PL	PRO;MASC;SG;3
deren	जिनकी	der	जो	DET;GEN;PL	PRO;FEM;PL;3
viele	लोट	viel	लोट	ADJ;NOM;INDF;PL	
viele	कई	viel	कई	ADJ;NOM;INDF;PL	DET
viele	अनेक	viel	अनेक	ADJ;NOM;INDF;PL	DET
text	पाठ	Text	पाठ		N;NOM;MASC;SG;3
text	टेक्स्ट	Text	टेक्स्ट		N;NOM;MASC;SG;3
text	गीत	Text	गीत		N;NOM;MASC;PL;3
ebenfalls	भी	ebenfalls	भी	ADV	PART
ebenfalls	भी	ebenfalls	भी	ADV	PART
ebenfalls	too	ebenfalls	too	ADV	
münchen	म्यूनिख	münchen	म्यूनिख	PROPN;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
löschen	साफ	löschen	साफ	V;NFIN	ADJ
löschen	फंदा	löschen	फंदा	V;NFIN	N;NOM;MASC;SG;3
erhielt	प्राप्त	erhalten	प्राप्त	V;IND;SG;3;PST;FIN	ADJ
bekannt	ज्ञात	bekennen	ज्ञात	ADJ	
zurück	रिटर्न	zurück	रिटर्न	ADV	N;NOM;MASC;SG;3
zurück	वापसी	zurück	वापसी	ADV	N;NOM;FEM;SG;3
zurück	बैक	zurück	बैक	ADV	
zurück	पिछे	zurück	पिछ	ADV	V;MASC;SG;FIN;ACT
zurück	वापस	zurück	वापस	ADV	ADJ
allem	सबकुछ	alle	सबकुछ	PRO;DAT;INDF;NEUT;SG	
jetzt	अब	jetzt	अब	ADV	PRO;NOM
jetzt	अभी	jetzt	अभी	ADV	PRO;NOM
friedrich	फ्रेडरिक	friedrich	फ्रेडरिक	PROPN;NOM;SG	PROPN;NOM;MASC;SG;3
friedrich	फ्रेडरिक	friedrich	फ्रेडरिक	PROPN;NOM;SG	PROPN;NOM;MASC;SG;3
ihren	उनकी	ihr	वह	DET;ACC;MASC;SG	PRO;FEM;SG;3;FORM
ihren	इनकी	ihr	यह	DET;ACC;MASC;SG	PRO;FEM;PL;3
ihren	उनका	ihr	वह	DET;ACC;MASC;SG	PRO;MASC;SG;3;FORM
ihren	उनके	ihr	वह	DET;ACC;MASC;SG	PRO;MASC;SG;3;FORM
saison	मौसमी	saison	मौसमी	N;NOM;FEM;SG	PROPN;NOM;SG;3
neuen	नया	neu	नया	ADJ;ACC;MASC;SG	ADJ;NOM;MASC;SG
neuen	नई	neu	नया	ADJ;ACC;MASC;SG	ADJ;NOM;FEM;SG
art	क़िस्म	art	कठिस्म	N;NOM;FEM;SG	
art	करुणामय	art	करुणामय	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
art	दयालु	art	दयालु	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
stand	बूथ	stehen	बूथ	V;IND;SG;3;PST;FIN	N;NOM;MASC;SG;3
stand	स्टैंड	stehen	स्टैंड	V;IND;SG;3;PST;FIN	N;NOM;MASC;SG;3
diesen	ये	dies	यह	PRO;ACC;MASC;SG	PRO;NOM;PL;3
würde	गरिमा	werden	गरिमा	V;SBJV;SG;3;PST;FIN	N;NOM;FEM;SG;3
würde	मर्यादा	werden	मर्यादा	V;SBJV;SG;3;PST;FIN	N;NOM;FEM;SG;3
würde	होता	werden	हो	V;SBJV;SG;3;PST;FIN	V;IPFV;MASC;SG;V.PTCP;ACT
politiker	राजनीति	politik	राजनीति	ADJ	N;NOM;FEM;SG;3
politiker	पॉलिटिक्स	politik	पॉलिटिक्स	ADJ	N;NOM;MASC;SG;3
politiker	राजनीती	politik	राजनीती	ADJ	PROPN;NOM;FEM;SG;3
politiker	राजनेता	politik	राजनेता	ADJ	N;NOM;MASC;PL;3
politiker	राजनीतिज्ञ	politik	राजनीतिज्ञ	ADJ	N;NOM;MASC;SG;3
politiker	राजनेता	politik	राजनेता	ADJ	N;NOM;MASC;PL;3
personen	pax	Person	pax	N;NOM;FEM;PL	
personen	व्यक्तियों	Person	व्यक्ति	N;NOM;FEM;PL	N;ACC;MASC;PL;3
personen	लोगों	Person	लोग	N;NOM;FEM;PL	N;ACC;MASC;PL;3
titel	ट्रैक	titel	ट्रैक		N;NOM;MASC;SG;3
titel	ट्रैक्स	titel	ट्रैक्स		N;NOM;MASC;SG;3
titel	शीर्षक	titel	शीर्षक		N;NOM;MASC;SG;3
titel	शीर्षक	titel	शीर्षक		N;NOM;MASC;SG;3
karl	चार्ल्स	karlen	चार्ल्स	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
gut	जुर्माना	gut	जुर्माना	ADJ	N;NOM;MASC;SG;3
gut	ठीक	gut	ठीक	ADJ	PART
gut	good	gut	good	ADJ	N;NOM;FEM;SG;3
gut	गुड	gut	गुड	ADJ	
gut	शुभ	gut	शुभ	ADJ	
gut	कुआँ	gut	कुआँ	ADJ	N;NOM;MASC;SG;3
gut	खैर	gut	खैर	ADJ	
gut	खूब	gut	खूब	ADJ	
statt	बजाय	statt	बजाय	ADP	
daher	यूँ	daher	यूँ	ADV	
daher	अतः	daher	अतः	ADV	
daher	इसलिए	daher	इसलिए	ADV	PRO
nachdem	बाद	nachdem	बाद	CONJ	ADV;NOM;MASC;SG;3
familie	fam	familie	fam	N;NOM;FEM;SG	
weiter	जारी	weiter	जारी	ADV	ADJ
ganz	काफी	ganz	काफी	ADV	DET
sohn	लाडला	sohnen	लाडला	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
sohn	सोन	sohnen	सोन	N;NOM;MASC;SG	PROPN;NOM;FEM;SG;3
außerdem	भी	außerdem	भी	ADV	PART
johann	योहान	johann	योहान	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
johann	जॉन	johann	जॉन	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
großen	बड़ा	groß	बड़ा	ADJ;PL	ADJ;NOM;MASC;SG
großen	बड़ी	groß	बडा	ADJ;PL	ADJ;NOM;FEM;SG
großen	बड़ा	groß	बड़ा	ADJ;PL	ADJ;NOM;MASC;SG
großen	बड़ी	groß	बडा	ADJ;PL	ADJ;NOM;FEM;SG
großen	बिग	groß	बिग	ADJ;PL	
großen	मेजर	groß	मेजर	ADJ;PL	N;NOM;MASC;SG;3
großen	प्रमुख	groß	प्रमुख	ADJ;PL	N;NOM;MASC;SG;3
ins	आईएनएस	ins	आईएनएस		PROPN;NOM;MASC;SG;3
gehört	स्वामित्व	gehören	स्वामित्व	V;V.PTCP	N;NOM;MASC;SG;3
bild	तस्वीर	bild	तस्वीर		N;NOM;FEM;SG;3
bild	पिक्चर	bild	पिक्चर		N;NOM;MASC;SG;3
bild	चित्र	bild	चित्र		N;NOM;MASC;SG;3
bild	छवि	bild	छवि		N;NOM;FEM;SG;3
bild	प्रतिबिम्ब	bild	प्रतिबिम्ब		N;NOM;FEM;SG;3
bild	चित्र	bild	चित्र		N;NOM;MASC;SG;3
bild	pic	bild	pic		PROPN;NOM;MASC;SG;3
wien	वियना	weinen	वियना		PROPN;NOM;MASC;SG;3
gelöscht	विलोपित	löschen	विलोपित	V;V.PTCP	PROPN;NOM;SG;3
große	बड़ा	groß	बड़ा	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
große	बड़ी	groß	बडा	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
große	बड़ा	groß	बड़ा	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
große	बड़ी	groß	बडा	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
große	बिग	groß	बिग	ADJ;NOM;FEM;PL	
große	बड़ा	groß	बड़ा	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
große	ग्रेट	groß	ग्रेट	ADJ;NOM;FEM;PL	
denn	क्योंकि	denn	क्योंकि	CONJ	CONJ
denn	क्योकि	denn	क्योकि	CONJ	
denn	क्युकी	denn	क्युकी	CONJ	
peter	पीटर	peter	पीटर	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
kommt	आगमन	kommen	आगमन	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
kommt	आईये	kommen	आईया	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
kommt	आइये	kommen	आ	V;IND;SG;3;PRS;FIN	V;SBJV;PL;3;FIN;ACT
menschen	मनुष्यों	menschen	मनुष्य	N;NOM;PL	N;ACC;MASC;PL;3
menschen	इंसानो	menschen	इंसानो	N;NOM;PL	N;NOM;MASC;SG;3
menschen	मनुष्य	menschen	मनुष्य	N;NOM;PL	N;NOM;MASC;SG;3
menschen	मानव	menschen	मानव	N;NOM;PL	N;NOM;MASC;SG;3
menschen	इंसान	menschen	इंसान	N;NOM;PL	N;NOM;MASC;SG;3
menschen	लोगों	menschen	लोग	N;NOM;PL	N;ACC;MASC;PL;3
begann	शुरू	beginnen	शुरू	V;IND;SG;3;PST;FIN	N;NOM;MASC;SG;3
begann	प्रारंभ	beginnen	प्रारंभ	V;IND;SG;3;PST;FIN	N;NOM;MASC;SG;3
jahrhunderts	शतक	jahrhundert	शतक	ADV	N;NOM;MASC;SG;3
jahrhunderts	शताब्दी	jahrhundert	शताब्दी	ADV	N;NOM;FEM;SG;3
jahrhunderts	सदी	jahrhundert	सदी	ADV	PROPN;NOM;FEM;SG;3
fall	केस	fall	केस	ADV	N;NOM;MASC;SG;3
fall	मामला	fall	मामला	ADV	N;NOM;MASC;SG;3
fall	गिरा	fall	गिर	ADV	V;PFV;MASC;SG;V.PTCP;ACT
fall	पतझड़	fall	पतझड़	ADV	N;NOM;MASC;SG;3
fall	गिरना	fall	गिर	ADV	V;MASC;SG;V.PTCP;ACT
fall	गिर	fall	गिर	ADV	V;ACT
fall	पतन	fall	पतन	ADV	N;NOM;MASC;SG;3
wilhelm	विलियम	wilhelm	विलियम	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
wilhelm	विल्हेम	wilhelm	विल्हेम	PROPN;NOM;MASC;SG	N;NOM;MASC;SG;3
englisch	english	englisch	english	ADJ	
englisch	अंग्रेज	englisch	अंग्रेज	ADJ	N;NOM;MASC;SG;3
englisch	अंग्रेजी	englisch	अंग्रेजी	ADJ	PROPN;NOM;FEM;SG;3
englisch	अंग्रेज़ी	englisch	अंग्रेजी	ADJ	PROPN;NOM;FEM;SG;3
danach	तब	danach	तब	ADV	PRO;NOM
könig	किंग	könig	किंग	N;NOM;SG	PROPN;NOM;MASC;SG;3
welche	कया	welch	कया	PRO;NOM;SG	V;SG;FIN;ACT
welche	जिससे	welch	जो	PRO;NOM;SG	PRO;SG;3
mehrere	कई	mehrere	कई	PRO;NOM;INDF;PL	DET
mehrere	अनेक	mehrere	अनेक	PRO;NOM;INDF;PL	DET
mehrere	मल्टीपल	mehrere	मल्टीपल	PRO;NOM;INDF;PL	PROPN;NOM;MASC;SG;3
mehrere	बहुमुखी	mehrere	बहुमुखी	PRO;NOM;INDF;PL	N;NOM;MASC;SG;3
mehrere	बहु	mehrere	बहु	PRO;NOM;INDF;PL	
mehrere	अनेक	mehrere	अनेक	PRO;NOM;INDF;PL	DET
form	मोल्ड	form	मोल्ड	N;SG	
form	फ़ॉर्म	form	फ़ॉर्म	N;SG	ADJ
meter	मीटर	meter	मीटर	ADV	N;NOM;MASC;SG;3
meter	मीटर	meter	मीटर	ADV	N;NOM;MASC;SG;3
meter	मीटर	meter	मीटर	ADV	N;NOM;MASC;SG;3
meter	मीटर	meter	मीटर	ADV	N;NOM;MASC;SG;3
schloss	लॉक	schließen	लॉक	V;SG	
schloss	ताला	schließen	ताला	V;SG	N;NOM;MASC;SG;3
schloss	किला	schließen	किला	V;SG	N;NOM;MASC;SG;3
schloss	महल	schließen	महल	V;SG	N;NOM;MASC;SG;3
schloss	पैलेस	schließen	पैलेस	V;SG	N;NOM;MASC;SG;3
schloss	राजमहल	schließen	राजमहल	V;SG	PROPN;NOM;MASC;SG;3
genannt	नामित	nennen	नामित	V;V.PTCP	ADJ
heinrich	हेनरी	heinrich	हे	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
letzten	आखरी	letzt	आखरी	ADJ;PL	
letzten	पिछला	letzt	पिछला	ADJ;PL	ADJ;NOM;MASC;SG
spielte	स्ट्रक्चर	spielen	स्ट्रक्चर	V;IND;SG;3;PST;FIN	N;NOM;MASC;SG;3
neu	neu	neu	neu	ADJ	
john	जॉन	john	जॉन	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
ging	गए	gehen	जा	V;IND;SG;3;PST;FIN	V;PFV;MASC;PL;V.PTCP;ACT
ging	गये	gehen	जा	V;IND;SG;3;PST;FIN	V;PFV;MASC;PL;V.PTCP;ACT
machen	मेक	machen	मेक	V;NFIN	N;NOM;MASC;SG;3
beispiel	नमूना	beispiel	नमूना	ADV	N;NOM;MASC;SG;3
beispiel	उदाहरण	beispiel	उदाहरण	ADV	N;NOM;MASC;SG;3
beispiel	उदाहरण	beispiel	उदाहरण	ADV	N;NOM;MASC;SG;3
usa	यूएसए	usa	यूएसए	PROPN;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
recht	सही	recht	सही	ADV	ADJ
recht	कानून	recht	कानून	ADV	N;NOM;MASC;SG;3
recht	विधि	recht	विधि	ADV	N;NOM;FEM;SG;3
zwar	हालाँकि	zwar	हालाँकि	ADV	CONJ
zwar	हालांकि	zwar	हालांकि	ADV	CONJ
bin	bin	sein	ओे	V;IND;SG;2;PRS;FIN	
bin	बिन	sein	बिन	V;IND;SG;2;PRS;FIN	PROPN;NOM;MASC;SG;3
york	यॉर्क	york	यॉर्क	PROPN;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
paul	पाल	paul	पाल	PROPN;NOM;MASC;SG	
paul	पॉल	paul	पॉल	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
frage	पूछें	frage	पूछ	N;NOM;FEM;SG	V;SBJV;PL;FIN;ACT
frage	पूछो	frage	पूछ	N;NOM;FEM;SG	V;SBJV;SG;FIN;ACT
frage	सवाल	frage	सवाल	N;NOM;FEM;SG	N;NOM;MASC;PL;3
insgesamt	कुल	insgesamt	कुल	ADV	DET
insgesamt	कुल	insgesamt	कुल	ADV	DET
insgesamt	योग	insgesamt	योग	ADV	
eher	बजाय	eher	बजाय	ADV	
eher	बल्कि	eher	बल्कि	ADV	CONJ
kurz	संक्षिप्त	kurz	संक्षिप्त	ADJ	PROPN;NOM;SG;3
kurz	ब्रैड	kurz	ब्रैड	ADJ	PROPN;NOM;MASC;SG;3
unternehmen	व्यवसाय	unternehmen	व्यवसाय	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
unternehmen	व्यवसायों	unternehmen	व्यवसाय	N;NOM;NEUT;PL	N;ACC;MASC;PL;3
unternehmen	कंपनी	unternehmen	कंपनी	N;NOM;NEUT;PL	N;NOM;FEM;SG;3
unternehmen	कम्पनी	unternehmen	कम्पनी	N;NOM;NEUT;PL	N;NOM;FEM;SG;3
unternehmen	कंपनियों	unternehmen	कंपनी	N;NOM;NEUT;PL	N;ACC;FEM;PL;3
unternehmen	व्यवसाय	unternehmen	व्यवसाय	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
unternehmen	बिज़नेस	unternehmen	बिज़नेस	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
unternehmen	दुकानदारी	unternehmen	दुकानदारी	N;NOM;NEUT;PL	N;NOM;FEM;SG;3
unternehmen	व्यापार	unternehmen	व्यापार	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
unternehmen	कारोबार	unternehmen	कारोबार	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
unternehmen	उद्यमों	unternehmen	उद्यम	N;NOM;NEUT;PL	N;ACC;MASC;PL;3
verwendet	प्रयुक्त	verwenden	प्रयुक्त	V;V.PTCP	ADP
verwendet	उपयोग	verwenden	उपयोग	V;V.PTCP	N;NOM;MASC;SG;3
straße	जलसन्धि	straß	जलसन्धि	ADJ	N;NOM;FEM;SG;3
straße	सड़कों	straß	सड़क	ADJ	N;ACC;FEM;PL;3
straße	सड़कें	straß	सड़क	ADJ	N;NOM;FEM;PL;3
straße	सड़क	straß	सड़क	ADJ	N;NOM;FEM;SG;3
straße	गली	straß	गली	ADJ	N;NOM;FEM;SG;3
straße	सड़कें	straß	सड़क	ADJ	N;NOM;FEM;PL;3
straße	गलियां	straß	गली	ADJ	N;NOM;FEM;PL;3
straße	गलियों	straß	गली	ADJ	N;ACC;FEM;PL;3
straße	रोड	straß	रोड	ADJ	N;NOM;FEM;SG;3
straße	सड़क	straß	सड़क	ADJ	N;NOM;FEM;SG;3
rund	दौर	rund	दौर	ADV	N;NOM;MASC;SG;3
rund	गोल	rund	गोल	ADV	N;NOM;MASC;SG;3
rund	राउंड	rund	राउंड	ADV	N;NOM;MASC;SG;3
rund	गोलाकार	rund	गोलाकार	ADV	N;NOM;MASC;SG;3
einfach	सिंपल	einfach	सिंपल	ADV	
einfach	साधारण	einfach	साधारण	ADV	PROPN;NOM;MASC;SG;3
einfach	सरल	einfach	सरल	ADV	
einfach	बस	einfach	बस	ADV	N;NOM;FEM;SG;3
einfach	सिर्फ	einfach	सिर्फ	ADV	PART
einfach	बस	einfach	बस	ADV	N;NOM;FEM;SG;3
einfach	आसान	einfach	आसान	ADV	ADJ
datei	फाइल	datei	फाइल		N;NOM;FEM;SG;3
datei	फ़ाइल	datei	फााइल		N;NOM;MASC;SG;3
datei	संचिका	datei	संचिका		N;NOM;FEM;SG;3
frau	नारी	frau	नारी	N;NOM;FEM;SG	
land	देश	land	देश		N;NOM;MASC;SG;3
land	भूमि	land	भूमि		N;NOM;FEM;SG;3
land	जमीन	land	जमीन		N;NOM;FEM;SG;3
fast	लगभग	fast	लगभग	ADV	PART
hatten	था	haben	था	V;IND;PL;3;PST;FIN	V;MASC;IND;SG;PST;FIN;ACT
tod	निधन	tod	निधन		N;NOM;MASC;SG;3
tod	मृत्यु	tod	मृत्यु		N;NOM;FEM;SG;3
tod	मौत	tod	मौत		N;NOM;FEM;SG;3
tod	मौतें	tod	मौत		N;NOM;FEM;PL;3
tod	मौतों	tod	मौत		N;ACC;FEM;PL;3
arbeit	श्रमिक	arbeit	श्रमिक	N;NOM;FEM;SG	N;NOM;MASC;PL;3
arbeit	श्रमिक	arbeit	श्रमिक	N;NOM;FEM;SG	N;NOM;MASC;PL;3
arbeit	मजदूर	arbeit	मजदूर	N;NOM;FEM;SG	N;NOM;MASC;PL;3
macht	पावर	machen	पावर	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG;3
macht	शक्ति	machen	शक्ति	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG;3
paris	पैरिस	paris	पैरिस	PROPN;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
paris	पेरिस	paris	पेरिस	PROPN;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
alles	सबकुछ	alle	सबकुछ	PRO;NOM;INDF;NEUT;SG	
alles	सभी	alle	सब	PRO;NOM;INDF;NEUT;SG	PRO;NOM;3
alles	सब	alle	सब	PRO;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
oft	अकसर	oft	अकसर	ADV	CONJ
oft	बारंबार	oft	बारंबार	ADV	
landkreis	काउंटी	landkreis	काउंटी	N	PROPN;NOM;MASC;SG;3
landkreis	जिलाध्यक्ष	landkreis	जिलाध्यक्ष	N	PROPN;NOM;MASC;SG;3
führte	led	führen	led	V;IND;SG;3;PST;FIN	
kategorie	श्रेणियाँ	kategorie	श्रेणी	N;NOM;FEM;SG	N;NOM;FEM;PL;3
bedeutung	प्रासंगिकता	bedeutung	प्रासंगिकता	ADJ	N;NOM;FEM;SG;3
bedeutung	अहमियत	bedeutung	अहमियत	ADJ	N;NOM;FEM;SG;3
bedeutung	महत्ता	bedeutung	महत्ता	ADJ	N;NOM;FEM;SG;3
bedeutung	महत्व	bedeutung	महत्व	ADJ	N;NOM;MASC;SG;3
bedeutung	अर्थ	bedeutung	अर्थ	ADJ	
relevant	प्रासंगिकता	relevant	प्रासंगिकता	ADJ	N;NOM;FEM;SG;3
bereich	सेक्टर	bereich	सेक्टर	ADV	N;NOM;MASC;SG;3
bereich	डोमेन	bereich	डोमेन	ADV	N;NOM;MASC;SG;3
bereich	सीमा	bereich	सीमा	ADV	N;NOM;FEM;SG;3
bereich	दायरा	bereich	दायरा	ADV	N;NOM;MASC;SG;3
