から	from	から	from	CONJ	
ライブ	yaşa	ライブ	yaşa	N	
ライブ	canlı	ライブ	canlı	N	
含む	içerir	含む	içeri	V	
含む	içerir	含む	içeri	V	
含む	dahil	含む	dahil	V	
含む	dahil	含む	dahil	V	
専門	uzmanlaşmış	専門	uzmanlaş	N	V;PFV;NFH;IND;3;POS;PST
機能	fonksiyon	機能	fonksiyon	N	
機能	işlev	機能	işlev	N	
機能	özellik	機能	özellik	N	
身長	boy	身長	boy	N	
完成	tamamlama	完成	tamamla	V	
運転	sürüş	運転	sürüş	V	
写真	fotograf	写真	fotograf	N	
写真	foto	写真	foto	N	
写真	fotoğraf	写真	fotoğraf	N	
写真	fotoğraf	写真	fotoğraf	N	
写真	fotoğraf	写真	fotoğraf	N	
写真	fotoğraf	写真	fotoğraf	N	
写真	resim	写真	resim	N	
写真	resmi	写真	resmi	N	
関連	ilgili	関連	ilgili	V	ADJ
関連	alakalı	関連	alakalı	V	
関連	bağlantılı	関連	bağlantılı	V	
関連	akraba	関連	akraba	V	
関連	ilgili	関連	ilgili	V	ADJ
関連	ilişkili	関連	ilişkili	V	
関連	alakalı	関連	alakalı	V	
書店	kitapçı	書店	kitapçı	N	
高い	high	高い	high	ADJ	
高い	çak	高い	çak	ADJ	
高い	yükseğe	高い	yüksek	ADJ	
高い	uzundu	高い	uzun	ADJ	V;PFV;IND;SG;3;POS;PST;PASS
高い	pahalı	高い	pahalı	ADJ	
高い	pahalıdır	高い	pahalı	ADJ	
生産	imalat	生産	imalat	V	
生産	yapım	生産	yapım	V	
生産	üretim	生産	üretim	V	
生産	prodüksiyon	生産	prodüksiyon	V	
横浜	yokohama	横浜	yokoh	PROPN	PROPN;NOM;SG;3
上	yukarıdaki	上	yukarıdakiki	N	
上	yukarıda	上	yukarı	N	ADJ;ESS;SG;3
上	üzeri	上	üzer	N	
上	üstünde	上	üst	N	ADJ;ESS;SG;3
上	üstü	上	üst	N	
上	yukarda	上	yukar	N	
宇宙	kainat	宇宙	kainat	N	
宇宙	evren	宇宙	evren	N	
管理	yönetim	管理	yönetim	V	
管理	yönetimi	管理	yönetim	V	N;NOM;SG;3
管理	menajerlik	管理	menajerlik	V	N;NOM;SG;3
バー	çubuk	バー	çubuk	N	
ジョン	john	ジョン	john	PROPN	
ジョン	yahya	ジョン	yahya	PROPN	
公園	parks	公園	parks	N	PROPN;NOM;SG;3
スポーツ	spor	スポーツ	spor	N	
スポーツ	sport	スポーツ	sport	N	PROPN;NOM;SG;3
スポーツ	spor	スポーツ	spor	N	
脚本	senaryo	脚本	senaryo	N	
脚本	senaryo	脚本	senaryo	N	
脚本	betik	脚本	betik	N	
目的	hedefliyor	目的	hedefle	N	V;PROG;IND;SG;3;POS;INFM;PRS
目的	amaç	目的	amaç	N	
目的	amaç	目的	amaç	N	
目的	objektif	目的	objektif	N	
生活	life	生活	life	V	
生活	hayat	生活	hayat	V	
生活	yaşam	生活	yaşam	V	N;NOM;SG;3
生活	ömür	生活	ömür	V	
カード	kartlar	カード	kart	N	ADJ;NOM;PL;3
カード	kartları	カード	kart	N	ADJ;ACC;PL;3
カード	kart	カード	kart	N	
カード	kartı	カード	kart	N	
カード	kart	カード	kart	N	
基本	temelleri	基本	temel	N	ADJ;ACC;PL;3
基本	basics	基本	basics	N	
基本	temel	基本	temel	N	ADJ
基本	temel	基本	temel	N	ADJ
新潟	niigata	新潟	niigata	PROPN	PROPN;NOM;SG;3
女優	aktrisler	女優	aktris	N	
女優	artist	女優	artist	N	
女優	aktris	女優	aktris	N	
女優	oyuncu	女優	oyuncu	N	
不明	bilinmiyor	不明	bil	ADJ	V;PROG;IND;SG;3;NEG;INFM;PRS;PASS
不明	bilinmeyen	不明	bil	ADJ	V;PFV;IND;NEG;PRS;V.PTCP;PASS
タイトル	başlık	タイトル	başlık	N	
タイトル	unvan	タイトル	unvan	N	
タイトル	ünvan	タイトル	ünvan	N	
政治	politika	政治	politika	N	
政治	siyaset	政治	siyaset	N	
電気	elektrikli	電気	elektrikli	N	
警察	polis	警察	polis	N	
作成	yaratılış	作成	yarat	V	N;NOM;SG;3
ガン	silah	ガン	silah	N	
ガン	tabanca	ガン	tabanca	N	
予定	planlı	予定	planlı	N	
予定	planlanan	予定	planla	N	V;PFV;IND;POS;PRS;V.PTCP;PASS
予定	planlanmış	予定	planla	N	V;PFV;NFH;IND;SG;3;POS;PST;PASS
予定	planlandı	予定	planla	N	V;PFV;IND;SG;3;POS;PST;PASS
予定	planlı	予定	planlı	N	
予定	planlanan	予定	planla	N	V;PFV;IND;POS;PRS;V.PTCP;PASS
予定	planlanmış	予定	planla	N	V;PFV;NFH;IND;SG;3;POS;PST;PASS
予定	planlandı	予定	planla	N	V;PFV;IND;SG;3;POS;PST;PASS
スター	yıldız	スター	yıldız	N	
スター	star	スター	star	N	
経営	yönetim	経営	yönetim	V	
経営	yönetimi	経営	yönetim	V	N;NOM;SG;3
経営	menajerlik	経営	menajerlik	V	N;NOM;SG;3
自由	özgürlük	自由	özgürlük	ADJ	N;NOM;SG;3
自由	özgürlüğü	自由	özgürlük	ADJ	N;ACC;SG;3
自由	özgür	自由	özgür	ADJ	
自由	hürriyet	自由	hürriyet	ADJ	N;NOM;SG;3
自由	özgürlük	自由	özgürlük	ADJ	N;NOM;SG;3
自由	hürriyet	自由	hürriyet	ADJ	N;NOM;SG;3
自由	liberty	自由	liberty	ADJ	PROPN;NOM;SG;3
自由	bedava	自由	bedava	ADJ	
自由	özgür	自由	özgür	ADJ	
自由	free	自由	free	ADJ	
自由	serbest	自由	serbest	ADJ	
自由	özgürlükler	自由	özgürlük	ADJ	N;NOM;PL;3
過去	geçmiş	過去	geç	N	
陸軍	ordu	陸軍	ordu	N	
運営	ameliyat	運営	ameliyat	V	N;NOM;SG;3
運営	işlem	運営	işlem	V	
運営	operasyonu	運営	operasyon	V	N;ACC;SG;3
運営	operasyon	運営	operasyon	V	
愛知	aichi	愛知	aich	PROPN	PROPN;NOM;SG;3
表示	görünüm	表示	görün	V	N;NOM;SG;3
表示	görünümü	表示	görün	V	N;NOM;SG;3
表示	manzara	表示	manzara	V	N;NOM;SG;3
社長	başkan	社長	başkan	N	
社長	baskan	社長	baskan	N	
団体	kuruluş	団体	kuruluş	N	
団体	örgüt	団体	örgüt	N	
工業	endüstri	工業	endüstri	N	
工業	sanayii	工業	sanayii	N	
工業	sanayi	工業	sanayi	N	
通り	street	通り	street	N	PROPN;NOM;SG;3
外部	harici	外部	harici	N	
通信	yazışmaları	通信	yazış	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
通信	haberleşme	通信	haberleş	N	
通信	haberleşme	通信	haberleş	N	
俳優	artist	俳優	artist	N	
俳優	aktris	俳優	aktris	N	
俳優	oyuncu	俳優	oyuncu	N	
俳優	aktör	俳優	aktör	N	
俳優	oyuncu	俳優	oyuncu	N	
スペシャル	ozel	スペシャル	ozel	N	
スペシャル	özeldir	スペシャル	özel	N	
スペシャル	özel	スペシャル	özel	N	ADJ
少年	cocuk	少年	cocuk	N	
少年	evlat	少年	evlat	N	
病院	hastane	病院	hastan	N	
病院	hastahane	病院	hastahane	N	
病院	hastane	病院	hastan	N	
結婚	evlilik	結婚	evlilik	V	N;NOM;SG;3
結婚	evlilikleri	結婚	evlilik	V	N;ACC;PL;3
結婚	evlilikler	結婚	evlilik	V	N;NOM;PL;3
個人	şahsi	個人	şahsi	N	
個人	kişisel	個人	kişisel	N	
個人	bireysel	個人	bireysel	N	
個人	birey	個人	birey	N	
区間	aralıklı	区間	aralıklı	N	
銀行	bank	銀行	bank	N	
研究所	enstitü	研究所	enstit	N	
主に	öncelikle	主に	öncelik	ADV	N;INS;SG;3
学園	gakuen	学園	gakuen	N	
その	diğer	その	diğer	DET	ADJ
その	diğeri	その	diğer	DET	N;NOM;SG;3
その	öteki	その	öteki	DET	
その	diger	その	diger	DET	
その	diger	その	diger	DET	
その	diğerleri	その	diğer	DET	N;ACC;PL;3
その	diğerlerini	その	diğer	DET	N;ACC;PL;3
その	başkaları	その	başka	DET	ADJ;ACC;PL;3
ソフト	yumuşak	ソフト	yumuşak	ADJ	
ソフト	yufka	ソフト	yufka	ADJ	N;NOM;SG;3
なし	hiçbiri	なす	hiçbiri		PRO;NOM;SG;3
なし	hiç	なす	hiç		ADV
なし	olmadan	なす	ol		V;PFV;IND;NEG;PRS;V.CVB
江戸	edo	江戸	edo	PROPN	
学者	alim	学者	alim	N	
学者	bilgin	学者	bilgin	N	
国内	yerli	国内	yerli	N	
国内	yurtiçi	国内	yurtiçi	N	
ヨーク	york	ヨーク	york	PROPN	PROPN;NOM;SG;3
高速	hizli	高速	hizli	ADJ	
言語	dil	言語	dil	N	
言語	dil	言語	dil	N	
言語	dile	言語	dile	N	
言語	dili	言語	dili	N	
言語	lisan	言語	lisan	N	
設計	tasarım	設計	tas	V	
設計	dizayn	設計	dizayn	V	N;NOM;SG;3
韓国	kore	韓国	kore	PROPN	
リリース	sürüm	リリース	sürü	N	
リリース	serbest	リリース	serbest	N	
リリース	bültenleri	リリース	bülten	N	ADJ;ACC;PL;3
ベスト	yelek	ベスト	yelek	N	
ベスト	best	ベスト	best	N	
現代	çağdaş	現代	çağdaş	N	
会議	konferans	会議	konferans	N	
会議	buluşmak	会議	buluş	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
会議	buluşma	会議	buluş	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
バンド	band	バンド	ban	N	
バンド	grup	バンド	grup	N	
バンド	bando	バンド	ban	N	
バンド	bant	バンド	bant	N	
追加	ekle	追加	ekil	V	
追加	ekleme	追加	ekle	V	
追加	ekler	追加	ek	V	
追加	ekleme	追加	ekle	V	
追加	ekle	追加	ekil	V	
成功	başarılı	成功	başarılı	V	
成功	başarılar	成功	başarı	V	N;NOM;PL;3
成功	başarılı	成功	başarılı	V	
成功	başarı	成功	başarı	V	
移動	hareket	移動	hareket	V	N;NOM;SG;3
移動	taşı	移動	taşı	V	
移動	taşınma	移動	taşınma	V	
国民	millî	国民	millî	N	
国民	milli	国民	milli	N	ADJ
国民	ulusal	国民	ulusal	N	
国民	ulus	国民	ulus	N	
ファン	hayranları	ファン	hayran	N	ADJ;NOM;PL;3
ファン	hayran	ファン	hayran	N	
ファン	hayranlar	ファン	hayran	N	ADJ;NOM;PL;3
ファン	fan	ファン	fan	N	
ファン	hayran	ファン	hayran	N	
すべて	herşey	すべて	herşey	N	
すべて	hersey	すべて	hersey	N	
すべて	all	すべて	all	N	
すべて	hepsini	すべて	hepsi	N	PRO;ACC;PL;3
すべて	tamamı	すべて	tamam	N	
すべて	hepsi	すべて	hepsi	N	PRO;NOM;PL;3
すべて	tümü	すべて	tümü	N	
山口	yamaguchi	山口	yamaguchi	PROPN	PROPN;NOM;SG;3
運動	egzersiz	運動	egzersiz	V	
運動	hareket	運動	hareket	V	N;NOM;SG;3
運動	hareketler	運動	hareket	V	N;NOM;PL;3
運動	hareketlilik	運動	hareketlilik	V	N;NOM;SG;3
環境	çevre	環境	çevre	N	
環境	ortam	環境	ortam	N	
大きな	big	大きな	big	ADJ	
大きな	buyuk	大きな	buyuk	ADJ	
大きな	büyük	大きな	büyük	ADJ	
大きな	kocaman	大きな	kocaman	ADJ	
競技	yarışma	競技	yarış	N	
競技	rekabet	競技	rekabet	N	
競技	rakip	競技	rakip	N	
会長	başkan	会長	başkan	N	
会長	baskan	会長	baskan	N	
ヨーロッパ	avrupa	ヨーロッパ	avrupa	PROPN	
紹介	giriş	紹介	giriş	V	
紹介	tanıtım	紹介	tanıtım	V	
紹介	sevk	紹介	sevk	V	
形式	formu	形式	formu	N	
形式	biçim	形式	biçim	N	
形式	form	形式	form	N	
工場	fabrika	工場	fabrika	N	
相手	rakip	相手	rakip	N	
戦闘	savaş	戦闘	savaş	V	N;NOM;SG;3
戦闘	muharebe	戦闘	muharebe	V	N;NOM;SG;3
戦闘	savas	戦闘	savas	V	
戦闘	savaş	戦闘	savaş	V	N;NOM;SG;3
戦闘	muharebe	戦闘	muharebe	V	N;NOM;SG;3
労働	emek	労働	emek	N	
労働	emekçi	労働	emekçi	N	
労働	işçi	労働	işçi	N	
労働	emek	労働	emek	N	
事務所	büro	事務所	büro	N	
事務所	office	事務所	office	N	
事務所	ofis	事務所	ofis	N	
限定	sınırlı	限定	sınırlı	V	
限定	kısıtlı	限定	kısıtlı	V	
限定	sınırlıdır	限定	sınırlı	V	
データ	veri	データ	veri	N	
データ	data	データ	data	N	
作戦	işlem	作戦	işlem	N	
作戦	operasyon	作戦	operasyon	N	
オリジナル	orijinallik	オリジナル	orijinallik	ADJ	N;NOM;SG;3
オリジナル	orijinal	オリジナル	orijinal	ADJ	
オリジナル	özgün	オリジナル	özgün	ADJ	
オリジナル	orjinal	オリジナル	orjinal	ADJ	
オリジナル	aslı	オリジナル	aslı	ADJ	
オリジナル	orijinal	オリジナル	orijinal	ADJ	
可能性	muhtemel	可能性	muhtemel	N	
可能性	mümkün	可能性	mümkün	N	
可能性	olası	可能性	olası	N	
可能性	ihtimal	可能性	ihtimal	N	
種類	tipi	種類	tip	N	
種類	tip	種類	tip	N	
種類	türü	種類	tür	N	
種類	tür	種類	tür	N	
種類	type	種類	type	N	
種類	türleri	種類	tür	N	ADJ;NOM;PL;3
文字	karakter	文字	karak	N	
文字	karakter	文字	karak	N	
大統領	başkan	大統領	başkan	N	
大統領	baskan	大統領	baskan	N	
協力	işbirliği	協力	işbirliği	V	N;NOM;SG;3
指導	hidayet	指導	hidayet	V	N;NOM;SG;3
指導	rehberlik	指導	rehberlik	V	N;NOM;SG;3
判断	hüküm	判断	hüküm	V	
判断	yargı	判断	yargı	V	
判断	muhakeme	判断	muhakem	V	
判断	hüküm	判断	hüküm	V	
判断	yargı	判断	yargı	V	
判断	yargılama	判断	yargılama	V	
連邦	federasyon	連邦	federasyon	N	
ネット	net	ネット	net	N	
ネット	ağ	ネット	ağ	N	
ネット	nets	ネット	nets	N	PROPN;NOM;SG;3
ネット	ağlar	ネット	ağ	N	
共和国	cumhuriyet	共和国	cumhuriyet	N	
引退	emekli	引退	emekli	V	
部門	bölüm	部門	bölüm	N	
産業	sektör	産業	sektör	N	
産業	endüstri	産業	endüstri	N	
産業	sanayii	産業	sanayii	N	
産業	sanayi	産業	sanayi	N	
決勝	final	決勝	final	N	
プロデューサー	üretici	プロデューサー	üretici	N	
プロデューサー	yapımcı	プロデューサー	yapımcı	N	
誕生	doğumu	誕生	doğum	V	N;ACC;SG;3
誕生	doğum	誕生	doğum	V	N;NOM;SG;3
誕生	dogum	誕生	dogum	V	
指揮	komut	指揮	komut	V	
指揮	komuta	指揮	komut	V	N;NOM;SG;3
指揮	komuta	指揮	komut	V	N;NOM;SG;3
レース	irk	レース	irk	N	
レース	yarış	レース	yarış	N	
レース	yarışmak	レース	yarış	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
レース	yarış	レース	yarış	N	
レース	dantelli	レース	dantelli	N	
静岡	shizuoka	静岡	shizuoka	PROPN	PROPN;NOM;SG;3
郵便	mail	郵便	mail	N	
郵便	posta	郵便	posta	N	
神奈川	kanagawa	神奈川	kanaga	PROPN	PROPN;NOM;SG;3
岡山	okayama	岡山	oka	PROPN	PROPN;NOM;SG;3
埼玉	saitama	埼玉	saita	PROPN	PROPN;NOM;SG;3
項目	girdileri	項目	gir	N	V;PFV;IND;POS;PST;V.PTCP
項目	girdiler	項目	gir	N	V;PFV;IND;PL;3;POS;PST
カップ	kupa	カップ	kupa	N	
カップ	cup	カップ	cup	N	
ラン	run	ラン	run	N	
ラン	kaç	ラン	kaç	N	ADJ
ラン	koş	ラン	koş	N	
レイ	işın	レイ	iş	N	
レイ	ray	レイ	ray	N	
移転	aktarım	移転	aktarım	V	
移転	transfer	移転	transfer	V	
移転	havale	移転	havale	V	N;NOM;SG;3
移転	taşınma	移転	taşınma	V	
ほぼ	nerdeyse	ほぼ	nerdeyse	ADV	
ほぼ	neredeyse	ほぼ	neredeyse	ADV	
ほぼ	nerdeyse	ほぼ	nerdeyse	ADV	
ほぼ	neredeyse	ほぼ	neredeyse	ADV	
イベント	olay	イベント	olay	N	
異なる	farklı	異なる	farklı	V	ADJ
異なる	farkli	異なる	farkli	V	
異なる	değişik	異なる	değişik	V	
神戸	kobe	神戸	kobe	PROPN	PROPN;NOM;SG;3
カー	kerr	カー	kerr	N	
出典	kaynağı	出典	kaynak	N	
出典	kaynak	出典	kaynak	N	
関西	kansai	関西	kansai	PROPN	PROPN;NOM;SG;3
ほとんど	nerdeyse	ほとんど	nerdeyse	ADV	
ほとんど	neredeyse	ほとんど	neredeyse	ADV	
行動	davranışlar	行動	davranış	V	N;NOM;PL;3
行動	davranış	行動	davranış	V	N;NOM;SG;3
行動	davranışı	行動	davranış	V	N;ACC;SG;3
行動	davranışlar	行動	davranış	V	N;NOM;PL;3
行動	davranış	行動	davranış	V	N;NOM;SG;3
行動	davranışları	行動	davranış	V	N;NOM;PL;3
行動	davranış	行動	davranış	V	N;NOM;SG;3
重要	önemlidir	重要	önemli	ADJ	
重要	önemli	重要	önemli	ADJ	
プロジェクト	proje	プロジェクト	proje	N	
プロジェクト	proje	プロジェクト	proje	N	
九州	kyushu	九州	kyushu	PROPN	
電車	tren	電車	tren	N	
電車	tren	電車	tren	N	
建築	mimarlık	建築	mimarlık	N	
建築	mimari	建築	mimar	N	
クラス	ders	クラス	ders	N	
クラス	klas	クラス	klas	N	
導入	giriş	導入	giriş	V	
導入	tanıtım	導入	tanıtım	V	
アジア	anadolu	アジア	anadolu	N	
アジア	asya	アジア	asya	N	
全体	genel	全体	genel	N	ADJ
全体	toplam	全体	toplam	N	
全体	bütün	全体	bütün	N	ADJ
全体	tüm	全体	tüm	N	DET
全体	tamamı	全体	tamam	N	
全体	tamamı	全体	tamam	N	
タイ	tayland	タイ	tayla	PROPN	PROPN;NOM;SG;3
タイ	tai	タイ	tai	PROPN	
普通	olağan	普通	olağan	ADJ	
普通	sıradan	普通	sıradan	ADJ	
普通	normal	普通	normal	ADJ	
一人	biri	一人	biri	PROPN	PRO;NOM;SG;3
一人	bir	一人	bir	PROPN	
長野	nagano	長野	nagano	PROPN	PROPN;NOM;SG;3
舞台	aşama	舞台	aşam	N	
舞台	sahne	舞台	sahne	N	
スペイン	ispanya	スペイン	ispanya	PROPN	PROPN;NOM;SG;3
再び	tekrar	再び	tekrar	ADV	
発見	keşfedin	発見	keşfe	V	N;GEN;SG;3
発見	keşfet	発見	keşfet	V	
発見	keşfi	発見	keşif	V	
発見	keşif	発見	keşif	V	
発見	discovery	発見	discovery	V	N;NOM;SG;3
鈴木	suzuki	鈴木	suzuki	PROPN	
ローマ	romalı	ローマ	romalı	N	
ローマ	roman	ローマ	roman	N	
ローマ	rome	ローマ	rom	N	PROPN;NOM;SG;3
ローマ	roma	ローマ	roma	N	PROPN;NOM;SG;3
ローマ	roma	ローマ	roma	N	PROPN;NOM;SG;3
保護	koru	保護	koru	V	
保護	koruma	保護	koru	V	
保護	korunma	保護	korun	V	
少女	kız	少女	kız	N	
少女	girl	少女	girl	N	
少女	kızım	少女	kız	N	ADJ;NOM;SG;3
少女	kiz	少女	kiz	N	
少女	shōjo	少女	shōjo	N	
試験	inceleme	試験	incele	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
多数	birçok	多数	birçok	N	DET
反対	aleyhinde	反対	aleyh		N;ESS;SG;3
作家	yazar	作家	yazar	N	
作家	yazar	作家	yazar	N	
作家	yazarı	作家	yazar	N	
地球	earth	地球	earth	N	
地球	toprak	地球	toprak	N	
地球	dünya	地球	dünya	N	
地球	yeryüzü	地球	yeryüzü	N	
特徴	özellik	特徴	özellik	N	
特徴	karakteristik	特徴	karakteristik	N	ADJ
ベース	üs	ベース	üs	N	
ベース	baz	ベース	baz	N	
ベース	üssü	ベース	üss	N	
ベース	taban	ベース	taban	N	
ベース	bas	ベース	bas	N	
ベース	bass	ベース	bass	N	
男性	erkek	男性	erkek	N	
男性	erkekler	男性	erkek	N	ADJ;NOM;PL;3
男性	men	男性	men	N	
男性	erkek	男性	erkek	N	
男性	man	男性	man	N	
男性	erkek	男性	erkek	N	
ケース	case	ケース	case	N	
ケース	vaka	ケース	vaka	N	
ケース	dava	ケース	dava	N	
子供	cocuk	子供	cocuk	N	
福島	fukushima	福島	fukushi	PROPN	PROPN;NOM;SG;3
大臣	bakan	大臣	bak	N	
オープン	açık	オープン	açık	N	ADJ
オープン	open	オープン	open	N	
オープン	açın	オープン	aç	N	V;PFV;IMP;PL;2;POS;PRS
オープン	aç	オープン	aç	N	
オープン	açıl	オープン	açıl	N	
兵庫	hyogo	兵庫	hyogo	PROPN	
コーナー	köşe	コーナー	köşe	N	
取締役	müdür	取締役	müdür	N	
取締役	yönetmen	取締役	yönetmen	N	
取締役	yönetici	取締役	yönetici	N	
人気	popüler	人気	popü	N	
人気	sevilen	人気	sev	N	V;PFV;IND;POS;PRS;V.PTCP;PASS
評価	puan	評価	pu	V	
評価	reyting	評価	reyting	V	
評価	beğeni	評価	beğen	V	
評価	reyting	評価	reyting	V	
評価	puanlar	評価	puan	V	N;NOM;PL;3
評価	oranı	評価	oran	V	N;NOM;SG;3
評価	oran	評価	oran	V	
説明	tanım	説明	tanım	V	
説明	tarif	説明	tarif	V	
装備	donatım	装備	donatım	V	
装備	ekipman	装備	ekipman	V	
装備	donanım	装備	don	V	
投票	oylar	投票	oy	V	N;NOM;PL;3
投票	oy	投票	oy	V	N;NOM;SG;3
投票	oy	投票	oy	V	N;NOM;SG;3
雑誌	dergi	雑誌	dergi	N	
雑誌	magazin	雑誌	magazin	N	
雑誌	dergi	雑誌	dergi	N	
雑誌	magazin	雑誌	magazin	N	
熊本	kumamoto	熊本	kumamoto	PROPN	PROPN;NOM;SG;3
グランド	binlik	グランド	binlik	PROPN	
グランド	grand	グランド	grand	PROPN	N;NOM;SG;3
学科	bölüm	学科	bölüm	N	
パー	par	パー	par	N	
専用	adanmış	専用	adan	N	V;PFV;NFH;IND;POS;PST
専用	adamış	専用	ada	N	V;PFV;NFH;IND;POS;PST
登録	kayıt	登録	kayıt	V	
登録	kayıt	登録	kayıt	V	
登録	üyelik	登録	üyelik	V	N;NOM;SG;3
登録	kayıtları	登録	kayıt	V	N;ACC;PL;3
登録	kayıtlar	登録	kayıt	V	N;NOM;PL;3
登録	ruhsat	登録	ruhsat	V	
登録	tescil	登録	tescil	V	
登録	kayıt	登録	kayıt	V	
佐藤	sato	佐藤	sato	PROPN	PROPN;NOM;SG;3
田中	tanaka	田中	tanak	PROPN	PROPN;NOM;SG;3
ステージ	aşama	ステージ	aşam	N	
ステージ	sahne	ステージ	sahne	N	
沖縄	okinawa	沖縄	okin	PROPN	PROPN;NOM;SG;3
ゲスト	konuk	ゲスト	konuk	PROPN	N;NOM;SG;3
ゲスト	misafir	ゲスト	misafir	PROPN	N;NOM;SG;3
ゲスト	misafirler	ゲスト	misafir	PROPN	N;NOM;PL;3
ゲスト	konuklar	ゲスト	konuk	PROPN	N;NOM;PL;3
ゲスト	misafir	ゲスト	misafir	PROPN	N;NOM;SG;3
ゲスト	konuk	ゲスト	konuk	PROPN	N;NOM;SG;3
周辺	çevre	周辺	çevre	N	
言葉	kelime	言葉	kelim	N	
言葉	laf	言葉	laf	N	
言葉	söz	言葉	söz	N	
言葉	sözcük	言葉	sözcük	N	
言葉	kelime	言葉	kelim	N	
教会	church	教会	church	N	PROPN;NOM;SG;3
教会	kilise	教会	kili	N	
内閣	kabin	内閣	kabin	N	
整備	bakım	整備	bakım	V	
整備	bakımı	整備	bakım	V	N;NOM;SG;3
主張	iddia	主張	iddia	V	
主張	iddia	主張	iddia	V	
ロック	kilitli	ロック	kilitli	N	
ロック	kilitleme	ロック	kilitle	N	V;PFV;NOM;IND;2;POS;PRS;V.MSDR
ロック	kilit	ロック	kilit	N	
ロック	taş	ロック	taş	N	
ロック	kaya	ロック	kay	N	
ロック	rock	ロック	rock	N	
事故	kaza	事故	kaza	N	
事故	kaza	事故	kaza	N	
分類	kategori	分類	kategori	V	
分類	kategorisi	分類	kategori	V	N;NOM;SG;3
分類	kategorizasyonu	分類	kategorizasyonu	V	N;ACC;SG;3
分類	kategorileri	分類	kategori	V	N;ACC;PL;3
中村	nakamura	中村	nakam	PROPN	PROPN;NOM;SG;3
家族	family	家族	family	N	
家族	aile	家族	aile	N	
表現	temsili	表現	temsili	V	
表現	temsil	表現	temsil	V	
表現	ifade	表現	ifade	V	N;NOM;SG;3
表現	ifadesi	表現	ifade	V	N;NOM;SG;3
表現	deyim	表現	dey	V	
表現	temsil	表現	temsil	V	
仙台	sendai	仙台	sendai	PROPN	PROPN;NOM;SG;3
ホール	delik	ホール	delik	N	
ホール	çukur	ホール	çukur	N	
ホール	hall	ホール	hall	N	
体重	ağırlık	体重	ağırlık	N	
体重	kilo	体重	kilo	N	
血液	kan	血液	kan	N	
血液	blood	血液	blood	N	
同意	rıza	同意	rız	V	
同意	kabul	同意	kabul	V	N;NOM;SG;3
これら	şunlar	これら	şu	PRO	
