oli	бе	olema	съм	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;PST;FIN;ACT
neli	четири	neli	четири	NUM;NOM;SG	NUM;INDF;PL
neli	четирима	neli	четирима	NUM;NOM;SG	NUM;INDF;PL
ees	преден	ees	преден	ADV	ADJ;INDF;MASC;SG
ees	предни	ees	преден	ADV	ADJ;INDF;PL
ees	фронт	ees	фронт	ADV	N;INDF;MASC;SG
ees	предна	ees	преден	ADV	ADJ;INDF;FEM;SG
martin	мартин	martin	мартин	N;NOM;SG	PROPN;INDF;MASC;SG
martin	martin	martin	martin	N;NOM;SG	PROPN;INDF;MASC;SG
midagi	нищо	miski	никой	PRO;PRT;SG	PRO;NOM;INDF;NEUT;SG
midagi	нещо	miski	някой	PRO;PRT;SG	PRO;NOM;INDF;NEUT;SG
päeva	дни	päev	ден	N;PRT;SG	N;INDF;MASC;PL
töö	работи	töö	работя	N;NOM;SG	V;IPFV;IMP;SG;2;FIN
otto	ото	otto	ото	N;NOM;SG	PROPN;INDF;MASC;SG
https	https	https	https	N;NOM;SG	PROPN;INDF;MASC;SG
hollandi	холандец	hollandi	холандец	ADJ	N;INDF;MASC;SG
hollandi	дъч	hollandi	дъч	ADJ	PROPN;INDF;MASC;SG
mängis	играха	mängima	играя	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;PL;3;PST;FIN;ACT
hans	ханс	hans	ханс	N;NOM;SG	PROPN;INDF;MASC;SG
tehtud	готово	tegema	готов	V;PST;V.PTCP;PASS	ADV
san	сан	san	сан	N;NOM;SG	PROPN;INDF;MASC;SG
inimesed	народ	inimene	народ	N;NOM;PL	N;INDF;MASC;SG
inimesed	хора	inimene	хора	N;NOM;PL	N;INDF
inimesed	хората	inimene	хора	N;NOM;PL	N;DEF
abiellus	женени	abi_elluma	женя-(се)	V;IND;SG;3;PST;FIN;ACT	V;IPFV;INDF;PL;V.PTCP;PASS
abiellus	женена	abi_elluma	женя-(се)	V;IND;SG;3;PST;FIN;ACT	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
abiellus	омъжена	abi_elluma	омъжя	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
abiellus	женен	abi_elluma	женен	V;IND;SG;3;PST;FIN;ACT	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
tööd	работи	töö	работя	N;PRT;SG	V;IPFV;IMP;SG;2;FIN
asuvad	разположена	asuma	разположа-(се)	V;IND;PL;3;PRS;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
asuvad	разположен	asuma	разположа-(се)	V;IND;PL;3;PRS;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
asuvad	разположени	asuma	разположа-(се)	V;IND;PL;3;PRS;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
asuvad	разположено	asuma	разположа-(се)	V;IND;PL;3;PRS;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
anna	анна	andma	анна	V;IMP;SG;2;PRS;FIN;ACT	PROPN;INDF;FEM;SG
anna	ана	andma	ана	V;IMP;SG;2;PRS;FIN;ACT	PROPN;INDF;FEM;SG
loodud	създаде	looma	създам	V;PST;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
ala	ала	ala	ала	N;NOM;SG	CONJ
gustav	густав	gustav	густав	ADJ;NOM;SG;PRS;V.PTCP;ACT	N;INDF;MASC;SG
minu	моите	mina	мой	PRO;GEN;SG;1	DET;DEF;PL;1
minu	мой	mina	мой	PRO;GEN;SG;1	DET;INDF;MASC;SG;1
minu	моята	mina	мой	PRO;GEN;SG;1	DET;DEF;FEM;SG;1
minu	мое	mina	мой	PRO;GEN;SG;1	DET;INDF;NEUT;SG;1
minu	моя	mina	мой	PRO;GEN;SG;1	DET;INDF;FEM;SG;1
minu	моят	mina	мой	PRO;GEN;SG;1	DET;DEF;MASC;SG;1
aafrika	африканска	aafrika	африкански	N;NOM;SG	ADJ;INDF;FEM;SG
aafrika	африкански	aafrika	африкански	N;NOM;SG	ADJ;INDF;MASC;SG
ametlik	официално	ametlik	официално	ADJ;NOM;SG	ADV
ametlik	формално	ametlik	формално	ADJ;NOM;SG	ADV
ametlik	официално	ametlik	официално	ADJ;NOM;SG	ADV
oja	брук	oja	брук	N;NOM;SG	PROPN;INDF;FEM;SG
oja	крийк	oja	крийк	N;NOM;SG	PROPN;INDF;MASC;SG
miljonit	милион	miljon	милион	NUM;NOM;SG	N;INDF;MASC;SG
armee	армейски	armee	армейски	N;NOM;SG	ADJ;INDF;MASC;SG
teatas	докладвани	teatama	докладвам	V;IND;SG;3;PST;FIN;ACT	V;IPFV;INDF;PL;V.PTCP;PASS
teatas	съобщено	teatama	съобщено	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
teatas	докладвано	teatama	докладвам	V;IND;SG;3;PST;FIN;ACT	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS
teatas	обявена	teatama	обявя-(се)	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
teatas	обявен	teatama	обявя-(се)	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
teatas	обявени	teatama	обявя-(се)	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
teatas	обявено	teatama	обявя-(се)	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
väed	войска	vägi	войска	N;NOM;PL	N;INDF;FEM;SG
meetri	метри	meeter	метър	N;GEN;SG	N;INDF;MASC;PL
kanada	канадци	kanama	канадец	N;NOM;SG	N;INDF;MASC;PL
kanada	канадска	kanama	канадски	N;NOM;SG	ADJ;INDF;FEM;SG
kanada	канадски	kanama	канадски	N;NOM;SG	ADJ;INDF;MASC;SG
loodi	създаде	looma	създам	V;IND;PST;FIN;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
mõju	последици	mõju	последица	N;NOM;SG	N;INDF;FEM;PL
mõju	ефекти	mõju	ефект	N;NOM;SG	N;INDF;MASC;PL
david	дейвид	davi	дейвид	N;NOM;SG	PROPN;INDF;MASC;SG
arutelu	обсъждания	arutelu	обсъждане	N;NOM;SG	N;INDF;NEUT;PL
arutelu	дискусии	arutelu	дискусия	N;NOM;SG	N;INDF;FEM;PL
arutelu	разисквания	arutelu	разискване	N;NOM;SG	N;INDF;NEUT;PL
arutelu	дебати	arutelu	дебат	N;NOM;SG	N;INDF;MASC;PL
eri	еми	eri	еми	ADJ	PROPN;INDF;MASC;SG
eri	emi	eri	emi	ADJ	PROPN;INDF;NEUT;SG
eri	eri	eri	eri	ADJ	PROPN;INDF;MASC;SG
kesk	централно	kesk	централен	N;NOM;SG	ADV
kesk	централен	kesk	централен	N;NOM;SG	ADJ;INDF;MASC;SG
kesk	централни	kesk	централен	N;NOM;SG	ADJ;INDF;PL
kesk	централна	kesk	централен	N;NOM;SG	ADJ;INDF;FEM;SG
valge	бели	valge	бял	ADJ;NOM;SG	ADJ;INDF;PL
valge	бяло	valge	бял	ADJ;NOM;SG	ADV
rahvusvaheline	международно	rahvus_vaheline	международно	ADJ;NOM;SG	ADV
rahvusvaheline	интернешънъл	rahvus_vaheline	интернешънъл	ADJ;NOM;SG	N;INDF;MASC;SG
rahvusvaheline	международни	rahvus_vaheline	международен	ADJ;NOM;SG	ADJ;INDF;PL
charles	чарлс	charles	чарлс	N;NOM;SG	PROPN;INDF;MASC;SG
charles	шарл	charles	шарл	N;NOM;SG	PROPN;INDF;MASC;SG
michael	майкъл	michael	майкъл	N;NOM;SG	PROPN;INDF;MASC;SG
inimene	човешка	inimene	човешки	N;NOM;SG	ADJ;INDF;FEM;SG
inimene	човешко	inimene	човешки	N;NOM;SG	ADV
inimene	човешки	inimene	човешки	N;NOM;SG	ADJ;INDF;MASC;SG
ülem	шефе	ülem	шефе	N;NOM;SG	ADV
vladimir	владимир	vladimir	владимир	N;NOM;SG	PROPN;INDF;MASC;SG
balti	балтийско	balti	балтийски	ADJ	ADV
austraalia	австралийски	austraalia	австралийски	N;NOM;SG	ADJ;INDF;MASC;SG
austraalia	австралия	austraalia	австралия	N;NOM;SG	PROPN;INDF;FEM;SG
des	дес	des	дес	N;NOM;SG	PROPN;INDF;FEM;SG
des	des	des	des	N;NOM;SG	PROPN
des	дез	des	дез	N;NOM;SG	PROPN;INDF;NEUT;SG
ülikool	university	üli_kool	university	N;NOM;SG	PROPN;INDF;MASC;SG
võru	гривна	võru	гривна	ADJ	N;INDF;FEM;SG
võru	яката	võru	яка	ADJ	N;DEF;FEM;SG
mitme	мулти	mitu	мулта	PRO;NOM;SG	N;INDF;FEM;PL
levinud	разпространението	levi=nud	разпространение	ADJ;PST;V.PTCP;ACT	N;DEF;NEUT;SG
levinud	разпространение	levi=nud	разпространение	ADJ;PST;V.PTCP;ACT	N;INDF;NEUT;SG
säilinud	запазено	säilima	запазя-(се)	V;PST;V.PTCP;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
säilinud	запазен	säilima	запазя-(се)	V;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
säilinud	запазени	säilima	запазя-(се)	V;PST;V.PTCP;ACT	V;PFV;INDF;PL;V.PTCP;PASS
säilinud	консервирани	säilima	консервирам	V;PST;V.PTCP;ACT	V;PFV;INDF;PL;V.PTCP;PASS
säilinud	запазена	säilima	запазя-(се)	V;PST;V.PTCP;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
kalmistu	гробища	kalmistu	гробище	N;NOM;SG	N;INDF;NEUT;PL
tegevus	действия	tegevus	действие	N;NOM;SG	N;INDF;NEUT;PL
tegevus	дейности	tegevus	дейност	N;NOM;SG	N;INDF;FEM;PL
tegevus	занимания	tegevus	занимание	N;NOM;SG	N;INDF;NEUT;PL
muu	друго	muu	друг	PRO;NOM;SG	ADV
muu	друг	muu	друг	PRO;NOM;SG	ADJ;INDF;MASC;SG
muu	други	muu	друг	PRO;NOM;SG	ADJ;INDF;PL
carl	карл	carl	карл	N;NOM;SG	PROPN;INDF;MASC;SG
inglismaa	англия	inglis_maa	англия	N;NOM;SG	PROPN;INDF;FEM;SG
filmi	филмова	film	филмов	N;PRT;SG	ADJ;INDF;FEM;SG
hästi	еее	hästi	ее	ADV	INTJ
ladina	латинска	ladina	латински	N;NOM;SG	ADJ;INDF;FEM;SG
ladina	латински	ladina	латински	N;NOM;SG	ADJ;INDF;MASC;SG
sisaldab	съдържащ	sisaldama	съдържам-(се)	V;IND;SG;3;PRS;FIN;ACT	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
sisaldab	съдържащи	sisaldama	съдържам-(се)	V;IND;SG;3;PRS;FIN;ACT	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
sisaldab	съдържащо	sisaldama	съдържам-(се)	V;IND;SG;3;PRS;FIN;ACT	ADV
sisaldab	съдържаща	sisaldama	съдържам-(се)	V;IND;SG;3;PRS;FIN;ACT	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
peter	петър	peter	петър	N;NOM;SG	PROPN;INDF;MASC;SG
peter	питър	peter	питър	N;NOM;SG	PROPN;INDF;MASC;SG
peter	петер	peter	петер	N;NOM;SG	PROPN;INDF;MASC;SG
george	джордж	georg	джордж	N;NOM;SG	PROPN;INDF;MASC;SG
kaotas	изгубено	kaotama	изгубя-(се)	V;IND;SG;3;PST;FIN;ACT	ADV
kaotas	изгубени	kaotama	изгубен	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;PL
kaotas	изгубена	kaotama	изгубя-(се)	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;SG
kaotas	загубен	kaotama	загубен	V;IND;SG;3;PST;FIN;ACT	N;INDF;MASC;SG
kaotas	загуби	kaotama	загуба	V;IND;SG;3;PST;FIN;ACT	N;INDF;FEM;PL
kaotas	изгубен	kaotama	изгубен	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
film	филмова	film	филмов	N;NOM;SG	ADJ;INDF;FEM;SG
finaal	финали	finaal	финал	N;NOM;SG	N;INDF;MASC;PL
finaal	финалите	finaal	финал	N;NOM;SG	N;DEF;MASC;PL
finaal	изпити	finaal	изпит	N;NOM;SG	N;INDF;MASC;PL
jean	жан	jean	жан	N;NOM;SG	PROPN;INDF;MASC;SG
jean	джийн	jean	джийн	N;NOM;SG	PROPN;INDF;FEM;SG
andres	андрес	andres	андрес	N;NOM;SG	PROPN;INDF;MASC;SG
enamik	повечето	enamik	повече	N;NOM;SG	ADV;DEF;PL
james	джеймс	james	джеймс	N;NOM;SG	PROPN;INDF;MASC;SG
eraldi	поотделно	eraldi	поотделно	ADJ	ADV
eraldi	отделно	eraldi	отделно	ADJ	ADV
eraldi	индивидуално	eraldi	индивидуално	ADJ	ADV
eraldi	разделени	eraldi	разделя-(се)	ADJ	V;PFV;INDF;PL;V.PTCP;PASS
eraldi	отделно	eraldi	отделно	ADJ	ADV
eraldi	отделени	eraldi	отделя-(се)	ADJ	V;PFV;INDF;PL;V.PTCP;PASS
surnud	починали	surnud	почина-(си)	ADJ;PST;V.PTCP;ACT	V;PFV;INDF;PL;PST;V.PTCP;ACT
surnud	починала	surnud	почина-(си)	ADJ;PST;V.PTCP;ACT	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
surnud	покойник	surnud	покойник	ADJ;PST;V.PTCP;ACT	N;INDF;MASC;SG
surnud	починал	surnud	почина-(си)	ADJ;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
surnud	мъртъв	surnud	мъртъв	ADJ;PST;V.PTCP;ACT	N;INDF;MASC;SG
elab	животи	elama	живот	V;IND;SG;3;PRS;FIN;ACT	N;INDF;MASC;PL
keda	кой	kes	кой	PRO;PRT;SG	PRO;NOM;MASC;SG
türgi	турция	türgi	турция	N;NOM;SG	PROPN;INDF;FEM;SG
türgi	турско	türgi	турски	N;NOM;SG	ADV
türgi	турски	türgi	турски	N;NOM;SG	ADJ;INDF;MASC;SG
türgi	турска	türgi	турски	N;NOM;SG	ADJ;INDF;FEM;SG
rein	юздите	rein	юзда	N;NOM;SG	N;DEF;FEM;PL
vaja	необходимост	vaja	необходимост	ADV	N;INDF;FEM;SG
vaja	нужда	vaja	нужда	ADV	N;INDF;FEM;SG
vaja	потребност	vaja	потребност	ADV	N;INDF;FEM;SG
pikk	дълги	pikk	дълъг	ADJ;NOM;SG	ADJ;INDF;PL
pikk	дълго	pikk	дълго	ADJ;NOM;SG	ADV
pikk	лонг	pikk	лонг	ADJ;NOM;SG	PROPN;INDF;MASC;SG
süsteemi	системни	süsteem	системен	N;PRT;SG	ADJ;INDF;PL
mõlemad	двете	mõlema	два	PRO;NOM;PL	NUM;DEF;FEM;PL
aleksandr	александър	aleksandr	александър	N;NOM;SG	PROPN;INDF;MASC;SG
oluline	важно	oluline	важно	ADJ;NOM;SG	ADV
oluline	важни	oluline	важен	ADJ;NOM;SG	ADJ;INDF;PL
õigeusu	православна	õige_usk	православен	N;NOM;SG	ADJ;INDF;FEM;SG
van	van	van	van	N;NOM;SG	PROPN;INDF;MASC;SG
van	ван	van	ван	N;NOM;SG	PROPN
vaba	свободно	vaba	свободно	ADJ;NOM;SG	ADV
vaba	свободни	vaba	свободен	ADJ;NOM;SG	ADJ;INDF;PL
vaba	безплатни	vaba	безплатен	ADJ;NOM;SG	ADJ;INDF;PL
vaba	безплатно	vaba	безплатно	ADJ;NOM;SG	ADV
ernst	ернст	ernst	ернст	N;NOM;SG	PROPN;INDF;MASC;SG
vee	вий	vesi	вий	N;GEN;SG	INTJ
muud	друго	muu	друг	PRO;NOM;SG	ADV
muud	друг	muu	друг	PRO;NOM;SG	ADJ;INDF;MASC;SG
muud	други	muu	друг	PRO;NOM;SG	ADJ;INDF;PL
muud	напреднал	muu	напредна	PRO;NOM;SG	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
muud	напреднала	muu	напредна	PRO;NOM;SG	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
muud	разширено	muu	разширя-(се)	PRO;NOM;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
muud	напреднали	muu	напредна	PRO;NOM;SG	V;PFV;INDF;PL;PST;V.PTCP;ACT
muud	другите	muu	друг	PRO;NOM;SG	ADJ;DEF;PL
muud	други	muu	друг	PRO;NOM;SG	ADJ;INDF;PL
hertsog	дюк	hertsog	дюк	N;NOM;SG	PROPN;INDF;MASC;SG
india	индианец	india	индианец	ADJ	N;INDF;MASC;SG
india	индиец	india	индиец	ADJ	N;INDF;MASC;SG
india	индийско	india	индийски	ADJ	ADV
india	индия	india	индия	ADJ	PROPN;INDF;FEM;SG
louis	louis	luud	louis	N;NOM;SG	PROPN;INDF;MASC;SG
louis	луис	luud	луис	N;NOM;SG	PROPN;INDF;MASC;SG
brasiilia	бразилия	brasiilia	бразилия	ADJ	PROPN;INDF;FEM;SG
estonia	естония	estonia	естония	N;NOM;SG	PROPN;INDF;FEM;SG
kaitse	защити	kaitse	защитя	N;NOM;SG	V;PFV;IMP;SG;2;FIN
keskmine	средно	keskmine	средно	ADJ;NOM;SG	ADV
keskmine	средни	keskmine	среден	ADJ;NOM;SG	ADJ;INDF;PL
keskmine	средно	keskmine	средно	ADJ;NOM;SG	ADV
erinevad	различна	erinev	различен	ADJ;NOM;PL;PRS;V.PTCP;ACT	ADJ;INDF;FEM;SG
erinevad	различно	erinev	различно	ADJ;NOM;PL;PRS;V.PTCP;ACT	ADV
erinevad	различен	erinev	различен	ADJ;NOM;PL;PRS;V.PTCP;ACT	ADJ;INDF;MASC;SG
kõrge	високи	kõrge	висок	ADJ;NOM;SG	ADJ;INDF;PL
kõrge	високо	kõrge	високо	ADJ;NOM;SG	ADV
kasutab	употреби	kasutama	употребя	V;IND;SG;3;PRS;FIN;ACT	V;PFV;IMP;SG;2;FIN
kasvab	отглеждане	kasvama	отглеждане	V;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;SG
kasvab	растат	kasvama	раста	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
kolmas	трето	kolmas	трето	ADJ;NOM;SG	ADV
keha	телесно	keha	телесно	N;NOM;SG	ADV
raudtee	железници	raud_tee	железница	N;NOM;SG	N;INDF;FEM;PL
raudtee	железопътен	raud_tee	железопътен	N;NOM;SG	ADJ;INDF;MASC;SG
raudtee	железопътния	raud_tee	железопътен	N;NOM;SG	ADJ;DEF;MASC;SG
raudtee	железопътен	raud_tee	железопътен	N;NOM;SG	ADJ;INDF;MASC;SG
raudtee	железници	raud_tee	железница	N;NOM;SG	N;INDF;FEM;PL
tekkis	възникнали	tekkima	възникна	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;PST;V.PTCP;ACT
leida	намиране	leidma	намиране	V;NFIN	N;INDF;NEUT;SG
selline	такава	selline	такъв	ADJ;NOM;SG	DET;FEM;SG
selline	такива	selline	такъв	ADJ;NOM;SG	DET;PL
selline	такова	selline	такъв	ADJ;NOM;SG	DET;NEUT;SG
selline	такъв	selline	такъв	ADJ;NOM;SG	DET;MASC;SG
tänapäeva	модерно	täna_päev	модерно	N;PRT;SG	ADV
tänapäeva	модерни	täna_päev	модерен	N;PRT;SG	ADJ;INDF;PL
tänapäeva	модерна	täna_päev	модерен	N;PRT;SG	ADJ;INDF;FEM;SG
tänapäeva	съвременно	täna_päev	съвременно	N;PRT;SG	ADV
tänapäeva	модерен	täna_päev	модерен	N;PRT;SG	ADJ;INDF;MASC;SG
tänapäeva	съвременен	täna_päev	съвременен	N;PRT;SG	ADJ;INDF;MASC;SG
tänapäeva	съвременни	täna_päev	съвременен	N;PRT;SG	ADJ;INDF;PL
tänapäeva	съвременна	täna_päev	съвременен	N;PRT;SG	ADJ;INDF;FEM;SG
tänapäeva	съвременно	täna_päev	съвременно	N;PRT;SG	ADV
tänapäeva	съвременен	täna_päev	съвременен	N;PRT;SG	ADJ;INDF;MASC;SG
hulk	хълк	hulk	хълк	N;NOM;SG	PROPN;INDF;MASC;SG
vapp	смели	vapp	смял	N;NOM;SG	ADJ;INDF;PL
vapp	смело	vapp	смело	N;NOM;SG	ADV
vapp	смела	vapp	смела	N;NOM;SG	ADJ;INDF;FEM;SG
vapp	смел	vapp	смел	N;NOM;SG	ADJ;INDF;MASC;SG
jäänud	оставащи	jääma	оставам	V;PST;V.PTCP;ACT	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
jäänud	оставащите	jääma	оставам	V;PST;V.PTCP;ACT	ADJ;IPFV;DEF;PL;PRS;V.PTCP;ACT
idas	източно	ida	източно	N;IN+ESS;SG	ADV
kiiresti	бърз	kiiresti	бърз	ADV	ADJ;INDF;MASC;SG
mingi	минг	mingi	минг	PRO;NOM;SG	N;INDF;MASC;SG
abielus	женени	abi_elu	женя-(се)	N;IN+ESS;SG	V;IPFV;INDF;PL;V.PTCP;PASS
abielus	женена	abi_elu	женя-(се)	N;IN+ESS;SG	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
abielus	омъжена	abi_elu	омъжя	N;IN+ESS;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
abielus	женен	abi_elu	женен	N;IN+ESS;SG	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
valgevene	беларус	valge_vene	беларус	N;NOM;SG	PROPN;INDF;MASC;SG
valgevene	беларус	valge_vene	беларус	N;NOM;SG	PROPN;INDF;MASC;SG
otsustas	решено	otsustama	реша	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
jan	ян	jan	ян	PROPN;NOM;SG	PROPN;INDF;MASC;SG
jan	джан	jan	джан	PROPN;NOM;SG	PROPN;INDF;MASC;SG
kirjandus	литературни	kirjandus	литературен	N;NOM;SG	ADJ;INDF;PL
kirjandus	литературен	kirjandus	литературен	N;NOM;SG	ADJ;INDF;MASC;SG
muutus	промени	muutus	промяна	N;NOM;SG	N;INDF;FEM;PL
christian	крисчън	christian	крисчън	N;NOM;SG	PROPN;INDF;MASC;SG
liik	видове	liik	вид	N;NOM;SG	N;INDF;MASC;PL
mere	морски	meri	морски	N;NOM;SG	ADJ;INDF;MASC;SG
mere	морска	meri	морски	N;NOM;SG	ADJ;INDF;FEM;SG
must	черни	must	черен	ADJ;NOM;SG	ADJ;INDF;PL
must	черно	must	черен	ADJ;NOM;SG	ADV
asutatud	основана	asuta=tud	основа	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
asutatud	основано	asuta=tud	основа	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
asutatud	основан	asuta=tud	основа	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
asutatud	установен	asuta=tud	установя-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
asutatud	установена	asuta=tud	установя-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
asutatud	установени	asuta=tud	установя-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
asutatud	установено	asuta=tud	установя-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
kord	ред	kord	ред	ADV	N;INDF;MASC;SG
kord	поръчка	kord	поръчка	ADV	N;INDF;FEM;SG
aastane	годишно	aastane	годишно	ADJ;NOM;SG	ADV
aastane	годишно	aastane	годишно	ADJ;NOM;SG	ADV
põhjas	северно	põhi	северно	N;IN+ESS;SG	ADV
põhjas	северна	põhi	северен	N;IN+ESS;SG	ADJ;INDF;FEM;SG
mägi	планински	mägi	планински	N;NOM;SG	ADJ;INDF;MASC;SG
portugali	португалия	portugali	португалия	ADJ	PROPN;INDF;FEM;SG
saadud	получено	saadud	получа	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
saadud	получена	saadud	получа	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
saadud	получен	saadud	получа	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
saadud	получени	saadud	получа	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
saadud	получено	saadud	получа	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
saadud	получена	saadud	получа	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
saadud	получен	saadud	получа	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
saadud	получени	saadud	получа	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
alexander	александър	alexander	александър	N;NOM;SG	PROPN;INDF;MASC;SG
riiklik	национални	riiklik	национален	ADJ;NOM;SG	ADJ;INDF;PL
riiklik	национално	riiklik	национален	ADJ;NOM;SG	ADV
lõunas	южно	lõuna	южен	N;IN+ESS;SG	ADV
lõunas	южна	lõuna	южен	N;IN+ESS;SG	ADJ;INDF;FEM;SG
albert	албер	albert	албер	N;NOM;SG	PROPN;INDF;MASC;SG
albert	албърт	albert	албърт	N;NOM;SG	PROPN;INDF;MASC;SG
park	park	park	park	N;NOM;SG	ADJ
risti	крос	risti	крос	ADV	PROPN;INDF;MASC;SG
risti	кръст	risti	кръст	ADV	N;INDF;MASC;SG
risti	кръста	risti	кръст	ADV	N;DEF;MASC;SG
risti	перпендикулярна	risti	перпендикулярен	ADV	ADJ;INDF;FEM;SG
risti	перпендикулярни	risti	перпендикулярен	ADV	ADJ;INDF;PL
kuus	шестима	kuus	шестима	NUM;NOM;SG	NUM;INDF;PL
kuus	шест	kuus	шест	NUM;NOM;SG	NUM;INDF;PL
rudolf	рудолф	rudolf	рудолф	N;NOM;SG	PROPN;INDF;MASC;SG
kirjutatud	писмено	kirjutama	писмен	V;PST;V.PTCP;PASS	ADV
kirjutatud	писмен	kirjutama	писмен	V;PST;V.PTCP;PASS	ADJ;INDF;MASC;SG
kirjutatud	писмена	kirjutama	писмен	V;PST;V.PTCP;PASS	ADJ;INDF;FEM;SG
meeskond	тийм	meeskond	тийм	N;NOM;SG	N;INDF;MASC;PL
meeskond	team	meeskond	team	N;NOM;SG	PROPN;INDF;MASC;SG
saavutas	постигнато	saavutama	постигна	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
saavutas	достигнат	saavutama	достигна	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;3;PRS;FIN;ACT
