το	les	ο	le	DET;NOM;DEF;NEUT;SG	DET;DEF;PL
οικογένεια	familles	οικογένεια	famille	N;NOM;FEM;SG	N;FEM;PL
σημαίνει	moyens	σημαίνω	moyen	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
πέντε	five	πέντε	five	NUM;NOM;MASC;PL	PROPN
σεζόν	saisons	σεζόν	saison	N;ACC;FEM;SG	N;FEM;PL
θάνατο	death	θάνατος	death	N;ACC;MASC;SG	PROPN
θάνατο	mort	θάνατος	mourir	N;ACC;MASC;SG	V;MASC;SG;PST;V.PTCP
εταιρεία	entreprise	εταιρεία	entreprendre	N;NOM;FEM;SG	V;FEM;SG;PST;V.PTCP
πρωτεύουσα	capitaux	πρωτεύουσα	capital	N;NOM;FEM;SG	N;MASC;PL
παράλληλα	parallèles	παράλληλα	parallèle	ADV	ADJ;MASC;PL
παράλληλα	parallèle	παράλληλα	parallèle	ADV	N;MASC;SG
σύνολο	totale	σύνολο	total	N;NOM;NEUT;SG	ADJ;FEM;SG
σύνολο	totaux	σύνολο	total	N;NOM;NEUT;SG	ADJ;MASC;PL
γνωστή	connues	γνωστός	connaître	ADJ;NOM;FEM;SG	V;FEM;PL;PST;V.PTCP
γνωστή	connue	γνωστός	connaître	ADJ;NOM;FEM;SG	V;FEM;SG;PST;V.PTCP
γνωστή	connus	γνωστός	connaître	ADJ;NOM;FEM;SG	V;MASC;PL;PST;V.PTCP
γνωστή	connu	γνωστός	connaître	ADJ;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
επιτυχία	success	επιτυχία	success	N;NOM;FEM;SG	ADJ;FEM;SG
γερμανία	allemagne	γερμανία	allemagne	PROPN;ACC;FEM;SG	PROPN
πίσω	dos	πίσω	dos	ADV	N;MASC;SG
πίσω	arrière	πίσω	arrière	ADV	N;MASC;SG
πίσω	retour	πίσω	retour	ADV	N;MASC;SG
πίσω	revenir	πίσω	revenir	ADV	V;NFIN
δημιουργία	créer	δημιουργία	créer	N;ACC;FEM;SG	V;NFIN
δημιουργία	créez	δημιουργία	créer	N;ACC;FEM;SG	V;IMP;PL;2;PRS;FIN
δημιουργία	crée	δημιουργία	créer	N;ACC;FEM;SG	V;FEM;SG;PST;V.PTCP
δημιουργία	créent	δημιουργία	créer	N;ACC;FEM;SG	V;IND;PL;3;PRS;FIN
αρχή	démarrer	αρχή	démarrer	N;NOM;FEM;SG	V;NFIN
αρχή	commencer	αρχή	commencer	N;NOM;FEM;SG	V;NFIN
άδεια	permis	άδεια	permettre	N;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
άδεια	licences	άδεια	licence	N;NOM;FEM;SG	N;FEM;PL
άδεια	permis	άδεια	permettre	N;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
άδεια	permis	άδεια	permettre	N;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
άδεια	vides	άδεια	vide	N;NOM;FEM;SG	ADJ;MASC;PL
άδεια	vider	άδεια	vider	N;NOM;FEM;SG	V;NFIN
άδεια	vide	άδεια	vide	N;NOM;FEM;SG	ADJ;MASC;SG
σου	sue	σου	sue	V;IPFV;IND;SG;1;PRS;FIN;ACT	PROPN
επιπλέον	supplémentaire	επιπλέον	supplémentaire	ADV	ADJ;MASC;SG
επιπλέον	supplémentaires	επιπλέον	supplémentaire	ADV	ADJ;MASC;PL
επιπλέον	additionnel	επιπλέον	additionnel	ADV	ADJ;MASC;SG
περισσότερα	davantage	πολύς	davantage	ADJ;NOM;CMPR;NEUT;PL	ADV
περισσότερα	plus	πολύς	plus	ADJ;NOM;CMPR;NEUT;PL	ADV
αυτόν	lui	αυτός	lui	PRO;ACC;MASC;SG;3	PRO;SG;3
άγιος	agios	άγιος	agio	ADJ;NOM;MASC;SG	N;MASC;SG
άγιος	saint	άγιος	saint	ADJ;NOM;MASC;SG	PROPN
θάνατοι	morts	θάνατος	mourir	N;NOM;MASC;PL	V;MASC;PL;PST;V.PTCP
θάνατοι	décès	θάνατος	décès	N;NOM;MASC;PL	N;MASC;SG
γ΄	iii	γ΄	iii	N	NUM
τραγούδι	chanter	τραγούδι	chanter	N;NOM;NEUT;SG	V;NFIN
πάλι	again	πάλι	again	ADV	V
ιωάννης	jean	ιωάννης	jean	PROPN;NOM;MASC;SG	PROPN
ιωάννης	john	ιωάννης	john	PROPN;NOM;MASC;SG	PROPN
ιωάννης	ioannis	ιωάννης	ioannis	PROPN;NOM;MASC;SG	PROPN
θεσσαλονίκη	salonique	θεσσαλονίκη	salonique	PROPN;NOM;FEM;SG	ADJ;MASC;SG
θεσσαλονίκη	thessalonique	θεσσαλονίκη	thessalonique	PROPN;NOM;FEM;SG	ADJ;MASC;SG
αγγλικά	anglaise	αγγλικός	anglais	ADV	ADJ;FEM;SG
αγγλικά	francais	αγγλικός	francais	ADV	ADJ;MASC;SG
αγγλικά	anglais	αγγλικός	anglais	ADV	N;MASC;SG
κέρδισε	victoire	κερδίζω	victoire	V;PFV;IND;SG;3;PST;FIN;ACT	N;FEM;SG
κέρδισε	gagnez	κερδίζω	gagner	V;PFV;IND;SG;3;PST;FIN;ACT	V;IMP;PL;2;PRS;FIN
κέρδισε	gagnant	κερδίζω	gagner	V;PFV;IND;SG;3;PST;FIN;ACT	V;PRS;V.PTCP
κέρδισε	gagnées	κερδίζω	gagnée	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;PL;PST;V.PTCP
κέρδισε	won	κερδίζω	won	V;PFV;IND;SG;3;PST;FIN;ACT	
κέρδισε	gagnés	κερδίζω	gagner	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
συνολικά	totale	συνολικά	total	ADV	ADJ;FEM;SG
συνολικά	total	συνολικά	total	ADV	N;MASC;SG
συνολικά	totaux	συνολικά	total	ADV	ADJ;MASC;PL
συνολικά	globale	συνολικά	global	ADV	ADJ;FEM;SG
γνωστός	connues	γνωστός	connaître	ADJ;NOM;MASC;SG	V;FEM;PL;PST;V.PTCP
γνωστός	connue	γνωστός	connaître	ADJ;NOM;MASC;SG	V;FEM;SG;PST;V.PTCP
γνωστός	connus	γνωστός	connaître	ADJ;NOM;MASC;SG	V;MASC;PL;PST;V.PTCP
γνωστός	connu	γνωστός	connaître	ADJ;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
γνωστός	connaissance	γνωστός	connaissance	ADJ;NOM;MASC;SG	N;FEM;SG
πληροφορίες	info	πληροφορία	info	N;NOM;FEM;PL	N;MASC;SG
πληροφορίες	information	πληροφορία	information	N;NOM;FEM;PL	N;FEM;SG
εθνικό	nationaux	εθνικός	national	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
εθνικό	nationales	εθνικός	national	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
ποτέ	never	ποτέ	never	ADV	PROPN
ποτέ	ever	ποτέ	ever	ADV	INTJ
τέλη	redevance	τέλος	redevance	N;ACC;NEUT;PL	N;FEM;SG
τέλη	frais	τέλος	frais	N;ACC;NEUT;PL	ADJ;MASC;SG
πλευρά	latéraux	πλευρά	latéral	N;ACC;FEM;SG	ADJ;MASC;PL
πλευρά	latérale	πλευρά	latéral	N;ACC;FEM;SG	ADJ;FEM;SG
πρόγραμμα	horaires	πρόγραμμα	horaire	N;NOM;NEUT;SG	N;MASC;PL
πρόγραμμα	horaire	πρόγραμμα	horaire	N;NOM;NEUT;SG	ADJ;MASC;SG
χιλιόμετρα	kilométrage	χιλιόμετρο	kilométrage	N;NOM;NEUT;PL	N;MASC;SG
χιλιόμετρα	kilométrage	χιλιόμετρο	kilométrage	N;NOM;NEUT;PL	N;MASC;SG
χιλιόμετρα	kilomètre	χιλιόμετρο	kilomètre	N;NOM;NEUT;PL	N;MASC;SG
χιλιόμετρα	kilométrage	χιλιόμετρο	kilométrage	N;NOM;NEUT;PL	N;MASC;SG
κάτοικοι	résidants	κάτοικος	résidant	N;NOM;MASC;PL	ADJ;MASC;PL
γεώργιος	georgios	γεώργιος	georgio	PROPN;NOM;MASC;SG	PROPN
γεώργιος	georges	γεώργιος	george	PROPN;NOM;MASC;SG	N;MASC;SG
γεώργιος	george	γεώργιος	george	PROPN;NOM;MASC;SG	PROPN
τύπου	appuyez	τύπος	appuyer	N;GEN;MASC;SG	V;IMP;PL;2;PRS;FIN
τύπου	taper	τύπος	taper	N;GEN;MASC;SG	V;NFIN
τύπου	tapez	τύπος	tape	N;GEN;MASC;SG	V;IMP;PL;2;PRS;FIN
μικρό	petits	μικρός	petit	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
μικρό	petites	μικρός	petit	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
μικρό	peu	μικρός	peu	ADJ;NOM;NEUT;SG	ADV
ονομάζεται	appelée	ονομάζω	appeler	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;PST;V.PTCP
ονομάζεται	appelé	ονομάζω	appeler	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
ονομάζεται	appelés	ονομάζω	appeler	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;PL;PST;V.PTCP
συγκεκριμένα	spécifiques	συγκεκριμένα	spécifique	ADV	ADJ;MASC;PL
συγκεκριμένα	spécifique	συγκεκριμένα	spécifique	ADV	ADJ;MASC;SG
είδη	espèce	είδος	espèce	N;NOM;NEUT;PL	N;FEM;SG
πηγή	sources	πηγή	source	N;NOM;FEM;SG	N;FEM;PL
κάποιος	someone	κάποιος	someone	PRO;NOM;MASC;SG;3	N;MASC;SG
ιταλία	italie	ιταλία	italie	PROPN;ACC;FEM;SG	PROPN
αναφέρει	mentions	αναφέρω	mention	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
περισσότερες	davantage	πολύς	davantage	ADJ;NOM;CMPR;FEM;PL	ADV
περισσότερες	plus	πολύς	plus	ADJ;NOM;CMPR;FEM;PL	ADV
έκταση	portée	έκταση	porter	N;ACC;FEM;SG	V;FEM;SG;PST;V.PTCP
έκταση	étendue	έκταση	étendre	N;ACC;FEM;SG	V;FEM;SG;PST;V.PTCP
γενικά	globale	γενικά	global	ADV	ADJ;FEM;SG
γενικά	généraux	γενικά	général	ADV	ADJ;MASC;PL
γενικά	généralités	γενικά	généralité	ADV	N;FEM;PL
γενικά	générale	γενικά	général	ADV	ADJ;FEM;SG
γενικά	général	γενικά	général	ADV	N;MASC;SG
σημαντικό	importantes	σημαντικός	important	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
σημαντικό	importants	σημαντικός	important	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
νίκη	gagnez	νίκη	gagner	N;ACC;FEM;SG	V;IMP;PL;2;PRS;FIN
νίκη	gagner	νίκη	gagner	N;ACC;FEM;SG	V;NFIN
νίκη	gagnant	νίκη	gagner	N;ACC;FEM;SG	V;PRS;V.PTCP
νίκη	victoires	νίκη	victoire	N;ACC;FEM;SG	N;FEM;PL
νίκη	gagnante	νίκη	gagnant	N;ACC;FEM;SG	ADJ;FEM;SG
νίκη	gagner	νίκη	gagner	N;ACC;FEM;SG	V;NFIN
νίκη	gagnant	νίκη	gagner	N;ACC;FEM;SG	V;PRS;V.PTCP
μικρή	petits	μικρός	petit	ADJ;NOM;FEM;SG	ADJ;MASC;PL
μικρή	petites	μικρός	petit	ADJ;NOM;FEM;SG	ADJ;FEM;PL
μικρή	peu	μικρός	peu	ADJ;NOM;FEM;SG	ADV
αμερικανός	américaines	Αμερικανός	américain	ADJ;NOM;MASC;SG	ADJ;FEM;PL
αμερικανός	américains	Αμερικανός	américain	ADJ;NOM;MASC;SG	ADJ;MASC;PL
τελικό	finale	τελικός	finale	ADJ;NOM;NEUT;SG	N;FEM;SG
πάντα	always	πάντα	always	ADV	V
πάντα	tjrs	πάντα	tjr	ADV	
πάντα	toujour	πάντα	toujour	ADV	
συγκρότημα	complexe	συγκρότημα	complexe	N;NOM;NEUT;SG	ADJ;MASC;SG
συγκρότημα	complexes	συγκρότημα	complexe	N;NOM;NEUT;SG	ADJ;MASC;PL
επόμενη	suivant	επόμενος	suivre	ADJ;ACC;FEM;SG	V;PRS;V.PTCP
επόμενη	next	επόμενος	next	ADJ;ACC;FEM;SG	
μήνες	mois	μήνας	mois	N;NOM;MASC;PL	N;MASC;SG
αποτελείται	composée	αποτελώ	composer	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;PST;V.PTCP
αποτελείται	composées	αποτελώ	composer	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;PL;PST;V.PTCP
αποτελείται	composé	αποτελώ	composer	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
θεωρία	théories	θεωρία	théorie	N;NOM;FEM;SG	N;FEM;PL
πολλοί	beaucoup	πολύς	beaucoup	ADJ;NOM;MASC;PL	ADV
πολλοί	plusieurs	πολύς	plusieurs	ADJ;NOM;MASC;PL	PRO;PL
όλοι	toute	όλος	tout	ADJ;NOM;MASC;PL	DET;FEM;SG
όλοι	toutes	όλος	tout	ADJ;NOM;MASC;PL	PRO;FEM;PL
όλοι	tous	όλος	tout	ADJ;NOM;MASC;PL	PRO;MASC;PL
όλοι	tout	όλος	tout	ADJ;NOM;MASC;PL	PRO;MASC;SG
όλοι	all	όλος	all	ADJ;NOM;MASC;PL	
τώρα	now	τώρα	now	ADV	INTJ
θέατρο	théâtres	θέατρο	théâtre	N;NOM;NEUT;SG	N;MASC;PL
σημαντική	importantes	σημαντικός	important	ADJ;NOM;FEM;SG	ADJ;FEM;PL
σημαντική	importants	σημαντικός	important	ADJ;NOM;FEM;SG	ADJ;MASC;PL
σημαντική	significatifs	σημαντικός	significatif	ADJ;NOM;FEM;SG	ADJ;MASC;PL
διάφορα	diverses	διάφορος	divers	ADV	ADJ;FEM;PL
διάφορα	divers	διάφορος	divers	ADV	ADJ;MASC;PL
επέστρεψε	retournés	επιστρέφω	retourner	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
παρέμεινε	restait	παραμένω	rester	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
στάδιο	stadium	στάδιο	stadium	N;NOM;NEUT;SG	PROPN
επίθεση	attaquez	επίθεση	attaquer	N;ACC;FEM;SG	V;IMP;PL;2;PRS;FIN
επίθεση	attack	επίθεση	attack	N;ACC;FEM;SG	PROPN
επίθεση	attaquer	επίθεση	attaquer	N;ACC;FEM;SG	V;NFIN
επίθεση	agressions	επίθεση	agression	N;ACC;FEM;SG	N;FEM;PL
τραγούδια	chanson	τραγούδιο	chanson	N;NOM;NEUT;PL	N;FEM;SG
πληθυσμός	populations	πληθυσμός	population	N;NOM;MASC;SG	N;FEM;PL
κατάφερε	gérés	καταφέρνω	gérer	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
έχοντας	ayant	έχω	avoir	V;IPFV;V.CVB;ACT	V;PRS;V.PTCP
δύναμη	forcer	δύναμη	forcer	N;ACC;FEM;SG	V;NFIN
δύναμη	pouvoir	δύναμη	pouvoir	N;ACC;FEM;SG	V;NFIN
τύπος	appuyez	τύπος	appuyer	N;NOM;MASC;SG	V;IMP;PL;2;PRS;FIN
τύπος	formules	τύπος	formule	N;NOM;MASC;SG	N;FEM;PL
τύπος	taper	τύπος	taper	N;NOM;MASC;SG	V;NFIN
τύπος	tapez	τύπος	tape	N;NOM;MASC;SG	V;IMP;PL;2;PRS;FIN
εκατομμύρια	million	εκατομμύριο	million	N;NOM;NEUT;PL	N;MASC;SG
μέση	middle	μέσο	middle	N;NOM;FEM;SG	PROPN
μέση	moyen	μέσο	moyen	N;NOM;FEM;SG	ADJ;MASC;SG
μέση	moyennes	μέσο	moyen	N;NOM;FEM;SG	ADJ;FEM;PL
πρόβλημα	problématique	πρόβλημα	problématique	N;NOM;NEUT;SG	ADJ;FEM;SG
πρόβλημα	trouble	πρόβλημα	trouble	N;NOM;NEUT;SG	ADJ;MASC;SG
άνω	supérieure	άνω	supérieur	ADV	ADJ;FEM;SG
άνω	supérieur	άνω	supérieur	ADV	ADJ;MASC;SG
νερό	eaux	νερό	eau	N;NOM;NEUT;SG	N;FEM;PL
τοπική	locales	τοπικός	local	ADJ;NOM;FEM;SG	ADJ;FEM;PL
τοπική	locaux	τοπικός	local	ADJ;NOM;FEM;SG	ADJ;MASC;PL
παρίσι	paris	παρίσι	pari	PROPN;NOM;NEUT;SG	N;MASC;PL
κατασκευή	construire	κατασκευή	construire	N;NOM;FEM;SG	V;NFIN
περιπτώσεις	cas	περίπτωση	cas	N;NOM;FEM;PL	N;MASC;SG
μαρία	maría	μαρία	maría	PROPN;NOM;FEM;SG	PROPN
μαρία	marie	μαρία	marier	PROPN;NOM;FEM;SG	N;FEM;SG
μαρία	maria	μαρία	maria	PROPN;NOM;FEM;SG	PROPN
διαδικασία	procédé	διαδικασία	procéder	N;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
διαδικασία	procédures	διαδικασία	procédure	N;NOM;FEM;SG	N;FEM;PL
κοινό	auditoires	κοινό	auditoire	N;NOM;NEUT;SG	N;MASC;PL
διαγραφή	efface	διαγραφή	effacer	ADV	V;IND;SG;3;PRS;FIN
διαγραφή	effacer	διαγραφή	effacer	ADV	V;NFIN
διαγραφή	suppressions	διαγραφή	suppression	ADV	N;FEM;PL
διαγραφή	effacement	διαγραφή	effacement	ADV	N;MASC;SG
διαγραφή	suppression	διαγραφή	suppression	ADV	N;FEM;SG
διαγραφή	supprimer	διαγραφή	supprimer	ADV	V;NFIN
διαγραφή	supprimez	διαγραφή	supprimer	ADV	V;IMP;PL;2;PRS;FIN
διαγραφή	effacement	διαγραφή	effacement	ADV	N;MASC;SG
διαγραφή	supprime	διαγραφή	supprimer	ADV	V;IND;SG;3;PRS;FIN
διαγραφή	effacer	διαγραφή	effacer	ADV	V;NFIN
απογραφή	recensements	απογραφή	recensement	N;NOM;FEM;SG	N;MASC;PL
απογραφή	inventaires	απογραφή	inventaire	N;NOM;FEM;SG	N;MASC;PL
τρίτη	mardi	τρίτος	mardi	NUM;NOM;FEM;SG	N;MASC;SG
τρίτη	troisieme	τρίτος	troisieme	NUM;NOM;FEM;SG	ADJ;MASC;SG
τρίτη	troisième	τρίτος	troisième	NUM;NOM;FEM;SG	ADJ;MASC;SG
τρίτη	tiers	τρίτος	tiers	NUM;NOM;FEM;SG	N;MASC;SG
τρίτη	third	τρίτος	third	NUM;NOM;FEM;SG	PROPN
τρίτη	troisièmement	τρίτος	troisièmement	NUM;NOM;FEM;SG	ADV
παρακάτω	dessous	παράκατος	dessous	ADV	N;MASC;SG
βοήθεια	aidez	βοήθεια	aider	N;ACC;FEM;SG	V;IMP;PL;2;PRS;FIN
βοήθεια	aider	βοήθεια	aider	N;ACC;FEM;SG	V;NFIN
απόσταση	distances	απόσταση	distance	N;ACC;FEM;SG	N;FEM;PL
απόσταση	portée	απόσταση	porter	N;ACC;FEM;SG	V;FEM;SG;PST;V.PTCP
νέων	jeunesse	νέος	jeunesse	ADJ;GEN;FEM;PL	N;FEM;SG
αναφορά	signaler	αναφορά	signaler	N;NOM;FEM;SG	V;NFIN
λιγκ	league	λιγκ	league		N;MASC;SG
λιγκ	ligue	λιγκ	ligue		N;FEM;SG
απλά	just	απλά	just	ADV	INTJ
γιώργος	giorgos	γιώργος	giorgo	N;NOM;MASC;SG	PROPN
γιώργος	george	γιώργος	george	N;NOM;MASC;SG	PROPN
γιώργος	georgios	γιώργος	georgio	N;NOM;MASC;SG	PROPN
κανείς	personne	κανένας	personne	PRO;NOM;MASC;SG;3	N;FEM;SG
γεγονότα	faits	γεγονός	faire	N;NOM;NEUT;PL	V;MASC;PL;PST;V.PTCP
σύντομο	courte	σύντομο	court	N;NOM;NEUT;SG	ADJ;FEM;SG
σύντομο	court	σύντομο	court	N;NOM;NEUT;SG	ADJ;MASC;SG
σύντομο	courts	σύντομο	court	N;NOM;NEUT;SG	ADJ;MASC;PL
σύντομο	courtes	σύντομο	court	N;NOM;NEUT;SG	ADJ;FEM;PL
σύντομο	bref	σύντομο	bref	N;NOM;NEUT;SG	INTJ
σύντομο	brèves	σύντομο	breve	N;NOM;NEUT;SG	ADJ;FEM;PL
σύντομο	brève	σύντομο	bref	N;NOM;NEUT;SG	ADJ;FEM;SG
κωνσταντίνος	konstantinos	κωνσταντίνος	konstantinos	PROPN;NOM;MASC;SG	PROPN
κωνσταντίνος	constantin	κωνσταντίνος	constantin	PROPN;NOM;MASC;SG	PROPN
κωνσταντίνος	constantine	κωνσταντίνος	constantin	PROPN;NOM;MASC;SG	ADJ;FEM;SG
αγία	sainte	αγία	saint	PROPN;NOM;FEM;SG	ADJ;FEM;SG
αγία	saint	αγία	saint	PROPN;NOM;FEM;SG	PROPN
ιστορικό	fond	ιστορικός	fond	ADJ;NOM;NEUT;SG	N;MASC;SG
ιστορικό	contexte	ιστορικός	contexte	ADJ;NOM;NEUT;SG	N;MASC;SG
ιστορικό	histoire	ιστορικός	histoire	ADJ;NOM;NEUT;SG	N;FEM;SG
τζον	jean	τζο	jean		PROPN
τζον	john	τζο	john		PROPN
τζον	jon	τζο	jon		PROPN
λειτουργία	fonctions	λειτουργία	fonction	N;ACC;FEM;SG	N;FEM;PL
πρωθυπουργός	premier	πρωθυπουργός	premier	N;NOM;MASC;SG	ADJ;MASC;SG
κείμενο	textes	κείμενο	texte	N;NOM;NEUT;SG	N;MASC;PL
σχέδιο	brouillons	σχέδιο	brouillon	N;NOM;NEUT;SG	N;MASC;PL
σχέδιο	draft	σχέδιο	draft	N;NOM;NEUT;SG	PROPN
σχέδιο	brouillon	σχέδιο	brouillon	N;NOM;NEUT;SG	ADJ;MASC;SG
σχέδιο	planifier	σχέδιο	planifier	N;NOM;NEUT;SG	V;NFIN
βουλευτής	membres	βουλευτής	membre	N;NOM;MASC;SG	N;MASC;PL
γη	terres	γη	terre	N;NOM;FEM;SG	N;FEM;PL
εμφανίζεται	affichée	εμφανίζω	afficher	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;PST;V.PTCP
εμφανίζεται	affiché	εμφανίζω	afficher	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
εμφανίζεται	affichées	εμφανίζω	afficher	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;PL;PST;V.PTCP
εμφανίζεται	affichés	εμφανίζω	afficher	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;PL;PST;V.PTCP
ξανά	again	ξανά	again	ADV	V
αυτοί	elles	αυτός	il	PRO;NOM;MASC;PL;3	PRO;FEM;PL;3
αυτοί	ils	αυτός	il	PRO;NOM;MASC;PL;3	PRO;MASC;PL;3
χρησιμοποιούνται	utilisées	χρησιμοποιώ	utiliser	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;FEM;PL;PST;V.PTCP
χρησιμοποιούνται	utilisé	χρησιμοποιώ	utiliser	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
χρησιμοποιούνται	utilisés	χρησιμοποιώ	utiliser	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;MASC;PL;PST;V.PTCP
χρησιμοποιούνται	utilisée	χρησιμοποιώ	utiliser	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;FEM;SG;PST;V.PTCP
καλύτερη	meilleures	καλός	meilleur	ADJ;NOM;CMPR;FEM;SG	ADJ;FEM;PL
καλύτερη	mieux	καλός	mieux	ADJ;NOM;CMPR;FEM;SG	ADV
καλύτερη	meilleurs	καλός	meilleur	ADJ;NOM;CMPR;FEM;SG	ADJ;MASC;PL
πληθυσμού	populations	πληθυσμός	population	N;GEN;MASC;SG	N;FEM;PL
εξουσία	pouvoir	εξουσία	pouvoir	N;NOM;FEM;SG	V;NFIN
καλοκαίρι	eté	καλοκαίρι	être	N;NOM;NEUT;SG	PROPN
καλοκαίρι	été	καλοκαίρι	être	N;NOM;NEUT;SG	V;MASC;SG;PST;V.PTCP
παράδοση	livraisons	παράδοση	livraison	N;ACC;FEM;SG	N;FEM;PL
παράδοση	traditions	παράδοση	tradition	N;ACC;FEM;SG	N;FEM;PL
άνδρες	masculins	άντρας	masculin	N;NOM;MASC;PL	ADJ;MASC;PL
άνδρες	homme	άντρας	homme	N;NOM;MASC;PL	N;MASC;SG
όσκαρ	oscars	όσκαρ	oscars		N;MASC;PL
όσκαρ	oscar	όσκαρ	oscar		N;MASC;SG
όσκαρ	oskar	όσκαρ	oskar		PROPN
γυναίκα	femelle	γυναίκα	femelle	N;NOM;FEM;SG	ADJ;FEM;SG
γυναίκα	femelles	γυναίκα	femelle	N;NOM;FEM;SG	N;FEM;PL
γυναίκα	féminin	γυναίκα	féminin	N;NOM;FEM;SG	ADJ;MASC;SG
γυναίκα	femmes	γυναίκα	femme	N;NOM;FEM;SG	N;FEM;PL
κλπ	etc	κλπ	etc	N	
κατάλογος	annuaires	κατάλογος	annuaire	N;NOM;MASC;SG	N;MASC;PL
κατάλογος	listes	κατάλογος	liste	N;NOM;MASC;SG	N;FEM;PL
ακολούθησε	suivez	ακολουθώ	suivre	V;PFV;IND;SG;3;PST;FIN;ACT	V;IMP;PL;2;PRS;FIN
ακολούθησε	suivis	ακολουθώ	suivre	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
ακολούθησε	suivies	ακολουθώ	suivre	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;PL;PST;V.PTCP
χρώμα	coloris	χρώμα	coloris	N;NOM;NEUT;SG	N;MASC;PL
χρώμα	couleurs	χρώμα	couleur	N;NOM;NEUT;SG	N;FEM;PL
χρώμα	coloris	χρώμα	coloris	N;NOM;NEUT;SG	N;MASC;PL
χρώμα	couleurs	χρώμα	couleur	N;NOM;NEUT;SG	N;FEM;PL
διεθνής	internationaux	διεθνής	international	ADJ;NOM;FEM;SG	ADJ;MASC;PL
αμερική	amerique	αμερικός	amerique	PROPN;ACC;FEM;SG	ADJ;MASC;SG
αμερική	amérique	αμερικός	amérique	PROPN;ACC;FEM;SG	ADJ;MASC;SG
γυναίκες	féminin	γυναίκα	féminin	N;NOM;FEM;PL	ADJ;MASC;SG
γυναίκες	femme	γυναίκα	femme	N;NOM;FEM;PL	N;FEM;SG
μονή	monastères	μονή	monastère	N;NOM;FEM;SG	N;MASC;PL
σπούδασε	étudiées	σπούδασσω	étudier	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;PL;PST;V.PTCP
σπούδασε	étudiés	σπούδασσω	étudier	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
κύρια	principal	κύριος	principal	ADV	ADJ;MASC;SG
κύρια	principales	κύριος	principal	ADV	ADJ;FEM;PL
κύρια	main	κύριος	main	ADV	N;FEM;SG
κύρια	principale	κύριος	principal	ADV	ADJ;FEM;SG
κύρια	principaux	κύριος	principal	ADV	ADJ;MASC;PL
δημιουργήθηκε	crées	δημιουργώ	créer	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;PL;PST;V.PTCP
δημιουργήθηκε	créés	δημιουργώ	créer	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;PST;V.PTCP
μικρά	petit	μικρός	petit	ADV	ADJ;MASC;SG
μικρά	petits	μικρός	petit	ADV	ADJ;MASC;PL
μικρά	petites	μικρός	petit	ADV	ADJ;FEM;PL
μικρά	petite	μικρός	petit	ADV	ADJ;FEM;SG
εμφάνιση	afficher	εμφάνιση	afficher	N;ACC;FEM;SG	V;NFIN
εμφάνιση	montre	εμφάνιση	montrer	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
