van	from	van	from	ADP	N
gebouwd	construida	bouwen	construido	V;V.PTCP	ADJ;FEM;SG;V.PTCP
huidige	actualidad	huidig	actualidad	ADJ	N;FEM;SG
huidige	corriente	huidig	corriente	ADJ	N;MASC;SG
actief	activos	actief	activo	ADJ	N;MASC;PL
actief	activamente	actief	activamente	ADJ	ADV
wanneer	cuándo	wanneer	cuándo	ADV	PRO
wanneer	when	wanneer	when	ADV	N
wanneer	cuando	wanneer	cuando	ADV	CONJ
toont	pantallas	tonen	pantalla	V;SG;PRS;FIN	N;FEM;PL
toont	expositores	tonen	expositor	V;SG;PRS;FIN	N;MASC;PL
toont	espectáculos	tonen	espectáculo	V;SG;PRS;FIN	N;MASC;PL
toont	shows	tonen	show	V;SG;PRS;FIN	N;MASC;PL
ben	ben	zijn	ben	V;SG;PRS;FIN	PROPN
hoe	how	hoe	how	ADV	PROPN
hoe	cómo	hoe	cómo	ADV	PRO
hoe	como	hoe	como	ADV	CONJ
klasse	clases	klasse	clase	N;MASC+FEM;SG	N;FEM;PL
dag	dag	dag	dag	N;MASC+FEM;SG	PROPN
dag	bye	dag	bye	N;MASC+FEM;SG	INTJ
dag	adiós	dag	adiós	N;MASC+FEM;SG	
dag	adios	dag	adio	N;MASC+FEM;SG	INTJ
dag	day	dag	day	N;MASC+FEM;SG	
uiteindelijk	eventualmente	uiteindelijk	eventualmente	ADJ	ADV
uiteindelijk	finalmente	uiteindelijk	finalmente	ADJ	ADV
universiteit	universitarios	universiteit	universitario	N;MASC+FEM;SG	N;MASC;PL
universiteit	universidades	universiteit	universidad	N;MASC+FEM;SG	N;FEM;PL
zelfs	hasta	zelfs	hasta	ADV	ADP
grootste	greatest	groot	greatest	ADJ;RL	N
belgische	bélgica	belgisch	bélgico	ADJ	N;FEM;SG
belgische	belga	belgisch	belga	ADJ	N;SG
belgische	belgas	belgisch	belga	ADJ	N;PL
indeling	trazado	indeling	trazado	N;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
opnieuw	again	opnieuw	again	ADV	N
opnieuw	rehacer	opnieuw	rehacer	ADV	V;NFIN
hadden	tenía	hebben	tener	V;PL;PST;FIN	V;IND;SG;3;IPFV;FIN
hadden	tenido	hebben	tener	V;PL;PST;FIN	ADJ;MASC;SG;V.PTCP
hadden	tuvo	hebben	tener	V;PL;PST;FIN	V;IND;SG;3;PST;FIN
hadden	había	hebben	haber	V;PL;PST;FIN	V;IND;SG;3;IPFV;FIN
nov	nov	nov	nov	N;MASC+FEM;SG	
serie	series	serie	serie	N;MASC+FEM;SG	N;FEM;PL
rol	desplazar	rol	desplazar	N;MASC+FEM;SG	V;NFIN
rol	desplazarse	rol	desplazarse	N;MASC+FEM;SG	V;SBJV;SG;3;IPFV;FIN
sep	sep	sep	sep	N;MASC+FEM;SG	
oorlog	guerras	oorlog	guerra	N;MASC+FEM;SG	N;FEM;PL
duitsland	alemania	duitsland	alemania	PROPN;NEUT;SG	N;FEM;SG
pas	pas	pas	pas	ADV	
laten	let	laten	let	V;PL;PRS;FIN	
frans	frans	frans	fran	PROPN;MASC+FEM;SG	PROPN
frans	francisco	frans	francisco	PROPN;MASC+FEM;SG	N;MASC;SG
frans	francis	frans	francis	PROPN;MASC+FEM;SG	PROPN
frans	francés	frans	francés	PROPN;MASC+FEM;SG	N;MASC;SG
frans	francesa	frans	francés	PROPN;MASC+FEM;SG	ADJ;FEM;SG
frans	franceses	frans	francés	PROPN;MASC+FEM;SG	N;MASC;PL
finale	finales	finale	final	N;MASC+FEM;SG	N;MASC;PL
finale	definitivo	finale	definitivo	N;MASC+FEM;SG	ADJ;MASC;SG
finale	finales	finale	final	N;MASC+FEM;SG	N;MASC;PL
opgericht	fundado	oprichten	fundado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
opgericht	fundada	oprichten	fundado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
opgericht	establecido	oprichten	establecido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
opgericht	establecidos	oprichten	establecido	V;V.PTCP	ADJ;MASC;PL;V.PTCP
opgericht	establecida	oprichten	establecido	V;V.PTCP	ADJ;FEM;SG;V.PTCP
amerikaans	american	amerikaans	americar	ADJ	N;FEM;SG
amerikaans	americanos	amerikaans	americano	ADJ	N;MASC;PL
europese	europeos	Europees	europeo	ADJ	N;MASC;PL
geboren	nacidos	geboren	nacido	V;V.PTCP	ADJ;MASC;PL;V.PTCP
geboren	born	geboren	born	V;V.PTCP	N
geboren	nacido	geboren	nacido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
altijd	always	altijd	alway	ADV	N
vrouw	hembras	vrouw	hembra	N;MASC+FEM;SG	N;FEM;PL
vrouw	femenino	vrouw	femenino	N;MASC+FEM;SG	ADJ;MASC;SG
soms	aveces	soms	avez	ADV	N
dood	fallecimiento	dood	fallecimiento	ADJ	N;MASC;SG
dood	death	dood	death	ADJ	N
dood	muerte	dood	muerte	ADJ	N;FEM;SG
dood	defunción	dood	defunción	ADJ	N;FEM;SG
dood	muertos	dood	muerto	ADJ	N;MASC;PL
dood	dead	dood	dead	ADJ	N
bleef	permanecido	blijven	permanecer	V;SG;PST;FIN	ADJ;MASC;SG;V.PTCP
bleef	permaneció	blijven	permanecer	V;SG;PST;FIN	V;IND;SG;3;PST;FIN
bleef	permanecieron	blijven	permanecer	V;SG;PST;FIN	V;IND;PL;3;PST;FIN
bleef	permanecieron	blijven	permanecer	V;SG;PST;FIN	V;IND;PL;3;PST;FIN
bleef	permanecido	blijven	permanecer	V;SG;PST;FIN	ADJ;MASC;SG;V.PTCP
vijf	five	vijf	fivir	NUM	N
partij	lotes	partij	lote	N;MASC+FEM;SG	N;MASC;PL
isbn	isbn	isbn	isbn	INTJ	N
wereld	mundial	wereld	mundial	N;MASC+FEM;SG	ADJ;SG
einde	terminando	einde	terminar	N;NEUT;SG	V;V.MSDR
geschreven	escrito	schrijven	escrito	V;V.PTCP	ADJ;MASC;SG;V.PTCP
geschreven	escritas	schrijven	escrito	V;V.PTCP	ADJ;FEM;PL;V.PTCP
geschreven	escrita	schrijven	escrito	V;V.PTCP	ADJ;FEM;SG;V.PTCP
geschreven	escritos	schrijven	escrito	V;V.PTCP	N;MASC;PL
informatie	informaciones	informatie	información	N;MASC+FEM;SG	N;FEM;PL
achter	detrás	achter	detrás	ADP	ADV
achter	detras	achter	detra	ADP	N;FEM;SG
lange	lange	lang	lange	ADJ	N;SG
lange	long	lang	long	ADJ	
paul	paul	paul	paul	N;MASC+FEM;SG	PROPN
kinderen	niñez	kind	niñez	N;PL	N;FEM;SG
kinderen	infancia	kind	infancia	N;PL	N;FEM;SG
midden	middle	midden	middle	ADV	N
midden	mid	midden	mid	ADV	N
midden	mediados	midden	mediados	ADV	N;MASC;PL
minder	menos	minder	menos	PRO	ADV
open	abrir	open	abrir	ADJ	V;NFIN
open	abre	open	abrir	ADJ	V;IND;SG;3;PRS;FIN
open	abra	open	abrir	ADJ	V;IMP;SG;3;FIN
bekende	confesó	bekend	confesar	ADJ	V;IND;SG;3;PST;FIN
united	unidos	united	unido	N;NEUT;SG	ADJ;MASC;PL;V.PTCP
united	unido	united	unido	N;NEUT;SG	ADJ;MASC;SG;V.PTCP
united	unió	united	unir	N;NEUT;SG	V;IND;SG;3;PST;FIN
united	unida	united	unido	N;NEUT;SG	ADJ;FEM;SG;V.PTCP
eerder	anterior	eerder	anterior	ADV	ADJ;SG
eerder	anteriores	eerder	anterior	ADV	ADJ;PL
geven	dándole	geven	dándole	V;NFIN	
museum	museos	museum	museo	N;NEUT;SG	N;MASC;PL
snel	rapidez	snel	rapidez	ADJ	N;FEM;SG
snel	quick	snel	quick	ADJ	INTJ
snel	rapido	snel	rapido	ADJ	INTJ
snel	pronto	snel	pronto	ADJ	ADV
snel	soon	snel	soon	ADJ	N
snel	próximamente	snel	próximamente	ADJ	ADV
snel	rapidez	snel	rapidez	ADJ	N;FEM;SG
snel	rapido	snel	rapido	ADJ	INTJ
snel	fast	snel	fast	ADJ	N
snel	ayuno	snel	ayuno	ADJ	N;MASC;SG
snel	rapido	snel	rapido	ADJ	INTJ
snel	rápidamente	snel	rápidamente	ADJ	ADV
lichaam	corporal	lichaam	corporal	N;NEUT;SG	ADJ;SG
lichaam	carrocería	lichaam	carrocería	N;NEUT;SG	V;COND;SG;3;FIN
census	censos	census	censo	N;NEUT;SG	N;MASC;PL
gespeeld	jugado	spelen	jugado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
gespeeld	desempeñado	spelen	desempeñado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
afrika	africa	afrika	africar	PROPN;NEUT;SG	N;FEM;SG
afrika	áfrica	afrika	áfrico	PROPN;NEUT;SG	N;FEM;SG
bestaan	existencia	bestaan	existencia	V;NFIN	N;FEM;SG
wie	oms	wie	oms	PRO;3	N;FEM;SG
wie	quien	wie	quien	PRO;3	PRO;SG
valt	caídas	vallen	caído	V;SG;PRS;FIN	ADJ;FEM;PL;V.PTCP
valt	cascadas	vallen	cascado	V;SG;PRS;FIN	N;FEM;PL
valt	falls	vallen	falls	V;SG;PRS;FIN	N;MASC;PL
valt	cataratas	vallen	catarata	V;SG;PRS;FIN	N;FEM;PL
britse	británico	brits	británico	ADJ	N;MASC;SG
britse	británicos	brits	británico	ADJ	N;MASC;PL
willem	william	willem	william	N;MASC+FEM;SG	PROPN
duidelijk	claro	duidelijk	claro	ADJ	ADV
duidelijk	claramente	duidelijk	claramente	ADJ	ADV
duidelijk	evidentemente	duidelijk	evidentemente	ADJ	ADV
duidelijk	obviamente	duidelijk	obviamente	ADJ	ADV
duidelijk	evidentemente	duidelijk	evidentemente	ADJ	ADV
beter	better	goed	better	ADJ;CMPR	N
beter	mejor	goed	mejor	ADJ;CMPR	ADV
meeste	most	veel	most	PRO	N
des	des	des	des	ADV	
nooit	never	nooit	never	ADV	N
nooit	jamas	nooit	jama	ADV	
geeft	retornos	geven	retorno	V;SG;PRS;FIN	N;MASC;PL
geeft	regresos	geven	regresos	V;SG;PRS;FIN	N;MASC;PL
geeft	devoluciones	geven	devolución	V;SG;PRS;FIN	N;FEM;PL
diverse	varios	divers	varios	ADJ	PRO;MASC;PL
diverse	varias	divers	varios	ADJ	PRO;FEM;PL
diverse	varios	divers	varios	ADJ	PRO;MASC;PL
diverse	diversos	divers	diverso	ADJ	PRO;MASC;PL
dier	animales	dier	animal	N;NEUT;SG	N;MASC;PL
duits	alemanes	duits	alemán	ADJ	N;MASC;PL
duits	alemán	duits	alemán	ADJ	N;MASC;SG
duits	aleman	duits	alemar	ADJ	N;MASC;SG
lijn	line	lijn	line	N;MASC+FEM;SG	
mag	may	mogen	maber	V;SG;PRS;FIN	
mag	mayo	mogen	mayo	V;SG;PRS;FIN	N
mag	mag	mogen	mag	V;SG;PRS;FIN	N
slag	batallas	slag	batalla	N;MASC+FEM;SG	N;FEM;PL
anders	distinta	anders	distinto	ADV	ADJ;FEM;SG
anders	diferente	anders	diferente	ADV	ADJ;SG
anders	distintos	anders	distinto	ADV	PRO;MASC;PL
anders	distinto	anders	distinto	ADV	ADJ;MASC;SG
anders	diferentes	anders	diferente	ADV	ADJ;PL
anders	anders	anders	anders	ADV	PROPN
park	parques	park	parque	N;NEUT;SG	N;MASC;PL
park	park	park	park	N;NEUT;SG	PROPN
vrij	gratis	vrij	gratis	ADJ	
vrij	free	vrij	freer	ADJ	N
weinig	poco	weinig	poco	PRO	ADV
weinig	little	weinig	little	PRO	N
weinig	pequeño	weinig	pequeño	PRO	ADJ;MASC;SG
weinig	pequeña	weinig	pequeño	PRO	ADJ;FEM;SG
weinig	poquito	weinig	poquito	PRO	ADJ;MASC;SG
toegevoegd	añadido	toevoegen	añadido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
toegevoegd	agregados	toevoegen	agregado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
toegevoegd	añadida	toevoegen	añadido	V;V.PTCP	ADJ;FEM;SG;V.PTCP
toegevoegd	agregado	toevoegen	agregar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
leger	armada	leger	armado	N;NEUT;SG	ADJ;FEM;SG;V.PTCP
want	porque	want	porque	CONJ	CONJ
overleden	fallecida	overlijden	fallecido	V;V.PTCP	ADJ;FEM;SG;V.PTCP
overleden	fallecidos	overlijden	fallecido	V;V.PTCP	ADJ;MASC;PL;V.PTCP
overleden	difuntos	overlijden	difunto	V;V.PTCP	N;MASC;PL
overleden	fallecido	overlijden	fallecido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
oost	este	oost	este	N;MASC+FEM;SG	PRO;MASC;SG
oost	oost	oost	oost	N;MASC+FEM;SG	
opgenomen	grabados	opnemen	grabado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
opgenomen	registrado	opnemen	registrado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
opgenomen	grabado	opnemen	grabado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
single	sencillo	single	sencillo	N;MASC+FEM;SG	ADJ;MASC;SG
buiten	fuera	buiten	fuera	ADP	ADV
buiten	afuera	buiten	afuera	ADP	
buiten	exterior	buiten	exterior	ADP	ADJ;SG
buiten	exteriores	buiten	exterior	ADP	ADJ;PL
buiten	exterior	buiten	exterior	ADP	ADJ;SG
bureau	oficinas	bureau	oficina	N;NEUT;SG	N;FEM;PL
speelt	obras	spelen	obra	V;SG;PRS;FIN	N;FEM;PL
wetenschappelijk	científicos	wetenschappelijk	científico	ADJ	N;MASC;PL
ander	otras	ander	otro	ADJ	PRO;FEM;PL
ander	otro	ander	otro	ADJ	PRO;MASC;SG
ander	otros	ander	otro	ADJ	PRO;MASC;PL
delen	share	delen	share	V;NFIN	N
delen	repuestos	delen	repuesto	V;NFIN	N;MASC;PL
delen	piezas	delen	pieza	V;NFIN	N;FEM;PL
delen	partes	delen	parte	V;NFIN	N;FEM;PL
meest	most	veel	most	PRO	N
bestaande	existente	bestaan	existente	V;V.PTCP	ADJ;SG
bestaande	existentes	bestaan	existente	V;V.PTCP	ADJ;PL
belangrijkste	main	belangrijk	main	ADJ;RL	N
omgeving	alrededores	omgeving	alrededor	N;MASC+FEM;SG	N;MASC;PL
bedrijf	negocios	bedrijf	negocio	N;NEUT;SG	N;MASC;PL
namen	namur	nemen	namur	V;PL;PST;FIN	PROPN
namen	nombres	nemen	nombre	V;PL;PST;FIN	N;MASC;PL
vrouwen	mujer	vrouw	mujer	N;PL	N;FEM;SG
vrouwen	femenino	vrouw	femenino	N;PL	ADJ;MASC;SG
oud	oud	oud	oud	ADJ	N;MASC;SG
niets	nothing	niets	nothing	PRO;3	N
krijgen	consigue	krijgen	conseguir	V;PL;PRS;FIN	V;IND;SG;3;PRS;FIN
krijgen	obtenga	krijgen	obtener	V;PL;PRS;FIN	V;SBJV;SG;3;PRS;FIN
hoge	high	hoog	high	ADJ	N
onderzoek	investigaciones	onderzoek	investigación	N;NEUT;SG	N;FEM;PL
maria	maria	maria	mario	N;MASC+FEM;SG	
maria	maria	maria	mario	N;MASC+FEM;SG	
geplaatst	colocada	plaatsen	colocado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
geplaatst	colocados	plaatsen	colocado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
geplaatst	colocado	plaatsen	colocado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
geplaatst	publicados	plaatsen	publicado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
geplaatst	publicado	plaatsen	publicado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
geplaatst	publicada	plaatsen	publicado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
sterk	strong	sterk	strong	ADJ	N
sommige	some	sommig	some	PRO	N
rode	rojo	rood	rojo	ADJ	N;MASC;SG
rode	red	rood	red	ADJ	N;FEM;SG
schreef	escribía	schrijven	escribir	V;SG;PST;FIN	V;IND;SG;3;IPFV;FIN
laat	tarde	laten	tarde	V;SG;PRS;FIN	ADV
laat	tardía	laten	tarder	V;SG;PRS;FIN	ADJ;FEM;SG
laat	dejemos	laten	dejar	V;SG;PRS;FIN	V;IMP;PL;1;FIN
laat	let	laten	let	V;SG;PRS;FIN	
von	von	von	von	PROPN;MASC+FEM;SG	PROPN
york	york	york	york	ADV	PROPN
algemeen	generalidades	algemeen	generalidad	ADJ	N;FEM;PL
algemeen	generales	algemeen	general	ADJ	N;MASC;PL
algemeen	general	algemeen	general	ADJ	N;SG
meerdere	múltiple	meerdere	múltiple	PRO	ADJ;SG
meerdere	múltiples	meerdere	múltiple	PRO	ADJ;PL
meerdere	multiples	meerdere	multiple	PRO	ADJ;PL
jean	jean	jean	jean	N;MASC+FEM;SG	PROPN
blijven	quedarse	blijven	quedar	V;PL;PRS;FIN	V;SBJV;SG;3;IPFV;FIN
blijven	permanezca	blijven	permanecer	V;PL;PRS;FIN	V;SBJV;SG;3;PRS;FIN
blijven	permanece	blijven	permanecer	V;PL;PRS;FIN	V;IND;SG;3;PRS;FIN
blijven	quédate	blijven	quédate	V;PL;PRS;FIN	V;IND;SG;2;PRS;FIN
blijven	quedo	blijven	quedar	V;PL;PRS;FIN	V;IND;SG;1;PRS;FIN
blijven	quedate	blijven	quedate	V;PL;PRS;FIN	V;IND;SG;2;PRS;FIN
blijven	estadía	blijven	estadía	V;PL;PRS;FIN	N;FEM;SG
blijven	estancia	blijven	estancia	V;PL;PRS;FIN	N;FEM;SG
parijs	paris	parijs	pari	PROPN;NEUT;SG	N;SG
parijs	parís	parijs	parís	PROPN;NEUT;SG	PROPN
gewoon	solo	gewoon	solo	ADJ	ADV
gewoon	simplemente	gewoon	simplemente	ADJ	ADV
gewoon	sólo	gewoon	sólo	ADJ	ADV
gewoon	just	gewoon	justo	ADJ	N
korte	short	kort	short	ADJ	N
engels	inglés	engel	inglés	ADJ	N;MASC;SG
engels	ingles	engel	ingle	ADJ	
engels	espanol	engel	espanol	ADJ	N;MASC;SG
taal	idiomas	taal	idioma	N;MASC+FEM;SG	N;MASC;PL
generaal	generalidades	generaal	generalidad	N;MASC+FEM;SG	N;FEM;PL
generaal	generales	generaal	general	N;MASC+FEM;SG	N;MASC;PL
enkel	tobillo	enkel	tobillo	PRO	N;MASC;SG
enkel	tobillos	enkel	tobillo	PRO	N;MASC;PL
enkel	únicamente	enkel	únicamente	PRO	ADV
enkel	solo	enkel	solo	PRO	ADV
enkel	sólo	enkel	sólo	PRO	ADV
enkel	solamente	enkel	solamente	PRO	ADV
leeftijd	edades	leeftijd	edad	N;MASC+FEM;SG	N;FEM;PL
miljoen	millones	miljoen	millón	N;NEUT;SG	N;MASC;PL
programma	programar	programma	programar	N;NEUT;SG	V;NFIN
nodig	need	nodig	need	ADJ	N
nodig	necesitar	nodig	necesitar	ADJ	V;NFIN
nodig	necesito	nodig	necesitar	ADJ	V;IND;SG;1;PRS;FIN
nodig	necesita	nodig	necesitar	ADJ	V;IND;SG;3;PRS;FIN
nodig	necesidad	nodig	necesidad	ADJ	N;FEM;SG
nodig	necesitó	nodig	necesitar	ADJ	V;IND;SG;3;PST;FIN
nodig	necesitaba	nodig	necesitar	ADJ	V;IND;SG;3;IPFV;FIN
klein	small	klein	small	ADJ	N
klein	poco	klein	poco	ADJ	ADV
klein	little	klein	little	ADJ	N
klein	klein	klein	klein	ADJ	PROPN
zes	six	zes	six	NUM	N
gehouden	celebrada	houden	celebrado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
gehouden	mantenido	houden	mantener	V;V.PTCP	ADJ;MASC;SG;V.PTCP
wilde	wild	willen	wild	V;SG;PST;FIN	N
wilde	silvestre	willen	silvestre	V;SG;PST;FIN	ADJ;SG
wilde	silvestres	willen	silvestre	V;SG;PST;FIN	N;FEM;PL
wilde	salvajes	willen	salvaje	V;SG;PST;FIN	N;PL
wilde	salvaje	willen	salvaje	V;SG;PST;FIN	ADJ;SG
wilde	wilde	willen	wilde	V;SG;PST;FIN	PROPN
elke	elke	elk	élke	DET	N;FEM;SG
elke	cualquiera	elk	cualquiera	DET	PRO;SG
politicus	político	politicus	político	N;MASC+FEM;SG	ADJ;MASC;SG
politicus	politico	politicus	politico	N;MASC+FEM;SG	ADJ;MASC;SG
brussel	bruselas	brussel	brusela	PROPN;NEUT;SG	N;FEM;PL
belgisch	bélgica	belgisch	bélgico	ADJ	N;FEM;SG
belgisch	belga	belgisch	belga	ADJ	N;SG
belgisch	belgas	belgisch	belga	ADJ	N;PL
weet	know	weten	know	V;SG;PRS;FIN	PROPN
david	jose	david	jose	PROPN;MASC+FEM;SG	
david	david	david	david	PROPN;MASC+FEM;SG	PROPN
zeker	ciertamente	zeker	ciertamente	ADJ	ADV
zeker	claro	zeker	claro	ADJ	ADV
zeker	definitivamente	zeker	definitivamente	ADJ	ADV
elk	cada	elk	cada	PRO	DET;SG
elk	cada	elk	cada	PRO	DET;SG
vormen	formas	vormen	forma	V;NFIN	N;FEM;PL
vormen	formas	vormen	forma	V;NFIN	N;FEM;PL
vormen	formularios	vormen	formulario	V;NFIN	N;MASC;PL
basis	básicos	basis	básico	N;MASC+FEM;SG	ADJ;MASC;PL
basis	fundamentos	basis	fundamento	N;MASC+FEM;SG	N;MASC;PL
basis	básico	basis	básico	N;MASC+FEM;SG	ADJ;MASC;SG
kop	titulares	kop	titular	N;MASC+FEM;SG	N;MASC;PL
kop	encabezado	kop	encabezado	N;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
kop	encabezado	kop	encabezado	N;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
kop	cabezas	kop	cabeza	N;MASC+FEM;SG	N;FEM;PL
waarschijnlijk	probablemente	waarschijnlijk	probablemente	ADJ	ADV
waarschijnlijk	probablemente	waarschijnlijk	probablemente	ADJ	ADV
utrecht	utrecht	utrecht	utrecht	PROPN;NEUT;SG	PROPN
toernooi	torneos	toernooi	torneo	N;NEUT;SG	N;MASC;PL
rijk	imperio	rijk	imperio	ADJ	N;MASC;SG
rijk	empire	rijk	empire	ADJ	N
rijk	reich	rijk	reich	ADJ	N;MASC;SG
rijk	rich	rijk	rich	ADJ	PROPN
rijk	ricos	rijk	rico	ADJ	N;MASC;PL
uur	horarios	uur	horario	N;NEUT;SG	N;MASC;PL
uur	horas	uur	hora	N;NEUT;SG	N;FEM;PL
extra	extra	extra	extra	ADJ	
verloop	degradado	verloop	degradado	N;NEUT;SG	ADJ;MASC;SG;V.PTCP
verloop	degradados	verloop	degradado	N;NEUT;SG	ADJ;MASC;PL;V.PTCP
deed	did	doen	did	V;SG;PST;FIN	PROPN
gebruiken	uso	gebruiken	uso	V;NFIN	N;MASC;SG
gebruiken	utilización	gebruiken	utilización	V;NFIN	N;FEM;SG
alles	everything	alles	everything	PRO;3	N
alles	all	alles	all	PRO;3	N
kort	brevemente	kort	brevemente	ADJ	ADV
kort	short	kort	short	ADJ	N
robert	robert	robert	robert	N;MASC+FEM;SG	PROPN
welke	cual	welk	cual	PRO	PRO;SG
volgde	seguido	volgen	seguido	V;SG;PST;FIN	ADJ;MASC;SG;V.PTCP
volgde	seguida	volgen	seguido	V;SG;PST;FIN	ADJ;FEM;SG;V.PTCP
werkte	trabajado	werken	trabajar	V;SG;PST;FIN	ADJ;MASC;SG;V.PTCP
werkte	trabajadas	werken	trabajado	V;SG;PST;FIN	ADJ;FEM;PL;V.PTCP
les	les	les	él	N;MASC+FEM;SG	PRO;DAT;PL;3
kilometer	kilómetros	kilometer	kilómetro	N;MASC+FEM;SG	N;MASC;PL
kilometer	kilómetros	kilometer	kilómetro	N;MASC+FEM;SG	N;MASC;PL
kilometer	kilometros	kilometer	kilometro	N;MASC+FEM;SG	N;MASC;PL
bepaalde	ciertos	bepalen	cierto	V;V.PTCP	PRO;MASC;PL
bepaalde	ciertas	bepalen	cierto	V;V.PTCP	PRO;FEM;PL
bepaalde	determinados	bepalen	determinado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
misschien	quizas	misschien	quiza	ADV	N;FEM;SG
misschien	quizas	misschien	quiza	ADV	N;FEM;SG
misschien	talvez	misschien	talvez	ADV	INTJ
iii	iii	iii	iii	N;MASC+FEM;SG	
gedaan	hecho	doen	hecho	V;V.PTCP	ADJ;MASC;SG;V.PTCP
vraag	preguntar	vraag	preguntar	N;MASC+FEM;SG	V;NFIN
vraag	pregunte	vraag	pregunte	N;MASC+FEM;SG	V;SBJV;SG;3;FIN
vraag	pregunten	vraag	preguntar	N;MASC+FEM;SG	V;IMP;PL;3;FIN
hen	gallina	hen	gallina	PRO;ACC;3	N;FEM;SG
voornamelijk	principalmente	voornamelijk	principalmente	ADJ	ADV
voornamelijk	principalmente	voornamelijk	principalmente	ADJ	ADV
voornamelijk	mayormente	voornamelijk	mayormente	ADJ	ADV
voornamelijk	predominantemente	voornamelijk	predominantemente	ADJ	ADV
engeland	inglaterra	engeland	inglaterra	PROPN;NEUT;SG	PROPN
gebruiker	usuarios	gebruiker	usuario	N;MASC+FEM;SG	N;MASC;PL
gegeven	dados	geven	dado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
italië	italia	italië	italia	PROPN;NEUT;SG	PROPN
italiaanse	italianos	italiaans	italiano	ADJ	N;MASC;PL
italiaanse	italiano	italiaans	italiano	ADJ	N;MASC;SG
start	start	starten	start	V;SG;PRS;FIN	N
start	inicio	starten	inicio	V;SG;PRS;FIN	N;MASC;SG
start	comienzo	starten	comienzo	V;SG;PRS;FIN	N;MASC;SG
echt	realmente	echt	realmente	ADJ	ADV
hetzelfde	misma	hetzelfde	mismo	ADJ	DET;FEM;SG
hetzelfde	igual	hetzelfde	igual	ADJ	ADV
londen	londres	lond	londre	PROPN;NEUT;SG	N;MASC;PL
vind	hallazgo	vinden	hallazgo	V;SG;PRS;FIN	N;MASC;SG
verscheen	aparecieron	verschijnen	aparecer	V;SG;PST;FIN	V;IND;PL;3;PST;FIN
verscheen	aparecido	verschijnen	aparecido	V;SG;PST;FIN	ADJ;MASC;SG;V.PTCP
centrum	centrar	centrum	centrar	N;NEUT;SG	V;NFIN
type	escribe	type	escribir	N;NEUT;SG	V;IND;SG;3;PRS;FIN
type	escriba	type	escribir	N;NEUT;SG	V;IMP;SG;3;FIN
omvat	portadas	omvatten	portada	V;SG;PRS;FIN	N;FEM;PL
omvat	fundas	omvatten	funda	V;SG;PRS;FIN	N;FEM;PL
omvat	cubiertas	omvatten	cubierto	V;SG;PRS;FIN	ADJ;FEM;PL;V.PTCP
leiden	leiden	leiden	leidir	V;NFIN	N;MASC;SG
leiden	plomo	leiden	plomo	V;NFIN	N;MASC;SG
antwerpen	amberes	antwerpen	amberes	PROPN;NEUT;SG	N;MASC;SG
vervangen	sustituido	vervangen	sustituir	V;V.PTCP	ADJ;MASC;SG;V.PTCP
vervangen	reemplazados	vervangen	reemplazado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
vervangen	reemplazado	vervangen	reemplazar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
vervangen	reemplazo	vervangen	reemplazo	V;V.PTCP	N;MASC;SG
loopt	carreras	lopen	carrera	V;SG;PRS;FIN	N;FEM;PL
loopt	caminatas	lopen	caminata	V;SG;PRS;FIN	N;FEM;PL
loopt	paseos	lopen	paseo	V;SG;PRS;FIN	N;MASC;PL
militaire	ejército	militair	ejército	ADJ	N;MASC;SG
militaire	militares	militair	militar	ADJ	N;PL
succes	exitos	succes	exito	N;NEUT;SG	N;MASC;PL
succes	éxitos	succes	éxito	N;NEUT;SG	N;MASC;PL
verwijderd	eliminada	verwijderen	eliminado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
verwijderd	suprimido	verwijderen	suprimir	V;V.PTCP	ADJ;MASC;SG;V.PTCP
verwijderd	eliminados	verwijderen	eliminado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
