eagle	kartal	eagle	kartal	ADJ;POS	
spektra	spektrum	spektrum	spek	N;NOM;NEUT;PL;POS	N;NOM;SG;3
sedmý	seventh	sedmý	seventh	ADJ;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
sedmý	yedinci	sedmý	yedinci	ADJ;INAN;NOM;MASC;SG;POS	
mann	mann	mann	mann	PROPN;ANIM;NOM;MASC;SG;POS	
obdobné	benzeri	obdobný	benzeri	ADJ;NOM;MASC;PL;POS	
obdobné	benzer	obdobný	benze	ADJ;NOM;MASC;PL;POS	
ana	ana	ana	ana	PROPN;NOM;FEM;SG;POS	
zvýšené	artan	zvýšený	art	ADJ;NOM;NEUT;SG;POS	
zvýšené	yükselmiş	zvýšený	yüksel	ADJ;NOM;NEUT;SG;POS	V;PFV;NFH;IND;SG;3;POS;PST
pokrok	ilerleme	pokrok	ilerle	N;INAN;NOM;MASC;SG;POS	
pokrok	gelişme	pokrok	geliş	N;INAN;NOM;MASC;SG;POS	
pokrok	gelişim	pokrok	geliş	N;INAN;NOM;MASC;SG;POS	
ověření	doğrulama	ověření	doğrulama	N;NOM;NEUT;SG;POS	
ověření	onaylama	ověření	onayla	N;NOM;NEUT;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR
ověření	onay	ověření	onay	N;NOM;NEUT;SG;POS	
ověření	doğrulama	ověření	doğrulama	N;NOM;NEUT;SG;POS	
ověření	doğrulaması	ověření	doğrul	N;NOM;NEUT;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR
ověření	doğrulama	ověření	doğrulama	N;NOM;NEUT;SG;POS	
paulo	paulo	paulo	paulo	PROPN;NOM;NEUT;SG;POS	PROPN;NOM;SG;3
paulo	paula	paulo	paula	PROPN;NOM;NEUT;SG;POS	
vzestup	yükselme	vzestup	yüksel	N;INAN;NOM;MASC;SG;POS	
vzestup	yükseliş	vzestup	yükseliş	N;INAN;NOM;MASC;SG;POS	
vzestup	yüksel	vzestup	yüksel	N;INAN;NOM;MASC;SG;POS	
vzestup	kalkın	vzestup	kalk	N;INAN;NOM;MASC;SG;POS	V;PFV;IMP;PL;2;POS;PRS
vzestup	yükseliş	vzestup	yükseliş	N;INAN;NOM;MASC;SG;POS	
provedeno	bitti	provedený	bit	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST
provedeno	yapıldı	provedený	yap	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
potřeb	ihtiyaç	potřeba	ihtiyaç	N;GEN;FEM;PL;POS	
potřeb	ihtiyacı	potřeba	ihtiyaç	N;GEN;FEM;PL;POS	
potřeb	ihtiyaçları	potřeba	ihtiyaç	N;GEN;FEM;PL;POS	N;NOM;PL;3
potřeb	ihtiyaçlar	potřeba	ihtiyaç	N;GEN;FEM;PL;POS	N;NOM;PL;3
náhodně	rasgele	náhodně	rasgele	ADV;POS	
náhodně	rastgele	náhodně	rastgele	ADV;POS	
náhodně	rasgele	náhodně	rasgele	ADV;POS	
náhodně	kazara	náhodně	kazara	ADV;POS	
náhodně	yanlışlıkla	náhodně	yanlışlık	ADV;POS	N;INS;SG;3
náhodně	kazayla	náhodně	kaza	ADV;POS	N;INS;SG;3
odměnu	ödül	odměna	ödül	N;ACC;FEM;SG;POS	
grace	zarafet	grace	zarafet	PROPN;NOM;FEM;SG;POS	
grace	grace	grace	grace	PROPN;NOM;FEM;SG;POS	
oslavy	kutlama	oslava	kutlam	N;NOM;FEM;PL;POS	
oslavy	kutlamaları	oslava	kutla	N;NOM;FEM;PL;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR
oslavy	kutlamalar	oslava	kutla	N;NOM;FEM;PL;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR
oslavy	kutlama	oslava	kutlam	N;NOM;FEM;PL;POS	
oslavy	kutlamalar	oslava	kutla	N;NOM;FEM;PL;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR
dallas	dallas	dallas	dallas	PROPN;INAN;NOM;MASC;SG;POS	PROPN;NOM;SG;3
zrychlení	hızlanma	zrychlení	hızlan	N;NOM;NEUT;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR
čekat	beklemek	čekat	bekle	V;IPFV;POS;NFIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
čekat	bekliyor	čekat	bekle	V;IPFV;POS;NFIN	V;PROG;IND;SG;3;POS;INFM;PRS
čekat	bekliyorum	čekat	bekle	V;IPFV;POS;NFIN	V;PROG;IND;SG;1;POS;INFM;PRS
čekat	bekliyoruz	čekat	bekle	V;IPFV;POS;NFIN	V;PROG;IND;PL;1;POS;INFM;PRS
čekat	bekleyen	čekat	bekle	V;IPFV;POS;NFIN	V;PFV;IND;POS;PRS;V.PTCP
obytné	konut	obytný	konut	ADJ;NOM;MASC;PL;POS	N;NOM;SG;3
obytné	yerleşim	obytný	yerleş	ADJ;NOM;MASC;PL;POS	
obytné	ikamet	obytný	ikamet	ADJ;NOM;MASC;PL;POS	
zachována	tutulan	zachovaný	tut	ADJ;POS;V.PTCP;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
leonardo	leonardo	leonardo	leonar	N;ANIM;NOM;MASC;SG;POS	
haas	haas	haas	haas	PROPN;ANIM;NOM;MASC;SG;POS	
váže	bağlar	vázat	bağla	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	
mor	veba	mor	veba	N;INAN;NOM;MASC;SG;POS	
mor	salgın	mor	salgın	N;INAN;NOM;MASC;SG;POS	
mor	veba	mor	veba	N;INAN;NOM;MASC;SG;POS	
arabsky	arapça	arabsky	arapça	ADV;POS	
arabsky	arap	arabsky	arap	ADV;POS	
julian	julian	julian	julian	PROPN;ANIM;NOM;MASC;SG;POS	
estonsko	estonya	estonský	estonya	PROPN;NOM;NEUT;SG;POS	PROPN;NOM;SG;3
missouri	missouri	missour	missour	PROPN;NOM;FEM;SG;POS	
přírodovědec	natüralist	přírodovědec	natüralist	N;ANIM;NOM;MASC;SG;POS	
doklady	kağıtlar	doklad	kağıt	N;INAN;NOM;MASC;PL;POS	ADJ;NOM;PL;3
doklady	kağıtları	doklad	kağıt	N;INAN;NOM;MASC;PL;POS	ADJ;ACC;PL;3
césar	caesar	césar	caesar	N;ANIM;NOM;MASC;SG;POS	
césar	sezar	césar	sezar	N;ANIM;NOM;MASC;SG;POS	
césar	cesar	césar	cesar	N;ANIM;NOM;MASC;SG;POS	
césar	césar	césar	césar	N;ANIM;NOM;MASC;SG;POS	
atlantis	atlantis	atlantis	atlantis	N;INAN;NOM;MASC;SG;POS	
zásahy	müdahele	zásah	müdahele	N;INAN;NOM;MASC;PL;POS	N;NOM;SG;3
zásahy	müdahale	zásah	müdahale	N;INAN;NOM;MASC;PL;POS	
viru	virüs	vir	virüs	N;INAN;GEN;MASC;SG;POS	
viru	virüsten	vir	virüsten	N;INAN;GEN;MASC;SG;POS	N;AT+ABL;SG;3
sestavy	kitleri	sestava	kit	N;NOM;FEM;PL;POS	N;ACC;PL;3
sestavy	rutinleri	sestava	rutin	N;NOM;FEM;PL;POS	ADJ;ACC;PL;3
mlýny	mills	mlýn	mills	N;INAN;NOM;MASC;PL;POS	
mlýny	değirmen	mlýn	değir	N;INAN;NOM;MASC;PL;POS	
ramat	ramat	rama	ramat	PROPN;NOM;FEM;SG;POS	PROPN;NOM;SG;3
podvozku	şase	podvozek	şase	N;INAN;GEN;MASC;SG;POS	
hamburku	hamburg	hamburk	hamburg	PROPN;INAN;GEN;MASC;SG;POS	PROPN;NOM;SG;3
kantonů	kantonlar	kanton	kanton	N;INAN;GEN;MASC;PL;POS	N;NOM;PL;3
profilu	profil	profil	profil	N;INAN;GEN;MASC;SG;POS	
profilu	profili	profil	profili	N;INAN;GEN;MASC;SG;POS	
kanadská	kanadalı	kanadský	kanadalı	ADJ;NOM;FEM;SG;POS	N;ESS;SG;3
slam	slam	slam	slam	PROPN;INAN;NOM;MASC;SG;POS	
partner	ortak	partner	ortak	N;ANIM;NOM;MASC;SG;POS	ADJ
etnicky	etnik	etnicky	etnik	ADV;POS	
konkurenční	rekabetçi	konkurenční	rekabetçi	ADJ;NOM;MASC;SG;POS	N;NOM;SG;3
konkurenční	rekabet	konkurenční	rekabet	ADJ;NOM;MASC;SG;POS	
transformace	değişim	transformace	değişim	N;NOM;FEM;SG;POS	
transformace	dönüşüm	transformace	dönüşüm	N;NOM;FEM;SG;POS	
transformace	dönüşümler	transformace	dönüşüm	N;NOM;FEM;SG;POS	N;NOM;PL;3
transformace	dönüşümleri	transformace	dönüşüm	N;NOM;FEM;SG;POS	N;ACC;PL;3
jonas	jonas	jonas	jonas	PROPN;ANIM;NOM;MASC;SG;POS	
profesionál	mesleki	profesionál	mesleki	N;ANIM;NOM;MASC;SG;POS	
profesionál	profesyonel	profesionál	profesyonel	N;ANIM;NOM;MASC;SG;POS	
inspiroval	ilham	inspirovat	ilham	V;MASC;SG;POS;PST;V.PTCP;ACT	
gilles	gilles	gilles	gilles	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;NOM;SG;3
zpravodaj	bülten	zpravodaj	bülten	N;ANIM;NOM;MASC;SG;POS	
zpravodaj	bülteni	zpravodaj	bülte	N;ANIM;NOM;MASC;SG;POS	
zpravodaj	bülten	zpravodaj	bülten	N;ANIM;NOM;MASC;SG;POS	
sdělení	haberleşme	sdělení	haberleş	N;NOM;NEUT;SG;POS	
sdělení	haberleşme	sdělení	haberleş	N;NOM;NEUT;SG;POS	
pruh	lane	pruh	la	N;INAN;NOM;MASC;SG;POS	PROPN;NOM;SG;3
pruh	şerit	pruh	şerit	N;INAN;NOM;MASC;SG;POS	
pruh	şerit	pruh	şerit	N;INAN;NOM;MASC;SG;POS	
oldfield	oldfield	oldfield	ol	N;INAN;NOM;MASC;SG;POS	
důlní	maden	důlní	maden	ADJ;NOM;MASC;SG;POS	
důlní	madencilik	důlní	madencilik	ADJ;NOM;MASC;SG;POS	N;NOM;SG;3
plavidel	gemiler	plavidlo	gemi	N;GEN;NEUT;PL;POS	N;NOM;PL;3
deutscher	deutscher	deutscher	deutscher	N;MASC;SG;POS	PROPN;NOM;SG;3
muhammad	muhammed	muhammad	muhammed	N;ANIM;NOM;MASC;SG;POS	
hop	hop	hop	hop	N;INAN;NOM;MASC;SG;POS	
hop	atla	hop	atla	N;INAN;NOM;MASC;SG;POS	
ovce	koyun	ovce	koyun	N;NOM;FEM;PL;POS	
konfederace	konfederasyonu	konfederace	konfederasyon	N;NOM;FEM;SG;POS	N;ACC;SG;3
konfederace	konfederasyon	konfederace	konfederasyon	N;NOM;FEM;SG;POS	
účetní	muhasebeciler	účetní	muhasebeci	ADJ;NOM;MASC;SG;POS	ADJ;NOM;PL;3
účetní	muhasebe	účetní	muhasebe	ADJ;NOM;MASC;SG;POS	
účetní	muhasebe	účetní	muhasebe	ADJ;NOM;MASC;SG;POS	
účetní	muhasebeci	účetní	muhasebeci	ADJ;NOM;MASC;SG;POS	
náboženský	dindar	náboženský	dindar	ADJ;INAN;NOM;MASC;SG;POS	
náboženský	dinsel	náboženský	dinsel	ADJ;INAN;NOM;MASC;SG;POS	
náboženský	dini	náboženský	din	ADJ;INAN;NOM;MASC;SG;POS	
hluboký	derine	hluboký	derin	ADJ;INAN;NOM;MASC;SG;POS	
hluboký	derin	hluboký	derin	ADJ;INAN;NOM;MASC;SG;POS	
hluboký	deep	hluboký	deep	ADJ;INAN;NOM;MASC;SG;POS	
hluboký	derinden	hluboký	derin	ADJ;INAN;NOM;MASC;SG;POS	ADJ;AT+ABL;SG;3
synovec	yeğen	synovec	yeğen	N;ANIM;NOM;MASC;SG;POS	
pokusů	denemeler	pokus	dene	N;INAN;GEN;MASC;PL;POS	
pokusů	girişimleri	pokus	girişim	N;INAN;GEN;MASC;PL;POS	N;ACC;PL;3
nesmysl	saçma	nesmysl	saç	N;INAN;NOM;MASC;SG;POS	
nesmysl	saçmalık	nesmysl	saçmalık	N;INAN;NOM;MASC;SG;POS	V;PFV;SG;3;POS;PRS
marketing	pazarlama	marketing	pazarlama	N;INAN;NOM;MASC;SG;POS	
hymna	marşı	hymna	marş	N;NOM;FEM;SG;POS	
hymna	marş	hymna	marş	N;NOM;FEM;SG;POS	
rozšířená	uzamış	rozšířený	uza	ADJ;NOM;FEM;SG;POS	V;PFV;NFH;IND;SG;3;POS;PST
rozšířená	genişletilmiş	rozšířený	genişle	ADJ;NOM;FEM;SG;POS	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
potrubí	borular	potrubí	boru	N;NOM;NEUT;SG;POS	N;NOM;PL;3
potrubí	boru	potrubí	boru	N;NOM;NEUT;SG;POS	
potrubí	pipo	potrubí	pipo	N;NOM;NEUT;SG;POS	
zatčení	tutuklanma	zatčení	tutuklan	N;NOM;NEUT;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
zatčení	tutuklama	zatčení	tutukla	N;NOM;NEUT;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR
zatčení	tutuklamalar	zatčení	tutukla	N;NOM;NEUT;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR
zatčení	tutuklama	zatčení	tutukla	N;NOM;NEUT;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR
nutná	gerekli	nutný	gerekli	ADJ;NOM;FEM;SG;POS	
nutná	gerekliydi	nutný	gerekli	ADJ;NOM;FEM;SG;POS	V;PFV;IND;SG;3;POS;PST
nutná	gereklidir	nutný	gerekli	ADJ;NOM;FEM;SG;POS	
položek	eşyalar	položka	eşya	N;GEN;FEM;PL;POS	N;NOM;PL;3
položek	ürünler	položka	ürün	N;GEN;FEM;PL;POS	N;NOM;PL;3
frederick	frederick	frederick	frederick	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;NOM;SG;3
odborníci	profesyonel	odborník	profesyonel	N;ANIM;NOM;MASC;PL;POS	
odborníci	uzmanlar	odborník	uzman	N;ANIM;NOM;MASC;PL;POS	ADJ;NOM;PL;3
odborníci	uzmanları	odborník	uzman	N;ANIM;NOM;MASC;PL;POS	ADJ;NOM;PL;3
odborníci	uzman	odborník	uzman	N;ANIM;NOM;MASC;PL;POS	
odborníci	uzmanlara	odborník	uzman	N;ANIM;NOM;MASC;PL;POS	ADJ;DAT;PL;3
odborníci	uzmanlar	odborník	uzman	N;ANIM;NOM;MASC;PL;POS	ADJ;NOM;PL;3
odborníci	uzmanlara	odborník	uzman	N;ANIM;NOM;MASC;PL;POS	ADJ;DAT;PL;3
portugalské	portekizce	portugalský	portekizce	ADJ;NOM;NEUT;SG;POS	
stanovena	kurulmuştur	stanovený	kur	ADJ;POS;V.PTCP;PASS	V;PFV;NFH;SG;3;POS;PST;PASS
stanovena	kurulmuş	stanovený	kur	ADJ;POS;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
stanovena	kuruldu	stanovený	kur	ADJ;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
stanovena	yerleşik	stanovený	yerleşik	ADJ;POS;V.PTCP;PASS	
stanovena	kurulan	stanovený	kur	ADJ;POS;V.PTCP;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
stanovena	tamir	stanovený	tamir	ADJ;POS;V.PTCP;PASS	
stanovena	sabit	stanovený	sabit	ADJ;POS;V.PTCP;PASS	
gov	gov	gov	gov	PROPN;MASC;SG;POS	
panorama	skyline	panorama	skyl	N;NOM;NEUT;SG;POS	N;DAT;SG;3
panorama	ufuk	panorama	ufuk	N;NOM;NEUT;SG;POS	
kancléř	şansölye	kancléř	şansölye	N;ANIM;NOM;MASC;SG;POS	
alpha	alpha	alpha	alpha	PROPN;NOM;MASC;SG;POS	
alpha	alfa	alpha	alfa	PROPN;NOM;MASC;SG;POS	
mercury	mercury	mercura	mercury	N;NOM;FEM;PL;POS	PROPN;NOM;SG;3
mercury	cıva	mercura	cıva	N;NOM;FEM;PL;POS	
mercury	merkür	mercura	merkür	N;NOM;FEM;PL;POS	
jet	jet	jet	jet	V;POS;NFIN	
arménie	ermenistan	arménie	ermenistan	PROPN;NOM;FEM;SG;POS	PROPN;NOM;SG;3
mozek	beyin	mozek	beyin	N;INAN;NOM;MASC;SG;POS	
mozek	brain	mozek	brain	N;INAN;NOM;MASC;SG;POS	
mozek	beyin	mozek	beyin	N;INAN;NOM;MASC;SG;POS	
zločin	suç	zločin	suç	N;INAN;NOM;MASC;SG;POS	
zločin	suç	zločin	suç	N;INAN;NOM;MASC;SG;POS	
zločin	suçlar	zločin	suç	N;INAN;NOM;MASC;SG;POS	N;NOM;PL;3
převod	aktarım	převod	aktarım	N;INAN;NOM;MASC;SG;POS	
převod	transfer	převod	transfer	N;INAN;NOM;MASC;SG;POS	
kanálů	kanal	kanál	kanal	N;INAN;GEN;MASC;PL;POS	
kanálů	kanallar	kanál	kanal	N;INAN;GEN;MASC;PL;POS	N;NOM;PL;3
kanálů	kanalları	kanál	kanal	N;INAN;GEN;MASC;PL;POS	N;ACC;PL;3
ničení	yıkım	ničení	yık	N;NOM;NEUT;SG;POS	
ničení	imha	ničení	imha	N;NOM;NEUT;SG;POS	
zveřejnil	gönderildi	zveřejnit	gönder	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST;PASS
zveřejnil	paylaşılan	zveřejnit	paylaşı	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;POS;PRS;V.PTCP;PASS
zveřejnil	paylaşıldı	zveřejnit	paylaş	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST;PASS
návštěvníky	ziyaretçi	návštěvník	ziyaretçi	N;ANIM;ACC;MASC;PL;POS	N;NOM;SG;3
návštěvníky	ziyaretçileri	návštěvník	ziyaretçi	N;ANIM;ACC;MASC;PL;POS	N;NOM;PL;3
návštěvníky	ziyaretçiler	návštěvník	ziyaretçi	N;ANIM;ACC;MASC;PL;POS	N;NOM;PL;3
dosáhli	ulaştı	dosáhnout	ulaş	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
balet	bale	balet	bale	N;INAN;NOM;MASC;SG;POS	
porýní	ren	porýnit	ren	PROPN;NOM;NEUT;SG;POS	
porýní	rhineland	porýnit	rhineland	PROPN;NOM;NEUT;SG;POS	PROPN;NOM;SG;3
systematicky	sistematik	systematicky	sistematik	ADV;POS	
systematicky	sistemli	systematicky	sistemli	ADV;POS	
systematicky	sistematik	systematicky	sistematik	ADV;POS	
unit	birlik	unit	birlik	PROPN;NOM;MASC;SG;POS	
unit	birim	unit	birim	PROPN;NOM;MASC;SG;POS	
unit	ünite	unit	ünite	PROPN;NOM;MASC;SG;POS	
virginia	virginia	virginium	virgini	PROPN;NOM;FEM;SG;POS	
bomby	bomba	bomba	bomba	N;NOM;FEM;PL;POS	
chicagu	şikago	chicag	şikago	PROPN;DAT;NEUT;SG;POS	
chicagu	chicago	chicag	chicago	PROPN;DAT;NEUT;SG;POS	PROPN;NOM;SG;3
hdp	gsyih	hdp	gsyih	N;INAN;MASC;POS	
mořských	marine	mořský	marin	ADJ;ANIM;GEN;MASC;PL;POS	
mořských	deniz	mořský	deniz	ADJ;ANIM;GEN;MASC;PL;POS	
mořských	denizcilik	mořský	denizcilik	ADJ;ANIM;GEN;MASC;PL;POS	N;NOM;SG;3
mořských	denizci	mořský	denizci	ADJ;ANIM;GEN;MASC;PL;POS	
normálně	normalde	normálně	normalde	ADV;POS	
rfc	rfc	rfc	rfc	PROPN;MASC;SG;POS	
pozemek	toprak	pozemek	toprak	N;INAN;NOM;MASC;SG;POS	
pozemek	arazi	pozemek	arazi	N;INAN;NOM;MASC;SG;POS	
pozemek	kara	pozemek	kara	N;INAN;NOM;MASC;SG;POS	
pozemek	land	pozemek	la	N;INAN;NOM;MASC;SG;POS	PROPN;NOM;SG;3
uplatnit	geçerli	uplatnit	geçerli	V;POS;NFIN	
kazatel	vaiz	kazatel	vaiz	N;ANIM;NOM;MASC;SG;POS	
kongo	kongo	kongo	kongo	PROPN;NOM;NEUT;SG;POS	
připraven	hazır	připravený	hazır	ADJ;MASC;SG;POS;V.PTCP;PASS	
připraven	hazırız	připravený	hazırız	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;IMP;PL;2;POS;PRS
připraven	hazırım	připravený	hazırım	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;1;PRS
připraven	hazir	připravený	hazir	ADJ;MASC;SG;POS;V.PTCP;PASS	
ostré	keskin	ostrý	keskin	ADJ;NOM;NEUT;SG;POS	
ostré	sivri	ostrý	sivir	ADJ;NOM;NEUT;SG;POS	
ostré	sharp	ostrý	sharp	ADJ;NOM;NEUT;SG;POS	
adrian	adrian	adrian	adrian	PROPN;ANIM;NOM;MASC;SG;POS	
zeměpisné	coğrafi	zeměpisný	coğrafi	ADJ;NOM;NEUT;SG;POS	
zeměpisné	coğrafi	zeměpisný	coğrafi	ADJ;NOM;NEUT;SG;POS	
drak	ejder	drak	eşde	N;ANIM;NOM;MASC;SG;POS	
drak	dragon	drak	dragon	N;ANIM;NOM;MASC;SG;POS	
dosah	menzil	dosah	menzil	N;INAN;NOM;MASC;SG;POS	
chemický	kimyasal	chemický	kimyasal	ADJ;INAN;NOM;MASC;SG;POS	
chemický	kimya	chemický	kimya	ADJ;INAN;NOM;MASC;SG;POS	
melzer	melzer	melzer	melzer	PROPN;ANIM;NOM;MASC;SG;POS	
sud	varil	sud	varil	N;INAN;NOM;MASC;SG;POS	
sud	fıçı	sud	fıç	N;INAN;NOM;MASC;SG;POS	
sud	sud	sud	sud	N;INAN;NOM;MASC;SG;POS	PROPN;NOM;SG;3
sud	fıçı	sud	fıç	N;INAN;NOM;MASC;SG;POS	
astronomie	astronomi	astronomie	astronomi	N;NOM;FEM;SG;POS	
přirozený	doğal	přirozený	doğal	ADJ;INAN;NOM;MASC;SG;POS	
přirozený	dogal	přirozený	dogal	ADJ;INAN;NOM;MASC;SG;POS	
allmusic	allmusic	allmusic	allmusic	N;INAN;NOM;MASC;SG;POS	
cokoliv	herneyse	cokoliv	herneyse	PRO;NOM	
citroën	citroën	citroën	citroën	N;INAN;NOM;MASC;SG;POS	PROPN;NOM;SG;3
kyjev	kiev	kyjev	kiev	PROPN;INAN;NOM;MASC;SG;POS	PROPN;NOM;SG;3
uhlíku	karbon	uhlík	karbon	N;INAN;GEN;MASC;SG;POS	
lyon	lyon	lyon	lyon	PROPN;INAN;NOM;MASC;SG;POS	PROPN;NOM;SG;3
dělník	işçi	dělník	işçi	N;ANIM;NOM;MASC;SG;POS	
dělník	emekçilerin	dělník	emekçi	N;ANIM;NOM;MASC;SG;POS	N;GEN;PL;3
potkal	met	potkat	met	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	
ramena	omuzları	rameno	omuz	N;NOM;NEUT;PL;POS	N;ACC;PL;3
alexandre	alexandre	alexandre	alefandr	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;NOM;SG;3
bibli	incili	bible	incili	N;ACC;FEM;SG;POS	
bibli	incil	bible	incil	N;ACC;FEM;SG;POS	
reed	kamış	reed	kamış	PROPN;ANIM;NOM;MASC;SG;POS	
reed	reed	reed	reed	PROPN;ANIM;NOM;MASC;SG;POS	
palestině	filistin	palestina	filistin	N;DAT;FEM;SG;POS	
holt	holt	holt	holt	ADV	
homosexuální	eşcinsel	homosexuální	eşcinsel	ADJ;NOM;MASC;SG;POS	
homosexuální	homoseksüel	homosexuální	homoseksüel	ADJ;NOM;MASC;SG;POS	
výpočetní	hesaplama	výpočetní	hesaplama	ADJ;NOM;FEM;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR
výpočetní	hesaplama	výpočetní	hesaplama	ADJ;NOM;FEM;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR
kvitová	kvitová	kvitový	kvitová	ADJ;NOM;FEM;SG;POS	
marshall	mareşal	marshall	mareşal	PROPN;ANIM;NOM;MASC;SG;POS	
marshall	marshall	marshall	marshall	PROPN;ANIM;NOM;MASC;SG;POS	
prezidentských	başkanlık	prezidentský	başkanlık	ADJ;GEN;MASC;PL;POS	N;NOM;SG;3
prezidentských	cumhurbaşkanlığı	prezidentský	cumhurbaşkanlığı	ADJ;GEN;MASC;PL;POS	N;NOM;SG;3
bankovní	bankacılık	bankovní	bankacılık	ADJ;NOM;MASC;SG;POS	N;NOM;SG;3
bankovní	banka	bankovní	banka	ADJ;NOM;MASC;SG;POS	N;NOM;SG;3
bankovní	bank	bankovní	bank	ADJ;NOM;MASC;SG;POS	
buňka	hücre	buňka	hücre	N;NOM;FEM;SG;POS	
buňka	cep	buňka	cep	N;NOM;FEM;SG;POS	
gama	gamma	gama	gamma	N;NOM;MASC;SG;POS	
gama	gama	gama	gama	N;NOM;MASC;SG;POS	
jevgenij	yevgeny	jevgenij	yevgeny	PROPN;ANIM;NOM;MASC;SG;POS	
proteinů	protein	protein	protein	N;INAN;GEN;MASC;PL;POS	
duši	ruhu	duše	ruh	N;ACC;FEM;SG;POS	
duši	ruh	duše	ruh	N;ACC;FEM;SG;POS	
duši	soul	duše	soul	N;ACC;FEM;SG;POS	
zveřejnění	ifşa	zveřejnění	ifşa	N;NOM;NEUT;SG;POS	
zveřejnění	yayınlama	zveřejnění	yayınla	N;NOM;NEUT;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR
zveřejnění	yayın	zveřejnění	yayın	N;NOM;NEUT;SG;POS	
zveřejnění	yayınlama	zveřejnění	yayınla	N;NOM;NEUT;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR
zveřejnění	yayın	zveřejnění	yayın	N;NOM;NEUT;SG;POS	
pat	çıkmaz	pat	çık	PROPN;ANIM;NOM;MASC;SG;POS	V;IPFV;IND;SG;3;NEG
pat	pat	pat	pat	PROPN;ANIM;NOM;MASC;SG;POS	
írán	iran	írán	iran	PROPN;INAN;NOM;MASC;SG;POS	
jar	kavanoz	jar	kavanoz	N;GEN;NEUT;PL;POS	N;NOM;SG;3
jar	jar	jar	jar	N;GEN;NEUT;PL;POS	
hitlera	hitler	hitler	hit	N;ANIM;ACC;MASC;SG;POS	PROPN;NOM;SG;3
porazit	alt	porazit	alt	V;PFV;POS;NFIN	
porazit	mağlup	porazit	mağlup	V;PFV;POS;NFIN	ADJ
porazit	yenilgi	porazit	yenilgi	V;PFV;POS;NFIN	
ukázky	numune	ukázka	num	N;NOM;FEM;PL;POS	N;DAT;SG;3
ukázky	örnekleri	ukázka	örnek	N;NOM;FEM;PL;POS	N;ACC;PL;3
porucha	arızalı	porucha	arızalı	N;NOM;FEM;SG;POS	
emma	emma	emma	emma	N;NOM;FEM;SG;POS	
schválen	onayladı	schválený	onayla	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST
schválen	onaylı	schválený	onaylı	ADJ;MASC;SG;POS;V.PTCP;PASS	
schválen	onaylanmış	schválený	onayla	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
schválen	onaylandı	schválený	onayla	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
léky	tıp	lék	tıp	N;INAN;NOM;MASC;PL;POS	
léky	ilaç	lék	ilaç	N;INAN;NOM;MASC;PL;POS	
léky	uyuşturucular	lék	uyuşturucu	N;INAN;NOM;MASC;PL;POS	ADJ;NOM;PL;3
léky	uyuşturucu	lék	uyuşturucu	N;INAN;NOM;MASC;PL;POS	ADJ;NOM;SG;3
léky	ilaç	lék	ilaç	N;INAN;NOM;MASC;PL;POS	
