yang	יאנג	yang	אנג	PRO	PROPN
terjadi	קרו	terjadi	קרה	V;SG;PASS	PROPN
april	אפריל	april	אפריל	PROPN;SG	PROPN
data	דאטה	data	דאטה	N;SG	PROPN
data	נתונים	data	נתון	N;SG	N;MASC;PL
maka	ואז	maka	ואז	CONJ	
terdiri	הלחין	terdiri	הלחין	V;SG;PASS	V;MASC;SG;3;PST;ACT
islam	האסלאמית	islam	האסלאמית	PROPN;SG	PROPN
islam	האסלאם	islam	האסלאם	PROPN;SG	PROPN
islam	האיסלאם	islam	האיסלאם	PROPN;SG	PROPN
islam	אסלאם	islam	אסלאם	PROPN;SG	PROPN
titan	טיטאן	titan	טיטאן	PROPN	PROPN
titan	הטיטאנים	titan	הטיטה	PROPN	N;MASC;PL
artikel	מאמרים	artikel	מאמר	N;SG	N;MASC;PL
artikel	המאמר	artikel	המאמר	N;SG	PROPN
tanduk	הורן	tanduk	הורן	N	PROPN
tanduk	צופר	tanduk	צופר	N	PROPN
kerajaan	ממלכה	kerajaan	ממלכה	PROPN;SG	N;FEM;SG
kerajaan	הממלכה	kerajaan	הממלך	PROPN;SG	PROPN
caps	כובעי	caps	כובע	PROPN	N;PSSD;MASC;PL
karya	מופת	karya	מופת	N;SG	
karya	יצירות	karya	יצירה	N;SG	N;FEM;PL
karya	עובד	karya	עובד	N;SG	PROPN
tanah	אדמות	tanah	אדמה	N;SG	N;FEM;PL
jpg	jpg	jpg	jpg	N	PROPN
abad	אבאד	abad	אבאד	N;SG	PROPN
abad	המאה	abad	המאה	N;SG	
perusahaan	מעסיקים	perusahaan	מעסיק	N;SG	N;MASC;PL
perusahaan	המעסיקים	perusahaan	המעסיק	N;SG	N;MASC;PL
perusahaan	חברות	perusahaan	חברה	N;SG	N;FEM;PL
perusahaan	מעביד	perusahaan	העביד	N;SG	PROPN
perusahaan	מעסיקה	perusahaan	העסיק	N;SG	V;FEM;SG;V.PTCP;ACT
perusahaan	המעסיק	perusahaan	המעסיק	N;SG	PROPN
style	הסגנון	style	הסגנון	N	PROPN
style	סטייל	style	סטייל	N	PROPN
perancis	צרפתי	perancis	צרפתי	PROPN;SG	PROPN
perancis	צרפתית	perancis	צרפתית	PROPN;SG	PROPN
perancis	צרפתים	perancis	צרפתי	PROPN;SG	N;MASC;PL
perancis	צרפת	perancis	צרפת	PROPN;SG	PROPN
januari	ינואר	januari	ינואר	N;SG	PROPN
januari	בינואר	januari	בינואר	N;SG	
reading	קוראת	reading	קרא	PROPN	V;FEM;SG;V.PTCP;ACT
reading	קורא	reading	קורא	PROPN	N;MASC;SG
reading	קריאה	reading	קריאה	PROPN	N;FEM;SG
maret	מרץ	maret	מרץ	N;SG	PROPN
maret	במרץ	maret	במרץ	N;SG	PROPN
paling	רובם	paling	None	ADV	N;MASC;SG
paling	רוב	paling	רוב	ADV	N;MASC;SG
paling	הרוב	paling	הרוב	ADV	
paling	הכי	paling	הכי	ADV	
musim	העונה	musim	העונה	N;SG	ADV
musim	עונות	musim	עונה	N;SG	N;FEM;PL
bola	בולה	bola	בולה	N;SG	PROPN
bola	ביצים	bola	ביצה	N;SG	N;FEM;PL
bola	כדורים	bola	כדור	N;SG	N;MASC;PL
pemerintah	ממשלות	penperintah	ממשלה	N;SG	N;FEM;PL
pemerintah	הממשלה	penperintah	הממשלה	N;SG	PROPN
kirk	קירק	kirk	קירק	PROPN	PROPN
juni	יוני	juni	יוני	N;SG	PROPN
muda	צעירה	muda	צעיר	ADJ;SG	N;FEM;SG
muda	צעירות	muda	צעיר	ADJ;SG	N;FEM;PL
muda	צעירים	muda	צעיר	ADJ;SG	N;MASC;PL
muda	יאנג	muda	אנג	ADJ;SG	PROPN
muda	צעיר	muda	צעיר	ADJ;SG	N;MASC;SG
jerman	גרמני	jerman	גרמני	PROPN;SG	N;MASC;SG
jerman	גרמנית	jerman	גרמנית	PROPN;SG	PROPN
jerman	גרמנים	jerman	גרמני	PROPN;SG	N;MASC;PL
jerman	גרמניה	jerman	גרמניה	PROPN;SG	PROPN
jerman	גרמניה	jerman	גרמניה	PROPN;SG	PROPN
jerman	גרמנים	jerman	גרמני	PROPN;SG	N;MASC;PL
sungai	נהרות	sungai	נהרה	PROPN;SG	N;MASC;PL
sungai	ריברס	sungai	ריברס	PROPN;SG	PROPN
sungai	ריבר	sungai	ריבר	PROPN;SG	PROPN
sungai	הנהר	sungai	הנהר	PROPN;SG	
sungai	נהר	sungai	נהר	PROPN;SG	PROPN
desember	בדצמבר	desember	בדצמבר	N;SG	PROPN
desember	דצמבר	desember	דצמבר	N;SG	PROPN
desember	דק	desember	None	N;SG	
bidang	שדות	bidang	שדה	N;SG	N;MASC;PL
bidang	פילדס	bidang	פילדס	N;SG	PROPN
bidang	השדות	bidang	השדה	N;SG	N;MASC;PL
kepala	ראשה	kepala	ראשה	N;SG	
kepala	הראש	kepala	הראש	N;SG	
kepala	ראשי	kepala	ראש	N;SG	N;PSSD;MASC;PL
kepala	ראשי	kepala	ראש	N;SG	N;PSSD;MASC;PL
melakukan	עושים	menlakukan	עשה	V;SG;ACT	V;MASC;PL;V.PTCP;ACT
pusat	מרכזי	pusat	מרכזי	N;SG	ADJ;MASC;SG
pusat	סנטרל	pusat	סנטרל	N;SG	PROPN
pusat	מרכזית	pusat	מרכזי	N;SG	ADV
pusat	מרכזי	pusat	מרכזי	N;SG	ADJ;MASC;SG
pusat	המרכז	pusat	המרכז	N;SG	PROPN
pusat	סנטר	pusat	סנטר	N;SG	PROPN
pusat	המרכז	pusat	המרכז	N;SG	PROPN
agustus	אוגוסט	agustus	אוגוסט	N;SG	PROPN
agustus	אוג	agustus	אוג	N;SG	
international	international	international	קגקגק	N	PROPN
international	בינלאומית	international	בינלאומית	N	PROPN
international	בינלאומי	international	בינלאומי	N	PROPN
international	הבינלאומי	international	הבינלאומי	N	PROPN
internasional	international	internasional	קגקגק	ADJ;SG	PROPN
internasional	בינלאומית	internasional	בינלאומית	ADJ;SG	PROPN
internasional	בינלאומי	internasional	בינלאומי	ADJ;SG	PROPN
internasional	הבינלאומי	internasional	הבינלאומי	ADJ;SG	PROPN
mana	מאנה	mana	מאנה	ADP;SG	PROPN
mana	לאן	mana	לאן	ADP;SG	ADV
mana	איפה	mana	איפה	ADP;SG	ADV
mana	היכן	mana	היכן	ADP;SG	ADV
sumber	המקור	sumber	המקור	N;SG	
sumber	מקורות	sumber	מקור	N;SG	N;MASC;PL
manusia	אנוש	manusia	אנוש	N;SG	
manusia	אנושי	manusia	אנושי	N;SG	ADJ;MASC;SG
manusia	בנאדם	manusia	בנאדם	N;SG	ADV
sejarah	היסטורית	sejarah	היסטורי	N;SG	ADV
sejarah	היסטורי	sejarah	היסטורי	N;SG	PROPN
gereja	כנסיות	gereja	כנסיה	N;SG	N;FEM;PL
gereja	כנסיה	gereja	כנסיה	N;SG	PROPN
dasar	בסיס	dasar	בסיס	ADJ;SG	N;MASC;SG
dasar	בסיסיים	dasar	בסיסי	ADJ;SG	ADJ;MASC;PL
dasar	בסיסית	dasar	בסיסי	ADJ;SG	ADV
dasar	בסיסיות	dasar	בסיסי	ADJ;SG	ADJ;FEM;PL
diri	לעצמי	diri	לעצמי	N;SG	
diri	בעצמי	diri	בעצמי	N;SG	ADV
diri	עצמי	diri	עצמו	N;SG	PRO;SG;1;REFL
diri	סלף	diri	סלף	N;SG	PROPN
diri	עצמי	diri	עצמו	N;SG	PRO;SG;1;REFL
diri	בעצמך	diri	בעצמך	N;SG	ADV
diri	עצמך	diri	עצמו	N;SG	PRO;MASC;SG;2;REFL
pemain	שחקנים	penmain	שחקן	N;SG	N;MASC;PL
pemain	נגן	penmain	נגן	N;SG	
november	נובמבר	november	נובמבר	PROPN;SG	PROPN
november	בנובמבר	november	בנובמבר	PROPN;SG	ADV
program	תוכניות	program	תוכנית	N;SG	N;FEM;PL
program	תוכנות	program	תוכנה	N;SG	N;FEM;PL
program	תכניות	program	תוכנית	N;SG	N;FEM;PL
bicara	דבר	bicara	דבר		N;MASC;SG
bicara	דברי	bicara	דבר		N;PSSD;MASC;PL
bicara	לדבר	bicara	דיבר		V;NFIN;ACT
bicara	דבר	bicara	דבר		N;MASC;SG
bicara	דברי	bicara	דבר		N;PSSD;MASC;PL
pesawat	מטוסים	pesawat	מטוס	N;SG	N;MASC;PL
juli	ביולי	juli	ביולי	N;SG	PROPN
juli	יולי	juli	יולי	N;SG	PROPN
stasiun	תחנות	stasiun	תחנה	N;SG	N;FEM;PL
stasiun	התחנות	stasiun	התחנה	N;SG	N;FEM;PL
akhirnya	סופסוף	akhirnya	סופסוף	ADV	PROPN
nebula	ערפילית	nebula	ערפילי	N	PROPN
sebagian	חלקית	sebagian	חלקית	N;SG	ADV
sebagian	חלקי	sebagian	חלק	N;SG	N;MASC;PL
sebagian	חלקית	sebagian	חלקית	N;SG	ADV
sebagian	בחלקו	sebagian	בחלק	N;SG	
sebagian	חלקית	sebagian	חלקית	N;SG	ADV
sebagian	חלקי	sebagian	חלק	N;SG	N;MASC;PL
lahir	נולדת	lahir	נולדת	V;SG;ACT	V;FEM;SG;V.PTCP;MID
lahir	נולדתי	lahir	נולדתי	V;SG;ACT	V;SG;1;PST;MID
lahir	נולדו	lahir	נולד	V;SG;ACT	V;PL;3;PST;MID
lahir	נולד	lahir	נולד	V;SG;ACT	V;MASC;SG;3;PST;MID
lahir	נולדה	lahir	נולד	V;SG;ACT	V;FEM;SG;3;PST;MID
lahir	הלידה	lahir	הלידה	V;SG;ACT	N;FEM;SG
lahir	לידת	lahir	לידה	V;SG;ACT	PROPN
lahir	לידה	lahir	לידה	V;SG;ACT	N;FEM;SG
bumi	הארץ	bumi	הארץ	N;SG	
tak	טאק	tak	טאק	PART;NEG	PROPN
lalu	ואז	lalu	ואז	CONJ;SG	
dilakukan	סיים	dilakukan	סיים	V;SG;PASS	V;MASC;SG;3;PST;ACT
dilakukan	סיימתי	dilakukan	סיימתי	V;SG;PASS	V;SG;1;PST;ACT
dilakukan	סגור	dilakukan	סגור	V;SG;PASS	
bernama	בשם	bernama	בשם	V;SG;ACT	
bentuk	צורות	bentuk	צורה	N;SG	N;FEM;PL
bentuk	צורות	bentuk	צורה	N;SG	N;FEM;PL
bentuk	טפסים	bentuk	טפס	N;SG	N;MASC;PL
bentuk	הטופס	bentuk	הטופס	N;SG	PROPN
sebelumnya	לפני	sebelumnya	לפני	ADV	ADP
sebelumnya	קודמת	sebelumnya	קודם	ADV	ADJ;FEM;SG
sebelumnya	הקודמת	sebelumnya	הקודם	ADV	N;FEM;SG
sebelumnya	הקודם	sebelumnya	הקודם	ADV	PROPN
sebelumnya	קודמים	sebelumnya	קדם	ADV	V;MASC;PL;V.PTCP;ACT
masing	בהתאמה	masing	בהתאם	DET	ADV
februari	בפברואר	februari	בפברואר	N;SG	ADV
februari	פברואר	februari	פברואר	N;SG	PROPN
proses	התהליך	proses	התהליך	N;SG	V;MASC;SG;3;PST;ACT
proses	תהליכים	proses	תהליך	N;SG	N;MASC;PL
proses	תהליכי	proses	תהליך	N;SG	N;PSSD;MASC;PL
org	org	org	org	PROPN	
akhir	סוף	akhir	None	N;SG	ADV
akhir	סופו	akhir	סופה	N;SG	
akhir	קץ	akhir	קץ	N;SG	
hasil	תוצאות	hasil	תוצאה	N;SG	N;FEM;PL
hasil	נכנע	hasil	נכנע	N;SG	V;MASC;SG;3;PST;MID
hasil	תוצאות	hasil	תוצאה	N;SG	N;FEM;PL
dekat	קרוב	dekat	קרוב	ADJ;SG	
dekat	סגור	dekat	סגור	ADJ;SG	
dekat	קרובים	dekat	קרוב	ADJ;SG	N;MASC;PL
dekat	ליד	dekat	ליד	ADJ;SG	ADP
versi	גרסא	versi	גרסא	N;SG	PROPN
versi	גרסאות	versi	גרסה	N;SG	N;FEM;PL
pemerintahan	הממשלה	penperintahan	הממשלה	N;SG	PROPN
pemerintahan	ממשלות	penperintahan	ממשלה	N;SG	N;FEM;PL
republik	הרפובליקני	republik	הרפובליקני	N	PROPN
sering	תכופים	sering	תכוף	ADV	ADJ;MASC;PL
align	יישר	align	יישר	PROPN	PROPN
align	ליישר	align	יישר	PROPN	V;NFIN;ACT
align	יישור	align	יישור	PROPN	N;MASC;SG
group	הקבוצה	group	הקבוצה	N	PROPN
buku	ספרים	buku	ספר	N;SG	N;MASC;PL
suku	שבט	suku	שבט	N;SG	PROPN
suku	השבט	suku	השבט	N;SG	
suku	שבט	suku	שבט	N;SG	PROPN
suku	השבט	suku	השבט	N;SG	
suku	שבטי	suku	שבטי	N;SG	PROPN
suku	שבטים	suku	שבט	N;SG	N;MASC;PL
suku	השבטים	suku	השבט	N;SG	N;MASC;PL
berhasil	מוצלח	berhasil	מוצלח	V;SG	ADJ;MASC;SG
berhasil	מוצלחים	berhasil	מוצלח	V;SG	ADJ;MASC;PL
berhasil	מוצלחת	berhasil	הוצלח	V;SG	ADJ;FEM;SG
berhasil	הצלחה	berhasil	הצלחה	V;SG	N;FEM;SG
partai	מסיבה	partai	מסיבה	N;SG	
partai	המפלגה	partai	המפלג	N;SG	PROPN
keluarga	משפחות	keluarga	משפחה	N;SG	N;FEM;PL
ilmu	מדע	ilmu	מדע	N;SG	
ilmu	מדעים	ilmu	מדע	N;SG	N;MASC;PL
berdasarkan	מבוסס	berdasarkan	None	ADP;SG;ACT	V;MASC;SG;V.PTCP
suara	צליל	suara	צליל	PROPN;SG	N;MASC;SG
suara	סאונד	suara	סאונד	PROPN;SG	PROPN
suara	קול	suara	קול	PROPN;SG	
suara	הצבעות	suara	הצבעה	PROPN;SG	N;FEM;PL
suara	קולות	suara	קול	PROPN;SG	N;MASC;PL
suara	קולות	suara	קול	PROPN;SG	N;MASC;PL
suara	הצביעו	suara	הצביע	PROPN;SG	V;PL;3;PST;ACT
suara	להצביע	suara	הצביע	PROPN;SG	V;NFIN;ACT
suara	הצבעה	suara	הצבעה	PROPN;SG	N;FEM;SG
suara	תצביעו	suara	הצביע	PROPN;SG	V;PL;1;FUT;ACT
suara	צלילים	suara	צליל	PROPN;SG	N;MASC;PL
suara	נשמע	suara	נשמע	PROPN;SG	V;MASC;SG;MID
suara	קולי	suara	קולי	PROPN;SG	PROPN
suara	הקול	suara	הקול	PROPN;SG	
suara	קול	suara	קול	PROPN;SG	
berubah	שינה	berrubah	שינה	V;SG;ACT	PROPN
berubah	השתנו	berrubah	השתנה	V;SG;ACT	V;PL;3;PST
berubah	שינוי	berrubah	שינוי	V;SG;ACT	N;MASC;SG
berubah	עודף	berrubah	עודף	V;SG;ACT	
pengguna	משתמשים	penguna	השתמש	N;SG	V;MASC;PL;V.PTCP
pengguna	משתמש	penguna	השתמש	N;SG	V;MASC;SG;V.PTCP
pengguna	המשתמש	penguna	המשתמש	N;SG	V;MASC;SG;3;PST;ACT
luas	רחבות	luas	רחבה	N;SG	N;FEM;PL
luas	רחב	luas	רחב	N;SG	
luas	מרווחים	luas	מרווח	N;SG	
luas	מרווחת	luas	מרווחת	N;SG	
luas	מרווח	luas	מרווח	N;SG	
luas	רחב	luas	רחב	N;SG	
luas	האזור	luas	האזור	N;SG	PROPN
acara	ארועים	acara	אירוע	N;SG	N;MASC;PL
acara	אירועים	acara	אירוע	N;SG	N;MASC;PL
acara	האירוע	acara	האירוע	N;SG	PROPN
asal	המקור	asal	המקור	N;SG	
asal	המקורות	asal	המקורה	N;SG	N;FEM;PL
asal	מקורות	asal	מקור	N;SG	N;MASC;PL
kapal	אוניות	kapal	אונייה	N;SG	N;FEM;PL
kapal	ספינות	kapal	ספינות	N;SG	N;FEM;PL
bermain	שחק	bermain	שחק	V;SG;ACT	
bermain	נגן	bermain	נגן	V;SG;ACT	
bermain	שחקי	bermain	שחק	V;SG;ACT	PROPN
bermain	מנגן	bermain	מנגן	V;SG;ACT	N;MASC;SG
bermain	הפעלות	bermain	הפעלה	V;SG;ACT	N;FEM;PL
bermain	מחזות	bermain	מחזה	V;SG;ACT	N;MASC;PL
bermain	משחק	bermain	משחק	V;SG;ACT	N;MASC;SG
bermain	מנגן	bermain	מנגן	V;SG;ACT	N;MASC;SG
kelompok	הקבוצה	kelompok	הקבוצה	N;SG	PROPN
kelompok	קבוצות	kelompok	קבוצה	N;SG	N;FEM;PL
kelompok	אשכולות	kelompok	אשכולה	N;SG	N;MASC;PL
korea	קוריאנים	korea	קורינן	PROPN;SG	N;MASC;PL
korea	קוריאנית	korea	קורינני	PROPN;SG	PROPN
korea	קוריאני	korea	קוריאני	PROPN;SG	PROPN
korea	קוריאה	korea	קוריאה	PROPN;SG	PROPN
agama	דתיות	agama	דתי	N;SG	ADJ;FEM;PL
agama	דתיים	agama	דתי	N;SG	N;MASC;PL
agama	דתות	agama	דתה	N;SG	N;FEM;PL
agama	הדתות	agama	הדתה	N;SG	N;FEM;PL
anda	את	anda	את	PRO;SG;2;FORM	PART;ACC
anda	אותך	anda	אתך	PRO;SG;2;FORM	
anda	אנדה	anda	אנדה	PRO;SG;2;FORM	PROPN
india	הודית	india	הודי	PROPN	ADV
india	אינדיאני	india	אינדיאני	PROPN	PROPN
india	הודי	india	הודי	PROPN	
india	הודו	india	הודו	PROPN	PROPN
india	אינדיה	india	אינדיה	PROPN	PROPN
memberikan	הנתינה	menberikan	הנתין	V;SG;ACT	N;FEM;SG
memberikan	מתן	menberikan	מתן	V;SG;ACT	N;MASC;SG
memberikan	נתינה	menberikan	נתינה	V;SG;ACT	N;FEM;SG
memberikan	תני	menberikan	הוא	V;SG;ACT	
memberikan	תן	menberikan	תן	V;SG;ACT	
memberikan	תנו	menberikan	תנו	V;SG;ACT	
eropa	אירופה	eropa	אירופה	N;SG	PROPN
eropa	אירופאים	eropa	אירופאי	N;SG	N;MASC;PL
eropa	אירופאית	eropa	אירופאי	N;SG	ADV
eropa	אירופה	eropa	אירופה	N;SG	PROPN
eropa	אירופאי	eropa	אירופאי	N;SG	ADJ;MASC;SG
eropa	אירופי	eropa	אירופי	N;SG	PROPN
lama	לאמה	lama	לאמה	ADJ;SG	PROPN
lama	זקן	lama	זקן	ADJ;SG	
lama	ישן	lama	ישן	ADJ;SG	PROPN
lama	זקנה	lama	זקן	ADJ;SG	N;FEM;SG
lama	לונג	lama	לונג	ADJ;SG	PROPN
batu	אבנים	batu	אבן	N;SG	N;FEM;PL
batu	סטון	batu	סטון	N;SG	PROPN
batu	אבן	batu	אבן	N;SG	
batu	רוק	batu	רוק	N;SG	PROPN
batu	סלע	batu	סלע	N;SG	
wikipedia	ויקיפדיה	wikipedia	ויקיפדיה	N	PROPN
jiwa	הנשמה	jiwa	הנשמה	N;SG	
museum	מוזיאונים	museum	מוזיאון	PROPN	N;MASC;PL
museum	מוזיאון	museum	מוזיאון	PROPN	N;MASC;SG
museum	המוזיאון	museum	המוזיאון	PROPN	PROPN
museum	מוזיאון	museum	מוזיאון	PROPN	N;MASC;SG
halaman	דף	halaman	דף	N;SG	
halaman	עמוד	halaman	עמוד	N;SG	
halaman	הדף	halaman	הדף	N;SG	
halaman	דפים	halaman	דף	N;SG	N;MASC;PL
halaman	עמודים	halaman	עמוד	N;SG	N;MASC;PL
hukum	החוק	hukum	החוק	N;SG;ACT	
hukum	משפטים	hukum	משפט	N;SG;ACT	N;MASC;PL
hukum	חוקי	hukum	חוקי	N;SG;ACT	ADJ;MASC;PL
hukum	משפטי	hukum	משפטי	N;SG;ACT	ADJ;MASC;SG
hukum	חוקית	hukum	חוקי	N;SG;ACT	ADV
hukum	חוקיים	hukum	חוקי	N;SG;ACT	ADJ;MASC;PL
diterbitkan	הוציא	diterbitkan	הוציא	V;SG;PASS	V;MASC;SG;3;PST;ACT
diterbitkan	פרסם	diterbitkan	פרסם	V;SG;PASS	V;MASC;SG;3;PST;ACT
masuk	כניסה	masuk	כניסה	V;SG;ACT	N;FEM;SG
masuk	התחברות	masuk	התחברות	V;SG;ACT	ADJ;FEM;SG
pasukan	חיילים	pasukan	חייל	N;SG	N;MASC;PL
http	http	http	http	PROPN	PROPN
dirilis	שוחררו	dirilis	שוחרר	V;SG;PASS	V;PL;3;PST;PASS
tokoh	דמויות	tokoh	דמות	N;SG	N;FEM;PL
tokoh	תו	tokoh	תו	N;SG	
bangsa	עמים	bangsa	עם	N;SG	N;MASC;PL
bangsa	אומה	bangsa	אומה	N;SG	
bangsa	האומה	bangsa	האום	N;SG	PROPN
tapi	אך	tapi	אך	CONJ	CONJ
tapi	אבל	tapi	אבל	CONJ	CONJ
tetap	תוקן	tetap	תוקן	ADV;SG	V;MASC;SG;3;PST;PASS
tetap	מתוקן	tetap	מתוקן	ADV;SG	ADJ;MASC;SG
tetap	קבוע	tetap	קבוע	ADV;SG	ADJ;MASC;SG
tetap	תשאר	tetap	תשאר	ADV;SG	V;MASC;SG;2;FUT;ACT
tetap	תישאר	tetap	נשאר	ADV;SG	V;FEM;SG;3;FUT;MID
tetap	הישאר	tetap	הישאר	ADV;SG	PROPN
penghargaan	פרסים	penhargaan	פרס	N;SG	N;MASC;PL
penghargaan	פרס	penhargaan	פרס	N;SG	PROPN
com	com	com	com	PROPN	
klub	קלאב	klub	קלאב	N;SG	PROPN
klub	המועדון	klub	המועדון	N;SG	PROPN
klub	תלתן	klub	תלתן	N;SG	PROPN
klub	מועדונים	klub	מועדון	N;SG	N;MASC;PL
terkenal	מפורסם	terkenal	מפורסם	ADJ;SG;PASS	V;MASC;SG;V.PTCP;PASS
terkenal	מפורסמים	terkenal	מפורסם	ADJ;SG;PASS	ADJ;MASC;PL
terkenal	המפורסם	terkenal	המפורסם	ADJ;SG;PASS	PROPN
terkenal	מפורסמות	terkenal	מפורסם	ADJ;SG;PASS	ADJ;FEM;PL
terkenal	לשמצה	terkenal	שימץ	ADJ;SG;PASS	ADV
ketua	אלדר	ketua	אלדר	N;SG	PROPN
ketua	ראשי	ketua	ראש	N;SG	N;PSSD;MASC;PL
ketua	כסא	ketua	כסא	N;SG	
ketua	כיסא	ketua	כיסא	N;SG	PROPN
gunung	ההר	gunung	ההר	N;SG	
gunung	הר	gunung	הר	N;SG	PROPN
gunung	מאונט	gunung	מאונט	N;SG	PROPN
gunung	הר	gunung	הר	N;SG	PROPN
gunung	ההרים	gunung	ההרים	N;SG	ADV
gunung	הרים	gunung	None	N;SG	PROPN
terbaik	best	terbaik	best	ADJ;RL;SG	
sedangkan	ואילו	sedangkan	ואילו	CONJ	
meskipun	למרות	meskipun	למרות	CONJ	ADP
meskipun	למרות	meskipun	למרות	CONJ	ADP
allah	אלהים	allah	אלהים	PROPN;SG	PROPN
allah	אלוקים	allah	אלוק	PROPN;SG	N;MASC;PL
allah	אלוהים	allah	אלוהים	PROPN;SG	N;MASC;SG
allah	אללה	allah	אללה	PROPN;SG	PROPN
cara	דרכים	cara	דרך	N;SG	N;FEM;PL
van	ואן	van	ואן	PROPN	PROPN
berbeda	שונות	berbeda	שונה	V;SG;ACT	ADJ;FEM;PL
berbeda	שונה	berbeda	שונה	V;SG;ACT	
berbeda	שונים	berbeda	שונה	V;SG;ACT	ADJ;MASC;PL
sedang	בינוני	sedang	בינוני	ADV	ADJ;MASC;SG
sedang	מדיום	sedang	מדיום	ADV	N;MASC;SG
sedang	מדיה	sedang	מדיה	ADV	N;MASC;SG
sedang	בינונית	sedang	בינוני	ADV	ADJ;FEM;SG
bintang	סטאר	bintang	סטאר	N;SG	PROPN
bintang	כוכבים	bintang	כוכב	N;SG	N;MASC;PL
jalur	נתיב	jalur	נתיב	N;SG	
jalur	שביל	jalur	שביל	N;SG	
jalur	הנתיב	jalur	הנתיב	N;SG	ADV
apa	מה	apa	מה	PRO	ADV
sumatera	סומטרה	sumatera	סומטרה	PROPN;SG	PROPN
politik	פוליטיות	politik	פוליטי	N;SG	ADJ;FEM;PL
politik	פוליטית	politik	פוליטי	N;SG	ADV
sesuatu	משו	sesuatu	משו	N;SG	
ibu	אימא	ibu	אימא	N;SG	
ibu	אימא	ibu	אימא	N;SG	
tingkat	קצב	tingkat	קצב	N;SG	PROPN
tingkat	רמות	tingkat	רמה	N;SG	N;FEM;PL
tingkat	ברמות	tingkat	ברמות	N;SG	
kereta	טריין	kereta	טריין	N;SG	PROPN
ruang	החדר	ruang	החדר	N;SG	
ruang	חדרה	ruang	חדרה	N;SG	PROPN
tinggal	תישאר	tinggal	נשאר	V;SG;ACT	V;FEM;SG;3;FUT;MID
tinggal	הישאר	tinggal	הישאר	V;SG;ACT	PROPN
empat	four	empat	four	NUM	
ekonomi	כלכלי	ekonomi	כלכלי	N;SG	ADJ;MASC;SG
ekonomi	כלכלית	ekonomi	כלכלי	N;SG	ADV
organisasi	הארגון	organisasi	הארגון	N;SG	PROPN
organisasi	ארגוני	organisasi	ארגון	N;SG	N;MASC;PL
organisasi	ארגונים	organisasi	ארגון	N;SG	N;MASC;PL
bahan	המרכיבים	bahan	המרכיב	N;SG	N;MASC;PL
bahan	מרכיבים	bahan	הרכיב	N;SG	V;MASC;PL;V.PTCP;ACT
bahan	רכיבים	bahan	רכיב	N;SG	N;MASC;PL
bahan	מצרכים	bahan	מצרכים	N;SG	
bahan	חומרי	bahan	חומרי	N;SG	ADJ;MASC;PL
bahan	חומרים	bahan	חומר	N;SG	N;MASC;PL
api	api	api	api	N;SG	
api	להבות	api	הבה	N;SG	PROPN
api	אפיס	api	אפיס	N;SG	
ilmiah	מדעי	ilmiah	מדע	ADJ;SG	PROPN
video	וידאו	video	וידאו	N;SG	PROPN
terakhir	אחרונות	terakhir	אחרון	ADJ;RL;SG	N;FEM;PL
terakhir	האחרון	terakhir	האחרון	ADJ;RL;SG	PROPN
terakhir	אחרונים	terakhir	אחרון	ADJ;RL;SG	ADJ;MASC;PL
isbn	isbn	isbn	isbn	PROPN	PROPN
angkatan	פורס	angkatan	פורס	N;SG	PROPN
angkatan	כח	angkatan	כוח	N;SG	
dibuat	עשה	dibuat	עשה	V;SG;PASS	V;MASC;SG;3;PST;ACT
dibuat	הכין	dibuat	הכין	V;SG;PASS	V;MASC;SG;3;PST;ACT
dibuat	נוצרה	dibuat	נוצר	V;SG;PASS	V;FEM;SG;3;PST;MID
dibuat	נוצרו	dibuat	נוצר	V;SG;PASS	V;PL;3;PST;MID
dibuat	יצרת	dibuat	יצרת	V;SG;PASS	N;FEM;SG
dibuat	יצר	dibuat	יצר	V;SG;PASS	N;MASC;SG
dibuat	נוצר	dibuat	נוצר	V;SG;PASS	V;MASC;SG;3;PST;MID
city	העיר	city	העיר	PROPN	V;MASC;SG;3;PST;ACT
city	עיר	city	עיר	PROPN	N;FEM;SG
city	סיטי	city	סיטי	PROPN	N;FEM;SG
history	היסטוריה	history	היסטוריה	PROPN	N;FEM;SG
history	ההיסטוריה	history	ההיסטוריה	PROPN	N;FEM;SG
berkas	קבצים	berkas	קבץ	N;SG	N;MASC;PL
berkas	תיקים	berkas	תיק	N;SG	N;MASC;PL
berkas	קובץ	berkas	קובץ	N;SG	PROPN
berkas	הקובץ	berkas	הקובץ	N;SG	PROPN
kita	קיטה	kita	קיטה	PRO;PL;1	PROPN
bekerja	עבודה	bekerja	עבודה	V;SG;ACT	N;FEM;SG
bekerja	עובדת	bekerja	עובדה	V;SG;ACT	N;FEM;SG
bekerja	עובד	bekerja	עובד	V;SG;ACT	PROPN
bekerja	פועל	bekerja	פועל	V;SG;ACT	N;MASC;SG
bekerja	יצירות	bekerja	יצירה	V;SG;ACT	N;FEM;PL
bekerja	עובדת	bekerja	עובדה	V;SG;ACT	N;FEM;SG
bekerja	עובד	bekerja	עובד	V;SG;ACT	PROPN
militer	צבא	militer	צבא	ADJ;SG	N;MASC;SG
putra	בני	putra	בני	N;SG	PROPN
putra	בן	putra	בן	N;SG	PROPN
asia	אסייתית	asia	אסייתי	PROPN;SG	ADV
asia	אסייתי	asia	אסייתי	PROPN;SG	PROPN
