और	y	और	y		CONJ
लिया	tomado	ले	tomado	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
लिया	tomadas	ले	tomado	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;FEM;PL;V.PTCP
लिया	tomados	ले	tomar	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;MASC;PL;V.PTCP
लिया	tomada	ले	tomado	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;FEM;SG;V.PTCP
पास	pase	पास	pasar	ADV;NOM;MASC;SG;3	V;SBJV;SG;3;PRS;FIN
पास	paso	पास	paso	ADV;NOM;MASC;SG;3	N;MASC;SG
पास	pasar	पास	pasar	ADV;NOM;MASC;SG;3	V;NFIN
पास	pasa	पास	pasar	ADV;NOM;MASC;SG;3	V;IND;SG;3;PRS;FIN
पास	pasen	पास	pasar	ADV;NOM;MASC;SG;3	V;IMP;PL;3;FIN
दिन	day	दिन	day	N;NOM;MASC;SG;3	
दिन	diurna	दिन	diurno	N;NOM;MASC;SG;3	ADJ;FEM;SG
दिन	diurnas	दिन	diurna	N;NOM;MASC;SG;3	N;FEM;PL
दिन	diurno	दिन	diurno	N;NOM;MASC;SG;3	ADJ;MASC;SG
दिन	días	दिन	día	N;NOM;MASC;SG;3	N;MASC;PL
दिन	jornadas	दिन	jornada	N;NOM;MASC;SG;3	N;FEM;PL
दिन	dias	दिन	dia	N;NOM;MASC;SG;3	N;MASC;PL
गढ़वाल	garhwal	गढ़वाल	garhwal	PROPN;NOM;MASC;SG;3	
जाना	viabilidad	जा	viabilidad	V;MASC;NFIN;ACT	N;FEM;SG
शुरू	comenzó	शुरू	comenzar	N;NOM;MASC;SG;3	V;IND;SG;3;PST;FIN
शुरू	iniciada	शुरू	iniciado	N;NOM;MASC;SG;3	ADJ;FEM;SG;V.PTCP
शुरू	comenzado	शुरू	comenzar	N;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
शुरू	iniciado	शुरू	iniciado	N;NOM;MASC;SG;3	ADJ;MASC;SG;V.PTCP
शुरू	comenzar	शुरू	comenzar	N;NOM;MASC;SG;3	V;NFIN
शुरू	empezar	शुरू	empezar	N;NOM;MASC;SG;3	V;NFIN
व्यक्ति	individual	व्यक्ति	individual	N;NOM;MASC;SG;3	ADJ;SG
व्यक्ति	individuales	व्यक्ति	individual	N;NOM;MASC;SG;3	ADJ;PL
उनका	sus	वह	su	PRO;MASC;SG;3;FORM	DET;PL;3
उनका	su	वह	su	PRO;MASC;SG;3;FORM	DET;SG;3
विज्ञान	ciencias	विज्ञान	ciencia	N;NOM;MASC;SG;3	N;FEM;PL
सदस्य	miembro	सदस्य	miembro	N;NOM;MASC;PL;3	N;MASC;SG
सदस्य	abonado	सदस्य	abonado	N;NOM;MASC;PL;3	ADJ;MASC;SG;V.PTCP
सिंह	singh	सिंह	singh	PROPN;NOM;MASC;SG;3	PROPN
सिंह	león	सिंह	león	PROPN;NOM;MASC;SG;3	N;MASC;SG
सिंह	leo	सिंह	leo	PROPN;NOM;MASC;SG;3	V;IND;SG;3;PRS;FIN
अनेक	muchas	अनेक	mucho	DET	PRO;FEM;PL
अनेक	muchos	अनेक	mucho	DET	PRO;MASC;PL
अनेक	varios	अनेक	varios	DET	PRO;MASC;PL
अनेक	varias	अनेक	varios	DET	PRO;FEM;PL
अनेक	múltiple	अनेक	múltiple	DET	ADJ;SG
अनेक	múltiples	अनेक	múltiple	DET	ADJ;PL
अनेक	multiples	अनेक	multiple	DET	ADJ;PL
यहां	aquí	यहाँ	aquí	PRO;NOM	ADV
यहां	aca	यहाँ	acair	PRO;NOM	INTJ
यहां	aqui	यहाँ	aqui	PRO;NOM	INTJ
यहां	acá	यहाँ	acá	PRO;NOM	ADV
संख्या	numeros	संख्या	numero	N;NOM;FEM;SG;3	N;MASC;PL
संख्या	números	संख्या	número	N;NOM;FEM;SG;3	N;MASC;PL
अपना	propio	अपना	propio	PRO;NOM;MASC;SG	ADJ;MASC;SG
अपना	propios	अपना	propio	PRO;NOM;MASC;SG	ADJ;MASC;PL
अपना	propias	अपना	propio	PRO;NOM;MASC;SG	ADJ;FEM;PL
अपना	propia	अपना	propio	PRO;NOM;MASC;SG	ADJ;FEM;SG
अपना	tu	अपना	tu	PRO;NOM;MASC;SG	DET;SG;2
अपना	sus	अपना	su	PRO;NOM;MASC;SG	DET;PL;3
अपना	su	अपना	su	PRO;NOM;MASC;SG	DET;SG;3
बात	hablar	बात	hablar	N;NOM;FEM;SG;3	V;NFIN
बात	habla	बात	hablar	N;NOM;FEM;SG;3	V;IND;SG;3;PRS;FIN
बात	hable	बात	hablar	N;NOM;FEM;SG;3	V;IMP;SG;3;FIN
दिल्ली	delhi	दिल्ली	delhi	PROPN;NOM;FEM;SG;3	PROPN
धर्म	religiones	धर्म	religión	N;NOM;MASC;SG;3	N;FEM;PL
धर्म	religiones	धर्म	religión	N;NOM;MASC;SG;3	N;FEM;PL
मूल	originales	मूल	original	N;NOM;MASC;SG;3	ADJ;PL
मूल	nativas	मूल	nativo	N;NOM;MASC;SG;3	ADJ;FEM;PL
मूल	nativa	मूल	nativo	N;NOM;MASC;SG;3	ADJ;FEM;SG
मूल	autóctona	मूल	autóctono	N;NOM;MASC;SG;3	ADJ;FEM;SG
मूल	nativo	मूल	nativo	N;NOM;MASC;SG;3	ADJ;MASC;SG
मूल	nativos	मूल	nativo	N;NOM;MASC;SG;3	N;MASC;PL
मूल	original	मूल	original	N;NOM;MASC;SG;3	ADJ;SG
मूल	originales	मूल	original	N;NOM;MASC;SG;3	ADJ;PL
मूल	básica	मूल	básico	N;NOM;MASC;SG;3	ADJ;FEM;SG
मूल	básicos	मूल	básico	N;NOM;MASC;SG;3	ADJ;MASC;PL
मूल	básicas	मूल	básico	N;NOM;MASC;SG;3	ADJ;FEM;PL
मूल	básico	मूल	básico	N;NOM;MASC;SG;3	ADJ;MASC;SG
तब	luego	तब	luego	PRO;NOM	ADV
तब	entonces	तब	entonces	PRO;NOM	ADV
बना	make	बन	maker	V;PFV;MASC;SG;V.PTCP;ACT	N
बना	hecha	बन	hecho	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;FEM;SG;V.PTCP
बना	made	बन	mader	V;PFV;MASC;SG;V.PTCP;ACT	N
बना	hecho	बन	hecho	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
कोड	code	कोड	coder		N
कोड	códigos	कोड	código		N;MASC;PL
कोड	codigo	कोड	codigo		N;MASC;SG
कोड	código	कोड	código		N;MASC;SG
कोड	códigos	कोड	código		N;MASC;PL
संयुक्त	concurrentes	संयुक्त	concurrente	PROPN;NOM;MASC;SG;3	ADJ;PL
संयुक्त	concurrente	संयुक्त	concurrente	PROPN;NOM;MASC;SG;3	ADJ;SG
संयुक्त	united	संयुक्त	united	PROPN;NOM;MASC;SG;3	N;SG
संयुक्त	unidos	संयुक्त	unido	PROPN;NOM;MASC;SG;3	ADJ;MASC;PL;V.PTCP
संयुक्त	unido	संयुक्त	unido	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG;V.PTCP
संयुक्त	unió	संयुक्त	unir	PROPN;NOM;MASC;SG;3	V;IND;SG;3;PST;FIN
संयुक्त	unida	संयुक्त	unido	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG;V.PTCP
संयुक्त	combinada	संयुक्त	combinado	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG;V.PTCP
संयुक्त	combinadas	संयुक्त	combinado	PROPN;NOM;MASC;SG;3	ADJ;FEM;PL;V.PTCP
संयुक्त	combinado	संयुक्त	combinado	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG;V.PTCP
संयुक्त	combinados	संयुक्त	combinado	PROPN;NOM;MASC;SG;3	ADJ;MASC;PL;V.PTCP
संयुक्त	articulación	संयुक्त	articulación	PROPN;NOM;MASC;SG;3	N;FEM;SG
संयुक्त	joint	संयुक्त	joint	PROPN;NOM;MASC;SG;3	N
संयुक्त	porro	संयुक्त	porro	PROPN;NOM;MASC;SG;3	N;MASC;SG
संयुक्त	articulaciones	संयुक्त	articulación	PROPN;NOM;MASC;SG;3	N;FEM;PL
संयुक्त	conjunta	संयुक्त	conjunto	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
जुलाई	julio	जुलाई	julio	PROPN;NOM;FEM;SG;3	N
युद्ध	batallas	युद्ध	batalla	N;NOM;MASC;SG;3	N;FEM;PL
वाला	vala	वाला	vala	ADP;NOM;MASC;SG	
काल	tensa	काल	tenso	N;NOM;MASC;SG;3	ADJ;FEM;SG
काल	tensas	काल	tenso	N;NOM;MASC;SG;3	ADJ;FEM;PL
काल	tensos	काल	tenso	N;NOM;MASC;SG;3	ADJ;MASC;PL
काल	tenso	काल	tenso	N;NOM;MASC;SG;3	ADJ;MASC;SG
काल	llamada	काल	llamado	N;NOM;MASC;SG;3	ADJ;FEM;SG;V.PTCP
काल	llame	काल	llamar	N;NOM;MASC;SG;3	V;IMP;SG;3;FIN
काल	llamar	काल	llamar	N;NOM;MASC;SG;3	V;NFIN
काल	llama	काल	llamar	N;NOM;MASC;SG;3	V;IND;SG;3;PRS;FIN
ऐसे	tal	ऐसा	tal	PRO;NOM;MASC;SG	N
ऐसे	tales	ऐसा	tal	PRO;NOM;MASC;SG	PRO;PL
वर्षों	selva	वर्ष	selva	N;NOM;MASC;PL;3	N;FEM;SG
प्रति	per	प्रति	per		ADP
स्टेशन	estaciones	स्टेशन	estación	N;NOM;MASC;SG;3	N;FEM;PL
स्टेशन	emisoras	स्टेशन	emisora	N;NOM;MASC;SG;3	N;FEM;PL
बड़े	large	बडा	large	ADJ;NOM;MASC;PL	N
बड़े	grande	बडा	grande	ADJ;NOM;MASC;PL	ADJ;SG
बड़े	big	बडा	big	ADJ;NOM;MASC;PL	N
बड़े	grande	बडा	grande	ADJ;NOM;MASC;PL	ADJ;SG
बड़े	gran	बडा	gran	ADJ;NOM;MASC;PL	ADJ;SG
जनवरी	enero	जनवरी	enero	PROPN;NOM;FEM;SG;3	N
मध्य	céntrica	मध्य	céntrico		ADJ;FEM;SG
मध्य	central	मध्य	central		ADJ;SG
मध्य	centrales	मध्य	central		N;FEM;PL
मध्य	céntrico	मध्य	céntrico		ADJ;MASC;SG
मध्य	centrar	मध्य	centrar		V;NFIN
मध्य	centro	मध्य	centro		N;MASC;SG
मध्य	center	मध्य	center		N;MASC;SG
मध्य	mediana	मध्य	mediano		ADJ;FEM;SG
मध्य	middle	मध्य	middle		N
प्रथम	primero	प्रथम	primero	ADJ	ADV
विश्वविद्यालय	universidades	विश्वविद्यालय	universidad	N;NOM;MASC;SG;3	N;FEM;PL
विश्वविद्यालय	universitarios	विश्वविद्यालय	universitario	N;NOM;MASC;SG;3	N;MASC;PL
विश्वविद्यालय	universidades	विश्वविद्यालय	universidad	N;NOM;MASC;SG;3	N;FEM;PL
जून	jun	जून	jun	PROPN;NOM;MASC;SG;3	
जून	june	जून	june	PROPN;NOM;MASC;SG;3	PROPN
जून	junio	जून	junio	PROPN;NOM;MASC;SG;3	N
उसकी	sus	वह	su	PRO;FEM;SG;3	DET;PL;3
उसकी	su	वह	su	PRO;FEM;SG;3	DET;SG;3
उसकी	su	वह	su	PRO;FEM;SG;3	DET;SG;3
उसकी	her	वह	her	PRO;FEM;SG;3	N
मार्च	mar	मार्च	mar	PROPN;NOM;MASC;SG;3	N;SG
मार्च	marcha	मार्च	marcha	PROPN;NOM;MASC;SG;3	N;FEM;SG
मार्च	marchen	मार्च	marchen	PROPN;NOM;MASC;SG;3	V;IMP;PL;3;FIN
मार्च	marzo	मार्च	marzo	PROPN;NOM;MASC;SG;3	N
बन	bollo	बन	bollo	V;ACT	N;MASC;SG
बनी	conejito	बन	conejito	V;PFV;FEM;SG;V.PTCP;ACT	N;MASC;SG
बनी	conejo	बन	conejo	V;PFV;FEM;SG;V.PTCP;ACT	N;MASC;SG
बनी	bunny	बन	bunny	V;PFV;FEM;SG;V.PTCP;ACT	N;MASC;SG
बनी	conejita	बन	conejitar	V;PFV;FEM;SG;V.PTCP;ACT	N;FEM;SG
अर्थ	significado	अर्थ	significado		ADJ;MASC;SG;V.PTCP
अप्रैल	apr	अप्रैल	apr	PROPN;NOM;MASC;SG;3	
अप्रैल	april	अप्रैल	april	PROPN;NOM;MASC;SG;3	PROPN
अप्रैल	abril	अप्रैल	abril	PROPN;NOM;MASC;SG;3	N
महत्वपूर्ण	critica	महत्वपूर्ण	criticar	ADJ	V;IND;SG;3;PRS;FIN
महत्वपूर्ण	críticos	महत्वपूर्ण	crítico	ADJ	N;MASC;PL
महत्वपूर्ण	crítica	महत्वपूर्ण	crítica	ADJ	N;FEM;SG
आप	tu	आप	tu	PRO;NOM;SG;2;FORM	DET;SG;2
किए	coa	कर	coa	V;PFV;MASC;PL;V.PTCP;ACT	
अक्टूबर	octubre	अक्टूबर	octubre	PROPN;NOM;MASC;SG;3	N
अक्टूबर	oct	अक्टूबर	oct	PROPN;NOM;MASC;SG;3	
समूह	agrupar	समूह	agrupar	N;NOM;MASC;SG;3	V;NFIN
समूह	grupos	समूह	grupo	N;NOM;MASC;SG;3	N;MASC;PL
समूह	agrupa	समूह	agrupar	N;NOM;MASC;SG;3	V;IND;SG;3;PRS;FIN
समूह	agrupaciones	समूह	agrupación	N;NOM;MASC;SG;3	N;FEM;PL
वर्तमान	actual	वर्तमान	actual	N;NOM;MASC;SG;3	ADJ;SG
वर्तमान	presente	वर्तमान	presente	N;NOM;MASC;SG;3	ADJ;SG
अध्ययन	estudiar	अध्ययन	estudiar	N;NOM;MASC;SG;3	V;NFIN
अध्ययन	estudiando	अध्ययन	estudiar	N;NOM;MASC;SG;3	V;V.MSDR
अध्ययन	estudiar	अध्ययन	estudiar	N;NOM;MASC;SG;3	V;NFIN
अध्ययन	estudia	अध्ययन	estudiar	N;NOM;MASC;SG;3	V;IND;SG;3;PRS;FIN
अध्ययन	estudios	अध्ययन	estudio	N;NOM;MASC;SG;3	N;MASC;PL
विभाग	departamentos	विभाग	departamento	N;NOM;MASC;SG;3	N;MASC;PL
आम	mango	आम	mango	ADJ	N;MASC;SG
आम	mangos	आम	mango	ADJ	N;MASC;PL
आम	common	आम	common	ADJ	N
प्रभाव	impact	प्रभाव	impact	N;NOM;MASC;SG;3	PROPN
प्रभाव	efectos	प्रभाव	efecto	N;NOM;MASC;SG;3	N;MASC;PL
प्रभाव	influencias	प्रभाव	influencia	N;NOM;MASC;SG;3	N;FEM;PL
आदर्श	idealismo	आदर्श	idealismo	PROPN;NOM;MASC;SG;3	N;MASC;SG
आदर्श	ideal	आदर्श	ideal	PROPN;NOM;MASC;SG;3	ADJ;SG
आदर्श	ideales	आदर्श	ideal	PROPN;NOM;MASC;SG;3	ADJ;PL
आदर्श	ídolo	आदर्श	ídolo	PROPN;NOM;MASC;SG;3	N;MASC;SG
आदर्श	idol	आदर्श	idol	PROPN;NOM;MASC;SG;3	N;MASC;SG
साल	años	साल	año	N;NOM;MASC;SG;3	N;MASC;PL
साल	anos	साल	ano	N;NOM;MASC;SG;3	N;MASC;PL
पहली	primeras	पहला	primero	ADJ;NOM;FEM;SG	ADJ;FEM;PL
पहली	primeros	पहला	primero	ADJ;NOM;FEM;SG	ADJ;MASC;PL
पहली	primero	पहला	primero	ADJ;NOM;FEM;SG	ADV
संगीत	sangeet	संगीत	sangeet	N;NOM;MASC;SG;3	
अमेरिकी	americano	अमेरिकी	americano	PROPN;NOM;SG;3	ADJ;MASC;SG
अमेरिकी	american	अमेरिकी	americar	PROPN;NOM;SG;3	N;FEM;SG
अमेरिकी	estadounidense	अमेरिकी	estadounidense	PROPN;NOM;SG;3	ADJ;SG
अमेरिकी	americanos	अमेरिकी	americano	PROPN;NOM;SG;3	N;MASC;PL
अमेरिकी	americana	अमेरिकी	americana	PROPN;NOM;SG;3	ADJ;FEM;SG
अमेरिकी	americanas	अमेरिकी	americano	PROPN;NOM;SG;3	ADJ;FEM;PL
अमेरिकी	americanos	अमेरिकी	americano	PROPN;NOM;SG;3	N;MASC;PL
अमेरिकी	estadounidenses	अमेरिकी	estadounidense	PROPN;NOM;SG;3	N;PL
अमेरिकी	norteamericanos	अमेरिकी	norteamericano	PROPN;NOM;SG;3	N;MASC;PL
बनाने	creación	बना	creación	V;MASC;NFIN;ACT	N;FEM;SG
बनाने	excavadores	बना	excavador	V;MASC;NFIN;ACT	N;MASC;PL
बनाने	excavadoras	बना	excavador	V;MASC;NFIN;ACT	N;FEM;PL
आज	hoy	आज	hoy	N;NOM;MASC;SG;3	ADV
स्थापित	fundó	स्थापित	fundar	ADJ	V;IND;SG;3;PST;FIN
स्थापित	funda	स्थापित	funda	ADJ	V;IND;SG;3;PRS;FIN
स्थापित	establecer	स्थापित	establecer	ADJ	V;NFIN
उच्च	alto	उच्च	alto		ADJ;MASC;SG
उच्च	high	उच्च	high		N
उच्च	elevada	उच्च	elevado		ADJ;FEM;SG;V.PTCP
उच्च	alta	उच्च	alto		ADJ;FEM;SG
उच्च	sublime	उच्च	sublime		ADJ;SG
चाहिए	debería	चाहिए	deber	V;ACT	V;COND;SG;3;FIN
चाहिए	deberían	चाहिए	deber	V;ACT	V;COND;PL;3;FIN
काफी	suficiente	काफी	suficiente	DET	ADJ;SG
काफी	basta	काफी	bastar	DET	V;IND;SG;3;PRS;FIN
काफी	suficientes	काफी	suficiente	DET	ADJ;PL
काफी	abundancia	काफी	abundancia	DET	N;FEM;SG
बड़ी	large	बडा	large	ADJ;NOM;FEM;SG	N
बड़ी	grandes	बडा	grande	ADJ;NOM;FEM;SG	ADJ;PL
बड़ी	big	बडा	big	ADJ;NOM;FEM;SG	N
बड़ी	grandes	बडा	grande	ADJ;NOM;FEM;SG	ADJ;PL
चार	four	चार	four	NUM	N
शक	dudas	शक	duda	N;NOM;MASC;SG;3	N;FEM;PL
शक	dudar	शक	dudar	N;NOM;MASC;SG;3	V;NFIN
शक	dudo	शक	dudo	N;NOM;MASC;SG;3	V;IMP;SG;1;PRS;FIN
उदाहरण	instancias	उदाहरण	instancia	N;NOM;MASC;SG;3	N;FEM;PL
उदाहरण	ejemplos	उदाहरण	ejemplo	N;NOM;MASC;SG;3	N;MASC;PL
उसका	sus	वह	su	PRO;MASC;SG;3	DET;PL;3
उसका	su	वह	su	PRO;MASC;SG;3	DET;SG;3
उसका	su	वह	su	PRO;MASC;SG;3	DET;SG;3
उसका	her	वह	her	PRO;MASC;SG;3	N
उत्तरा	uttara	उत्तरा	uttar		V;SBJV;SG;3;IPFV;FIN
जिससे	cuáles	जो	cuál	PRO;SG;3	PRO;PL
जिससे	cuál	जो	cuál	PRO;SG;3	PRO;SG
जिससे	cual	जो	cual	PRO;SG;3	PRO;SG
स्थापना	instalaciones	स्थापना	instalación	N;NOM;FEM;SG;3	N;FEM;PL
स्थापना	instala	स्थापना	instalar	N;NOM;FEM;SG;3	V;IND;SG;3;PRS;FIN
स्थापना	instalar	स्थापना	instalar	N;NOM;FEM;SG;3	V;NFIN
स्थापना	instale	स्थापना	instalar	N;NOM;FEM;SG;3	V;IMP;SG;3;FIN
अधिकांश	most	अधिकांश	most	CONJ	N
अधिकांश	principalmente	अधिकांश	principalmente	CONJ	ADV
अधिकांश	mayormente	अधिकांश	mayormente	CONJ	ADV
सामाजिक	sociales	सामाजिक	social	PROPN;NOM;SG;3	ADJ;PL
सामाजिक	social	सामाजिक	social	PROPN;NOM;SG;3	ADJ;SG
बड़ा	large	बड़ा	large	ADJ;NOM;MASC;SG	N
बड़ा	grandes	बड़ा	grande	ADJ;NOM;MASC;SG	ADJ;PL
बड़ा	big	बड़ा	big	ADJ;NOM;MASC;SG	N
बड़ा	grandes	बड़ा	grande	ADJ;NOM;MASC;SG	ADJ;PL
स्तर	niveles	स्तर	nivel	N;NOM;MASC;SG;3	N;MASC;PL
बनाया	hecha	बना	hecho	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;FEM;SG;V.PTCP
बनाया	made	बना	mader	V;PFV;MASC;SG;V.PTCP;ACT	N
बनाया	hecho	बना	hecho	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
बनाया	creado	बना	creado	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
बनाया	creados	बना	creado	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;MASC;PL;V.PTCP
बनाया	creadas	बना	creado	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;FEM;PL;V.PTCP
बनाया	creada	बना	creado	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;FEM;SG;V.PTCP
जारी	continuación	जारी	continuación	ADJ	N;FEM;SG
जारी	continuó	जारी	continuar	ADJ	V;IND;SG;3;PST;FIN
जबकि	mientras	जबकि	mientras	CONJ	CONJ
चित्र	imagenes	चित्र	imagen	N;NOM;MASC;SG;3	N;FEM;PL
चित्र	fotos	चित्र	foto	N;NOM;MASC;SG;3	N;FEM;PL
चित्र	fotografías	चित्र	fotografía	N;NOM;MASC;SG;3	N;FEM;PL
चित्र	cuadros	चित्र	cuadro	N;NOM;MASC;SG;3	N;MASC;PL
चित्र	imágenes	चित्र	imagen	N;NOM;MASC;SG;3	N;FEM;PL
चित्र	imagenes	चित्र	imagen	N;NOM;MASC;SG;3	N;FEM;PL
चित्र	imágenes	चित्र	imagen	N;NOM;MASC;SG;3	N;FEM;PL
इससे	from	यह	from	PRO;SG;3	N
इससे	de	यह	de	PRO;SG;3	ADP
इससे	desde	यह	desde	PRO;SG;3	ADP
इससे	inventa	यह	inventar	PRO;SG;3	V;IND;SG;3;PRS;FIN
सरकारी	funcionario	सरकारी	funcionario	ADJ;NOM	N;MASC;SG
सरकारी	official	सरकारी	official	ADJ;NOM	N
सरकारी	funcionaria	सरकारी	funcionaria	ADJ;NOM	N;FEM;SG
सरकारी	gobierno	सरकारी	gobierno	ADJ;NOM	N;MASC;SG
जहां	where	जहाँ	where	PRO;NOM	N
जहां	donde	जहाँ	donde	PRO;NOM	PRO
जहां	adonde	जहाँ	adonde	PRO;NOM	
जहां	dónde	जहाँ	dónde	PRO;NOM	PRO
सूची	listado	सूची	listado	N;NOM;FEM;SG;3	ADJ;MASC;SG;V.PTCP
सूची	listas	सूची	lista	N;NOM;FEM;SG;3	N;FEM;PL
रखा	mantenido	रख	mantener	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
विचार	ideas	विचार	idea	N;NOM;MASC;SG;3	N;FEM;PL
विचार	pensó	विचार	pensar	N;NOM;MASC;SG;3	V;IND;SG;3;PST;FIN
विचार	pensamientos	विचार	pensamiento	N;NOM;MASC;SG;3	N;MASC;PL
छोटे	small	छोटा	small	ADJ;NOM;MASC;PL	N
छोटे	pequeño	छोटा	pequeño	ADJ;NOM;MASC;PL	ADJ;MASC;SG
छोटे	pequeña	छोटा	pequeño	ADJ;NOM;MASC;PL	ADJ;FEM;SG
छोटे	poco	छोटा	poco	ADJ;NOM;MASC;PL	ADV
छोटे	little	छोटा	little	ADJ;NOM;MASC;PL	N
छोटे	pequeño	छोटा	pequeño	ADJ;NOM;MASC;PL	ADJ;MASC;SG
छोटे	pequeña	छोटा	pequeño	ADJ;NOM;MASC;PL	ADJ;FEM;SG
छोटे	poquito	छोटा	poquito	ADJ;NOM;MASC;PL	ADJ;MASC;SG
ऊपर	top	ऊपर	top	ADV;NOM;MASC;SG;3	
ऊपर	cima	ऊपर	cima	ADV;NOM;MASC;SG;3	N;FEM;SG
ऊपर	supra	ऊपर	supro	ADV;NOM;MASC;SG;3	
सामान्य	generalidades	सामान्य	generalidad	N;NOM;MASC;SG;3	N;FEM;PL
सामान्य	generales	सामान्य	general	N;NOM;MASC;SG;3	N;MASC;PL
सामान्य	comunes	सामान्य	común	N;NOM;MASC;SG;3	ADJ;PL
सामान्य	frecuente	सामान्य	frecuente	N;NOM;MASC;SG;3	ADJ;SG
सामान्य	común	सामान्य	común	N;NOM;MASC;SG;3	ADJ;SG
सामान्य	frecuentes	सामान्य	frecuente	N;NOM;MASC;SG;3	ADJ;PL
सामान्य	normales	सामान्य	normal	N;NOM;MASC;SG;3	ADJ;PL
सामान्य	normal	सामान्य	normal	N;NOM;MASC;SG;3	ADJ;SG
आगे	forward	आगे	forward	ADV;NOM;MASC;SG;3	N
आगे	delantero	आगे	delantero	ADV;NOM;MASC;SG;3	N;MASC;SG
आगे	delanteras	आगे	delantero	ADV;NOM;MASC;SG;3	N;FEM;PL
आगे	delanteros	आगे	delantero	ADV;NOM;MASC;SG;3	N;MASC;PL
कुल	totales	कुल	total	DET	ADJ;PL
कुल	agregados	कुल	agregado	DET	ADJ;MASC;PL;V.PTCP
कुल	agregada	कुल	agregado	DET	ADJ;FEM;SG;V.PTCP
कुल	agregado	कुल	agregar	DET	ADJ;MASC;SG;V.PTCP
कुल	totales	कुल	total	DET	ADJ;PL
कुल	total	कुल	total	DET	ADJ;SG
एक्स्प्रेस	expresas	एक्स्प्रेस	expresa	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;FEM;PL
एक्स्प्रेस	express	एक्स्प्रेस	express	V;PFV;FEM;SG;V.PTCP;ACT	N;MASC
एक्स्प्रेस	expreso	एक्स्प्रेस	expreso	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;MASC;SG
एक्स्प्रेस	exprés	एक्स्प्रेस	exprés	V;PFV;FEM;SG;V.PTCP;ACT	
पुलिस	policías	पुलिस	policía	N;NOM;FEM;SG;3	N;PL
वर्ग	cuadrada	वर्ग	cuadrado	N;NOM;MASC;SG;3	ADJ;FEM;SG
वर्ग	clases	वर्ग	clase	N;NOM;MASC;SG;3	N;FEM;PL
