守山	moriyama	守山	moriya	PROPN	N;DAT;FEM;DU
シューベルト	schubert	シューベルト	schubert	PROPN	N;NOM;MASC;SG
フロイド	floyd	フロイド	floyd	PROPN	N;NOM;MASC;SG
フェルディナンド	ferdinand	フェルディナンド	ferdinand	PROPN	N;NOM;MASC;SG
オードリー	audrey	オードリー	audrey	PROPN	PROPN;NOM;FEM;SG
ラインハルト	reinhard	ラインハルト	reinhard	PROPN	
ラインハルト	reinhardt	ラインハルト	reinhardt	PROPN	N;NOM;MASC;SG
サバンナ	savannah	サバンナ	savanna	PROPN	N;ESS;FEM;PL
レイラ	leila	レイラ	leiti	PROPN	V;IPFV;FEM;SG;V.PTCP
埋める	pokop	埋める	pokop	V	N;NOM;MASC;SG
フィンガー	prst	フィンガー	prst	PROPN	N;NOM;MASC;SG
スターズ	zvezde	スターズ	zvezda	PROPN	N;NOM;FEM;PL
スターズ	zvezdice	スターズ	zvezdica	PROPN	N;NOM;FEM;PL
スターズ	zvezd	スターズ	zvezda	PROPN	N;GEN;FEM;PL
康成	jasunari	康成	jasunar	PROPN	N;NOM;MASC;SG
同化	asimilacijo	同化	asimilacija	V	N;ACC;FEM;SG
チャリティ	dobrodelna	チャリティ	dobrodelen	N	ADJ;NOM;FEM;SG
リッキー	ricky	リッキー	ricky	PROPN	N;NOM;MASC;SG
ウォレス	wallace	ウォレス	wallace	PROPN	N;NOM;MASC;SG
区切り	break	区切り	break	V	N;NOM;MASC;SG
区切り	zlomi	区切り	zlom	V	N;NOM;MASC;SG
雄大	veličastno	雄大	veličasten	ADJ	ADV
文官	civilno	文官	civilen	N	ADJ;NOM;NEUT;SG
文官	civilni	文官	civilen	N	ADJ;NOM;MASC;SG
文官	civilne	文官	civilen	N	ADJ;NOM;FEM;PL
文官	civilna	文官	civilen	N	ADJ;NOM;FEM;SG
アリストテレス	aristotel	アリストテレス	aristotel	PROPN	N;NOM;MASC;SG
ハイドン	haydn	ハイドン	haydn	PROPN	N;NOM;MASC;SG
プレジデント	predsednik	プレジデント	predsednik	PROPN	N;NOM;MASC;SG
プレジデント	predsednica	プレジデント	predsednica	PROPN	N;NOM;FEM;SG
ビスタ	vista	ビスタ	vist	PROPN	N;NOM;FEM;SG
ワンダー	čudežni	ワンダー	čudežen	PROPN	ADJ;NOM;MASC;SG
ワンダー	čudo	ワンダー	čuda	PROPN	N;NOM;NEUT;SG
ワンダー	čudežna	ワンダー	čudežen	PROPN	ADJ;NOM;FEM;SG
シギ	slokar	シギ	slokar	PROPN	N;NOM;MASC;SG
瞑想	meditacija	瞑想	meditacija		N;NOM;FEM;SG
瞑想	meditacijo	瞑想	meditacija		N;ACC;FEM;SG
瞑想	meditacijo	瞑想	meditacija		N;ACC;FEM;SG
パイン	bor	パイン	bor	N	
正方	kvadratnih	正方	kvadraten	N	ADJ;GEN;MASC;PL
テオドール	theodore	テオドール	theodor	PROPN	N;NOM;MASC;SG
テオドール	theodor	テオドール	theodor	PROPN	N;NOM;MASC;SG
パスカル	pascal	パスカル	pascati	PROPN	N;NOM;MASC;SG
タンザニア	tanzaniji	タンザニア	tanzanija	PROPN	N;DAT;FEM;SG
肥満	debelih	肥満	debel	N	ADJ;GEN;MASC;PL
エーテル	eter	エーテル	eter	PROPN	N;NOM;MASC;SG
エーテル	etra	エーテル	eter	PROPN	N;NOM;MASC;SG
ウッズ	gozdovi	ウッズ	gozd	PROPN	N;NOM;MASC;PL
ウッズ	gozda	ウッズ	gozd	PROPN	N;GEN;MASC;SG
ウッズ	woods	ウッズ	woods	PROPN	PROPN;NOM;MASC;SG
ウッズ	gozd	ウッズ	gozd	PROPN	N;NOM;MASC;SG
フラグ	označitev	フラグ	označitev	PROPN	N;NOM;FEM;SG
フラグ	zastava	フラグ	zastava	PROPN	N;NOM;FEM;SG
フラグ	zastavo	フラグ	zastava	PROPN	N;ACC;FEM;SG
フラグ	zastave	フラグ	zastava	PROPN	N;NOM;FEM;PL
フラグ	zastave	フラグ	zastava	PROPN	N;NOM;FEM;PL
グリム	grimm	グリム	grim	PROPN	N;DAT;MASC;SG
アニマル	živalsko	アニマル	živalski	N	ADJ;NOM;NEUT;SG
アニマル	živalska	アニマル	živalski	N	ADJ;NOM;FEM;SG
同定	identifikacijo	同定	identifikacija	V	N;ACC;FEM;SG
同定	identifikacija	同定	identifikacija	V	N;NOM;FEM;SG
チャーチ	cerkev	チャーチ	cerkev	PROPN	N;NOM;FEM;SG
ロッシ	rossi	ロッシ	rossi	PROPN	N;NOM;MASC;SG
除名	izgon	除名	izgon	V	N;NOM;MASC;SG
除名	izključitev	除名	izključitev	V	N;NOM;FEM;SG
