바트	bart	바트	bart		N;INDF;MASC;SG
체코어	ceh	체코어	ceh		ADJ;INDF;MASC;SG
알레그로	allegro	알레그+로	allegro		N;INDF;MASC;SG
젖은	ud	젖+ㄴ	ud	V	
젖은	umed	젖+ㄴ	umed	V	ADJ;INDF;MASC;SG
젖은	ude	젖+ㄴ	ud	V	
젖은	umedă	젖+ㄴ	umed	V	ADJ;INDF;FEM;SG
행크	hank	행크	hank	PROPN	PROPN
싸인	autograful	싸이+ㄴ	autograf		N;DEF;MASC;SG
싸인	autograf	싸이+ㄴ	autograf		N;INDF;MASC;SG
싸인	autografe	싸이+ㄴ	autograf		N;INDF;FEM;PL
위임	delegația	위임	delegație		N;DEF;FEM;SG
위임	delegarea	위임	delegare		N;DEF;FEM;SG
위임	delegare	위임	delegare		N;INDF;FEM;SG
위임	delegate	위임	delega		ADJ;INDF;FEM;PL
위임	delegat	위임	delega		ADJ;INDF;MASC;SG
슈나이더	schneider	슈나이더	schneider		N;INDF;MASC;SG
프린시페	príncipe	프린시페	prgncipe	PROPN	
걸음	pas	걸음	pas		N;INDF;MASC;SG
걸음	pasul	걸음	pas		N;DEF;MASC;SG
걸음	pașii	걸음	pas		N;DEF;MASC;PL
걸음	trepte	걸음	treaptă		N;INDF;FEM;PL
걸음	pași	걸음	pas		N;INDF;MASC;PL
세븐틴	seventeen	세븐틴	seventeen		N;INDF;MASC;SG
할렐루야	aleluia	할쓸루+어야	alelui		N;DEF;MASC;SG
주머니	buzunar	주머니	buzunar		N;INDF;MASC;SG
주머니	buzunarul	주머니	buzunar		N;DEF;MASC;SG
주머니	buzunare	주머니	buzunar		N;INDF;FEM;PL
주머니	buzunarele	주머니	buzunar		N;DEF;FEM;PL
덮개	acoperă	덮개	acoperi		V;IND;3;PRS;FIN
덮개	coperta	덮개	copertă		N;DEF;FEM;SG
덮개	copertă	덮개	copertă		N;INDF;FEM;SG
덮개	cover	덮개	cover		N;INDF;MASC;SG
덮개	acoperire	덮개	acoperire		N;INDF;FEM;SG
스펀지	burete	스펀지	burete		N;INDF;MASC;SG
스펀지	buretele	스펀지	burete		N;DEF;MASC;SG
노키아	nokia	노키아	nokie		PROPN
클리프	cliff	클리프	cliff		PROPN
톰프슨	thompson	톰프슨	thompson	PROPN	PROPN
파푸아	papua	파푸아	papua	PROPN	PROPN
록펠러	rockefeller	록펠러	rockefeller	PROPN	PROPN
우치	łódź	우치	łódź		PROPN
이고르	igor	이고르	igor		PROPN
맑음	clar	맑음	clar		ADV
맑음	limpede	맑음	limpede		ADV
맑음	soare	맑음	soare		N;INDF;MASC;SG
맑음	însorită	맑음	însori		ADJ;INDF;FEM;SG
맑음	însorit	맑음	însori		ADJ;INDF;MASC;SG
맑음	sunny	맑음	sunny		N;INDF;MASC;SG
직사각형	dreptunghiuri	직사각형	dreptunghi		N;INDF;FEM;PL
직사각형	dreptunghi	직사각형	dreptunghi		N;INDF;MASC;SG
직사각형	dreptunghiulară	직사각형	dreptunghiular		ADJ;INDF;FEM;SG
최소화	minimiza	최소화	minimiza		V;IND;SG;3;IPFV;FIN
최소화	minimizat	최소화	minimiza		ADJ;INDF;MASC;SG
재미	distractiv	재미	distractiv	N	ADJ;INDF;MASC;SG
히스	heath	히스	heath		PROPN
미치	mitch	미치	mitch		PROPN
몰수	confiscă	몰수	confisca	N	V;IND;SG;3;PST;FIN
몰수	confisca	몰수	confisca	N	V;IND;SG;3;IPFV;FIN
몰수	confiscate	몰수	confisca	N	ADJ;INDF;FEM;PL
몰수	confiscat	몰수	confisca	N	ADJ;INDF;MASC;SG
몰수	confiscată	몰수	confisca	N	ADJ;INDF;FEM;SG
드라큘라	dracula	드라큘+이+라	dracula		N;DEF;FEM;SG
악화	agravat	악화	agrava	N	ADJ;INDF;MASC;SG
커크	kirk	커크	kirk		PROPN
경매	licitat	경매	licita	N	ADJ;INDF;MASC;SG
테오도시우스	teodosie	테오도시우스	teodosie	PROPN	N;INDF;FEM;SG
콘티넨탈	continental	콘티넨탈	continental		ADV
콘티넨탈	continentale	콘티넨탈	continental		ADJ;INDF;FEM;PL
콘티넨탈	continentală	콘티넨탈	continental		ADJ;INDF;FEM;SG
브릿지	podurile	브릿지	pod		N;DEF;FEM;PL
브릿지	poduri	브릿지	pod		N;INDF;FEM;PL
칵테일	cocktailuri	무테+이+ㄹ	cocktail		N;INDF;FEM;PL
칵테일	cocktail	무테+이+ㄹ	cocktail		N;INDF;MASC;SG
카트만두	kathmandu	카트만두	kathmandu	PROPN	PROPN
프라이	fry	프라이	fry		N;INDF;MASC;SG
스팀	aburi	스팀	abur		N;INDF;MASC;PL
스팀	abur	스팀	abur		N;INDF;MASC;SG
유리카	erica	유리카	erică		N;DEF;FEM;SG
하우	howe	하우	howă		PROPN
언더우드	underwood	언더우드	underwood		PROPN
네이티브	nativ	네이티브	nativ		N;INDF;MASC;SG
네이티브	nativă	네이티브	nativă		ADJ;INDF;FEM;SG
네이티브	nativi	네이티브	nativ		N;INDF;MASC;PL
네이티브	native	네이티브	nativ		ADJ;INDF;FEM;PL
손잡이	mâner	손잡이	mâner		N;INDF;MASC;SG
코코넛	cocos	코코넛	cocos		N;INDF;MASC;SG
고릴라	gorilă	고릴라	gorilă		N;INDF;FEM;SG
고릴라	gorila	고릴라	gorilă		N;DEF;FEM;SG
고릴라	gorile	고릴라	gorilă		N;INDF;FEM;PL
고릴라	gorilele	고릴라	gorilă		N;DEF;FEM;PL
하마	hipopotam	하마	hipopota		N;INDF;MASC;SG
하마	hipopotamii	하마	hipopotamie		N;DEF;MASC;PL
하마	hipopotam	하마	hipopota		N;INDF;MASC;SG
당뇨병	diabetică	당뇨병	diabetic	N	ADJ;INDF;FEM;SG
비테르보	viterbo	비테르보	viterbo	PROPN	N;INDF;MASC;SG
보완	complementare	보완	complementar		ADJ;INDF;FEM;PL
보완	complementar	보완	complementar		ADJ;INDF;MASC;SG
보완	complementară	보완	complementar		ADJ;INDF;FEM;SG
좋아요	bine	좋+아+요	bine		ADV
좋아요	ok	좋+아+요	ok		N;INDF;MASC;SG
웃음	râde	웃음	râde		V;IND;SG;3;FIN
웃음	rade	웃음	radă		V;IND;SG;3;PRS;FIN
웃음	râzând	웃음	râde		V;V.MSDR
웃음	râs	웃음	râs		N;INDF;MASC;SG
웃음	razi	웃음	rad		V;IND;SG;2;PRS;FIN
웃음	râde	웃음	râde		V;IND;SG;3;FIN
웃음	rade	웃음	radă		V;IND;SG;3;PRS;FIN
웃음	râzi	웃음	râde		V;IND;SG;2;PRS;FIN
웃음	râsul	웃음	râs		N;DEF;MASC;SG
웃음	râs	웃음	râs		N;INDF;MASC;SG
웃음	râsete	웃음	râset		N;INDF;FEM;PL
루가	luke	루+가	luke		PROPN
루가	luca	루+가	luca		N;DEF;FEM;SG
콜론	colón	콜론	colón		PROPN
콜론	colonul	콜론	colon		N;DEF;MASC;SG
콜론	colon	콜론	colon		N;INDF;MASC;SG
아이유	copile	아이유	copil		N;INDF;FEM;PL
아이유	copila	아이유	copilă		N;DEF;FEM;SG
아이유	copil	아이유	copil		N;INDF;MASC;SG
아이유	copilă	아이유	copil		N;INDF;FEM;SG
피에몬테	piemont	피에몬테	piemont		N;INDF;MASC;SG
먹어	mănânc	먹+어	mănânc		V;IND;SG;1;PRS;FIN
먹어	mănâncă	먹+어	mânca		V;IND;3;PRS;FIN
먹어	mananca	먹+어	mananca		V;IND;SG;3;IPFV;FIN
브랜던	brandon	브던+던	brandon		PROPN
리아	leah	리아	leah		N;INDF;MASC;SG
밀어	impinge	밀+어	impinge		V;IND;SG;3;PRS;FIN
밀어	împinge	밀+어	împinge		V;IND;SG;3;PRS;FIN
품격	elegant	품격	elegant		ADJ;INDF;MASC;SG
품격	clasic	품격	clasic		ADV
재혼	recăsătorit	재혼	recăsători	N	ADJ;INDF;MASC;SG
재혼	recăsători	재혼	recăsători	N	
프롬	bal	프롬	bal		N;INDF;MASC;SG
프롬	balul	프롬	bal		N;DEF;MASC;SG
루즈벨트	fdr	루즈벨트	fdr	PROPN	N;INDF;MASC
루즈벨트	roosevelt	루즈벨트	roosevelt	PROPN	PROPN
불신	neîncrederea	불신	neîncredere		N;DEF;FEM;SG
불신	neîncredere	불신	neîncredere		N;INDF;FEM;SG
소크라테스	socrate	소크라테스	socra	PROPN	
나가기	ieşirea	나가+기	ieșire		N;DEF;FEM;SG
나가기	ieşire	나가+기	ieşire		N;INDF;FEM;SG
나가기	ieșire	나가+기	ieșire		N;INDF;FEM;SG
나가기	iesire	나가+기	iesire		N;INDF;FEM;SG
몬테	monte	몬테	monte		PROPN
출판됨	publicate	출판+되+ㄴ	publica	V	ADJ;INDF;FEM;PL
출판됨	publicat	출판+되+ㄴ	publica	V	ADJ;INDF;MASC;SG
출판됨	publicată	출판+되+ㄴ	publicat	V	ADJ;INDF;FEM;SG
리프트	rift	리프트	rift		N;INDF;MASC;SG
리프트	fisură	리프트	fisură		N;INDF;FEM;SG
리프트	ridicare	리프트	ridicare		N;INDF;FEM;SG
현대그룹	hyundai	현대+그룹	hyund	N	
도시락	prânzul	도시락	prânz		N;DEF;MASC;SG
도시락	prânz	도시락	prânz		N;INDF;MASC;SG
보정	spori	보정	spori	N	
미스틱	mistic	미스틱	mistic		ADJ;INDF;MASC;SG
미스틱	mystic	미스틱	mystic		N;INDF;MASC;SG
모리슨	morrison	모리슨	morrison		PROPN
표시하기	afișare	표시+하+기	afișare	V	N;INDF;FEM;SG
지킨	keane	지키+ㄴ	keane		PROPN
코다	coda	코+다	coda		N;INDF;MASC;SG
벨리즈	belize	벨리즈	beliză	PROPN	N;INDF;FEM;PL
만족	satisfactie	만족	satisfactie		N;INDF;FEM;SG
만족	mulțumit	만족	mulțumi		ADJ;INDF;MASC;SG
만족	satisfăcut	만족	satisfăcut		ADJ;INDF;MASC;SG
만족	satisfăcută	만족	satisfăcut		ADJ;INDF;FEM;SG
등기	înregistrate	등기	înregistra		ADJ;INDF;FEM;PL
등기	înregistrată	등기	înregistrat		ADJ;INDF;FEM;SG
등기	înregistrat	등기	înregistrat		ADJ;INDF;MASC;SG
등기	inregistrat	등기	inregistra		ADJ;INDF;MASC;SG
코모로	comorelor	코모+로	comor		N;DEF;FEM;PL
안젤라	angela	안젤라	angela		N;DEF;FEM;SG
활성	active	활성	activ	N	ADJ;INDF;FEM;PL
활성	activi	활성	activ	N	ADJ;INDF;MASC;PL
활성	activ	활성	activ	N	ADJ;INDF;MASC;SG
활성	activă	활성	activ	N	ADJ;INDF;FEM;SG
까마귀	corvus	까마귀	corvus		N;INDF;MASC;SG
까마귀	crow	까마귀	crow		PROPN
까마귀	cioara	까마귀	cioară		N;DEF;FEM;SG
까마귀	corb	까마귀	corb		N;INDF;MASC;SG
까마귀	cioară	까마귀	cioară		N;INDF;FEM;SG
까마귀	ciorile	까마귀	ciori		N;DEF;FEM;PL
까마귀	ciori	까마귀	ciori		N;INDF;FEM;PL
까마귀	corbi	까마귀	corbă		N;INDF;MASC;PL
까마귀	corbii	까마귀	corb		N;DEF;MASC;PL
까마귀	corbul	까마귀	corb		N;DEF;MASC;SG
까마귀	corb	까마귀	corb		N;INDF;MASC;SG
까마귀	raven	까마귀	raven		PROPN
나이프	cutit	나이프	cuti		N;INDF;MASC;SG
나이프	cuțit	나이프	cuțit		N;INDF;MASC;SG
라일리	riley	라일리	riley		PROPN
라일리	reilly	라일리	reilly		PROPN
레닌주의	leninism	레닌주의	leninism		N;INDF;MASC;SG
캐런	karen	캐+곤	karen		PROPN
일러스트레이터	ilustrator	일러스트레이터	ilustrator		N;INDF;MASC;SG
조개	scoica	조개	scoica		N;DEF;FEM;SG
조개	scoică	조개	scoică		N;INDF;FEM;SG
조개	scoici	조개	scoic		N;INDF;FEM;PL
지오	gio	지오	gio		N;INDF;MASC
지오	geo	지오	geo		N;INDF;MASC;SG
웁살라	uppsala	後살+라	uppsală	PROPN	PROPN
바베이도스	barbados	바베이도스	barbados	PROPN	PROPN
카라치	karachi	카라치	karachi	PROPN	PROPN
플라이어스	pliante	플라이어스	pliantă		N;INDF;FEM;PL
아디다스	adidas	아디다스	adida		N;INDF;MASC;SG
가속기	acceleratoare	가속기	accelerator	N	ADJ;INDF;FEM
테라	terra	테라	terru		N;DEF;FEM;SG
에디터	editorul	에디터	editor		N;DEF;MASC;SG
에디터	redactor	에디터	redactor		N;INDF;MASC;SG
에디터	editor	에디터	editor		N;INDF;MASC;SG
에디터	editorii	에디터	editoare		N;DEF;MASC;PL
에디터	editori	에디터	editor		N;INDF;MASC;PL
부끄러운	rușine	부끄럽+ㄴ	rușine		N;INDF;FEM;SG
부끄러운	timida	부끄럽+ㄴ	timidă		ADJ;DEF;FEM;SG
부끄러운	timid	부끄럽+ㄴ	timid		ADJ;INDF;MASC;SG
부끄러운	timidă	부끄럽+ㄴ	timidă		ADJ;INDF;FEM;SG
오마하	omaha	오마하	omah	PROPN	PROPN
바덴	baden	바덴	baden	PROPN	PROPN
테디	teddy	테디	teddy		N;INDF;MASC;SG
버크	burke	버크	burke		PROPN
클린트	clint	클린트	clint	PROPN	PROPN
스푸트니크	sputnik	스푸트니크	sputnik	PROPN	N;INDF;MASC;SG
다국어	multilingv	다국어	multilingv		N;INDF;MASC;SG
골짜기	valea	골짜기	vale		N;DEF;FEM;SG
골짜기	valley	골짜기	valley		PROPN
골짜기	vale	골짜기	vale		N;INDF;FEM;SG
골짜기	văi	골짜기	vrea		N;INDF;FEM;PL
골짜기	văile	골짜기	vale		N;DEF;FEM;PL
공작부인	ducesă	공작부+이+ㄴ	ducesă	V	N;INDF;FEM;SG
공작부인	ducesa	공작부+이+ㄴ	ducesa	V	N;DEF;FEM;SG
소프트볼	softball	소프트볼	softball		N;INDF;MASC;SG
브르타뉴	brittany	브르타뉴	brittany	PROPN	PROPN
브르타뉴	breton	브르타뉴	breton	PROPN	N;INDF;MASC;SG
엘람	elam	엘람	ela		PROPN
오라클	oracle	오라클	oraclu		N;INDF;MASC;SG
오라클	oracol	오라클	oracol		N;INDF;MASC;SG
오라클	oracolul	오라클	oracol		N;DEF;MASC;SG
베로니카	veronica	베로니카	veronică	PROPN	N;DEF;FEM;SG
베로니카	veronika	베로니카	veronika	PROPN	N;DEF;FEM;SG
갈매기	gull	갈매+기	gull	N	PROPN
스탭	personal	스탭	personal		ADV
스탭	personalul	스탭	personal		N;DEF;MASC;SG
스탭	staff	스탭	staff		N;INDF;MASC;SG
접미사	sufixul	접미사	sufix		N;DEF;MASC;SG
접미사	sufixe	접미사	sufix		N;INDF;FEM;PL
룰라	lula	있+라	lula		N;DEF;FEM;SG
애플렉	affleck	애플렉	affleck	PROPN	PROPN
캘빈	calvin	캘비+ㄴ	calvin		N;INDF;MASC;SG
다이어트	dietă	다이어트	dietă		N;INDF;FEM;SG
다이어트	dietă	다이어트	dietă		N;INDF;FEM;SG
다이어트	dieta	다이어트	dietă		N;DEF;FEM;SG
라이트닝	fulger	라이트닝	fulger	N	
투명	transparente	투명	transparent	N	ADJ;INDF;FEM;PL
투명	transparent	투명	transparent	N	ADJ;INDF;MASC;SG
투명	transparentă	투명	transparent	N	ADJ;INDF;FEM;SG
석기	stone	석기	stonă	N	PROPN
영감	inspirată	영감	inspira	N	ADJ;INDF;FEM;SG
영감	inspirat	영감	inspira	N	ADJ;INDF;MASC;SG
하르툼	khartoum	하르+투	khartoum		N;INDF;MASC;SG
그렉	greg	그렉	greg		PROPN
애비	abby	애비	abby		N;INDF;MASC;SG
두려움	frica	두려움	frică		N;DEF;FEM;SG
두려움	teama	두려움	teamă		N;DEF;FEM;SG
두려움	frică	두려움	frică		N;INDF;FEM;SG
두려움	teamă	두려움	teamă		N;INDF;FEM;SG
보좌	auxiliare	보좌	auxiliar	N	ADJ;INDF;FEM;PL
보좌	auxiliar	보좌	auxiliar	N	ADJ;INDF;MASC;SG
도시바	toshiba	도시바	toshiba		PROPN
불분명하다	neclare	불분명+하+다	neclar	V	ADJ;INDF;FEM;PL
불분명하다	neclar	불분명+하+다	neclar	V	ADV
불분명하다	neclară	불분명+하+다	neclar	V	ADJ;INDF;FEM;SG
대시	dash	대시	dash	N	
미스테리	mister	미스테리	mister		N;INDF;MASC;SG
미스테리	misterul	미스테리	mister		N;DEF;MASC;SG
보디가드	bodyguard	보디가드	bodyguard		N;INDF;MASC;SG
반란군	rebelul	반란군	rebel		N;DEF;MASC;SG
반란군	rebel	반란군	rebel		ADJ;INDF;MASC;SG
반란군	rebelă	반란군	rebel		ADJ;INDF;FEM;SG
반란군	rebelilor	반란군	rebel		N;DEF;MASC;PL
반란군	rebelii	반란군	rebel		N;DEF;MASC;PL
반란군	rebeli	반란군	rebel		N;INDF;MASC;PL
프레데터	prădător	프레데터	prădător		N;INDF;MASC;SG
프레데터	predator	프레데터	predator		N;INDF;MASC;SG
원판	negative	원판	negativ		ADJ;INDF;FEM;PL
영장류	primate	영장류	primat	N	ADJ;INDF;FEM;PL
영장류	primate	영장류	primat	N	ADJ;INDF;FEM;PL
마시	marsh	마시	marsh		N;INDF;MASC;SG
미카미	micah	미카미	micah		PROPN
리턴	întoarce	리턴	întoarce		V;IND;SG;3;PRS;FIN
리턴	retur	리턴	retur		N;INDF;MASC;SG
리턴	întoarcere	리턴	întoarcere		N;INDF;FEM;SG
하이웨이	autostrada	하이스+이	autostradă		N;DEF;FEM;SG
하이웨이	autostradă	하이스+이	autostradă		N;INDF;FEM;SG
하이웨이	highway	하이스+이	highway		PROPN
요구사항	cerinte	요구사항	cerint	N	
캐롤라인	caroline	캐롤라인	carolină		N;INDF;FEM;PL
해고	concedierea	하+어고	concediere		N;DEF;FEM;SG
해고	demiterea	하+어고	demitere		N;DEF;FEM;SG
해고	concediere	하+어고	concediere		N;INDF;FEM;SG
클랜	clan	클랜	clan		N;INDF;MASC;SG
클랜	clanul	클랜	clan		N;DEF;MASC;SG
클랜	clanurile	클랜	clan		N;DEF;FEM;PL
클랜	clanuri	클랜	clan		N;INDF;FEM;PL
푸른색	albastră	푸른색	albastru		ADJ;INDF;FEM;SG
푸른색	albastru	푸른색	albastru		ADJ;INDF;MASC;SG
제이드	jad	제이드	jad		ADJ
제이드	jade	제이드	jad		N;INDF;MASC;SG
페이퍼	hârtie	페이퍼	hârtie		N;INDF;FEM;SG
페이퍼	hîrtie	페이퍼	hîrtie		N;INDF;FEM;SG
페이퍼	hârtii	페이퍼	hârtie		N;INDF;FEM;PL
페이퍼	acte	페이퍼	act		N;INDF;FEM;PL
너구리	raton	너구리	raton		N;INDF;MASC;SG
피츠제럴드	fitzgerald	피츠제럴드	fitzgerald		N;INDF;MASC;SG
어마어마한	enormă	어마어마하+ㄴ	enorm		ADJ;INDF;FEM;SG
어마어마한	enorma	어마어마하+ㄴ	enorm		ADJ;DEF;FEM;SG
어마어마한	enorme	어마어마하+ㄴ	enorm		ADJ;INDF;FEM;PL
깡패	gangster	깡패	gangster		N;INDF;MASC;SG
깡패	gangsteri	깡패	gangster		N;INDF;MASC;PL
깡패	gangsterii	깡패	gangster		N;DEF;MASC;PL
랭스	reims	랭스	reims	PROPN	PROPN
애국	patriotic	애국	patriotic	N	ADJ;INDF;MASC;SG
시프트	tură	시프트	tură		N;INDF;FEM;SG
시프트	tura	시프트	tură		N;DEF;FEM;SG
잊혀진	uitat	잊히+어+지+ㄴ	uita	V	ADJ;INDF;MASC;SG
잊혀진	uitată	잊히+어+지+ㄴ	uitat	V	ADJ;INDF;FEM;SG
잊혀진	uitate	잊히+어+지+ㄴ	uitat	V	ADJ;INDF;FEM;PL
조언	sfătui	조언	sfătui	N	V;IND;SG;3;PRS;FIN
분리주의	separatist	분리주의	separatist	N	ADJ;INDF;MASC;SG
분리주의	separatiste	분리주의	separatist	N	ADJ;INDF;FEM;PL
편집하기	editare	편집+하+기	editare	V	N;INDF;FEM;SG
익명	anonimatul	익명	anonimat		N;DEF;MASC;SG
익명	anonimat	익명	anonima		N;INDF;MASC;SG
익명	anonimă	익명	anonim		ADJ;INDF;FEM;SG
익명	anonime	익명	anonim		N;INDF;FEM;PL
씨앗	semințe	씨앗	sămânță		N;INDF;FEM;PL
씨앗	sămânță	씨앗	sămânță		N;INDF;FEM;SG
씨앗	semințe	씨앗	sămânță		N;INDF;FEM;PL
모세	moise	모세	moi		V;IND;SG;3;PST+PRF;FIN
모세	moses	모세	moses		PROPN
스토커	stalker	스토커	stalker		N;INDF;MASC;SG
채플린	chaplin	채플린	chaplin	PROPN	PROPN
프로덕션스	productions	프로덕션스	productions		N;INDF;MASC;SG
수박	pepeni	수박	pepeni		N;INDF;MASC;SG
수박	pepene	수박	pepene		N;INDF;MASC;SG
록키	rocky	록키	rocky		PROPN
사라왁	sarawak	사라블	sarawak	PROPN	PROPN
워너비	wannabe	워너비	wannabe		PROPN
마릴린	marilyn	마릴리+ㄴ	marilyn		PROPN
카타니아	catania	카타니아	catania	PROPN	PROPN
단발	doar	단발	doar		ADV
단발	numai	단발	numai		ADV
