sandstein	zandsteen	sandstein	zandsteen		N;MASC+FEM;SG
objektiv	lens	objektiv	lens	ADJ	N;MASC+FEM;SG
objektiv	doelstelling	objektiv	doelstelling	ADJ	N;MASC+FEM;SG
objektiv	objectieven	objektiv	objectief	ADJ	N;PL
objektiv	lenzen	objektiv	lenzen	ADJ	N;PL
personenverkehr	passagier	personenverkehr	passagier	ADJ	N;MASC+FEM;SG
personenverkehr	reiziger	personenverkehr	reiziger	ADJ	N;MASC+FEM;SG
geometrie	geometrie	geometrie	geometrie		N;MASC+FEM;SG
geometrie	meetkunde	geometrie	meetkunde		N;MASC+FEM;SG
geometrie	geometrische	geometrie	geometrisch		ADJ
geometrie	geometrisch	geometrie	geometrisch		ADJ
bosnien	bosnië	bosneinen	bosnië	PROPN;NOM;SG	PROPN;NEUT;SG
now	nu	now	nu	PROPN	ADV
zerstörer	destroyers	zerstörer	destroyer		N;PL
zerstörer	vernietiger	zerstörer	vernietig		N;MASC+FEM;SG
zerstörer	destroyer	zerstörer	destroyer		N;MASC+FEM;SG
wright	wright	wright	wright	PROPN;NOM;SG	N;MASC+FEM;SG
sergei	sergei	sergei	sergei	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
sergei	sergej	sergei	sergej	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
sergei	sergej	sergei	sergej	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
bonner	bonner	bonn	bonner	PROPN;NOM;SG	N;MASC+FEM;SG
wohnsitz	inwoner	wohnsitz	inwoner	ADJ	N;MASC+FEM;SG
wohnsitz	ingezetene	wohnsitz	inzeten	ADJ	V;V.PTCP
wohnsitz	verblijfplaats	wohnsitz	verblijfplaats	ADJ	N;MASC+FEM;SG
wohnsitz	residentie	wohnsitz	residentie	ADJ	N;MASC+FEM;SG
wohnsitz	woonplaats	wohnsitz	woonplaats	ADJ	N;MASC+FEM;SG
wohnsitz	domicilie	wohnsitz	domicilie	ADJ	N;MASC+FEM;SG
alpha	alpha	alpha	alpha		N;MASC+FEM;SG
alpha	alfa	alpha	alfa		N;MASC+FEM;SG
berkeley	berkeley	berkeley	berkeley	PROPN;NOM;SG	N;MASC+FEM;SG
richtungen	routebeschrijving	richtung	routebeschrijving	N;NOM;FEM;PL	N;MASC+FEM;SG
schnee	sneeuw	schnen	sneeuw		N;MASC+FEM;SG
gerald	gerald	gerald	rallen	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
realschule	realschule	realschule	realschule	ADJ;NOM;FEM;SG	N;MASC+FEM;SG
angel	engel	angel	engel	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
angel	angel	angel	angel	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
angel	engeltje	angel	engel	PROPN;NOM;MASC;SG	N;NEUT;SG
vorgeschichte	prehistorie	vorgeschicht	prehistorie	ADJ;NOM;SG	N;MASC+FEM;SG
vorgeschichte	achtergrondinformatie	vorgeschicht	achtergrondinformatie	ADJ;NOM;SG	N;MASC+FEM;SG
vorgeschichte	achtergrond	vorgeschicht	achtergrond	ADJ;NOM;SG	N;MASC+FEM;SG
hartmut	doreen	hartmun	doreen	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
hartmut	hartmut	hartmun	hartmut	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
funk	funk	funk	funk	ADJ	N;MASC+FEM;SG
herrmann	hermann	herrmann	hermann	PROPN;NOM;SG	N;MASC+FEM;SG
herrmann	herrmann	herrmann	herrmann	PROPN;NOM;SG	N;MASC+FEM;SG
troll	trol	troll	trelen	PROPN;SG	N;MASC+FEM;SG
troll	trollen	troll	trollen	PROPN;SG	N;PL
mythos	mythes	mythos	mythes		N;PL
mythos	mythe	mythos	mythe		N;MASC+FEM;SG
schumacher	schumacher	schumach	schumacher	ADJ	N;MASC+FEM;SG
stausee	meer	stausen	veel	N;SG	PRO
tenor	tenor	tenor	tenor		N;MASC+FEM;SG
befehlshaber	commandant	befehlshaber	commandant		N;MASC+FEM;SG
befehlshaber	bevelhebbers	befehlshaber	bevelhebber		N;PL
befehlshaber	commandanten	befehlshaber	commandant		N;PL
befehlshaber	gezagvoerder	befehlshaber	gezagvoerder		N;MASC+FEM;SG
befehlshaber	commander	befehlshaber	commander		N;MASC+FEM;SG
befehlshaber	bevelhebber	befehlshaber	bevelhebber		N;MASC+FEM;SG
befehlshaber	commandant	befehlshaber	commandant		N;MASC+FEM;SG
befehlshaber	overste	befehlshaber	overste		N;MASC+FEM;SG
hochladen	upload	hochladen	upload	V;NFIN	N;MASC+FEM;SG
sin	zonde	sin	zonde		N;MASC+FEM;SG
sin	zonden	sin	zonde		N;PL
sin	sin	sin	sin		N;MASC+FEM;SG
sin	zondigen	sin	zondigen		V;NFIN
begangen	toegewijd	begehen	toegewijd	V;V.PTCP	ADJ
ansätze	nadert	ansätzen	naderen	N;NOM;MASC;PL	V;SG;PRS;FIN
designer	ontwerpers	designer	ontwerper	ADJ	N;PL
designer	ontwerper	designer	ontwerper	ADJ	N;MASC+FEM;SG
designer	designer	designer	designer	ADJ	N;MASC+FEM;SG
wirft	worpen	werfen	worpen	V;IND;SG;3;PRS;FIN	N;PL
möge	mogen	mögen	mogen	V;SBJV;SG;3;PRS;FIN	V;PL;PRS;FIN
möge	may	mögen	may	V;SBJV;SG;3;PRS;FIN	
möge	mei	mögen	mei	V;SBJV;SG;3;PRS;FIN	PROPN;MASC+FEM;SG
verstand	mind	verstehen	mind		
verstand	geest	verstehen	geest		N;MASC+FEM;SG
türen	gates	türen	gaat	V;NFIN	N;PL
türen	poorten	türen	poort	V;NFIN	N;PL
türen	deuren	türen	deur	V;NFIN	N;PL
valentin	valentin	valentin	valentin	PROPN	N;MASC+FEM;SG
valentin	valentijn	valentin	valentijn	PROPN	N;MASC+FEM;SG
valentin	valentine	valentin	valentine	PROPN	N;MASC+FEM;SG
begegnungen	ontmoetingen	begegnungen	ontmoeting	V;NFIN	N;PL
begegnungen	ontmoeting	begegnungen	ontmoeting	V;NFIN	N;MASC+FEM;SG
brandt	brandt	branden	branden	PROPN	V;SG;PRS;FIN
oklahoma	oklahoma	oklahoma	oklahoma	PROPN;NOM;SG	N;NEUT;SG
überwachung	monitoren	überwachung	monitor	N;SG	N;PL
überwachung	surveillance	überwachung	surveillance	N;SG	ADJ
achter	achten	acht	achten	ADJ	V;PL;PRS;FIN
chinesisch	sino	chinesisch	sino	ADJ	N;MASC+FEM;SG
chinesisch	chinezen	chinesisch	chinees	ADJ	N;PL
gerechtigkeit	justice	gerechtigkeit	justice	PROPN	
gerechtigkeit	gerechtigheid	gerechtigkeit	gerechtigheid	PROPN	N;MASC+FEM;SG
gerechtigkeit	justitie	gerechtigkeit	justitie	PROPN	N;MASC+FEM;SG
gerechtigkeit	rechtvaardigheid	gerechtigkeit	rechtvaardigheid	PROPN	N;MASC+FEM;SG
gerechtigkeit	gerechtigheid	gerechtigkeit	gerechtigheid	PROPN	N;MASC+FEM;SG
gerechtigkeit	rechtvaardigheid	gerechtigkeit	rechtvaardigheid	PROPN	N;MASC+FEM;SG
gerechtigkeit	billijkheid	gerechtigkeit	billijkheid	PROPN	N;MASC+FEM;SG
gerechtigkeit	eerlijkheid	gerechtigkeit	eerlijkheid	PROPN	N;MASC+FEM;SG
gerechtigkeit	billijkheid	gerechtigkeit	billijkheid	PROPN	N;MASC+FEM;SG
gerechtigkeit	deelnemingen	gerechtigkeit	deelneming	PROPN	N;PL
folglich	vandaar	folglich	vandaar	ADJ	ADV
folglich	bijgevolg	folglich	bijgevolg	ADJ	ADV
folglich	daarom	folglich	daarom	ADJ	ADV
bett	bedden	bett	bed		N;PL
bett	bed	bett	bed		N;NEUT;SG
vorarlberg	vorarlberg	vorarlberg	vorarlberg	PROPN	N;MASC+FEM;SG
verlangen	begeerte	verlangen	begeerte	V;NFIN	N;MASC+FEM;SG
verlangen	wens	verlangen	wens	V;NFIN	ADJ
verlangen	verlangen	verlangen	verlangen	V;NFIN	N;NEUT;SG
verlangen	veeleisende	verlangen	veeleisend	V;NFIN	ADJ
verlangen	veeleisend	verlangen	veeleisend	V;NFIN	ADJ
verlangen	verlangen	verlangen	verlangen	V;NFIN	N;NEUT;SG
angemessen	passende	angemessen	passen	ADJ	V;V.PTCP
angemessen	passend	angemessen	passen	ADJ	V;V.PTCP
angemessen	gepast	angemessen	passen	ADJ	V;V.PTCP
angemessen	toereikend	angemessen	toereikend	ADJ	V;V.PTCP
dynamo	dynamo	dynamo	dynamo	PROPN;NOM;SG	N;MASC+FEM;SG
drehen	twist	drehen	twist	V;NFIN	N;MASC+FEM;SG
drehen	turn	drehen	turn	V;NFIN	N;MASC+FEM;SG
drehen	draai	drehen	draai	V;NFIN	N;MASC+FEM;SG
drehen	beurt	drehen	beurt	V;NFIN	N;MASC+FEM;SG
dazwischen	tussen	dazwischen	tussen	ADV	ADP
venezuela	venezuela	venezuela	venezuela	PROPN;NOM;NEUT;SG	N;NEUT;SG
experiment	experiment	experiment	experiment	ADJ	N;NEUT;SG
experiment	experimenteren	experiment	experimenteren	ADJ	V;NFIN
astronom	astronomen	astronom	astronoom	PROPN	N;PL
astronom	astronoom	astronom	astronoom	PROPN	N;MASC+FEM;SG
reinbek	reinbek	reinbek	reinbek	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
nina	nina	nina	nina	PROPN;NOM;FEM;SG	N;MASC+FEM;SG
ingrid	ingrid	ingrid	ingrid	PROPN;NOM;FEM;SG	N;MASC+FEM;SG
krüger	kruger	krüg	krug	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
krüger	krüger	krüg	kriger	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
krüger	krueger	krüg	krueger	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
rechtswissenschaft	wet	rechtswissenschaft	wet	ADJ	N;MASC+FEM;SG
rechtswissenschaft	jurisprudentie	rechtswissenschaft	jurisprudentie	ADJ	N;MASC+FEM;SG
umwandlung	converteren	umwandlung	converteren	N;SG	V;NFIN
umwandlung	transformeren	umwandlung	transformeren	N;SG	V;NFIN
rosenberg	rosenberg	rosenberg	rosenberg	PROPN;NOM;SG	N;MASC+FEM;SG
chaos	mess	chaos	mess		
chaos	puinhoop	chaos	puinhoop		N;MASC+FEM;SG
chaos	rotzooi	chaos	rotzooi		N;MASC+FEM;SG
chaos	chaos	chaos	chaos		N;MASC+FEM;SG
xaver	xaver	xaver	xaver	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
xaver	xavier	xaver	xavier	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
zoo	dierentuin	zoo	dierentuin	PROPN;NOM;SG	N;MASC+FEM;SG
zoo	zoo	zoo	zullen	PROPN;NOM;SG	N;MASC+FEM;SG
bezahlt	pays	bezahlen	pays	V;V.PTCP	N;MASC+FEM;SG
cornelius	cornelius	cornelius	cornelius	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
cornelius	cornelis	cornelius	cornelis	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
bobby	bobby	bobby	bobby	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
imo	imo	imo	imo		INTJ
käfer	kevers	käfer	kever		N;PL
käfer	beestjes	käfer	beestje		N;PL
käfer	insecten	käfer	insecten		N;PL
käfer	bugs	käfer	bugs		N;PL
käfer	insect	käfer	insect		N;NEUT;SG
käfer	bug	käfer	bug		N;MASC+FEM;SG
käfer	keversoort	käfer	keversoort		N;MASC+FEM;SG
käfer	kever	käfer	kever		N;MASC+FEM;SG
hinterlassen	verlof	hinterlassen	verlof	V;V.PTCP	N;NEUT;SG
gem	acc	gem	acc		N;MASC+FEM;SG
gem	edelsteen	gem	edelsteen		N;MASC+FEM;SG
gem	gem	gem	gem		NUM
weihnachten	kerstmis	weihnacht	kerstmis	V;NFIN	N;MASC+FEM;SG
weihnachten	kerst	weihnacht	kerst	V;NFIN	N;MASC+FEM;SG
weihnachten	christmas	weihnacht	christmas	V;NFIN	
weihnachten	kerstfeest	weihnacht	kerstfeest	V;NFIN	N;NEUT;SG
weihnachten	xmas	weihnacht	xmas	V;NFIN	N;MASC+FEM;SG
fachbereich	departement	fachbereich	departement		N;NEUT;SG
fachbereich	afdeling	fachbereich	afdeling		N;MASC+FEM;SG
fachbereich	faculteit	fachbereich	faculteit		N;MASC+FEM;SG
beobachtungen	opmerkingen	beobachtung	opmerking	V;NFIN	N;PL
beobachtungen	waarnemingen	beobachtung	waarneming	V;NFIN	N;PL
beobachtungen	observaties	beobachtung	observatie	V;NFIN	N;PL
beobachtungen	waarnemingen	beobachtung	waarneming	V;NFIN	N;PL
beobachtungen	observatie	beobachtung	observatie	V;NFIN	N;MASC+FEM;SG
beobachtungen	waarneming	beobachtung	waarneming	V;NFIN	N;MASC+FEM;SG
beobachtungen	observaties	beobachtung	observatie	V;NFIN	N;PL
häftlinge	veroordeelden	häftlinge	veroordelen		V;V.PTCP
häftlinge	gevangenen	häftlinge	vangen		V;V.PTCP
häftlinge	gevangenen	häftlinge	vangen		V;V.PTCP
häftlinge	gedetineerden	häftlinge	detineren		V;V.PTCP
häftlinge	gevangenen	häftlinge	vangen		V;V.PTCP
häftlinge	gedetineerden	häftlinge	detineren		V;V.PTCP
russen	russisch	russen	russisch		ADJ
russen	rus	russen	rus		N;MASC+FEM;SG
russen	russische	russen	russisch		ADJ
russen	russen	russen	rus		N;PL
allee	allee	alle	al	PROPN;NOM;SG	N;MASC+FEM;SG
allee	laan	alle	laan	PROPN;NOM;SG	N;MASC+FEM;SG
allee	avenue	alle	avenue	PROPN;NOM;SG	N;MASC+FEM;SG
allee	steegje	alle	steegje	PROPN;NOM;SG	N;NEUT;SG
allee	steeg	alle	stijgen	PROPN;NOM;SG	V;SG;PST;FIN
allee	alley	alle	alley	PROPN;NOM;SG	N;MASC+FEM;SG
basilika	basiliek	basilika	basiliek	PROPN;NOM;SG	N;MASC+FEM;SG
zyklus	cycli	zyklus	cycli		N;PL
zyklus	cyclus	zyklus	cyclus		N;MASC+FEM;SG
zyklus	kringloop	zyklus	kringloop		N;MASC+FEM;SG
ndr	ndr	ndr	ndr		N;MASC+FEM;SG
heiliger	heiligen	heilig	heiligen	ADJ	N;PL
heiliger	saints	heilig	saints	ADJ	N;MASC+FEM;SG
heiliger	holy	heilig	holy	ADJ	
heiliger	geheiligd	heilig	heiligen	ADJ	V;V.PTCP
tendenz	trend	tendenz	trenden	ADJ	N;MASC+FEM;SG
tendenz	tendens	tendenz	tendens	ADJ	N;MASC+FEM;SG
tendenz	neiging	tendenz	neiging	ADJ	N;MASC+FEM;SG
tendenz	neiging	tendenz	neiging	ADJ	N;MASC+FEM;SG
tendenz	tendens	tendenz	tendens	ADJ	N;MASC+FEM;SG
garcía	garcia	garcía	garcia	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
garcía	garcía	garcía	garcía	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
orleans	orleans	orleans	orleans	PROPN;NOM;NEUT;SG	N;MASC+FEM;SG
orleans	orléans	orleans	orléans	PROPN;NOM;NEUT;SG	N;MASC+FEM;SG
orleans	orléans	orleans	orléans	PROPN;NOM;NEUT;SG	N;MASC+FEM;SG
anstieg	stijgen	ansteigen	stijgen		V;NFIN
österreicher	oostenrijkers	österreicher	oostenrijker	ADJ	N;PL
eddie	eddie	eddie	eddie	PROPN;NOM;SG	N;MASC+FEM;SG
eddie	eddy	eddie	eddy	PROPN;NOM;SG	N;MASC+FEM;SG
vorbereitet	ready	vorbereiten	ready	V;V.PTCP	
vorbereitet	gereed	vorbereiten	gereed	V;V.PTCP	ADJ
vorbereitet	klaar	vorbereiten	klaar	V;V.PTCP	ADJ
vorbereitet	bereid	vorbereiten	bereid	V;V.PTCP	ADJ
aktiengesellschaft	aktiengesellschaft	aktiengesellschaft	aktiensellschaffen	ADJ	N;NEUT;SG
einheitliche	tenue	einheitlich	tenue	ADJ;NOM;FEM;PL	N;NEUT;SG
einheitliche	uniform	einheitlich	uniform	ADJ;NOM;FEM;PL	N;NEUT;SG
urheberrecht	auteursrechten	urheberrecht	auteursrecht	ADJ	N;PL
urheberrecht	auteursrechten	urheberrecht	auteursrecht	ADJ	N;PL
urheberrecht	auteursrecht	urheberrecht	auteursrecht	ADJ	N;NEUT;SG
landschaften	platteland	landschaft	platteland	ADJ	N;NEUT;SG
landschaften	landschappen	landschaft	landschap	ADJ	N;PL
landschaften	landschap	landschaft	landschap	ADJ	N;NEUT;SG
anstellung	aanwerving	anstellung	aanwerving	V;IND;SG;3;PST;FIN	N;MASC+FEM;SG
anstellung	rekrutering	anstellung	rekrutering	V;IND;SG;3;PST;FIN	N;MASC+FEM;SG
anstellung	werving	anstellung	werving	V;IND;SG;3;PST;FIN	N;MASC+FEM;SG
festland	vasteland	festlind	vasteland		N;NEUT;SG
baltimore	baltimore	baltimore	baltimore	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
kannte	wisten	kennen	weten	V;IND;SG;3;PST;FIN	V;PL;PST;FIN
fotografen	fotograaf	fotograf	fotograaf		N;MASC+FEM;SG
fotografen	fotografen	fotograf	fotograaf		N;PL
fotografen	fotografe	fotograf	fotograaf		N;MASC+FEM;SG
fotografen	fotograaf	fotograf	fotograaf		N;MASC+FEM;SG
einverstanden	akkoord	einverstanden	akkoord	V;NFIN	ADJ
einverstanden	akkoord	einverstanden	akkoord	V;NFIN	ADJ
mund	mond	mund	mond		N;MASC+FEM;SG
mund	monden	mund	mond		N;PL
inkl	incl	inkl	incl		N;MASC+FEM;SG
berthold	berthold	berthold	bertholden	PROPN	N;MASC+FEM;SG
xiv	xiv	xiv	xiv		PROPN;MASC+FEM;SG
reformen	hervormingen	reformen	hervorming	V;NFIN	N;PL
reformen	hervorming	reformen	hervorming	V;NFIN	N;MASC+FEM;SG
reformen	hervormingen	reformen	hervorming	V;NFIN	N;PL
reformen	hervorming	reformen	hervorming	V;NFIN	N;MASC+FEM;SG
sklaven	slaaf	sklaven	slaaf	N;PL	N;MASC+FEM;SG
sklaven	slavin	sklaven	slavin	N;PL	N;MASC+FEM;SG
weinbau	wijngaarden	weinbau	wijngaard		N;PL
weinbau	wijngaard	weinbau	wijngaard		N;MASC+FEM;SG
weinbau	wijngaarden	weinbau	wijngaard		N;PL
weinbau	wijngaard	weinbau	wijngaard		N;MASC+FEM;SG
weinbau	wijnbouw	weinbau	wijnbouw		N;MASC+FEM;SG
weinbau	wijn	weinbau	wijn		N;MASC+FEM;SG
griechen	grieken	griechen	griek		N;PL
griechen	griekse	griechen	grieks		ADJ
griechen	grieks	griechen	grieks		ADJ
griechen	griek	griechen	griek		N;MASC+FEM;SG
individuelle	individu	individuell	individu	ADJ;NOM;FEM;PL	N;NEUT;SG
individuelle	aangepast	individuell	aanpassen	ADJ;NOM;FEM;PL	V;V.PTCP
scheitern	mislukkingen	scheitern	mislukking	V;NFIN	N;PL
scheitern	mislukking	scheitern	mislukking	V;NFIN	N;MASC+FEM;SG
scheitern	mislukkeling	scheitern	mislukkeling	V;NFIN	N;MASC+FEM;SG
scheitern	mislukkingen	scheitern	mislukking	V;NFIN	N;PL
spitzen	kant	spitz	kant	V;NFIN	N;MASC+FEM;SG
spitzen	kanten	spitz	kant	V;NFIN	N;PL
spitzen	pieken	spitz	pieken	V;NFIN	N;PL
aussieht	looks	aussehen	look	V;IND;SG;3;PRS;FIN	N;PL
aussieht	lijkt	aussehen	lijken	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
mohammed	mohammad	mohammed	mohammad		N;MASC+FEM;SG
mohammed	mohammed	mohammed	mohammed		N;MASC+FEM;SG
mohammed	muhammad	mohammed	muhammad		N;MASC+FEM;SG
mohammed	mohammed	mohammed	mohammed		N;MASC+FEM;SG
mohammed	mohammed	mohammed	mohammed		N;MASC+FEM;SG
mohammed	mohamed	mohammed	mohamed		N;MASC+FEM;SG
marktplatz	marketplace	marktplatz	marketplace	ADJ	N;MASC+FEM;SG
marktplatz	marktplaats	marktplatz	marktplaats	ADJ	N;MASC+FEM;SG
marktplatz	marktplein	marktplatz	marktplein	ADJ	N;NEUT;SG
arkansas	arkansas	arkansas	arkansas	PROPN;NOM;NEUT;SG	N;MASC+FEM;SG
indonesien	indonesië	indonesien	indonesië	PROPN;NOM;NEUT;SG	N;MASC+FEM;SG
indonesien	indonesisch	indonesien	indonesisch	PROPN;NOM;NEUT;SG	ADJ
indonesien	indonesische	indonesien	indonesisch	PROPN;NOM;NEUT;SG	ADJ
bedingung	voorwaardelijke	bedingung	voorwaardelijk		ADJ
bedingung	voorwaardelijk	bedingung	voorwaardelijk		ADJ
bedingung	conditie	bedingung	conditie		N;MASC+FEM;SG
bedingung	aandoening	bedingung	aandoening		N;MASC+FEM;SG
bedingung	voorwaarde	bedingung	voorwaard		N;MASC+FEM;SG
bedingung	toestand	bedingung	toestand		N;MASC+FEM;SG
bedingung	beperking	bedingung	beperking		N;MASC+FEM;SG
paolo	paolo	paolo	paolo	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
tagebuch	tijdschrift	tagebuch	tijdschrift	ADJ	N;NEUT;SG
tagebuch	journal	tagebuch	journal	ADJ	
tagebuch	dagboek	tagebuch	dagboek	ADJ	N;NEUT;SG
tagebuch	dagboek	tagebuch	dagboek	ADJ	N;NEUT;SG
tagebuch	dagboeken	tagebuch	dagboek	ADJ	N;PL
entsprechender	corresponderende	entsprechend	corresponderen	ADJ	V;V.PTCP
ethik	ethische	ethik	ethisch		ADJ
ethik	ethisch	ethik	ethisch		ADJ
ethik	ethisch	ethik	ethisch		ADJ
ethik	ethiek	ethik	ethiek		N;MASC+FEM;SG
ausgewählte	geselecteerde	ausgewählt	selecteren	ADJ;NOM;FEM;PL	V;V.PTCP
ausgewählte	geselecteerd	ausgewählt	selecteren	ADJ;NOM;FEM;PL	V;V.PTCP
ausgewählte	uitgekozen	ausgewählt	uitkiezen	ADJ;NOM;FEM;PL	V;V.PTCP
ausgewählte	gekozen	ausgewählt	kiezen	ADJ;NOM;FEM;PL	V;V.PTCP
britisch	britten	britisch	brit	ADJ	N;PL
entdecken	ontdekking	entdecken	ontdekking	V;NFIN	N;MASC+FEM;SG
entdecken	ontdekkingen	entdecken	ontdekking	V;NFIN	N;PL
entdecken	discovery	entdecken	discovery	V;NFIN	N;MASC+FEM;SG
angewiesen	geïnstrueerd	anweisen	instrueren	ADJ	V;V.PTCP
gestapo	gestapo	gestapo	stapoen		N;MASC+FEM;SG
beginnend	begin	beginnend	begin	ADJ	N;NEUT;SG
frequenz	frequentie	frequenz	frequentie	ADJ	N;MASC+FEM;SG
lit	lit	lit	litten		N;MASC+FEM;SG
lit	verlicht	lit	verlichten		V;V.PTCP
verlinkung	hyperlink	verlinkung	hyperlink	ADJ	N;MASC+FEM;SG
verlinkung	link	verlinkung	link	ADJ	N;MASC+FEM;SG
verlinkung	koppeling	verlinkung	koppeling	ADJ	N;MASC+FEM;SG
seltene	zelden	selten	zelden	ADJ;NOM;PL	ADV
marshall	marshall	marshall	marshall	PROPN	N;MASC+FEM;SG
marshall	maarschalk	marshall	maarschalk	PROPN	N;MASC+FEM;SG
marshall	marshal	marshall	marshal	PROPN	N;MASC+FEM;SG
handwerk	vakmanschap	handwerk	vakmanschap		N;NEUT;SG
handwerk	ambacht	handwerk	ambacht		N;NEUT;SG
handwerk	handwerk	handwerk	handwerk		N;NEUT;SG
handwerk	ambacht	handwerk	ambacht		N;NEUT;SG
handwerk	ambachten	handwerk	ambacht		N;PL
most	meesten	most	veel		PRO
most	most	most	mosten		
most	meeste	most	veel		PRO
most	meest	most	veel		PRO
grosse	large	groß	larg	N;NOM;FEM;PL	
grosse	groot	groß	groot	N;NOM;FEM;PL	ADJ
grosse	grote	groß	groot	N;NOM;FEM;PL	ADJ
grosse	grosse	groß	grosse	N;NOM;FEM;PL	N;MASC+FEM;SG
gütersloh	gütersloh	güterslehen	gütersloh	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
geeignete	passende	geeignet	passen	ADJ;NOM;FEM;PL	V;V.PTCP
geeignete	passend	geeignet	passen	ADJ;NOM;FEM;PL	V;V.PTCP
geeignete	gepast	geeignet	passen	ADJ;NOM;FEM;PL	V;V.PTCP
contest	wedstrijdje	contest	wedstrijd	PROPN;NOM;SG	N;NEUT;SG
contest	wedstrijd	contest	wedstrijd	PROPN;NOM;SG	N;MASC+FEM;SG
contest	prijsvraag	contest	prijsvraag	PROPN;NOM;SG	N;MASC+FEM;SG
houston	houston	houston	houston	PROPN;NOM;SG	N;NEUT;SG
adrian	adrian	adrian	adrian	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
reichlich	overvloedige	reichlich	overvloedig	ADV	ADJ
reichlich	overvloedig	reichlich	overvloedig	ADV	ADJ
musée	musée	müséen	mus	PROPN;NOM;SG	N;MASC+FEM;SG
gefallenen	gevallen	gefallen	geval	ADJ;PL	N;PL
kaffee	koffie	kaffee	koffie		N;MASC+FEM;SG
kaffee	cafe	kaffee	cafe		N;MASC+FEM;SG
kaffee	café	kaffee	café		N;NEUT;SG
gedenkstätte	herdenking	gedenkstätte	herdenking	ADJ;NOM;FEM;SG	N;MASC+FEM;SG
gedenkstätte	memorial	gedenkstätte	memorial	ADJ;NOM;FEM;SG	N;MASC+FEM;SG
gedenkstätte	gedenkteken	gedenkstätte	gedenkteken	ADJ;NOM;FEM;SG	N;NEUT;SG
agent	agent	agent	agent	PROPN;NOM;SG	N;MASC+FEM;SG
zagreb	zagreb	zagreb	zagreb	PROPN	N;NEUT;SG
fokus	focussen	fokus	focus	ADJ	V;NFIN
fokus	concentreren	fokus	concentreren	ADJ	V;NFIN
fokus	focus	fokus	focus	ADJ	N;MASC+FEM;SG
verbesserungen	verbeteringen	verberseringen	verbetering	V	N;PL
verbesserungen	verbetering	verberseringen	verbetering	V	N;MASC+FEM;SG
verbesserungen	verbeteringen	verberseringen	verbetering	V	N;PL
verbesserungen	verbetering	verberseringen	verbetering	V	N;MASC+FEM;SG
schien	leken	scheinen	leek	V;IND;SG;3;PST;FIN	V;PL;PST;FIN
schien	leek	scheinen	lijken	V;IND;SG;3;PST;FIN	V;SG;PST;FIN
turnieren	toernooien	turnieren	toernooien	V;NFIN	N;PL
grey	grijze	grey	grijs	PROPN;NOM;SG	ADJ
grey	grijs	grey	grijs	PROPN;NOM;SG	ADJ
grey	grey	grey	grey	PROPN;NOM;SG	N;MASC+FEM;SG
krakau	krakau	krakau	krakau	PROPN;NOM;SG	N;NEUT;SG
krakau	krakau	krakau	krakau	PROPN;NOM;SG	N;NEUT;SG
gedenken	herdenking	gedenken	herdenking	V;NFIN	N;MASC+FEM;SG
zypern	zimbabwe	zypern	zimbabwe		N;MASC+FEM;SG
zypern	zimbabwaanse	zypern	zimbabwaans		ADJ
zypern	cyprus	zypern	cyprus		PROPN;NEUT;SG
zypern	malta	zypern	malta		N;MASC+FEM;SG
anleitung	instructies	anleitung	instructie	N;NOM;FEM;SG	N;PL
anleitung	handmatige	anleitung	handmatig	N;NOM;FEM;SG	ADJ
anleitung	manueel	anleitung	manueel	N;NOM;FEM;SG	ADJ
anleitung	handmatig	anleitung	handmatig	N;NOM;FEM;SG	ADJ
anleitung	instructies	anleitung	instructie	N;NOM;FEM;SG	N;PL
jeff	jef	jeff	jef	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
jeff	jeff	jeff	jeff	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
staatsbürgerschaft	nationaliteit	staatsbürgerschaft	nationaliteit	ADJ	N;MASC+FEM;SG
staatsbürgerschaft	burgerschap	staatsbürgerschaft	burgerschap	ADJ	N;NEUT;SG
staatsbürgerschaft	staatsburgerschap	staatsbürgerschaft	staatsburgerschap	ADJ	N;MASC+FEM;SG
