категория	kategorii	категория	kategorie	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
конце	end	конец	end	N;INAN;ESS;MASC;SG	PROPN;NOM;MASC;SG;POS
конце	konec	конец	konec	N;INAN;ESS;MASC;SG	N;INAN;NOM;MASC;SG;POS
отечественной	vlastenecké	отечественный	vlastenecký	ADJ;INS;FEM;SG	ADJ;NOM;MASC;PL;POS
вот	zde	вот	zde	PART	ADV
вот	tady	вот	tady	PART	ADV
работал	pracovala	работать	pracovat	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;POS;PST;V.PTCP;ACT
церкви	kostely	церковь	kostel	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;PL;POS
церкви	kostela	церковь	kostel	N;INAN;NOM;FEM;SG	N;INAN;GEN;MASC;SG;POS
клуб	club	клуб	club	N;INAN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
клуб	klubová	клуб	klubový	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
клуб	klubu	клуб	klub	N;INAN;NOM;MASC;SG	N;INAN;DAT;MASC;SG;POS
наук	vědy	наука	věda	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL;POS
больше	další	больше	další	ADV;CMPR	ADJ;NOM;MASC;SG;POS
больше	more	больше	more	ADV;CMPR	N;MASC;SG;POS
федерации	federaci	федерация	federace	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG;POS
федерации	federace	федерация	federace	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
наиболее	nejvíc	наиболее	hodně	ADV	ADV;RL;POS
наиболее	většina	наиболее	většina	ADV	N;NOM;FEM;SG;POS
наиболее	nejvíce	наиболее	hodně	ADV	ADV;RL;POS
изображения	obrázků	изображение	obrázek	N;INAN;NOM;NEUT;PL	N;INAN;GEN;MASC;PL;POS
изображения	obrázek	изображение	obrázek	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;SG;POS
изображения	obraz	изображение	obraz	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;SG;POS
советский	sovětské	советский	sovětský	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL;POS
степени	stupňů	степень	stupeň	N;INAN;NOM;FEM;PL	N;INAN;GEN;MASC;PL;POS
степени	stupeň	степень	stupeň	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;SG;POS
северо	northwestern	северо	northwestern	ADV	N;INAN;NOM;MASC;SG;POS
северо	severozápadní	северо	severozápadní	ADV	ADJ;NOM;MASC;SG;POS
награды	vyznamenání	награда	vyznamenání	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
награды	odměna	награда	odměna	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
награды	odměn	награда	odměna	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL;POS
награды	ocenění	награда	ocenění	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
ранее	dříve	ранее	brzy	ADV	ADV;CMPR;POS
ранее	dříve	ранее	brzy	ADV	ADV;CMPR;POS
ранее	dřívější	ранее	brzký	ADV	ADJ;NOM;CMPR;MASC;SG;POS
ранее	dříve	ранее	brzy	ADV	ADV;CMPR;POS
перед	než	перед	než	ADP	CONJ
перед	před	перед	před	ADP	N;FEM;SG;POS
перед	předtím	перед	předtím	ADP	ADV
германии	německý	германия	německý	N;INAN;ESS;NEUT;SG	ADJ;ANIM;NOM;MASC;SG;POS
германии	německy	германия	německy	N;INAN;ESS;NEUT;SG	ADV;POS
германии	německá	германия	německý	N;INAN;ESS;NEUT;SG	ADJ;NOM;FEM;SG;POS
германии	němčina	германия	němčina	N;INAN;ESS;NEUT;SG	N;NOM;FEM;SG;POS
германии	němec	германия	němec	N;INAN;ESS;NEUT;SG	PROPN;ANIM;NOM;MASC;SG;POS
германии	německé	германия	německý	N;INAN;ESS;NEUT;SG	ADJ;NOM;MASC;PL;POS
германии	německo	германия	německý	N;INAN;ESS;NEUT;SG	PROPN;NOM;NEUT;SG;POS
владимир	vladimír	владимир	vladimír	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
владимир	vladimír	владимир	vladimír	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
владимир	vladimir	владимир	vladimir	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
москва	moskvy	москва	moskva	N;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
москва	moskvě	москва	moskva	N;INAN;NOM;FEM;SG	PROPN;DAT;FEM;SG;POS
москва	moskva	москва	moskva	N;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
системы	systémů	система	systém	N;INAN;NOM;FEM;PL	N;INAN;GEN;MASC;PL;POS
совет	radu	совет	rada	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG;POS
совет	rady	совет	rada	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;POS
академии	akademii	академия	akademie	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG;POS
академии	akademie	академия	akademie	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
две	dvojka	два	dvojka	NUM;NOM;FEM	N;NOM;FEM;SG;POS
николай	nicolai	николай	nicolai	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
николай	nikolaj	николай	nikolaj	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
николай	nicholas	николай	nicholas	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
некоторые	některý	некоторый	některý	DET;NOM;PL	DET;NOM;MASC;SG
некоторые	některým	некоторый	některý	DET;NOM;PL	DET;DAT;PL
роль	roli	роль	role	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
юго	jihozápadní	южный	jihozápadní	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
дом	doma	дом	doma	N;INAN;NOM;MASC;SG	ADV
дом	domácí	дом	domácí	N;INAN;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;PL;POS
дом	domů	дом	domů	N;INAN;NOM;MASC;SG	ADV
дом	dome	дом	dome	N;INAN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
дом	dom	дом	dom	N;INAN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
дом	house	дом	house	N;INAN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
значимость	relevantní	значимость	relevantní	N;INAN;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
высоты	heights	высота	heighta	N;INAN;NOM;FEM;PL	PROPN;INAN;NOM;MASC;SG;POS
высоты	výšek	высота	výška	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL;POS
русский	rusky	русский	rusky	ADJ;NOM;MASC;SG	ADV;POS
русский	rus	русский	rus	ADJ;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
член	člena	член	člen	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
член	členské	член	členský	N;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;PL;POS
член	penis	член	penis	N;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
член	penisu	член	penis	N;ANIM;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
член	dick	член	dick	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
член	ptáka	член	pták	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
орден	objednat	орден	objednat	N;INAN;NOM;MASC;SG	V;PFV;POS;NFIN
сам	sebe	сам	se	ADJ;NOM;MASC;SG	PRO;ACC;REFL
сын	synu	сын	syn	N;ANIM;NOM;MASC;SG	N;ANIM;DAT;MASC;SG;POS
общины	obcích	община	obec	N;INAN;NOM;FEM;PL	N;DAT;FEM;PL;POS
общины	obcí	община	obec	N;INAN;NOM;FEM;PL	N;INS;FEM;SG;POS
общины	společenství	община	společenství	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
общины	komunita	община	komunita	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
общины	obec	община	obec	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
нужно	potřebovat	нужный	potřebovat	ADJ;NEUT;SG	V;IPFV;POS;NFIN
нужно	potřebuji	нужный	potřebovat	ADJ;NEUT;SG	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
нужно	potřebují	нужный	potřebovat	ADJ;NEUT;SG	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT
нужно	potřeba	нужный	potřeba	ADJ;NEUT;SG	N;NOM;FEM;SG;POS
большой	velké	большой	velký	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL;POS
большой	velké	большой	velký	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL;POS
являются	jsou	являться	být	V;IPFV;IND;PL;3;PRS;FIN;MID	V;IND;PL;3;POS;PRS;FIN;ACT
институт	institutu	институт	institut	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
институт	instituci	институт	instituce	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG;POS
институт	instituce	институт	instituce	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;POS
компании	firma	компания	firma	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
компании	společnost	компания	společnost	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
церковь	kostela	церковь	kostel	N;INAN;NOM;FEM;SG	N;INAN;GEN;MASC;SG;POS
советского	sovětská	советский	sovětský	ADJ;GEN;MASC;SG	ADJ;NOM;FEM;SG;POS
советского	sovětské	советский	sovětský	ADJ;GEN;MASC;SG	ADJ;NOM;MASC;PL;POS
советского	sovětský	советский	sovětský	ADJ;GEN;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
проект	projektu	проект	projekt	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
много	mnohé	много	mnohý	ADV	ADJ;NOM;MASC;PL;POS
много	mnozí	много	mnohý	ADV	ADJ;ANIM;NOM;MASC;PL;POS
много	mnoha	много	mnoho	ADV	DET;INS
много	mnoho	много	mnoho	ADV	DET;NOM
много	moc	много	moc	ADV	N;NOM;FEM;SG;POS
много	mnoho	много	mnoho	ADV	DET;NOM
сельский	venkova	сельский	venkov	ADJ;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
сельский	venkov	сельский	venkov	ADJ;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
сельский	venkovské	сельский	venkovský	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;PL;POS
новый	nově	новый	nově	ADJ;NOM;MASC;SG	ADV;POS
новый	nové	новый	nový	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL;POS
новый	novinka	новый	novinka	ADJ;NOM;MASC;SG	N;NOM;FEM;SG;POS
тоже	taky	тоже	také	PART	ADV
момент	chvíle	момент	chvíle	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;POS
момент	točivého	момент	točivý	N;INAN;NOM;MASC;SG	ADJ;ANIM;GEN;MASC;SG;POS
сокорро	socorro	сокорро	socorro		N;NOM;MASC;SG;POS
настоящее	dárek	настоящий	dárek	ADJ;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
настоящее	přítomnost	настоящий	přítomnost	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG;POS
стали	ocelový	стать	ocelový	V;PFV;IND;PL;PST;FIN;ACT	ADJ;INAN;NOM;MASC;SG;POS
стали	ocel	стать	ocel	V;PFV;IND;PL;PST;FIN;ACT	N;NOM;FEM;SG;POS
европы	europe	европа	europe	N;INAN;NOM;FEM;SG	PROPN;MASC;SG;POS
европы	evropě	европа	evropa	N;INAN;NOM;FEM;SG	PROPN;DAT;FEM;SG;POS
европы	evropa	европа	evropa	N;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
европы	evropy	европа	evropa	N;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
европы	evropu	европа	evropa	N;INAN;NOM;FEM;SG	PROPN;ACC;FEM;SG;POS
организации	organizaci	организация	organizace	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG;POS
организации	organizace	организация	organizace	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
организации	organizace	организация	organizace	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
империи	říše	империя	říše	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
империи	empire	империя	empire	N;INAN;NOM;FEM;PL	PROPN;MASC;SG;POS
империи	impérium	империя	impérium	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
река	řece	река	řeka	N;INAN;NOM;FEM;SG	N;DAT;FEM;SG;POS
река	river	река	rivr	N;INAN;NOM;FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
участников	účastníci	участник	účastník	N;ANIM;GEN;MASC;PL	N;ANIM;NOM;MASC;PL;POS
участников	účastníky	участник	účastník	N;ANIM;GEN;MASC;PL	N;ANIM;ACC;MASC;PL;POS
альбом	alba	альбый	album	N;INAN;NOM;MASC;SG	N;NOM;NEUT;PL;POS
одна	samotná	один	samotný	DET;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
одна	jedno	один	jeden	DET;NOM;FEM;SG	NUM;NOM;NEUT;SG
одна	jednu	один	jeden	DET;NOM;FEM;SG	NUM;ACC;FEM;SG
одна	jeden	один	jeden	DET;NOM;FEM;SG	NUM;NOM;MASC;SG
одна	jedna	один	jeden	DET;NOM;FEM;SG	NUM;NOM;FEM;SG
станции	nádraží	станция	nádraží	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
станции	stanice	станция	stanice	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
станции	nádraží	станция	nádraží	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
станции	stanice	станция	stanice	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
людей	lidi	человек	člověk	N;ANIM;GEN;MASC;PL	N;ANIM;NOM;MASC;PL;POS
людей	lidé	человек	člověk	N;ANIM;GEN;MASC;PL	N;ANIM;NOM;MASC;PL;POS
людей	lidem	человек	člověk	N;ANIM;GEN;MASC;PL	N;ANIM;DAT;MASC;PL;POS
людей	people	человек	people	N;ANIM;GEN;MASC;PL	N;MASC;SG;POS
возможно	možná	возможный	možná	ADJ;NEUT;SG	ADV
возможно	možná	возможный	možná	ADJ;NEUT;SG	ADV
возможно	asi	возможный	asi	ADJ;NEUT;SG	PART
возможно	pravděpodobně	возможный	pravděpodobně	ADJ;NEUT;SG	ADV;POS
возможно	nejspíš	возможный	spíše	ADJ;NEUT;SG	ADV;RL;POS
сергей	sergej	сергей	sergej	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
сергей	sergej	сергей	sergej	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
окончил	promoval	окончить	promovat	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
иван	ivan	иван	ivan	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
иван	ivana	иван	ivana	N;ANIM;NOM;MASC;SG	PROPN;NOM;FEM;SG;POS
иван	iván	иван	iván	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
команды	příkazů	команда	příkaz	N;INAN;NOM;FEM;PL	N;INAN;GEN;MASC;PL;POS
команды	týmů	команда	tým	N;INAN;NOM;FEM;PL	N;INAN;GEN;MASC;PL;POS
такие	taková	такой	takový	DET;NOM;PL	DET;NOM;FEM;SG
такие	takový	такой	takový	DET;NOM;PL	DET;NOM;MASC;SG
шаблон	šablony	шаблон	šablon	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;PL;POS
многие	mnohé	много	mnohý	NUM	ADJ;NOM;MASC;PL;POS
многие	mnozí	много	mnohý	NUM	ADJ;ANIM;NOM;MASC;PL;POS
многие	mnoha	много	mnoho	NUM	DET;INS
многие	mnoho	много	mnoho	NUM	DET;NOM
жизнь	life	жизнь	life	N;INAN;NOM;FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
жизнь	životní	жизнь	životní	N;INAN;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
серии	seriál	серия	seriál	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;SG;POS
серии	řada	серия	řada	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
серии	série	серия	série	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
участники	účastníky	участник	účastník	N;ANIM;NOM;MASC;PL	N;ANIM;ACC;MASC;PL;POS
участники	účastníků	участник	účastník	N;ANIM;NOM;MASC;PL	N;ANIM;GEN;MASC;PL;POS
участники	účast	участник	účast	N;ANIM;NOM;MASC;PL	N;NOM;FEM;SG;POS
участники	členy	участник	člen	N;ANIM;NOM;MASC;PL	N;ANIM;ACC;MASC;PL;POS
участники	členů	участник	člen	N;ANIM;NOM;MASC;PL	N;ANIM;GEN;MASC;PL;POS
начал	zahájena	начать	zahájený	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;POS;V.PTCP;PASS
начал	začala	начать	začít	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;POS;PST;V.PTCP;ACT
культуры	kultur	культура	kultura	N;INAN;NOM;FEM;SG	N;GEN;FEM;PL;POS
часовой	sentinel	часовой	sentinel	ADJ;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
проекта	projekt	проект	projekt	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
команда	posádky	команда	posádka	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
команда	posádku	команда	posádka	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
команда	crew	команда	crew	N;INAN;NOM;FEM;SG	PROPN;MASC;SG;POS
достаточно	dost	достаточный	dost	ADJ;NEUT;SG	ADV;POS
краткое	stručné	краткий	stručný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;PL;POS
краткое	stručné	краткий	stručný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;PL;POS
другой	ostatní	другой	ostatní	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;PL;POS
данные	dat	данные	data	N;INAN;NOM;PL	N;GEN;NEUT;PL;POS
война	války	война	válka	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
война	válce	война	válka	N;INAN;NOM;FEM;SG	N;DAT;FEM;SG;POS
война	válku	война	válka	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
школы	škol	школа	škola	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL;POS
школы	školu	школа	škola	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG;POS
школы	škola	школа	škola	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
герой	hero	герой	hero	N;ANIM;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
иванович	ivanovič	иванович	ivanovič	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
михаил	michail	михаил	michail	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
михаил	michaela	михаил	michael	N;ANIM;NOM;MASC;SG	PROPN;NOM;FEM;SG;POS
михаил	michal	михаил	michal	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
михаил	michael	михаил	michael	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
первая	nejdřív	первый	brzy	ADJ;NOM;FEM;SG	ADV;RL;POS
первая	nejprve	первый	nejprve	ADJ;NOM;FEM;SG	ADV
первая	nejdříve	первый	brzy	ADJ;NOM;FEM;SG	ADV;RL;POS
которое	kterou	который	který	PRO;NOM	DET;ACC;FEM;SG
которое	který	который	který	PRO;NOM	DET;NOM;MASC;SG
которое	která	который	který	PRO;NOM	DET;NOM;FEM;SG
которое	které	который	který	PRO;NOM	DET;NOM;NEUT;PL
женщин	ženské	женщина	ženský	N;ANIM;GEN;FEM;PL	ADJ;NOM;NEUT;SG;POS
женщин	ženský	женщина	ženský	N;ANIM;GEN;FEM;PL	ADJ;INAN;NOM;MASC;SG;POS
женщин	dámské	женщина	dámský	N;ANIM;GEN;FEM;PL	ADJ;NOM;MASC;SG;POS
женщин	ženy	женщина	žena	N;ANIM;GEN;FEM;PL	N;NOM;FEM;PL;POS
участником	účastník	участник	účastník	N;ANIM;INS;MASC;SG	N;ANIM;NOM;MASC;SG;POS
книги	knih	книга	kniha	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL;POS
полностью	uplne	полностью	uplnout	ADV	ADJ;NOM;MASC;SG;POS
жителей	obyvatelé	житель	obyvatel	N;ANIM;GEN;MASC;PL	N;ANIM;NOM;MASC;PL;POS
честь	poctěn	честь	poctěný	N;INAN;NOM;FEM;SG	ADJ;MASC;SG;POS;V.PTCP;PASS
честь	poctěn	честь	poctěný	N;INAN;NOM;FEM;SG	ADJ;MASC;SG;POS;V.PTCP;PASS
деятельность	aktivity	деятельность	aktivita	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
деятельность	aktivitu	деятельность	aktivita	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
деятельность	aktivity	деятельность	aktivita	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
еще	další	еще	další	ADV	ADJ;NOM;MASC;SG;POS
еще	více	еще	hodně	ADV	ADV;CMPR;POS
еще	víc	еще	hodně	ADV	ADV;CMPR;POS
еще	more	еще	more	ADV	N;MASC;SG;POS
данных	data	данные	data	N;INAN;GEN;PL	N;NOM;NEUT;PL;POS
данных	údaje	данные	údaj	N;INAN;GEN;PL	N;INAN;NOM;MASC;PL;POS
назначен	přiděleno	назначить	přidělený	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
назначен	přidělená	назначить	přidělený	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
назначен	přidělen	назначить	přidělený	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
назначен	přidělený	назначить	přidělený	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS
назначен	přidělené	назначить	přidělený	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
назначен	jmenovaný	назначить	jmenovaný	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS
назначен	jmenované	назначить	jmenovaný	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;MASC;PL;POS
назначен	jmenován	назначить	jmenovaný	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
плотность	hustotu	плотность	hustota	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
берегу	shore	берег	shore	N;INAN;DAT;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
берегу	břeh	берег	břeh	N;INAN;DAT;MASC;SG	N;INAN;NOM;MASC;SG;POS
берегу	pobřeží	берег	pobřeží	N;INAN;DAT;MASC;SG	N;NOM;NEUT;SG;POS
россия	rusko	россия	ruský	N;INAN;NOM;FEM;SG	ADJ;POS
ничего	nic	ничто	nic	PRO;GEN	PRO;NOM
села	sela	сесть	sela	V;IPFV;NEUT;IND;SG;PST;FIN;MID	PROPN;NOM;FEM;SG;POS
села	seděl	сесть	sedět	V;IPFV;NEUT;IND;SG;PST;FIN;MID	V;MASC;SG;POS;PST;V.PTCP;ACT
села	sat	сесть	sat	V;IPFV;NEUT;IND;SG;PST;FIN;MID	N;NOM;MASC;SG;POS
сан	san	сан	san		ADJ;POS
должен	musí	должен	muset	ADJ;MASC;SG	V;IND;SG;3;POS;PRS;FIN;ACT
ним	nim	он	on	PRO;INS;MASC;SG;3	PRO;DAT;PL;3
права	práv	право	právo	N;INAN;NOM;NEUT;PL	N;GEN;NEUT;PL;POS
король	king	король	king	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
король	krále	король	král	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
король	králi	король	král	N;ANIM;NOM;MASC;SG	N;ANIM;DAT;MASC;SG;POS
края	hraně	край	hrana	N;INAN;NOM;MASC;PL	N;DAT;FEM;SG;POS
края	okraj	край	okraj	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;SG;POS
края	edge	край	edge	N;INAN;NOM;MASC;PL	PROPN;INAN;NOM;MASC;SG;POS
умер	mrtvá	умереть	mrtvý	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;FEM;SG;POS
умер	mrtvý	умереть	mrtvý	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;ANIM;NOM;MASC;SG;POS
умер	mrtví	умереть	mrtvý	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;ANIM;NOM;MASC;PL;POS
службы	služba	служба	služba	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
службы	servis	служба	servis	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;SG;POS
службы	obsluha	служба	obsluha	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
система	systému	система	systém	N;INAN;NOM;FEM;SG	N;INAN;GEN;MASC;SG;POS
университет	university	университет	univerzita	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;POS
университет	univerzity	университет	univerzita	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;POS
должны	musí	должен	muset	ADJ;PL	V;IND;SG;3;POS;PRS;FIN;ACT
слова	slov	слово	slovo	N;INAN;NOM;NEUT;PL	N;GEN;NEUT;PL;POS
флаг	vlajkou	флаг	vlajka	N;INAN;NOM;MASC;SG	N;INS;FEM;SG;POS
флаг	vlajku	флаг	vlajka	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG;POS
версии	verzi	версия	verze	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG;POS
версии	verze	версия	verze	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
версии	verze	версия	verze	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
различных	jiný	различный	jiný	ADJ;GEN;PL	ADJ;ANIM;NOM;MASC;SG;POS
различных	jiná	различный	jiný	ADJ;GEN;PL	ADJ;NOM;FEM;SG;POS
различных	různé	различный	různý	ADJ;GEN;PL	ADJ;NOM;MASC;PL;POS
различных	jiné	различный	jiný	ADJ;GEN;PL	ADJ;NOM;NEUT;SG;POS
различных	rozmanité	различный	rozmanitý	ADJ;GEN;PL	ADJ;NOM;MASC;PL;POS
различных	různorodé	различный	různorodý	ADJ;GEN;PL	ADJ;NOM;NEUT;SG;POS
различных	různé	различный	různý	ADJ;GEN;PL	ADJ;NOM;MASC;PL;POS
