les	het	le	het	DET;DEF;PL	PRO;3
double	dupliceren	double	dupliceren	ADJ;MASC;SG	V;NFIN
double	dual	double	dual	ADJ;MASC;SG	N;MASC+FEM;SG
entraîneur	coachen	entraîneur	coachen	N;MASC;SG	V;NFIN
semble	lijkt	sembler	lijken	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
semble	lijkt	sembler	lijken	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
six	six	six	six	NUM	N;MASC+FEM;SG
devant	front	devant	front	ADP	
devant	voorkant	devant	voorkant	ADP	N;MASC+FEM;SG
devant	voorzijde	devant	voorzijde	ADP	N;MASC+FEM;SG
devant	devant	devant	devant	ADP	N;MASC+FEM;SG
écrit	schrijft	écrire	schrijven	V;MASC;SG;PST;V.PTCP	V;SG;PRS;FIN
écrit	schriftelijke	écrire	schriftelijk	V;MASC;SG;PST;V.PTCP	ADJ
écrit	schreven	écrire	schrijven	V;MASC;SG;PST;V.PTCP	V;PL;PST;FIN
petite	weinig	petit	weinig	ADJ;FEM;SG	PRO
petite	little	petit	little	ADJ;FEM;SG	
petite	petite	petit	petite	ADJ;FEM;SG	N;MASC+FEM;SG
bois	drink	bois	drink	N;MASC;SG	V;SG;PRS;FIN
bois	drinken	bois	drinken	N;MASC;SG	V;NFIN
entreprise	bedrijf	entreprendre	bedrijf	V;FEM;SG;PST;V.PTCP	N;NEUT;SG
entreprise	zakelijk	entreprendre	zakelijk	V;FEM;SG;PST;V.PTCP	ADJ
entreprise	gezelschap	entreprendre	gezelschap	V;FEM;SG;PST;V.PTCP	N;NEUT;SG
entreprise	bedrijf	entreprendre	bedrijf	V;FEM;SG;PST;V.PTCP	N;NEUT;SG
entreprise	onderneming	entreprendre	onderneming	V;FEM;SG;PST;V.PTCP	N;MASC+FEM;SG
entreprise	enterprise	entreprendre	enterprise	V;FEM;SG;PST;V.PTCP	N;MASC+FEM;SG
entreprise	onderneming	entreprendre	onderneming	V;FEM;SG;PST;V.PTCP	N;MASC+FEM;SG
retour	retour	retour	retour	N;MASC;SG	ADJ
retour	return	retour	return	N;MASC;SG	
retour	terugkeren	retour	terugkeren	N;MASC;SG	V;NFIN
retour	terug	retour	terug	N;MASC;SG	ADV
principale	main	principal	main	ADJ;FEM;SG	N;MASC+FEM;SG
principale	aangever	principal	aangever	ADJ;FEM;SG	N;MASC+FEM;SG
principale	schoolhoofd	principal	schoolhoofd	ADJ;FEM;SG	N;NEUT;SG
sainte	sainte	saint	sainte	ADJ;FEM;SG	N;MASC+FEM;SG
sainte	holy	saint	holy	ADJ;FEM;SG	
connu	bekende	connaître	bekend	V;MASC;SG;PST;V.PTCP	ADJ
connu	bekend	connaître	bekend	V;MASC;SG;PST;V.PTCP	ADJ
formation	trainen	formation	trainen	N;FEM;SG	V;NFIN
arts	kunst	art	kunst	N;MASC;PL	N;MASC+FEM;SG
technique	techniek	technique	techniek	ADJ;MASC;SG	N;MASC+FEM;SG
etc	etc	etc	etc		ADV
etc	enz	etc	enz		ADV
mon	mon	son	mon	DET;MASC;SG	N;MASC+FEM;SG
lorsque	wanneer	lorsque	wanneer	CONJ	ADV
cinéma	films	cinéma	film	N;MASC;SG	N;PL
cinéma	bioscopen	cinéma	bioscoop	N;MASC;SG	N;PL
plan	plannen	plan	plan	N;MASC;SG	N;PL
van	busje	van	bus	PROPN	N;NEUT;SG
serait	zou	être	zullen	V;COND;SG;3;PRS;FIN	V;SG;PST;FIN
œuvres	werkt	œuvre	werken	N;FEM;PL	V;SG;PRS;FIN
œuvres	werken	œuvre	werken	N;FEM;PL	V;NFIN
italien	italiaan	italien	italiaan	ADJ;MASC;SG	N;MASC+FEM;SG
laquelle	welke	lequel	welk	PRO;FEM;SG	PRO
films	bioscoop	film	bioscoop	N;MASC;PL	N;MASC+FEM;SG
surtout	voornamelijk	surtout	voornamelijk	ADV	ADJ
surtout	hoofdzakelijk	surtout	hoofdzakelijk	ADV	ADJ
parfois	incidenteel	parfois	incidenteel	ADV	ADJ
sources	bron	source	bron	N;FEM;PL	N;MASC+FEM;SG
parc	parkeren	parc	parkeren	N;MASC;SG	V;NFIN
moyenne	gemiddelde	moyenne	gemiddeld	N;FEM;SG	ADJ
moyenne	gemiddeld	moyenne	gemiddeld	N;FEM;SG	ADJ
moyenne	middellange	moyenne	middellang	N;FEM;SG	ADJ
moyenne	middelgrote	moyenne	middelgrote	N;FEM;SG	ADJ
moyenne	middelgroot	moyenne	middelgroot	N;FEM;SG	ADJ
mouvement	bewegingen	mouvement	beweging	N;MASC;SG	N;PL
succès	successen	succès	succes	N;MASC;SG	N;PL
succès	success	succès	success	N;MASC;SG	
jamais	never	jamais	never	ADV	
jamais	ever	jamais	ever	ADV	
martin	maarten	martin	maarten	PROPN	N;PL
martin	martin	martin	martin	PROPN	N;MASC+FEM;SG
député	plaatsvervangend	député	plaatsvervangend	N;MASC;SG	V;V.PTCP
moyen	medium	moyen	medium	ADJ;MASC;SG	N;NEUT;SG
notre	onze	son	ons	DET;MASC;SG	PRO;1
notre	ons	son	ons	DET;MASC;SG	PRO;ACC;1
voix	stemmen	voix	stem	N;FEM;SG	N;PL
voix	stemmingen	voix	stemming	N;FEM;SG	N;PL
voix	stemmen	voix	stem	N;FEM;SG	N;PL
rouge	rouge	rouge	rouge	ADJ;MASC;SG	N;MASC+FEM;SG
seulement	enkel	seulement	enkel	ADV	PRO
libre	free	libre	free	ADJ;MASC;SG	
libre	libre	libre	libre	ADJ;MASC;SG	N;MASC+FEM;SG
sein	borsten	sein	borst	N;MASC;SG	N;PL
milieu	middelste	milieu	middel	N;MASC;SG	ADJ;RL
milieu	middle	milieu	middle	N;MASC;SG	
milieu	midden	milieu	midden	N;MASC;SG	ADV
milieu	middellange	milieu	middellang	N;MASC;SG	ADJ
milieu	middelgrote	milieu	middelgrote	N;MASC;SG	ADJ
milieu	middelgroot	milieu	middelgroot	N;MASC;SG	ADJ
belgique	belgie	belgique	belgie	ADJ;MASC;SG	PROPN;NEUT;SG
belgique	belgië	belgique	belgiën	ADJ;MASC;SG	PROPN;NEUT;SG
belgique	belgique	belgique	belgique	ADJ;MASC;SG	N;MASC+FEM;SG
grands	large	grand	larg	ADJ;MASC;PL	
blanc	wit	blanc	wit	N;MASC;SG	ADJ
blanc	witte	blanc	wit	N;MASC;SG	ADJ
blanc	leeg	blanc	leeg	N;MASC;SG	ADJ
travaux	werk	travail	werk	N;MASC;PL	N;NEUT;SG
travaux	arbeid	travail	arbeid	N;MASC;PL	N;MASC+FEM;SG
travaux	werken	travail	werken	N;MASC;PL	V;NFIN
travaux	werkt	travail	werken	N;MASC;PL	V;SG;PRS;FIN
travaux	werken	travail	werken	N;MASC;PL	V;NFIN
donne	donne	donner	don	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
passe	pasjes	passer	pas	V;IND;SG;3;PRS;FIN	N;PL
passe	pass	passer	pass	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
passe	passe	passer	pass	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
produit	product	produire	product	V;MASC;SG;PST;V.PTCP	N;NEUT;SG
produit	produkt	produire	produkken	V;MASC;SG;PST;V.PTCP	N;NEUT;SG
diffusion	uitgezonden	diffusion	uitzenden	N;FEM;SG	V;V.PTCP
diffusion	uitzenden	diffusion	uitzenden	N;FEM;SG	V;NFIN
diffusion	uitzenden	diffusion	uitzenden	N;FEM;SG	V;NFIN
aide	helpen	aide	helpen	N;FEM;SG	V;NFIN
action	action	action	action	N;FEM;SG	
action	optreden	action	optreden	N;FEM;SG	V;NFIN
andré	andre	andré	andre	PROPN	N;MASC+FEM;SG
andré	andré	andré	andré	PROPN	N;MASC+FEM;SG
andré	andre	andré	andre	PROPN	N;MASC+FEM;SG
andré	andré	andré	andré	PROPN	N;MASC+FEM;SG
andré	andrew	andré	andrew	PROPN	N;MASC+FEM;SG
font	lettertype	faire	lettertype	V;IND;PL;3;PRS;FIN	N;NEUT;SG
réseau	netwerken	réseau	netwerken	N;MASC;SG	N;PL
victoire	win	victoire	winnen	N;FEM;SG	V;SG;PRS;FIN
victoire	winnen	victoire	winnen	N;FEM;SG	V;NFIN
femmes	vrouwelijke	femme	vrouwelijk	N;FEM;PL	ADJ
femmes	vrouw	femme	vrouw	N;FEM;PL	N;MASC+FEM;SG
femmes	vrouwtje	femme	vrouwtje	N;FEM;PL	N;NEUT;SG
femmes	vrouwelijk	femme	vrouwelijk	N;FEM;PL	ADJ
aurait	zou	avoir	zullen	V;COND;SG;3;PRS;FIN	V;SG;PST;FIN
autour	rondom	autour	rondom	ADV	ADP
autour	rond	autour	rond	ADV	ADP
belge	belge	belge	belge	ADJ;MASC;SG	N;MASC+FEM;SG
belge	belg	belge	belg	ADJ;MASC;SG	N;MASC+FEM;SG
certaines	bepaalde	certain	bepalen	PRO;FEM;PL	V;V.PTCP
durée	duur	durée	duur	N;FEM;SG	ADJ
espèces	diersoort	espèce	diersoort	N;FEM;PL	N;MASC+FEM;SG
espèces	soort	espèce	soort	N;FEM;PL	N;SG
angleterre	engeland	angleterre	engeland	N;MASC;SG	PROPN;NEUT;SG
angleterre	england	angleterre	england	N;MASC;SG	
afrique	afrika	afrique	afrika	ADJ;MASC;SG	PROPN;NEUT;SG
sens	zintuigen	sens	zintuig	N;MASC;SG	N;PL
personne	person	personne	person	N;FEM;SG	
personne	niemand	personne	niemand	N;FEM;SG	PRO;3
mis	zet	mettre	zetten	V;MASC;SG;PST;V.PTCP	V;SG;PRS;FIN
mis	mis	mettre	missen	V;MASC;SG;PST;V.PTCP	V;SG;PRS;FIN
frère	verwant	frère	verwant	N;MASC;SG	ADJ
rencontre	vergaderen	rencontre	vergaderen	N;FEM;SG	V;NFIN
rencontre	ontmoet	rencontre	ontmoeten	N;FEM;SG	V;V.PTCP
rencontre	ontmoeten	rencontre	ontmoeten	N;FEM;SG	V;NFIN
rencontre	tegenkomen	rencontre	tegenkomen	N;FEM;SG	V;NFIN
japon	japan	japon	japan	PROPN	PROPN;NEUT;SG
scientifique	wetenschap	scientifique	wetenschap	ADJ;MASC;SG	N;MASC+FEM;SG
scientifique	wetenschappen	scientifique	wetenschap	ADJ;MASC;SG	N;PL
scientifique	wetenschapper	scientifique	wetenschapper	ADJ;MASC;SG	N;MASC+FEM;SG
honneur	eren	honneur	eren	N;MASC;SG	V;NFIN
honneur	eren	honneur	eren	N;MASC;SG	V;NFIN
seule	alone	seul	alone	ADJ;FEM;SG	
seule	alleen	seul	alleen	ADJ;FEM;SG	ADV
seule	alleen	seul	alleen	ADJ;FEM;SG	ADV
seule	enkel	seul	enkel	ADJ;FEM;SG	PRO
seule	slechts	seul	slechts	ADJ;FEM;SG	ADV
cause	veroorzaken	cause	veroorzaken	N;FEM;SG	V;NFIN
cause	veroorzaakt	cause	veroorzaken	N;FEM;SG	V;V.PTCP
cause	oorzaken	cause	oorzaak	N;FEM;SG	N;PL
nouvelles	nieuwsberichten	nouveau	nieuwsbericht	ADJ;FEM;PL	N;PL
iii	iii	iii	iii	NUM	N;MASC+FEM;SG
comte	tellen	comte	tellen	N;MASC;SG	V;NFIN
suivante	volgende	suivant	volgen	ADJ;FEM;SG	V;V.PTCP
suivante	volgend	suivant	volgen	ADJ;FEM;SG	V;V.PTCP
fort	sterk	fort	sterk	ADV	ADJ
fort	sterke	fort	sterk	ADV	ADJ
fort	sterken	fort	sterken	ADV	V;NFIN
fort	fort	fort	fort	ADV	N;NEUT;SG
journal	kranten	journal	krant	N;MASC;SG	N;PL
journal	journal	journal	journal	N;MASC;SG	
différents	anders	différent	anders	ADJ;MASC;PL	ADV
rome	rome	rome	rome	PROPN	PROPN;NEUT;SG
dix	dix	dix	dix	NUM	N;MASC+FEM;SG
taille	maten	taille	maten	N;FEM;SG	N;PL
sport	sporten	sport	sporten	N;MASC;SG	V;NFIN
principal	main	principal	main	ADJ;MASC;SG	N;MASC+FEM;SG
principal	aangever	principal	aangever	ADJ;MASC;SG	N;MASC+FEM;SG
principal	schoolhoofd	principal	schoolhoofd	ADJ;MASC;SG	N;NEUT;SG
croix	kruisen	croix	kruis	N;FEM;SG	V;NFIN
croix	kruizen	croix	kruis	N;FEM;SG	N;PL
croix	oversteken	croix	oversteken	N;FEM;SG	V;NFIN
élections	verkiezing	élection	verkiezing	N;FEM;PL	N;MASC+FEM;SG
élections	verkiezing	élection	verkiezing	N;FEM;PL	N;MASC+FEM;SG
enfin	eindelijk	enfin	eindelijk	ADV	ADJ
enfin	uiteindelijk	enfin	uiteindelijk	ADV	ADJ
millions	miljoen	million	miljoen	N;MASC;PL	N;NEUT;SG
noir	duister	noir	duister	N;MASC;SG	ADJ
noir	donker	noir	donker	N;MASC;SG	ADJ
noir	donkere	noir	donker	N;MASC;SG	ADJ
noir	zwarte	noir	zwart	N;MASC;SG	ADJ
noir	black	noir	black	N;MASC;SG	
noir	zwart	noir	zwart	N;MASC;SG	ADJ
joue	wang	jouer	wang	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
joue	toneelstukken	jouer	toneelstuk	V;IND;SG;3;PRS;FIN	N;PL
londres	londen	londre	lond	N;MASC;SG	PROPN;NEUT;SG
russe	rus	russe	rus	ADJ;MASC;SG	N;MASC+FEM;SG
russe	russe	russe	rus	ADJ;MASC;SG	N;MASC+FEM;SG
manière	way	manière	way	N;FEM;SG	
activités	activiteit	activité	activiteit	N;FEM;PL	N;MASC+FEM;SG
sciences	wetenschap	science	wetenschap	N;FEM;PL	N;MASC+FEM;SG
classe	sjiek	classe	sjiek	N;FEM;SG	ADJ
classe	stijlvol	classe	stijlvol	N;FEM;SG	ADJ
aucun	geen	aucun	geen	PRO;MASC;SG	DET
droite	juist	droite	juist	N;FEM;SG	ADV
droite	recht	droite	recht	N;FEM;SG	ADJ
droite	rechts	droite	rechts	N;FEM;SG	ADJ
née	born	naître	born	V;FEM;SG;PST;V.PTCP	N;MASC+FEM;SG
actuel	heden	actuel	heden	ADJ;MASC;SG	ADV
actuel	presenteren	actuel	presenteren	ADJ;MASC;SG	V;NFIN
actuel	presenteer	actuel	presenteren	ADJ;MASC;SG	V;SG;PRS;FIN
villes	stad	ville	stad	N;FEM;PL	N;MASC+FEM;SG
sélection	kies	sélection	kiezen	N;FEM;SG	V;SG;PRS;FIN
sélection	selecteren	sélection	select	N;FEM;SG	V;NFIN
james	james	jame	jame	PROPN	N;PL
james	jacobus	jame	jacobus	PROPN	N;MASC+FEM;SG
sept	seven	sept	seven	NUM	N;MASC+FEM;SG
sept	sept	sept	seppen	NUM	N;MASC+FEM;SG
différentes	anders	différent	anders	ADJ;FEM;PL	ADV
lac	meer	lac	veel	N;MASC;SG	PRO
affaires	bedrijf	affaire	bedrijf	N;FEM;PL	N;NEUT;SG
affaires	zakelijk	affaire	zakelijk	N;FEM;PL	ADJ
précédent	precedent	précédent	precedent	ADJ;MASC;SG	N;NEUT;SG
précédent	voorgaande	précédent	voorgaan	ADJ;MASC;SG	V;V.PTCP
précédent	eerdere	précédent	eerder	ADJ;MASC;SG	PRO
richard	richard	richard	richard	PROPN	N;MASC+FEM;SG
william	willem	william	willem	PROPN	N;MASC+FEM;SG
william	william	william	william	PROPN	N;MASC+FEM;SG
thomas	thomas	thomas	thomas	PROPN	N;MASC+FEM;SG
ball	bal	ball	bal	PROPN	N;MASC+FEM;SG
ball	ball	ball	ball	PROPN	N;MASC+FEM;SG
résultats	resultaat	résultat	resultaat	N;MASC;PL	N;NEUT;SG
hors	hors	hors	hors	ADP	N;MASC+FEM;SG
finalement	uiteindelijk	finalement	uiteindelijk	ADV	ADJ
finalement	eindelijk	finalement	eindelijk	ADV	ADJ
finalement	uiteindelijk	finalement	uiteindelijk	ADV	ADJ
grandes	large	grand	larg	ADJ;FEM;PL	
grandes	grandes	grand	grande	ADJ;FEM;PL	N;PL
michael	michiel	michael	michiel	PROPN	N;MASC+FEM;SG
michael	michaël	michael	michaël	PROPN	N;MASC+FEM;SG
michael	michael	michael	michael	PROPN	N;MASC+FEM;SG
premières	raw	premier	raw	ADJ;FEM;PL	N;MASC+FEM;SG
premières	premières	premier	première	ADJ;FEM;PL	N;PL
premières	eerst	premier	eerst	ADJ;FEM;PL	ADV
discussion	discussies	discussion	discussie	N;FEM;SG	N;PL
discussion	chatten	discussion	chat	N;FEM;SG	V;NFIN
épouse	bride	épouse	bride	N;FEM;SG	
axe	as	axe	zijn	N;MASC;SG	
mesure	meten	mesure	meten	N;FEM;SG	V;NFIN
mesure	opmeten	mesure	opmeten	N;FEM;SG	V;NFIN
mesure	meten	mesure	meten	N;FEM;SG	V;NFIN
mesure	metingen	mesure	meting	N;FEM;SG	N;PL
mesure	opmeten	mesure	opmeten	N;FEM;SG	V;NFIN
mesure	meet	mesure	meet	N;FEM;SG	V;SG;PRS;FIN
mesure	meten	mesure	meten	N;FEM;SG	V;NFIN
données	data	donnée	data	N;FEM;PL	N;MASC+FEM;SG
lequel	welke	lequel	welk	PRO;MASC;SG	PRO
george	joris	george	joris	PROPN	N;MASC+FEM;SG
george	george	george	georg	PROPN	N;MASC+FEM;SG
force	forceren	force	forceren	N;FEM;SG	V;NFIN
force	force	force	force	N;FEM;SG	
pologne	polen	pologne	polen	N;FEM;SG	PROPN;NEUT;SG
couleur	kleuren	couleur	kleur	N;FEM;SG	N;PL
collection	verzamelen	collection	verzamelen	N;FEM;SG	V;NFIN
façon	way	façon	way	N;FEM;SG	
combat	vechten	combat	vechten	N;MASC;SG	V;NFIN
combat	bestrijden	combat	bestrijden	N;MASC;SG	V;NFIN
combat	vechten	combat	vechten	N;MASC;SG	V;NFIN
combat	vecht	combat	vechten	N;MASC;SG	V;SG;PRS;FIN
forces	forces	force	forces	N;FEM;PL	
royal	royal	royal	royal	ADJ;MASC;SG	N;MASC+FEM;SG
russie	russie	russie	russie	PROPN	N;MASC+FEM;SG
russie	rusland	russie	rusland	PROPN	PROPN;NEUT;SG
mètres	meter	mètre	meter	N;MASC;PL	N;MASC+FEM;SG
mètres	meter	mètre	meter	N;MASC;PL	N;MASC+FEM;SG
presse	druk	presse	druk	N;FEM;SG	ADJ
construit	bouwt	construire	bouwen	V;MASC;SG;PST;V.PTCP	V;SG;PRS;FIN
construit	constructies	construire	constructie	V;MASC;SG;PST;V.PTCP	N;PL
entrée	entree	entrer	entree	V;FEM;SG;PST;V.PTCP	N;MASC+FEM;SG
entrée	ingang	entrer	ingang	V;FEM;SG;PST;V.PTCP	N;MASC+FEM;SG
entrée	binnenkomst	entrer	binnenkomst	V;FEM;SG;PST;V.PTCP	N;MASC+FEM;SG
entrée	vermelding	entrer	vermelding	V;FEM;SG;PST;V.PTCP	N;MASC+FEM;SG
revue	journal	revue	journal	N;FEM;SG	
revue	revue	revue	revue	N;FEM;SG	N;PL
jeunes	jeugd	jeune	jeugd	ADJ;MASC;PL	N;MASC+FEM;SG
jeunes	young	jeune	young	ADJ;MASC;PL	N;MASC+FEM;SG
course	racen	course	racen	N;FEM;SG	V;NFIN
ceinture	gordels	ceinture	gordel	N;FEM;SG	N;PL
ceinture	riemen	ceinture	riem	N;FEM;SG	N;PL
meilleure	better	meilleur	goed	ADJ;FEM;SG	
heures	uur	heure	uur	N;FEM;PL	N;NEUT;SG
services	dienstverlening	service	dienstverlening	N;MASC;PL	N;MASC+FEM;SG
marque	handelsmerken	marque	handelsmerk	N;FEM;SG	N;PL
marque	markeren	marque	markeren	N;FEM;SG	V;NFIN
single	alleenstaande	single	alleenstaande	N;MASC;SG	V;V.PTCP
single	alleenstaand	single	alleenstaand	N;MASC;SG	ADJ
intérieur	binnen	intérieur	binnen	N;MASC;SG	ADP
intérieur	binnen	intérieur	binnen	N;MASC;SG	ADP
intérieur	overdekte	intérieur	overdekken	N;MASC;SG	V;V.PTCP
intérieur	overdekt	intérieur	overdekken	N;MASC;SG	V;V.PTCP
intérieur	binnenshuis	intérieur	binnenshuis	N;MASC;SG	ADV
olympique	olympic	olympique	olympic	ADJ;MASC;SG	N;MASC+FEM;SG
olympique	olympique	olympique	olympique	ADJ;MASC;SG	N;MASC+FEM;SG
bernard	bernard	bernard	bernard	PROPN	N;MASC+FEM;SG
langues	taal	langue	taal	N;FEM;PL	N;MASC+FEM;SG
langues	taalgebruik	langue	taalgebruik	N;FEM;PL	N;NEUT;SG
propre	schoonmaken	propre	schoonmaken	ADJ;MASC;SG	V;NFIN
chine	china	chine	china	N;FEM;SG	PROPN;NEUT;SG
politiques	beleid	politique	beleid	ADJ;MASC;PL	N;NEUT;SG
politiques	beleid	politique	beleid	ADJ;MASC;PL	N;NEUT;SG
politiques	politiek	politique	politiek	ADJ;MASC;PL	N;MASC+FEM;SG
com	com	com	com		N;MASC+FEM;SG
évolution	evolution	évolution	evolution	N;FEM;SG	
tours	excursie	tour	excursie	N;MASC;PL	N;MASC+FEM;SG
joueurs	speler	joueur	speler	N;MASC;PL	N;MASC+FEM;SG
joueurs	player	joueur	player	N;MASC;PL	N;MASC+FEM;SG
lyon	lyon	lyon	lyon	PROPN	N;MASC+FEM;SG
généralement	gewoonlijk	généralement	gewoonlijk	ADV	ADJ
généralement	typisch	généralement	typisch	ADV	ADJ
von	von	von	von	PROPN	PROPN;MASC+FEM;SG
amérique	amerika	amérique	amerika	ADJ;MASC;SG	PROPN;NEUT;SG
amérique	amerika	amérique	amerika	ADJ;MASC;SG	PROPN;NEUT;SG
mal	verkeerd	mal	verkeerd	ADV	ADJ
mal	verkeerde	mal	verkeerd	ADV	ADJ
mal	fout	mal	fout	ADV	N;MASC+FEM;SG
mal	slechte	mal	slecht	ADV	ADJ
mal	bad	mal	bad	ADV	N;NEUT;SG
mal	slecht	mal	slecht	ADV	ADJ
mal	mal	mal	mal	ADV	N;MASC+FEM;SG
mal	kwaad	mal	kwaad	ADV	N;NEUT;SG
mal	slechtheid	mal	slechtheid	ADV	N;MASC+FEM;SG
mal	evil	mal	evil	ADV	N;MASC+FEM;SG
rock	rotsen	rock	rotsen	N;MASC;SG	N;PL
principalement	voornamelijk	principalement	voornamelijk	ADV	ADJ
principalement	hoofdzakelijk	principalement	hoofdzakelijk	ADV	ADJ
principalement	voornamelijk	principalement	voornamelijk	ADV	ADJ
principalement	hoofdzakelijk	principalement	hoofdzakelijk	ADV	ADJ
principalement	overwegend	principalement	overwegend	ADV	ADJ
principalement	voornamelijk	principalement	voornamelijk	ADV	ADJ
principalement	hoofdzakelijk	principalement	hoofdzakelijk	ADV	ADJ
principalement	primair	principalement	primair	ADV	ADJ
principalement	hoofdzakelijk	principalement	hoofdzakelijk	ADV	ADJ
bretagne	bretagne	bretagne	bretagne	PROPN	N;MASC+FEM;SG
bretagne	bretagne	bretagne	bretagne	PROPN	N;MASC+FEM;SG
bretagne	brittany	bretagne	brittany	PROPN	N;MASC+FEM;SG
avaient	hadden	avoir	hebben	V;IND;PL;3;IPFV;FIN	V;PL;PST;FIN
avaient	had	avoir	hebben	V;IND;PL;3;IPFV;FIN	V;SG;PST;FIN
avaient	gehad	avoir	hebben	V;IND;PL;3;IPFV;FIN	V;V.PTCP
générale	generaal	général	generaal	ADJ;FEM;SG	N;MASC+FEM;SG
chemin	weg	chemin	weg	N;MASC;SG	ADV
statut	statuten	statut	statuut	N;MASC;SG	N;PL
avis	aankondigingen	avis	aankondiging	N;MASC;SG	N;PL
avis	avis	avis	avis	N;MASC;SG	N;PL
travers	travers	travers	traver	N;MASC;SG	N;PL
utilisation	gebruiken	utilisation	gebruiken	N;FEM;SG	V;NFIN
allemande	allemande	allemand	allemande	ADJ;FEM;SG	N;MASC+FEM;SG
court	short	court	short	ADJ;MASC;SG	N;MASC+FEM;SG
anciens	alumni	ancien	alumni	ADJ;MASC;PL	N;PL
cité	cité	citer	cité	V;MASC;SG;PST;V.PTCP	N;MASC+FEM;SG
basse	basgitaar	bas	basgitaar	ADJ;FEM;SG	N;MASC+FEM;SG
basse	baars	bas	baars	ADJ;FEM;SG	N;MASC+FEM;SG
basse	bas	bas	bas	ADJ;FEM;SG	N;MASC+FEM;SG
basse	bass	bas	bass	ADJ;FEM;SG	N;MASC+FEM;SG
basse	low	bas	low	ADJ;FEM;SG	N;MASC+FEM;SG
total	totaal	total	totaal	N;MASC;SG	ADJ
savoir	kennis	savoir	kennis	V;NFIN	N;MASC+FEM;SG
proche	close	proche	close	ADJ;MASC;SG	N;MASC+FEM;SG
proche	afsluiten	proche	afsluiten	ADJ;MASC;SG	V;NFIN
proche	sluiten	proche	sluiten	ADJ;MASC;SG	V;NFIN
proche	sluit	proche	sluiten	ADJ;MASC;SG	V;SG;PRS;FIN
proche	nabijgelegen	proche	nabijgelegen	ADJ;MASC;SG	ADV
main	belangrijkste	main	belangrijk	N;FEM;SG	ADJ;RL
main	voornaamste	main	voornaam	N;FEM;SG	ADJ;RL
huit	huit	huit	huit	NUM	N;MASC+FEM;SG
huit	eight	huit	eight	NUM	
critique	kritiek	critique	kritiek	ADJ;MASC;SG	N;MASC+FEM;SG
critique	kritiek	critique	kritiek	ADJ;MASC;SG	N;MASC+FEM;SG
critique	criticus	critique	criticus	ADJ;MASC;SG	N;MASC+FEM;SG
critique	kritiek	critique	kritiek	ADJ;MASC;SG	N;MASC+FEM;SG
del	del	del	del	PROPN	N;MASC+FEM;SG
publication	uitgeverijen	publication	uitgeverij	N;FEM;SG	N;PL
publication	publiceren	publication	publiceren	N;FEM;SG	V;NFIN
uni	uni	uni	uni	V;MASC;SG;PST;V.PTCP	N;MASC+FEM;SG
japonais	japanners	japonais	japanner	ADJ;MASC;SG	N;PL
australie	australiër	australie	australiër	PROPN	N;MASC+FEM;SG
australie	australisch	australie	australisch	PROPN	ADJ
australie	australische	australie	australisch	PROPN	ADJ
australie	australië	australie	australië	PROPN	PROPN;NEUT;SG
accord	akkoord	accord	akkoord	N;MASC;SG	ADJ
rapidement	snel	rapidement	snel	ADV	ADJ
rapidement	snelle	rapidement	snel	ADV	ADJ
rapidement	vlug	rapidement	vlug	ADV	ADJ
rapidement	snel	rapidement	snel	ADV	ADJ
rapidement	vasten	rapidement	vast	ADV	V;NFIN
rapidement	snelle	rapidement	snel	ADV	ADJ
rapidement	fast	rapidement	fast	ADV	N;MASC+FEM;SG
rapidement	snel	rapidement	snel	ADV	ADJ
rapidement	vlug	rapidement	vlug	ADV	ADJ
traduction	vertalingen	traduction	vertaling	N;FEM;SG	N;PL
traduction	vertalingen	traduction	vertaling	N;FEM;SG	N;PL
traduction	vertalen	traduction	vertalen	N;FEM;SG	V;NFIN
départ	vertrek	départ	vertrekken	N;MASC;SG	V;SG;PRS;FIN
étude	studeer	étude	studeer	N;FEM;SG	V;SG;PRS;FIN
étude	studeren	étude	studeren	N;FEM;SG	V;NFIN
étude	bestuderen	étude	bestuderen	N;FEM;SG	V;NFIN
programme	programmeren	programme	programmeren	N;MASC;SG	V;NFIN
bgcolor	bgcolor	bgcolor	bgcolor	PROPN	N;MASC+FEM;SG
choix	keuzen	choix	keuze	N;MASC;SG	N;PL
choix	keuzes	choix	keuze	N;MASC;SG	N;PL
coup	blazen	coup	blazen	N;MASC;SG	V;NFIN
coup	neergeschoten	coup	neerschieten	N;MASC;SG	V;V.PTCP
enfant	kinderen	enfant	kind	N;MASC;SG	N;PL
information	gegevens	information	gegeven	N;FEM;SG	N;PL
mieux	better	mieux	goed	ADV	
mieux	beter	mieux	goed	ADV	ADJ;CMPR
défense	verdedigen	défense	verdedigen	N;FEM;SG	V;NFIN
vice	zeden	vice	zede	N;MASC;SG	N;PL
contrôle	control	contrôle	control	N;MASC;SG	
noms	namen	nom	nemen	N;MASC;PL	V;PL;PST;FIN
noms	naam	nom	naam	N;MASC;PL	N;MASC+FEM;SG
produits	product	produire	product	V;MASC;PL;PST;V.PTCP	N;NEUT;SG
