филологических	filologiczny	филологический	filologiczny	ADJ;GEN;PL	ADJ;NOM;MASC;SG
признали	rozpoznał	признать	rozpoznać	V;PFV;IND;PL;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
признали	uznany	признать	uznać	V;PFV;IND;PL;PST;FIN;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
признали	uznawane	признать	uznawać	V;PFV;IND;PL;PST;FIN;ACT	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
признали	uznane	признать	uznać	V;PFV;IND;PL;PST;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
признали	uznana	признать	uznać	V;PFV;IND;PL;PST;FIN;ACT	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
верфи	stoczni	верфь	stocznia	N;INAN;NOM;FEM;PL	
верфи	stocznia	верфь	stocznia	N;INAN;NOM;FEM;PL	
псевдонимы	pseudonimy	псевдоним	pseudonić	N;ANIM;NOM;MASC;PL	V;PFV;IND;PL;1;FIN;ACT
законодательство	prawodawstwa	законодательство	prawodawstwo	N;INAN;NOM;NEUT;SG	N;GEN;NEUT;SG
ксения	ksenia	ксение	kseniać	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
ганс	hans	ганс	hans	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
ганс	hansa	ганс	hansa	N;ANIM;NOM;MASC;SG	
сзади	tylny	сзади	tylny	ADV	ADJ;NOM;MASC;SG
сзади	tyły	сзади	tył	ADV	N;NOM;MASC;PL
сзади	tylne	сзади	tylny	ADV	ADJ;NOM;NEUT;SG
сзади	tył	сзади	tył	ADV	
сзади	tylna	сзади	tylny	ADV	ADJ;NOM;FEM;SG
иллинойс	illinois	иллинойс	illinois	N;INAN;NOM;FEM;SG	
тон	tonę	тон	tonąć	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
тон	tona	тон	tona	N;INAN;NOM;MASC;SG	
тон	ton	тон	ton	N;INAN;NOM;MASC;SG	
тон	tonie	тон	tonąć	N;INAN;NOM;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
тон	ton	тон	ton	N;INAN;NOM;MASC;SG	
тон	tonu	тон	ton	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
планете	planet	планета	planet	N;INAN;DAT;FEM;SG	
планете	planety	планета	planet	N;INAN;DAT;FEM;SG	N;NOM;FEM;PL
планете	planeta	планета	planeta	N;INAN;DAT;FEM;SG	N;NOM;FEM;SG
леви	levi	лев	levi	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
потомков	potomków	потомок	potomek	N;ANIM;GEN;MASC;PL	N;ACC;MASC;PL
потомков	potomkowie	потомок	potomek	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
потомков	potomków	потомок	potomek	N;ANIM;GEN;MASC;PL	N;ACC;MASC;PL
регистр	rejestru	регистр	rejester	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
регистр	rejestru	регистр	rejester	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
прототип	prototyp	прототип	prototyp	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
творческий	kreatywność	творческий	kreatywność	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
творческий	creative	творческий	creativ	ADJ;NOM;MASC;SG	
геологии	geologia	геология	geologia	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
химический	chemikalia	химический	chemikalia	ADJ;NOM;MASC;SG	N;NOM;NEUT;PL
ближайший	najbliższy	близкий	bliski	ADJ;NOM;RL;MASC;SG	ADJ;NOM;CMPR;MASC;SG
ближайший	najbliższa	близкий	bliski	ADJ;NOM;RL;MASC;SG	ADJ;NOM;CMPR;FEM;SG
ближайший	najbliższej	близкий	bliski	ADJ;NOM;RL;MASC;SG	ADJ;GEN;CMPR;FEM;SG
ближайший	najbliższe	близкий	bliski	ADJ;NOM;RL;MASC;SG	ADJ;NOM;CMPR;NEUT;SG
ближайший	najbliżej	близкий	blisko	ADJ;NOM;RL;MASC;SG	ADV;RL
ближайший	najbliższy	близкий	bliski	ADJ;NOM;RL;MASC;SG	ADJ;NOM;CMPR;MASC;SG
ближайший	najbliższych	близкий	bliski	ADJ;NOM;RL;MASC;SG	ADJ;ACC;CMPR;MASC;PL
ближайший	najbliższe	близкий	bliski	ADJ;NOM;RL;MASC;SG	ADJ;NOM;CMPR;NEUT;SG
ближайший	najbliżej	близкий	blisko	ADJ;NOM;RL;MASC;SG	ADV;RL
нижние	niższy	нижний	nisszyć	ADJ;NOM;PL	ADJ;NOM;CMPR;MASC;SG
нижние	niżej	нижний	nisko	ADJ;NOM;PL	ADV;CMPR
нижние	lower	нижний	lower	ADJ;NOM;PL	N;NOM;MASC;SG
нижние	niższa	нижний	nissza	ADJ;NOM;PL	ADJ;NOM;CMPR;FEM;SG
нижние	dolna	нижний	dolny	ADJ;NOM;PL	
чистой	czysty	чистый	czysty	ADJ;INS;FEM;SG	ADJ;NOM;MASC;SG
чистой	czysta	чистый	czysty	ADJ;INS;FEM;SG	
чистой	czyste	чистый	czysty	ADJ;INS;FEM;SG	ADJ;NOM;NEUT;SG
украинцы	ukraińców	украинец	ukrainiec	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
украинцы	ukraiński	украинец	ukraiński	N;ANIM;NOM;MASC;PL	ADJ;NOM;MASC;SG
продолжая	kontynuacja	продолжать	kontynuacja	V;IPFV;PRS;V.CVB;ACT	N;NOM;FEM;SG
продолжая	kontynuowanie	продолжать	kontynuować	V;IPFV;PRS;V.CVB;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
коды	kodów	код	kodywa	N;INAN;NOM;MASC;PL	
среду	środy	среда	środa	N;INAN;ACC;FEM;SG	
среду	środa	среда	środa	N;INAN;ACC;FEM;SG	
уголовное	karnego	уголовный	karny	ADJ;NOM;NEUT;SG	ADJ;ACC;MASC;SG
уголовное	przestępcy	уголовный	przestępca	ADJ;NOM;NEUT;SG	N;NOM;MASC;PL
уголовное	przestępca	уголовный	przestępca	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
уголовное	kryminalista	уголовный	kryminalista	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
капитал	kapitał	капитал	kapitał	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
капитал	kapitału	капитал	kapitał	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
капитал	stolicy	капитал	stolica	N;INAN;NOM;MASC;SG	
капитал	capital	капитал	capital	N;INAN;NOM;MASC;SG	
монография	monografii	монография	monografia	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
росс	rossa	росс	rossa		V;IPFV;IND;SG;2;PRS;FIN;ACT
росс	ross	росс	ross		PROPN;NOM;MASC;SG
гвинеи	gwinei	гвинец	gwiny	N;INAN;NOM;FEM;PL	
гвинеи	gwinea	гвинец	gwin	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
гвинеи	gwinei	гвинец	gwiny	N;INAN;NOM;FEM;PL	
вкус	smaku	вкус	smak	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
вкус	smakuje	вкус	smakować	N;INAN;NOM;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
ссылается	powołuje	ссылаться	powoływać	V;IPFV;IND;SG;3;PRS;FIN;MID	V;IPFV;IND;SG;3;PRS;FIN;ACT
племя	plemienia	племя	plemię	N;INAN;NOM;NEUT;SG	N;GEN;NEUT;SG
племя	plemię	племя	plemia	N;INAN;NOM;NEUT;SG	
дама	dama	дама	dam	N;ANIM;NOM;FEM;SG	
дама	dame	дама	dam	N;ANIM;NOM;FEM;SG	
трудящихся	pracowników	трудящийся	pracownik	N;ANIM;GEN;MASC;PL	N;ACC;MASC;PL
трудящихся	pracownicy	трудящийся	pracownik	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
трудящихся	robotnicy	трудящийся	robotnik	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
ставки	zakładów	ставка	zakład	N;INAN;NOM;FEM;PL	N;GEN;MASC;PL
ставки	zakładów	ставка	zakład	N;INAN;NOM;FEM;PL	N;GEN;MASC;PL
ставки	stawki	ставка	stawka	N;INAN;NOM;FEM;PL	
ставки	stawka	ставка	stawka	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
ставки	stawki	ставка	stawka	N;INAN;NOM;FEM;PL	
люблю	miłość	любить	miłość	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;NOM;FEM;SG
люблю	love	любить	lova	V;IPFV;IND;SG;1;PRS;FIN;ACT	
люблю	miłości	любить	miłość	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;GEN;FEM;SG
подруга	dziewczynę	подруга	dziewczyna	N;ANIM;NOM;FEM;SG	N;ACC;FEM;SG
сицилии	sycylii	сицилия	sycylia	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
клиентов	klienci	клиент	klient	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
клиентов	klienta	клиент	klient	N;ANIM;GEN;MASC;PL	N;ACC;MASC;SG
клиентов	klient	клиент	klient	N;ANIM;GEN;MASC;PL	N;NOM;MASC;SG
клиентов	klientka	клиент	klientka	N;ANIM;GEN;MASC;PL	N;NOM;FEM;SG
клиентов	klienci	клиент	klient	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
клиентов	klientów	клиент	klient	N;ANIM;GEN;MASC;PL	N;ACC;MASC;PL
клиентов	klienci	клиент	klient	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
клиентов	klientów	клиент	klient	N;ANIM;GEN;MASC;PL	N;ACC;MASC;PL
возникновение	powstanie	возникновение	powstać	N;INAN;NOM;NEUT;SG	
успенский	uspienski	успенский	uspienski	ADJ;NOM;MASC;SG	
гвинея	gwinei	гвинее	gwiny	N;INAN;NOM;FEM;SG	
реформа	reformę	реформа	reforma	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
реформа	reform	реформа	reforma	N;INAN;NOM;FEM;SG	
реформа	reformy	реформа	reforma	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
войти	login	войти	login	V;PFV;NFIN;ACT	N;NOM;MASC;SG
войти	logowanie	войти	logowanie	V;PFV;NFIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
войти	enter	войти	enter	V;PFV;NFIN;ACT	
дева	panny	дева	panna	N;ANIM;NOM;FEM;SG	
дева	dziewicze	дева	dziewicz	N;ANIM;NOM;FEM;SG	
дева	maiden	дева	maiden	N;ANIM;NOM;FEM;SG	
дева	panieńskie	дева	panieński	N;ANIM;NOM;FEM;SG	ADJ;NOM;NEUT;SG
травму	urazy	травма	uraz	N;INAN;ACC;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
травму	uraz	травма	uraz	N;INAN;ACC;FEM;SG	N;NOM;MASC;SG
висит	powieszenie	висеть	powieszenie	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;PFV;NOM;NEUT;SG;POS;V.MSDR
висит	wiszą	висеть	wisać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
полицейских	policjantów	полицейский	policjant	N;ANIM;GEN;MASC;PL	N;ACC;MASC;PL
полицейских	policjanci	полицейский	policjant	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
конвенции	konwencji	конвенция	konwencja	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
конвенции	konwent	конвенция	konwent	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
конвенции	zjazd	конвенция	zjazd	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
конвенции	konwencja	конвенция	konwencja	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
конвенции	konwencji	конвенция	konwencja	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
местоположения	lokalizacji	местоположение	lokalizacja	N;INAN;NOM;NEUT;PL	N;GEN;FEM;SG
обнаружить	odkrywanie	обнаружить	odkrywać	V;PFV;NFIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
душа	duszę	душа	dusza	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
душа	soul	душа	soul	N;INAN;NOM;FEM;SG	
душа	duszy	душа	dusza	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
медведь	misia	медведь	misia	N;ANIM;NOM;MASC;SG	
медведь	misiu	медведь	misieć	N;ANIM;NOM;MASC;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
чёрное	black	черный	black	ADJ;NOM;NEUT;SG	
чёрное	czerń	черный	czerń	ADJ;NOM;NEUT;SG	
эхо	echa	эхо	echo	N;INAN;NOM;NEUT;SG	
эхо	echa	эхо	echo	N;INAN;NOM;NEUT;SG	
эхо	echo	эхо	echo	N;INAN;NOM;NEUT;SG	
кипра	cypr	кипр	cypra	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
быстрый	szybko	быстрый	szybko	ADJ;NOM;MASC;SG	ADV
быстрый	szybko	быстрый	szybko	ADJ;NOM;MASC;SG	ADV
кратеров	kratery	кратер	kratera	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
тан	tang	тан	tang	PART	
тан	tan	тан	tan	PART	
спектр	widmo	спектр	widmo	N;INAN;NOM;MASC;SG	
спектр	widma	спектр	widma	N;INAN;NOM;MASC;SG	
спектр	widmo	спектр	widmo	N;INAN;NOM;MASC;SG	
спектр	spektrum	спектр	spektrum	N;INAN;NOM;MASC;SG	
спектр	widmo	спектр	widmo	N;INAN;NOM;MASC;SG	
курт	kurt	курт	kurt	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
курт	kurta	курт	kurta	N;ANIM;NOM;MASC;SG	
курт	curt	курт	curt	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
ширину	szerokość	ширина	szerokość	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
ширину	szerokości	ширина	szerokość	N;INAN;ACC;FEM;SG	N;GEN;FEM;SG
нации	narodu	нация	naród	N;INAN;NOM;FEM;PL	N;GEN;MASC;SG
нации	naród	нация	naród	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
джин	jin	джин	jin	PART	
джин	gin	джин	gin	PART	
джин	dżin	джин	dżinina	PART	
джин	jean	джин	jean	PART	PROPN;NOM;MASC;SG
джин	jeana	джин	jeany	PART	
джин	genu	джин	gen	PART	N;GEN;MASC;SG
джин	gene	джин	gen	PART	PROPN;NOM;MASC;SG
джин	gen	джин	gen	PART	
джин	geny	джин	gena	PART	N;NOM;MASC;PL
продано	sprzedane	продать	sprzedać	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
продано	sprzedano	продать	sprzedać	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
продано	sprzedany	продать	sprzedać	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
продано	sprzedana	продать	sprzedać	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
кругах	kółka	круг	kółka	N;INAN;ESS;MASC;PL	N;NOM;NEUT;PL
кругах	okręgi	круг	okręga	N;INAN;ESS;MASC;PL	N;NOM;MASC;PL
кругах	kółko	круг	kółko	N;INAN;ESS;MASC;PL	N;NOM;NEUT;SG
кругах	kręgi	круг	krąg	N;INAN;ESS;MASC;PL	N;NOM;MASC;PL
записать	rekord	записать	rekord	V;PFV;NFIN;ACT	N;NOM;MASC;SG
записать	zapis	записать	zapis	V;PFV;NFIN;ACT	N;NOM;MASC;SG
записать	płyta	записать	płyta	V;PFV;NFIN;ACT	N;NOM;FEM;SG
испанская	hiszpanie	испанский	hiszpan	ADJ;NOM;FEM;SG	N;NOM;MASC;PL
разнообразные	zróżnicowane	разнообразный	zróżnicować	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
мол	mal	мол	mala	ADV	
мол	mol	мол	mol	ADV	
интерпретации	interpretacji	интерпретация	interpretacja	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
льда	lód	лед	lód	N;INAN;GEN;MASC;SG	
льда	ice	лед	icey	N;INAN;GEN;MASC;SG	
северные	północ	северный	północ	ADJ;NOM;PL	N;NOM;FEM;SG
северные	północna	северный	północny	ADJ;NOM;PL	
северные	północne	северный	północny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
северные	północnej	северный	północny	ADJ;NOM;PL	ADJ;GEN;FEM;SG
северные	północny	северный	północny	ADJ;NOM;PL	N;ACC;MASC;SG
обоснования	uzasadnienia	обоснование	uzasadnienie	N;INAN;NOM;NEUT;PL	N;GEN;NEUT;SG
зимний	winter	зимний	winter	ADJ;NOM;MASC;SG	
зимний	zimy	зимний	zima	ADJ;NOM;MASC;SG	N;ACC;FEM;SG
зимний	zima	зимний	zima	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
институты	instytutów	институт	instytut	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
институты	instytucji	институт	instytucja	N;INAN;NOM;MASC;PL	N;GEN;FEM;SG
немецкое	niemcy	немецкий	niemiec	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;PL
немецкое	niemieckim	немецкий	niemiecki	ADJ;NOM;NEUT;SG	ADJ;INS;MASC;SG
норвежский	norweskiego	норвежский	norweski	ADJ;NOM;MASC;SG	ADJ;ACC;MASC;SG
командиров	dowódców	командир	dowódca	N;ANIM;GEN;MASC;PL	N;ACC;MASC;PL
командиров	dowódcy	командир	dowódca	N;ANIM;GEN;MASC;PL	N;NOM;MASC;SG
взяв	wzięcie	брать	wziąć	V;PFV;PST;V.CVB;ACT	N;NOM;NEUT;SG
взяв	branie	брать	bran	V;PFV;PST;V.CVB;ACT	
взяв	biorąc	брать	brać	V;PFV;PST;V.CVB;ACT	V;IPFV;PRS;V.CVB;ACT
взяв	przyjmowanie	брать	przyjmować	V;PFV;PST;V.CVB;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
лейтенанты	poruczników	лейтенант	porucznik	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
вулкан	wulkanu	вулкан	wulkać	N;INAN;NOM;MASC;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
дополнительная	ekstra	дополнительный	ekstra	ADJ;NOM;FEM;SG	
дополнительная	extra	дополнительный	extra	ADJ;NOM;FEM;SG	
десятилетий	dekady	десятилетие	dekada	N;INAN;GEN;NEUT;PL	
десятилетий	dziesięciolecia	десятилетие	dziesięciolecie	N;INAN;GEN;NEUT;PL	N;NOM;NEUT;SG
десятилетий	dekad	десятилетие	dekad	N;INAN;GEN;NEUT;PL	
выросла	rósł	вырасти	rosnąć	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
конкретный	betonu	конкретный	beton	ADJ;NOM;MASC;SG	N;GEN;MASC;SG
конкретный	beton	конкретный	beton	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
верить	uwierz	верить	uwierzyć	V;IPFV;NFIN;ACT	
верность	wierności	верность	wierność	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
верность	lojalności	верность	lojalność	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
плата	honorarium	плата	honorarium	N;INAN;NOM;FEM;SG	N;DAT;NEUT;SG
плата	opłaty	плата	opłata	N;INAN;NOM;FEM;SG	V;IPFV;IND;SG;1;FIN;ACT
репутацию	reputacji	репутация	reputacja	N;INAN;ACC;FEM;SG	N;GEN;FEM;SG
репутацию	reputacja	репутация	reputacja	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
коммуникации	łączności	коммуникация	łączność	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
коммуникации	komunikacja	коммуникация	komunikacja	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
коммуникации	komunikacji	коммуникация	komunikacja	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
коммуникации	łączność	коммуникация	łączność	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
костюм	kostiumy	костюм	kostium	N;INAN;NOM;MASC;SG	N;ACC;MASC;PL
костюм	strój	костюм	strój	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
костюм	skafander	костюм	skafander	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
маяк	latarni	маяк	latarnia	N;INAN;NOM;MASC;SG	N;GEN;FEM;SG
маяк	beacon	маяк	beacon	N;INAN;NOM;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
норма	norma	норма	norma	N;INAN;NOM;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
норма	normę	норма	norma	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
норма	norma	норма	norma	N;INAN;NOM;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
норма	normę	норма	norma	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
норма	normy	норма	norma	N;INAN;NOM;FEM;SG	
норма	norm	норма	norma	N;INAN;NOM;FEM;SG	
воин	wojownika	воин	wojownik	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
крус	cruz	крус	cruz	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG
отбора	selekcja	отбор	selekcja	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
отбора	zaznaczenie	отбор	zaznaczyć	N;INAN;GEN;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
отбора	wybór	отбор	wybór	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
отбора	wyboru	отбор	wybór	N;INAN;GEN;MASC;SG	
отбора	dobór	отбор	dobór	N;INAN;GEN;MASC;SG	V;IPFV;IND;PRS;FIN;ACT
бойцы	bojowników	боец	bojownik	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
лук	allium	лук	allium	N;INAN;NOM;MASC;SG	
лук	cebulę	лук	cebula	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
лук	cebuli	лук	cebula	N;INAN;NOM;MASC;SG	V;IPFV;IND;SG;3;FIN;ACT
лук	cebulę	лук	cebula	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
лук	cebuli	лук	cebula	N;INAN;NOM;MASC;SG	V;IPFV;IND;SG;3;FIN;ACT
прусской	pruski	прусский	pruski	ADJ;INS;FEM;SG	ADJ;NOM;MASC;SG
бабушка	babci	бабушка	babcia	N;ANIM;NOM;FEM;SG	N;GEN;FEM;SG
бабушка	babci	бабушка	babcia	N;ANIM;NOM;FEM;SG	N;GEN;FEM;SG
бабушка	babci	бабушка	babcia	N;ANIM;NOM;FEM;SG	N;GEN;FEM;SG
фишер	fisher	фишер	fisher	N;ANIM;NOM;MASC;SG	
фишер	fishera	фишер	fisher	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
фишер	fischer	фишер	fischer	N;ANIM;NOM;MASC;SG	
симфония	symphony	симфония	symphon	N;INAN;NOM;FEM;SG	
скажите	powiedz	сказать	powiedzieć	V;PFV;IMP;PL;2;FIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
разрешено	dozwolone	разрешить	dozwolić	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
разрешено	dopuszczone	разрешить	dopuścić	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
разрешено	upoważniony	разрешить	upoważnić	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
разрешено	dozwolone	разрешить	dozwolić	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
разрешено	dozwolony	разрешить	dozwolić	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
разрешено	dozwolona	разрешить	dozwolić	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
разрешено	dopuszczone	разрешить	dopuścić	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
разрешено	dozwolone	разрешить	dozwolić	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
разрешено	dozwolony	разрешить	dozwolić	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
разрешено	dozwolona	разрешить	dozwolić	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
разрешено	dopuszczone	разрешить	dopuścić	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
разрешено	dopuszczone	разрешить	dopuścić	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
разрешено	upoważniony	разрешить	upoważnić	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
гражданские	cywilne	гражданский	cywilny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
гражданские	obywatelskiego	гражданский	obywatelski	ADJ;NOM;PL	ADJ;ACC;MASC;SG
гражданские	cywilny	гражданский	cywilny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
гражданские	cywilne	гражданский	cywilny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
гражданские	cywile	гражданский	cywile	ADJ;NOM;PL	N;NOM;MASC;PL
гражданские	cywilny	гражданский	cywilny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
гражданские	cywil	гражданский	cywil	ADJ;NOM;PL	N;NOM;MASC;SG
гражданские	cywilnej	гражданский	cywilny	ADJ;NOM;PL	ADJ;GEN;FEM;SG
