van	from	van	from	ADP	PROPN
huis	home	huis	home	N;NEUT;SG	PROPN
pas	сса	pas	сса	ADV	N;INAN;NOM;FEM;SG
stond	стояли	staan	стоять	V;SG;PST;FIN	V;IPFV;IND;PL;PST;FIN;ACT
laten	пусть	laten	пусть	V;PL;PRS;FIN	PART
laten	let	laten	let	V;PL;PRS;FIN	PROPN
frans	франс	frans	франс	PROPN;MASC+FEM;SG	N;INAN;NOM;MASC;SG
frans	франсис	frans	франсис	PROPN;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
frans	фрэнсис	frans	фрэнсис	PROPN;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
frans	франциск	frans	франциск	PROPN;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
frans	френсис	frans	френсис	PROPN;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
frans	французский	frans	французский	PROPN;MASC+FEM;SG	ADJ;NOM;MASC;SG
frans	французы	frans	француз	PROPN;MASC+FEM;SG	N;ANIM;NOM;MASC;PL
frans	французское	frans	французский	PROPN;MASC+FEM;SG	ADJ;NOM;NEUT;SG
frans	французская	frans	французский	PROPN;MASC+FEM;SG	ADJ;NOM;FEM;SG
shift	shift	shift	shift	N;MASC+FEM;SG	PROPN
finale	окончательный	finale	окончательный	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
finale	окончательного	finale	окончательный	N;MASC+FEM;SG	ADJ;GEN;MASC;SG
finale	заключительный	finale	заключительный	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
finale	заключительные	finale	заключительный	N;MASC+FEM;SG	ADJ;NOM;PL
nationale	national	nationaal	national	ADJ	PROPN
amerikaans	american	amerikaans	american	ADJ	PROPN
amerikaans	американец	amerikaans	американец	ADJ	N;ANIM;NOM;MASC;SG
geheel	целое	geheel	целое	ADJ	N;INAN;NOM;NEUT;SG
geheel	целиком	geheel	целиком	ADJ	ADV
indonesië	индонезии	indonesië	индонезия	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
vrouw	женское	vrouw	женский	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
vrouw	женщины	vrouw	женщина	N;MASC+FEM;SG	N;ANIM;NOM;FEM;PL
vrouw	женский	vrouw	женский	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
vrouw	женская	vrouw	женский	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
vrouw	жены	vrouw	жена	N;MASC+FEM;SG	N;ANIM;NOM;FEM;PL
vele	многих	veel	много	PRO	NUM
vele	много	veel	много	PRO	ADV
vele	многим	veel	много	PRO	NUM
vele	многие	veel	много	PRO	NUM
soms	порой	soms	пора	ADV	N;INAN;INS;FEM;SG
soms	редкость	soms	редкость	ADV	N;INAN;NOM;FEM;SG
dood	death	dood	death	ADJ	PROPN
dood	смерть	dood	смерть	ADJ	N;INAN;NOM;FEM;SG
dood	умер	dood	умереть	ADJ	V;PFV;MASC;IND;SG;PST;FIN;ACT
bleef	остались	blijven	остаться	V;SG;PST;FIN	V;PFV;IND;PL;PST;FIN;MID
bleef	остался	blijven	остаться	V;SG;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;MID
bleef	осталась	blijven	остаться	V;SG;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN;MID
muziek	music	muziek	music	N;MASC+FEM;SG	PROPN
partij	party	partij	party	N;MASC+FEM;SG	PROPN
isbn	isbn	isbn	isbn	INTJ	PROPN
wereld	world	wereld	world	N;MASC+FEM;SG	PROPN
einde	end	einde	end	N;NEUT;SG	PROPN
geschreven	письменные	schrijven	письменный	V;V.PTCP	ADJ;NOM;PL
geschreven	письменное	schrijven	письменный	V;V.PTCP	ADJ;NOM;NEUT;SG
geschreven	письменный	schrijven	письменный	V;V.PTCP	ADJ;NOM;MASC;SG
achter	позади	achter	позади	ADP	ADV
achter	сзади	achter	сзади	ADP	ADV
lange	лэнг	lang	лэнг	ADJ	PART
lange	долго	lang	долго	ADJ	ADV
lange	лонг	lang	лонг	ADJ	
kinderen	kids	kind	kids	N;PL	PROPN
midden	средняя	midden	средний	ADV	ADJ;NOM;FEM;SG
midden	ближнем	midden	ближний	ADV	ADJ;ESS;MASC;SG
midden	средний	midden	средний	ADV	ADJ;NOM;MASC;SG
midden	среднее	midden	средний	ADV	ADJ;NOM;NEUT;SG
midden	середина	midden	середина	ADV	N;INAN;NOM;FEM;SG
midden	середине	midden	середина	ADV	N;INAN;DAT;FEM;SG
minder	меньше	minder	мало	PRO	NUM
minder	меньше	minder	мало	PRO	NUM
minder	менее	minder	менее	PRO	ADV;CMPR
open	открыть	open	открыть	ADJ	V;PFV;NFIN;ACT
open	открытый	open	открыть	ADJ	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
open	открыто	open	открыто	ADJ	ADV
open	open	open	open	ADJ	PROPN
open	открытая	open	открыть	ADJ	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
bekende	признался	bekend	признаться	ADJ	V;PFV;MASC;IND;SG;PST;FIN;MID
bekende	сознался	bekend	сознаться	ADJ	V;PFV;MASC;IND;SG;PST;FIN;MID
bekende	призналась	bekend	признаться	ADJ	V;PFV;FEM;IND;SG;PST;FIN;MID
united	объединенные	united	объединить	N;NEUT;SG	V;PFV;NOM;PL;PST;V.PTCP;PASS
united	united	united	united	N;NEUT;SG	PROPN
snel	быстро	snel	быстро	ADJ	ADV
snel	вскоре	snel	вскоре	ADJ	ADV
snel	скоро	snel	скоро	ADJ	ADV
snel	быстро	snel	быстро	ADJ	ADV
snel	быстро	snel	быстро	ADJ	ADV
eind	end	eind	end	N;NEUT;SG	PROPN
lichaam	body	lichaam	body	N;NEUT;SG	PROPN
lichaam	тела	lichaam	тело	N;NEUT;SG	N;INAN;NOM;NEUT;PL
census	переписи	census	перепись	N;NEUT;SG	N;INAN;NOM;FEM;PL
afrika	африка	afrika	африка	PROPN;NEUT;SG	N;INAN;NOM;FEM;SG
bestaan	существование	bestaan	существование	V;NFIN	N;INAN;NOM;NEUT;SG
bestaan	бытие	bestaan	бытие	V;NFIN	N;INAN;NOM;NEUT;SG
wie	who	wie	who	PRO;3	PROPN
wie	воз	wie	воз	PRO;3	N;INAN;NOM;MASC;SG
iemand	любой	iemand	любой	PRO;3	DET;NOM;MASC;SG
wedstrijd	game	wedstrijd	game	N;MASC+FEM;SG	PROPN
valt	фоллс	vallen	фоллс	V;SG;PRS;FIN	N;INAN;NOM;MASC;SG
britse	великобритании	brits	великобритание	ADJ	N;INAN;NOM;FEM;SG
britse	британцы	brits	британец	ADJ	N;ANIM;NOM;MASC;PL
school	school	school	school	N;MASC+FEM;SG	PROPN
school	школы	school	школа	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
willem	уильям	willem	уилье	N;MASC+FEM;SG	N;ANIM;DAT;NEUT;PL
willem	вильям	willem	вилье	N;MASC+FEM;SG	N;ANIM;DAT;MASC;PL
duidelijk	очистить	duidelijk	очистить	ADJ	V;PFV;NFIN;ACT
duidelijk	чисто	duidelijk	чисто	ADJ	ADV
duidelijk	явно	duidelijk	явно	ADJ	ADV
meeste	большинство	veel	большинство	PRO	N;INAN;NOM;NEUT;SG
meeste	наиболее	veel	наиболее	PRO	ADV
versie	версии	versie	версия	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
eiland	острова	eiland	остров	N;NEUT;SG	N;INAN;NOM;MASC;PL
eiland	island	eiland	island	N;NEUT;SG	PROPN
eiland	островных	eiland	островной	N;NEUT;SG	ADJ;GEN;PL
des	des	des	des	ADV	PROPN
nooit	never	nooit	never	ADV	PROPN
geeft	возвращения	geven	возвращение	V;SG;PRS;FIN	N;INAN;GEN;NEUT;SG
geeft	возвращение	geven	возвращение	V;SG;PRS;FIN	N;INAN;NOM;NEUT;SG
duits	немец	duits	немец	ADJ	N;ANIM;NOM;MASC;SG
duits	германии	duits	германия	ADJ	N;INAN;ESS;NEUT;SG
lijn	линии	lijn	линия	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
lijn	line	lijn	line	N;MASC+FEM;SG	PROPN
mag	мая	mogen	май	V;SG;PRS;FIN	N;INAN;GEN;MASC;SG
mag	мэй	mogen	мэй	V;SG;PRS;FIN	N;ANIM;NOM;FEM;SG
mag	май	mogen	май	V;SG;PRS;FIN	
mag	майские	mogen	майский	V;SG;PRS;FIN	ADJ;NOM;PL
mag	мэг	mogen	мэг	V;SG;PRS;FIN	N;ANIM;NOM;FEM;SG
anders	разные	anders	разный	ADV	ADJ;NOM;PL
anders	различных	anders	различный	ADV	ADJ;GEN;PL
anders	андерс	anders	андерс	ADV	N;ANIM;NOM;MASC;SG
park	park	park	park	N;NEUT;SG	PROPN
vrij	свободно	vrij	свободно	ADJ	ADV
vrij	бесплатно	vrij	бесплатно	ADJ	ADV
weinig	немногим	weinig	немногие	PRO	ADJ;INS;NEUT;SG
weinig	немногие	weinig	немногие	PRO	ADJ;NOM;PL
weinig	немногих	weinig	немногие	PRO	ADJ;GEN;PL
weinig	little	weinig	little	PRO	PROPN
weinig	маленький	weinig	маленький	PRO	ADJ;NOM;MASC;SG
weinig	маленькая	weinig	маленький	PRO	ADJ;NOM;FEM;SG
weinig	мало	weinig	мало	PRO	ADV
weinig	маленькие	weinig	маленький	PRO	ADJ;NOM;PL
overleden	покойный	overlijden	покойный	V;V.PTCP	ADJ;NOM;MASC;SG
oost	восточная	oost	восточный	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
oost	east	oost	east	N;MASC+FEM;SG	PROPN
oost	восточный	oost	восточный	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
buiten	снаружи	buiten	снаружи	ADP	ADV
buiten	открытый	buiten	открыть	ADP	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
bureau	агентства	bureau	агентство	N;NEUT;SG	N;INAN;NOM;NEUT;PL
speelt	пьесы	spelen	пьеса	V;SG;PRS;FIN	N;INAN;NOM;FEM;PL
delen	обмена	delen	обмен	V;NFIN	N;INAN;GEN;MASC;SG
delen	доля	delen	доля	V;NFIN	N;INAN;NOM;FEM;SG
delen	запчасти	delen	запчасть	V;NFIN	N;INAN;NOM;FEM;PL
delen	частей	delen	часть	V;NFIN	N;INAN;GEN;FEM;PL
delen	части	delen	часть	V;NFIN	N;INAN;NOM;FEM;PL
meest	большинство	veel	большинство	PRO	N;INAN;NOM;NEUT;SG
meest	наиболее	veel	наиболее	PRO	ADV
belangrijkste	основная	belangrijk	основной	ADJ;RL	ADJ;NOM;FEM;SG
belangrijkste	основные	belangrijk	основной	ADJ;RL	ADJ;NOM;PL
belangrijkste	главная	belangrijk	главный	ADJ;RL	ADJ;NOM;FEM;SG
belangrijkste	основных	belangrijk	основной	ADJ;RL	ADJ;GEN;PL
omgeving	окрестности	omgeving	окрестность	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
bedrijf	company	bedrijf	company	N;NEUT;SG	PROPN
bedrijf	компании	bedrijf	компания	N;NEUT;SG	N;INAN;NOM;FEM;PL
bedrijf	business	bedrijf	business	N;NEUT;SG	PROPN
namen	намюр	nemen	намюр	V;PL;PST;FIN	N;INAN;NOM;MASC;SG
namen	названия	nemen	название	V;PL;PST;FIN	N;INAN;NOM;NEUT;PL
namen	имена	nemen	имя	V;PL;PST;FIN	N;INAN;NOM;NEUT;PL
oud	old	oud	old	ADJ	PROPN
krijgen	получаю	krijgen	получать	V;PL;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
krijgen	получение	krijgen	получение	V;PL;PRS;FIN	N;INAN;NOM;NEUT;SG
krijgen	получите	krijgen	получить	V;PL;PRS;FIN	V;PFV;IND;PL;2;FUT;FIN;ACT
hoge	high	hoog	high	ADJ	PROPN
hoge	высоко	hoog	высоко	ADJ	ADV
onderzoek	исследований	onderzoek	исследование	N;NEUT;SG	N;INAN;GEN;NEUT;PL
onderzoek	исследования	onderzoek	исследование	N;NEUT;SG	N;INAN;NOM;NEUT;PL
sommige	некоторых	sommig	некоторый	PRO	DET;GEN;PL
sommige	некоторые	sommig	некоторый	PRO	DET;NOM;PL
functie	функции	functie	функция	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
zee	моря	zee	море	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
zee	sea	zee	sea	N;MASC+FEM;SG	PROPN
rode	red	rood	red	ADJ	
schreef	написали	schrijven	писать	V;SG;PST;FIN	V;PFV;IND;PL;PST;FIN;ACT
laat	поздний	laten	поздний	V;SG;PRS;FIN	ADJ;NOM;MASC;SG
laat	поздно	laten	поздно	V;SG;PRS;FIN	ADV
laat	опоздал	laten	опоздать	V;SG;PRS;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
laat	пусть	laten	пусть	V;SG;PRS;FIN	PART
laat	let	laten	let	V;SG;PRS;FIN	PROPN
york	йорк	york	йорк	ADV	N;INAN;NOM;MASC;SG
york	йорке	york	йорка	ADV	N;INAN;DAT;FEM;SG
algemeen	генерал	algemeen	генерал	ADJ	N;ANIM;NOM;MASC;SG
meerdere	несколько	meerdere	несколько	PRO	ADV
meerdere	несколько	meerdere	несколько	PRO	ADV
meerdere	множественные	meerdere	множественный	PRO	ADJ;NOM;PL
dagen	days	dag	days	N;PL	PROPN
jean	джин	jean	джин	N;MASC+FEM;SG	PART
blijven	остаюсь	blijven	оставаться	V;PL;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;MID
parijs	paris	parijs	paris	PROPN;NEUT;SG	PROPN
parijs	париже	parijs	париж	PROPN;NEUT;SG	N;INAN;ESS;MASC;SG
parijs	париж	parijs	париж	PROPN;NEUT;SG	N;INAN;NOM;MASC;SG
parijs	парижский	parijs	парижский	PROPN;NEUT;SG	ADJ;NOM;MASC;SG
gewoon	просто	gewoon	просто	ADJ	PART
gewoon	только	gewoon	только	ADJ	PART
korte	коротко	kort	коротко	ADJ	ADV
korte	кратко	kort	кратко	ADJ	ADV
mannen	men	mannen	men	N;PL	PROPN
hele	целое	heel	целое	ADJ	N;INAN;NOM;NEUT;SG
hele	целиком	heel	целиком	ADJ	ADV
generaal	общие	generaal	общий	N;MASC+FEM;SG	ADJ;NOM;PL
enkel	лодыжку	enkel	лодыжка	PRO	N;INAN;ACC;FEM;SG
enkel	лодыжки	enkel	лодыжка	PRO	N;INAN;NOM;FEM;PL
enkel	только	enkel	только	PRO	PART
miljoen	миллионов	miljoen	миллион	N;NEUT;SG	N;INAN;GEN;MASC;PL
nodig	потребность	nodig	потребность	ADJ	N;INAN;NOM;FEM;SG
nodig	требуется	nodig	требоваться	ADJ	V;IPFV;IND;SG;3;PRS;FIN;MID
klein	little	klein	little	ADJ	PROPN
klein	мало	klein	мало	ADJ	ADV
klein	кляйн	klein	кляйн	ADJ	N;ANIM;NOM;MASC;SG
klein	клайн	klein	клайн	ADJ	N;INAN;NOM;FEM;SG
verhaal	story	verhaal	story	N;NEUT;SG	PROPN
zes	six	zes	six	NUM	PROPN
zes	шестой	zes	шестой	NUM	ADJ;NOM;MASC;SG
noorden	северный	noorden	северный	N;NEUT;SG	ADJ;NOM;MASC;SG
noorden	северная	noorden	северный	N;NEUT;SG	ADJ;NOM;FEM;SG
noorden	северной	noorden	северный	N;NEUT;SG	ADJ;INS;FEM;SG
foto	сфотографировать	foto	фотографировать	N;MASC+FEM;SG	V;PFV;NFIN;ACT
wilde	wild	willen	wild	V;SG;PST;FIN	
wilde	дикий	willen	дикий	V;SG;PST;FIN	ADJ;NOM;MASC;SG
wilde	дикая	willen	дикий	V;SG;PST;FIN	ADJ;NOM;FEM;SG
wilde	дикие	willen	дикий	V;SG;PST;FIN	ADJ;NOM;PL
wilde	уайльд	willen	уайльд	V;SG;PST;FIN	N;ANIM;NOM;MASC;SG
bronnen	спрингс	bron	спрингс	N;PL	N;INAN;NOM;MASC;SG
brussel	брюсселе	brussel	брюссель	PROPN;NEUT;SG	N;INAN;ESS;MASC;SG
brussel	брюссель	brussel	брюссель	PROPN;NEUT;SG	N;INAN;NOM;MASC;SG
belgisch	бельгии	belgisch	бельгия	ADJ	N;INAN;NOM;FEM;PL
totaal	всего	totaal	все	ADJ	PRO;INAN;GEN;NEUT;SG
totaal	итого	totaal	итого	ADJ	ADV
gedeelte	частично	gedeelte	частично	N;NEUT;SG	ADV
david	дэвид	david	дэвид	PROPN;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
david	давид	david	давид	PROPN;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
zeker	конечно	zeker	конечно	ADJ	ADV
zeker	определённо	zeker	определённо	ADJ	ADV
zeker	однозначно	zeker	однозначно	ADJ	ADV
zeker	определенно	zeker	определенно	ADJ	ADV
elk	каждая	elk	каждый	PRO	DET;NOM;FEM;SG
elk	каждую	elk	каждый	PRO	DET;ACC;FEM;SG
elk	каждый	elk	каждый	PRO	DET;NOM;MASC;SG
elk	каждое	elk	каждый	PRO	DET;NOM;NEUT;SG
elk	каждая	elk	каждый	PRO	DET;NOM;FEM;SG
elk	каждому	elk	каждый	PRO	DET;DAT;MASC;SG
elk	каждый	elk	каждый	PRO	DET;NOM;MASC;SG
elk	каждое	elk	каждый	PRO	DET;NOM;NEUT;SG
vormen	фигуры	vormen	фигура	V;NFIN	N;INAN;NOM;FEM;PL
vormen	формы	vormen	форма	V;NFIN	N;INAN;NOM;FEM;PL
vormen	бланки	vormen	бланк	V;NFIN	N;INAN;NOM;MASC;PL
vormen	форм	vormen	форма	V;NFIN	N;INAN;GEN;FEM;PL
vormen	формы	vormen	форма	V;NFIN	N;INAN;NOM;FEM;PL
vormen	формах	vormen	форма	V;NFIN	N;INAN;ESS;FEM;PL
basis	основы	basis	основа	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
kop	головы	kop	голова	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
waarschijnlijk	вероятно	waarschijnlijk	вероятно	ADJ	ADV
waarschijnlijk	вероятно	waarschijnlijk	вероятно	ADJ	ADV
utrecht	утрехт	utrecht	утрехт	PROPN;NEUT;SG	N;INAN;NOM;MASC;SG
woord	word	woord	word	N;NEUT;SG	PROPN
zuiden	южная	zuiden	южный	N;NEUT;SG	ADJ;NOM;FEM;SG
zuiden	южный	zuiden	южный	N;NEUT;SG	ADJ;NOM;MASC;SG
zuiden	южной	zuiden	южный	N;NEUT;SG	ADJ;INS;FEM;SG
rijk	империи	rijk	империя	ADJ	N;INAN;NOM;FEM;PL
rijk	империя	rijk	империя	ADJ	N;INAN;NOM;FEM;SG
rijk	рейха	rijk	рейх	ADJ	N;INAN;GEN;MASC;SG
rijk	рейх	rijk	рейх	ADJ	N;INAN;NOM;MASC;SG
rijk	рич	rijk	рич	ADJ	N;ANIM;NOM;MASC;SG
uur	часов	uur	час	N;NEUT;SG	N;INAN;GEN;MASC;PL
uur	часы	uur	часы	N;NEUT;SG	N;INAN;NOM;MASC;PL
extra	дополнительно	extra	дополнительно	ADJ	ADV
kwamen	пришла	komen	прийти	V;PL;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN;ACT
kwamen	пришел	komen	прийти	V;PL;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
kwamen	пришёл	komen	прийти	V;PL;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
kasteel	касл	kasteel	касл	N;NEUT;SG	PART
hoogste	наивысший	hoog	наивысший	ADJ;RL	ADJ;NOM;MASC;SG
categorie	категории	categorie	категория	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
gebruiken	использование	gebruiken	использование	V;NFIN	N;INAN;NOM;NEUT;SG
gebruiken	использование	gebruiken	использование	V;NFIN	N;INAN;NOM;NEUT;SG
manier	way	manier	way	N;MASC+FEM;SG	PROPN
alles	all	alles	all	PRO;3	PROPN
kort	кратко	kort	кратко	ADJ	ADV
kort	вкратце	kort	вкратце	ADJ	
kort	коротко	kort	коротко	ADJ	ADV
kort	коротко	kort	коротко	ADJ	ADV
kort	кратко	kort	кратко	ADJ	ADV
moeder	мам	moeder	мы	N;MASC+FEM;SG	N;ANIM;GEN;FEM;PL
dienst	службы	dienst	служба	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
dienst	услуги	dienst	услуга	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
werkte	работали	werken	работать	V;SG;PST;FIN	V;IPFV;IND;PL;PST;FIN;ACT
les	лез	les	лезть	N;MASC+FEM;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
les	les	les	les	N;MASC+FEM;SG	PROPN
kilometer	километров	kilometer	километр	N;MASC+FEM;SG	N;INAN;GEN;MASC;PL
kilometer	километров	kilometer	километр	N;MASC+FEM;SG	N;INAN;GEN;MASC;PL
misschien	возможно	misschien	возможный	ADV	ADJ;NEUT;SG
misschien	может	misschien	мочь	ADV	V;IPFV;IND;SG;3;PRS;FIN;ACT
misschien	возможно	misschien	возможный	ADV	ADJ;NEUT;SG
iii	iii	iii	iii	N;MASC+FEM;SG	NUM
tour	tour	tour	tour	N;MASC+FEM;SG	PROPN
tour	гастроли	tour	гастроль	N;MASC+FEM;SG	N;INAN;NOM;MASC;PL
vraag	спроси	vraag	спросить	N;MASC+FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
vraag	спросить	vraag	спросить	N;MASC+FEM;SG	V;PFV;NFIN;ACT
vraag	спросите	vraag	спросить	N;MASC+FEM;SG	V;PFV;IMP;PL;2;FIN;ACT
voornamelijk	преимущественно	voornamelijk	преимущественно	ADJ	ADV
voornamelijk	преимущественно	voornamelijk	преимущественно	ADJ	ADV
engeland	англии	engeland	англия	PROPN;NEUT;SG	N;INAN;NOM;FEM;SG
engeland	англия	engeland	англия	PROPN;NEUT;SG	N;INAN;NOM;FEM;SG
rivier	ривер	rivier	ривер	N;MASC+FEM;SG	
rivier	реки	rivier	река	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
italië	италия	italië	италия	PROPN;NEUT;SG	N;INAN;NOM;FEM;SG
italië	италию	italië	италия	PROPN;NEUT;SG	N;INAN;ACC;FEM;SG
italië	италии	italië	италия	PROPN;NEUT;SG	N;INAN;NOM;FEM;PL
italiaanse	итальянцы	italiaans	итальянец	ADJ	N;ANIM;NOM;MASC;PL
italiaanse	италии	italiaans	италия	ADJ	N;INAN;NOM;FEM;PL
start	начинайте	starten	начинать	V;SG;PRS;FIN	V;IPFV;IMP;PL;2;FIN;ACT
start	начало	starten	начало	V;SG;PRS;FIN	N;INAN;NOM;NEUT;SG
start	старт	starten	старт	V;SG;PRS;FIN	N;INAN;NOM;MASC;SG
echt	real	echt	real	ADJ	PROPN
echt	реально	echt	реально	ADJ	ADV
echt	действительно	echt	действительно	ADJ	ADV
londen	лондоне	lond	лондон	PROPN;NEUT;SG	N;INAN;ESS;MASC;SG
londen	london	lond	london	PROPN;NEUT;SG	PROPN
londen	лондон	lond	лондон	PROPN;NEUT;SG	N;INAN;NOM;MASC;SG
cerambycidae	усачей	cerambycidae	усач	N;MASC+FEM;SG	N;INAN;NOM;MASC;PL
vind	найдите	vinden	найти	V;SG;PRS;FIN	V;PFV;IMP;PL;2;FIN;ACT
piano	фортепиано	piano	фортепиано	N;MASC+FEM;SG	ADV
centrum	centrum	centrum	centrum	N;NEUT;SG	PROPN
type	type	type	type	N;NEUT;SG	PROPN
omvat	обложки	omvatten	обложка	V;SG;PRS;FIN	N;INAN;NOM;FEM;PL
carabidae	carabidae	carabidae	carabidae	N;MASC+FEM;SG	PROPN
leiden	лейденский	leiden	лейденский	V;NFIN	ADJ;NOM;MASC;SG
leiden	свинца	leiden	свинец	V;NFIN	N;INAN;GEN;MASC;SG
leiden	свинец	leiden	свинец	V;NFIN	N;INAN;NOM;MASC;SG
leiden	ведущие	leiden	ведущий	V;NFIN	ADJ;NOM;PL
antwerpen	антверпене	antwerpen	антверпен	PROPN;NEUT;SG	N;INAN;DAT;MASC;SG
hymenoptera	перепончатокрылые	hymenoptera	перепончатокрылое	N;MASC+FEM;SG	N;ANIM;NOM;MASC;PL
vervangen	замена	vervangen	замена	V;V.PTCP	N;INAN;NOM;FEM;SG
vervangen	замена	vervangen	замена	V;V.PTCP	N;INAN;NOM;FEM;SG
verwijderen	удаление	verwijderen	удаление	V;NFIN	N;INAN;NOM;NEUT;SG
loopt	прогулки	lopen	прогулка	V;SG;PRS;FIN	N;INAN;NOM;FEM;PL
militaire	военных	militair	военный	ADJ	N;ANIM;GEN;MASC;PL
militaire	военные	militair	военный	ADJ	N;ANIM;NOM;MASC;PL
vlaanderen	фландрии	vlaanderen	фландрия	V;NFIN	N;INAN;NOM;FEM;PL
oosten	восточная	oosten	восточный	N;NEUT;SG	ADJ;NOM;FEM;SG
oosten	east	oosten	east	N;NEUT;SG	PROPN
oosten	восточный	oosten	восточный	N;NEUT;SG	ADJ;NOM;MASC;SG
adres	адреса	adres	адрес	N;NEUT;SG	N;INAN;NOM;MASC;PL
punt	point	punt	point	N;NEUT;SG	PROPN
inderdaad	воистину	inderdaad	воистину	ADV	
style	style	style	style		PROPN
