氟化	фторид	氟化	фторид		N;INAN;NOM;MASC;SG
敦促	настоятельно	敦促	настоятельно	V	ADV
固態	твердое	固態	твердый	N	ADJ;NOM;NEUT;SG
固態	твердый	固態	твердый	N	ADJ;NOM;MASC;SG
固態	твердых	固態	твердый	N	ADJ;GEN;PL
固態	твердые	固態	твердый	N	ADJ;NOM;PL
避難	убежище	避難	убежище	V	N;INAN;NOM;NEUT;SG
避難	убежища	避難	убежище	V	N;INAN;NOM;NEUT;PL
避難	убежище	避難	убежище	V	N;INAN;NOM;NEUT;SG
從來	never	從來	never	ADV	PROPN
延誤	задержки	延誤	задержка	V	N;INAN;NOM;FEM;PL
延誤	задержка	延誤	задержка	V	N;INAN;NOM;FEM;SG
延誤	задержки	延誤	задержка	V	N;INAN;NOM;FEM;PL
延誤	задержка	延誤	задержка	V	N;INAN;NOM;FEM;SG
獲利	прибыль	獲利	прибыль	V	N;INAN;NOM;FEM;SG
獲利	доходность	獲利	доходность	V	N;INAN;NOM;FEM;SG
領事	консульских	領事	консульский	N	ADJ;GEN;PL
無窮	бесконечности	無窮	бесконечность	ADJ	N;INAN;NOM;FEM;PL
加固	укрепление	加固	укрепление	V	N;INAN;NOM;NEUT;SG
加固	усиление	加固	усиление	V	N;INAN;NOM;NEUT;SG
打字	ввод	打字	ввод	V	N;INAN;NOM;MASC;SG
美咲	мисаки	美咲	мисак	PROPN	N;ANIM;NOM;FEM;PL
寫入	написание	寫入	написание	V	N;INAN;NOM;NEUT;SG
有色	цветные	有色	цветной	N	ADJ;NOM;PL
有色	цветной	有色	цветной	N	ADJ;NOM;MASC;SG
有色	цветные	有色	цветной	N	ADJ;NOM;PL
有色	цветной	有色	цветной	N	ADJ;NOM;MASC;SG
競爭	конкурсных	競爭	конкурсный	V	ADJ;GEN;PL
競爭	конкурентоспособность	競爭	конкурентоспособность	V	N;INAN;NOM;FEM;SG
競爭	конкурентоспособности	競爭	конкурентоспособность	V	N;INAN;NOM;FEM;SG
親密	интимные	親密	интимный	N	ADJ;NOM;PL
矩形	прямоугольные	矩形	прямоугольный	N	ADJ;NOM;PL
貪	жадный	貪	жадный	N	ADJ;NOM;MASC;SG
野蠻	варварские	野蠻	варварский	N	ADJ;NOM;PL
野蠻	жестокие	野蠻	жестокий	N	ADJ;NOM;PL
毆打	штурм	毆打	штурм		N;INAN;NOM;MASC;SG
毆打	нападение	毆打	нападение		N;INAN;NOM;NEUT;SG
毆打	атака	毆打	атака		N;INAN;NOM;FEM;SG
毆打	избиение	毆打	избиение		N;INAN;NOM;NEUT;SG
毆打	избиения	毆打	избиение		N;INAN;NOM;NEUT;PL
壁畫	фреско	壁畫	фреско	N	PART
大	тайся	大	тайся	ADJ	V;IPFV;IMP;SG;2;FIN;MID
慈善	филантроп	慈善	филантроп	PROPN	N;ANIM;NOM;MASC;SG
女	girls	女	girls	N	PROPN
葡萄牙	португальский	葡萄牙	португальский	PROPN	ADJ;NOM;MASC;SG
葡萄牙	португалии	葡萄牙	португалия	PROPN	N;INAN;NOM;NEUT;PL
傑克遜	джексон	傑克遜	джексон	PROPN	N;ANIM;NOM;MASC;SG
梵蒂	ватикан	梵蒂	ватикан	PROPN	N;INAN;NOM;MASC;SG
梵蒂	ватикана	梵蒂	ватикан	PROPN	N;INAN;GEN;MASC;SG
寮國	лаоса	寮國	лаос	PROPN	N;INAN;NOM;MASC;SG
寮國	лаос	寮國	лаос	PROPN	N;INAN;NOM;MASC;SG
騷亂	беспорядков	騷亂	беспорядки	V	N;INAN;GEN;MASC;PL
騷亂	беспорядки	騷亂	беспорядки	V	N;INAN;NOM;MASC;PL
騷亂	беспорядков	騷亂	беспорядки	V	N;INAN;GEN;MASC;PL
騷亂	беспорядки	騷亂	беспорядки	V	N;INAN;NOM;MASC;PL
騷亂	волнения	騷亂	волнение	V	N;INAN;NOM;NEUT;PL
騷亂	бунт	騷亂	бунт	V	N;INAN;NOM;MASC;SG
淺野	асано	淺野	асаный	PROPN	N;ANIM;NOM;MASC;SG
亞當斯	адамс	亞當斯	адамс	PROPN	N;ANIM;NOM;MASC;SG
立國	государственности	立國	государственность	V	N;INAN;NOM;FEM;SG
夜行	ночной	夜行	ночной	N	ADJ;NOM;MASC;SG
夜行	ночные	夜行	ночной	N	ADJ;NOM;PL
摺疊	складной	摺疊	складной	N	ADJ;NOM;MASC;SG
軍閥	warlords	軍閥	warlords	N	PROPN
蜂蜜	родная	蜂蜜	родной	N	ADJ;NOM;FEM;SG
蜂蜜	дорогая	蜂蜜	дорогой	N	ADJ;NOM;FEM;SG
稱	обозначение	稱	обозначение	V	N;INAN;NOM;NEUT;SG
稱	назначение	稱	назначение	V	N;INAN;NOM;NEUT;SG
受益	пособие	受益	пособие	V	N;INAN;NOM;NEUT;SG
異性	гетеросексуальных	異性	гетеросексуальный	N	ADJ;GEN;PL
俯衝	dive	俯衝	dive	N	PROPN
活著	живой	活著	живой	V	ADJ;NOM;MASC;SG
活著	живым	活著	живой	V	ADJ;INS;NEUT;SG
活著	живая	活著	живой	V	ADJ;NOM;FEM;SG
活著	живые	活著	живой	V	ADJ;NOM;PL
活著	жив	活著	живой	V	ADJ;MASC;SG
遺留	наследие	遺留	наследие	V	N;INAN;NOM;NEUT;SG
遺留	наследство	遺留	наследство	V	N;INAN;NOM;NEUT;SG
檸檬	лемон	檸檬	лемон	N	
檸檬	лимонный	檸檬	лимонный	N	ADJ;NOM;MASC;SG
摩登	современный	摩登	современный	PROPN	ADJ;NOM;MASC;SG
摩登	современных	摩登	современный	PROPN	ADJ;GEN;PL
摩登	современная	摩登	современный	PROPN	ADJ;NOM;FEM;SG
摩登	современные	摩登	современный	PROPN	ADJ;NOM;PL
摩登	современное	摩登	современный	PROPN	ADJ;NOM;NEUT;SG
前	беспрецедентное	前	беспрецедентный	N	ADJ;NOM;NEUT;SG
前	беспрецедентный	前	беспрецедентный	N	ADJ;NOM;MASC;SG
前	беспрецедентные	前	беспрецедентный	N	ADJ;NOM;PL
前	беспрецедентно	前	беспрецедентно	N	ADV
裝修	отремонтированы	裝修	ремонтировать	N	V;PFV;PL;PST;V.PTCP;PASS
救濟	облегчение	救濟	облегчение	V	N;INAN;NOM;NEUT;SG
配給	нормирования	配給	нормирование	V	N;INAN;NOM;NEUT;SG
配給	пайки	配給	паек	V	N;INAN;NOM;FEM;PL
配給	рацион	配給	рацион	V	N;INAN;NOM;MASC;SG
群組	group	群組	group	N	PROPN
跟蹤	отслеживания	跟蹤	отслеживание	V	N;INAN;NOM;NEUT;SG
跟蹤	отслеживание	跟蹤	отслеживание	V	N;INAN;NOM;NEUT;SG
跟蹤	преследование	跟蹤	преследование	V	N;INAN;NOM;NEUT;SG
喝酒	напиток	喝酒	напиток	V	N;INAN;NOM;MASC;SG
多樣	разнообразие	多樣	разнообразие	ADJ	N;INAN;NOM;NEUT;SG
多樣	разнообразия	多樣	разнообразие	ADJ	N;INAN;GEN;NEUT;SG
多樣	многообразие	多樣	многообразие	ADJ	N;INAN;NOM;NEUT;SG
檀	гонолулу	檀	гонолул	PROPN	N;INAN;ACC;MASC;SG
處置	отчуждение	處置	отчуждение	V	N;INAN;NOM;NEUT;SG
處置	отчуждения	處置	отчуждение	V	N;INAN;NOM;NEUT;PL
玲奈	рена	玲奈	рена	PROPN	N;ANIM;NOM;FEM;SG
量度	измерить	量度	измерить	N	V;PFV;NFIN;ACT
按	массаж	按	массаж	ADP	N;INAN;NOM;MASC;SG
按	массаж	按	массаж	ADP	N;INAN;NOM;MASC;SG
寶馬	bmw	寶馬	bmw	N	PROPN
寓言	fable	寓言	fable	N	PROPN
忽視	пренебрежение	忽視	пренебрежение	V	N;INAN;NOM;NEUT;SG
忽視	игнорирование	忽視	игнорирование	V	N;INAN;NOM;NEUT;SG
忽視	игнорирование	忽視	игнорирование	V	N;INAN;NOM;NEUT;SG
為	зачем	為	зачем	ADP	ADV
為	почему	為	почему	ADP	ADV
煽動	подстрекательство	煽動	подстрекательство	V	N;INAN;NOM;NEUT;SG
煽動	подстрекательство	煽動	подстрекательство	V	N;INAN;NOM;NEUT;SG
煽動	агитации	煽動	агитация	V	N;INAN;NOM;FEM;PL
煽動	подстрекательство	煽動	подстрекательство	V	N;INAN;NOM;NEUT;SG
煽動	смуту	煽動	смута	V	N;INAN;ACC;FEM;SG
應變	штамм	應變	штамм	V	N;INAN;NOM;MASC;SG
保養	поддержание	保養	поддержание	V	N;INAN;NOM;NEUT;SG
保養	ведение	保養	ведение	V	N;INAN;NOM;NEUT;SG
騷動	беспорядков	騷動	беспорядки	V	N;INAN;GEN;MASC;PL
騷動	беспорядки	騷動	беспорядки	V	N;INAN;NOM;MASC;PL
騷動	волнения	騷動	волнение	V	N;INAN;NOM;NEUT;PL
萃取	извлечение	萃取	извлечение	V	N;INAN;NOM;NEUT;SG
萃取	добычи	萃取	добыча	V	N;INAN;NOM;FEM;PL
萃取	извлечение	萃取	извлечение	V	N;INAN;NOM;NEUT;SG
萃取	выдержка	萃取	выдержка	V	N;INAN;NOM;FEM;SG
萃取	экстракт	萃取	экстракт	V	N;INAN;NOM;MASC;SG
壓迫	репрессии	壓迫	репрессия	V	N;INAN;NOM;FEM;PL
壓迫	репрессий	壓迫	репрессия	V	N;INAN;GEN;FEM;PL
壓迫	подавление	壓迫	подавление	V	N;INAN;NOM;NEUT;SG
壓迫	угнетения	壓迫	угнетение	V	N;INAN;NOM;NEUT;PL
填補	наполнения	填補	наполнение	V	N;INAN;NOM;NEUT;PL
填補	заполнение	填補	заполнение	V	N;INAN;NOM;NEUT;SG
填補	заполнения	填補	заполнение	V	N;INAN;NOM;NEUT;PL
丁	гвоздика	丁	гвоздика	PROPN	N;INAN;NOM;FEM;SG
丁	гвоздики	丁	гвоздик	PROPN	N;INAN;NOM;FEM;PL
困惑	путаница	困惑	путаница	V	N;INAN;NOM;FEM;SG
困惑	путаницы	困惑	путаница	V	N;INAN;NOM;FEM;SG
困惑	замешательство	困惑	замешательство	V	N;INAN;NOM;NEUT;SG
外人	посторонних	外人	посторонний	N	ADJ;GEN;PL
聖地亞哥	сантьяго	聖地亞哥	сантий	PROPN	N;INAN;NOM;MASC;SG
大同	датун	大同	датун	PROPN	N;INAN;NOM;MASC;SG
嫉妒	ревность	嫉妒	ревность	V	N;INAN;NOM;FEM;SG
嫉妒	зависть	嫉妒	зависть	V	N;INAN;NOM;FEM;SG
嫉妒	зависть	嫉妒	зависть	V	N;INAN;NOM;FEM;SG
嫉妒	ревность	嫉妒	ревность	V	N;INAN;NOM;FEM;SG
共	сосуществовать	共	сосуществовать	ADV	V;IPFV;NFIN;ACT
共	сосуществования	共	сосуществование	ADV	N;INAN;NOM;NEUT;SG
共	сосуществование	共	сосуществование	ADV	N;INAN;NOM;NEUT;SG
放大	amp	放大	amp	V	PROPN
放大	усилитель	放大	усилитель	V	N;INAN;NOM;MASC;SG
放大	усилители	放大	усилитель	V	N;INAN;NOM;MASC;PL
放大	усилители	放大	усилитель	V	N;INAN;NOM;MASC;PL
離心	центробежные	離心	центробежный	N	ADJ;NOM;PL
麻美	асами	麻美	ас	PROPN	N;ANIM;INS;MASC;PL
跨國	транснациональной	跨國	транснациональный	V	ADJ;INS;FEM;SG
跨國	транснациональные	跨國	транснациональный	V	ADJ;NOM;PL
跨國	транснациональная	跨國	транснациональный	V	ADJ;NOM;FEM;SG
貝多芬	бетховен	貝多芬	бетховен	PROPN	N;ANIM;NOM;MASC;SG
濁	выразили	濁	выразить	N	V;PFV;IND;PL;PST;FIN;ACT
棕櫚	palm	棕櫚	palm	N	PROPN
批發	оптом	批發	оптом	V	N;INAN;NOM;MASC;SG
勒索	шантаж	勒索	шантаж	V	N;INAN;NOM;MASC;SG
勒索	вымогательства	勒索	вымогательство	V	N;INAN;NOM;NEUT;PL
勒索	вымогательство	勒索	вымогательство	V	N;INAN;NOM;NEUT;SG
突顯	актуальное	突顯	актуальный	V	ADJ;NOM;NEUT;SG
牛角	хорн	牛角	хорна	N	
附帶	залога	附帶	залог		N;INAN;GEN;MASC;SG
行進	marching	行進	marching	V	PROPN
獨奏	солиста	獨奏	солист	V	N;ANIM;ACC;MASC;SG
獨奏	соло	獨奏	соло	V	
敏捷	ловкость	敏捷	ловкость	ADJ	N;INAN;NOM;FEM;SG
自豪	горжусь	自豪	гордиться	N	V;IPFV;IND;SG;1;PRS;FIN;MID
自豪	гордый	自豪	гордый	N	ADJ;NOM;MASC;SG
自豪	горд	自豪	гордый	N	ADJ;MASC;SG
致電	звонок	致電	звонок	V	N;INAN;NOM;MASC;SG
報仇	месть	報仇	месть	V	N;INAN;NOM;FEM;SG
可	переменная	可	переменный	V	ADJ;NOM;FEM;SG
可	переменные	可	переменная	V	ADJ;NOM;PL
可	переменной	可	переменный	V	ADJ;INS;FEM;SG
零售	розничных	零售	розничный	V	ADJ;GEN;PL
漫遊	бродить	漫遊	бродить	N	V;IPFV;NFIN;ACT
