arsenal	arsenalul	arsenal	arsenal	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
kapacitu	capacitate	kapacita	capacitate	N;ACC;FEM;SG;POS	N;INDF;FEM;SG
odolnost	rezistență	odolnost	rezistență	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
odolnost	rezistența	odolnost	rezistență	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
odolnost	rezistenta	odolnost	rezistentă	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
připojit	conectare	připojit	conectare	V;PFV;POS;NFIN	N;INDF;FEM;SG
zajímavý	interesanta	zajímavý	interesant	ADJ;INAN;NOM;MASC;SG;POS	ADJ;DEF;FEM;SG
zajímavý	interesant	zajímavý	interesant	ADJ;INAN;NOM;MASC;SG;POS	ADV
zajímavý	interesantă	zajímavý	interesant	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
classic	clasică	classic	clasic	N;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
classic	clasic	classic	clasic	N;INAN;NOM;MASC;SG;POS	ADV
classic	clasica	classic	clasică	N;INAN;NOM;MASC;SG;POS	ADJ;DEF;FEM;SG
classic	classic	classic	classic	N;INAN;NOM;MASC;SG;POS	PROPN
vyhrát	victorie	vyhrát	victorie	V;POS;NFIN	N;INDF;FEM;SG
jídla	mancare	jídlo	mancare	N;NOM;NEUT;PL;POS	N;INDF;FEM;SG
jídla	mâncare	jídlo	mâncare	N;NOM;NEUT;PL;POS	N;INDF;FEM;SG
jídla	alimentare	jídlo	alimentare	N;NOM;NEUT;PL;POS	N;INDF;FEM;SG
jídla	hrană	jídlo	hrană	N;NOM;NEUT;PL;POS	N;INDF;FEM;SG
turistika	turismul	turistika	turism	N;NOM;FEM;SG;POS	N;DEF;MASC;SG
rozhovory	interviurile	rozhovor	interviu	N;INAN;NOM;MASC;PL;POS	N;DEF;FEM;PL
plánované	planificate	plánovaný	planificat	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;PL
plánované	planificată	plánovaný	planifica	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;SG
kfar	kfar	kfar	kfar	PROPN;INAN;NOM;MASC;SG;POS	PROPN
radost	bucurie	radost	bucurie	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
radost	veselie	radost	veselie	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
radost	bucuria	radost	bucurie	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
radost	fericita	radost	fericita	N;NOM;FEM;SG;POS	ADJ;DEF;FEM;SG
radost	fericită	radost	fericit	N;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
radost	happy	radost	happy	N;NOM;FEM;SG;POS	
radost	fericit	radost	fericit	N;NOM;FEM;SG;POS	ADJ;INDF;MASC;SG
office	biroul	office	birou	N;NOM;FEM;SG;POS	N;DEF;MASC;SG
office	oficiul	office	oficiu	N;NOM;FEM;SG;POS	N;DEF;MASC;SG
odměny	remunerare	odměna	remunerare	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
odměny	remunerație	odměna	remunerație	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
dostatečné	suficiente	dostatečný	suficient	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;PL
dostatečné	suficientă	dostatečný	suficient	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;SG
ukázat	spectacol	ukázat	spectacol	V;POS;NFIN	N;INDF;MASC;SG
impérium	imperiul	impérium	imperiu	N;NOM;NEUT;SG;POS	N;DEF;MASC;SG
impérium	imperiului	impérium	imperiu	N;NOM;NEUT;SG;POS	N;DEF;MASC;SG
podrobně	detaliat	podrobně	detaliat	ADV;POS	ADJ;INDF;MASC;SG
podrobně	detaliată	podrobně	detaliat	ADV;POS	ADJ;INDF;FEM;SG
podrobně	detaliate	podrobně	detalia	ADV;POS	ADJ;INDF;FEM;PL
roberto	roberta	roberto	robertă	PROPN;ANIM;NOM;MASC;SG;POS	N;DEF;FEM;SG
roberto	roberto	roberto	roberto	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
ledu	gheaţă	led	gheaţă	N;INAN;GEN;MASC;SG;POS	N;INDF;FEM;SG
ledu	gheata	led	gheată	N;INAN;GEN;MASC;SG;POS	N;DEF;FEM;SG
ledu	gheată	led	gheată	N;INAN;GEN;MASC;SG;POS	N;INDF;FEM;SG
ledu	ice	led	ice	N;INAN;GEN;MASC;SG;POS	
ledu	gheață	led	gheață	N;INAN;GEN;MASC;SG;POS	N;INDF;FEM;SG
prozatímní	interimar	prozatímní	interimar	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;SG
prozatímní	provizorii	prozatímní	provizoriu	ADJ;NOM;MASC;SG;POS	ADJ;INDF;PL
prozatímní	provizoriu	prozatímní	provizoriu	ADJ;NOM;MASC;SG;POS	ADV
prozatímní	provizorie	prozatímní	provizorie	ADJ;NOM;MASC;SG;POS	N;INDF;FEM;SG
obilí	cereale	obilí	cereală	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
obilí	grâne	obilí	grâne	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
odborník	specialistul	odborník	specialist	N;ANIM;NOM;MASC;SG;POS	N;DEF;MASC;SG
odborník	expertul	odborník	expert	N;ANIM;NOM;MASC;SG;POS	N;DEF;MASC;SG
odborník	expertă	odborník	expert	N;ANIM;NOM;MASC;SG;POS	N;INDF;FEM;SG
deklarace	declarație	deklarace	declarație	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
deklarace	declarația	deklarace	declarație	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
upravené	editat	upravený	edita	ADJ;NOM;MASC;PL;POS	ADJ;INDF;MASC;SG
upravené	editată	upravený	edita	ADJ;NOM;MASC;PL;POS	ADJ;INDF;FEM;SG
upravené	ajustată	upravený	ajusta	ADJ;NOM;MASC;PL;POS	ADJ;INDF;FEM;SG
upravené	ajustat	upravený	ajusta	ADJ;NOM;MASC;PL;POS	ADJ;INDF;MASC;SG
upravené	modificată	upravený	modifica	ADJ;NOM;MASC;PL;POS	ADJ;INDF;FEM;SG
upravené	modificat	upravený	modificat	ADJ;NOM;MASC;PL;POS	ADJ;INDF;MASC;SG
upravené	personalizat	upravený	personaliza	ADJ;NOM;MASC;PL;POS	ADJ;INDF;MASC;SG
přidání	adăugarea	přidání	adăugare	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
přidání	adăugarea	přidání	adăugare	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
přidání	adăugând	přidání	adăuga	N;NOM;NEUT;SG;POS	V;V.MSDR
přidání	adăugare	přidání	adăugare	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
přidání	adaugă	přidání	adăuga	N;NOM;NEUT;SG;POS	V;IND;3;PRS;FIN
přidání	add	přidání	add	N;NOM;NEUT;SG;POS	
přidání	adauga	přidání	adauga	N;NOM;NEUT;SG;POS	V;IND;SG;3;IPFV;FIN
plod	făt	plod	făt	N;INAN;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
plod	fătului	plod	făt	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
plod	făt	plod	făt	N;INAN;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
plod	fătul	plod	făt	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
instalace	instalatii	instalace	instalat	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
instalace	instalări	instalace	instalare	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
instalace	instalații	instalace	instalație	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
instalace	instalări	instalace	instalare	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
instalace	instalație	instalace	instalație	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
instalace	montare	instalace	montare	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
instalace	instalarea	instalace	instalare	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
instalace	instalare	instalace	instalare	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
instalace	instalarea	instalace	instalare	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
instalace	instalează	instalace	instala	N;NOM;FEM;SG;POS	V;IND;3;PRS;FIN
instalace	instalare	instalace	instalare	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
chlapci	baieti	chlapec	baiet	N;ANIM;NOM;MASC;PL;POS	
organické	organici	organický	organic	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;PL
organické	organice	organický	organic	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;PL
organické	organică	organický	organic	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
revize	revizuiri	revize	revizuire	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
revize	revizuirile	revize	revizuire	N;NOM;FEM;SG;POS	N;DEF;FEM;PL
revize	revizie	revize	revizie	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
revize	revizuirea	revize	revizuire	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
revize	revizuire	revize	revizuire	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
indiana	indiana	indiana	indiană	PROPN;NOM;FEM;SG;POS	N;DEF;FEM;SG
morální	morala	morální	morală	ADJ;NOM;MASC;SG;POS	N;DEF;FEM;SG
morální	morală	morální	moral	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
double	dubla	double	dublu	PROPN;INAN;NOM;MASC;SG;POS	ADJ;DEF;FEM;SG
double	dublă	double	dublu	PROPN;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
double	dublu	double	dublu	PROPN;INAN;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
double	duble	double	dublu	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;FEM;PL
nelson	nelson	nelson	nelson	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
utrpení	suferință	utrpení	suferință	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
utrpení	suferinta	utrpení	suferint	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
utrpení	suferind	utrpení	suferi	N;NOM;NEUT;SG;POS	V;V.MSDR
utrpení	mizerie	utrpení	mizerie	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
nářečí	dialecte	nářečí	dialect	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
závislé	dependentă	závislý	dependent	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;SG
závislé	dependente	závislý	dependent	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;PL
báze	baze	báze	bază	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
báze	bazele	báze	bază	N;NOM;FEM;SG;POS	N;DEF;FEM;PL
báze	baza	báze	bază	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
báze	bază	báze	bază	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
fotografování	fotografie	fotografování	fotografie	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
fotografování	fotografia	fotografování	fotografie	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
vysoko	high	vysoko	high	ADV;POS	
vysoko	înaltă	vysoko	înalt	ADV;POS	ADJ;INDF;FEM;SG
vysoko	inalta	vysoko	inalta	ADV;POS	ADJ;DEF;FEM;SG
sadu	livada	sada	livadă	N;ACC;FEM;SG;POS	N;DEF;FEM;SG
sadu	livadă	sada	livadă	N;ACC;FEM;SG;POS	N;INDF;FEM;SG
ken	ken	ken	ken	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
luigi	luigi	luigi	luig	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
rozšířený	prelungită	rozšířený	prelungit	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
rozšířený	extinsă	rozšířený	extins	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
získávání	achiziția	získávání	achiziție	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
získávání	achiziție	získávání	achiziție	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
agrární	agrară	agrární	agrara	ADJ;NOM;MASC;SG;POS	N;INDF;FEM;SG
vlastník	proprietarul	vlastník	proprietar	N;ANIM;NOM;MASC;SG;POS	N;DEF;MASC;SG
politiků	politicienii	politik	politician	N;ANIM;GEN;MASC;PL;POS	N;DEF;MASC;PL
politiků	politicienilor	politik	politiciene	N;ANIM;GEN;MASC;PL;POS	N;DEF;MASC;PL
střela	împușcat	střela	împușca	N;NOM;FEM;SG;POS	ADJ;INDF;MASC;SG
střela	impuscat	střela	impusca	N;NOM;FEM;SG;POS	ADJ;INDF;MASC;SG
střela	rachetă	střela	rachetă	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
ptáky	sculele	pták	sculă	N;ANIM;ACC;MASC;PL;POS	N;DEF;FEM;PL
ptáky	pasarile	pták	pasarilă	N;ANIM;ACC;MASC;PL;POS	N;DEF;FEM;PL
ptáky	păsările	pták	pasăre	N;ANIM;ACC;MASC;PL;POS	N;DEF;FEM;PL
hluboko	adanc	hluboko	adanc	ADV;POS	
hluboko	adâncă	hluboko	adânc	ADV;POS	ADJ;INDF;FEM;SG
eddie	eddie	eddie	eddie	N;ANIM;NOM;MASC;SG;POS	PROPN
snadné	ușor	snadný	ușor	ADJ;NOM;NEUT;SG;POS	ADV
snadné	usor	snadný	usor	ADJ;NOM;NEUT;SG;POS	ADV
barry	barry	barra	barry	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
barry	florin	barra	florin	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
vizuální	vizuală	vizuální	vizual	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
vizuální	vizual	vizuální	vizual	ADJ;NOM;MASC;SG;POS	ADV
vchod	intrarea	vchod	intrare	N;INAN;NOM;MASC;SG;POS	N;DEF;FEM;SG
vchod	intrare	vchod	intrare	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
viditelné	vizibilă	viditelný	vizibil	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;SG
viditelné	vizibile	viditelný	vizibil	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;PL
viditelné	vizibil	viditelný	vizibil	ADJ;NOM;NEUT;SG;POS	ADV
dětská	copile	dětský	copil	ADJ;NOM;FEM;SG;POS	N;INDF;FEM;PL
dětská	copila	dětský	copilă	ADJ;NOM;FEM;SG;POS	N;DEF;FEM;SG
dětská	copil	dětský	copil	ADJ;NOM;FEM;SG;POS	N;INDF;MASC;SG
dětská	copilă	dětský	copil	ADJ;NOM;FEM;SG;POS	N;INDF;FEM;SG
hit	lovit	hit	lovi	N;INAN;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
hit	loveste	hit	lovest	N;INAN;NOM;MASC;SG;POS	V;IND;SG;3;PRS;FIN
připojen	conectate	připojený	conecta	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
poznal	recunoscute	poznat	recunoscut	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	ADJ;INDF;FEM;PL
poznal	recunoscut	poznat	recunoscut	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	ADJ;INDF;MASC;SG
poznal	recunoscută	poznat	recunoaște	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	ADJ;INDF;FEM;SG
vždycky	intotdeauna	vždycky	intotdeauna	ADV	
sankt	sankt	sankt	sankt	PROPN;NOM;MASC;SG;POS	PROPN
spiknutí	intriga	spiknutí	intriga	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
spiknutí	intrigă	spiknutí	intriga	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
spiknutí	parcele	spiknutí	parce	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
naději	speranta	naděje	sperant	N;ACC;FEM;SG;POS	N;DEF;FEM;SG
naději	sper	naděje	spera	N;ACC;FEM;SG;POS	V;IND;SG;1;PRS;FIN
naději	speranța	naděje	speranță	N;ACC;FEM;SG;POS	N;DEF;FEM;SG
naději	speranță	naděje	speranță	N;ACC;FEM;SG;POS	N;INDF;FEM;SG
nan	nan	nan	nan	PROPN;NOM;FEM;SG;POS	
stanoví	specifică	stanovit	specifica	V;PFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PST;FIN
továrně	fabrică	továrna	fabrică	N;DAT;FEM;SG;POS	N;INDF;FEM;SG
továrně	fabrica	továrna	fabrică	N;DAT;FEM;SG;POS	N;DEF;FEM;SG
pořady	arată	pořad	arăta	N;INAN;NOM;MASC;PL;POS	V;IND;3;PRS;FIN
křesťanská	creștină	křesťanský	creștină	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
křesťanská	creştin	křesťanský	creştin	ADJ;NOM;FEM;SG;POS	N;INDF;MASC;SG
křesťanská	christian	křesťanský	christian	ADJ;NOM;FEM;SG;POS	PROPN
křesťanská	crestin	křesťanský	crestin	ADJ;NOM;FEM;SG;POS	N;INDF;MASC;SG
nepomuk	nepomuk	nepomuk	nepomuk	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
odhalení	dezvelire	odhalení	dezvelire	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
odhalení	apocalipsa	odhalení	apocalipsa	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
odhalení	dezvăluiri	odhalení	dezvăluire	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
münchen	münchen	münchen	münchen	PROPN;INAN;MASC;POS	PROPN
pojmenoval	numit	pojmenovat	numit	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	ADJ;INDF;MASC;SG
cyril	cyril	cyrita	cyril	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
keith	keith	keith	keith	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
toulouse	toulouse	toulouse	toulou	PROPN;NOM;FEM;SG;POS	N;INDF;MASC;SG
trend	tendinta	trend	tendintă	N;INAN;NOM;MASC;SG;POS	N;DEF;FEM;SG
arabové	arabii	arabový	arabie	N;ANIM;NOM;MASC;PL;POS	N;DEF;MASC;PL
císařovna	împărăteasă	císařovna	împărăti	N;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
císařovna	împărăteasa	císařovna	împărăteasă	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
souvislost	conexiunea	souvislost	conexiune	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
souvislost	conexiune	souvislost	conexiune	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
souvislost	legătura	souvislost	legătură	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
souvislost	legătură	souvislost	legătură	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
souvislost	linkul	souvislost	link	N;NOM;FEM;SG;POS	N;DEF;MASC;SG
výuky	predau	výuka	preda	N;NOM;FEM;SG;POS	V;IND;PL;3;IPFV;FIN
výuky	predare	výuka	predare	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
nejoblíbenější	preferat	oblíbený	preferat	ADJ;NOM;RL;MASC;SG;POS	ADJ;INDF;MASC;SG
nejoblíbenější	favorita	oblíbený	favorita	ADJ;NOM;RL;MASC;SG;POS	N;DEF;FEM;SG
nejoblíbenější	favorite	oblíbený	favori	ADJ;NOM;RL;MASC;SG;POS	ADJ;INDF;FEM;PL
nejoblíbenější	favorit	oblíbený	favori	ADJ;NOM;RL;MASC;SG;POS	ADJ;INDF;MASC;SG
nejoblíbenější	preferata	oblíbený	preferat	ADJ;NOM;RL;MASC;SG;POS	ADJ;DEF;FEM;SG
nejoblíbenější	preferate	oblíbený	preferat	ADJ;NOM;RL;MASC;SG;POS	ADJ;INDF;FEM;PL
pobočka	creangă	pobočka	creange	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
pobočka	ramură	pobočka	ramură	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
pobočka	filială	pobočka	filial	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
pobočka	sucursala	pobočka	sucursală	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
pobočka	branch	pobočka	branch	N;NOM;FEM;SG;POS	PROPN
irena	irena	iren	irena	N;NOM;FEM;SG;POS	PROPN
švýcarské	elvețiană	švýcarský	elvețian	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
ukládání	economisire	ukládání	economisire	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
ukládání	salvarea	ukládání	salvare	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
dočasné	temporare	dočasný	temporare	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;PL
dočasné	temporara	dočasný	temporar	ADJ;NOM;NEUT;SG;POS	N;DEF;FEM;SG
dočasné	temporar	dočasný	temporar	ADJ;NOM;NEUT;SG;POS	ADV
dočasné	temporară	dočasný	temporar	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;SG
chaty	cabană	chata	cabană	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
chaty	cabină	chata	cabină	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
chaty	cabina	chata	cabină	N;NOM;FEM;PL;POS	N;DEF;FEM;SG
chaty	cabana	chata	cabană	N;NOM;FEM;PL;POS	N;DEF;FEM;SG
fakta	faptele	faktum	fapt	N;NOM;NEUT;PL;POS	N;DEF;FEM;PL
admirál	amiralul	admirál	amiral	N;ANIM;NOM;MASC;SG;POS	N;DEF;MASC;SG
ontario	ontario	ontario	ontario	PROPN;NOM;NEUT;SG;POS	PROPN
tkáně	țesut	tkáň	țesut	N;NOM;FEM;PL;POS	N;INDF;MASC;SG
tkáně	tesut	tkáň	tesut	N;NOM;FEM;PL;POS	N;INDF;MASC;SG
orel	eagle	orel	eaglă	N;ANIM;NOM;MASC;SG;POS	
orel	vulturul	orel	vultur	N;ANIM;NOM;MASC;SG;POS	N;DEF;MASC;SG
orel	cozi	orel	code	N;ANIM;NOM;MASC;SG;POS	N;INDF;FEM;PL
orel	pajură	orel	pajură	N;ANIM;NOM;MASC;SG;POS	V;IND;SG;3;PST;FIN
jasný	clar	jasný	clar	ADJ;INAN;NOM;MASC;SG;POS	ADV
jasný	limpede	jasný	limpede	ADJ;INAN;NOM;MASC;SG;POS	ADV
ozbrojené	armat	ozbrojený	armat	ADJ;NOM;MASC;PL;POS	ADJ;INDF;MASC;SG
ozbrojené	înarmat	ozbrojený	înarmat	ADJ;NOM;MASC;PL;POS	ADJ;INDF;MASC;SG
poskytl	furnizat	poskytnout	furniza	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	ADJ;INDF;MASC;SG
poskytl	furnizată	poskytnout	furniza	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	ADJ;INDF;FEM;SG
poskytl	furnizate	poskytnout	furniza	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	ADJ;INDF;FEM;PL
jennifer	jennifer	jennifra	jennifer	PROPN;NOM;FEM;SG;POS	PROPN
značek	mărcile	značka	marcă	N;GEN;FEM;PL;POS	N;DEF;FEM;PL
podzimní	toamna	podzimní	toamnă	ADJ;NOM;MASC;SG;POS	N;DEF;FEM;SG
podzimní	toamnă	podzimní	toamnă	ADJ;NOM;MASC;SG;POS	N;INDF;FEM;SG
patnáct	fifteen	patnáct	fifteen	NUM;NOM;SG	
patnáct	cincisprezece	patnáct	cincisprezece	NUM;NOM;SG	NUM;PL
klíčové	cheie	klíčový	cheie	ADJ;NOM;MASC;PL;POS	N;INDF;FEM;SG
klíčové	tasta	klíčový	tasta	ADJ;NOM;MASC;PL;POS	N;DEF;FEM;SG
klíčové	cheia	klíčový	cheie	ADJ;NOM;MASC;PL;POS	N;DEF;FEM;SG
hity	lovește	hit	lovi	N;INAN;NOM;MASC;PL;POS	V;IND;SG;3;PRS;FIN
tragédie	tragedii	tragedie	tragediu	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
tragédie	tragica	tragedie	tragica	N;NOM;FEM;SG;POS	ADJ;DEF;FEM;SG
tragédie	tragice	tragedie	tragic	N;NOM;FEM;SG;POS	ADJ;INDF;FEM;PL
tragédie	tragică	tragedie	tragic	N;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
tragédie	tragic	tragedie	tragic	N;NOM;FEM;SG;POS	ADJ;INDF;MASC;SG
tragédie	tragedie	tragedie	tragedie	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
tragédie	tragedia	tragedie	tragedie	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
kritické	critică	kritický	critica	ADJ;NOM;NEUT;SG;POS	V;IND;SG;3;PST;FIN
kritické	critica	kritický	critică	ADJ;NOM;NEUT;SG;POS	N;DEF;FEM;SG
kritické	critice	kritický	critic	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;PL
cenné	valoroasa	cenný	valoros	ADJ;NOM;MASC;PL;POS	ADJ;DEF;FEM;SG
cenné	valoroasă	cenný	valoros	ADJ;NOM;MASC;PL;POS	ADJ;INDF;FEM;SG
cenné	valoros	cenný	valoros	ADJ;NOM;MASC;PL;POS	ADJ;INDF;MASC;SG
faktor	factorul	faktor	factor	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
hebrejsky	ebraică	hebrejsky	ebraic	ADV;POS	N;INDF;FEM;SG
soudy	instanțele	soud	instanță	N;INAN;NOM;MASC;PL;POS	N;DEF;FEM;PL
soudy	tribunalele	soud	tribunal	N;INAN;NOM;MASC;PL;POS	N;DEF;FEM;PL
příbuzný	rudă	příbuzný	rude	N;ANIM;NOM;MASC;SG;POS	N;INDF;FEM;SG
příbuzný	relativ	příbuzný	relativ	N;ANIM;NOM;MASC;SG;POS	ADV
příbuzný	ruda	příbuzný	ruda	N;ANIM;NOM;MASC;SG;POS	N;DEF;FEM;SG
příbuzný	relative	příbuzný	relativ	N;ANIM;NOM;MASC;SG;POS	ADJ;INDF;FEM;PL
příbuzný	relativă	příbuzný	relativ	N;ANIM;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
chodit	mersul	chodit	mers	V;IPFV;POS;NFIN	N;DEF;MASC;SG
chodit	plimbare	chodit	plimbare	V;IPFV;POS;NFIN	N;INDF;FEM;SG
chodit	walk	chodit	walk	V;IPFV;POS;NFIN	N;INDF;MASC;SG
nežádoucí	nedorită	žádoucí	nedorit	ADJ;NOM;MASC;SG;NEG	ADJ;INDF;FEM;SG
nežádoucí	nedorite	žádoucí	nedorit	ADJ;NOM;MASC;SG;NEG	ADJ;INDF;FEM;PL
nežádoucí	nedorită	žádoucí	nedorit	ADJ;NOM;MASC;SG;NEG	ADJ;INDF;FEM;SG
nežádoucí	nedorite	žádoucí	nedorit	ADJ;NOM;MASC;SG;NEG	ADJ;INDF;FEM;PL
tvůrci	creatorii	tvůrce	creator	N;ANIM;NOM;MASC;PL;POS	N;DEF;MASC;PL
potenciální	potențial	potenciální	potențial	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;SG
potenciální	potențialul	potenciální	potențial	ADJ;NOM;MASC;SG;POS	N;DEF;MASC;SG
koho	cine	kdo	cine	PRO;ANIM;ACC;MASC	PRO;3
koho	care	kdo	care	PRO;ANIM;ACC;MASC	PRO;3
souboj	duelul	souboj	duel	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
znečištění	poluare	znečištění	poluare	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
znečištění	poluarea	znečištění	poluare	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
bytosti	creaturile	bytost	creatură	N;NOM;FEM;PL;POS	N;DEF;FEM;PL
léčení	vindecare	léčení	vindecare	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
