oli	ήταν	olla	είμαι	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;PST;FIN;PASS
suuri	μεγάλα	suuri	μεγάλος	ADJ;NOM;SG	ADJ;NOM;NEUT;PL
http	http	http	http	N;NOM;SG	
osallistui	παρευρέθηκαν	osallistua	παρεύρομαι	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;3;PST;FIN;PASS
osallistui	συμμετείχαν	osallistua	συμμετέχω	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;PL;3;PST;FIN;ACT
osallistui	συμμετείχα	osallistua	συμμετέχω	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;1;PST;FIN;ACT
joukkue	ομάδα	joukkue	ομάδα	N;NOM;SG	N;ACC;FEM;SG
joukkue	ομάδα	joukkue	ομάδα	N;NOM;SG	N;ACC;FEM;SG
alue	έκταση	alue	έκταση	N;NOM;SG	N;ACC;FEM;SG
maailman	world	maailma	world	N;GEN;SG	
maailman	κόσμο	maailma	κόσμος	N;GEN;SG	N;ACC;MASC;SG
maailman	κόσμος	maailma	κόσμος	N;GEN;SG	N;NOM;MASC;SG
kirjailija	συγγραφέα	kirjailija	συγγραφέα	N;NOM;SG	N;VOC;MASC;SG
kirjailija	συγγραφέα	kirjailija	συγγραφέα	N;NOM;SG	N;VOC;MASC;SG
ilman	χωρίς	ilman	χωρίς	ADV	ADP
sodan	πόλεμος	sota	πόλεμος	N;GEN;SG	N;NOM;MASC;SG
sodan	πόλεμο	sota	πόλεμος	N;GEN;SG	N;ACC;MASC;SG
tunnetaan	γνωστή	tuntea	γνωστός	V;IND;PRS;FIN;PASS	ADJ;NOM;FEM;SG
tunnetaan	γνωστός	tuntea	γνωστός	V;IND;PRS;FIN;PASS	ADJ;NOM;MASC;SG
tunnetaan	γνωστό	tuntea	γνωστός	V;IND;PRS;FIN;PASS	ADJ;NOM;NEUT;SG
tunnetaan	γνωστοί	tuntea	γνωστός	V;IND;PRS;FIN;PASS	ADJ;NOM;MASC;PL
tunnetaan	γνωστές	tuntea	γνωστός	V;IND;PRS;FIN;PASS	ADJ;NOM;FEM;PL
elokuvan	ταινία	elo#kuva	ταινία	N;GEN;SG	N;NOM;FEM;SG
elokuvan	ταινια	elo#kuva	ταινιά	N;GEN;SG	N;NOM;FEM;SG
takaisin	πλάτη	takaisin	πλάτος	ADV	N;NOM;FEM;SG
ruotsin	σουηδός	ruotsi	σουηδός	N;GEN;SG	ADJ;NOM;MASC;SG
ruotsin	σουηδικά	ruotsi	σουηδικά	N;GEN;SG	ADV
ruotsin	σουηδική	ruotsi	σουηδικός	N;GEN;SG	ADJ;NOM;FEM;SG
ruotsin	σουηδικό	ruotsi	σουηδικός	N;GEN;SG	ADJ;NOM;NEUT;SG
perustettiin	ίδρυσε	perustaa	ιδρύω	V;IND;PST;FIN;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
joiden	ποιανού	joka	ποιανός	PRO;GEN;PL	PRO;NOM;MASC;SG;3
joiden	τίνος	joka	τίνος	PRO;GEN;PL	PRO;GEN;NEUT;SG;3
joiden	ποιου	joka	ποιος	PRO;GEN;PL	DET;NOM;DEF;MASC;SG
entinen	πρώην	entinen	πρώην	ADJ;NOM;SG	ADV
entinen	πρωην	entinen	πρωην	ADJ;NOM;SG	N;NOM;MASC;SG
tätä	αυτο	tämä	αυτός	PRO;PRT;SG	PRO;NOM;NEUT;SG;3
tätä	αυτό	tämä	αυτός	PRO;PRT;SG	PRO;NOM;NEUT;SG;3
kappale	παράγραφο	kappale	παράγραφο	N;NOM;SG	N;ACC;FEM;SG
kappale	σονγκ	kappale	σονγκ	N;NOM;SG	
kitara	κιθάρες	kitara	κιθάρα	N;NOM;SG	N;NOM;FEM;PL
pituus	μήκος	pituus	μήκος	N;NOM;SG	N;ACC;NEUT;SG
miljoonaa	εκατομμύρια	miljoona	εκατομμύριο	NUM;PRT;SG	N;NOM;NEUT;PL
julkaisi	δημοσιεύτηκε	julkaista	δημοσιεύω	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
julkaisi	καταχωρήθηκε	julkaista	καταχωρώ	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
julkaisi	δημοσιεύθηκε	julkaista	δημοσιεύω	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
kilometriä	μίλια	kilo#metri	μίλιος	N;PRT;SG	N;NOM;NEUT;PL
kilometriä	χιλιόμετρα	kilo#metri	χιλιόμετρο	N;PRT;SG	N;NOM;NEUT;PL
kilometriä	μάιλς	kilo#metri	μάιλς	N;PRT;SG	
kilometriä	χιλιόμετρα	kilo#metri	χιλιόμετρο	N;PRT;SG	N;NOM;NEUT;PL
aika	χρονος	aika	χρονος	N;NOM;SG	DET;NOM;DEF;MASC;SG
aika	ώρα	aika	ώρα	N;NOM;SG	N;ACC;FEM;SG
aika	φορά	aika	φορά	N;NOM;SG	N;ACC;FEM;SG
aika	ωρα	aika	ωρα	N;NOM;SG	N;ACC;FEM;SG
aika	χρόνο	aika	χρόνος	N;NOM;SG	N;ACC;MASC;SG
enemmän	περισσότεροι	enemmän	πολύς	ADV	ADJ;NOM;CMPR;MASC;PL
enemmän	περισσότερες	enemmän	πολύς	ADV	ADJ;NOM;CMPR;FEM;PL
enemmän	περισσότερα	enemmän	πολύς	ADV	ADJ;NOM;CMPR;NEUT;PL
alkaen	αρχίζοντας	alkaen	αρχίζω	ADV	V;IPFV;V.CVB;ACT
alkaen	εκκίνηση	alkaen	εκκίνηση	ADV	N;ACC;FEM;SG
alkaen	ξεκινώντας	alkaen	ξεκινώ	ADV	V;IPFV;V.CVB;ACT
alkaen	απο	alkaen	απο	ADV	ADP
alkaen	από	alkaen	από	ADV	ADP
hopeaa	ασημί	hopea	ασημί	N;PRT;SG	N;NOM;NEUT;PL
hopeaa	ασημένια	hopea	ασημένιος	N;PRT;SG	ADV
hopeaa	σίλβερ	hopea	σίλβερ	N;PRT;SG	
hopeaa	ασήμι	hopea	ασήμι	N;PRT;SG	N;NOM;NEUT;SG
hopeaa	silver	hopea	silver	N;PRT;SG	
turun	turku	turku	turku	PROPN;GEN;SG	
turun	τούρκου	turku	τούρκος	PROPN;GEN;SG	PROPN;NOM;NEUT;SG
johon	που	joka	που	PRO;IN+ALL;SG	PRO;ACC;NEUT;SG;3
levy	ρεκόρ	levy	ρεκόρ	N;NOM;SG	
levy	δίσκο	levy	δίσκο	N;NOM;SG	N;ACC;MASC;SG
levy	δίσκο	levy	δίσκο	N;NOM;SG	N;ACC;MASC;SG
julkaistu	κυκλοφόρησε	julkaista	κυκλοφορώ	V;NOM;SG;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
julkaistu	δημοσίευσε	julkaista	δημοσιεύω	V;NOM;SG;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
julkaistu	δημοσίευση	julkaista	δημοσίευση	V;NOM;SG;V.PTCP;PASS	N;NOM;FEM;SG
missä	όπου	mikä	όπου	PRO;IN+ESS;SG	ADV
missä	πού	mikä	πού	PRO;IN+ESS;SG	ADV
lisätty	πρόσθεσε	lisätä	προσθέτω	V;NOM;SG;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
lisätty	προστέθηκαν	lisätä	προσθέτω	V;NOM;SG;V.PTCP;PASS	V;PFV;IND;PL;3;PST;FIN;PASS
toiminut	εργάστηκε	toimia	εργάζομαι	V;NOM;SG;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
toiseksi	δεύτερο	toinen	δεύτερος	ADJ;TRANS;SG	NUM;NOM;NEUT;SG
toiseksi	δεύτερος	toinen	δεύτερος	ADJ;TRANS;SG	NUM;NOM;MASC;SG
toiseksi	δεύτερη	toinen	δεύτερος	ADJ;TRANS;SG	NUM;NOM;FEM;SG
olemassa	υπάρχουσες	olla	υπάρχων	V;IN+ESS;SG;NFIN;ACT	ADJ;NOM;FEM;PL
olemassa	υπάρχουσα	olla	υπάρχων	V;IN+ESS;SG;NFIN;ACT	ADJ;NOM;FEM;SG
olemassa	υφιστάμενη	olla	υφιστάμενος	V;IN+ESS;SG;NFIN;ACT	ADJ;NOM;FEM;SG
olemassa	υπάρχον	olla	υπάρχων	V;IN+ESS;SG;NFIN;ACT	ADJ;NOM;NEUT;SG
olemassa	υφιστάμενων	olla	υφιστάμενος	V;IN+ESS;SG;NFIN;ACT	ADJ;GEN;MASC;PL
olemassa	υφιστάμενες	olla	υφιστάμενος	V;IN+ESS;SG;NFIN;ACT	ADJ;NOM;FEM;PL
albumin	δίσκος	albumi	δίσκος	N;GEN;SG	N;NOM;MASC;SG
kirkon	εκκλησία	kirkko	εκκλησία	N;GEN;SG	N;NOM;FEM;SG
kirkon	εκκλησια	kirkko	εκκλησιος	N;GEN;SG	N;NOM;FEM;SG
varten	για	varten	για	ADV	ADP
varten	for	varten	for	ADV	
viisi	five	viisi	five	NUM;NOM;SG	
viisi	πέντε	viisi	πέντε	NUM;NOM;SG	NUM;NOM;MASC;PL
oman	ομάν	oma	ομάν	ADJ;GEN;SG	
von	φον	von	φον	PROPN;NOM;SG	N
von	βον	von	βον	PROPN;NOM;SG	
tästä	αυτο	tämä	αυτός	PRO;IN+ABL;SG	PRO;NOM;NEUT;SG;3
tästä	αυτό	tämä	αυτός	PRO;IN+ABL;SG	PRO;NOM;NEUT;SG;3
yhteydessä	συνδεδεμένο	yhteys	συνδεδεμένος	N;IN+ESS;SG	ADJ;NOM;NEUT;SG
yhteydessä	συνδεδεμένη	yhteys	συνδέδω	N;IN+ESS;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
yhteydessä	συνδεδεμένοι	yhteys	συνδεδεμένοι	N;IN+ESS;SG	V;PFV;NOM;MASC;PL;V.PTCP;PASS
yhteydessä	συνδέονται	yhteys	συνδέω	N;IN+ESS;SG	V;IPFV;IND;PL;3;PRS;FIN;PASS
yhteydessä	συνδεδεμένος	yhteys	συνδεδεμένος	N;IN+ESS;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
yhteydessä	συνδέθηκε	yhteys	συνδέκτω	N;IN+ESS;SG	V;PFV;IND;SG;3;PST;FIN;PASS
yhteydessä	συνδεδεμένο	yhteys	συνδεδεμένος	N;IN+ESS;SG	ADJ;NOM;NEUT;SG
yhteydessä	συνδεδεμένη	yhteys	συνδέδω	N;IN+ESS;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
yhteydessä	συνδεδεμένα	yhteys	συνδεδεμένος	N;IN+ESS;SG	ADV
kunnes	μεχρι	kunnes	μεχρι	CONJ	ADV
kunnes	μέχρι	kunnes	μέχρι	CONJ	ADP
kunnes	έως	kunnes	ώς	CONJ	ADP
lähde	φύγε	lähde	φύγω	N;NOM;SG	PRO;NOM;MASC;SG;1
lähde	αφήσω	lähde	αφήνω	N;NOM;SG	V;PFV;IND;SG;1;FIN;ACT
kuningas	κινγκ	kuningas	κινγκ	N;NOM;SG	
kuningas	βασιλιά	kuningas	βασιλιάς	N;NOM;SG	N;ACC;MASC;SG
kuningas	king	kuningas	king	N;NOM;SG	
monet	πολλά	moni	πολύς	PRO;NOM;PL	ADJ;NOM;NEUT;PL
monet	πολλοι	moni	πολύς	PRO;NOM;PL	ADJ;NOM;MASC;PL
monet	πολλοί	moni	πολύς	PRO;NOM;PL	ADJ;NOM;MASC;PL
monet	πολλές	moni	πολύς	PRO;NOM;PL	ADJ;NOM;FEM;PL
monet	πολλα	moni	πολύς	PRO;NOM;PL	ADV
monet	μονέ	moni	μονέ	PRO;NOM;PL	
mestaruuden	πρωτάθλημα	mestaruus	πρωτάθλημα	N;GEN;SG	N;NOM;NEUT;SG
pronssia	χάλκινο	pronssi	χάλκινος	N;PRT;SG	N;NOM;NEUT;SG
raportti	έκθεση	raportti	έκθεση	N;NOM;SG	N;ACC;FEM;SG
raportti	εκθεση	raportti	εκθεση	N;NOM;SG	N;ACC;FEM;SG
raportti	αναφορα	raportti	αναφορά	N;NOM;SG	N;ACC;FEM;SG
poika	κιντ	poika	κιντ	N;NOM;SG	
poika	γιε	poika	για	N;NOM;SG	
sisältää	περιλαμβάνονται	sisältää	περιλαμβάνω	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;PASS
nämä	οἱ	tämä	οἱ	PRO;NOM;PL	N
aikaa	χρόνος	aika	χρόνος	N;PRT;SG	N;NOM;MASC;SG
aikaa	χρονος	aika	χρονος	N;PRT;SG	DET;NOM;DEF;MASC;SG
aikaa	ώρα	aika	ώρα	N;PRT;SG	N;ACC;FEM;SG
aikaa	φορά	aika	φορά	N;PRT;SG	N;ACC;FEM;SG
aikaa	ωρα	aika	ωρα	N;PRT;SG	N;ACC;FEM;SG
aikaa	χρόνο	aika	χρόνος	N;PRT;SG	N;ACC;MASC;SG
laulaja	σίνγκερ	laulaja	σίνγκερ	N;NOM;SG	
luokan	κατηγορια	luokka	κατηγορία	N;GEN;SG	N;NOM;FEM;SG
luokan	κατηγορία	luokka	κατηγορία	N;GEN;SG	N;NOM;FEM;SG
luokan	τάξη	luokka	τάξη	N;GEN;SG	N;NOM;FEM;SG
luokan	κλάση	luokka	κλάση	N;GEN;SG	N;NOM;FEM;SG
luokan	μάθημα	luokka	μάθημα	N;GEN;SG	N;NOM;NEUT;SG
kolmas	τρίτον	kolmas	τρίτος	ADJ;NOM;SG	NUM;NOM;NEUT;SG
kolmas	τρίτο	kolmas	τρίτος	ADJ;NOM;SG	NUM;NOM;NEUT;SG
kolmas	τρίτη	kolmas	τρίτος	ADJ;NOM;SG	NUM;NOM;FEM;SG
kolmas	τρίτος	kolmas	τρίτος	ADJ;NOM;SG	NUM;NOM;MASC;SG
kultaa	χρυσός	kulta	χρυσός	N;PRT;SG	N;NOM;MASC;SG
kultaa	χρυσό	kulta	χρυσός	N;PRT;SG	
kultaa	χρυσο	kulta	χρύσος	N;PRT;SG	N;NOM;NEUT;SG
kultaa	χρυσάφι	kulta	χρυσάφι	N;PRT;SG	N;NOM;NEUT;SG
kultaa	χρυσά	kulta	χρυσάς	N;PRT;SG	N;NOM;NEUT;PL
lähellä	κλείσιμο	lähellä	κλείσιμο	ADV	N;NOM;NEUT;SG
lähellä	κοντα	lähellä	κοντα	ADV	N;NOM;FEM;SG
lähellä	κοντινές	lähellä	κοντινός	ADV	ADJ;NOM;FEM;PL
tehty	φτιαγμένα	tehdä	φτιαγμένα	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;PL
tehty	έκανε	tehdä	κάνω	V;NOM;SG;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
tehty	κάνει	tehdä	κάνω	V;NOM;SG;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
muutti	άλλαξα	muuttaa	άλλαξα	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
muutti	μεταφέρθηκε	muuttaa	μεταφέρω	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
muutti	κινήθηκε	muuttaa	κινώ	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
muutti	μετακινήθηκε	muuttaa	μετακινώ	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
muutti	συγκινημένος	muuttaa	συγκινημένος	V;IND;SG;3;PST;FIN;ACT	V;PFV;NOM;MASC;SG;V.PTCP;PASS
hyvä	καλο	hyvä	καλος	ADJ;NOM;SG	ADV
hyvä	καλά	hyvä	καλά	ADJ;NOM;SG	ADV
hyvä	καλα	hyvä	καλά	ADJ;NOM;SG	ADV
siirrettiin	μετακόμισε	siirtää	μετακομίζω	V;IND;PST;FIN;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
viimeinen	τελευταίοι	viimeinen	τελευταίος	ADJ;NOM;SG	ADJ;NOM;MASC;PL
viimeinen	τελευταια	viimeinen	τελευταίος	ADJ;NOM;SG	V;IPFV;IND;PL;3;PRS;FIN;PASS
viimeinen	τελευταία	viimeinen	τελευταία	ADJ;NOM;SG	ADV
rock	rock	rock	rock		
rock	πέτρα	rock	πέτρο		N;NOM;FEM;SG
rock	ροκ	rock	ροκ		
rock	βράχος	rock	βράχος		N;NOM;MASC;SG
rummut	ντραμς	rumpu	ντραμς	N;NOM;PL	
pitkä	ψηλοί	pitkä	ψηλός	ADJ;NOM;SG	ADJ;NOM;MASC;PL
pitkä	μακρύ	pitkä	μακρύς	ADJ;NOM;SG	N;NOM;NEUT;SG
pitkä	λονγκ	pitkä	λονγκ	ADJ;NOM;SG	
pitkä	long	pitkä	long	ADJ;NOM;SG	
itä	ανατολική	itä	ανατολικός	N;NOM;SG	ADJ;NOM;FEM;SG
itä	ανατολικά	itä	ανατολικά	N;NOM;SG	ADV
itä	ανατολικό	itä	ανατολικός	N;NOM;SG	ADJ;NOM;NEUT;SG
itä	ιστ	itä	ιστ	N;NOM;SG	NUM;NOM;MASC;SG
itä	ανατολική	itä	ανατολικός	N;NOM;SG	ADJ;NOM;FEM;SG
itä	ανατολικά	itä	ανατολικά	N;NOM;SG	ADV
itä	ανατολικό	itä	ανατολικός	N;NOM;SG	ADJ;NOM;NEUT;SG
itä	ανατολικές	itä	ανατολικός	N;NOM;SG	ADJ;NOM;FEM;PL
maa	χωρα	maa	χωρα	N;NOM;SG	N;ACC;FEM;SG
maa	ξηρά	maa	ξηρά	N;NOM;SG	N;NOM;NEUT;PL
maa	land	maa	land	N;NOM;SG	
maa	γή	maa	γή	N;NOM;SG	N;ACC;FEM;SG
kausi	εποχή	kausi	εποχή	N;NOM;SG	N;ACC;FEM;SG
kausi	σεζον	kausi	σεζον	N;NOM;SG	
kausi	σεζόν	kausi	σεζόν	N;NOM;SG	N;ACC;FEM;SG
artikkeleita	άρθρα	artikkeli	άρθρο	N;PRT;PL	N;NOM;NEUT;PL
artikkeleita	τεχνουργήματα	artikkeli	τεχνούργημα	N;PRT;PL	N;NOM;NEUT;PL
artikkeleita	αρθρα	artikkeli	άρθρο	N;PRT;PL	
perustettu	ίδρυσε	perustaa	ιδρύω	V;NOM;SG;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
san	san	san	san	PROPN;NOM;SG	
presidentti	πρόεδρος	presidentti	πρόεδρος	N;NOM;SG	N;ACC;MASC;SG
presidentti	πρόεδρε	presidentti	πρόεδρος	N;NOM;SG	N;VOC;MASC;SG
presidentti	πρόεδρο	presidentti	πρόεδρος	N;NOM;SG	N;ACC;MASC;SG
pieni	μικρές	pieni	μικρός	ADJ;NOM;SG	ADJ;NOM;FEM;PL
pieni	μικρά	pieni	μικρός	ADJ;NOM;SG	ADV
pieni	little	pieni	little	ADJ;NOM;SG	
nhl	nhl	nhl	nhl	PROPN;NOM;SG	
keski	μεσαία	keski	μεσαίος	N;NOM;SG	ADV
world	world	world	world	PROPN;NOM;SG	
world	κόσμο	world	κόσμος	PROPN;NOM;SG	N;ACC;MASC;SG
world	κόσμος	world	κόσμος	PROPN;NOM;SG	N;NOM;MASC;SG
perusti	ιδρύθηκε	perustaa	ιδρύω	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
kirjoitti	έγραψες	kirjoittaa	έγραψη	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;2;PST;FIN;ACT
ensin	πρώτο	ensin	πρώτος	ADV	NUM;NOM;NEUT;SG
ensin	πρώτη	ensin	πρώτος	ADV	NUM;NOM;FEM;SG
ensin	πρώτος	ensin	πρώτος	ADV	NUM;NOM;MASC;SG
työskenteli	εργάστηκε	työskennellä	εργάζομαι	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
voitto	κέρδη	voitto	κέρδος	N;NOM;SG	N;NOM;NEUT;PL
voitto	κερδίσει	voitto	κερδίζω	N;NOM;SG	V;PFV;NFIN;ACT
voitto	νίκη	voitto	νίκη	N;NOM;SG	N;ACC;FEM;SG
voitto	κέρδισε	voitto	κερδίζω	N;NOM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
voitto	νίκη	voitto	νίκη	N;NOM;SG	N;ACC;FEM;SG
voitto	κερδίζεις	voitto	κερδίζη	N;NOM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
voitto	νίκη	voitto	νίκη	N;NOM;SG	N;ACC;FEM;SG
merkittävä	αξιοσημείωτα	merkittävä	αξιοσημείωτος	ADJ;NOM;SG	ADV
määrä	όγκο	määrä	όγκος	N;NOM;SG	N;ACC;MASC;SG
määrä	ποσότητες	määrä	ποσότητα	N;NOM;SG	N;NOM;FEM;PL
alkaa	εκκίνηση	alkaa	εκκίνηση	V;IND;SG;3;PRS;FIN;ACT	N;ACC;FEM;SG
alkaa	αρχή	alkaa	αρχή	V;IND;SG;3;PRS;FIN;ACT	N;NOM;FEM;SG
alkaa	ξεκινήστε	alkaa	ξεκινώ	V;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;PL;2;FIN;ACT
alkaa	ξεκίνα	alkaa	ξεκίνα	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
alkaa	εκκίνηση	alkaa	εκκίνηση	V;IND;SG;3;PRS;FIN;ACT	N;ACC;FEM;SG
alkaa	έναρξη	alkaa	έναρξη	V;IND;SG;3;PRS;FIN;ACT	N;ACC;FEM;SG
virallinen	αξιωματούχος	virallinen	αξιωματούχος	ADJ;NOM;SG	N;NOM;MASC;SG
tunnettu	γνωστοί	tunnettu	γνωστός	ADJ;NOM;SG	ADJ;NOM;MASC;PL
tunnettu	γνωστές	tunnettu	γνωστός	ADJ;NOM;SG	ADJ;NOM;FEM;PL
tunnettu	διάσημο	tunnettu	διάσημος	ADJ;NOM;SG	N;NOM;NEUT;SG
tunnettu	διάσημος	tunnettu	διάσημος	ADJ;NOM;SG	N;NOM;MASC;SG
tunnettu	διάσημοι	tunnettu	διάσημος	ADJ;NOM;SG	N;NOM;MASC;PL
laivaston	ναυτικό	laivasto	ναυτικός	N;GEN;SG	ADJ;NOM;NEUT;SG
laivaston	στόλο	laivasto	στόλο	N;GEN;SG	N;ACC;MASC;SG
laivaston	στόλος	laivasto	στόλος	N;GEN;SG	N;NOM;MASC;SG
matti	ματ	matti	ματ	PROPN;NOM;SG	N
matti	matt	matti	matt	PROPN;NOM;SG	
matti	μάττι	matti	μάττι	PROPN;NOM;SG	N
laji	ειδη	laji	ειδη	N;NOM;SG	N;NOM;NEUT;PL
laji	είδη	laji	είδος	N;NOM;SG	N;NOM;NEUT;PL
david	ντέιβιντ	david	ντέιβιντ	PROPN;NOM;SG	
david	david	david	david	PROPN;NOM;SG	
david	νταβίντ	david	νταβίντ	PROPN;NOM;SG	
david	δαβίδ	david	δαβίδ	PROPN;NOM;SG	N;NOM;MASC;SG
saksalainen	γερμανοί	saksalainen	γερμανός	ADJ;NOM;SG	PROPN;NOM;MASC;PL
saksalainen	γερμανικά	saksalainen	γερμανικά	ADJ;NOM;SG	ADV
tampereen	τάμπερε	tampere	τάμπερ	PROPN;GEN;SG	
joku	καποιος	joku	καποιος	PRO;NOM;SG	V;PFV;IND;SG;1;FIN;ACT
joku	κάποιον	joku	κάποιος	PRO;NOM;SG	PRO;ACC;MASC;SG;3
kuusi	έξι	kuusi	έξι	NUM;NOM;SG	NUM;NOM;MASC;PL
kuusi	six	kuusi	six	NUM;NOM;SG	
from	απο	from	απο		ADP
from	από	from	από		ADP
britannian	βρετανία	britannia	βρετανία	N;GEN;SG	PROPN;ACC;FEM;SG
britannian	βρετανικό	britannia	βρετανικός	N;GEN;SG	ADJ;NOM;NEUT;SG
britannian	βρετανός	britannia	βρετανός	N;GEN;SG	ADJ;NOM;MASC;SG
britannian	βρετανική	britannia	βρετανικός	N;GEN;SG	ADJ;NOM;FEM;SG
britannian	βρετανοί	britannia	βρετανός	N;GEN;SG	ADJ;NOM;MASC;PL
britannian	βρετανικά	britannia	βρετανικά	N;GEN;SG	ADV
johti	led	johtaa	led	V;IND;SG;3;PST;FIN;ACT	
italian	ιταλία	italia	ιταλία	N;GEN;SG	PROPN;ACC;FEM;SG
italian	ιταλικά	italia	ιταλικά	N;GEN;SG	ADV
italian	ιταλική	italia	ιταλικός	N;GEN;SG	ADJ;NOM;FEM;SG
italian	ιταλός	italia	ιταλός	N;GEN;SG	PROPN;NOM;MASC;SG
italian	ιταλικό	italia	ιταλικός	N;GEN;SG	ADJ;NOM;NEUT;SG
robert	robert	robert	robert	PROPN;NOM;SG	
robert	ρόμπερτ	robert	ρόμπερτ	PROPN;NOM;SG	
valtion	κράτος	valtio	κράτος	N;GEN;SG	N;NOM;NEUT;SG
valtion	πολιτεία	valtio	πολιτεία	N;GEN;SG	N;ACC;FEM;SG
valtion	state	valtio	state	N;GEN;SG	
läpi	μεσω	läpi	μεσω	ADV	ADP
läpi	μέσω	läpi	μέσω	ADV	ADP
opiskeli	σπουδές	opiskella	σπουδός	V;IND;SG;3;PST;FIN;ACT	N;NOM;FEM;PL
sarja	σειρές	sarja	σειρός	N;NOM;SG	N;NOM;FEM;PL
sarja	σειρά	sarja	σειρά	N;NOM;SG	N;ACC;FEM;SG
sarja	αύξοντα	sarja	αύξον	N;NOM;SG	N;ACC;MASC;SG
naisten	γυναίκα	nainen	γυναίκα	N;GEN;PL	N;NOM;FEM;SG
naisten	θηλυκό	nainen	θηλυκός	N;GEN;PL	N;NOM;NEUT;SG
naisten	γυναίκες	nainen	γυναίκα	N;GEN;PL	N;NOM;FEM;PL
naisten	γυναικες	nainen	γυναίκα	N;GEN;PL	N;NOM;FEM;PL
iii	iii	iii	iii	ADJ	
iii	ιιι	iii	ιιι	ADJ	N
iii	γ΄	iii	γ΄	ADJ	N
professori	καθηγητή	professori	καθηγητής	N;NOM;SG	N;ACC;MASC;SG
professori	καθηγητά	professori	καθηγητά	N;NOM;SG	N;VOC;MASC;SG
miten	πως	miten	πως	ADV	CONJ
armeijan	στρατιωτικός	armeija	στρατιωτικός	N;GEN;SG	ADJ;NOM;MASC;SG
armeijan	στρατός	armeija	στρατός	N;GEN;SG	N;NOM;MASC;SG
armeijan	στρατιωτική	armeija	στρατιωτικός	N;GEN;SG	ADJ;NOM;FEM;SG
armeijan	στρατιωτικοί	armeija	στρατιωτικός	N;GEN;SG	ADJ;NOM;MASC;PL
armeijan	στρατιωτικά	armeija	στρατιωτικά	N;GEN;SG	ADV
armeijan	στρατός	armeija	στρατός	N;GEN;SG	N;NOM;MASC;SG
armeijan	στρατό	armeija	στρατός	N;GEN;SG	N;ACC;MASC;SG
käytetty	χρησιμοποιούνται	käyttää	χρησιμοποιώ	V;NOM;SG;V.PTCP;PASS	V;IPFV;IND;PL;3;PRS;FIN;PASS
käytetty	χρησιμοποιούμενα	käyttää	χρησιμοποιούμενος	V;NOM;SG;V.PTCP;PASS	ADV
käytetty	χρησιμοποιούμενες	käyttää	χρησιμοποιούμενος	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;PL
tammikuussa	ιανουαρίου	tammikuu	ιανουάριος	N;IN+ESS;SG	PROPN;GEN;MASC;SG
tammikuussa	ιανουάριος	tammikuu	ιανουάριος	N;IN+ESS;SG	N;NOM;MASC;SG
kesällä	καλοκαιρι	kesä	καλοκαιρι	N;AT+ESS
;SG	N;NOM;NEUT;SG
kesällä	καλοκαίρι	kesä	καλοκαίρι	N;AT+ESS
;SG	N;NOM;NEUT;SG
kesällä	σάμερ	kesä	σάμερ	N;AT+ESS
;SG	
kymmenen	ten	kymmenen	ten	NUM;NOM;SG	
